,PNM US Equity,PNM US Equity,PNM US Equity,PNM US Equity,PNM US Equity
2021-03-11,44.1119,44.2213,43.9933,44.1392,672547.0
2021-03-12,44.1301,44.2213,43.966,43.966,761896.0
2021-03-13,44.1301,44.2213,43.966,43.966,761896.0
2021-03-14,44.1301,44.2213,43.966,43.966,761896.0
2021-03-15,44.1301,44.4493,44.0663,44.3946,854159.0
2021-03-16,44.3672,44.5405,44.3034,44.4858,1081587.0
2021-03-17,44.504,44.5086,44.276,44.3125,1106587.0
2021-03-18,44.3216,44.3855,44.2487,44.3855,610191.0
2021-03-19,44.3125,44.7502,44.0024,44.6226,4215957.0
2021-03-20,44.3125,44.7502,44.0024,44.6226,4215957.0
2021-03-21,44.3125,44.7502,44.0024,44.6226,4215957.0
2021-03-22,44.4311,44.8141,44.4311,44.6499,780760.0
2021-03-23,44.577,44.7594,44.4949,44.732,1355472.0
2021-03-24,44.6864,44.8597,44.6408,44.7047,810528.0
2021-03-25,44.7229,44.8141,44.577,44.7776,1094573.0
2021-03-26,44.7776,44.805,44.7138,44.7776,933646.0
2021-03-27,44.7776,44.805,44.7138,44.7776,933646.0
2021-03-28,44.7776,44.805,44.7138,44.7776,933646.0
2021-03-29,44.6864,44.7867,44.6682,44.7229,858901.0
2021-03-30,44.6955,44.8141,44.5223,44.8141,991695.0
2021-03-31,44.805,44.8186,44.6408,44.732,516850.0
2021-04-01,44.732,44.8597,44.6499,44.8597,733546.0
2021-04-02,44.732,44.8597,44.6499,44.8597,733546.0
2021-04-03,44.732,44.8597,44.6499,44.8597,733546.0
2021-04-04,44.732,44.8597,44.6499,44.8597,733546.0
2021-04-05,44.8506,44.9053,44.7411,44.9053,930209.0
2021-04-06,44.9053,44.9691,44.805,44.9418,974261.0
2021-04-07,45.0147,45.1163,44.9418,45.0877,471229.0
2021-04-08,45.0877,45.0877,44.9874,45.0421,258717.0
2021-04-09,45.0421,45.0694,44.9874,45.0056,351786.0
2021-04-10,45.0421,45.0694,44.9874,45.0056,351786.0
2021-04-11,45.0421,45.0694,44.9874,45.0056,351786.0
2021-04-12,45.0512,45.0603,44.9965,44.9965,629190.0
2021-04-13,45.0147,45.1515,44.887,45.0877,468991.0
2021-04-14,45.0694,45.0968,45.0147,45.0968,467471.0
2021-04-15,45.115,45.1789,45.0968,45.1698,767025.0
2021-04-16,45.261,45.416,45.1789,45.2062,600679.0
2021-04-17,45.261,45.416,45.1789,45.2062,600679.0
2021-04-18,45.261,45.416,45.1789,45.2062,600679.0
2021-04-19,45.2062,45.2336,45.0968,45.2336,842636.0
2021-04-20,45.1971,45.2974,45.115,45.2974,1416125.0
2021-04-21,45.2792,45.571,45.2336,45.571,901351.0
2021-04-22,45.5437,45.5437,45.3521,45.3795,579743.0
2021-04-23,45.416,45.416,45.3065,45.3065,805726.0
2021-04-24,45.416,45.416,45.3065,45.3065,805726.0
2021-04-25,45.416,45.416,45.3065,45.3065,805726.0
2021-04-26,45.3795,45.4433,45.2336,45.3886,559033.0
2021-04-27,45.4616,45.4889,45.3339,45.4069,787453.0
2021-04-28,45.4616,45.5254,45.2655,45.5254,2180317.0
2021-04-29,45.5782,45.6516,45.4313,45.5139,745211.0
2021-04-30,45.4772,45.5598,45.1467,45.312,1724591.0
2021-05-01,45.4772,45.5598,45.1467,45.312,1724591.0
2021-05-02,45.4772,45.5598,45.1467,45.312,1724591.0
2021-05-03,45.3303,45.5277,45.2752,45.4772,592246.0
2021-05-04,45.4129,45.5598,45.3487,45.468,673200.0
2021-05-05,45.4313,45.5231,45.2936,45.3946,609757.0
2021-05-06,45.3946,45.5874,45.312,45.5782,611095.0
2021-05-07,45.5782,45.5782,45.3764,45.4864,404646.0
2021-05-08,45.5782,45.5782,45.3764,45.4864,404646.0
2021-05-09,45.5782,45.5782,45.3764,45.4864,404646.0
2021-05-10,45.4864,45.4864,45.3762,45.3946,925484.0
2021-05-11,45.3395,45.3946,45.1375,45.3303,962449.0
2021-05-12,45.3028,45.3303,44.8254,44.954,1631385.0
2021-05-13,45.0733,45.2248,45.0733,45.1192,1545188.0
2021-05-14,45.2569,45.2661,45.1008,45.1743,664161.0
2021-05-15,45.2569,45.2661,45.1008,45.1743,664161.0
2021-05-16,45.2569,45.2661,45.1008,45.1743,664161.0
2021-05-17,45.1651,45.2156,44.9562,45.0274,778928.0
2021-05-18,45.0366,45.1192,44.8071,44.8346,558867.0
2021-05-19,44.7061,44.9953,44.6235,44.9448,418213.0
2021-05-20,44.8438,45.0916,44.8438,44.9907,468896.0
2021-05-21,44.9631,45.1192,44.9081,45.0916,416693.0
2021-05-22,44.9631,45.1192,44.9081,45.0916,416693.0
2021-05-23,44.9631,45.1192,44.9081,45.0916,416693.0
2021-05-24,45.0733,45.0916,44.9356,44.9999,433932.0
2021-05-25,45.0457,45.0733,44.9769,44.9815,710547.0
2021-05-26,44.9815,45.0825,44.9723,45.0274,889719.0
2021-05-27,45.0549,45.0733,44.8667,44.9448,837918.0
2021-05-28,45.0457,45.0916,44.8805,45.0916,949920.0
2021-05-29,45.0457,45.0916,44.8805,45.0916,949920.0
2021-05-30,45.0457,45.0916,44.8805,45.0916,949920.0
2021-05-31,45.0457,45.0916,44.8805,45.0916,949920.0
2021-06-01,45.0733,45.11,44.9631,45.0457,688192.0
2021-06-02,45.009,45.0274,44.8254,44.853,1458153.0
2021-06-03,44.8438,44.9356,44.8438,44.8897,911852.0
2021-06-04,44.9356,44.9723,44.9035,44.954,1530006.0
2021-06-05,44.9356,44.9723,44.9035,44.954,1530006.0
2021-06-06,44.9356,44.9723,44.9035,44.954,1530006.0
2021-06-07,44.9815,45.0274,44.9448,44.954,870112.0
2021-06-08,44.9631,44.9631,44.9264,44.9448,798269.0
2021-06-09,44.9631,45.0182,44.9081,44.9448,522228.0
2021-06-10,44.9631,45.1192,44.9448,45.1192,451436.0
2021-06-11,45.0549,45.2202,45.0366,45.1467,495305.0
2021-06-12,45.0549,45.2202,45.0366,45.1467,495305.0
2021-06-13,45.0549,45.2202,45.0366,45.1467,495305.0
2021-06-14,45.1375,45.1972,44.954,44.9815,767436.0
2021-06-15,45.0457,45.0916,44.9448,44.9999,421081.0
2021-06-16,44.9999,45.1008,44.9448,44.9907,732031.0
2021-06-17,44.9907,45.0549,44.8897,44.8897,380852.0
2021-06-18,44.8897,44.9448,44.7612,44.7979,1139645.0
2021-06-19,44.8897,44.9448,44.7612,44.7979,1139645.0
2021-06-20,44.8897,44.9448,44.7612,44.7979,1139645.0
2021-06-21,44.7979,44.9356,44.7979,44.8989,498364.0
2021-06-22,44.8897,44.9631,44.7795,44.7795,767523.0
2021-06-23,44.7979,44.8521,44.394,44.4399,906377.0
2021-06-24,44.4491,44.5225,44.394,44.5225,478679.0
2021-06-25,44.495,44.5959,44.4307,44.4491,1086259.0
2021-06-26,44.495,44.5959,44.4307,44.4491,1086259.0
2021-06-27,44.495,44.5959,44.4307,44.4491,1086259.0
2021-06-28,44.5225,44.6969,44.45,44.6969,401387.0
2021-06-29,44.6327,44.8071,44.6327,44.7612,764619.0
2021-06-30,44.7887,44.853,44.752,44.7704,666209.0
2021-07-01,44.7704,44.8667,44.7704,44.8071,504417.0
2021-07-02,44.8071,44.8622,44.8071,44.8438,343319.0
2021-07-03,44.8071,44.8622,44.8071,44.8438,343319.0
2021-07-04,44.8071,44.8622,44.8071,44.8438,343319.0
2021-07-05,44.8071,44.8622,44.8071,44.8438,343319.0
2021-07-06,44.8071,44.9356,44.6969,44.9356,627684.0
2021-07-07,44.8071,44.9264,44.752,44.8713,291325.0
2021-07-08,44.7245,44.8759,44.6877,44.7795,486155.0
2021-07-09,44.7336,44.7887,44.6786,44.7061,466153.0
2021-07-10,44.7336,44.7887,44.6786,44.7061,466153.0
2021-07-11,44.7336,44.7887,44.6786,44.7061,466153.0
2021-07-12,44.6694,44.7612,44.651,44.7061,341422.0
2021-07-13,44.6235,44.7612,44.5684,44.5776,384265.0
2021-07-14,44.7061,44.7061,44.5041,44.5592,355658.0
2021-07-15,44.5592,44.6694,44.4215,44.6418,456343.0
2021-07-16,44.5592,44.7979,44.495,44.7061,419980.0
2021-07-17,44.5592,44.7979,44.495,44.7061,419980.0
2021-07-18,44.5592,44.7979,44.495,44.7061,419980.0
2021-07-19,44.5959,44.7979,44.5225,44.7336,467956.0
2021-07-20,44.6602,44.7979,44.5868,44.7245,652607.0
2021-07-21,44.6969,44.8254,44.6235,44.6327,284888.0
2021-07-22,44.6602,44.7245,44.5684,44.5776,194182.0
2021-07-23,44.6694,44.7979,44.6418,44.6786,295996.0
2021-07-24,44.6694,44.7979,44.6418,44.6786,295996.0
2021-07-25,44.6694,44.7979,44.6418,44.6786,295996.0
2021-07-26,44.7704,44.8071,44.5592,44.6143,216060.0
2021-07-27,44.5868,44.6235,44.3389,44.4032,536228.0
2021-07-28,44.4491,44.5592,44.2241,44.4032,311235.0
2021-07-29,44.394,44.5409,44.2563,44.3573,296667.0
2021-07-30,44.3573,44.5225,44.3297,44.3664,552165.0
2021-07-31,44.3573,44.5225,44.3297,44.3664,552165.0
2021-08-01,44.3573,44.5225,44.3297,44.3664,552165.0
2021-08-02,44.4032,44.5684,44.3389,44.3664,936123.0
2021-08-03,44.4215,44.6143,44.2241,44.3297,500199.0
2021-08-04,44.2196,44.3664,43.8983,44.1461,1200421.0
2021-08-05,44.19,44.3471,44.19,44.3102,536028.0
2021-08-06,44.3194,44.3194,44.093,44.0976,543619.0
2021-08-07,44.3194,44.3194,44.093,44.0976,543619.0
2021-08-08,44.3194,44.3194,44.093,44.0976,543619.0
2021-08-09,44.1253,44.2085,44.019,44.1068,575813.0
2021-08-10,44.0883,44.2362,43.9035,43.9497,402860.0
2021-08-11,43.9405,44.19,43.9405,44.1715,405757.0
2021-08-12,44.1346,44.3379,44.056,44.2732,605458.0
2021-08-13,44.3656,44.6614,44.2917,44.6152,589106.0
2021-08-14,44.3656,44.6614,44.2917,44.6152,589106.0
2021-08-15,44.3656,44.6614,44.2917,44.6152,589106.0
2021-08-16,44.7353,44.7862,44.4673,44.7353,430860.0
2021-08-17,44.6429,44.9664,44.5644,44.9387,522602.0
2021-08-18,44.9757,45.0311,44.7446,44.8925,353415.0
2021-08-19,44.8647,44.9248,44.6244,44.9017,393802.0
2021-08-20,44.837,45.2807,44.7076,45.2714,488368.0
2021-08-21,44.837,45.2807,44.7076,45.2714,488368.0
2021-08-22,44.837,45.2807,44.7076,45.2714,488368.0
2021-08-23,45.216,45.216,44.9941,45.0681,498860.0
2021-08-24,45.5672,45.9462,45.5672,45.8075,1781864.0
2021-08-25,45.8999,45.8999,45.7613,45.8352,1139514.0
2021-08-26,45.8907,45.9092,45.789,45.8907,1017824.0
2021-08-27,45.8999,45.9369,45.8168,45.8999,1132667.0
2021-08-28,45.8999,45.9369,45.8168,45.8999,1132667.0
2021-08-29,45.8999,45.9369,45.8168,45.8999,1132667.0
2021-08-30,45.9092,45.9184,45.6227,45.8445,817943.0
2021-08-31,45.8352,45.863,45.6966,45.7521,584073.0
2021-09-01,45.8722,46.0062,45.7058,45.8445,752659.0
2021-09-02,45.8722,45.9138,45.7243,45.8352,720515.0
2021-09-03,45.8075,45.923,45.7983,45.8815,385284.0
2021-09-04,45.8075,45.923,45.7983,45.8815,385284.0
2021-09-05,45.8075,45.923,45.7983,45.8815,385284.0
2021-09-06,45.8075,45.923,45.7983,45.8815,385284.0
2021-09-07,45.863,45.8907,45.7705,45.8445,816131.0
2021-09-08,45.8445,46.0709,45.7983,46.0571,1399723.0
2021-09-09,46.0478,46.2188,45.863,45.8907,1246933.0
2021-09-10,45.9369,46.0016,45.8907,45.8907,760382.0
2021-09-11,45.9369,46.0016,45.8907,45.8907,760382.0
2021-09-12,45.9369,46.0016,45.8907,45.8907,760382.0
2021-09-13,45.9924,46.0478,45.9092,45.9646,489631.0
2021-09-14,46.0293,46.0293,45.8445,45.863,423268.0
2021-09-15,45.8815,45.9646,45.7613,45.863,626564.0
2021-09-16,45.8537,45.9184,45.7521,45.7705,675389.0
2021-09-17,45.8445,45.8445,45.6504,45.6689,2129379.0
2021-09-18,45.8445,45.8445,45.6504,45.6689,2129379.0
2021-09-19,45.8445,45.8445,45.6504,45.6689,2129379.0
2021-09-20,45.7521,45.8537,45.5302,45.7705,980198.0
2021-09-21,45.8445,45.9369,45.6504,45.7613,612698.0
2021-09-22,45.8907,45.8999,45.7058,45.7613,840991.0
2021-09-23,45.789,45.9138,45.7474,45.7613,335773.0
2021-09-24,45.8075,45.863,45.7428,45.7521,438278.0
2021-09-25,45.8075,45.863,45.7428,45.7521,438278.0
2021-09-26,45.8075,45.863,45.7428,45.7521,438278.0
2021-09-27,45.8445,45.863,45.6874,45.7521,530976.0
2021-09-28,45.7613,45.8722,45.5949,45.6596,621697.0
2021-09-29,45.6689,45.8815,45.6227,45.789,532033.0
2021-09-30,45.8815,45.8907,45.7243,45.7336,345141.0
2021-10-01,45.8445,45.9092,45.7705,45.863,531438.0
2021-10-02,45.8445,45.9092,45.7705,45.863,531438.0
2021-10-03,45.8445,45.9092,45.7705,45.863,531438.0
2021-10-04,45.9092,45.9184,45.7613,45.8445,576607.0
2021-10-05,45.789,45.9092,45.7336,45.7428,767219.0
2021-10-06,45.7705,46.0478,45.7705,46.0478,674498.0
2021-10-07,46.0109,46.094,45.9785,46.0663,1002969.0
2021-10-08,46.0663,46.1125,45.7659,45.8352,557228.0
2021-10-09,46.0663,46.1125,45.7659,45.8352,557228.0
2021-10-10,46.0663,46.1125,45.7659,45.8352,557228.0
2021-10-11,45.8075,45.9184,45.7521,45.8075,161582.0
2021-10-12,45.7983,45.9646,45.7983,45.8722,240547.0
2021-10-13,45.8722,45.9369,45.8445,45.863,240070.0
2021-10-14,45.8907,45.9369,45.8537,45.8722,261693.0
2021-10-15,45.9184,45.9739,45.863,45.863,531307.0
2021-10-16,45.9184,45.9739,45.863,45.863,531307.0
2021-10-17,45.9184,45.9739,45.863,45.863,531307.0
2021-10-18,45.863,45.9554,45.8537,45.9092,262489.0
2021-10-19,45.9369,45.9739,45.8075,45.9277,408177.0
2021-10-20,45.9554,46.0478,45.8907,46.0201,500087.0
2021-10-21,46.0109,46.0293,45.9462,45.9831,357709.0
2021-10-22,45.9831,46.0432,45.8999,45.9277,507506.0
2021-10-23,45.9831,46.0432,45.8999,45.9277,507506.0
2021-10-24,45.9831,46.0432,45.8999,45.9277,507506.0
2021-10-25,45.9369,46.0201,45.9369,45.9369,297902.0
2021-10-26,45.9831,46.0478,45.9831,46.0293,237171.0
2021-10-27,46.0478,46.0478,46.0016,46.0109,340506.0
2021-10-28,46.0386,46.3159,46.0109,46.2512,287847.0
2021-10-29,46.4256,46.5187,46.207,46.2861,388031.0
2021-10-30,46.4256,46.5187,46.207,46.2861,388031.0
2021-10-31,46.4256,46.5187,46.207,46.2861,388031.0
2021-11-01,46.2675,46.3372,46.2023,46.2675,506509.0
2021-11-02,45.4487,45.6999,45.0301,45.0673,1916275.0
2021-11-03,45.0301,45.1324,43.8299,44.3323,3562614.0
2021-11-04,44.4439,44.9649,44.1834,44.8905,1100142.0
2021-11-05,45.0394,45.3371,44.937,45.1417,823777.0
2021-11-06,45.0394,45.3371,44.937,45.1417,823777.0
2021-11-07,45.0394,45.3371,44.937,45.1417,823777.0
2021-11-08,45.1231,45.3929,45.1231,45.3836,529946.0
2021-11-09,45.365,45.6255,45.2999,45.5418,483561.0
2021-11-10,45.5418,45.6069,45.3557,45.4208,308347.0
2021-11-11,45.4022,45.4394,45.2627,45.3185,309219.0
2021-11-12,45.3557,45.4859,45.2627,45.4673,317265.0
2021-11-13,45.3557,45.4859,45.2627,45.4673,317265.0
2021-11-14,45.3557,45.4859,45.2627,45.4673,317265.0
2021-11-15,46.1651,46.3698,46.1465,46.2861,1228995.0
2021-11-16,46.2861,46.3233,46.2209,46.2209,576705.0
2021-11-17,46.1837,46.2954,46.1651,46.2116,753212.0
2021-11-18,46.1837,46.2675,46.1744,46.1744,296743.0
2021-11-19,46.193,46.2582,46.007,46.007,700328.0
2021-11-20,46.193,46.2582,46.007,46.007,700328.0
2021-11-21,46.193,46.2582,46.007,46.007,700328.0
2021-11-22,46.1186,46.4163,46.1,46.2861,275641.0
2021-11-23,46.3326,46.4117,46.2396,46.3233,407364.0
2021-11-24,46.3233,46.3512,46.2814,46.3047,358905.0
2021-11-25,46.3233,46.3512,46.2814,46.3047,358905.0
2021-11-26,46.2023,46.407,46.1,46.1651,356011.0
2021-11-27,46.2023,46.407,46.1,46.1651,356011.0
2021-11-28,46.2023,46.407,46.1,46.1651,356011.0
2021-11-29,46.1465,46.2396,46.1372,46.1465,376391.0
2021-11-30,46.1093,46.1558,45.8116,45.8116,768907.0
2021-12-01,45.9604,46.0721,44.6114,44.844,1626353.0
2021-12-02,42.7972,42.9181,41.6993,42.0157,3505350.0
2021-12-03,42.1087,42.211,41.5784,42.118,1146156.0
2021-12-04,42.1087,42.211,41.5784,42.118,1146156.0
2021-12-05,42.1087,42.211,41.5784,42.118,1146156.0
2021-12-06,42.4157,42.4808,42.2203,42.425,1335157.0
2021-12-07,42.6204,42.7227,42.4064,42.546,698621.0
2021-12-08,42.3645,42.732,42.2669,42.4529,968552.0
2021-12-09,40.955,41.9226,40.8527,41.811,6097905.0
2021-12-10,41.9133,42.546,41.8203,42.3878,2439322.0
2021-12-11,41.9133,42.546,41.8203,42.3878,2439322.0
2021-12-12,41.9133,42.546,41.8203,42.3878,2439322.0
2021-12-13,42.853,42.853,41.9226,42.1366,1401198.0
2021-12-14,42.1645,42.6111,42.0529,42.0994,625079.0
2021-12-15,41.997,42.4343,41.9877,42.3878,839680.0
2021-12-16,42.5181,42.5785,41.9319,41.9505,489006.0
2021-12-17,41.9226,42.2481,41.7645,41.9319,1647004.0
2021-12-18,41.9226,42.2481,41.7645,41.9319,1647004.0
2021-12-19,41.9226,42.2481,41.7645,41.9319,1647004.0
2021-12-20,41.811,41.918,40.7876,41.7645,693495.0
2021-12-21,41.4481,41.8947,41.4481,41.6807,303793.0
2021-12-22,41.8017,41.8668,41.3551,41.8389,515677.0
2021-12-23,41.8947,41.9552,41.8296,41.9319,1785620.0
2021-12-24,41.8947,41.9552,41.8296,41.9319,1785620.0
2021-12-25,41.8947,41.9552,41.8296,41.9319,1785620.0
2021-12-26,41.8947,41.9552,41.8296,41.9319,1785620.0
2021-12-27,41.9691,42.1459,41.9133,42.0157,631590.0
2021-12-28,42.0947,42.425,42.0157,42.3971,351699.0
2021-12-29,42.3971,42.4808,42.2296,42.4436,522343.0
2021-12-30,42.5181,42.8065,42.4715,42.6576,585464.0
2021-12-31,42.6018,42.6576,42.4343,42.4343,266529.0
2022-01-01,42.6018,42.6576,42.4343,42.4343,266529.0
2022-01-02,42.6018,42.6576,42.4343,42.4343,266529.0
2022-01-03,42.5367,42.6948,42.0017,42.2669,361353.0
2022-01-04,42.332,42.5925,42.2296,42.4808,844255.0
2022-01-05,42.7134,42.7786,42.3878,42.4808,1774263.0
2022-01-06,42.546,42.7972,42.4808,42.7693,569800.0
2022-01-07,42.5646,42.7972,42.5553,42.7693,1085454.0
2022-01-08,42.5646,42.7972,42.5553,42.7693,1085454.0
2022-01-09,42.5646,42.7972,42.5553,42.7693,1085454.0
2022-01-10,42.7972,43.0112,42.6576,42.9181,1218497.0
2022-01-11,42.9181,42.9181,42.2948,42.5739,776320.0
2022-01-12,42.5274,42.7413,42.4157,42.6576,907328.0
2022-01-13,42.7879,42.9321,42.6576,42.732,421962.0
2022-01-14,42.76,43.0158,42.6297,42.9739,719373.0
2022-01-15,42.76,43.0158,42.6297,42.9739,719373.0
2022-01-16,42.76,43.0158,42.6297,42.9739,719373.0
2022-01-17,42.76,43.0158,42.6297,42.9739,719373.0
2022-01-18,42.8158,42.8576,41.9598,42.1087,634647.0
2022-01-19,42.0994,42.1738,41.7738,41.8761,757674.0
2022-01-20,41.811,42.0436,41.7179,41.8575,763204.0
2022-01-21,41.8668,42.1924,41.8575,42.1645,1309607.0
2022-01-22,41.8668,42.1924,41.8575,42.1645,1309607.0
2022-01-23,41.8668,42.1924,41.8575,42.1645,1309607.0
2022-01-24,42.3227,42.3227,41.2062,41.6342,921423.0
2022-01-25,41.2993,41.6063,40.9736,41.2807,1137746.0
2022-01-26,41.4202,41.476,40.9922,41.169,562485.0
2022-01-27,41.4016,41.4667,40.8992,41.2993,598505.0
2022-01-28,41.3086,41.476,41.0109,41.3923,420932.0
2022-01-29,41.3086,41.476,41.0109,41.3923,420932.0
2022-01-30,41.3086,41.476,41.0109,41.3923,420932.0
2022-01-31,41.0481,41.6993,41.0481,41.69,417264.0
2022-02-01,41.5133,41.8296,41.0481,41.4202,386730.0
2022-02-02,41.3179,41.8947,41.3179,41.7086,758270.0
2022-02-03,41.7552,42.7227,41.4016,42.3506,691798.0
2022-02-04,42.0529,42.76,41.8854,42.2855,1209370.0
2022-02-05,42.0529,42.76,41.8854,42.2855,1209370.0
2022-02-06,42.0529,42.76,41.8854,42.2855,1209370.0
2022-02-07,42.2296,42.4622,42.0901,42.3134,2040336.0
2022-02-08,42.3134,42.5274,42.2855,42.3878,734138.0
2022-02-09,42.5925,42.5925,42.1645,42.3878,385664.0
2022-02-10,42.1738,42.2855,41.9505,42.0436,871702.0
2022-02-11,42.1162,42.3038,41.7225,41.8725,353345.0
2022-02-12,42.1162,42.3038,41.7225,41.8725,353345.0
2022-02-13,42.1162,42.3038,41.7225,41.8725,353345.0
2022-02-14,41.8725,41.9803,41.3662,41.5443,402772.0
2022-02-15,41.7318,41.985,41.4412,41.8631,650289.0
2022-02-16,41.8162,42.135,41.5631,42.06,408509.0
2022-02-17,41.9006,42.1912,41.7693,41.9006,426791.0
2022-02-18,41.9006,42.0694,41.8068,41.91,366680.0
2022-02-19,41.9006,42.0694,41.8068,41.91,366680.0
2022-02-20,41.9006,42.0694,41.8068,41.91,366680.0
2022-02-21,41.9006,42.0694,41.8068,41.91,366680.0
2022-02-22,41.9287,42.21,41.4693,41.91,1428555.0
2022-02-23,41.9756,41.9756,41.4412,41.5818,429257.0
2022-02-24,41.4037,42.3835,41.2912,42.0225,839173.0
2022-02-25,41.9756,42.4069,41.6006,42.1256,414923.0
2022-02-26,41.9756,42.4069,41.6006,42.1256,414923.0
2022-02-27,41.9756,42.4069,41.6006,42.1256,414923.0
2022-02-28,41.9569,42.3694,41.835,42.3506,624447.0
2022-03-01,42.3881,42.4725,41.5068,41.8537,525073.0
2022-03-02,41.91,42.3881,41.7506,42.3413,420612.0
2022-03-03,42.3881,42.4913,42.0506,42.1819,761318.0
2022-03-04,42.1256,43.0163,42.1256,42.9788,593648.0
2022-03-05,42.1256,43.0163,42.1256,42.9788,593648.0
2022-03-06,42.1256,43.0163,42.1256,42.9788,593648.0
2022-03-07,43.1663,43.3632,42.5569,43.232,570082.0
2022-03-08,43.3445,43.5976,43.0538,43.1476,403165.0
2022-03-09,43.3257,43.3257,42.8288,42.8663,200822.0
2022-03-10,42.8476,43.0163,42.5757,42.9413,429824.0
2022-03-11,42.8382,43.1991,42.5475,42.8663,791561.0
2022-03-12,42.8382,43.1991,42.5475,42.8663,791561.0
2022-03-13,42.8382,43.1991,42.5475,42.8663,791561.0
2022-03-14,43.1382,43.307,42.5007,42.7444,319776.0
2022-03-15,43.0163,43.1007,42.6797,42.8569,524124.0
2022-03-16,42.7913,43.307,42.3881,42.8101,1377252.0
2022-03-17,42.6882,43.2906,42.6882,43.2507,462700.0
2022-03-18,43.3257,43.4945,43.1663,43.2507,883830.0
2022-03-19,43.3257,43.4945,43.1663,43.2507,883830.0
2022-03-20,43.3257,43.4945,43.1663,43.2507,883830.0
2022-03-21,43.1101,43.4664,43.0866,43.2788,560310.0
2022-03-22,43.3914,43.4664,42.9132,43.0726,787710.0
2022-03-23,42.8944,43.4289,42.8944,43.4101,629934.0
2022-03-24,43.4289,43.5414,43.157,43.4851,398435.0
2022-03-25,43.6351,43.9914,43.4195,43.9539,1017476.0
2022-03-26,43.6351,43.9914,43.4195,43.9539,1017476.0
2022-03-27,43.6351,43.9914,43.4195,43.9539,1017476.0
2022-03-28,43.9727,43.9914,43.5957,43.7476,517512.0
2022-03-29,43.982,44.3477,43.9727,44.3289,1011383.0
2022-03-30,44.3758,45.2384,44.1789,45.1259,990127.0
2022-03-31,44.9946,45.1728,44.5633,44.6946,554500.0
2022-04-01,44.8587,44.8634,44.3758,44.779,888540.0
2022-04-02,44.8587,44.8634,44.3758,44.779,888540.0
2022-04-03,44.8587,44.8634,44.3758,44.779,888540.0
2022-04-04,44.7227,44.8352,44.3477,44.7696,694309.0
2022-04-05,44.7509,45.154,44.5071,44.554,656430.0
2022-04-06,44.479,45.004,44.4414,44.8915,659176.0
2022-04-07,44.8165,45.004,44.4368,44.5915,664362.0
2022-04-08,44.6477,45.004,44.5915,44.8634,634403.0
2022-04-09,44.6477,45.004,44.5915,44.8634,634403.0
2022-04-10,44.6477,45.004,44.5915,44.8634,634403.0
2022-04-11,44.8071,44.9852,44.479,44.854,287242.0
2022-04-12,44.9665,44.9759,44.6477,44.7977,344024.0
2022-04-13,44.8727,45.004,44.5165,45.004,297574.0
2022-04-14,44.9009,45.0509,44.5446,45.0415,662967.0
2022-04-15,44.9009,45.0509,44.5446,45.0415,662967.0
2022-04-16,44.9009,45.0509,44.5446,45.0415,662967.0
2022-04-17,44.9009,45.0509,44.5446,45.0415,662967.0
2022-04-18,45.0134,45.0134,44.7133,44.7696,614174.0
2022-04-19,44.929,45.2009,44.7649,44.8259,382054.0
2022-04-20,44.9477,45.2656,44.8634,44.8821,796809.0
2022-04-21,44.8915,45.079,44.7696,44.8259,467315.0
2022-04-22,44.8071,44.9009,44.7133,44.7977,309839.0
2022-04-23,44.8071,44.9009,44.7133,44.7977,309839.0
2022-04-24,44.8071,44.9009,44.7133,44.7977,309839.0
2022-04-25,44.8446,45.1024,44.5165,45.0415,1054702.0
2022-04-26,44.854,44.9759,44.6571,44.8634,1074875.0
2022-04-27,44.8634,45.0134,44.6758,44.7977,1542744.0
2022-04-28,45.1448,45.4659,44.8804,45.0976,878536.0
2022-04-29,44.767,45.1637,44.0681,44.0681,754780.0
2022-04-30,44.767,45.1637,44.0681,44.0681,754780.0
2022-05-01,44.767,45.1637,44.0681,44.0681,754780.0
2022-05-02,44.1531,44.1862,43.3315,43.5015,531069.0
2022-05-03,43.5487,44.0681,43.492,43.5109,298041.0
2022-05-04,43.7093,44.002,43.3976,43.6148,431711.0
2022-05-05,43.4637,43.6431,43.3504,43.4259,562067.0
2022-05-06,43.3692,43.7093,43.2559,43.4448,973788.0
2022-05-07,43.3692,43.7093,43.2559,43.4448,973788.0
2022-05-08,43.3692,43.7093,43.2559,43.4448,973788.0
2022-05-09,43.407,43.4354,43.0104,43.0481,1294228.0
2022-05-10,43.1709,43.4165,42.5665,42.8781,598904.0
2022-05-11,42.8876,43.1709,42.8687,43.0292,576886.0
2022-05-12,43.1237,45.6315,42.9254,44.0965,1166695.0
2022-05-13,44.0681,44.3326,43.4448,44.0304,345506.0
2022-05-14,44.0681,44.3326,43.4448,44.0304,345506.0
2022-05-15,44.0681,44.3326,43.4448,44.0304,345506.0
2022-05-16,44.0304,44.3231,43.7848,43.8509,1071146.0
2022-05-17,44.002,44.3893,43.5676,44.2948,468931.0
2022-05-18,44.4837,44.5687,43.8698,44.0681,549487.0
2022-05-19,44.1154,44.3893,43.8037,44.0209,745129.0
2022-05-20,44.1437,44.1626,42.9254,43.7848,554054.0
2022-05-21,44.1437,44.1626,42.9254,43.7848,554054.0
2022-05-22,44.1437,44.1626,42.9254,43.7848,554054.0
2022-05-23,43.9831,44.5309,43.6894,44.2004,238635.0
2022-05-24,44.0398,44.4554,43.7565,44.2665,307537.0
