,ULH US Equity,ULH US Equity,ULH US Equity,ULH US Equity,ULH US Equity
2020-03-15,11.6568,14.0845,11.6568,12.3086,54919.0
2020-03-16,11.2978,12.5164,11.2317,11.8268,75860.0
2020-03-17,11.9496,13.82,11.7843,13.7822,87569.0
2020-03-18,13.0359,13.7302,11.6756,11.9779,72891.0
2020-03-19,11.9307,13.4043,11.2411,11.3356,68659.0
2020-03-20,11.3261,12.0629,10.6177,10.8255,94135.0
2020-03-21,11.3261,12.0629,10.6177,10.8255,94135.0
2020-03-22,11.3261,12.0629,10.6177,10.8255,94135.0
2020-03-23,10.6743,11.2128,10.4098,10.9577,107352.0
2020-03-24,11.5528,12.2897,11.3545,11.8929,89196.0
2020-03-25,11.9307,13.3099,11.6568,12.2235,55816.0
2020-03-26,12.3274,13.0265,11.6402,12.7053,66326.0
2020-03-27,12.2519,12.9226,12.0441,12.1196,67636.0
2020-03-28,12.2519,12.9226,12.0441,12.1196,67636.0
2020-03-29,12.2519,12.9226,12.0441,12.1196,67636.0
2020-03-30,12.233,12.9131,11.704,12.5825,72681.0
2020-03-31,12.5353,13.154,11.8362,12.3747,130339.0
2020-04-01,12.0252,12.4314,11.6379,11.7701,75547.0
2020-04-02,11.6473,12.3652,11.6473,12.1574,70857.0
2020-04-03,11.9401,12.0063,11.0239,11.345,87295.0
2020-04-04,11.9401,12.0063,11.0239,11.345,87295.0
2020-04-05,11.9401,12.0063,11.0239,11.345,87295.0
2020-04-06,11.7134,12.3246,11.7134,11.8929,82638.0
2020-04-07,12.2377,12.2991,11.6095,11.6379,48465.0
2020-04-08,11.959,12.148,11.6662,11.9307,47344.0
2020-04-09,12.0818,12.5919,11.8268,12.2897,60107.0
2020-04-10,12.0818,12.5919,11.8268,12.2897,60107.0
2020-04-11,12.0818,12.5919,11.8268,12.2897,60107.0
2020-04-12,12.0818,12.5919,11.8268,12.2897,60107.0
2020-04-13,12.2519,12.2802,11.789,12.1858,26157.0
2020-04-14,12.3841,12.6297,11.3828,11.5056,45718.0
2020-04-15,11.345,11.8646,11.0711,11.3356,87155.0
2020-04-16,11.2978,11.2978,10.7782,11.0144,83258.0
2020-04-17,11.2884,11.7796,11.0333,11.6851,110147.0
2020-04-18,11.2884,11.7796,11.0333,11.6851,110147.0
2020-04-19,11.2884,11.7796,11.0333,11.6851,110147.0
2020-04-20,11.534,11.7465,11.2884,11.5623,78380.0
2020-04-21,11.4867,11.9213,11.2789,11.6851,69532.0
2020-04-22,11.8362,12.2519,11.6568,12.1385,50904.0
2020-04-23,12.1574,12.8092,12.1574,12.5069,42516.0
2020-04-24,12.4786,12.5353,12.0167,12.1102,33621.0
2020-04-25,12.4786,12.5353,12.0167,12.1102,33621.0
2020-04-26,12.4786,12.5353,12.0167,12.1102,33621.0
2020-04-27,12.3463,13.2343,12.1858,13.1587,59509.0
2020-04-28,13.2721,13.8766,13.2721,13.4893,95738.0
2020-04-29,13.99,14.0656,13.598,13.9144,72089.0
2020-04-30,13.631,13.631,13.0737,13.1587,51458.0
2020-05-01,13.3004,13.3949,12.1611,13.376,48782.0
2020-05-02,13.3004,13.3949,12.1611,13.376,48782.0
2020-05-03,13.3004,13.3949,12.1611,13.376,48782.0
2020-05-04,12.9887,13.1209,12.318,12.318,52262.0
2020-05-05,12.4408,13.0548,12.2897,12.3463,51495.0
2020-05-06,12.3086,12.5825,11.926,12.233,41153.0
2020-05-07,12.4975,12.4975,12.1007,12.233,43147.0
2020-05-08,12.5825,12.8612,12.2141,12.4786,49607.0
2020-05-09,12.5825,12.8612,12.2141,12.4786,49607.0
2020-05-10,12.5825,12.8612,12.2141,12.4786,49607.0
2020-05-11,12.3841,12.4723,11.8835,12.0063,66968.0
2020-05-12,12.0346,12.0629,11.6568,11.7323,88282.0
2020-05-13,11.6568,11.6756,11.1278,11.5623,39472.0
2020-05-14,11.2695,11.4206,11.0475,11.3639,41225.0
2020-05-15,11.345,11.3923,11.175,11.2222,38220.0
2020-05-16,11.345,11.3923,11.175,11.2222,38220.0
2020-05-17,11.345,11.3923,11.175,11.2222,38220.0
2020-05-18,11.6284,12.2613,11.6284,12.2424,36751.0
2020-05-19,12.0724,12.148,11.7512,11.7701,19638.0
2020-05-20,11.7796,12.403,11.7796,12.148,32698.0
2020-05-21,12.2046,12.4691,12.1102,12.4219,47912.0
2020-05-22,12.5069,12.6581,12.2802,12.6297,21076.0
2020-05-23,12.5069,12.6581,12.2802,12.6297,21076.0
2020-05-24,12.5069,12.6581,12.2802,12.6297,21076.0
2020-05-25,12.5069,12.6581,12.2802,12.6297,21076.0
2020-05-26,13.1115,13.7538,13.0926,13.5933,42205.0
2020-05-27,14.0089,14.2734,13.7775,14.2262,39402.0
2020-05-28,14.2639,14.4151,13.9806,14.3112,55299.0
2020-05-29,14.0372,14.2639,13.9428,14.0372,146192.0
2020-05-30,14.0372,14.2639,13.9428,14.0372,146192.0
2020-05-31,14.0372,14.2639,13.9428,14.0372,146192.0
2020-06-01,13.9711,14.2639,13.9711,14.0939,41512.0
2020-06-02,14.1884,14.3962,14.0372,14.3017,64371.0
2020-06-03,14.6135,15.917,14.5946,15.7754,70664.0
2020-06-04,15.8131,16.2666,15.355,16.1815,46964.0
2020-06-05,16.4177,17.0412,16.3799,16.7861,56262.0
2020-06-06,16.4177,17.0412,16.3799,16.7861,56262.0
2020-06-07,16.4177,17.0412,16.3799,16.7861,56262.0
2020-06-08,16.9372,17.0223,16.3988,16.5122,52322.0
2020-06-09,16.1154,16.5972,15.4447,16.4744,44973.0
2020-06-10,16.4083,16.805,16.1532,16.191,61976.0
2020-06-11,15.4636,15.6148,14.689,14.689,84908.0
2020-06-12,15.303,15.303,14.3112,14.6135,48717.0
2020-06-13,15.303,15.303,14.3112,14.6135,48717.0
2020-06-14,15.303,15.303,14.3112,14.6135,48717.0
2020-06-15,14.1884,14.8118,13.9522,14.7457,39923.0
2020-06-16,15.2275,15.2275,14.434,14.7457,25535.0
2020-06-17,14.6796,14.8024,14.519,14.7551,21440.0
2020-06-18,14.5757,15.0573,14.5757,14.774,17915.0
2020-06-19,14.9819,15.7092,14.9819,15.1897,72188.0
2020-06-20,14.9819,15.7092,14.9819,15.1897,72188.0
2020-06-21,14.9819,15.7092,14.9819,15.1897,72188.0
2020-06-22,15.0102,15.4306,14.9913,15.3975,25086.0
2020-06-23,15.492,15.8509,15.4636,15.832,34195.0
2020-06-24,15.5864,15.6714,15.3125,15.3219,41407.0
2020-06-25,15.2653,15.8131,15.1141,15.747,36933.0
2020-06-26,15.577,15.5959,15.3314,15.5203,88266.0
2020-06-27,15.577,15.5959,15.3314,15.5203,88266.0
2020-06-28,15.577,15.5959,15.3314,15.5203,88266.0
2020-06-29,15.7659,16.3894,15.6998,16.2855,56522.0
2020-06-30,16.2099,16.6066,16.1154,16.4177,39341.0
2020-07-01,16.4366,16.5877,16.1154,16.3043,48999.0
2020-07-02,16.5499,16.6239,16.106,16.2477,27217.0
2020-07-03,16.5499,16.6239,16.106,16.2477,27217.0
2020-07-04,16.5499,16.6239,16.106,16.2477,27217.0
2020-07-05,16.5499,16.6239,16.106,16.2477,27217.0
2020-07-06,16.498,16.5877,16.1438,16.4649,38554.0
2020-07-07,16.2949,16.5027,16.0776,16.2855,26331.0
2020-07-08,16.2004,16.4366,15.8982,16.0965,24398.0
2020-07-09,15.9926,16.054,15.662,15.9548,62873.0
2020-07-10,16.1249,16.4933,16.106,16.3327,12279.0
2020-07-11,16.1249,16.4933,16.106,16.3327,12279.0
2020-07-12,16.1249,16.4933,16.106,16.3327,12279.0
2020-07-13,16.4366,16.857,16.2099,16.3232,32377.0
2020-07-14,16.4649,16.5688,16.2571,16.4838,27267.0
2020-07-15,16.8711,17.3529,16.8231,17.0884,45264.0
2020-07-16,17.1167,17.1167,16.361,16.3988,83197.0
2020-07-17,16.3232,17.2395,16.3232,17.1451,53330.0
2020-07-18,16.3232,17.2395,16.3232,17.1451,53330.0
2020-07-19,16.3232,17.2395,16.3232,17.1451,53330.0
2020-07-20,16.9845,17.1451,16.7767,16.9089,21119.0
2020-07-21,17.1829,17.3718,16.9845,17.3718,98266.0
2020-07-22,17.3812,17.8441,17.3151,17.4662,122275.0
2020-07-23,17.4096,17.5418,16.8711,16.9939,94629.0
2020-07-24,16.8239,16.9845,16.4083,16.4555,42490.0
2020-07-25,16.8239,16.9845,16.4083,16.4555,42490.0
2020-07-26,16.8239,16.9845,16.4083,16.4555,42490.0
2020-07-27,16.4649,16.9325,16.3988,16.8711,42083.0
2020-07-28,16.6822,16.975,16.0965,16.7105,50844.0
2020-07-29,16.8239,17.2868,16.7767,17.0978,28664.0
2020-07-30,16.89,17.1356,16.7505,16.9278,22964.0
2020-07-31,17.0695,17.7874,16.9184,17.3529,92107.0
2020-08-01,17.0695,17.7874,16.9184,17.3529,92107.0
2020-08-02,17.0695,17.7874,16.9184,17.3529,92107.0
2020-08-03,17.5324,17.5607,17.0978,17.4285,84146.0
2020-08-04,17.6741,17.6741,17.1829,17.2773,60411.0
2020-08-05,17.4285,17.4946,17.0978,17.3529,47217.0
2020-08-06,17.3812,17.589,17.3245,17.4379,25415.0
2020-08-07,17.4662,17.8441,17.4001,17.8346,100574.0
2020-08-08,17.4662,17.8441,17.4001,17.8346,100574.0
2020-08-09,17.4662,17.8441,17.4001,17.8346,100574.0
2020-08-10,17.8535,18.392,17.8346,18.2692,61384.0
2020-08-11,18.4392,18.6659,18.118,18.307,78187.0
2020-08-12,18.5526,19.2233,18.3825,19.1571,55524.0
2020-08-13,19.0343,19.0721,18.5809,18.6565,60375.0
2020-08-14,18.6092,18.7037,18.1464,18.2881,36988.0
2020-08-15,18.6092,18.7037,18.1464,18.2881,36988.0
2020-08-16,18.6092,18.7037,18.1464,18.2881,36988.0
2020-08-17,18.3353,18.3353,17.9669,18.1936,41173.0
2020-08-18,18.2503,18.3353,18.0614,18.1936,16698.0
2020-08-19,18.1842,18.5431,18.118,18.307,27250.0
2020-08-20,18.0708,18.5998,18.0614,18.477,32050.0
2020-08-21,18.4864,18.5148,18.3259,18.392,56336.0
2020-08-22,18.4864,18.5148,18.3259,18.392,56336.0
2020-08-23,18.4864,18.5148,18.3259,18.392,56336.0
2020-08-24,18.5998,18.5998,18.3117,18.4014,18139.0
2020-08-25,18.5148,19.62,18.4298,19.5917,119467.0
2020-08-26,19.4972,19.7617,18.921,19.3933,74309.0
2020-08-27,19.6011,20.3663,19.4027,20.2529,71328.0
2020-08-28,20.2161,20.7063,20.0073,20.6213,167353.0
2020-08-29,20.2161,20.7063,20.0073,20.6213,167353.0
2020-08-30,20.2161,20.7063,20.0073,20.6213,167353.0
2020-08-31,20.404,20.7819,20.3001,20.3096,148867.0
2020-09-01,20.319,20.8197,20.3096,20.8197,114272.0
2020-09-02,20.8386,21.7549,20.8197,21.4337,98005.0
2020-09-03,21.4526,21.4526,20.508,20.6591,44364.0
2020-09-04,21.0181,21.0181,20.404,20.8291,47768.0
2020-09-05,21.0181,21.0181,20.404,20.8291,47768.0
2020-09-06,21.0181,21.0181,20.404,20.8291,47768.0
2020-09-07,21.0181,21.0181,20.404,20.8291,47768.0
2020-09-08,20.7063,20.9047,20.2057,20.7913,66088.0
2020-09-09,20.8858,21.1409,20.7441,20.8008,62645.0
2020-09-10,20.9141,20.9708,20.3899,20.6874,75587.0
2020-09-11,20.8575,21.1314,20.149,20.2151,82809.0
2020-09-12,20.8575,21.1314,20.149,20.2151,82809.0
2020-09-13,20.8575,21.1314,20.149,20.2151,82809.0
2020-09-14,20.319,20.8886,19.7428,20.064,64521.0
2020-09-15,20.149,20.5646,19.8751,20.3568,50251.0
2020-09-16,20.5363,20.9425,20.1885,20.2151,45730.0
2020-09-17,20.2246,20.4701,20.1112,20.1773,24051.0
2020-09-18,20.3474,20.3474,19.365,20.0687,98515.0
2020-09-19,20.3474,20.3474,19.365,20.0687,98515.0
2020-09-20,20.3474,20.3474,19.365,20.0687,98515.0
2020-09-21,19.79,19.79,18.5337,19.261,71997.0
2020-09-22,19.4216,19.4311,18.9115,19.0532,26382.0
2020-09-23,19.0154,19.3272,18.9304,19.0816,45425.0
2020-09-24,19.0816,19.3933,18.8549,19.1666,38067.0
2020-09-25,19.1571,19.2705,18.8832,19.0154,57889.0
2020-09-26,19.1571,19.2705,18.8832,19.0154,57889.0
2020-09-27,19.1571,19.2705,18.8832,19.0154,57889.0
2020-09-28,19.2044,19.8089,19.2044,19.705,33420.0
2020-09-29,19.705,19.8751,19.535,19.6389,19903.0
2020-09-30,19.7711,20.4418,19.3744,19.705,63641.0
2020-10-01,19.8373,20.0923,19.6294,19.9128,35477.0
2020-10-02,19.5917,20.1207,19.4594,20.0545,20253.0
2020-10-03,19.5917,20.1207,19.4594,20.0545,20253.0
2020-10-04,19.5917,20.1207,19.4594,20.0545,20253.0
2020-10-05,20.0734,20.7252,19.5444,20.6591,61931.0
2020-10-06,20.6969,20.8386,20.0346,20.3568,21616.0
2020-10-07,20.763,20.8008,20.2812,20.7158,17105.0
2020-10-08,20.8291,21.1786,20.4324,21.1125,29968.0
2020-10-09,21.1881,21.1975,20.7913,21.037,14044.0
2020-10-10,21.1881,21.1975,20.7913,21.037,14044.0
2020-10-11,21.1881,21.1975,20.7913,21.037,14044.0
2020-10-12,21.1409,22.6145,21.1409,21.8399,97360.0
2020-10-13,21.8682,21.8966,21.3676,21.5376,23893.0
2020-10-14,21.8021,21.9155,21.6415,21.6415,82355.0
2020-10-15,21.6415,21.8871,21.1692,21.8115,45479.0
2020-10-16,21.6793,21.7265,21.2259,21.2731,42352.0
2020-10-17,21.6793,21.7265,21.2259,21.2731,42352.0
2020-10-18,21.6793,21.7265,21.2259,21.2731,42352.0
2020-10-19,21.4809,21.651,20.8575,20.9897,42536.0
2020-10-20,21.0464,21.4054,20.8197,21.0653,48278.0
2020-10-21,21.1125,21.3487,20.8197,20.9708,21065.0
2020-10-22,20.9144,20.9992,20.3285,20.8102,49853.0
2020-10-23,20.8433,20.9286,20.7252,20.7819,44836.0
2020-10-24,20.8433,20.9286,20.7252,20.7819,44836.0
2020-10-25,20.8433,20.9286,20.7252,20.7819,44836.0
2020-10-26,20.6591,20.8225,19.4736,20.1773,43328.0
2020-10-27,20.1584,20.1679,19.5066,19.6861,44915.0
2020-10-28,19.2705,19.4216,18.9021,18.9304,37852.0
2020-10-29,18.9304,19.1382,18.7132,18.921,55810.0
2020-10-30,18.6659,18.9682,18.3259,18.6376,59960.0
2020-10-31,18.6659,18.9682,18.3259,18.6376,59960.0
2020-11-01,18.6659,18.9682,18.3259,18.6376,59960.0
2020-11-02,18.9682,19.9232,18.9493,19.8467,65368.0
2020-11-03,20.319,20.6874,20.2151,20.6024,63915.0
2020-11-04,20.3757,21.0936,20.2151,20.2812,60235.0
2020-11-05,20.6024,21.0842,20.5761,20.763,25738.0
2020-11-06,20.6402,20.6402,19.7995,19.8845,20266.0
2020-11-07,20.6402,20.6402,19.7995,19.8845,20266.0
2020-11-08,20.6402,20.6402,19.7995,19.8845,20266.0
2020-11-09,20.763,21.3014,20.0356,20.1207,44973.0
2020-11-10,20.3852,21.5659,20.1112,21.2637,45336.0
2020-11-11,20.9,21.2637,20.848,21.0747,26340.0
2020-11-12,20.6685,20.7819,20.319,20.6591,20108.0
2020-11-13,20.6591,21.115,20.6308,20.8858,26566.0
2020-11-14,20.6591,21.115,20.6308,20.8858,26566.0
2020-11-15,20.6591,21.115,20.6308,20.8858,26566.0
2020-11-16,21.2731,21.821,20.9,21.7643,34410.0
2020-11-17,21.5943,22.0099,21.207,21.821,16938.0
2020-11-18,22.0099,22.1988,21.7265,21.7265,21362.0
2020-11-19,21.736,21.9249,21.0275,21.5848,37399.0
2020-11-20,21.3298,21.4431,20.8008,20.8669,44200.0
2020-11-21,21.3298,21.4431,20.8008,20.8669,44200.0
2020-11-22,21.3298,21.4431,20.8008,20.8669,44200.0
2020-11-23,20.9519,21.1598,20.3521,20.6024,49047.0
2020-11-24,20.5741,21.3581,20.4891,21.3109,45004.0
2020-11-25,21.1409,21.2542,20.8102,21.0558,14615.0
2020-11-26,21.1409,21.2542,20.8102,21.0558,14615.0
2020-11-27,21.1125,21.1125,20.4796,20.7063,10596.0
2020-11-28,21.1125,21.1125,20.4796,20.7063,10596.0
2020-11-29,21.1125,21.1125,20.4796,20.7063,10596.0
2020-11-30,20.7063,21.1735,20.2435,20.319,50832.0
2020-12-01,20.7158,21.1503,20.6308,20.9897,54943.0
2020-12-02,20.9897,21.1975,20.6591,20.9236,44857.0
2020-12-03,21.6226,22.1044,20.3663,20.508,91166.0
2020-12-04,20.4462,20.8639,20.1425,20.731,50605.0
2020-12-05,20.4462,20.8639,20.1425,20.731,50605.0
2020-12-06,20.4462,20.8639,20.1425,20.731,50605.0
2020-12-07,20.5127,20.807,20.2991,20.731,44914.0
2020-12-08,20.1425,20.9683,20.1425,20.9304,75467.0
2020-12-09,21.0917,21.2626,20.8117,20.9398,39610.0
2020-12-10,20.6456,20.9873,20.2184,20.7405,34523.0
2020-12-11,20.6741,20.6741,20.133,20.1995,24614.0
2020-12-12,20.6741,20.6741,20.133,20.1995,24614.0
2020-12-13,20.6741,20.6741,20.133,20.1995,24614.0
2020-12-14,20.3134,20.4273,19.3262,19.3831,33292.0
2020-12-15,19.8387,20.5032,19.4685,20.3228,96255.0
2020-12-16,20.5602,20.8663,20.1045,20.5412,56630.0
2020-12-17,20.5791,21.0727,20.4937,20.9114,66973.0
2020-12-18,20.9683,21.367,20.3323,20.712,267062.0
2020-12-19,20.9683,21.367,20.3323,20.712,267062.0
2020-12-20,20.9683,21.367,20.3323,20.712,267062.0
2020-12-21,20.712,20.712,19.8862,20.0191,41276.0
2020-12-22,20.0381,20.133,19.7723,19.8008,37904.0
2020-12-23,19.9337,20.1045,19.7059,19.7059,21037.0
2020-12-24,19.8862,19.9147,19.6679,19.6679,10325.0
2020-12-25,19.8862,19.9147,19.6679,19.6679,10325.0
2020-12-26,19.8862,19.9147,19.6679,19.6679,10325.0
2020-12-27,19.8862,19.9147,19.6679,19.6679,10325.0
2020-12-28,19.9147,20.1235,19.4591,19.497,18519.0
2020-12-29,19.5445,19.9147,19.0794,19.4116,26044.0
2020-12-30,19.3926,19.6014,19.1458,19.5255,22068.0
2020-12-31,19.3831,19.573,19.3499,19.5445,17931.0
2021-01-01,19.3831,19.573,19.3499,19.5445,17931.0
2021-01-02,19.3831,19.573,19.3499,19.5445,17931.0
2021-01-03,19.3831,19.573,19.3499,19.5445,17931.0
2021-01-04,19.5255,19.9764,19.478,19.6869,55292.0
2021-01-05,19.6964,20.3608,19.4401,20.0476,136003.0
2021-01-06,20.1615,21.0063,19.9716,20.7595,153168.0
2021-01-07,20.9683,21.348,20.77,21.1487,156185.0
2021-01-08,21.1771,21.7372,20.4937,20.8164,71891.0
2021-01-09,21.1771,21.7372,20.4937,20.8164,71891.0
2021-01-10,21.1771,21.7372,20.4937,20.8164,71891.0
2021-01-11,20.6646,20.6741,19.8604,20.0666,40330.0
2021-01-12,19.9337,20.6741,19.9337,20.4273,28206.0
2021-01-13,21.0395,21.0395,20.3608,20.5412,38023.0
2021-01-14,21.1771,21.4145,20.6836,21.348,73899.0
2021-01-15,21.2056,21.7182,20.9968,21.5473,52310.0
2021-01-16,21.2056,21.7182,20.9968,21.5473,52310.0
2021-01-17,21.2056,21.7182,20.9968,21.5473,52310.0
2021-01-18,21.2056,21.7182,20.9968,21.5473,52310.0
2021-01-19,21.5189,22.0124,21.3195,21.6518,85099.0
2021-01-20,21.6423,22.7529,21.6423,22.1928,61867.0
2021-01-21,22.1928,22.3922,21.5758,21.8416,49877.0
2021-01-22,21.7657,22.0884,21.5379,22.0789,56317.0
2021-01-23,21.7657,22.0884,21.5379,22.0789,56317.0
2021-01-24,21.7657,22.0884,21.5379,22.0789,56317.0
2021-01-25,21.946,21.946,21.5663,21.7087,36236.0
2021-01-26,21.7467,21.7847,21.2721,21.405,40781.0
2021-01-27,20.9493,21.0395,20.1839,20.3893,62028.0
2021-01-28,20.6646,20.8924,20.1045,20.3798,42809.0
2021-01-29,20.3703,20.8544,20.0666,20.1235,49866.0
2021-01-30,20.3703,20.8544,20.0666,20.1235,49866.0
2021-01-31,20.3703,20.8544,20.0666,20.1235,49866.0
2021-02-01,20.2279,20.8639,19.8214,20.7405,28344.0
2021-02-02,20.8734,21.0917,20.4937,20.8259,28957.0
2021-02-03,20.712,21.1297,20.4273,20.9398,34635.0
2021-02-04,20.6646,21.7467,20.6646,21.7277,63075.0
2021-02-05,21.7277,23.0661,21.4145,22.2308,84967.0
2021-02-06,21.7277,23.0661,21.4145,22.2308,84967.0
2021-02-07,21.7277,23.0661,21.4145,22.2308,84967.0
2021-02-08,22.2972,22.7529,22.0789,22.3922,29055.0
2021-02-09,22.0125,22.2688,21.4714,21.984,90356.0
2021-02-10,22.2498,23.7306,22.2498,22.8098,81021.0
2021-02-11,22.9997,23.0566,22.4823,22.8668,94633.0
2021-02-12,22.7434,23.4363,22.7434,23.4363,50199.0
2021-02-13,22.7434,23.4363,22.7434,23.4363,50199.0
2021-02-14,22.7434,23.4363,22.7434,23.4363,50199.0
2021-02-15,22.7434,23.4363,22.7434,23.4363,50199.0
2021-02-16,23.2512,23.5597,23.2132,23.3793,125443.0
2021-02-17,23.199,23.7306,23.161,23.2559,29353.0
2021-02-18,23.2559,23.4695,23.0661,23.161,33879.0
2021-02-19,23.199,23.4505,22.6295,22.7054,43748.0
2021-02-20,23.199,23.4505,22.6295,22.7054,43748.0
2021-02-21,23.199,23.4505,22.6295,22.7054,43748.0
2021-02-22,22.525,23.0756,22.525,22.9902,32573.0
2021-02-23,22.7908,23.199,22.4728,22.9807,45194.0
2021-02-24,22.9332,23.4838,22.8098,22.9807,91310.0
2021-02-25,22.9807,23.0756,22.4681,22.6769,30086.0
2021-02-26,22.6817,22.6865,22.062,22.3194,60847.0
2021-02-27,22.6817,22.6865,22.062,22.3194,60847.0
2021-02-28,22.6817,22.6865,22.062,22.3194,60847.0
2021-03-01,22.3194,23.2832,22.3194,23.0154,46356.0
2021-03-02,22.9963,23.2976,22.92,22.9868,134256.0
2021-03-03,23.1298,24.4264,23.1298,23.8544,128270.0
2021-03-04,23.9211,24.3597,23.3872,23.3872,32125.0
2021-03-05,23.7209,24.4074,23.2061,24.312,96251.0
2021-03-06,23.7209,24.4074,23.2061,24.312,96251.0
2021-03-07,23.7209,24.4074,23.2061,24.312,96251.0
2021-03-08,24.4741,25.1898,24.2548,24.5599,36198.0
2021-03-09,24.6934,25.132,24.259,24.5218,31548.0
2021-03-10,24.8459,25.4084,24.6648,25.3417,50331.0
2021-03-11,25.3608,25.5086,25.0652,25.2654,35723.0
2021-03-12,25.4084,25.5324,24.8841,25.3036,65734.0
2021-03-13,25.4084,25.5324,24.8841,25.3036,65734.0
2021-03-14,25.4084,25.5324,24.8841,25.3036,65734.0
2021-03-15,25.2654,25.5229,24.5024,24.9699,43686.0
2021-03-16,24.7887,24.7887,24.1309,24.7315,75073.0
2021-03-17,24.6266,25.5801,23.8831,25.3322,57044.0
2021-03-18,25.2845,26.4572,25.2845,25.6563,100531.0
2021-03-19,25.8565,26.6479,25.4943,25.6945,99835.0
2021-03-20,25.8565,26.6479,25.4943,25.6945,99835.0
2021-03-21,25.8565,26.6479,25.4943,25.6945,99835.0
2021-03-22,25.9042,25.9042,25.0366,25.3417,36745.0
2021-03-23,25.0461,25.2654,24.0348,24.4169,57666.0
2021-03-24,24.4836,25.2845,24.2453,24.3692,46884.0
2021-03-25,24.2834,24.6648,23.8353,24.3788,38725.0
2021-03-26,24.6743,25.0557,24.5456,25.0557,54970.0
2021-03-27,24.6743,25.0557,24.5456,25.0557,54970.0
2021-03-28,24.6743,25.0557,24.5456,25.0557,54970.0
2021-03-29,24.7887,25.4656,24.7887,25.0271,42186.0
2021-03-30,24.9699,25.1987,24.579,24.8364,57029.0
2021-03-31,24.8173,25.6373,24.6076,25.0843,108435.0
2021-04-01,25.0557,25.6087,25.0557,25.3417,37305.0
2021-04-02,25.0557,25.6087,25.0557,25.3417,37305.0
2021-04-03,25.0557,25.6087,25.0557,25.3417,37305.0
2021-04-04,25.0557,25.6087,25.0557,25.3417,37305.0
2021-04-05,25.6754,25.8852,25.4752,25.6277,18744.0
2021-04-06,25.5419,25.6659,25.275,25.5038,19361.0
2021-04-07,25.4752,25.7687,24.7411,25.0747,41789.0
2021-04-08,25.0747,25.2082,24.6839,25.0938,44746.0
2021-04-09,25.1224,25.7135,25.1224,25.4275,25198.0
2021-04-10,25.1224,25.7135,25.1224,25.4275,25198.0
2021-04-11,25.1224,25.7135,25.1224,25.4275,25198.0
2021-04-12,25.3226,25.5591,25.1034,25.3322,21908.0
2021-04-13,25.2559,25.2654,24.6076,24.9508,46596.0
2021-04-14,25.0652,25.7421,24.7146,25.1987,33693.0
2021-04-15,25.2273,25.3989,25.008,25.1701,15992.0
2021-04-16,25.4561,25.4561,24.7029,25.0557,25392.0
2021-04-17,25.4561,25.4561,24.7029,25.0557,25392.0
2021-04-18,25.4561,25.4561,24.7029,25.0557,25392.0
2021-04-19,25.0271,25.0652,23.9974,24.3692,39766.0
2021-04-20,24.2691,24.2691,23.1965,23.5112,26474.0
2021-04-21,23.3681,23.5731,22.9433,23.0058,35912.0
2021-04-22,23.1298,24.5306,21.2849,22.0334,79403.0
2021-04-23,22.2813,23.3205,22.2813,22.9296,33061.0
2021-04-24,22.2813,23.3205,22.2813,22.9296,33061.0
2021-04-25,22.2813,23.3205,22.2813,22.9296,33061.0
2021-04-26,23.0535,23.3476,22.8066,22.92,28891.0
2021-04-27,22.8914,23.3906,22.8533,22.92,22254.0
2021-04-28,22.8152,23.1879,22.758,22.8819,20232.0
2021-04-29,23.268,23.4348,22.7866,23.1393,47052.0
2021-04-30,23.1775,24.0355,22.1764,23.8448,60121.0
2021-05-01,23.1775,24.0355,22.1764,23.8448,60121.0
2021-05-02,23.1775,24.0355,22.1764,23.8448,60121.0
2021-05-03,24.1118,24.8745,23.9958,24.2357,26968.0
2021-05-04,24.026,24.026,23.6256,23.8353,50413.0
2021-05-05,23.8353,23.9932,23.5302,23.6923,27051.0
2021-05-06,23.7972,24.9088,23.6208,24.169,38903.0
2021-05-07,24.0546,24.9413,24.0546,24.9317,25053.0
2021-05-08,24.0546,24.9413,24.0546,24.9317,25053.0
2021-05-09,24.0546,24.9413,24.0546,24.9317,25053.0
2021-05-10,24.8841,25.2505,24.6457,24.7506,44051.0
2021-05-11,24.3597,24.9603,24.1595,24.6648,36168.0
2021-05-12,24.6266,24.7887,23.9307,24.0546,28684.0
2021-05-13,24.0737,25.2273,24.0737,24.9317,25405.0
2021-05-14,25.0271,25.7421,24.7411,25.5801,36831.0
2021-05-15,25.0271,25.7421,24.7411,25.5801,36831.0
2021-05-16,25.0271,25.7421,24.7411,25.5801,36831.0
2021-05-17,25.4275,25.552,25.0747,25.2273,25443.0
2021-05-18,25.7812,25.7812,24.6648,24.7411,12755.0
2021-05-19,24.6838,24.6838,23.2347,23.9402,47614.0
2021-05-20,24.0546,24.1976,23.6065,23.8925,15443.0
2021-05-21,24.1023,24.312,23.6065,23.9116,23736.0
2021-05-22,24.1023,24.312,23.6065,23.9116,23736.0
2021-05-23,24.1023,24.312,23.6065,23.9116,23736.0
2021-05-24,23.9021,24.3073,23.597,24.1595,148752.0
2021-05-25,24.1023,25.6468,23.5112,23.6732,83355.0
2021-05-26,23.9402,24.1543,23.3586,23.7018,70023.0
2021-05-27,24.026,24.3025,23.6548,23.9879,49558.0
2021-05-28,24.1881,24.1881,23.5633,23.8353,42727.0
2021-05-29,24.1881,24.1881,23.5633,23.8353,42727.0
2021-05-30,24.1881,24.1881,23.5633,23.8353,42727.0
