,FNF US Equity,FNF US Equity,FNF US Equity,FNF US Equity,FNF US Equity
2021-03-02,33.3161,33.501,32.9463,33.0304,1912009.0
2021-03-03,33.0136,33.2153,32.4505,32.627,2564575.0
2021-03-04,32.5261,32.6606,30.9208,31.2906,3994200.0
2021-03-05,31.5428,31.7529,30.0173,31.5007,2539870.0
2021-03-06,31.5428,31.7529,30.0173,31.5007,2539870.0
2021-03-07,31.5428,31.7529,30.0173,31.5007,2539870.0
2021-03-08,31.652,33.0312,31.652,32.2571,2245658.0
2021-03-09,32.3832,33.77,32.1647,33.3666,2243516.0
2021-03-10,33.5263,34.3247,33.2153,34.0389,2479662.0
2021-03-11,34.0894,34.5432,33.9129,34.4592,1606443.0
2021-03-12,34.4592,35.1231,34.4592,35.1063,1282396.0
2021-03-13,34.4592,35.1231,34.4592,35.1063,1282396.0
2021-03-14,34.4592,35.1231,34.4592,35.1063,1282396.0
2021-03-15,35.2156,35.8375,34.9719,35.5602,2405799.0
2021-03-16,35.4246,35.6534,35.0092,35.5941,1941196.0
2021-03-17,35.4585,35.7891,35.0346,35.7382,1605313.0
2021-03-18,35.628,35.8145,34.8142,34.8227,2373031.0
2021-03-19,34.7803,35.0346,33.3138,33.3478,10306922.0
2021-03-20,34.7803,35.0346,33.3138,33.3478,10306922.0
2021-03-21,34.7803,35.0346,33.3138,33.3478,10306922.0
2021-03-22,33.3817,33.636,32.6527,33.085,4327405.0
2021-03-23,33.0087,33.424,32.8052,32.8985,1780809.0
2021-03-24,33.1528,33.8691,32.9239,32.9239,2440904.0
2021-03-25,32.9578,34.2039,32.7289,34.0683,2092698.0
2021-03-26,34.2802,34.7846,34.2039,34.7379,1672459.0
2021-03-27,34.2802,34.7846,34.2039,34.7379,1672459.0
2021-03-28,34.2802,34.7846,34.2039,34.7379,1672459.0
2021-03-29,34.6278,35.0601,34.4752,34.7719,2344782.0
2021-03-30,34.6871,34.8651,34.4413,34.6362,1567296.0
2021-03-31,34.7973,35.1957,34.348,34.4667,2441570.0
2021-04-01,34.704,35.0346,34.5006,34.9923,1692608.0
2021-04-02,34.704,35.0346,34.5006,34.9923,1692608.0
2021-04-03,34.704,35.0346,34.5006,34.9923,1692608.0
2021-04-04,34.704,35.0346,34.5006,34.9923,1692608.0
2021-04-05,35.2974,35.6365,35.1364,35.3737,1638478.0
2021-04-06,35.3991,36.1536,35.3737,36.1451,5584973.0
2021-04-07,36.2299,36.5859,35.6111,36.5435,3837872.0
2021-04-08,36.5096,37.1115,36.3316,36.6961,1804441.0
2021-04-09,37.0436,37.0436,36.6834,37.0097,2101527.0
2021-04-10,37.0436,37.0436,36.6834,37.0097,2101527.0
2021-04-11,37.0436,37.0436,36.6834,37.0097,2101527.0
2021-04-12,37.1623,37.5522,36.9673,37.4251,1686124.0
2021-04-13,37.4844,37.5862,37.0097,37.2556,1791273.0
2021-04-14,37.1877,37.7048,37.0691,37.6031,1657229.0
2021-04-15,37.9252,37.9252,37.3658,37.8744,1408059.0
2021-04-16,38.1287,38.1711,37.654,37.832,930554.0
2021-04-17,38.1287,38.1711,37.654,37.832,930554.0
2021-04-18,38.1287,38.1711,37.654,37.832,930554.0
2021-04-19,37.7896,37.993,37.6601,37.9083,1370944.0
2021-04-20,37.8913,38.027,37.1199,37.2725,1154844.0
2021-04-21,37.476,37.7726,37.2471,37.6964,1061577.0
2021-04-22,37.7133,38.1202,37.5607,37.9083,882094.0
2021-04-23,37.9422,38.5271,37.8277,38.2304,1290146.0
2021-04-24,37.9422,38.5271,37.8277,38.2304,1290146.0
2021-04-25,37.9422,38.5271,37.8277,38.2304,1290146.0
2021-04-26,38.3067,38.9424,38.3067,38.4338,1073516.0
2021-04-27,38.5356,38.722,38.2177,38.7136,982384.0
2021-04-28,38.6542,38.934,38.4762,38.9255,926093.0
2021-04-29,39.1798,39.5613,38.8577,38.917,1328054.0
2021-04-30,38.8068,38.9255,38.4211,38.6712,1088573.0
2021-05-01,38.8068,38.9255,38.4211,38.6712,1088573.0
2021-05-02,38.8068,38.9255,38.4211,38.6712,1088573.0
2021-05-03,39.1713,39.468,38.9085,39.1459,1013770.0
2021-05-04,38.8322,39.095,38.7051,38.9679,745940.0
2021-05-05,39.0526,39.0537,38.3279,38.8238,1166960.0
2021-05-06,38.9679,39.2985,38.4084,39.1798,1088341.0
2021-05-07,38.4508,39.5019,37.7811,39.1544,1265949.0
2021-05-08,38.4508,39.5019,37.7811,39.1544,1265949.0
2021-05-09,38.4508,39.5019,37.7811,39.1544,1265949.0
2021-05-10,39.3578,40.002,39.2137,39.3154,1214903.0
2021-05-11,39.0018,39.2052,38.4847,39.0526,1039396.0
2021-05-12,38.9424,39.0696,38.1371,38.1795,1219551.0
2021-05-13,38.1795,39.0781,38.1795,38.8831,1519770.0
2021-05-14,39.1628,39.9809,38.8322,39.8579,1115044.0
2021-05-15,39.1628,39.9809,38.8322,39.8579,1115044.0
2021-05-16,39.1628,39.9809,38.8322,39.8579,1115044.0
2021-05-17,39.646,39.824,39.29,39.6291,1139473.0
2021-05-18,39.5019,39.646,38.934,38.9594,1771155.0
2021-05-19,38.4932,39.2222,38.277,39.2137,1496994.0
2021-05-20,39.1205,40.2055,39.1205,40.0444,1936854.0
2021-05-21,40.3157,40.6463,39.5528,39.6036,1499489.0
2021-05-22,40.3157,40.6463,39.5528,39.6036,1499489.0
2021-05-23,40.3157,40.6463,39.5528,39.6036,1499489.0
2021-05-24,39.8071,39.9766,39.7477,39.8834,1001121.0
2021-05-25,39.8918,40.0529,39.0696,39.1205,1496987.0
2021-05-26,39.0696,39.5528,39.0526,39.4002,1263144.0
2021-05-27,39.6545,39.8283,39.29,39.5189,2204398.0
2021-05-28,39.5104,39.913,39.0703,39.8325,1163338.0
2021-05-29,39.5104,39.913,39.0703,39.8325,1163338.0
2021-05-30,39.5104,39.913,39.0703,39.8325,1163338.0
2021-05-31,39.5104,39.913,39.0703,39.8325,1163338.0
2021-06-01,40.2055,40.5361,40.0741,40.2479,1697729.0
2021-06-02,40.3835,40.4259,39.6799,39.7308,1090165.0
2021-06-03,39.5528,40.0868,39.2815,39.7562,1117713.0
2021-06-04,39.8918,40.1207,39.6206,39.9173,880245.0
2021-06-05,39.8918,40.1207,39.6206,39.9173,880245.0
2021-06-06,39.8918,40.1207,39.6206,39.9173,880245.0
2021-06-07,39.9173,39.9936,39.7223,39.824,708654.0
2021-06-08,39.6884,40.5954,39.6206,40.5022,1224427.0
2021-06-09,40.4259,40.6675,40.1122,40.1377,1211684.0
2021-06-10,40.3326,40.386,39.8537,39.8834,932227.0
2021-06-11,39.8664,40.2564,39.7562,40.002,1221391.0
2021-06-12,39.8664,40.2564,39.7562,40.002,1221391.0
2021-06-13,39.8664,40.2564,39.7562,40.002,1221391.0
2021-06-14,39.7477,40.1546,39.6036,39.7816,1200276.0
2021-06-15,39.9354,40.0977,39.3118,39.9696,1786548.0
2021-06-16,40.0123,40.0208,39.3118,39.3631,1250021.0
2021-06-17,39.3887,39.573,38.168,38.5516,1913115.0
2021-06-18,37.9621,38.0646,37.1421,37.1506,3178229.0
2021-06-19,37.9621,38.0646,37.1421,37.1506,3178229.0
2021-06-20,37.9621,38.0646,37.1421,37.1506,3178229.0
2021-06-21,37.3898,38.2611,37.2019,38.1415,2011262.0
2021-06-22,38.0134,38.0988,37.5265,37.629,1500500.0
2021-06-23,37.6034,37.6546,37.0054,37.0566,1771960.0
2021-06-24,37.3129,37.676,37.0481,37.5777,1514460.0
2021-06-25,37.7229,38.2996,37.6119,38.2184,1512486.0
2021-06-26,37.7229,38.2996,37.6119,38.2184,1512486.0
2021-06-27,37.7229,38.2996,37.6119,38.2184,1512486.0
2021-06-28,38.2269,38.2269,37.4154,37.4581,1287598.0
2021-06-29,37.6034,37.7913,37.5085,37.5692,1482745.0
2021-06-30,37.5008,37.5863,37.0182,37.125,1303349.0
2021-07-01,37.1848,37.9109,37.1421,37.6973,1693382.0
2021-07-02,37.74,37.7742,37.3684,37.3898,865346.0
2021-07-03,37.74,37.7742,37.3684,37.3898,865346.0
2021-07-04,37.74,37.7742,37.3684,37.3898,865346.0
2021-07-05,37.74,37.7742,37.3684,37.3898,865346.0
2021-07-06,37.33,37.3599,36.6722,37.0396,1261384.0
2021-07-07,36.9029,37.4709,36.8556,37.2873,1486464.0
2021-07-08,36.5954,36.6552,35.9034,36.0572,1233086.0
2021-07-09,36.9712,37.7742,36.9449,37.7571,1777183.0
2021-07-10,36.9712,37.7742,36.9449,37.7571,1777183.0
2021-07-11,36.9712,37.7742,36.9449,37.7571,1777183.0
2021-07-12,37.7742,38.244,37.4581,38.2184,2490461.0
2021-07-13,38.2184,38.2184,37.0566,37.125,1497161.0
2021-07-14,37.3471,37.5863,37.0543,37.2019,938011.0
2021-07-15,36.92,37.6119,36.7747,37.5521,996178.0
2021-07-16,37.5521,37.7571,37.4026,37.5436,1045610.0
2021-07-17,37.5521,37.7571,37.4026,37.5436,1045610.0
2021-07-18,37.5521,37.7571,37.4026,37.5436,1045610.0
2021-07-19,36.8773,36.9712,35.6386,36.2878,2126215.0
2021-07-20,36.4758,37.5948,36.4501,37.1421,2147844.0
2021-07-21,37.4838,37.8639,37.3215,37.33,1079433.0
2021-07-22,37.6888,37.9194,37.0652,37.6034,1547722.0
2021-07-23,37.8938,38.3337,37.8767,38.2184,1563776.0
2021-07-24,37.8938,38.3337,37.8767,38.2184,1563776.0
2021-07-25,37.8938,38.3337,37.8767,38.2184,1563776.0
2021-07-26,38.133,38.5564,38.0903,38.3636,1799428.0
2021-07-27,37.834,38.5174,37.4581,38.5174,1886158.0
2021-07-28,38.6284,38.7737,38.0476,38.4063,2599146.0
2021-07-29,38.7224,38.748,38.4234,38.4234,1526712.0
2021-07-30,38.2099,38.5558,37.9878,38.1074,1585838.0
2021-07-31,38.2099,38.5558,37.9878,38.1074,1585838.0
2021-08-01,38.2099,38.5558,37.9878,38.1074,1585838.0
2021-08-02,38.3978,38.6968,37.6461,37.6888,1230472.0
2021-08-03,37.7998,37.9792,36.9456,37.3642,1156987.0
2021-08-04,38.0988,38.842,37.8425,38.4918,1796552.0
2021-08-05,38.8334,39.6108,38.6882,39.6023,2007342.0
2021-08-06,40.055,40.1703,39.4998,39.9781,1480732.0
2021-08-07,40.055,40.1703,39.4998,39.9781,1480732.0
2021-08-08,40.055,40.1703,39.4998,39.9781,1480732.0
2021-08-09,40.0721,40.4159,39.6279,40.3796,1122176.0
2021-08-10,40.3284,41.3962,40.3284,41.0972,1808725.0
2021-08-11,41.268,41.7891,40.9092,41.7293,1413739.0
2021-08-12,41.772,41.8489,41.3449,41.7208,1036702.0
2021-08-13,41.8574,41.9941,41.5841,41.9087,871817.0
2021-08-14,41.8574,41.9941,41.5841,41.9087,871817.0
2021-08-15,41.8574,41.9941,41.5841,41.9087,871817.0
2021-08-16,41.7806,42.1351,41.4303,41.7208,892717.0
2021-08-17,41.4303,41.6439,41.2509,41.5072,1042761.0
2021-08-18,41.4645,42.0862,41.3022,41.6353,924930.0
2021-08-19,41.3107,41.866,41.0715,41.2936,1343489.0
2021-08-20,41.3791,41.6866,41.174,41.4559,1891413.0
2021-08-21,41.3791,41.6866,41.174,41.4559,1891413.0
2021-08-22,41.3791,41.6866,41.174,41.4559,1891413.0
2021-08-23,41.4645,41.9916,41.4645,41.6866,898880.0
2021-08-24,41.8233,41.8995,41.567,41.6012,1476324.0
2021-08-25,41.6951,42.0582,41.6268,41.8574,1231790.0
2021-08-26,41.8574,41.8574,41.3278,41.4987,906929.0
2021-08-27,41.6866,41.9941,41.5585,41.9001,1031716.0
2021-08-28,41.6866,41.9941,41.5585,41.9001,1031716.0
2021-08-29,41.6866,41.9941,41.5585,41.9001,1031716.0
2021-08-30,41.9001,42.071,41.7806,41.8318,887101.0
2021-08-31,41.8233,42.3273,41.5755,41.7122,1820780.0
2021-09-01,41.7464,41.9258,41.4047,41.4901,1893282.0
2021-09-02,41.7037,41.7037,41.0829,41.3705,985825.0
2021-09-03,41.3022,41.3022,40.9092,41.0715,941902.0
2021-09-04,41.3022,41.3022,40.9092,41.0715,941902.0
2021-09-05,41.3022,41.3022,40.9092,41.0715,941902.0
2021-09-06,41.3022,41.3022,40.9092,41.0715,941902.0
2021-09-07,40.9605,41.0801,40.055,40.2088,2824863.0
2021-09-08,40.2002,40.6871,40.0892,40.5163,1205311.0
2021-09-09,40.4907,40.6188,40.0379,40.0635,878295.0
2021-09-10,40.2344,40.3369,39.6791,39.6962,805971.0
2021-09-11,40.2344,40.3369,39.6791,39.6962,805971.0
2021-09-12,40.2344,40.3369,39.6791,39.6962,805971.0
2021-09-13,39.9525,40.1404,39.6962,40.0379,829530.0
2021-09-14,40.3198,40.3454,39.4827,39.6108,1727718.0
2021-09-15,39.5591,40.2053,38.9904,40.1192,2153357.0
2021-09-16,40.1106,40.4294,39.8521,39.8607,1486133.0
2021-09-17,39.7745,40.1106,39.4643,39.7056,4095739.0
2021-09-18,39.7745,40.1106,39.4643,39.7056,4095739.0
2021-09-19,39.7745,40.1106,39.4643,39.7056,4095739.0
2021-09-20,39.0593,39.3695,38.0943,38.594,2050533.0
2021-09-21,38.8611,39.0981,38.37,38.5682,1667145.0
2021-09-22,39.0766,39.5045,38.9042,39.1455,1659971.0
2021-09-23,39.3781,40.1967,39.3781,39.628,1678157.0
2021-09-24,39.74,40.0847,39.5936,39.6539,1089530.0
2021-09-25,39.74,40.0847,39.5936,39.6539,1089530.0
2021-09-26,39.74,40.0847,39.5936,39.6539,1089530.0
2021-09-27,39.6625,40.3863,39.6625,39.9382,1401858.0
2021-09-28,39.7228,40.0847,39.4385,39.4988,1065129.0
2021-09-29,39.697,39.9121,39.3695,39.5505,1259511.0
2021-09-30,39.9899,40.1967,39.0593,39.0679,1137508.0
2021-10-01,38.999,39.7443,38.3528,39.3523,1358928.0
2021-10-02,38.999,39.7443,38.3528,39.3523,1358928.0
2021-10-03,38.999,39.7443,38.3528,39.3523,1358928.0
2021-10-04,39.4298,39.9985,39.2834,39.4557,1014111.0
2021-10-05,39.4471,39.7228,39.1541,39.5936,1475314.0
2021-10-06,39.4471,39.7142,39.1886,39.6797,1108572.0
2021-10-07,39.9468,40.7635,39.9468,40.4897,1804537.0
2021-10-08,40.7137,40.824,40.1924,40.3174,767359.0
2021-10-09,40.7137,40.824,40.1924,40.3174,767359.0
2021-10-10,40.7137,40.824,40.1924,40.3174,767359.0
2021-10-11,40.5155,41.0239,40.2657,40.2829,1119100.0
2021-10-12,40.6534,41.1058,40.4466,40.6448,1172897.0
2021-10-13,40.5672,41.1704,40.1278,41.1532,1293165.0
2021-10-14,41.3686,42.2518,41.3341,42.1872,1440807.0
2021-10-15,42.4198,42.5749,42.1699,42.325,1193786.0
2021-10-16,42.4198,42.5749,42.1699,42.325,1193786.0
2021-10-17,42.4198,42.5749,42.1699,42.325,1193786.0
2021-10-18,42.1441,42.6439,41.9718,42.4543,1053232.0
2021-10-19,42.7817,42.8334,42.394,42.5146,821070.0
2021-10-20,42.5663,42.9799,42.4629,42.9627,786888.0
2021-10-21,43.0144,43.6003,42.5749,42.7473,1426057.0
2021-10-22,42.842,43.0488,42.4457,42.7731,763924.0
2021-10-23,42.842,43.0488,42.4457,42.7731,763924.0
2021-10-24,42.842,43.0488,42.4457,42.7731,763924.0
2021-10-25,42.7903,43.0833,42.662,42.8851,797596.0
2021-10-26,43.0833,43.0833,42.0752,42.0838,1130167.0
2021-10-27,42.1182,42.1182,40.3518,40.438,1300541.0
2021-10-28,40.55,41.2824,40.5069,41.2393,1022758.0
2021-10-29,41.291,41.6616,41.1704,41.2824,1411664.0
2021-10-30,41.291,41.6616,41.1704,41.2824,1411664.0
2021-10-31,41.291,41.6616,41.1704,41.2824,1411664.0
2021-11-01,41.5409,42.0924,41.248,41.4203,1405699.0
2021-11-02,41.4203,41.6745,41.0067,41.5754,913313.0
2021-11-03,42.3337,43.5745,40.9378,41.2049,2230615.0
2021-11-04,41.7305,42.6008,41.1446,41.6012,1220239.0
2021-11-05,41.8684,42.9799,41.8339,42.9368,1445190.0
2021-11-06,41.8684,42.9799,41.8339,42.9368,1445190.0
2021-11-07,41.8684,42.9799,41.8339,42.9368,1445190.0
2021-11-08,43.2212,43.7123,43.0488,43.652,1297437.0
2021-11-09,43.4883,43.7037,43.1071,43.7037,879212.0
2021-11-10,43.6779,44.1001,43.6779,44.0139,1015518.0
2021-11-11,44.0311,44.0311,43.4969,43.833,767407.0
2021-11-12,43.945,44.1561,43.54,44.0053,866313.0
2021-11-13,43.945,44.1561,43.54,44.0053,866313.0
2021-11-14,43.945,44.1561,43.54,44.0053,866313.0
2021-11-15,43.9536,44.6688,43.8157,44.0053,733325.0
2021-11-16,44.0915,44.8497,43.9364,44.2896,1118601.0
2021-11-17,44.2638,44.3026,43.6262,44.1604,3707492.0
2021-11-18,44.2293,44.4577,44.0656,44.2466,839582.0
2021-11-19,44.2207,45.2375,43.945,44.9962,1334199.0
2021-11-20,44.2207,45.2375,43.945,44.9962,1334199.0
2021-11-21,44.2207,45.2375,43.945,44.9962,1334199.0
2021-11-22,45.2461,45.5391,44.8239,45.1082,1234037.0
2021-11-23,45.2289,45.608,45.0307,45.2116,3063849.0
2021-11-24,45.1858,45.5304,44.8929,45.3409,1720668.0
2021-11-25,45.1858,45.5304,44.8929,45.3409,1720668.0
2021-11-26,44.1862,44.6602,43.4452,43.8071,1001981.0
2021-11-27,44.1862,44.6602,43.4452,43.8071,1001981.0
2021-11-28,44.1862,44.6602,43.4452,43.8071,1001981.0
2021-11-29,44.1776,44.3586,42.9454,43.0402,2282686.0
2021-11-30,42.8248,43.1609,41.877,42.1441,3290826.0
2021-12-01,42.9024,43.9019,42.4198,42.4457,1270716.0
2021-12-02,42.9282,43.9019,42.842,43.5141,2505173.0
2021-12-03,43.6692,43.8933,42.5835,42.6697,1514786.0
2021-12-04,43.6692,43.8933,42.5835,42.6697,1514786.0
2021-12-05,43.6692,43.8933,42.5835,42.6697,1514786.0
2021-12-06,42.8894,43.764,42.8894,43.2643,3522279.0
2021-12-07,43.8847,44.3672,43.5917,43.8847,1948392.0
2021-12-08,44.1001,44.462,43.945,44.0656,1974938.0
2021-12-09,43.7554,43.945,43.4538,43.4538,1308926.0
2021-12-10,43.6348,43.7726,43.0833,43.3504,1337060.0
2021-12-11,43.6348,43.7726,43.0833,43.3504,1337060.0
2021-12-12,43.6348,43.7726,43.0833,43.3504,1337060.0
2021-12-13,43.4969,43.9794,43.316,43.428,1490003.0
2021-12-14,43.4969,44.35,43.4969,43.5141,2142386.0
2021-12-15,43.8243,44.0742,43.4969,43.9881,3011668.0
2021-12-16,44.301,44.8138,44.0924,44.2662,3016845.0
2021-12-17,44.0228,44.6834,43.7447,43.7621,2483884.0
2021-12-18,44.0228,44.6834,43.7447,43.7621,2483884.0
2021-12-19,44.0228,44.6834,43.7447,43.7621,2483884.0
2021-12-20,43.258,43.2667,42.1281,42.6235,4282375.0
2021-12-21,42.9972,43.9707,42.9972,43.623,1377399.0
2021-12-22,43.6752,44.1184,43.4231,44.1184,1453902.0
2021-12-23,44.327,44.5965,44.1706,44.2401,638559.0
2021-12-24,44.327,44.5965,44.1706,44.2401,638559.0
2021-12-25,44.327,44.5965,44.1706,44.2401,638559.0
2021-12-26,44.327,44.5965,44.1706,44.2401,638559.0
2021-12-27,44.1184,44.9007,43.9324,44.8311,1217997.0
2021-12-28,44.7051,45.3352,44.7051,44.9007,592704.0
2021-12-29,45.0658,45.4613,45.0137,45.3005,672397.0
2021-12-30,45.4048,46.0653,45.1875,45.2049,758873.0
2021-12-31,45.118,45.6742,45.118,45.3526,780142.0
2022-01-01,45.118,45.6742,45.118,45.3526,780142.0
2022-01-02,45.118,45.6742,45.118,45.3526,780142.0
2022-01-03,45.4222,45.5945,44.3357,44.6921,1587800.0
2022-01-04,45.0571,45.8133,44.9441,45.4743,3294957.0
2022-01-05,45.6308,46.1523,45.2918,45.3874,2077456.0
2022-01-06,45.8307,46.3,45.5265,46.1609,1284777.0
2022-01-07,46.4912,46.8128,46.1262,46.2913,1815227.0
2022-01-08,46.4912,46.8128,46.1262,46.2913,1815227.0
2022-01-09,46.4912,46.8128,46.1262,46.2913,1815227.0
2022-01-10,46.5434,46.8214,45.8394,46.5608,1653640.0
2022-01-11,46.7694,47.6907,46.6303,47.682,1477567.0
2022-01-12,47.8037,48.4338,47.4734,48.0731,1449170.0
2022-01-13,48.2209,49.0552,48.2209,48.5511,1641479.0
2022-01-14,48.1687,48.8944,48.0123,48.5598,2034860.0
2022-01-15,48.1687,48.8944,48.0123,48.5598,2034860.0
2022-01-16,48.1687,48.8944,48.0123,48.5598,2034860.0
2022-01-17,48.1687,48.8944,48.0123,48.5598,2034860.0
2022-01-18,48.4903,48.5859,46.9953,47.117,1976282.0
2022-01-19,47.2387,47.5864,45.822,45.8567,1957311.0
2022-01-20,45.9089,46.4217,44.3306,44.4487,2546007.0
2022-01-21,43.9707,44.1184,43.032,43.4579,8473244.0
2022-01-22,43.9707,44.1184,43.032,43.4579,8473244.0
2022-01-23,43.9707,44.1184,43.032,43.4579,8473244.0
2022-01-24,42.8842,43.8403,41.8803,43.7273,3193706.0
2022-01-25,43.2058,43.8881,42.2671,43.5187,2505522.0
2022-01-26,43.8924,44.3618,42.3932,42.9364,1893169.0
2022-01-27,43.4579,43.7925,42.2845,42.6061,1798413.0
2022-01-28,42.6669,43.2667,41.9629,43.2667,1448901.0
2022-01-29,42.6669,43.2667,41.9629,43.2667,1448901.0
2022-01-30,42.6669,43.2667,41.9629,43.2667,1448901.0
2022-01-31,43.0841,43.7838,42.7278,43.7621,1869915.0
2022-02-01,43.6317,44.1967,43.2058,44.1619,1749758.0
2022-02-02,44.2662,44.5443,43.8055,44.2836,1560429.0
2022-02-03,44.2923,44.6052,43.8664,44.0228,1464227.0
2022-02-04,43.849,44.1619,43.1102,43.7099,1530012.0
2022-02-05,43.849,44.1619,43.1102,43.7099,1530012.0
2022-02-06,43.849,44.1619,43.1102,43.7099,1530012.0
2022-02-07,43.8316,43.9794,43.4161,43.5013,3596665.0
2022-02-08,43.849,44.4139,43.4057,44.2575,1466133.0
2022-02-09,44.4574,44.6747,44.2488,44.4487,1944802.0
2022-02-10,44.0054,44.3444,42.6843,42.8495,2270980.0
2022-02-11,42.8321,43.3623,42.0672,42.241,4091385.0
2022-02-12,42.8321,43.3623,42.0672,42.241,4091385.0
2022-02-13,42.8321,43.3623,42.0672,42.241,4091385.0
2022-02-14,42.1194,42.3584,41.0677,41.5457,4282212.0
2022-02-15,42.0151,42.6496,41.8934,42.3453,4460686.0
2022-02-16,42.1194,42.8408,42.0542,42.3193,1742292.0
2022-02-17,42.0064,42.1281,40.9982,41.0503,1558084.0
2022-02-18,41.0503,41.8586,41.0503,41.5023,1930463.0
2022-02-19,41.0503,41.8586,41.0503,41.5023,1930463.0
2022-02-20,41.0503,41.8586,41.0503,41.5023,1930463.0
2022-02-21,41.0503,41.8586,41.0503,41.5023,1930463.0
2022-02-22,41.3111,41.5283,40.2072,40.5549,2580352.0
2022-02-23,40.6939,41.0329,39.4771,39.5293,2486438.0
2022-02-24,39.1034,39.651,38.2342,39.4424,3251583.0
2022-02-25,39.764,41.4762,39.6683,41.4675,2396261.0
2022-02-26,39.764,41.4762,39.6683,41.4675,2396261.0
2022-02-27,39.764,41.4762,39.6683,41.4675,2396261.0
2022-02-28,40.5462,41.4588,40.3897,41.4067,2410867.0
2022-03-01,41.1459,41.285,39.9291,40.2768,3521561.0
2022-03-02,40.7548,41.4414,40.7113,41.4327,2971334.0
2022-03-03,41.6761,41.789,41.2241,41.5023,1818998.0
2022-03-04,40.8678,41.2068,40.6679,40.8504,2367242.0
2022-03-05,40.8678,41.2068,40.6679,40.8504,2367242.0
2022-03-06,40.8678,41.2068,40.6679,40.8504,2367242.0
2022-03-07,40.4158,40.8243,39.0165,39.0252,2240230.0
2022-03-08,39.3902,40.6679,39.2511,39.6336,2454694.0
2022-03-09,40.7982,41.0025,40.2768,40.3637,1959359.0
2022-03-10,39.9639,40.7113,39.7031,40.6505,1456922.0
2022-03-11,40.9808,41.3545,40.7504,40.833,1290561.0
2022-03-12,40.9808,41.3545,40.7504,40.833,1290561.0
2022-03-13,40.9808,41.3545,40.7504,40.833,1290561.0
2022-03-14,41.4675,42.0933,41.2763,41.6848,1960656.0
2022-03-15,42.0064,42.467,41.6544,42.0672,1527167.0
2022-03-16,42.9794,43.611,42.2953,43.3127,2248463.0
2022-03-17,42.8917,43.3917,42.6286,43.1636,1622837.0
2022-03-18,42.7689,43.9794,42.5233,43.7952,4598557.0
2022-03-19,42.7689,43.9794,42.5233,43.7952,4598557.0
2022-03-20,42.7689,43.9794,42.5233,43.7952,4598557.0
2022-03-21,43.9092,44.2951,43.3569,43.6899,1459906.0
2022-03-22,43.8566,44.2247,43.5413,43.8741,1416669.0
2022-03-23,43.6285,43.7689,43.0322,43.1549,1650644.0
2022-03-24,43.1636,43.6197,42.9882,43.5145,1973480.0
2022-03-25,43.6285,44.2206,43.5101,44.1636,1392489.0
2022-03-26,43.6285,44.2206,43.5101,44.1636,1392489.0
2022-03-27,43.6285,44.2206,43.5101,44.1636,1392489.0
2022-03-28,44.2513,44.2513,43.1549,43.611,1522293.0
2022-03-29,43.8566,44.2864,43.6286,44.1022,1342155.0
2022-03-30,44.1548,44.1548,43.4443,43.6724,1272843.0
2022-03-31,43.9092,44.0495,42.8303,42.8391,1780164.0
2022-04-01,42.5409,42.8917,40.4182,41.1901,3081064.0
2022-04-02,42.5409,42.8917,40.4182,41.1901,3081064.0
2022-04-03,42.5409,42.8917,40.4182,41.1901,3081064.0
2022-04-04,41.0585,41.2866,40.5673,40.7077,2021043.0
2022-04-05,40.541,41.0278,39.8832,39.9796,1656160.0
2022-04-06,39.8832,40.1551,39.6025,39.7428,2277047.0
2022-04-07,39.699,39.9446,38.1903,38.7254,2746928.0
2022-04-08,38.6201,38.7999,37.4974,37.664,4013256.0
2022-04-09,38.6201,38.7999,37.4974,37.664,4013256.0
2022-04-10,38.6201,38.7999,37.4974,37.664,4013256.0
2022-04-11,37.6202,39.1025,37.5588,38.1464,2588485.0
2022-04-12,38.1114,38.1114,37.0325,37.3307,2466679.0
2022-04-13,37.1641,37.6114,36.7343,37.4798,2833437.0
2022-04-14,37.7868,37.9798,36.8571,37.0149,7910171.0
2022-04-15,37.7868,37.9798,36.8571,37.0149,7910171.0
2022-04-16,37.7868,37.9798,36.8571,37.0149,7910171.0
2022-04-17,37.7868,37.9798,36.8571,37.0149,7910171.0
2022-04-18,36.7957,37.0763,36.5501,36.8307,2376337.0
2022-04-19,36.9535,37.5588,36.9272,37.3395,2331482.0
2022-04-20,37.6728,38.0763,37.3833,37.7868,2269042.0
2022-04-21,38.164,38.3306,36.7079,36.743,1891833.0
2022-04-22,36.6202,36.629,35.787,35.8133,1703581.0
2022-04-23,36.6202,36.629,35.787,35.8133,1703581.0
2022-04-24,36.6202,36.629,35.787,35.8133,1703581.0
2022-04-25,35.4887,36.0852,34.8791,35.9273,2039549.0
2022-04-26,35.5326,36.1466,35.2168,35.2256,1988974.0
2022-04-27,35.0151,35.4361,34.5941,34.8046,2873221.0
2022-04-28,34.9625,35.901,34.4537,35.7606,2346144.0
2022-04-29,35.4975,35.8878,34.8476,34.9274,1335465.0
2022-04-30,35.4975,35.8878,34.8476,34.9274,1335465.0
2022-05-01,35.4975,35.8878,34.8476,34.9274,1335465.0
2022-05-02,34.9975,35.3045,34.4143,34.98,2163283.0
2022-05-03,35.1554,36.0852,35.0589,35.8747,1621360.0
2022-05-04,35.7431,37.3833,35.6642,37.2956,2320051.0
2022-05-05,36.6992,36.8658,35.3747,35.787,1838595.0
