,LGIH US Equity,LGIH US Equity,LGIH US Equity,LGIH US Equity,LGIH US Equity
2023-01-24,109.82,110.64,108.65,109.15,161803.0
2023-01-25,107.23,110.2799,107.23,109.19,164059.0
2023-01-26,109.61,111.81,107.19,110.18,142772.0
2023-01-27,109.57,111.9,109.57,110.63,136318.0
2023-01-28,109.57,111.9,109.57,110.63,136318.0
2023-01-29,109.57,111.9,109.57,110.63,136318.0
2023-01-30,109.38,110.59,107.9,107.98,144004.0
2023-01-31,109.72,113.99,109.15,113.85,206993.0
2023-02-01,113.21,118.75,111.45,117.04,293692.0
2023-02-02,119.34,126.37,118.36,124.75,482384.0
2023-02-03,121.51,123.67,119.75,121.8,325721.0
2023-02-04,121.51,123.67,119.75,121.8,325721.0
2023-02-05,121.51,123.67,119.75,121.8,325721.0
2023-02-06,119.09,120.25,117.56,118.57,191447.0
2023-02-07,117.66,121.5,116.0,120.71,170707.0
2023-02-08,119.39,120.0,115.41,115.68,207680.0
2023-02-09,117.27,117.49,114.79,115.6,131673.0
2023-02-10,114.62,116.12,113.46,113.53,192622.0
2023-02-11,114.62,116.12,113.46,113.53,192622.0
2023-02-12,114.62,116.12,113.46,113.53,192622.0
2023-02-13,113.85,118.47,112.36,118.35,183992.0
2023-02-14,116.58,118.08,114.7,117.1,196210.0
2023-02-15,115.96,118.84,115.7904,118.07,214539.0
2023-02-16,116.07,118.205,115.42,116.92,179769.0
2023-02-17,116.83,116.83,111.95,114.29,219191.0
2023-02-18,116.83,116.83,111.95,114.29,219191.0
2023-02-19,116.83,116.83,111.95,114.29,219191.0
2023-02-20,116.83,116.83,111.95,114.29,219191.0
2023-02-21,108.81,112.8223,103.52,104.66,427172.0
2023-02-22,101.59,105.65,100.22,104.39,428550.0
2023-02-23,104.11,107.41,103.2,107.07,234571.0
2023-02-24,104.1,107.55,103.925,105.18,337361.0
2023-02-25,104.1,107.55,103.925,105.18,337361.0
2023-02-26,104.1,107.55,103.925,105.18,337361.0
2023-02-27,106.16,106.895,103.52,104.11,194710.0
2023-02-28,103.31,105.47,103.31,104.31,325937.0
2023-03-01,104.24,105.89,103.33,103.61,143516.0
2023-03-02,102.71,103.86,100.7,103.51,116075.0
2023-03-03,104.44,107.3,103.47,106.71,179836.0
2023-03-04,104.44,107.3,103.47,106.71,179836.0
2023-03-05,104.44,107.3,103.47,106.71,179836.0
2023-03-06,107.17,107.325,102.48,103.19,217931.0
2023-03-07,103.86,104.45,101.54,101.55,188884.0
2023-03-08,102.55,104.47,101.12,104.36,191587.0
2023-03-09,104.79,107.93,102.48,102.625,167290.0
2023-03-10,103.51,103.51,98.49,99.77,216214.0
2023-03-11,103.51,103.51,98.49,99.77,216214.0
2023-03-12,103.51,103.51,98.49,99.77,216214.0
2023-03-13,98.06,101.805,97.475,100.67,161464.0
2023-03-14,103.37,104.04,101.1,103.66,211801.0
2023-03-15,102.78,106.79,102.78,105.44,415280.0
2023-03-16,103.95,108.675,103.61,107.48,203529.0
2023-03-17,106.4,108.47,105.31,105.7,430043.0
2023-03-18,106.4,108.47,105.31,105.7,430043.0
2023-03-19,106.4,108.47,105.31,105.7,430043.0
2023-03-20,106.79,107.795,104.58,105.58,198221.0
2023-03-21,107.37,108.8299,106.575,107.75,152113.0
2023-03-22,107.48,109.44,105.86,106.08,139387.0
2023-03-23,107.3,112.5,107.3,111.17,387520.0
2023-03-24,110.72,114.24,109.6978,113.77,337881.0
2023-03-25,110.72,114.24,109.6978,113.77,337881.0
2023-03-26,110.72,114.24,109.6978,113.77,337881.0
2023-03-27,114.26,114.47,110.33,111.03,222984.0
2023-03-28,110.84,112.74,110.54,112.36,162573.0
2023-03-29,113.21,113.27,110.25,112.39,123978.0
2023-03-30,113.15,114.49,109.63,110.27,203830.0
2023-03-31,110.58,114.19,110.58,114.03,278159.0
2023-04-01,110.58,114.19,110.58,114.03,278159.0
2023-04-02,110.58,114.19,110.58,114.03,278159.0
2023-04-03,113.11,114.59,112.13,114.0,152258.0
2023-04-04,113.67,113.67,110.2201,111.43,155683.0
2023-04-05,111.38,111.41,108.85,110.67,149444.0
2023-04-06,110.12,110.34,104.49,107.65,290321.0
2023-04-07,110.12,110.34,104.49,107.65,290321.0
2023-04-08,110.12,110.34,104.49,107.65,290321.0
2023-04-09,110.12,110.34,104.49,107.65,290321.0
2023-04-10,107.3,109.48,107.3,109.12,133364.0
2023-04-11,109.82,114.37,109.82,112.85,154953.0
2023-04-12,113.87,113.87,110.69,110.9,131812.0
2023-04-13,111.71,111.8,109.49,110.33,153921.0
2023-04-14,109.83,110.92,108.5,109.32,175404.0
2023-04-15,109.83,110.92,108.5,109.32,175404.0
2023-04-16,109.83,110.92,108.5,109.32,175404.0
2023-04-17,109.07,111.23,108.29,111.22,170222.0
2023-04-18,111.93,115.0499,111.89,114.73,171422.0
2023-04-19,114.09,114.65,112.96,114.17,164915.0
2023-04-20,114.58,120.74,113.63,113.99,453487.0
2023-04-21,113.97,114.445,112.69,114.0,106599.0
2023-04-22,113.97,114.445,112.69,114.0,106599.0
2023-04-23,113.97,114.445,112.69,114.0,106599.0
2023-04-24,113.91,116.82,110.975,116.61,116282.0
2023-04-25,115.24,117.65,115.24,115.87,121122.0
2023-04-26,115.61,115.71,111.752,112.62,164165.0
2023-04-27,114.06,115.49,112.73,115.0,132043.0
2023-04-28,114.48,120.105,114.48,118.8,231360.0
2023-04-29,114.48,120.105,114.48,118.8,231360.0
2023-04-30,114.48,120.105,114.48,118.8,231360.0
2023-05-01,118.14,119.765,116.64,118.55,238188.0
2023-05-02,116.61,116.61,108.745,115.17,433687.0
2023-05-03,115.18,119.3499,115.18,116.67,249700.0
2023-05-04,116.45,117.33,112.04,114.16,195848.0
2023-05-05,115.85,116.25,112.8,115.5,117062.0
2023-05-06,115.85,116.25,112.8,115.5,117062.0
2023-05-07,115.85,116.25,112.8,115.5,117062.0
2023-05-08,114.51,116.485,114.0313,116.27,106773.0
2023-05-09,114.87,117.1,114.86,115.51,149964.0
2023-05-10,117.36,117.36,115.19,116.78,129810.0
2023-05-11,116.57,119.58,116.405,119.43,177613.0
2023-05-12,120.0,120.71,116.44,117.82,188286.0
2023-05-13,120.0,120.71,116.44,117.82,188286.0
2023-05-14,120.0,120.71,116.44,117.82,188286.0
2023-05-15,117.82,119.72,116.96,118.915,135106.0
2023-05-16,118.39,120.14,115.905,119.86,130009.0
2023-05-17,120.3,122.49,119.265,122.39,149320.0
2023-05-18,122.53,124.62,121.45,124.04,187983.0
2023-05-19,124.74,124.74,119.62,121.7,128450.0
2023-05-20,124.74,124.74,119.62,121.7,128450.0
2023-05-21,124.74,124.74,119.62,121.7,128450.0
2023-05-22,121.29,122.32,118.25,119.04,169221.0
2023-05-23,117.59,118.95,114.41,115.05,206293.0
2023-05-24,114.2,115.91,114.16,115.19,158592.0
2023-05-25,115.37,117.71,115.36,115.62,127705.0
2023-05-26,115.32,116.18,112.71,115.79,141191.0
2023-05-27,115.32,116.18,112.71,115.79,141191.0
2023-05-28,115.32,116.18,112.71,115.79,141191.0
2023-05-29,115.32,116.18,112.71,115.79,141191.0
2023-05-30,116.27,117.78,115.98,117.36,81661.0
2023-05-31,116.3,116.395,112.75,113.77,211111.0
2023-06-01,113.6,115.73,113.6,114.84,109763.0
2023-06-02,115.83,121.69,115.49,121.57,237043.0
2023-06-03,115.83,121.69,115.49,121.57,237043.0
2023-06-04,115.83,121.69,115.49,121.57,237043.0
2023-06-05,119.8,119.965,116.5009,119.26,118278.0
2023-06-06,118.65,128.08,118.08,128.01,199240.0
2023-06-07,128.57,132.37,127.39,130.28,290988.0
2023-06-08,129.97,132.11,128.9,129.22,190387.0
2023-06-09,129.0,130.74,127.565,128.78,174103.0
2023-06-10,129.0,130.74,127.565,128.78,174103.0
2023-06-11,129.0,130.74,127.565,128.78,174103.0
2023-06-12,128.63,132.73,127.69,132.2,150751.0
2023-06-13,132.04,134.53,131.6,132.9,144347.0
2023-06-14,134.5,134.5,128.03,129.06,357642.0
2023-06-15,129.42,132.165,128.69,131.93,185190.0
2023-06-16,132.37,132.53,129.38,130.57,320123.0
2023-06-17,132.37,132.53,129.38,130.57,320123.0
2023-06-18,132.37,132.53,129.38,130.57,320123.0
2023-06-19,132.37,132.53,129.38,130.57,320123.0
2023-06-20,129.74,132.875,129.41,131.02,205373.0
2023-06-21,130.51,131.9,129.33,130.41,237621.0
2023-06-22,129.06,130.39,128.24,129.58,184416.0
2023-06-23,127.76,129.8,126.83,128.78,250249.0
2023-06-24,127.76,129.8,126.83,128.78,250249.0
2023-06-25,127.76,129.8,126.83,128.78,250249.0
2023-06-26,128.83,131.41,127.06,128.24,199724.0
2023-06-27,128.71,135.0,128.71,132.71,194313.0
2023-06-28,132.25,133.5,131.055,131.74,122030.0
2023-06-29,131.75,131.89,129.58,131.56,178380.0
2023-06-30,132.7,135.41,131.6875,134.89,185382.0
2023-07-01,132.7,135.41,131.6875,134.89,185382.0
2023-07-02,132.7,135.41,131.6875,134.89,185382.0
2023-07-03,134.91,135.49,130.39,132.27,74569.0
2023-07-04,134.91,135.49,130.39,132.27,74569.0
2023-07-05,132.13,132.22,128.005,128.53,176932.0
2023-07-06,126.0,126.0,120.4,121.37,241280.0
2023-07-07,121.52,124.25,121.52,123.42,140736.0
2023-07-08,121.52,124.25,121.52,123.42,140736.0
2023-07-09,121.52,124.25,121.52,123.42,140736.0
2023-07-10,124.18,129.73,124.18,129.71,269913.0
2023-07-11,129.9,131.66,128.17,128.43,343980.0
2023-07-12,131.18,134.26,129.84,133.79,176616.0
2023-07-13,134.78,136.22,133.52,134.67,220034.0
2023-07-14,135.41,137.86,134.31,137.78,162524.0
2023-07-15,135.41,137.86,134.31,137.78,162524.0
2023-07-16,135.41,137.86,134.31,137.78,162524.0
2023-07-17,137.1,139.36,136.49,138.93,132971.0
2023-07-18,139.5,141.1664,138.5,139.11,100496.0
2023-07-19,139.0,141.51,135.59,140.79,260814.0
2023-07-20,141.91,141.91,134.2,136.61,238068.0
2023-07-21,137.83,137.83,134.195,135.13,155535.0
2023-07-22,137.83,137.83,134.195,135.13,155535.0
2023-07-23,137.83,137.83,134.195,135.13,155535.0
2023-07-24,134.65,136.4,133.38,136.23,117907.0
2023-07-25,135.43,138.225,135.43,136.75,135863.0
2023-07-26,135.99,137.61,133.19,134.02,182489.0
2023-07-27,135.4,136.21,131.84,132.01,132680.0
2023-07-28,133.24,137.4,133.24,136.88,158415.0
2023-07-29,133.24,137.4,133.24,136.88,158415.0
2023-07-30,133.24,137.4,133.24,136.88,158415.0
2023-07-31,137.47,138.89,134.49,138.75,250982.0
2023-08-01,136.46,140.275,133.51,137.72,278621.0
2023-08-02,138.01,139.735,132.52,139.6,226680.0
2023-08-03,138.36,138.58,125.69,130.33,409363.0
2023-08-04,130.47,135.6,130.04,134.69,147125.0
2023-08-05,130.47,135.6,130.04,134.69,147125.0
2023-08-06,130.47,135.6,130.04,134.69,147125.0
2023-08-07,134.7,139.03,134.335,137.67,188027.0
2023-08-08,136.25,137.8989,134.34,136.75,101968.0
2023-08-09,136.18,137.21,133.777,135.94,99244.0
2023-08-10,137.02,138.8,132.5,132.89,112075.0
2023-08-11,131.9,134.57,131.9,133.06,104310.0
2023-08-12,131.9,134.57,131.9,133.06,104310.0
2023-08-13,131.9,134.57,131.9,133.06,104310.0
2023-08-14,132.11,134.3,131.14,134.28,102961.0
2023-08-15,134.07,135.74,132.81,134.58,105307.0
2023-08-16,133.79,134.54,128.24,128.38,225807.0
2023-08-17,128.5,129.535,119.4,119.5,260765.0
2023-08-18,117.34,120.14,117.2804,118.15,205149.0
2023-08-19,117.34,120.14,117.2804,118.15,205149.0
2023-08-20,117.34,120.14,117.2804,118.15,205149.0
2023-08-21,118.0,118.165,114.855,115.63,158342.0
2023-08-22,116.51,117.42,115.22,116.49,127014.0
2023-08-23,116.55,119.125,115.87,118.39,193413.0
2023-08-24,118.25,119.29,116.98,117.22,118731.0
2023-08-25,117.58,117.8,113.64,115.9,138033.0
2023-08-26,117.58,117.8,113.64,115.9,138033.0
2023-08-27,117.58,117.8,113.64,115.9,138033.0
2023-08-28,117.42,117.46,115.63,116.89,109445.0
2023-08-29,116.5,120.54,115.77,119.73,88249.0
2023-08-30,119.68,125.12,119.06,124.14,137069.0
2023-08-31,124.32,125.355,122.59,123.1,111306.0
2023-09-01,124.39,126.29,122.81,125.71,105287.0
2023-09-02,124.39,126.29,122.81,125.71,105287.0
2023-09-03,124.39,126.29,122.81,125.71,105287.0
2023-09-04,124.39,126.29,122.81,125.71,105287.0
2023-09-05,124.09,124.72,116.15,116.98,225856.0
2023-09-06,117.75,119.98,116.01,119.44,160040.0
2023-09-07,119.3,121.97,118.04,121.06,184792.0
2023-09-08,121.69,123.9371,119.11,119.6,120580.0
2023-09-09,121.69,123.9371,119.11,119.6,120580.0
2023-09-10,121.69,123.9371,119.11,119.6,120580.0
2023-09-11,119.88,122.7294,119.63,120.44,108207.0
2023-09-12,120.66,121.77,116.695,117.52,100434.0
2023-09-13,118.05,118.17,113.81,116.0,147347.0
2023-09-14,116.87,118.0,115.26,117.51,125411.0
2023-09-15,116.7,116.7,111.03,112.61,536140.0
2023-09-16,116.7,116.7,111.03,112.61,536140.0
2023-09-17,116.7,116.7,111.03,112.61,536140.0
2023-09-18,113.19,113.52,110.14,110.73,213510.0
2023-09-19,110.59,111.45,108.68,110.65,151373.0
2023-09-20,111.94,112.68,107.1,107.25,222485.0
2023-09-21,105.36,105.69,101.92,103.33,311528.0
2023-09-22,104.54,104.8,101.6385,103.16,170085.0
2023-09-23,104.54,104.8,101.6385,103.16,170085.0
2023-09-24,104.54,104.8,101.6385,103.16,170085.0
2023-09-25,103.0,103.28,101.38,102.34,203073.0
2023-09-26,101.83,103.41,99.315,99.82,195050.0
2023-09-27,101.1,101.53,98.74,99.34,174670.0
2023-09-28,99.08,101.53,98.6106,100.93,145715.0
2023-09-29,102.4,102.4,98.51,99.49,180500.0
2023-09-30,102.4,102.4,98.51,99.49,180500.0
2023-10-01,102.4,102.4,98.51,99.49,180500.0
2023-10-02,101.26,102.87,99.11,99.79,266982.0
2023-10-03,98.79,98.79,95.32,97.49,331314.0
2023-10-04,97.78,99.23,96.06,98.6,294512.0
2023-10-05,98.64,98.64,92.32,93.32,436434.0
2023-10-06,91.94,96.41,91.94,95.86,322881.0
2023-10-07,91.94,96.41,91.94,95.86,322881.0
2023-10-08,91.94,96.41,91.94,95.86,322881.0
2023-10-09,94.84,96.205,92.85,96.06,237831.0
2023-10-10,96.46,100.28,96.175,98.25,253855.0
2023-10-11,98.09,99.12,96.36,97.65,161610.0
2023-10-12,98.09,98.09,92.68,93.04,256183.0
2023-10-13,93.97,94.32,92.84,93.6,136039.0
2023-10-14,93.97,94.32,92.84,93.6,136039.0
2023-10-15,93.97,94.32,92.84,93.6,136039.0
2023-10-16,95.11,95.44,92.79,93.59,117872.0
2023-10-17,92.65,96.14,92.63,94.35,157686.0
2023-10-18,93.0,93.1602,90.76,90.8,136892.0
2023-10-19,91.05,91.53,87.8322,88.21,201467.0
2023-10-20,88.52,89.66,87.19,87.69,164261.0
2023-10-21,88.52,89.66,87.19,87.69,164261.0
2023-10-22,88.52,89.66,87.19,87.69,164261.0
2023-10-23,87.35,90.565,87.22,89.29,155478.0
2023-10-24,89.73,90.03,87.275,88.21,171813.0
2023-10-25,87.53,87.635,85.19,85.3,203861.0
2023-10-26,85.63,89.27,84.155,87.91,253596.0
2023-10-27,88.75,89.99,86.72,87.68,151784.0
2023-10-28,88.75,89.99,86.72,87.68,151784.0
2023-10-29,88.75,89.99,86.72,87.68,151784.0
2023-10-30,88.75,90.4903,87.42,88.88,245712.0
2023-10-31,91.28,95.425,90.04,94.51,344591.0
2023-11-01,94.08,100.22,91.46,100.05,315625.0
2023-11-02,102.25,106.935,102.25,106.6,373463.0
2023-11-03,109.56,114.77,109.56,111.13,282929.0
2023-11-04,109.56,114.77,109.56,111.13,282929.0
2023-11-05,109.56,114.77,109.56,111.13,282929.0
2023-11-06,109.81,109.935,106.53,109.25,218162.0
2023-11-07,109.0,111.68,109.0,110.6,126266.0
2023-11-08,110.64,111.6,108.98,109.76,208791.0
2023-11-09,110.18,111.28,108.1236,109.17,200336.0
2023-11-10,110.04,113.5,108.975,112.38,137880.0
2023-11-11,110.04,113.5,108.975,112.38,137880.0
2023-11-12,110.04,113.5,108.975,112.38,137880.0
2023-11-13,111.21,113.54,110.64,112.19,106369.0
2023-11-14,118.06,125.24,118.06,124.91,336531.0
2023-11-15,124.53,125.34,122.28,123.04,225065.0
2023-11-16,123.08,123.08,120.57,120.79,155404.0
2023-11-17,122.71,123.07,121.355,122.58,124118.0
2023-11-18,122.71,123.07,121.355,122.58,124118.0
2023-11-19,122.71,123.07,121.355,122.58,124118.0
2023-11-20,121.37,121.5,120.03,121.14,143203.0
2023-11-21,119.85,120.835,119.46,119.46,80385.0
2023-11-22,119.53,122.12,118.88,119.05,92707.0
2023-11-23,119.53,122.12,118.88,119.05,92707.0
2023-11-24,119.48,119.94,118.76,119.8,31985.0
2023-11-25,119.48,119.94,118.76,119.8,31985.0
2023-11-26,119.48,119.94,118.76,119.8,31985.0
2023-11-27,120.03,120.03,116.01,117.84,99401.0
2023-11-28,117.97,119.4625,116.63,118.44,118630.0
2023-11-29,120.59,121.323,118.505,119.25,175830.0
2023-11-30,119.44,119.44,117.42,118.07,127972.0
2023-12-01,117.78,121.56,117.78,121.48,257940.0
2023-12-02,117.78,121.56,117.78,121.48,257940.0
2023-12-03,117.78,121.56,117.78,121.48,257940.0
2023-12-04,120.61,124.01,120.61,122.73,174676.0
2023-12-05,122.66,122.66,120.05,120.5,103819.0
2023-12-06,122.44,125.63,120.43,120.64,238961.0
2023-12-07,121.34,121.34,118.5,119.5,408322.0
2023-12-08,120.04,121.43,119.6,119.97,360905.0
2023-12-09,120.04,121.43,119.6,119.97,360905.0
2023-12-10,120.04,121.43,119.6,119.97,360905.0
2023-12-11,119.62,120.89,117.11,117.93,174861.0
2023-12-12,118.23,118.5,113.93,113.99,220640.0
2023-12-13,114.46,124.4,111.455,124.21,1086382.0
2023-12-14,126.56,134.29,126.56,133.09,371293.0
2023-12-15,132.9,133.215,126.43,127.0,635609.0
2023-12-16,132.9,133.215,126.43,127.0,635609.0
2023-12-17,132.9,133.215,126.43,127.0,635609.0
2023-12-18,127.07,127.13,124.0,125.95,165725.0
2023-12-19,126.83,129.91,125.41,128.55,145287.0
2023-12-20,128.81,132.98,128.265,129.28,216598.0
2023-12-21,132.02,133.0218,130.49,132.74,165591.0
2023-12-22,134.01,134.01,131.97,132.16,132437.0
2023-12-23,134.01,134.01,131.97,132.16,132437.0
2023-12-24,134.01,134.01,131.97,132.16,132437.0
2023-12-25,134.01,134.01,131.97,132.16,132437.0
2023-12-26,133.27,135.37,132.47,134.5,96545.0
2023-12-27,134.46,136.89,134.42,135.66,117341.0
2023-12-28,134.92,136.36,134.77,135.0,81365.0
2023-12-29,133.97,135.24,133.03,133.16,107042.0
2023-12-30,133.97,135.24,133.03,133.16,107042.0
2023-12-31,133.97,135.24,133.03,133.16,107042.0
2024-01-01,133.97,135.24,133.03,133.16,107042.0
2024-01-02,131.12,132.23,129.2,131.12,142723.0
2024-01-03,129.0,129.0,125.54,125.72,150731.0
2024-01-04,125.82,127.64,125.43,125.43,100609.0
2024-01-05,123.78,127.5938,123.73,125.43,165821.0
2024-01-06,123.78,127.5938,123.73,125.43,165821.0
2024-01-07,123.78,127.5938,123.73,125.43,165821.0
2024-01-08,125.51,128.61,125.51,127.81,158071.0
2024-01-09,125.35,127.8,125.175,125.64,166152.0
2024-01-10,125.72,128.66,125.72,128.65,157713.0
2024-01-11,127.49,128.34,124.335,125.96,144995.0
2024-01-12,127.81,127.81,123.15,124.17,96814.0
2024-01-13,127.81,127.81,123.15,124.17,96814.0
2024-01-14,127.81,127.81,123.15,124.17,96814.0
2024-01-15,127.81,127.81,123.15,124.17,96814.0
2024-01-16,122.18,122.87,120.53,121.53,124573.0
2024-01-17,119.35,121.17,119.35,120.95,135764.0
2024-01-18,122.78,125.165,122.78,124.21,270211.0
2024-01-19,125.31,125.31,122.13,124.7,95092.0
2024-01-20,125.31,125.31,122.13,124.7,95092.0
2024-01-21,125.31,125.31,122.13,124.7,95092.0
2024-01-22,127.48,129.36,125.65,126.47,174718.0
2024-01-23,125.21,125.21,117.72,117.8,235786.0
2024-01-24,120.19,120.26,114.91,115.82,143930.0
2024-01-25,118.16,119.42,116.12,117.69,121486.0
2024-01-26,118.84,119.23,116.805,117.14,92416.0
2024-01-27,118.84,119.23,116.805,117.14,92416.0
2024-01-28,118.84,119.23,116.805,117.14,92416.0
2024-01-29,117.11,120.22,116.93,120.01,106411.0
2024-01-30,119.17,121.54,119.17,120.4,104444.0
2024-01-31,120.57,122.82,117.95,118.01,183297.0
2024-02-01,119.44,122.04,117.46,121.9,167015.0
2024-02-02,118.64,122.08,117.22,120.24,108111.0
2024-02-03,118.64,122.08,117.22,120.24,108111.0
2024-02-04,118.64,122.08,117.22,120.24,108111.0
2024-02-05,117.58,119.55,116.32,118.51,106717.0
2024-02-06,118.0,119.96,113.1,115.76,258054.0
2024-02-07,116.18,118.39,116.02,116.47,121302.0
2024-02-08,116.88,119.13,115.8,118.96,148409.0
2024-02-09,119.58,121.16,117.99,120.79,97524.0
2024-02-10,119.58,121.16,117.99,120.79,97524.0
2024-02-11,119.58,121.16,117.99,120.79,97524.0
2024-02-12,122.05,129.988,120.79,128.73,270733.0
2024-02-13,122.44,123.2541,119.085,122.5,282748.0
2024-02-14,125.12,128.31,123.7188,127.65,245557.0
2024-02-15,128.78,130.75,128.1,130.6,220609.0
2024-02-16,129.06,129.92,126.67,126.94,191331.0
2024-02-17,129.06,129.92,126.67,126.94,191331.0
2024-02-18,129.06,129.92,126.67,126.94,191331.0
2024-02-19,129.06,129.92,126.67,126.94,191331.0
2024-02-20,115.09,118.18,114.33,116.34,455279.0
2024-02-21,114.87,118.38,113.26,114.57,417950.0
2024-02-22,115.5,116.43,112.31,113.37,263216.0
2024-02-23,114.22,116.1224,113.34,113.4,141318.0
2024-02-24,114.22,116.1224,113.34,113.4,141318.0
2024-02-25,114.22,116.1224,113.34,113.4,141318.0
2024-02-26,113.01,114.06,112.79,112.87,203898.0
2024-02-27,113.76,113.825,110.33,111.27,123678.0
2024-02-28,109.79,112.015,109.0,110.87,162103.0
2024-02-29,112.65,116.93,111.99,114.09,374567.0
2024-03-01,114.94,116.38,112.75,115.0,170183.0
2024-03-02,114.94,116.38,112.75,115.0,170183.0
2024-03-03,114.94,116.38,112.75,115.0,170183.0
2024-03-04,115.59,116.08,111.52,111.95,147185.0
2024-03-05,110.79,113.39,108.76,109.22,163294.0
2024-03-06,111.29,113.01,109.5,111.51,136248.0
2024-03-07,113.25,115.48,113.005,113.75,186449.0
2024-03-08,115.81,116.22,111.78,111.94,180546.0
2024-03-09,115.81,116.22,111.78,111.94,180546.0
2024-03-10,115.81,116.22,111.78,111.94,180546.0
2024-03-11,111.6,113.2,110.4,112.98,307542.0
2024-03-12,113.9,114.1125,111.65,112.66,98507.0
2024-03-13,111.9,114.285,111.9,112.84,128878.0
2024-03-14,112.01,113.033,106.92,108.32,197956.0
2024-03-15,107.88,109.15,106.57,106.99,405261.0
2024-03-16,107.88,109.15,106.57,106.99,405261.0
2024-03-17,107.88,109.15,106.57,106.99,405261.0
2024-03-18,108.35,108.95,105.6,106.69,170578.0
2024-03-19,106.27,109.91,106.27,109.7,171374.0
2024-03-20,109.7,114.55,109.625,113.78,217238.0
2024-03-21,114.49,115.82,112.56,112.71,180148.0
2024-03-22,112.59,114.365,111.82,113.85,172096.0
2024-03-23,112.59,114.365,111.82,113.85,172096.0
2024-03-24,112.59,114.365,111.82,113.85,172096.0
2024-03-25,114.26,114.84,112.39,112.39,115234.0
2024-03-26,113.49,114.46,112.46,112.66,131194.0
2024-03-27,112.5,114.25,112.5,114.2,191143.0
2024-03-28,114.28,118.25,114.28,116.37,216616.0
2024-03-29,114.28,118.25,114.28,116.37,216616.0
2024-03-30,114.28,118.25,114.28,116.37,216616.0
2024-03-31,114.28,118.25,114.28,116.37,216616.0
2024-04-01,117.31,117.31,113.54,114.44,125039.0
2024-04-02,110.08,110.08,105.05,105.36,339108.0
2024-04-03,103.92,108.245,103.84,107.07,145308.0
2024-04-04,109.67,110.2875,99.54,100.99,340416.0
2024-04-05,101.6,102.155,98.37,98.8,288799.0
2024-04-06,101.6,102.155,98.37,98.8,288799.0
2024-04-07,101.6,102.155,98.37,98.8,288799.0
2024-04-08,99.17,102.46,98.37,100.6,322104.0
2024-04-09,101.95,102.7,100.74,102.05,195594.0
2024-04-10,98.27,98.35,96.68,97.62,237266.0
2024-04-11,98.91,100.45,98.65,99.47,269634.0
2024-04-12,99.39,100.435,97.67,98.355,180810.0
2024-04-13,99.39,100.435,97.67,98.355,180810.0
2024-04-14,99.39,100.435,97.67,98.355,180810.0
2024-04-15,98.62,99.34,96.08,96.56,244660.0
2024-04-16,95.5,96.06,93.1358,95.13,316181.0
2024-04-17,96.26,96.26,92.46,92.62,328936.0
2024-04-18,93.94,96.25,92.77,93.43,312080.0
2024-04-19,93.2,96.0,92.15,93.38,295707.0
2024-04-20,93.2,96.0,92.15,93.38,295707.0
2024-04-21,93.2,96.0,92.15,93.38,295707.0
2024-04-22,93.79,94.31,92.585,93.92,172045.0
2024-04-23,94.86,96.91,94.64,96.18,263212.0
2024-04-24,95.36,96.93,94.53,95.87,180255.0
2024-04-25,94.5,95.2,92.09,94.88,151517.0
2024-04-26,95.42,96.7,95.34,95.85,253969.0
2024-04-27,95.42,96.7,95.34,95.85,253969.0
2024-04-28,95.42,96.7,95.34,95.85,253969.0
2024-04-29,96.67,97.4,95.295,96.04,345357.0
2024-04-30,94.51,98.92,89.73,89.93,490684.0
2024-05-01,90.23,93.005,88.56,89.45,301477.0
