,KR US Equity,KR US Equity,KR US Equity,KR US Equity,KR US Equity
2020-03-01,25.5777,25.7421,24.719,25.6964,13514392.0
2020-03-02,25.9796,27.1215,25.8334,27.1123,11951134.0
2020-03-03,26.9662,27.7883,26.4638,26.8017,10566915.0
2020-03-04,27.1123,28.2907,27.0849,28.2816,9597759.0
2020-03-05,27.9984,30.7845,27.7979,30.5744,25208114.0
2020-03-06,29.8893,30.136,28.784,29.2682,14613601.0
2020-03-07,29.8893,30.136,28.784,29.2682,14613601.0
2020-03-08,29.8893,30.136,28.784,29.2682,14613601.0
2020-03-09,28.0258,28.9576,27.4046,28.5465,13149889.0
2020-03-10,28.5922,29.9167,28.4826,29.7797,16506566.0
2020-03-11,29.0581,29.4691,27.4686,27.9436,12935307.0
2020-03-12,26.1258,27.7518,25.9157,26.6008,15294030.0
2020-03-13,27.8979,28.2999,25.806,28.0532,16518294.0
2020-03-14,27.8979,28.2999,25.806,28.0532,16518294.0
2020-03-15,27.8979,28.2999,25.806,28.0532,16518294.0
2020-03-16,26.7926,30.3369,26.4912,28.4095,24770336.0
2020-03-17,29.0581,31.9173,28.2327,30.1451,25167921.0
2020-03-18,30.7389,33.6529,29.6975,30.9764,25779350.0
2020-03-19,32.6572,33.3423,30.5196,31.223,16699288.0
2020-03-20,31.287,31.287,28.3455,29.0215,21979240.0
2020-03-21,31.287,31.287,28.3455,29.0215,21979240.0
2020-03-22,31.287,31.287,28.3455,29.0215,21979240.0
2020-03-23,29.0307,29.8893,28.108,28.3912,13199886.0
2020-03-24,28.7749,28.9393,26.8748,27.5417,13695016.0
2020-03-25,27.3955,27.5782,25.4132,25.5229,20520977.0
2020-03-26,25.5777,26.6556,24.9656,26.4912,18245412.0
2020-03-27,26.7561,27.3133,26.0801,26.6099,14993045.0
2020-03-28,26.7561,27.3133,26.0801,26.6099,14993045.0
2020-03-29,26.7561,27.3133,26.0801,26.6099,14993045.0
2020-03-30,27.4046,27.7335,26.6008,27.0849,12973072.0
2020-03-31,27.021,27.6422,26.5825,27.5143,17225249.0
2020-04-01,27.6787,29.0307,27.2494,27.8614,17162572.0
2020-04-02,27.6147,29.2225,27.2676,28.8662,18951464.0
2020-04-03,28.8754,29.999,28.8662,29.4965,14538920.0
2020-04-04,28.8754,29.999,28.8662,29.4965,14538920.0
2020-04-05,28.8754,29.999,28.8662,29.4965,14538920.0
2020-04-06,29.5057,29.9259,28.5739,29.8071,15549187.0
2020-04-07,28.7383,29.6884,27.9253,29.1037,16983054.0
2020-04-08,28.9667,29.1859,28.0624,28.3364,18720658.0
2020-04-09,27.7061,28.5876,27.4138,28.3729,17331683.0
2020-04-10,27.7061,28.5876,27.4138,28.3729,17331683.0
2020-04-11,27.7061,28.5876,27.4138,28.3729,17331683.0
2020-04-12,27.7061,28.5876,27.4138,28.3729,17331683.0
2020-04-13,28.5008,29.4372,28.3638,28.6196,13509353.0
2020-04-14,29.2773,29.5696,28.8388,29.3138,13328057.0
2020-04-15,29.5696,29.6792,28.3775,29.259,16203232.0
2020-04-16,29.2773,29.8117,29.0855,29.1859,14498738.0
2020-04-17,29.0946,29.3504,28.2131,29.1677,15774551.0
2020-04-18,29.0946,29.3504,28.2131,29.1677,15774551.0
2020-04-19,29.0946,29.3504,28.2131,29.1677,15774551.0
2020-04-20,29.323,29.798,28.9941,29.1677,11003147.0
2020-04-21,29.3869,29.7797,28.9941,29.3869,14815434.0
2020-04-22,29.5331,29.7888,29.3001,29.5148,9433382.0
2020-04-23,29.2773,30.2365,29.1951,30.0355,11731664.0
2020-04-24,30.1634,30.2456,29.661,30.1086,9342441.0
2020-04-25,30.1634,30.2456,29.661,30.1086,9342441.0
2020-04-26,30.1634,30.2456,29.661,30.1086,9342441.0
2020-04-27,30.1268,30.6293,30.1268,30.4009,10093832.0
2020-04-28,30.2091,30.5288,29.46,29.5605,13705593.0
2020-04-29,29.1311,29.4052,28.4095,28.7931,14016533.0
2020-04-30,28.9576,29.2773,28.5648,28.8754,12290164.0
2020-05-01,28.7201,29.3458,28.5282,29.1951,7736974.0
2020-05-02,28.7201,29.3458,28.5282,29.1951,7736974.0
2020-05-03,28.7201,29.3458,28.5282,29.1951,7736974.0
2020-05-04,29.7614,29.9167,29.0763,29.7158,9610070.0
2020-05-05,29.7523,30.1131,29.4189,29.9715,7269774.0
2020-05-06,30.136,30.4009,29.8848,29.9441,7380075.0
2020-05-07,30.0538,30.3187,29.6701,29.8528,6263644.0
2020-05-08,29.8711,30.6201,29.734,30.4557,7917201.0
2020-05-09,29.8711,30.6201,29.734,30.4557,7917201.0
2020-05-10,29.8711,30.6201,29.734,30.4557,7917201.0
2020-05-11,30.5562,31.086,30.474,30.812,8767077.0
2020-05-12,30.9033,31.2687,30.6019,30.6475,6569583.0
2020-05-13,30.7023,31.5153,30.7023,31.1499,8875855.0
2020-05-14,31.0949,31.4161,29.709,30.0853,11098421.0
2020-05-15,30.0211,30.2367,29.6035,29.8375,15070916.0
2020-05-16,30.0211,30.2367,29.6035,29.8375,15070916.0
2020-05-17,30.0211,30.2367,29.6035,29.8375,15070916.0
2020-05-18,29.7641,29.8559,28.9105,29.608,12825044.0
2020-05-19,29.7365,29.8283,29.1308,29.1492,7383417.0
2020-05-20,29.3878,29.7136,29.0069,29.6448,7838083.0
2020-05-21,29.6448,29.8283,29.2272,29.4796,7096958.0
2020-05-22,29.5805,29.9017,29.4337,29.709,6134463.0
2020-05-23,29.5805,29.9017,29.4337,29.709,6134463.0
2020-05-24,29.5805,29.9017,29.4337,29.709,6134463.0
2020-05-25,29.5805,29.9017,29.4337,29.709,6134463.0
2020-05-26,29.4337,29.7136,28.727,28.7912,9838001.0
2020-05-27,28.883,30.5534,28.7178,30.5442,14999696.0
2020-05-28,30.5901,31.0215,29.3786,29.4245,13329368.0
2020-05-29,29.5254,30.0211,29.0207,29.9385,16545626.0
2020-05-30,29.5254,30.0211,29.0207,29.9385,16545626.0
2020-05-31,29.5254,30.0211,29.0207,29.9385,16545626.0
2020-06-01,30.0211,30.4891,29.7641,29.8191,6933894.0
2020-06-02,29.7274,30.2872,29.6539,30.2872,6764127.0
2020-06-03,30.2964,30.5993,29.7824,29.9935,6579501.0
2020-06-04,29.9017,30.4065,29.8926,30.3882,8774791.0
2020-06-05,30.3331,30.4616,29.7365,29.81,11374106.0
2020-06-06,30.3331,30.4616,29.7365,29.81,11374106.0
2020-06-07,30.3331,30.4616,29.7365,29.81,11374106.0
2020-06-08,29.5254,30.2964,29.4428,30.2964,9460403.0
2020-06-09,30.5258,30.6069,29.7503,30.2138,7507512.0
2020-06-10,30.3698,30.6084,29.7182,29.8926,7871648.0
2020-06-11,29.9293,30.9847,29.8283,30.0119,12449237.0
2020-06-12,30.1863,30.3882,29.2088,29.608,9668831.0
2020-06-13,30.1863,30.3882,29.2088,29.608,9668831.0
2020-06-14,30.1863,30.3882,29.2088,29.608,9668831.0
2020-06-15,29.7274,29.9752,28.9289,29.4428,11013729.0
2020-06-16,29.6539,29.9889,29.4796,29.8559,9299163.0
2020-06-17,30.2964,30.4616,29.5346,30.1128,16036638.0
2020-06-18,29.6815,29.8283,28.1304,29.195,45334706.0
2020-06-19,29.3602,29.6448,28.6627,29.5897,28979560.0
2020-06-20,29.3602,29.6448,28.6627,29.5897,28979560.0
2020-06-21,29.3602,29.6448,28.6627,29.5897,28979560.0
2020-06-22,29.3235,29.9752,29.2776,29.4337,14389720.0
2020-06-23,29.5989,29.6906,29.1537,29.4612,12699902.0
2020-06-24,29.4704,30.3102,29.1675,30.122,15060012.0
2020-06-25,30.0578,30.6819,29.9568,30.0853,14754296.0
2020-06-26,30.2046,30.4891,29.8742,29.9935,14473252.0
2020-06-27,30.2046,30.4891,29.8742,29.9935,14473252.0
2020-06-28,30.2046,30.4891,29.8742,29.9935,14473252.0
2020-06-29,30.1679,31.4023,30.1587,31.3243,12207660.0
2020-06-30,31.5354,31.5997,31.0306,31.0673,14650993.0
2020-07-01,31.0765,31.3335,30.5442,30.8104,9122144.0
2020-07-02,30.8104,31.1821,30.6406,30.7461,8613028.0
2020-07-03,30.8104,31.1821,30.6406,30.7461,8613028.0
2020-07-04,30.8104,31.1821,30.6406,30.7461,8613028.0
2020-07-05,30.8104,31.1821,30.6406,30.7461,8613028.0
2020-07-06,30.8562,31.0398,30.7507,30.9572,7075412.0
2020-07-07,30.8838,31.306,30.7094,30.9113,11560637.0
2020-07-08,30.8654,30.9756,29.6631,29.7549,9703323.0
2020-07-09,29.7182,30.3561,29.6998,30.0669,7193829.0
2020-07-10,30.0669,31.049,30.0486,30.691,10514131.0
2020-07-11,30.0669,31.049,30.0486,30.691,10514131.0
2020-07-12,30.0669,31.049,30.0486,30.691,10514131.0
2020-07-13,30.691,30.8333,30.2505,30.5442,8143580.0
2020-07-14,30.5901,31.4345,30.5717,31.4253,9866630.0
2020-07-15,30.9205,31.2142,30.5809,30.9939,8596917.0
2020-07-16,31.1132,31.4895,30.8746,30.9572,7005419.0
2020-07-17,31.0673,31.3702,31.0031,31.0673,6168652.0
2020-07-18,31.0673,31.3702,31.0031,31.0673,6168652.0
2020-07-19,31.0673,31.3702,31.0031,31.0673,6168652.0
2020-07-20,31.0215,31.3519,30.8517,31.3427,8063238.0
2020-07-21,31.5354,32.6551,31.5125,31.9301,11880783.0
2020-07-22,32.031,32.2697,31.7373,32.2697,6465151.0
2020-07-23,32.3431,32.4807,32.0979,32.2421,5534628.0
2020-07-24,32.1228,32.4624,31.719,31.8566,5034416.0
2020-07-25,32.1228,32.4624,31.719,31.8566,5034416.0
2020-07-26,32.1228,32.4624,31.719,31.8566,5034416.0
2020-07-27,31.8475,32.0677,31.4803,31.9025,5249708.0
2020-07-28,32.0127,32.5083,31.953,32.3339,5719375.0
2020-07-29,32.2421,32.2788,31.8658,32.2238,5557710.0
2020-07-30,31.9943,32.0586,31.5125,31.5813,5757391.0
2020-07-31,31.6456,31.9392,31.5538,31.9301,7289828.0
2020-08-01,31.6456,31.9392,31.5538,31.9301,7289828.0
2020-08-02,31.6456,31.9392,31.5538,31.9301,7289828.0
2020-08-03,32.031,32.2788,31.6364,32.2146,5695826.0
2020-08-04,32.3431,32.5542,32.0702,32.4807,5353064.0
2020-08-05,32.2697,32.444,32.031,32.2054,7170576.0
2020-08-06,32.3064,32.5358,32.1044,32.1503,4582406.0
2020-08-07,32.1228,32.3752,32.0953,32.3431,4449873.0
2020-08-08,32.1228,32.3752,32.0953,32.3431,4449873.0
2020-08-09,32.1228,32.3752,32.0953,32.3431,4449873.0
2020-08-10,32.3798,32.4532,32.0815,32.1503,4850462.0
2020-08-11,32.0677,32.0953,31.3427,31.4436,7306395.0
2020-08-12,31.5538,31.9301,31.4069,31.7649,5190827.0
2020-08-13,31.8479,32.0555,31.5665,31.9125,6207036.0
2020-08-14,31.9309,33.2396,31.8634,32.6506,10493634.0
2020-08-15,31.9309,33.2396,31.8634,32.6506,10493634.0
2020-08-16,31.9309,33.2396,31.8634,32.6506,10493634.0
2020-08-17,32.9366,33.3886,32.5822,33.2133,6611122.0
2020-08-18,33.1672,33.8499,32.932,33.4348,7774224.0
2020-08-19,33.5178,34.0298,33.3194,33.4163,5053004.0
2020-08-20,33.3794,33.5824,33.0104,33.1395,4265146.0
2020-08-21,33.1395,33.4348,32.955,33.1303,4945660.0
2020-08-22,33.1395,33.4348,32.955,33.1303,4945660.0
2020-08-23,33.1395,33.4348,32.955,33.1303,4945660.0
2020-08-24,33.2226,33.2918,32.9089,33.2687,4576657.0
2020-08-25,33.2964,33.361,32.9735,33.2871,3941673.0
2020-08-26,33.1949,33.6101,32.8858,33.5547,4732566.0
2020-08-27,33.6008,33.8638,33.3471,33.361,6213510.0
2020-08-28,33.4071,33.4071,32.2907,32.5675,7028239.0
2020-08-29,33.4071,33.4071,32.2907,32.5675,7028239.0
2020-08-30,33.4071,33.4071,32.2907,32.5675,7028239.0
2020-08-31,32.6044,32.9318,32.3784,32.9181,8123162.0
2020-09-01,32.752,32.9181,32.2216,32.6598,8454925.0
2020-09-02,32.7059,33.7853,32.7059,33.7669,10797822.0
2020-09-03,33.4993,34.3389,33.0196,33.3148,9318975.0
2020-09-04,33.241,33.3979,32.2308,32.7244,7584389.0
2020-09-05,33.241,33.3979,32.2308,32.7244,7584389.0
2020-09-06,33.241,33.3979,32.2308,32.7244,7584389.0
2020-09-07,33.241,33.3979,32.2308,32.7244,7584389.0
2020-09-08,32.8812,32.9735,31.9217,31.9402,9244524.0
2020-09-09,32.1524,32.7405,32.0324,32.4568,10371710.0
2020-09-10,32.4753,32.6413,32.0047,32.0509,11600264.0
2020-09-11,32.2907,32.4015,31.1836,31.7095,21628358.0
2020-09-12,32.2907,32.4015,31.1836,31.7095,21628358.0
2020-09-13,32.2907,32.4015,31.1836,31.7095,21628358.0
2020-09-14,31.0729,31.2205,30.2195,30.2979,16737592.0
2020-09-15,30.2703,30.6485,29.9243,30.1872,12842457.0
2020-09-16,30.2057,30.4271,29.4307,29.5414,21915600.0
2020-09-17,29.5876,30.3856,29.5259,29.9935,10615803.0
2020-09-18,29.9566,30.8146,29.9012,30.6393,18409972.0
2020-09-19,29.9566,30.8146,29.9012,30.6393,18409972.0
2020-09-20,29.9566,30.8146,29.9012,30.6393,18409972.0
2020-09-21,30.3718,30.9069,30.2933,30.87,8611296.0
2020-09-22,30.8146,31.3313,30.7316,31.1283,6711310.0
2020-09-23,31.2205,31.442,30.6116,30.7039,6180102.0
2020-09-24,30.6485,31.0637,30.3072,30.8423,5840884.0
2020-09-25,30.9438,31.1652,30.5563,30.9345,5060869.0
2020-09-26,30.9438,31.1652,30.5563,30.9345,5060869.0
2020-09-27,30.9438,31.1652,30.5563,30.9345,5060869.0
2020-09-28,30.9069,31.1144,30.75,31.0914,5062439.0
2020-09-29,30.8423,31.3497,30.7131,31.156,6598187.0
2020-09-30,31.0914,31.8571,30.8561,31.2851,12820438.0
2020-10-01,31.322,31.5804,30.9253,31.3866,8658405.0
2020-10-02,31.1375,31.6772,31.0914,31.4327,5702925.0
2020-10-03,31.1375,31.6772,31.0914,31.4327,5702925.0
2020-10-04,31.1375,31.6772,31.0914,31.4327,5702925.0
2020-10-05,31.4604,31.894,31.4604,31.8571,5274667.0
2020-10-06,31.9309,32.2631,31.2159,31.322,7658320.0
2020-10-07,31.4235,31.7649,31.3682,31.3958,6114527.0
2020-10-08,31.5711,32.0001,31.5065,31.6357,4451654.0
2020-10-09,31.8295,32.0693,31.7095,31.7833,6388489.0
2020-10-10,31.8295,32.0693,31.7095,31.7833,6388489.0
2020-10-11,31.8295,32.0693,31.7095,31.7833,6388489.0
2020-10-12,31.894,32.2446,31.8202,31.9494,5526708.0
2020-10-13,31.8295,32.1893,31.811,32.1062,4784999.0
2020-10-14,31.7556,31.9595,30.5932,31.2205,12086816.0
2020-10-15,31.0545,31.4327,31.036,31.3497,5598382.0
2020-10-16,31.4512,31.6726,31.322,31.4327,4953706.0
2020-10-17,31.4512,31.6726,31.322,31.4327,4953706.0
2020-10-18,31.4512,31.6726,31.322,31.4327,4953706.0
2020-10-19,31.4327,31.6911,31.1052,31.2574,6491446.0
2020-10-20,31.4051,31.4051,30.7131,30.75,6891862.0
2020-10-21,30.7316,30.9991,30.6762,30.75,4694228.0
2020-10-22,30.4917,30.6208,29.5876,30.1134,9890997.0
2020-10-23,29.892,30.2869,29.809,30.2241,6179113.0
2020-10-24,29.892,30.2869,29.809,30.2241,6179113.0
2020-10-25,29.892,30.2869,29.809,30.2241,6179113.0
2020-10-26,30.1688,30.5932,30.1411,30.5932,7771002.0
2020-10-27,30.1319,30.547,29.7813,29.8367,8724364.0
2020-10-28,29.7075,30.2149,29.5553,29.6706,11676456.0
2020-10-29,29.5876,30.0765,29.1724,29.7628,7314105.0
2020-10-30,29.6614,30.0119,29.5783,29.7167,8448240.0
2020-10-31,29.6614,30.0119,29.5783,29.7167,8448240.0
2020-11-01,29.6614,30.0119,29.5783,29.7167,8448240.0
2020-11-02,29.975,30.0119,29.2831,29.5783,7478482.0
2020-11-03,29.5968,30.2933,29.5968,30.2057,6431877.0
2020-11-04,30.1042,30.2057,29.5506,29.606,9292985.0
2020-11-05,29.7813,30.3256,29.5783,30.1872,7239904.0
2020-11-06,30.2334,30.7685,30.1602,30.6024,7473791.0
2020-11-07,30.2334,30.7685,30.1602,30.6024,7473791.0
2020-11-08,30.2334,30.7685,30.1602,30.6024,7473791.0
2020-11-09,29.5045,29.5876,28.1114,28.6096,20654490.0
2020-11-10,28.6004,29.4815,28.5266,29.4492,10234417.0
2020-11-11,29.523,29.9658,29.2277,29.606,9264822.0
2020-11-12,29.8936,29.8936,29.2905,29.7173,9014191.0
2020-11-13,29.7173,29.8843,29.5225,29.8194,6621839.0
2020-11-14,29.7173,29.8843,29.5225,29.8194,6621839.0
2020-11-15,29.7173,29.8843,29.5225,29.8194,6621839.0
2020-11-16,29.6338,30.3018,29.3277,29.9678,10473783.0
2020-11-17,29.8194,29.94,29.2627,29.5967,11181717.0
2020-11-18,29.7823,30.1256,29.657,29.7266,7229185.0
2020-11-19,29.8658,30.5802,29.8611,30.3946,9113095.0
2020-11-20,30.4039,30.6683,30.0096,30.0977,7793662.0
2020-11-21,30.4039,30.6683,30.0096,30.0977,7793662.0
2020-11-22,30.4039,30.6683,30.0096,30.0977,7793662.0
2020-11-23,29.9771,30.84,29.9493,30.6451,12661711.0
2020-11-24,30.7843,30.8771,30.2926,30.3297,11294914.0
2020-11-25,30.2276,30.3297,29.8287,29.9864,8672205.0
2020-11-26,30.2276,30.3297,29.8287,29.9864,8672205.0
2020-11-27,30.1627,30.4317,30.0513,30.0885,5265774.0
2020-11-28,30.1627,30.4317,30.0513,30.0885,5265774.0
2020-11-29,30.1627,30.4317,30.0513,30.0885,5265774.0
2020-11-30,30.339,30.775,30.1905,30.6173,34108818.0
2020-12-01,30.4503,30.942,30.3018,30.6266,10816088.0
2020-12-02,30.5245,30.7286,29.7544,29.9586,18396434.0
2020-12-03,28.6596,28.9473,28.1608,28.6504,33237103.0
2020-12-04,28.5947,28.6782,28.2329,28.372,18170139.0
2020-12-05,28.5947,28.6782,28.2329,28.372,18170139.0
2020-12-06,28.5947,28.6782,28.2329,28.372,18170139.0
2020-12-07,28.3813,28.938,28.3164,28.7153,18498175.0
2020-12-08,28.6596,29.0447,28.6504,29.04,12405585.0
2020-12-09,29.0772,29.2905,28.7571,28.9565,12967004.0
2020-12-10,28.9009,29.0586,28.7153,28.9565,9034843.0
2020-12-11,28.9937,29.2627,28.8916,29.0772,10604017.0
2020-12-12,28.9937,29.2627,28.8916,29.0772,10604017.0
2020-12-13,28.9937,29.2627,28.8916,29.0772,10604017.0
2020-12-14,29.0586,29.3091,28.989,29.04,10292818.0
2020-12-15,29.1143,29.1514,28.8498,28.938,9042427.0
2020-12-16,28.9194,29.0586,28.5947,28.7339,12657864.0
2020-12-17,28.7803,28.8406,28.6133,28.7617,11126960.0
2020-12-18,28.7246,28.8359,28.4926,28.6411,13345405.0
2020-12-19,28.7246,28.8359,28.4926,28.6411,13345405.0
2020-12-20,28.7246,28.8359,28.4926,28.6411,13345405.0
2020-12-21,28.437,28.5761,28.1586,28.5761,12270039.0
2020-12-22,28.5298,28.6921,28.4277,28.6596,13981085.0
2020-12-23,28.6504,29.3184,28.6457,29.1235,9509487.0
2020-12-24,29.0308,29.3369,28.9983,29.2534,2918990.0
2020-12-25,29.0308,29.3369,28.9983,29.2534,2918990.0
2020-12-26,29.0308,29.3369,28.9983,29.2534,2918990.0
2020-12-27,29.0308,29.3369,28.9983,29.2534,2918990.0
2020-12-28,29.3184,29.3926,28.9983,29.1235,7026312.0
2020-12-29,29.0679,29.3462,29.0493,29.1885,6465061.0
2020-12-30,29.2534,29.4668,29.2256,29.272,6713318.0
2020-12-31,29.3091,29.5318,29.1189,29.4668,7089095.0
2021-01-01,29.3091,29.5318,29.1189,29.4668,7089095.0
2021-01-02,29.3091,29.5318,29.1189,29.4668,7089095.0
2021-01-03,29.3091,29.5318,29.1189,29.4668,7089095.0
2021-01-04,29.4761,29.9307,29.4158,29.8101,11297052.0
2021-01-05,29.6988,29.9493,29.4389,29.5967,9001497.0
2021-01-06,29.7266,30.339,29.6895,29.8843,11872154.0
2021-01-07,29.4575,30.0699,29.4112,29.5225,9479315.0
2021-01-08,29.5689,29.6153,29.1607,29.3462,9175398.0
2021-01-09,29.5689,29.6153,29.1607,29.3462,9175398.0
2021-01-10,29.5689,29.6153,29.1607,29.3462,9175398.0
2021-01-11,29.3091,29.7173,29.3091,29.4668,8842613.0
2021-01-12,29.7081,30.0142,29.2256,29.2442,10568448.0
2021-01-13,29.2998,29.8008,29.1699,29.6802,8671751.0
2021-01-14,29.7544,31.0255,29.6106,30.7472,20648116.0
2021-01-15,30.7565,31.7492,30.4874,31.2668,14722567.0
2021-01-16,30.7565,31.7492,30.4874,31.2668,14722567.0
2021-01-17,30.7565,31.7492,30.4874,31.2668,14722567.0
2021-01-18,30.7565,31.7492,30.4874,31.2668,14722567.0
2021-01-19,31.2668,31.2946,30.6637,31.1925,9645287.0
2021-01-20,30.5616,30.775,30.1812,30.6822,10878520.0
2021-01-21,30.6266,31.0348,30.5152,30.8121,8580459.0
2021-01-22,30.9791,31.2807,30.4039,31.1369,9458159.0
2021-01-23,30.9791,31.2807,30.4039,31.1369,9458159.0
2021-01-24,30.9791,31.2807,30.4039,31.1369,9458159.0
2021-01-25,31.0812,34.3563,30.942,32.0739,32565353.0
2021-01-26,32.0183,34.4816,31.9348,34.3934,24964993.0
2021-01-27,34.3934,39.886,34.347,35.9521,40043244.0
2021-01-28,34.9594,36.583,32.2456,32.8255,28535203.0
2021-01-29,33.0852,33.9388,31.9626,32.009,17188857.0
2021-01-30,33.0852,33.9388,31.9626,32.009,17188857.0
2021-01-31,33.0852,33.9388,31.9626,32.009,17188857.0
2021-02-01,32.0183,32.4172,30.8817,31.2668,13036741.0
2021-02-02,31.1647,31.174,30.4688,30.7101,11133620.0
2021-02-03,30.9513,31.5358,30.4874,31.508,10162952.0
2021-02-04,31.508,31.7028,30.9977,31.0348,8426201.0
2021-02-05,30.9327,31.3178,30.7008,30.7565,8367644.0
2021-02-06,30.9327,31.3178,30.7008,30.7565,8367644.0
2021-02-07,30.9327,31.3178,30.7008,30.7565,8367644.0
2021-02-08,30.8214,31.2018,30.7101,30.8771,8826517.0
2021-02-09,30.9235,31.3577,30.8956,31.1647,10256134.0
2021-02-10,31.3503,31.5265,31.0023,31.1833,7172609.0
2021-02-11,31.2392,31.3978,31.0993,31.1553,6119892.0
2021-02-12,31.2392,31.7243,31.09,31.6683,7025066.0
2021-02-13,31.2392,31.7243,31.09,31.6683,7025066.0
2021-02-14,31.2392,31.7243,31.09,31.6683,7025066.0
2021-02-15,31.2392,31.7243,31.09,31.6683,7025066.0
2021-02-16,31.7522,31.8828,31.2532,31.3978,8262787.0
2021-02-17,31.603,32.088,31.2952,32.0601,7081178.0
2021-02-18,31.5284,31.9575,31.2485,31.5657,7997620.0
2021-02-19,31.631,32.0741,31.6123,31.7336,7545271.0
2021-02-20,31.631,32.0741,31.6123,31.7336,7545271.0
2021-02-21,31.631,32.0741,31.6123,31.7336,7545271.0
2021-02-22,31.7616,31.9014,30.9034,31.3325,7199198.0
2021-02-23,30.437,31.0387,30.1292,30.8101,9732258.0
2021-02-24,31.1366,31.3138,30.3997,30.5489,6993886.0
2021-02-25,30.7355,31.1366,30.1898,30.2318,8040196.0
2021-02-26,30.381,30.6189,30.0079,30.0452,8254473.0
2021-02-27,30.381,30.6189,30.0079,30.0452,8254473.0
2021-02-28,30.381,30.6189,30.0079,30.0452,8254473.0
2021-03-01,29.9146,30.8987,29.8493,30.6795,9789857.0
2021-03-02,30.493,31.0247,30.1335,30.3717,11486863.0
2021-03-03,30.3251,31.09,30.0219,31.0153,11354287.0
2021-03-04,31.7149,32.3119,30.9127,31.7989,16866685.0
2021-03-05,32.088,32.9555,31.8315,32.1254,16962125.0
2021-03-06,32.088,32.9555,31.8315,32.1254,16962125.0
2021-03-07,32.088,32.9555,31.8315,32.1254,16962125.0
2021-03-08,32.3119,32.8809,32.1906,32.4052,11357678.0
2021-03-09,32.4145,32.8063,32.1067,32.144,9017096.0
2021-03-10,32.1533,33.1234,31.9108,32.8716,9629844.0
2021-03-11,32.9089,33.1141,32.4891,32.5918,9214956.0
2021-03-12,32.6011,33.2074,32.5824,33.0768,10914034.0
2021-03-13,32.6011,33.2074,32.5824,33.0768,10914034.0
2021-03-14,32.6011,33.2074,32.5824,33.0768,10914034.0
2021-03-15,33.1048,33.7624,32.9929,33.4592,11783023.0
2021-03-16,33.2447,33.5385,33.1981,33.4126,7327028.0
2021-03-17,33.4033,33.4779,32.6944,32.9089,9266470.0
2021-03-18,32.4145,32.8529,32.2,32.3586,9321270.0
2021-03-19,32.5451,33.1887,32.5125,33.0208,12271002.0
2021-03-20,32.5451,33.1887,32.5125,33.0208,12271002.0
2021-03-21,32.5451,33.1887,32.5125,33.0208,12271002.0
2021-03-22,32.9742,33.7764,32.8343,33.7577,8064450.0
2021-03-23,33.5992,34.5599,33.3566,34.1775,10462042.0
2021-03-24,34.0749,34.2428,33.2354,33.31,11097924.0
2021-03-25,33.4499,34.1122,33.338,34.0376,7091421.0
2021-03-26,34.2801,34.8771,33.9909,34.7278,9376300.0
2021-03-27,34.2801,34.8771,33.9909,34.7278,9376300.0
2021-03-28,34.2801,34.8771,33.9909,34.7278,9376300.0
2021-03-29,34.7278,35.5674,34.7278,35.3995,9505516.0
2021-03-30,35.3062,35.7353,35.1756,35.5207,10591433.0
2021-03-31,35.4274,35.4647,33.5525,33.5712,18974058.0
2021-04-01,33.5432,33.9023,33.1514,33.5339,11932676.0
2021-04-02,33.5432,33.9023,33.1514,33.5339,11932676.0
2021-04-03,33.5432,33.9023,33.1514,33.5339,11932676.0
2021-04-04,33.5432,33.9023,33.1514,33.5339,11932676.0
2021-04-05,33.6924,34.4807,33.5805,34.2614,9525470.0
2021-04-06,34.1775,34.6532,34.0003,34.4107,12831115.0
2021-04-07,34.3641,34.9191,34.3641,34.6532,11805632.0
2021-04-08,34.6905,34.8631,34.4667,34.7278,9538840.0
2021-04-09,34.8491,35.3995,34.7931,35.2409,7618719.0
2021-04-10,34.8491,35.3995,34.7931,35.2409,7618719.0
2021-04-11,34.8491,35.3995,34.7931,35.2409,7618719.0
2021-04-12,35.3995,35.6047,35.0543,35.4181,7381637.0
2021-04-13,35.5207,35.7819,34.975,35.0543,10907712.0
2021-04-14,35.1289,35.1569,34.3454,34.7372,6639665.0
2021-04-15,34.8771,35.0916,34.4853,34.6905,6425299.0
2021-04-16,34.8771,34.8771,34.5973,34.6159,6792460.0
2021-04-17,34.8771,34.8771,34.5973,34.6159,6792460.0
2021-04-18,34.8771,34.8771,34.5973,34.6159,6792460.0
2021-04-19,34.6252,35.1476,34.4387,34.9144,6593061.0
2021-04-20,35.0263,35.7353,34.9144,35.2222,7519947.0
2021-04-21,35.2875,35.8099,35.2362,35.3621,5509485.0
2021-04-22,35.3621,35.4508,34.8538,34.9144,6622834.0
2021-04-23,34.8211,34.9331,34.3557,34.8398,5835321.0
2021-04-24,34.8211,34.9331,34.3557,34.8398,5835321.0
2021-04-25,34.8211,34.9331,34.3557,34.8398,5835321.0
2021-04-26,34.8864,34.8864,33.7027,34.0842,9005815.0
2021-04-27,34.1122,34.504,34.0562,34.2988,6323179.0
2021-04-28,34.4014,34.5599,34.1635,34.1868,5617153.0
2021-04-29,34.2335,34.6719,34.2148,34.5693,5355965.0
2021-04-30,34.6532,34.7185,34.0282,34.0842,9032409.0
2021-05-01,34.6532,34.7185,34.0282,34.0842,9032409.0
