,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity
2021-03-03,135.0019,135.0019,128.9775,130.3776,1155844.0
2021-03-04,130.7917,134.2328,128.9972,129.2536,1453507.0
2021-03-05,130.2593,133.7497,128.3662,133.5722,1086932.0
2021-03-06,130.2593,133.7497,128.3662,133.5722,1086932.0
2021-03-07,130.2593,133.7497,128.3662,133.5722,1086932.0
2021-03-08,133.1877,133.3011,129.3127,129.5198,1056980.0
2021-03-09,131.5214,133.0398,130.0818,130.565,1146525.0
2021-03-10,131.3439,132.9215,129.7959,129.9339,1149056.0
2021-03-11,131.2886,135.1151,130.7151,133.6913,1325475.0
2021-03-12,132.6036,133.2661,131.4962,131.9807,732833.0
2021-03-13,132.6036,133.2661,131.4962,131.9807,732833.0
2021-03-14,132.6036,133.2661,131.4962,131.9807,732833.0
2021-03-15,131.7236,133.7902,130.8832,133.454,811654.0
2021-03-16,133.8198,134.8481,132.5443,134.6405,831877.0
2021-03-17,134.9371,134.9371,131.3677,131.951,1434447.0
2021-03-18,130.6558,130.814,127.205,130.0229,1571530.0
2021-03-19,129.6967,133.0189,129.5978,132.0697,2123891.0
2021-03-20,129.6967,133.0189,129.5978,132.0697,2123891.0
2021-03-21,129.6967,133.0189,129.5978,132.0697,2123891.0
2021-03-22,133.0189,136.6625,132.5146,136.1929,1012832.0
2021-03-23,136.4401,138.7637,136.0149,136.8059,831488.0
2021-03-24,135.6787,136.0544,133.4639,133.5133,976151.0
2021-03-25,133.1969,135.4513,132.0796,133.5726,1171587.0
2021-03-26,132.1883,135.2239,132.1883,135.1052,997418.0
2021-03-27,132.1883,135.2239,132.1883,135.1052,997418.0
2021-03-28,132.1883,135.2239,132.1883,135.1052,997418.0
2021-03-29,135.5304,138.9713,135.0063,137.2805,1203257.0
2021-03-30,135.5106,137.1223,132.7371,136.8356,1389799.0
2021-03-31,137.3102,140.2864,136.8356,138.7834,1233704.0
2021-04-01,138.4967,140.7511,137.3893,138.7439,858165.0
2021-04-02,138.4967,140.7511,137.3893,138.7439,858165.0
2021-04-03,138.4967,140.7511,137.3893,138.7439,858165.0
2021-04-04,138.4967,140.7511,137.3893,138.7439,858165.0
2021-04-05,136.9938,141.1268,136.7663,140.8895,888994.0
2021-04-06,140.4149,142.0958,138.823,140.3852,838555.0
2021-04-07,141.6311,142.3628,140.9241,141.0774,1206837.0
2021-04-08,142.2046,142.2936,140.6423,141.1664,705725.0
2021-04-09,140.9291,141.3345,140.0849,140.7412,779519.0
2021-04-10,140.9291,141.3345,140.0849,140.7412,779519.0
2021-04-11,140.9291,141.3345,140.0849,140.7412,779519.0
2021-04-12,139.5744,140.672,139.5744,140.4643,798943.0
2021-04-13,139.2383,139.7129,135.214,137.4387,1308455.0
2021-04-14,137.4387,137.8144,135.3623,136.2126,1073750.0
2021-04-15,136.0445,137.6859,134.9618,137.2706,988669.0
2021-04-16,137.7551,139.4805,137.0827,138.9219,779691.0
2021-04-17,137.7551,139.4805,137.0827,138.9219,779691.0
2021-04-18,137.7551,139.4805,137.0827,138.9219,779691.0
2021-04-19,138.3583,139.0899,136.0151,137.2904,892149.0
2021-04-20,136.5785,138.8823,136.2027,136.5686,555676.0
2021-04-21,139.3569,142.8473,138.8724,139.9106,1639579.0
2021-04-22,138.1753,140.4643,138.1753,138.7241,1424416.0
2021-04-23,138.6549,140.1282,136.9344,138.9021,749313.0
2021-04-24,138.6549,140.1282,136.9344,138.9021,749313.0
2021-04-25,138.6549,140.1282,136.9344,138.9021,749313.0
2021-04-26,139.2185,140.4841,137.9331,139.0207,1091130.0
2021-04-27,138.7834,139.8612,137.4387,138.7637,658467.0
2021-04-28,139.6832,139.6931,136.6872,136.9542,1083504.0
2021-04-29,122.973,129.4495,122.6072,126.582,4297261.0
2021-04-30,125.089,126.1074,121.4899,122.4589,2446480.0
2021-05-01,125.089,126.1074,121.4899,122.4589,2446480.0
2021-05-02,125.089,126.1074,121.4899,122.4589,2446480.0
2021-05-03,121.8755,122.6467,120.0265,122.0139,1974034.0
2021-05-04,120.9362,121.1438,116.724,117.8611,1849256.0
2021-05-05,118.5532,119.1317,117.2678,117.8413,964054.0
2021-05-06,117.5051,120.422,117.0666,120.3231,1093751.0
2021-05-07,121.7272,122.2908,119.453,119.6706,1009558.0
2021-05-08,121.7272,122.2908,119.453,119.6706,1009558.0
2021-05-09,121.7272,122.2908,119.453,119.6706,1009558.0
2021-05-10,119.3344,119.5321,117.3272,117.9501,1116702.0
2021-05-11,116.1703,118.3061,115.3002,117.9007,1047687.0
2021-05-12,117.1887,118.138,115.2508,115.4881,1203438.0
2021-05-13,115.8341,117.08,115.0629,115.409,1122226.0
2021-05-14,116.4373,117.0305,115.9726,116.3878,749459.0
2021-05-15,116.4373,117.0305,115.9726,116.3878,749459.0
2021-05-16,116.4373,117.0305,115.9726,116.3878,749459.0
2021-05-17,115.9528,116.2593,114.6278,115.5573,784834.0
2021-05-18,115.5771,115.9132,114.2323,114.4993,1052196.0
2021-05-19,113.8072,114.2175,112.5514,114.0939,894197.0
2021-05-20,114.5487,116.4966,114.3114,114.4795,1760664.0
2021-05-21,114.6773,115.3595,114.3708,114.5092,1136699.0
2021-05-22,114.6773,115.3595,114.3708,114.5092,1136699.0
2021-05-23,114.6773,115.3595,114.3708,114.5092,1136699.0
2021-05-24,115.4881,116.022,114.44,114.5388,747450.0
2021-05-25,114.7564,115.3397,113.4512,113.9357,1107699.0
2021-05-26,113.5797,115.1618,113.1842,113.5402,930964.0
2021-05-27,113.7676,114.2818,112.1955,112.4031,1978977.0
2021-05-28,112.6899,114.5982,112.6899,113.6687,1627649.0
2021-05-29,112.6899,114.5982,112.6899,113.6687,1627649.0
2021-05-30,112.6899,114.5982,112.6899,113.6687,1627649.0
2021-05-31,112.6899,114.5982,112.6899,113.6687,1627649.0
2021-06-01,113.8665,114.3806,112.4525,112.591,1289446.0
2021-06-02,112.6404,114.524,112.4031,113.5995,1698914.0
2021-06-03,112.8283,115.498,112.5613,115.2409,1345468.0
2021-06-04,115.5869,118.2863,115.3941,117.8018,1153378.0
2021-06-05,115.5869,118.2863,115.3941,117.8018,1153378.0
2021-06-06,115.5869,118.2863,115.3941,117.8018,1153378.0
2021-06-07,118.0193,118.0193,115.2211,115.7451,667672.0
2021-06-08,116.5065,117.5546,116.0912,117.1096,1148297.0
2021-06-09,117.1591,117.515,115.6858,116.7438,964490.0
2021-06-10,117.0315,117.8597,115.9621,117.6861,849331.0
2021-06-11,117.6861,119.65,117.329,119.4318,1084981.0
2021-06-12,117.6861,119.65,117.329,119.4318,1084981.0
2021-06-13,117.6861,119.65,117.329,119.4318,1084981.0
2021-06-14,120.0269,120.88,119.5707,119.6798,1180329.0
2021-06-15,119.7691,120.2154,118.7375,118.9061,1256825.0
2021-06-16,118.8863,119.7095,116.0793,116.6546,918855.0
2021-06-17,116.0793,118.5193,115.8065,117.1505,981780.0
2021-06-18,116.843,117.0414,114.1451,114.8692,2072548.0
2021-06-19,116.843,117.0414,114.1451,114.8692,2072548.0
2021-06-20,116.843,117.0414,114.1451,114.8692,2072548.0
2021-06-21,114.284,115.7222,113.1731,115.1172,924585.0
2021-06-22,114.9585,115.6032,113.4111,113.8575,1077868.0
2021-06-23,113.7484,113.8872,112.0622,112.4192,1227086.0
2021-06-24,113.0243,114.0558,112.325,113.5897,814980.0
2021-06-25,113.5897,115.2015,113.5599,115.018,1171059.0
2021-06-26,113.5897,115.2015,113.5599,115.018,1171059.0
2021-06-27,113.5897,115.2015,113.5599,115.018,1171059.0
2021-06-28,116.1636,118.2515,115.6627,116.4165,1292485.0
2021-06-29,115.9305,116.972,115.4246,116.9224,491206.0
2021-06-30,117.2894,117.2894,116.1224,116.3173,584668.0
2021-07-01,116.1983,116.7835,115.3651,116.4463,640725.0
2021-07-02,116.9918,118.1027,116.1388,117.9638,619915.0
2021-07-03,116.9918,118.1027,116.1388,117.9638,619915.0
2021-07-04,116.9918,118.1027,116.1388,117.9638,619915.0
2021-07-05,116.9918,118.1027,116.1388,117.9638,619915.0
2021-07-06,117.5671,117.6861,114.7998,115.1172,1037573.0
2021-07-07,115.9602,116.9918,114.6113,116.2677,765161.0
2021-07-08,115.2263,116.8033,114.1352,115.9206,1244354.0
2021-07-09,115.7718,116.238,114.6314,115.2263,878718.0
2021-07-10,115.7718,116.238,114.6314,115.2263,878718.0
2021-07-11,115.7718,116.238,114.6314,115.2263,878718.0
2021-07-12,115.6726,115.8015,112.9747,113.0441,1094635.0
2021-07-13,113.0342,113.8702,111.9431,112.6573,1007337.0
2021-07-14,113.3119,114.9882,112.8854,114.8394,1007760.0
2021-07-15,115.0378,115.7916,113.3913,114.0558,982106.0
2021-07-16,114.4923,115.6528,113.8575,115.2957,1021428.0
2021-07-17,114.4923,115.6528,113.8575,115.2957,1021428.0
2021-07-18,114.4923,115.6528,113.8575,115.2957,1021428.0
2021-07-19,115.0378,115.1767,112.0027,113.0144,873349.0
2021-07-20,113.4806,114.7799,113.183,113.788,870381.0
2021-07-21,114.3732,114.7303,112.6573,113.1136,701942.0
2021-07-22,112.7069,113.9864,112.3002,113.5599,539511.0
2021-07-23,114.0658,114.2344,112.6474,113.9963,527247.0
2021-07-24,114.0658,114.2344,112.6474,113.9963,527247.0
2021-07-25,114.0658,114.2344,112.6474,113.9963,527247.0
2021-07-26,113.9368,114.2443,113.0739,113.8376,528458.0
2021-07-27,114.036,114.1947,112.0423,113.7781,627084.0
2021-07-28,113.6889,114.3931,113.2128,113.6194,827767.0
2021-07-29,93.9604,98.8702,93.891,98.1957,9859016.0
2021-07-30,98.1957,100.6248,95.9243,99.9315,2712062.0
2021-07-31,98.1957,100.6248,95.9243,99.9315,2712062.0
2021-08-01,98.1957,100.6248,95.9243,99.9315,2712062.0
2021-08-02,99.4653,103.0956,98.324,102.7286,3044299.0
2021-08-03,102.2724,102.8328,101.6177,102.1632,2710922.0
2021-08-04,101.707,102.3418,99.5844,100.1101,4452403.0
2021-08-05,99.9514,100.6308,98.6024,100.4275,3209748.0
2021-08-06,100.7548,101.578,99.0388,100.5663,2874620.0
2021-08-07,100.7548,101.578,99.0388,100.5663,2874620.0
2021-08-08,100.7548,101.578,99.0388,100.5663,2874620.0
2021-08-09,100.4771,100.9333,99.877,100.6556,1852321.0
2021-08-10,100.5961,100.9234,99.8125,100.0506,3490004.0
2021-08-11,100.3977,101.5681,99.753,101.4293,1019677.0
2021-08-12,101.221,101.6871,100.5862,101.2606,2524670.0
2021-08-13,101.0325,101.588,100.3977,101.2805,1022204.0
2021-08-14,101.0325,101.588,100.3977,101.2805,1022204.0
2021-08-15,101.0325,101.588,100.3977,101.2805,1022204.0
2021-08-16,101.4888,101.8062,101.092,101.34,1737380.0
2021-08-17,101.0722,101.7764,100.7449,101.707,830823.0
2021-08-18,101.459,101.7232,100.5961,101.6177,1578987.0
2021-08-19,101.7169,102.0938,101.2954,101.6475,2527581.0
2021-08-20,100.9532,102.679,100.9532,102.3815,1024154.0
2021-08-21,100.9532,102.679,100.9532,102.3815,1024154.0
2021-08-22,100.9532,102.679,100.9532,102.3815,1024154.0
2021-08-23,102.4707,102.565,101.5185,101.5681,1714333.0
2021-08-24,101.6376,102.0938,101.5086,101.7566,760362.0
2021-08-25,101.5086,102.1335,100.6556,100.8044,1368037.0
2021-08-26,100.7151,101.6871,99.753,99.9514,1063429.0
2021-08-27,99.8026,101.0424,98.8206,100.9432,845841.0
2021-08-28,99.8026,101.0424,98.8206,100.9432,845841.0
2021-08-29,99.8026,101.0424,98.8206,100.9432,845841.0
2021-08-30,100.9234,102.312,100.9234,101.826,1739782.0
2021-08-31,102.1236,103.0163,101.6772,102.0343,1130625.0
2021-09-01,102.3815,102.7981,101.6871,101.7566,687580.0
2021-09-02,101.8954,103.0559,101.1317,103.0262,920821.0
2021-09-03,103.1155,103.6511,101.7566,101.9153,1241538.0
2021-09-04,103.1155,103.6511,101.7566,101.9153,1241538.0
2021-09-05,103.1155,103.6511,101.7566,101.9153,1241538.0
2021-09-06,103.1155,103.6511,101.7566,101.9153,1241538.0
2021-09-07,101.8558,102.808,101.6376,102.6592,2114989.0
2021-09-08,110.3512,111.3877,105.5158,105.7241,4004136.0
2021-09-09,105.9928,108.2024,105.8535,107.7943,1784460.0
2021-09-10,108.2622,108.6603,105.8435,107.0678,1745760.0
2021-09-11,108.2622,108.6603,105.8435,107.0678,1745760.0
2021-09-12,108.2622,108.6603,105.8435,107.0678,1745760.0
2021-09-13,107.3265,110.4718,107.0777,108.3119,1421178.0
2021-09-14,108.1626,109.4864,107.3365,109.0684,1461311.0
2021-09-15,112.4724,114.4631,110.6908,111.9449,3737106.0
2021-09-16,111.7856,112.2932,108.6404,110.432,1996558.0
2021-09-17,110.9296,112.0643,110.5514,111.0491,3027783.0
2021-09-18,110.9296,112.0643,110.5514,111.0491,3027783.0
2021-09-19,110.9296,112.0643,110.5514,111.0491,3027783.0
2021-09-20,109.3471,110.85,108.9688,109.785,1446164.0
2021-09-21,110.4519,110.8102,107.7048,108.1825,1713905.0
2021-09-22,108.0631,108.9191,107.7147,108.5309,1875952.0
2021-09-23,108.7996,110.9794,108.5458,110.641,750296.0
2021-09-24,110.4817,111.3576,109.4665,109.6755,777370.0
2021-09-25,110.4817,111.3576,109.4665,109.6755,777370.0
2021-09-26,110.4817,111.3576,109.4665,109.6755,777370.0
2021-09-27,109.2475,109.4068,108.2622,108.4612,1229349.0
2021-09-28,108.1726,108.6503,106.3611,106.5004,1835528.0
2021-09-29,106.5701,108.4911,106.3113,107.645,822944.0
2021-09-30,107.7943,108.0929,106.371,106.8687,967201.0
2021-10-01,107.4559,108.3318,106.4507,107.9237,1148411.0
2021-10-02,107.4559,108.3318,106.4507,107.9237,1148411.0
2021-10-03,107.4559,108.3318,106.4507,107.9237,1148411.0
2021-10-04,107.5356,107.9934,105.4553,105.6942,1089524.0
2021-10-05,105.097,106.6895,104.9178,105.9729,623143.0
2021-10-06,104.9278,105.5001,104.1216,105.4653,988124.0
2021-10-07,103.1561,105.8883,103.0168,103.7234,2207707.0
2021-10-08,102.7978,103.5144,97.3732,97.8609,2542131.0
2021-10-09,102.7978,103.5144,97.3732,97.8609,2542131.0
2021-10-10,102.7978,103.5144,97.3732,97.8609,2542131.0
2021-10-11,97.841,98.0899,93.9592,94.2379,1927636.0
2021-10-12,91.7695,92.9141,90.2666,90.5254,2748550.0
2021-10-13,90.396,94.437,90.1372,93.7204,1945331.0
2021-10-14,94.5465,95.711,94.014,95.2631,2149747.0
2021-10-15,95.5717,98.4482,95.4423,97.1244,1738193.0
2021-10-16,95.5717,98.4482,95.4423,97.1244,1738193.0
2021-10-17,95.5717,98.4482,95.4423,97.1244,1738193.0
2021-10-18,97.0746,100.1801,96.3679,100.0507,1507316.0
2021-10-19,99.9113,100.618,98.508,99.8516,1389777.0
2021-10-20,99.4535,100.3194,98.5975,98.8165,1154135.0
2021-10-21,99.2046,100.3976,98.4482,99.7322,1211614.0
2021-10-22,99.762,100.7822,98.9956,99.4236,918843.0
2021-10-23,99.762,100.7822,98.9956,99.4236,918843.0
2021-10-24,99.762,100.7822,98.9956,99.4236,918843.0
2021-10-25,99.5331,99.7123,97.8311,98.1197,747410.0
2021-10-26,98.4581,98.4581,95.9698,96.149,1295601.0
2021-10-27,96.4774,97.0746,94.4967,94.5365,693064.0
2021-10-28,94.4967,95.3527,94.3275,94.7057,964567.0
2021-10-29,94.4071,96.1191,94.1235,94.2877,887837.0
2021-10-30,94.4071,96.1191,94.1235,94.2877,887837.0
2021-10-31,94.4071,96.1191,94.1235,94.2877,887837.0
2021-11-01,94.0986,94.8152,93.382,94.3176,1097042.0
2021-11-02,94.5266,95.5418,92.9042,95.1437,1144115.0
2021-11-03,94.8152,95.3328,93.3222,93.7602,1825998.0
2021-11-04,91.7695,98.8563,91.2221,94.656,1835370.0
2021-11-05,91.242,92.725,88.6492,88.7835,3087326.0
2021-11-06,91.242,92.725,88.6492,88.7835,3087326.0
2021-11-07,91.242,92.725,88.6492,88.7835,3087326.0
2021-11-08,90.1023,91.461,89.1618,91.0827,1852337.0
2021-11-09,91.5605,91.7363,89.5897,89.9282,1675837.0
2021-11-10,89.739,90.0874,87.9441,88.6243,1276975.0
2021-11-11,88.6939,88.9826,86.8227,86.9521,918123.0
2021-11-12,87.0317,89.5698,87.0317,89.2613,2319706.0
2021-11-13,87.0317,89.5698,87.0317,89.2613,2319706.0
2021-11-14,87.0317,89.5698,87.0317,89.2613,2319706.0
2021-11-15,89.0025,89.0025,84.8022,86.753,2665011.0
2021-11-16,87.1014,88.4849,86.9621,87.9873,1897447.0
2021-11-17,87.7981,88.6143,86.4644,86.5241,1563790.0
2021-11-18,86.3052,87.5571,83.2196,84.3344,2620723.0
2021-11-19,85.0212,86.2255,83.4386,84.7027,1455701.0
2021-11-20,85.0212,86.2255,83.4386,84.7027,1455701.0
2021-11-21,85.0212,86.2255,83.4386,84.7027,1455701.0
2021-11-22,84.7027,85.8573,84.5036,85.0212,1296655.0
2021-11-23,85.1406,85.2551,83.0653,83.6178,1701210.0
2021-11-24,83.9462,84.6728,83.1997,84.3443,1367211.0
2021-11-25,83.9462,84.6728,83.1997,84.3443,1367211.0
2021-11-26,84.3643,84.8818,82.3238,82.5129,1806544.0
2021-11-27,84.3643,84.8818,82.3238,82.5129,1806544.0
2021-11-28,84.3643,84.8818,82.3238,82.5129,1806544.0
2021-11-29,83.1798,83.2196,80.1042,81.9854,2420471.0
2021-11-30,81.6769,82.7486,79.8056,80.0545,3052810.0
2021-12-01,80.2934,81.1294,78.3525,78.3525,1550039.0
2021-12-02,78.6511,80.154,77.9941,79.726,1152613.0
2021-12-03,79.7459,79.7459,78.3624,78.88,1294138.0
2021-12-04,79.7459,79.7459,78.3624,78.88,1294138.0
2021-12-05,79.7459,79.7459,78.3624,78.88,1294138.0
2021-12-06,78.57,80.63,78.07,80.17,1994497.0
2021-12-07,80.9,82.47,80.58,80.86,2278972.0
2021-12-08,80.89,82.75,80.745,82.71,2003324.0
2021-12-09,82.88,83.065,81.26,81.63,935386.0
2021-12-10,81.94,82.6325,81.17,81.51,1800017.0
2021-12-11,81.94,82.6325,81.17,81.51,1800017.0
2021-12-12,81.94,82.6325,81.17,81.51,1800017.0
2021-12-13,81.99,84.48,81.99,84.03,1271064.0
2021-12-14,82.765,83.52,81.66,83.14,2148650.0
2021-12-15,83.27,84.07,81.064,83.73,1324704.0
2021-12-16,82.37,85.15,82.37,84.72,2505371.0
2021-12-17,83.5927,86.18,83.09,83.52,4604697.0
2021-12-18,83.5927,86.18,83.09,83.52,4604697.0
2021-12-19,83.5927,86.18,83.09,83.52,4604697.0
2021-12-20,82.34,83.88,81.88,83.65,1728683.0
2021-12-21,90.0,96.7,89.7001,95.05,4897808.0
2021-12-22,94.22,94.695,92.89,94.32,2211993.0
2021-12-23,94.47,99.23,93.1345,97.88,1621068.0
2021-12-24,94.47,99.23,93.1345,97.88,1621068.0
2021-12-25,94.47,99.23,93.1345,97.88,1621068.0
2021-12-26,94.47,99.23,93.1345,97.88,1621068.0
2021-12-27,97.48,98.0,94.86,95.15,1749571.0
2021-12-28,95.34,96.24,94.92,96.1,849906.0
2021-12-29,95.83,97.5,95.47,96.96,1703837.0
2021-12-30,96.8,97.68,95.57,95.73,768974.0
2021-12-31,95.42,96.01,94.52,94.59,444724.0
2022-01-01,95.42,96.01,94.52,94.59,444724.0
2022-01-02,95.42,96.01,94.52,94.59,444724.0
2022-01-03,94.6,98.52,94.32,98.26,1583026.0
2022-01-04,98.08,99.87,97.12,99.37,1410167.0
2022-01-05,98.85,99.69,97.2,97.22,946844.0
2022-01-06,96.765,97.77,94.3,94.3,1714927.0
2022-01-07,93.88,96.45,93.26,95.72,1598451.0
2022-01-08,93.88,96.45,93.26,95.72,1598451.0
2022-01-09,93.88,96.45,93.26,95.72,1598451.0
2022-01-10,95.33,97.24,94.14,97.22,1179107.0
2022-01-11,96.91,98.35,96.51,98.13,1558974.0
2022-01-12,97.68,98.47,96.035,96.82,818072.0
2022-01-13,96.66,97.83,94.3,94.82,1640688.0
2022-01-14,94.53,96.26,94.45,95.8,1995633.0
2022-01-15,94.53,96.26,94.45,95.8,1995633.0
2022-01-16,94.53,96.26,94.45,95.8,1995633.0
2022-01-17,94.53,96.26,94.45,95.8,1995633.0
2022-01-18,102.6,102.6,99.2601,101.0,4205804.0
2022-01-19,100.25,105.35,100.01,104.7,2805391.0
2022-01-20,104.4,105.245,102.29,102.42,1166006.0
2022-01-21,103.62,104.04,100.57,101.12,1979640.0
2022-01-22,103.62,104.04,100.57,101.12,1979640.0
2022-01-23,103.62,104.04,100.57,101.12,1979640.0
2022-01-24,99.4,106.67,98.01,106.34,2644900.0
2022-01-25,104.22,105.45,99.96,101.38,2497521.0
2022-01-26,103.0,103.48,101.04,102.48,1428822.0
2022-01-27,102.47,103.6623,100.35,100.71,2203391.0
2022-01-28,100.71,105.71,99.56,105.55,2379238.0
2022-01-29,100.71,105.71,99.56,105.55,2379238.0
2022-01-30,100.71,105.71,99.56,105.55,2379238.0
2022-01-31,101.78,102.0,101.3297,101.94,14314104.0
2022-02-01,101.87,102.82,101.78,102.36,4134376.0
2022-02-02,102.25,102.6,101.84,102.09,3298771.0
2022-02-03,102.1,102.59,101.86,102.25,3530536.0
2022-02-04,102.24,102.75,101.92,102.36,2342937.0
2022-02-05,102.24,102.75,101.92,102.36,2342937.0
2022-02-06,102.24,102.75,101.92,102.36,2342937.0
2022-02-07,102.4252,102.53,101.72,101.74,4193325.0
2022-02-08,102.13,102.29,101.85,102.16,2415116.0
2022-02-09,102.18,102.64,101.86,102.43,2133942.0
2022-02-10,102.2,102.38,102.01,102.15,2676784.0
2022-02-11,102.25,102.5,101.88,101.99,3158676.0
2022-02-12,102.25,102.5,101.88,101.99,3158676.0
2022-02-13,102.25,102.5,101.88,101.99,3158676.0
2022-02-14,102.06,102.32,101.9,101.96,5094505.0
2022-02-15,102.06,102.37,101.97,102.13,4074895.0
2022-02-16,102.09,102.11,101.85,101.95,4556119.0
2022-02-17,102.0,102.241,101.54,101.67,3881631.0
2022-02-18,101.85,102.07,101.7,101.88,2711694.0
2022-02-19,101.85,102.07,101.7,101.88,2711694.0
2022-02-20,101.85,102.07,101.7,101.88,2711694.0
2022-02-21,101.85,102.07,101.7,101.88,2711694.0
2022-02-22,101.8,102.0,101.525,101.87,3575443.0
2022-02-23,101.83,102.05,101.6586,101.75,3625359.0
2022-02-24,101.5,102.33,101.45,102.21,4771819.0
2022-02-25,102.05,102.665,101.93,102.6,3108663.0
2022-02-26,102.05,102.665,101.93,102.6,3108663.0
2022-02-27,102.05,102.665,101.93,102.6,3108663.0
2022-02-28,102.17,102.52,101.99,102.5,3546021.0
2022-03-01,102.26,102.73,102.15,102.66,2355475.0
2022-03-02,102.4,102.62,102.19,102.21,3397587.0
2022-03-03,102.35,102.47,101.89,102.02,3638763.0
2022-03-04,101.96,102.06,101.5,101.5,4705546.0
2022-03-05,101.96,102.06,101.5,101.5,4705546.0
2022-03-06,101.96,102.06,101.5,101.5,4705546.0
2022-03-07,101.34,101.645,100.81,101.23,3324399.0
2022-03-08,101.2,101.9,101.02,101.49,2062783.0
2022-03-09,101.5,101.94,101.26,101.92,2012815.0
2022-03-10,101.6,101.66,101.245,101.45,1775980.0
2022-03-11,101.44,101.63,100.98,101.02,2368567.0
2022-03-12,101.44,101.63,100.98,101.02,2368567.0
2022-03-13,101.44,101.63,100.98,101.02,2368567.0
2022-03-14,101.08,101.18,100.13,100.51,2849825.0
2022-03-15,100.69,100.74,99.5,100.49,2392416.0
2022-03-16,100.54,101.16,100.03,101.16,2683246.0
2022-03-17,101.29,101.29,100.5,101.11,2267368.0
2022-03-18,101.02,101.11,99.98,100.74,6852524.0
2022-03-19,101.02,101.11,99.98,100.74,6852524.0
2022-03-20,101.02,101.11,99.98,100.74,6852524.0
2022-03-21,101.115,101.41,100.53,100.56,1264963.0
2022-03-22,100.61,100.99,100.5,100.9,1043384.0
2022-03-23,100.9,101.24,100.76,101.12,1519815.0
2022-03-24,101.14,101.15,100.85,100.86,1133525.0
2022-03-25,100.93,101.27,100.75,101.08,1052155.0
2022-03-26,100.93,101.27,100.75,101.08,1052155.0
2022-03-27,100.93,101.27,100.75,101.08,1052155.0
2022-03-28,101.1,101.21,100.89,101.02,1193801.0
2022-03-29,101.29,101.48,100.895,101.47,1056230.0
2022-03-30,101.45,101.68,101.21,101.49,891996.0
2022-03-31,101.49,101.49,100.58,100.9,1490992.0
2022-04-01,101.01,101.49,100.87,101.49,817459.0
2022-04-02,101.01,101.49,100.87,101.49,817459.0
2022-04-03,101.01,101.49,100.87,101.49,817459.0
2022-04-04,101.2,101.655,101.16,101.42,990958.0
2022-04-05,101.38,101.62,101.25,101.4,638044.0
2022-04-06,101.24,101.4588,101.136,101.29,872796.0
2022-04-07,101.29,101.355,101.09,101.29,650179.0
2022-04-08,101.35,101.435,101.205,101.29,534546.0
2022-04-09,101.35,101.435,101.205,101.29,534546.0
2022-04-10,101.35,101.435,101.205,101.29,534546.0
2022-04-11,101.27,101.35,101.04,101.14,684260.0
2022-04-12,101.2,101.29,100.78,100.93,1399683.0
2022-04-13,101.07,102.01,101.07,102.0,1227837.0
2022-04-14,102.34,102.34,101.83,102.24,935074.0
2022-04-15,102.34,102.34,101.83,102.24,935074.0
2022-04-16,102.34,102.34,101.83,102.24,935074.0
2022-04-17,102.34,102.34,101.83,102.24,935074.0
2022-04-18,102.15,102.19,101.81,102.02,1193600.0
2022-04-19,102.1,102.11,101.86,101.94,1027892.0
2022-04-20,101.95,102.1,101.8,101.85,1032990.0
2022-04-21,102.04,102.07,101.45,101.56,1236205.0
2022-04-22,101.8,101.95,101.23,101.5,1056158.0
2022-04-23,101.8,101.95,101.23,101.5,1056158.0
2022-04-24,101.8,101.95,101.23,101.5,1056158.0
2022-04-25,101.31,101.63,101.16,101.29,1202784.0
2022-04-26,101.33,101.4425,100.75,100.77,1667854.0
2022-04-27,101.0,101.17,100.63,100.76,901655.0
2022-04-28,100.92,101.03,100.62,100.71,774736.0
2022-04-29,100.75,100.82,99.91,100.1,1122701.0
2022-04-30,100.75,100.82,99.91,100.1,1122701.0
2022-05-01,100.75,100.82,99.91,100.1,1122701.0
2022-05-02,100.21,100.45,99.95,100.0,1311363.0
2022-05-03,100.2,101.31,100.15,101.23,1150719.0
2022-05-04,101.38,101.75,100.94,101.7,1526466.0
2022-05-05,101.52,101.68,101.03,101.4,1054553.0
2022-05-06,101.16,101.35,100.62,101.0,1477625.0
2022-05-07,101.16,101.35,100.62,101.0,1477625.0
2022-05-08,101.16,101.35,100.62,101.0,1477625.0
2022-05-09,100.62,100.96,100.01,100.02,1408387.0
2022-05-10,100.36,100.55,99.78,100.29,1526574.0
2022-05-11,100.25,100.4,100.0,100.08,555410.0
2022-05-12,99.96,100.08,99.1001,99.83,1167873.0
2022-05-13,99.83,99.86,98.78,99.15,1074243.0
2022-05-14,99.83,99.86,98.78,99.15,1074243.0
2022-05-15,99.83,99.86,98.78,99.15,1074243.0
2022-05-16,99.07,99.49,98.725,99.28,1019937.0
2022-05-17,99.23,100.8,99.2,100.79,921708.0
2022-05-18,100.55,100.62,99.55,99.68,841761.0
2022-05-19,99.6,99.91,99.42,99.46,660990.0
2022-05-20,99.88,100.06,99.01,99.27,712200.0
2022-05-21,99.88,100.06,99.01,99.27,712200.0
2022-05-22,99.88,100.06,99.01,99.27,712200.0
2022-05-23,99.77,100.19,99.6,99.78,1318146.0
2022-05-24,99.99,100.07,99.42,99.52,1617593.0
2022-05-25,99.5,99.89,99.31,99.64,997378.0
2022-05-26,99.8,100.85,99.67,100.43,779310.0
