,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity
2020-03-01,102.7291,104.5944,100.7984,103.5581,11363607.0
2020-03-02,104.6697,107.3828,102.2958,107.2698,9851607.0
2020-03-03,108.3531,109.6531,100.798,101.7494,9285025.0
2020-03-04,103.8596,109.0785,102.9175,108.9937,7470920.0
2020-03-05,105.1502,106.0592,103.3415,104.5096,12060575.0
2020-03-06,99.6016,102.4654,97.774,101.9661,9897802.0
2020-03-07,99.6016,102.4654,97.774,101.9661,9897802.0
2020-03-08,99.6016,102.4654,97.774,101.9661,9897802.0
2020-03-09,95.0233,95.5602,91.3164,92.5928,12266266.0
2020-03-10,96.0218,97.3737,91.8015,97.3124,9793181.0
2020-03-11,94.4863,95.1081,88.429,89.8515,8823339.0
2020-03-12,82.579,84.4159,77.068,78.6884,12206638.0
2020-03-13,85.1413,94.2791,79.4137,93.8269,12680441.0
2020-03-14,85.1413,94.2791,79.4137,93.8269,12680441.0
2020-03-15,85.1413,94.2791,79.4137,93.8269,12680441.0
2020-03-16,77.6615,87.779,75.7115,80.8927,15072429.0
2020-03-17,82.5319,83.7848,78.3963,81.5616,10512212.0
2020-03-18,75.3818,76.7949,63.1165,69.4752,14359270.0
2020-03-19,68.3354,73.3753,65.7448,72.6028,12330397.0
2020-03-20,74.4021,77.6615,68.3542,69.8238,12208558.0
2020-03-21,74.4021,77.6615,68.3542,69.8238,12208558.0
2020-03-22,74.4021,77.6615,68.3542,69.8238,12208558.0
2020-03-23,68.5991,71.0449,64.1716,64.9629,8907637.0
2020-03-24,69.2491,79.8565,67.5441,79.1782,10593890.0
2020-03-25,82.5319,90.8689,80.3746,84.9435,11046485.0
2020-03-26,86.8935,93.9117,85.5746,87.8826,9461911.0
2020-03-27,82.8427,86.6391,80.8456,83.5869,7000135.0
2020-03-28,82.8427,86.6391,80.8456,83.5869,7000135.0
2020-03-29,82.8427,86.6391,80.8456,83.5869,7000135.0
2020-03-30,83.3797,86.0928,80.3275,85.0377,5564975.0
2020-03-31,84.7268,85.6312,80.1391,80.6478,6076864.0
2020-04-01,75.9753,76.597,72.5369,73.3282,8313414.0
2020-04-02,72.9966,74.948,71.8315,72.6177,8338115.0
2020-04-03,71.9925,72.6177,68.7813,69.7191,10023085.0
2020-04-04,71.9925,72.6177,68.7813,69.7191,10023085.0
2020-04-05,71.9925,72.6177,68.7813,69.7191,10023085.0
2020-04-06,75.99,79.8075,74.588,79.4475,11253027.0
2020-04-07,86.6089,88.3803,82.8103,82.9619,8693228.0
2020-04-08,84.5059,88.0961,83.4751,87.2246,6122757.0
2020-04-09,89.6022,92.6903,88.5318,89.8201,6904961.0
2020-04-10,89.6022,92.6903,88.5318,89.8201,6904961.0
2020-04-11,89.6022,92.6903,88.5318,89.8201,6904961.0
2020-04-12,89.6022,92.6903,88.5318,89.8201,6904961.0
2020-04-13,88.3708,88.4939,83.3056,85.5669,5037661.0
2020-04-14,86.6373,87.6225,81.3799,83.7292,8703213.0
2020-04-15,79.0307,80.8968,76.4257,79.3717,10415574.0
2020-04-16,79.3717,79.5138,76.0989,77.0604,7526616.0
2020-04-17,80.8211,82.7819,79.8359,82.7819,8268973.0
2020-04-18,80.8211,82.7819,79.8359,82.7819,8268973.0
2020-04-19,80.8211,82.7819,79.8359,82.7819,8268973.0
2020-04-20,80.1295,80.7737,78.3297,79.5801,6140419.0
2020-04-21,76.4731,78.1071,75.2795,77.2214,7360284.0
2020-04-22,79.1917,79.2438,77.6477,78.1876,5133476.0
2020-04-23,78.8507,80.3095,77.4014,78.1119,5807217.0
2020-04-24,79.6938,80.3095,77.0225,78.7844,9126723.0
2020-04-25,79.6938,80.3095,77.0225,78.7844,9126723.0
2020-04-26,79.6938,80.3095,77.0225,78.7844,9126723.0
2020-04-27,79.0686,80.66,77.9982,80.5748,7785036.0
2020-04-28,82.9429,84.2691,81.6641,83.5397,7165866.0
2020-04-29,86.912,91.3073,86.0973,91.0516,9396537.0
2020-04-30,88.8065,89.337,86.3626,86.4384,6553674.0
2020-05-01,83.4545,84.3733,82.564,83.6629,4620175.0
2020-05-02,83.4545,84.3733,82.564,83.6629,4620175.0
2020-05-03,83.4545,84.3733,82.564,83.6629,4620175.0
2020-05-04,81.5505,82.763,80.5369,81.8252,4875440.0
2020-05-05,83.3597,84.0512,81.8062,82.1662,4410262.0
2020-05-06,82.8766,83.1324,79.438,79.5707,4723373.0
2020-05-07,80.8021,82.763,80.4516,82.1567,4629415.0
2020-05-08,83.8334,84.9322,82.9287,84.7806,3917177.0
2020-05-09,83.8334,84.9322,82.9287,84.7806,3917177.0
2020-05-10,83.8334,84.9322,82.9287,84.7806,3917177.0
2020-05-11,82.8861,83.0282,80.8021,80.8305,5917627.0
2020-05-12,81.5599,82.6588,78.7181,78.756,5504857.0
2020-05-13,77.6761,77.7993,73.3187,73.9155,10681603.0
2020-05-14,72.864,79.4759,71.9925,79.3907,10625116.0
2020-05-15,78.1213,78.9928,76.942,77.8845,6618627.0
2020-05-16,78.1213,78.9928,76.942,77.8845,6618627.0
2020-05-17,78.1213,78.9928,76.942,77.8845,6618627.0
2020-05-18,82.1472,84.307,81.3894,83.7481,7787399.0
2020-05-19,83.7576,85.1027,82.0431,82.6588,4920630.0
2020-05-20,84.4775,86.5236,84.0891,85.9458,5218515.0
2020-05-21,85.3585,86.6089,84.425,85.0932,6241894.0
2020-05-22,84.9796,85.2022,83.5577,84.6196,3734517.0
2020-05-23,84.9796,85.2022,83.5577,84.6196,3734517.0
2020-05-24,84.9796,85.2022,83.5577,84.6196,3734517.0
2020-05-25,84.9796,85.2022,83.5577,84.6196,3734517.0
2020-05-26,88.9865,90.5306,87.9919,89.3465,6559362.0
2020-05-27,94.727,96.3279,91.6957,95.8921,11007669.0
2020-05-28,96.1858,97.0573,92.8419,92.8893,9271708.0
2020-05-29,90.4643,91.9894,89.6686,90.0569,7711888.0
2020-05-30,90.4643,91.9894,89.6686,90.0569,7711888.0
2020-05-31,90.4643,91.9894,89.6686,90.0569,7711888.0
2020-06-01,90.5211,92.8987,89.5738,91.6483,4272832.0
2020-06-02,93.4008,95.1911,92.9935,93.846,5433811.0
2020-06-03,97.3604,100.2874,96.2723,99.8422,7301046.0
2020-06-04,98.014,101.7652,97.7867,100.9221,5841610.0
2020-06-05,108.0929,109.817,102.3714,103.9439,10097634.0
2020-06-06,108.0929,109.817,102.3714,103.9439,10097634.0
2020-06-07,108.0929,109.817,102.3714,103.9439,10097634.0
2020-06-08,106.009,107.714,104.8059,107.6762,6795230.0
2020-06-09,104.2755,105.9029,102.9398,104.6354,5517423.0
2020-06-10,104.1997,104.5123,100.3727,100.5622,5747397.0
2020-06-11,95.5511,97.5593,92.9556,93.4008,8601195.0
2020-06-12,97.7677,98.0424,92.9082,96.3184,7251105.0
2020-06-13,97.7677,98.0424,92.9082,96.3184,7251105.0
2020-06-14,97.7677,98.0424,92.9082,96.3184,7251105.0
2020-06-15,94.727,99.217,92.4725,98.4687,6478926.0
2020-06-16,103.2713,103.3092,97.4314,100.0506,6710620.0
2020-06-17,100.098,100.5243,98.355,98.4782,4408202.0
2020-06-18,96.7541,98.0329,95.93,96.7731,3645733.0
2020-06-19,98.7339,98.7339,94.0828,95.6174,7589463.0
2020-06-20,98.7339,98.7339,94.0828,95.6174,7589463.0
2020-06-21,98.7339,98.7339,94.0828,95.6174,7589463.0
2020-06-22,92.8324,95.2006,92.7851,94.1965,4799863.0
2020-06-23,95.6174,96.2876,94.0118,94.1776,4364753.0
2020-06-24,92.5009,93.0882,89.9859,90.4453,5958264.0
2020-06-25,89.6212,92.9461,88.816,92.6903,5195380.0
2020-06-26,90.8716,91.2221,87.5751,88.4939,10489370.0
2020-06-27,90.8716,91.2221,87.5751,88.4939,10489370.0
2020-06-28,90.8716,91.2221,87.5751,88.4939,10489370.0
2020-06-29,89.4602,90.379,88.4182,89.5359,4962408.0
2020-06-30,89.1949,90.559,88.6319,90.1801,4367083.0
2020-07-01,90.6368,92.264,89.1048,89.495,3301022.0
2020-07-02,92.0832,92.578,89.3047,89.7614,4239747.0
2020-07-03,92.0832,92.578,89.3047,89.7614,4239747.0
2020-07-04,92.0832,92.578,89.3047,89.7614,4239747.0
2020-07-05,92.0832,92.578,89.3047,89.7614,4239747.0
2020-07-06,91.8358,93.1585,91.1983,91.9024,4059607.0
2020-07-07,90.8176,90.889,88.1437,88.5053,5564231.0
2020-07-08,87.5157,88.5862,86.3167,88.4007,6382098.0
2020-07-09,88.0296,88.6957,85.2415,86.1835,4484524.0
2020-07-10,85.9456,88.786,85.4698,88.7147,4400854.0
2020-07-11,85.9456,88.786,85.4698,88.7147,4400854.0
2020-07-12,85.9456,88.786,85.4698,88.7147,4400854.0
2020-07-13,89.6758,91.1221,88.2865,89.0287,4819699.0
2020-07-14,88.6766,90.6083,87.8202,90.2467,4044377.0
2020-07-15,91.9786,93.0443,91.7216,92.6447,5405620.0
2020-07-16,91.8263,93.0538,91.0365,91.655,2666018.0
2020-07-17,91.6836,91.8549,90.4085,90.5702,2873784.0
2020-07-18,91.6836,91.8549,90.4085,90.5702,2873784.0
2020-07-19,91.6836,91.8549,90.4085,90.5702,2873784.0
2020-07-20,90.2086,90.7415,89.0477,89.4474,3560385.0
2020-07-21,90.6368,92.7398,90.142,91.6645,4227530.0
2020-07-22,91.1697,92.6922,90.7606,91.8644,4360503.0
2020-07-23,90.8843,93.0443,90.8843,91.9881,4239812.0
2020-07-24,90.6844,92.4448,88.7813,90.713,4790446.0
2020-07-25,90.6844,92.4448,88.7813,90.713,4790446.0
2020-07-26,90.6844,92.4448,88.7813,90.713,4790446.0
2020-07-27,90.0564,91.3315,89.1049,91.1507,3501828.0
2020-07-28,91.1221,91.6265,89.6187,89.847,3567652.0
2020-07-29,90.123,92.0642,89.8661,92.0071,2791954.0
2020-07-30,90.0945,90.1896,88.02,90.0659,3856299.0
2020-07-31,89.7424,89.8756,87.7631,88.8003,4088793.0
2020-08-01,89.7424,89.8756,87.7631,88.8003,4088793.0
2020-08-02,89.7424,89.8756,87.7631,88.8003,4088793.0
2020-08-03,88.7908,89.828,87.9629,89.0097,2869843.0
2020-08-04,88.9621,89.2538,88.0105,88.6766,2415124.0
2020-08-05,89.2761,90.9509,89.2666,90.7701,2852335.0
2020-08-06,90.5702,91.6027,89.9041,91.2744,2698777.0
2020-08-07,90.6749,94.4907,90.3514,94.3575,4690730.0
2020-08-08,90.6749,94.4907,90.3514,94.3575,4690730.0
2020-08-09,90.6749,94.4907,90.3514,94.3575,4690730.0
2020-08-10,94.6715,97.6737,94.4526,96.6983,5254766.0
2020-08-11,98.9536,100.5807,97.9734,98.2589,4744256.0
2020-08-12,99.6863,99.7243,95.8039,96.7554,3408210.0
2020-08-13,95.6611,96.8982,94.681,95.5565,3265769.0
2020-08-14,94.8333,96.3843,94.4622,95.5469,1956491.0
2020-08-15,94.8333,96.3843,94.4622,95.5469,1956491.0
2020-08-16,94.8333,96.3843,94.4622,95.5469,1956491.0
2020-08-17,95.0807,95.1568,92.7208,92.8255,7488517.0
2020-08-18,93.4345,94.0435,91.7978,91.9881,3337580.0
2020-08-19,92.1308,93.1726,91.2459,92.1974,3079639.0
2020-08-20,91.1031,92.8497,91.046,92.0357,3102494.0
2020-08-21,91.8168,92.9206,91.3125,91.4933,2845431.0
2020-08-22,91.8168,92.9206,91.3125,91.4933,2845431.0
2020-08-23,91.8168,92.9206,91.3125,91.4933,2845431.0
2020-08-24,91.9976,94.5573,91.7216,94.5192,4141096.0
2020-08-25,95.7468,95.9085,93.2805,94.2528,2946625.0
2020-08-26,93.7865,94.3384,93.0729,93.6343,2936486.0
2020-08-27,93.9769,97.1932,93.758,96.6127,3992187.0
2020-08-28,97.2027,97.9163,95.861,97.5738,4382870.0
2020-08-29,97.2027,97.9163,95.861,97.5738,4382870.0
2020-08-30,97.2027,97.9163,95.861,97.5738,4382870.0
2020-08-31,97.9163,97.9163,96.4509,96.6698,4665753.0
2020-09-01,95.6706,97.8022,95.309,97.5072,3143403.0
2020-09-02,97.6118,99.7909,97.3359,99.3437,3536855.0
2020-09-03,99.8861,103.7495,98.8203,99.4008,6747861.0
2020-09-04,101.1993,103.031,99.4198,100.5522,5235348.0
2020-09-05,101.1993,103.031,99.4198,100.5522,5235348.0
2020-09-06,101.1993,103.031,99.4198,100.5522,5235348.0
2020-09-07,101.1993,103.031,99.4198,100.5522,5235348.0
2020-09-08,99.3627,99.9908,98.297,98.6491,4517032.0
2020-09-09,99.5055,99.6387,97.7165,98.7537,2474721.0
2020-09-10,99.1439,100.0193,97.3549,97.7926,3289041.0
2020-09-11,97.9259,98.8203,97.0699,98.3541,2604824.0
2020-09-12,97.9259,98.8203,97.0699,98.3541,2604824.0
2020-09-13,97.9259,98.8203,97.0699,98.3541,2604824.0
2020-09-14,99.5816,102.4744,99.1724,102.0747,3620420.0
2020-09-15,102.6171,102.8835,101.0946,101.5133,3371640.0
2020-09-16,101.5608,102.284,99.6197,100.8472,5799110.0
2020-09-17,99.22,100.2477,98.3161,99.5911,3215625.0
2020-09-18,99.4008,100.9804,98.3065,98.4302,6630252.0
2020-09-19,99.4008,100.9804,98.3065,98.4302,6630252.0
2020-09-20,99.4008,100.9804,98.3065,98.4302,6630252.0
2020-09-21,95.7277,95.7563,91.5551,93.4154,8340195.0
2020-09-22,93.2632,94.9519,91.7407,93.7104,4884443.0
2020-09-23,91.1221,92.3972,90.4846,90.9318,9427242.0
2020-09-24,90.7225,92.2058,89.1714,90.8272,4249018.0
2020-09-25,90.0945,92.1594,89.8851,91.5979,2775850.0
2020-09-26,90.0945,92.1594,89.8851,91.5979,2775850.0
2020-09-27,90.0945,92.1594,89.8851,91.5979,2775850.0
2020-09-28,94.2052,94.8951,93.8531,94.0339,3931088.0
2020-09-29,93.9578,94.5383,92.521,93.0158,3200685.0
2020-09-30,93.4725,96.6032,93.4725,95.3947,5060944.0
2020-10-01,95.4708,96.5651,94.5573,96.4224,4179279.0
2020-10-02,94.9475,98.1447,93.8531,96.6888,3783618.0
2020-10-03,94.9475,98.1447,93.8531,96.6888,3783618.0
2020-10-04,94.9475,98.1447,93.8531,96.6888,3783618.0
2020-10-05,98.3255,99.0392,97.3169,98.8584,2863463.0
2020-10-06,99.9242,100.1906,96.4129,96.8316,3309168.0
2020-10-07,97.8307,99.1102,97.431,98.3731,3048720.0
2020-10-08,99.6917,101.4212,99.4337,101.3448,2922912.0
2020-10-09,101.2779,102.4437,100.5565,101.6123,3510785.0
2020-10-10,101.2779,102.4437,100.5565,101.6123,3510785.0
2020-10-11,101.2779,102.4437,100.5565,101.6123,3510785.0
2020-10-12,101.727,102.2526,101.2875,101.8703,2626756.0
2020-10-13,101.1823,101.8512,100.1026,100.3415,2602606.0
2020-10-14,100.695,101.5455,100.1026,100.1504,2826595.0
2020-10-15,98.8413,100.2268,98.4399,99.7873,2699337.0
2020-10-16,99.9975,100.9817,99.5675,100.2459,2394339.0
2020-10-17,99.9975,100.9817,99.5675,100.2459,2394339.0
2020-10-18,99.9975,100.9817,99.5675,100.2459,2394339.0
2020-10-19,100.4561,100.5421,97.7042,97.9144,3196787.0
2020-10-20,98.3635,99.9593,98.2584,98.5546,2955074.0
2020-10-21,98.5833,98.7887,96.849,96.9206,2588393.0
2020-10-22,97.1786,100.1981,97.0545,100.1313,3748804.0
2020-10-23,96.1562,99.0324,95.5542,96.4906,8921228.0
2020-10-24,96.1562,99.0324,95.5542,96.4906,8921228.0
2020-10-25,96.1562,99.0324,95.5542,96.4906,8921228.0
2020-10-26,95.3344,95.6498,91.5218,92.5729,5731514.0
2020-10-27,93.28,93.3565,90.6809,90.7096,3780294.0
2020-10-28,87.8716,89.4101,86.9543,87.5277,7037765.0
2020-10-29,87.3461,88.1296,86.123,87.0212,5419484.0
2020-10-30,86.7632,87.2601,85.1484,87.1837,4736471.0
2020-10-31,86.7632,87.2601,85.1484,87.1837,4736471.0
2020-11-01,86.7632,87.2601,85.1484,87.1837,4736471.0
2020-11-02,88.8272,89.9452,88.1679,89.2476,3573259.0
2020-11-03,90.5376,92.5424,90.2032,92.0091,4004301.0
2020-11-04,89.821,93.4711,88.7316,92.1143,4545528.0
2020-11-05,92.8882,93.9489,92.5347,93.7482,4197252.0
2020-11-06,94.14,94.2547,91.99,92.3914,3126557.0
2020-11-07,94.14,94.2547,91.99,92.3914,3126557.0
2020-11-08,94.14,94.2547,91.99,92.3914,3126557.0
2020-11-09,105.6256,114.4835,105.2912,112.152,17261686.0
2020-11-10,113.3177,114.5599,110.002,110.7951,7056799.0
2020-11-11,110.776,110.8429,105.3982,106.1798,5642656.0
2020-11-12,104.9376,107.1354,104.6818,106.1607,4942909.0
2020-11-13,107.3456,110.4941,107.2214,109.8778,4812925.0
2020-11-14,107.3456,110.4941,107.2214,109.8778,4812925.0
2020-11-15,107.3456,110.4941,107.2214,109.8778,4812925.0
2020-11-16,113.8051,115.0377,111.5595,113.3942,5339095.0
2020-11-17,111.7698,112.5533,109.0656,111.3015,4023241.0
2020-11-18,111.7411,113.4802,109.1133,109.1611,3264263.0
2020-11-19,108.7216,109.6962,107.5271,109.0656,3249828.0
2020-11-20,108.6834,109.4478,106.9252,107.5749,3702955.0
2020-11-21,108.6834,109.4478,106.9252,107.5749,3702955.0
2020-11-22,108.6834,109.4478,106.9252,107.5749,3702955.0
2020-11-23,109.1611,111.5882,108.6642,110.9289,3024092.0
2020-11-24,113.7095,115.4677,112.6489,115.0377,6169168.0
2020-11-25,114.1873,115.6015,112.9928,115.2193,4646612.0
2020-11-26,114.1873,115.6015,112.9928,115.2193,4646612.0
2020-11-27,115.1715,116.2799,114.4644,115.2288,2447715.0
2020-11-28,115.1715,116.2799,114.4644,115.2288,2447715.0
2020-11-29,115.1715,116.2799,114.4644,115.2288,2447715.0
2020-11-30,114.6937,116.0838,112.754,113.3177,3517667.0
2020-12-01,114.9708,117.1208,114.5217,114.5982,3584437.0
2020-12-02,113.9771,117.3883,113.614,116.8915,3271937.0
2020-12-03,117.3883,118.4394,116.686,117.6463,4285438.0
2020-12-04,118.8217,119.7485,118.3439,119.481,5048606.0
2020-12-05,118.8217,119.7485,118.3439,119.481,5048606.0
2020-12-06,118.8217,119.7485,118.3439,119.481,5048606.0
2020-12-07,118.9745,119.3185,117.1781,118.4299,4253683.0
2020-12-08,117.0252,119.0128,116.5952,118.0286,3623321.0
2020-12-09,117.7992,118.449,115.6268,116.2799,3622849.0
2020-12-10,115.353,116.7004,114.3784,116.4232,2818840.0
2020-12-11,114.7702,115.1428,113.5566,114.8848,2942770.0
2020-12-12,114.7702,115.1428,113.5566,114.8848,2942770.0
2020-12-13,114.7702,115.1428,113.5566,114.8848,2942770.0
2020-12-14,116.3181,116.3755,111.464,112.1424,5336327.0
2020-12-15,113.5088,114.0057,110.4224,113.8051,4529332.0
2020-12-16,113.6426,114.2733,113.0215,113.7095,2943758.0
2020-12-17,114.1013,114.3489,113.1935,113.6904,3747029.0
2020-12-18,113.3177,114.0535,111.464,112.2857,8394103.0
2020-12-19,113.3177,114.0535,111.464,112.2857,8394103.0
2020-12-20,113.3177,114.0535,111.464,112.2857,8394103.0
2020-12-21,110.6231,112.754,108.6642,111.2347,4528289.0
2020-12-22,111.0244,111.0913,109.2949,109.4573,3634384.0
2020-12-23,110.6327,112.9355,110.6327,111.7506,2725210.0
2020-12-24,111.7315,112.2189,110.6709,112.1329,706966.0
2020-12-25,111.7315,112.2189,110.6709,112.1329,706966.0
2020-12-26,111.7315,112.2189,110.6709,112.1329,706966.0
2020-12-27,111.7315,112.2189,110.6709,112.1329,706966.0
2020-12-28,112.8017,114.0439,112.3717,113.098,1878730.0
2020-12-29,113.9388,114.0439,112.754,112.8877,1860390.0
2020-12-30,112.9928,114.6154,112.8973,114.1204,1954220.0
2020-12-31,114.3879,115.6779,113.8624,115.5346,1747820.0
2021-01-01,114.3879,115.6779,113.8624,115.5346,1747820.0
2021-01-02,114.3879,115.6779,113.8624,115.5346,1747820.0
2021-01-03,114.3879,115.6779,113.8624,115.5346,1747820.0
2021-01-04,115.9073,116.385,111.6551,112.7922,3472122.0
2021-01-05,113.0024,113.9771,111.894,113.3942,2112678.0
2021-01-06,115.6206,119.1848,115.439,117.589,5861455.0
2021-01-07,118.9986,120.5206,112.5261,116.6589,8696634.0
2021-01-08,117.052,117.1719,114.6068,116.7739,2934467.0
2021-01-09,117.052,117.1719,114.6068,116.7739,2934467.0
2021-01-10,117.052,117.1719,114.6068,116.7739,2934467.0
2021-01-11,115.4698,116.4191,114.4822,116.0835,3311225.0
2021-01-12,116.9849,117.2869,115.7576,116.6205,2671310.0
2021-01-13,116.6013,118.7972,116.1794,117.3684,3678359.0
2021-01-14,117.6082,119.3821,117.0664,118.6917,3404723.0
2021-01-15,117.4451,117.8095,116.7068,117.1287,3948310.0
2021-01-16,117.4451,117.8095,116.7068,117.1287,3948310.0
2021-01-17,117.4451,117.8095,116.7068,117.1287,3948310.0
2021-01-18,117.4451,117.8095,116.7068,117.1287,3948310.0
2021-01-19,120.3314,122.7958,119.1328,121.5396,5818462.0
2021-01-20,121.9615,124.2149,121.8465,123.6396,4090178.0
2021-01-21,123.0163,123.5916,120.9163,122.1917,3655162.0
2021-01-22,120.5711,121.8321,119.7465,120.9547,2955018.0
2021-01-23,120.5711,121.8321,119.7465,120.9547,2955018.0
2021-01-24,120.5711,121.8321,119.7465,120.9547,2955018.0
2021-01-25,119.1328,119.8616,115.3739,116.1698,6156720.0
2021-01-26,113.8685,115.3452,110.963,111.3754,8932506.0
2021-01-27,110.1384,111.9986,107.4904,109.4,5816887.0
2021-01-28,112.6027,115.4314,111.8069,114.0794,5788461.0
2021-01-29,112.9,113.5233,111.0493,111.4808,5059268.0
2021-01-30,112.9,113.5233,111.0493,111.4808,5059268.0
2021-01-31,112.9,113.5233,111.0493,111.4808,5059268.0
2021-02-01,112.8616,114.3863,112.1904,112.2192,3359755.0
2021-02-02,113.4274,117.3876,113.4178,115.7383,4037011.0
2021-02-03,115.1438,116.0068,114.6456,115.489,2782538.0
2021-02-04,116.0164,120.2547,115.8342,119.7657,3916137.0
2021-02-05,121.415,122.1054,120.4657,121.0889,3184161.0
2021-02-06,121.415,122.1054,120.4657,121.0889,3184161.0
2021-02-07,121.415,122.1054,120.4657,121.0889,3184161.0
2021-02-08,121.6547,123.1218,121.5348,122.7286,3360932.0
2021-02-09,122.4026,122.4122,121.0122,121.4725,2174998.0
2021-02-10,122.3834,123.4095,121.6259,122.9588,2929085.0
2021-02-11,122.2108,123.8122,121.7602,123.0355,3732993.0
2021-02-12,122.9204,125.0971,122.7382,124.2916,2873279.0
2021-02-13,122.9204,125.0971,122.7382,124.2916,2873279.0
2021-02-14,122.9204,125.0971,122.7382,124.2916,2873279.0
2021-02-15,122.9204,125.0971,122.7382,124.2916,2873279.0
2021-02-16,123.6108,125.5286,122.978,125.3081,2730821.0
2021-02-17,124.7327,125.7683,123.1601,123.2752,3199431.0
2021-02-18,122.2492,123.5341,120.8924,123.2081,2269742.0
2021-02-19,124.167,127.8779,124.167,126.2957,3419709.0
2021-02-20,124.167,127.8779,124.167,126.2957,3419709.0
2021-02-21,124.167,127.8779,124.167,126.2957,3419709.0
2021-02-22,126.1039,130.8601,125.9697,130.3614,3923076.0
2021-02-23,130.8601,132.6244,128.7601,131.3107,4814427.0
2021-02-24,131.56,135.1559,131.1861,134.1395,4099537.0
2021-02-25,134.8395,134.8586,130.7642,131.445,3607516.0
2021-02-26,131.4642,132.5669,128.2902,129.6998,3654873.0
2021-02-27,131.4642,132.5669,128.2902,129.6998,3654873.0
2021-02-28,131.4642,132.5669,128.2902,129.6998,3654873.0
2021-03-01,132.4998,134.0244,132.4422,133.008,2972111.0
2021-03-02,132.5573,134.4271,132.4039,133.5258,2929140.0
2021-03-03,134.2449,138.3202,134.2449,136.7285,4393693.0
2021-03-04,136.3066,138.186,134.197,136.8148,4461743.0
2021-03-05,138.7134,141.8777,136.2394,141.2736,5048348.0
2021-03-06,138.7134,141.8777,136.2394,141.2736,5048348.0
2021-03-07,138.7134,141.8777,136.2394,141.2736,5048348.0
2021-03-08,141.2257,145.2338,140.6887,144.0928,4283406.0
2021-03-09,142.4722,142.9517,138.186,139.1353,5806098.0
2021-03-10,139.7106,142.1942,139.4614,140.7175,3049798.0
2021-03-11,139.9983,141.7435,139.1641,141.6764,3147700.0
2021-03-12,142.9709,144.4476,141.9353,142.4339,2420091.0
2021-03-13,142.9709,144.4476,141.9353,142.4339,2420091.0
2021-03-14,142.9709,144.4476,141.9353,142.4339,2420091.0
2021-03-15,141.9544,142.7983,140.0271,140.9476,2587554.0
2021-03-16,141.1969,141.2113,136.949,137.4093,4031004.0
2021-03-17,138.8093,138.8668,136.0668,138.7326,3278463.0
2021-03-18,139.5093,139.5188,136.2298,136.7189,3173793.0
2021-03-19,136.0668,136.1052,133.9916,134.9258,5098313.0
2021-03-20,136.0668,136.1052,133.9916,134.9258,5098313.0
2021-03-21,136.0668,136.1052,133.9916,134.9258,5098313.0
2021-03-22,133.7559,135.1942,133.1039,134.197,2274119.0
2021-03-23,133.2285,133.7655,129.5703,130.4861,4905394.0
2021-03-24,132.2984,134.2833,131.9572,132.7299,2638925.0
2021-03-25,132.2792,136.6709,131.1381,136.4312,2766588.0
2021-03-26,137.8312,138.0613,135.2524,137.8216,2687546.0
2021-03-27,137.8312,138.0613,135.2524,137.8216,2687546.0
2021-03-28,137.8312,138.0613,135.2524,137.8216,2687546.0
2021-03-29,136.1435,137.1887,134.5422,136.5175,2220576.0
2021-03-30,137.0257,138.5408,136.7477,137.5915,2034531.0
2021-03-31,137.5146,137.7839,135.9469,136.0334,2957303.0
2021-04-01,136.899,139.1015,136.7692,139.0438,2629367.0
2021-04-02,136.899,139.1015,136.7692,139.0438,2629367.0
2021-04-03,136.899,139.1015,136.7692,139.0438,2629367.0
2021-04-04,136.899,139.1015,136.7692,139.0438,2629367.0
2021-04-05,141.2943,141.8426,140.044,140.4768,2960081.0
2021-04-06,140.3999,140.9289,138.8611,140.5634,2851170.0
2021-04-07,141.7849,142.6889,140.1498,141.5059,2399603.0
2021-04-08,141.1886,141.5348,139.1496,141.4194,2295770.0
2021-04-09,142.5447,142.7659,141.0828,142.1311,1783371.0
2021-04-10,142.5447,142.7659,141.0828,142.1311,1783371.0
2021-04-11,142.5447,142.7659,141.0828,142.1311,1783371.0
2021-04-12,141.631,142.1215,140.8135,141.9291,1869013.0
2021-04-13,140.9481,141.001,138.3417,140.4095,2132419.0
2021-04-14,140.2364,143.064,140.1306,141.7849,2141855.0
2021-04-15,141.8714,142.9101,139.9382,142.8524,2901231.0
2021-04-16,143.9873,144.699,143.0063,144.2566,3479952.0
2021-04-17,143.9873,144.699,143.0063,144.2566,3479952.0
2021-04-18,143.9873,144.699,143.0063,144.2566,3479952.0
2021-04-19,143.4872,143.7902,142.1503,142.862,2259141.0
2021-04-20,141.5829,141.8618,138.9861,139.5535,2526892.0
2021-04-21,138.4956,141.7464,137.553,141.554,2161652.0
2021-04-22,141.9291,143.2275,140.2941,141.5348,3247306.0
2021-04-23,136.1296,139.4381,135.3025,138.813,6400505.0
2021-04-24,136.1296,139.4381,135.3025,138.813,6400505.0
2021-04-25,136.1296,139.4381,135.3025,138.813,6400505.0
2021-04-26,141.1886,145.3434,139.996,144.5932,4821052.0
2021-04-27,144.9395,145.1126,143.1602,144.6125,2692069.0
2021-04-28,144.9202,147.5892,143.7276,146.7091,2584455.0
2021-04-29,147.9691,149.152,146.2763,148.7192,2636183.0
2021-04-30,147.7286,148.1518,146.6514,147.4882,2712846.0
2021-05-01,147.7286,148.1518,146.6514,147.4882,2712846.0
