,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity
2021-03-02,26.9039,27.8011,26.6406,27.1282,16557003.0
2021-03-03,27.3037,28.7177,27.3037,27.9473,20382064.0
2021-03-04,28.4544,29.8683,27.8303,29.1565,39491581.0
2021-03-05,30.8045,31.7113,29.254,30.4534,42026530.0
2021-03-06,30.8045,31.7113,29.254,30.4534,42026530.0
2021-03-07,30.8045,31.7113,29.254,30.4534,42026530.0
2021-03-08,30.8922,31.1068,28.8971,29.0297,22684836.0
2021-03-09,28.503,28.9907,27.5178,27.947,23868210.0
2021-03-10,28.1421,28.9029,27.8397,28.6395,24101753.0
2021-03-11,29.2053,31.0489,29.0395,30.2198,21984257.0
2021-03-12,29.9467,30.5027,29.7125,29.8784,16114009.0
2021-03-13,29.9467,30.5027,29.7125,29.8784,16114009.0
2021-03-14,29.9467,30.5027,29.7125,29.8784,16114009.0
2021-03-15,29.3029,29.5639,28.064,28.581,19584618.0
2021-03-16,27.8982,28.5225,27.1081,27.4787,16895158.0
2021-03-17,27.3519,28.4152,27.2544,28.3274,16242394.0
2021-03-18,27.7909,27.9665,25.8595,25.9668,24421040.0
2021-03-19,26.3375,27.8592,26.0448,27.4105,29558099.0
2021-03-20,26.3375,27.8592,26.0448,27.4105,29558099.0
2021-03-21,26.3375,27.8592,26.0448,27.4105,29558099.0
2021-03-22,27.1373,27.5373,26.6008,26.7862,14200429.0
2021-03-23,25.7327,26.6106,25.4498,25.9375,20609389.0
2021-03-24,26.8252,27.2836,26.2984,26.396,15596413.0
2021-03-25,25.6546,26.1228,24.7279,26.0448,18172001.0
2021-03-26,27.0593,27.2154,26.2009,27.0788,16268520.0
2021-03-27,27.0593,27.2154,26.2009,27.0788,16268520.0
2021-03-28,27.0593,27.2154,26.2009,27.0788,16268520.0
2021-03-29,26.6398,26.6642,25.7132,26.3375,13907089.0
2021-03-30,26.0351,27.0349,25.8887,26.6594,9799226.0
2021-03-31,26.6594,26.7374,25.957,25.9668,15989670.0
2021-04-01,26.1619,27.1413,25.7619,26.7081,27311044.0
2021-04-02,26.1619,27.1413,25.7619,26.7081,27311044.0
2021-04-03,26.1619,27.1413,25.7619,26.7081,27311044.0
2021-04-04,26.1619,27.1413,25.7619,26.7081,27311044.0
2021-04-05,26.3375,26.4838,24.4548,24.6889,32081284.0
2021-04-06,24.9913,25.5473,24.6353,24.7279,20232428.0
2021-04-07,24.8645,25.0401,24.3963,24.6792,14354563.0
2021-04-08,24.3085,24.3378,23.6452,24.1232,14911138.0
2021-04-09,24.1427,24.4158,23.772,23.9866,10378755.0
2021-04-10,24.1427,24.4158,23.772,23.9866,10378755.0
2021-04-11,24.1427,24.4158,23.772,23.9866,10378755.0
2021-04-12,24.1719,24.5426,23.3525,23.6354,15386313.0
2021-04-13,23.5769,23.9232,23.333,23.694,11106498.0
2021-04-14,24.3865,25.4108,24.3085,24.923,26392815.0
2021-04-15,24.7182,24.7279,24.0744,24.25,13541188.0
2021-04-16,24.3865,24.5621,23.6549,23.7817,11494808.0
2021-04-17,24.3865,24.5621,23.6549,23.7817,11494808.0
2021-04-18,24.3865,24.5621,23.6549,23.7817,11494808.0
2021-04-19,23.8793,24.4938,23.6452,23.9378,11162616.0
2021-04-20,23.8988,23.9086,22.4063,22.6307,18736185.0
2021-04-21,21.8991,23.8695,21.8503,23.85,19500133.0
2021-04-22,23.9671,24.1036,23.333,23.5086,16448536.0
2021-04-23,23.6549,24.1963,23.1867,24.0451,10830242.0
2021-04-24,23.6549,24.1963,23.1867,24.0451,10830242.0
2021-04-25,23.6549,24.1963,23.1867,24.0451,10830242.0
2021-04-26,23.8305,24.5231,23.811,24.289,12515570.0
2021-04-27,24.4938,24.7767,24.0451,24.4743,13876017.0
2021-04-28,24.7279,25.5961,24.6889,25.4595,20740971.0
2021-04-29,25.9082,26.3179,25.0303,25.3035,18229984.0
2021-04-30,24.923,25.6644,24.6694,24.7377,14842915.0
2021-05-01,24.923,25.6644,24.6694,24.7377,14842915.0
2021-05-02,24.923,25.6644,24.6694,24.7377,14842915.0
2021-05-03,25.0206,25.6351,24.7572,25.4986,13380910.0
2021-05-04,25.8595,25.918,24.5027,25.2254,15044734.0
2021-05-05,25.6546,26.6691,25.2742,26.3862,19853071.0
2021-05-06,26.435,26.5325,25.3717,25.996,14458227.0
2021-05-07,25.3815,26.8642,25.2157,26.7179,17631399.0
2021-05-08,25.3815,26.8642,25.2157,26.7179,17631399.0
2021-05-09,25.3815,26.8642,25.2157,26.7179,17631399.0
2021-05-10,27.03,27.4397,25.9082,25.9765,19188308.0
2021-05-11,24.7767,24.9816,23.7037,23.9281,30525035.0
2021-05-12,24.0354,25.8205,23.9769,24.5036,26921896.0
2021-05-13,24.0841,24.6206,22.7478,23.1282,20686376.0
2021-05-14,23.5281,24.7767,23.5281,24.4841,19639622.0
2021-05-15,23.5281,24.7767,23.5281,24.4841,19639622.0
2021-05-16,23.5281,24.7767,23.5281,24.4841,19639622.0
2021-05-17,24.6206,25.7619,24.3287,25.7424,17232129.0
2021-05-18,25.6888,26.1697,25.1669,25.2352,15992390.0
2021-05-19,24.3475,24.9816,24.0441,24.4548,18157165.0
2021-05-20,24.5231,24.6011,23.889,24.3378,14554213.0
2021-05-21,24.7572,25.0255,24.4158,24.5036,13212200.0
2021-05-22,24.7572,25.0255,24.4158,24.5036,13212200.0
2021-05-23,24.7572,25.0255,24.4158,24.5036,13212200.0
2021-05-24,24.7572,24.923,24.289,24.8157,13100534.0
2021-05-25,24.7767,24.9669,23.9866,24.0159,13774199.0
2021-05-26,24.0646,24.8157,23.9427,24.6694,14084130.0
2021-05-27,25.1571,25.5473,24.962,25.4303,19886308.0
2021-05-28,25.4693,25.6068,25.1507,25.323,10132126.0
2021-05-29,25.4693,25.6068,25.1507,25.323,10132126.0
2021-05-30,25.4693,25.6068,25.1507,25.323,10132126.0
2021-05-31,25.4693,25.6068,25.1507,25.323,10132126.0
2021-06-01,26.0155,27.7909,26.0058,27.7714,27701874.0
2021-06-02,27.9762,29.1468,27.3324,28.5127,28273094.0
2021-06-03,28.4932,29.3126,28.0299,28.5615,19504428.0
2021-06-04,28.7171,29.1712,27.9079,28.4249,16134541.0
2021-06-05,28.7171,29.1712,27.9079,28.4249,16134541.0
2021-06-06,28.7171,29.1712,27.9079,28.4249,16134541.0
2021-06-07,28.6005,29.059,28.2689,28.4444,10040786.0
2021-06-08,28.3762,28.7663,27.7811,28.4737,12127743.0
2021-06-09,28.7762,28.9714,27.6541,27.6638,15365898.0
2021-06-10,28.3469,28.5762,27.2393,27.6443,14212478.0
2021-06-11,27.8297,28.259,27.5272,27.6443,10863551.0
2021-06-12,27.8297,28.259,27.5272,27.6443,10863551.0
2021-06-13,27.8297,28.259,27.5272,27.6443,10863551.0
2021-06-14,27.9663,28.6689,27.3055,27.5955,13827317.0
2021-06-15,27.8297,28.5664,27.6638,28.4932,13087667.0
2021-06-16,28.22,29.9569,27.8004,29.8008,42712739.0
2021-06-17,29.4885,29.9764,27.1466,27.537,39315207.0
2021-06-18,27.4833,28.142,27.1759,27.3125,24074329.0
2021-06-19,27.4833,28.142,27.1759,27.3125,24074329.0
2021-06-20,27.4833,28.142,27.1759,27.3125,24074329.0
2021-06-21,27.4784,28.8738,27.4784,28.786,18633602.0
2021-06-22,28.7274,29.3422,28.2981,29.2836,15195904.0
2021-06-23,29.9179,31.0791,29.8203,30.2106,24067581.0
2021-06-24,29.9179,31.0108,29.6739,30.9718,15182233.0
2021-06-25,31.1279,32.211,30.7864,32.1134,25211899.0
2021-06-26,31.1279,32.211,30.7864,32.1134,25211899.0
2021-06-27,31.1279,32.211,30.7864,32.1134,25211899.0
2021-06-28,31.8207,31.8597,30.2887,30.4839,17426071.0
2021-06-29,30.7376,31.5865,30.3472,30.5424,15618960.0
2021-06-30,30.9035,31.123,30.2399,30.5131,12823912.0
2021-07-01,32.0549,32.6892,31.4206,32.0647,23100194.0
2021-07-02,31.6353,32.0647,31.2547,31.7914,10670928.0
2021-07-03,31.6353,32.0647,31.2547,31.7914,10670928.0
2021-07-04,31.6353,32.0647,31.2547,31.7914,10670928.0
2021-07-05,31.6353,32.0647,31.2547,31.7914,10670928.0
2021-07-06,31.7231,31.7817,29.6154,29.7715,21467044.0
2021-07-07,30.0545,30.4351,28.3078,28.7665,20238500.0
2021-07-08,27.8102,29.1958,27.8102,28.9421,16379095.0
2021-07-09,29.4885,29.6642,28.8543,29.5081,13108843.0
2021-07-10,29.4885,29.6642,28.8543,29.5081,13108843.0
2021-07-11,29.4885,29.6642,28.8543,29.5081,13108843.0
2021-07-12,28.9128,29.5764,28.5969,29.2641,11171527.0
2021-07-13,29.108,29.5373,28.7811,29.3519,11039488.0
2021-07-14,29.4788,29.8886,26.9661,27.1564,22822468.0
2021-07-15,27.0198,27.576,26.2782,26.5709,18361001.0
2021-07-16,26.8344,26.9222,25.2438,25.3121,18512290.0
2021-07-17,26.8344,26.9222,25.2438,25.3121,18512290.0
2021-07-18,26.8344,26.9222,25.2438,25.3121,18512290.0
2021-07-19,23.7997,24.5022,23.3215,24.2193,28376776.0
2021-07-20,24.1997,25.1755,23.9265,24.7559,17071011.0
2021-07-21,25.2438,26.8832,25.2438,26.5221,19629300.0
2021-07-22,26.4831,26.6831,25.8,26.3562,12459562.0
2021-07-23,26.3855,26.4148,25.6122,25.9367,9502506.0
2021-07-24,26.3855,26.4148,25.6122,25.9367,9502506.0
2021-07-25,26.3855,26.4148,25.6122,25.9367,9502506.0
2021-07-26,26.044,26.932,26.044,26.4636,11080817.0
2021-07-27,26.1025,26.1904,25.2634,25.6244,12870381.0
2021-07-28,25.9074,26.5612,25.4292,26.2489,11767747.0
2021-07-29,26.6392,26.7514,26.0294,26.1318,11718236.0
2021-07-30,25.8683,26.1611,25.2877,25.4683,15123264.0
2021-07-31,25.8683,26.1611,25.2877,25.4683,15123264.0
2021-08-01,25.8683,26.1611,25.2877,25.4683,15123264.0
2021-08-02,25.4683,26.4002,25.0975,25.1658,13879968.0
2021-08-03,24.873,25.8586,24.6096,25.7903,15215289.0
2021-08-04,25.3512,26.2391,24.8242,25.0682,20780168.0
2021-08-05,25.3121,26.1757,25.2536,25.5561,12976216.0
2021-08-06,26.0342,26.4246,25.5951,25.7513,12862475.0
2021-08-07,26.0342,26.4246,25.5951,25.7513,12862475.0
2021-08-08,26.0342,26.4246,25.5951,25.7513,12862475.0
2021-08-09,24.9999,25.5073,24.7267,24.9901,12029116.0
2021-08-10,25.0828,25.7805,25.0292,25.6244,13269637.0
2021-08-11,25.6927,26.1904,25.3707,26.1904,15265573.0
2021-08-12,26.1221,26.3221,25.6439,26.2196,9253552.0
2021-08-13,26.1074,26.2195,25.1219,25.1658,12000881.0
2021-08-14,26.1074,26.2195,25.1219,25.1658,12000881.0
2021-08-15,26.1074,26.2195,25.1219,25.1658,12000881.0
2021-08-16,24.5901,24.6486,23.8241,24.19,16371446.0
2021-08-17,23.9948,24.2876,23.3362,23.4972,15987819.0
2021-08-18,23.7021,23.9851,22.8629,22.8824,15233183.0
2021-08-19,22.3262,22.6482,21.3016,21.5553,26408141.0
2021-08-20,21.2626,21.5748,21.0967,21.4187,18519024.0
2021-08-21,21.2626,21.5748,21.0967,21.4187,18519024.0
2021-08-22,21.2626,21.5748,21.0967,21.4187,18519024.0
2021-08-23,22.3213,22.98,22.2481,22.9019,17577571.0
2021-08-24,23.2435,24.1411,23.1654,23.7899,15360034.0
2021-08-25,23.7118,24.2632,23.3313,24.0339,10024451.0
2021-08-26,23.7118,24.1217,23.3313,23.4191,11491018.0
2021-08-27,23.8582,25.1658,23.8582,25.0389,17295256.0
2021-08-28,23.8582,25.1658,23.8582,25.0389,17295256.0
2021-08-29,23.8582,25.1658,23.8582,25.0389,17295256.0
2021-08-30,25.2048,25.5561,24.6096,24.6388,10804446.0
2021-08-31,24.8926,25.5073,24.5413,25.0682,17367683.0
2021-09-01,24.9804,25.2341,24.2534,24.473,14779525.0
2021-09-02,24.9413,26.2782,24.8779,25.9367,21151865.0
2021-09-03,25.761,26.2196,25.156,25.2926,13461719.0
2021-09-04,25.761,26.2196,25.156,25.2926,13461719.0
2021-09-05,25.761,26.2196,25.156,25.2926,13461719.0
2021-09-06,25.761,26.2196,25.156,25.2926,13461719.0
2021-09-07,25.0292,25.7415,24.9023,25.0389,11338299.0
2021-09-08,25.3317,25.5756,24.2144,24.3071,12672590.0
2021-09-09,24.1997,25.005,23.8092,24.473,12905253.0
2021-09-10,24.883,25.1661,24.3461,24.3852,10690172.0
2021-09-11,24.883,25.1661,24.3461,24.3852,10690172.0
2021-09-12,24.883,25.1661,24.3461,24.3852,10690172.0
2021-09-13,24.7952,26.1423,24.7854,26.0154,22818817.0
2021-09-14,26.523,26.8061,25.4004,25.6542,16350342.0
2021-09-15,26.4547,27.4113,26.4059,27.2161,25212410.0
2021-09-16,27.0501,27.0599,26.44,26.6792,13235170.0
2021-09-17,26.4644,27.0209,26.1032,26.2985,25235993.0
2021-09-18,26.4644,27.0209,26.1032,26.2985,25235993.0
2021-09-19,26.4644,27.0209,26.1032,26.2985,25235993.0
2021-09-20,25.1271,25.3028,24.3656,24.8733,20469985.0
2021-09-21,25.2052,25.4584,24.473,24.8244,12866206.0
2021-09-22,25.5956,26.606,25.5956,26.113,21793420.0
2021-09-23,26.3278,27.5285,25.9471,27.2942,17427986.0
2021-09-24,26.9623,27.7725,26.894,27.4309,13473789.0
2021-09-25,26.9623,27.7725,26.894,27.4309,13473789.0
2021-09-26,26.9623,27.7725,26.894,27.4309,13473789.0
2021-09-27,28.329,29.6224,28.3094,29.4711,26376700.0
2021-09-28,29.8616,30.1642,28.8756,29.188,29296291.0
2021-09-29,29.4516,29.7444,28.7585,29.3149,16325025.0
2021-09-30,29.1197,29.4125,28.5632,28.8756,19182661.0
2021-10-01,29.1099,30.4278,29.0465,30.4082,19625070.0
2021-10-02,29.1099,30.4278,29.0465,30.4082,19625070.0
2021-10-03,29.1099,30.4278,29.0465,30.4082,19625070.0
2021-10-04,30.8866,31.687,30.6816,31.0525,25391782.0
2021-10-05,31.5797,32.6827,31.2966,31.9897,27604486.0
2021-10-06,31.0525,31.7749,30.5156,31.238,22400601.0
2021-10-07,31.238,31.975,30.5351,31.7066,21848876.0
2021-10-08,32.3997,33.1718,32.1947,32.8292,20246908.0
2021-10-09,32.3997,33.1718,32.1947,32.8292,20246908.0
2021-10-10,32.3997,33.1718,32.1947,32.8292,20246908.0
2021-10-11,33.4051,33.7468,32.4387,32.5949,21394944.0
2021-10-12,32.4485,33.1367,31.8628,32.2239,15502163.0
2021-10-13,31.6382,32.0482,31.2575,31.5113,14943948.0
2021-10-14,32.1166,32.3997,31.0135,31.2282,17846836.0
2021-10-15,31.8823,32.058,30.8085,30.9061,14781603.0
2021-10-16,31.8823,32.058,30.8085,30.9061,14781603.0
2021-10-17,31.8823,32.058,30.8085,30.9061,14781603.0
2021-10-18,32.1361,33.122,31.8139,32.1458,25900791.0
2021-10-19,32.1751,32.6925,31.7358,32.1556,13006205.0
2021-10-20,31.6773,32.6535,31.443,32.5656,15636573.0
2021-10-21,32.3216,32.7413,31.5894,32.0189,14869306.0
2021-10-22,32.1556,33.1611,31.9897,33.122,15000961.0
2021-10-23,32.1556,33.1611,31.9897,33.122,15000961.0
2021-10-24,32.1556,33.1611,31.9897,33.122,15000961.0
2021-10-25,33.737,34.85,33.6785,34.3813,19253696.0
2021-10-26,34.6546,34.8987,34.1763,34.518,15398121.0
2021-10-27,34.0201,34.1177,32.4924,32.507,20124769.0
2021-10-28,32.5558,33.0342,32.385,33.0244,12039168.0
2021-10-29,33.0439,33.2733,32.3196,32.7316,13346473.0
2021-10-30,33.0439,33.2733,32.3196,32.7316,13346473.0
2021-10-31,33.0439,33.2733,32.3196,32.7316,13346473.0
2021-11-01,33.5027,34.0641,32.9073,33.9811,14134073.0
2021-11-02,33.6687,34.5082,33.3915,33.5418,11557958.0
2021-11-03,33.0049,33.7157,32.7218,33.0439,13783969.0
2021-11-04,33.9616,34.2154,32.3801,32.9463,20375392.0
2021-11-05,33.327,33.327,31.9506,32.6242,18862583.0
2021-11-06,33.327,33.327,31.9506,32.6242,18862583.0
2021-11-07,33.327,33.327,31.9506,32.6242,18862583.0
2021-11-08,33.1123,34.2398,33.0635,33.4735,14267474.0
2021-11-09,33.3954,33.7614,32.1654,32.9366,13200068.0
2021-11-10,32.7511,32.8487,30.8426,31.0623,17560966.0
2021-11-11,31.2868,31.8286,31.033,31.3551,10684973.0
2021-11-12,30.8085,31.5113,30.6816,31.3161,10241314.0
2021-11-13,30.8085,31.5113,30.6816,31.3161,10241314.0
2021-11-14,30.8085,31.5113,30.6816,31.3161,10241314.0
2021-11-15,30.867,31.5748,30.4278,31.2185,10287627.0
2021-11-16,31.3112,31.5308,30.8322,31.0818,10348517.0
2021-11-17,30.8378,31.109,29.8079,30.0275,14406073.0
2021-11-18,30.0861,30.5156,29.2954,29.9104,12789728.0
2021-11-19,28.8366,29.2173,28.124,28.4266,19311137.0
2021-11-20,28.8366,29.2173,28.124,28.4266,19311137.0
2021-11-21,28.8366,29.2173,28.124,28.4266,19311137.0
2021-11-22,28.3973,29.9201,28.2899,29.2954,16567328.0
2021-11-23,29.9299,31.5162,29.8909,31.1599,21492547.0
2021-11-24,30.6816,31.7046,30.6425,31.2478,11491014.0
2021-11-25,30.6816,31.7046,30.6425,31.2478,11491014.0
2021-11-26,28.6413,29.1685,27.1868,28.9928,22787824.0
2021-11-27,28.6413,29.1685,27.1868,28.9928,22787824.0
2021-11-28,28.6413,29.1685,27.1868,28.9928,22787824.0
2021-11-29,30.0666,30.5254,28.9,29.3442,15448122.0
2021-11-30,28.407,29.2563,28.329,28.944,20779594.0
2021-12-01,29.9592,30.2325,28.2216,28.2606,19018772.0
2021-12-02,27.8506,29.0025,27.1575,28.944,18877793.0
2021-12-03,29.4516,29.7151,28.0361,28.4656,15148793.0
2021-12-04,29.4516,29.7151,28.0361,28.4656,15148793.0
2021-12-05,29.4516,29.7151,28.0361,28.4656,15148793.0
2021-12-06,29.0416,29.5345,28.3094,29.1294,11188796.0
2021-12-07,29.5882,30.7401,29.4906,30.3789,13643812.0
2021-12-08,30.5547,30.7109,30.0031,30.0373,11473683.0
2021-12-09,29.8713,30.1301,29.4123,29.5295,9111662.0
2021-12-10,29.9592,30.174,29.0168,30.047,9672303.0
2021-12-11,29.9592,30.174,29.0168,30.047,9672303.0
2021-12-12,29.9592,30.174,29.0168,30.047,9672303.0
2021-12-13,29.4904,29.676,28.3626,28.5432,12525655.0
2021-12-14,28.2991,28.9436,27.9378,28.0647,14116384.0
2021-12-15,27.9866,28.1135,26.5853,27.8499,19091740.0
2021-12-16,28.3284,28.9973,27.6448,27.7132,13027229.0
2021-12-17,27.3519,27.8109,26.7904,27.3812,23540994.0
2021-12-18,27.3519,27.8109,26.7904,27.3812,23540994.0
2021-12-19,27.3519,27.8109,26.7904,27.3812,23540994.0
2021-12-20,26.268,26.5756,25.4379,26.3461,21316192.0
2021-12-21,26.932,27.9671,26.8832,27.928,13116158.0
2021-12-22,27.7718,28.5823,27.5765,28.2405,8381044.0
2021-12-23,28.5042,28.6799,28.1429,28.1722,8401591.0
2021-12-24,28.5042,28.6799,28.1429,28.1722,8401591.0
2021-12-25,28.5042,28.6799,28.1429,28.1722,8401591.0
2021-12-26,28.5042,28.6799,28.1429,28.1722,8401591.0
2021-12-27,27.9378,29.0022,27.5374,28.9436,8380047.0
2021-12-28,29.0315,29.6662,28.6604,28.7874,9545606.0
2021-12-29,28.5823,28.9827,28.3284,28.5725,11311012.0
2021-12-30,28.6214,28.9338,28.2405,28.2893,9509485.0
2021-12-31,28.1526,28.5383,28.0745,28.3089,8669155.0
2022-01-01,28.1526,28.5383,28.0745,28.3089,8669155.0
2022-01-02,28.1526,28.5383,28.0745,28.3089,8669155.0
2022-01-03,28.5237,30.3742,28.4651,30.3302,15095852.0
2022-01-04,30.8673,32.9277,30.672,32.5957,26692372.0
2022-01-05,32.4102,33.0234,31.0236,31.0626,21157260.0
2022-01-06,32.4492,32.6934,31.1651,31.9903,18528246.0
2022-01-07,32.2539,32.6397,31.9219,32.4297,14884484.0
2022-01-08,32.2539,32.6397,31.9219,32.4297,14884484.0
2022-01-09,32.2539,32.6397,31.9219,32.4297,14884484.0
2022-01-10,32.3125,32.5371,31.1798,31.6192,17609662.0
2022-01-11,32.2442,34.041,31.9024,33.8847,20876121.0
2022-01-12,34.0995,34.5863,33.3183,33.9335,15501767.0
2022-01-13,33.9238,34.412,33.2207,33.3476,13529490.0
2022-01-14,33.4648,34.7831,33.3379,34.6757,19566035.0
2022-01-15,33.4648,34.7831,33.3379,34.6757,19566035.0
2022-01-16,33.4648,34.7831,33.3379,34.6757,19566035.0
2022-01-17,33.4648,34.7831,33.3379,34.6757,19566035.0
2022-01-18,35.2421,36.0623,34.1386,35.1835,24419099.0
2022-01-19,35.8084,36.1307,34.7147,34.9882,18393252.0
2022-01-20,34.2753,35.5643,34.0214,34.1288,16099275.0
2022-01-21,33.8652,33.8652,32.3223,32.957,18434140.0
2022-01-22,33.8652,33.8652,32.3223,32.957,18434140.0
2022-01-23,33.8652,33.8652,32.3223,32.957,18434140.0
2022-01-24,31.8341,33.3867,30.633,33.2109,23742862.0
2022-01-25,32.957,36.2381,32.4395,35.9061,28095586.0
2022-01-26,36.4724,37.3806,35.5155,36.1893,25911607.0
2022-01-27,37.1462,38.0153,35.535,36.3846,21102662.0
2022-01-28,36.7654,37.5271,35.7598,36.6873,16658181.0
2022-01-29,36.7654,37.5271,35.7598,36.6873,16658181.0
2022-01-30,36.7654,37.5271,35.7598,36.6873,16658181.0
2022-01-31,36.8045,37.2341,35.6522,36.7849,16469302.0
2022-02-01,36.3748,38.6208,36.3064,38.3669,20514773.0
2022-02-02,38.1716,38.8454,37.7028,38.6891,14752748.0
2022-02-03,38.3669,39.5387,38.0544,39.0602,22557478.0
2022-02-04,39.524,41.3159,39.4323,39.8414,23757400.0
2022-02-05,39.524,41.3159,39.4323,39.8414,23757400.0
2022-02-06,39.524,41.3159,39.4323,39.8414,23757400.0
2022-02-07,39.5191,40.5249,38.777,40.0367,15544015.0
2022-02-08,39.8804,39.8804,38.0544,38.4255,20307525.0
2022-02-09,38.777,40.0953,38.6891,39.3531,16412010.0
2022-02-10,39.1237,40.896,39.0797,39.7242,17756306.0
2022-02-11,40.0367,42.1411,39.8121,41.9702,24477906.0
2022-02-12,40.0367,42.1411,39.8121,41.9702,24477906.0
2022-02-13,40.0367,42.1411,39.8121,41.9702,24477906.0
2022-02-14,41.5991,41.7651,39.8658,40.2613,21485913.0
2022-02-15,38.8258,39.519,37.8981,38.9137,23618152.0
2022-02-16,39.4703,40.1832,38.3376,38.7184,18292088.0
2022-02-17,38.8161,39.6266,38.3425,38.9235,15162786.0
2022-02-18,38.2595,39.2067,38.113,38.6305,14462708.0
2022-02-19,38.2595,39.2067,38.113,38.6305,14462708.0
2022-02-20,38.2595,39.2067,38.113,38.6305,14462708.0
2022-02-21,38.2595,39.2067,38.113,38.6305,14462708.0
2022-02-22,40.0367,40.1246,36.7655,37.4197,20757170.0
2022-02-23,37.6931,38.5573,37.3708,37.781,15379390.0
2022-02-24,38.8454,39.0407,36.6726,38.0056,32173767.0
2022-02-25,38.2985,39.402,37.6052,37.8298,29780441.0
2022-02-26,38.2985,39.402,37.6052,37.8298,29780441.0
2022-02-27,38.2985,39.402,37.6052,37.8298,29780441.0
2022-02-28,37.6247,42.7514,37.3415,42.7025,50039517.0
2022-03-01,43.2885,46.7062,43.0053,45.6907,68949820.0
2022-03-02,47.3898,48.1319,45.9104,47.2335,51230106.0
2022-03-03,46.7453,47.5216,45.9641,46.6281,43690512.0
2022-03-04,47.3214,55.1237,47.0089,54.8307,101759603.0
2022-03-05,47.3214,55.1237,47.0089,54.8307,101759603.0
2022-03-06,47.3214,55.1237,47.0089,54.8307,101759603.0
2022-03-07,56.3541,57.3892,51.1786,54.0788,81361215.0
2022-03-08,55.9635,57.36,50.2216,53.3172,81141767.0
2022-03-09,50.7281,57.3402,49.95,56.283,134668989.0
2022-03-10,56.3124,58.3386,55.2195,56.8997,81812591.0
2022-03-11,55.5391,57.6338,55.2748,56.7235,48469639.0
2022-03-12,55.5391,57.6338,55.2748,56.7235,48469639.0
2022-03-13,55.5391,57.6338,55.2748,56.7235,48469639.0
2022-03-14,54.5701,54.805,52.1915,54.4135,53706914.0
2022-03-15,51.7853,53.9142,51.1735,53.3759,49163860.0
2022-03-16,52.6907,53.7772,51.7804,51.8685,43406316.0
2022-03-17,54.6973,56.9633,54.4232,56.7822,59355480.0
2022-03-18,56.6648,56.9193,55.0105,55.0497,40835935.0
2022-03-19,56.6648,56.9193,55.0105,55.0497,40835935.0
2022-03-20,56.6648,56.9193,55.0105,55.0497,40835935.0
2022-03-21,56.748,61.0793,56.606,59.6698,52222959.0
2022-03-22,58.7203,59.8754,57.4629,58.3777,35853513.0
2022-03-23,60.6193,61.9015,58.4659,58.5735,39139724.0
2022-03-24,58.3582,59.1608,56.1068,56.5277,28409085.0
2022-03-25,56.283,59.4251,55.9698,57.4674,37749900.0
2022-03-26,56.283,59.4251,55.9698,57.4674,37749900.0
2022-03-27,56.283,59.4251,55.9698,57.4674,37749900.0
2022-03-28,55.6174,56.3515,54.4135,55.4412,24924672.0
2022-03-29,54.3939,55.7545,53.3563,55.5881,29111203.0
2022-03-30,57.0759,58.5735,55.9013,56.2634,26068990.0
2022-03-31,55.5587,57.9666,55.3238,55.5391,32217545.0
2022-04-01,55.6174,56.9486,55.1084,56.8801,21019029.0
2022-04-02,55.6174,56.9486,55.1084,56.8801,21019029.0
2022-04-03,55.6174,56.9486,55.1084,56.8801,21019029.0
2022-04-04,57.4674,57.8002,55.6468,56.5669,19371054.0
2022-04-05,57.1738,58.5441,54.4232,54.5407,22939267.0
2022-04-06,56.1362,57.2824,54.3841,54.9127,27902977.0
2022-04-07,55.5,56.6648,53.9338,56.4592,24408341.0
2022-04-08,56.4788,60.7759,56.3422,60.492,41639002.0
2022-04-09,56.4788,60.7759,56.3422,60.492,41639002.0
2022-04-10,56.4788,60.7759,56.3422,60.492,41639002.0
2022-04-11,59.2685,59.3127,56.3809,56.6941,27618031.0
2022-04-12,57.7415,60.0613,57.6536,57.8883,26820867.0
2022-04-13,58.7301,59.7383,56.9683,58.3582,21358382.0
2022-04-14,57.9764,59.0923,57.4674,58.0841,18789385.0
2022-04-15,57.9764,59.0923,57.4674,58.0841,18789385.0
2022-04-16,57.9764,59.0923,57.4674,58.0841,18789385.0
2022-04-17,57.9764,59.0923,57.4674,58.0841,18789385.0
2022-04-18,58.9357,61.6764,58.6616,60.0711,30802492.0
2022-04-19,58.7693,60.1661,58.5637,59.1021,19514640.0
2022-04-20,59.4642,60.5311,58.5931,60.169,20837836.0
2022-04-21,60.4039,62.2148,57.2824,57.947,32050433.0
2022-04-22,57.9666,57.9666,55.128,55.4217,22816947.0
2022-04-23,57.9666,57.9666,55.128,55.4217,22816947.0
2022-04-24,57.9666,57.9666,55.128,55.4217,22816947.0
2022-04-25,53.464,54.1293,50.4394,53.7576,32976979.0
2022-04-26,54.7169,55.6859,53.5031,53.6597,27151259.0
2022-04-27,53.6402,55.2063,52.0838,54.4135,20688475.0
2022-04-28,54.3156,56.3026,52.7788,55.823,20633143.0
2022-04-29,56.009,56.4984,53.5129,53.924,19208596.0
2022-04-30,56.009,56.4984,53.5129,53.924,19208596.0
2022-05-01,56.009,56.4984,53.5129,53.924,19208596.0
2022-05-02,53.3759,57.3108,52.8103,57.0661,38104698.0
2022-05-03,56.5571,59.2097,56.5277,57.9862,24723439.0
