,VRTS US Equity,VRTS US Equity,VRTS US Equity,VRTS US Equity,VRTS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-28,99.8445,101.6597,96.0628,98.234,114477.0
2020-02-29,99.8445,101.6597,96.0628,98.234,114477.0
2020-03-01,99.8445,101.6597,96.0628,98.234,114477.0
2020-03-02,99.0793,100.1381,93.429,100.1381,217708.0
2020-03-03,100.0492,101.5173,96.0362,96.8726,112241.0
2020-03-04,98.9725,100.0373,96.033,99.8712,77795.0
2020-03-05,96.748,97.0639,90.1813,91.2045,124087.0
2020-03-06,86.6221,91.4003,86.6221,90.5016,107952.0
2020-03-07,86.6221,91.4003,86.6221,90.5016,107952.0
2020-03-08,86.6221,91.4003,86.6221,90.5016,107952.0
2020-03-09,82.6891,85.1895,78.4092,79.7706,86847.0
2020-03-10,82.9739,88.544,82.3777,88.4195,87622.0
2020-03-11,86.0971,86.2795,81.6169,82.4489,134504.0
2020-03-12,76.5762,77.03,69.2799,71.6912,93745.0
2020-03-13,75.6864,78.7785,68.6214,75.5174,64054.0
2020-03-14,75.6864,78.7785,68.6214,75.5174,64054.0
2020-03-15,75.6864,78.7785,68.6214,75.5174,64054.0
2020-03-16,66.388,70.6679,62.9,64.466,99717.0
2020-03-17,65.0266,70.5256,61.939,70.2319,100585.0
2020-03-18,65.2847,66.4948,60.453,65.1156,127473.0
2020-03-19,64.297,72.3274,62.6686,66.2011,98949.0
2020-03-20,65.6495,68.9061,59.6077,60.2573,135114.0
2020-03-21,65.6495,68.9061,59.6077,60.2573,135114.0
2020-03-22,65.6495,68.9061,59.6077,60.2573,135114.0
2020-03-23,60.6399,64.902,49.2682,51.0034,90677.0
2020-03-24,53.8329,64.6351,52.3825,61.2628,62360.0
2020-03-25,61.7877,68.4167,59.977,62.3483,55087.0
2020-03-26,63.3894,70.5434,63.3894,69.7781,73041.0
2020-03-27,64.9643,69.2621,64.7864,66.735,88046.0
2020-03-28,64.9643,69.2621,64.7864,66.735,88046.0
2020-03-29,64.9643,69.2621,64.7864,66.735,88046.0
2020-03-30,67.5714,70.8993,64.1012,67.2422,69334.0
2020-03-31,66.735,67.8918,64.991,67.7227,73229.0
2020-04-01,64.6529,67.002,62.7977,64.4126,63473.0
2020-04-02,63.5051,66.388,60.5954,63.1847,78890.0
2020-04-03,62.7487,65.0622,55.8973,57.8815,60925.0
2020-04-04,62.7487,65.0622,55.8973,57.8815,60925.0
2020-04-05,62.7487,65.0622,55.8973,57.8815,60925.0
2020-04-06,59.8302,65.0266,59.8302,63.7275,69741.0
2020-04-07,66.8418,71.9404,63.6207,69.3955,90492.0
2020-04-08,71.6111,72.3942,67.6604,71.1573,47144.0
2020-04-09,71.2552,75.9,71.2552,75.3038,57038.0
2020-04-10,71.2552,75.9,71.2552,75.3038,57038.0
2020-04-11,71.2552,75.9,71.2552,75.3038,57038.0
2020-04-12,71.2552,75.9,71.2552,75.3038,57038.0
2020-04-13,73.9602,77.5016,71.8113,75.1881,59568.0
2020-04-14,76.2915,79.6371,71.9493,73.0437,49686.0
2020-04-15,71.184,71.2285,68.221,70.2942,67863.0
2020-04-16,72.1539,72.1539,67.3579,68.7905,59451.0
2020-04-17,70.8281,75.0903,70.4499,71.7891,46752.0
2020-04-18,70.8281,75.0903,70.4499,71.7891,46752.0
2020-04-19,70.8281,75.0903,70.4499,71.7891,46752.0
2020-04-20,71.2018,72.135,67.6248,68.8883,44751.0
2020-04-21,67.26,68.8528,66.9564,68.2032,32766.0
2020-04-22,69.4222,70.8592,66.9932,67.6248,73213.0
2020-04-23,68.5146,69.3955,66.2011,66.735,60192.0
2020-04-24,67.1354,68.7282,65.3914,67.3223,38932.0
2020-04-25,67.1354,68.7282,65.3914,67.3223,38932.0
2020-04-26,67.1354,68.7282,65.3914,67.3223,38932.0
2020-04-27,68.399,72.1272,68.0697,71.5222,43583.0
2020-04-28,73.6132,74.1052,70.8014,72.9636,71709.0
2020-04-29,76.3279,78.0145,74.674,77.0366,67777.0
2020-04-30,75.045,76.4445,71.7705,72.9098,111157.0
2020-05-01,75.5294,85.0659,72.1383,83.4332,84026.0
2020-05-02,75.5294,85.0659,72.1383,83.4332,84026.0
2020-05-03,75.5294,85.0659,72.1383,83.4332,84026.0
2020-05-04,83.792,87.8291,81.298,83.8907,73763.0
2020-05-05,86.1156,88.955,79.1494,79.1718,100404.0
2020-05-06,80.4726,80.7418,78.0773,78.8488,33639.0
2020-05-07,79.5217,81.8811,79.1718,80.4726,33461.0
2020-05-08,81.6299,86.0662,81.594,85.6491,47134.0
2020-05-09,81.6299,86.0662,81.594,85.6491,47134.0
2020-05-10,81.6299,86.0662,81.594,85.6491,47134.0
2020-05-11,83.9266,84.6802,81.8722,82.0785,53012.0
2020-05-12,82.0875,82.0875,77.2699,77.5121,36753.0
2020-05-13,76.0857,76.7675,72.4971,73.7621,37277.0
2020-05-14,70.8823,75.7358,67.4642,74.3452,45635.0
2020-05-15,73.6365,74.4349,72.0037,72.847,40888.0
2020-05-16,73.6365,74.4349,72.0037,72.847,40888.0
2020-05-17,73.6365,74.4349,72.0037,72.847,40888.0
2020-05-18,75.8973,80.2753,74.5785,79.9882,39308.0
2020-05-19,79.4678,80.9481,76.0498,76.0498,25711.0
2020-05-20,77.4403,80.1856,77.4403,79.3692,31578.0
2020-05-21,79.0103,81.917,79.0103,79.9074,32631.0
2020-05-22,80.2394,82.0426,77.9158,81.4774,43842.0
2020-05-23,80.2394,82.0426,77.9158,81.4774,43842.0
2020-05-24,80.2394,82.0426,77.9158,81.4774,43842.0
2020-05-25,80.2394,82.0426,77.9158,81.4774,43842.0
2020-05-26,84.9493,89.3811,83.6554,86.9589,38987.0
2020-05-27,89.4798,91.6688,87.0307,89.3363,54456.0
2020-05-28,91.2651,91.2651,83.469,84.0701,57091.0
2020-05-29,83.8817,84.7923,82.4015,83.4152,53794.0
2020-05-30,83.8817,84.7923,82.4015,83.4152,53794.0
2020-05-31,83.8817,84.7923,82.4015,83.4152,53794.0
2020-06-01,84.2675,96.9709,84.2675,91.3817,83414.0
2020-06-02,91.9828,96.9574,89.8498,94.3602,80089.0
2020-06-03,97.249,102.3267,96.7017,101.6898,73730.0
2020-06-04,100.2903,102.3088,97.4508,99.6802,52396.0
2020-06-05,102.1922,106.7597,97.4015,99.8058,109311.0
2020-06-06,102.1922,106.7597,97.4015,99.8058,109311.0
2020-06-07,102.1922,106.7597,97.4015,99.8058,109311.0
2020-06-08,102.6676,104.6952,100.4248,103.2867,48920.0
2020-06-09,100.3979,104.0492,99.5546,102.3537,45679.0
2020-06-10,101.7705,105.2514,100.066,101.0797,56151.0
2020-06-11,96.3698,99.6533,90.9511,91.292,72315.0
2020-06-12,95.7867,98.1102,92.9966,97.859,40364.0
2020-06-13,95.7867,98.1102,92.9966,97.859,40364.0
2020-06-14,95.7867,98.1102,92.9966,97.859,40364.0
2020-06-15,96.8542,103.0836,95.6655,101.7346,55410.0
2020-06-16,107.1443,107.6019,102.4165,103.9595,56074.0
2020-06-17,104.1748,105.7179,101.3668,104.4978,55933.0
2020-06-18,103.5199,105.5833,101.932,104.9733,46820.0
2020-06-19,106.929,107.234,102.4793,103.2239,125806.0
2020-06-20,106.929,107.234,102.4793,103.2239,125806.0
2020-06-21,106.929,107.234,102.4793,103.2239,125806.0
2020-06-22,102.5869,103.2328,100.3889,102.8202,36922.0
2020-06-23,103.9236,104.4126,102.7484,103.3226,35789.0
2020-06-24,101.7615,104.426,98.2896,98.6036,44524.0
2020-06-25,98.7382,102.9637,98.7382,102.5151,32927.0
2020-06-26,100.8734,100.8734,95.3022,96.0289,136462.0
2020-06-27,100.8734,100.8734,95.3022,96.0289,136462.0
2020-06-28,100.8734,100.8734,95.3022,96.0289,136462.0
2020-06-29,98.0743,101.2771,98.0743,101.2771,46385.0
2020-06-30,100.057,104.6324,100.057,104.3273,39646.0
2020-07-01,103.807,105.8614,101.0349,101.4386,29728.0
2020-07-02,104.444,105.2065,101.609,102.3357,39425.0
2020-07-03,104.444,105.2065,101.609,102.3357,39425.0
2020-07-04,104.444,105.2065,101.609,102.3357,39425.0
2020-07-05,104.444,105.2065,101.609,102.3357,39425.0
2020-07-06,105.7717,108.2837,104.7759,105.8973,74605.0
2020-07-07,104.7849,119.7759,102.5107,114.6533,99060.0
2020-07-08,113.9446,116.5732,111.7825,114.0074,52027.0
2020-07-09,114.5815,116.9013,107.88,109.4769,41259.0
2020-07-10,110.697,115.0122,110.697,114.1778,40585.0
2020-07-11,110.697,115.0122,110.697,114.1778,40585.0
2020-07-12,110.697,115.0122,110.697,114.1778,40585.0
2020-07-13,117.6497,117.6497,110.2484,111.3608,60819.0
2020-07-14,110.1766,115.057,108.7502,114.2406,28415.0
2020-07-15,117.9817,117.9906,115.6312,116.3937,53278.0
2020-07-16,116.4565,117.6509,113.0243,116.4655,35422.0
2020-07-17,116.017,116.017,113.7382,114.2317,44509.0
2020-07-18,116.017,116.017,113.7382,114.2317,44509.0
2020-07-19,116.017,116.017,113.7382,114.2317,44509.0
2020-07-20,113.6216,118.3405,112.7873,114.752,41680.0
2020-07-21,115.7478,118.6186,115.2454,117.7843,21252.0
2020-07-22,116.1695,119.0762,116.1695,117.865,30064.0
2020-07-23,116.636,119.7042,116.627,118.5558,58376.0
2020-07-24,122.889,128.7248,118.5334,120.0092,124695.0
2020-07-25,122.889,128.7248,118.5334,120.0092,124695.0
2020-07-26,122.889,128.7248,118.5334,120.0092,124695.0
2020-07-27,122.27,127.2042,120.9063,124.3692,40560.0
2020-07-28,123.7951,124.4051,121.328,122.4584,26311.0
2020-07-29,122.1533,127.0427,121.5433,124.5307,31043.0
2020-07-30,122.6196,124.7651,121.782,122.6917,25048.0
2020-07-31,122.1238,122.9712,119.4284,122.5295,30404.0
2020-08-01,122.1238,122.9712,119.4284,122.5295,30404.0
2020-08-02,122.1238,122.9712,119.4284,122.5295,30404.0
2020-08-03,122.827,123.7014,119.7619,122.9532,25212.0
2020-08-04,123.1875,123.1875,119.8611,121.9074,39271.0
2020-08-05,123.6653,126.3337,122.241,126.3157,32385.0
2020-08-06,125.7387,126.514,124.2062,125.0356,26609.0
2020-08-07,123.9718,129.1193,123.9718,128.957,27097.0
2020-08-08,123.9718,129.1193,123.9718,128.957,27097.0
2020-08-09,123.9718,129.1193,123.9718,128.957,27097.0
2020-08-10,128.93,131.7066,126.6312,128.5153,26699.0
2020-08-11,130.6428,132.2474,128.308,129.0562,39550.0
2020-08-12,131.4722,133.6357,128.2178,130.6699,40501.0
2020-08-13,131.0485,132.0671,127.109,127.9924,27442.0
2020-08-14,126.5771,130.4355,126.5771,128.5694,23448.0
2020-08-15,126.5771,130.4355,126.5771,128.5694,23448.0
2020-08-16,126.5771,130.4355,126.5771,128.5694,23448.0
2020-08-17,127.9834,130.3093,127.8031,129.0742,29943.0
2020-08-18,128.7407,130.2732,126.3518,126.3518,30896.0
2020-08-19,126.0002,129.3176,126.0002,127.3344,26792.0
2020-08-20,126.2977,129.1734,126.0903,126.514,37577.0
2020-08-21,125.6216,126.9627,124.9454,125.8469,24889.0
2020-08-22,125.6216,126.9627,124.9454,125.8469,24889.0
2020-08-23,125.6216,126.9627,124.9454,125.8469,24889.0
2020-08-24,127.5688,127.8572,125.2961,126.2255,54979.0
2020-08-25,127.5778,128.0375,126.1354,126.8025,24650.0
2020-08-26,127.3254,127.3344,124.1612,125.3691,19462.0
2020-08-27,125.6486,127.8031,124.9274,126.1985,39355.0
2020-08-28,126.7664,127.127,123.9448,125.4683,42123.0
2020-08-29,126.7664,127.127,123.9448,125.4683,42123.0
2020-08-30,126.7664,127.127,123.9448,125.4683,42123.0
2020-08-31,124.8643,129.3627,123.9628,127.9203,54448.0
2020-09-01,127.0549,129.9397,126.8656,128.2088,39451.0
2020-09-02,127.8122,130.0749,126.9828,129.2004,34122.0
2020-09-03,129.7053,130.129,126.0633,127.2532,49442.0
2020-09-04,128.5964,128.5964,124.1612,125.0085,50669.0
2020-09-05,128.5964,128.5964,124.1612,125.0085,50669.0
2020-09-06,128.5964,128.5964,124.1612,125.0085,50669.0
2020-09-07,128.5964,128.5964,124.1612,125.0085,50669.0
2020-09-08,123.0704,123.0704,118.6441,119.8971,45997.0
2020-09-09,121.0871,122.0877,118.9055,121.7181,31211.0
2020-09-10,122.9532,123.6834,118.8514,119.4194,49771.0
2020-09-11,119.6447,122.6872,118.9984,121.7001,36884.0
2020-09-12,119.6447,122.6872,118.9984,121.7001,36884.0
2020-09-13,119.6447,122.6872,118.9984,121.7001,36884.0
2020-09-14,122.2951,124.2874,120.9158,123.0613,24010.0
2020-09-15,124.4226,124.8463,122.3852,122.6737,26484.0
2020-09-16,122.4213,127.2082,122.4213,125.9821,47635.0
2020-09-17,123.8637,127.0098,123.8637,125.4683,60700.0
2020-09-18,126.8295,128.0465,124.8192,125.4232,145366.0
2020-09-19,126.8295,128.0465,124.8192,125.4232,145366.0
2020-09-20,126.8295,128.0465,124.8192,125.4232,145366.0
2020-09-21,122.7278,123.6834,116.6067,118.0221,69524.0
2020-09-22,118.3286,123.5391,118.0761,122.6467,72547.0
2020-09-23,122.4664,126.1354,121.1772,121.5829,90075.0
2020-09-24,121.5739,122.6016,118.9235,120.2397,76014.0
2020-09-25,119.4644,121.7001,118.9506,121.4747,45700.0
2020-09-26,119.4644,121.7001,118.9506,121.4747,45700.0
2020-09-27,119.4644,121.7001,118.9506,121.4747,45700.0
2020-09-28,123.3859,126.2796,121.7001,124.8463,38169.0
2020-09-29,124.7742,125.4683,122.1328,123.6293,31937.0
2020-09-30,124.3595,127.0549,124.1251,124.9905,37796.0
2020-10-01,125.4863,126.0092,123.6743,124.675,30348.0
2020-10-02,122.5024,129.0382,121.8984,128.3801,48743.0
2020-10-03,122.5024,129.0382,121.8984,128.3801,48743.0
2020-10-04,122.5024,129.0382,121.8984,128.3801,48743.0
2020-10-05,130.129,134.2848,129.4889,133.8341,56009.0
2020-10-06,135.8353,135.8353,130.8772,131.3279,69704.0
2020-10-07,132.608,134.2758,129.534,129.9937,85020.0
2020-10-08,131.4361,139.4052,131.4361,139.0717,66031.0
2020-10-09,141.2262,142.0736,139.0807,140.2797,49664.0
2020-10-10,141.2262,142.0736,139.0807,140.2797,49664.0
2020-10-11,141.2262,142.0736,139.0807,140.2797,49664.0
2020-10-12,141.3975,142.4703,139.7478,141.109,51961.0
2020-10-13,140.6943,142.1592,139.9371,140.7665,50777.0
2020-10-14,141.3254,143.7684,139.7297,143.2005,44335.0
2020-10-15,143.1914,147.5186,139.5292,146.6982,49997.0
2020-10-16,146.1122,149.8354,144.9448,148.6634,31381.0
2020-10-17,146.1122,149.8354,144.9448,148.6634,31381.0
2020-10-18,146.1122,149.8354,144.9448,148.6634,31381.0
2020-10-19,150.0788,150.8856,146.3466,147.0408,40902.0
2020-10-20,148.0594,150.6828,148.0594,150.3132,33110.0
2020-10-21,151.3048,152.5849,148.7175,150.3222,37378.0
2020-10-22,150.6647,153.3286,149.4216,152.3505,59571.0
2020-10-23,153.6396,161.8792,153.6396,160.0672,62630.0
2020-10-24,153.6396,161.8792,153.6396,160.0672,62630.0
2020-10-25,153.6396,161.8792,153.6396,160.0672,62630.0
2020-10-26,160.5269,163.0691,155.073,156.1097,53349.0
2020-10-27,157.0382,157.0382,148.2803,149.3215,52242.0
2020-10-28,145.5984,148.5868,143.3291,143.4709,45493.0
2020-10-29,142.5194,144.8301,141.1149,143.8424,44111.0
2020-10-30,142.7097,145.0113,142.6462,144.5764,48562.0
2020-10-31,142.7097,145.0113,142.6462,144.5764,48562.0
2020-11-01,142.7097,145.0113,142.6462,144.5764,48562.0
2020-11-02,146.4702,149.5149,144.4586,147.9472,65424.0
2020-11-03,150.6023,152.9582,148.1194,150.0223,75198.0
2020-11-04,148.6631,155.7311,146.9052,152.6139,61976.0
2020-11-05,154.5259,159.1744,154.5259,157.933,53658.0
2020-11-06,159.2922,159.2922,152.7226,153.1576,45298.0
2020-11-07,159.2922,159.2922,152.7226,153.1576,45298.0
2020-11-08,159.2922,159.2922,152.7226,153.1576,45298.0
2020-11-09,158.6851,165.7768,156.6282,156.9906,67114.0
2020-11-10,159.3647,163.089,157.9602,160.733,64353.0
2020-11-11,162.201,163.4696,160.588,162.5,58270.0
2020-11-12,160.8599,163.0165,157.1175,159.0566,55354.0
2020-11-13,160.9324,165.6534,160.3253,164.7201,41195.0
2020-11-14,160.9324,165.6534,160.3253,164.7201,41195.0
2020-11-15,160.9324,165.6534,160.3253,164.7201,41195.0
2020-11-16,167.1576,171.9693,166.3058,169.2418,72150.0
2020-11-17,167.7376,174.3525,165.5039,172.7939,106896.0
2020-11-18,173.5007,176.5997,165.5356,165.7531,139078.0
2020-11-19,164.6385,166.0793,158.5673,162.5634,61690.0
2020-11-20,162.2191,163.2204,157.8243,161.9744,55150.0
2020-11-21,162.2191,163.2204,157.8243,161.9744,55150.0
2020-11-22,162.2191,163.2204,157.8243,161.9744,55150.0
2020-11-23,162.0922,166.7589,162.0922,165.5175,53458.0
2020-11-24,166.8948,170.2703,162.944,166.5052,84582.0
2020-11-25,165.6715,166.922,162.6314,165.4631,42881.0
2020-11-26,165.6715,166.922,162.6314,165.4631,42881.0
2020-11-27,165.4722,168.5803,164.2489,167.7466,23984.0
2020-11-28,165.4722,168.5803,164.2489,167.7466,23984.0
2020-11-29,165.4722,168.5803,164.2489,167.7466,23984.0
2020-11-30,167.6379,167.6379,160.5337,162.0922,46937.0
2020-12-01,162.8625,164.5751,161.7751,163.0075,25811.0
2020-12-02,162.9893,168.2631,162.6541,167.0942,43985.0
2020-12-03,167.955,181.946,167.955,180.8043,60533.0
2020-12-04,181.2301,187.2651,178.9648,186.6671,41154.0
2020-12-05,181.2301,187.2651,178.9648,186.6671,41154.0
2020-12-06,181.2301,187.2651,178.9648,186.6671,41154.0
2020-12-07,187.2017,187.2017,184.7641,186.3408,50164.0
2020-12-08,185.8243,194.4599,185.8243,194.2153,79231.0
2020-12-09,196.2632,196.2632,189.3855,193.1188,69558.0
2020-12-10,190.4819,196.6075,190.4819,194.0975,35165.0
2020-12-11,191.8049,194.3331,189.8476,191.0347,40027.0
2020-12-12,191.8049,194.3331,189.8476,191.0347,40027.0
2020-12-13,191.8049,194.3331,189.8476,191.0347,40027.0
2020-12-14,193.7532,195.9913,183.269,185.036,63179.0
2020-12-15,186.6671,196.7163,185.8651,193.6988,85181.0
2020-12-16,195.6198,196.9066,190.559,193.0101,74972.0
2020-12-17,195.3752,196.1998,189.6845,194.6593,66814.0
2020-12-18,194.6593,194.6593,187.9085,188.9052,161330.0
2020-12-19,194.6593,194.6593,187.9085,188.9052,161330.0
2020-12-20,194.6593,194.6593,187.9085,188.9052,161330.0
2020-12-21,186.8302,189.3946,184.2204,185.5434,62341.0
2020-12-22,187.1201,190.2645,184.0756,188.0172,29037.0
2020-12-23,190.5091,193.8891,188.7477,192.1402,25516.0
2020-12-24,192.702,194.9765,190.8761,194.6955,28649.0
2020-12-25,192.702,194.9765,190.8761,194.6955,28649.0
2020-12-26,192.702,194.9765,190.8761,194.6955,28649.0
2020-12-27,192.702,194.9765,190.8761,194.6955,28649.0
2020-12-28,196.97,197.9939,193.0101,193.436,33049.0
2020-12-29,193.3907,194.3965,188.7784,191.8049,23254.0
2020-12-30,192.6386,196.091,192.6386,194.9583,27946.0
2020-12-31,193.9978,196.8975,193.5176,196.6347,28488.0
2021-01-01,193.9978,196.8975,193.5176,196.6347,28488.0
2021-01-02,193.9978,196.8975,193.5176,196.6347,28488.0
2021-01-03,193.9978,196.8975,193.5176,196.6347,28488.0
2021-01-04,198.9726,199.6205,190.7764,192.6748,51584.0
2021-01-05,195.5111,199.3532,194.1428,195.4295,45678.0
2021-01-06,196.3357,214.2231,196.3357,208.2063,81019.0
2021-01-07,208.5325,210.9874,207.2004,210.4082,31168.0
2021-01-08,211.1331,213.8516,207.3273,211.9124,40568.0
2021-01-09,211.1331,213.8516,207.3273,211.9124,40568.0
2021-01-10,211.1331,213.8516,207.3273,211.9124,40568.0
2021-01-11,210.671,217.4671,206.9195,211.1512,41305.0
2021-01-12,213.0813,214.9752,211.0878,212.4742,36242.0
2021-01-13,211.8671,213.8516,210.6529,211.8671,51583.0
2021-01-14,213.7519,215.973,211.8218,213.2716,54562.0
2021-01-15,210.2179,211.3778,203.9111,205.669,75315.0
2021-01-16,210.2179,211.3778,203.9111,205.669,75315.0
2021-01-17,210.2179,211.3778,203.9111,205.669,75315.0
2021-01-18,210.2179,211.3778,203.9111,205.669,75315.0
2021-01-19,208.9493,210.3176,199.48,202.3978,86115.0
2021-01-20,202.6878,204.3823,202.271,203.6483,52383.0
2021-01-21,205.9409,205.9409,199.1176,199.2354,55377.0
2021-01-22,196.6528,202.9506,193.7396,202.0988,70923.0
2021-01-23,196.6528,202.9506,193.7396,202.0988,70923.0
2021-01-24,196.6528,202.9506,193.7396,202.0988,70923.0
2021-01-25,203.5668,203.5758,195.3842,195.7648,64596.0
2021-01-26,196.4444,198.3926,192.9921,196.4263,25610.0
2021-01-27,190.8807,193.5719,182.0819,184.7823,71940.0
2021-01-28,188.2304,198.9752,188.2304,197.6196,66844.0
2021-01-29,196.1093,196.1093,188.4306,191.0599,80768.0
2021-01-30,196.1093,196.1093,188.4306,191.0599,80768.0
2021-01-31,196.1093,196.1093,188.4306,191.0599,80768.0
2021-02-01,193.3344,202.6145,192.0473,201.6501,46402.0
2021-02-02,218.3542,224.7319,204.7525,212.9317,102750.0
2021-02-03,216.3799,216.9599,206.9907,211.3305,67991.0
2021-02-04,211.1303,216.8257,211.1303,214.8514,43221.0
2021-02-05,218.6089,219.8554,214.5148,219.8554,38247.0
2021-02-06,218.6089,219.8554,214.5148,219.8554,38247.0
2021-02-07,218.6089,219.8554,214.5148,219.8554,38247.0
2021-02-08,221.5385,223.7312,220.5832,223.6129,27813.0
2021-02-09,221.9115,229.488,221.5931,227.5069,41461.0
2021-02-10,230.491,236.5504,229.7495,230.6002,50963.0
2021-02-11,233.0021,233.0021,220.4285,232.0104,32873.0
2021-02-12,229.3629,234.8763,229.3629,234.6762,21480.0
2021-02-13,229.3629,234.8763,229.3629,234.6762,21480.0
2021-02-14,229.3629,234.8763,229.3629,234.6762,21480.0
2021-02-15,229.3629,234.8763,229.3629,234.6762,21480.0
2021-02-16,235.4222,239.2889,233.6936,238.561,40777.0
2021-02-17,236.1046,236.7596,230.0725,230.6184,34055.0
2021-02-18,230.3091,231.2826,223.4673,226.5425,43928.0
2021-02-19,232.0013,232.0013,220.8925,224.7228,73205.0
2021-02-20,232.0013,232.0013,220.8925,224.7228,73205.0
2021-02-21,232.0013,232.0013,220.8925,224.7228,73205.0
2021-02-22,221.957,224.7228,219.1275,221.302,36000.0
2021-02-23,219.8736,234.2122,213.4594,232.2834,56825.0
2021-02-24,234.4487,239.1251,232.952,234.9491,35106.0
2021-02-25,234.5397,236.1091,227.939,228.2711,31252.0
2021-02-26,228.7806,231.8527,223.1398,228.2711,39662.0
2021-02-27,228.7806,231.8527,223.1398,228.2711,39662.0
2021-02-28,228.7806,231.8527,223.1398,228.2711,39662.0
2021-03-01,232.9111,242.919,232.9111,239.9803,58794.0
2021-03-02,233.0476,236.9598,228.9807,230.8459,47794.0
2021-03-03,233.0294,245.6485,221.0836,223.7948,147071.0
2021-03-04,225.7236,225.7236,208.9649,216.3617,84093.0
2021-03-05,221.1746,223.7312,210.73,223.7312,45932.0
2021-03-06,221.1746,223.7312,210.73,223.7312,45932.0
2021-03-07,221.1746,223.7312,210.73,223.7312,45932.0
2021-03-08,224.7865,230.259,221.6926,223.4764,48926.0
2021-03-09,226.7881,234.2212,222.533,231.0915,59187.0
2021-03-10,234.4305,242.6279,234.4305,236.0045,44718.0
2021-03-11,239.4072,242.728,235.1856,237.1599,43085.0
2021-03-12,235.7042,237.4283,232.2424,235.9226,38358.0
2021-03-13,235.7042,237.4283,232.2424,235.9226,38358.0
2021-03-14,235.7042,237.4283,232.2424,235.9226,38358.0
2021-03-15,238.925,238.925,233.6208,238.0515,30469.0
2021-03-16,238.6611,238.6611,232.811,234.2031,31402.0
2021-03-17,232.8201,238.6156,230.4819,237.5421,30312.0
2021-03-18,235.5314,239.298,229.5175,232.0286,45424.0
2021-03-19,229.9633,237.7468,226.4333,233.2114,97146.0
2021-03-20,229.9633,237.7468,226.4333,233.2114,97146.0
2021-03-21,229.9633,237.7468,226.4333,233.2114,97146.0
2021-03-22,235.0219,235.2857,227.8981,230.1817,25952.0
2021-03-23,228.2256,228.7078,217.6946,218.9274,32839.0
2021-03-24,220.5377,225.387,212.868,214.0326,50302.0
2021-03-25,213.8779,216.4345,205.9626,213.5504,28671.0
2021-03-26,217.1896,220.7295,212.7861,218.427,56843.0
2021-03-27,217.1896,220.7295,212.7861,218.427,56843.0
2021-03-28,217.1896,220.7295,212.7861,218.427,56843.0
2021-03-29,214.0508,220.5747,210.2463,218.3542,67407.0
2021-03-30,217.8356,219.2185,213.0409,217.135,31543.0
2021-03-31,216.3526,218.4361,211.2577,214.26,67788.0
2021-04-01,217.4444,223.0124,217.4444,219.2185,28378.0
2021-04-02,217.4444,223.0124,217.4444,219.2185,28378.0
2021-04-03,217.4444,223.0124,217.4444,219.2185,28378.0
2021-04-04,217.4444,223.0124,217.4444,219.2185,28378.0
2021-04-05,221.5112,224.55,219.0092,223.6857,31296.0
2021-04-06,224.0314,225.6327,218.6089,223.0579,94638.0
2021-04-07,224.5682,227.052,219.5096,220.7834,28971.0
2021-04-08,222.885,225.1777,220.6287,225.1777,36608.0
2021-04-09,225.2141,231.7466,225.2141,230.1089,44986.0
2021-04-10,225.2141,231.7466,225.2141,230.1089,44986.0
2021-04-11,225.2141,231.7466,225.2141,230.1089,44986.0
2021-04-12,229.2719,232.738,226.4788,231.0642,25732.0
2021-04-13,231.0915,234.9264,223.5492,228.8534,28933.0
2021-04-14,227.707,235.1675,227.707,232.0468,31827.0
2021-04-15,233.6208,235.2493,232.4562,233.4934,24643.0
2021-04-16,236.0227,240.7719,234.062,236.5504,53308.0
2021-04-17,236.0227,240.7719,234.062,236.5504,53308.0
2021-04-18,236.0227,240.7719,234.062,236.5504,53308.0
2021-04-19,234.4123,236.5504,229.6991,233.5298,37082.0
2021-04-20,231.2735,236.7291,224.6955,225.9784,39499.0
2021-04-21,224.9048,230.9732,224.0012,230.6366,27634.0
2021-04-22,232.3288,236.15,228.2984,228.9444,30042.0
2021-04-23,230.7276,235.8271,230.7276,233.6481,34806.0
2021-04-24,230.7276,235.8271,230.7276,233.6481,34806.0
2021-04-25,230.7276,235.8271,230.7276,233.6481,34806.0
2021-04-26,233.6481,238.9068,233.6481,238.0788,38625.0
2021-04-27,237.3055,245.6485,236.2774,237.169,89707.0
2021-04-28,245.6485,250.1975,238.7066,247.55,76421.0
2021-04-29,250.9539,253.5182,246.6922,251.8299,71777.0
2021-04-30,247.2398,253.6441,243.2701,249.5485,51765.0
2021-05-01,247.2398,253.6441,243.2701,249.5485,51765.0
2021-05-02,247.2398,253.6441,243.2701,249.5485,51765.0
2021-05-03,252.414,253.4908,247.7417,250.2147,61496.0
2021-05-04,249.5485,257.3327,244.566,246.2998,58220.0
2021-05-05,246.2998,251.2017,244.6207,250.0413,46078.0
2021-05-06,250.0413,253.1896,246.4413,252.6239,43756.0
2021-05-07,249.2291,256.0825,249.2291,251.4832,46837.0
2021-05-08,249.2291,256.0825,249.2291,251.4832,46837.0
2021-05-09,249.2291,256.0825,249.2291,251.4832,46837.0
2021-05-10,252.998,254.1842,244.6116,246.0261,52723.0
2021-05-11,243.0785,243.8085,236.8466,240.6054,64644.0
2021-05-12,240.5781,243.7374,229.6159,230.4943,65853.0
