,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity
2021-09-20,185.865,189.819,184.445,188.62,159834.0
2021-09-21,189.529,191.138,183.227,184.28,166046.0
2021-09-22,185.286,192.689,185.286,190.688,131872.0
2021-09-23,192.109,197.348,192.109,195.628,166464.0
2021-09-24,195.125,201.833,195.125,199.996,161272.0
2021-09-25,195.125,201.833,195.125,199.996,161272.0
2021-09-26,195.125,201.833,195.125,199.996,161272.0
2021-09-27,197.558,208.27,197.558,201.204,243420.0
2021-09-28,200.885,202.973,197.464,197.86,114716.0
2021-09-29,198.401,199.909,194.651,195.212,119451.0
2021-09-30,195.222,195.222,188.833,188.939,113787.0
2021-10-01,191.868,198.807,190.978,195.705,199959.0
2021-10-02,191.868,198.807,190.978,195.705,199959.0
2021-10-03,191.868,198.807,190.978,195.705,199959.0
2021-10-04,197.358,199.494,193.897,195.541,109367.0
2021-10-05,194.642,198.856,192.087,194.284,111932.0
2021-10-06,188.069,192.341,185.924,192.022,152811.0
2021-10-07,194.042,195.637,187.789,187.992,183811.0
2021-10-08,188.823,189.77,183.894,185.624,130217.0
2021-10-09,188.823,189.77,183.894,185.624,130217.0
2021-10-10,188.823,189.77,183.894,185.624,130217.0
2021-10-11,184.909,187.286,184.561,185.295,86973.0
2021-10-12,185.228,189.442,184.87,187.122,93158.0
2021-10-13,185.923,187.064,180.037,184.106,141793.0
2021-10-14,186.078,189.432,185.199,186.484,130633.0
2021-10-15,190.775,191.66,183.449,183.71,119857.0
2021-10-16,190.775,191.66,183.449,183.71,119857.0
2021-10-17,190.775,191.66,183.449,183.71,119857.0
2021-10-18,182.28,184.783,181.236,181.99,178814.0
2021-10-19,181.477,184.88,180.086,181.497,164458.0
2021-10-20,181.497,184.174,178.752,180.53,75434.0
2021-10-21,181.323,183.816,179.651,180.81,106834.0
2021-10-22,179.776,179.776,177.06,177.776,83387.0
2021-10-23,179.776,179.776,177.06,177.776,83387.0
2021-10-24,179.776,179.776,177.06,177.776,83387.0
2021-10-25,177.679,179.37,176.664,177.669,99530.0
2021-10-26,178.123,178.52,173.59,174.77,181490.0
2021-10-27,175.04,175.92,171.86,173.049,180924.0
2021-10-28,172.044,174.509,165.645,169.241,292672.0
2021-10-29,170.266,171.749,167.269,169.405,130487.0
2021-10-30,170.266,171.749,167.269,169.405,130487.0
2021-10-31,170.266,171.749,167.269,169.405,130487.0
2021-11-01,169.512,175.253,168.033,172.653,221860.0
2021-11-02,171.783,174.025,171.087,173.958,116987.0
2021-11-03,173.677,178.365,173.677,178.288,131905.0
2021-11-04,179.148,179.554,174.354,175.639,131193.0
2021-11-05,182.56,189.19,180.55,184.899,217526.0
2021-11-06,182.56,189.19,180.55,184.899,217526.0
2021-11-07,182.56,189.19,180.55,184.899,217526.0
2021-11-08,186.368,188.436,185.141,186.3,174327.0
2021-11-09,186.31,187.789,183.41,187.035,107983.0
2021-11-10,185.547,187.576,183.739,183.855,148855.0
2021-11-11,183.816,184.928,180.743,182.396,104874.0
2021-11-12,183.024,183.309,178.085,179.97,89026.0
2021-11-13,183.024,183.309,178.085,179.97,89026.0
2021-11-14,183.024,183.309,178.085,179.97,89026.0
2021-11-15,182.183,183.398,179.95,181.932,69630.0
2021-11-16,190.002,190.94,179.941,182.086,183323.0
2021-11-17,181.41,181.555,177.94,181.545,92452.0
2021-11-18,181.932,181.932,176.877,178.752,180908.0
2021-11-19,175.852,177.457,173.861,176.993,136811.0
2021-11-20,175.852,177.457,173.861,176.993,136811.0
2021-11-21,175.852,177.457,173.861,176.993,136811.0
2021-11-22,178.81,183.495,178.81,179.158,230464.0
2021-11-23,179.419,181.129,175.804,179.148,130209.0
2021-11-24,177.167,180.264,176.171,179.361,86257.0
2021-11-25,177.167,180.264,176.171,179.361,86257.0
2021-11-26,169.695,170.986,164.312,168.748,214569.0
2021-11-27,169.695,170.986,164.312,168.748,214569.0
2021-11-28,169.695,170.986,164.312,168.748,214569.0
2021-11-29,172.189,173.967,167.975,169.434,194043.0
2021-11-30,165.945,167.724,163.451,167.424,143934.0
2021-12-01,172.15,173.668,158.121,158.193,278342.0
2021-12-02,160.755,172.972,160.293,172.46,270603.0
2021-12-03,170.797,172.189,165.471,168.613,175793.0
2021-12-04,170.797,172.189,165.471,168.613,175793.0
2021-12-05,170.797,172.189,165.471,168.613,175793.0
2021-12-06,171.541,183.101,171.406,177.834,211353.0
2021-12-07,179.97,182.396,177.326,178.752,251165.0
2021-12-08,179.776,190.084,179.225,185.769,301488.0
2021-12-09,184.512,187.702,182.676,184.609,164825.0
2021-12-10,185.556,186.552,178.046,179.138,263778.0
2021-12-11,185.556,186.552,178.046,179.138,263778.0
2021-12-12,185.556,186.552,178.046,179.138,263778.0
2021-12-13,177.234,177.234,172.286,173.378,208194.0
2021-12-14,173.281,177.486,169.874,171.464,231070.0
2021-12-15,171.754,172.895,165.124,172.74,303029.0
2021-12-16,173.735,174.209,165.486,166.428,230273.0
2021-12-17,167.849,174.296,165.51,170.807,528911.0
2021-12-18,167.849,174.296,165.51,170.807,528911.0
2021-12-19,167.849,174.296,165.51,170.807,528911.0
2021-12-20,167.115,171.817,164.312,170.855,230936.0
2021-12-21,172.015,182.197,172.015,181.11,234335.0
2021-12-22,181.371,182.927,179.235,181.903,159463.0
2021-12-23,184.164,185.72,181.477,183.816,160437.0
2021-12-24,184.164,185.72,181.477,183.816,160437.0
2021-12-25,184.164,185.72,181.477,183.816,160437.0
2021-12-26,184.164,185.72,181.477,183.816,160437.0
2021-12-27,182.135,186.059,178.201,182.84,133709.0
2021-12-28,181.4,186.339,180.955,184.59,134628.0
2021-12-29,183.836,185.74,182.473,184.28,123572.0
2021-12-30,183.836,187.016,182.376,182.666,171243.0
2021-12-31,182.676,184.019,180.269,180.781,156751.0
2022-01-01,182.676,184.019,180.269,180.781,156751.0
2022-01-02,182.676,184.019,180.269,180.781,156751.0
2022-01-03,182.077,188.514,181.999,184.561,172367.0
2022-01-04,186.213,189.113,186.175,186.706,126267.0
2022-01-05,179.718,179.776,169.338,170.227,432547.0
2022-01-06,173.387,174.932,170.13,171.657,245933.0
2022-01-07,169.096,174.228,168.415,172.257,302457.0
2022-01-08,169.096,174.228,168.415,172.257,302457.0
2022-01-09,169.096,174.228,168.415,172.257,302457.0
2022-01-10,173.01,174.228,169.405,172.769,190837.0
2022-01-11,172.972,177.505,170.971,176.954,187208.0
2022-01-12,178.027,179.119,175.205,176.635,209603.0
2022-01-13,178.984,184.773,177.592,181.11,181092.0
2022-01-14,178.81,181.303,176.118,179.873,149732.0
2022-01-15,178.81,181.303,176.118,179.873,149732.0
2022-01-16,178.81,181.303,176.118,179.873,149732.0
2022-01-17,178.81,181.303,176.118,179.873,149732.0
2022-01-18,178.684,185.527,175.214,175.736,149796.0
2022-01-19,175.63,177.93,173.813,174.025,157577.0
2022-01-20,174.857,179.539,173.436,173.687,197318.0
2022-01-21,171.909,175.446,169.391,170.546,217376.0
2022-01-22,171.909,175.446,169.391,170.546,217376.0
2022-01-23,171.909,175.446,169.391,170.546,217376.0
2022-01-24,167.057,168.854,159.131,168.767,249876.0
2022-01-25,165.848,174.402,163.21,171.735,209766.0
2022-01-26,173.764,176.616,167.704,168.806,148754.0
2022-01-27,170.034,174.866,165.317,166.225,172177.0
2022-01-28,165.104,166.003,158.541,166.003,173824.0
2022-01-29,165.104,166.003,158.541,166.003,173824.0
2022-01-30,165.104,166.003,158.541,166.003,173824.0
2022-01-31,164.225,173.155,163.137,172.682,276533.0
2022-02-01,172.653,177.205,172.305,174.75,195411.0
2022-02-02,174.847,174.944,166.535,170.275,290563.0
2022-02-03,172.769,180.607,168.565,169.28,264409.0
2022-02-04,166.728,168.483,164.321,167.434,236402.0
2022-02-05,166.728,168.483,164.321,167.434,236402.0
2022-02-06,166.728,168.483,164.321,167.434,236402.0
2022-02-07,168.535,173.764,163.838,167.318,263517.0
2022-02-08,170.536,174.016,167.845,173.097,167328.0
2022-02-09,174.567,178.81,174.567,176.5,206189.0
2022-02-10,173.735,178.868,171.163,173.89,174734.0
2022-02-11,174.547,175.021,163.355,166.728,294866.0
2022-02-12,174.547,175.021,163.355,166.728,294866.0
2022-02-13,174.547,175.021,163.355,166.728,294866.0
2022-02-14,167.646,175.504,165.655,166.564,220832.0
2022-02-15,170.043,174.702,170.043,172.063,249007.0
2022-02-16,170.217,174.103,169.144,172.788,197589.0
2022-02-17,169.947,172.426,165.906,166.409,157684.0
2022-02-18,167.153,169.144,165.278,165.984,153016.0
2022-02-19,167.153,169.144,165.278,165.984,153016.0
2022-02-20,167.153,169.144,165.278,165.984,153016.0
2022-02-21,167.153,169.144,165.278,165.984,153016.0
2022-02-22,163.993,168.081,162.939,165.703,201317.0
2022-02-23,166.989,167.965,160.001,160.165,189255.0
2022-02-24,151.679,166.051,150.142,165.356,308173.0
2022-02-25,166.883,171.438,166.254,168.893,243484.0
2022-02-26,166.883,171.438,166.254,168.893,243484.0
2022-02-27,166.883,171.438,166.254,168.893,243484.0
2022-02-28,165.568,169.918,163.933,168.265,271662.0
2022-03-01,165.713,166.878,159.721,161.866,280521.0
2022-03-02,164.292,167.211,162.234,162.562,162703.0
2022-03-03,160.977,162.601,155.98,156.831,209240.0
2022-03-04,154.985,154.985,149.282,151.602,267414.0
2022-03-05,154.985,154.985,149.282,151.602,267414.0
2022-03-06,154.985,154.985,149.282,151.602,267414.0
2022-03-07,149.891,150.277,127.612,129.159,390030.0
2022-03-08,130.637,139.307,128.286,132.464,316282.0
2022-03-09,139.172,144.546,138.225,142.023,303616.0
2022-03-10,137.539,142.898,136.398,137.229,159731.0
2022-03-11,139.839,139.873,133.982,135.557,353104.0
2022-03-12,139.839,139.873,133.982,135.557,353104.0
2022-03-13,139.839,139.873,133.982,135.557,353104.0
2022-03-14,137.055,139.385,133.948,136.823,286357.0
2022-03-15,141.115,146.556,140.515,143.444,281584.0
2022-03-16,146.614,152.723,145.561,151.457,224738.0
2022-03-17,147.996,151.437,145.3,150.732,166125.0
2022-03-18,148.499,153.535,147.107,151.698,206598.0
2022-03-19,148.499,153.535,147.107,151.698,206598.0
2022-03-20,148.499,153.535,147.107,151.698,206598.0
2022-03-21,150.683,150.886,146.131,147.069,142122.0
2022-03-22,148.799,151.795,147.929,149.388,190769.0
2022-03-23,147.987,150.741,146.962,149.195,226168.0
2022-03-24,150.287,151.515,148.717,149.649,180591.0
2022-03-25,150.191,154.221,149.949,151.689,281216.0
2022-03-26,150.191,154.221,149.949,151.689,281216.0
2022-03-27,150.191,154.221,149.949,151.689,281216.0
2022-03-28,154.028,154.028,149.997,152.307,197389.0
2022-03-29,156.676,160.175,155.555,155.922,334631.0
2022-03-30,154.327,157.246,153.322,155.236,229886.0
2022-03-31,155.313,158.778,155.313,156.956,286667.0
2022-04-01,157.42,158.691,154.337,154.811,149234.0
2022-04-02,157.42,158.691,154.337,154.811,149234.0
2022-04-03,157.42,158.691,154.337,154.811,149234.0
2022-04-04,153.129,157.106,152.075,154.733,137320.0
2022-04-05,154.733,155.864,148.886,153.274,259941.0
2022-04-06,150.026,153.327,145.657,148.847,281644.0
2022-04-07,146.914,148.828,142.149,145.3,305697.0
2022-04-08,145.967,145.967,141.395,141.84,217053.0
2022-04-09,145.967,145.967,141.395,141.84,217053.0
2022-04-10,145.967,145.967,141.395,141.84,217053.0
2022-04-11,140.438,148.045,140.438,143.096,207991.0
2022-04-12,144.111,146.547,143.193,144.865,204090.0
2022-04-13,148.905,153.636,148.523,152.104,246296.0
2022-04-14,152.52,157.324,152.52,153.428,261098.0
2022-04-15,152.52,157.324,152.52,153.428,261098.0
2022-04-16,152.52,157.324,152.52,153.428,261098.0
2022-04-17,152.52,157.324,152.52,153.428,261098.0
2022-04-18,152.278,154.724,151.133,153.448,157893.0
2022-04-19,154.888,160.444,154.888,158.773,150673.0
2022-04-20,159.605,161.083,157.338,159.663,193368.0
2022-04-21,166.129,170.652,165.346,168.129,399689.0
2022-04-22,166.979,168.265,159.585,160.088,181325.0
2022-04-23,166.979,168.265,159.585,160.088,181325.0
2022-04-24,166.979,168.265,159.585,160.088,181325.0
2022-04-25,160.107,162.707,155.487,158.831,174450.0
2022-04-26,156.299,157.159,153.1,154.82,372531.0
2022-04-27,153.68,157.246,151.437,153.921,286850.0
2022-04-28,155.825,156.868,149.504,154.965,220187.0
2022-04-29,154.579,157.391,149.533,149.997,203049.0
2022-04-30,154.579,157.391,149.533,149.997,203049.0
2022-05-01,154.579,157.391,149.533,149.997,203049.0
2022-05-02,148.915,151.254,146.068,150.519,238334.0
2022-05-03,150.277,152.626,148.161,150.5,125597.0
2022-05-04,149.108,150.345,141.517,148.383,350744.0
2022-05-05,147.397,151.776,145.01,149.901,243434.0
2022-05-06,148.847,150.79,145.512,148.905,261396.0
2022-05-07,148.847,150.79,145.512,148.905,261396.0
2022-05-08,148.847,150.79,145.512,148.905,261396.0
2022-05-09,146.692,148.625,136.475,136.988,261358.0
2022-05-10,139.665,141.414,134.89,137.171,192137.0
2022-05-11,136.678,142.478,136.292,136.843,174008.0
2022-05-12,135.006,137.601,131.275,134.388,211199.0
2022-05-13,136.06,139.317,134.765,138.118,161815.0
2022-05-14,136.06,139.317,134.765,138.118,161815.0
2022-05-15,136.06,139.317,134.765,138.118,161815.0
2022-05-16,137.809,139.182,135.716,137.249,135480.0
2022-05-17,140.776,146.266,140.767,145.87,150879.0
2022-05-18,144.788,148.393,141.134,145.754,257557.0
2022-05-19,144.401,147.813,141.086,141.492,192186.0
2022-05-20,142.864,143.536,135.48,136.466,295911.0
2022-05-21,142.864,143.536,135.48,136.466,295911.0
2022-05-22,142.864,143.536,135.48,136.466,295911.0
2022-05-23,138.631,138.65,135.306,137.674,347931.0
2022-05-24,135.808,135.808,127.032,127.641,337988.0
2022-05-25,127.119,131.517,126.742,130.483,802967.0
2022-05-26,131.855,141.748,131.855,141.308,688863.0
2022-05-27,143.415,147.223,143.415,146.402,274914.0
2022-05-28,143.415,147.223,143.415,146.402,274914.0
2022-05-29,143.415,147.223,143.415,146.402,274914.0
2022-05-30,143.415,147.223,143.415,146.402,274914.0
2022-05-31,144.285,145.474,141.395,144.449,233260.0
2022-06-01,146.353,146.895,138.766,140.776,196062.0
2022-06-02,140.486,143.202,140.071,143.048,130798.0
2022-06-03,142.207,142.342,139.302,141.414,195940.0
2022-06-04,142.207,142.342,139.302,141.414,195940.0
2022-06-05,142.207,142.342,139.302,141.414,195940.0
2022-06-06,143.154,144.565,141.646,142.139,178420.0
2022-06-07,140.554,145.136,140.554,144.623,99168.0
2022-06-08,142.864,144.063,140.593,140.689,95769.0
2022-06-09,139.965,140.344,134.054,134.465,264133.0
2022-06-10,131.875,133.861,127.544,129.507,347234.0
2022-06-11,131.875,133.861,127.544,129.507,347234.0
2022-06-12,131.875,133.861,127.544,129.507,347234.0
2022-06-13,125.563,126.011,117.232,120.034,374496.0
2022-06-14,120.324,121.223,115.472,117.744,293869.0
2022-06-15,118.923,121.272,116.99,118.469,165226.0
2022-06-16,114.322,114.95,109.219,110.234,282612.0
2022-06-17,112.534,114.965,106.745,113.085,445410.0
2022-06-18,112.534,114.965,106.745,113.085,445410.0
2022-06-19,112.534,114.965,106.745,113.085,445410.0
2022-06-20,112.534,114.965,106.745,113.085,445410.0
2022-06-21,114.371,114.774,108.687,108.89,268822.0
2022-06-22,107.083,111.331,107.083,110.292,234023.0
2022-06-23,109.992,113.481,107.634,113.375,297776.0
2022-06-24,113.878,119.561,113.878,119.358,508630.0
2022-06-25,113.878,119.561,113.878,119.358,508630.0
2022-06-26,113.878,119.561,113.878,119.358,508630.0
2022-06-27,119.039,119.039,113.423,114.139,196339.0
2022-06-28,115.008,119.145,112.341,112.756,180282.0
2022-06-29,111.258,111.568,108.04,109.973,210236.0
2022-06-30,107.402,110.321,106.145,109.306,184964.0
2022-07-01,109.113,112.003,108.33,111.548,154730.0
2022-07-02,109.113,112.003,108.33,111.548,154730.0
2022-07-03,109.113,112.003,108.33,111.548,154730.0
2022-07-04,109.113,112.003,108.33,111.548,154730.0
2022-07-05,108.098,113.892,107.315,113.501,195909.0
2022-07-06,112.727,114.549,109.316,109.49,150219.0
2022-07-07,109.838,111.413,108.958,110.089,142199.0
2022-07-08,110.746,111.198,107.879,109.18,134747.0
2022-07-09,110.746,111.198,107.879,109.18,134747.0
2022-07-10,110.746,111.198,107.879,109.18,134747.0
2022-07-11,108.475,109.151,107.044,107.411,106185.0
2022-07-12,107.479,113.829,107.479,111.964,155951.0
2022-07-13,108.939,110.398,107.209,109.934,153822.0
2022-07-14,108.591,111.858,108.069,109.799,151052.0
2022-07-15,111.548,112.558,110.707,111.8,151161.0
2022-07-16,111.548,112.558,110.707,111.8,151161.0
2022-07-17,111.548,112.558,110.707,111.8,151161.0
2022-07-18,113.984,115.651,110.823,111.258,178297.0
2022-07-19,113.646,116.565,112.863,116.081,177999.0
2022-07-20,116.748,118.266,115.405,116.603,196067.0
2022-07-21,114.487,114.941,111.807,114.786,212124.0
2022-07-22,115.994,117.724,111.075,112.437,123507.0
2022-07-23,115.994,117.724,111.075,112.437,123507.0
2022-07-24,115.994,117.724,111.075,112.437,123507.0
2022-07-25,112.351,113.926,111.075,112.718,148293.0
2022-07-26,109.171,109.673,105.343,107.643,325254.0
2022-07-27,109.528,110.959,108.011,110.118,163014.0
2022-07-28,109.528,111.461,107.073,111.133,205263.0
2022-07-29,111.558,112.25,109.857,111.452,201572.0
2022-07-30,111.558,112.25,109.857,111.452,201572.0
2022-07-31,111.558,112.25,109.857,111.452,201572.0
2022-08-01,111.345,114.39,109.461,113.539,275356.0
2022-08-02,112.611,113.694,108.91,109.2,364406.0
2022-08-03,110.93,114.313,109.934,113.771,262093.0
2022-08-04,106.319,113.423,106.319,110.978,323374.0
2022-08-05,109.712,110.804,106.493,106.561,229954.0
2022-08-06,109.712,110.804,106.493,106.561,229954.0
2022-08-07,109.712,110.804,106.493,106.561,229954.0
2022-08-08,108.233,110.408,107.257,107.508,266412.0
2022-08-09,107.015,108.48,99.544,100.713,359388.0
2022-08-10,102.965,104.145,101.583,103.642,343392.0
2022-08-11,105.633,108.136,103.188,103.439,195711.0
2022-08-12,103.091,105.44,101.699,105.43,294648.0
2022-08-13,103.091,105.44,101.699,105.43,294648.0
2022-08-14,103.091,105.44,101.699,105.43,294648.0
2022-08-15,105.807,109.064,105.807,106.687,178668.0
2022-08-16,106.242,108.407,105.018,108.165,202466.0
2022-08-17,106.435,106.435,101.83,102.434,199852.0
2022-08-18,101.603,102.453,100.81,102.018,131634.0
2022-08-19,100.095,100.375,97.997,99.041,187283.0
2022-08-20,100.095,100.375,97.997,99.041,187283.0
2022-08-21,100.095,100.375,97.997,99.041,187283.0
2022-08-22,97.33,97.33,93.909,94.75,238206.0
2022-08-23,94.75,95.591,93.564,93.899,181483.0
2022-08-24,93.957,95.494,93.073,94.46,241072.0
2022-08-25,95.591,98.007,95.339,97.108,171203.0
2022-08-26,96.751,97.881,94.624,94.827,221107.0
2022-08-27,96.751,97.881,94.624,94.827,221107.0
2022-08-28,96.751,97.881,94.624,94.827,221107.0
2022-08-29,93.406,95.62,92.894,92.894,193399.0
2022-08-30,94.953,96.064,93.701,95.629,261494.0
2022-08-31,96.741,96.741,92.788,93.271,181748.0
2022-09-01,92.817,93.532,90.951,93.261,279089.0
2022-09-02,94.701,94.808,91.415,92.333,253149.0
2022-09-03,94.701,94.808,91.415,92.333,253149.0
2022-09-04,94.701,94.808,91.415,92.333,253149.0
2022-09-05,94.701,94.808,91.415,92.333,253149.0
2022-09-06,93.387,93.426,90.188,92.044,239653.0
2022-09-07,92.111,94.711,92.111,93.745,303371.0
2022-09-08,94.653,96.586,93.609,94.701,255101.0
2022-09-09,95.784,96.664,94.871,96.509,518722.0
2022-09-10,95.784,96.664,94.871,96.509,518722.0
2022-09-11,95.784,96.664,94.871,96.509,518722.0
2022-09-12,97.485,99.056,97.408,98.258,219260.0
2022-09-13,95.088,95.726,93.397,94.267,242011.0
2022-09-14,93.909,94.663,91.976,94.247,215592.0
2022-09-15,94.247,96.627,93.445,93.532,159607.0
2022-09-16,92.024,92.024,87.597,88.023,402919.0
2022-09-17,92.024,92.024,87.597,88.023,402919.0
2022-09-18,92.024,92.024,87.597,88.023,402919.0
2022-09-19,87.675,90.178,87.675,88.699,164490.0
2022-09-20,87.984,88.39,85.93,86.534,181318.0
2022-09-21,86.621,87.133,83.171,84.089,215437.0
2022-09-22,83.654,84.089,80.261,81.934,234037.0
2022-09-23,80.783,81.832,76.221,77.594,336139.0
2022-09-24,80.783,81.832,76.221,77.594,336139.0
2022-09-25,80.783,81.832,76.221,77.594,336139.0
2022-09-26,77.023,77.961,73.322,73.399,291232.0
2022-09-27,74.617,75.67,71.756,72.809,350793.0
2022-09-28,72.703,76.376,71.988,76.105,348032.0
2022-09-29,74.733,75.313,71.331,72.191,314578.0
2022-09-30,72.113,73.37,70.528,70.538,209200.0
2022-10-01,72.113,73.37,70.528,70.538,209200.0
2022-10-02,72.113,73.37,70.528,70.538,209200.0
2022-10-03,70.19,72.229,69.436,71.833,243651.0
2022-10-04,74.143,78.212,74.143,78.164,381630.0
2022-10-05,76.463,76.859,73.969,74.53,286392.0
2022-10-06,73.737,74.482,71.099,71.186,260637.0
2022-10-07,70.2,70.2,64.99,66.015,324186.0
2022-10-08,70.2,70.2,64.99,66.015,324186.0
2022-10-09,70.2,70.2,64.99,66.015,324186.0
2022-10-10,66.179,66.488,64.043,64.893,267416.0
2022-10-11,66.15,67.058,62.583,63.25,441119.0
2022-10-12,62.786,65.415,61.646,65.038,410042.0
2022-10-13,64.855,66.247,63.057,65.599,400809.0
2022-10-14,66.836,67.571,64.053,64.478,226114.0
2022-10-15,66.836,67.571,64.053,64.478,226114.0
2022-10-16,66.836,67.571,64.053,64.478,226114.0
2022-10-17,65.783,66.401,64.091,65.193,284302.0
2022-10-18,67.126,69.33,65.469,66.305,255396.0
2022-10-19,66.082,66.682,63.192,63.975,298380.0
2022-10-20,63.869,65.357,63.54,64.236,268007.0
2022-10-21,64.149,65.299,63.569,63.917,237135.0
2022-10-22,64.149,65.299,63.569,63.917,237135.0
2022-10-23,64.149,65.299,63.569,63.917,237135.0
2022-10-24,64.41,65.734,63.463,65.212,267410.0
2022-10-25,64.69,67.957,63.99,67.696,245143.0
2022-10-26,67.928,70.074,67.427,68.953,266563.0
2022-10-27,70.006,71.775,69.204,69.784,234915.0
2022-10-28,69.629,71.118,67.783,70.557,272928.0
2022-10-29,69.629,71.118,67.783,70.557,272928.0
2022-10-30,69.629,71.118,67.783,70.557,272928.0
2022-10-31,70.074,73.215,68.905,72.539,318699.0
2022-11-01,73.505,73.886,72.423,72.867,201153.0
2022-11-02,72.577,73.264,69.803,69.803,263758.0
2022-11-03,68.914,73.051,66.759,72.355,405533.0
2022-11-04,72.645,74.056,70.301,71.514,293828.0
2022-11-05,72.645,74.056,70.301,71.514,293828.0
2022-11-06,72.645,74.056,70.301,71.514,293828.0
2022-11-07,72.606,75.844,71.631,75.371,323718.0
2022-11-08,75.303,75.607,72.486,72.693,238162.0
2022-11-09,71.978,73.65,71.389,71.65,210206.0
2022-11-10,74.839,77.444,74.554,75.429,283089.0
2022-11-11,75.902,78.396,75.226,77.874,345399.0
2022-11-12,75.902,78.396,75.226,77.874,345399.0
2022-11-13,75.902,78.396,75.226,77.874,345399.0
2022-11-14,77.236,77.913,75.748,76.521,200928.0
2022-11-15,78.212,80.764,78.048,80.561,340918.0
2022-11-16,80.02,80.107,76.622,77.362,185450.0
2022-11-17,75.873,76.028,73.747,74.829,173487.0
2022-11-18,77.091,78.077,74.955,75.69,153125.0
2022-11-19,77.091,78.077,74.955,75.69,153125.0
2022-11-20,77.091,78.077,74.955,75.69,153125.0
2022-11-21,75.081,77.052,74.771,76.811,269633.0
2022-11-22,77.159,77.159,73.699,74.626,190030.0
2022-11-23,74.617,79.218,74.424,77.922,183827.0
2022-11-24,74.617,79.218,74.424,77.922,183827.0
2022-11-25,77.806,78.962,77.313,78.135,82101.0
2022-11-26,77.806,78.962,77.313,78.135,82101.0
2022-11-27,77.806,78.962,77.313,78.135,82101.0
2022-11-28,78.135,78.135,75.743,75.922,167856.0
2022-11-29,75.738,78.315,75.738,77.497,152538.0
2022-11-30,77.371,79.991,76.347,79.846,175329.0
2022-12-01,80.745,82.05,79.266,79.276,134418.0
2022-12-02,78.058,79.565,77.385,79.16,119850.0
2022-12-03,78.058,79.565,77.385,79.16,119850.0
2022-12-04,78.058,79.565,77.385,79.16,119850.0
2022-12-05,77.487,78.599,74.675,75.371,214079.0
2022-12-06,75.67,77.043,72.225,73.592,212692.0
2022-12-07,72.993,72.993,69.146,69.465,210920.0
2022-12-08,69.794,71.321,68.156,68.876,177584.0
2022-12-09,68.141,70.557,67.179,69.919,779924.0
2022-12-10,68.141,70.557,67.179,69.919,779924.0
2022-12-11,68.141,70.557,67.179,69.919,779924.0
2022-12-12,69.939,73.099,69.547,73.003,179146.0
2022-12-13,75.873,75.98,69.939,70.664,241278.0
2022-12-14,70.664,71.389,68.704,69.185,136998.0
2022-12-15,66.72,68.083,65.241,65.299,344855.0
2022-12-16,64.903,66.942,64.285,66.285,486935.0
2022-12-17,64.903,66.942,64.285,66.285,486935.0
2022-12-18,64.903,66.942,64.285,66.285,486935.0
2022-12-19,66.256,66.276,64.149,64.826,164267.0
2022-12-20,62.931,64.304,62.39,62.893,170988.0
2022-12-21,63.453,65.13,62.661,64.574,307800.0
2022-12-22,63.927,63.927,60.834,61.887,241077.0
2022-12-23,61.598,63.772,60.863,63.502,198550.0
2022-12-24,61.598,63.772,60.863,63.502,198550.0
2022-12-25,61.598,63.772,60.863,63.502,198550.0
2022-12-26,61.598,63.772,60.863,63.502,198550.0
2022-12-27,62.496,63.057,60.95,62.98,180389.0
2022-12-28,62.641,63.54,61.211,61.453,196595.0
2022-12-29,61.859,65.618,61.482,65.57,235497.0
2022-12-30,64.806,66.324,63.908,65.715,179803.0
2022-12-31,64.806,66.324,63.908,65.715,179803.0
2023-01-01,64.806,66.324,63.908,65.715,179803.0
2023-01-02,64.806,66.324,63.908,65.715,179803.0
2023-01-03,67.049,68.412,66.024,66.807,221979.0
2023-01-04,67.919,73.075,67.919,72.152,251881.0
2023-01-05,71.679,72.959,70.509,71.611,151238.0
2023-01-06,71.988,73.08,70.683,72.867,207996.0
2023-01-07,71.988,73.08,70.683,72.867,207996.0
2023-01-08,71.988,73.08,70.683,72.867,207996.0
2023-01-09,74.317,76.294,73.602,74.771,139417.0
2023-01-10,74.578,77.526,74.578,77.439,156893.0
2023-01-11,75.216,79.053,74.482,76.115,196724.0
2023-01-12,77.294,78.58,75.545,78.386,280923.0
2023-01-13,76.318,77.777,75.902,76.608,216475.0
2023-01-14,76.318,77.777,75.902,76.608,216475.0
2023-01-15,76.318,77.777,75.902,76.608,216475.0
2023-01-16,76.318,77.777,75.902,76.608,216475.0
2023-01-17,76.705,78.087,75.448,78.009,149877.0
2023-01-18,79.256,80.368,76.589,77.313,200699.0
2023-01-19,76.221,78.918,76.221,78.531,141529.0
2023-01-20,79.546,83.934,78.348,82.658,337294.0
2023-01-21,79.546,83.934,78.348,82.658,337294.0
2023-01-22,79.546,83.934,78.348,82.658,337294.0
2023-01-23,83.122,83.601,80.387,80.851,216433.0
2023-01-24,80.638,82.504,80.263,80.803,122493.0
2023-01-25,80.039,81.586,79.256,81.479,104495.0
2023-01-26,82.349,82.997,79.739,81.441,139935.0
2023-01-27,81.035,83.422,80.861,83.325,162302.0
2023-01-28,81.035,83.422,80.861,83.325,162302.0
2023-01-29,81.035,83.422,80.861,83.325,162302.0
2023-01-30,81.276,83.229,80.851,82.31,175923.0
