,MXIM US Equity,MXIM US Equity,MXIM US Equity,MXIM US Equity,MXIM US Equity
2020-03-01,53.3493,55.1913,52.7189,54.7875,3740090.0
2020-03-02,55.0436,56.9939,54.3541,56.9447,2277448.0
2020-03-03,56.856,57.9494,54.7087,55.0436,2497605.0
2020-03-04,55.5262,57.2008,54.8761,57.1614,2095846.0
2020-03-05,55.5164,56.3143,54.5708,55.0337,1699210.0
2020-03-06,52.9159,54.1669,52.3347,53.96,2126982.0
2020-03-07,52.9159,54.1669,52.3347,53.96,2126982.0
2020-03-08,52.9159,54.1669,52.3347,53.96,2126982.0
2020-03-09,49.8426,51.6452,49.0743,49.1728,3102982.0
2020-03-10,50.7685,52.2067,48.8379,52.187,3061615.0
2020-03-11,50.6109,51.33,48.2469,48.7985,2492388.0
2020-03-12,46.001,48.3257,44.0014,44.0999,4219603.0
2020-03-13,47.0254,48.3257,43.7748,47.8331,4608001.0
2020-03-14,47.0254,48.3257,43.7748,47.8331,4608001.0
2020-03-15,47.0254,48.3257,43.7748,47.8331,4608001.0
2020-03-16,42.6716,48.2863,41.854,41.8639,4099823.0
2020-03-17,42.8193,48.2666,41.3024,47.4391,5207785.0
2020-03-18,43.7157,46.2624,41.7851,44.0802,3158604.0
2020-03-19,44.0605,46.4147,42.583,45.0751,2324774.0
2020-03-20,45.3804,45.9025,43.1247,43.4596,4074945.0
2020-03-21,45.3804,45.9025,43.1247,43.4596,4074945.0
2020-03-22,45.3804,45.9025,43.1247,43.4596,4074945.0
2020-03-23,44.4643,45.9911,42.7125,45.144,3548922.0
2020-03-24,46.986,47.9612,45.9714,47.3209,5047565.0
2020-03-25,47.1338,49.9707,45.5085,47.8824,3753675.0
2020-03-26,48.4734,49.6752,47.6952,49.4289,3799101.0
2020-03-27,47.6952,48.7,46.789,46.8481,2357898.0
2020-03-28,47.6952,48.7,46.789,46.8481,2357898.0
2020-03-29,47.6952,48.7,46.789,46.8481,2357898.0
2020-03-30,47.7839,49.3402,46.9041,49.1629,2221167.0
2020-03-31,48.6015,49.4585,47.4588,47.8824,2852276.0
2020-04-01,46.592,47.4884,44.7795,45.3312,2006021.0
2020-04-02,44.7795,47.1732,44.6416,47.0451,2480946.0
2020-04-03,46.6708,48.0893,46.4935,47.912,3003437.0
2020-04-04,46.6708,48.0893,46.4935,47.912,3003437.0
2020-04-05,46.6708,48.0893,46.4935,47.912,3003437.0
2020-04-06,49.9313,53.0538,49.2516,52.6697,4110255.0
2020-04-07,54.0783,54.7579,50.7981,50.9951,3279607.0
2020-04-08,51.527,52.6992,50.7882,52.5219,2641593.0
2020-04-09,52.5318,53.6153,50.542,51.0148,2654124.0
2020-04-10,52.5318,53.6153,50.542,51.0148,2654124.0
2020-04-11,52.5318,53.6153,50.542,51.0148,2654124.0
2020-04-12,52.5318,53.6153,50.542,51.0148,2654124.0
2020-04-13,50.6602,51.7684,50.6602,51.4581,1485239.0
2020-04-14,52.3347,52.9258,51.5861,52.4037,4330050.0
2020-04-15,51.5172,51.6157,50.276,51.33,2116627.0
2020-04-16,52.0294,52.2756,50.542,51.7142,5315113.0
2020-04-17,53.1622,53.5857,51.921,52.2953,5588398.0
2020-04-18,53.1622,53.5857,51.921,52.2953,5588398.0
2020-04-19,53.1622,53.5857,51.921,52.2953,5588398.0
2020-04-20,51.8619,51.8619,50.8276,51.0444,3502152.0
2020-04-21,50.3745,50.5124,49.291,49.5964,1968981.0
2020-04-22,50.8079,51.724,50.4041,51.5763,4591535.0
2020-04-23,51.399,52.778,51.399,51.6551,2031497.0
2020-04-24,52.0688,52.9898,51.3497,52.8667,4460336.0
2020-04-25,52.0688,52.9898,51.3497,52.8667,4460336.0
2020-04-26,52.0688,52.9898,51.3497,52.8667,4460336.0
2020-04-27,53.1819,54.5461,52.6992,54.3344,4551602.0
2020-04-28,54.6693,56.0286,54.1275,54.1768,5545795.0
2020-04-29,55.6642,56.8166,54.3245,56.5408,4543291.0
2020-04-30,55.9695,56.1173,53.9994,54.1571,3493019.0
2020-05-01,52.9356,53.1917,51.1823,51.2808,2519438.0
2020-05-02,52.9356,53.1917,51.1823,51.2808,2519438.0
2020-05-03,52.9356,53.1917,51.1823,51.2808,2519438.0
2020-05-04,51.2315,51.3251,50.0051,50.8375,2459959.0
2020-05-05,51.1724,52.5416,50.9458,51.9407,1951585.0
2020-05-06,52.7682,52.8223,51.9949,52.0885,1962889.0
2020-05-07,52.8076,53.0538,51.9112,52.0589,1506788.0
2020-05-08,52.2855,53.3493,52.1082,53.3099,1799103.0
2020-05-09,52.2855,53.3493,52.1082,53.3099,1799103.0
2020-05-10,52.2855,53.3493,52.1082,53.3099,1799103.0
2020-05-11,53.0834,54.1669,52.5416,53.7827,2453014.0
2020-05-12,54.0684,54.5954,53.2508,53.2804,2540545.0
2020-05-13,53.6251,53.8024,51.6157,52.2461,3213762.0
2020-05-14,51.4384,52.6007,50.8769,52.5712,2044002.0
2020-05-15,51.1921,52.1476,50.8769,51.2808,2435307.0
2020-05-16,51.1921,52.1476,50.8769,51.2808,2435307.0
2020-05-17,51.1921,52.1476,50.8769,51.2808,2435307.0
2020-05-18,52.4234,54.6102,52.4234,54.3147,2632054.0
2020-05-19,54.2457,55.1815,54.0586,54.226,2152731.0
2020-05-20,55.3982,56.6492,55.3095,56.1271,2268219.0
2020-05-21,55.871,56.1173,54.6102,54.817,2167698.0
2020-05-22,54.9352,55.3785,54.4821,55.28,1602959.0
2020-05-23,54.9352,55.3785,54.4821,55.28,1602959.0
2020-05-24,54.9352,55.3785,54.4821,55.28,1602959.0
2020-05-25,54.9352,55.3785,54.4821,55.28,1602959.0
2020-05-26,56.3143,57.8066,56.2453,57.3387,3527233.0
2020-05-27,57.2195,58.461,56.266,57.1798,1997646.0
2020-05-28,57.1103,57.4927,55.8886,56.1369,1418862.0
2020-05-29,56.3455,57.4678,55.829,57.289,2468139.0
2020-05-30,56.3455,57.4678,55.829,57.289,2468139.0
2020-05-31,56.3455,57.4678,55.829,57.289,2468139.0
2020-06-01,56.8918,57.7906,56.8818,57.4678,1535744.0
2020-06-02,57.5374,58.3419,57.1103,58.3021,1793674.0
2020-06-03,59.5933,60.9342,59.3748,60.1495,2586564.0
2020-06-04,59.9012,60.5865,59.3947,60.1595,1240726.0
2020-06-05,61.5798,62.2949,60.7455,60.8646,2111687.0
2020-06-06,61.5798,62.2949,60.7455,60.8646,2111687.0
2020-06-07,61.5798,62.2949,60.7455,60.8646,2111687.0
2020-06-08,60.9838,61.5102,60.2985,60.7753,2004804.0
2020-06-09,60.517,60.6064,59.9012,60.2488,1483169.0
2020-06-10,60.3084,60.9143,59.494,59.5536,2004994.0
2020-06-11,59.0967,59.3698,56.5342,56.6732,2945721.0
2020-06-12,58.2028,58.5107,55.7992,56.7626,2170226.0
2020-06-13,58.2028,58.5107,55.7992,56.7626,2170226.0
2020-06-14,58.2028,58.5107,55.7992,56.7626,2170226.0
2020-06-15,55.8389,57.8949,55.5555,57.885,2109218.0
2020-06-16,59.5933,60.5567,58.5802,59.4741,2825022.0
2020-06-17,60.0105,60.4872,59.4543,59.9211,2003099.0
2020-06-18,59.9807,60.3482,59.633,60.1495,2000044.0
2020-06-19,60.9938,61.0633,59.5834,60.0403,5477655.0
2020-06-20,60.9938,61.0633,59.5834,60.0403,5477655.0
2020-06-21,60.9938,61.0633,59.5834,60.0403,5477655.0
2020-06-22,59.6628,60.3382,58.6895,60.1595,1554060.0
2020-06-23,60.8348,61.7685,60.7107,61.103,2198391.0
2020-06-24,60.8646,61.1626,59.3748,59.5039,2411463.0
2020-06-25,59.2755,59.9012,58.5703,59.782,2158424.0
2020-06-26,59.4741,59.7721,58.5405,58.7987,2372744.0
2020-06-27,59.4741,59.7721,58.5405,58.7987,2372744.0
2020-06-28,59.4741,59.7721,58.5405,58.7987,2372744.0
2020-06-29,58.8881,59.3599,58.2127,59.196,1554795.0
2020-06-30,59.3847,60.4674,59.0868,60.1992,2295506.0
2020-07-01,60.0303,60.1197,59.2457,59.2854,1244439.0
2020-07-02,59.8118,60.5667,59.8118,59.9906,1396899.0
2020-07-03,59.8118,60.5667,59.8118,59.9906,1396899.0
2020-07-04,59.8118,60.5667,59.8118,59.9906,1396899.0
2020-07-05,59.8118,60.5667,59.8118,59.9906,1396899.0
2020-07-06,61.2818,61.7784,60.8249,61.5599,2428742.0
2020-07-07,61.2917,61.7436,60.964,61.0931,2293377.0
2020-07-08,61.6195,61.8777,60.7604,61.6592,2910718.0
2020-07-09,61.8777,64.5694,61.5798,64.033,4021339.0
2020-07-10,64.043,64.2813,62.861,63.6556,2118832.0
2020-07-11,64.043,64.2813,62.861,63.6556,2118832.0
2020-07-12,64.043,64.2813,62.861,63.6556,2118832.0
2020-07-13,71.9689,73.0217,68.582,68.8204,24023878.0
2020-07-14,67.0623,69.6646,66.9233,69.451,10278076.0
2020-07-15,69.9626,70.5287,69.2772,69.9924,5035784.0
2020-07-16,69.1283,69.5057,68.6018,69.0687,6107774.0
2020-07-17,69.2474,69.9129,69.0587,69.5653,2935644.0
2020-07-18,69.2474,69.9129,69.0587,69.5653,2935644.0
2020-07-19,69.2474,69.9129,69.0587,69.5653,2935644.0
2020-07-20,69.5255,71.0948,69.0885,70.8863,3723315.0
2020-07-21,70.628,70.9657,68.2641,68.5323,4116573.0
2020-07-22,68.7608,69.0587,68.1251,68.4628,4084977.0
2020-07-23,68.3635,68.4827,66.4467,66.9829,4545818.0
2020-07-24,66.9432,67.7477,66.1396,66.675,4475569.0
2020-07-25,66.9432,67.7477,66.1396,66.675,4475569.0
2020-07-26,66.9432,67.7477,66.1396,66.675,4475569.0
2020-07-27,66.9531,68.7906,66.8736,68.4429,4803337.0
2020-07-28,68.1152,68.7608,67.3007,68.4727,3944102.0
2020-07-29,68.2244,69.6944,68.2244,69.4262,3207675.0
2020-07-30,68.1847,68.7806,67.4398,68.5423,3367999.0
2020-07-31,68.5919,68.6813,66.5558,67.6285,4205389.0
2020-08-01,68.5919,68.6813,66.5558,67.6285,4205389.0
2020-08-02,68.5919,68.6813,66.5558,67.6285,4205389.0
2020-08-03,68.0655,68.721,67.7477,68.4131,4269642.0
2020-08-04,68.3337,69.3865,68.2344,68.7111,5501267.0
2020-08-05,68.4628,68.582,67.5093,68.4231,3648254.0
2020-08-06,67.9066,68.9793,67.8718,68.6217,3027364.0
2020-08-07,68.2542,69.0528,67.8569,68.2244,5036912.0
2020-08-08,68.2542,69.0528,67.8569,68.2244,5036912.0
2020-08-09,68.2542,69.0528,67.8569,68.2244,5036912.0
2020-08-10,68.2145,68.9395,67.7973,68.4429,3513063.0
2020-08-11,68.3635,70.2109,68.145,68.3039,3857315.0
2020-08-12,68.5919,70.1811,68.4926,69.6249,3735584.0
2020-08-13,69.3666,69.6547,68.5919,68.9296,3941254.0
2020-08-14,69.1481,69.3905,68.0953,68.135,2722978.0
2020-08-15,69.1481,69.3905,68.0953,68.135,2722978.0
2020-08-16,69.1481,69.3905,68.0953,68.135,2722978.0
2020-08-17,68.3734,68.8601,68.2344,68.5025,3793417.0
2020-08-18,68.5025,69.0289,68.2443,68.433,4442172.0
2020-08-19,68.3436,69.317,68.145,68.4827,3472906.0
2020-08-20,68.3535,68.8799,67.9265,68.5274,2360142.0
2020-08-21,68.2939,68.4131,67.6186,68.0456,2526404.0
2020-08-22,68.2939,68.4131,67.6186,68.0456,2526404.0
2020-08-23,68.2939,68.4131,67.6186,68.0456,2526404.0
2020-08-24,68.572,68.8601,67.9761,68.6316,1357730.0
2020-08-25,68.4926,70.3996,68.4827,70.34,1982752.0
2020-08-26,70.0,70.88,69.58,70.305,3363210.0
2020-08-27,70.94,70.94,69.34,70.04,1905505.0
2020-08-28,69.86,70.39,69.62,70.22,2096897.0
2020-08-29,69.86,70.39,69.62,70.22,2096897.0
2020-08-30,69.86,70.39,69.62,70.22,2096897.0
2020-08-31,69.45,69.9,68.2,68.44,7851012.0
2020-09-01,68.73,69.37,68.23,69.345,2261219.0
2020-09-02,69.74,71.37,69.47,70.71,6200884.0
2020-09-03,70.49,70.49,68.09,68.55,5608428.0
2020-09-04,68.07,69.05,66.6,68.68,4170152.0
2020-09-05,68.07,69.05,66.6,68.68,4170152.0
2020-09-06,68.07,69.05,66.6,68.68,4170152.0
2020-09-07,68.07,69.05,66.6,68.68,4170152.0
2020-09-08,66.96,67.53,65.3,65.36,5265558.0
2020-09-09,65.99,67.31,65.99,66.96,3523917.0
2020-09-10,67.05,67.78,65.91,66.35,4067989.0
2020-09-11,66.92,67.16,65.26,66.0,3685154.0
2020-09-12,66.92,67.16,65.26,66.0,3685154.0
2020-09-13,66.92,67.16,65.26,66.0,3685154.0
2020-09-14,66.63,67.02,65.9118,66.35,2825797.0
2020-09-15,66.81,67.74,66.67,67.09,2917176.0
2020-09-16,67.55,68.37,66.78,67.06,2630978.0
2020-09-17,65.56,67.16,65.21,66.94,2645040.0
2020-09-18,67.0,67.415,65.78,66.14,8192248.0
2020-09-19,67.0,67.415,65.78,66.14,8192248.0
2020-09-20,67.0,67.415,65.78,66.14,8192248.0
2020-09-21,65.3018,65.58,64.31,65.15,2839499.0
2020-09-22,65.32,65.9364,64.71,65.83,3140046.0
2020-09-23,65.91,66.52,64.39,64.6,2404149.0
2020-09-24,64.07,65.8,64.0028,64.96,2650510.0
2020-09-25,64.57,65.69,63.74,65.53,2281995.0
2020-09-26,64.57,65.69,63.74,65.53,2281995.0
2020-09-27,64.57,65.69,63.74,65.53,2281995.0
2020-09-28,66.52,68.1,66.28,68.02,2460180.0
2020-09-29,67.02,68.67,66.95,67.84,1895978.0
2020-09-30,68.02,68.84,67.38,67.61,3008075.0
2020-10-01,68.42,69.51,68.35,69.28,2936361.0
2020-10-02,68.32,68.7,66.3,66.38,2527641.0
2020-10-03,68.32,68.7,66.3,66.38,2527641.0
2020-10-04,68.32,68.7,66.3,66.38,2527641.0
2020-10-05,66.6,68.33,66.54,68.25,4678799.0
2020-10-06,67.84,69.72,67.48,67.6,2758748.0
2020-10-07,68.19,70.21,68.18,70.07,4496642.0
2020-10-08,70.3,71.7,70.3,71.44,5187373.0
2020-10-09,71.94,73.87,71.94,73.0,7248571.0
2020-10-10,71.94,73.87,71.94,73.0,7248571.0
2020-10-11,71.94,73.87,71.94,73.0,7248571.0
2020-10-12,73.77,74.83,73.67,74.71,2778713.0
2020-10-13,74.86,74.87,73.15,73.34,1763302.0
2020-10-14,73.43,73.6,72.77,72.95,1461517.0
2020-10-15,72.11,74.0,71.79,73.67,1530700.0
2020-10-16,73.96,74.66,73.03,73.09,2252150.0
2020-10-17,73.96,74.66,73.03,73.09,2252150.0
2020-10-18,73.96,74.66,73.03,73.09,2252150.0
2020-10-19,73.28,74.09,72.08,72.32,1537862.0
2020-10-20,72.65,73.5134,72.26,72.79,2419761.0
2020-10-21,72.69,74.22,72.54,73.48,2226197.0
2020-10-22,72.875,73.73,72.46,73.55,1149868.0
2020-10-23,73.42,73.85,72.58,72.87,2332000.0
2020-10-24,73.42,73.85,72.58,72.87,2332000.0
2020-10-25,73.42,73.85,72.58,72.87,2332000.0
2020-10-26,72.28,72.73,70.25,71.24,1714640.0
2020-10-27,71.74,71.94,70.7,70.72,1122150.0
2020-10-28,69.83,70.4958,68.45,68.77,2445415.0
2020-10-29,68.355,70.76,68.35,70.19,1633064.0
2020-10-30,69.37,70.08,68.8,69.65,2245924.0
2020-10-31,69.37,70.08,68.8,69.65,2245924.0
2020-11-01,69.37,70.08,68.8,69.65,2245924.0
2020-11-02,70.18,70.5,69.44,69.82,2982645.0
2020-11-03,70.05,71.63,70.04,70.8,2330751.0
2020-11-04,72.63,75.1,71.62,74.7,3096671.0
2020-11-05,75.73,78.17,75.37,77.89,2161058.0
2020-11-06,77.93,79.76,77.815,79.48,2292045.0
2020-11-07,77.93,79.76,77.815,79.48,2292045.0
2020-11-08,77.93,79.76,77.815,79.48,2292045.0
2020-11-09,80.69,83.68,80.53,81.07,4696192.0
2020-11-10,81.36,81.69,79.62,80.12,2362968.0
2020-11-11,80.75,82.56,80.55,81.78,2496325.0
2020-11-12,81.54,82.05,79.89,80.46,1744872.0
2020-11-13,81.08,82.03,80.78,81.18,2043119.0
2020-11-14,81.08,82.03,80.78,81.18,2043119.0
2020-11-15,81.08,82.03,80.78,81.18,2043119.0
2020-11-16,82.36,83.4,81.48,82.09,1824327.0
2020-11-17,81.35,81.95,80.32,80.76,4379056.0
2020-11-18,80.58,81.19,79.16,79.26,2690351.0
2020-11-19,78.04,81.31,78.04,81.18,1731659.0
2020-11-20,81.18,81.72,80.41,80.47,1613841.0
2020-11-21,81.18,81.72,80.41,80.47,1613841.0
2020-11-22,81.18,81.72,80.41,80.47,1613841.0
2020-11-23,80.52,81.89,80.52,81.75,1637387.0
2020-11-24,82.44,82.44,79.4,81.7,2104221.0
2020-11-25,81.5,82.35,80.58,81.38,1113461.0
2020-11-26,81.5,82.35,80.58,81.38,1113461.0
2020-11-27,81.91,83.09,81.64,82.41,967727.0
2020-11-28,81.91,83.09,81.64,82.41,967727.0
2020-11-29,81.91,83.09,81.64,82.41,967727.0
2020-11-30,82.19,83.43,82.05,83.04,2510619.0
2020-12-01,83.71,84.99,83.05,84.22,1997164.0
2020-12-02,84.28,84.69,83.84,84.22,1597295.0
2020-12-03,84.08,85.03,83.74,84.01,1431528.0
2020-12-04,83.87,86.6,83.68,86.41,1807654.0
2020-12-05,83.87,86.6,83.68,86.41,1807654.0
2020-12-06,83.87,86.6,83.68,86.41,1807654.0
2020-12-07,86.26,86.65,85.64,86.28,1521211.0
2020-12-08,85.93,87.83,85.7,87.66,2126176.0
2020-12-09,87.66,87.79,84.46,84.99,2341040.0
2020-12-10,84.24,85.47,83.8,84.52,3235727.0
2020-12-11,83.77,84.995,83.41,84.21,2960186.0
2020-12-12,83.77,84.995,83.41,84.21,2960186.0
2020-12-13,83.77,84.995,83.41,84.21,2960186.0
2020-12-14,84.72,86.27,84.42,85.31,2942195.0
2020-12-15,86.24,86.78,85.97,86.29,1169660.0
2020-12-16,86.02,86.5,84.67,85.4,1321077.0
2020-12-17,85.97,86.05,85.21,85.84,1845501.0
2020-12-18,86.12,86.67,85.69,86.45,3606695.0
2020-12-19,86.12,86.67,85.69,86.45,3606695.0
2020-12-20,86.12,86.67,85.69,86.45,3606695.0
2020-12-21,85.67,85.88,84.49,85.2,1338574.0
2020-12-22,85.01,86.59,85.01,86.41,1037412.0
2020-12-23,86.44,87.03,85.76,85.82,1563803.0
2020-12-24,86.37,86.59,85.6372,86.58,276572.0
2020-12-25,86.37,86.59,85.6372,86.58,276572.0
2020-12-26,86.37,86.59,85.6372,86.58,276572.0
2020-12-27,86.37,86.59,85.6372,86.58,276572.0
2020-12-28,87.505,88.28,86.41,86.57,989964.0
2020-12-29,86.7,87.02,85.38,86.02,722127.0
2020-12-30,86.71,87.82,86.71,87.52,814163.0
2020-12-31,87.51,88.79,87.14,88.65,1350000.0
2021-01-01,87.51,88.79,87.14,88.65,1350000.0
2021-01-02,87.51,88.79,87.14,88.65,1350000.0
2021-01-03,87.51,88.79,87.14,88.65,1350000.0
2021-01-04,88.81,90.57,86.67,87.5,2273816.0
2021-01-05,86.98,89.42,86.73,89.33,1327821.0
2021-01-06,87.5,91.56,87.5,89.72,1977445.0
2021-01-07,90.8,94.42,90.8,93.92,2472060.0
2021-01-08,94.46,96.71,93.77,94.41,3665358.0
2021-01-09,94.46,96.71,93.77,94.41,3665358.0
2021-01-10,94.46,96.71,93.77,94.41,3665358.0
2021-01-11,94.12,95.87,93.45,95.38,2333105.0
2021-01-12,95.4,96.04,94.37,95.82,1980938.0
2021-01-13,96.05,97.47,95.19,95.43,1391621.0
2021-01-14,95.63,96.93,95.63,96.13,2563319.0
2021-01-15,95.39,95.8,93.65,95.14,1239033.0
2021-01-16,95.39,95.8,93.65,95.14,1239033.0
2021-01-17,95.39,95.8,93.65,95.14,1239033.0
2021-01-18,95.39,95.8,93.65,95.14,1239033.0
2021-01-19,96.0,97.1,95.48,96.9,2942261.0
2021-01-20,97.79,98.44,95.82,96.18,2855322.0
2021-01-21,96.63,96.82,94.95,96.03,1578471.0
2021-01-22,95.34,95.97,93.55,93.62,1743390.0
2021-01-23,95.34,95.97,93.55,93.62,1743390.0
2021-01-24,95.34,95.97,93.55,93.62,1743390.0
2021-01-25,94.08,94.66,91.69,92.44,2110545.0
2021-01-26,92.63,93.48,91.34,93.17,1808390.0
2021-01-27,89.94,91.73,87.61,87.83,3364839.0
2021-01-28,90.44,90.87,88.54,89.0,2301526.0
2021-01-29,88.33,89.17,87.38,87.71,3248626.0
2021-01-30,88.33,89.17,87.38,87.71,3248626.0
2021-01-31,88.33,89.17,87.38,87.71,3248626.0
2021-02-01,88.69,91.23,88.4,90.63,2447500.0
2021-02-02,91.27,91.9,90.29,90.44,1944250.0
2021-02-03,90.48,90.77,87.73,87.87,2782786.0
2021-02-04,88.49,89.9,87.55,89.49,3178598.0
2021-02-05,90.595,90.595,88.96,89.2,1572665.0
2021-02-06,90.595,90.595,88.96,89.2,1572665.0
2021-02-07,90.595,90.595,88.96,89.2,1572665.0
2021-02-08,89.29,91.65,89.29,91.58,1866080.0
2021-02-09,91.38,91.9,90.82,91.22,1482806.0
2021-02-10,92.02,92.34,90.35,91.31,2244315.0
2021-02-11,92.77,95.09,92.5,94.94,1980493.0
2021-02-12,94.55,96.54,94.3511,96.22,1301577.0
2021-02-13,94.55,96.54,94.3511,96.22,1301577.0
2021-02-14,94.55,96.54,94.3511,96.22,1301577.0
2021-02-15,94.55,96.54,94.3511,96.22,1301577.0
2021-02-16,96.87,98.07,95.95,96.16,2004622.0
2021-02-17,94.47,96.83,93.06,95.63,1311343.0
2021-02-18,94.58,95.1,92.96,94.58,1155713.0
2021-02-19,95.76,98.31,95.76,98.15,2260235.0
2021-02-20,95.76,98.31,95.76,98.15,2260235.0
2021-02-21,95.76,98.31,95.76,98.15,2260235.0
2021-02-22,97.17,97.89,94.84,95.32,1792928.0
2021-02-23,94.51,94.8,91.52,94.19,1320126.0
2021-02-24,93.1,96.96,92.59,96.75,1456612.0
2021-02-25,95.32,95.96,91.52,91.69,1588488.0
2021-02-26,93.04,94.33,91.25,93.17,1870643.0
2021-02-27,93.04,94.33,91.25,93.17,1870643.0
2021-02-28,93.04,94.33,91.25,93.17,1870643.0
2021-03-01,93.47,95.29,92.67,95.18,1544018.0
2021-03-02,95.54,95.54,92.46,92.63,1172212.0
2021-03-03,92.57,92.91,89.42,89.51,1351064.0
2021-03-04,88.83,89.21,84.82,86.36,1717342.0
2021-03-05,88.58,89.04,85.33,88.49,2727678.0
2021-03-06,88.58,89.04,85.33,88.49,2727678.0
2021-03-07,88.58,89.04,85.33,88.49,2727678.0
2021-03-08,87.52,88.93,84.94,85.03,2258559.0
2021-03-09,88.08,89.18,87.72,88.11,5468694.0
2021-03-10,88.65,89.41,86.79,86.9,2086879.0
2021-03-11,89.0,90.1,88.63,89.17,3697102.0
2021-03-12,87.39,88.24,86.81,87.98,1864371.0
2021-03-13,87.39,88.24,86.81,87.98,1864371.0
2021-03-14,87.39,88.24,86.81,87.98,1864371.0
2021-03-15,87.96,88.98,87.03,88.91,2175823.0
2021-03-16,89.91,91.12,89.7,90.19,1599492.0
2021-03-17,88.88,91.59,88.3345,91.12,2030284.0
2021-03-18,89.24,90.3693,87.78,88.03,2232762.0
2021-03-19,88.44,90.19,86.9169,89.32,3875840.0
2021-03-20,88.44,90.19,86.9169,89.32,3875840.0
2021-03-21,88.44,90.19,86.9169,89.32,3875840.0
2021-03-22,90.755,91.99,90.12,90.66,2436354.0
2021-03-23,90.71,91.07,88.16,88.85,2153428.0
2021-03-24,90.05,91.47,89.38,89.39,1958637.0
2021-03-25,88.95,89.22,86.58,88.42,2043424.0
2021-03-26,88.38,93.27,88.11,93.14,2566249.0
2021-03-27,88.38,93.27,88.11,93.14,2566249.0
2021-03-28,88.38,93.27,88.11,93.14,2566249.0
2021-03-29,92.55,92.88,89.83,91.04,1687458.0
2021-03-30,90.42,90.63,89.4,89.92,1313750.0
2021-03-31,90.7,92.27,90.47,91.37,2561443.0
2021-04-01,92.47,95.61,92.47,95.45,2426407.0
2021-04-02,92.47,95.61,92.47,95.45,2426407.0
2021-04-03,92.47,95.61,92.47,95.45,2426407.0
2021-04-04,92.47,95.61,92.47,95.45,2426407.0
2021-04-05,96.11,97.77,95.54,97.32,2435975.0
2021-04-06,96.71,97.6,95.55,96.71,3981896.0
2021-04-07,96.81,96.81,94.9,95.34,1513521.0
2021-04-08,96.57,96.75,95.62,96.6,3525109.0
2021-04-09,96.28,96.6,95.515,95.77,1576631.0
2021-04-10,96.28,96.6,95.515,95.77,1576631.0
2021-04-11,96.28,96.6,95.515,95.77,1576631.0
2021-04-12,95.36,96.45,94.44,95.01,2527244.0
2021-04-13,95.45,95.89,93.73,94.78,1622067.0
2021-04-14,94.64,95.74,93.82,94.21,2122364.0
2021-04-15,94.96,96.0,94.36,95.54,1747700.0
2021-04-16,95.87,96.1,94.92,95.13,3361836.0
2021-04-17,95.87,96.1,94.92,95.13,3361836.0
2021-04-18,95.87,96.1,94.92,95.13,3361836.0
2021-04-19,94.79,94.83,93.11,93.89,2152858.0
2021-04-20,93.15,93.55,91.96,92.58,2339127.0
2021-04-21,92.66,95.04,92.33,94.87,3271230.0
2021-04-22,94.48,95.03,93.1,93.19,2474944.0
2021-04-23,93.99,96.83,93.85,96.19,4084585.0
2021-04-24,93.99,96.83,93.85,96.19,4084585.0
2021-04-25,93.99,96.83,93.85,96.19,4084585.0
2021-04-26,96.1,98.13,95.73,97.67,2007920.0
2021-04-27,97.56,98.48,96.75,96.92,2708952.0
2021-04-28,96.92,96.92,94.03,94.58,2572184.0
2021-04-29,95.33,97.09,94.67,97.075,5517226.0
2021-04-30,95.5,96.09,93.68,94.0,2551488.0
2021-05-01,95.5,96.09,93.68,94.0,2551488.0
2021-05-02,95.5,96.09,93.68,94.0,2551488.0
2021-05-03,95.0,95.0,92.67,92.8,2224571.0
2021-05-04,92.05,93.24,91.275,93.1,2517685.0
2021-05-05,94.04,95.4497,93.58,94.52,1729220.0
2021-05-06,94.61,96.08,93.99,95.28,3249920.0
2021-05-07,96.5,97.38,95.86,96.58,2658423.0
2021-05-08,96.5,97.38,95.86,96.58,2658423.0
2021-05-09,96.5,97.38,95.86,96.58,2658423.0
2021-05-10,95.04,96.32,92.58,92.65,2897356.0
2021-05-11,91.27,94.3,90.99,92.95,3822395.0
2021-05-12,91.12,91.89,89.64,89.93,2229939.0
2021-05-13,91.0,92.13,89.88,90.45,2079063.0
2021-05-14,91.21,93.51,90.91,92.85,4673733.0
2021-05-15,91.21,93.51,90.91,92.85,4673733.0
2021-05-16,91.21,93.51,90.91,92.85,4673733.0
2021-05-17,92.1,92.44,90.37,91.43,4604071.0
2021-05-18,92.13,92.5,89.96,90.02,2178978.0
2021-05-19,88.57,94.46,88.54,94.32,5016719.0
2021-05-20,95.0,99.56,95.0,98.61,3977104.0
2021-05-21,99.0,99.37,98.35,98.85,1721448.0
2021-05-22,99.0,99.37,98.35,98.85,1721448.0
2021-05-23,99.0,99.37,98.35,98.85,1721448.0
2021-05-24,100.18,101.07,99.625,100.7,2168830.0
2021-05-25,101.84,102.31,100.76,101.24,2602042.0
2021-05-26,101.52,102.13,100.34,101.07,3622482.0
2021-05-27,100.86,102.31,100.82,101.16,2543513.0
2021-05-28,101.12,102.62,100.83,102.01,1568335.0
2021-05-29,101.12,102.62,100.83,102.01,1568335.0
2021-05-30,101.12,102.62,100.83,102.01,1568335.0
2021-05-31,101.12,102.62,100.83,102.01,1568335.0
2021-06-01,101.87,102.92,100.29,101.13,2057485.0
2021-06-02,101.24,102.31,101.08,101.57,2254173.0
