,CVI US Equity,CVI US Equity,CVI US Equity,CVI US Equity,CVI US Equity
2019-03-20,21.583,22.0062,21.2904,21.7032,669986.0
2019-03-21,21.7032,22.1211,21.6823,21.8808,564818.0
2019-03-22,21.6927,21.8077,21.1389,21.2538,469131.0
2019-03-23,21.6927,21.8077,21.1389,21.2538,469131.0
2019-03-24,21.6927,21.8077,21.1389,21.2538,469131.0
2019-03-25,21.1859,21.8442,20.9142,21.4889,331776.0
2019-03-26,21.6457,22.0375,21.5464,21.8703,282346.0
2019-03-27,21.8285,21.9827,21.63,21.9435,415456.0
2019-03-28,21.9435,22.0637,21.6405,21.792,561752.0
2019-03-29,21.9017,22.0741,21.4942,21.5255,341422.0
2019-03-30,21.9017,22.0741,21.4942,21.5255,341422.0
2019-03-31,21.9017,22.0741,21.4942,21.5255,341422.0
2019-04-01,21.7711,21.9121,21.6405,21.8338,325477.0
2019-04-02,21.8442,21.9905,21.5203,21.8912,496587.0
2019-04-03,22.0584,22.2674,21.9174,21.9801,282000.0
2019-04-04,22.0532,22.3301,21.933,22.3197,290527.0
2019-04-05,22.2256,22.6436,22.1159,22.6436,400450.0
2019-04-06,22.2256,22.6436,22.1159,22.6436,400450.0
2019-04-07,22.2256,22.6436,22.1159,22.6436,400450.0
2019-04-08,22.8056,22.9466,22.4242,22.56,520478.0
2019-04-09,22.4712,22.5391,21.7423,21.8233,575089.0
2019-04-10,21.9696,22.7429,21.8912,22.6122,436585.0
2019-04-11,22.5182,22.9101,22.4294,22.654,372801.0
2019-04-12,22.9153,23.1034,22.5678,22.8578,335903.0
2019-04-13,22.9153,23.1034,22.5678,22.8578,335903.0
2019-04-14,22.9153,23.1034,22.5678,22.8578,335903.0
2019-04-15,22.8421,22.863,22.3353,22.4555,396012.0
2019-04-16,22.4346,22.6697,22.142,22.5913,409697.0
2019-04-17,22.5913,22.7533,22.4503,22.513,283528.0
2019-04-18,22.513,22.5496,21.9853,22.1995,322150.0
2019-04-19,22.513,22.5496,21.9853,22.1995,322150.0
2019-04-20,22.513,22.5496,21.9853,22.1995,322150.0
2019-04-21,22.513,22.5496,21.9853,22.1995,322150.0
2019-04-22,22.398,22.7272,22.2413,22.5443,331012.0
2019-04-23,22.5809,22.5809,22.0219,22.351,442792.0
2019-04-24,22.4451,22.4869,21.6039,21.8077,591995.0
2019-04-25,22.0846,24.1483,21.9435,23.9393,1629333.0
2019-04-26,23.9498,23.955,23.0825,23.84,866087.0
2019-04-27,23.9498,23.955,23.0825,23.84,866087.0
2019-04-28,23.9498,23.955,23.0825,23.84,866087.0
2019-04-29,23.8505,23.9393,23.5109,23.6781,504757.0
2019-04-30,23.9445,24.1953,23.6937,23.8296,746200.0
2019-05-01,23.8087,24.1222,23.3437,23.3803,543403.0
2019-05-02,23.4168,23.5109,22.8474,23.3176,527139.0
2019-05-03,23.562,24.019,23.4551,23.9552,396187.0
2019-05-04,23.562,24.019,23.4551,23.9552,396187.0
2019-05-05,23.562,24.019,23.4551,23.9552,396187.0
2019-05-06,23.6417,24.0459,23.5354,23.8968,395921.0
2019-05-07,23.5354,23.8702,23.0519,23.7905,467461.0
2019-05-08,23.7533,23.7639,23.3441,23.5089,519951.0
2019-05-09,23.376,23.5195,22.8371,23.3069,427732.0
2019-05-10,23.2379,23.6258,22.9509,23.4823,509688.0
2019-05-11,23.2379,23.6258,22.9509,23.4823,509688.0
2019-05-12,23.2379,23.6258,22.9509,23.4823,509688.0
2019-05-13,23.1369,23.4664,23.0731,23.19,528994.0
2019-05-14,23.2644,23.7852,23.2644,23.7055,422470.0
2019-05-15,23.5354,24.0031,23.3335,23.9712,433468.0
2019-05-16,24.0137,24.8533,23.942,24.8002,652946.0
2019-05-17,24.6195,24.9649,24.6195,24.7364,656152.0
2019-05-18,24.6195,24.9649,24.6195,24.7364,656152.0
2019-05-19,24.6195,24.9649,24.6195,24.7364,656152.0
2019-05-20,24.6089,24.8586,24.4043,24.6461,340824.0
2019-05-21,24.8374,25.2412,24.763,25.1084,413445.0
2019-05-22,25.475,25.932,24.6407,24.6673,859200.0
2019-05-23,24.1519,24.1572,23.1528,23.3813,717397.0
2019-05-24,23.6683,23.7055,23.2246,23.5833,447294.0
2019-05-25,23.6683,23.7055,23.2246,23.5833,447294.0
2019-05-26,23.6683,23.7055,23.2246,23.5833,447294.0
2019-05-27,23.6683,23.7055,23.2246,23.5833,447294.0
2019-05-28,23.6045,23.7639,23.2591,23.3867,403706.0
2019-05-29,23.1688,23.578,22.9881,23.5461,325988.0
2019-05-30,23.4929,23.8224,23.214,23.2963,314465.0
2019-05-31,22.9084,23.0944,22.4673,22.5683,443453.0
2019-06-01,22.9084,23.0944,22.4673,22.5683,443453.0
2019-06-02,22.9084,23.0944,22.4673,22.5683,443453.0
2019-06-03,22.6533,23.2113,22.5949,23.2007,423868.0
2019-06-04,23.4292,24.4122,23.3369,24.2741,499653.0
2019-06-05,24.2156,24.6466,23.8065,24.4282,531929.0
2019-06-06,24.4548,24.6461,23.3707,23.7746,516494.0
2019-06-07,23.8649,23.9818,23.6577,23.7321,374854.0
2019-06-08,23.8649,23.9818,23.6577,23.7321,374854.0
2019-06-09,23.8649,23.9818,23.6577,23.7321,374854.0
2019-06-10,23.8755,24.3379,23.6949,23.7533,446586.0
2019-06-11,23.8968,24.0642,23.5886,23.7321,354519.0
2019-06-12,23.6577,23.8543,23.5097,23.5514,321023.0
2019-06-13,23.8702,24.2369,23.8702,24.1466,354642.0
2019-06-14,24.1094,24.2847,23.6152,24.2209,380996.0
2019-06-15,24.1094,24.2847,23.6152,24.2209,380996.0
2019-06-16,24.1094,24.2847,23.6152,24.2209,380996.0
2019-06-17,24.1147,24.492,24.0562,24.4335,340272.0
2019-06-18,24.4441,25.1031,24.3857,24.7311,403174.0
2019-06-19,24.7523,25.2412,24.6142,25.0499,452089.0
2019-06-20,25.2465,25.6663,25.2359,25.4378,662309.0
2019-06-21,25.4697,26.5697,25.2731,25.8258,1399720.0
2019-06-22,25.4697,26.5697,25.2731,25.8258,1399720.0
2019-06-23,25.4697,26.5697,25.2731,25.8258,1399720.0
2019-06-24,25.7088,25.7726,25.3316,25.3847,460051.0
2019-06-25,25.4697,25.9506,25.4397,25.7142,438615.0
2019-06-26,25.9533,26.1871,25.7726,25.8736,437393.0
2019-06-27,25.948,26.5166,25.948,26.3837,604835.0
2019-06-28,26.4581,26.7876,26.3572,26.5644,2151789.0
2019-06-29,26.4581,26.7876,26.3572,26.5644,2151789.0
2019-06-30,26.4581,26.7876,26.3572,26.5644,2151789.0
2019-07-01,26.8248,26.9762,26.49,26.5697,466454.0
2019-07-02,26.5378,26.9204,26.2402,26.9098,592944.0
2019-07-03,26.9364,27.0905,26.7398,26.9948,170040.0
2019-07-04,26.9364,27.0905,26.7398,26.9948,170040.0
2019-07-05,26.8195,27.2818,26.7238,27.1808,263929.0
2019-07-06,26.8195,27.2818,26.7238,27.1808,263929.0
2019-07-07,26.8195,27.2818,26.7238,27.1808,263929.0
2019-07-08,27.2286,27.6219,27.1875,27.3987,533536.0
2019-07-09,27.505,27.768,27.2127,27.404,693380.0
2019-07-10,27.6697,28.0496,27.5315,27.8238,470257.0
2019-07-11,27.8929,28.0682,27.7122,28.0098,392287.0
2019-07-12,28.1639,28.5624,27.8557,28.1001,355529.0
2019-07-13,28.1639,28.5624,27.8557,28.1001,355529.0
2019-07-14,28.1639,28.5624,27.8557,28.1001,355529.0
2019-07-15,28.1214,28.504,28.0098,28.4774,318656.0
2019-07-16,28.504,28.8334,28.3339,28.4934,391622.0
2019-07-17,28.4296,28.6528,28.0364,28.2914,415727.0
2019-07-18,28.2117,28.86,28.2117,28.7856,371512.0
2019-07-19,28.8016,29.0991,28.6528,28.674,422497.0
2019-07-20,28.8016,29.0991,28.6528,28.674,422497.0
2019-07-21,28.8016,29.0991,28.6528,28.674,422497.0
2019-07-22,28.8547,29.046,28.3552,28.5252,570381.0
2019-07-23,28.7378,28.8441,28.3977,28.6528,346231.0
2019-07-24,28.6528,29.2054,28.4668,29.1098,449133.0
2019-07-25,29.0354,29.1629,27.3775,28.5093,672114.0
2019-07-26,28.6528,29.4552,28.5252,29.317,457470.0
2019-07-27,28.6528,29.4552,28.5252,29.317,457470.0
2019-07-28,28.6528,29.4552,28.5252,29.317,457470.0
2019-07-29,29.2798,29.5045,28.4349,28.4402,763499.0
2019-07-30,28.0098,28.2277,27.5581,27.962,885032.0
2019-07-31,27.962,28.69,27.7972,28.2011,658174.0
2019-08-01,28.0204,28.233,27.0055,27.0586,872894.0
2019-08-02,27.0586,27.1017,26.5246,26.5894,791749.0
2019-08-03,27.0586,27.1017,26.5246,26.5894,791749.0
2019-08-04,27.0586,27.1017,26.5246,26.5894,791749.0
2019-08-05,26.0554,26.4168,25.6833,26.1579,695015.0
2019-08-06,26.4707,26.5732,25.9583,26.2658,339010.0
2019-08-07,25.8343,25.927,24.8797,25.1817,841289.0
2019-08-08,25.4028,25.7049,25.241,25.4514,740983.0
2019-08-09,25.3759,25.5538,24.103,24.5129,661258.0
2019-08-10,25.3759,25.5538,24.103,24.5129,661258.0
2019-08-11,25.3759,25.5538,24.103,24.5129,661258.0
2019-08-12,24.3673,24.7017,23.925,23.9898,827612.0
2019-08-13,24.0005,24.8069,23.952,24.5615,542264.0
2019-08-14,24.0221,24.3673,23.9196,23.9898,610496.0
2019-08-15,23.9143,23.9709,22.1129,22.2854,853450.0
2019-08-16,22.458,22.9111,22.4526,22.6846,502621.0
2019-08-17,22.458,22.9111,22.4526,22.6846,502621.0
2019-08-18,22.458,22.9111,22.4526,22.6846,502621.0
2019-08-19,22.9974,23.2994,22.9273,23.0998,744111.0
2019-08-20,23.0405,23.3183,22.7762,22.8032,646432.0
2019-08-21,23.1322,23.2239,22.4203,22.6792,606975.0
2019-08-22,22.7061,23.2239,22.4365,22.9111,626200.0
2019-08-23,22.7331,22.8329,21.5627,21.6329,457085.0
2019-08-24,22.7331,22.8329,21.5627,21.6329,457085.0
2019-08-25,22.7331,22.8329,21.5627,21.6329,457085.0
2019-08-26,21.7731,22.0697,21.6652,21.8648,319729.0
2019-08-27,21.9726,22.1938,21.5034,21.5735,327059.0
2019-08-28,21.4117,21.498,20.716,20.8131,710258.0
2019-08-29,20.9209,21.4009,20.7268,20.9856,630451.0
2019-08-30,21.169,21.5735,21.0396,21.4549,1264037.0
2019-08-31,21.169,21.5735,21.0396,21.4549,1264037.0
2019-09-01,21.169,21.5735,21.0396,21.4549,1264037.0
2019-09-02,21.169,21.5735,21.0396,21.4549,1264037.0
2019-09-03,21.1582,21.9672,21.0504,21.8917,550490.0
2019-09-04,22.0212,22.1061,21.5034,21.6544,517965.0
2019-09-05,21.9996,22.3933,21.6976,21.7138,620038.0
2019-09-06,21.7407,22.2585,21.676,21.9996,745479.0
2019-09-07,21.7407,22.2585,21.676,21.9996,745479.0
2019-09-08,21.7407,22.2585,21.676,21.9996,745479.0
2019-09-09,22.1938,22.6738,22.0266,22.6522,629267.0
2019-09-10,22.4095,23.4685,22.3825,22.9165,846769.0
2019-09-11,23.0675,23.3695,21.9834,22.307,870344.0
2019-09-12,22.0158,22.2908,21.6868,22.1236,585628.0
2019-09-13,22.1452,22.663,22.0751,22.1398,611935.0
2019-09-14,22.1452,22.663,22.0751,22.1398,611935.0
2019-09-15,22.1452,22.663,22.0751,22.1398,611935.0
2019-09-16,22.3825,23.6769,22.3825,23.4396,1126452.0
2019-09-17,23.3641,23.7848,23.1025,23.5691,582234.0
2019-09-18,23.5421,23.7352,23.1322,23.596,970877.0
2019-09-19,23.7956,23.9844,23.5313,23.8226,537746.0
2019-09-20,23.9736,24.4536,23.9327,24.3295,977365.0
2019-09-21,23.9736,24.4536,23.9327,24.3295,977365.0
2019-09-22,23.9736,24.4536,23.9327,24.3295,977365.0
2019-09-23,24.0437,24.2163,23.7373,23.8981,552582.0
2019-09-24,24.0059,24.0922,23.1592,23.2347,362587.0
2019-09-25,23.1915,24.0275,23.1915,23.8981,317089.0
2019-09-26,23.7578,24.0599,23.5151,24.0329,378793.0
2019-09-27,23.9682,24.1731,23.7632,23.8819,366074.0
2019-09-28,23.9682,24.1731,23.7632,23.8819,366074.0
2019-09-29,23.9682,24.1731,23.7632,23.8819,366074.0
2019-09-30,23.7848,23.952,23.6608,23.7471,450343.0
2019-10-01,23.9358,24.0761,23.4414,23.4882,606665.0
2019-10-02,23.294,23.3372,22.3879,22.6846,445144.0
2019-10-03,22.5282,22.8895,22.1992,22.8733,396213.0
2019-10-04,23.1484,23.4342,22.8841,23.3102,299410.0
2019-10-05,23.1484,23.4342,22.8841,23.3102,299410.0
2019-10-06,23.1484,23.4342,22.8841,23.3102,299410.0
2019-10-07,23.2455,23.6176,22.8518,22.9758,436099.0
2019-10-08,22.787,23.2266,22.6576,22.965,320141.0
2019-10-09,23.3102,23.3911,22.8814,23.1484,440584.0
2019-10-10,23.3749,23.828,23.2509,23.7039,354901.0
2019-10-11,23.9304,24.2432,23.5799,23.596,320131.0
2019-10-12,23.9304,24.2432,23.5799,23.596,320131.0
2019-10-13,23.9304,24.2432,23.5799,23.596,320131.0
2019-10-14,23.3641,23.5691,23.2131,23.2563,262966.0
2019-10-15,23.2994,23.9898,23.1808,23.6176,430563.0
2019-10-16,23.499,23.7039,23.2023,23.2401,225299.0
2019-10-17,23.3857,23.8981,23.321,23.8549,263947.0
2019-10-18,23.6715,24.0729,23.5421,23.8765,422079.0
2019-10-19,23.6715,24.0729,23.5421,23.8765,422079.0
2019-10-20,23.6715,24.0729,23.5421,23.8765,422079.0
2019-10-21,24.157,24.6316,24.068,24.5183,382153.0
2019-10-22,24.4967,24.6041,24.0437,24.1138,397729.0
2019-10-23,24.0545,24.2432,23.7066,24.0491,537471.0
2019-10-24,24.5399,25.1224,23.0405,23.979,1143272.0
2019-10-25,23.8819,24.7826,23.7438,24.5884,572295.0
2019-10-26,23.8819,24.7826,23.7438,24.5884,572295.0
2019-10-27,23.8819,24.7826,23.7438,24.5884,572295.0
2019-10-28,24.8473,25.7264,24.8473,25.4082,679633.0
2019-10-29,25.4729,26.1201,25.4298,25.8235,526282.0
2019-10-30,25.7911,25.8127,24.8473,25.1871,643723.0
2019-10-31,25.1871,25.6509,24.9552,25.5754,684966.0
2019-11-01,25.718,25.9594,25.4218,25.7509,516715.0
2019-11-02,25.718,25.9594,25.4218,25.7509,516715.0
2019-11-03,25.718,25.9594,25.4218,25.7509,516715.0
2019-11-04,25.9923,26.327,25.8387,25.9265,508187.0
2019-11-05,26.0088,26.327,25.8168,26.1843,443741.0
2019-11-06,26.0143,26.1075,25.3121,25.5919,440702.0
2019-11-07,25.8278,26.2392,25.718,25.8771,323254.0
2019-11-08,25.8387,25.9046,25.5096,25.7948,245982.0
2019-11-09,25.8387,25.9046,25.5096,25.7948,245982.0
2019-11-10,25.8387,25.9046,25.5096,25.7948,245982.0
2019-11-11,25.6083,26.0801,25.4876,25.7455,311963.0
2019-11-12,25.921,26.2008,25.5205,25.6577,357996.0
2019-11-13,25.5096,25.7674,25.452,25.526,301847.0
2019-11-14,25.537,25.8058,25.4163,25.7071,309570.0
2019-11-15,25.9868,26.0252,25.4163,25.5205,358433.0
2019-11-16,25.9868,26.0252,25.4163,25.5205,358433.0
2019-11-17,25.9868,26.0252,25.4163,25.5205,358433.0
2019-11-18,25.4657,25.537,24.6318,24.8458,545953.0
2019-11-19,24.8238,24.8238,24.3136,24.566,518745.0
2019-11-20,24.555,24.7909,24.3191,24.544,560436.0
2019-11-21,24.6044,25.1585,24.5056,24.9719,594147.0
2019-11-22,25.0926,25.2298,24.6208,24.8458,472433.0
2019-11-23,25.0926,25.2298,24.6208,24.8458,472433.0
2019-11-24,25.0926,25.2298,24.6208,24.8458,472433.0
2019-11-25,24.8897,25.0872,24.6922,24.747,374434.0
2019-11-26,24.769,24.95,24.5605,24.5715,569606.0
2019-11-27,24.5989,24.6538,23.8912,24.16,514083.0
2019-11-28,24.5989,24.6538,23.8912,24.16,514083.0
2019-11-29,24.0229,24.1436,23.7925,23.8034,213428.0
2019-11-30,24.0229,24.1436,23.7925,23.8034,213428.0
2019-12-01,24.0229,24.1436,23.7925,23.8034,213428.0
2019-12-02,23.8638,24.3029,23.8638,24.0997,374139.0
2019-12-03,23.8802,23.9186,23.1369,23.3042,518047.0
2019-12-04,23.3975,23.6444,23.2274,23.3042,399394.0
2019-12-05,23.3042,23.5127,23.1671,23.2055,531149.0
2019-12-06,23.2055,23.6059,23.2055,23.2987,572250.0
2019-12-07,23.2055,23.6059,23.2055,23.2987,572250.0
2019-12-08,23.2055,23.6059,23.2055,23.2987,572250.0
2019-12-09,23.1451,23.2405,22.4155,22.4649,618784.0
2019-12-10,22.4594,22.9915,22.3442,22.9422,426675.0
2019-12-11,22.9422,23.3371,22.6953,22.8269,386546.0
2019-12-12,22.805,23.2439,22.7227,22.8434,416961.0
2019-12-13,22.9641,23.1506,22.5252,22.8215,515013.0
2019-12-14,22.9641,23.1506,22.5252,22.8215,515013.0
2019-12-15,22.9641,23.1506,22.5252,22.8215,515013.0
2019-12-16,22.8763,23.6334,22.8324,23.4853,551067.0
2019-12-17,23.4523,23.5566,22.5527,22.7337,777109.0
2019-12-18,22.7282,23.0683,22.7282,22.7995,530395.0
2019-12-19,22.7831,23.0258,22.4237,22.5801,505421.0
2019-12-20,22.613,22.8489,22.4978,22.7556,1087057.0
2019-12-21,22.613,22.8489,22.4978,22.7556,1087057.0
2019-12-22,22.613,22.8489,22.4978,22.7556,1087057.0
2019-12-23,22.6898,22.7556,22.4868,22.5581,398263.0
2019-12-24,22.6679,22.6788,22.432,22.5362,172324.0
2019-12-25,22.6679,22.6788,22.432,22.5362,172324.0
2019-12-26,22.4978,22.8269,22.4923,22.5143,324638.0
2019-12-27,22.5197,22.6185,22.1302,22.1686,530727.0
2019-12-28,22.5197,22.6185,22.1302,22.1686,530727.0
2019-12-29,22.5197,22.6185,22.1302,22.1686,530727.0
2019-12-30,22.1467,22.2784,21.9437,21.9492,447459.0
2019-12-31,21.9437,22.2235,21.9437,22.1796,421290.0
2020-01-01,21.9437,22.2235,21.9437,22.1796,421290.0
2020-01-02,22.2235,22.4045,21.9547,22.2838,455280.0
2020-01-03,22.2838,22.3826,21.8559,22.1522,763761.0
2020-01-04,22.2838,22.3826,21.8559,22.1522,763761.0
2020-01-05,22.2838,22.3826,21.8559,22.1522,763761.0
2020-01-06,22.0809,22.3552,21.8943,21.9931,516896.0
2020-01-07,21.8889,22.4155,21.8533,22.3332,417940.0
2020-01-08,22.3222,22.3277,21.9273,21.9657,521587.0
2020-01-09,22.0205,22.2125,21.7078,22.2016,528268.0
2020-01-10,22.2125,22.3497,22.0436,22.0918,444209.0
2020-01-11,22.2125,22.3497,22.0436,22.0918,444209.0
2020-01-12,22.2125,22.3497,22.0436,22.0918,444209.0
2020-01-13,22.1083,22.3168,21.9547,22.1302,433376.0
2020-01-14,22.0315,22.0315,21.4335,21.7078,751774.0
2020-01-15,21.5816,21.6694,21.0769,21.2854,789193.0
2020-01-16,21.4774,21.5295,20.9453,21.0166,611010.0
2020-01-17,21.0166,21.0166,20.4515,20.5393,774008.0
2020-01-18,21.0166,21.0166,20.4515,20.5393,774008.0
2020-01-19,21.0166,21.0166,20.4515,20.5393,774008.0
2020-01-20,21.0166,21.0166,20.4515,20.5393,774008.0
2020-01-21,20.4131,20.6216,19.9139,20.3583,744078.0
2020-01-22,20.3802,20.5558,20.1059,20.3912,686766.0
2020-01-23,20.2979,20.2979,19.9852,20.1004,447492.0
2020-01-24,20.0785,20.084,19.6616,19.8975,402526.0
2020-01-25,20.0785,20.084,19.6616,19.8975,402526.0
2020-01-26,20.0785,20.084,19.6616,19.8975,402526.0
2020-01-27,19.5683,19.5683,19.091,19.113,616355.0
2020-01-28,19.2117,19.6725,19.1349,19.4531,409966.0
2020-01-29,19.497,19.6616,19.0307,19.0362,604388.0
2020-01-30,18.8716,19.4037,18.7674,19.3653,463181.0
2020-01-31,19.0965,19.2172,18.6522,18.9868,660138.0
2020-02-01,19.0965,19.2172,18.6522,18.9868,660138.0
2020-02-02,19.0965,19.2172,18.6522,18.9868,660138.0
2020-02-03,19.2007,19.2007,18.6275,18.7728,693825.0
2020-02-04,18.8167,18.9539,18.334,18.4766,566317.0
2020-02-05,18.7235,19.1459,18.7235,19.0087,486690.0
2020-02-06,19.0142,19.1185,18.4217,18.4547,523283.0
2020-02-07,18.3779,18.718,18.1968,18.6028,424326.0
2020-02-08,18.3779,18.718,18.1968,18.6028,424326.0
2020-02-09,18.3779,18.718,18.1968,18.6028,424326.0
2020-02-10,18.4986,19.4668,18.3779,19.102,671785.0
2020-02-11,19.316,19.4969,19.0691,19.2337,396961.0
2020-02-12,19.4366,19.5628,18.8935,19.0033,447128.0
2020-02-13,18.921,19.1953,18.6522,18.7344,438174.0
2020-02-14,18.7783,18.8661,18.3943,18.5589,329223.0
2020-02-15,18.7783,18.8661,18.3943,18.5589,329223.0
2020-02-16,18.7783,18.8661,18.3943,18.5589,329223.0
2020-02-17,18.7783,18.8661,18.3943,18.5589,329223.0
2020-02-18,18.4876,18.6412,18.131,18.2297,591518.0
2020-02-19,18.323,18.82,18.1475,18.7509,747440.0
2020-02-20,18.2297,19.5464,17.9335,19.2392,1394286.0
2020-02-21,19.0526,19.0526,18.2407,18.91,801885.0
2020-02-22,19.0526,19.0526,18.2407,18.91,801885.0
2020-02-23,19.0526,19.0526,18.2407,18.91,801885.0
2020-02-24,18.4272,18.5644,18.0432,18.0816,718699.0
2020-02-25,18.1036,18.1804,17.171,17.4288,562324.0
2020-02-26,17.555,17.5944,16.5017,16.5017,1019684.0
2020-02-27,16.1999,16.9625,15.6294,16.1231,1082553.0
2020-02-28,15.5987,16.4559,15.469,16.0273,1097739.0
2020-02-29,15.5987,16.4559,15.469,16.0273,1097739.0
2020-03-01,15.5987,16.4559,15.469,16.0273,1097739.0
2020-03-02,16.2247,16.2474,14.8655,15.7284,950722.0
2020-03-03,15.7566,16.1119,14.8994,15.1475,744020.0
2020-03-04,15.4239,15.4972,14.6907,14.8148,800688.0
2020-03-05,14.4877,14.7302,13.45,13.8279,1431990.0
2020-03-06,13.2809,14.2227,12.7056,13.6982,1049355.0
2020-03-07,13.2809,14.2227,12.7056,13.6982,1049355.0
2020-03-08,13.2809,14.2227,12.7056,13.6982,1049355.0
2020-03-09,11.8146,13.3824,11.674,11.9161,1750857.0
2020-03-10,12.7395,12.8072,10.5514,11.6511,1835431.0
2020-03-11,11.2507,11.3522,10.433,10.5627,1330044.0
2020-03-12,9.7619,9.7619,7.9065,8.5945,1970920.0
