,CVI US Equity,CVI US Equity,CVI US Equity,CVI US Equity,CVI US Equity
2020-03-13,9.2881,11.7977,8.462,11.73,2649346.0
2020-03-14,9.2881,11.7977,8.462,11.73,2649346.0
2020-03-15,9.2881,11.7977,8.462,11.73,2649346.0
2020-03-16,9.7957,11.8428,9.6434,10.1228,1884638.0
2020-03-17,10.3089,10.9856,9.587,10.9856,1857010.0
2020-03-18,10.1566,10.9743,9.4658,10.6924,1240787.0
2020-03-19,10.6303,12.1248,10.557,11.1717,1149264.0
2020-03-20,11.2394,12.6323,10.2243,11.3296,1692904.0
2020-03-21,11.2394,12.6323,10.2243,11.3296,1692904.0
2020-03-22,11.2394,12.6323,10.2243,11.3296,1692904.0
2020-03-23,11.2281,11.4255,9.1415,9.2881,1127138.0
2020-03-24,10.0495,10.0495,8.634,8.6509,1163540.0
2020-03-25,8.775,9.2656,7.8332,8.7411,1799006.0
2020-03-26,8.3351,10.3173,8.1828,9.7731,1596920.0
2020-03-27,9.3671,9.3671,8.5437,8.5494,1189074.0
2020-03-28,9.3671,9.3671,8.5437,8.5494,1189074.0
2020-03-29,9.3671,9.3671,8.5437,8.5494,1189074.0
2020-03-30,8.1828,9.04,7.9516,8.8596,1499934.0
2020-03-31,9.1528,9.869,9.0287,9.322,1364416.0
2020-04-01,8.8877,9.0738,8.1433,8.2674,1310785.0
2020-04-02,8.4422,9.8126,8.0982,8.2167,1654279.0
2020-04-03,8.4648,8.7016,7.7881,8.0531,1498096.0
2020-04-04,8.4648,8.7016,7.7881,8.0531,1498096.0
2020-04-05,8.4648,8.7016,7.7881,8.0531,1498096.0
2020-04-06,8.352,9.243,8.2167,9.102,1328922.0
2020-04-07,9.7055,10.2863,9.4404,9.8859,1837160.0
2020-04-08,10.1905,10.9537,10.0946,10.6191,1490130.0
2020-04-09,11.2958,11.3522,9.9649,10.1679,1196408.0
2020-04-10,11.2958,11.3522,9.9649,10.1679,1196408.0
2020-04-11,11.2958,11.3522,9.9649,10.1679,1196408.0
2020-04-12,11.2958,11.3522,9.9649,10.1679,1196408.0
2020-04-13,10.4837,10.8503,9.9762,10.3766,886227.0
2020-04-14,10.5401,10.8277,10.3314,10.5175,1026026.0
2020-04-15,9.9987,10.0213,9.0795,9.7562,1058952.0
2020-04-16,9.7901,9.7901,9.1133,9.119,726592.0
2020-04-17,9.4179,10.3991,9.2656,10.3371,1160844.0
2020-04-18,9.4179,10.3991,9.2656,10.3371,1160844.0
2020-04-19,9.4179,10.3991,9.2656,10.3371,1160844.0
2020-04-20,9.6829,10.9498,9.587,10.3709,1373663.0
2020-04-21,9.9705,10.5401,9.7562,9.9818,1113663.0
2020-04-22,10.3314,10.5006,9.8859,9.948,918767.0
2020-04-23,10.2243,10.9208,10.1453,10.7995,1005808.0
2020-04-24,11.0589,11.0589,10.3202,10.5965,1120994.0
2020-04-25,11.0589,11.0589,10.3202,10.5965,1120994.0
2020-04-26,11.0589,11.0589,10.3202,10.5965,1120994.0
2020-04-27,10.9292,11.7639,10.557,11.6229,861614.0
2020-04-28,12.0853,12.4857,11.6398,12.0966,1169044.0
2020-04-29,12.1812,13.5177,12.1248,13.3316,1760146.0
2020-04-30,13.3034,13.8166,12.4744,13.45,1777421.0
2020-05-01,12.8579,13.0778,11.5608,11.6229,1136741.0
2020-05-02,12.8579,13.0778,11.5608,11.6229,1136741.0
2020-05-03,12.8579,13.0778,11.5608,11.6229,1136741.0
2020-05-04,11.3409,12.6774,11.1943,12.6436,1104154.0
2020-05-05,13.1794,13.5177,12.0515,12.0684,1038722.0
2020-05-06,12.1304,12.2601,11.4593,11.5101,764845.0
2020-05-07,11.7413,12.1468,10.839,11.2732,1450496.0
2020-05-08,11.4368,12.4519,11.0871,12.3673,899903.0
2020-05-09,11.4368,12.4519,11.0871,12.3673,899903.0
2020-05-10,11.4368,12.4519,11.0871,12.3673,899903.0
2020-05-11,12.2094,12.294,11.6568,11.933,725151.0
2020-05-12,12.0176,12.3588,11.8033,11.8823,855310.0
2020-05-13,11.73,11.8372,10.8052,11.1153,822542.0
2020-05-14,10.777,11.2338,10.1905,10.8954,796781.0
2020-05-15,10.999,11.1085,10.4808,10.6132,1033399.0
2020-05-16,10.999,11.1085,10.4808,10.6132,1033399.0
2020-05-17,10.999,11.1085,10.4808,10.6132,1033399.0
2020-05-18,11.4194,12.289,11.333,12.2659,836536.0
2020-05-19,12.2775,12.2775,11.5173,11.5173,710567.0
2020-05-20,11.8686,12.2228,11.6613,12.0932,676926.0
2020-05-21,12.0874,12.5654,11.7707,11.8225,476080.0
2020-05-22,11.7649,12.0471,11.4655,11.9723,458676.0
2020-05-23,11.7649,12.0471,11.4655,11.9723,458676.0
2020-05-24,11.7649,12.0471,11.4655,11.9723,458676.0
2020-05-25,11.7649,12.0471,11.4655,11.9723,458676.0
2020-05-26,12.4502,13.0031,12.3984,12.7324,684349.0
2020-05-27,13.0031,13.0434,12.4387,12.8764,555081.0
2020-05-28,12.8764,12.9196,12.0298,12.1565,747935.0
2020-05-29,12.0414,12.3984,11.7189,11.7477,555415.0
2020-05-30,12.0414,12.3984,11.7189,11.7477,555415.0
2020-05-31,12.0414,12.3984,11.7189,11.7477,555415.0
2020-06-01,11.7189,12.0874,11.4597,11.8974,761471.0
2020-06-02,12.0356,12.6057,11.8974,12.3235,471944.0
2020-06-03,12.5654,12.8361,12.3926,12.7785,668495.0
2020-06-04,12.6691,12.8936,12.2084,12.3408,895162.0
2020-06-05,13.0606,14.3794,12.9627,14.0454,1019348.0
2020-06-06,13.0606,14.3794,12.9627,14.0454,1019348.0
2020-06-07,13.0606,14.3794,12.9627,14.0454,1019348.0
2020-06-08,14.7134,14.8227,13.7344,14.3275,1017114.0
2020-06-09,13.6883,14.2124,13.4004,13.6941,758274.0
2020-06-10,13.5041,13.6106,12.8419,12.98,475067.0
2020-06-11,11.7534,12.1623,11.3043,11.3618,945891.0
2020-06-12,11.9262,12.1508,11.3294,11.834,493027.0
2020-06-13,11.9262,12.1508,11.3294,11.834,493027.0
2020-06-14,11.9262,12.1508,11.3294,11.834,493027.0
2020-06-15,11.2582,12.3235,11.0941,12.1162,632015.0
2020-06-16,12.8303,12.9973,12.1623,12.6863,683640.0
2020-06-17,12.6633,12.6633,11.8513,11.8628,828497.0
2020-06-18,11.6728,12.8994,11.5807,12.79,782828.0
2020-06-19,13.1701,13.314,12.5827,12.8476,1290857.0
2020-06-20,13.1701,13.314,12.5827,12.8476,1290857.0
2020-06-21,13.1701,13.314,12.5827,12.8476,1290857.0
2020-06-22,12.6575,12.8936,12.2372,12.767,648922.0
2020-06-23,12.9627,13.0491,12.4157,12.456,401705.0
2020-06-24,12.1738,12.191,10.9875,11.0912,846371.0
2020-06-25,10.9415,11.5,10.8781,11.143,572304.0
2020-06-26,11.1488,11.1545,10.8666,10.9645,952519.0
2020-06-27,11.1488,11.1545,10.8666,10.9645,952519.0
2020-06-28,11.1488,11.1545,10.8666,10.9645,952519.0
2020-06-29,11.2121,11.5058,10.9645,11.1027,522054.0
2020-06-30,10.999,11.6037,10.8551,11.5807,512686.0
2020-07-01,11.6267,11.9435,10.976,10.9933,545647.0
2020-07-02,11.2639,11.3791,10.7284,10.7687,744071.0
2020-07-03,11.2639,11.3791,10.7284,10.7687,744071.0
2020-07-04,11.2639,11.3791,10.7284,10.7687,744071.0
2020-07-05,11.2639,11.3791,10.7284,10.7687,744071.0
2020-07-06,11.0566,11.0739,10.5096,10.9645,619003.0
2020-07-07,10.7745,10.8436,10.3656,10.3829,882716.0
2020-07-08,10.3656,10.7687,10.2504,10.6247,461461.0
2020-07-09,10.5556,10.6247,9.9567,10.1928,798916.0
2020-07-10,10.1065,10.8205,10.0834,10.8032,577010.0
2020-07-11,10.1065,10.8205,10.0834,10.8032,577010.0
2020-07-12,10.1065,10.8205,10.0834,10.8032,577010.0
2020-07-13,10.8263,10.8263,10.3887,10.5211,461513.0
2020-07-14,10.4117,10.8666,10.285,10.7341,421321.0
2020-07-15,11.1027,11.4482,10.832,11.3503,491739.0
2020-07-16,11.2006,11.6527,11.0048,11.287,361262.0
2020-07-17,11.31,11.7074,10.9587,11.0797,487882.0
2020-07-18,11.31,11.7074,10.9587,11.0797,487882.0
2020-07-19,11.31,11.7074,10.9587,11.0797,487882.0
2020-07-20,11.0739,11.4309,10.9242,10.953,829910.0
2020-07-21,11.1718,11.9319,11.1373,11.6152,774362.0
2020-07-22,11.287,11.834,11.2063,11.5692,383040.0
2020-07-23,11.5173,11.5922,11.3446,11.5288,364455.0
2020-07-24,11.5519,11.6786,11.4021,11.4194,257744.0
2020-07-25,11.5519,11.6786,11.4021,11.4194,257744.0
2020-07-26,11.5519,11.6786,11.4021,11.4194,257744.0
2020-07-27,11.31,11.3734,11.0508,11.2294,280976.0
2020-07-28,11.143,11.3734,11.143,11.1718,264494.0
2020-07-29,11.1718,11.7304,11.1718,11.7246,322218.0
2020-07-30,11.3043,11.3158,10.7399,11.0739,423213.0
2020-07-31,10.8954,11.0624,10.6881,11.0566,421039.0
2020-08-01,10.8954,11.0624,10.6881,11.0566,421039.0
2020-08-02,10.8954,11.0624,10.6881,11.0566,421039.0
2020-08-03,11.0566,11.31,10.6132,10.9357,592100.0
2020-08-04,10.3138,10.6938,9.5594,10.1928,1757115.0
2020-08-05,10.4232,10.4232,9.3364,9.7955,2103175.0
2020-08-06,9.7782,10.1093,9.4845,9.5767,1076220.0
2020-08-07,9.473,10.1065,9.3636,10.0431,735692.0
2020-08-08,9.473,10.1065,9.3636,10.0431,735692.0
2020-08-09,9.473,10.1065,9.3636,10.0431,735692.0
2020-08-10,10.1122,10.4808,9.9682,10.4577,622877.0
2020-08-11,10.786,11.2611,10.6535,10.6823,819935.0
2020-08-12,10.9127,10.9702,10.4577,10.5211,2128329.0
2020-08-13,10.4117,10.7399,10.2447,10.3771,712153.0
2020-08-14,10.2504,10.4721,10.1871,10.4117,832124.0
2020-08-15,10.2504,10.4721,10.1871,10.4117,832124.0
2020-08-16,10.2504,10.4721,10.1871,10.4117,832124.0
2020-08-17,10.4232,11.0163,10.3656,10.9011,964144.0
2020-08-18,10.8263,10.8608,10.3253,10.5038,613312.0
2020-08-19,10.5038,10.7399,10.3368,10.3886,335423.0
2020-08-20,10.2389,10.3195,9.8934,9.9682,531449.0
2020-08-21,9.8473,9.9164,9.663,9.7033,448489.0
2020-08-22,9.8473,9.9164,9.663,9.7033,448489.0
2020-08-23,9.8473,9.9164,9.663,9.7033,448489.0
2020-08-24,9.7955,10.3886,9.7321,10.3771,483558.0
2020-08-25,10.4232,10.5556,10.0892,10.2504,526543.0
2020-08-26,10.2619,10.3541,9.9625,10.0258,281467.0
2020-08-27,10.0201,10.0604,9.5133,9.7321,576653.0
2020-08-28,9.7552,10.4117,9.7149,10.2735,507785.0
2020-08-29,9.7552,10.4117,9.7149,10.2735,507785.0
2020-08-30,9.7552,10.4117,9.7149,10.2735,507785.0
2020-08-31,10.2331,10.2331,9.6112,9.6112,493345.0
2020-09-01,9.5421,9.7206,9.2772,9.4039,671451.0
2020-09-02,9.3636,9.4269,9.2196,9.3636,611737.0
2020-09-03,9.329,9.6861,9.1793,9.2945,518699.0
2020-09-04,9.4442,9.4788,9.0065,9.1102,500018.0
2020-09-05,9.4442,9.4788,9.0065,9.1102,500018.0
2020-09-06,9.4442,9.4788,9.0065,9.1102,500018.0
2020-09-07,9.4442,9.4788,9.0065,9.1102,500018.0
2020-09-08,8.9432,9.0699,8.3961,8.4134,890095.0
2020-09-09,8.4652,8.5401,7.993,8.0103,865631.0
2020-09-10,8.0045,8.0434,7.5554,7.8606,1313278.0
2020-09-11,7.8663,8.2119,7.671,8.0161,1043856.0
2020-09-12,7.8663,8.2119,7.671,8.0161,1043856.0
2020-09-13,7.8663,8.2119,7.671,8.0161,1043856.0
2020-09-14,7.9873,8.137,7.7742,7.8836,794619.0
2020-09-15,7.9124,8.1946,7.5842,7.6533,1260261.0
2020-09-16,7.7108,8.1543,7.5151,7.9239,1162771.0
2020-09-17,7.78,8.1145,7.7627,8.0161,669702.0
2020-09-18,7.9815,7.9988,7.5986,7.6936,1882841.0
2020-09-19,7.9815,7.9988,7.5986,7.6936,1882841.0
2020-09-20,7.9815,7.9988,7.5986,7.6936,1882841.0
2020-09-21,7.4287,7.4805,7.158,7.3423,847482.0
2020-09-22,7.3596,7.6475,7.3365,7.5842,646443.0
2020-09-23,7.5726,7.7742,7.2329,7.2386,594459.0
2020-09-24,7.1926,7.5035,7.0198,7.3365,661468.0
2020-09-25,7.1523,7.2789,6.9795,7.2098,610529.0
2020-09-26,7.1523,7.2789,6.9795,7.2098,610529.0
2020-09-27,7.1523,7.2789,6.9795,7.2098,610529.0
2020-09-28,7.3538,7.4287,7.2098,7.3481,723960.0
2020-09-29,7.3135,7.4056,6.9795,7.135,849479.0
2020-09-30,7.1119,7.3596,7.0544,7.1292,590756.0
2020-10-01,7.0025,7.2617,6.8136,6.9507,1433958.0
2020-10-02,6.7204,7.2271,6.6513,7.1695,599979.0
2020-10-03,6.7204,7.2271,6.6513,7.1695,599979.0
2020-10-04,6.7204,7.2271,6.6513,7.1695,599979.0
2020-10-05,7.3365,7.5381,7.2156,7.3768,514577.0
2020-10-06,7.5381,7.6187,7.1119,7.1983,645701.0
2020-10-07,7.2271,7.3365,7.0889,7.2386,636658.0
2020-10-08,7.3768,7.7454,7.302,7.7396,579215.0
2020-10-09,7.7972,7.8775,7.492,7.5899,756269.0
2020-10-10,7.7972,7.8775,7.492,7.5899,756269.0
2020-10-11,7.7972,7.8775,7.492,7.5899,756269.0
2020-10-12,7.5323,7.5899,7.2444,7.4114,418990.0
2020-10-13,7.3308,7.4056,7.0659,7.0947,556617.0
2020-10-14,7.1119,7.4747,7.1062,7.2386,529214.0
2020-10-15,7.0025,7.2962,6.8355,7.2905,471643.0
2020-10-16,7.2444,7.2444,6.824,6.824,652073.0
2020-10-17,7.2444,7.2444,6.824,6.824,652073.0
2020-10-18,7.2444,7.2444,6.824,6.824,652073.0
2020-10-19,6.824,6.9104,6.5706,6.6109,793166.0
2020-10-20,6.6513,6.8643,6.6513,6.7607,426494.0
2020-10-21,6.6916,6.7098,6.467,6.5073,627491.0
2020-10-22,6.5821,6.8643,6.3864,6.801,702582.0
2020-10-23,6.9046,7.0659,6.7549,6.8874,395126.0
2020-10-24,6.9046,7.0659,6.7549,6.8874,395126.0
2020-10-25,6.9046,7.0659,6.7549,6.8874,395126.0
2020-10-26,6.7549,6.7952,6.3979,6.4555,556188.0
2020-10-27,6.4497,6.4727,6.1099,6.1215,680383.0
2020-10-28,5.9084,6.0351,5.7356,5.7875,765339.0
2020-10-29,5.7068,6.1157,5.6492,6.1157,570841.0
2020-10-30,6.0869,6.3576,5.989,6.3403,625470.0
2020-10-31,6.0869,6.3576,5.989,6.3403,625470.0
2020-11-01,6.0869,6.3576,5.989,6.3403,625470.0
2020-11-02,6.4267,6.5361,6.3173,6.467,493742.0
2020-11-03,6.3518,6.5706,6.2251,6.4382,926541.0
2020-11-04,6.346,6.4324,6.0754,6.133,494849.0
2020-11-05,6.1675,6.3748,6.0811,6.3057,763965.0
2020-11-06,6.3,6.4151,5.9717,5.9948,875510.0
2020-11-07,6.3,6.4151,5.9717,5.9948,875510.0
2020-11-08,6.3,6.4151,5.9717,5.9948,875510.0
2020-11-09,6.8298,8.0448,6.8298,7.8836,1736332.0
2020-11-10,7.8145,7.8318,7.2761,7.6475,1040008.0
2020-11-11,7.7742,7.9124,7.4978,7.5611,519602.0
2020-11-12,7.3711,7.4957,7.1292,7.2156,489091.0
2020-11-13,7.3077,7.8721,7.3077,7.7051,483567.0
2020-11-14,7.3077,7.8721,7.3077,7.7051,483567.0
2020-11-15,7.3077,7.8721,7.3077,7.7051,483567.0
2020-11-16,8.1773,8.7186,8.0621,8.5746,1093499.0
2020-11-17,8.3731,8.448,7.993,8.4307,596114.0
2020-11-18,8.6438,8.7013,7.97,7.9757,557353.0
2020-11-19,8.0448,8.2349,7.9585,8.2119,454393.0
2020-11-20,8.1658,8.2234,7.9585,7.97,295433.0
2020-11-21,8.1658,8.2234,7.9585,7.97,295433.0
2020-11-22,8.1658,8.2234,7.9585,7.97,295433.0
2020-11-23,8.0967,8.8971,8.0967,8.8741,616176.0
2020-11-24,9.2657,9.5306,9.0353,9.2023,674318.0
2020-11-25,8.9547,9.0353,8.7647,8.8741,599811.0
2020-11-26,8.9547,9.0353,8.7647,8.8741,599811.0
2020-11-27,8.8799,9.0526,8.7359,9.0065,293122.0
2020-11-28,8.8799,9.0526,8.7359,9.0065,293122.0
2020-11-29,8.8799,9.0526,8.7359,9.0065,293122.0
2020-11-30,8.8453,8.8741,8.1255,8.1427,529823.0
2020-12-01,8.4134,8.7935,8.3731,8.4192,757079.0
2020-12-02,8.3443,8.9086,8.3213,8.7935,554028.0
2020-12-03,8.9086,9.1793,8.7186,8.7762,581292.0
2020-12-04,9.0296,9.4269,9.0123,9.4269,569777.0
2020-12-05,9.0296,9.4269,9.0123,9.4269,569777.0
2020-12-06,9.0296,9.4269,9.0123,9.4269,569777.0
2020-12-07,9.2369,9.2369,8.7704,8.8626,698180.0
2020-12-08,8.9086,9.5306,8.8395,9.0929,902568.0
2020-12-09,9.2311,9.4557,8.9086,9.2023,736089.0
2020-12-10,9.1851,9.6803,9.1563,9.5709,498382.0
2020-12-11,9.4557,9.4557,9.1563,9.283,305295.0
2020-12-12,9.4557,9.4557,9.1563,9.283,305295.0
2020-12-13,9.4557,9.4557,9.1563,9.283,305295.0
2020-12-14,9.5191,9.5191,8.6841,8.6898,595995.0
2020-12-15,8.7704,8.8683,8.4192,8.8108,374291.0
2020-12-16,8.805,8.8108,8.4422,8.4652,422365.0
2020-12-17,8.6322,8.7704,8.3097,8.6956,544430.0
2020-12-18,8.6668,8.8165,8.5171,8.5401,1257479.0
2020-12-19,8.6668,8.8165,8.5171,8.5401,1257479.0
2020-12-20,8.6668,8.8165,8.5171,8.5401,1257479.0
2020-12-21,8.1427,8.3155,7.803,8.1543,705868.0
2020-12-22,8.137,8.2464,7.9297,7.9412,613405.0
2020-12-23,8.0794,8.6581,8.0794,8.6034,746366.0
2020-12-24,8.5516,8.5516,8.2579,8.4422,195164.0
2020-12-25,8.5516,8.5516,8.2579,8.4422,195164.0
2020-12-26,8.5516,8.5516,8.2579,8.4422,195164.0
2020-12-27,8.5516,8.5516,8.2579,8.4422,195164.0
2020-12-28,8.5343,8.828,8.4134,8.4192,418220.0
2020-12-29,8.494,8.5919,8.1831,8.4307,474199.0
2020-12-30,8.4364,8.8453,8.4364,8.7935,745936.0
2020-12-31,8.7532,9.0699,8.5804,8.5804,624579.0
2021-01-01,8.7532,9.0699,8.5804,8.5804,624579.0
2021-01-02,8.7532,9.0699,8.5804,8.5804,624579.0
2021-01-03,8.7532,9.0699,8.5804,8.5804,624579.0
2021-01-04,8.6725,9.0296,8.4652,8.5286,467847.0
2021-01-05,8.6495,9.3002,8.6495,8.9662,642901.0
2021-01-06,9.2542,9.3118,8.5862,8.8741,578487.0
2021-01-07,8.972,9.3751,8.661,9.2599,806201.0
2021-01-08,9.3924,10.0143,9.2139,9.3405,1364711.0
2021-01-09,9.3924,10.0143,9.2139,9.3405,1364711.0
2021-01-10,9.3924,10.0143,9.2139,9.3405,1364711.0
2021-01-11,8.9893,9.7724,8.8914,9.7609,597445.0
2021-01-12,9.9394,10.4001,9.7092,10.3138,822999.0
2021-01-13,10.2677,10.2711,9.7609,9.9049,480296.0
2021-01-14,9.9452,10.8205,9.9107,10.7226,687825.0
2021-01-15,10.5499,10.8666,10.406,10.6535,662191.0
2021-01-16,10.5499,10.8666,10.406,10.6535,662191.0
2021-01-17,10.5499,10.8666,10.406,10.6535,662191.0
2021-01-18,10.5499,10.8666,10.406,10.6535,662191.0
2021-01-19,10.9415,11.2064,10.8551,11.1603,765892.0
2021-01-20,11.2294,11.3446,10.8839,11.2985,635243.0
2021-01-21,11.2985,11.4482,10.547,10.7629,497026.0
2021-01-22,10.4347,10.8263,10.3368,10.809,366768.0
2021-01-23,10.4347,10.8263,10.3368,10.809,366768.0
2021-01-24,10.4347,10.8263,10.3368,10.809,366768.0
2021-01-25,10.6593,10.9415,10.2504,10.8896,597959.0
2021-01-26,10.9415,11.3618,10.4635,10.475,499592.0
2021-01-27,10.2274,11.5116,10.1122,11.0797,1039633.0
2021-01-28,11.166,11.5663,10.3483,10.5902,604016.0
2021-01-29,10.4289,10.8551,9.7897,9.8473,567439.0
2021-01-30,10.4289,10.8551,9.7897,9.8473,567439.0
2021-01-31,10.4289,10.8551,9.7897,9.8473,567439.0
2021-02-01,10.0143,10.0942,9.4672,9.7552,458757.0
2021-02-02,10.0546,10.2303,9.807,9.8416,606126.0
2021-02-03,9.8876,10.3368,9.8358,10.3253,651515.0
2021-02-04,10.4865,10.6075,10.2159,10.5038,371907.0
2021-02-05,10.6535,10.7629,10.4548,10.5441,250669.0
2021-02-06,10.6535,10.7629,10.4548,10.5441,250669.0
2021-02-07,10.6535,10.7629,10.4548,10.5441,250669.0
2021-02-08,10.7629,11.0739,10.6708,11.0106,338314.0
2021-02-09,10.8839,10.8839,10.4232,10.6075,410316.0
2021-02-10,10.665,11.0527,10.5959,10.9645,496567.0
2021-02-11,10.8839,11.1142,10.7341,11.0278,588033.0
2021-02-12,10.8896,11.3016,10.8896,11.2927,392530.0
2021-02-13,10.8896,11.3016,10.8896,11.2927,392530.0
2021-02-14,10.8896,11.3016,10.8896,11.2927,392530.0
2021-02-15,10.8896,11.3016,10.8896,11.2927,392530.0
2021-02-16,11.5173,12.3063,11.5116,12.1623,768143.0
2021-02-17,12.5251,12.6691,12.2487,12.4963,659947.0
2021-02-18,12.3811,12.5561,11.9665,12.1853,459775.0
2021-02-19,12.2775,13.2276,12.2775,13.1873,520616.0
2021-02-20,12.2775,13.2276,12.2775,13.1873,520616.0
2021-02-21,12.2775,13.2276,12.2775,13.1873,520616.0
2021-02-22,13.6595,14.3679,13.4555,14.1087,911858.0
2021-02-23,14.0684,14.5867,12.5136,13.9648,1360358.0
2021-02-24,13.648,13.887,13.2124,13.3659,1111215.0
2021-02-25,13.3198,13.5616,12.934,13.2392,504815.0
2021-02-26,12.9858,13.2276,12.2602,12.7151,581391.0
2021-02-27,12.9858,13.2276,12.2602,12.7151,581391.0
2021-02-28,12.9858,13.2276,12.2602,12.7151,581391.0
2021-03-01,13.1873,13.3255,12.4099,12.6863,562177.0
2021-03-02,12.623,12.9858,12.4963,12.5136,359244.0
2021-03-03,12.6575,13.4753,12.6259,13.0779,489078.0
2021-03-04,13.2622,13.7517,13.0779,13.7229,917556.0
2021-03-05,14.1087,14.5867,13.2507,14.0051,722844.0
2021-03-06,14.1087,14.5867,13.2507,14.0051,722844.0
2021-03-07,14.1087,14.5867,13.2507,14.0051,722844.0
2021-03-08,14.2297,14.4485,13.7747,13.9417,943802.0
2021-03-09,13.8265,14.1289,13.3371,13.3601,536278.0
2021-03-10,13.3198,14.2354,13.0837,14.1548,472744.0
2021-03-11,14.2988,15.5599,14.1721,14.9956,1252050.0
2021-03-12,15.0819,15.5138,14.5233,14.8055,430397.0
2021-03-13,15.0819,15.5138,14.5233,14.8055,430397.0
2021-03-14,15.0819,15.5138,14.5233,14.8055,430397.0
2021-03-15,14.7422,14.7422,14.1663,14.6097,492668.0
2021-03-16,14.3967,14.4686,13.9417,13.9705,434780.0
2021-03-17,13.9878,14.0742,13.4753,13.815,421944.0
2021-03-18,13.6423,13.6768,12.1911,12.2832,997873.0
2021-03-19,12.4157,12.7036,11.9838,12.4733,1124485.0
2021-03-20,12.4157,12.7036,11.9838,12.4733,1124485.0
2021-03-21,12.4157,12.7036,11.9838,12.4733,1124485.0
2021-03-22,12.4214,12.4963,11.9492,12.1911,542224.0
2021-03-23,11.8053,12.0586,11.5173,11.5864,402759.0
2021-03-24,11.9953,12.3351,11.5864,11.5922,466764.0
2021-03-25,11.4021,11.9895,11.0336,11.8686,636690.0
2021-03-26,12.0183,12.2038,11.6625,11.9492,397481.0
2021-03-27,12.0183,12.2038,11.6625,11.9492,397481.0
2021-03-28,12.0183,12.2038,11.6625,11.9492,397481.0
2021-03-29,11.6901,11.7822,11.3791,11.4943,631343.0
2021-03-30,11.3215,11.5634,11.0854,11.2064,652774.0
2021-03-31,11.1142,11.2294,10.8839,11.0451,488560.0
2021-04-01,11.1776,11.8628,11.0048,11.8628,678616.0
2021-04-02,11.1776,11.8628,11.0048,11.8628,678616.0
2021-04-03,11.1776,11.8628,11.0048,11.8628,678616.0
2021-04-04,11.1776,11.8628,11.0048,11.8628,678616.0
2021-04-05,11.811,11.811,11.0727,11.287,629701.0
2021-04-06,11.3964,11.6728,11.0969,11.2351,390430.0
2021-04-07,11.2812,11.333,10.9933,11.1315,405857.0
2021-04-08,11.0163,11.0883,10.7399,10.9069,409114.0
2021-04-09,10.8666,11.0278,10.6132,10.642,528278.0
2021-04-10,10.8666,11.0278,10.6132,10.642,528278.0
2021-04-11,10.8666,11.0278,10.6132,10.642,528278.0
2021-04-12,10.7629,10.9645,10.6478,10.6881,395501.0
2021-04-13,10.642,10.9127,10.3829,10.8436,661467.0
2021-04-14,10.9818,11.6958,10.9818,11.3849,622478.0
2021-04-15,11.3618,11.4021,10.9357,11.0624,365642.0
2021-04-16,11.2351,11.287,10.8551,10.9587,282234.0
2021-04-17,11.2351,11.287,10.8551,10.9587,282234.0
2021-04-18,11.2351,11.287,10.8551,10.9587,282234.0
2021-04-19,11.0394,11.2406,10.7399,10.809,440993.0
2021-04-20,10.6996,10.7601,10.2562,10.4923,811124.0
2021-04-21,10.2389,10.8666,10.1986,10.786,464462.0
2021-04-22,10.9299,11.0739,10.5383,10.9011,709004.0
2021-04-23,11.0221,11.3561,10.8839,11.0912,470340.0
2021-04-24,11.0221,11.3561,10.8839,11.0912,470340.0
2021-04-25,11.0221,11.3561,10.8839,11.0912,470340.0
2021-04-26,11.0681,11.5,11.0336,11.4425,321089.0
2021-04-27,11.4943,11.5692,11.2755,11.4885,450643.0
2021-04-28,11.5346,12.4329,11.4309,12.4272,1005390.0
2021-04-29,12.6403,12.8476,12.2084,12.4099,537391.0
2021-04-30,12.2141,12.5193,12.1565,12.2602,587823.0
2021-05-01,12.2141,12.5193,12.1565,12.2602,587823.0
2021-05-02,12.2141,12.5193,12.1565,12.2602,587823.0
2021-05-03,12.479,13.0549,12.2659,12.9397,769607.0
2021-05-04,12.9858,13.3543,12.3523,12.7094,779143.0
2021-05-05,12.9224,13.5876,12.8591,13.4983,846688.0
2021-05-06,13.4983,13.9935,12.3869,12.7957,2000365.0
2021-05-07,12.5884,13.5616,12.5308,13.481,773347.0
2021-05-08,12.5884,13.5616,12.5308,13.481,773347.0
2021-05-09,12.5884,13.5616,12.5308,13.481,773347.0
2021-05-10,13.5444,13.8093,12.5827,12.5942,717526.0
2021-05-11,12.2026,12.6345,11.9665,12.0817,683807.0
2021-05-12,13.2219,13.7632,12.6835,13.1125,1652775.0
2021-05-13,13.0491,13.4925,12.4099,12.5712,905488.0
2021-05-14,12.9685,13.4062,12.8735,13.268,1033341.0
2021-05-15,12.9685,13.4062,12.8735,13.268,1033341.0
2021-05-16,12.9685,13.4062,12.8735,13.268,1033341.0
2021-05-17,13.1585,13.5329,12.9455,13.3774,746227.0
2021-05-18,13.5213,13.6308,12.9052,12.9512,970109.0
2021-05-19,12.5827,12.7209,12.122,12.5308,898464.0
2021-05-20,12.5366,13.1787,12.0989,13.0261,1527443.0
2021-05-21,13.1758,14.0051,13.124,13.481,899305.0
2021-05-22,13.1758,14.0051,13.124,13.481,899305.0
2021-05-23,13.1758,14.0051,13.124,13.481,899305.0
2021-05-24,13.625,13.8985,13.3659,13.4465,847031.0
