,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity
2020-04-07,10.9823,11.2412,10.126,10.2953,1541160.0
2020-04-08,10.4546,11.2213,10.3152,11.042,1113848.0
2020-04-09,11.8983,12.3762,11.1117,11.4801,1614247.0
2020-04-10,11.8983,12.3762,11.1117,11.4801,1614247.0
2020-04-11,11.8983,12.3762,11.1117,11.4801,1614247.0
2020-04-12,11.8983,12.3762,11.1117,11.4801,1614247.0
2020-04-13,11.2213,11.4833,10.8628,11.1615,909289.0
2020-04-14,11.4503,11.8983,11.1117,11.5299,1029600.0
2020-04-15,11.3407,11.3407,10.6836,10.8728,999708.0
2020-04-16,10.9026,11.2013,9.5983,9.7277,1663930.0
2020-04-17,10.365,10.7433,9.9667,10.6537,1180255.0
2020-04-18,10.365,10.7433,9.9667,10.6537,1180255.0
2020-04-19,10.365,10.7433,9.9667,10.6537,1180255.0
2020-04-20,10.2953,10.9723,10.0961,10.7732,1017552.0
2020-04-21,10.4546,10.7881,9.8074,9.907,1020295.0
2020-04-22,10.2355,10.3451,9.9667,10.1559,869090.0
2020-04-23,10.2057,10.6438,10.0464,10.3152,885561.0
2020-04-24,10.3351,10.4048,9.7974,10.0264,915472.0
2020-04-25,10.3351,10.4048,9.7974,10.0264,915472.0
2020-04-26,10.3351,10.4048,9.7974,10.0264,915472.0
2020-04-27,10.136,11.6892,10.0664,11.5797,1420503.0
2020-04-28,12.0377,12.1771,11.1117,11.7987,1480358.0
2020-04-29,12.3265,13.0228,11.9581,12.7745,1348558.0
2020-04-30,12.9338,12.9338,12.2468,12.5555,1169908.0
2020-05-01,12.197,12.2269,10.9524,11.3407,1602459.0
2020-05-02,12.197,12.2269,10.9524,11.3407,1602459.0
2020-05-03,12.197,12.2269,10.9524,11.3407,1602459.0
2020-05-04,10.9624,11.5,10.7135,10.813,1270699.0
2020-05-05,11.2611,11.4104,10.6637,10.7135,1198666.0
2020-05-06,10.813,11.0619,10.355,10.3948,968305.0
2020-05-07,10.6338,10.7632,10.2355,10.3251,1055042.0
2020-05-08,10.6238,11.3009,10.3351,11.2412,1248997.0
2020-05-09,10.6238,11.3009,10.3351,11.2412,1248997.0
2020-05-10,10.6238,11.3009,10.3351,11.2412,1248997.0
2020-05-11,11.0719,11.729,10.7732,11.5498,1890871.0
2020-05-12,11.1316,11.3806,9.9269,9.9866,4173671.0
2020-05-13,9.9966,10.3052,8.9312,9.0806,2303684.0
2020-05-14,8.971,9.7576,8.6126,9.2299,1641663.0
2020-05-15,9.0507,9.5585,8.8991,9.3593,1092351.0
2020-05-16,9.0507,9.5585,8.8991,9.3593,1092351.0
2020-05-17,9.0507,9.5585,8.8991,9.3593,1092351.0
2020-05-18,10.0264,10.579,9.7974,10.365,1444225.0
2020-05-19,10.355,10.4446,9.7875,9.8074,1134171.0
2020-05-20,10.1459,10.2788,9.6481,9.7477,1001211.0
2020-05-21,9.6979,10.0064,9.4987,9.9567,1046977.0
2020-05-22,9.9567,12.2866,9.8558,12.0974,7577762.0
2020-05-23,9.9567,12.2866,9.8558,12.0974,7577762.0
2020-05-24,9.9567,12.2866,9.8558,12.0974,7577762.0
2020-05-25,9.9567,12.2866,9.8558,12.0974,7577762.0
2020-05-26,12.7845,14.278,12.2866,14.2083,4356186.0
2020-05-27,14.6364,14.965,13.6806,14.1386,2460670.0
2020-05-28,14.1884,15.5923,13.82,14.7161,2908191.0
2020-05-29,14.497,15.0795,14.1884,15.0048,1532260.0
2020-05-30,14.497,15.0795,14.1884,15.0048,1532260.0
2020-05-31,14.497,15.0795,14.1884,15.0048,1532260.0
2020-06-01,15.433,16.6982,15.3633,16.339,2166655.0
2020-06-02,16.5182,16.8369,15.3433,16.0702,2027517.0
2020-06-03,16.2295,17.4542,16.2295,16.8369,1819208.0
2020-06-04,16.7771,17.3546,16.0104,16.4983,1447602.0
2020-06-05,17.5139,17.7927,16.349,16.5481,1650617.0
2020-06-06,17.5139,17.7927,16.349,16.5481,1650617.0
2020-06-07,17.5139,17.7927,16.349,16.5481,1650617.0
2020-06-08,17.1953,18.2507,16.9165,18.0217,2206494.0
2020-06-09,17.4243,18.0217,17.1156,17.6633,1365896.0
2020-06-10,17.6234,17.6334,16.0801,16.3988,1636171.0
2020-06-11,15.2139,15.642,13.7901,13.8598,2585757.0
2020-06-12,14.7466,15.2946,14.2683,14.8362,1392761.0
2020-06-13,14.7466,15.2946,14.2683,14.8362,1392761.0
2020-06-14,14.7466,15.2946,14.2683,14.8362,1392761.0
2020-06-15,13.9495,15.444,13.6505,15.2547,1316121.0
2020-06-16,16.4903,16.5899,15.175,15.8526,1306482.0
2020-06-17,15.8526,15.9223,15.2647,15.4939,1104616.0
2020-06-18,15.2448,15.6035,14.8861,14.9558,1053801.0
2020-06-19,15.3145,15.7131,15.0056,15.2846,3315194.0
2020-06-20,15.3145,15.7131,15.0056,15.2846,3315194.0
2020-06-21,15.3145,15.7131,15.0056,15.2846,3315194.0
2020-06-22,15.9422,16.0917,15.444,15.723,1266777.0
2020-06-23,15.9522,16.4404,15.6373,16.3906,1297049.0
2020-06-24,16.9386,17.5564,15.9422,17.5066,2601880.0
2020-06-25,17.3571,19.1206,17.2375,18.5926,3541120.0
2020-06-26,18.4332,18.8517,17.6461,18.3236,2499258.0
2020-06-27,18.4332,18.8517,17.6461,18.3236,2499258.0
2020-06-28,18.4332,18.8517,17.6461,18.3236,2499258.0
2020-06-29,18.3136,18.9314,17.7557,17.9948,1669939.0
2020-06-30,17.666,18.5827,17.4966,17.8952,1246788.0
2020-07-01,17.8852,19.4794,17.7058,19.2004,5088961.0
2020-07-02,19.4495,19.6986,18.0845,18.2738,2019069.0
2020-07-03,19.4495,19.6986,18.0845,18.2738,2019069.0
2020-07-04,19.4495,19.6986,18.0845,18.2738,2019069.0
2020-07-05,19.4495,19.6986,18.0845,18.2738,2019069.0
2020-07-06,18.503,18.5926,16.3707,16.839,3115037.0
2020-07-07,16.55,16.9386,16.1216,16.1614,1085377.0
2020-07-08,16.1614,16.9785,16.1116,16.8689,1232203.0
2020-07-09,16.9486,17.1578,16.2212,16.5301,1111904.0
2020-07-10,16.5401,16.6596,15.8227,15.9323,1274683.0
2020-07-11,16.5401,16.6596,15.8227,15.9323,1274683.0
2020-07-12,16.5401,16.6596,15.8227,15.9323,1274683.0
2020-07-13,16.0917,16.2972,15.2149,15.3045,1158748.0
2020-07-14,15.2149,15.5138,14.896,15.4042,1111691.0
2020-07-15,15.8227,16.1814,15.7131,16.012,928985.0
2020-07-16,15.9422,16.3707,15.5437,16.0518,880567.0
2020-07-17,16.1714,16.6198,16.0419,16.2312,875023.0
2020-07-18,16.1714,16.6198,16.0419,16.2312,875023.0
2020-07-19,16.1714,16.6198,16.0419,16.2312,875023.0
2020-07-20,16.3906,16.9785,16.002,16.57,1157890.0
2020-07-21,16.839,16.9884,16.3608,16.5899,752248.0
2020-07-22,16.57,17.1851,16.4504,17.0981,847672.0
2020-07-23,16.9586,17.2674,16.2113,16.3009,895397.0
2020-07-24,16.1814,16.4504,15.6284,16.0618,777543.0
2020-07-25,16.1814,16.4504,15.6284,16.0618,777543.0
2020-07-26,16.1814,16.4504,15.6284,16.0618,777543.0
2020-07-27,16.1116,16.6497,15.7928,16.5201,1180244.0
2020-07-28,16.4006,16.9486,16.1913,16.6397,697436.0
2020-07-29,16.7394,17.1778,16.6198,16.9386,977994.0
2020-07-30,16.6796,18.2102,16.4604,17.8354,1130259.0
2020-07-31,18.0347,18.1642,17.4368,17.7258,946824.0
2020-08-01,18.0347,18.1642,17.4368,17.7258,946824.0
2020-08-02,18.0347,18.1642,17.4368,17.7258,946824.0
2020-08-03,17.9151,19.9178,17.7158,19.3897,2383755.0
2020-08-04,19.2104,20.0972,19.0161,19.7684,1371630.0
2020-08-05,19.8282,20.6751,19.7684,20.6552,1521839.0
2020-08-06,22.638,25.4079,22.2295,24.9297,5595621.0
2020-08-07,24.7802,25.109,23.6942,24.6507,2071399.0
2020-08-08,24.7802,25.109,23.6942,24.6507,2071399.0
2020-08-09,24.7802,25.109,23.6942,24.6507,2071399.0
2020-08-10,25.0094,26.0656,24.1226,24.3617,1904055.0
2020-08-11,25.1688,25.6769,24.3518,24.7603,1583430.0
2020-08-12,25.2186,26.3545,25.129,25.8464,1829785.0
2020-08-13,25.8762,28.0185,25.8065,27.5502,1844347.0
2020-08-14,27.321,27.6996,26.1951,26.9225,1830510.0
2020-08-15,27.321,27.6996,26.1951,26.9225,1830510.0
2020-08-16,27.321,27.6996,26.1951,26.9225,1830510.0
2020-08-17,27.0819,27.7893,26.763,26.8726,1058912.0
2020-08-18,26.9723,27.1018,26.0357,26.1951,1379035.0
2020-08-19,26.0157,27.0221,25.931,26.5837,817516.0
2020-08-20,26.4043,27.2014,25.8166,26.5737,844941.0
2020-08-21,26.1851,26.8527,26.1851,26.7232,1173209.0
2020-08-22,26.1851,26.8527,26.1851,26.7232,1173209.0
2020-08-23,26.1851,26.8527,26.1851,26.7232,1173209.0
2020-08-24,26.9822,27.64,25.6969,25.9858,1405899.0
2020-08-25,25.9958,26.4342,25.7567,26.0456,726142.0
2020-08-26,26.1851,26.1951,24.7603,25.1788,1192118.0
2020-08-27,25.1887,25.388,22.9668,23.4152,1752601.0
2020-08-28,23.5148,24.3119,23.5148,23.7041,906412.0
2020-08-29,23.5148,24.3119,23.5148,23.7041,906412.0
2020-08-30,23.5148,24.3119,23.5148,23.7041,906412.0
2020-08-31,23.734,23.734,22.638,23.0664,1200876.0
2020-09-01,23.2557,23.7639,22.4287,23.4451,1203228.0
2020-09-02,24.0628,25.946,23.8486,25.8065,1562776.0
2020-09-03,25.0791,25.1987,23.2159,24.1126,1698763.0
2020-09-04,24.0827,24.8201,22.5683,23.5746,980263.0
2020-09-05,24.0827,24.8201,22.5683,23.5746,980263.0
2020-09-06,24.0827,24.8201,22.5683,23.5746,980263.0
2020-09-07,24.0827,24.8201,22.5683,23.5746,980263.0
2020-09-08,22.917,23.8835,22.5882,22.7077,889976.0
2020-09-09,23.0365,23.3155,22.3291,22.9469,709966.0
2020-09-10,23.0963,23.5746,22.6778,23.0066,968993.0
2020-09-11,23.1661,23.5347,22.6081,22.8173,977499.0
2020-09-12,23.1661,23.5347,22.6081,22.8173,977499.0
2020-09-13,23.1661,23.5347,22.6081,22.8173,977499.0
2020-09-14,23.236,25.3792,23.1862,25.2396,1396392.0
2020-09-15,25.429,26.4557,25.1499,25.3692,1083385.0
2020-09-16,25.449,26.5654,25.0203,25.8676,1178707.0
2020-09-17,25.8377,28.1504,25.3493,27.4426,2248333.0
2020-09-18,27.7217,30.0344,27.2034,29.1771,4338427.0
2020-09-19,27.7217,30.0344,27.2034,29.1771,4338427.0
2020-09-20,27.7217,30.0344,27.2034,29.1771,4338427.0
2020-09-21,28.5491,29.0874,27.6619,27.9909,2024006.0
2020-09-22,28.0905,28.1055,26.7448,27.5722,1351715.0
2020-09-23,27.9011,28.1992,24.6365,24.6714,1629900.0
2020-09-24,24.193,24.5518,23.3706,23.6148,1402811.0
2020-09-25,23.6347,24.7811,23.6248,24.1232,1030290.0
2020-09-26,23.6347,24.7811,23.6248,24.1232,1030290.0
2020-09-27,23.6347,24.7811,23.6248,24.1232,1030290.0
2020-09-28,24.9206,25.5564,23.874,25.3293,1063594.0
2020-09-29,25.5686,26.705,25.3692,25.8876,1117499.0
2020-09-30,25.7181,25.9374,24.6515,24.8608,1030099.0
2020-10-01,25.2994,26.8844,25.13,26.5754,1547330.0
2020-10-02,25.2197,26.2763,25.079,25.9673,1228909.0
2020-10-03,25.2197,26.2763,25.079,25.9673,1228909.0
2020-10-04,25.2197,26.2763,25.079,25.9673,1228909.0
2020-10-05,26.1567,26.7448,25.7879,26.2763,713104.0
2020-10-06,26.4857,28.1902,26.3162,26.8146,1832799.0
2020-10-07,27.6121,28.8681,27.4625,28.5989,1279565.0
2020-10-08,28.8182,29.2568,27.8912,28.3597,838492.0
2020-10-09,28.5092,29.7353,28.2351,28.6886,1228314.0
2020-10-10,28.5092,29.7353,28.2351,28.6886,1228314.0
2020-10-11,28.5092,29.7353,28.2351,28.6886,1228314.0
2020-10-12,29.4562,29.5658,28.3407,28.6488,794552.0
2020-10-13,28.4992,30.1106,28.0008,29.7054,1231926.0
2020-10-14,29.7652,30.4421,29.0276,29.3465,875930.0
2020-10-15,28.8581,29.2369,27.8114,28.4793,848377.0
2020-10-16,28.8282,30.2022,28.7983,29.2568,759219.0
2020-10-17,28.8282,30.2022,28.7983,29.2568,759219.0
2020-10-18,28.8282,30.2022,28.7983,29.2568,759219.0
2020-10-19,29.7752,32.3171,29.4064,30.9913,1748998.0
2020-10-20,31.39,31.8685,30.5328,30.5627,978440.0
2020-10-21,30.7521,30.8702,28.7584,29.4263,1145165.0
2020-10-22,29.4961,30.5228,29.3665,29.4761,1022828.0
2020-10-23,29.8649,30.2005,29.4263,29.845,594361.0
2020-10-24,29.8649,30.2005,29.4263,29.845,594361.0
2020-10-25,29.8649,30.2005,29.4263,29.845,594361.0
2020-10-26,29.217,29.6157,27.4825,28.0008,1359776.0
2020-10-27,28.0407,28.0706,26.9143,26.9243,792458.0
2020-10-28,26.3461,26.685,25.3493,26.1966,1071589.0
2020-10-29,26.4657,26.9741,25.9573,26.5355,623277.0
2020-10-30,26.3062,26.5654,25.2297,25.6882,998431.0
2020-10-31,26.3062,26.5654,25.2297,25.6882,998431.0
2020-11-01,26.3062,26.5654,25.2297,25.6882,998431.0
2020-11-02,26.0471,26.7648,25.6882,26.2165,664472.0
2020-11-03,26.8046,27.642,26.5839,27.3928,744921.0
2020-11-04,27.4526,27.7117,26.6053,27.0339,687209.0
2020-11-05,27.5124,28.4793,27.5124,28.4793,848753.0
2020-11-06,26.0869,26.4258,20.9832,21.4916,7048725.0
2020-11-07,26.0869,26.4258,20.9832,21.4916,7048725.0
2020-11-08,26.0869,26.4258,20.9832,21.4916,7048725.0
2020-11-09,22.8173,23.0665,21.2324,21.6012,2805856.0
2020-11-10,21.681,23.9216,21.2822,23.864,1934757.0
2020-11-11,23.9238,24.0833,22.8472,23.6347,1571074.0
2020-11-12,23.2858,23.9437,22.7177,23.3556,1915873.0
2020-11-13,24.0434,25.3194,23.7942,24.9206,1674705.0
2020-11-14,24.0434,25.3194,23.7942,24.9206,1674705.0
2020-11-15,24.0434,25.3194,23.7942,24.9206,1674705.0
2020-11-16,25.3393,25.7281,24.502,25.0801,1035648.0
2020-11-17,25.6583,27.9111,25.429,27.4924,2184972.0
2020-11-18,27.5124,28.4295,26.9382,27.5822,1251591.0
2020-11-19,27.4127,27.7317,26.0171,27.6818,873546.0
2020-11-20,27.5523,28.2301,26.6551,26.6651,1057593.0
2020-11-21,27.5523,28.2301,26.6551,26.6651,1057593.0
2020-11-22,27.5523,28.2301,26.6551,26.6651,1057593.0
2020-11-23,27.3031,27.4213,26.4857,27.1735,921482.0
2020-11-24,27.4725,27.8214,26.6352,27.5921,1038633.0
2020-11-25,27.323,29.3864,27.3031,28.3996,1661162.0
2020-11-26,27.323,29.3864,27.3031,28.3996,1661162.0
2020-11-27,28.7584,29.3366,28.2999,28.4494,382206.0
2020-11-28,28.7584,29.3366,28.2999,28.4494,382206.0
2020-11-29,28.7584,29.3366,28.2999,28.4494,382206.0
2020-11-30,28.6189,28.8681,27.1236,27.7217,833222.0
2020-12-01,28.0108,28.2899,26.9342,27.8413,628478.0
2020-12-02,27.3529,27.9211,26.2065,27.7117,699144.0
2020-12-03,27.6619,28.5082,27.4924,28.1304,542199.0
2020-12-04,28.1404,30.7521,28.1404,30.5029,1363618.0
2020-12-05,28.1404,30.7521,28.1404,30.5029,1363618.0
2020-12-06,28.1404,30.7521,28.1404,30.5029,1363618.0
2020-12-07,30.7022,32.5364,30.453,31.081,1079177.0
2020-12-08,31.1508,32.2872,31.1309,32.2573,785270.0
2020-12-09,32.5962,34.2001,31.4,32.1775,1460838.0
2020-12-10,31.9582,34.7095,31.7987,34.5201,1266804.0
2020-12-11,34.8391,37.67,34.6297,36.8825,1887349.0
2020-12-12,34.8391,37.67,34.6297,36.8825,1887349.0
2020-12-13,34.8391,37.67,34.6297,36.8825,1887349.0
2020-12-14,37.3911,37.5805,33.7317,33.9311,1636697.0
2020-12-15,34.2801,35.5464,33.9521,35.2672,880620.0
2020-12-16,35.2672,35.5863,34.5792,35.0479,991747.0
2020-12-17,35.0977,35.696,33.5921,33.981,1277262.0
2020-12-18,34.1505,35.2074,33.2033,33.5024,2198797.0
2020-12-19,34.1505,35.2074,33.2033,33.5024,2198797.0
2020-12-20,34.1505,35.2074,33.2033,33.5024,2198797.0
2020-12-21,32.5452,34.5394,32.2719,33.981,1019176.0
2020-12-22,34.1006,34.3599,33.0541,33.4525,645061.0
2020-12-23,33.7417,35.5763,32.944,35.1974,918586.0
2020-12-24,35.7957,36.8825,35.0479,35.367,606487.0
2020-12-25,35.7957,36.8825,35.0479,35.367,606487.0
2020-12-26,35.7957,36.8825,35.0479,35.367,606487.0
2020-12-27,35.7957,36.8825,35.0479,35.367,606487.0
2020-12-28,35.8954,36.4937,34.2303,34.8086,774603.0
2020-12-29,34.7787,35.018,33.0537,34.3001,817551.0
2020-12-30,34.2502,35.4567,34.1854,34.998,388740.0
2020-12-31,35.1974,39.4152,35.1974,38.4779,1801412.0
2021-01-01,35.1974,39.4152,35.1974,38.4779,1801412.0
2021-01-02,35.1974,39.4152,35.1974,38.4779,1801412.0
2021-01-03,35.1974,39.4152,35.1974,38.4779,1801412.0
2021-01-04,38.4879,38.787,35.5863,36.1945,1403930.0
2021-01-05,36.1945,37.421,36.1945,37.2215,817236.0
2021-01-06,37.5606,41.0105,37.5606,38.7371,1527742.0
2021-01-07,39.0263,41.0504,38.9465,40.2926,1128803.0
2021-01-08,40.2328,40.3225,38.2884,38.8069,867007.0
2021-01-09,40.2328,40.3225,38.2884,38.8069,867007.0
2021-01-10,40.2328,40.3225,38.2884,38.8069,867007.0
2021-01-11,37.6503,39.0911,37.6406,38.7272,490148.0
2021-01-12,38.8867,39.4152,37.9694,39.3454,575533.0
2021-01-13,39.5049,39.8439,38.5277,38.8069,649919.0
2021-01-14,44.0716,51.1049,43.1842,46.4247,7486744.0
2021-01-15,46.5145,49.7949,45.7866,48.5087,2625182.0
2021-01-16,46.5145,49.7949,45.7866,48.5087,2625182.0
2021-01-17,46.5145,49.7949,45.7866,48.5087,2625182.0
2021-01-18,46.5145,49.7949,45.7866,48.5087,2625182.0
2021-01-19,49.8547,55.8373,49.3562,54.5511,3543672.0
2021-01-20,55.1393,58.5793,53.4393,54.6607,2805503.0
2021-01-21,51.4301,53.3645,49.097,50.9316,2310761.0
2021-01-22,50.463,50.8219,48.0075,50.0741,1676768.0
2021-01-23,50.463,50.8219,48.0075,50.0741,1676768.0
2021-01-24,50.463,50.8219,48.0075,50.0741,1676768.0
2021-01-25,54.1123,54.1323,49.0571,50.0043,1385371.0
2021-01-26,50.3533,50.5826,48.0051,48.4289,2163852.0
2021-01-27,46.7039,47.2623,43.3636,43.3736,3138041.0
2021-01-28,44.4405,45.5872,43.3238,44.0516,1694944.0
2021-01-29,43.9719,44.2311,41.2398,41.7484,1757487.0
2021-01-30,43.9719,44.2311,41.2398,41.7484,1757487.0
2021-01-31,43.9719,44.2311,41.2398,41.7484,1757487.0
2021-02-01,43.1144,44.3707,41.7783,43.5332,1381912.0
2021-02-02,46.0658,46.4122,43.6012,43.9619,1330453.0
2021-02-03,44.0616,45.5573,43.5531,45.5373,982168.0
2021-02-04,46.5444,49.7151,46.1855,48.7679,1543529.0
2021-02-05,49.1568,51.6096,48.3392,51.48,1319118.0
2021-02-06,49.1568,51.6096,48.3392,51.48,1319118.0
2021-02-07,49.1568,51.6096,48.3392,51.48,1319118.0
2021-02-08,52.3475,52.7862,50.0741,52.5369,1288800.0
2021-02-09,51.8489,54.3417,51.3524,53.3645,972114.0
2021-02-10,53.6736,54.5909,50.5028,51.0812,1083322.0
2021-02-11,51.3603,51.6495,48.8676,49.9943,939062.0
2021-02-12,49.0271,50.8119,48.4308,50.124,697964.0
2021-02-13,49.0271,50.8119,48.4308,50.124,697964.0
2021-02-14,49.0271,50.8119,48.4308,50.124,697964.0
2021-02-15,49.0271,50.8119,48.4308,50.124,697964.0
2021-02-16,50.8518,51.3903,48.1098,49.2066,806546.0
2021-02-17,48.3392,48.5286,45.318,47.1127,1312996.0
2021-02-18,45.5373,45.697,43.4135,44.1613,1640018.0
2021-02-19,45.6969,49.765,45.4875,47.6811,1377848.0
2021-02-20,45.6969,49.765,45.4875,47.6811,1377848.0
2021-02-21,45.6969,49.765,45.4875,47.6811,1377848.0
2021-02-22,46.5244,47.4517,45.976,46.0159,935178.0
2021-02-23,43.1044,46.006,41.0404,45.3578,1468029.0
2021-02-24,45.1185,47.711,44.61,45.4675,1209148.0
2021-02-25,47.4218,51.121,44.1214,44.62,2246725.0
2021-02-26,44.8693,48.6383,43.942,47.711,1683367.0
2021-02-27,44.8693,48.6383,43.942,47.711,1683367.0
2021-02-28,44.8693,48.6383,43.942,47.711,1683367.0
2021-03-01,49.8547,52.2876,48.1118,51.9686,1216893.0
2021-03-02,51.3603,51.6196,50.0044,50.1937,744974.0
2021-03-03,47.1726,49.3263,45.8763,46.3948,1261438.0
