,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity
2021-03-04,45.9062,46.2539,41.7895,43.2639,1461180.0
2021-03-05,43.8323,43.8722,37.4708,42.915,1833931.0
2021-03-06,43.8323,43.8722,37.4708,42.915,1833931.0
2021-03-07,43.8323,43.8722,37.4708,42.915,1833931.0
2021-03-08,43.8722,44.8094,41.6287,41.9976,1010379.0
2021-03-09,43.4035,44.3558,42.7654,43.9121,824202.0
2021-03-10,44.4106,47.013,44.3607,44.6499,835354.0
2021-03-11,45.5573,46.8734,44.7197,46.8734,819017.0
2021-03-12,46.3548,47.6114,45.8911,46.4645,696129.0
2021-03-13,46.3548,47.6114,45.8911,46.4645,696129.0
2021-03-14,46.3548,47.6114,45.8911,46.4645,696129.0
2021-03-15,47.3123,48.7683,46.9831,47.7112,914443.0
2021-03-16,45.7166,47.0031,43.3978,43.8616,1578856.0
2021-03-17,44.2904,44.7292,42.2659,42.6748,2276132.0
2021-03-18,40.0319,40.9395,38.147,38.157,7722060.0
2021-03-19,38.4861,38.4961,36.9702,37.2793,3455667.0
2021-03-20,38.4861,38.4961,36.9702,37.2793,3455667.0
2021-03-21,38.4861,38.4961,36.9702,37.2793,3455667.0
2021-03-22,37.8578,39.8923,37.8578,38.8152,4081051.0
2021-03-23,38.895,38.9448,36.4017,36.5713,2337687.0
2021-03-24,37.5885,37.5985,33.4696,33.5494,2378405.0
2021-03-25,33.4497,36.2421,32.9012,35.7934,3667562.0
2021-03-26,36.661,38.4661,36.651,37.5386,2849760.0
2021-03-27,36.661,38.4661,36.651,37.5386,2849760.0
2021-03-28,36.661,38.4661,36.651,37.5386,2849760.0
2021-03-29,37.788,39.613,35.6936,35.7136,1979842.0
2021-03-30,35.9629,36.5513,34.9157,36.5114,1278481.0
2021-03-31,36.9702,38.4661,36.8026,37.7182,1543049.0
2021-04-01,38.4661,38.7454,36.9522,38.0074,1013221.0
2021-04-02,38.4661,38.7454,36.9522,38.0074,1013221.0
2021-04-03,38.4661,38.7454,36.9522,38.0074,1013221.0
2021-04-04,38.4661,38.7454,36.9522,38.0074,1013221.0
2021-04-05,39.4435,40.3909,38.0572,39.0446,1183984.0
2021-04-06,38.9448,39.7726,37.6882,37.8179,1003829.0
2021-04-07,37.6683,38.4462,37.4489,37.7281,719712.0
2021-04-08,37.9874,39.1742,36.9103,39.1144,984914.0
2021-04-09,38.6357,39.4734,38.0173,38.4163,725983.0
2021-04-10,38.6357,39.4734,38.0173,38.4163,725983.0
2021-04-11,38.6357,39.4734,38.0173,38.4163,725983.0
2021-04-12,37.9376,38.2766,36.5014,36.5812,1270538.0
2021-04-13,36.4516,36.9004,35.544,36.5413,1032998.0
2021-04-14,36.4915,38.5659,36.4915,37.419,853399.0
2021-04-15,37.9376,38.1969,36.2721,37.0101,936307.0
2021-04-16,37.5087,38.7254,36.1324,38.2168,1292806.0
2021-04-17,37.5087,38.7254,36.1324,38.2168,1292806.0
2021-04-18,37.5087,38.7254,36.1324,38.2168,1292806.0
2021-04-19,38.2068,38.6257,36.0726,36.651,1205481.0
2021-04-20,36.3219,36.8605,34.5766,35.9529,1087391.0
2021-04-21,35.4842,37.3492,34.8559,37.3292,801137.0
2021-04-22,37.7381,39.4734,37.4389,38.1769,1068349.0
2021-04-23,38.3465,39.5033,37.9575,39.264,1726497.0
2021-04-24,38.3465,39.5033,37.9575,39.264,1726497.0
2021-04-25,38.3465,39.5033,37.9575,39.264,1726497.0
2021-04-26,39.274,40.5206,38.9149,40.2015,1408208.0
2021-04-27,40.3211,41.0093,39.6928,40.7101,872843.0
2021-04-28,40.6802,40.7001,39.4734,40.3211,709339.0
2021-04-29,40.3909,40.755,39.0346,39.244,970593.0
2021-04-30,38.5359,39.3936,38.147,38.7055,1002482.0
2021-05-01,38.5359,39.3936,38.147,38.7055,1002482.0
2021-05-02,38.5359,39.3936,38.147,38.7055,1002482.0
2021-05-03,38.8551,40.1416,38.7753,39.1244,1399688.0
2021-05-04,34.8459,35.0254,27.785,29.0017,9788239.0
2021-05-05,28.5231,28.872,27.4359,27.8747,2755102.0
2021-05-06,28.0243,30.9065,27.8747,30.4478,2680938.0
2021-05-07,30.5575,31.7642,29.999,31.4551,1643382.0
2021-05-08,30.5575,31.7642,29.999,31.4551,1643382.0
2021-05-09,30.5575,31.7642,29.999,31.4551,1643382.0
2021-05-10,31.5149,31.5747,29.271,29.3707,1197977.0
2021-05-11,27.7251,30.9165,27.3276,30.9165,1272539.0
2021-05-12,30.4079,31.2357,29.7397,29.8095,897895.0
2021-05-13,29.9491,30.7769,28.9219,30.0389,887358.0
2021-05-14,30.4179,31.3553,29.9192,31.2357,669254.0
2021-05-15,30.4179,31.3553,29.9192,31.2357,669254.0
2021-05-16,30.4179,31.3553,29.9192,31.2357,669254.0
2021-05-17,30.9065,31.1858,29.271,30.009,925658.0
2021-05-18,29.1413,30.5974,29.0416,29.4704,941785.0
2021-05-19,28.8222,29.2709,27.7551,29.2012,1433080.0
2021-05-20,29.4904,29.6499,28.503,29.5203,861682.0
2021-05-21,29.989,30.0189,29.261,29.4704,706175.0
2021-05-22,29.989,30.0189,29.261,29.4704,706175.0
2021-05-23,29.989,30.0189,29.261,29.4704,706175.0
2021-05-24,29.9691,30.1087,29.4006,29.8793,591935.0
2021-05-25,28.882,30.3081,28.882,29.7397,1147937.0
2021-05-26,30.1785,31.2257,29.8693,31.126,849271.0
2021-05-27,31.4152,32.0834,30.8766,31.9039,882030.0
2021-05-28,31.9737,32.0535,30.7679,31.0163,530014.0
2021-05-29,31.9737,32.0535,30.7679,31.0163,530014.0
2021-05-30,31.9737,32.0535,30.7679,31.0163,530014.0
2021-05-31,31.9737,32.0535,30.7679,31.0163,530014.0
2021-06-01,31.3254,33.0607,31.0761,32.7815,869172.0
2021-06-02,32.9311,32.9311,31.8739,32.602,753477.0
2021-06-03,32.3327,33.8686,32.1133,33.5594,913490.0
2021-06-04,33.4198,34.3572,33.2801,34.1677,865317.0
2021-06-05,33.4198,34.3572,33.2801,34.1677,865317.0
2021-06-06,33.4198,34.3572,33.2801,34.1677,865317.0
2021-06-07,34.3473,35.185,34.0181,35.0454,973338.0
2021-06-08,35.2648,36.5413,34.7462,35.8233,722741.0
2021-06-09,36.0626,37.0101,34.9756,35.3745,1112890.0
2021-06-10,35.7634,35.9828,34.437,35.7235,1227022.0
2021-06-11,35.9031,36.4017,35.3346,36.0427,1024149.0
2021-06-12,35.9031,36.4017,35.3346,36.0427,1024149.0
2021-06-13,35.9031,36.4017,35.3346,36.0427,1024149.0
2021-06-14,35.9729,36.6612,35.5439,36.342,1074606.0
2021-06-15,36.5714,36.7111,35.6836,35.8831,756723.0
2021-06-16,36.8009,41.7389,36.6911,39.8934,3351423.0
2021-06-17,39.4544,40.9259,39.3447,39.8834,1305455.0
2021-06-18,39.1552,39.3347,37.7187,38.796,2591676.0
2021-06-19,39.1552,39.3347,37.7187,38.796,2591676.0
2021-06-20,39.1552,39.3347,37.7187,38.796,2591676.0
2021-06-21,39.0454,39.634,37.7186,39.3547,798769.0
2021-06-22,38.9656,39.5542,38.7162,39.2449,683422.0
2021-06-23,39.4045,40.7812,38.6364,40.3523,907224.0
2021-06-24,40.8411,41.9284,40.3523,41.0506,774119.0
2021-06-25,41.3997,42.4871,41.1004,41.1104,1552615.0
2021-06-26,41.3997,42.4871,41.1004,41.1104,1552615.0
2021-06-27,41.3997,42.4871,41.1004,41.1104,1552615.0
2021-06-28,41.0506,41.8387,39.9532,41.1902,861386.0
2021-06-29,41.2501,41.8985,39.9532,39.9632,1033323.0
2021-06-30,39.6839,40.2126,39.2848,39.8235,804412.0
2021-07-01,40.053,40.6515,39.5642,40.6416,438336.0
2021-07-02,40.9508,40.9708,39.7437,39.9133,505794.0
2021-07-03,40.9508,40.9708,39.7437,39.9133,505794.0
2021-07-04,40.9508,40.9708,39.7437,39.9133,505794.0
2021-07-05,40.9508,40.9708,39.7437,39.9133,505794.0
2021-07-06,39.7437,39.7437,37.6189,38.4868,929935.0
2021-07-07,38.2474,38.6264,36.1624,36.9206,1108694.0
2021-07-08,35.913,36.4916,34.8755,35.6137,1143392.0
2021-07-09,36.0527,36.2921,35.3644,35.5838,896840.0
2021-07-10,36.0527,36.2921,35.3644,35.5838,896840.0
2021-07-11,36.0527,36.2921,35.3644,35.5838,896840.0
2021-07-12,35.8731,35.8731,33.9777,35.1249,1404797.0
2021-07-13,34.8157,35.6536,34.4166,35.4641,811255.0
2021-07-14,35.903,35.903,33.8181,33.9877,826253.0
2021-07-15,33.6285,33.9992,32.4614,33.04,1317195.0
2021-07-16,35.0451,36.2921,33.4689,33.6784,2063675.0
2021-07-17,35.0451,36.2921,33.4689,33.6784,2063675.0
2021-07-18,35.0451,36.2921,33.4689,33.6784,2063675.0
2021-07-19,32.2219,32.3716,28.8152,30.7056,3066827.0
2021-07-20,30.9251,32.212,29.6392,31.8628,1740570.0
2021-07-21,32.182,34.2421,32.1421,34.1174,1139730.0
2021-07-22,33.9278,34.8705,33.419,34.676,947998.0
2021-07-23,35.2346,35.2346,33.6585,34.0775,536223.0
2021-07-24,35.2346,35.2346,33.6585,34.0775,536223.0
2021-07-25,35.2346,35.2346,33.6585,34.0775,536223.0
2021-07-26,34.1074,35.4042,33.9976,34.8356,538662.0
2021-07-27,34.6161,34.8655,32.7407,33.848,687740.0
2021-07-28,34.2071,35.3643,33.833,34.6561,690734.0
2021-07-29,35.4142,35.923,34.8456,34.9453,592540.0
2021-07-30,35.8232,37.8882,35.494,36.1824,1446623.0
2021-07-31,35.8232,37.8882,35.494,36.1824,1446623.0
2021-08-01,35.8232,37.8882,35.494,36.1824,1446623.0
2021-08-02,35.4142,37.1101,35.1698,35.5539,920613.0
2021-08-03,35.514,35.7434,33.7981,35.2945,813745.0
2021-08-04,34.3668,35.3444,33.7383,33.9178,797721.0
2021-08-05,28.91,31.5236,26.9148,29.1394,5858094.0
2021-08-06,30.0273,31.9127,29.0995,31.4937,1876346.0
2021-08-07,30.0273,31.9127,29.0995,31.4937,1876346.0
2021-08-08,30.0273,31.9127,29.0995,31.4937,1876346.0
2021-08-09,31.5336,32.9552,30.4662,32.182,1347885.0
2021-08-10,32.3516,32.5811,30.9351,32.2718,786770.0
2021-08-11,32.0823,32.3417,31.354,32.1322,853140.0
2021-08-12,32.212,32.7507,31.4837,32.0923,523890.0
2021-08-13,31.9326,32.0324,30.1779,30.2368,878573.0
2021-08-14,31.9326,32.0324,30.1779,30.2368,878573.0
2021-08-15,31.9326,32.0324,30.1779,30.2368,878573.0
2021-08-16,29.9774,30.2667,29.301,29.3788,606116.0
2021-08-17,28.9399,29.259,28.2516,28.88,723578.0
2021-08-18,28.7304,29.4686,28.3214,28.7404,545254.0
2021-08-19,28.1518,28.6207,27.1642,27.2739,1197981.0
2021-08-20,27.4435,27.9623,26.9747,27.6131,1093868.0
2021-08-21,27.4435,27.9623,26.9747,27.6131,1093868.0
2021-08-22,27.4435,27.9623,26.9747,27.6131,1093868.0
2021-08-23,28.0321,29.1693,28.0321,29.0696,715453.0
2021-08-24,29.6282,30.7056,29.4537,30.1769,844589.0
2021-08-25,29.9674,30.7355,29.5784,30.3465,727218.0
2021-08-26,30.1769,30.5759,29.3589,29.8178,625821.0
2021-08-27,29.9275,31.6994,29.9275,31.3141,920656.0
2021-08-28,29.9275,31.6994,29.9275,31.3141,920656.0
2021-08-29,29.9275,31.6994,29.9275,31.3141,920656.0
2021-08-30,31.374,31.4878,30.3664,31.2343,571115.0
2021-08-31,31.0448,31.8828,31.0448,31.7132,483525.0
2021-09-01,31.8329,31.9726,31.2343,31.8927,452401.0
2021-09-02,32.1222,32.8704,31.6932,32.5312,595926.0
2021-09-03,32.4215,32.9103,31.7531,31.9726,427179.0
2021-09-04,32.4215,32.9103,31.7531,31.9726,427179.0
2021-09-05,32.4215,32.9103,31.7531,31.9726,427179.0
2021-09-06,32.4215,32.9103,31.7531,31.9726,427179.0
2021-09-07,31.9227,32.192,31.1047,31.2443,634360.0
2021-09-08,31.0747,31.1545,30.2268,30.546,467824.0
2021-09-09,30.3066,31.4638,30.2667,30.9949,512845.0
2021-09-10,31.3241,31.6433,30.6258,30.6657,553579.0
2021-09-11,31.3241,31.6433,30.6258,30.6657,553579.0
2021-09-12,31.3241,31.6433,30.6258,30.6657,553579.0
2021-09-13,30.7755,31.5236,30.3265,31.1645,624981.0
2021-09-14,31.1545,31.6235,29.4481,29.4681,780844.0
2021-09-15,29.5778,30.1367,29.039,29.8273,483199.0
2021-09-16,29.8373,30.1067,29.1986,29.7575,595503.0
2021-09-17,30.0369,30.5807,29.6138,30.1167,1269776.0
2021-09-18,30.0369,30.5807,29.6138,30.1167,1269776.0
2021-09-19,30.0369,30.5807,29.6138,30.1167,1269776.0
2021-09-20,29.039,29.2186,27.5521,28.4402,1101224.0
2021-09-21,28.9392,29.2785,28.6199,28.8194,596344.0
2021-09-22,29.2386,30.0568,29.039,29.488,650788.0
2021-09-23,30.0069,30.2664,29.5579,29.9171,634280.0
2021-09-24,29.8173,30.0668,29.2984,29.3683,429947.0
2021-09-25,29.8173,30.0668,29.2984,29.3683,429947.0
2021-09-26,29.8173,30.0668,29.2984,29.3683,429947.0
2021-09-27,29.518,30.8053,29.498,30.2664,695731.0
2021-09-28,30.1866,30.3462,28.8693,28.9292,475217.0
2021-09-29,29.1787,29.2386,28.206,28.3105,553392.0
2021-09-30,28.54,29.1388,28.2506,28.2606,648289.0
2021-10-01,28.1808,28.9791,27.9812,28.7795,622258.0
2021-10-02,28.1808,28.9791,27.9812,28.7795,622258.0
2021-10-03,28.1808,28.9791,27.9812,28.7795,622258.0
2021-10-04,28.56,28.7396,27.7417,28.3305,522292.0
2021-10-05,28.4003,28.7316,27.0831,27.592,902912.0
2021-10-06,27.1629,27.612,26.8346,27.3625,623927.0
2021-10-07,27.592,28.7695,27.4323,27.9812,720669.0
2021-10-08,28.0211,29.478,28.0211,28.3205,763385.0
2021-10-09,28.0211,29.478,28.0211,28.3205,763385.0
2021-10-10,28.0211,29.478,28.0211,28.3205,763385.0
2021-10-11,28.3504,29.3184,28.2606,28.3005,458800.0
2021-10-12,28.3504,28.9492,28.3005,28.6298,1013710.0
2021-10-13,28.6598,28.9492,28.066,28.9192,422060.0
2021-10-14,29.1388,30.3362,29.1388,30.1666,943069.0
2021-10-15,30.6356,30.8751,29.498,29.508,958962.0
2021-10-16,30.6356,30.8751,29.498,29.508,958962.0
2021-10-17,30.6356,30.8751,29.498,29.508,958962.0
2021-10-18,29.1188,29.5279,28.6897,28.8095,625882.0
2021-10-19,28.9891,29.7275,28.6897,29.518,699989.0
2021-10-20,29.6078,30.2664,29.2485,29.6178,470070.0
2021-10-21,29.4381,30.1167,29.3184,29.8672,425201.0
2021-10-22,29.8473,29.8573,28.7496,29.2884,532079.0
2021-10-23,29.8473,29.8573,28.7496,29.2884,532079.0
2021-10-24,29.8473,29.8573,28.7496,29.2884,532079.0
2021-10-25,29.1188,30.1067,29.1188,29.4681,570662.0
2021-10-26,29.478,29.7874,28.1209,28.1309,663919.0
2021-10-27,28.071,28.6298,27.3425,28.2107,1097592.0
2021-10-28,28.2107,28.3005,27.4323,27.4723,684020.0
2021-10-29,27.3026,27.3919,26.4843,26.4943,1157296.0
2021-10-30,27.3026,27.3919,26.4843,26.4943,1157296.0
2021-10-31,27.3026,27.3919,26.4843,26.4943,1157296.0
2021-11-01,26.5143,27.8116,25.7958,26.9434,1565380.0
2021-11-02,27.0631,27.113,25.3567,26.0153,1289559.0
2021-11-03,25.9654,26.9933,25.686,26.9933,753696.0
2021-11-04,30.0069,32.7412,29.9371,31.8131,3232214.0
2021-11-05,32.1325,32.9308,31.3441,31.9728,1345063.0
2021-11-06,32.1325,32.9308,31.3441,31.9728,1345063.0
2021-11-07,32.1325,32.9308,31.3441,31.9728,1345063.0
2021-11-08,32.2023,32.2422,30.5458,30.945,1072391.0
2021-11-09,30.8452,31.6585,30.5857,31.4639,698587.0
2021-11-10,31.2443,32.0227,30.3762,30.436,744753.0
2021-11-11,30.935,31.0497,30.4061,30.6157,386592.0
2021-11-12,30.5757,30.8552,30.2564,30.8252,439266.0
2021-11-13,30.5757,30.8552,30.2564,30.8252,439266.0
2021-11-14,30.5757,30.8552,30.2564,30.8252,439266.0
2021-11-15,31.1944,31.8231,31.0348,31.394,669131.0
2021-11-16,31.3341,31.394,30.5458,30.6057,588929.0
2021-11-17,30.5957,33.769,30.471,33.2701,2182472.0
2021-11-18,33.769,33.8148,30.7055,30.9549,1255164.0
2021-11-19,30.476,31.1944,29.5511,29.8672,818305.0
2021-11-20,30.476,31.1944,29.5511,29.8672,818305.0
2021-11-21,30.476,31.1944,29.5511,29.8672,818305.0
2021-11-22,30.436,30.935,29.7375,29.7475,685202.0
2021-11-23,29.7375,30.3562,28.7097,29.7575,936669.0
2021-11-24,29.5778,29.8273,28.7795,29.5479,592590.0
2021-11-25,29.5778,29.8273,28.7795,29.5479,592590.0
2021-11-26,28.3404,28.4801,26.8635,27.4623,919427.0
2021-11-27,28.3404,28.4801,26.8635,27.4623,919427.0
2021-11-28,28.3404,28.4801,26.8635,27.4623,919427.0
2021-11-29,28.57,28.6398,27.3825,28.2007,1132580.0
2021-11-30,27.6319,28.2706,26.4644,27.4723,1339428.0
2021-12-01,28.2007,28.3305,26.165,26.175,947201.0
2021-12-02,26.3746,27.6319,26.3047,27.4523,810947.0
2021-12-03,27.6419,27.8764,26.4843,26.7039,1008001.0
2021-12-04,27.6419,27.8764,26.4843,26.7039,1008001.0
2021-12-05,27.6419,27.8764,26.4843,26.7039,1008001.0
2021-12-06,26.8835,28.4502,26.4444,27.9712,705887.0
2021-12-07,28.7895,29.019,27.6419,28.1708,839208.0
2021-12-08,28.3205,29.3683,28.2107,28.8793,650397.0
2021-12-09,28.5899,29.2386,28.4003,28.8993,617088.0
2021-12-10,28.8893,29.3284,28.4253,28.55,545693.0
2021-12-11,28.8893,29.3284,28.4253,28.55,545693.0
2021-12-12,28.8893,29.3284,28.4253,28.55,545693.0
2021-12-13,28.2107,28.5799,27.2028,27.2827,777437.0
2021-12-14,26.8634,27.652,26.5739,26.6138,631210.0
2021-12-15,26.3742,26.7236,25.0266,26.5539,1018399.0
2021-12-16,27.4723,27.9321,26.3842,26.9532,831378.0
2021-12-17,26.7037,28.6802,26.5739,28.2809,1942215.0
2021-12-18,26.7037,28.6802,26.5739,28.2809,1942215.0
2021-12-19,26.7037,28.6802,26.5739,28.2809,1942215.0
2021-12-20,27.2527,27.7618,26.7037,27.5622,966266.0
2021-12-21,27.8018,29.998,27.8018,29.8083,809119.0
2021-12-22,29.9281,30.9164,29.8183,30.4771,1054335.0
2021-12-23,30.4971,31.106,30.1976,31.106,588651.0
2021-12-24,30.4971,31.106,30.1976,31.106,588651.0
2021-12-25,30.4971,31.106,30.1976,31.106,588651.0
2021-12-26,30.4971,31.106,30.1976,31.106,588651.0
2021-12-27,31.0362,31.126,30.1078,30.3973,509598.0
2021-12-28,30.6768,31.1659,30.1477,30.2974,406824.0
2021-12-29,29.948,30.3274,28.6181,28.7002,743945.0
2021-12-30,28.4706,30.1876,28.4506,29.6885,717862.0
2021-12-31,29.6985,29.9347,29.1295,29.4789,506404.0
2022-01-01,29.6985,29.9347,29.1295,29.4789,506404.0
2022-01-02,29.6985,29.9347,29.1295,29.4789,506404.0
2022-01-03,29.7983,31.4355,29.5687,30.1577,774368.0
2022-01-04,30.4372,31.4255,30.0329,31.2358,879849.0
2022-01-05,31.4255,31.6451,29.5388,29.6985,791646.0
2022-01-06,29.948,30.2575,29.0097,29.3491,580277.0
2022-01-07,29.5687,30.3673,29.4389,29.6486,506463.0
2022-01-08,29.5687,30.3673,29.4389,29.6486,506463.0
2022-01-09,29.5687,30.3673,29.4389,29.6486,506463.0
2022-01-10,29.379,29.4988,28.1911,29.2093,755766.0
2022-01-11,29.2493,30.7966,29.0995,30.527,585013.0
2022-01-12,30.9164,31.0661,30.0978,30.1976,578423.0
2022-01-13,30.1976,30.4472,29.4789,29.7184,440434.0
2022-01-14,29.1295,29.7284,28.7302,29.4589,667677.0
2022-01-15,29.1295,29.7284,28.7302,29.4589,667677.0
2022-01-16,29.1295,29.7284,28.7302,29.4589,667677.0
2022-01-17,29.1295,29.7284,28.7302,29.4589,667677.0
2022-01-18,29.0995,29.1095,27.8317,27.8517,735632.0
2022-01-19,27.8517,28.2809,26.9882,27.0032,647399.0
2022-01-20,27.6221,29.6286,27.6221,28.241,1215140.0
2022-01-21,28.0314,28.271,26.4002,26.7236,1174385.0
2022-01-22,28.0314,28.271,26.4002,26.7236,1174385.0
2022-01-23,28.0314,28.271,26.4002,26.7236,1174385.0
2022-01-24,25.7354,27.7319,25.0865,27.692,1227671.0
2022-01-25,27.0231,27.3925,26.0249,26.5639,748779.0
2022-01-26,27.3026,27.4524,25.6255,25.925,739374.0
2022-01-27,26.2045,26.3842,24.3078,24.5075,837679.0
2022-01-28,24.0682,24.5175,22.8803,24.3777,1264702.0
2022-01-29,24.0682,24.5175,22.8803,24.3777,1264702.0
2022-01-30,24.0682,24.5175,22.8803,24.3777,1264702.0
2022-01-31,23.9984,25.965,23.9984,25.965,1882001.0
2022-02-01,26.2545,26.4325,25.4065,26.2445,707323.0
2022-02-02,26.0748,26.2844,24.7071,25.4259,732544.0
2022-02-03,24.9567,25.4658,24.3074,24.3078,580354.0
2022-02-04,23.9684,24.9168,23.5292,24.7371,654037.0
2022-02-05,23.9684,24.9168,23.5292,24.7371,654037.0
2022-02-06,23.9684,24.9168,23.5292,24.7371,654037.0
2022-02-07,24.8768,26.2445,24.8768,25.8651,660203.0
2022-02-08,26.0149,26.7436,25.8252,26.6937,579150.0
2022-02-09,26.8933,27.9315,26.8235,27.7618,635365.0
2022-02-10,27.1629,28.5605,26.9732,27.3126,829560.0
2022-02-11,27.5123,28.251,26.8434,27.2927,448841.0
2022-02-12,27.5123,28.251,26.8434,27.2927,448841.0
2022-02-13,27.5123,28.251,26.8434,27.2927,448841.0
2022-02-14,27.4424,27.9515,26.504,26.7636,415819.0
2022-02-15,27.2028,28.4505,27.1529,28.3907,448980.0
2022-02-16,28.3109,29.0097,27.9016,28.4906,453439.0
2022-02-17,28.251,28.7351,27.4823,27.642,514689.0
2022-02-18,27.6021,28.0513,26.7646,27.1928,571097.0
2022-02-19,27.6021,28.0513,26.7646,27.1928,571097.0
2022-02-20,27.6021,28.0513,26.7646,27.1928,571097.0
2022-02-21,27.6021,28.0513,26.7646,27.1928,571097.0
2022-02-22,26.5589,27.8317,26.2744,26.9932,1071552.0
2022-02-23,27.8317,27.9615,23.8985,24.4576,1586420.0
2022-02-24,23.3495,28.0214,22.9702,27.9615,1758103.0
2022-02-25,27.8018,28.8899,27.2028,28.6703,819558.0
2022-02-26,27.8018,28.8899,27.2028,28.6703,819558.0
2022-02-27,27.8018,28.8899,27.2028,28.6703,819558.0
2022-02-28,28.9997,33.1625,28.8529,32.3838,2591420.0
2022-03-01,32.5136,33.7465,31.8947,33.6616,1751869.0
2022-03-02,33.3521,35.7979,33.0626,35.5383,1887097.0
2022-03-03,35.5184,35.9583,33.8613,34.2705,1346007.0
2022-03-04,33.7614,34.5201,32.7332,32.9928,1278343.0
2022-03-05,33.7614,34.5201,32.7332,32.9928,1278343.0
2022-03-06,33.7614,34.5201,32.7332,32.9928,1278343.0
2022-03-07,33.2124,34.3304,32.7282,33.3422,1024603.0
2022-03-08,33.2323,35.1191,32.9528,33.7514,1128581.0
2022-03-09,33.8413,35.8278,33.8413,35.2089,1566187.0
2022-03-10,34.6199,35.3287,34.0609,34.4103,821584.0
2022-03-11,35.0392,36.1074,32.4537,32.4637,1422683.0
2022-03-12,35.0392,36.1074,32.4537,32.4637,1422683.0
2022-03-13,35.0392,36.1074,32.4537,32.4637,1422683.0
2022-03-14,32.6035,32.7433,30.6962,31.495,962768.0
2022-03-15,31.6848,32.1541,30.7661,31.8545,638769.0
2022-03-16,32.0143,32.923,31.0956,32.3139,740167.0
2022-03-17,32.2739,34.7404,32.1741,34.7304,1066287.0
2022-03-18,34.6905,36.0386,34.4708,35.7889,2175857.0
2022-03-19,34.6905,36.0386,34.4708,35.7889,2175857.0
2022-03-20,34.6905,36.0386,34.4708,35.7889,2175857.0
2022-03-21,35.7889,37.127,35.1998,35.8289,836710.0
2022-03-22,35.9587,37.2768,35.5892,37.2369,620284.0
2022-03-23,37.0971,38.3484,36.7875,37.0671,684802.0
2022-03-24,37.0072,38.6199,37.0072,38.565,759256.0
2022-03-25,38.6149,39.4437,38.3203,38.5749,759001.0
2022-03-26,38.6149,39.4437,38.3203,38.5749,759001.0
2022-03-27,38.6149,39.4437,38.3203,38.5749,759001.0
2022-03-28,38.4551,38.8901,37.7361,38.4451,479267.0
2022-03-29,38.3353,38.8645,37.2369,38.535,758187.0
2022-03-30,38.8246,39.3838,38.2854,39.3139,559163.0
2022-03-31,39.1441,40.2026,38.9844,39.4038,770798.0
2022-04-01,39.1042,39.7433,37.7162,38.7946,701095.0
2022-04-02,39.1042,39.7433,37.7162,38.7946,701095.0
2022-04-03,39.1042,39.7433,37.7162,38.7946,701095.0
2022-04-04,39.1741,39.204,37.816,39.0543,593898.0
2022-04-05,39.1441,39.933,38.4252,38.7547,797752.0
2022-04-06,38.0457,38.515,37.0771,38.0657,628938.0
2022-04-07,37.9458,38.4154,37.5564,37.7961,568250.0
2022-04-08,37.6063,37.9458,36.5179,36.8374,598464.0
2022-04-09,37.6063,37.9458,36.5179,36.8374,598464.0
2022-04-10,37.6063,37.9458,36.5179,36.8374,598464.0
2022-04-11,36.8274,37.7461,36.2782,37.1869,925320.0
2022-04-12,37.8959,38.9145,37.4565,37.806,489048.0
2022-04-13,37.9958,38.7592,37.8959,38.3553,442065.0
2022-04-14,38.3553,39.1941,38.2454,38.8046,436085.0
2022-04-15,38.3553,39.1941,38.2454,38.8046,436085.0
2022-04-16,38.3553,39.1941,38.2454,38.8046,436085.0
2022-04-17,38.3553,39.1941,38.2454,38.8046,436085.0
2022-04-18,38.6548,38.9244,37.9059,38.6349,483380.0
2022-04-19,38.6548,40.4223,38.2554,39.1641,664069.0
2022-04-20,39.4337,39.6234,37.5664,37.9359,541426.0
2022-04-21,38.515,38.8845,34.4808,34.8902,943514.0
2022-04-22,34.6406,35.6791,34.0414,34.361,655117.0
2022-04-23,34.6406,35.6791,34.0414,34.361,655117.0
2022-04-24,34.6406,35.6791,34.0414,34.361,655117.0
2022-04-25,34.0913,35.1598,33.7518,34.9102,526298.0
2022-04-26,34.4309,34.6206,33.6719,33.7418,472754.0
2022-04-27,33.632,34.1313,33.0029,33.3224,535547.0
2022-04-28,33.662,33.9515,32.244,33.4922,446845.0
2022-04-29,33.5222,34.1113,32.0143,32.1641,444449.0
2022-04-30,33.5222,34.1113,32.0143,32.1641,444449.0
2022-05-01,33.5222,34.1113,32.0143,32.1641,444449.0
2022-05-02,32.0542,33.1427,31.8645,32.9829,487228.0
2022-05-03,32.923,33.622,32.5436,33.2326,400457.0
2022-05-04,33.2525,34.6206,32.4337,34.4708,499772.0
2022-05-05,34.0614,34.1313,32.7133,33.3224,443426.0
2022-05-06,33.1627,33.2825,31.7147,32.1541,590287.0
2022-05-07,33.1627,33.2825,31.7147,32.1541,590287.0
2022-05-08,33.1627,33.2825,31.7147,32.1541,590287.0
2022-05-09,31.4551,31.4551,28.5393,28.7989,904426.0
2022-05-10,29.398,29.458,27.2112,28.8788,1359111.0
2022-05-11,28.9587,29.9867,27.7005,27.8702,831992.0
2022-05-12,27.2611,28.3795,26.6769,27.6006,1049879.0
2022-05-13,27.9201,29.359,27.9201,29.1284,904236.0
