,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity
2021-03-02,30.3217,30.7654,29.878,30.3689,1074074.0
2021-03-03,30.6805,31.143,30.4728,30.4728,1489316.0
2021-03-04,30.756,32.29,30.3217,31.5301,1982834.0
2021-03-05,32.4174,32.8328,31.1902,32.6157,2305814.0
2021-03-06,32.4174,32.8328,31.1902,32.6157,2305814.0
2021-03-07,32.4174,32.8328,31.1902,32.6157,2305814.0
2021-03-08,32.7478,33.2954,31.7472,32.3986,1834248.0
2021-03-09,32.3797,32.5968,31.4923,31.5206,1800081.0
2021-03-10,31.7661,32.6346,31.2846,32.4741,1327825.0
2021-03-11,32.4835,32.9744,32.1814,32.5118,1363641.0
2021-03-12,32.7856,32.9461,32.2003,32.8234,1160689.0
2021-03-13,32.7856,32.9461,32.2003,32.8234,1160689.0
2021-03-14,32.7856,32.9461,32.2003,32.8234,1160689.0
2021-03-15,32.8328,33.0405,31.9549,32.0776,1943329.0
2021-03-16,31.6717,31.7283,30.8315,31.0958,1138645.0
2021-03-17,30.8315,31.5206,30.5341,31.4734,1586873.0
2021-03-18,31.7661,31.8841,30.3407,30.5766,1913063.0
2021-03-19,30.3972,31.3554,30.1424,30.6333,2737751.0
2021-03-20,30.3972,31.3554,30.1424,30.6333,2737751.0
2021-03-21,30.3972,31.3554,30.1424,30.6333,2737751.0
2021-03-22,30.8409,31.0392,30.0055,30.2179,1684428.0
2021-03-23,29.6043,29.8875,28.6792,29.0001,2122272.0
2021-03-24,29.4155,30.0474,29.2361,29.4816,2024450.0
2021-03-25,28.8585,30.2084,28.2732,30.0668,1788770.0
2021-03-26,30.8787,31.143,30.199,30.6333,1373015.0
2021-03-27,30.8787,31.143,30.199,30.6333,1373015.0
2021-03-28,30.8787,31.143,30.199,30.6333,1373015.0
2021-03-29,30.3312,30.4916,29.4485,29.8969,1474751.0
2021-03-30,29.5099,30.114,29.0284,29.9913,1412591.0
2021-03-31,29.9158,30.3972,29.4721,29.9724,1823772.0
2021-04-01,30.284,30.3689,29.2503,30.3028,1644509.0
2021-04-02,30.284,30.3689,29.2503,30.3028,1644509.0
2021-04-03,30.284,30.3689,29.2503,30.3028,1644509.0
2021-04-04,30.284,30.3689,29.2503,30.3028,1644509.0
2021-04-05,30.2651,30.3123,29.1323,29.5288,1895995.0
2021-04-06,29.576,30.4633,28.8868,29.4155,1662467.0
2021-04-07,29.4155,30.4256,29.3211,30.4161,1622777.0
2021-04-08,30.1424,30.199,29.1889,29.7459,1237535.0
2021-04-09,29.6137,29.727,28.9812,29.3022,1317613.0
2021-04-10,29.6137,29.727,28.9812,29.3022,1317613.0
2021-04-11,29.6137,29.727,28.9812,29.3022,1317613.0
2021-04-12,29.576,29.9441,29.3546,29.5288,1027722.0
2021-04-13,29.4721,30.0952,28.8963,29.8686,1587868.0
2021-04-14,30.6993,31.2563,30.2651,31.0014,1661960.0
2021-04-15,31.1902,31.6056,30.6144,31.4734,1188985.0
2021-04-16,31.7377,31.8794,31.3885,31.5112,1628509.0
2021-04-17,31.7377,31.8794,31.3885,31.5112,1628509.0
2021-04-18,31.7377,31.8794,31.3885,31.5112,1628509.0
2021-04-19,31.228,31.7849,31.025,31.1336,1498903.0
2021-04-20,31.0769,31.0769,29.6137,30.4256,2024293.0
2021-04-21,30.0385,30.9637,29.7553,30.8787,1183592.0
2021-04-22,31.0014,31.2091,30.5766,30.9353,1513369.0
2021-04-23,31.0864,32.0587,30.7843,32.0398,1494630.0
2021-04-24,31.0864,32.0587,30.7843,32.0398,1494630.0
2021-04-25,31.0864,32.0587,30.7843,32.0398,1494630.0
2021-04-26,32.1154,32.6157,31.9171,32.2758,1678344.0
2021-04-27,32.2192,32.5685,31.7047,32.0115,1412661.0
2021-04-28,32.2286,32.9178,32.2286,32.5968,1872011.0
2021-04-29,32.9376,33.2264,32.0666,32.9471,2166824.0
2021-04-30,32.5305,33.3921,32.5305,32.843,2260887.0
2021-05-01,32.5305,33.3921,32.5305,32.843,2260887.0
2021-05-02,32.5305,33.3921,32.5305,32.843,2260887.0
2021-05-03,33.2501,33.8276,32.9566,33.6477,2894737.0
2021-05-04,33.7234,34.1524,33.3353,33.5909,1853961.0
2021-05-05,34.0737,35.011,33.6477,34.4903,1962588.0
2021-05-06,34.5755,35.5554,34.2631,35.1814,3166029.0
2021-05-07,35.1909,36.4028,34.869,36.1945,2115819.0
2021-05-08,35.1909,36.4028,34.869,36.1945,2115819.0
2021-05-09,35.1909,36.4028,34.869,36.1945,2115819.0
2021-05-10,36.4501,36.8572,35.7022,35.7211,1806015.0
2021-05-11,34.9542,35.8347,34.3199,35.5507,2313879.0
2021-05-12,35.9767,36.8856,35.4891,35.74,1867743.0
2021-05-13,35.2004,36.1566,34.5755,35.4844,1798709.0
2021-05-14,36.0525,36.6481,35.8868,36.469,1433737.0
2021-05-15,36.0525,36.6481,35.8868,36.469,1433737.0
2021-05-16,36.0525,36.6481,35.8868,36.469,1433737.0
2021-05-17,36.4028,37.1128,36.1566,36.9708,1329413.0
2021-05-18,36.9708,37.1886,36.4312,36.469,1143273.0
2021-05-19,35.7022,36.2986,35.2477,36.0903,1539905.0
2021-05-20,36.0903,36.7531,35.4465,36.5921,1100380.0
2021-05-21,36.8761,37.1318,36.5069,36.5069,1459191.0
2021-05-22,36.8761,37.1318,36.5069,36.5069,1459191.0
2021-05-23,36.8761,37.1318,36.5069,36.5069,1459191.0
2021-05-24,36.6678,36.9329,36.0998,36.5921,1218193.0
2021-05-25,36.4406,36.6489,35.153,35.2951,2057921.0
2021-05-26,35.4939,36.1471,35.2951,35.8631,1188180.0
2021-05-27,35.9767,36.7341,35.9578,36.6963,2528985.0
2021-05-28,36.9235,36.9708,36.4501,36.7909,1315747.0
2021-05-29,36.9235,36.9708,36.4501,36.7909,1315747.0
2021-05-30,36.9235,36.9708,36.4501,36.7909,1315747.0
2021-05-31,36.9235,36.9708,36.4501,36.7909,1315747.0
2021-06-01,37.5483,37.9365,37.0087,37.7566,1608832.0
2021-06-02,37.8702,38.6466,37.5578,38.4288,1525120.0
2021-06-03,38.3909,39.1862,38.1259,39.0063,1523280.0
2021-06-04,42.9922,43.9863,42.301,43.7969,11428974.0
2021-06-05,42.9922,43.9863,42.301,43.7969,11428974.0
2021-06-06,42.9922,43.9863,42.301,43.7969,11428974.0
2021-06-07,43.9105,45.7756,43.8348,44.8194,7494783.0
2021-06-08,44.7247,45.7188,44.1283,44.6206,40189301.0
2021-06-09,44.4975,44.952,42.6419,42.8028,4165771.0
2021-06-10,43.3141,44.1946,42.6987,44.0715,2515179.0
2021-06-11,44.2608,44.6869,44.1093,44.4312,1933960.0
2021-06-12,44.2608,44.6869,44.1093,44.4312,1933960.0
2021-06-13,44.2608,44.6869,44.1093,44.4312,1933960.0
2021-06-14,44.8384,45.5958,44.0809,44.5638,2161278.0
2021-06-15,45.0372,45.6999,44.5733,45.1602,2442036.0
2021-06-16,45.0372,46.5425,44.8858,46.3532,2603475.0
2021-06-17,46.2774,46.5804,42.5661,42.9448,3108201.0
2021-06-18,42.2632,42.9448,41.6809,41.8277,3547699.0
2021-06-19,42.2632,42.9448,41.6809,41.8277,3547699.0
2021-06-20,42.2632,42.9448,41.6809,41.8277,3547699.0
2021-06-21,42.5945,43.4514,42.32,43.2762,1870619.0
2021-06-22,42.8028,43.2289,41.8655,42.9732,1979404.0
2021-06-23,43.4088,43.6833,42.8407,42.8407,1532981.0
2021-06-24,43.1247,43.2525,42.6135,43.1626,1591447.0
2021-06-25,43.333,43.4466,42.6655,42.8975,2508124.0
2021-06-26,43.333,43.4466,42.6655,42.8975,2508124.0
2021-06-27,43.333,43.4466,42.6655,42.8975,2508124.0
2021-06-28,42.604,42.7176,40.9756,41.7046,2466783.0
2021-06-29,42.0644,42.3579,41.5436,41.5626,1161128.0
2021-06-30,41.5626,42.5321,41.5247,42.0833,1625363.0
2021-07-01,42.8975,43.1721,41.9223,42.3957,1336714.0
2021-07-02,42.178,42.5377,41.7046,42.4147,940306.0
2021-07-03,42.178,42.5377,41.7046,42.4147,940306.0
2021-07-04,42.178,42.5377,41.7046,42.4147,940306.0
2021-07-05,42.178,42.5377,41.7046,42.4147,940306.0
2021-07-06,42.3863,42.3957,41.0513,41.6383,1471156.0
2021-07-07,41.4868,42.1022,40.6632,40.843,1975536.0
2021-07-08,40.1093,41.5058,39.8584,41.004,1461891.0
2021-07-09,41.5152,42.6797,41.0797,42.6419,1281907.0
2021-07-10,41.5152,42.6797,41.0797,42.6419,1281907.0
2021-07-11,41.5152,42.6797,41.0797,42.6419,1281907.0
2021-07-12,41.9886,42.6608,41.6951,42.2821,1301185.0
2021-07-13,41.9602,42.2253,41.6573,42.0265,1966123.0
2021-07-14,42.4904,43.1721,40.5401,40.7389,1794196.0
2021-07-15,40.0856,40.4833,39.3661,39.7448,1894965.0
2021-07-16,40.275,40.275,39.0253,39.1294,1433590.0
2021-07-17,40.275,40.275,39.0253,39.1294,1433590.0
2021-07-18,40.275,40.275,39.0253,39.1294,1433590.0
2021-07-19,37.6525,38.3247,36.7483,37.9081,2341442.0
2021-07-20,38.3531,39.4797,37.6335,39.262,2443561.0
2021-07-21,40.0383,41.288,40.0383,40.5495,1774180.0
2021-07-22,40.5495,40.7815,39.9058,40.5495,823342.0
2021-07-23,40.2845,40.5022,39.7259,40.2561,954700.0
2021-07-24,40.2845,40.5022,39.7259,40.2561,954700.0
2021-07-25,40.2845,40.5022,39.7259,40.2561,954700.0
2021-07-26,40.6537,41.2785,40.5211,41.1744,1247415.0
2021-07-27,40.7294,40.7389,39.3566,39.8395,956098.0
2021-07-28,40.2277,40.9567,39.3377,40.578,982231.0
2021-07-29,40.8342,41.0714,40.2838,40.7393,709210.0
2021-07-30,40.483,40.8342,39.8377,39.9611,808406.0
2021-07-31,40.483,40.8342,39.8377,39.9611,808406.0
2021-08-01,40.483,40.8342,39.8377,39.9611,808406.0
2021-08-02,40.1699,41.1758,39.4107,39.4107,909337.0
2021-08-03,39.1924,39.9706,38.253,39.9706,1352634.0
2021-08-04,39.183,40.3787,38.718,39.2968,1607942.0
2021-08-05,37.3894,41.2707,37.0623,40.2363,1650183.0
2021-08-06,40.8057,41.2138,40.5305,40.6918,1170188.0
2021-08-07,40.8057,41.2138,40.5305,40.6918,1170188.0
2021-08-08,40.8057,41.2138,40.5305,40.6918,1170188.0
2021-08-09,40.0655,40.7298,39.572,40.4641,956943.0
2021-08-10,40.7298,42.3905,40.5685,42.1343,1599856.0
2021-08-11,41.6882,42.0299,40.9457,41.935,1669038.0
2021-08-12,42.0678,42.4949,41.5269,42.0583,723008.0
2021-08-13,41.8021,42.0583,41.3751,41.6977,1039401.0
2021-08-14,41.8021,42.0583,41.3751,41.6977,1039401.0
2021-08-15,41.8021,42.0583,41.3751,41.6977,1039401.0
2021-08-16,41.3656,41.8211,40.7677,40.8247,1442660.0
2021-08-17,40.3976,41.4984,40.1889,41.024,1951794.0
2021-08-18,41.024,41.2232,40.1699,40.2933,1565785.0
2021-08-19,39.5151,40.056,38.4523,39.0216,1923546.0
2021-08-20,38.8318,39.7428,38.5756,39.7144,1007728.0
2021-08-21,38.8318,39.7428,38.5756,39.7144,1007728.0
2021-08-22,38.8318,39.7428,38.5756,39.7144,1007728.0
2021-08-23,40.7393,41.3276,40.6728,40.8721,1082412.0
2021-08-24,41.413,41.8401,41.0714,41.6693,1188413.0
2021-08-25,41.5649,42.4711,41.19,42.0963,1282044.0
2021-08-26,41.8875,42.1058,41.1853,41.3466,1193871.0
2021-08-27,41.6218,43.0737,41.6218,42.846,1406495.0
2021-08-28,41.6218,43.0737,41.6218,42.846,1406495.0
2021-08-29,41.6218,43.0737,41.6218,42.846,1406495.0
2021-08-30,42.8555,43.0358,41.9065,41.9255,1009235.0
2021-08-31,41.7926,42.2386,41.4984,41.6787,1925992.0
2021-09-01,41.7262,41.7642,41.0145,41.5554,1461644.0
2021-09-02,41.9729,42.8934,41.9729,42.7511,983370.0
2021-09-03,42.8175,43.2454,42.4569,42.7511,730681.0
2021-09-04,42.8175,43.2454,42.4569,42.7511,730681.0
2021-09-05,42.8175,43.2454,42.4569,42.7511,730681.0
2021-09-06,42.8175,43.2454,42.4569,42.7511,730681.0
2021-09-07,42.3715,43.1686,42.0773,42.1532,1411642.0
2021-09-08,42.4284,42.789,41.8306,42.0394,1179223.0
2021-09-09,41.5554,42.362,41.3656,41.7167,1229065.0
2021-09-10,42.343,42.6087,41.2517,41.2707,898641.0
2021-09-11,42.343,42.6087,41.2517,41.2707,898641.0
2021-09-12,42.343,42.6087,41.2517,41.2707,898641.0
2021-09-13,42.0394,42.846,41.878,42.4569,955994.0
2021-09-14,42.8555,42.9883,41.6882,41.9445,896176.0
2021-09-15,42.5898,44.3786,42.5898,44.3264,1250124.0
2021-09-16,44.222,44.2505,43.4154,43.8614,1226580.0
2021-09-17,43.757,44.1935,42.5992,42.7416,3298153.0
2021-09-18,43.757,44.1935,42.5992,42.7416,3298153.0
2021-09-19,43.757,44.1935,42.5992,42.7416,3298153.0
2021-09-20,41.4035,41.935,41.0145,41.8685,1470962.0
2021-09-21,42.6562,42.9361,41.9729,42.4569,1263237.0
2021-09-22,43.0548,44.2979,43.0548,43.6716,1053097.0
2021-09-23,43.9468,45.1472,43.7475,45.0191,1210513.0
2021-09-24,44.7534,45.2089,44.4118,45.0001,832710.0
2021-09-25,44.7534,45.2089,44.4118,45.0001,832710.0
2021-09-26,44.7534,45.2089,44.4118,45.0001,832710.0
2021-09-27,45.8827,47.1733,45.8827,46.936,1642645.0
2021-09-28,47.5813,47.9325,46.4805,46.8032,1638964.0
2021-09-29,46.936,47.3441,46.2053,46.974,1712753.0
2021-09-30,47.2302,47.4675,46.3002,46.6988,2588787.0
2021-10-01,46.993,48.2314,46.6608,48.1792,1730326.0
2021-10-02,46.993,48.2314,46.6608,48.1792,1730326.0
2021-10-03,46.993,48.2314,46.6608,48.1792,1730326.0
2021-10-04,48.5588,50.0012,48.3537,49.4129,2004084.0
2021-10-05,50.1625,50.5042,48.9194,49.5552,1347664.0
2021-10-06,48.7391,49.5552,47.7616,49.2325,1646476.0
2021-10-07,49.28,50.0202,49.0712,49.6406,1210834.0
2021-10-08,49.9917,50.2527,49.4413,50.0202,777325.0
2021-10-09,49.9917,50.2527,49.4413,50.0202,777325.0
2021-10-10,49.9917,50.2527,49.4413,50.0202,777325.0
2021-10-11,50.7699,51.121,49.9348,50.3144,856990.0
2021-10-12,50.2005,51.6145,49.9822,51.0261,1319499.0
2021-10-13,50.5042,51.4911,49.9443,51.4626,887567.0
2021-10-14,52.1933,52.7058,51.8422,52.3926,937600.0
2021-10-15,52.8861,53.5693,52.7533,52.8671,959888.0
2021-10-16,52.8861,53.5693,52.7533,52.8671,959888.0
2021-10-17,52.8861,53.5693,52.7533,52.8671,959888.0
2021-10-18,53.4175,54.1387,52.7817,53.4839,1095438.0
2021-10-19,53.8066,53.911,53.0332,53.3321,788363.0
2021-10-20,53.3036,54.1435,52.962,53.873,943017.0
2021-10-21,53.5788,53.9062,52.2977,52.8576,1018635.0
2021-10-22,53.1138,53.3795,52.1079,53.3416,709969.0
2021-10-23,53.1138,53.3795,52.1079,53.3416,709969.0
2021-10-24,53.1138,53.3795,52.1079,53.3416,709969.0
2021-10-25,53.9489,54.1957,53.427,53.892,1076827.0
2021-10-26,54.1103,54.5373,53.2182,53.3226,745587.0
2021-10-27,52.7912,53.1281,51.8992,52.0225,950116.0
2021-10-28,51.7848,52.5739,51.5804,52.5169,881737.0
2021-10-29,52.4979,52.7736,51.6042,51.975,1090801.0
2021-10-30,52.4979,52.7736,51.6042,51.975,1090801.0
2021-10-31,52.4979,52.7736,51.6042,51.975,1090801.0
2021-11-01,52.669,53.2965,52.0415,53.0968,1375204.0
2021-11-02,53.1158,53.7148,52.3838,52.8591,1476033.0
2021-11-03,52.5644,53.1729,52.07,52.2697,1301174.0
2021-11-04,52.5406,54.2662,52.3267,53.2204,1559525.0
2021-11-05,53.9429,54.0665,53.2204,53.8859,1227625.0
2021-11-06,53.9429,54.0665,53.2204,53.8859,1227625.0
2021-11-07,53.9429,54.0665,53.2204,53.8859,1227625.0
2021-11-08,54.3803,55.3119,54.0665,54.9792,1561365.0
2021-11-09,54.9887,55.1218,53.9905,54.4183,1465144.0
2021-11-10,53.9715,54.2757,51.7278,52.1271,1391399.0
2021-11-11,51.8419,52.669,51.8419,52.5264,1507721.0
2021-11-12,52.2507,52.5264,51.2332,51.5472,1715743.0
2021-11-13,52.2507,52.5264,51.2332,51.5472,1715743.0
2021-11-14,52.2507,52.5264,51.2332,51.5472,1715743.0
2021-11-15,52.0891,52.9542,51.319,52.4218,1180983.0
2021-11-16,52.5929,52.707,51.5281,51.9845,1089490.0
2021-11-17,51.4426,52.9732,51.4426,51.9274,1031809.0
2021-11-18,51.9084,52.5549,51.1479,51.8704,1188465.0
2021-11-19,50.8627,51.2192,50.1021,50.9102,1456884.0
2021-11-20,50.8627,51.2192,50.1021,50.9102,1456884.0
2021-11-21,50.8627,51.2192,50.1021,50.9102,1456884.0
2021-11-22,51.0338,51.8894,50.7581,51.1574,941511.0
2021-11-23,52.0891,53.0436,51.5186,52.8306,1482719.0
2021-11-24,52.2887,53.9619,52.07,53.8764,1160960.0
2021-11-25,52.2887,53.9619,52.07,53.8764,1160960.0
2021-11-26,51.0338,52.1746,49.6077,51.7848,846629.0
2021-11-27,51.0338,52.1746,49.6077,51.7848,846629.0
2021-11-28,51.0338,52.1746,49.6077,51.7848,846629.0
2021-11-29,52.9067,53.0303,51.2619,51.3,1609835.0
2021-11-30,50.1306,50.5394,48.5715,49.0848,1824398.0
2021-12-01,50.5869,51.1384,48.2197,48.3433,1391180.0
2021-12-02,48.1151,50.1021,47.8489,49.8549,1562441.0
2021-12-03,50.5109,51.0053,48.5049,48.7141,1302899.0
2021-12-04,50.5109,51.0053,48.5049,48.7141,1302899.0
2021-12-05,50.5109,51.0053,48.5049,48.7141,1302899.0
2021-12-06,49.4651,50.5109,48.0866,49.6743,1442499.0
2021-12-07,50.7105,51.7421,50.5489,50.7486,1428989.0
2021-12-08,50.8341,51.319,50.3493,50.4919,1286835.0
2021-12-09,50.1116,50.2827,49.5317,49.6077,977617.0
2021-12-10,50.2542,50.4158,48.639,49.6362,1417501.0
2021-12-11,50.2542,50.4158,48.639,49.6362,1417501.0
2021-12-12,50.2542,50.4158,48.639,49.6362,1417501.0
2021-12-13,48.9517,49.5412,47.6873,48.1912,1473282.0
2021-12-14,47.7919,49.0658,47.6017,47.9155,1149893.0
2021-12-15,47.8109,48.7616,46.67,48.4098,1728009.0
2021-12-16,48.9327,49.1989,47.8109,47.906,1344964.0
2021-12-17,47.5067,48.2197,46.7841,47.326,4204054.0
2021-12-18,47.5067,48.2197,46.7841,47.326,4204054.0
2021-12-19,47.5067,48.2197,46.7841,47.326,4204054.0
2021-12-20,46.3468,46.7556,45.225,46.5655,1128638.0
2021-12-21,47.2119,48.3623,47.2119,48.0581,1286053.0
2021-12-22,48.1341,48.6665,47.3641,48.3718,1259023.0
2021-12-23,48.7996,48.9232,48.3053,48.3053,611964.0
2021-12-24,48.7996,48.9232,48.3053,48.3053,611964.0
2021-12-25,48.7996,48.9232,48.3053,48.3053,611964.0
2021-12-26,48.7996,48.9232,48.3053,48.3053,611964.0
2021-12-27,48.6095,49.9975,48.1246,49.95,852829.0
2021-12-28,49.9215,50.8104,49.5697,49.7598,934193.0
2021-12-29,49.0943,49.8359,49.0563,49.3796,665285.0
2021-12-30,49.37,49.8644,48.9422,48.9612,769965.0
2021-12-31,48.7331,49.8834,48.7331,49.6648,1352775.0
2022-01-01,48.7331,49.8834,48.7331,49.6648,1352775.0
2022-01-02,48.7331,49.8834,48.7331,49.6648,1352775.0
2022-01-03,49.6172,50.8151,49.6172,50.6155,1433163.0
2022-01-04,50.9577,51.9084,50.7771,51.6898,1784600.0
2022-01-05,52.1366,52.8591,51.395,51.395,2019352.0
2022-01-06,52.3172,53.2156,51.4331,52.8211,1192799.0
2022-01-07,53.0588,53.4961,52.5074,53.1538,1388391.0
2022-01-08,53.0588,53.4961,52.5074,53.1538,1388391.0
2022-01-09,53.0588,53.4961,52.5074,53.1538,1388391.0
2022-01-10,53.0683,53.1634,50.9577,51.8799,1287905.0
2022-01-11,52.2317,53.6387,51.5662,53.6197,1827517.0
2022-01-12,54.2186,54.9887,53.8764,54.1616,1519246.0
2022-01-13,54.4373,55.1788,53.981,54.2947,1525721.0
2022-01-14,54.095,54.9412,53.7338,54.9317,1778829.0
2022-01-15,54.095,54.9412,53.7338,54.9317,1778829.0
2022-01-16,54.095,54.9412,53.7338,54.9317,1778829.0
2022-01-17,54.095,54.9412,53.7338,54.9317,1778829.0
2022-01-18,55.2882,55.4546,53.8479,54.5989,1496788.0
2022-01-19,55.1313,55.1313,53.4961,53.5341,1300812.0
2022-01-20,53.1824,54.3993,52.6815,52.8211,1486943.0
2022-01-21,52.8211,53.5241,51.9179,52.7165,1384947.0
2022-01-22,52.8211,53.5241,51.9179,52.7165,1384947.0
2022-01-23,52.8211,53.5241,51.9179,52.7165,1384947.0
2022-01-24,51.376,52.9447,50.007,52.8211,2026062.0
2022-01-25,52.5264,54.4563,51.4854,54.0665,1489979.0
2022-01-26,54.8461,56.1771,53.8574,54.5324,1831596.0
2022-01-27,55.8729,56.5003,54.4373,54.8936,1632550.0
2022-01-28,54.6641,55.4963,53.765,55.4293,1327402.0
2022-01-29,54.6641,55.4963,53.765,55.4293,1327402.0
2022-01-30,54.6641,55.4963,53.765,55.4293,1327402.0
2022-01-31,55.3815,56.8736,54.3867,56.5101,2437585.0
2022-02-01,56.1993,58.2558,55.9554,58.0884,1846243.0
2022-02-02,58.0884,58.7197,57.591,58.5953,1419814.0
2022-02-03,58.1936,58.5188,57.3423,57.6962,1755734.0
2022-02-04,57.9927,59.2553,57.7823,58.404,1587659.0
2022-02-05,57.9927,59.2553,57.7823,58.404,1587659.0
2022-02-06,57.9927,59.2553,57.7823,58.404,1587659.0
2022-02-07,58.5953,59.3988,57.9927,58.8344,1397170.0
2022-02-08,58.8344,58.9875,57.7249,58.7771,1048223.0
2022-02-09,59.0162,60.2357,59.0162,59.6857,992243.0
2022-02-10,59.131,60.8335,58.9492,59.4275,1218348.0
2022-02-11,60.0109,61.4935,59.8292,61.2735,1343940.0
2022-02-12,60.0109,61.4935,59.8292,61.2735,1343940.0
2022-02-13,60.0109,61.4935,59.8292,61.2735,1343940.0
2022-02-14,61.0344,61.1587,59.7144,59.8196,1410519.0
2022-02-15,58.9588,59.8912,58.3084,59.724,881538.0
2022-02-16,60.0588,60.8335,60.0588,60.2405,1178627.0
2022-02-17,60.3457,60.7474,59.724,59.7431,1220430.0
2022-02-18,59.2075,60.0396,58.6814,59.3892,1048104.0
2022-02-19,59.2075,60.0396,58.6814,59.3892,1048104.0
2022-02-20,59.2075,60.0396,58.6814,59.3892,1048104.0
2022-02-21,59.2075,60.0396,58.6814,59.3892,1048104.0
2022-02-22,60.7283,60.824,56.864,58.1458,1672747.0
2022-02-23,58.5092,59.437,58.2797,58.4805,1341172.0
2022-02-24,57.7345,61.0344,57.2466,59.3988,2164921.0
2022-02-25,60.2692,61.0727,60.0511,60.9674,3044822.0
2022-02-26,60.2692,61.0727,60.0511,60.9674,3044822.0
2022-02-27,60.2692,61.0727,60.0511,60.9674,3044822.0
2022-02-28,60.9674,62.5265,60.8144,62.5265,3682997.0
2022-03-01,62.9187,63.8848,62.2874,62.6987,3383419.0
2022-03-02,63.8656,65.4726,63.617,64.65,2192780.0
2022-03-03,64.1526,65.4343,64.09,65.0517,1571920.0
2022-03-04,64.7265,66.6204,64.5208,66.5056,1689173.0
2022-03-05,64.7265,66.6204,64.5208,66.5056,1689173.0
2022-03-06,64.7265,66.6204,64.5208,66.5056,1689173.0
2022-03-07,66.8308,68.8968,64.803,65.6352,2316604.0
2022-03-08,66.6969,66.8738,63.99,64.0952,2145393.0
2022-03-09,62.7848,65.6447,61.704,65.3482,1780627.0
2022-03-10,65.7117,67.003,65.3004,66.6491,1717968.0
2022-03-11,66.4578,67.3808,65.4104,65.53,1400570.0
2022-03-12,66.4578,67.3808,65.4104,65.53,1400570.0
2022-03-13,66.4578,67.3808,65.4104,65.53,1400570.0
2022-03-14,65.2239,65.2239,62.3831,62.7465,2061749.0
2022-03-15,61.1492,62.8039,59.8388,62.1152,2017955.0
2022-03-16,62.2587,63.3204,61.7613,62.8135,1675019.0
2022-03-17,63.8274,64.9465,63.4161,64.6882,1438196.0
2022-03-18,65.0517,66.3812,64.8317,66.2473,3641028.0
2022-03-19,65.0517,66.3812,64.8317,66.2473,3641028.0
2022-03-20,65.0517,66.3812,64.8317,66.2473,3641028.0
2022-03-21,66.9647,68.6386,66.4291,68.5142,1298549.0
2022-03-22,68.1029,68.629,66.9943,68.036,1075770.0
2022-03-23,68.7438,69.5664,68.476,69.0881,1301483.0
2022-03-24,69.1551,70.1212,68.9829,69.7099,1537477.0
2022-03-25,69.8629,72.6272,69.6812,72.3594,1848150.0
2022-03-26,69.8629,72.6272,69.6812,72.3594,1848150.0
2022-03-27,69.8629,72.6272,69.6812,72.3594,1848150.0
2022-03-28,71.0872,71.5187,70.2742,71.4507,1514866.0
2022-03-29,69.8247,71.6037,68.9734,71.5846,1503017.0
2022-03-30,72.5029,73.2298,72.0724,72.9333,1759033.0
2022-03-31,72.4168,73.9472,72.1681,72.1872,2515899.0
2022-04-01,72.7898,74.3872,72.4646,73.9759,1957521.0
2022-04-02,72.7898,74.3872,72.4646,73.9759,1957521.0
2022-04-03,72.7898,74.3872,72.4646,73.9759,1957521.0
2022-04-04,74.0141,74.4637,73.1055,73.6411,1338513.0
2022-04-05,74.1767,74.7506,72.3594,72.4168,1642663.0
2022-04-06,73.0481,73.2968,71.8046,73.0863,1765374.0
2022-04-07,73.5454,73.9854,71.1924,72.5985,1299810.0
2022-04-08,72.8759,74.2006,72.4263,73.9089,1313722.0
2022-04-09,72.8759,74.2006,72.4263,73.9089,1313722.0
2022-04-10,72.8759,74.2006,72.4263,73.9089,1313722.0
2022-04-11,73.6507,73.6889,71.9863,72.4646,1280733.0
2022-04-12,73.4594,74.6454,73.3637,73.6028,1184683.0
2022-04-13,74.3489,74.765,73.732,74.5976,1181165.0
2022-04-14,74.5115,75.975,73.9854,75.2193,1381133.0
2022-04-15,74.5115,75.975,73.9854,75.2193,1381133.0
2022-04-16,74.5115,75.975,73.9854,75.2193,1381133.0
2022-04-17,74.5115,75.975,73.9854,75.2193,1381133.0
2022-04-18,75.4776,76.2141,74.8272,75.3724,1144304.0
2022-04-19,74.9706,76.2332,74.5115,75.6115,941450.0
2022-04-20,76.5202,77.6001,75.755,77.1228,1326571.0
2022-04-21,77.2949,77.9549,75.0376,75.2098,1163819.0
2022-04-22,74.8845,75.5541,72.7707,72.8568,1178204.0
2022-04-23,74.8845,75.5541,72.7707,72.8568,1178204.0
2022-04-24,74.8845,75.5541,72.7707,72.8568,1178204.0
2022-04-25,70.762,70.7716,67.3282,69.8916,2089966.0
2022-04-26,70.6472,72.1011,69.9681,70.3603,1450198.0
2022-04-27,70.609,72.8281,69.4994,71.8907,2544473.0
2022-04-28,72.0925,73.9568,70.2859,73.2841,1248115.0
2022-04-29,72.9382,73.9472,70.3532,70.5453,1999007.0
2022-04-30,72.9382,73.9472,70.3532,70.5453,1999007.0
2022-05-01,72.9382,73.9472,70.3532,70.5453,1999007.0
2022-05-02,70.7568,71.4487,69.3633,71.3622,1506078.0
2022-05-03,71.3814,73.6253,71.3622,73.3802,1873854.0
2022-05-04,74.6295,75.1869,72.3328,74.9755,1864826.0
