,DK US Equity,DK US Equity,DK US Equity,DK US Equity,DK US Equity
2020-03-05,16.0997,17.2246,15.9679,16.1788,4613600.0
2020-03-06,15.4054,16.0601,14.9924,15.3263,5513219.0
2020-03-07,15.4054,16.0601,14.9924,15.3263,5513219.0
2020-03-08,15.4054,16.0601,14.9924,15.3263,5513219.0
2020-03-09,11.5775,13.4117,10.6649,11.1928,6135275.0
2020-03-10,12.2128,12.7943,10.7365,11.3449,5003805.0
2020-03-11,10.7007,11.1212,9.135,9.5018,4248757.0
2020-03-12,8.5087,8.7502,6.9698,7.9182,5678045.0
2020-03-13,8.5266,9.2244,7.9718,9.2244,7162137.0
2020-03-14,8.5266,9.2244,7.9718,9.2244,7162137.0
2020-03-15,8.5266,9.2244,7.9718,9.2244,7162137.0
2020-03-16,7.8734,9.8686,7.7035,8.795,5858424.0
2020-03-17,8.965,9.5018,7.9539,9.4839,6388889.0
2020-03-18,8.616,10.0476,8.5981,9.5734,5254610.0
2020-03-19,9.636,10.8886,8.956,10.316,4323926.0
2020-03-20,11.2017,15.2369,11.0407,13.4922,8630092.0
2020-03-21,11.2017,15.2369,11.0407,13.4922,8630092.0
2020-03-22,11.2017,15.2369,11.0407,13.4922,8630092.0
2020-03-23,13.3848,13.868,11.5238,11.8817,2985261.0
2020-03-24,13.0448,13.2685,11.0765,11.4254,2657398.0
2020-03-25,11.7833,13.0985,10.2891,12.1591,2425169.0
2020-03-26,12.7406,13.7874,12.1412,12.5975,2334794.0
2020-03-27,11.9175,12.9464,11.2912,12.347,2461952.0
2020-03-28,11.9175,12.9464,11.2912,12.347,2461952.0
2020-03-29,11.9175,12.9464,11.2912,12.347,2461952.0
2020-03-30,12.2128,14.6195,11.837,14.3511,3154406.0
2020-03-31,14.7179,15.4516,13.7874,14.1006,2227216.0
2020-04-01,13.5906,13.8769,12.687,13.0001,1869646.0
2020-04-02,13.6353,16.5431,13.1969,13.7427,1897172.0
2020-04-03,13.8143,14.3064,13.2506,13.8769,1319914.0
2020-04-04,13.8143,14.3064,13.2506,13.8769,1319914.0
2020-04-05,13.8143,14.3064,13.2506,13.8769,1319914.0
2020-04-06,14.539,15.0669,13.9619,14.8969,1620419.0
2020-04-07,15.5321,16.8742,15.1698,15.6305,1988862.0
2020-04-08,15.899,16.8473,15.7558,16.5431,1920819.0
2020-04-09,16.8563,17.6359,14.8253,16.1137,2152577.0
2020-04-10,16.8563,17.6359,14.8253,16.1137,2152577.0
2020-04-11,16.8563,17.6359,14.8253,16.1137,2152577.0
2020-04-12,16.8563,17.6359,14.8253,16.1137,2152577.0
2020-04-13,16.8116,16.9458,15.1877,15.5321,1248588.0
2020-04-14,15.6484,15.6842,14.5032,14.6732,1890816.0
2020-04-15,13.7785,14.1722,12.9822,13.6264,1304627.0
2020-04-16,13.6711,13.9485,12.3828,12.4633,1348510.0
2020-04-17,12.9106,15.4426,12.678,15.3979,2275347.0
2020-04-18,12.9106,15.4426,12.678,15.3979,2275347.0
2020-04-19,12.9106,15.4426,12.678,15.3979,2275347.0
2020-04-20,13.9306,15.9884,13.7607,15.3174,1504345.0
2020-04-21,14.7985,16.0242,14.6464,15.1206,1059350.0
2020-04-22,15.8632,16.3206,15.3084,15.7021,1486381.0
2020-04-23,15.9526,16.8026,15.6753,16.5342,1241897.0
2020-04-24,16.6058,16.8384,15.8184,16.5521,1014317.0
2020-04-25,16.6058,16.8384,15.8184,16.5521,1014317.0
2020-04-26,16.6058,16.8384,15.8184,16.5521,1014317.0
2020-04-27,16.8563,17.5452,16.2837,17.3752,1331631.0
2020-04-28,17.751,18.5741,17.5989,18.261,1101489.0
2020-04-29,19.1109,21.0167,18.932,20.8825,2558996.0
2020-04-30,20.7035,21.5535,19.7194,20.8914,1406452.0
2020-05-01,19.7551,20.3949,18.2162,18.3504,1270289.0
2020-05-02,19.7551,20.3949,18.2162,18.3504,1270289.0
2020-05-03,19.7551,20.3949,18.2162,18.3504,1270289.0
2020-05-04,17.8941,19.952,17.6973,19.7909,1282737.0
2020-05-05,20.8914,20.9451,18.1715,18.2699,1927319.0
2020-05-06,17.7331,18.7173,16.6416,16.901,1752642.0
2020-05-07,17.5184,18.4668,16.9994,17.6078,1355292.0
2020-05-08,17.9747,20.0683,17.6548,19.8536,1258113.0
2020-05-09,17.9747,20.0683,17.6548,19.8536,1258113.0
2020-05-10,17.9747,20.0683,17.6548,19.8536,1258113.0
2020-05-11,19.4599,20.8154,19.102,20.5156,1252944.0
2020-05-12,20.4888,20.7393,18.1715,18.1894,1500683.0
2020-05-13,17.7242,18.0194,15.9303,16.8205,1511388.0
2020-05-14,16.1674,16.4805,15.2905,16.4447,1324256.0
2020-05-15,16.4268,16.4895,15.7826,16.0063,1115534.0
2020-05-16,16.4268,16.4895,15.7826,16.0063,1115534.0
2020-05-17,16.4268,16.4895,15.7826,16.0063,1115534.0
2020-05-18,17.2679,19.5941,17.2589,19.4509,3022264.0
2020-05-19,19.4419,19.5916,17.8081,18.4162,1561336.0
2020-05-20,19.4872,20.3223,19.1605,20.1226,1969956.0
2020-05-21,20.2587,20.5673,19.1196,19.1605,850168.0
2020-05-22,19.5235,19.587,18.4525,18.7248,937608.0
2020-05-23,19.5235,19.587,18.4525,18.7248,937608.0
2020-05-24,19.5235,19.587,18.4525,18.7248,937608.0
2020-05-25,19.5235,19.587,18.4525,18.7248,937608.0
2020-05-26,19.5871,19.755,19.0243,19.3057,1150148.0
2020-05-27,19.6688,19.9048,18.8791,19.4328,1178850.0
2020-05-28,19.4237,19.4328,18.4344,18.4888,1231477.0
2020-05-29,18.271,18.5433,17.7264,17.8535,1472358.0
2020-05-30,18.271,18.5433,17.7264,17.8535,1472358.0
2020-05-31,18.271,18.5433,17.7264,17.8535,1472358.0
2020-06-01,18.0804,18.1802,17.3815,17.8262,1243687.0
2020-06-02,18.0985,18.507,17.8535,18.0985,1399062.0
2020-06-03,18.4979,18.5887,17.5993,18.2801,1443439.0
2020-06-04,18.153,18.3436,17.6901,18.2982,1591928.0
2020-06-05,19.2876,21.3025,19.2876,21.1936,3088737.0
2020-06-06,19.2876,21.3025,19.2876,21.1936,3088737.0
2020-06-07,19.2876,21.3025,19.2876,21.1936,3088737.0
2020-06-08,22.1285,22.9363,21.1029,21.5748,2344781.0
2020-06-09,20.3586,20.4221,18.2881,18.6613,2962755.0
2020-06-10,18.3799,19.3692,17.6538,18.1621,1876093.0
2020-06-11,16.6554,17.1001,15.9429,16.0109,1697051.0
2020-06-12,17.0094,17.2363,15.7749,16.4194,1122965.0
2020-06-13,17.0094,17.2363,15.7749,16.4194,1122965.0
2020-06-14,17.0094,17.2363,15.7749,16.4194,1122965.0
2020-06-15,15.6025,17.1455,15.3211,16.9549,1211945.0
2020-06-16,17.8262,18.5342,17.3134,17.5993,1187160.0
2020-06-17,17.5993,17.5993,16.4466,16.5011,1564505.0
2020-06-18,16.2015,17.8762,16.0745,17.5902,1616608.0
2020-06-19,17.9261,18.2801,17.1909,17.2453,2872544.0
2020-06-20,17.9261,18.2801,17.1909,17.2453,2872544.0
2020-06-21,17.9261,18.2801,17.1909,17.2453,2872544.0
2020-06-22,17.091,17.563,16.2742,16.9821,1294321.0
2020-06-23,17.2998,17.2998,16.728,16.9367,1395184.0
2020-06-24,16.5828,16.7915,15.4573,15.7568,1131035.0
2020-06-25,15.4391,16.0609,15.185,15.5934,1419976.0
2020-06-26,15.4663,15.4663,14.4407,14.9853,2831615.0
2020-06-27,15.4663,15.4663,14.4407,14.9853,2831615.0
2020-06-28,15.4663,15.4663,14.4407,14.9853,2831615.0
2020-06-29,15.2757,15.6388,14.9218,15.185,950115.0
2020-06-30,14.9581,15.9292,14.7039,15.8022,852397.0
2020-07-01,15.902,16.5101,15.4391,15.548,1750532.0
2020-07-02,16.02,16.1198,15.0942,15.3211,976177.0
2020-07-03,16.02,16.1198,15.0942,15.3211,976177.0
2020-07-04,16.02,16.1198,15.0942,15.3211,976177.0
2020-07-05,16.02,16.1198,15.0942,15.3211,976177.0
2020-07-06,15.666,15.7205,15.0579,15.4482,883805.0
2020-07-07,15.1396,15.1981,14.713,14.7765,1034027.0
2020-07-08,14.7584,15.1759,14.114,14.9308,1130193.0
2020-07-09,15.067,15.1941,14.5042,14.5224,1011348.0
2020-07-10,14.3681,15.7931,14.3681,15.7749,1113950.0
2020-07-11,14.3681,15.7931,14.3681,15.7749,1113950.0
2020-07-12,14.3681,15.7931,14.3681,15.7749,1113950.0
2020-07-13,15.9837,15.9837,15.1668,15.4028,866825.0
2020-07-14,15.2122,15.6933,15.0034,15.657,1062529.0
2020-07-15,16.2197,16.61,15.8113,16.5374,975248.0
2020-07-16,16.0926,16.61,15.8385,16.3468,790592.0
2020-07-17,16.3468,16.8823,15.421,16.1199,1652421.0
2020-07-18,16.3468,16.8823,15.421,16.1199,1652421.0
2020-07-19,16.3468,16.8823,15.421,16.1199,1652421.0
2020-07-20,15.9928,16.5283,15.9111,15.9292,1068068.0
2020-07-21,16.1017,17.2363,16.1017,16.8914,996721.0
2020-07-22,16.4285,17.082,16.2379,16.7098,1181734.0
2020-07-23,16.4738,17.0275,16.4285,16.6826,876203.0
2020-07-24,16.4103,16.8732,16.3286,16.3558,605057.0
2020-07-25,16.4103,16.8732,16.3286,16.3558,605057.0
2020-07-26,16.4103,16.8732,16.3286,16.3558,605057.0
2020-07-27,16.1199,16.2288,15.7114,15.8929,630452.0
2020-07-28,15.7114,16.2651,15.7114,15.8929,983483.0
2020-07-29,15.8385,16.5011,15.8022,16.4557,761250.0
2020-07-30,15.9474,16.1743,15.1305,15.9111,1136831.0
2020-07-31,15.657,16.1102,15.3393,15.8657,767233.0
2020-08-01,15.657,16.1102,15.3393,15.8657,767233.0
2020-08-02,15.657,16.1102,15.3393,15.8657,767233.0
2020-08-03,16.0563,16.5646,15.7477,16.1562,1012428.0
2020-08-04,15.9656,16.2651,15.5571,16.02,1345944.0
2020-08-05,16.4194,16.4511,13.7055,13.9415,3714311.0
2020-08-06,13.6964,14.241,12.8115,12.9975,2998885.0
2020-08-07,12.9159,13.6329,12.5165,13.6147,1706332.0
2020-08-08,12.9159,13.6329,12.5165,13.6147,1706332.0
2020-08-09,12.9159,13.6329,12.5165,13.6147,1706332.0
2020-08-10,13.6147,13.9324,13.1791,13.5512,1484595.0
2020-08-11,13.9233,14.6495,13.7509,13.8417,1846993.0
2020-08-12,14.1593,15.1124,13.9052,14.7947,1985982.0
2020-08-13,14.6041,14.654,13.9596,13.996,1240957.0
2020-08-14,14.0413,14.8855,13.8961,14.8764,2144166.0
2020-08-15,14.0413,14.8855,13.8961,14.8764,2144166.0
2020-08-16,14.0413,14.8855,13.8961,14.8764,2144166.0
2020-08-17,14.8491,15.2304,14.7312,15.0579,924016.0
2020-08-18,14.9502,15.3446,14.8729,14.9469,1570703.0
2020-08-19,14.8729,15.6776,14.7804,15.2799,1045618.0
2020-08-20,14.9839,15.1134,14.7157,14.8359,1081529.0
2020-08-21,14.7157,15.1227,14.4105,14.4937,1166235.0
2020-08-22,14.7157,15.1227,14.4105,14.4937,1166235.0
2020-08-23,14.7157,15.1227,14.4105,14.4937,1166235.0
2020-08-24,14.7619,15.8903,14.5769,15.8626,1571371.0
2020-08-25,15.8626,16.0013,15.3724,15.5851,917529.0
2020-08-26,15.5851,15.7609,15.1966,15.3076,1323316.0
2020-08-27,15.2151,15.303,14.7989,15.1966,1240908.0
2020-08-28,15.2244,16.0753,15.2244,16.0753,1173838.0
2020-08-29,15.2244,16.0753,15.2244,16.0753,1173838.0
2020-08-30,15.2244,16.0753,15.2244,16.0753,1173838.0
2020-08-31,15.9736,15.9875,14.4659,14.5492,2163651.0
2020-09-01,14.3457,14.9284,13.9434,14.0405,1379458.0
2020-09-02,14.2717,14.5122,13.9203,14.1145,1387624.0
2020-09-03,14.1607,14.6417,13.7445,13.8647,1280769.0
2020-09-04,14.096,14.096,13.43,13.6983,1471310.0
2020-09-05,14.096,14.096,13.43,13.6983,1471310.0
2020-09-06,14.096,14.096,13.43,13.6983,1471310.0
2020-09-07,14.096,14.096,13.43,13.6983,1471310.0
2020-09-08,13.3468,13.5503,12.3109,12.4218,1703756.0
2020-09-09,12.4033,12.4033,11.8669,11.8761,1651608.0
2020-09-10,11.8761,11.9131,11.2287,11.2379,2197396.0
2020-09-11,11.1084,11.2749,10.8402,11.1547,1748743.0
2020-09-12,11.1084,11.2749,10.8402,11.1547,1748743.0
2020-09-13,11.1084,11.2749,10.8402,11.1547,1748743.0
2020-09-14,11.1917,11.5257,10.9697,11.2842,1479197.0
2020-09-15,11.3027,11.4784,10.9142,10.942,1227059.0
2020-09-16,10.9975,11.8114,10.7942,11.4507,1495582.0
2020-09-17,11.2102,11.4137,11.0437,11.2009,1046669.0
2020-09-18,11.2102,11.2379,10.7755,10.9882,3176245.0
2020-09-19,11.2102,11.2379,10.7755,10.9882,3176245.0
2020-09-20,11.2102,11.2379,10.7755,10.9882,3176245.0
2020-09-21,10.6367,11.0252,10.3315,10.9975,1705132.0
2020-09-22,10.9327,11.2194,10.8633,10.8957,1074853.0
2020-09-23,10.8125,11.0344,9.832,9.8505,1900413.0
2020-09-24,9.832,10.128,9.4158,9.9245,1262103.0
2020-09-25,9.721,10.0078,9.4898,9.9523,1201899.0
2020-09-26,9.721,10.0078,9.4898,9.9523,1201899.0
2020-09-27,9.721,10.0078,9.4898,9.9523,1201899.0
2020-09-28,10.1743,10.6414,10.1558,10.5812,1209415.0
2020-09-29,10.6182,10.6182,10.239,10.4517,974075.0
2020-09-30,10.4055,10.6645,10.1835,10.2945,1140267.0
2020-10-01,10.0448,10.1558,9.5731,10.0448,1356885.0
2020-10-02,9.7025,10.646,9.684,10.5535,1449822.0
2020-10-03,9.7025,10.646,9.684,10.5535,1449822.0
2020-10-04,9.7025,10.646,9.684,10.5535,1449822.0
2020-10-05,10.7662,11.3119,10.757,11.1362,858076.0
2020-10-06,11.4414,11.5339,10.794,10.905,865810.0
2020-10-07,10.9975,11.2934,10.8772,11.2564,712341.0
2020-10-08,11.4599,12.0241,11.3674,12.0241,708189.0
2020-10-09,12.0519,12.1536,11.1824,11.2102,959635.0
2020-10-10,12.0519,12.1536,11.1824,11.2102,959635.0
2020-10-11,12.0519,12.1536,11.1824,11.2102,959635.0
2020-10-12,11.016,11.2102,10.6922,10.9235,767542.0
2020-10-13,10.8957,10.8957,10.387,10.4702,874567.0
2020-10-14,10.5165,11.1732,10.5165,10.6737,642647.0
2020-10-15,10.3223,10.646,10.0078,10.609,1184069.0
2020-10-16,10.498,10.498,9.647,9.6748,2036841.0
2020-10-17,10.498,10.498,9.647,9.6748,2036841.0
2020-10-18,10.498,10.498,9.647,9.6748,2036841.0
2020-10-19,9.6655,9.9153,9.2863,9.4806,1256396.0
2020-10-20,9.6933,9.98,9.4898,9.7858,1115549.0
2020-10-21,9.6286,9.7488,9.1106,9.4528,3386392.0
2020-10-22,9.4436,10.0263,9.1753,9.9708,1201492.0
2020-10-23,10.1743,10.5257,9.8413,10.091,744544.0
2020-10-24,10.1743,10.5257,9.8413,10.091,744544.0
2020-10-25,10.1743,10.5257,9.8413,10.091,744544.0
2020-10-26,9.8135,9.8505,9.3418,9.6378,1063468.0
2020-10-27,9.5916,9.6193,9.2031,9.2678,942577.0
2020-10-28,9.0643,9.1291,8.5186,8.5834,1770736.0
2020-10-29,8.4354,9.1013,8.2504,9.0273,1773002.0
2020-10-30,8.9256,9.3141,8.8239,9.3048,1012837.0
2020-10-31,8.9256,9.3141,8.8239,9.3048,1012837.0
2020-11-01,8.9256,9.3141,8.8239,9.3048,1012837.0
2020-11-02,9.4251,10.017,9.2216,9.9245,1057382.0
2020-11-03,10.1558,10.3315,9.9569,10.239,1265163.0
2020-11-04,10.2483,10.3777,9.758,9.906,971468.0
2020-11-05,9.7858,10.511,9.6286,10.313,1904142.0
2020-11-06,10.387,10.5766,9.6933,9.7395,1200884.0
2020-11-07,10.387,10.5766,9.6933,9.7395,1200884.0
2020-11-08,10.387,10.5766,9.6933,9.7395,1200884.0
2020-11-09,11.4229,13.7399,11.4229,12.8103,2818991.0
2020-11-10,13.1155,13.1803,11.8761,12.2461,1384248.0
2020-11-11,12.4773,12.4773,11.4784,11.8484,1229505.0
2020-11-12,11.5709,12.0426,11.3027,11.5432,942532.0
2020-11-13,11.6357,12.9213,11.594,12.7271,1318618.0
2020-11-14,11.6357,12.9213,11.594,12.7271,1318618.0
2020-11-15,11.6357,12.9213,11.594,12.7271,1318618.0
2020-11-16,13.6428,14.0497,13.2265,13.7445,1518968.0
2020-11-17,13.4115,13.43,12.7456,13.3005,1943200.0
2020-11-18,13.5595,13.7168,12.4588,12.4588,1128212.0
2020-11-19,12.3109,12.7918,12.2739,12.5698,911233.0
2020-11-20,12.5051,12.8103,12.1351,12.1444,977225.0
2020-11-21,12.5051,12.8103,12.1351,12.1444,977225.0
2020-11-22,12.5051,12.8103,12.1351,12.1444,977225.0
2020-11-23,12.4311,13.43,12.3571,13.3838,1287614.0
2020-11-24,13.9665,13.9942,13.3375,13.9017,1507691.0
2020-11-25,13.6335,13.9387,13.319,13.8555,1318458.0
2020-11-26,13.6335,13.9387,13.319,13.8555,1318458.0
2020-11-27,13.7353,14.0405,13.6243,13.6983,467997.0
2020-11-28,13.7353,14.0405,13.6243,13.6983,467997.0
2020-11-29,13.7353,14.0405,13.6243,13.6983,467997.0
2020-11-30,13.5133,13.5734,12.2646,12.2924,2135688.0
2020-12-01,12.8288,13.4485,12.2507,12.3016,1156317.0
2020-12-02,12.1536,13.4023,12.1259,13.0323,1061080.0
2020-12-03,13.1063,13.7168,13.0274,13.1618,1258963.0
2020-12-04,13.5688,14.8914,13.4763,14.8267,1617861.0
2020-12-05,13.5688,14.8914,13.4763,14.8267,1617861.0
2020-12-06,13.5688,14.8914,13.4763,14.8267,1617861.0
2020-12-07,14.392,14.7157,13.7445,14.1422,1263268.0
2020-12-08,13.9572,14.7989,13.9202,14.3272,1448768.0
2020-12-09,15.0857,15.8533,14.5584,15.0302,2132997.0
2020-12-10,15.0209,15.9643,15.0209,15.8349,1243013.0
2020-12-11,15.7609,15.7609,14.9839,15.2799,1256293.0
2020-12-12,15.7609,15.7609,14.9839,15.2799,1256293.0
2020-12-13,15.7609,15.7609,14.9839,15.2799,1256293.0
2020-12-14,15.4741,15.5759,14.2902,14.5214,1578907.0
2020-12-15,14.9099,15.0672,14.6694,14.7619,1216191.0
2020-12-16,14.7804,14.8544,14.2255,14.2995,1056661.0
2020-12-17,14.4105,14.4844,13.8832,14.3087,1245958.0
2020-12-18,14.2532,14.5307,13.7907,13.8925,2772775.0
2020-12-19,14.2532,14.5307,13.7907,13.8925,2772775.0
2020-12-20,14.2532,14.5307,13.7907,13.8925,2772775.0
2020-12-21,13.1803,13.9942,12.7733,13.763,837067.0
2020-12-22,13.7168,14.3272,13.6289,13.911,801865.0
2020-12-23,14.0682,14.9007,14.0451,14.7804,616172.0
2020-12-24,14.7064,14.7064,14.1237,14.281,313778.0
2020-12-25,14.7064,14.7064,14.1237,14.281,313778.0
2020-12-26,14.7064,14.7064,14.1237,14.281,313778.0
2020-12-27,14.7064,14.7064,14.1237,14.281,313778.0
2020-12-28,14.4752,15.0579,14.17,14.1885,603667.0
2020-12-29,14.3087,14.4937,13.874,14.3642,854124.0
2020-12-30,14.429,15.1412,14.3318,15.0024,1130703.0
2020-12-31,14.9284,15.3631,14.8174,14.8637,645190.0
2021-01-01,14.9284,15.3631,14.8174,14.8637,645190.0
2021-01-02,14.9284,15.3631,14.8174,14.8637,645190.0
2021-01-03,14.9284,15.3631,14.8174,14.8637,645190.0
2021-01-04,15.0764,15.1966,14.1792,14.1792,1075182.0
2021-01-05,14.2995,15.2706,14.2995,14.6972,883457.0
2021-01-06,15.1227,15.3816,14.5492,14.8544,794036.0
2021-01-07,15.0579,15.7424,14.6665,15.5944,1123896.0
2021-01-08,15.8996,16.117,15.2243,15.4926,1427219.0
2021-01-09,15.8996,16.117,15.2243,15.4926,1427219.0
2021-01-10,15.8996,16.117,15.2243,15.4926,1427219.0
2021-01-11,14.9562,16.917,14.9562,16.7598,1438261.0
2021-01-12,17.028,17.8327,16.7413,17.657,1158079.0
2021-01-13,17.5645,17.7217,16.8014,17.5645,1033730.0
2021-01-14,17.6755,18.9426,17.435,18.5264,1083485.0
2021-01-15,18.1194,19.3866,17.5922,18.4802,1337643.0
2021-01-16,18.1194,19.3866,17.5922,18.4802,1337643.0
2021-01-17,18.1194,19.3866,17.5922,18.4802,1337643.0
2021-01-18,18.1194,19.3866,17.5922,18.4802,1337643.0
2021-01-19,18.8964,19.4606,18.5819,18.9426,1057692.0
2021-01-20,19.1646,19.53,18.5634,19.5068,1178397.0
2021-01-21,19.3403,19.6456,18.5172,18.9981,915749.0
2021-01-22,18.3692,19.3218,18.1403,19.0814,989165.0
2021-01-23,18.3692,19.3218,18.1403,19.0814,989165.0
2021-01-24,18.3692,19.3218,18.1403,19.0814,989165.0
2021-01-25,18.7669,19.8722,18.1472,19.7473,1195554.0
2021-01-26,19.2571,19.6548,18.6328,18.7021,1120873.0
2021-01-27,18.2674,20.1543,18.2674,19.6456,1799017.0
2021-01-28,19.8861,20.8942,18.1703,18.7484,1495753.0
2021-01-29,18.4709,19.357,17.176,17.3517,1500203.0
2021-01-30,18.4709,19.357,17.176,17.3517,1500203.0
2021-01-31,18.4709,19.357,17.176,17.3517,1500203.0
2021-02-01,17.6477,17.768,16.5101,17.4165,875086.0
2021-02-02,18.0362,19.0721,17.5737,18.2674,960002.0
2021-02-03,18.3692,20.4456,18.3692,20.2098,1284034.0
2021-02-04,20.441,20.8202,20.0618,20.293,932407.0
2021-02-05,20.7277,20.8757,19.6456,19.7843,704397.0
2021-02-06,20.7277,20.8757,19.6456,19.7843,704397.0
2021-02-07,20.7277,20.8757,19.6456,19.7843,704397.0
2021-02-08,20.1265,20.8387,19.997,20.478,654876.0
2021-02-09,20.2098,20.3763,19.6456,19.7566,530707.0
2021-02-10,19.8121,20.5705,19.6086,20.1635,656241.0
2021-02-11,20.0063,20.1543,19.2756,19.9046,490983.0
2021-02-12,19.5068,20.8202,19.5068,20.7462,546936.0
2021-02-13,19.5068,20.8202,19.5068,20.7462,546936.0
2021-02-14,19.5068,20.8202,19.5068,20.7462,546936.0
2021-02-15,19.5068,20.8202,19.5068,20.7462,546936.0
2021-02-16,21.3659,21.8007,20.552,21.5324,1139333.0
2021-02-17,21.6434,22.0596,21.3659,21.4492,984807.0
2021-02-18,21.2642,21.4492,20.367,20.8387,810013.0
2021-02-19,21.1255,22.5961,20.959,22.1984,1006256.0
2021-02-20,21.1255,22.5961,20.959,22.1984,1006256.0
2021-02-21,21.1255,22.5961,20.959,22.1984,1006256.0
2021-02-22,22.3279,24.0587,22.3279,23.6135,1193305.0
2021-02-23,23.9558,24.1777,23.3268,23.7708,1278915.0
2021-02-24,24.2425,25.3247,23.2898,24.3535,1466849.0
2021-02-25,24.6957,24.7512,23.4008,23.5395,963810.0
2021-02-26,22.8458,23.4335,21.7174,22.7164,1083247.0
2021-02-27,22.8458,23.4335,21.7174,22.7164,1083247.0
2021-02-28,22.8458,23.4335,21.7174,22.7164,1083247.0
2021-03-01,23.3731,23.3731,21.8377,22.0874,1008820.0
2021-03-02,22.0504,22.4574,21.1255,21.1625,870960.0
2021-03-03,21.4492,22.0966,21.0145,21.0145,989038.0
2021-03-04,21.2457,22.4204,20.9497,22.0966,1167526.0
2021-03-05,22.7718,23.3638,21.8932,22.7164,1083428.0
2021-03-06,22.7718,23.3638,21.8932,22.7164,1083428.0
2021-03-07,22.7718,23.3638,21.8932,22.7164,1083428.0
2021-03-08,23.0308,23.3546,22.2261,22.5591,751512.0
2021-03-09,22.4204,22.7811,21.5509,21.7729,722528.0
2021-03-10,21.7544,23.1418,21.7544,22.9938,589220.0
2021-03-11,23.1511,24.2425,22.8782,23.8448,974822.0
2021-03-12,24.0483,24.0853,22.6424,23.0678,716383.0
2021-03-13,24.0483,24.0853,22.6424,23.0678,716383.0
2021-03-14,24.0483,24.0853,22.6424,23.0678,716383.0
2021-03-15,22.9013,23.5303,22.3834,23.1881,614076.0
2021-03-16,22.8643,22.9291,22.2261,22.4296,562944.0
2021-03-17,22.3834,22.8181,21.5972,21.9209,719797.0
2021-03-18,21.7822,21.8839,20.1728,20.2283,955468.0
2021-03-19,20.2375,21.0885,19.8768,20.7462,1672374.0
2021-03-20,20.2375,21.0885,19.8768,20.7462,1672374.0
2021-03-21,20.2375,21.0885,19.8768,20.7462,1672374.0
2021-03-22,20.5243,20.7092,19.9231,20.4873,810727.0
2021-03-23,19.7196,20.6075,19.6363,19.9231,1040945.0
2021-03-24,20.5243,21.7359,20.3855,20.4318,1407384.0
2021-03-25,19.8306,21.3659,19.2479,21.1902,968337.0
2021-03-26,21.8654,21.9949,20.8572,21.5324,822539.0
2021-03-27,21.8654,21.9949,20.8572,21.5324,822539.0
2021-03-28,21.8654,21.9949,20.8572,21.5324,822539.0
2021-03-29,21.0422,21.4954,20.5335,20.811,468000.0
2021-03-30,20.6075,21.2272,20.0063,20.0525,606341.0
2021-03-31,19.9785,20.3624,19.6826,20.145,621207.0
2021-04-01,20.4133,21.6434,20.1265,21.6157,758991.0
2021-04-02,20.4133,21.6434,20.1265,21.6157,758991.0
2021-04-03,20.4133,21.6434,20.1265,21.6157,758991.0
2021-04-04,20.4133,21.6434,20.1265,21.6157,758991.0
2021-04-05,21.5787,21.9672,20.8202,21.0515,540243.0
2021-04-06,21.181,21.9302,21.033,21.144,520915.0
2021-04-07,21.218,21.3475,20.626,21.1532,455358.0
2021-04-08,20.9127,21.1532,20.0803,20.626,509848.0
2021-04-09,20.478,20.9127,20.0433,20.0895,670886.0
2021-04-10,20.478,20.9127,20.0433,20.0895,670886.0
2021-04-11,20.478,20.9127,20.0433,20.0895,670886.0
2021-04-12,20.3023,20.4873,19.4282,19.4976,463074.0
2021-04-13,19.4236,19.7473,19.1646,19.6086,501188.0
2021-04-14,19.8491,21.5509,19.8491,20.6538,677813.0
2021-04-15,20.441,20.6075,19.8861,20.0988,476416.0
2021-04-16,20.404,20.5798,19.8444,20.2098,416705.0
2021-04-17,20.404,20.5798,19.8444,20.2098,416705.0
2021-04-18,20.404,20.5798,19.8444,20.2098,416705.0
2021-04-19,20.145,20.3208,19.2941,19.6363,735416.0
2021-04-20,19.3681,19.3773,18.3229,18.5819,911224.0
2021-04-21,18.3137,19.0721,18.1842,18.9519,489032.0
2021-04-22,19.1369,19.4597,18.6929,19.2201,844332.0
2021-04-23,19.2664,20.1542,19.2016,19.8028,607951.0
2021-04-24,19.2664,20.1542,19.2016,19.8028,607951.0
2021-04-25,19.2664,20.1542,19.2016,19.8028,607951.0
2021-04-26,19.7381,20.4318,19.6456,20.2653,660316.0
2021-04-27,20.3023,21.1347,20.2468,21.07,829718.0
2021-04-28,21.1532,21.9949,20.8665,21.8007,1066880.0
2021-04-29,22.1984,23.0586,21.9857,22.2261,612178.0
2021-04-30,21.8562,22.8088,21.7452,21.9487,833197.0
2021-05-01,21.8562,22.8088,21.7452,21.9487,833197.0
2021-05-02,21.8562,22.8088,21.7452,21.9487,833197.0
2021-05-03,22.4851,23.7615,22.2446,23.4933,894876.0
2021-05-04,23.4933,23.8448,22.6239,22.9383,583741.0
2021-05-05,23.1233,23.558,22.1244,23.3638,906181.0
2021-05-06,23.7153,24.1278,22.7672,22.9106,695248.0
2021-05-07,22.6886,23.1372,22.0689,23.0586,1359434.0
2021-05-08,22.6886,23.1372,22.0689,23.0586,1359434.0
2021-05-09,22.6886,23.1372,22.0689,23.0586,1359434.0
2021-05-10,23.3916,23.817,22.3094,22.3371,878453.0
2021-05-11,21.6434,22.4759,21.3752,21.8654,658167.0
