,AEO US Equity,AEO US Equity,AEO US Equity,AEO US Equity,AEO US Equity
2020-03-01,11.4206,11.8869,11.3657,11.7772,6918783.0
2020-03-02,11.7955,11.9692,11.192,11.9509,6100364.0
2020-03-03,11.8412,12.335,11.3017,11.5029,6468698.0
2020-03-04,11.6035,11.7955,11.2103,11.7681,5399370.0
2020-03-05,12.0515,12.3167,10.7165,10.8445,8116867.0
2020-03-06,10.3416,11.1646,10.2593,10.9177,7376390.0
2020-03-07,10.3416,11.1646,10.2593,10.9177,7376390.0
2020-03-08,10.3416,11.1646,10.2593,10.9177,7376390.0
2020-03-09,10.113,10.8811,9.8159,9.985,6405372.0
2020-03-10,10.4239,10.6434,9.5736,9.665,5280311.0
2020-03-11,9.537,9.5553,8.7323,8.8329,8558775.0
2020-03-12,8.3026,8.5312,7.7722,8.1746,7973294.0
2020-03-13,8.8786,9.2444,8.1791,9.2352,6706097.0
2020-03-14,8.8786,9.2444,8.1791,9.2352,6706097.0
2020-03-15,8.8786,9.2444,8.1791,9.2352,6706097.0
2020-03-16,8.0465,8.2203,7.5528,7.8088,5702669.0
2020-03-17,7.7448,8.5403,7.4796,8.0465,6667806.0
2020-03-18,7.4979,7.8454,6.4921,7.1596,4936523.0
2020-03-19,6.9767,8.4123,6.7847,8.3849,5876303.0
2020-03-20,8.458,8.6409,7.7814,7.9917,7442184.0
2020-03-21,8.458,8.6409,7.7814,7.9917,7442184.0
2020-03-22,8.458,8.6409,7.7814,7.9917,7442184.0
2020-03-23,7.9094,8.0557,7.0773,7.0864,4289947.0
2020-03-24,7.4248,7.9277,7.3608,7.4431,5461649.0
2020-03-25,7.5253,8.17,7.059,7.8271,5567932.0
2020-03-26,7.9002,8.5129,7.6168,7.882,7841720.0
2020-03-27,7.4979,7.6534,7.1779,7.4431,4142110.0
2020-03-28,7.4979,7.6534,7.1779,7.4431,4142110.0
2020-03-29,7.4979,7.6534,7.1779,7.4431,4142110.0
2020-03-30,7.3699,7.6076,7.1779,7.4522,3451410.0
2020-03-31,7.4248,7.7082,7.1322,7.2693,5128129.0
2020-04-01,6.8487,6.9927,6.2726,6.4189,3776374.0
2020-04-02,6.3092,6.6567,6.0623,6.2086,4263430.0
2020-04-03,6.2178,6.4555,6.0532,6.1721,6923861.0
2020-04-04,6.2178,6.4555,6.0532,6.1721,6923861.0
2020-04-05,6.2178,6.4555,6.0532,6.1721,6923861.0
2020-04-06,6.5104,7.5208,6.4281,7.4796,6204979.0
2020-04-07,8.1746,9.1347,8.074,8.1928,7566215.0
2020-04-08,8.2934,8.6775,7.8088,8.5677,8440985.0
2020-04-09,8.9335,9.3587,8.6592,8.8055,6143901.0
2020-04-10,8.9335,9.3587,8.6592,8.8055,6143901.0
2020-04-11,8.9335,9.3587,8.6592,8.8055,6143901.0
2020-04-12,8.9335,9.3587,8.6592,8.8055,6143901.0
2020-04-13,8.8238,8.9061,7.9322,8.138,3547954.0
2020-04-14,8.4214,8.7963,8.2569,8.7049,5351985.0
2020-04-15,7.8911,8.0283,7.5025,7.8179,3960550.0
2020-04-16,7.8454,8.1563,7.6899,8.1014,2976525.0
2020-04-17,8.6135,9.0066,8.3849,8.4489,4197299.0
2020-04-18,8.6135,9.0066,8.3849,8.4489,4197299.0
2020-04-19,8.6135,9.0066,8.3849,8.4489,4197299.0
2020-04-20,7.9825,8.1746,7.6716,7.7722,3697593.0
2020-04-21,7.4888,7.8637,7.3333,7.6259,3235853.0
2020-04-22,6.867,7.1047,6.1081,6.1538,43151576.0
2020-04-23,6.0623,6.4967,6.0166,6.3915,30617031.0
2020-04-24,6.4281,6.4464,5.9755,6.2452,18504059.0
2020-04-25,6.4281,6.4464,5.9755,6.2452,18504059.0
2020-04-26,6.4281,6.4464,5.9755,6.2452,18504059.0
2020-04-27,6.3915,7.1779,6.3367,7.123,15011746.0
2020-04-28,7.4248,7.6168,7.0505,7.4248,10253325.0
2020-04-29,7.6991,7.8362,7.4522,7.6899,7698830.0
2020-04-30,7.4522,7.5345,7.2236,7.2693,9774707.0
2020-05-01,6.9767,7.0864,6.8121,7.0864,5437739.0
2020-05-02,6.9767,7.0864,6.8121,7.0864,5437739.0
2020-05-03,6.9767,7.0864,6.8121,7.0864,5437739.0
2020-05-04,6.7756,7.0682,6.6018,6.8121,5338485.0
2020-05-05,7.0042,7.2053,6.6018,6.6201,4762356.0
2020-05-06,6.8578,6.9584,6.6521,6.7938,5103541.0
2020-05-07,6.9493,7.2236,6.8121,6.9036,4662880.0
2020-05-08,7.0499,7.4339,7.0042,7.3973,5427096.0
2020-05-09,7.0499,7.4339,7.0042,7.3973,5427096.0
2020-05-10,7.0499,7.4339,7.0042,7.3973,5427096.0
2020-05-11,7.2327,7.3882,7.0407,7.2693,4639424.0
2020-05-12,7.3333,7.5169,6.995,6.995,6271734.0
2020-05-13,6.9584,7.1184,6.8213,6.9584,6539440.0
2020-05-14,6.739,6.995,6.5835,6.9219,5494879.0
2020-05-15,6.8578,7.4385,6.739,7.3516,5858072.0
2020-05-16,6.8578,7.4385,6.739,7.3516,5858072.0
2020-05-17,6.8578,7.4385,6.739,7.3516,5858072.0
2020-05-18,7.7905,8.1014,7.7539,8.01,7488191.0
2020-05-19,7.9002,8.138,7.62,7.9185,7228079.0
2020-05-20,8.0831,8.1288,7.6579,7.7357,6763446.0
2020-05-21,7.7539,8.3209,7.7539,8.202,8403454.0
2020-05-22,8.1837,8.3391,7.9551,8.202,5090412.0
2020-05-23,8.1837,8.3391,7.9551,8.202,5090412.0
2020-05-24,8.1837,8.3391,7.9551,8.202,5090412.0
2020-05-25,8.1837,8.3391,7.9551,8.202,5090412.0
2020-05-26,8.8055,8.9381,8.5037,8.714,11437374.0
2020-05-27,9.1347,9.4958,8.9975,9.4181,10739283.0
2020-05-28,9.5187,9.5644,8.6546,8.7232,7057343.0
2020-05-29,8.5495,8.7278,8.2569,8.3757,6932761.0
2020-05-30,8.5495,8.7278,8.2569,8.3757,6932761.0
2020-05-31,8.5495,8.7278,8.2569,8.3757,6932761.0
2020-06-01,8.522,9.217,8.4763,9.0432,12169252.0
2020-06-02,9.1987,9.6924,8.9198,9.409,19121340.0
2020-06-03,10.3325,11.1097,10.1862,10.7897,20746843.0
2020-06-04,10.7165,11.3063,10.6708,11.2743,11086065.0
2020-06-05,12.207,12.5087,11.6126,11.8687,11749959.0
2020-06-06,12.207,12.5087,11.6126,11.8687,11749959.0
2020-06-07,12.207,12.5087,11.6126,11.8687,11749959.0
2020-06-08,12.2801,12.335,11.6309,11.9418,12002375.0
2020-06-09,11.5761,11.7955,11.3657,11.6218,6454951.0
2020-06-10,11.384,11.3932,10.8994,10.9726,7504911.0
2020-06-11,9.9302,10.5154,9.8753,10.4697,7842964.0
2020-06-12,11.0366,11.1097,10.4239,10.9451,9784190.0
2020-06-13,11.0366,11.1097,10.4239,10.9451,9784190.0
2020-06-14,11.0366,11.1097,10.4239,10.9451,9784190.0
2020-06-15,10.6068,11.2377,10.3691,10.9634,6105074.0
2020-06-16,11.8595,11.9327,11.0914,11.3566,7191417.0
2020-06-17,11.3657,11.3657,10.808,10.936,7450354.0
2020-06-18,10.7531,11.4389,10.616,11.2834,6585815.0
2020-06-19,11.5303,11.5851,10.4165,10.5519,12970771.0
2020-06-20,11.5303,11.5851,10.4165,10.5519,12970771.0
2020-06-21,11.5303,11.5851,10.4165,10.5519,12970771.0
2020-06-22,10.6342,11.0457,10.5611,10.8903,5831952.0
2020-06-23,10.9817,11.2743,10.5428,11.0366,8100630.0
2020-06-24,10.8263,11.256,10.3051,10.3233,10101833.0
2020-06-25,10.2136,10.3965,9.9165,10.1313,9248311.0
2020-06-26,10.0673,10.4056,9.5461,9.6376,9987884.0
2020-06-27,10.0673,10.4056,9.5461,9.6376,9987884.0
2020-06-28,10.0673,10.4056,9.5461,9.6376,9987884.0
2020-06-29,9.8204,10.3462,9.5278,10.113,7341698.0
2020-06-30,10.0582,10.1313,9.7016,9.9667,6494567.0
2020-07-01,9.9759,10.5474,9.8936,9.8936,5148811.0
2020-07-02,10.2593,10.3325,9.8296,10.0765,3874540.0
2020-07-03,10.2593,10.3325,9.8296,10.0765,3874540.0
2020-07-04,10.2593,10.3325,9.8296,10.0765,3874540.0
2020-07-05,10.2593,10.3325,9.8296,10.0765,3874540.0
2020-07-06,10.3051,10.5657,10.1039,10.3508,4475385.0
2020-07-07,10.2136,10.2136,9.729,9.8022,4760984.0
2020-07-08,9.729,9.9942,9.5004,9.921,8250977.0
2020-07-09,10.0125,10.0125,9.3358,9.409,4497129.0
2020-07-10,9.4181,9.8296,9.3267,9.7473,4911560.0
2020-07-11,9.4181,9.8296,9.3267,9.7473,4911560.0
2020-07-12,9.4181,9.8296,9.3267,9.7473,4911560.0
2020-07-13,9.8479,9.9027,9.3038,9.5187,6326218.0
2020-07-14,9.4821,9.6741,9.2947,9.6467,5671382.0
2020-07-15,10.0582,10.2776,9.8067,10.1496,6054958.0
2020-07-16,9.9942,10.5062,9.9393,10.4331,5544119.0
2020-07-17,10.4056,10.4056,9.8753,9.9485,4974725.0
2020-07-18,10.4056,10.4056,9.8753,9.9485,4974725.0
2020-07-19,10.4056,10.4056,9.8753,9.9485,4974725.0
2020-07-20,9.8296,9.9119,9.0341,9.1438,11855622.0
2020-07-21,9.2992,9.537,9.1209,9.4638,9301053.0
2020-07-22,9.281,9.3404,8.9746,9.2261,7658151.0
2020-07-23,9.1804,9.4637,9.1027,9.2535,4777619.0
2020-07-24,9.1804,9.281,8.8238,8.8329,5334058.0
2020-07-25,9.1804,9.281,8.8238,8.8329,5334058.0
2020-07-26,9.1804,9.281,8.8238,8.8329,5334058.0
2020-07-27,8.7963,8.8421,8.458,8.7598,8404687.0
2020-07-28,8.7415,9.0889,8.7049,8.9609,5696728.0
2020-07-29,9.1347,9.9119,9.0615,9.7381,11129401.0
2020-07-30,9.8753,9.9119,9.2992,9.3358,8010024.0
2020-07-31,9.3175,9.3953,9.1164,9.1438,3536841.0
2020-08-01,9.3175,9.3953,9.1164,9.1438,3536841.0
2020-08-02,9.3175,9.3953,9.1164,9.1438,3536841.0
2020-08-03,9.1529,9.5278,9.0066,9.345,6114992.0
2020-08-04,9.3358,9.9942,9.281,9.9942,6993119.0
2020-08-05,10.1953,10.1953,9.7473,10.0125,6377962.0
2020-08-06,9.9119,9.9667,9.6559,9.6924,3574798.0
2020-08-07,9.6467,9.985,9.4547,9.9576,5134862.0
2020-08-08,9.6467,9.985,9.4547,9.9576,5134862.0
2020-08-09,9.6467,9.985,9.4547,9.9576,5134862.0
2020-08-10,10.0948,10.4148,9.9576,10.2776,7328517.0
2020-08-11,10.5062,10.8903,10.4514,10.5702,7612337.0
2020-08-12,11.448,11.4755,10.8263,11.1646,13979562.0
2020-08-13,10.936,11.1097,10.7531,10.7714,7043677.0
2020-08-14,10.7074,10.9543,10.3142,10.68,4633075.0
2020-08-15,10.7074,10.9543,10.3142,10.68,4633075.0
2020-08-16,10.7074,10.9543,10.3142,10.68,4633075.0
2020-08-17,10.7348,11.096,10.5931,10.936,4633236.0
2020-08-18,10.4788,10.6251,10.1953,10.3599,9068319.0
2020-08-19,10.2776,10.5245,10.0948,10.4788,4342342.0
2020-08-20,10.3233,10.5108,10.1588,10.2411,4756777.0
2020-08-21,10.2411,10.3782,9.8113,9.8204,6089647.0
2020-08-22,10.2411,10.3782,9.8113,9.8204,6089647.0
2020-08-23,10.2411,10.3782,9.8113,9.8204,6089647.0
2020-08-24,9.8204,10.2685,9.793,10.2045,9172831.0
2020-08-25,10.2685,10.4239,9.9256,10.1039,5410565.0
2020-08-26,10.2868,10.808,10.2868,10.4239,4900704.0
2020-08-27,10.6982,11.2012,10.68,10.9726,8207248.0
2020-08-28,11.0457,11.2972,10.8354,11.2834,7613573.0
2020-08-29,11.0457,11.2972,10.8354,11.2834,7613573.0
2020-08-30,11.0457,11.2972,10.8354,11.2834,7613573.0
2020-08-31,11.3566,11.6949,11.2149,11.5303,8400658.0
2020-09-01,11.3749,11.6858,11.1737,11.6858,5239067.0
2020-09-02,11.8869,12.0195,11.5303,11.8961,7779217.0
2020-09-03,11.8229,11.9327,11.4297,11.5303,7579895.0
2020-09-04,11.6583,11.8138,11.3063,11.7589,7027406.0
2020-09-05,11.6583,11.8138,11.3063,11.7589,7027406.0
2020-09-06,11.6583,11.8138,11.3063,11.7589,7027406.0
2020-09-07,11.6583,11.8138,11.3063,11.7589,7027406.0
2020-09-08,11.7224,12.2618,11.5395,12.0698,13695516.0
2020-09-09,12.0698,12.591,11.8229,12.2618,16463378.0
2020-09-10,12.4721,12.783,12.0332,12.0515,9677702.0
2020-09-11,12.2893,12.6733,12.0652,12.6093,10030079.0
2020-09-12,12.2893,12.6733,12.0652,12.6093,10030079.0
2020-09-13,12.2893,12.6733,12.0652,12.6093,10030079.0
2020-09-14,12.7282,13.6151,12.7089,13.5603,8889139.0
2020-09-15,13.6425,13.6791,13.1671,13.2585,6419768.0
2020-09-16,13.4322,14.1546,13.3499,14.0723,12246149.0
2020-09-17,13.734,13.99,13.4231,13.6151,9066172.0
2020-09-18,13.7431,13.9443,13.2494,13.3865,7223133.0
2020-09-19,13.7431,13.9443,13.2494,13.3865,7223133.0
2020-09-20,13.7431,13.9443,13.2494,13.3865,7223133.0
2020-09-21,12.9933,13.0848,12.7739,12.9293,5912600.0
2020-09-22,12.9385,13.1488,12.7556,12.783,5097775.0
2020-09-23,12.9202,13.2859,12.8379,12.9293,4920240.0
2020-09-24,12.7647,12.9568,12.5453,12.8379,5079369.0
2020-09-25,12.783,13.1351,12.6825,13.1122,3960375.0
2020-09-26,12.783,13.1351,12.6825,13.1122,3960375.0
2020-09-27,12.783,13.1351,12.6825,13.1122,3960375.0
2020-09-28,13.3225,13.7294,13.2219,13.5694,4839014.0
2020-09-29,13.5511,13.5511,12.7099,12.7922,5048017.0
2020-09-30,12.9293,13.5968,12.9202,13.542,10388199.0
2020-10-01,13.6243,13.9169,13.4048,13.6425,6929438.0
2020-10-02,13.4414,14.3283,13.1854,14.0632,6150622.0
2020-10-03,13.4414,14.3283,13.1854,14.0632,6150622.0
2020-10-04,13.4414,14.3283,13.1854,14.0632,6150622.0
2020-10-05,14.4563,14.8587,13.9534,14.1363,5356825.0
2020-10-06,14.2369,14.3375,13.5694,13.5877,3695976.0
2020-10-07,14.1546,14.6667,14.0723,14.4106,8440087.0
2020-10-08,14.5478,14.6301,14.0266,14.1363,3307325.0
2020-10-09,14.1912,14.3558,13.9214,13.9992,3137131.0
2020-10-10,14.1912,14.3558,13.9214,13.9992,3137131.0
2020-10-11,14.1912,14.3558,13.9214,13.9992,3137131.0
2020-10-12,14.0449,14.3009,13.6517,13.7248,3834053.0
2020-10-13,13.798,13.8711,13.4048,13.5237,4380766.0
2020-10-14,13.9352,14.0083,13.6517,13.7066,3124161.0
2020-10-15,13.542,14.0632,13.4962,14.054,3054961.0
2020-10-16,14.0174,14.0906,13.6517,13.7157,3197212.0
2020-10-17,14.0174,14.0906,13.6517,13.7157,3197212.0
2020-10-18,14.0174,14.0906,13.6517,13.7157,3197212.0
2020-10-19,13.8529,13.9672,13.0116,13.0116,10270976.0
2020-10-20,13.1579,13.2768,12.8425,12.8562,6894586.0
2020-10-21,12.8928,12.9019,12.4173,12.6184,11587397.0
2020-10-22,12.6093,13.3591,12.6093,13.2311,7585320.0
2020-10-23,13.3682,13.4505,13.0391,13.4231,2977169.0
2020-10-24,13.3682,13.4505,13.0391,13.4231,2977169.0
2020-10-25,13.3682,13.4505,13.0391,13.4231,2977169.0
2020-10-26,13.1671,13.2585,12.6093,12.8836,4891585.0
2020-10-27,12.9019,12.9842,12.6367,12.7282,2883956.0
2020-10-28,12.3624,12.7327,12.2527,12.4447,3479613.0
2020-10-29,12.4173,12.6779,12.2801,12.5453,4479660.0
2020-10-30,12.5179,12.6002,12.2161,12.5361,5763775.0
2020-10-31,12.5179,12.6002,12.2161,12.5361,5763775.0
2020-11-01,12.5179,12.6002,12.2161,12.5361,5763775.0
2020-11-02,12.6459,13.2219,12.495,13.1854,4363755.0
2020-11-03,13.4048,13.6837,13.2128,13.5877,5820956.0
2020-11-04,13.4414,13.5785,12.9202,13.0025,4309783.0
2020-11-05,13.0573,13.6151,13.0573,13.414,4516816.0
2020-11-06,13.4688,13.5923,13.2174,13.2768,2230829.0
2020-11-07,13.4688,13.5923,13.2174,13.2768,2230829.0
2020-11-08,13.4688,13.5923,13.2174,13.2768,2230829.0
2020-11-09,14.2369,15.2656,14.1089,14.877,8443943.0
2020-11-10,14.7672,15.2153,14.5112,14.5386,6128401.0
2020-11-11,14.6118,14.6191,13.9031,14.0449,4229925.0
2020-11-12,13.9077,14.086,13.5237,13.6151,5399774.0
2020-11-13,13.67,13.9214,13.5511,13.8163,6378375.0
2020-11-14,13.67,13.9214,13.5511,13.8163,6378375.0
2020-11-15,13.67,13.9214,13.5511,13.8163,6378375.0
2020-11-16,14.31,14.6941,13.8346,14.6941,5985335.0
2020-11-17,14.3923,15.2701,14.241,15.133,5175725.0
2020-11-18,15.2701,15.8874,15.0964,15.3342,7017618.0
2020-11-19,15.3524,15.7731,15.282,15.5993,7179472.0
2020-11-20,15.5993,15.8188,15.0873,15.4896,4863713.0
2020-11-21,15.5993,15.8188,15.0873,15.4896,4863713.0
2020-11-22,15.5993,15.8188,15.0873,15.4896,4863713.0
2020-11-23,15.8645,17.0166,15.7639,16.6234,10157386.0
2020-11-24,17.1903,17.2086,16.0108,16.2668,13324803.0
2020-11-25,16.2576,17.3275,16.0199,16.9069,11333322.0
2020-11-26,16.2576,17.3275,16.0199,16.9069,11333322.0
2020-11-27,16.9435,17.1355,16.6234,16.916,3169293.0
2020-11-28,16.9435,17.1355,16.6234,16.916,3169293.0
2020-11-29,16.9435,17.1355,16.6234,16.916,3169293.0
2020-11-30,16.7789,16.7789,16.2028,16.4497,4768639.0
2020-12-01,16.5594,16.724,16.0382,16.3674,7148701.0
2020-12-02,16.1297,16.8383,16.0565,16.7789,4748734.0
2020-12-03,16.8612,17.4464,16.7514,17.2726,5139738.0
2020-12-04,17.2269,17.5332,16.8337,17.5104,3625942.0
2020-12-05,17.2269,17.5332,16.8337,17.5104,3625942.0
2020-12-06,17.2269,17.5332,16.8337,17.5104,3625942.0
2020-12-07,17.4464,17.9036,17.3001,17.8213,4086250.0
2020-12-08,17.7207,18.2236,17.611,17.8396,8583257.0
2020-12-09,17.931,18.219,17.6795,17.9401,4460263.0
2020-12-10,17.6933,18.315,17.6292,18.1413,2430678.0
2020-12-11,18.0499,18.3059,17.7298,17.8396,2545514.0
2020-12-12,18.0499,18.3059,17.7298,17.8396,2545514.0
2020-12-13,18.0499,18.3059,17.7298,17.8396,2545514.0
2020-12-14,18.0133,18.0681,17.4372,17.5012,3016869.0
2020-12-15,17.5542,17.895,17.4529,17.7937,2663085.0
2020-12-16,17.8673,17.9963,17.3516,17.545,2141177.0
2020-12-17,17.6279,18.1252,17.4713,18.1068,2746550.0
2020-12-18,18.1068,18.1068,17.5726,17.6555,4410762.0
2020-12-19,18.1068,18.1068,17.5726,17.6555,4410762.0
2020-12-20,18.1068,18.1068,17.5726,17.6555,4410762.0
2020-12-21,17.1213,17.8996,17.0569,17.8581,2680773.0
2020-12-22,18.0884,18.1436,17.72,17.9134,6426527.0
2020-12-23,18.0607,18.7285,17.9594,18.6133,4466939.0
2020-12-24,18.5949,18.6502,18.1528,18.2634,1068380.0
2020-12-25,18.5949,18.6502,18.1528,18.2634,1068380.0
2020-12-26,18.5949,18.6502,18.1528,18.2634,1068380.0
2020-12-27,18.5949,18.6502,18.1528,18.2634,1068380.0
2020-12-28,18.3831,18.9541,18.1897,18.6041,5638625.0
2020-12-29,18.6133,18.7883,18.337,18.6962,3664863.0
2020-12-30,18.8344,19.0514,18.5028,18.5212,2375570.0
2020-12-31,18.4476,18.7146,18.1805,18.4844,2265280.0
2021-01-01,18.4476,18.7146,18.1805,18.4844,2265280.0
2021-01-02,18.4476,18.7146,18.1805,18.4844,2265280.0
2021-01-03,18.4476,18.7146,18.1805,18.4844,2265280.0
2021-01-04,18.6962,18.9265,18.2726,18.3002,4042457.0
2021-01-05,18.1436,19.1015,18.1436,19.0554,4610091.0
2021-01-06,19.2949,20.2849,19.1844,20.1422,5740124.0
2021-01-07,20.1146,20.6626,20.1146,20.4277,5949864.0
2021-01-08,20.4737,21.1875,20.2896,20.4922,3485945.0
2021-01-09,20.4737,21.1875,20.2896,20.4922,3485945.0
2021-01-10,20.4737,21.1875,20.2896,20.4922,3485945.0
2021-01-11,20.133,21.252,20.0317,21.0908,3233513.0
2021-01-12,21.2382,21.7447,21.054,21.4684,3875619.0
2021-01-13,21.0908,21.5099,21.0213,21.1737,3384072.0
2021-01-14,21.5882,21.8092,21.2658,21.3671,5670026.0
2021-01-15,21.2566,21.4316,20.5773,20.9895,3680146.0
2021-01-16,21.2566,21.4316,20.5773,20.9895,3680146.0
2021-01-17,21.2566,21.4316,20.5773,20.9895,3680146.0
2021-01-18,21.2566,21.4316,20.5773,20.9895,3680146.0
2021-01-19,21.3671,21.3671,20.5658,21.0632,4549279.0
2021-01-20,21.1092,21.4776,20.6764,20.925,5610043.0
2021-01-21,20.9527,22.1592,20.9342,22.0394,10953592.0
2021-01-22,22.2697,22.8407,21.6434,22.3618,12256386.0
2021-01-23,22.2697,22.8407,21.6434,22.3618,12256386.0
2021-01-24,22.2697,22.8407,21.6434,22.3618,12256386.0
2021-01-25,23.0249,23.4486,21.4684,21.9473,13137865.0
2021-01-26,22.0947,22.1776,21.3947,21.8737,9308940.0
2021-01-27,21.3211,21.5697,20.1882,20.7224,16285514.0
2021-01-28,20.6211,21.7908,20.5843,21.1829,9488869.0
2021-01-29,21.1092,21.777,20.8974,20.8974,5978932.0
2021-01-30,21.1092,21.777,20.8974,20.8974,5978932.0
2021-01-31,21.1092,21.777,20.8974,20.8974,5978932.0
2021-02-01,20.9435,21.1,20.4461,20.8237,5036866.0
2021-02-02,21.0356,21.6342,20.7823,21.3119,3342196.0
2021-02-03,21.4961,22.1408,21.4408,22.0302,2800018.0
2021-02-04,22.2421,23.14,22.1039,22.8683,5642002.0
2021-02-05,23.071,23.3565,22.9144,23.292,3250941.0
2021-02-06,23.071,23.3565,22.9144,23.292,3250941.0
2021-02-07,23.071,23.3565,22.9144,23.292,3250941.0
2021-02-08,23.3749,23.7173,22.9512,23.1723,3374072.0
2021-02-09,23.071,23.2552,22.7394,22.8499,3377015.0
2021-02-10,23.0157,23.1631,22.2329,22.8591,3467684.0
2021-02-11,22.8868,23.5867,22.8334,22.9052,3945480.0
2021-02-12,22.7947,22.8776,22.4309,22.6749,2186366.0
2021-02-13,22.7947,22.8776,22.4309,22.6749,2186366.0
2021-02-14,22.7947,22.8776,22.4309,22.6749,2186366.0
2021-02-15,22.7947,22.8776,22.4309,22.6749,2186366.0
2021-02-16,23.3104,23.5821,22.7578,23.3012,2647965.0
2021-02-17,23.0157,23.1907,22.5736,22.9973,2041149.0
2021-02-18,22.9052,22.9052,22.2605,22.6473,1978446.0
2021-02-19,22.6749,23.14,22.6749,22.9881,3159231.0
2021-02-20,22.6749,23.14,22.6749,22.9881,3159231.0
2021-02-21,22.6749,23.14,22.6749,22.9881,3159231.0
2021-02-22,23.1815,23.7755,22.9547,23.2367,3314019.0
2021-02-23,22.9052,23.5591,22.1684,23.5407,3063713.0
2021-02-24,23.9459,24.7113,23.8814,24.5998,3702756.0
2021-02-25,24.7288,24.959,23.7157,23.7617,3234853.0
2021-02-26,23.8446,24.2222,23.338,23.6696,3493529.0
2021-02-27,23.8446,24.2222,23.338,23.6696,3493529.0
2021-02-28,23.8446,24.2222,23.338,23.6696,3493529.0
2021-03-01,24.259,24.8162,24.0841,24.1301,3985113.0
2021-03-02,24.1669,24.3327,23.0802,23.1262,5943690.0
2021-03-03,23.4762,24.0012,22.9236,23.4209,5493922.0
2021-03-04,25.7879,26.6904,23.6143,25.5024,11570104.0
2021-03-05,25.53,26.5707,25.5116,26.2852,7328485.0
2021-03-06,25.53,26.5707,25.5116,26.2852,7328485.0
2021-03-07,25.53,26.5707,25.5116,26.2852,7328485.0
2021-03-08,26.7089,27.6391,25.9905,27.2339,7797594.0
2021-03-09,27.151,28.247,26.4786,26.6352,5198258.0
2021-03-10,26.6536,28.0996,26.2485,27.5654,4497870.0
2021-03-11,27.5631,27.7574,26.7489,27.2115,3681620.0
2021-03-12,27.5261,27.7204,27.1745,27.5816,3610103.0
2021-03-13,27.5261,27.7204,27.1745,27.5816,3610103.0
2021-03-14,27.5261,27.7204,27.1745,27.5816,3610103.0
2021-03-15,27.5076,28.3496,27.341,28.3311,4694594.0
2021-03-16,28.0627,28.2848,27.6834,28.0627,2441723.0
2021-03-17,27.7574,28.1738,27.3873,28.0905,2064772.0
2021-03-18,28.2385,28.6734,27.4151,27.5168,2928159.0
2021-03-19,27.6186,27.9332,27.156,27.5076,4551139.0
2021-03-20,27.6186,27.9332,27.156,27.5076,4551139.0
2021-03-21,27.6186,27.9332,27.156,27.5076,4551139.0
2021-03-22,27.7482,27.7667,26.1475,26.6564,4596345.0
2021-03-23,26.3325,26.5176,24.7966,25.0927,5219332.0
2021-03-24,25.3795,25.9069,24.6301,24.6301,3294349.0
2021-03-25,24.2692,26.277,23.9639,26.0272,4550665.0
2021-03-26,26.5823,27.0542,26.092,27.008,4203354.0
2021-03-27,26.5823,27.0542,26.092,27.008,4203354.0
2021-03-28,26.5823,27.0542,26.092,27.008,4203354.0
2021-03-29,26.9247,27.0635,25.5923,25.6386,3400059.0
2021-03-30,25.8144,27.119,25.7219,26.9802,2945896.0
2021-03-31,26.9339,27.4798,26.6749,27.0542,3498373.0
2021-04-01,27.2208,27.4706,26.5731,26.8969,4049377.0
2021-04-02,27.2208,27.4706,26.5731,26.8969,4049377.0
2021-04-03,27.2208,27.4706,26.5731,26.8969,4049377.0
2021-04-04,27.2208,27.4706,26.5731,26.8969,4049377.0
2021-04-05,27.267,27.6741,26.6934,27.6556,2558027.0
2021-04-06,27.5168,28.6827,27.5168,27.8962,4576163.0
2021-04-07,28.1275,29.1823,28.1275,28.8029,3678103.0
2021-04-08,28.7012,29.2656,28.109,29.136,2174336.0
2021-04-09,29.4691,30.1816,29.2841,30.1445,3129433.0
2021-04-10,29.4691,30.1816,29.2841,30.1445,3129433.0
2021-04-11,29.4691,30.1816,29.2841,30.1445,3129433.0
2021-04-12,30.015,30.7968,29.8947,30.6997,3279515.0
2021-04-13,30.8015,30.8015,29.5524,30.1075,2936687.0
2021-04-14,30.0705,30.8385,30.0474,30.5146,2527420.0
2021-04-15,31.6249,32.1708,31.1395,31.7637,9876468.0
2021-04-16,32.0135,32.231,31.5047,31.9025,4486317.0
2021-04-17,32.0135,32.231,31.5047,31.9025,4486317.0
2021-04-18,32.0135,32.231,31.5047,31.9025,4486317.0
2021-04-19,31.7822,33.0961,31.3474,32.5317,4953863.0
2021-04-20,32.4021,32.6057,31.6249,32.2078,5534786.0
2021-04-21,32.3189,33.7253,31.8655,33.5865,3600241.0
2021-04-22,33.864,34.521,33.4569,34.0583,6373456.0
2021-04-23,34.0583,35.4185,33.827,35.0391,3664543.0
2021-04-24,34.0583,35.4185,33.827,35.0391,3664543.0
2021-04-25,34.0583,35.4185,33.827,35.0391,3664543.0
2021-04-26,35.0391,35.4185,32.6242,32.874,8815948.0
2021-04-27,33.0036,34.1462,33.0036,33.5217,4879196.0
2021-04-28,33.2904,33.5957,32.874,32.911,2485785.0
2021-04-29,33.3737,33.3737,32.3559,32.7075,3425967.0
2021-04-30,32.4484,32.7722,31.8192,31.9858,3241248.0
2021-05-01,32.4484,32.7722,31.8192,31.9858,3241248.0
