,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity
2021-09-20,385.14,392.538,384.103,391.859,275054.0
2021-09-21,392.344,394.244,388.737,389.038,196477.0
2021-09-22,391.423,392.809,388.989,389.92,168725.0
2021-09-23,391.336,394.021,390.095,391.093,155493.0
2021-09-24,390.172,394.336,390.172,392.993,139046.0
2021-09-25,390.172,394.336,390.172,392.993,139046.0
2021-09-26,390.172,394.336,390.172,392.993,139046.0
2021-09-27,393.313,400.585,392.46,395.776,222312.0
2021-09-28,394.739,397.259,390.046,390.453,230550.0
2021-09-29,392.993,394.724,389.195,389.493,152739.0
2021-09-30,390.308,392.732,381.03,381.078,273793.0
2021-10-01,381.214,389.251,379.236,386.11,216919.0
2021-10-02,381.214,389.251,379.236,386.11,216919.0
2021-10-03,381.214,389.251,379.236,386.11,216919.0
2021-10-04,384.588,388.776,381.718,385.121,248985.0
2021-10-05,387.777,393.372,385.121,389.969,196961.0
2021-10-06,387.661,397.473,386.599,396.823,259699.0
2021-10-07,400.817,409.669,400.691,403.551,288041.0
2021-10-08,401.835,406.3,401.671,404.521,167810.0
2021-10-09,401.835,406.3,401.671,404.521,167810.0
2021-10-10,401.835,406.3,401.671,404.521,167810.0
2021-10-11,406.072,407.575,401.05,401.263,180626.0
2021-10-12,401.38,413.76,401.293,408.292,263564.0
2021-10-13,409.795,410.92,404.982,408.738,218327.0
2021-10-14,411.191,415.108,409.912,414.362,198021.0
2021-10-15,418.269,418.269,415.418,415.971,221050.0
2021-10-16,418.269,418.269,415.418,415.971,221050.0
2021-10-17,418.269,418.269,415.418,415.971,221050.0
2021-10-18,413.14,419.199,413.14,417.736,179045.0
2021-10-19,420.043,424.508,418.24,423.019,168951.0
2021-10-20,423.902,425.114,422.641,423.814,120863.0
2021-10-21,423.242,425.036,421.754,424.454,123622.0
2021-10-22,425.996,428.381,423.431,423.717,143106.0
2021-10-23,425.996,428.381,423.431,423.717,143106.0
2021-10-24,425.996,428.381,423.431,423.717,143106.0
2021-10-25,423.717,426.539,422.35,422.544,199492.0
2021-10-26,422.767,422.767,417.367,417.513,184699.0
2021-10-27,417.677,418.564,409.117,411.589,288768.0
2021-10-28,413.799,418.589,412.263,417.629,248687.0
2021-10-29,435.836,451.901,431.435,448.993,666016.0
2021-10-30,435.836,451.901,431.435,448.993,666016.0
2021-10-31,435.836,451.901,431.435,448.993,666016.0
2021-11-01,450.825,457.646,446.966,453.656,274261.0
2021-11-02,456.06,460.278,453.811,456.574,243005.0
2021-11-03,456.041,462.11,454.403,459.977,274684.0
2021-11-04,460.995,469.275,459.56,465.203,269572.0
2021-11-05,466.254,470.359,459.415,460.067,218953.0
2021-11-06,466.254,470.359,459.415,460.067,218953.0
2021-11-07,466.254,470.359,459.415,460.067,218953.0
2021-11-08,462.547,462.547,455.592,462.022,191923.0
2021-11-09,461.594,470.018,461.594,469.016,275140.0
2021-11-10,469.795,470.835,464.687,467.927,124025.0
2021-11-11,467.411,471.58,463.914,471.429,177970.0
2021-11-12,473.248,477.903,470.583,476.507,120130.0
2021-11-13,473.248,477.903,470.583,476.507,120130.0
2021-11-14,473.248,477.903,470.583,476.507,120130.0
2021-11-15,476.993,478.015,471.079,471.244,189552.0
2021-11-16,472.265,480.777,472.265,476.594,147146.0
2021-11-17,476.672,476.672,470.101,473.345,151269.0
2021-11-18,474.824,474.824,467.937,469.153,161534.0
2021-11-19,470.223,472.265,466.789,469.493,213571.0
2021-11-20,470.223,472.265,466.789,469.493,213571.0
2021-11-21,470.223,472.265,466.789,469.493,213571.0
2021-11-22,471.03,482.295,468.705,479.347,279870.0
2021-11-23,480.067,485.427,475.889,484.455,209119.0
2021-11-24,484.464,487.417,482.854,484.883,215822.0
2021-11-25,484.464,487.417,482.854,484.883,215822.0
2021-11-26,478.676,482.256,474.775,476.225,172815.0
2021-11-27,478.676,482.256,474.775,476.225,172815.0
2021-11-28,478.676,482.256,474.775,476.225,172815.0
2021-11-29,480.855,484.357,475.461,482.1,169306.0
2021-11-30,479.542,480.252,466.633,468.316,510798.0
2021-12-01,473.452,476.254,463.919,464.279,305690.0
2021-12-02,466.263,477.83,465.193,474.736,190301.0
2021-12-03,476.39,478.744,469.902,478.073,300693.0
2021-12-04,476.39,478.744,469.902,478.073,300693.0
2021-12-05,476.39,478.744,469.902,478.073,300693.0
2021-12-06,481.614,488.657,479.357,486.352,297505.0
2021-12-07,488.054,496.537,488.054,493.91,200094.0
2021-12-08,492.548,493.784,486.935,491.945,182246.0
2021-12-09,491.79,491.79,488.599,489.854,231276.0
2021-12-10,493.93,500.606,489.601,499.698,187890.0
2021-12-11,493.93,500.606,489.601,499.698,187890.0
2021-12-12,493.93,500.606,489.601,499.698,187890.0
2021-12-13,500.019,500.019,491.079,493.064,216331.0
2021-12-14,491.867,495.204,488.906,493.949,151875.0
2021-12-15,497.451,501.313,492.004,499.971,195787.0
2021-12-16,502.121,502.306,489.873,494.504,267282.0
2021-12-17,493.969,496.508,477.48,479.484,588503.0
2021-12-18,493.969,496.508,477.48,479.484,588503.0
2021-12-19,493.969,496.508,477.48,479.484,588503.0
2021-12-20,475.242,477.382,467.149,476.02,269721.0
2021-12-21,479.114,483.959,477.295,483.278,256626.0
2021-12-22,483.861,487.188,483.681,485.593,229946.0
2021-12-23,486.381,494.611,486.381,489.328,223848.0
2021-12-24,486.381,494.611,486.381,489.328,223848.0
2021-12-25,486.381,494.611,486.381,489.328,223848.0
2021-12-26,486.381,494.611,486.381,489.328,223848.0
2021-12-27,492.062,502.403,492.062,502.111,147032.0
2021-12-28,502.821,506.975,502.383,506.703,155218.0
2021-12-29,506.703,512.724,506.703,511.1,155241.0
2021-12-30,510.37,511.606,502.558,502.607,108644.0
2021-12-31,501.965,507.053,500.992,504.144,139806.0
2022-01-01,501.965,507.053,500.992,504.144,139806.0
2022-01-02,501.965,507.053,500.992,504.144,139806.0
2022-01-03,503.434,507.208,490.7,496.323,203651.0
2022-01-04,494.552,508.989,494.552,506.313,198407.0
2022-01-05,505.564,509.66,494.348,494.523,236444.0
2022-01-06,495.992,500.477,492.616,496.255,206253.0
2022-01-07,495.155,497.091,491.692,491.887,175091.0
2022-01-08,495.155,497.091,491.692,491.887,175091.0
2022-01-09,495.155,497.091,491.692,491.887,175091.0
2022-01-10,488.044,488.467,481.886,486.498,196942.0
2022-01-11,486.498,492.796,477.898,492.218,194656.0
2022-01-12,494.815,501.031,493.823,495.583,243965.0
2022-01-13,497.977,502.199,492.043,494.348,239532.0
2022-01-14,490.505,492.081,477.626,490.836,307072.0
2022-01-15,490.505,492.081,477.626,490.836,307072.0
2022-01-16,490.505,492.081,477.626,490.836,307072.0
2022-01-17,490.505,492.081,477.626,490.836,307072.0
2022-01-18,486.955,501.586,478.404,493.044,361959.0
2022-01-19,499.124,499.124,482.995,483.783,183746.0
2022-01-20,484.484,489.095,476.896,477.606,252672.0
2022-01-21,478.414,489.085,476.906,479.542,262788.0
2022-01-22,478.414,489.085,476.906,479.542,262788.0
2022-01-23,478.414,489.085,476.906,479.542,262788.0
2022-01-24,473.52,480.972,466.643,480.612,335818.0
2022-01-25,474.143,477.188,463.053,473.034,297632.0
2022-01-26,474.853,479.712,464.143,467.937,625774.0
2022-01-27,472.723,474.814,464.084,468.481,313090.0
2022-01-28,469.24,482.266,462.761,481.536,233573.0
2022-01-29,469.24,482.266,462.761,481.536,233573.0
2022-01-30,469.24,482.266,462.761,481.536,233573.0
2022-01-31,477.655,483.18,474.902,481.643,515258.0
2022-02-01,485.534,489.309,476.74,481.517,249793.0
2022-02-02,481.536,489.426,477.29,487.509,358554.0
2022-02-03,499.436,511.139,492.792,493.774,565667.0
2022-02-04,492.548,496.615,473.734,474.415,456100.0
2022-02-05,492.548,496.615,473.734,474.415,456100.0
2022-02-06,492.548,496.615,473.734,474.415,456100.0
2022-02-07,474.59,475.661,464.056,465.31,356514.0
2022-02-08,466.429,470.826,463.481,469.191,316282.0
2022-02-09,472.849,479.469,468.18,475.923,293639.0
2022-02-10,468.87,470.602,456.662,460.641,388892.0
2022-02-11,460.64,461.089,447.951,456.531,457567.0
2022-02-12,460.64,461.089,447.951,456.531,457567.0
2022-02-13,460.64,461.089,447.951,456.531,457567.0
2022-02-14,455.047,459.664,451.25,455.262,271406.0
2022-02-15,460.25,461.9,456.258,458.434,226886.0
2022-02-16,456.902,464.091,454.842,463.471,174833.0
2022-02-17,461.89,464.291,456.072,460.123,295676.0
2022-02-18,458.561,465.053,456.921,462.622,238816.0
2022-02-19,458.561,465.053,456.921,462.622,238816.0
2022-02-20,458.561,465.053,456.921,462.622,238816.0
2022-02-21,458.561,465.053,456.921,462.622,238816.0
2022-02-22,462.749,465.106,456.736,460.923,341027.0
2022-02-23,462.534,466.536,450.83,451.357,322405.0
2022-02-24,444.856,455.857,442.845,455.155,494314.0
2022-02-25,455.574,465.628,454.1,465.336,232022.0
2022-02-26,455.574,465.628,454.1,465.336,232022.0
2022-02-27,455.574,465.628,454.1,465.336,232022.0
2022-02-28,458.952,465.794,456.843,465.677,378062.0
2022-03-01,465.511,468.528,451.446,455.242,310625.0
2022-03-02,457.156,470.9,455.252,469.367,327462.0
2022-03-03,471.886,474.453,468.489,469.816,344618.0
2022-03-04,464.73,476.459,461.363,476.366,280964.0
2022-03-05,464.73,476.459,461.363,476.366,280964.0
2022-03-06,464.73,476.459,461.363,476.366,280964.0
2022-03-07,471.417,493.771,470.802,479.255,406766.0
2022-03-08,482.028,491.477,477.567,478.387,266505.0
2022-03-09,484.165,486.616,475.234,475.78,254045.0
2022-03-10,469.279,474.609,461.048,473.184,261634.0
2022-03-11,475.37,477.801,460.504,460.992,283345.0
2022-03-12,475.37,477.801,460.504,460.992,283345.0
2022-03-13,475.37,477.801,460.504,460.992,283345.0
2022-03-14,461.978,475.849,458.737,471.866,319854.0
2022-03-15,478.631,487.943,476.142,485.874,298826.0
2022-03-16,489.915,495.215,471.212,479.46,260526.0
2022-03-17,479.48,488.363,477.45,486.206,191983.0
2022-03-18,486.147,490.852,476.503,489.973,455098.0
2022-03-19,486.147,490.852,476.503,489.973,455098.0
2022-03-20,486.147,490.852,476.503,489.973,455098.0
2022-03-21,493.819,495.042,489.563,494.181,228613.0
2022-03-22,493.985,495.811,488.011,490.725,241305.0
2022-03-23,487.972,493.829,483.443,492.775,432147.0
2022-03-24,495.586,496.992,486.664,489.28,307314.0
2022-03-25,493.195,495.479,488.421,494.268,202857.0
2022-03-26,493.195,495.479,488.421,494.268,202857.0
2022-03-27,493.195,495.479,488.421,494.268,202857.0
2022-03-28,493.185,501.004,490.53,500.857,270669.0
2022-03-29,503.864,507.837,497.392,506.49,210793.0
2022-03-30,506.421,511.761,501.96,508.217,167320.0
2022-03-31,507.544,513.464,503.483,503.483,320513.0
2022-04-01,506.646,507.593,495.489,505.201,255406.0
2022-04-02,506.646,507.593,495.489,505.201,255406.0
2022-04-03,506.646,507.593,495.489,505.201,255406.0
2022-04-04,505.074,507.153,501.101,506.939,190348.0
2022-04-05,504.42,512.642,503.039,506.47,235310.0
2022-04-06,504.977,514.338,503.547,513.567,294562.0
2022-04-07,514.143,514.543,504.186,508.979,345658.0
2022-04-08,508.579,511.746,502.267,506.177,249709.0
2022-04-09,508.579,511.746,502.267,506.177,249709.0
2022-04-10,508.579,511.746,502.267,506.177,249709.0
2022-04-11,505.435,510.189,503.639,506.285,177083.0
2022-04-12,505.758,516.905,505.758,511.009,287036.0
2022-04-13,510.765,517.266,510.033,514.533,228554.0
2022-04-14,505.601,508.413,479.607,479.704,532653.0
2022-04-15,505.601,508.413,479.607,479.704,532653.0
2022-04-16,505.601,508.413,479.607,479.704,532653.0
2022-04-17,505.601,508.413,479.607,479.704,532653.0
2022-04-18,476.961,483.121,475.39,478.875,287765.0
2022-04-19,481.715,496.806,478.435,495.616,308659.0
2022-04-20,499.715,508.071,498.441,499.081,229104.0
2022-04-21,502.829,507.505,494.669,499.774,245017.0
2022-04-22,496.875,498.661,487.191,487.426,225836.0
2022-04-23,496.875,498.661,487.191,487.426,225836.0
2022-04-24,496.875,498.661,487.191,487.426,225836.0
2022-04-25,484.497,484.497,470.617,480.446,426771.0
2022-04-26,477.82,484.4,474.253,480.388,318066.0
2022-04-27,480.388,490.715,480.212,483.882,529639.0
2022-04-28,491.311,507.407,489.397,502.644,450185.0
2022-04-29,501.804,504.342,486.459,488.099,422549.0
2022-04-30,501.804,504.342,486.459,488.099,422549.0
2022-05-01,501.804,504.342,486.459,488.099,422549.0
2022-05-02,492.375,495.647,469.504,479.109,387495.0
2022-05-03,480.222,480.563,469.191,472.442,452474.0
2022-05-04,473.926,493.644,473.916,492.999,442568.0
2022-05-05,487.26,489.544,466.634,471.612,321766.0
2022-05-06,466.881,472.082,460.768,468.184,299701.0
2022-05-07,466.881,472.082,460.768,468.184,299701.0
2022-05-08,466.881,472.082,460.768,468.184,299701.0
2022-05-09,462.521,470.236,462.521,467.106,387496.0
2022-05-10,469.908,469.908,454.371,459.769,265111.0
2022-05-11,460.366,462.365,447.954,449.825,430982.0
2022-05-12,448.101,461.924,446.329,459.68,373240.0
2022-05-13,463.413,469.075,460.577,467.606,344957.0
2022-05-14,463.413,469.075,460.577,467.606,344957.0
2022-05-15,463.413,469.075,460.577,467.606,344957.0
2022-05-16,466.058,467.302,457.084,464.304,244070.0
2022-05-17,470.76,474.326,465.269,472.367,201372.0
2022-05-18,466.714,467.875,455.566,456.291,316851.0
2022-05-19,451.745,462.796,448.787,457.447,300262.0
2022-05-20,460.768,462.717,449.048,455.076,270612.0
2022-05-21,460.768,462.717,449.048,455.076,270612.0
2022-05-22,460.768,462.717,449.048,455.076,270612.0
2022-05-23,460.405,462.619,454.018,457.584,209476.0
2022-05-24,457.261,464.128,453.146,462.394,248806.0
2022-05-25,458.573,463.138,455.105,459.7,282582.0
2022-05-26,464.059,470.814,461.889,467.703,207891.0
2022-05-27,470.202,480.419,470.202,480.399,202820.0
2022-05-28,470.202,480.419,470.202,480.399,202820.0
2022-05-29,470.202,480.419,470.202,480.399,202820.0
2022-05-30,470.202,480.419,470.202,480.399,202820.0
2022-05-31,475.932,479.234,470.138,477.147,454274.0
2022-06-01,478.45,486.777,472.376,484.318,274458.0
2022-06-02,485.895,491.675,483.671,488.521,192089.0
2022-06-03,486.473,491.254,483.681,486.169,234643.0
2022-06-04,486.473,491.254,483.681,486.169,234643.0
2022-06-05,486.473,491.254,483.681,486.169,234643.0
2022-06-06,488.619,491.606,486.307,488.57,161135.0
2022-06-07,484.582,496.877,481.869,496.838,176300.0
2022-06-08,493.566,498.405,487.507,488.344,210867.0
2022-06-09,488.981,493.076,484.22,484.347,176247.0
2022-06-10,480.791,483.622,473.209,478.783,334136.0
2022-06-11,480.791,483.622,473.209,478.783,334136.0
2022-06-12,480.791,483.622,473.209,478.783,334136.0
2022-06-13,472.455,475.06,461.375,468.448,384474.0
2022-06-14,466.861,471.191,456.898,460.327,267158.0
2022-06-15,462.188,468.419,457.525,463.423,397597.0
2022-06-16,454.782,459.827,444.398,446.406,460976.0
2022-06-17,443.438,446.103,431.506,433.083,582952.0
2022-06-18,443.438,446.103,431.506,433.083,582952.0
2022-06-19,443.438,446.103,431.506,433.083,582952.0
2022-06-20,443.438,446.103,431.506,433.083,582952.0
2022-06-21,438.207,443.272,436.914,440.676,294832.0
2022-06-22,432.995,441.704,432.995,440.401,318421.0
2022-06-23,441.254,442.958,432.466,436.992,239654.0
2022-06-24,442.282,451.951,440.708,451.559,348300.0
2022-06-25,442.282,451.951,440.708,451.559,348300.0
2022-06-26,442.282,451.951,440.708,451.559,348300.0
2022-06-27,452.323,457.574,450.56,454.694,181428.0
2022-06-28,455.419,459.435,440.431,441.469,311469.0
2022-06-29,443.223,445.339,438.178,444.702,211344.0
2022-06-30,440.489,448.865,437.56,445.172,312458.0
2022-07-01,446.054,454.243,441.885,451.912,281095.0
2022-07-02,446.054,454.243,441.885,451.912,281095.0
2022-07-03,446.054,454.243,441.885,451.912,281095.0
2022-07-04,446.054,454.243,441.885,451.912,281095.0
2022-07-05,445.623,447.366,437.619,445.897,357823.0
2022-07-06,447.807,463.329,447.807,460.542,421665.0
2022-07-07,461.365,464.549,457.834,464.167,265526.0
2022-07-08,464.559,467.713,459.161,465.45,213512.0
2022-07-09,464.559,467.713,459.161,465.45,213512.0
2022-07-10,464.559,467.713,459.161,465.45,213512.0
2022-07-11,462.923,469.153,462.923,467.978,248589.0
2022-07-12,464.774,473.17,462.732,464.51,314213.0
2022-07-13,455.184,455.184,444.623,445.094,635253.0
2022-07-14,436.816,447.915,432.633,447.053,336614.0
2022-07-15,453.538,454.116,446.348,448.082,314259.0
2022-07-16,453.538,454.116,446.348,448.082,314259.0
2022-07-17,453.538,454.116,446.348,448.082,314259.0
2022-07-18,449.326,452.255,443.242,444.026,358477.0
2022-07-19,449.59,458.088,447.313,456.438,292860.0
2022-07-20,457.3,462.414,453.195,461.845,212508.0
2022-07-21,460.67,463.805,456.935,463.677,258659.0
2022-07-22,466.195,469.193,461.414,464.226,220186.0
2022-07-23,466.195,469.193,461.414,464.226,220186.0
2022-07-24,466.195,469.193,461.414,464.226,220186.0
2022-07-25,463.756,472.651,462.036,472.298,214126.0
2022-07-26,470.133,470.745,464.02,469.8,272164.0
2022-07-27,468.869,479.763,463.354,477.676,390743.0
2022-07-28,481.193,492.669,478.979,491.655,480014.0
2022-07-29,509.406,533.721,508.534,532.457,773745.0
2022-07-30,509.406,533.721,508.534,532.457,773745.0
2022-07-31,509.406,533.721,508.534,532.457,773745.0
2022-08-01,529.969,542.253,524.59,538.403,450449.0
2022-08-02,538.795,538.844,528.303,529.244,376399.0
2022-08-03,529.978,534.455,524.189,531.957,318615.0
2022-08-04,533.564,535.944,529.983,532.271,202603.0
2022-08-05,527.829,546.835,527.829,546.422,327749.0
2022-08-06,527.829,546.835,527.829,546.422,327749.0
2022-08-07,527.829,546.835,527.829,546.422,327749.0
2022-08-08,550.285,554.294,548.186,552.584,260730.0
2022-08-09,550.334,556.53,547.68,548.339,238917.0
2022-08-10,557.36,559.91,553.749,555.218,241768.0
2022-08-11,557.714,561.959,555.886,556.584,206210.0
2022-08-12,557.213,570.244,557.213,569.871,209204.0
2022-08-13,557.213,570.244,557.213,569.871,209204.0
2022-08-14,557.213,570.244,557.213,569.871,209204.0
2022-08-15,564.426,578.273,563.665,572.74,257848.0
2022-08-16,570.116,578.46,570.116,574.106,200333.0
2022-08-17,569.625,577.221,568.131,573.605,252328.0
2022-08-18,575.865,578.204,572.563,575.462,215536.0
2022-08-19,574.008,574.489,569.114,573.831,183574.0
2022-08-20,574.008,574.489,569.114,573.831,183574.0
2022-08-21,574.008,574.489,569.114,573.831,183574.0
2022-08-22,567.758,570.441,561.748,562.569,210228.0
2022-08-23,561.321,569.649,561.321,566.785,202694.0
2022-08-24,567.993,569.281,564.279,569.045,206998.0
2022-08-25,569.969,574.176,566.775,573.212,184611.0
2022-08-26,572.622,574.273,556.142,556.466,233627.0
2022-08-27,572.622,574.273,556.142,556.466,233627.0
2022-08-28,572.622,574.273,556.142,556.466,233627.0
2022-08-29,550.491,559.385,549.027,555.69,200876.0
2022-08-30,552.614,553.046,540.644,546.786,328643.0
2022-08-31,546.216,550.786,543.047,545.361,367117.0
2022-09-01,542.59,549.292,541.386,547.435,292657.0
2022-09-02,550.53,556.053,542.983,545.725,196110.0
2022-09-03,550.53,556.053,542.983,545.725,196110.0
2022-09-04,550.53,556.053,542.983,545.725,196110.0
2022-09-05,550.53,556.053,542.983,545.725,196110.0
2022-09-06,546.226,552.653,542.688,551.71,336943.0
2022-09-07,552.967,565.556,549.552,563.876,290411.0
2022-09-08,561.969,563.679,555.925,560.937,210272.0
2022-09-09,566.706,567.114,560.603,562.854,273027.0
2022-09-10,566.706,567.114,560.603,562.854,273027.0
2022-09-11,566.706,567.114,560.603,562.854,273027.0
2022-09-12,563.325,563.655,554.127,558.294,295641.0
2022-09-13,550.334,554.255,544.899,547.533,484174.0
2022-09-14,548.142,550.088,535.327,538.777,334129.0
2022-09-15,538.138,540.938,521.933,523.633,405478.0
2022-09-16,520.812,522.591,511.014,517.078,1093383.0
2022-09-17,520.812,522.591,511.014,517.078,1093383.0
2022-09-18,520.812,522.591,511.014,517.078,1093383.0
2022-09-19,513.255,527.092,513.255,525.863,411461.0
2022-09-20,519.603,525.107,515.063,521.834,352374.0
2022-09-21,529.608,532.929,507.811,507.83,557731.0
2022-09-22,507.83,508.056,492.362,495.536,520992.0
2022-09-23,490.347,494.278,482.245,486.308,509783.0
2022-09-24,490.347,494.278,482.245,486.308,509783.0
2022-09-25,490.347,494.278,482.245,486.308,509783.0
2022-09-26,486.053,489.885,478.997,480.893,401978.0
2022-09-27,486.249,488.401,474.85,478.692,366144.0
2022-09-28,483.35,487.945,475.238,485.306,478741.0
2022-09-29,481.68,482.456,476.51,478.495,329350.0
2022-09-30,481.208,485.041,476.157,480.746,538190.0
2022-10-01,481.208,485.041,476.157,480.746,538190.0
2022-10-02,481.208,485.041,476.157,480.746,538190.0
2022-10-03,487.674,500.293,486.313,498.072,308994.0
2022-10-04,505.806,513.353,505.806,512.233,300522.0
2022-10-05,508.725,516.238,506.11,509.806,235169.0
2022-10-06,507.309,512.174,499.772,500.794,231331.0
2022-10-07,497.787,497.787,489.198,492.273,291691.0
2022-10-08,497.787,497.787,489.198,492.273,291691.0
2022-10-09,497.787,497.787,489.198,492.273,291691.0
2022-10-10,495.703,499.418,489.62,495.418,191743.0
2022-10-11,494.16,506.081,494.16,505.216,389117.0
2022-10-12,509.845,509.845,497.236,497.502,364279.0
2022-10-13,485.787,511.535,479.807,509.442,378247.0
2022-10-14,512.557,514.37,491.212,492.519,264541.0
2022-10-15,512.557,514.37,491.212,492.519,264541.0
2022-10-16,512.557,514.37,491.212,492.519,264541.0
2022-10-17,501.963,510.199,501.963,508.302,282042.0
2022-10-18,518.916,523.299,511.614,522.444,281456.0
2022-10-19,516.871,521.063,507.064,512.135,193694.0
2022-10-20,512.675,512.675,494.917,500.401,327107.0
2022-10-21,503.103,513.068,499.438,510.71,263258.0
2022-10-22,503.103,513.068,499.438,510.71,263258.0
2022-10-23,503.103,513.068,499.438,510.71,263258.0
2022-10-24,515.417,520.786,512.331,516.046,188296.0
2022-10-25,513.953,523.161,512.601,521.638,238402.0
2022-10-26,525.716,529.382,514.955,521.962,296019.0
2022-10-27,525.549,534.507,522.962,528.389,457388.0
2022-10-28,535.593,565.94,535.593,565.94,650424.0
2022-10-29,535.593,565.94,535.593,565.94,650424.0
2022-10-30,535.593,565.94,535.593,565.94,650424.0
2022-10-31,566.175,577.172,566.175,574.263,517574.0
2022-11-01,579.246,585.108,568.716,582.469,284162.0
2022-11-02,580.435,591.584,572.829,573.9,342377.0
2022-11-03,567.345,592.68,561.959,584.14,402923.0
2022-11-04,590.311,593.427,573.743,583.393,293072.0
2022-11-05,590.311,593.427,573.743,583.393,293072.0
2022-11-06,590.311,593.427,573.743,583.393,293072.0
2022-11-07,583.57,586.125,580.415,585.073,219447.0
2022-11-08,584.474,595.658,583.133,590.292,362025.0
2022-11-09,588.081,594.459,580.533,580.808,234044.0
2022-11-10,599.85,603.251,592.783,599.623,352591.0
2022-11-11,599.022,600.915,573.219,578.078,448221.0
2022-11-12,599.022,600.915,573.219,578.078,448221.0
2022-11-13,599.022,600.915,573.219,578.078,448221.0
2022-11-14,571.652,590.531,571.652,576.58,374989.0
2022-11-15,575.861,577.418,568.163,573.436,399739.0
2022-11-16,575.575,585.845,575.456,580.414,235676.0
2022-11-17,575.693,586.347,573.544,585.401,290756.0
2022-11-18,591.275,592.675,584.524,588.437,216223.0
2022-11-19,591.275,592.675,584.524,588.437,216223.0
2022-11-20,591.275,592.675,584.524,588.437,216223.0
2022-11-21,587.54,596.445,587.54,591.975,224065.0
2022-11-22,596.489,602.225,591.285,596.755,210997.0
2022-11-23,596.815,599.904,594.272,595.622,144347.0
2022-11-24,596.815,599.904,594.272,595.622,144347.0
2022-11-25,598.086,599.643,592.606,595.553,71435.0
2022-11-26,598.086,599.643,592.606,595.553,71435.0
2022-11-27,598.086,599.643,592.606,595.553,71435.0
2022-11-28,592.222,594.902,584.88,586.002,168644.0
2022-11-29,585.401,588.21,580.207,582.484,191548.0
2022-11-30,579.251,595.745,574.53,594.38,641541.0
2022-12-01,596.479,596.479,588.457,594.498,246596.0
2022-12-02,590.004,595.311,584.756,593.414,298265.0
2022-12-03,590.004,595.311,584.756,593.414,298265.0
2022-12-04,590.004,595.311,584.756,593.414,298265.0
2022-12-05,587.254,589.551,576.388,578.009,251907.0
2022-12-06,579.645,582.937,567.67,571.987,309869.0
2022-12-07,571.08,583.686,569.306,577.97,275328.0
2022-12-08,581.488,589.215,581.429,584.711,349271.0
2022-12-09,585.214,588.9,578.847,579.596,172297.0
2022-12-10,585.214,588.9,578.847,579.596,172297.0
2022-12-11,585.214,588.9,578.847,579.596,172297.0
2022-12-12,581.626,584.918,577.053,584.918,249547.0
2022-12-13,597.228,597.228,568.419,576.511,392431.0
2022-12-14,576.955,579.537,562.062,567.729,529831.0
2022-12-15,562.555,563.935,549.786,553.448,396607.0
2022-12-16,547.505,551.575,543.533,550.609,770647.0
2022-12-17,547.505,551.575,543.533,550.609,770647.0
2022-12-18,547.505,551.575,543.533,550.609,770647.0
2022-12-19,550.846,557.38,549.249,553.192,287863.0
2022-12-20,552.925,558.617,551.634,554.64,340215.0
2022-12-21,557.952,560.244,554.029,559.253,181755.0
2022-12-22,554.897,554.897,544.144,553.29,205692.0
2022-12-23,553.931,559.297,552.925,556.966,110389.0
2022-12-24,553.931,559.297,552.925,556.966,110389.0
2022-12-25,553.931,559.297,552.925,556.966,110389.0
2022-12-26,553.931,559.297,552.925,556.966,110389.0
2022-12-27,561.076,561.076,553.734,557.193,229474.0
2022-12-28,558.267,559.687,547.768,549.042,155532.0
2022-12-29,551.526,555.705,549.821,554.128,177495.0
2022-12-30,553.438,553.9,542.917,548.244,177637.0
2022-12-31,553.438,553.9,542.917,548.244,177637.0
2023-01-01,553.438,553.9,542.917,548.244,177637.0
2023-01-02,553.438,553.9,542.917,548.244,177637.0
2023-01-03,550.501,551.072,541.177,547.928,271114.0
2023-01-04,548.303,553.142,537.062,546.056,238426.0
2023-01-05,544.508,548.323,526.324,529.793,297193.0
2023-01-06,537.343,545.864,535.638,544.774,210889.0
2023-01-07,537.343,545.864,535.638,544.774,210889.0
2023-01-08,537.343,545.864,535.638,544.774,210889.0
2023-01-09,548.737,563.925,545.878,549.604,293515.0
2023-01-10,549.604,559.706,549.604,555.803,276213.0
2023-01-11,557.932,573.899,557.903,573.899,357788.0
2023-01-12,574.126,577.95,561.983,564.299,237306.0
2023-01-13,558.277,565.876,555.567,565.6,167063.0
2023-01-14,558.277,565.876,555.567,565.6,167063.0
2023-01-15,558.277,565.876,555.567,565.6,167063.0
2023-01-16,558.277,565.876,555.567,565.6,167063.0
2023-01-17,569.898,571.435,562.959,563.442,362538.0
2023-01-18,564.772,569.08,559.652,562.456,244822.0
2023-01-19,561.894,565.571,539.176,539.846,448340.0
2023-01-20,538.91,553.606,537.106,552.176,274010.0
2023-01-21,538.91,553.606,537.106,552.176,274010.0
2023-01-22,538.91,553.606,537.106,552.176,274010.0
2023-01-23,552.127,561.165,552.107,553.635,183464.0
2023-01-24,557.834,563.26,548.756,562.614,142456.0
2023-01-25,556.552,560.327,549.653,551.792,217234.0
2023-01-26,554.897,561.687,550.757,556.799,249293.0
2023-01-27,557.085,565.457,557.085,563.56,158757.0
2023-01-28,557.085,565.457,557.085,563.56,158757.0
2023-01-29,557.085,565.457,557.085,563.56,158757.0
2023-01-30,561.766,577.437,561.747,567.039,401495.0
