,BMY US Equity,BMY US Equity,BMY US Equity,BMY US Equity,BMY US Equity
2020-03-02,51.6203,52.6645,50.8491,52.2876,19500308.0
2020-03-03,52.7382,53.596,50.5581,51.2997,18250052.0
2020-03-04,52.1662,53.4487,51.7221,53.2754,18228259.0
2020-03-05,52.5995,53.0674,51.8543,52.4262,15119363.0
2020-03-06,51.0224,52.3569,50.9141,52.2616,14833934.0
2020-03-07,51.0224,52.3569,50.9141,52.2616,14833934.0
2020-03-08,51.0224,52.3569,50.9141,52.2616,14833934.0
2020-03-09,48.5354,51.2477,48.5267,49.9652,22385905.0
2020-03-10,50.9704,51.0831,48.4487,50.1992,24830987.0
2020-03-11,49.2026,50.2252,48.3621,48.9687,19771942.0
2020-03-12,45.3465,47.5735,43.8647,45.7104,22963004.0
2020-03-13,47.5649,48.0935,44.8699,47.6515,23503557.0
2020-03-14,47.5649,48.0935,44.8699,47.6515,23503557.0
2020-03-15,47.5649,48.0935,44.8699,47.6515,23503557.0
2020-03-16,43.4401,46.5846,41.603,44.2893,20582756.0
2020-03-17,44.9132,46.8803,44.3673,46.8716,17519635.0
2020-03-18,44.7399,45.3985,41.6117,43.5354,27384170.0
2020-03-19,43.4228,43.9555,41.7048,42.2789,20058311.0
2020-03-20,42.5042,43.882,40.9444,41.941,20370800.0
2020-03-21,42.5042,43.882,40.9444,41.941,20370800.0
2020-03-22,42.5042,43.882,40.9444,41.941,20370800.0
2020-03-23,40.8924,41.941,39.6533,40.2079,21237024.0
2020-03-24,41.7503,42.8942,41.0657,42.6689,16484846.0
2020-03-25,42.4869,45.013,41.7417,42.7642,20921289.0
2020-03-26,43.7261,46.2044,43.5961,45.2772,21601730.0
2020-03-27,44.2893,46.603,44.0813,45.7451,14498371.0
2020-03-28,44.2893,46.603,44.0813,45.7451,14498371.0
2020-03-29,44.2893,46.603,44.0813,45.7451,14498371.0
2020-03-30,46.1004,47.7295,46.1004,47.1316,18013518.0
2020-03-31,47.0536,48.7304,47.0016,48.3014,28461663.0
2020-04-01,46.4643,48.2668,46.3777,47.5042,13441282.0
2020-04-02,47.9149,48.3343,46.814,48.2381,12929443.0
2020-04-03,48.0459,49.339,47.9673,48.5177,14654184.0
2020-04-04,48.0459,49.339,47.9673,48.5177,14654184.0
2020-04-05,48.0459,49.339,47.9673,48.5177,14654184.0
2020-04-06,49.8633,50.737,49.4351,50.5622,22589716.0
2020-04-07,51.1389,51.1913,49.5225,49.7147,19224364.0
2020-04-08,49.8458,51.6631,49.2435,50.8943,15268733.0
2020-04-09,51.3748,52.0563,50.9991,51.4709,13256810.0
2020-04-10,51.3748,52.0563,50.9991,51.4709,13256810.0
2020-04-11,51.3748,52.0563,50.9991,51.4709,13256810.0
2020-04-12,51.3748,52.0563,50.9991,51.4709,13256810.0
2020-04-13,51.1127,51.899,50.7282,51.4797,13921584.0
2020-04-14,52.2747,53.0572,52.1,52.4582,14258954.0
2020-04-15,51.8117,52.3272,51.4622,51.9515,14402051.0
2020-04-16,52.2485,52.7291,51.9864,52.0388,12984907.0
2020-04-17,52.7553,53.096,52.3184,52.9475,16697940.0
2020-04-18,52.7553,53.096,52.3184,52.9475,16697940.0
2020-04-19,52.7553,53.096,52.3184,52.9475,16697940.0
2020-04-20,53.0786,54.9046,52.9475,53.8911,17445971.0
2020-04-21,53.1747,53.5766,52.6504,52.9388,22203015.0
2020-04-22,53.5242,54.0921,53.1921,53.2358,12081489.0
2020-04-23,53.5766,54.162,53.1572,53.2533,11897562.0
2020-04-24,53.8824,54.6469,53.5242,54.3891,10461464.0
2020-04-25,53.8824,54.6469,53.5242,54.3891,10461464.0
2020-04-26,53.8824,54.6469,53.5242,54.3891,10461464.0
2020-04-27,54.7299,55.0619,54.5289,54.66,13994720.0
2020-04-28,54.9833,55.2017,53.9698,54.293,10858903.0
2020-04-29,54.494,54.7124,53.7601,53.8474,11035125.0
2020-04-30,53.1659,53.3931,52.7378,53.131,17554519.0
2020-05-01,53.1659,53.1834,52.1393,52.6504,15582837.0
2020-05-02,53.1659,53.1834,52.1393,52.6504,15582837.0
2020-05-03,53.1659,53.1834,52.1393,52.6504,15582837.0
2020-05-04,53.0698,53.2271,52.1874,52.5718,16989999.0
2020-05-05,52.9475,53.996,52.799,53.6115,13340816.0
2020-05-06,53.8649,54.3717,53.2446,53.4106,14589041.0
2020-05-07,54.625,54.6949,52.9606,53.3319,17537559.0
2020-05-08,54.0222,54.328,53.2533,53.3407,16961400.0
2020-05-09,54.0222,54.328,53.2533,53.3407,16961400.0
2020-05-10,54.0222,54.328,53.2533,53.3407,16961400.0
2020-05-11,53.1834,54.8784,53.096,54.7474,14146754.0
2020-05-12,55.193,56.1541,54.9366,55.3502,18928073.0
2020-05-13,55.193,55.8526,54.6775,55.2803,17287894.0
2020-05-14,54.6076,56.0274,54.2843,55.7172,18221663.0
2020-05-15,56.0929,57.0889,55.7521,55.9968,35224431.0
2020-05-16,56.0929,57.0889,55.7521,55.9968,35224431.0
2020-05-17,56.0929,57.0889,55.7521,55.9968,35224431.0
2020-05-18,56.722,56.9754,55.4638,55.5687,15172064.0
2020-05-19,55.4201,55.7565,54.5988,54.7911,11052357.0
2020-05-20,55.0444,55.2629,53.1485,53.8911,16658223.0
2020-05-21,53.8387,54.0571,52.8077,53.4193,16015982.0
2020-05-22,53.3057,53.8719,52.9388,53.1135,9228647.0
2020-05-23,53.3057,53.8719,52.9388,53.1135,9228647.0
2020-05-24,53.3057,53.8719,52.9388,53.1135,9228647.0
2020-05-25,53.3057,53.8719,52.9388,53.1135,9228647.0
2020-05-26,53.7426,53.7426,52.5805,52.7029,18447833.0
2020-05-27,52.4233,52.8776,51.6457,52.7728,19071687.0
2020-05-28,53.262,53.2795,52.1437,52.2573,14977982.0
2020-05-29,52.6854,52.8339,51.8816,52.1786,27225416.0
2020-05-30,52.6854,52.8339,51.8816,52.1786,27225416.0
2020-05-31,52.6854,52.8339,51.8816,52.1786,27225416.0
2020-06-01,51.9515,53.6814,51.9252,52.6766,11508668.0
2020-06-02,52.6766,53.0174,51.7855,52.9912,15460090.0
2020-06-03,53.0349,53.2009,52.1524,52.6068,13497602.0
2020-06-04,52.266,53.3756,52.266,53.2009,13476925.0
2020-06-05,53.4543,53.9698,52.8863,53.5853,11862574.0
2020-06-06,53.4543,53.9698,52.8863,53.5853,11862574.0
2020-06-07,53.4543,53.9698,52.8863,53.5853,11862574.0
2020-06-08,52.9475,53.6727,52.7728,53.6727,12549061.0
2020-06-09,53.9523,54.3192,53.2358,53.2358,12159516.0
2020-06-10,53.5067,53.664,52.3359,52.5631,13343689.0
2020-06-11,52.3359,52.6679,49.2779,49.5487,17371867.0
2020-06-12,50.3176,50.37,48.5702,49.0769,14864159.0
2020-06-13,50.3176,50.37,48.5702,49.0769,14864159.0
2020-06-14,50.3176,50.37,48.5702,49.0769,14864159.0
2020-06-15,48.6138,48.7362,47.2421,48.142,21617774.0
2020-06-16,48.8672,50.0555,48.4915,49.8545,16976046.0
2020-06-17,49.9856,50.1166,49.5487,49.7584,13638178.0
2020-06-18,49.4264,49.4737,48.5614,48.9022,14113283.0
2020-06-19,49.54,49.6536,47.8188,49.2866,54103618.0
2020-06-20,49.54,49.6536,47.8188,49.2866,54103618.0
2020-06-21,49.54,49.6536,47.8188,49.2866,54103618.0
2020-06-22,49.1381,50.4006,48.8585,50.2914,18716176.0
2020-06-23,50.6234,51.6369,50.5186,51.0078,15557245.0
2020-06-24,50.7719,50.8593,49.8982,50.4661,11177161.0
2020-06-25,50.6846,51.0865,50.4093,50.8331,15267197.0
2020-06-26,50.6409,50.6933,49.5138,50.2739,26132408.0
2020-06-27,50.6409,50.6933,49.5138,50.2739,26132408.0
2020-06-28,50.6409,50.6933,49.5138,50.2739,26132408.0
2020-06-29,50.6671,50.7981,50.073,50.5011,9831434.0
2020-06-30,50.5535,51.7243,50.239,51.3748,12139663.0
2020-07-01,51.7156,52.1874,51.4447,51.9252,11738306.0
2020-07-02,52.207,52.5063,51.7228,52.0661,11366050.0
2020-07-03,52.207,52.5063,51.7228,52.0661,11366050.0
2020-07-04,52.207,52.5063,51.7228,52.0661,11366050.0
2020-07-05,52.207,52.5063,51.7228,52.0661,11366050.0
2020-07-06,52.4711,53.3295,51.8284,52.9905,8810771.0
2020-07-07,52.612,53.3603,52.4007,53.0786,12767119.0
2020-07-08,53.105,53.4219,52.1894,52.4359,10507023.0
2020-07-09,52.5239,52.9465,50.9128,51.1593,12780352.0
2020-07-10,51.0625,51.1417,50.3229,50.5607,8770005.0
2020-07-11,51.0625,51.1417,50.3229,50.5607,8770005.0
2020-07-12,51.0625,51.1417,50.3229,50.5607,8770005.0
2020-07-13,50.6839,51.4939,50.6223,50.8424,10149017.0
2020-07-14,50.9128,51.1505,50.433,50.9656,12153931.0
2020-07-15,51.6347,52.4799,51.3442,52.1806,9459354.0
2020-07-16,52.1453,52.2774,51.7052,52.2246,6949690.0
2020-07-17,52.5591,53.3691,52.2906,53.1666,9078853.0
2020-07-18,52.5591,53.3691,52.2906,53.1666,9078853.0
2020-07-19,52.5591,53.3691,52.2906,53.1666,9078853.0
2020-07-20,53.0786,53.3867,52.1321,52.3478,6759932.0
2020-07-21,52.4623,53.0301,52.2202,52.6472,7804590.0
2020-07-22,52.7264,53.1138,52.2422,52.6912,8960993.0
2020-07-23,52.9289,53.2282,52.4447,52.7088,8913208.0
2020-07-24,52.5327,52.612,50.6663,50.9304,12531912.0
2020-07-25,52.5327,52.612,50.6663,50.9304,12531912.0
2020-07-26,52.5327,52.612,50.6663,50.9304,12531912.0
2020-07-27,50.6663,51.6083,50.4902,51.1065,12371976.0
2020-07-28,51.5467,52.6648,51.2738,52.3214,9816702.0
2020-07-29,52.0837,52.295,51.5819,52.0749,7358112.0
2020-07-30,51.7668,52.0705,51.3618,51.8284,7175223.0
2020-07-31,51.8372,52.0221,50.86,51.6435,10439919.0
2020-08-01,51.8372,52.0221,50.86,51.6435,10439919.0
2020-08-02,51.8372,52.0221,50.86,51.6435,10439919.0
2020-08-03,52.0397,52.5063,51.8988,52.0309,10342145.0
2020-08-04,51.7932,52.3919,51.5291,52.3566,6527592.0
2020-08-05,52.7792,53.1578,52.3038,52.5503,10789008.0
2020-08-06,54.584,55.438,53.193,53.9942,18961905.0
2020-08-07,54.1967,54.2759,53.193,53.7212,9969080.0
2020-08-08,54.1967,54.2759,53.193,53.7212,9969080.0
2020-08-09,54.1967,54.2759,53.193,53.7212,9969080.0
2020-08-10,53.6684,54.5752,53.5011,54.4256,9820895.0
2020-08-11,55.438,56.5649,55.1915,55.5789,20736042.0
2020-08-12,55.975,56.5825,55.8562,56.0279,8616460.0
2020-08-13,55.482,55.975,55.3764,55.6757,7748683.0
2020-08-14,55.6317,55.9486,55.2443,55.6053,5607240.0
2020-08-15,55.6317,55.9486,55.2443,55.6053,5607240.0
2020-08-16,55.6317,55.9486,55.2443,55.6053,5607240.0
2020-08-17,55.8254,56.4108,55.6097,56.0102,5972353.0
2020-08-18,55.8958,56.0631,55.3764,55.4908,5745940.0
2020-08-19,55.526,56.1863,55.4204,55.5436,6092743.0
2020-08-20,55.2707,55.3412,54.5224,54.7777,6326716.0
2020-08-21,54.7777,54.8922,54.3551,54.7513,8031476.0
2020-08-22,54.7777,54.8922,54.3551,54.7513,8031476.0
2020-08-23,54.7777,54.8922,54.3551,54.7513,8031476.0
2020-08-24,54.8834,54.9857,54.3199,54.945,8720994.0
2020-08-25,55.2443,55.7858,55.0242,55.2091,6620701.0
2020-08-26,55.0242,55.1035,54.2143,54.8305,6196062.0
2020-08-27,55.0242,55.4292,54.7953,55.033,6389455.0
2020-08-28,55.0242,55.1034,54.452,54.9098,6380448.0
2020-08-29,55.0242,55.1034,54.452,54.9098,6380448.0
2020-08-30,55.0242,55.1034,54.452,54.9098,6380448.0
2020-08-31,54.9186,55.2883,54.54,54.7601,14189751.0
2020-09-01,54.7601,54.8129,53.4307,53.6772,12155651.0
2020-09-02,53.5188,54.4256,53.2282,54.2319,13287264.0
2020-09-03,54.2495,54.6016,52.4095,52.8673,16483900.0
2020-09-04,52.9817,53.2899,52.163,52.7792,16405779.0
2020-09-05,52.9817,53.2899,52.163,52.7792,16405779.0
2020-09-06,52.9817,53.2899,52.163,52.7792,16405779.0
2020-09-07,52.9817,53.2899,52.163,52.7792,16405779.0
2020-09-08,52.7088,52.8232,51.1857,51.5291,11735877.0
2020-09-09,51.8812,52.4711,51.7316,52.0133,7173681.0
2020-09-10,51.9341,52.207,51.2209,51.3178,11995267.0
2020-09-11,51.4674,52.1762,51.441,51.9341,8573842.0
2020-09-12,51.4674,52.1762,51.441,51.9341,8573842.0
2020-09-13,51.4674,52.1762,51.441,51.9341,8573842.0
2020-09-14,52.1101,52.9025,52.0045,52.5591,6242711.0
2020-09-15,52.7968,52.9201,52.2862,52.4095,8259337.0
2020-09-16,52.5327,52.7968,52.1543,52.339,6164360.0
2020-09-17,51.9429,52.3214,51.2914,52.295,6624754.0
2020-09-18,52.0221,52.5723,51.791,52.1806,13944502.0
2020-09-19,52.0221,52.5723,51.791,52.1806,13944502.0
2020-09-20,52.0221,52.5723,51.791,52.1806,13944502.0
2020-09-21,51.8724,51.9076,50.094,50.86,16199704.0
2020-09-22,50.86,51.8064,50.7367,51.7316,12466793.0
2020-09-23,51.9869,52.3787,51.6083,51.9341,11436563.0
2020-09-24,51.4851,51.7844,50.7984,51.2826,10358751.0
2020-09-25,51.2914,52.6824,51.2004,52.3742,9835945.0
2020-09-26,51.2914,52.6824,51.2004,52.3742,9835945.0
2020-09-27,51.2914,52.6824,51.2004,52.3742,9835945.0
2020-09-28,52.2686,53.0081,51.9076,52.5679,9616574.0
2020-09-29,52.6824,53.6508,52.5415,52.7352,8084277.0
2020-09-30,52.9465,53.3867,52.6384,53.0786,10322517.0
2020-10-01,53.5575,53.7261,52.8879,53.0608,8747559.0
2020-10-02,52.6794,53.2294,52.0496,52.0851,12574250.0
2020-10-03,52.6794,53.2294,52.0496,52.0851,12574250.0
2020-10-04,52.6794,53.2294,52.0496,52.0851,12574250.0
2020-10-05,51.9343,52.5818,51.4021,52.5109,10992264.0
2020-10-06,52.6351,52.7415,51.1005,51.2158,13113349.0
2020-10-07,51.5795,54.0898,51.411,53.593,14632584.0
2020-10-08,53.9744,55.0743,53.6285,54.6574,11787269.0
2020-10-09,54.8171,55.2562,54.6441,54.8348,9408430.0
2020-10-10,54.8171,55.2562,54.6441,54.8348,9408430.0
2020-10-11,54.8171,55.2562,54.6441,54.8348,9408430.0
2020-10-12,54.9768,55.2163,54.5333,54.8437,11532170.0
2020-10-13,54.6042,55.0034,54.0898,54.2228,8374420.0
2020-10-14,54.2051,54.6663,53.86,54.1075,8823159.0
2020-10-15,53.7438,54.0188,53.4955,53.593,13105283.0
2020-10-16,53.8148,54.7639,53.797,54.3204,9385613.0
2020-10-17,53.8148,54.7639,53.797,54.3204,9385613.0
2020-10-18,53.8148,54.7639,53.797,54.3204,9385613.0
2020-10-19,54.8171,55.367,53.6685,53.9035,10999136.0
2020-10-20,54.1873,54.3456,53.6906,53.7882,6635199.0
2020-10-21,53.5664,53.8857,53.1761,53.2471,8004805.0
2020-10-22,53.2027,54.1164,53.1761,53.8946,7038473.0
2020-10-23,53.9567,54.3026,53.2841,53.3358,7336812.0
2020-10-24,53.9567,54.3026,53.2841,53.3358,7336812.0
2020-10-25,53.9567,54.3026,53.2841,53.3358,7336812.0
2020-10-26,53.0608,53.3447,52.3645,52.9278,7484139.0
2020-10-27,52.5641,53.0786,51.9432,52.1029,10008246.0
2020-10-28,51.4465,51.9255,50.9143,51.2336,11931155.0
2020-10-29,51.2779,51.8279,50.3413,51.3755,8838608.0
2020-10-30,51.1892,51.8722,51.0828,51.8456,11156016.0
2020-10-31,51.1892,51.8722,51.0828,51.8456,11156016.0
2020-11-01,51.1892,51.8722,51.0828,51.8456,11156016.0
2020-11-02,52.502,52.9012,52.1916,52.7681,10318907.0
2020-11-03,54.1164,55.2074,53.4068,54.3204,14235975.0
2020-11-04,56.733,58.7465,56.5468,58.0369,24699665.0
2020-11-05,57.6467,57.9926,56.3605,56.5468,17676076.0
2020-11-06,56.4226,57.5846,56.2186,56.5911,9680121.0
2020-11-07,56.4226,57.5846,56.2186,56.5911,9680121.0
2020-11-08,56.4226,57.5846,56.2186,56.5911,9680121.0
2020-11-09,57.762,58.6135,56.7596,56.8395,15533290.0
2020-11-10,56.9548,57.4737,56.5113,57.2298,11210020.0
2020-11-11,57.7176,57.762,55.9037,56.2541,8269684.0
2020-11-12,56.0057,56.0057,55.1675,55.6598,7603951.0
2020-11-13,55.6952,56.804,55.6775,56.4315,9435226.0
2020-11-14,55.6952,56.804,55.6775,56.4315,9435226.0
2020-11-15,55.6952,56.804,55.6775,56.4315,9435226.0
2020-11-16,56.875,57.5934,56.631,57.212,7199552.0
2020-11-17,57.1854,57.3894,56.6621,57.0524,8610180.0
2020-11-18,57.3628,57.3894,54.9945,55.0034,12455274.0
2020-11-19,55.1719,55.3493,54.2405,55.0743,9025456.0
2020-11-20,54.8614,55.2872,54.4623,54.6486,8305175.0
2020-11-21,54.8614,55.2872,54.4623,54.6486,8305175.0
2020-11-22,54.8614,55.2872,54.4623,54.6486,8305175.0
2020-11-23,54.7639,55.0034,54.1785,54.9235,9595949.0
2020-11-24,54.9501,56.3339,54.8881,56.0767,13512667.0
2020-11-25,56.2541,56.325,55.1719,55.7396,9520905.0
2020-11-26,56.2541,56.325,55.1719,55.7396,9520905.0
2020-11-27,56.1299,56.4935,55.7751,55.9259,4178758.0
2020-11-28,56.1299,56.4935,55.7751,55.9259,4178758.0
2020-11-29,56.1299,56.4935,55.7751,55.9259,4178758.0
2020-11-30,55.9259,56.121,54.9856,55.3493,14996593.0
2020-12-01,56.0146,56.5379,55.2916,55.3582,9871490.0
2020-12-02,55.3582,55.7307,54.9058,55.1542,8077211.0
2020-12-03,54.9945,55.2488,54.622,54.7994,10944865.0
2020-12-04,54.8082,55.2695,54.684,55.2695,8159036.0
2020-12-05,54.8082,55.2695,54.684,55.2695,8159036.0
2020-12-06,54.8082,55.2695,54.684,55.2695,8159036.0
2020-12-07,55.163,55.5178,54.0809,54.2849,8974004.0
2020-12-08,54.2583,54.7994,53.9744,54.2139,10830625.0
2020-12-09,54.551,54.6042,53.5132,54.0365,10244472.0
2020-12-10,54.0277,54.143,53.185,53.3979,9428615.0
2020-12-11,53.5132,54.5244,53.3979,53.8591,10021620.0
2020-12-12,53.5132,54.5244,53.3979,53.8591,10021620.0
2020-12-13,53.5132,54.5244,53.3979,53.8591,10021620.0
2020-12-14,54.1164,54.1977,53.1495,53.1939,11400404.0
2020-12-15,54.3381,55.5622,53.9744,55.5001,14943243.0
2020-12-16,55.438,56.1292,55.2517,55.2961,9498025.0
2020-12-17,55.5001,55.7218,54.9856,55.4735,10642358.0
2020-12-18,55.5711,56.2807,55.3811,55.9879,21177770.0
2020-12-19,55.5711,56.2807,55.3811,55.9879,21177770.0
2020-12-20,55.5711,56.2807,55.3811,55.9879,21177770.0
2020-12-21,54.9945,55.1009,54.4091,55.0034,13055650.0
2020-12-22,54.7905,54.9679,54.2228,54.4889,8114059.0
2020-12-23,54.4357,54.6663,54.1075,54.1075,6235071.0
2020-12-24,54.2139,54.4268,54.0498,54.2405,3099674.0
2020-12-25,54.2139,54.4268,54.0498,54.2405,3099674.0
2020-12-26,54.2139,54.4268,54.0498,54.2405,3099674.0
2020-12-27,54.2139,54.4268,54.0498,54.2405,3099674.0
2020-12-28,54.48,54.7639,53.9345,54.2139,6855650.0
2020-12-29,54.7284,54.9413,54.4091,54.48,6653445.0
2020-12-30,54.6574,55.1364,54.5333,54.9235,6624061.0
2020-12-31,54.9325,55.5315,54.5078,55.46,8649307.0
2021-01-01,54.9325,55.5315,54.5078,55.46,8649307.0
2021-01-02,54.9325,55.5315,54.5078,55.46,8649307.0
2021-01-03,54.9325,55.5315,54.5078,55.46,8649307.0
2021-01-04,55.2007,55.5673,54.092,54.8788,12429551.0
2021-01-05,54.6374,55.1739,54.0607,55.0308,11584571.0
2021-01-06,54.1367,55.4734,54.1099,55.1649,12426224.0
2021-01-07,54.843,55.9964,54.5391,55.755,10932145.0
2021-01-08,55.603,56.4882,55.5673,55.8712,10010525.0
2021-01-09,55.603,56.4882,55.5673,55.8712,10010525.0
2021-01-10,55.603,56.4882,55.5673,55.8712,10010525.0
2021-01-11,56.6849,58.3344,56.5418,58.0886,18251240.0
2021-01-12,58.4373,59.2777,58.0349,58.4998,15757455.0
2021-01-13,58.5624,58.9737,57.7935,57.874,10292364.0
2021-01-14,58.0349,59.3403,57.9187,59.0274,12479839.0
2021-01-15,59.0274,59.7784,58.5982,59.4923,11296524.0
2021-01-16,59.0274,59.7784,58.5982,59.4923,11296524.0
2021-01-17,59.0274,59.7784,58.5982,59.4923,11296524.0
2021-01-18,59.0274,59.7784,58.5982,59.4923,11296524.0
2021-01-19,59.7694,60.0465,59.3001,59.6711,10847814.0
2021-01-20,59.5191,59.7426,59.0095,59.233,9609597.0
2021-01-21,58.6965,59.1883,57.2034,57.3822,14066129.0
2021-01-22,57.123,58.1377,57.0067,57.722,9071894.0
2021-01-23,57.123,58.1377,57.0067,57.722,9071894.0
2021-01-24,57.123,58.1377,57.0067,57.722,9071894.0
2021-01-25,57.7935,58.2406,57.1855,57.9634,9171007.0
2021-01-26,57.6684,58.6965,57.5611,57.6147,11284071.0
2021-01-27,57.123,57.123,55.3437,55.451,13847661.0
2021-01-28,56.1752,56.6625,55.612,55.6924,17514730.0
2021-01-29,55.7014,56.1484,54.5659,54.9235,16091962.0
2021-01-30,55.7014,56.1484,54.5659,54.9235,16091962.0
2021-01-31,55.7014,56.1484,54.5659,54.9235,16091962.0
2021-02-01,55.3527,56.2065,55.1292,55.6209,11240855.0
2021-02-02,56.3272,57.7891,56.2289,56.2736,16059655.0
2021-02-03,56.211,56.515,55.4421,55.46,15114986.0
2021-02-04,55.4331,56.2289,54.7536,55.0397,15997011.0
2021-02-05,54.5927,55.2242,54.0965,54.4675,16249169.0
2021-02-06,54.5927,55.2242,54.0965,54.4675,16249169.0
2021-02-07,54.5927,55.2242,54.0965,54.4675,16249169.0
2021-02-08,54.852,54.8663,53.3499,53.8506,18864254.0
2021-02-09,53.8506,53.949,53.3589,53.4304,14226072.0
2021-02-10,53.7344,54.1188,53.2963,53.645,13070978.0
2021-02-11,53.645,53.8417,53.3723,53.636,8256806.0
2021-02-12,53.5198,53.8908,53.332,53.636,9493630.0
2021-02-13,53.5198,53.8908,53.332,53.636,9493630.0
2021-02-14,53.5198,53.8908,53.332,53.636,9493630.0
2021-02-15,53.5198,53.8908,53.332,53.636,9493630.0
2021-02-16,53.7344,53.9758,53.0817,53.1085,12386405.0
2021-02-17,53.189,54.4765,53.1264,54.1725,11678059.0
2021-02-18,53.9221,55.1828,53.9132,54.5569,14078837.0
2021-02-19,54.6642,54.9861,54.1099,54.1814,16997139.0
2021-02-20,54.6642,54.9861,54.1099,54.1814,16997139.0
2021-02-21,54.6642,54.9861,54.1099,54.1814,16997139.0
2021-02-22,54.0205,54.7545,53.3857,54.5301,9916625.0
2021-02-23,54.7179,54.8788,53.6673,54.2887,13742028.0
2021-02-24,54.4497,56.2557,54.4228,55.9607,16517945.0
2021-02-25,55.8176,56.4792,55.2633,55.5226,17077050.0
2021-02-26,55.46,56.0589,54.7715,54.8341,13229657.0
2021-02-27,55.46,56.0589,54.7715,54.8341,13229657.0
2021-02-28,55.46,56.0589,54.7715,54.8341,13229657.0
2021-03-01,55.3437,55.4913,55.004,55.1023,7325039.0
2021-03-02,55.3884,55.5941,54.7268,54.7805,9584864.0
2021-03-03,54.5838,54.852,53.6137,54.3155,13599944.0
2021-03-04,54.1278,54.5033,52.4156,53.0549,17309768.0
2021-03-05,53.2069,54.1725,53.0459,54.0294,14980107.0
2021-03-06,53.2069,54.1725,53.0459,54.0294,14980107.0
2021-03-07,53.2069,54.1725,53.0459,54.0294,14980107.0
2021-03-08,54.1814,55.1783,53.7612,54.0473,10617262.0
2021-03-09,54.3513,55.308,54.1457,54.1546,12662469.0
2021-03-10,54.6642,54.7895,54.0563,54.4765,10240153.0
2021-03-11,54.5391,54.7089,53.9579,53.9579,10099541.0
2021-03-12,54.0294,54.4854,53.8238,54.2172,8029976.0
2021-03-13,54.0294,54.4854,53.8238,54.2172,8029976.0
2021-03-14,54.0294,54.4854,53.8238,54.2172,8029976.0
2021-03-15,54.2351,54.9325,53.9043,54.8878,10950517.0
2021-03-16,54.843,55.5584,54.843,55.3437,10162998.0
2021-03-17,55.5136,55.9159,54.9414,55.5941,9548122.0
2021-03-18,55.4153,56.5373,55.308,55.7282,12145590.0
2021-03-19,55.4957,56.1037,54.8654,56.059,32082150.0
2021-03-20,55.4957,56.1037,54.8654,56.059,32082150.0
2021-03-21,55.4957,56.1037,54.8654,56.059,32082150.0
2021-03-22,55.612,56.7921,55.5315,56.667,16103356.0
2021-03-23,56.667,56.8011,55.9607,55.9875,11014517.0
2021-03-24,55.8444,56.2289,55.6745,55.7014,9626293.0
2021-03-25,56.3272,56.3272,55.4153,56.1395,11157337.0
2021-03-26,56.2825,57.2034,56.1752,57.1677,12538045.0
2021-03-27,56.2825,57.2034,56.1752,57.1677,12538045.0
2021-03-28,56.2825,57.2034,56.1752,57.1677,12538045.0
2021-03-29,57.0961,57.5924,56.9129,57.2839,9703165.0
2021-03-30,57.2213,57.2928,56.4792,56.6044,12232667.0
2021-03-31,56.6765,57.4604,56.5684,56.8837,12678977.0
2021-04-01,56.9288,57.073,56.3521,56.7035,9725919.0
2021-04-02,56.9288,57.073,56.3521,56.7035,9725919.0
2021-04-03,56.9288,57.073,56.3521,56.7035,9725919.0
2021-04-04,56.9288,57.073,56.3521,56.7035,9725919.0
2021-04-05,56.6765,57.3072,56.6585,56.9108,8868054.0
2021-04-06,56.9558,57.0369,55.7664,55.8475,14002245.0
2021-04-07,55.8746,56.3521,55.8025,55.9196,11799686.0
2021-04-08,56.0458,56.244,55.6493,55.7844,7846938.0
2021-04-09,55.6853,56.4422,55.5772,56.4152,7867969.0
2021-04-10,55.6853,56.4422,55.5772,56.4152,7867969.0
2021-04-11,55.6853,56.4422,55.5772,56.4152,7867969.0
2021-04-12,56.3431,56.5653,56.1088,56.4873,11162959.0
2021-04-13,56.6855,57.4334,56.5413,57.2892,9451107.0
2021-04-14,57.4424,57.6316,57.2892,57.4965,7639852.0
2021-04-15,57.6677,58.3254,57.5956,58.0641,9833960.0
2021-04-16,58.5056,59.1444,58.3333,58.9832,14589457.0
2021-04-17,58.5056,59.1444,58.3333,58.9832,14589457.0
2021-04-18,58.5056,59.1444,58.3333,58.9832,14589457.0
2021-04-19,58.9472,59.4022,58.7579,59.1093,11851071.0
2021-04-20,58.9742,59.9473,58.9472,59.5419,9685442.0
2021-04-21,59.9383,60.2717,59.5419,59.7581,9532118.0
2021-04-22,59.6049,59.9744,59.3076,59.7581,12914497.0
2021-04-23,59.7401,60.3078,59.3436,59.4788,14716281.0
2021-04-24,59.7401,60.3078,59.3436,59.4788,14716281.0
2021-04-25,59.7401,60.3078,59.3436,59.4788,14716281.0
2021-04-26,59.4337,59.4698,58.6408,59.3707,11768760.0
2021-04-27,59.4698,59.7221,59.1093,59.4337,7472353.0
2021-04-28,59.5599,59.8167,59.2446,59.4968,7645614.0
2021-04-29,58.5687,58.803,56.2305,56.6675,21473280.0
2021-04-30,55.8655,56.5549,55.424,56.244,17026151.0
2021-05-01,55.8655,56.5549,55.424,56.244,17026151.0
2021-05-02,55.8655,56.5549,55.424,56.244,17026151.0
2021-05-03,56.4963,57.2937,56.4513,57.1991,10740367.0
2021-05-04,57.109,57.8569,57.073,57.6226,10563202.0
