,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity
2023-09-06,213.5242,213.8804,209.4383,210.5563,2344807.0
2023-09-07,210.1506,211.4368,207.6576,208.3204,2882117.0
2023-09-08,208.0731,209.9033,206.8067,209.5373,3188225.0
2023-09-09,208.0731,209.9033,206.8067,209.5373,3188225.0
2023-09-10,208.0731,209.9033,206.8067,209.5373,3188225.0
2023-09-11,210.2397,210.5365,207.806,209.3493,1943935.0
2023-09-12,208.7854,212.614,204.6506,211.5851,2828205.0
2023-09-13,211.6148,211.7237,208.5282,209.8637,2919766.0
2023-09-14,211.8523,214.2464,209.4789,213.3956,2798780.0
2023-09-15,210.7838,211.9215,209.9231,211.041,4222810.0
2023-09-16,210.7838,211.9215,209.9231,211.041,4222810.0
2023-09-17,210.7838,211.9215,209.9231,211.041,4222810.0
2023-09-18,211.8918,212.1392,209.6065,210.8728,2206786.0
2023-09-19,210.3782,211.229,207.6526,209.5076,2156024.0
2023-09-20,210.8432,212.6041,210.6255,210.7047,2116790.0
2023-09-21,209.7945,211.0113,208.6073,209.1415,2370335.0
2023-09-22,208.4589,210.7492,206.5198,207.0046,2416555.0
2023-09-23,208.4589,210.7492,206.5198,207.0046,2416555.0
2023-09-24,208.4589,210.7492,206.5198,207.0046,2416555.0
2023-09-25,205.7284,207.2717,204.9172,206.2527,1427524.0
2023-09-26,205.1447,206.0103,202.434,202.6516,1990363.0
2023-09-27,203.0177,203.354,199.3077,200.2377,2760561.0
2023-09-28,200.2674,202.6318,199.4314,201.9294,2112814.0
2023-09-29,203.6805,203.6805,201.1528,201.4545,2246711.0
2023-09-30,203.6805,203.6805,201.1528,201.4545,2246711.0
2023-10-01,203.6805,203.6805,201.1528,201.4545,2246711.0
2023-10-02,199.7331,200.9203,197.9919,200.4751,1887953.0
2023-10-03,199.7826,202.9484,199.4462,201.6029,2087538.0
2023-10-04,201.3259,202.8099,199.1989,200.1091,1911966.0
2023-10-05,200.0101,200.2575,197.3786,198.4965,2037234.0
2023-10-06,197.6951,202.0284,197.2005,200.297,1760470.0
2023-10-07,197.6951,202.0284,197.2005,200.297,1760470.0
2023-10-08,197.6951,202.0284,197.2005,200.297,1760470.0
2023-10-09,199.3077,202.4686,198.635,202.1174,1557697.0
2023-10-10,202.8297,204.8281,201.9937,204.1455,1972894.0
2023-10-11,205.026,207.6971,204.7886,207.242,2851136.0
2023-10-12,207.7565,207.8653,203.6113,205.768,1851217.0
2023-10-13,206.6584,208.1918,204.8054,205.5305,1874659.0
2023-10-14,206.6584,208.1918,204.8054,205.5305,1874659.0
2023-10-15,206.6584,208.1918,204.8054,205.5305,1874659.0
2023-10-16,206.9749,211.0311,206.5001,208.5776,2358876.0
2023-10-17,207.6576,211.1004,207.3261,209.0822,2479917.0
2023-10-18,207.895,208.1473,203.2749,203.7201,3487168.0
2023-10-19,216.23,217.7486,207.8953,208.083,6031009.0
2023-10-20,210.2199,212.6635,207.7664,209.0822,5485718.0
2023-10-21,210.2199,212.6635,207.7664,209.0822,5485718.0
2023-10-22,210.2199,212.6635,207.7664,209.0822,5485718.0
2023-10-23,208.0434,209.379,205.2634,205.5404,2576547.0
2023-10-24,206.2231,206.8364,202.0778,203.2452,2937514.0
2023-10-25,201.6722,204.8677,200.1685,203.0276,2457397.0
2023-10-26,202.157,204.0812,199.7628,200.0794,2626352.0
2023-10-27,200.396,201.8503,197.8336,199.565,2427576.0
2023-10-28,200.396,201.8503,197.8336,199.565,2427576.0
2023-10-29,200.396,201.8503,197.8336,199.565,2427576.0
2023-10-30,201.0687,204.828,200.2476,203.6014,2230121.0
2023-10-31,204.1851,205.6854,202.4488,205.392,2057825.0
2023-11-01,204.8479,206.1637,203.265,205.3426,2444310.0
2023-11-02,206.3418,209.6461,205.5256,209.1316,1776659.0
2023-11-03,210.7244,211.1301,209.3097,209.8637,1634891.0
2023-11-04,210.7244,211.1301,209.3097,209.8637,1634891.0
2023-11-05,210.7244,211.1301,209.3097,209.8637,1634891.0
2023-11-06,209.7351,210.9124,207.1134,210.8234,1547283.0
2023-11-07,210.4573,210.5958,208.6469,209.1514,2324175.0
2023-11-08,209.8242,210.6948,208.7755,209.7351,2483137.0
2023-11-09,210.5266,210.576,207.2717,207.984,1496386.0
2023-11-10,208.9734,209.656,206.2725,209.2306,2673601.0
2023-11-11,208.9734,209.656,206.2725,209.2306,2673601.0
2023-11-12,208.9734,209.656,206.2725,209.2306,2673601.0
2023-11-13,208.8546,208.8546,205.9164,207.1629,2185064.0
2023-11-14,210.21,214.9785,210.2001,213.3857,2610451.0
2023-11-15,214.0485,218.0454,213.5044,215.7502,2709674.0
2023-11-16,216.0272,217.3628,214.474,217.0165,1438333.0
2023-11-17,218.4312,218.9259,215.5028,216.8681,2005354.0
2023-11-18,218.4312,218.9259,215.5028,216.8681,2005354.0
2023-11-19,218.4312,218.9259,215.5028,216.8681,2005354.0
2023-11-20,216.6603,219.3117,214.6026,218.7379,2548124.0
2023-11-21,218.7379,220.6176,216.7603,219.6283,2422331.0
2023-11-22,220.3604,221.8839,219.747,221.1024,1716193.0
2023-11-23,220.3604,221.8839,219.747,221.1024,1716193.0
2023-11-24,220.9342,222.5864,220.7462,221.8839,1045594.0
2023-11-25,220.9342,222.5864,220.7462,221.8839,1045594.0
2023-11-26,220.9342,222.5864,220.7462,221.8839,1045594.0
2023-11-27,221.3497,221.696,217.0264,217.5013,2369208.0
2023-11-28,217.3628,220.301,217.1352,218.8665,1827572.0
2023-11-29,220.4494,221.4882,218.4906,219.104,1228889.0
2023-11-30,219.8756,223.2294,218.2927,222.8634,4430060.0
2023-12-01,224.9805,229.8677,223.823,228.8982,3239020.0
2023-12-02,224.9805,229.8677,223.823,228.8982,3239020.0
2023-12-03,224.9805,229.8677,223.823,228.8982,3239020.0
2023-12-04,228.2947,232.2025,228.087,231.4012,3881955.0
2023-12-05,230.303,230.6394,228.4283,229.6896,2632486.0
2023-12-06,230.6295,231.4902,229.3632,230.4811,1804898.0
2023-12-07,231.2272,231.7048,229.3569,230.302,2075095.0
2023-12-08,230.4512,231.7247,228.3272,228.5908,2544779.0
2023-12-09,230.4512,231.7247,228.3272,228.5908,2544779.0
2023-12-10,230.4512,231.7247,228.3272,228.5908,2544779.0
2023-12-11,228.7401,231.1476,228.362,230.8392,1810413.0
2023-12-12,231.8938,233.3363,231.3367,231.7147,2427466.0
2023-12-13,231.7346,235.5947,230.3667,235.4753,3926716.0
2023-12-14,238.4301,243.8123,237.8132,241.6136,4863594.0
2023-12-15,236.4204,241.6136,236.1817,240.7382,4768518.0
2023-12-16,236.4204,241.6136,236.1817,240.7382,4768518.0
2023-12-17,236.4204,241.6136,236.1817,240.7382,4768518.0
2023-12-18,241.8027,242.6384,239.7035,239.8627,2457617.0
2023-12-19,240.0915,242.1807,238.7683,241.4047,2314244.0
2023-12-20,238.9872,240.8725,236.4801,236.6194,2724760.0
2023-12-21,236.898,241.0963,236.3806,240.8675,2603197.0
2023-12-22,241.7529,243.6929,241.0814,242.3299,1824809.0
2023-12-23,241.7529,243.6929,241.0814,242.3299,1824809.0
2023-12-24,241.7529,243.6929,241.0814,242.3299,1824809.0
2023-12-25,241.7529,243.6929,241.0814,242.3299,1824809.0
2023-12-26,242.3697,245.1653,242.3697,244.0312,1454117.0
2023-12-27,243.3945,245.4339,243.0562,244.5485,2205986.0
2023-12-28,244.7773,245.7224,243.9416,244.7574,1208598.0
2023-12-29,244.7276,245.2698,243.4691,244.3595,1228687.0
2023-12-30,244.7276,245.2698,243.4691,244.3595,1228687.0
2023-12-31,244.7276,245.2698,243.4691,244.3595,1228687.0
2024-01-01,244.7276,245.2698,243.4691,244.3595,1228687.0
2024-01-02,243.7228,244.7276,241.5042,242.1807,2622215.0
2024-01-03,241.554,242.707,239.7383,240.4596,1748272.0
2024-01-04,240.002,242.8274,239.6935,239.8229,2305436.0
2024-01-05,240.6586,240.7581,237.1815,238.6788,2316918.0
2024-01-06,240.6586,240.7581,237.1815,238.6788,2316918.0
2024-01-07,240.6586,240.7581,237.1815,238.6788,2316918.0
2024-01-08,237.9426,239.4349,236.301,239.3851,2567784.0
2024-01-09,238.062,238.062,234.8386,236.1916,2055185.0
2024-01-10,235.6345,237.894,235.5847,237.7735,1683519.0
2024-01-11,237.2263,237.2263,233.595,235.1669,2219342.0
2024-01-12,236.0523,236.7786,233.59,236.4901,3018743.0
2024-01-13,236.0523,236.7786,233.59,236.4901,3018743.0
2024-01-14,236.0523,236.7786,233.59,236.4901,3018743.0
2024-01-15,236.0523,236.7786,233.59,236.4901,3018743.0
2024-01-16,236.5796,237.0273,234.0825,234.9978,2578748.0
2024-01-17,233.6646,236.9975,233.2667,234.5998,2311158.0
2024-01-18,234.3511,237.5446,233.8586,236.7686,2326484.0
2024-01-19,237.2661,238.9772,235.2962,238.0421,2272098.0
2024-01-20,237.2661,238.9772,235.2962,238.0421,2272098.0
2024-01-21,237.2661,238.9772,235.2962,238.0421,2272098.0
2024-01-22,241.5142,242.7478,239.8726,241.8624,3005342.0
2024-01-23,242.7478,243.2751,241.0167,242.0812,2398297.0
2024-01-24,242.509,244.1555,241.0814,241.0864,2843494.0
2024-01-25,242.8473,244.1904,235.923,240.3303,4154618.0
2024-01-26,240.2308,240.967,237.0372,239.1563,2493459.0
2024-01-27,240.2308,240.967,237.0372,239.1563,2493459.0
2024-01-28,240.2308,240.967,237.0372,239.1563,2493459.0
2024-01-29,238.45,244.2799,237.9525,243.9118,2844561.0
2024-01-30,242.6185,245.7125,241.0665,245.4339,2435616.0
2024-01-31,246.0209,246.7273,242.5488,242.6782,2799053.0
2024-02-01,244.0809,248.1599,243.4541,247.9907,2116306.0
2024-02-02,246.8466,248.4583,244.6181,247.0556,1994229.0
2024-02-03,246.8466,248.4583,244.6181,247.0556,1994229.0
2024-02-04,246.8466,248.4583,244.6181,247.0556,1994229.0
2024-02-05,246.0806,247.8365,245.2151,245.3742,2701337.0
2024-02-06,245.3742,249.5328,245.3742,248.5877,2357338.0
2024-02-07,249.4532,250.3585,247.6823,247.8813,2337204.0
2024-02-08,247.7918,247.9559,245.1454,247.5431,1871559.0
2024-02-09,246.8665,248.2693,245.235,248.1698,2012493.0
2024-02-10,246.8665,248.2693,245.235,248.1698,2012493.0
2024-02-11,246.8665,248.2693,245.235,248.1698,2012493.0
2024-02-12,247.5132,247.7918,245.7324,246.1303,2259572.0
2024-02-13,244.7375,245.0061,242.4891,244.3495,2664132.0
2024-02-14,245.0957,249.0702,243.7924,248.8264,2579556.0
2024-02-15,248.717,250.0999,247.5132,249.2642,2252309.0
2024-02-16,248.13,248.4421,244.7873,245.3245,2202364.0
2024-02-17,248.13,248.4421,244.7873,245.3245,2202364.0
2024-02-18,248.13,248.4421,244.7873,245.3245,2202364.0
2024-02-19,248.13,248.4421,244.7873,245.3245,2202364.0
2024-02-20,245.3245,246.0508,243.6133,245.8717,1907246.0
2024-02-21,248.1599,250.1695,246.0508,250.0302,1721897.0
2024-02-22,250.6968,253.6515,248.8264,253.2039,2507769.0
2024-02-23,253.96,256.7655,253.6416,255.5915,1943469.0
2024-02-24,253.96,256.7655,253.6416,255.5915,1943469.0
2024-02-25,253.96,256.7655,253.6416,255.5915,1943469.0
2024-02-26,255.6711,257.3326,251.0947,251.3435,2806401.0
2024-02-27,251.3733,254.3877,250.9057,251.9901,2206372.0
2024-02-28,252.51,255.85,251.3,253.99,1885806.0
2024-02-29,254.32,255.74,253.45,253.69,3022146.0
2024-03-01,252.86,253.48,250.77,252.98,2811430.0
2024-03-02,252.86,253.48,250.77,252.98,2811430.0
2024-03-03,252.86,253.48,250.77,252.98,2811430.0
2024-03-04,253.36,254.84,252.46,253.47,1834919.0
2024-03-05,253.85,255.62,252.39,253.7,1368806.0
2024-03-06,253.44,254.98,250.84,251.0,1911012.0
2024-03-07,253.35,253.35,248.73,249.04,2395772.0
2024-03-08,248.25,251.225,247.61,250.96,2409115.0
2024-03-09,248.25,251.225,247.61,250.96,2409115.0
2024-03-10,248.25,251.225,247.61,250.96,2409115.0
2024-03-11,250.22,251.481,247.29,249.87,1539550.0
2024-03-12,249.42,252.18,249.22,251.18,1633862.0
2024-03-13,250.26,250.78,248.46,249.25,2129046.0
2024-03-14,247.43,247.98,243.6,246.06,2519663.0
2024-03-15,243.45,246.38,243.23,244.13,3258911.0
2024-03-16,243.45,246.38,243.23,244.13,3258911.0
2024-03-17,243.45,246.38,243.23,244.13,3258911.0
2024-03-18,245.06,245.62,243.86,244.36,2280848.0
2024-03-19,244.3,245.1798,241.28,242.71,3244316.0
2024-03-20,242.88,247.55,242.65,246.31,2564836.0
2024-03-21,247.53,250.36,246.63,248.11,3215458.0
2024-03-22,248.36,249.085,244.87,244.97,1676987.0
2024-03-23,248.36,249.085,244.87,244.97,1676987.0
2024-03-24,248.36,249.085,244.87,244.97,1676987.0
2024-03-25,244.47,245.2034,242.65,243.85,1974723.0
2024-03-26,243.98,244.23,240.5,240.69,2801961.0
2024-03-27,242.18,244.77,241.99,244.63,2150556.0
2024-03-28,245.87,246.76,244.215,245.93,2265924.0
2024-03-29,245.87,246.76,244.215,245.93,2265924.0
2024-03-30,245.87,246.76,244.215,245.93,2265924.0
2024-03-31,245.87,246.76,244.215,245.93,2265924.0
2024-04-01,245.5,245.95,242.63,243.3,2493861.0
2024-04-02,242.27,243.88,240.8701,242.53,2019453.0
2024-04-03,242.87,245.0,240.8,241.55,2097225.0
2024-04-04,243.27,244.9338,239.755,240.69,2062525.0
2024-04-05,241.57,242.81,240.72,242.01,1503722.0
2024-04-06,241.57,242.81,240.72,242.01,1503722.0
2024-04-07,241.57,242.81,240.72,242.01,1503722.0
2024-04-08,242.0,243.5,240.04,240.29,2139221.0
2024-04-09,241.03,241.85,238.01,240.79,1736948.0
2024-04-10,238.18,238.65,235.88,236.85,2181008.0
2024-04-11,236.86,237.73,235.025,236.16,1692360.0
2024-04-12,234.81,235.48,233.25,234.4,2594970.0
2024-04-13,234.81,235.48,233.25,234.4,2594970.0
2024-04-14,234.81,235.48,233.25,234.4,2594970.0
2024-04-15,237.71,237.915,232.49,233.94,2297997.0
2024-04-16,234.43,234.43,230.945,231.26,2025415.0
2024-04-17,231.8,232.13,227.87,229.23,1997011.0
2024-04-18,230.72,231.41,229.1,229.81,1570176.0
2024-04-19,230.69,232.81,230.425,232.08,2971911.0
2024-04-20,230.69,232.81,230.425,232.08,2971911.0
2024-04-21,230.69,232.81,230.425,232.08,2971911.0
2024-04-22,232.99,235.645,232.04,234.47,2200025.0
2024-04-23,235.4,237.32,234.81,236.29,1980828.0
2024-04-24,233.87,234.13,229.32,231.98,2951169.0
2024-04-25,240.24,243.61,236.12,243.55,3897600.0
2024-04-26,243.9,244.83,240.73,242.79,2255458.0
2024-04-27,243.9,244.83,240.73,242.79,2255458.0
2024-04-28,243.9,244.83,240.73,242.79,2255458.0
2024-04-29,243.39,244.4,239.47,240.95,1730440.0
2024-04-30,239.72,240.065,236.77,237.16,1737008.0
2024-05-01,235.82,237.08,234.1731,234.96,1651734.0
