,LECO US Equity,LECO US Equity,LECO US Equity,LECO US Equity,LECO US Equity
2020-03-14,67.6326,71.342,66.3032,70.8121,842451.0
2020-03-15,67.6326,71.342,66.3032,70.8121,842451.0
2020-03-16,68.2555,72.4855,63.7095,64.2301,820838.0
2020-03-17,65.4108,69.5989,63.6351,67.958,679213.0
2020-03-18,62.2871,66.7495,60.7997,65.4665,823978.0
2020-03-19,64.7135,67.8558,62.2499,63.2725,679473.0
2020-03-20,63.3748,64.2859,59.7213,60.2326,836662.0
2020-03-21,63.3748,64.2859,59.7213,60.2326,836662.0
2020-03-22,63.3748,64.2859,59.7213,60.2326,836662.0
2020-03-23,60.1117,61.1994,55.1241,55.7702,796490.0
2020-03-24,58.522,60.7997,57.1833,60.0652,736025.0
2020-03-25,60.5022,66.9354,59.4888,63.7746,673751.0
2020-03-26,64.5741,68.1811,63.4399,67.8744,391853.0
2020-03-27,65.6339,66.7681,63.8303,64.3974,376576.0
2020-03-28,65.6339,66.7681,63.8303,64.3974,376576.0
2020-03-29,65.6339,66.7681,63.8303,64.3974,376576.0
2020-03-30,64.5753,66.1577,63.7889,65.4367,412891.0
2020-03-31,65.315,65.5023,63.1241,64.6034,569545.0
2020-04-01,62.1972,62.1972,58.9577,60.1374,479881.0
2020-04-02,59.8471,63.2084,59.3322,62.1785,484061.0
2020-04-03,62.1972,63.4612,60.1701,62.0942,348957.0
2020-04-04,62.1972,63.4612,60.1701,62.0942,348957.0
2020-04-05,62.1972,63.4612,60.1701,62.0942,348957.0
2020-04-06,64.463,67.7353,64.3319,67.4497,403685.0
2020-04-07,69.6968,72.1124,68.0021,68.1051,470414.0
2020-04-08,69.2099,73.1423,68.3439,72.7678,489589.0
2020-04-09,74.1722,75.5579,71.8128,73.1236,328676.0
2020-04-10,74.1722,75.5579,71.8128,73.1236,328676.0
2020-04-11,74.1722,75.5579,71.8128,73.1236,328676.0
2020-04-12,74.1722,75.5579,71.8128,73.1236,328676.0
2020-04-13,72.4588,72.4588,69.4815,69.9964,339172.0
2020-04-14,71.3821,72.3933,70.4458,71.7098,287949.0
2020-04-15,69.1163,69.9168,68.1051,68.4235,282724.0
2020-04-16,68.4328,70.2492,67.6276,70.1088,281172.0
2020-04-17,72.1873,73.264,70.399,70.914,326813.0
2020-04-18,72.1873,73.264,70.399,70.914,326813.0
2020-04-19,72.1873,73.264,70.399,70.914,326813.0
2020-04-20,69.3972,70.1649,68.1332,69.0976,373880.0
2020-04-21,67.4404,68.5639,66.7569,68.0302,211931.0
2020-04-22,69.3691,69.8372,68.3486,69.2006,192008.0
2020-04-23,69.9683,71.5038,69.5844,69.8185,254553.0
2020-04-24,70.4552,71.8315,69.0133,71.1855,443406.0
2020-04-25,70.4552,71.8315,69.0133,71.1855,443406.0
2020-04-26,70.4552,71.8315,69.0133,71.1855,443406.0
2020-04-27,72.4963,76.4193,70.0526,75.586,603495.0
2020-04-28,76.9623,77.8518,74.4157,75.8294,469960.0
2020-04-29,77.3743,78.5634,76.8125,77.9642,332973.0
2020-04-30,77.1215,77.1215,75.3426,75.38,681647.0
2020-05-01,74.1535,74.1535,71.6162,71.9907,303163.0
2020-05-02,74.1535,74.1535,71.6162,71.9907,303163.0
2020-05-03,74.1535,74.1535,71.6162,71.9907,303163.0
2020-05-04,71.0263,72.0281,70.3943,71.5881,323562.0
2020-05-05,72.6461,73.3951,72.1873,72.3746,252713.0
2020-05-06,73.0206,73.0206,70.8484,70.8672,256253.0
2020-05-07,71.9626,73.2174,70.6705,71.7285,368938.0
2020-05-08,73.1798,73.8633,71.7285,73.676,198115.0
2020-05-09,73.1798,73.8633,71.7285,73.676,198115.0
2020-05-10,73.1798,73.8633,71.7285,73.676,198115.0
2020-05-11,72.7397,73.456,71.2323,72.6835,460284.0
2020-05-12,73.1049,73.1049,69.7904,69.8841,285946.0
2020-05-13,69.3785,70.1649,65.2776,66.4011,462439.0
2020-05-14,64.8188,67.6557,63.7795,67.534,346752.0
2020-05-15,67.225,69.341,66.2138,68.4328,938494.0
2020-05-16,67.225,69.341,66.2138,68.4328,938494.0
2020-05-17,67.225,69.341,66.2138,68.4328,938494.0
2020-05-18,70.6237,74.3782,70.0807,73.5262,411283.0
2020-05-19,73.2828,74.3595,72.7584,73.1049,342437.0
2020-05-20,74.4063,75.4456,73.8633,74.3969,232947.0
2020-05-21,73.6105,74.9493,73.6105,74.2939,322398.0
2020-05-22,74.5561,74.7808,72.9644,74.6123,302355.0
2020-05-23,74.5561,74.7808,72.9644,74.6123,302355.0
2020-05-24,74.5561,74.7808,72.9644,74.6123,302355.0
2020-05-25,74.5561,74.7808,72.9644,74.6123,302355.0
2020-05-26,76.9343,78.9098,75.8388,78.4791,323803.0
2020-05-27,79.5839,81.082,79.3499,80.4172,278386.0
2020-05-28,81.3348,81.3348,77.4211,77.9735,228516.0
2020-05-29,77.5335,79.2469,75.8669,76.9343,251561.0
2020-05-30,77.5335,79.2469,75.8669,76.9343,251561.0
2020-05-31,77.5335,79.2469,75.8669,76.9343,251561.0
2020-06-01,77.3369,78.1795,76.6433,77.496,212988.0
2020-06-02,78.4885,79.0503,77.805,78.1327,168072.0
2020-06-03,78.6008,80.6794,78.6008,80.2206,199320.0
2020-06-04,79.6776,80.7075,78.8488,80.6607,311876.0
2020-06-05,83.0201,84.4678,82.0838,83.8815,271070.0
2020-06-06,83.0201,84.4678,82.0838,83.8815,271070.0
2020-06-07,83.0201,84.4678,82.0838,83.8815,271070.0
2020-06-08,82.8609,86.606,82.6128,85.8757,392069.0
2020-06-09,84.6118,86.0443,83.9657,84.8927,383563.0
2020-06-10,84.8646,84.8646,81.8216,81.8685,362114.0
2020-06-11,78.6196,79.2375,74.9493,75.0336,420577.0
2020-06-12,77.9829,78.7694,74.0973,76.5785,441638.0
2020-06-13,77.9829,78.7694,74.0973,76.5785,441638.0
2020-06-14,77.9829,78.7694,74.0973,76.5785,441638.0
2020-06-15,74.0411,77.7114,73.9288,77.1122,297404.0
2020-06-16,80.3891,80.4921,77.7114,78.4604,279562.0
2020-06-17,78.657,79.3218,77.4679,79.1252,395444.0
2020-06-18,79.3124,79.4529,78.0297,78.2825,400360.0
2020-06-19,79.9023,79.9023,76.953,78.1889,793690.0
2020-06-20,79.9023,79.9023,76.953,78.1889,793690.0
2020-06-21,79.9023,79.9023,76.953,78.1889,793690.0
2020-06-22,77.8705,77.8705,76.1478,77.4211,266606.0
2020-06-23,78.7038,78.7038,76.6253,76.9717,263885.0
2020-06-24,76.6346,76.6346,74.4999,75.1647,212437.0
2020-06-25,74.3408,75.7077,74.0411,75.5673,239967.0
2020-06-26,74.9587,76.4848,74.5936,75.8856,1028393.0
2020-06-27,74.9587,76.4848,74.5936,75.8856,1028393.0
2020-06-28,74.9587,76.4848,74.5936,75.8856,1028393.0
2020-06-29,76.5827,78.1464,76.3755,78.0428,210777.0
2020-06-30,78.0051,79.889,77.2609,79.3521,311652.0
2020-07-01,79.6536,79.6536,77.5247,77.7225,215145.0
2020-07-02,79.1449,80.2282,78.4572,79.1072,172826.0
2020-07-03,79.1449,80.2282,78.4572,79.1072,172826.0
2020-07-04,79.1449,80.2282,78.4572,79.1072,172826.0
2020-07-05,79.1449,80.2282,78.4572,79.1072,172826.0
2020-07-06,80.4637,80.9441,79.3615,80.3412,251440.0
2020-07-07,79.5217,80.3789,79.1072,79.5217,213870.0
2020-07-08,79.9738,80.718,79.1731,80.5955,400094.0
2020-07-09,80.6709,80.7745,78.6927,78.9565,195910.0
2020-07-10,79.1637,79.7525,78.7398,79.4275,234144.0
2020-07-11,79.1637,79.7525,78.7398,79.4275,234144.0
2020-07-12,79.1637,79.7525,78.7398,79.4275,234144.0
2020-07-13,80.1057,81.7542,79.8043,81.2738,302112.0
2020-07-14,81.302,83.2331,80.4354,83.0824,380475.0
2020-07-15,84.5707,85.0134,82.9411,84.6272,267687.0
2020-07-16,84.6084,85.7246,83.6664,84.3446,268643.0
2020-07-17,84.8627,85.6728,84.062,84.1656,329902.0
2020-07-18,84.8627,85.6728,84.062,84.1656,329902.0
2020-07-19,84.8627,85.6728,84.062,84.1656,329902.0
2020-07-20,83.478,83.9584,82.2911,82.9693,172342.0
2020-07-21,83.7417,84.7026,83.2707,84.4011,221685.0
2020-07-22,84.2598,85.1359,84.2598,84.9475,296743.0
2020-07-23,85.004,86.8785,84.5707,85.7105,442638.0
2020-07-24,86.3039,87.0198,85.2253,86.2191,342917.0
2020-07-25,86.3039,87.0198,85.2253,86.2191,342917.0
2020-07-26,86.3039,87.0198,85.2253,86.2191,342917.0
2020-07-27,88.5364,90.5098,85.8047,88.3009,727764.0
2020-07-28,88.0842,88.7625,85.1264,85.1641,601966.0
2020-07-29,85.1264,87.2459,85.1264,86.3887,1069395.0
2020-07-30,85.0511,85.6822,83.9702,85.6822,328887.0
2020-07-31,85.6822,86.5111,83.2519,85.1453,571954.0
2020-08-01,85.6822,86.5111,83.2519,85.1453,571954.0
2020-08-02,85.6822,86.5111,83.2519,85.1453,571954.0
2020-08-03,85.8612,87.3589,85.0793,86.6242,342818.0
2020-08-04,86.3322,87.0952,85.9648,86.9256,242676.0
2020-08-05,87.1329,88.5176,87.1234,88.1313,174554.0
2020-08-06,88.4799,88.4799,87.7357,88.0513,213673.0
2020-08-07,88.0089,89.7515,87.6306,89.7139,222830.0
2020-08-08,88.0089,89.7515,87.6306,89.7139,222830.0
2020-08-09,88.0089,89.7515,87.6306,89.7139,222830.0
2020-08-10,89.9588,91.6991,86.9803,91.2022,513938.0
2020-08-11,92.1159,93.1945,87.5096,92.3702,415560.0
2020-08-12,93.1521,93.1521,91.8522,92.4362,274257.0
2020-08-13,92.1253,92.2808,91.223,91.7391,197479.0
2020-08-14,90.5899,92.3702,90.4675,91.7862,197500.0
2020-08-15,90.5899,92.3702,90.4675,91.7862,197500.0
2020-08-16,90.5899,92.3702,90.4675,91.7862,197500.0
2020-08-17,91.9181,92.5492,91.3623,92.0311,134974.0
2020-08-18,91.7485,92.1159,90.9855,91.0609,167193.0
2020-08-19,91.3812,91.7391,90.2979,90.5993,206024.0
2020-08-20,89.5066,90.4204,89.1581,90.0436,182448.0
2020-08-21,89.9117,90.7124,89.8081,90.6182,176170.0
2020-08-22,89.9117,90.7124,89.8081,90.6182,176170.0
2020-08-23,89.9117,90.7124,89.8081,90.6182,176170.0
2020-08-24,91.513,92.2289,91.0044,91.5225,254072.0
2020-08-25,91.8333,91.9087,90.5145,91.108,192191.0
2020-08-26,91.1457,92.1159,90.4015,91.6167,272293.0
2020-08-27,92.1065,92.3137,91.4094,91.6355,142018.0
2020-08-28,92.1065,92.5398,91.3246,92.5021,152073.0
2020-08-29,92.1065,92.5398,91.3246,92.5021,152073.0
2020-08-30,92.1065,92.5398,91.3246,92.5021,152073.0
2020-08-31,91.9558,93.2557,91.0797,91.0986,196163.0
2020-09-01,91.4471,92.3702,90.7783,91.9181,365192.0
2020-09-02,92.1818,93.2274,91.9369,92.7376,411527.0
2020-09-03,92.8977,92.9166,88.2726,88.9791,329623.0
2020-09-04,90.0812,90.6464,88.9885,89.2052,331274.0
2020-09-05,90.0812,90.6464,88.9885,89.2052,331274.0
2020-09-06,90.0812,90.6464,88.9885,89.2052,331274.0
2020-09-07,90.0812,90.6464,88.9885,89.2052,331274.0
2020-09-08,88.4893,88.4893,86.756,87.114,268678.0
2020-09-09,87.7075,89.0827,87.6227,88.6589,279681.0
2020-09-10,88.7154,88.7154,86.3746,86.6336,216130.0
2020-09-11,86.9916,87.5615,86.2757,87.3401,313281.0
2020-09-12,86.9916,87.5615,86.2757,87.3401,313281.0
2020-09-13,86.9916,87.5615,86.2757,87.3401,313281.0
2020-09-14,87.9241,88.6306,87.4908,88.4422,371580.0
2020-09-15,88.9038,89.2476,87.698,88.1596,227045.0
2020-09-16,89.0074,89.0074,87.1046,87.4343,335671.0
2020-09-17,86.6336,88.4799,85.4137,87.9712,337071.0
2020-09-18,88.7154,88.7154,85.9271,86.3981,561667.0
2020-09-19,88.7154,88.7154,85.9271,86.3981,561667.0
2020-09-20,88.7154,88.7154,85.9271,86.3981,561667.0
2020-09-21,84.7779,84.7779,82.6773,83.5533,353298.0
2020-09-22,83.6664,86.3689,82.8469,83.657,343179.0
2020-09-23,83.6946,84.645,82.3853,82.5548,368979.0
2020-09-24,82.3476,84.6507,81.8342,83.6004,241566.0
2020-09-25,82.9411,84.2504,82.715,83.77,184982.0
2020-09-26,82.9411,84.2504,82.715,83.77,184982.0
2020-09-27,82.9411,84.2504,82.715,83.77,184982.0
2020-09-28,85.004,86.7561,84.8533,86.1155,311931.0
2020-09-29,86.0492,86.859,85.6799,86.447,266432.0
2020-09-30,86.9679,88.0949,86.5417,87.1668,473720.0
2020-10-01,87.2425,88.1706,85.481,86.1345,319403.0
2020-10-02,84.6002,87.9718,84.6002,87.0152,265063.0
2020-10-03,84.6002,87.9718,84.6002,87.0152,265063.0
2020-10-04,84.6002,87.9718,84.6002,87.0152,265063.0
2020-10-05,88.0191,90.1026,88.0002,89.8753,222831.0
2020-10-06,90.3394,91.8783,89.6007,89.7996,350681.0
2020-10-07,91.1065,92.3235,86.5512,90.5667,183836.0
2020-10-08,91.5895,91.6937,88.9394,91.1823,149336.0
2020-10-09,91.8452,91.9162,90.5004,90.8981,167758.0
2020-10-10,91.8452,91.9162,90.5004,90.8981,167758.0
2020-10-11,91.8452,91.9162,90.5004,90.8981,167758.0
2020-10-12,92.2524,93.7251,91.6368,92.7638,287601.0
2020-10-13,91.5421,93.1521,91.5421,92.8207,259461.0
2020-10-14,92.9911,95.0841,92.9911,93.4078,224263.0
2020-10-15,92.3282,95.3919,91.9778,95.0936,234118.0
2020-10-16,94.7242,96.1353,94.7242,95.5387,198379.0
2020-10-17,94.7242,96.1353,94.7242,95.5387,198379.0
2020-10-18,94.7242,96.1353,94.7242,95.5387,198379.0
2020-10-19,97.2623,97.2623,95.1173,95.444,262177.0
2020-10-20,96.4479,97.3381,96.0966,96.5805,227440.0
2020-10-21,97.2055,98.1336,96.0691,96.2774,324575.0
2020-10-22,96.7415,98.5598,96.5994,98.3704,232824.0
2020-10-23,99.2985,100.577,98.6829,99.952,362123.0
2020-10-24,99.2985,100.577,98.6829,99.952,362123.0
2020-10-25,99.2985,100.577,98.6829,99.952,362123.0
2020-10-26,98.5219,98.5219,96.6231,97.2813,389948.0
2020-10-27,94.3738,96.8551,93.7488,96.2111,468436.0
2020-10-28,95.4061,96.3401,94.2412,94.7053,474723.0
2020-10-29,94.9894,96.2774,93.3226,95.9554,350565.0
2020-10-30,95.5198,96.5047,95.1149,96.4289,465638.0
2020-10-31,95.5198,96.5047,95.1149,96.4289,465638.0
2020-11-01,95.5198,96.5047,95.1149,96.4289,465638.0
2020-11-02,97.7832,99.772,97.2291,99.3743,335128.0
2020-11-03,100.3687,102.5658,99.9046,102.1397,275751.0
2020-11-04,99.791,100.6717,97.2813,97.3476,341935.0
2020-11-05,98.484,101.3347,98.3515,100.1793,267973.0
2020-11-06,100.8233,100.8896,99.3553,99.5069,172612.0
2020-11-07,100.8233,100.8896,99.3553,99.5069,172612.0
2020-11-08,100.8233,100.8896,99.3553,99.5069,172612.0
2020-11-09,104.4221,106.0036,102.4143,102.509,326394.0
2020-11-10,103.2193,106.1362,102.483,105.2839,279816.0
2020-11-11,105.729,106.4393,103.8491,106.373,252808.0
2020-11-12,105.9563,106.3919,104.7914,105.3407,481351.0
2020-11-13,105.9752,108.7477,105.9752,108.466,305055.0
2020-11-14,105.9752,108.7477,105.9752,108.466,305055.0
2020-11-15,105.9752,108.7477,105.9752,108.466,305055.0
2020-11-16,109.0532,112.169,108.93,111.5534,334972.0
2020-11-17,110.559,110.5968,108.305,110.0097,223396.0
2020-11-18,110.5874,111.2124,108.4376,108.5228,196020.0
2020-11-19,107.964,108.6554,107.4195,108.5607,185736.0
2020-11-20,108.8353,108.8543,106.8939,107.2916,287351.0
2020-11-21,108.8353,108.8543,106.8939,107.2916,287351.0
2020-11-22,108.8353,108.8543,106.8939,107.2916,287351.0
2020-11-23,108.305,108.9111,107.5568,107.9925,149568.0
2020-11-24,109.4793,110.2417,108.305,109.5077,246729.0
2020-11-25,109.2615,109.2615,107.4782,108.144,187263.0
2020-11-26,109.2615,109.2615,107.4782,108.144,187263.0
2020-11-27,108.6364,109.1289,106.8914,108.9206,69358.0
2020-11-28,108.6364,109.1289,106.8914,108.9206,69358.0
2020-11-29,108.6364,109.1289,106.8914,108.9206,69358.0
2020-11-30,109.1005,109.6119,107.3863,108.9111,204515.0
2020-12-01,110.2464,110.379,108.9537,109.8581,210642.0
2020-12-02,109.3278,110.2654,108.6554,108.8637,165758.0
2020-12-03,108.7217,109.6285,107.8977,108.1819,176984.0
2020-12-04,109.1194,111.6765,108.698,111.6765,187858.0
2020-12-05,109.1194,111.6765,108.698,111.6765,187858.0
2020-12-06,109.1194,111.6765,108.698,111.6765,187858.0
2020-12-07,111.5534,112.2068,111.1319,111.9985,235149.0
2020-12-08,112.0174,113.2936,111.7523,113.1823,181751.0
2020-12-09,113.6369,114.726,111.9843,113.7316,282754.0
2020-12-10,113.4285,114.0536,112.2921,113.1728,501454.0
2020-12-11,112.6046,114.3661,112.0932,114.3188,294305.0
2020-12-12,112.6046,114.3661,112.0932,114.3188,294305.0
2020-12-13,112.6046,114.3661,112.0932,114.3188,294305.0
2020-12-14,115.9003,116.0187,112.0174,112.0174,174038.0
2020-12-15,113.1918,114.7355,112.33,113.7979,169306.0
2020-12-16,114.2146,114.2146,112.2068,112.6898,180634.0
2020-12-17,113.1634,113.4948,112.1784,112.8508,193088.0
2020-12-18,113.2107,113.7742,111.4208,112.4341,565703.0
2020-12-19,113.2107,113.7742,111.4208,112.4341,565703.0
2020-12-20,113.2107,113.7742,111.4208,112.4341,565703.0
2020-12-21,111.0988,112.794,109.8771,112.5288,301673.0
2020-12-22,112.5857,113.0876,111.8091,112.1216,106258.0
2020-12-23,112.9171,113.116,111.8091,112.5572,152248.0
2020-12-24,113.2865,113.2865,111.5155,112.5194,72174.0
2020-12-25,113.2865,113.2865,111.5155,112.5194,72174.0
2020-12-26,113.2865,113.2865,111.5155,112.5194,72174.0
2020-12-27,113.2865,113.2865,111.5155,112.5194,72174.0
2020-12-28,112.7656,113.1823,111.1745,111.7049,178287.0
2020-12-29,111.8375,112.3678,108.5702,109.8581,179517.0
2020-12-30,110.2292,111.7036,110.2292,110.9141,127815.0
2020-12-31,111.1519,111.7512,110.0199,110.5811,195210.0
2021-01-01,111.1519,111.7512,110.0199,110.5811,195210.0
2021-01-02,111.1519,111.7512,110.0199,110.5811,195210.0
2021-01-03,111.1519,111.7512,110.0199,110.5811,195210.0
2021-01-04,110.9997,111.1804,107.1852,108.184,234307.0
2021-01-05,108.184,110.0817,108.184,109.4397,207063.0
2021-01-06,111.0663,115.5941,111.0663,114.7761,386811.0
2021-01-07,115.1851,117.0115,114.1245,116.5549,236139.0
2021-01-08,116.5454,117.002,113.53,115.5751,183686.0
2021-01-09,116.5454,117.002,113.53,115.5751,183686.0
2021-01-10,116.5454,117.002,113.53,115.5751,183686.0
2021-01-11,114.8522,116.2419,114.5383,116.0032,179702.0
2021-01-12,116.4788,117.4015,115.2517,115.8605,132590.0
2021-01-13,115.7273,115.7273,112.9117,113.0068,172371.0
2021-01-14,113.1304,114.2053,112.3314,112.6929,168844.0
2021-01-15,111.8558,115.2327,109.2114,112.4836,404844.0
2021-01-16,111.8558,115.2327,109.2114,112.4836,404844.0
2021-01-17,111.8558,115.2327,109.2114,112.4836,404844.0
2021-01-18,111.8558,115.2327,109.2114,112.4836,404844.0
2021-01-19,113.7107,115.2802,113.4539,114.1388,366784.0
2021-01-20,113.9105,116.5073,113.5014,116.1839,276647.0
2021-01-21,116.4788,116.4788,114.6144,115.0805,174492.0
2021-01-22,114.8046,117.7011,114.0341,117.3825,299805.0
2021-01-23,114.8046,117.7011,114.0341,117.3825,299805.0
2021-01-24,114.8046,117.7011,114.0341,117.3825,299805.0
2021-01-25,116.8308,119.1327,115.1138,115.5466,319502.0
2021-01-26,115.9937,115.9937,112.3314,113.3397,246520.0
2021-01-27,111.4943,113.3873,109.0354,111.7416,316287.0
2021-01-28,113.1875,113.7012,111.2946,111.5038,274758.0
2021-01-29,111.2089,111.5038,108.3552,108.9165,618716.0
2021-01-30,111.2089,111.5038,108.3552,108.9165,618716.0
2021-01-31,111.2089,111.5038,108.3552,108.9165,618716.0
2021-02-01,111.0187,111.3611,108.1698,110.1341,215829.0
2021-02-02,110.7333,111.7416,109.5348,111.1424,220508.0
2021-02-03,111.2375,111.2375,109.5633,110.2006,140682.0
2021-02-04,110.4575,111.3802,108.5074,108.7548,354922.0
2021-02-05,109.3826,110.2102,108.3077,109.5918,419667.0
2021-02-06,109.3826,110.2102,108.3077,109.5918,419667.0
2021-02-07,109.3826,110.2102,108.3077,109.5918,419667.0
2021-02-08,111.7797,111.7797,109.8962,110.5145,377294.0
2021-02-09,110.6002,110.7714,108.8118,109.8772,283710.0
2021-02-10,110.3243,111.5133,110.1055,110.9997,201136.0
2021-02-11,111.4087,111.8082,108.9165,110.6858,354662.0
2021-02-12,108.8023,110.3528,105.1306,110.1055,461044.0
2021-02-13,108.8023,110.3528,105.1306,110.1055,461044.0
2021-02-14,108.8023,110.3528,105.1306,110.1055,461044.0
2021-02-15,108.8023,110.3528,105.1306,110.1055,461044.0
2021-02-16,111.3231,111.9841,109.1923,110.8855,262051.0
2021-02-17,110.3623,111.1043,108.555,108.6977,256118.0
2021-02-18,108.7548,109.3065,106.9569,107.6894,219498.0
2021-02-19,108.7262,110.4765,108.7262,109.7821,200116.0
2021-02-20,108.7262,110.4765,108.7262,109.7821,200116.0
2021-02-21,108.7262,110.4765,108.7262,109.7821,200116.0
2021-02-22,109.2114,111.6703,109.0782,110.467,255405.0
2021-02-23,110.2006,111.7226,109.6299,111.3611,202438.0
2021-02-24,110.9807,113.7583,110.486,113.3207,179374.0
2021-02-25,112.8831,113.6726,111.5229,111.8938,131598.0
2021-02-26,112.008,114.0436,111.2422,112.3504,344462.0
2021-02-27,112.008,114.0436,111.2422,112.3504,344462.0
2021-02-28,112.008,114.0436,111.2422,112.3504,344462.0
2021-03-01,114.0436,115.6988,114.0436,114.4907,203757.0
2021-03-02,114.2529,114.2624,112.8023,113.6536,153202.0
2021-03-03,113.9866,115.323,112.9402,113.7012,148508.0
2021-03-04,114.1007,114.1007,108.3648,109.5823,261535.0
2021-03-05,110.4194,114.0912,108.907,113.8439,240041.0
2021-03-06,110.4194,114.0912,108.907,113.8439,240041.0
2021-03-07,110.4194,114.0912,108.907,113.8439,240041.0
2021-03-08,114.6905,117.0971,113.3207,115.889,220928.0
2021-03-09,116.7071,116.7356,113.5395,113.6251,195340.0
2021-03-10,115.071,116.0412,113.6631,115.4324,194415.0
2021-03-11,115.9366,117.2398,115.0139,116.4122,207686.0
2021-03-12,116.6881,117.801,116.0412,117.5156,174346.0
2021-03-13,116.6881,117.801,116.0412,117.5156,174346.0
2021-03-14,116.6881,117.801,116.0412,117.5156,174346.0
2021-03-15,117.5917,120.6357,116.65,120.4645,297223.0
2021-03-16,120.0554,120.3503,117.0115,118.6476,251443.0
2021-03-17,117.7344,120.1315,116.8117,119.8176,231652.0
2021-03-18,119.9413,122.7522,119.3135,119.4466,171916.0
2021-03-19,118.933,119.8557,117.5632,117.9532,505450.0
2021-03-20,118.933,119.8557,117.5632,117.9532,505450.0
2021-03-21,118.933,119.8557,117.5632,117.9532,505450.0
2021-03-22,118.4098,118.4098,116.0079,117.6583,144820.0
2021-03-23,116.8022,117.6964,114.6429,114.8712,172064.0
2021-03-24,115.7559,117.7059,114.6429,115.8224,181029.0
2021-03-25,115.2137,117.6488,112.8451,116.9925,169927.0
2021-03-26,117.6108,119.2088,116.7594,118.5049,175771.0
2021-03-27,117.6108,119.2088,116.7594,118.5049,175771.0
2021-03-28,117.6108,119.2088,116.7594,118.5049,175771.0
2021-03-29,118.4859,119.8462,114.2149,117.6869,168281.0
2021-03-30,118.0403,119.3488,117.4194,118.6038,174068.0
2021-03-31,118.6325,120.0509,116.9991,117.4289,283272.0
2021-04-01,117.8492,118.2026,116.8224,118.1644,201177.0
2021-04-02,117.8492,118.2026,116.8224,118.1644,201177.0
2021-04-03,117.8492,118.2026,116.8224,118.1644,201177.0
2021-04-04,117.8492,118.2026,116.8224,118.1644,201177.0
2021-04-05,118.6802,119.3966,117.6677,118.8808,170931.0
2021-04-06,119.2151,119.5685,118.1071,118.3364,251128.0
2021-04-07,118.451,118.451,115.7478,116.149,152818.0
2021-04-08,116.149,116.1586,114.2578,115.0315,233677.0
2021-04-09,115.2607,116.9084,115.007,116.6648,155084.0
2021-04-10,115.2607,116.9084,115.007,116.6648,155084.0
2021-04-11,115.2607,116.9084,115.007,116.6648,155084.0
2021-04-12,117.0182,117.1519,115.8529,117.066,172612.0
2021-04-13,117.0087,117.9378,114.3103,114.8404,139933.0
2021-04-14,115.3658,117.7059,115.17,117.0851,186403.0
2021-04-15,117.2761,117.7059,116.3496,117.5436,179480.0
2021-04-16,118.2217,119.4635,117.4958,118.2122,258021.0
2021-04-17,118.2217,119.4635,117.4958,118.2122,258021.0
2021-04-18,118.2217,119.4635,117.4958,118.2122,258021.0
2021-04-19,118.3555,119.7596,117.6487,119.6736,249111.0
2021-04-20,119.6163,120.667,118.2313,118.9477,241678.0
2021-04-21,119.1387,121.5457,119.1387,120.3327,225237.0
2021-04-22,120.5237,121.1615,119.3393,119.5781,134525.0
2021-04-23,119.5781,121.7368,119.5303,120.8103,203875.0
2021-04-24,119.5781,121.7368,119.5303,120.8103,203875.0
2021-04-25,119.5781,121.7368,119.5303,120.8103,203875.0
2021-04-26,121.6604,123.2077,120.6479,121.1637,288206.0
2021-04-27,121.1637,124.3157,119.9601,123.8286,447670.0
2021-04-28,126.0733,126.0733,123.6997,124.4304,392173.0
2021-04-29,124.7456,126.7801,124.5259,126.2261,316491.0
2021-04-30,125.7867,126.2165,121.8514,122.3099,460347.0
2021-05-01,125.7867,126.2165,121.8514,122.3099,460347.0
2021-05-02,125.7867,126.2165,121.8514,122.3099,460347.0
2021-05-03,122.9976,124.8888,121.9517,123.7235,210426.0
2021-05-04,123.0549,126.2261,123.0549,125.9109,237565.0
2021-05-05,126.3025,126.8183,124.9175,126.0542,178557.0
2021-05-06,126.8278,127.6302,125.653,127.6206,154680.0
2021-05-07,126.866,128.9722,126.0542,127.8976,211991.0
2021-05-08,126.866,128.9722,126.0542,127.8976,211991.0
2021-05-09,126.866,128.9722,126.0542,127.8976,211991.0
2021-05-10,128.7095,129.9417,128.06,128.8528,183584.0
2021-05-11,126.9043,127.9454,125.4654,126.1974,184044.0
2021-05-12,125.3951,126.4935,121.2974,121.4502,207949.0
2021-05-13,121.4502,126.0112,121.4407,125.5575,253666.0
2021-05-14,126.4744,127.7448,125.5384,126.3598,157014.0
2021-05-15,126.4744,127.7448,125.5384,126.3598,157014.0
2021-05-16,126.4744,127.7448,125.5384,126.3598,157014.0
2021-05-17,126.3312,126.5413,124.4877,125.2614,138137.0
2021-05-18,125.0703,125.5191,122.606,122.6155,171794.0
2021-05-19,121.689,122.6155,119.8933,122.6155,220674.0
2021-05-20,122.4818,122.9355,121.9994,122.1857,151984.0
2021-05-21,123.0549,123.2842,121.7177,122.4149,142985.0
2021-05-22,123.0549,123.2842,121.7177,122.4149,142985.0
2021-05-23,123.0549,123.2842,121.7177,122.4149,142985.0
2021-05-24,123.4752,123.4752,122.0997,122.8543,142203.0
2021-05-25,122.7302,124.0865,121.498,121.5457,163439.0
2021-05-26,121.5171,122.5487,120.8723,122.5487,155840.0
2021-05-27,123.0263,123.7235,122.606,123.2746,273091.0
