,IR US Equity,IR US Equity,IR US Equity,IR US Equity,IR US Equity
2021-03-02,47.1063,47.3355,46.5881,46.6379,1548578.0
2021-03-03,46.5482,47.3355,46.4386,46.6479,2813347.0
2021-03-04,46.4785,47.5746,45.8407,46.897,3444937.0
2021-03-05,47.4551,49.5079,46.6479,49.3186,3619535.0
2021-03-06,47.4551,49.5079,46.6479,49.3186,3619535.0
2021-03-07,47.4551,49.5079,46.6479,49.3186,3619535.0
2021-03-08,49.6474,51.4312,49.3186,50.3749,6393297.0
2021-03-09,50.355,50.3749,47.9135,47.9234,2216388.0
2021-03-10,48.5513,49.2688,47.7441,48.8004,1454008.0
2021-03-11,48.8502,49.777,48.5628,48.8502,1405038.0
2021-03-12,48.9598,49.5378,48.6908,49.4282,2125000.0
2021-03-13,48.9598,49.5378,48.6908,49.4282,2125000.0
2021-03-14,48.9598,49.5378,48.6908,49.4282,2125000.0
2021-03-15,49.3584,50.6141,49.0097,50.5842,2007019.0
2021-03-16,50.1357,50.3351,48.7705,48.7705,1398724.0
2021-03-17,48.92,49.8468,48.3918,49.6076,1286283.0
2021-03-18,49.6076,50.7237,49.2887,49.5677,2031004.0
2021-03-19,49.4581,49.8169,48.342,49.2787,6270472.0
2021-03-20,49.4581,49.8169,48.342,49.2787,6270472.0
2021-03-21,49.4581,49.8169,48.342,49.2787,6270472.0
2021-03-22,49.2289,49.2289,47.8537,48.6409,1880424.0
2021-03-23,48.0729,48.5542,46.7774,46.9767,1574913.0
2021-03-24,47.3753,48.7805,47.3753,48.1726,1788225.0
2021-03-25,47.7241,48.8153,46.7774,48.5612,1630590.0
2021-03-26,49.0894,49.787,48.621,49.5378,971021.0
2021-03-27,49.0894,49.787,48.621,49.5378,971021.0
2021-03-28,49.0894,49.787,48.621,49.5378,971021.0
2021-03-29,49.4182,49.7969,49.199,49.4182,1149296.0
2021-03-30,49.5777,50.2135,49.2488,49.8667,2069095.0
2021-03-31,49.9265,50.7436,48.9997,49.0396,2105087.0
2021-04-01,49.2389,49.5478,48.7605,49.4382,1857258.0
2021-04-02,49.2389,49.5478,48.7605,49.4382,1857258.0
2021-04-03,49.2389,49.5478,48.7605,49.4382,1857258.0
2021-04-04,49.2389,49.5478,48.7605,49.4382,1857258.0
2021-04-05,49.8468,50.3935,49.6873,49.9165,1839845.0
2021-04-06,50.1856,50.5941,49.7371,50.056,1249018.0
2021-04-07,49.9065,50.1756,49.3485,49.9663,1494150.0
2021-04-08,49.8766,50.2254,49.1591,50.1457,1515756.0
2021-04-09,50.3948,50.5543,49.5578,50.4048,1296310.0
2021-04-10,50.3948,50.5543,49.5578,50.4048,1296310.0
2021-04-11,50.3948,50.5543,49.5578,50.4048,1296310.0
2021-04-12,51.2618,51.3117,49.7471,49.9763,2920239.0
2021-04-13,49.6973,49.7471,48.4616,49.0595,2749962.0
2021-04-14,49.189,49.9414,49.1492,49.2289,1989764.0
2021-04-15,49.3485,49.5677,48.8502,49.1691,2174073.0
2021-04-16,49.6375,50.2055,49.3485,50.066,2722869.0
2021-04-17,49.6375,50.2055,49.3485,50.066,2722869.0
2021-04-18,49.6375,50.2055,49.3485,50.066,2722869.0
2021-04-19,49.9065,50.7835,49.8368,50.7337,2344890.0
2021-04-20,50.6838,50.7237,49.3086,50.1656,3008987.0
2021-04-21,49.9464,50.9529,49.6375,50.7735,2139205.0
2021-04-22,50.7835,51.9345,50.4148,51.0625,2674875.0
2021-04-23,51.3316,51.7103,50.9031,51.4412,1873114.0
2021-04-24,51.3316,51.7103,50.9031,51.4412,1873114.0
2021-04-25,51.3316,51.7103,50.9031,51.4412,1873114.0
2021-04-26,51.4013,51.8199,51.0326,51.0526,2059720.0
2021-04-27,51.2818,51.2818,50.4746,51.0326,1330041.0
2021-04-28,50.8732,51.9395,50.7935,51.7601,3507987.0
2021-04-29,50.1357,51.5209,49.5976,51.0625,3276103.0
2021-04-30,50.5443,50.8084,49.1193,49.2389,3399180.0
2021-05-01,50.5443,50.8084,49.1193,49.2389,3399180.0
2021-05-02,50.5443,50.8084,49.1193,49.2389,3399180.0
2021-05-03,49.3584,49.6175,48.0829,48.1327,2870331.0
2021-05-04,47.9234,49.0993,47.4501,49.0396,1974393.0
2021-05-05,49.2987,49.493,48.4117,49.2389,1431419.0
2021-05-06,49.2488,49.5179,48.8203,49.3584,1355452.0
2021-05-07,49.0993,50.5144,48.6958,50.355,1704497.0
2021-05-08,49.0993,50.5144,48.6958,50.355,1704497.0
2021-05-09,49.0993,50.5144,48.6958,50.355,1704497.0
2021-05-10,50.6838,51.4213,49.9364,49.9464,1495469.0
2021-05-11,47.7241,48.7506,47.0465,47.9932,6767285.0
2021-05-12,48.1227,48.342,46.8671,46.9668,2345920.0
2021-05-13,46.907,47.7939,46.907,47.4052,1474678.0
2021-05-14,47.774,48.5911,47.5846,48.3719,2553991.0
2021-05-15,47.774,48.5911,47.5846,48.3719,2553991.0
2021-05-16,47.774,48.5911,47.5846,48.3719,2553991.0
2021-05-17,48.1925,48.7904,47.6643,48.5911,2894123.0
2021-05-18,48.5811,48.6061,47.8636,48.2523,3407625.0
2021-05-19,47.5746,47.7441,46.598,47.5746,3195274.0
2021-05-20,48.043,48.2922,47.4252,48.1028,4055531.0
2021-05-21,48.5911,49.2389,48.3719,48.7007,2453426.0
2021-05-22,48.5911,49.2389,48.3719,48.7007,2453426.0
2021-05-23,48.5911,49.2389,48.3719,48.7007,2453426.0
2021-05-24,48.9598,49.6076,48.6908,49.4182,2018076.0
2021-05-25,49.3784,49.7222,48.5014,48.5114,1642390.0
2021-05-26,48.6011,49.0196,48.4715,48.9997,1228001.0
2021-05-27,49.478,49.8069,49.1591,49.498,3278618.0
2021-05-28,49.6275,49.6275,49.0595,49.4681,1423413.0
2021-05-29,49.6275,49.6275,49.0595,49.4681,1423413.0
2021-05-30,49.6275,49.6275,49.0595,49.4681,1423413.0
2021-05-31,49.6275,49.6275,49.0595,49.4681,1423413.0
2021-06-01,50.1557,50.4347,49.8468,49.8567,1421127.0
2021-06-02,49.8667,50.0859,49.3435,49.5578,1467779.0
2021-06-03,49.2887,49.3584,48.8502,48.9698,1226644.0
2021-06-04,49.189,49.5179,48.8801,49.0396,1268039.0
2021-06-05,49.189,49.5179,48.8801,49.0396,1268039.0
2021-06-06,49.189,49.5179,48.8801,49.0396,1268039.0
2021-06-07,49.2189,49.2488,47.9583,48.043,1569126.0
2021-06-08,47.9035,48.5513,47.5049,48.332,1323324.0
2021-06-09,48.1726,48.1726,47.475,47.5049,1334687.0
2021-06-10,47.8736,47.8935,47.176,47.196,1292033.0
2021-06-11,47.5049,47.7939,47.3654,47.7839,1394233.0
2021-06-12,47.5049,47.7939,47.3654,47.7839,1394233.0
2021-06-13,47.5049,47.7939,47.3654,47.7839,1394233.0
2021-06-14,47.8039,47.8288,47.196,47.3654,1652076.0
2021-06-15,47.4949,47.5946,47.0365,47.1561,2345011.0
2021-06-16,46.9967,47.774,46.598,47.5746,4026351.0
2021-06-17,48.1227,48.3392,45.7908,45.8307,5377436.0
2021-06-18,45.0036,46.2393,44.8541,45.3424,4236665.0
2021-06-19,45.0036,46.2393,44.8541,45.3424,4236665.0
2021-06-20,45.0036,46.2393,44.8541,45.3424,4236665.0
2021-06-21,45.7908,46.8372,45.7908,46.7575,2250136.0
2021-06-22,46.887,46.887,46.0599,46.4386,1342853.0
2021-06-23,46.4685,46.8771,46.1596,46.6479,1669955.0
2021-06-24,46.9867,47.7391,46.603,47.475,2688584.0
2021-06-25,47.8138,48.9598,47.7241,48.8104,4384393.0
2021-06-26,47.8138,48.9598,47.7241,48.8104,4384393.0
2021-06-27,47.8138,48.9598,47.7241,48.8104,4384393.0
2021-06-28,48.9299,48.9698,47.9444,48.6708,1941175.0
2021-06-29,48.8602,49.1392,48.337,48.3719,1443060.0
2021-06-30,48.2523,48.8602,48.2523,48.6409,1635259.0
2021-07-01,48.9698,49.2189,48.3619,48.4416,2471873.0
2021-07-02,48.5114,48.6646,48.2324,48.4217,1451330.0
2021-07-03,48.5114,48.6646,48.2324,48.4217,1451330.0
2021-07-04,48.5114,48.6646,48.2324,48.4217,1451330.0
2021-07-05,48.5114,48.6646,48.2324,48.4217,1451330.0
2021-07-06,49.0097,49.0545,47.6643,48.0928,1674811.0
2021-07-07,47.9135,49.2558,47.8537,49.1791,5212804.0
2021-07-08,48.4416,48.7207,47.9135,48.0928,3431962.0
2021-07-09,48.8303,49.3983,48.6808,49.209,2387834.0
2021-07-10,48.8303,49.3983,48.6808,49.209,2387834.0
2021-07-11,48.8303,49.3983,48.6808,49.209,2387834.0
2021-07-12,49.3286,49.5279,48.9798,49.209,1382911.0
2021-07-13,49.0495,49.1292,48.2772,48.4117,1358263.0
2021-07-14,48.4516,48.8402,47.7441,47.9035,1616447.0
2021-07-15,47.6843,48.5014,47.485,47.9633,2133249.0
2021-07-16,48.1526,48.7306,47.9284,47.9932,1987508.0
2021-07-17,48.1526,48.7306,47.9284,47.9932,1987508.0
2021-07-18,48.1526,48.7306,47.9284,47.9932,1987508.0
2021-07-19,46.5183,46.887,45.6862,46.0898,2869399.0
2021-07-20,46.3389,48.0729,46.1695,47.9832,2019577.0
2021-07-21,48.2822,48.8004,48.1726,48.4616,1470822.0
2021-07-22,48.621,48.8004,48.1726,48.332,1927213.0
2021-07-23,48.6908,48.8901,47.9533,48.4416,1902431.0
2021-07-24,48.6908,48.8901,47.9533,48.4416,1902431.0
2021-07-25,48.6908,48.8901,47.9533,48.4416,1902431.0
2021-07-26,48.5811,48.8901,48.3918,48.6808,961446.0
2021-07-27,48.1227,48.7705,47.9135,48.043,1464847.0
2021-07-28,47.9533,48.1626,47.186,47.3056,2343341.0
2021-07-29,47.0863,48.4516,47.0863,48.0131,2535708.0
2021-07-30,48.0729,48.7506,47.8337,48.7007,2133411.0
2021-07-31,48.0729,48.7506,47.8337,48.7007,2133411.0
2021-08-01,48.0729,48.7506,47.8337,48.7007,2133411.0
2021-08-02,48.7904,49.6873,48.1427,48.2025,1876919.0
2021-08-03,48.5313,49.6325,47.754,49.498,2547867.0
2021-08-04,49.5478,50.8433,49.199,50.1457,10410404.0
2021-08-05,50.5443,51.212,49.7222,49.9265,6823571.0
2021-08-06,50.2354,50.7088,49.6076,49.6474,4598793.0
2021-08-07,50.2354,50.7088,49.6076,49.6474,4598793.0
2021-08-08,50.2354,50.7088,49.6076,49.6474,4598793.0
2021-08-09,49.4282,49.6175,48.8701,49.3485,2136554.0
2021-08-10,49.3883,50.933,49.2987,50.8831,2676111.0
2021-08-11,51.0227,51.3515,50.4945,51.3515,2295857.0
2021-08-12,51.4213,51.8896,51.2718,51.8299,2285994.0
2021-08-13,51.8199,52.4726,51.6704,52.2484,2799123.0
2021-08-14,51.8199,52.4726,51.6704,52.2484,2799123.0
2021-08-15,51.8199,52.4726,51.6704,52.2484,2799123.0
2021-08-16,52.0591,52.2883,51.491,52.1189,1677341.0
2021-08-17,51.79,51.9096,50.4945,50.6739,2778137.0
2021-08-18,50.5443,50.913,50.2354,50.3052,1544545.0
2021-08-19,49.8268,50.0361,49.1392,49.5677,2231561.0
2021-08-20,49.5777,49.9663,49.2787,49.9065,1489281.0
2021-08-21,49.5777,49.9663,49.2787,49.9065,1489281.0
2021-08-22,49.5777,49.9663,49.2787,49.9065,1489281.0
2021-08-23,50.4048,51.0924,50.3151,50.7735,1637602.0
2021-08-24,50.913,51.8199,50.913,51.6206,1540523.0
2021-08-25,51.8099,52.2185,51.4811,51.9096,2112919.0
2021-08-26,51.8099,52.0192,51.1522,51.6405,2154805.0
2021-08-27,51.8996,53.2051,51.5807,52.6669,3400764.0
2021-08-28,51.8996,53.2051,51.5807,52.6669,3400764.0
2021-08-29,51.8996,53.2051,51.5807,52.6669,3400764.0
2021-08-30,52.7068,53.3546,52.2683,53.0656,2042896.0
2021-08-31,53.0357,53.235,52.4676,52.8364,2159069.0
2021-09-01,53.1254,53.1254,52.1986,52.5573,1991907.0
2021-09-02,53.2449,54.2664,52.7168,53.6037,3857081.0
2021-09-03,53.6934,54.0173,52.4477,52.7566,3760328.0
2021-09-04,53.6934,54.0173,52.4477,52.7566,3760328.0
2021-09-05,53.6934,54.0173,52.4477,52.7566,3760328.0
2021-09-06,53.6934,54.0173,52.4477,52.7566,3760328.0
2021-09-07,52.5573,52.8962,51.3017,51.5807,2502297.0
2021-09-08,51.3814,52.6769,51.2319,52.5374,2777926.0
2021-09-09,52.5374,53.9624,52.5374,53.7033,3864152.0
2021-09-10,54.2614,55.0487,53.9325,54.5404,3696088.0
2021-09-11,54.2614,55.0487,53.9325,54.5404,3696088.0
2021-09-12,54.2614,55.0487,53.9325,54.5404,3696088.0
2021-09-13,55.1184,55.4274,53.22,53.813,3969067.0
2021-09-14,54.1219,54.1319,52.6869,53.3645,2652860.0
2021-09-15,53.2549,54.8294,53.0456,54.7896,3058904.0
2021-09-16,54.5604,54.9889,54.0123,54.381,2961282.0
2021-09-17,53.7731,54.5205,53.6236,54.1119,8807256.0
2021-09-18,53.7731,54.5205,53.6236,54.1119,8807256.0
2021-09-19,53.7731,54.5205,53.6236,54.1119,8807256.0
2021-09-20,52.946,53.3446,52.1687,52.8065,2795180.0
2021-09-21,53.1453,53.235,51.9793,52.7367,2089729.0
2021-09-22,53.2649,53.5439,52.657,52.7168,2314607.0
2021-09-23,52.9759,53.5937,52.8463,53.4542,2461047.0
2021-09-24,53.4144,53.7831,53.0257,53.3247,1516040.0
2021-09-25,53.4144,53.7831,53.0257,53.3247,1516040.0
2021-09-26,53.4144,53.7831,53.0257,53.3247,1516040.0
2021-09-27,53.4442,54.5504,53.1453,53.1951,2818965.0
2021-09-28,52.657,52.9858,51.1422,51.3814,2336906.0
2021-09-29,51.5708,51.8199,51.0629,51.2319,1972412.0
2021-09-30,51.3914,51.4611,50.2055,50.2354,2892678.0
2021-10-01,50.4546,50.9928,49.8468,50.6938,1209346.0
2021-10-02,50.4546,50.9928,49.8468,50.6938,1209346.0
2021-10-03,50.4546,50.9928,49.8468,50.6938,1209346.0
2021-10-04,50.7935,51.1821,50.3649,50.5643,1620574.0
2021-10-05,50.6838,51.5757,50.3253,51.0326,1613249.0
2021-10-06,50.2653,51.1323,49.8766,50.9928,3167444.0
2021-10-07,51.6206,52.2683,51.491,51.5209,2244913.0
2021-10-08,51.2319,51.5857,50.5244,50.8134,1342687.0
2021-10-09,51.2319,51.5857,50.5244,50.8134,1342687.0
2021-10-10,51.2319,51.5857,50.5244,50.8134,1342687.0
2021-10-11,50.6539,50.9928,49.8866,49.8966,1379322.0
2021-10-12,50.0062,50.4048,49.5428,49.7172,1563296.0
2021-10-13,49.9464,50.6689,49.5777,50.5643,1651577.0
2021-10-14,51.0127,52.1189,50.7237,52.089,1756831.0
2021-10-15,52.4826,52.8962,52.2883,52.3281,1229850.0
2021-10-16,52.4826,52.8962,52.2883,52.3281,1229850.0
2021-10-17,52.4826,52.8962,52.2883,52.3281,1229850.0
2021-10-18,51.8797,52.8962,51.7252,52.7367,1640265.0
2021-10-19,53.1752,53.7133,53.1154,53.3845,1691787.0
2021-10-20,53.5738,53.8847,53.2898,53.3745,1412840.0
2021-10-21,52.8762,54.1518,52.8762,53.9226,2410061.0
2021-10-22,54.1518,54.4607,53.5439,54.0123,1050106.0
2021-10-23,54.1518,54.4607,53.5439,54.0123,1050106.0
2021-10-24,54.1518,54.4607,53.5439,54.0123,1050106.0
2021-10-25,53.8528,54.8494,53.6635,54.3611,1625906.0
2021-10-26,54.5803,54.6102,53.7063,53.7532,1348613.0
2021-10-27,53.6834,54.2564,52.9908,53.0357,1511145.0
2021-10-28,53.0656,54.1518,52.7168,54.1418,1561851.0
2021-10-29,53.8229,54.2913,53.3147,53.5738,2133777.0
2021-10-30,53.8229,54.2913,53.3147,53.5738,2133777.0
2021-10-31,53.8229,54.2913,53.3147,53.5738,2133777.0
2021-11-01,53.7332,54.6052,53.6934,54.3013,1614021.0
2021-11-02,54.3112,56.0552,53.813,56.0352,2100498.0
2021-11-03,55.826,56.1349,55.0885,55.8658,2096348.0
2021-11-04,56.8424,58.2276,56.3342,56.9521,2183041.0
2021-11-05,57.4902,57.8489,56.4837,57.0517,2939146.0
2021-11-06,57.4902,57.8489,56.4837,57.0517,2939146.0
2021-11-07,57.4902,57.8489,56.4837,57.0517,2939146.0
2021-11-08,57.6297,58.0682,57.3905,57.7094,2282843.0
2021-11-09,57.6297,59.3742,57.6097,59.3144,3092973.0
2021-11-10,58.9156,59.3044,58.1082,58.2078,1820875.0
2021-11-11,58.3773,58.482,57.7543,58.0683,1083937.0
2021-11-12,58.3474,58.4137,57.6994,58.2677,1369350.0
2021-11-13,58.3474,58.4137,57.6994,58.2677,1369350.0
2021-11-14,58.3474,58.4137,57.6994,58.2677,1369350.0
2021-11-15,58.4072,59.2147,58.3673,58.8658,2400687.0
2021-11-16,59.0353,60.7997,58.9754,60.1119,2146952.0
2021-11-17,59.9923,59.9967,58.3773,59.1549,1912966.0
2021-11-18,59.8128,61.0689,59.6334,60.71,3510567.0
2021-11-19,61.687,61.8664,60.1019,61.2583,2734794.0
2021-11-20,61.687,61.8664,60.1019,61.2583,2734794.0
2021-11-21,61.687,61.8664,60.1019,61.2583,2734794.0
2021-11-22,61.5474,61.8564,59.6932,59.7331,1954460.0
2021-11-23,59.5237,60.5704,59.2645,60.5007,1908495.0
2021-11-24,59.8328,60.8496,59.8128,60.8296,1370679.0
2021-11-25,59.8328,60.8496,59.8128,60.8296,1370679.0
2021-11-26,58.3075,59.7231,58.0085,58.7561,1882438.0
2021-11-27,58.3075,59.7231,58.0085,58.7561,1882438.0
2021-11-28,58.3075,59.7231,58.0085,58.7561,1882438.0
2021-11-29,59.6932,60.3711,59.0951,59.6134,1999434.0
2021-11-30,59.0652,59.9524,57.8391,58.158,2563666.0
2021-12-01,59.2446,59.6533,56.892,56.9219,1463725.0
2021-12-02,57.3106,59.3941,57.211,59.0552,2415474.0
2021-12-03,59.424,59.424,57.3904,58.3175,2174136.0
2021-12-04,59.424,59.424,57.3904,58.3175,2174136.0
2021-12-05,59.424,59.424,57.3904,58.3175,2174136.0
2021-12-06,59.1449,59.5237,58.5368,58.5567,2623708.0
2021-12-07,59.1449,60.2315,59.0353,59.5437,2201784.0
2021-12-08,59.3243,60.0222,58.7362,59.9624,2615023.0
2021-12-09,59.6035,60.2365,59.3742,59.7331,1162137.0
2021-12-10,59.8128,60.0022,59.0652,59.4041,1676469.0
2021-12-11,59.8128,60.0022,59.0652,59.4041,1676469.0
2021-12-12,59.8128,60.0022,59.0652,59.4041,1676469.0
2021-12-13,59.3742,60.1119,59.2895,59.4539,1983250.0
2021-12-14,59.0452,59.3941,57.2558,57.8988,3232405.0
2021-12-15,58.2976,59.4141,57.6396,59.3543,2478268.0
2021-12-16,59.5337,60.4907,58.5867,59.2346,1976244.0
2021-12-17,58.9954,59.3044,57.9786,58.0384,3680217.0
2021-12-18,58.9954,59.3044,57.9786,58.0384,3680217.0
2021-12-19,58.9954,59.3044,57.9786,58.0384,3680217.0
2021-12-20,57.2409,57.7592,56.7225,57.6895,2193295.0
2021-12-21,58.3474,59.3443,57.9187,58.9854,1711529.0
2021-12-22,59.0353,59.3044,58.148,58.5567,1148177.0
2021-12-23,58.8558,59.8627,58.7761,59.5536,1140166.0
2021-12-24,58.8558,59.8627,58.7761,59.5536,1140166.0
2021-12-25,58.8558,59.8627,58.7761,59.5536,1140166.0
2021-12-26,58.8558,59.8627,58.7761,59.5536,1140166.0
2021-12-27,59.6932,61.2483,59.6035,61.019,1197370.0
2021-12-28,61.0888,61.5075,60.71,61.1785,1244126.0
2021-12-29,61.0888,61.3979,60.8894,61.2085,754664.0
2021-12-30,61.2284,61.8066,61.0589,61.0589,757347.0
2021-12-31,60.9592,62.0359,60.9592,61.677,966192.0
2022-01-01,60.9592,62.0359,60.9592,61.677,966192.0
2022-01-02,60.9592,62.0359,60.9592,61.677,966192.0
2022-01-03,62.006,62.4446,59.1349,59.444,1893131.0
2022-01-04,59.9624,60.8795,59.5437,60.5505,1837821.0
2022-01-05,60.5605,61.1586,58.9655,59.0253,2537670.0
2022-01-06,59.5437,60.3113,58.9246,60.1119,1367384.0
2022-01-07,60.1418,60.6801,59.0652,59.115,1917853.0
2022-01-08,60.1418,60.6801,59.0652,59.115,1917853.0
2022-01-09,60.1418,60.6801,59.0652,59.115,1917853.0
2022-01-10,58.2976,58.9057,57.7792,58.806,2101633.0
2022-01-11,59.1349,59.9025,58.1979,59.7829,1543469.0
2022-01-12,60.0321,60.4708,59.6134,59.7929,1085759.0
2022-01-13,59.6633,60.2614,59.12,59.3343,1370610.0
2022-01-14,58.5767,59.3144,58.1082,59.1748,1947666.0
2022-01-15,58.5767,59.3144,58.1082,59.1748,1947666.0
2022-01-16,58.5767,59.3144,58.1082,59.1748,1947666.0
2022-01-17,58.5767,59.3144,58.1082,59.1748,1947666.0
2022-01-18,58.3574,58.9356,57.9786,58.4272,1756271.0
2022-01-19,58.8259,59.2446,58.0782,58.1979,1429639.0
2022-01-20,58.0683,59.1948,57.3306,57.4701,1650744.0
2022-01-21,56.9717,57.7194,56.4334,57.0913,1983748.0
2022-01-22,56.9717,57.7194,56.4334,57.0913,1983748.0
2022-01-23,56.9717,57.7194,56.4334,57.0913,1983748.0
2022-01-24,56.0645,57.0814,54.2502,56.9817,2971149.0
2022-01-25,56.0346,56.4533,54.33,55.4066,2617257.0
2022-01-26,55.9449,57.1561,55.1574,55.7655,2665266.0
2022-01-27,56.5131,57.0415,54.4396,54.6589,2858849.0
2022-01-28,54.4297,54.968,53.1686,54.948,2408962.0
2022-01-29,54.4297,54.968,53.1686,54.948,2408962.0
2022-01-30,54.4297,54.968,53.1686,54.948,2408962.0
2022-01-31,54.9082,56.1842,54.5593,56.0346,1855470.0
2022-02-01,56.0645,56.892,55.4315,56.6328,1465209.0
2022-02-02,56.7923,57.0614,56.254,56.573,1424960.0
2022-02-03,56.1144,56.3636,54.7487,54.9281,2492920.0
2022-02-04,54.4496,54.9132,53.2633,54.4496,2240527.0
2022-02-05,54.4496,54.9132,53.2633,54.4496,2240527.0
2022-02-06,54.4496,54.9132,53.2633,54.4496,2240527.0
2022-02-07,54.5194,54.8783,54.2403,54.3998,1796425.0
2022-02-08,54.5692,55.4116,54.0949,55.0278,2988495.0
2022-02-09,55.8452,56.3885,55.7555,56.1443,2468293.0
2022-02-10,55.1873,56.4533,54.8384,55.1674,1872942.0
2022-02-11,55.3368,55.4066,52.7948,53.1537,3235640.0
2022-02-12,55.3368,55.4066,52.7948,53.1537,3235640.0
2022-02-13,55.3368,55.4066,52.7948,53.1537,3235640.0
2022-02-14,53.1238,54.0209,53.034,53.6322,3217823.0
2022-02-15,54.5294,55.1574,54.33,54.9381,2739782.0
2022-02-16,54.649,55.0079,54.016,54.7487,1768958.0
2022-02-17,54.2702,54.33,53.1138,53.1437,1578428.0
2022-02-18,52.9942,53.7917,52.6153,52.9044,1827587.0
2022-02-19,52.9942,53.7917,52.6153,52.9044,1827587.0
2022-02-20,52.9942,53.7917,52.6153,52.9044,1827587.0
2022-02-21,52.9942,53.7917,52.6153,52.9044,1827587.0
2022-02-22,52.9643,53.6521,52.5356,52.9244,2015980.0
2022-02-23,53.2533,53.2533,51.6484,51.8378,2683693.0
2022-02-24,50.3125,51.0801,48.8471,50.173,4031946.0
2022-02-25,50.1331,51.439,49.4652,51.2696,2025724.0
2022-02-26,50.1331,51.439,49.4652,51.2696,2025724.0
2022-02-27,50.1331,51.439,49.4652,51.2696,2025724.0
2022-02-28,50.2926,51.2396,49.7593,50.3624,3192982.0
2022-03-01,50.0833,50.163,48.6976,49.0964,3589316.0
2022-03-02,49.6347,50.7512,49.4652,50.2826,2231731.0
2022-03-03,50.4322,50.7312,49.3954,49.535,1859575.0
2022-03-04,48.6079,48.877,46.1007,46.1855,5120967.0
2022-03-05,48.6079,48.877,46.1007,46.1855,5120967.0
2022-03-06,48.6079,48.877,46.1007,46.1855,5120967.0
2022-03-07,46.4646,46.8733,44.7101,44.7599,4854386.0
2022-03-08,45.2087,47.4526,45.1489,45.8171,6545822.0
2022-03-09,47.3131,49.3426,46.944,48.44,6328204.0
2022-03-10,47.4726,48.6993,47.3928,48.44,5216454.0
2022-03-11,48.9985,49.2878,47.4128,47.4627,2740449.0
2022-03-12,48.9985,49.2878,47.4128,47.4627,2740449.0
2022-03-13,48.9985,49.2878,47.4128,47.4627,2740449.0
2022-03-14,48.1408,48.1408,47.2732,47.5325,2372481.0
2022-03-15,47.9314,48.5098,47.6621,48.2705,2128395.0
2022-03-16,48.8489,50.7738,48.8489,50.0657,3148432.0
2022-03-17,49.2578,50.7239,49.2578,50.684,2438171.0
2022-03-18,50.674,51.4121,49.8263,51.2625,3273994.0
2022-03-19,50.674,51.4121,49.8263,51.2625,3273994.0
2022-03-20,50.674,51.4121,49.8263,51.2625,3273994.0
2022-03-21,51.1428,51.6215,50.1355,50.7538,2068758.0
2022-03-22,50.9832,51.3622,50.325,50.6341,2210200.0
2022-03-23,50.2252,50.4646,49.1631,49.188,2444003.0
2022-03-24,49.4872,49.6019,48.9287,49.2578,2124736.0
2022-03-25,49.2279,49.9061,48.7392,49.8463,2214676.0
2022-03-26,49.2279,49.9061,48.7392,49.8463,2214676.0
2022-03-27,49.2279,49.9061,48.7392,49.8463,2214676.0
2022-03-28,49.7665,50.0058,49.188,49.6667,2354674.0
2022-03-29,50.5643,51.3323,50.3449,50.6242,1424705.0
2022-03-30,50.2951,50.8835,50.2053,50.6641,2749230.0
2022-03-31,50.2951,50.7738,50.0358,50.2153,3592964.0
2022-04-01,50.8436,51.2525,50.0457,50.1155,3672251.0
2022-04-02,50.8436,51.2525,50.0457,50.1155,3672251.0
2022-04-03,50.8436,51.2525,50.0457,50.1155,3672251.0
2022-04-04,49.4473,49.7814,48.6794,48.829,3118210.0
2022-04-05,48.6395,49.188,48.061,48.3204,3241599.0
2022-04-06,47.0238,47.8017,46.575,47.7319,3498403.0
2022-04-07,47.5524,47.8516,46.944,47.6222,2376520.0
2022-04-08,47.6721,47.8017,46.5651,46.7047,2521001.0
2022-04-09,47.6721,47.8017,46.5651,46.7047,2521001.0
2022-04-10,47.6721,47.8017,46.5651,46.7047,2521001.0
2022-04-11,46.5052,46.8992,46.1262,46.2958,3263582.0
2022-04-12,46.585,47.2233,45.837,46.1262,1938168.0
2022-04-13,45.9567,47.2781,45.9567,47.2034,1954953.0
2022-04-14,47.1834,47.4227,46.2858,46.3157,1583620.0
2022-04-15,47.1834,47.4227,46.2858,46.3157,1583620.0
2022-04-16,47.1834,47.4227,46.2858,46.3157,1583620.0
2022-04-17,47.1834,47.4227,46.2858,46.3157,1583620.0
2022-04-18,45.9567,47.0438,45.8161,46.4953,1568887.0
2022-04-19,46.3955,48.0261,46.3955,47.8217,1670852.0
2022-04-20,48.1807,49.6318,47.9214,49.2279,2399964.0
2022-04-21,49.7166,49.9659,47.4926,47.6422,1974318.0
2022-04-22,47.0837,47.333,45.6774,45.8171,2305817.0
2022-04-23,47.0837,47.333,45.6774,45.8171,2305817.0
2022-04-24,47.0837,47.333,45.6774,45.8171,2305817.0
2022-04-25,45.3782,45.5677,44.346,45.5478,2258817.0
2022-04-26,45.1389,45.488,43.598,43.6928,2310992.0
2022-04-27,43.7626,44.8098,43.613,44.1416,1771023.0
2022-04-28,44.5505,45.2187,43.4335,44.9594,2745952.0
2022-04-29,44.8497,45.5578,43.7027,43.8424,2136171.0
2022-04-30,44.8497,45.5578,43.7027,43.8424,2136171.0
2022-05-01,44.8497,45.5578,43.7027,43.8424,2136171.0
2022-05-02,43.6529,44.6801,43.1791,44.4308,2782401.0
2022-05-03,44.3111,45.3533,44.0368,45.089,2554080.0
