,CLB US Equity,CLB US Equity,CLB US Equity,CLB US Equity,CLB US Equity
2020-03-15,8.4821,9.0575,7.8373,8.4226,2886144.0
2020-03-16,7.1429,8.6309,6.8452,8.0952,3056085.0
2020-03-17,8.0555,8.6111,7.7579,7.9266,3378630.0
2020-03-18,7.4206,8.0456,6.627,7.9861,1846474.0
2020-03-19,8.0059,10.7143,8.0059,9.3155,3639493.0
2020-03-20,9.8313,10.4464,8.7649,9.871,6632209.0
2020-03-21,9.8313,10.4464,8.7649,9.871,6632209.0
2020-03-22,9.8313,10.4464,8.7649,9.871,6632209.0
2020-03-23,10.0595,10.2083,9.3849,9.7222,1688248.0
2020-03-24,10.6051,10.9077,10.0099,10.8234,1421172.0
2020-03-25,11.002,11.4881,9.9603,10.1885,1476018.0
2020-03-26,10.625,10.6746,9.5338,10.1786,1593129.0
2020-03-27,9.6825,10.2381,9.1667,9.6726,1753912.0
2020-03-28,9.6825,10.2381,9.1667,9.6726,1753912.0
2020-03-29,9.6825,10.2381,9.1667,9.6726,1753912.0
2020-03-30,9.4742,9.8512,8.8294,9.4345,1915222.0
2020-03-31,9.6925,10.5655,9.4742,10.2579,1467346.0
2020-04-01,9.8909,10.2034,8.9385,9.4147,1216267.0
2020-04-02,10.2778,10.6796,9.2857,9.5734,1863528.0
2020-04-03,9.9504,10.1984,9.127,9.8214,1696421.0
2020-04-04,9.9504,10.1984,9.127,9.8214,1696421.0
2020-04-05,9.9504,10.1984,9.127,9.8214,1696421.0
2020-04-06,9.9603,10.3373,9.5337,10.2282,1006912.0
2020-04-07,10.8432,11.0417,10.1389,10.3671,1705874.0
2020-04-08,10.5952,11.0417,9.9405,10.9425,1178445.0
2020-04-09,11.4385,12.5298,10.496,11.5774,2412713.0
2020-04-10,11.4385,12.5298,10.496,11.5774,2412713.0
2020-04-11,11.4385,12.5298,10.496,11.5774,2412713.0
2020-04-12,11.4385,12.5298,10.496,11.5774,2412713.0
2020-04-13,12.3016,12.6786,11.6344,11.7559,1730527.0
2020-04-14,11.8055,12.3413,11.5675,11.8948,1468654.0
2020-04-15,11.1309,11.5575,10.5853,11.4782,1373530.0
2020-04-16,11.0615,11.4186,10.5159,10.7242,902971.0
2020-04-17,10.9127,11.8254,10.9127,11.6567,1241454.0
2020-04-18,10.9127,11.8254,10.9127,11.6567,1241454.0
2020-04-19,10.9127,11.8254,10.9127,11.6567,1241454.0
2020-04-20,11.379,12.4008,10.878,11.8651,1570077.0
2020-04-21,11.6766,12.0982,11.5178,11.9841,2096024.0
2020-04-22,12.5298,13.0357,12.4702,12.8869,1181953.0
2020-04-23,12.4008,15.2877,12.4008,14.8214,3453391.0
2020-04-24,15.3472,16.0317,14.4643,14.8413,1679034.0
2020-04-25,15.3472,16.0317,14.4643,14.8413,1679034.0
2020-04-26,15.3472,16.0317,14.4643,14.8413,1679034.0
2020-04-27,14.6329,16.1508,13.6905,15.3869,1166544.0
2020-04-28,16.4881,17.748,16.3393,16.7956,2694671.0
2020-04-29,17.6488,19.6776,17.371,19.5536,1872274.0
2020-04-30,19.8413,20.2579,18.3532,19.4543,9754310.0
2020-05-01,18.5516,19.0476,17.0486,17.371,1528632.0
2020-05-02,18.5516,19.0476,17.0486,17.371,1528632.0
2020-05-03,18.5516,19.0476,17.0486,17.371,1528632.0
2020-05-04,16.627,18.4722,16.2897,18.4424,1241175.0
2020-05-05,19.6924,19.8016,16.6468,16.9643,2105193.0
2020-05-06,17.1528,17.6885,16.4484,16.4583,653291.0
2020-05-07,16.8256,17.312,15.8925,16.1705,757595.0
2020-05-08,16.766,18.8804,16.5675,18.8109,1086914.0
2020-05-09,16.766,18.8804,16.5675,18.8109,1086914.0
2020-05-10,16.766,18.8804,16.5675,18.8109,1086914.0
2020-05-11,18.3642,18.7117,17.9076,18.3047,693209.0
2020-05-12,17.9374,19.2874,17.7389,18.5727,1005544.0
2020-05-13,18.0962,18.0962,16.776,17.1631,903133.0
2020-05-14,16.5179,17.987,16.1705,17.58,951617.0
2020-05-15,17.4609,18.0565,16.905,17.9374,624524.0
2020-05-16,17.4609,18.0565,16.905,17.9374,624524.0
2020-05-17,17.4609,18.0565,16.905,17.9374,624524.0
2020-05-18,19.1187,20.6771,18.8252,20.4389,1007345.0
2020-05-19,20.2007,20.3198,18.8109,18.8109,641316.0
2020-05-20,19.4562,19.7937,19.2278,19.6944,684479.0
2020-05-21,19.7837,20.022,19.0194,19.5455,674873.0
2020-05-22,19.1881,19.6944,19.0789,19.4959,466524.0
2020-05-23,19.1881,19.6944,19.0789,19.4959,466524.0
2020-05-24,19.1881,19.6944,19.0789,19.4959,466524.0
2020-05-25,19.1881,19.6944,19.0789,19.4959,466524.0
2020-05-26,19.9823,20.3297,19.4363,19.615,895925.0
2020-05-27,19.8929,20.4885,18.9102,20.3396,993433.0
2020-05-28,20.4488,20.5878,19.6755,19.8234,807004.0
2020-05-29,19.6547,20.2304,18.7117,20.0716,1191592.0
2020-05-30,19.6547,20.2304,18.7117,20.0716,1191592.0
2020-05-31,19.6547,20.2304,18.7117,20.0716,1191592.0
2020-06-01,20.0518,20.7863,19.2477,19.6448,975510.0
2020-06-02,19.8632,21.1437,19.7639,20.9849,743694.0
2020-06-03,21.5904,21.7988,20.6672,21.3918,696752.0
2020-06-04,21.2132,23.0248,20.9452,22.8014,729057.0
2020-06-05,23.9033,26.9706,23.4566,26.6629,1706532.0
2020-06-06,23.9033,26.9706,23.4566,26.6629,1706532.0
2020-06-07,23.9033,26.9706,23.4566,26.6629,1706532.0
2020-06-08,28.4397,29.3728,26.7671,28.9361,1353252.0
2020-06-09,27.4669,28.9609,26.8316,28.3802,863313.0
2020-06-10,28.132,28.4397,26.0077,26.5438,665027.0
2020-06-11,23.5757,24.1018,21.3819,21.8882,1280084.0
2020-06-12,23.5757,25.4618,23.1191,23.6948,936402.0
2020-06-13,23.5757,25.4618,23.1191,23.6948,936402.0
2020-06-14,23.5757,25.4618,23.1191,23.6948,936402.0
2020-06-15,21.779,21.9031,19.7639,21.0941,4315774.0
2020-06-16,22.5533,22.9305,21.1635,21.5308,2394252.0
2020-06-17,21.4812,21.4812,19.0591,19.5356,1900415.0
2020-06-18,19.2278,20.3942,19.069,19.8234,2066033.0
2020-06-19,20.4488,20.836,19.3569,19.3569,7164546.0
2020-06-20,20.4488,20.836,19.3569,19.3569,7164546.0
2020-06-21,20.4488,20.836,19.3569,19.3569,7164546.0
2020-06-22,19.754,20.4687,19.3966,20.429,1486407.0
2020-06-23,20.7863,21.6499,20.5084,21.0941,1103161.0
2020-06-24,20.5084,20.5183,18.9797,19.2179,651395.0
2020-06-25,18.9995,20.6275,18.9013,20.2304,850355.0
2020-06-26,20.022,20.151,19.4661,19.5157,849483.0
2020-06-27,20.022,20.151,19.4661,19.5157,849483.0
2020-06-28,20.022,20.151,19.4661,19.5157,849483.0
2020-06-29,19.6348,20.1709,19.0392,19.2278,560665.0
2020-06-30,19.069,20.3793,18.6521,20.1709,697762.0
2020-07-01,20.2503,20.8657,19.4959,20.2007,983728.0
2020-07-02,20.7764,21.5209,20.5679,21.1139,547462.0
2020-07-03,20.7764,21.5209,20.5679,21.1139,547462.0
2020-07-04,20.7764,21.5209,20.5679,21.1139,547462.0
2020-07-05,20.7764,21.5209,20.5679,21.1139,547462.0
2020-07-06,22.0867,22.2654,20.8757,21.6996,737748.0
2020-07-07,21.4018,21.5556,20.697,21.4415,1017225.0
2020-07-08,21.6499,22.3647,21.4613,21.8683,736041.0
2020-07-09,21.7294,22.2158,19.883,19.9426,587377.0
2020-07-10,19.8532,20.6771,19.5157,20.6275,671418.0
2020-07-11,19.8532,20.6771,19.5157,20.6275,671418.0
2020-07-12,19.8532,20.6771,19.5157,20.6275,671418.0
2020-07-13,20.9551,21.0246,20.022,20.0319,598285.0
2020-07-14,19.9128,21.0047,19.7341,20.9352,538115.0
2020-07-15,21.4514,21.9378,20.5977,21.233,845371.0
2020-07-16,20.4091,20.9948,19.8532,20.5084,1085757.0
2020-07-17,20.3496,20.8161,20.0617,20.151,498703.0
2020-07-18,20.3496,20.8161,20.0617,20.151,498703.0
2020-07-19,20.3496,20.8161,20.0617,20.151,498703.0
2020-07-20,20.3595,21.1834,20.0716,20.0716,1275491.0
2020-07-21,20.6672,22.6029,20.5977,22.1562,691460.0
2020-07-22,21.908,22.2356,21.0146,22.0966,942732.0
2020-07-23,22.8312,23.7445,21.7591,23.4367,1396156.0
2020-07-24,23.258,23.973,22.9998,23.5758,851980.0
2020-07-25,23.258,23.973,22.9998,23.5758,851980.0
2020-07-26,23.258,23.973,22.9998,23.5758,851980.0
2020-07-27,23.5857,24.4199,23.1388,23.1984,849714.0
2020-07-28,23.0097,23.6552,22.3543,22.394,482267.0
2020-07-29,22.4536,23.1885,22.255,22.8012,462269.0
2020-07-30,22.3146,22.3642,21.4704,21.9868,554652.0
2020-07-31,21.8577,22.0355,20.8547,21.1824,505061.0
2020-08-01,21.8577,22.0355,20.8547,21.1824,505061.0
2020-08-02,21.8577,22.0355,20.8547,21.1824,505061.0
2020-08-03,21.3811,22.7317,21.2023,22.5728,561373.0
2020-08-04,22.5728,23.7545,22.3046,23.5758,525750.0
2020-08-05,24.0922,24.9264,23.8836,24.7575,532166.0
2020-08-06,24.4795,24.688,23.6354,23.6949,261740.0
2020-08-07,23.4467,23.5261,22.831,23.3474,356698.0
2020-08-08,23.4467,23.5261,22.831,23.3474,356698.0
2020-08-09,23.4467,23.5261,22.831,23.3474,356698.0
2020-08-10,23.4963,24.4398,23.4963,24.3504,375029.0
2020-08-11,24.7476,25.3832,24.0922,24.2014,513747.0
2020-08-12,24.6185,24.8469,23.7744,24.2908,434391.0
2020-08-13,24.0922,24.3603,23.3772,23.8737,289084.0
2020-08-14,23.4566,24.4298,23.4566,24.3504,429389.0
2020-08-15,23.4566,24.4298,23.4566,24.3504,429389.0
2020-08-16,23.4566,24.4298,23.4566,24.3504,429389.0
2020-08-17,24.5291,24.6781,23.68,23.9234,190464.0
2020-08-18,23.8439,24.3305,23.3275,23.397,367166.0
2020-08-19,23.1686,24.0326,23.109,23.6254,313551.0
2020-08-20,23.2778,23.7347,22.7525,23.258,551225.0
2020-08-21,22.9998,23.0395,21.7882,22.2252,523376.0
2020-08-22,22.9998,23.0395,21.7882,22.2252,523376.0
2020-08-23,22.9998,23.0395,21.7882,22.2252,523376.0
2020-08-24,22.3841,23.0395,21.9968,22.97,313357.0
2020-08-25,23.2183,23.4268,22.3444,22.3642,291804.0
2020-08-26,22.5728,22.6423,21.252,21.5002,434605.0
2020-08-27,21.3413,21.5995,20.9044,21.4506,453736.0
2020-08-28,21.391,22.0166,21.2827,21.7485,376117.0
2020-08-29,21.391,22.0166,21.2827,21.7485,376117.0
2020-08-30,21.391,22.0166,21.2827,21.7485,376117.0
2020-08-31,21.8875,22.1755,20.7852,20.7852,459639.0
2020-09-01,20.5171,21.0236,20.3284,20.9342,327782.0
2020-09-02,20.964,20.9739,19.8815,19.9709,347992.0
2020-09-03,19.9808,20.9838,19.8517,20.0901,423993.0
2020-09-04,20.5568,20.9044,20.0007,20.7157,369587.0
2020-09-05,20.5568,20.9044,20.0007,20.7157,369587.0
2020-09-06,20.5568,20.9044,20.0007,20.7157,369587.0
2020-09-07,20.5568,20.9044,20.0007,20.7157,369587.0
2020-09-08,20.1596,20.2092,18.1039,18.8388,638020.0
2020-09-09,18.8884,19.2062,18.5806,18.6004,372761.0
2020-09-10,18.5011,18.7196,17.508,17.5676,362236.0
2020-09-11,17.7265,17.7762,17.1307,17.508,246395.0
2020-09-12,17.7265,17.7762,17.1307,17.508,246395.0
2020-09-13,17.7265,17.7762,17.1307,17.508,246395.0
2020-09-14,17.4882,17.6024,16.9718,17.4683,421168.0
2020-09-15,17.6967,18.094,17.2697,17.9649,387738.0
2020-09-16,18.2529,19.6332,18.0244,18.8686,591813.0
2020-09-17,18.372,18.8388,18.084,18.3522,422608.0
2020-09-18,18.372,18.4316,17.3392,17.8159,764991.0
2020-09-19,18.372,18.4316,17.3392,17.8159,764991.0
2020-09-20,18.372,18.4316,17.3392,17.8159,764991.0
2020-09-21,17.081,17.2101,16.4057,17.0115,562632.0
2020-09-22,17.2896,17.5676,17.0016,17.1505,426135.0
2020-09-23,17.2002,17.508,16.3461,16.4256,811016.0
2020-09-24,16.2071,16.7533,15.5219,16.0383,516384.0
2020-09-25,15.7602,16.0532,14.926,15.4325,450648.0
2020-09-26,15.7602,16.0532,14.926,15.4325,450648.0
2020-09-27,15.7602,16.0532,14.926,15.4325,450648.0
2020-09-28,15.8992,16.366,15.8198,15.8893,542864.0
2020-09-29,16.5845,16.8625,15.3866,15.8397,533164.0
2020-09-30,15.8297,16.1475,15.0849,15.1544,580303.0
2020-10-01,14.9459,15.1246,14.1018,14.1911,964961.0
2020-10-02,13.7343,15.3828,13.7244,14.7771,1214911.0
2020-10-03,13.7343,15.3828,13.7244,14.7771,1214911.0
2020-10-04,13.7343,15.3828,13.7244,14.7771,1214911.0
2020-10-05,15.1048,15.6808,15.1048,15.363,471330.0
2020-10-06,15.7999,16.0382,15.4424,15.7304,677140.0
2020-10-07,15.8397,16.2865,15.6113,16.0879,500933.0
2020-10-08,16.2766,16.7434,16.2071,16.6341,227090.0
2020-10-09,16.7533,16.7533,15.9986,16.1972,500411.0
2020-10-10,16.7533,16.7533,15.9986,16.1972,500411.0
2020-10-11,16.7533,16.7533,15.9986,16.1972,500411.0
2020-10-12,16.0283,16.227,15.4871,15.7106,350691.0
2020-10-13,16.0283,16.1177,15.1544,15.1644,502465.0
2020-10-14,15.1942,16.2568,15.1743,15.7602,475086.0
2020-10-15,15.075,15.7801,14.9856,15.6609,325450.0
2020-10-16,15.4623,15.79,14.7274,14.7473,309772.0
2020-10-17,15.4623,15.79,14.7274,14.7473,309772.0
2020-10-18,15.4623,15.79,14.7274,14.7473,309772.0
2020-10-19,14.7969,15.214,14.638,14.7373,378227.0
2020-10-20,15.0452,15.2834,14.5685,14.9161,571343.0
2020-10-21,14.7671,14.787,14.1911,14.36,501683.0
2020-10-22,14.8962,15.641,14.3252,14.8764,893083.0
2020-10-23,14.9062,15.6217,14.7869,15.254,590031.0
2020-10-24,14.9062,15.6217,14.7869,15.254,590031.0
2020-10-25,14.9062,15.6217,14.7869,15.254,590031.0
2020-10-26,14.9559,15.1049,14.5783,14.9758,603825.0
2020-10-27,15.0453,15.2143,14.6578,15.0652,409748.0
2020-10-28,14.5186,14.5484,13.7833,13.9423,441509.0
2020-10-29,13.7236,14.1808,13.346,14.1311,567795.0
2020-10-30,14.0714,14.5484,13.9224,14.3596,433879.0
2020-10-31,14.0714,14.5484,13.9224,14.3596,433879.0
2020-11-01,14.0714,14.5484,13.9224,14.3596,433879.0
2020-11-02,14.6279,15.6416,14.2801,15.2838,585025.0
2020-11-03,15.5323,16.0391,14.8366,15.0254,340633.0
2020-11-04,14.8963,15.2242,14.3497,15.0453,319089.0
2020-11-05,15.095,15.572,15.095,15.5422,565745.0
2020-11-06,15.5024,15.87,15.0453,15.1149,512717.0
2020-11-07,15.5024,15.87,15.0453,15.1149,512717.0
2020-11-08,15.5024,15.87,15.0453,15.1149,512717.0
2020-11-09,17.1421,19.6464,17.1421,18.4737,848853.0
2020-11-10,19.4377,19.4377,17.8278,18.0067,635108.0
2020-11-11,18.2054,18.4936,17.6092,17.8874,279500.0
2020-11-12,17.8477,18.1359,17.321,17.4701,327253.0
2020-11-13,17.6887,18.2849,17.4999,18.2651,232851.0
2020-11-14,17.6887,18.2849,17.4999,18.2651,232851.0
2020-11-15,17.6887,18.2849,17.4999,18.2651,232851.0
2020-11-16,19.3383,20.8289,19.0402,20.6202,512469.0
2020-11-17,20.2128,20.9581,19.9117,20.9382,401267.0
2020-11-18,21.2065,21.7432,20.6699,20.6699,494748.0
2020-11-19,20.2724,20.8687,19.696,20.7693,412357.0
2020-11-20,20.6202,20.7637,19.86,20.0637,261048.0
2020-11-21,20.6202,20.7637,19.86,20.0637,261048.0
2020-11-22,20.6202,20.7637,19.86,20.0637,261048.0
2020-11-23,20.3817,23.4922,20.3817,23.3828,549836.0
2020-11-24,23.8797,25.6387,23.8499,24.1977,689485.0
2020-11-25,23.8797,24.466,23.4524,24.3269,612890.0
2020-11-26,23.8797,24.466,23.4524,24.3269,612890.0
2020-11-27,23.9791,24.1977,23.7307,23.9393,199274.0
2020-11-28,23.9791,24.1977,23.7307,23.9393,199274.0
2020-11-29,23.9791,24.1977,23.7307,23.9393,199274.0
2020-11-30,23.83,23.9493,21.7531,21.8326,523865.0
2020-12-01,22.5779,23.4922,22.4289,23.0549,507712.0
2020-12-02,22.8065,24.9033,22.6375,24.1381,301911.0
2020-12-03,24.3965,25.0822,24.2772,24.4958,529002.0
2020-12-04,25.2809,26.5827,25.1815,26.5032,367302.0
2020-12-05,25.2809,26.5827,25.1815,26.5032,367302.0
2020-12-06,25.2809,26.5827,25.1815,26.5032,367302.0
2020-12-07,26.5032,26.6374,25.7281,25.8871,430507.0
2020-12-08,25.3703,27.5268,25.3405,27.3976,446875.0
2020-12-09,27.4671,27.9839,26.0759,27.2485,693841.0
2020-12-10,27.4373,29.6633,27.2684,29.4745,518417.0
2020-12-11,28.8683,29.2459,28.2323,28.8683,366096.0
2020-12-12,28.8683,29.2459,28.2323,28.8683,366096.0
2020-12-13,28.8683,29.2459,28.2323,28.8683,366096.0
2020-12-14,28.7888,29.0571,26.7516,27.8746,572574.0
2020-12-15,28.2125,28.7093,27.4275,28.5205,370351.0
2020-12-16,28.6398,28.8087,27.9243,28.292,521928.0
2020-12-17,26.9703,27.9243,25.5393,25.6088,893999.0
2020-12-18,24.9232,25.271,23.7025,24.6548,940774.0
2020-12-19,24.9232,25.271,23.7025,24.6548,940774.0
2020-12-20,24.9232,25.271,23.7025,24.6548,940774.0
2020-12-21,23.671,25.2312,23.522,24.784,875793.0
2020-12-22,24.7045,25.5989,24.4064,25.261,669795.0
2020-12-23,25.4697,26.6423,25.43,26.3243,464360.0
2020-12-24,26.543,26.8311,25.8573,25.9765,372214.0
2020-12-25,26.543,26.8311,25.8573,25.9765,372214.0
2020-12-26,26.543,26.8311,25.8573,25.9765,372214.0
2020-12-27,26.543,26.8311,25.8573,25.9765,372214.0
2020-12-28,26.1057,26.5032,25.42,26.2051,590270.0
2020-12-29,26.2746,26.3161,25.3902,25.6188,496054.0
2020-12-30,25.8374,26.8113,25.7778,26.5628,294203.0
2020-12-31,26.3442,26.8311,25.8771,26.3442,276963.0
2021-01-01,26.3442,26.8311,25.8771,26.3442,276963.0
2021-01-02,26.3442,26.8311,25.8771,26.3442,276963.0
2021-01-03,26.3442,26.8311,25.8771,26.3442,276963.0
2021-01-04,26.8411,27.9938,26.3293,27.5069,690290.0
2021-01-05,27.7355,30.9353,27.7355,30.2298,517910.0
2021-01-06,30.7763,32.2769,30.4186,31.4819,529238.0
2021-01-07,31.4421,32.9924,31.2434,31.8396,390702.0
2021-01-08,32.2272,32.4756,30.1304,30.7863,348193.0
2021-01-09,32.2272,32.4756,30.1304,30.7863,348193.0
2021-01-10,32.2272,32.4756,30.1304,30.7863,348193.0
2021-01-11,29.9515,31.6707,29.8223,31.5614,350230.0
2021-01-12,31.8993,34.3339,31.7005,34.1054,502636.0
2021-01-13,33.9563,34.483,32.9129,33.9662,585175.0
2021-01-14,34.2842,35.9637,34.2048,35.2382,423404.0
2021-01-15,34.5128,34.9898,32.0284,33.5389,568194.0
2021-01-16,34.5128,34.9898,32.0284,33.5389,568194.0
2021-01-17,34.5128,34.9898,32.0284,33.5389,568194.0
2021-01-18,34.5128,34.9898,32.0284,33.5389,568194.0
2021-01-19,34.0756,35.0892,33.529,34.6122,387671.0
2021-01-20,34.9898,36.232,33.7774,34.6122,427842.0
2021-01-21,34.6122,34.7116,32.7936,33.6284,441828.0
2021-01-22,32.3858,35.348,32.0279,35.1492,397257.0
2021-01-23,32.3858,35.348,32.0279,35.1492,397257.0
2021-01-24,32.3858,35.348,32.0279,35.1492,397257.0
2021-01-25,34.4733,35.2785,33.6979,34.7417,325620.0
2021-01-26,35.4077,36.5309,34.1651,35.4276,613202.0
2021-01-27,34.6522,36.4713,32.3957,32.7238,984857.0
2021-01-28,33.688,34.6921,31.1333,32.7337,806692.0
2021-01-29,32.8132,34.5429,32.3858,32.7834,477569.0
2021-01-30,32.8132,34.5429,32.3858,32.7834,477569.0
2021-01-31,32.8132,34.5429,32.3858,32.7834,477569.0
2021-02-01,33.35,34.2099,32.3311,33.688,389309.0
2021-02-02,34.8212,35.855,34.0176,35.358,380315.0
2021-02-03,35.8053,36.2626,34.2099,35.686,379749.0
2021-02-04,35.6661,35.7342,33.9464,35.5468,301852.0
2021-02-05,36.1731,36.4415,35.1542,35.5468,219299.0
2021-02-06,36.1731,36.4415,35.1542,35.5468,219299.0
2021-02-07,36.1731,36.4415,35.1542,35.5468,219299.0
2021-02-08,36.2824,36.521,35.8948,36.1731,235578.0
2021-02-09,35.9842,36.2427,34.9405,35.2785,337942.0
2021-02-10,35.5369,36.5011,35.1095,35.9942,466592.0
2021-02-11,35.7854,36.0936,33.6681,34.8113,312233.0
2021-02-12,34.513,35.348,34.2248,34.523,317847.0
2021-02-13,34.513,35.348,34.2248,34.523,317847.0
2021-02-14,34.513,35.348,34.2248,34.523,317847.0
2021-02-15,34.513,35.348,34.2248,34.523,317847.0
2021-02-16,35.4176,36.2725,35.1294,35.4276,368868.0
2021-02-17,35.4375,36.4812,34.4136,36.0339,364807.0
2021-02-18,35.7854,36.1035,33.8967,34.3341,339556.0
2021-02-19,34.4733,35.4474,34.3938,34.8709,449262.0
2021-02-20,34.4733,35.4474,34.3938,34.8709,449262.0
2021-02-21,34.4733,35.4474,34.3938,34.8709,449262.0
2021-02-22,35.0399,36.859,34.7218,35.1492,580042.0
2021-02-23,35.0101,35.0399,30.9643,34.4037,555367.0
2021-02-24,34.5429,37.0169,34.19,36.4117,439959.0
2021-02-25,36.5906,37.8928,35.7755,36.0737,457064.0
2021-02-26,35.4773,36.1532,33.4811,35.3282,570645.0
2021-02-27,35.4773,36.1532,33.4811,35.3282,570645.0
2021-02-28,35.4773,36.1532,33.4811,35.3282,570645.0
2021-03-01,36.014,37.1174,35.6264,36.6204,746737.0
2021-03-02,36.5111,36.69,33.847,34.4534,735261.0
2021-03-03,34.6224,35.3431,34.1453,34.3441,435241.0
2021-03-04,34.7119,35.1791,33.4395,34.7218,665381.0
2021-03-05,36.0439,36.0439,33.7973,35.6065,871962.0
2021-03-06,36.0439,36.0439,33.7973,35.6065,871962.0
2021-03-07,36.0439,36.0439,33.7973,35.6065,871962.0
2021-03-08,35.7556,38.2208,34.8759,37.694,596858.0
2021-03-09,37.9226,39.195,36.9286,38.0916,611516.0
2021-03-10,38.5886,41.2825,38.1115,41.0737,628745.0
2021-03-11,41.2825,41.7347,38.6085,38.8669,705436.0
2021-03-12,38.4693,39.1652,36.6304,37.2367,389151.0
2021-03-13,38.4693,39.1652,36.6304,37.2367,389151.0
2021-03-14,38.4693,39.1652,36.6304,37.2367,389151.0
2021-03-15,36.7894,37.3361,35.2387,35.686,606850.0
2021-03-16,35.1194,35.1194,34.026,34.2944,416668.0
2021-03-17,33.9464,34.6721,33.519,34.2546,297482.0
2021-03-18,33.8868,34.7019,32.0478,32.5747,443547.0
2021-03-19,32.5846,33.6582,31.9683,32.6244,1726701.0
2021-03-20,32.5846,33.6582,31.9683,32.6244,1726701.0
2021-03-21,32.5846,33.6582,31.9683,32.6244,1726701.0
2021-03-22,32.7834,33.0021,31.6303,32.018,296193.0
2021-03-23,30.9444,31.5806,28.6035,28.857,569035.0
2021-03-24,29.6423,30.8947,28.9365,29.2049,537624.0
2021-03-25,28.7178,29.9206,28.0419,29.6423,442463.0
2021-03-26,30.348,30.7357,29.6124,30.4772,317796.0
2021-03-27,30.348,30.7357,29.6124,30.4772,317796.0
2021-03-28,30.348,30.7357,29.6124,30.4772,317796.0
2021-03-29,30.0697,30.4474,28.4444,28.7675,340023.0
2021-03-30,28.4693,28.9564,28.0816,28.3301,180610.0
2021-03-31,28.3699,28.8669,27.7536,28.6184,456158.0
2021-04-01,29.185,29.9206,28.7079,29.9206,292768.0
2021-04-02,29.185,29.9206,28.7079,29.9206,292768.0
2021-04-03,29.185,29.9206,28.7079,29.9206,292768.0
2021-04-04,29.185,29.9206,28.7079,29.9206,292768.0
2021-04-05,29.9504,30.0697,28.1413,28.4096,380679.0
2021-04-06,28.7874,30.1293,28.509,28.5488,351162.0
2021-04-07,28.3898,28.6184,27.8629,28.0816,339269.0
2021-04-08,27.9126,28.1462,27.1671,27.843,290872.0
2021-04-09,27.7735,27.9226,27.0379,27.0776,304421.0
2021-04-10,27.7735,27.9226,27.0379,27.0776,304421.0
2021-04-11,27.7735,27.9226,27.0379,27.0776,304421.0
2021-04-12,27.2963,27.5647,26.352,26.4414,404685.0
2021-04-13,26.4414,27.2764,26.0438,27.187,602565.0
2021-04-14,27.4355,29.3242,27.4355,28.181,341373.0
2021-04-15,28.0419,28.4246,26.9583,27.3659,219438.0
2021-04-16,27.3758,28.012,26.5707,27.3659,196617.0
2021-04-17,27.3758,28.012,26.5707,27.3659,196617.0
2021-04-18,27.3758,28.012,26.5707,27.3659,196617.0
2021-04-19,27.187,27.7337,26.69,27.1969,312085.0
2021-04-20,26.8589,27.187,25.4176,26.0438,479268.0
2021-04-21,25.4872,27.018,25.4772,26.8391,560508.0
2021-04-22,27.4255,27.7238,25.4772,26.7993,502666.0
2021-04-23,26.9484,28.1164,26.5508,27.6542,341060.0
2021-04-24,26.9484,28.1164,26.5508,27.6542,341060.0
2021-04-25,26.9484,28.1164,26.5508,27.6542,341060.0
2021-04-26,27.6741,28.5588,27.6741,28.1413,278292.0
2021-04-27,28.1711,28.8371,27.6442,28.8073,489945.0
2021-04-28,29.2347,29.8311,28.847,29.6224,324433.0
2021-04-29,29.9902,30.8053,29.0955,29.6323,243665.0
2021-04-30,29.0953,29.5876,27.9916,28.0214,252917.0
2021-05-01,29.0953,29.5876,27.9916,28.0214,252917.0
2021-05-02,29.0953,29.5876,27.9916,28.0214,252917.0
2021-05-03,28.6081,29.1649,28.449,29.0755,361888.0
2021-05-04,29.1649,29.503,28.1209,29.2047,415740.0
2021-05-05,29.5726,31.4222,29.2247,31.1537,468294.0
2021-05-06,31.3227,31.7503,30.3482,31.6608,339644.0
2021-05-07,30.8753,33.6993,30.5968,33.6197,528542.0
2021-05-08,30.8753,33.6993,30.5968,33.6197,528542.0
2021-05-09,30.8753,33.6993,30.5968,33.6197,528542.0
2021-05-10,34.0075,34.7732,32.7845,32.8043,454471.0
2021-05-11,31.5813,33.6197,31.4619,32.9237,395457.0
2021-05-12,33.1524,34.5942,32.9833,33.401,521430.0
2021-05-13,32.8541,33.6297,31.7702,32.9833,422816.0
2021-05-14,33.4805,33.9877,32.8043,33.7689,267676.0
2021-05-15,33.4805,33.9877,32.8043,33.7689,267676.0
2021-05-16,33.4805,33.9877,32.8043,33.7689,267676.0
2021-05-17,33.8087,34.5942,33.4209,34.3556,539122.0
2021-05-18,34.2462,35.3599,33.5203,35.1212,763551.0
2021-05-19,34.0473,35.6483,33.5004,35.5488,922030.0
2021-05-20,35.1908,36.0758,33.4209,35.7974,890941.0
2021-05-21,36.215,37.6867,35.7377,37.2392,641184.0
2021-05-22,36.215,37.6867,35.7377,37.2392,641184.0
2021-05-23,36.215,37.6867,35.7377,37.2392,641184.0
2021-05-24,37.458,38.1242,36.394,38.0347,754482.0
2021-05-25,37.8856,38.2436,37.4381,37.8359,1037942.0
2021-05-26,37.6967,39.1087,37.458,38.8104,462549.0
2021-05-27,39.1087,40.9383,38.87,40.8787,488339.0
