,CLB US Equity,CLB US Equity,CLB US Equity,CLB US Equity,CLB US Equity
2019-03-23,67.4623,67.5866,64.126,64.2503,425616.0
2019-03-24,67.4623,67.5866,64.126,64.2503,425616.0
2019-03-25,63.6767,63.8488,62.3957,63.6576,317827.0
2019-03-26,64.4032,66.0953,64.4032,64.9481,286020.0
2019-03-27,64.7952,65.3735,63.9348,64.5179,374010.0
2019-03-28,64.1069,66.3725,64.0113,66.2291,274053.0
2019-03-29,67.5388,67.8638,65.2827,65.8945,282980.0
2019-03-30,67.5388,67.8638,65.2827,65.8945,282980.0
2019-03-31,67.5388,67.8638,65.2827,65.8945,282980.0
2019-04-01,66.2578,66.4777,65.1011,65.8945,823653.0
2019-04-02,65.9136,66.3725,64.7569,65.3687,412080.0
2019-04-03,65.8276,66.7167,65.0724,65.7607,433502.0
2019-04-04,65.8658,66.3534,65.1871,66.2578,414109.0
2019-04-05,66.8314,68.4565,66.449,67.6248,542422.0
2019-04-06,66.8314,68.4565,66.449,67.6248,542422.0
2019-04-07,66.8314,68.4565,66.449,67.6248,542422.0
2019-04-08,67.6057,68.772,67.3572,68.0646,587682.0
2019-04-09,67.5005,68.0263,65.9614,66.7167,367586.0
2019-04-10,67.1277,67.9785,66.6019,67.5292,354909.0
2019-04-11,67.5292,68.2844,66.0857,66.8409,321558.0
2019-04-12,67.099,67.8638,66.6306,67.7587,245540.0
2019-04-13,67.099,67.8638,66.6306,67.7587,245540.0
2019-04-14,67.099,67.8638,66.6306,67.7587,245540.0
2019-04-15,67.7969,68.7911,66.9752,68.5999,375482.0
2019-04-16,69.2022,70.617,68.7337,70.2346,333988.0
2019-04-17,71.0089,71.1714,70.3684,70.7126,408585.0
2019-04-18,70.9038,72.0892,70.1103,70.5787,819182.0
2019-04-19,70.9038,72.0892,70.1103,70.5787,819182.0
2019-04-20,70.9038,72.0892,70.1103,70.5787,819182.0
2019-04-21,70.9038,72.0892,70.1103,70.5787,819182.0
2019-04-22,71.2384,72.2182,70.4736,71.5729,747825.0
2019-04-23,71.7259,72.2995,70.9133,71.2766,355283.0
2019-04-24,70.9611,71.3913,69.661,69.7375,485649.0
2019-04-25,67.7629,68.2734,62.0798,62.0895,1653253.0
2019-04-26,61.473,64.1989,61.2418,63.438,1204448.0
2019-04-27,61.473,64.1989,61.2418,63.438,1204448.0
2019-04-28,61.473,64.1989,61.2418,63.438,1204448.0
2019-04-29,63.4765,63.9967,62.5518,62.7734,506106.0
2019-04-30,63.3224,63.3224,61.001,61.0588,674784.0
2019-05-01,60.8662,61.3863,57.7742,57.8127,844730.0
2019-05-02,57.2733,58.0111,56.7339,57.1674,739368.0
2019-05-03,57.7646,58.6411,57.5816,58.2944,854554.0
2019-05-04,57.7646,58.6411,57.5816,58.2944,854554.0
2019-05-05,57.7646,58.6411,57.5816,58.2944,854554.0
2019-05-06,57.7935,59.1083,57.3697,57.9765,387502.0
2019-05-07,57.5527,57.9043,56.4045,57.2252,469111.0
2019-05-08,57.1481,57.8705,55.9152,56.7917,595822.0
2019-05-09,56.1656,57.0807,55.9537,56.5702,971447.0
2019-05-10,56.4161,56.7436,54.5185,55.4817,502444.0
2019-05-11,56.4161,56.7436,54.5185,55.4817,502444.0
2019-05-12,56.4161,56.7436,54.5185,55.4817,502444.0
2019-05-13,54.5859,55.2506,52.1875,52.8907,528467.0
2019-05-14,53.0448,54.4212,53.0448,53.8443,462571.0
2019-05-15,53.4012,54.0514,52.5921,53.7479,495982.0
2019-05-16,53.9406,53.9406,53.459,53.8154,379345.0
2019-05-17,53.2952,53.9406,52.0816,52.149,261759.0
2019-05-18,53.2952,53.9406,52.0816,52.149,261759.0
2019-05-19,53.2952,53.9406,52.0816,52.149,261759.0
2019-05-20,51.7733,53.0544,51.5229,52.5632,759769.0
2019-05-21,52.0141,53.825,52.0141,52.8329,632328.0
2019-05-22,52.4476,53.2663,51.783,52.1875,672109.0
2019-05-23,50.9161,50.9161,49.3171,50.0203,863680.0
2019-05-24,50.2996,50.3381,48.325,48.4502,711920.0
2019-05-25,50.2996,50.3381,48.325,48.4502,711920.0
2019-05-26,50.2996,50.3381,48.325,48.4502,711920.0
2019-05-27,50.2996,50.3381,48.325,48.4502,711920.0
2019-05-28,49.346,49.346,46.9668,47.1402,758549.0
2019-05-29,46.4371,47.7326,46.0614,47.0824,580957.0
2019-05-30,47.0054,47.1306,45.3005,45.9169,418502.0
2019-05-31,44.9922,46.047,44.6166,45.888,760761.0
2019-06-01,44.9922,46.047,44.6166,45.888,760761.0
2019-06-02,44.9922,46.047,44.6166,45.888,760761.0
2019-06-03,46.0999,47.6315,45.9169,47.2269,656812.0
2019-06-04,47.8915,49.529,47.6989,48.614,516879.0
2019-06-05,48.3924,48.3924,46.7935,47.2365,515932.0
2019-06-06,47.0535,48.0842,46.0132,47.1402,1099100.0
2019-06-07,47.6218,47.7904,46.2348,47.1595,621273.0
2019-06-08,47.6218,47.7904,46.2348,47.1595,621273.0
2019-06-09,47.6218,47.7904,46.2348,47.1595,621273.0
2019-06-10,47.4388,49.4134,47.4388,47.6218,796894.0
2019-06-11,48.2865,49.712,48.2865,48.7584,448741.0
2019-06-12,48.2287,48.3635,46.5527,46.6393,583289.0
2019-06-13,47.4677,47.959,46.8416,47.7759,674506.0
2019-06-14,47.7759,48.0168,46.1674,46.2252,622250.0
2019-06-15,47.7759,48.0168,46.1674,46.2252,622250.0
2019-06-16,47.7759,48.0168,46.1674,46.2252,622250.0
2019-06-17,46.1577,48.1612,45.9555,47.8626,429924.0
2019-06-18,48.1901,49.6061,48.0938,49.0859,328679.0
2019-06-19,49.0763,50.2033,48.5947,49.7506,480343.0
2019-06-20,50.8294,52.9774,50.8294,52.3705,715052.0
2019-06-21,52.3609,53.3145,51.3302,52.9774,1394109.0
2019-06-22,52.3609,53.3145,51.3302,52.9774,1394109.0
2019-06-23,52.3609,53.3145,51.3302,52.9774,1394109.0
2019-06-24,52.7847,53.2182,50.4633,50.5789,599066.0
2019-06-25,50.2418,50.4152,49.3845,49.8661,857836.0
2019-06-26,50.2033,50.3767,48.0938,48.1998,951202.0
2019-06-27,48.325,49.9336,48.1901,49.346,768073.0
2019-06-28,49.4327,50.5211,49.4327,50.3574,540713.0
2019-06-29,49.4327,50.5211,49.4327,50.3574,540713.0
2019-06-30,49.4327,50.5211,49.4327,50.3574,540713.0
2019-07-01,51.6577,52.2935,50.7619,50.9353,538662.0
2019-07-02,50.6753,50.9353,49.7602,50.5597,873017.0
2019-07-03,50.8005,50.8679,50.0781,50.5693,239663.0
2019-07-04,50.8005,50.8679,50.0781,50.5693,239663.0
2019-07-05,50.2707,51.6288,50.1358,51.4844,308358.0
2019-07-06,50.2707,51.6288,50.1358,51.4844,308358.0
2019-07-07,50.2707,51.6288,50.1358,51.4844,308358.0
2019-07-08,51.3206,51.9756,50.7234,50.8197,487841.0
2019-07-09,50.4248,50.6656,49.2063,49.4327,580722.0
2019-07-10,50.3189,51.9467,50.3189,51.86,697401.0
2019-07-11,51.8697,53.0159,51.7348,52.9774,1204102.0
2019-07-12,52.8329,53.3915,52.1683,52.3705,670895.0
2019-07-13,52.8329,53.3915,52.1683,52.3705,670895.0
2019-07-14,52.8329,53.3915,52.1683,52.3705,670895.0
2019-07-15,52.3802,52.4283,51.0991,51.3977,462230.0
2019-07-16,51.1954,53.0448,50.8583,51.8311,711610.0
2019-07-17,51.8889,52.3513,50.8101,51.494,937538.0
2019-07-18,51.2339,51.8215,50.9257,51.3013,833596.0
2019-07-19,51.535,53.0338,50.9899,52.8975,556831.0
2019-07-20,51.535,53.0338,50.9899,52.8975,556831.0
2019-07-21,51.535,53.0338,50.9899,52.8975,556831.0
2019-07-22,53.209,54.5326,52.3817,53.1701,555491.0
2019-07-23,53.3647,54.0265,52.1286,53.6664,605157.0
2019-07-24,53.2868,53.8513,52.8586,53.4328,765928.0
2019-07-25,53.5691,53.8124,50.9996,51.6128,944702.0
2019-07-26,51.7199,52.114,51.1846,51.6128,725404.0
2019-07-27,51.7199,52.114,51.1846,51.6128,725404.0
2019-07-28,51.7199,52.114,51.1846,51.6128,725404.0
2019-07-29,51.204,51.3598,46.435,46.7367,1224347.0
2019-07-30,46.1235,50.0556,45.8656,49.9096,1030784.0
2019-07-31,50.0264,50.7758,48.6443,48.8292,803796.0
2019-08-01,48.2745,48.5373,44.8485,45.1113,1015430.0
2019-08-02,45.1308,45.452,42.9993,44.031,849421.0
2019-08-03,45.1308,45.452,42.9993,44.031,849421.0
2019-08-04,45.1308,45.452,42.9993,44.031,849421.0
2019-08-05,42.9215,42.9215,41.4129,41.8119,940187.0
2019-08-06,41.9287,42.5127,40.0016,40.5467,1276212.0
2019-08-07,39.7291,40.3228,38.9846,40.0503,718132.0
2019-08-08,40.3909,40.4201,38.9894,39.661,567833.0
2019-08-09,39.6123,39.8946,38.7266,38.7558,645444.0
2019-08-10,39.6123,39.8946,38.7266,38.7558,645444.0
2019-08-11,39.6123,39.8946,38.7266,38.7558,645444.0
2019-08-12,38.3373,39.2911,37.8896,39.1354,555426.0
2019-08-13,39.1743,41.0722,38.8824,39.3398,832850.0
2019-08-14,38.1037,38.3081,36.5368,37.1499,937705.0
2019-08-15,36.858,36.858,35.6316,36.0307,569724.0
2019-08-16,36.4978,37.9578,36.2935,37.7339,600450.0
2019-08-17,36.4978,37.9578,36.2935,37.7339,600450.0
2019-08-18,36.4978,37.9578,36.2935,37.7339,600450.0
2019-08-19,38.6098,39.4566,38.2877,39.0868,378950.0
2019-08-20,38.6488,38.6974,37.6122,38.0453,439155.0
2019-08-21,38.532,38.8532,37.8312,38.1037,432855.0
2019-08-22,38.2303,38.6488,37.0696,37.1305,421957.0
2019-08-23,36.5562,37.4419,35.6316,35.8263,478825.0
2019-08-24,36.5562,37.4419,35.6316,35.8263,478825.0
2019-08-25,36.5562,37.4419,35.6316,35.8263,478825.0
2019-08-26,36.4589,36.8969,35.8263,36.1377,538121.0
2019-08-27,36.6438,36.9553,36.0988,36.274,517560.0
2019-08-28,36.3227,38.8629,36.201,38.3568,640701.0
2019-08-29,38.5028,39.9238,38.24,39.2522,525945.0
2019-08-30,39.1841,39.8216,38.2887,38.532,510969.0
2019-08-31,39.1841,39.8216,38.2887,38.532,510969.0
2019-09-01,39.1841,39.8216,38.2887,38.532,510969.0
2019-09-02,39.1841,39.8216,38.2887,38.532,510969.0
2019-09-03,37.6074,39.2522,37.1159,39.0186,573806.0
2019-09-04,39.8946,41.3837,39.3495,40.6148,687482.0
2019-09-05,41.3642,42.902,41.1306,42.211,899581.0
2019-09-06,41.8703,42.4446,40.6489,41.9871,572290.0
2019-09-07,41.8703,42.4446,40.6489,41.9871,572290.0
2019-09-08,41.8703,42.4446,40.6489,41.9871,572290.0
2019-09-09,42.4446,43.9531,42.0552,43.5444,672474.0
2019-09-10,43.9921,45.5493,43.6417,44.2354,558148.0
2019-09-11,44.284,45.7537,43.1842,45.6953,787199.0
2019-09-12,44.7512,46.0749,43.7779,45.7245,570009.0
2019-09-13,46.1722,46.834,45.2865,45.6564,538418.0
2019-09-14,46.1722,46.834,45.2865,45.6564,538418.0
2019-09-15,46.1722,46.834,45.2865,45.6564,538418.0
2019-09-16,47.3012,50.7369,46.5712,50.4351,1423382.0
2019-09-17,49.9582,50.2308,47.1649,48.6735,1301050.0
2019-09-18,48.1771,48.9266,47.2525,47.8365,963621.0
2019-09-19,48.3718,49.2721,48.1188,48.5275,943790.0
2019-09-20,48.693,48.9655,46.6394,47.5153,1588331.0
2019-09-21,48.693,48.9655,46.6394,47.5153,1588331.0
2019-09-22,48.693,48.9655,46.6394,47.5153,1588331.0
2019-09-23,46.8827,48.0604,46.7367,47.126,567615.0
2019-09-24,46.9703,47.1065,44.1186,45.6077,734304.0
2019-09-25,44.9848,45.8997,44.2354,45.1697,446251.0
2019-09-26,44.6831,44.6831,43.6028,44.323,304566.0
2019-09-27,43.8753,45.0043,43.8753,44.6442,278161.0
2019-09-28,43.8753,45.0043,43.8753,44.6442,278161.0
2019-09-29,43.8753,45.0043,43.8753,44.6442,278161.0
2019-09-30,44.5955,45.4909,44.505,45.3741,336189.0
2019-10-01,45.6856,45.9873,42.5808,42.7755,481088.0
2019-10-02,42.5808,43.194,41.9676,42.318,364972.0
2019-10-03,42.1526,44.0797,41.7827,43.9629,325004.0
2019-10-04,43.9531,44.1283,41.6173,42.503,751723.0
2019-10-05,43.9531,44.1283,41.6173,42.503,751723.0
2019-10-06,43.9531,44.1283,41.6173,42.503,751723.0
2019-10-07,42.6587,43.5444,42.2012,42.2596,334849.0
2019-10-08,41.8119,42.7171,41.3837,41.4518,396354.0
2019-10-09,41.7146,41.8655,39.6707,40.9262,579329.0
2019-10-10,41.1793,41.6611,40.9089,41.5005,362642.0
2019-10-11,42.3472,43.4616,41.9871,42.9604,605288.0
2019-10-12,42.3472,43.4616,41.9871,42.9604,605288.0
2019-10-13,42.3472,43.4616,41.9871,42.9604,605288.0
2019-10-14,42.5711,43.155,41.8509,42.9215,395155.0
2019-10-15,42.8533,44.5079,42.503,43.3594,461299.0
2019-10-16,43.0869,44.5274,42.318,42.4251,1051801.0
2019-10-17,42.6025,42.605,41.3113,41.469,906958.0
2019-10-18,41.469,42.4103,39.813,39.813,941562.0
2019-10-19,41.469,42.4103,39.813,39.813,941562.0
2019-10-20,41.469,42.4103,39.813,39.813,941562.0
2019-10-21,40.1185,41.9618,40.1185,41.4591,946709.0
2019-10-22,41.7745,42.9081,41.2521,41.7154,871634.0
2019-10-23,41.6661,43.6129,40.8085,43.1743,1584145.0
2019-10-24,45.3428,45.6681,42.2189,43.5685,1105030.0
2019-10-25,43.6375,45.0175,43.3911,43.608,620672.0
2019-10-26,43.6375,45.0175,43.3911,43.608,620672.0
2019-10-27,43.6375,45.0175,43.3911,43.608,620672.0
2019-10-28,43.9628,45.2837,43.9628,44.5247,875401.0
2019-10-29,44.0417,46.5257,43.9825,46.4862,924694.0
2019-10-30,46.9298,46.9298,42.7603,43.47,1114091.0
2019-10-31,43.0264,44.1107,42.7997,43.4108,711279.0
2019-11-01,44.022,45.9638,43.7657,45.9145,486213.0
2019-11-02,44.022,45.9638,43.7657,45.9145,486213.0
2019-11-03,44.022,45.9638,43.7657,45.9145,486213.0
2019-11-04,46.6637,48.5168,46.501,48.1324,769526.0
2019-11-05,48.2112,48.2112,47.3241,47.8662,515615.0
2019-11-06,47.8465,47.8465,45.7125,46.23,499224.0
2019-11-07,46.9988,48.2852,46.3187,46.6242,488697.0
2019-11-08,46.2102,47.8367,45.6582,47.7677,432318.0
2019-11-09,46.2102,47.8367,45.6582,47.7677,432318.0
2019-11-10,46.2102,47.8367,45.6582,47.7677,432318.0
2019-11-11,46.851,47.9352,46.467,47.8761,354529.0
2019-11-12,47.7578,47.7578,46.0131,46.2004,521231.0
2019-11-13,45.8554,46.0525,45.0077,45.333,441637.0
2019-11-14,45.126,45.8061,44.9978,45.3428,411125.0
2019-11-15,45.5892,46.5257,45.3428,45.9145,510153.0
2019-11-16,45.5892,46.5257,45.3428,45.9145,510153.0
2019-11-17,45.5892,46.5257,45.3428,45.9145,510153.0
2019-11-18,45.5597,45.5991,43.8445,44.022,478728.0
2019-11-19,43.7065,44.2684,43.0264,43.9825,936998.0
2019-11-20,44.0318,44.9584,43.401,43.8051,711761.0
2019-11-21,44.2487,45.195,43.741,45.126,416491.0
2019-11-22,45.1654,46.2004,44.988,45.471,281460.0
2019-11-23,45.1654,46.2004,44.988,45.471,281460.0
2019-11-24,45.1654,46.2004,44.988,45.471,281460.0
2019-11-25,45.3428,45.9835,44.781,45.8554,431626.0
2019-11-26,45.747,45.7682,44.2585,44.3867,274995.0
2019-11-27,44.4754,45.126,44.0022,44.16,569108.0
2019-11-28,44.4754,45.126,44.0022,44.16,569108.0
2019-11-29,43.6967,43.9283,42.7898,43.1743,291609.0
2019-11-30,43.6967,43.9283,42.7898,43.1743,291609.0
2019-12-01,43.6967,43.9283,42.7898,43.1743,291609.0
2019-12-02,43.4601,44.091,42.918,43.263,879298.0
2019-12-03,42.6124,42.6666,41.814,42.5533,729304.0
2019-12-04,42.9673,44.431,42.8884,44.1304,590856.0
2019-12-05,44.5641,44.8697,43.5192,43.5784,550615.0
2019-12-06,43.5685,45.6385,43.5685,45.5202,487687.0
2019-12-07,43.5685,45.6385,43.5685,45.5202,487687.0
2019-12-08,43.5685,45.6385,43.5685,45.5202,487687.0
2019-12-09,45.0964,45.54,43.9825,44.0022,492323.0
2019-12-10,44.2487,44.3374,42.1885,42.6715,978821.0
2019-12-11,42.8293,43.608,42.642,43.3714,480724.0
2019-12-12,43.6178,45.0372,43.603,44.8795,648722.0
2019-12-13,44.85,45.4611,43.9431,44.1501,317175.0
2019-12-14,44.85,45.4611,43.9431,44.1501,317175.0
2019-12-15,44.85,45.4611,43.9431,44.1501,317175.0
2019-12-16,44.5148,45.8357,44.4951,44.7021,668397.0
2019-12-17,44.574,44.7514,43.6363,43.8051,850446.0
2019-12-18,43.8642,45.2048,43.4157,45.1161,565265.0
2019-12-19,45.1161,45.747,45.0191,45.5991,741896.0
2019-12-20,45.7864,46.0328,44.988,45.8554,1406468.0
2019-12-21,45.7864,46.0328,44.988,45.8554,1406468.0
2019-12-22,45.7864,46.0328,44.988,45.8554,1406468.0
2019-12-23,45.9047,46.6144,45.8455,46.3877,515522.0
2019-12-24,46.4764,47.0481,46.2694,46.5158,171359.0
2019-12-25,46.4764,47.0481,46.2694,46.5158,171359.0
2019-12-26,47.0382,47.3438,46.3039,46.5355,292980.0
2019-12-27,46.644,46.8312,46.0624,46.2497,231636.0
2019-12-28,46.644,46.8312,46.0624,46.2497,231636.0
2019-12-29,46.644,46.8312,46.0624,46.2497,231636.0
2019-12-30,46.2497,47.7124,46.2497,46.782,424713.0
2019-12-31,38.8371,38.9357,35.9785,37.1318,4217997.0
2020-01-01,38.8371,38.9357,35.9785,37.1318,4217997.0
2020-01-02,36.9445,37.9894,36.5404,37.8613,1479035.0
2020-01-03,38.1471,39.6651,38.1471,39.5173,1147710.0
2020-01-04,38.1471,39.6651,38.1471,39.5173,1147710.0
2020-01-05,38.1471,39.6651,38.1471,39.5173,1147710.0
2020-01-06,39.4285,40.4143,39.1969,40.3551,774998.0
2020-01-07,40.296,41.0155,39.8968,40.6508,873458.0
2020-01-08,40.5818,40.5818,39.1723,39.6257,1001875.0
2020-01-09,39.5271,39.8918,38.9079,39.4384,676302.0
2020-01-10,39.4285,39.8031,38.9061,39.6553,320437.0
2020-01-11,39.4285,39.8031,38.9061,39.6553,320437.0
2020-01-12,39.4285,39.8031,38.9061,39.6553,320437.0
2020-01-13,39.8031,40.0791,39.0934,39.6651,588114.0
2020-01-14,39.3793,40.3847,39.1624,40.158,530698.0
2020-01-15,39.8031,40.0495,38.8075,39.3004,699232.0
2020-01-16,39.5961,40.1875,39.0638,39.3694,524213.0
2020-01-17,39.5173,39.941,39.192,39.261,454183.0
2020-01-18,39.5173,39.941,39.192,39.261,454183.0
2020-01-19,39.5173,39.941,39.192,39.261,454183.0
2020-01-20,39.5173,39.941,39.192,39.261,454183.0
2020-01-21,38.985,39.4088,38.502,38.7484,593221.0
2020-01-22,38.4625,38.6597,38.0978,38.502,679815.0
2020-01-23,37.9563,38.7599,37.1428,38.373,459369.0
2020-01-24,38.0853,38.0853,37.118,37.5694,405199.0
2020-01-25,38.0853,38.0853,37.118,37.5694,405199.0
2020-01-26,38.0853,38.0853,37.118,37.5694,405199.0
2020-01-27,36.5178,36.8357,35.3174,35.6746,1064772.0
2020-01-28,35.9127,36.369,35.5357,35.7143,479623.0
2020-01-29,36.2103,36.4583,35.2777,35.377,731559.0
2020-01-30,35.5258,36.0416,34.3254,35.9424,1285330.0
2020-01-31,35.3274,35.5654,34.375,34.8512,918892.0
2020-02-01,35.3274,35.5654,34.375,34.8512,918892.0
2020-02-02,35.3274,35.5654,34.375,34.8512,918892.0
2020-02-03,34.6726,35.0,34.2956,34.623,640924.0
2020-02-04,35.4762,36.875,35.3174,36.1111,986606.0
2020-02-05,36.9147,37.3214,36.121,36.6766,800398.0
2020-02-06,36.8055,37.1428,35.9027,36.2897,328411.0
2020-02-07,35.992,35.992,34.3452,34.3849,579017.0
2020-02-08,35.992,35.992,34.3452,34.3849,579017.0
2020-02-09,35.992,35.992,34.3452,34.3849,579017.0
2020-02-10,34.2262,34.2262,33.3829,33.8393,615880.0
2020-02-11,34.4841,34.5436,33.1151,33.5317,963241.0
2020-02-12,34.5238,34.7024,32.867,33.6805,773378.0
2020-02-13,33.4127,33.6904,32.2817,33.0555,740753.0
2020-02-14,33.2341,33.502,32.6835,33.4821,487483.0
2020-02-15,33.2341,33.502,32.6835,33.4821,487483.0
2020-02-16,33.2341,33.502,32.6835,33.4821,487483.0
2020-02-17,33.2341,33.502,32.6835,33.4821,487483.0
2020-02-18,32.9861,33.223,32.4504,32.7678,499959.0
2020-02-19,32.9365,33.0158,32.4504,32.5,577497.0
2020-02-20,32.6885,32.867,32.242,32.4206,571575.0
2020-02-21,32.242,32.2718,30.3869,30.9524,734346.0
2020-02-22,32.242,32.2718,30.3869,30.9524,734346.0
2020-02-23,32.242,32.2718,30.3869,30.9524,734346.0
2020-02-24,29.7321,30.0875,29.2162,29.6428,873948.0
2020-02-25,29.752,29.9305,28.5218,28.7797,1239498.0
2020-02-26,28.8393,29.0774,27.6984,28.0952,977981.0
2020-02-27,27.242,27.8075,26.25,26.7361,1176733.0
2020-02-28,25.9722,27.4008,25.5853,26.627,1797361.0
2020-02-29,25.9722,27.4008,25.5853,26.627,1797361.0
2020-03-01,25.9722,27.4008,25.5853,26.627,1797361.0
2020-03-02,26.9742,27.4504,25.496,27.4206,1149596.0
2020-03-03,27.4702,28.1845,26.2698,26.9643,1150008.0
2020-03-04,27.4206,27.4206,26.0317,26.4385,1139001.0
2020-03-05,25.7936,26.0119,24.8398,25.2877,1376711.0
2020-03-06,24.3551,24.9801,23.1746,23.6508,2580633.0
2020-03-07,24.3551,24.9801,23.1746,23.6508,2580633.0
2020-03-08,24.3551,24.9801,23.1746,23.6508,2580633.0
2020-03-09,16.6369,16.6468,11.6567,13.4127,7538298.0
2020-03-10,15.6051,15.7639,12.3462,12.9563,3276515.0
2020-03-11,12.9067,12.9067,10.3571,10.8432,3780807.0
2020-03-12,9.9008,9.9008,7.9167,7.996,4180647.0
2020-03-13,8.4821,9.0575,7.8373,8.4226,2886144.0
2020-03-14,8.4821,9.0575,7.8373,8.4226,2886144.0
