,HD US Equity,HD US Equity,HD US Equity,HD US Equity,HD US Equity
2021-08-17,300.061,302.482,295.957,299.827,9322822.0
2021-08-18,298.509,306.474,298.191,300.575,4880638.0
2021-08-19,297.995,303.978,297.07,301.837,2974734.0
2021-08-20,301.594,308.175,301.435,307.763,2929948.0
2021-08-21,301.594,308.175,301.435,307.763,2929948.0
2021-08-22,301.594,308.175,301.435,307.763,2929948.0
2021-08-23,308.474,308.969,306.025,306.361,2792663.0
2021-08-24,307.315,307.39,303.342,303.707,2359831.0
2021-08-25,303.006,305.258,302.033,302.753,2587070.0
2021-08-26,302.125,303.791,300.061,300.51,2952338.0
2021-08-27,299.949,302.912,298.796,302.286,2985438.0
2021-08-28,299.949,302.912,298.796,302.286,2985438.0
2021-08-29,299.949,302.912,298.796,302.286,2985438.0
2021-08-30,304.651,308.008,303.996,305.763,2926865.0
2021-08-31,305.67,306.859,302.51,304.903,4183144.0
2021-09-01,305.871,306.077,300.91,304.067,3339053.0
2021-09-02,305.373,308.332,304.123,307.919,3111117.0
2021-09-03,305.655,310.888,305.495,310.362,2775245.0
2021-09-04,305.655,310.888,305.495,310.362,2775245.0
2021-09-05,305.655,310.888,305.495,310.362,2775245.0
2021-09-06,305.655,310.888,305.495,310.362,2775245.0
2021-09-07,311.01,312.447,307.13,309.056,2555840.0
2021-09-08,309.056,311.855,307.815,311.527,2219483.0
2021-09-09,312.344,313.545,310.859,311.705,3012064.0
2021-09-10,313.8,314.956,311.404,311.874,3178640.0
2021-09-11,313.8,314.956,311.404,311.874,3178640.0
2021-09-12,313.8,314.956,311.404,311.874,3178640.0
2021-09-13,314.693,316.76,312.626,315.162,3908660.0
2021-09-14,315.707,317.079,312.314,312.973,2857182.0
2021-09-15,313.199,314.43,310.136,313.208,2875484.0
2021-09-16,314.477,317.408,313.96,316.046,3043946.0
2021-09-17,314.693,319.104,314.693,315.369,7103090.0
2021-09-18,314.693,319.104,314.693,315.369,7103090.0
2021-09-19,314.693,319.104,314.693,315.369,7103090.0
2021-09-20,311.761,315.106,308.567,311.179,4036622.0
2021-09-21,312.889,316.588,311.921,314.007,3171072.0
2021-09-22,315.538,318.498,313.292,315.613,2873107.0
2021-09-23,317.408,318.986,315.303,315.595,2426771.0
2021-09-24,316.412,317.408,315.256,317.079,2005153.0
2021-09-25,316.412,317.408,315.256,317.079,2005153.0
2021-09-26,316.412,317.408,315.256,317.079,2005153.0
2021-09-27,316.497,322.951,316.497,320.762,2966325.0
2021-09-28,320.724,320.724,312.353,313.612,3304063.0
2021-09-29,313.199,318.385,313.199,316.553,2424024.0
2021-09-30,317.784,318.225,307.814,308.407,4255516.0
2021-10-01,308.304,312.607,304.945,309.911,2814197.0
2021-10-02,308.304,312.607,304.945,309.911,2814197.0
2021-10-03,308.304,312.607,304.945,309.911,2814197.0
2021-10-04,308.633,310.615,304.555,306.726,2919900.0
2021-10-05,307.13,312.1,306.591,309.554,2514633.0
2021-10-06,308.313,310.653,305.72,310.38,2226755.0
2021-10-07,313.33,318.704,312.729,317.07,2789455.0
2021-10-08,312.861,315.12,310.869,314.12,2912407.0
2021-10-09,312.861,315.12,310.869,314.12,2912407.0
2021-10-10,312.861,315.12,310.869,314.12,2912407.0
2021-10-11,315.303,320.241,314.364,316.591,2589300.0
2021-10-12,318.629,320.424,316.995,317.37,2960592.0
2021-10-13,316.919,319.663,316.196,317.821,2477742.0
2021-10-14,319.935,323.543,319.531,323.242,2825549.0
2021-10-15,325.582,329.728,324.84,329.218,3473488.0
2021-10-16,325.582,329.728,324.84,329.218,3473488.0
2021-10-17,325.582,329.728,324.84,329.218,3473488.0
2021-10-18,327.893,334.423,327.893,333.54,3487794.0
2021-10-19,335.353,336.433,332.985,336.339,2375643.0
2021-10-20,336.104,337.824,334.667,336.565,2574822.0
2021-10-21,336.537,342.784,336.461,342.568,2885381.0
2021-10-22,342.925,344.833,340.248,343.855,2734712.0
2021-10-23,342.925,344.833,340.248,343.855,2734712.0
2021-10-24,342.925,344.833,340.248,343.855,2734712.0
2021-10-25,344.992,349.183,343.855,348.807,2923355.0
2021-10-26,350.808,351.428,346.759,346.871,2989456.0
2021-10-27,347.501,352.462,346.973,349.803,2840530.0
2021-10-28,350.442,351.325,348.459,349.098,2553451.0
2021-10-29,347.933,352.462,347.651,349.258,3820193.0
2021-10-30,347.933,352.462,347.651,349.258,3820193.0
2021-10-31,347.933,352.462,347.651,349.258,3820193.0
2021-11-01,350.442,350.977,342.644,344.316,3380513.0
2021-11-02,344.053,346.58,342.869,345.077,2367422.0
2021-11-03,344.457,347.022,343.16,346.655,2378916.0
2021-11-04,348.356,350.658,347.069,349.671,3210297.0
2021-11-05,351.203,351.766,345.34,346.12,3090203.0
2021-11-06,351.203,351.766,345.34,346.12,3090203.0
2021-11-07,351.203,351.766,345.34,346.12,3090203.0
2021-11-08,347.83,350.357,345.603,346.298,2357162.0
2021-11-09,347.313,351.268,346.406,348.234,2183287.0
2021-11-10,345.979,348.76,345.481,346.289,2161363.0
2021-11-11,348.562,349.502,343.705,345.396,2387327.0
2021-11-12,346.796,350.911,344.523,350.094,2793301.0
2021-11-13,346.796,350.911,344.523,350.094,2793301.0
2021-11-14,346.796,350.911,344.523,350.094,2793301.0
2021-11-15,351.747,352.198,346.956,348.638,3650647.0
2021-11-16,358.897,370.529,356.079,368.602,8648192.0
2021-11-17,369.072,375.273,367.174,370.97,4647042.0
2021-11-18,373.93,381.951,372.135,381.305,4504774.0
2021-11-19,382.977,385.298,379.67,383.973,3541964.0
2021-11-20,382.977,385.298,379.67,383.973,3541964.0
2021-11-21,382.977,385.298,379.67,383.973,3541964.0
2021-11-22,385.016,391.367,383.982,384.067,4008859.0
2021-11-23,381.136,384.903,378.637,383.672,3557468.0
2021-11-24,379.247,387.788,378.514,387.186,2676339.0
2021-11-25,379.247,387.788,378.514,387.186,2676339.0
2021-11-26,382.63,389.093,377.923,378.345,3007785.0
2021-11-27,382.63,389.093,377.923,378.345,3007785.0
2021-11-28,382.63,389.093,377.923,378.345,3007785.0
2021-11-29,382.291,385.96,381.483,382.216,3725493.0
2021-11-30,379.181,383.724,376.043,376.382,7773528.0
2021-12-01,379.325,387.033,377.571,377.759,3519344.0
2021-12-02,379.071,387.457,378.306,384.693,3705017.0
2021-12-03,386.656,392.391,381.561,384.731,5237476.0
2021-12-04,386.656,392.391,381.561,384.731,5237476.0
2021-12-05,386.656,392.391,381.561,384.731,5237476.0
2021-12-06,390.118,396.807,387.948,392.174,4624477.0
2021-12-07,393.401,394.873,389.646,392.627,4204474.0
2021-12-08,392.627,396.09,385.174,387.976,4079365.0
2021-12-09,387.552,391.75,385.179,388.061,3822865.0
2021-12-10,388.863,392.09,387.038,391.891,2625183.0
2021-12-11,388.863,392.09,387.038,391.891,2625183.0
2021-12-12,388.863,392.09,387.038,391.891,2625183.0
2021-12-13,391.891,392.929,381.618,382.306,3766397.0
2021-12-14,380.618,382.722,375.552,379.438,4663013.0
2021-12-15,377.948,384.844,376.787,384.731,4421435.0
2021-12-16,385.288,385.731,375.589,376.92,4632837.0
2021-12-17,374.504,375.453,365.495,366.023,11106727.0
2021-12-18,374.504,375.453,365.495,366.023,11106727.0
2021-12-19,374.504,375.453,365.495,366.023,11106727.0
2021-12-20,362.542,368.089,359.344,367.363,4294757.0
2021-12-21,369.467,371.476,361.551,368.372,3038158.0
2021-12-22,368.872,373.372,366.85,373.25,3267847.0
2021-12-23,375.75,377.212,372.288,374.599,2743898.0
2021-12-24,375.75,377.212,372.288,374.599,2743898.0
2021-12-25,375.75,377.212,372.288,374.599,2743898.0
2021-12-26,375.75,377.212,372.288,374.599,2743898.0
2021-12-27,376.457,381.561,375.674,381.222,2230555.0
2021-12-28,382.071,383.986,380.193,383.231,2522529.0
2021-12-29,383.382,389.033,383.316,387.59,2209598.0
2021-12-30,388.542,390.042,385.288,386.74,1804380.0
2021-12-31,386.788,392.957,386.689,391.524,2386069.0
2022-01-01,386.788,392.957,386.689,391.524,2386069.0
2022-01-02,386.788,392.957,386.689,391.524,2386069.0
2022-01-03,392.995,394.198,380.438,385.514,3721342.0
2022-01-04,385.514,390.203,385.089,389.476,3266516.0
2022-01-05,390.571,390.778,383.788,384.193,4443198.0
2022-01-06,385.439,385.92,380.212,382.797,3315099.0
2022-01-07,380.533,381.222,370.646,371.335,4520671.0
2022-01-08,380.533,381.222,370.646,371.335,4520671.0
2022-01-09,380.533,381.222,370.646,371.335,4520671.0
2022-01-10,365.476,365.655,359.353,365.533,6439979.0
2022-01-11,366.108,369.665,362.57,364.787,4385404.0
2022-01-12,366.316,371.184,364.514,367.363,3623271.0
2022-01-13,370.297,371.995,364.023,365.08,3466279.0
2022-01-14,359.75,360.389,350.476,350.948,6336236.0
2022-01-15,359.75,360.389,350.476,350.948,6336236.0
2022-01-16,359.75,360.389,350.476,350.948,6336236.0
2022-01-17,359.75,360.389,350.476,350.948,6336236.0
2022-01-18,345.381,347.258,339.655,345.966,6437444.0
2022-01-19,346.4,347.834,339.07,339.334,5175114.0
2022-01-20,340.881,341.372,329.268,329.796,5440597.0
2022-01-21,331.815,339.712,327.532,329.344,7718435.0
2022-01-22,331.815,339.712,327.532,329.344,7718435.0
2022-01-23,331.815,339.712,327.532,329.344,7718435.0
2022-01-24,324.325,343.759,324.164,343.221,8595587.0
2022-01-25,337.872,341.061,332.259,338.664,5536718.0
2022-01-26,339.627,345.19,334.391,337.061,6103290.0
2022-01-27,340.032,343.514,333.878,336.259,3944004.0
2022-01-28,339.787,345.966,332.872,345.797,4551332.0
2022-01-29,339.787,345.966,332.872,345.797,4551332.0
2022-01-30,339.787,345.966,332.872,345.797,4551332.0
2022-01-31,344.164,346.617,341.707,346.212,4084565.0
2022-02-01,348.561,349.709,341.863,347.834,3406831.0
2022-02-02,347.532,353.466,346.95,352.58,3839251.0
2022-02-03,349.24,351.061,342.646,344.164,4009701.0
2022-02-04,342.929,344.032,334.202,339.315,3728123.0
2022-02-05,342.929,344.032,334.202,339.315,3728123.0
2022-02-06,342.929,344.032,334.202,339.315,3728123.0
2022-02-07,339.872,341.325,335.325,337.127,2809304.0
2022-02-08,337.127,342.438,334.721,340.985,3225146.0
2022-02-09,344.636,346.662,342.457,343.749,2777544.0
2022-02-10,338.532,342.457,332.9,334.995,4291847.0
2022-02-11,334.617,337.117,328.837,330.466,3308671.0
2022-02-12,334.617,337.117,328.837,330.466,3308671.0
2022-02-13,334.617,337.117,328.837,330.466,3308671.0
2022-02-14,328.306,332.938,327.202,331.664,3654274.0
2022-02-15,335.438,337.193,331.495,333.268,3552864.0
2022-02-16,331.608,332.891,326.155,330.278,3594853.0
2022-02-17,329.24,332.372,327.73,328.249,3926974.0
2022-02-18,328.674,330.759,324.626,327.24,5526133.0
2022-02-19,328.674,330.759,324.626,327.24,5526133.0
2022-02-20,328.674,330.759,324.626,327.24,5526133.0
2022-02-21,328.674,330.759,324.626,327.24,5526133.0
2022-02-22,316.126,317.636,294.673,298.277,19752822.0
2022-02-23,301.249,302.268,289.72,290.994,11026044.0
2022-02-24,283.022,295.701,282.352,295.513,8416724.0
2022-02-25,295.456,299.479,290.159,298.73,6510600.0
2022-02-26,295.456,299.479,290.159,298.73,6510600.0
2022-02-27,295.456,299.479,290.159,298.73,6510600.0
2022-02-28,295.258,298.192,292.904,297.956,5735147.0
2022-03-01,296.787,304.183,295.999,302.126,5640906.0
2022-03-02,302.89,312.447,301.588,308.843,5645611.0
2022-03-03,310.56,311.966,304.565,306.004,3858439.0
2022-03-04,303.975,308.173,301.428,305.909,3631653.0
2022-03-05,303.975,308.173,301.428,305.909,3631653.0
2022-03-06,303.975,308.173,301.428,305.909,3631653.0
2022-03-07,305.909,310.947,301.994,304.504,4669950.0
2022-03-08,301.655,309.9,298.07,298.815,5092527.0
2022-03-09,303.712,306.047,300.789,301.055,4443609.0
2022-03-10,298.359,302.061,293.036,301.757,3895211.0
2022-03-11,303.029,305.415,300.134,300.666,2973298.0
2022-03-12,303.029,305.415,300.134,300.666,2973298.0
2022-03-13,303.029,305.415,300.134,300.666,2973298.0
2022-03-14,306.474,307.509,300.115,302.156,3604268.0
2022-03-15,304.045,313.374,304.026,311.818,3775297.0
2022-03-16,314.703,316.952,307.727,314.067,3942427.0
2022-03-17,312.387,319.24,311.153,319.24,3123210.0
2022-03-18,316.649,323.397,315.391,323.397,9409577.0
2022-03-19,316.649,323.397,315.391,323.397,9409577.0
2022-03-20,316.649,323.397,315.391,323.397,9409577.0
2022-03-21,320.834,323.349,310.432,312.605,4521212.0
2022-03-22,312.558,314.437,307.518,312.947,4852801.0
2022-03-23,310.261,311.485,299.774,300.912,5207746.0
2022-03-24,301.007,303.143,298.302,299.707,4599930.0
2022-03-25,302.27,302.573,292.608,294.867,5177998.0
2022-03-26,302.27,302.573,292.608,294.867,5177998.0
2022-03-27,302.27,302.573,292.608,294.867,5177998.0
2022-03-28,295.17,298.35,293.491,298.283,3936640.0
2022-03-29,300.78,304.661,296.988,301.539,5306131.0
2022-03-30,297.173,299.195,290.52,292.76,7223830.0
2022-03-31,290.624,292.285,283.677,284.094,11044642.0
2022-04-01,285.205,287.929,283.686,286.524,5554611.0
2022-04-02,285.205,287.929,283.686,286.524,5554611.0
2022-04-03,285.205,287.929,283.686,286.524,5554611.0
2022-04-04,286.144,290.881,284.322,290.026,4665847.0
2022-04-05,290.672,293.367,286.828,289.343,4376138.0
2022-04-06,282.918,285.357,279.975,283.345,6499947.0
2022-04-07,281.684,289.087,278.647,287.34,5241024.0
2022-04-08,286.116,296.395,285.945,295.275,5741921.0
2022-04-09,286.116,296.395,285.945,295.275,5741921.0
2022-04-10,286.116,296.395,285.945,295.275,5741921.0
2022-04-11,292.143,298.179,290.358,291.108,4100561.0
2022-04-12,293.69,297.339,289.571,290.7,4122551.0
2022-04-13,290.529,295.835,290.159,294.62,3185296.0
2022-04-14,295.009,296.357,288.84,289.02,4569196.0
2022-04-15,295.009,296.357,288.84,289.02,4569196.0
2022-04-16,295.009,296.357,288.84,289.02,4569196.0
2022-04-17,295.009,296.357,288.84,289.02,4569196.0
2022-04-18,287.578,290.7,283.515,284.93,3192413.0
2022-04-19,285.309,292.447,284.55,292.133,3389701.0
2022-04-20,295.17,300.011,293.984,299.1,4720754.0
2022-04-21,300.865,302.194,293.975,294.563,3014188.0
2022-04-22,294.05,294.05,284.522,284.835,4043169.0
2022-04-23,294.05,294.05,284.522,284.835,4043169.0
2022-04-24,294.05,294.05,284.522,284.835,4043169.0
2022-04-25,284.73,289.628,281.19,289.419,4396905.0
2022-04-26,286.866,291.906,284.465,284.692,3415244.0
2022-04-27,285.964,290.824,283.895,286.249,3446242.0
2022-04-28,289.239,298.526,287.587,295.892,4151717.0
2022-04-29,292.465,295.854,284.455,285.11,4878169.0
2022-04-30,292.465,295.854,284.455,285.11,4878169.0
2022-05-01,292.465,295.854,284.455,285.11,4878169.0
2022-05-02,286.619,293.073,284.645,291.346,4233870.0
2022-05-03,290.131,293.272,287.597,289.438,3336636.0
2022-05-04,288.603,299.679,287.511,299.261,4021309.0
2022-05-05,295.17,295.512,278.76,283.886,4959610.0
2022-05-06,281.219,281.646,274.679,279.33,4325343.0
2022-05-07,281.219,281.646,274.679,279.33,4325343.0
2022-05-08,281.219,281.646,274.679,279.33,4325343.0
2022-05-09,275.505,285.433,273.816,281.911,5243628.0
2022-05-10,283.269,285.746,273.022,276.34,4392900.0
2022-05-11,276.616,278.4,268.187,268.558,3880469.0
2022-05-12,267.238,278.258,266.346,274.945,4447676.0
2022-05-13,275.192,284.175,273.768,280.962,3949134.0
2022-05-14,275.192,284.175,273.768,280.962,3949134.0
2022-05-15,275.192,284.175,273.768,280.962,3949134.0
2022-05-16,279.112,284.322,275.04,280.924,4267850.0
2022-05-17,290.899,295.113,276.094,285.632,12425881.0
2022-05-18,278.087,280.402,266.868,270.665,7799541.0
2022-05-19,270.968,277.612,270.456,273.113,5211530.0
2022-05-20,275.068,275.714,265.359,272.572,5621770.0
2022-05-21,275.068,275.714,265.359,272.572,5621770.0
2022-05-22,275.068,275.714,265.359,272.572,5621770.0
2022-05-23,274.376,275.562,266.052,271.471,4305632.0
2022-05-24,269.545,274.594,266.365,273.265,4241931.0
2022-05-25,271.263,280.45,271.12,278.628,4612940.0
2022-05-26,282.187,290.074,281.883,287.397,4170801.0
2022-05-27,288.09,292.798,286.252,292.76,3899284.0
2022-05-28,288.09,292.798,286.252,292.76,3899284.0
2022-05-29,288.09,292.798,286.252,292.76,3899284.0
2022-05-30,288.09,292.798,286.252,292.76,3899284.0
2022-05-31,290.994,292.196,285.518,287.34,5966574.0
2022-06-01,288.19,289.375,283.692,283.845,3080760.0
2022-06-02,285.392,292.288,282.606,292.135,4086408.0
2022-06-03,289.709,294.609,288.343,291.38,2956559.0
2022-06-04,289.709,294.609,288.343,291.38,2956559.0
2022-06-05,289.709,294.609,288.343,291.38,2956559.0
2022-06-06,291.839,293.8,289.633,290.244,2562003.0
2022-06-07,281.81,288.802,279.461,288.219,3547797.0
2022-06-08,286.318,287.083,282.405,284.169,3003115.0
2022-06-09,284.389,293.1,283.998,286.395,4170367.0
2022-06-10,278.41,283.186,275.679,276.252,4625619.0
2022-06-11,278.41,283.186,275.679,276.252,4625619.0
2022-06-12,278.41,283.186,275.679,276.252,4625619.0
2022-06-13,271.591,273.94,268.649,270.445,4704607.0
2022-06-14,270.493,273.52,264.17,266.156,3986997.0
2022-06-15,268.382,270.855,263.1,267.169,4050378.0
2022-06-16,262.575,263.71,257.618,261.18,6181025.0
2022-06-17,258.831,264.198,258.248,258.573,10775633.0
2022-06-18,258.831,264.198,258.248,258.573,10775633.0
2022-06-19,258.831,264.198,258.248,258.573,10775633.0
2022-06-20,258.831,264.198,258.248,258.573,10775633.0
2022-06-21,261.4,261.62,255.412,257.112,5498444.0
2022-06-22,254.428,259.566,252.632,256.902,4679513.0
2022-06-23,257.876,263.215,257.771,263.052,3747525.0
2022-06-24,265.01,270.731,261.62,270.292,10310737.0
2022-06-25,265.01,270.731,261.62,270.292,10310737.0
2022-06-26,265.01,270.731,261.62,270.292,10310737.0
2022-06-27,271.686,272.202,268.85,269.996,2538618.0
2022-06-28,271.037,272.775,257.704,258.019,4068691.0
2022-06-29,259.385,263.759,256.734,261.572,2460462.0
2022-06-30,258.573,264.6,256.004,261.954,4057969.0
2022-07-01,263.348,268.143,262.221,266.548,2818310.0
2022-07-02,263.348,268.143,262.221,266.548,2818310.0
2022-07-03,263.348,268.143,262.221,266.548,2818310.0
2022-07-04,263.348,268.143,262.221,266.548,2818310.0
2022-07-05,263.129,270.989,262.68,270.989,3241987.0
2022-07-06,272.193,273.082,267.923,270.846,2206112.0
2022-07-07,270.139,274.084,268.812,273.816,3133933.0
2022-07-08,273.148,275.058,271.161,273.606,1890962.0
2022-07-09,273.148,275.058,271.161,273.606,1890962.0
2022-07-10,273.148,275.058,271.161,273.606,1890962.0
2022-07-11,272.374,276.586,272.336,273.53,2453278.0
2022-07-12,275.994,280.456,270.684,272.317,2696086.0
2022-07-13,268.983,276.777,267.197,274.284,2941558.0
2022-07-14,269.194,277.255,269.003,276.481,2822219.0
2022-07-15,281.572,282.185,277.885,279.279,2647191.0
2022-07-16,281.572,282.185,277.885,279.279,2647191.0
2022-07-17,281.572,282.185,277.885,279.279,2647191.0
2022-07-18,283.902,285.086,278.888,279.891,2664016.0
2022-07-19,282.173,286.538,280.139,286.366,2614945.0
2022-07-20,287.417,290.053,284.886,288.725,2533412.0
2022-07-21,289.251,291.543,285.449,291.304,1965036.0
2022-07-22,293.845,296.719,290.694,292.823,2391540.0
2022-07-23,293.845,296.719,290.694,292.823,2391540.0
2022-07-24,293.845,296.719,290.694,292.823,2391540.0
2022-07-25,293.023,293.625,290.187,292.402,1910480.0
2022-07-26,283.663,287.135,282.622,284.79,2690206.0
2022-07-27,284.819,286.825,278.687,285.488,3219621.0
2022-07-28,281.753,287.713,280.001,286.175,3992053.0
2022-07-29,286.529,287.899,284.074,287.426,3236036.0
2022-07-30,286.529,287.899,284.074,287.426,3236036.0
2022-07-31,286.529,287.899,284.074,287.426,3236036.0
2022-08-01,287.14,294.599,286.538,292.087,3303894.0
2022-08-02,291.686,291.887,286.538,287.207,3091035.0
2022-08-03,289.728,294.236,286.853,292.613,3329353.0
2022-08-04,290.865,296.051,290.769,293.377,2718383.0
2022-08-05,291.667,295.869,290.822,295.783,2029298.0
2022-08-06,291.667,295.869,290.822,295.783,2029298.0
2022-08-07,291.667,295.869,290.822,295.783,2029298.0
2022-08-08,297.856,301.619,296.5,297.961,2505344.0
2022-08-09,295.019,296.04,289.69,291.505,2607007.0
2022-08-10,295.602,298.926,295.172,297.589,3863371.0
2022-08-11,299.747,300.492,295.678,296.739,2444200.0
2022-08-12,298.572,300.788,296.251,300.75,2273796.0
2022-08-13,298.572,300.788,296.251,300.75,2273796.0
2022-08-14,298.572,300.788,296.251,300.75,2273796.0
2022-08-15,298.028,301.581,296.223,300.483,3917318.0
2022-08-16,298.926,318.028,298.83,312.679,10089762.0
2022-08-17,313.357,314.704,309.518,311.132,3162612.0
2022-08-18,310.368,313.214,307.751,310.607,2899614.0
2022-08-19,310.377,311.667,305.416,306.891,3489092.0
2022-08-20,310.377,311.667,305.416,306.891,3489092.0
2022-08-21,310.377,311.667,305.416,306.891,3489092.0
2022-08-22,303.806,305.382,297.713,298.19,3144240.0
2022-08-23,297.235,297.527,291.915,293.119,3317535.0
2022-08-24,291.352,296.06,289.919,294.274,2495587.0
2022-08-25,294.781,296.041,292.097,295.869,2529669.0
2022-08-26,296.366,297.517,284.637,284.714,3315542.0
2022-08-27,296.366,297.517,284.637,284.714,3315542.0
2022-08-28,296.366,297.517,284.637,284.714,3315542.0
2022-08-29,283.253,286.252,281.075,283.014,2711751.0
2022-08-30,285.153,286.433,278.573,279.938,2892427.0
2022-08-31,280.717,281.157,277.131,277.266,4376169.0
2022-09-01,277.247,282.226,275.632,282.024,3742451.0
2022-09-02,284.658,285.322,278.902,280.611,2753601.0
2022-09-03,284.658,285.322,278.902,280.611,2753601.0
2022-09-04,284.658,285.322,278.902,280.611,2753601.0
2022-09-05,284.658,285.322,278.902,280.611,2753601.0
2022-09-06,281.88,283.111,276.151,278.342,4109969.0
2022-09-07,279.208,286.187,279.073,285.966,3016015.0
2022-09-08,284.553,288.581,283.149,288.302,2703239.0
2022-09-09,287.898,290.792,286.793,288.177,2769929.0
2022-09-10,287.898,290.792,286.793,288.177,2769929.0
2022-09-11,287.898,290.792,286.793,288.177,2769929.0
2022-09-12,289.167,291.119,284.889,286.033,3632935.0
2022-09-13,280.717,282.707,266.595,267.181,4797246.0
2022-09-14,268.595,268.729,262.606,265.653,4194435.0
2022-09-15,267.143,267.258,260.077,261.039,3896084.0
2022-09-16,258.645,265.864,258.501,265.297,9535105.0
2022-09-17,258.645,265.864,258.501,265.297,9535105.0
2022-09-18,258.645,265.864,258.501,265.297,9535105.0
2022-09-19,263.0,270.354,262.932,269.575,3047191.0
2022-09-20,266.172,267.999,260.875,263.567,2940742.0
2022-09-21,265.326,269.296,261.01,261.067,3173521.0
2022-09-22,260.731,260.731,257.491,258.731,3515833.0
2022-09-23,257.53,260.808,256.02,260.462,3527874.0
2022-09-24,257.53,260.808,256.02,260.462,3527874.0
2022-09-25,257.53,260.808,256.02,260.462,3527874.0
2022-09-26,260.933,262.976,255.338,256.27,4181825.0
2022-09-27,258.943,263.105,256.655,258.299,3701021.0
2022-09-28,264.576,272.536,262.163,271.277,5816583.0
2022-09-29,267.739,267.979,264.109,267.566,4518628.0
2022-09-30,267.076,270.887,264.134,265.268,4789087.0
2022-10-01,267.076,270.887,264.134,265.268,4789087.0
2022-10-02,267.076,270.887,264.134,265.268,4789087.0
2022-10-03,270.133,274.997,268.739,272.728,3579971.0
2022-10-04,276.381,280.044,275.478,278.362,3641251.0
2022-10-05,275.18,280.813,274.334,278.641,2728022.0
2022-10-06,278.362,281.64,276.646,279.16,2641641.0
2022-10-07,276.41,277.468,271.498,273.324,2405956.0
2022-10-08,276.41,277.468,271.498,273.324,2405956.0
2022-10-09,276.41,277.468,271.498,273.324,2405956.0
2022-10-10,272.594,273.843,269.383,271.536,2115429.0
2022-10-11,270.229,275.132,270.037,271.95,2771941.0
2022-10-12,273.421,273.634,269.642,269.671,2258401.0
2022-10-13,264.038,273.815,258.339,271.892,3881627.0
2022-10-14,275.555,275.555,265.278,265.74,2783361.0
2022-10-15,275.555,275.555,265.278,265.74,2783361.0
2022-10-16,275.555,275.555,265.278,265.74,2783361.0
2022-10-17,268.787,272.892,268.537,270.383,3426680.0
2022-10-18,276.814,278.65,272.277,274.036,3166524.0
2022-10-19,271.546,271.83,262.461,264.836,4322993.0
2022-10-20,264.307,267.249,257.506,259.039,3959531.0
2022-10-21,257.962,265.047,257.636,264.874,3429101.0
2022-10-22,257.962,265.047,257.636,264.874,3429101.0
2022-10-23,257.962,265.047,257.636,264.874,3429101.0
2022-10-24,266.259,273.469,266.259,272.305,2937117.0
2022-10-25,274.468,280.836,274.468,279.035,2791642.0
2022-10-26,279.362,280.582,275.101,278.929,2615341.0
2022-10-27,280.563,282.89,278.256,279.804,3041731.0
2022-10-28,278.785,287.59,278.785,287.1,3243147.0
2022-10-29,278.785,287.59,278.785,287.1,3243147.0
2022-10-30,278.785,287.59,278.785,287.1,3243147.0
2022-10-31,283.024,287.706,281.236,284.678,4211031.0
2022-11-01,288.754,290.523,282.005,284.61,3309326.0
2022-11-02,283.784,288.557,277.362,277.564,4427211.0
2022-11-03,272.603,274.891,269.663,270.613,4823867.0
2022-11-04,274.834,277.668,266.768,273.046,4399410.0
2022-11-05,274.834,277.668,266.768,273.046,4399410.0
2022-11-06,274.834,277.668,266.768,273.046,4399410.0
2022-11-07,275.42,280.419,271.902,279.044,3260152.0
2022-11-08,281.121,281.996,276.509,279.881,3371826.0
2022-11-09,277.823,281.188,275.189,275.66,3071380.0
2022-11-10,286.225,302.568,285.591,299.645,7793983.0
2022-11-11,299.934,305.394,298.242,302.76,4945385.0
2022-11-12,299.934,305.394,298.242,302.76,4945385.0
2022-11-13,299.934,305.394,298.242,302.76,4945385.0
2022-11-14,302.203,303.76,294.493,295.05,6394785.0
2022-11-15,292.301,304.385,291.522,299.867,9290361.0
2022-11-16,294.031,304.173,292.734,302.731,5249549.0
2022-11-17,299.934,301.549,294.31,299.396,3643182.0
2022-11-18,301.991,303.779,298.261,301.068,3559301.0
2022-11-19,301.991,303.779,298.261,301.068,3559301.0
2022-11-20,301.991,303.779,298.261,301.068,3559301.0
2022-11-21,304.702,306.509,302.049,304.529,4068957.0
2022-11-22,307.625,314.181,307.028,312.316,6054740.0
2022-11-23,314.123,315.142,308.047,309.076,4243427.0
2022-11-24,314.123,315.142,308.047,309.076,4243427.0
2022-11-25,310.403,316.349,309.451,313.758,3393533.0
2022-11-26,310.403,316.349,309.451,313.758,3393533.0
2022-11-27,310.403,316.349,309.451,313.758,3393533.0
2022-11-28,312.489,316.084,305.554,306.586,4735507.0
2022-11-29,303.779,307.625,303.414,303.741,3505644.0
2022-11-30,302.648,313.538,301.26,313.344,15106515.0
2022-12-01,315.588,318.838,313.78,316.323,3830118.0
2022-12-02,310.53,317.687,309.805,317.213,3644116.0
2022-12-03,310.53,317.687,309.805,317.213,3644116.0
2022-12-04,310.53,317.687,309.805,317.213,3644116.0
2022-12-05,314.466,314.824,309.041,309.563,5057347.0
2022-12-06,309.137,311.081,304.205,307.019,3341458.0
2022-12-07,305.578,312.268,304.108,309.631,4038175.0
2022-12-08,308.083,313.862,308.083,313.441,3483561.0
2022-12-09,310.917,313.78,309.418,309.95,3738832.0
2022-12-10,310.917,313.78,309.418,309.95,3738832.0
