,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-02-18,2669.1,2698.0,2650.1,2662.85,18339.0
2019-02-19,2668.0,2699.38,2606.17,2622.7,43192.0
2019-02-20,2600.0,2642.86,2575.01,2590.3,36904.0
2019-02-21,2570.0,2653.87,2562.02,2643.85,23598.0
2019-02-22,2667.88,2706.85,2652.575,2680.0,18410.0
2019-02-23,2667.88,2706.85,2652.575,2680.0,18410.0
2019-02-24,2667.88,2706.85,2652.575,2680.0,18410.0
2019-02-25,2681.0,2701.962,2630.0,2647.74,15493.0
2019-02-26,2634.65,2677.0,2606.96,2632.97,39424.0
2019-02-27,2626.02,2665.0,2595.35,2643.1,23639.0
2019-02-28,2639.4,2656.1,2601.73,2620.0,26058.0
2019-03-01,2623.92,2640.0,2586.54,2601.0,25783.0
2019-03-02,2623.92,2640.0,2586.54,2601.0,25783.0
2019-03-03,2623.92,2640.0,2586.54,2601.0,25783.0
2019-03-04,2603.0,2661.68,2602.2,2660.66,27119.0
2019-03-05,2649.0,2669.84,2612.1,2639.25,22597.0
2019-03-06,2639.63,2713.0,2639.63,2692.35,27080.0
2019-03-07,2684.0,2822.0,2684.0,2751.72,41295.0
2019-03-08,2732.83,2768.39,2699.29,2710.0,15368.0
2019-03-09,2732.83,2768.39,2699.29,2710.0,15368.0
2019-03-10,2732.83,2768.39,2699.29,2710.0,15368.0
2019-03-11,2711.73,2758.99,2711.0,2738.93,19774.0
2019-03-12,2742.0,2773.61,2726.0,2769.46,18039.0
2019-03-13,2775.0,2800.0,2735.5,2739.0,18408.0
2019-03-14,2738.0,2758.792,2721.48,2722.77,20003.0
2019-03-15,2727.02,2790.69,2716.78,2724.21,28103.0
2019-03-16,2727.02,2790.69,2716.78,2724.21,28103.0
2019-03-17,2727.02,2790.69,2716.78,2724.21,28103.0
2019-03-18,2757.9,2779.74,2729.96,2760.06,14479.0
2019-03-19,2770.53,2774.49,2721.11,2732.32,25773.0
2019-03-20,2723.41,2764.98,2687.68,2741.74,25987.0
