,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-03-21,2741.26,2813.425,2741.26,2760.73,20328.0
2019-03-22,2743.5,2815.0,2739.104,2780.91,19119.0
2019-03-23,2743.5,2815.0,2739.104,2780.91,19119.0
2019-03-24,2743.5,2815.0,2739.104,2780.91,19119.0
2019-03-25,2779.9,2845.94,2770.0,2832.78,14115.0
2019-03-26,2831.8,2846.05,2787.182,2826.21,21598.0
2019-03-27,2859.2,2893.75,2840.57,2860.24,38318.0
2019-03-28,2875.53,2876.69,2778.57,2807.32,21249.0
2019-03-29,2819.76,2829.59,2757.51,2767.0,21465.0
2019-03-30,2819.76,2829.59,2757.51,2767.0,21465.0
2019-03-31,2819.76,2829.59,2757.51,2767.0,21465.0
2019-04-01,2776.99,2799.95,2744.73,2766.99,22951.0
2019-04-02,2750.72,2781.78,2745.075,2768.0,13790.0
2019-04-03,2771.07,2829.9,2755.55,2793.88,15393.0
2019-04-04,2789.55,2869.9,2789.55,2869.9,12557.0
2019-04-05,2878.0,2895.0,2860.0,2870.47,11797.0
2019-04-06,2878.0,2895.0,2860.0,2870.47,11797.0
2019-04-07,2878.0,2895.0,2860.0,2870.47,11797.0
2019-04-08,2856.08,2897.305,2855.62,2881.27,16247.0
2019-04-09,2870.0,2902.78,2860.0,2878.06,22278.0
2019-04-10,2890.0,2920.0,2876.01,2910.42,11455.0
2019-04-11,2926.59,2961.79,2895.0,2944.25,19266.0
2019-04-12,2946.0,2985.28,2938.04,2970.1,18572.0
2019-04-13,2946.0,2985.28,2938.04,2970.1,18572.0
2019-04-14,2946.0,2985.28,2938.04,2970.1,18572.0
2019-04-15,2992.9,2998.72,2967.0,2998.7,19674.0
2019-04-16,3000.0,3034.14,2981.82,3022.16,19891.0
2019-04-17,3038.31,3049.83,3024.05,3044.62,15742.0
2019-04-18,3051.0,3100.0,3015.25,3084.12,23895.0
2019-04-19,3051.0,3100.0,3015.25,3084.12,23895.0
2019-04-20,3051.0,3100.0,3015.25,3084.12,23895.0
2019-04-21,3051.0,3100.0,3015.25,3084.12,23895.0
2019-04-22,3130.0,3282.8,3087.552,3271.95,48335.0
2019-04-23,3281.65,3335.23,3189.542,3215.0,42381.0
2019-04-24,3198.01,3229.88,3146.15,3215.77,34108.0
2019-04-25,3179.95,3200.0,3115.08,3145.78,28816.0
2019-04-26,3147.0,3147.0,3078.57,3116.14,28316.0
2019-04-27,3147.0,3147.0,3078.57,3116.14,28316.0
2019-04-28,3147.0,3147.0,3078.57,3116.14,28316.0
2019-04-29,3127.57,3149.98,3070.01,3132.6,26327.0
2019-04-30,3121.49,3176.08,3080.0,3152.48,20853.0
2019-05-01,3160.0,3244.0,3160.0,3183.53,59220.0
2019-05-02,3174.1,3262.0,3156.0,3247.87,21421.0
2019-05-03,3258.0,3284.37,3243.06,3270.0,21702.0
2019-05-04,3258.0,3284.37,3243.06,3270.0,21702.0
2019-05-05,3258.0,3284.37,3243.06,3270.0,21702.0
2019-05-06,3230.73,3311.0,3225.27,3292.37,23813.0
2019-05-07,3317.03,3317.03,3217.69,3251.41,23006.0
2019-05-08,3236.0,3284.9,3217.53,3228.0,20656.0
2019-05-09,3215.24,3307.48,3213.26,3307.48,22054.0
2019-05-10,3310.68,3318.59,3274.05,3290.79,19908.0
2019-05-11,3310.68,3318.59,3274.05,3290.79,19908.0
2019-05-12,3310.68,3318.59,3274.05,3290.79,19908.0
2019-05-13,3251.24,3270.0,3190.07,3249.35,29201.0
2019-05-14,3255.0,3325.0,3249.35,3286.04,23544.0
2019-05-15,3290.42,3323.54,3275.56,3315.58,26309.0
2019-05-16,3319.9,3381.98,3312.54,3344.65,20767.0
2019-05-17,3323.16,3364.86,3311.92,3320.0,18184.0
2019-05-18,3323.16,3364.86,3311.92,3320.0,18184.0
2019-05-19,3323.16,3364.86,3311.92,3320.0,18184.0
2019-05-20,3311.25,3321.435,3247.58,3261.18,25002.0
2019-05-21,3267.8,3324.69,3250.0,3309.32,26271.0
2019-05-22,3279.75,3318.0,3235.0,3246.78,22895.0
2019-05-23,3229.85,3249.775,3194.83,3215.28,29522.0
2019-05-24,3231.94,3279.03,3216.52,3272.72,34852.0
2019-05-25,3231.94,3279.03,3216.52,3272.72,34852.0
2019-05-26,3231.94,3279.03,3216.52,3272.72,34852.0
2019-05-27,3231.94,3279.03,3216.52,3272.72,34852.0
2019-05-28,3281.92,3293.5,3202.85,3214.32,43742.0
2019-05-29,3183.21,3235.66,3162.9,3219.76,24367.0
2019-05-30,3223.0,3259.54,3209.003,3226.18,16378.0
2019-05-31,3204.95,3264.34,3151.2,3201.57,27449.0
2019-06-01,3204.95,3264.34,3151.2,3201.57,27449.0
2019-06-02,3204.95,3264.34,3151.2,3201.57,27449.0
2019-06-03,3190.0,3294.7,3170.0,3266.7,25329.0
2019-06-04,3281.12,3317.55,3240.0,3317.55,25061.0
2019-06-05,3322.0,3374.25,3301.73,3356.68,21427.0
2019-06-06,3356.78,3417.53,3327.25,3362.49,21142.0
2019-06-07,3375.0,3406.38,3370.1,3391.0,16915.0
2019-06-08,3375.0,3406.38,3370.1,3391.0,16915.0
2019-06-09,3375.0,3406.38,3370.1,3391.0,16915.0
2019-06-10,3400.0,3439.18,3366.5,3402.35,17781.0
2019-06-11,3410.0,3413.03,3323.0,3370.82,16403.0
2019-06-12,3361.65,3411.69,3341.2,3395.0,19931.0
2019-06-13,3395.1,3420.0,3362.0,3395.81,18532.0
2019-06-14,3388.8,3489.0,3368.02,3459.62,19757.0
2019-06-15,3388.8,3489.0,3368.02,3459.62,19757.0
2019-06-16,3388.8,3489.0,3368.02,3459.62,19757.0
2019-06-17,3480.0,3485.23,3374.0,3430.0,22076.0
2019-06-18,3440.24,3484.29,3399.59,3449.95,24274.0
2019-06-19,3441.13,3441.13,3346.28,3375.87,43184.0
2019-06-20,3386.7,3411.99,3342.183,3411.99,20333.0
2019-06-21,3391.56,3391.56,3312.0,3313.24,41683.0
2019-06-22,3391.56,3391.56,3312.0,3313.24,41683.0
2019-06-23,3391.56,3391.56,3312.0,3313.24,41683.0
2019-06-24,3344.53,3369.0,3312.745,3334.23,17534.0
2019-06-25,3346.99,3372.5,3249.0,3271.64,24674.0
2019-06-26,3265.11,3296.648,3236.74,3236.74,33224.0
2019-06-27,3246.0,3339.73,3244.98,3333.62,28017.0
2019-06-28,3358.21,3384.0,3301.2,3370.25,25605.0
2019-06-29,3358.21,3384.0,3301.2,3370.25,25605.0
2019-06-30,3358.21,3384.0,3301.2,3370.25,25605.0
2019-07-01,3396.99,3415.0,3341.45,3367.75,15829.0
2019-07-02,3363.08,3402.68,3350.51,3396.38,11196.0
2019-07-03,3374.0,3412.69,3374.0,3396.46,9240.0
2019-07-04,3374.0,3412.69,3374.0,3396.46,9240.0
2019-07-05,3379.65,3399.8,3306.0,3348.0,10627.0
2019-07-06,3379.65,3399.8,3306.0,3348.0,10627.0
2019-07-07,3379.65,3399.8,3306.0,3348.0,10627.0
2019-07-08,3327.93,3378.45,3312.52,3343.31,16187.0
2019-07-09,3339.01,3374.76,3339.01,3371.04,17861.0
2019-07-10,3390.59,3468.15,3370.0,3468.15,19470.0
2019-07-11,3464.9,3509.01,3450.0,3468.68,27685.0
2019-07-12,3476.0,3528.319,3474.06,3489.63,13910.0
2019-07-13,3476.0,3528.319,3474.06,3489.63,13910.0
2019-07-14,3476.0,3528.319,3474.06,3489.63,13910.0
2019-07-15,3495.8,3500.0,3430.0,3450.0,12227.0
2019-07-16,3444.55,3514.97,3444.55,3497.1,18617.0
2019-07-17,3502.2,3535.0,3483.03,3501.86,14216.0
2019-07-18,3496.8,3548.46,3451.94,3507.74,22794.0
2019-07-19,3550.0,3582.99,3495.63,3520.01,17370.0
2019-07-20,3550.0,3582.99,3495.63,3520.01,17370.0
2019-07-21,3550.0,3582.99,3495.63,3520.01,17370.0
2019-07-22,3485.2,3558.0,3476.0,3498.3,20203.0
2019-07-23,3419.65,3482.0,3368.02,3381.53,31348.0
2019-07-24,3377.2,3414.8,3365.4,3382.06,18283.0
2019-07-25,3388.0,3435.255,3388.0,3419.93,21329.0
2019-07-26,3435.0,3446.0,3291.0,3309.81,37230.0
2019-07-27,3435.0,3446.0,3291.0,3309.81,37230.0
2019-07-28,3435.0,3446.0,3291.0,3309.81,37230.0
2019-07-29,3313.0,3325.02,3245.68,3301.35,40292.0
2019-07-30,3280.1,3350.0,3271.5,3288.09,32778.0
2019-07-31,3285.0,3390.0,3279.14,3344.14,27199.0
2019-08-01,3325.2,3433.99,3317.0,3387.96,20646.0
2019-08-02,3383.49,3432.717,3351.0,3404.29,18762.0
2019-08-03,3383.49,3432.717,3351.0,3404.29,18762.0
2019-08-04,3383.49,3432.717,3351.0,3404.29,18762.0
2019-08-05,3379.18,3399.9,3305.0,3340.14,37539.0
2019-08-06,3356.58,3404.8,3323.9,3394.07,12890.0
2019-08-07,3379.83,3500.0,3374.8,3485.16,28795.0
2019-08-08,3483.1,3546.89,3473.41,3543.3,63430.0
2019-08-09,3537.0,3576.28,3524.56,3524.56,14757.0
2019-08-10,3537.0,3576.28,3524.56,3524.56,14757.0
2019-08-11,3537.0,3576.28,3524.56,3524.56,14757.0
2019-08-12,3502.67,3506.9,3417.12,3483.69,9691.0
2019-08-13,3489.58,3566.218,3463.7,3559.37,22049.0
2019-08-14,3525.0,3559.0,3443.16,3496.93,19147.0
2019-08-15,3480.01,3523.98,3473.01,3490.0,22016.0
2019-08-16,3491.0,3508.93,3435.74,3499.9,22780.0
2019-08-17,3491.0,3508.93,3435.74,3499.9,22780.0
2019-08-18,3491.0,3508.93,3435.74,3499.9,22780.0
2019-08-19,3500.0,3572.37,3500.0,3551.38,24009.0
2019-08-20,3535.0,3600.0,3512.52,3575.0,20656.0
2019-08-21,3582.02,3649.45,3568.0,3609.24,19756.0
2019-08-22,3630.61,3720.0,3611.0,3662.73,20122.0
2019-08-23,3652.0,3685.39,3536.3,3546.23,24880.0
2019-08-24,3652.0,3685.39,3536.3,3546.23,24880.0
2019-08-25,3652.0,3685.39,3536.3,3546.23,24880.0
2019-08-26,3554.0,3615.94,3540.0,3598.64,20705.0
2019-08-27,3600.0,3637.0,3571.0,3591.89,26812.0
2019-08-28,3561.0,3639.98,3548.0,3608.66,14054.0
2019-08-29,3625.3,3648.122,3583.65,3632.09,11240.0
2019-08-30,3646.0,3646.0,3581.73,3599.0,15628.0
2019-08-31,3646.0,3646.0,3581.73,3599.0,15628.0
2019-09-01,3646.0,3646.0,3581.73,3599.0,15628.0
2019-09-02,3646.0,3646.0,3581.73,3599.0,15628.0
2019-09-03,3598.85,3620.49,3550.0,3599.23,17405.0
2019-09-04,3600.3,3688.35,3600.3,3671.0,30269.0
2019-09-05,3700.0,3700.0,3543.58,3585.6,25492.0
2019-09-06,3589.0,3749.21,3580.03,3649.75,25604.0
2019-09-07,3589.0,3749.21,3580.03,3649.75,25604.0
2019-09-08,3589.0,3749.21,3580.03,3649.75,25604.0
2019-09-09,3670.0,3767.0,3652.2,3766.27,46614.0
2019-09-10,3753.0,3770.0,3631.32,3674.9,31906.0
2019-09-11,3688.0,3710.54,3640.24,3675.0,21768.0
2019-09-12,3715.0,3730.0,3666.06,3680.06,16535.0
2019-09-13,3680.25,3719.873,3615.85,3624.81,14796.0
2019-09-14,3680.25,3719.873,3615.85,3624.81,14796.0
2019-09-15,3680.25,3719.873,3615.85,3624.81,14796.0
2019-09-16,3612.37,3625.0,3574.94,3576.34,23778.0
2019-09-17,3569.9,3662.5,3568.0,3636.49,18591.0
2019-09-18,3625.1,3725.0,3617.5,3698.69,26140.0
2019-09-19,3698.2,3719.5,3658.0,3665.66,21527.0
2019-09-20,3672.5,3722.26,3632.55,3635.25,34990.0
2019-09-21,3672.5,3722.26,3632.55,3635.25,34990.0
2019-09-22,3672.5,3722.26,3632.55,3635.25,34990.0
2019-09-23,3573.5,3618.96,3457.92,3502.99,77112.0
2019-09-24,3503.77,3546.0,3496.74,3523.38,78999.0
2019-09-25,3528.28,3624.99,3472.0,3575.0,788944.0
2019-09-26,3591.55,3656.45,3591.55,3611.92,37550.0
2019-09-27,3619.03,3647.85,3609.52,3626.69,39261.0
2019-09-28,3619.03,3647.85,3609.52,3626.69,39261.0
2019-09-29,3619.03,3647.85,3609.52,3626.69,39261.0
2019-09-30,3643.0,3728.75,3631.04,3717.35,29892.0
2019-10-01,3715.1,3794.1,3691.2,3718.71,28035.0
2019-10-02,3734.9,3747.5,3631.0,3634.93,31230.0
2019-10-03,3638.0,3668.5,3576.59,3603.85,24365.0
2019-10-04,3606.0,3718.61,3606.0,3706.34,22834.0
2019-10-05,3606.0,3718.61,3606.0,3706.34,22834.0
2019-10-06,3606.0,3718.61,3606.0,3706.34,22834.0
2019-10-07,3685.15,3710.0,3663.625,3676.75,21256.0
2019-10-08,3660.0,3738.53,3660.0,3693.91,22720.0
2019-10-09,3701.5,3722.49,3636.28,3654.92,17690.0
2019-10-10,3642.49,3642.49,3566.07,3602.6,27154.0
2019-10-11,3619.7,3619.89,3566.43,3572.04,27397.0
2019-10-12,3619.7,3619.89,3566.43,3572.04,27397.0
2019-10-13,3619.7,3619.89,3566.43,3572.04,27397.0
2019-10-14,3594.88,3627.0,3584.04,3621.82,22317.0
2019-10-15,3634.1,3680.0,3634.1,3650.13,19725.0
2019-10-16,3641.0,3706.36,3630.93,3705.84,21650.0
2019-10-17,3715.86,3799.0,3697.775,3779.41,31845.0
2019-10-18,3776.2,3894.67,3731.41,3892.89,31203.0
2019-10-19,3776.2,3894.67,3731.41,3892.89,31203.0
2019-10-20,3776.2,3894.67,3731.41,3892.89,31203.0
2019-10-21,3900.0,3946.5,3807.592,3820.0,29381.0
2019-10-22,3834.13,3844.76,3779.0,3779.0,21349.0
2019-10-23,3796.18,3829.94,3766.0,3775.06,16241.0
2019-10-24,3801.0,3801.13,3750.0,3759.51,14708.0
2019-10-25,3740.12,3786.495,3699.98,3727.75,21829.0
2019-10-26,3740.12,3786.495,3699.98,3727.75,21829.0
2019-10-27,3740.12,3786.495,3699.98,3727.75,21829.0
2019-10-28,3723.0,3733.65,3635.445,3643.65,36669.0
2019-10-29,3643.65,3670.0,3617.42,3631.51,33058.0
2019-10-30,3617.22,3628.69,3555.1,3622.09,32230.0
2019-10-31,3614.47,3659.8,3614.47,3636.59,29265.0
2019-11-01,3651.9,3702.68,3650.636,3669.51,18298.0
2019-11-02,3651.9,3702.68,3650.636,3669.51,18298.0
2019-11-03,3651.9,3702.68,3650.636,3669.51,18298.0
2019-11-04,3689.02,3689.02,3402.0,3422.48,46017.0
2019-11-05,3412.9,3412.9,3315.605,3390.44,54033.0
2019-11-06,3408.88,3555.44,3408.88,3515.0,52086.0
2019-11-07,3499.81,3520.21,3400.0,3427.42,50745.0
2019-11-08,3423.83,3464.0,3386.11,3423.25,25216.0
2019-11-09,3423.83,3464.0,3386.11,3423.25,25216.0
2019-11-10,3423.83,3464.0,3386.11,3423.25,25216.0
2019-11-11,3424.8,3593.05,3424.8,3590.39,37791.0
2019-11-12,3614.27,3654.9,3520.0,3588.06,42200.0
2019-11-13,3588.06,3641.15,3572.15,3594.07,20460.0
2019-11-14,3585.3,3693.54,3580.27,3687.42,36315.0
2019-11-15,3694.03,3705.0,3565.0,3595.17,27244.0
2019-11-16,3694.03,3705.0,3565.0,3595.17,27244.0
2019-11-17,3694.03,3705.0,3565.0,3595.17,27244.0
2019-11-18,3595.0,3700.15,3576.355,3652.64,28651.0
2019-11-19,3692.94,3725.0,3636.205,3657.3,34322.0
2019-11-20,3677.7,3759.22,3603.479,3632.19,33282.0
2019-11-21,3631.06,3693.98,3614.255,3665.55,25462.0
2019-11-22,3670.14,3729.78,3665.7,3689.54,25412.0
2019-11-23,3670.14,3729.78,3665.7,3689.54,25412.0
2019-11-24,3670.14,3729.78,3665.7,3689.54,25412.0
2019-11-25,3704.32,3742.0,3685.96,3720.88,29826.0
2019-11-26,3734.98,3810.11,3709.19,3806.99,70422.0
2019-11-27,3807.2,3827.72,3755.82,3803.18,32765.0
2019-11-28,3807.2,3827.72,3755.82,3803.18,32765.0
2019-11-29,3770.55,3820.96,3770.55,3791.89,12447.0
2019-11-30,3770.55,3820.96,3770.55,3791.89,12447.0
2019-12-01,3770.55,3820.96,3770.55,3791.89,12447.0
2019-12-02,3771.11,3783.75,3675.85,3758.0,25854.0
2019-12-03,3750.0,3778.95,3711.01,3720.28,26554.0
2019-12-04,3724.46,3798.8,3689.4,3783.35,35426.0
2019-12-05,3789.09,3868.246,3777.85,3854.48,25780.0
2019-12-06,3894.95,3899.98,3722.0,3760.62,34773.0
2019-12-07,3894.95,3899.98,3722.0,3760.62,34773.0
2019-12-08,3894.95,3899.98,3722.0,3760.62,34773.0
2019-12-09,3748.63,3833.88,3745.02,3804.1,23731.0
2019-12-10,3810.62,3855.58,3773.5,3820.0,24053.0
2019-12-11,3820.4,3855.12,3815.495,3838.02,18099.0
2019-12-12,3829.25,3842.01,3746.1,3752.95,30044.0
2019-12-13,3740.0,3812.94,3740.0,3798.35,24038.0
2019-12-14,3740.0,3812.94,3740.0,3798.35,24038.0
2019-12-15,3740.0,3812.94,3740.0,3798.35,24038.0
2019-12-16,3785.52,3912.47,3785.52,3860.0,33332.0
2019-12-17,3888.7,3906.0,3789.43,3817.27,37326.0
2019-12-18,3820.0,3824.925,3716.03,3735.75,35407.0
2019-12-19,3756.78,3760.75,3689.4,3705.49,30763.0
2019-12-20,3730.91,3847.73,3718.922,3840.74,87476.0
2019-12-21,3730.91,3847.73,3718.922,3840.74,87476.0
2019-12-22,3730.91,3847.73,3718.922,3840.74,87476.0
2019-12-23,3855.79,3873.0,3782.56,3786.71,22829.0
2019-12-24,3791.87,3818.46,3791.87,3817.15,8040.0
2019-12-25,3791.87,3818.46,3791.87,3817.15,8040.0
2019-12-26,3816.46,3830.0,3785.36,3810.55,10715.0
2019-12-27,3811.66,3828.82,3794.92,3816.37,11090.0
2019-12-28,3811.66,3828.82,3794.92,3816.37,11090.0
2019-12-29,3811.66,3828.82,3794.92,3816.37,11090.0
2019-12-30,3814.9,3834.89,3786.99,3823.0,13233.0
2019-12-31,3820.9,3844.98,3777.895,3808.41,17064.0
2020-01-01,3820.9,3844.98,3777.895,3808.41,17064.0
2020-01-02,3777.0,3819.94,3701.01,3735.5,39621.0
2020-01-03,3699.0,3825.0,3699.0,3781.43,30392.0
2020-01-04,3699.0,3825.0,3699.0,3781.43,30392.0
2020-01-05,3699.0,3825.0,3699.0,3781.43,30392.0
2020-01-06,3779.85,3820.0,3771.39,3783.27,34475.0
2020-01-07,3775.94,3810.0,3774.0,3806.12,23914.0
2020-01-08,3818.63,3849.69,3775.01,3785.81,35135.0
2020-01-09,3786.0,3818.0,3696.542,3741.7,60482.0
2020-01-10,3752.48,3799.29,3735.0,3781.31,24603.0
2020-01-11,3752.48,3799.29,3735.0,3781.31,24603.0
2020-01-12,3752.48,3799.29,3735.0,3781.31,24603.0
2020-01-13,3780.89,3821.45,3765.13,3809.51,24484.0
2020-01-14,3804.47,3828.275,3800.0,3819.04,20127.0
2020-01-15,3829.0,3910.18,3829.0,3903.99,31422.0
2020-01-16,3900.1,3935.0,3865.0,3870.52,20150.0
2020-01-17,3879.21,3919.0,3852.0,3893.41,21512.0
2020-01-18,3879.21,3919.0,3852.0,3893.41,21512.0
2020-01-19,3879.21,3919.0,3852.0,3893.41,21512.0
2020-01-20,3879.21,3919.0,3852.0,3893.41,21512.0
2020-01-21,3893.41,3918.686,3884.14,3905.14,29963.0
2020-01-22,3910.0,3957.126,3887.0,3932.0,17927.0
2020-01-23,3930.0,4050.0,3930.0,4028.24,37638.0
2020-01-24,4025.0,4058.0,3951.62,3983.6,21362.0
2020-01-25,4025.0,4058.0,3951.62,3983.6,21362.0
2020-01-26,4025.0,4058.0,3951.62,3983.6,21362.0
2020-01-27,3908.0,3984.22,3887.0,3946.22,34060.0
2020-01-28,3960.0,4057.95,3915.93,4030.0,24398.0
2020-01-29,4000.0,4011.0,3825.001,3898.56,46174.0
2020-01-30,3916.54,3974.99,3882.37,3966.76,26723.0
2020-01-31,3896.0,3913.8,3802.11,3816.97,28421.0
2020-02-01,3896.0,3913.8,3802.11,3816.97,28421.0
2020-02-02,3896.0,3913.8,3802.11,3816.97,28421.0
2020-02-03,3842.76,3863.45,3796.65,3810.0,22646.0
2020-02-04,3821.66,3861.49,3790.27,3791.77,18171.0
2020-02-05,3792.4,3880.0,3776.09,3853.48,26073.0
2020-02-06,3861.24,3920.16,3833.0,3886.96,25422.0
2020-02-07,3919.8,3955.0,3890.7,3921.63,20769.0
2020-02-08,3919.8,3955.0,3890.7,3921.63,20769.0
2020-02-09,3919.8,3955.0,3890.7,3921.63,20769.0
2020-02-10,3891.35,3960.0,3891.35,3952.21,24623.0
2020-02-11,3960.0,4000.0,3943.5,3981.86,27734.0
2020-02-12,3968.56,3997.9,3857.9,3976.78,27154.0
2020-02-13,3969.57,4039.0,3945.335,4021.75,26219.0
2020-02-14,4021.2,4024.19,3975.52,3993.63,10686.0
2020-02-15,4021.2,4024.19,3975.52,3993.63,10686.0
2020-02-16,4021.2,4024.19,3975.52,3993.63,10686.0
2020-02-17,4021.2,4024.19,3975.52,3993.63,10686.0
2020-02-18,3971.72,4035.27,3952.57,3960.0,28163.0
2020-02-19,3975.3,4015.66,3953.04,3965.95,21585.0
2020-02-20,3968.05,4042.0,3939.416,4037.77,16664.0
2020-02-21,4011.0,4071.13,3986.952,4031.14,37777.0
2020-02-22,4011.0,4071.13,3986.952,4031.14,37777.0
2020-02-23,4011.0,4071.13,3986.952,4031.14,37777.0
2020-02-24,3994.48,4037.25,3975.55,3988.41,21828.0
2020-02-25,4010.88,4027.28,3853.7,3860.28,25790.0
2020-02-26,3857.0,3953.535,3792.75,3849.5,31105.0
2020-02-27,3814.67,3919.67,3702.85,3746.04,45428.0
2020-02-28,3678.06,3710.605,3585.19,3667.18,47503.0
2020-02-29,3678.06,3710.605,3585.19,3667.18,47503.0
2020-03-01,3678.06,3710.605,3585.19,3667.18,47503.0
2020-03-02,3689.3,3788.31,3647.235,3788.31,31171.0
2020-03-03,3788.0,3962.46,3760.02,3843.84,35897.0
2020-03-04,3930.55,4034.99,3881.94,4017.0,25743.0
2020-03-05,3988.16,3988.16,3885.0,3923.61,26297.0
2020-03-06,3824.35,3877.5,3758.36,3845.23,27130.0
2020-03-07,3824.35,3877.5,3758.36,3845.23,27130.0
2020-03-08,3824.35,3877.5,3758.36,3845.23,27130.0
2020-03-09,3725.0,3757.36,3620.36,3632.35,38467.0
2020-03-10,3686.3,3750.0,3570.013,3750.0,45541.0
2020-03-11,3679.59,3737.66,3400.0,3411.9,41231.0
2020-03-12,3120.0,3276.53,2729.53,2947.2,59790.0
2020-03-13,2991.0,2998.21,2600.07,2922.28,58324.0
2020-03-14,2991.0,2998.21,2600.07,2922.28,58324.0
2020-03-15,2991.0,2998.21,2600.07,2922.28,58324.0
2020-03-16,2600.0,2684.03,2258.0,2321.78,82365.0
2020-03-17,2386.07,2403.6,2100.497,2271.55,99701.0
2020-03-18,2151.85,2498.549,2043.01,2286.27,97458.0
2020-03-19,2266.63,2865.985,2208.781,2709.42,71416.0
2020-03-20,2733.94,2810.803,2318.87,2326.89,56821.0
2020-03-21,2733.94,2810.803,2318.87,2326.89,56821.0
2020-03-22,2733.94,2810.803,2318.87,2326.89,56821.0
2020-03-23,2280.24,2336.0,2125.0,2175.0,42865.0
2020-03-24,2284.93,2649.511,2284.93,2633.49,51641.0
2020-03-25,2646.28,2960.998,2646.05,2915.0,53044.0
2020-03-26,2854.21,3000.0,2805.62,2941.47,59405.0
2020-03-27,2929.7,2975.0,2800.0,2871.62,34879.0
2020-03-28,2929.7,2975.0,2800.0,2871.62,34879.0
2020-03-29,2929.7,2975.0,2800.0,2871.62,34879.0
2020-03-30,2880.25,2900.0,2673.79,2714.31,37282.0
2020-03-31,2673.0,2682.43,2526.81,2569.11,54984.0
2020-04-01,2502.0,2558.93,2369.36,2410.0,54144.0
2020-04-02,2380.81,2484.43,2310.03,2369.97,34024.0
2020-04-03,2330.0,2416.99,2294.717,2362.94,31472.0
2020-04-04,2330.0,2416.99,2294.717,2362.94,31472.0
2020-04-05,2330.0,2416.99,2294.717,2362.94,31472.0
2020-04-06,2500.0,2768.72,2500.0,2691.4,31258.0
2020-04-07,2782.56,2890.99,2701.97,2712.71,29915.0
2020-04-08,2793.21,2971.15,2760.0,2934.65,27489.0
2020-04-09,2999.33,3207.62,2880.0,2928.01,27471.0
2020-04-10,2999.33,3207.62,2880.0,2928.01,27471.0
2020-04-11,2999.33,3207.62,2880.0,2928.01,27471.0
2020-04-12,2999.33,3207.62,2880.0,2928.01,27471.0
2020-04-13,2869.38,2869.38,2697.24,2764.8,18683.0
2020-04-14,2847.52,2929.99,2820.0,2900.44,21705.0
2020-04-15,2850.17,2853.47,2741.52,2792.95,28727.0
2020-04-16,2754.28,2818.99,2716.05,2750.06,35096.0
2020-04-17,2821.0,2920.0,2793.51,2917.75,29983.0
2020-04-18,2821.0,2920.0,2793.51,2917.75,29983.0
2020-04-19,2821.0,2920.0,2793.51,2917.75,29983.0
2020-04-20,2836.97,2959.17,2800.55,2846.86,32468.0
2020-04-21,2782.0,2879.62,2782.0,2805.44,41629.0
2020-04-22,2874.45,2927.9,2813.0,2847.6,46811.0
2020-04-23,2809.55,2840.0,2718.01,2746.33,55869.0
2020-04-24,2750.0,2875.0,2728.375,2847.37,46467.0
2020-04-25,2750.0,2875.0,2728.375,2847.37,46467.0
2020-04-26,2750.0,2875.0,2728.375,2847.37,46467.0
2020-04-27,2899.37,3037.38,2869.745,2990.7,41759.0
2020-04-28,3043.33,3212.67,3043.33,3163.84,39292.0
2020-04-29,3248.1,3349.97,3192.5,3196.53,35670.0
2020-04-30,3121.23,3162.04,3027.48,3100.0,27978.0
2020-05-01,3000.0,3067.11,2959.0,3036.9,20834.0
2020-05-02,3000.0,3067.11,2959.0,3036.9,20834.0
2020-05-03,3000.0,3067.11,2959.0,3036.9,20834.0
2020-05-04,3014.97,3087.79,2955.72,3062.68,34958.0
2020-05-05,3042.38,3162.715,3042.38,3100.0,24329.0
2020-05-06,3115.0,3150.0,3025.63,3065.0,28330.0
2020-05-07,3105.0,3135.0,3000.0,3000.0,38347.0
2020-05-08,3030.0,3144.83,3015.0,3119.67,27329.0
2020-05-09,3030.0,3144.83,3015.0,3119.67,27329.0
2020-05-10,3030.0,3144.83,3015.0,3119.67,27329.0
2020-05-11,3076.9,3103.72,3048.39,3055.83,15970.0
2020-05-12,3060.0,3067.0,2877.38,2877.38,34697.0
2020-05-13,2901.1,2960.0,2737.0,2768.01,30492.0
2020-05-14,2750.0,2803.51,2660.0,2800.06,26654.0
2020-05-15,2758.52,2841.36,2733.0,2795.06,26446.0
2020-05-16,2758.52,2841.36,2733.0,2795.06,26446.0
2020-05-17,2758.52,2841.36,2733.0,2795.06,26446.0
2020-05-18,2922.03,3130.0,2847.15,3100.63,39461.0
2020-05-19,3078.55,3200.0,3010.0,3137.09,38158.0
2020-05-20,3174.13,3239.82,3034.63,3086.0,25944.0
2020-05-21,3068.93,3179.04,3052.24,3124.0,26932.0
2020-05-22,3114.0,3160.33,3056.01,3133.86,18198.0
2020-05-23,3114.0,3160.33,3056.01,3133.86,18198.0
2020-05-24,3114.0,3160.33,3056.01,3133.86,18198.0
2020-05-25,3114.0,3160.33,3056.01,3133.86,18198.0
2020-05-26,3202.0,3309.2,3190.0,3214.42,35029.0
2020-05-27,3280.0,3351.692,3260.1,3350.55,36708.0
