,SON US Equity,SON US Equity,SON US Equity,SON US Equity,SON US Equity
2021-03-15,56.9056,57.5407,55.9962,57.4953,463813.0
2021-03-16,57.3683,57.3683,56.402,56.96,374016.0
2021-03-17,56.9419,57.5044,56.6334,57.2776,369692.0
2021-03-18,57.3683,58.1576,56.96,57.5951,366472.0
2021-03-19,57.6496,58.0125,56.8965,57.459,1733643.0
2021-03-20,57.6496,58.0125,56.8965,57.459,1733643.0
2021-03-21,57.6496,58.0125,56.8965,57.459,1733643.0
2021-03-22,57.2322,57.3864,56.3126,57.2413,429105.0
2021-03-23,57.0689,57.2458,55.3632,55.6444,619351.0
2021-03-24,55.9166,57.412,55.9166,56.6788,398792.0
2021-03-25,56.7695,57.5588,56.2706,57.4046,511035.0
2021-03-26,57.7131,58.2847,57.3139,58.2847,402509.0
2021-03-27,57.7131,58.2847,57.3139,58.2847,402509.0
2021-03-28,57.7131,58.2847,57.3139,58.2847,402509.0
2021-03-29,57.9671,58.7565,57.831,57.9399,453734.0
2021-03-30,57.7494,58.3391,57.3592,58.1486,376476.0
2021-03-31,57.9943,58.4117,57.3683,57.4318,513304.0
2021-04-01,57.4862,58.1123,56.8287,58.0669,290680.0
2021-04-02,57.4862,58.1123,56.8287,58.0669,290680.0
2021-04-03,57.4862,58.1123,56.8287,58.0669,290680.0
2021-04-04,57.4862,58.1123,56.8287,58.0669,290680.0
2021-04-05,58.3845,58.8926,58.2484,58.8018,296608.0
2021-04-06,58.5478,59.1103,58.5478,59.0468,226079.0
2021-04-07,59.201,59.3099,57.831,58.0397,289496.0
2021-04-08,57.6586,58.0079,57.0417,57.8673,495010.0
2021-04-09,58.0306,58.203,57.5815,58.1849,420235.0
2021-04-10,58.0306,58.203,57.5815,58.1849,420235.0
2021-04-11,58.0306,58.203,57.5815,58.1849,420235.0
2021-04-12,58.4843,58.8926,58.2595,58.6929,386183.0
2021-04-13,58.7927,58.7927,57.7131,58.0488,343770.0
2021-04-14,57.9308,58.2574,57.7584,58.1486,240052.0
2021-04-15,58.4933,58.6385,58.1576,58.3572,280207.0
2021-04-16,58.5115,59.2373,58.2302,58.8653,400459.0
2021-04-17,58.5115,59.2373,58.2302,58.8653,400459.0
2021-04-18,58.5115,59.2373,58.2302,58.8653,400459.0
2021-04-19,59.2373,59.2373,58.389,58.8926,326561.0
2021-04-20,58.6839,59.0831,58.3119,58.4843,287390.0
2021-04-21,58.5569,59.5186,58.5569,59.3099,622291.0
2021-04-22,59.2283,59.4188,57.4046,58.3845,437339.0
2021-04-23,58.8835,59.6093,58.575,59.3553,437003.0
2021-04-24,58.8835,59.6093,58.575,59.3553,437003.0
2021-04-25,58.8835,59.6093,58.575,59.3553,437003.0
2021-04-26,59.6093,59.8724,59.2736,59.3008,294644.0
2021-04-27,59.074,59.3462,58.6113,59.074,437221.0
2021-04-28,59.3462,59.8815,59.2464,59.4279,360133.0
2021-04-29,59.9269,60.5983,59.573,59.9722,348378.0
2021-04-30,59.7908,59.9858,59.2192,59.3916,762693.0
2021-05-01,59.7908,59.9858,59.2192,59.3916,762693.0
2021-05-02,59.7908,59.9858,59.2192,59.3916,762693.0
2021-05-03,59.7363,60.435,59.4279,59.9541,293889.0
2021-05-04,59.9722,61.3785,59.9722,61.306,311658.0
2021-05-05,61.1517,61.6779,60.7162,61.6326,334085.0
2021-05-06,61.7687,62.9754,61.6054,62.8574,455742.0
2021-05-07,62.4465,62.6611,62.1999,62.4373,255890.0
2021-05-08,62.4465,62.6611,62.1999,62.4373,255890.0
2021-05-09,62.4465,62.6611,62.1999,62.4373,255890.0
2021-05-10,62.8117,63.4145,62.5378,62.556,281664.0
2021-05-11,63.7706,63.7706,61.8529,61.8985,603750.0
2021-05-12,61.8711,62.2912,60.7479,60.7844,540086.0
2021-05-13,60.6839,62.83,60.6839,62.483,469485.0
2021-05-14,62.6017,63.1679,62.4191,62.9213,310190.0
2021-05-15,62.6017,63.1679,62.4191,62.9213,310190.0
2021-05-16,62.6017,63.1679,62.4191,62.9213,310190.0
2021-05-17,62.8939,63.7615,62.6827,63.1222,350837.0
2021-05-18,63.0857,63.3597,62.4191,62.4373,282381.0
2021-05-19,61.9716,62.4373,61.4191,61.7615,303415.0
2021-05-20,61.8072,62.0629,61.4719,61.6154,321832.0
2021-05-21,61.8163,62.2821,61.6519,61.8255,246680.0
2021-05-22,61.8163,62.2821,61.6519,61.8255,246680.0
2021-05-23,61.8163,62.2821,61.6519,61.8255,246680.0
2021-05-24,62.4008,62.4008,61.6976,62.0081,315288.0
2021-05-25,61.935,62.3825,61.1862,61.3962,278969.0
2021-05-26,61.3871,61.9168,61.0994,61.5241,369557.0
2021-05-27,61.9624,62.3277,61.2958,61.3871,340427.0
2021-05-28,61.5515,61.862,61.228,61.6611,285928.0
2021-05-29,61.5515,61.862,61.228,61.6611,285928.0
2021-05-30,61.5515,61.862,61.228,61.6611,285928.0
2021-05-31,61.5515,61.862,61.228,61.6611,285928.0
2021-06-01,62.1725,62.3369,61.6611,62.0903,269313.0
2021-06-02,62.072,62.5286,61.3962,61.4967,293056.0
2021-06-03,61.2684,61.4967,61.0538,61.3323,339603.0
2021-06-04,61.5424,61.9259,61.3725,61.5698,284951.0
2021-06-05,61.5424,61.9259,61.3725,61.5698,284951.0
2021-06-06,61.5424,61.9259,61.3725,61.5698,284951.0
2021-06-07,61.8711,62.0081,60.7296,60.9122,336370.0
2021-06-08,60.7935,61.3506,60.5835,61.1771,279449.0
2021-06-09,61.104,61.4419,60.83,60.9305,287217.0
2021-06-10,61.3871,61.5698,60.7753,61.0492,258686.0
2021-06-11,61.3688,61.6428,60.8529,61.5424,243541.0
2021-06-12,61.3688,61.6428,60.8529,61.5424,243541.0
2021-06-13,61.3688,61.6428,60.8529,61.5424,243541.0
2021-06-14,61.4328,61.6337,60.8118,61.0492,261343.0
2021-06-15,61.0675,62.9487,60.7113,61.4967,306295.0
2021-06-16,61.4419,61.6976,60.8848,60.9396,271198.0
2021-06-17,60.9396,61.2593,59.4374,59.9442,404247.0
2021-06-18,59.3597,59.8438,59.0766,59.3415,607287.0
2021-06-19,59.3597,59.8438,59.0766,59.3415,607287.0
2021-06-20,59.3597,59.8438,59.0766,59.3415,607287.0
2021-06-21,60.0812,60.4648,59.9077,60.0995,237960.0
2021-06-22,60.0995,60.6474,59.7981,60.2821,306374.0
2021-06-23,60.3004,60.483,59.8072,59.8438,345988.0
2021-06-24,60.2273,60.5101,59.7354,60.3004,264380.0
2021-06-25,60.3643,61.2319,60.3643,61.0401,672349.0
2021-06-26,60.3643,61.2319,60.3643,61.0401,672349.0
2021-06-27,60.3643,61.2319,60.3643,61.0401,672349.0
2021-06-28,61.1588,61.4693,60.346,60.7753,262112.0
2021-06-29,60.7661,61.3049,60.4191,60.6474,318383.0
2021-06-30,60.5743,61.3232,60.4648,61.0949,455159.0
2021-07-01,61.3415,61.3415,60.8483,60.894,401147.0
2021-07-02,60.8574,61.1314,60.3643,60.7935,344224.0
2021-07-03,60.8574,61.1314,60.3643,60.7935,344224.0
2021-07-04,60.8574,61.1314,60.3643,60.7935,344224.0
2021-07-05,60.8574,61.1314,60.3643,60.7935,344224.0
2021-07-06,60.7479,61.0127,60.0081,60.6839,606876.0
2021-07-07,60.3643,61.5606,60.3278,61.4602,516858.0
2021-07-08,60.8574,61.4693,60.5104,61.1771,305409.0
2021-07-09,61.8529,61.935,61.1725,61.4602,343790.0
2021-07-10,61.8529,61.935,61.1725,61.4602,343790.0
2021-07-11,61.8529,61.935,61.1725,61.4602,343790.0
2021-07-12,60.9488,61.7889,60.6748,61.6246,215148.0
2021-07-13,61.451,61.7889,60.9625,61.0857,344619.0
2021-07-14,60.9396,61.5972,60.7205,61.4236,344781.0
2021-07-15,61.104,61.4145,60.9305,61.1497,311876.0
2021-07-16,61.2775,61.3871,60.4648,60.757,380773.0
2021-07-17,61.2775,61.3871,60.4648,60.757,380773.0
2021-07-18,61.2775,61.3871,60.4648,60.757,380773.0
2021-07-19,60.2182,60.5561,59.4785,60.0995,631431.0
2021-07-20,60.1999,61.2227,60.0629,60.2821,614248.0
2021-07-21,60.62,60.9396,59.9351,59.9442,500737.0
2021-07-22,59.9351,59.9351,55.5881,57.0493,1330449.0
2021-07-23,56.6292,57.4145,56.1635,56.8666,803748.0
2021-07-24,56.6292,57.4145,56.1635,56.8666,803748.0
2021-07-25,56.6292,57.4145,56.1635,56.8666,803748.0
2021-07-26,56.8849,57.9169,56.8849,57.6155,518969.0
2021-07-27,57.4511,58.0173,57.031,57.515,580885.0
2021-07-28,57.515,58.2,57.2502,57.9077,451845.0
2021-07-29,58.2365,58.5744,57.9352,58.3187,284894.0
2021-07-30,58.0812,58.7114,58.0173,58.2547,514675.0
2021-07-31,58.0812,58.7114,58.0173,58.2547,514675.0
2021-08-01,58.0812,58.7114,58.0173,58.2547,514675.0
2021-08-02,58.3826,59.0493,58.0812,58.1086,409027.0
2021-08-03,58.2913,58.9671,57.7707,58.7662,357981.0
2021-08-04,58.684,58.7479,57.7707,57.8164,225881.0
2021-08-05,57.8986,58.3095,57.3507,57.5698,247860.0
2021-08-06,57.7981,58.1634,57.5059,57.5881,304953.0
2021-08-07,57.7981,58.1634,57.5059,57.5881,304953.0
2021-08-08,57.7981,58.1634,57.5059,57.5881,304953.0
2021-08-09,57.8364,58.3239,57.3949,58.1308,268125.0
2021-08-10,58.0388,58.7838,57.91,58.2779,199746.0
2021-08-11,58.5171,58.9586,58.2135,58.9494,245628.0
2021-08-12,58.9586,59.2713,58.7194,59.2161,393349.0
2021-08-13,59.2253,59.7358,59.1609,59.6668,265237.0
2021-08-14,59.2253,59.7358,59.1609,59.6668,265237.0
2021-08-15,59.2253,59.7358,59.1609,59.6668,265237.0
2021-08-16,59.4461,59.8416,58.9862,59.5932,210241.0
2021-08-17,59.4001,59.7864,58.8482,59.3449,210571.0
2021-08-18,59.1793,59.6484,58.977,58.9954,172737.0
2021-08-19,58.4895,59.3265,58.14,59.1241,256085.0
2021-08-20,58.931,59.6208,58.7562,59.4001,216517.0
2021-08-21,58.931,59.6208,58.7562,59.4001,216517.0
2021-08-22,58.931,59.6208,58.7562,59.4001,216517.0
2021-08-23,59.5288,59.6392,58.9678,59.2529,218445.0
2021-08-24,59.4921,59.5564,59.1057,59.1609,303653.0
2021-08-25,59.2161,60.1635,59.0598,59.7312,274926.0
2021-08-26,59.538,59.8324,59.2897,59.4737,241247.0
2021-08-27,59.6116,60.1819,59.4001,60.0255,219741.0
2021-08-28,59.6116,60.1819,59.4001,60.0255,219741.0
2021-08-29,59.6116,60.1819,59.4001,60.0255,219741.0
2021-08-30,60.2095,60.4946,60.0439,60.2003,160461.0
2021-08-31,60.0991,60.3291,59.8048,60.0623,290548.0
2021-09-01,60.0623,60.3107,59.7036,60.1911,541706.0
2021-09-02,60.3291,61.1293,60.1635,61.1109,296228.0
2021-09-03,61.1109,61.1385,60.7062,60.7246,305873.0
2021-09-04,61.1109,61.1385,60.7062,60.7246,305873.0
2021-09-05,61.1109,61.1385,60.7062,60.7246,305873.0
2021-09-06,61.1109,61.1385,60.7062,60.7246,305873.0
2021-09-07,60.559,60.559,59.6392,59.6944,369283.0
2021-09-08,59.538,59.7128,59.0506,59.1701,505690.0
2021-09-09,58.9218,59.0598,58.1676,58.6183,501524.0
2021-09-10,58.7286,58.9126,57.772,57.8272,425622.0
2021-09-11,58.7286,58.9126,57.772,57.8272,425622.0
2021-09-12,58.7286,58.9126,57.772,57.8272,425622.0
2021-09-13,58.1216,58.1905,57.4869,57.5973,379625.0
2021-09-14,57.7445,57.9376,56.9902,57.165,284359.0
2021-09-15,57.0914,57.5789,56.981,57.2754,331819.0
2021-09-16,57.3673,57.3673,56.3464,56.4475,409546.0
2021-09-17,56.3464,56.3878,54.9943,55.3622,1757731.0
2021-09-18,56.3464,56.3878,54.9943,55.3622,1757731.0
2021-09-19,56.3464,56.3878,54.9943,55.3622,1757731.0
2021-09-20,54.8471,55.5002,54.1941,55.353,531155.0
2021-09-21,55.5553,55.7577,54.8563,54.9851,391379.0
2021-09-22,55.2794,55.8764,55.0449,55.399,362893.0
2021-09-23,55.7485,56.1072,55.677,55.7945,290874.0
2021-09-24,55.7393,55.8773,55.3852,55.4634,362664.0
2021-09-25,55.7393,55.8773,55.3852,55.4634,362664.0
2021-09-26,55.7393,55.8773,55.3852,55.4634,362664.0
2021-09-27,55.4174,56.4475,55.4174,55.9509,242324.0
2021-09-28,56.006,56.0336,55.5829,55.6381,322925.0
2021-09-29,55.5645,56.006,55.3622,55.6657,257665.0
2021-09-30,55.7485,55.8497,54.8011,54.8011,316243.0
2021-10-01,54.9207,55.7485,54.3136,55.3346,580060.0
2021-10-02,54.9207,55.7485,54.3136,55.3346,580060.0
2021-10-03,54.9207,55.7485,54.3136,55.3346,580060.0
2021-10-04,55.1598,56.19,55.1001,55.6565,400588.0
2021-10-05,55.6381,56.0704,55.1506,55.9785,541008.0
2021-10-06,55.6749,56.0704,55.1047,56.0704,305908.0
2021-10-07,56.0888,57.027,56.0888,56.42,268849.0
2021-10-08,56.4751,56.5579,55.8819,55.9141,166710.0
2021-10-09,56.4751,56.5579,55.8819,55.9141,166710.0
2021-10-10,56.4751,56.5579,55.8819,55.9141,166710.0
2021-10-11,55.9601,56.4291,55.7485,55.8589,313131.0
2021-10-12,55.6565,56.1348,55.3806,55.7945,380932.0
2021-10-13,55.9049,56.1808,55.5011,55.9877,294503.0
2021-10-14,55.4542,56.4935,54.9391,56.4935,326686.0
2021-10-15,56.6591,56.7971,56.1072,56.3832,458548.0
2021-10-16,56.6591,56.7971,56.1072,56.3832,458548.0
2021-10-17,56.6591,56.7971,56.1072,56.3832,458548.0
2021-10-18,56.3832,56.889,56.0888,56.4475,455516.0
2021-10-19,56.4843,56.4843,55.9693,56.0244,285755.0
2021-10-20,56.1992,56.935,56.19,56.6315,640135.0
2021-10-21,56.9902,56.9902,53.5594,54.7919,835640.0
2021-10-22,54.6356,55.6933,54.6356,54.7551,825233.0
2021-10-23,54.6356,55.6933,54.6356,54.7551,825233.0
2021-10-24,54.6356,55.6933,54.6356,54.7551,825233.0
2021-10-25,54.7551,54.968,53.9365,53.9549,648629.0
2021-10-26,54.0193,54.8885,53.9457,54.5344,487331.0
2021-10-27,54.3964,54.3964,53.3111,53.4582,793396.0
2021-10-28,53.3111,54.1297,53.3111,53.7342,590067.0
2021-10-29,53.5134,54.0009,53.2145,53.3019,1498398.0
2021-10-30,53.5134,54.0009,53.2145,53.3019,1498398.0
2021-10-31,53.5134,54.0009,53.2145,53.3019,1498398.0
2021-11-01,53.2099,53.9264,52.8144,53.7985,545027.0
2021-11-02,53.7985,54.2906,53.656,53.9641,426947.0
2021-11-03,53.8169,54.47,53.8169,54.2125,449568.0
2021-11-04,54.286,54.8747,54.286,54.7919,672612.0
2021-11-05,54.8747,56.006,54.8747,55.8221,330094.0
2021-11-06,54.8747,56.006,54.8747,55.8221,330094.0
2021-11-07,54.8747,56.006,54.8747,55.8221,330094.0
2021-11-08,56.1072,56.1624,55.399,55.6289,443146.0
2021-11-09,55.842,56.4212,55.5362,56.3054,316415.0
2021-11-10,56.2591,56.7224,56.1015,56.5185,420310.0
2021-11-11,56.6112,57.1209,56.3425,57.0189,328139.0
2021-11-12,57.1023,57.6398,57.0467,57.4545,416204.0
2021-11-13,57.1023,57.6398,57.0467,57.4545,416204.0
2021-11-14,57.1023,57.6398,57.0467,57.4545,416204.0
2021-11-15,57.7417,57.7881,57.0745,57.3062,293859.0
2021-11-16,57.2784,57.6027,57.0004,57.0004,332458.0
2021-11-17,57.0004,57.5008,56.8614,57.3155,299016.0
2021-11-18,57.3155,57.4081,56.4444,56.5649,289426.0
2021-11-19,56.4444,56.8799,56.3703,56.6297,359903.0
2021-11-20,56.4444,56.8799,56.3703,56.6297,359903.0
2021-11-21,56.4444,56.8799,56.3703,56.6297,359903.0
2021-11-22,56.778,58.2978,56.7502,57.9271,518124.0
2021-11-23,57.9178,58.3626,57.7232,57.89,620290.0
2021-11-24,57.9178,57.9595,57.2599,57.3896,554767.0
2021-11-25,57.9178,57.9595,57.2599,57.3896,554767.0
2021-11-26,56.6112,56.9448,56.1108,56.3517,375442.0
2021-11-27,56.6112,56.9448,56.1108,56.3517,375442.0
2021-11-28,56.6112,56.9448,56.1108,56.3517,375442.0
2021-11-29,56.7687,56.8336,56.1386,56.1386,320193.0
2021-11-30,55.7216,55.7216,53.8404,53.8682,853339.0
2021-12-01,54.5725,55.5177,53.8311,53.8404,645288.0
2021-12-02,54.0165,55.0729,53.969,54.6559,1577355.0
2021-12-03,54.7578,55.4992,54.4613,54.6652,966873.0
2021-12-04,54.7578,55.4992,54.4613,54.6652,966873.0
2021-12-05,54.7578,55.4992,54.4613,54.6652,966873.0
2021-12-06,55.1285,56.4444,55.0382,55.8976,879207.0
2021-12-07,56.1756,56.4073,55.5733,55.7957,996163.0
2021-12-08,55.981,56.4259,55.564,55.8235,534858.0
2021-12-09,55.564,55.805,55.1285,55.2397,492822.0
2021-12-10,55.6752,56.1386,55.1285,55.4992,559423.0
2021-12-11,55.6752,56.1386,55.1285,55.4992,559423.0
2021-12-12,55.6752,56.1386,55.1285,55.4992,559423.0
2021-12-13,55.527,55.7679,54.8598,55.0451,611610.0
2021-12-14,55.1934,55.4297,54.503,54.693,778712.0
2021-12-15,54.8598,55.0266,54.2759,54.7208,494345.0
2021-12-16,55.0173,55.5409,54.9154,55.2119,1067455.0
2021-12-17,55.2304,55.3092,54.2852,54.3871,1202108.0
2021-12-18,55.2304,55.3092,54.2852,54.3871,1202108.0
2021-12-19,55.2304,55.3092,54.2852,54.3871,1202108.0
2021-12-20,53.8219,53.984,50.8009,50.9769,1010199.0
2021-12-21,51.7368,52.821,51.5237,52.0612,1511296.0
2021-12-22,52.0334,52.3114,51.0418,51.2828,1082731.0
2021-12-23,51.3106,51.5932,50.9769,51.4125,849033.0
2021-12-24,51.3106,51.5932,50.9769,51.4125,849033.0
2021-12-25,51.3106,51.5932,50.9769,51.4125,849033.0
2021-12-26,51.3106,51.5932,50.9769,51.4125,849033.0
2021-12-27,51.6627,52.9323,51.5839,52.8488,615782.0
2021-12-28,52.821,53.7199,52.821,53.5531,663326.0
2021-12-29,53.5624,54.1462,53.5624,53.6921,495312.0
2021-12-30,53.896,54.3779,53.3771,53.479,384819.0
2021-12-31,53.5624,53.9609,53.5531,53.6458,350455.0
2022-01-01,53.5624,53.9609,53.5531,53.6458,350455.0
2022-01-02,53.5624,53.9609,53.5531,53.6458,350455.0
2022-01-03,53.6921,54.0443,52.9323,53.2751,470101.0
2022-01-04,53.2103,54.9432,53.2103,54.0257,526777.0
2022-01-05,54.2389,55.2304,54.1184,54.1647,503617.0
2022-01-06,54.6374,54.6374,53.5439,53.896,420281.0
2022-01-07,53.8219,54.2389,53.7431,54.1091,455759.0
2022-01-08,53.8219,54.2389,53.7431,54.1091,455759.0
2022-01-09,53.8219,54.2389,53.7431,54.1091,455759.0
2022-01-10,54.0257,54.3223,53.4975,53.9516,475819.0
2022-01-11,54.1555,54.1555,53.1917,54.1369,476407.0
2022-01-12,54.1555,54.4242,53.2751,54.0072,551039.0
2022-01-13,54.2389,54.992,53.9238,54.3871,286201.0
2022-01-14,53.9238,54.2852,53.7199,54.2389,315763.0
2022-01-15,53.9238,54.2852,53.7199,54.2389,315763.0
2022-01-16,53.9238,54.2852,53.7199,54.2389,315763.0
2022-01-17,53.9238,54.2852,53.7199,54.2389,315763.0
2022-01-18,53.8497,53.9145,53.1917,53.5068,449468.0
2022-01-19,53.5346,54.5261,53.2103,54.2296,544479.0
2022-01-20,54.2111,54.591,53.3771,53.4697,412925.0
2022-01-21,53.4234,53.618,52.404,52.5616,347626.0
2022-01-22,53.4234,53.618,52.404,52.5616,347626.0
2022-01-23,53.4234,53.618,52.404,52.5616,347626.0
2022-01-24,51.9592,53.6458,51.7184,53.3585,621394.0
2022-01-25,52.7191,53.2381,51.8573,52.7284,511670.0
2022-01-26,52.8118,53.4697,51.6627,51.9592,519793.0
2022-01-27,52.228,53.7292,51.7554,52.2928,591607.0
2022-01-28,52.1168,52.5986,51.672,52.5708,442001.0
2022-01-29,52.1168,52.5986,51.672,52.5708,442001.0
2022-01-30,52.1168,52.5986,51.672,52.5708,442001.0
2022-01-31,52.2372,52.7191,52.1538,52.4874,1844276.0
2022-02-01,52.4411,53.7292,52.4411,53.4697,795043.0
2022-02-02,53.5902,53.6643,52.9879,53.4234,623014.0
2022-02-03,53.5068,53.6365,52.7284,52.784,459904.0
2022-02-04,52.7284,52.7284,51.6442,52.2558,434738.0
2022-02-05,52.7284,52.7284,51.6442,52.2558,434738.0
2022-02-06,52.7284,52.7284,51.6442,52.2558,434738.0
2022-02-07,52.3021,52.4874,51.6627,51.848,431701.0
2022-02-08,52.089,52.9415,51.6627,52.6913,554081.0
2022-02-09,52.9508,53.1732,52.6913,53.0064,481308.0
2022-02-10,52.682,53.7292,51.3476,51.6442,781636.0
2022-02-11,51.9407,53.0991,51.5052,51.95,519911.0
2022-02-12,51.9407,53.0991,51.5052,51.95,519911.0
2022-02-13,51.9407,53.0991,51.5052,51.95,519911.0
2022-02-14,51.8295,52.1724,51.153,51.8944,557050.0
2022-02-15,52.1724,53.2473,51.8944,53.2103,626681.0
2022-02-16,53.2381,53.9887,52.923,53.6087,742911.0
2022-02-17,53.5902,54.452,53.2844,54.2945,741789.0
2022-02-18,54.2945,54.9988,54.2852,54.6837,915777.0
2022-02-19,54.2945,54.9988,54.2852,54.6837,915777.0
2022-02-20,54.2945,54.9988,54.2852,54.6837,915777.0
2022-02-21,54.2945,54.9988,54.2852,54.6837,915777.0
2022-02-22,54.5343,55.0666,54.1701,54.6557,757206.0
2022-02-23,54.8611,54.9358,53.7032,53.8246,761059.0
2022-02-24,53.1242,53.1242,51.5134,52.9095,871103.0
2022-02-25,53.0309,55.0479,52.7881,54.8985,728571.0
2022-02-26,53.0309,55.0479,52.7881,54.8985,728571.0
2022-02-27,53.0309,55.0479,52.7881,54.8985,728571.0
2022-02-28,54.1328,54.9171,54.002,54.8331,677193.0
2022-03-01,54.609,54.9265,52.5929,52.8441,595694.0
2022-03-02,52.8628,53.7779,52.7134,53.3203,529217.0
2022-03-03,53.4231,53.918,52.9842,53.7032,431207.0
2022-03-04,52.8161,53.4417,52.7834,53.3764,410695.0
2022-03-05,52.8161,53.4417,52.7834,53.3764,410695.0
2022-03-06,52.8161,53.4417,52.7834,53.3764,410695.0
2022-03-07,53.2363,53.2363,51.8262,51.8262,513757.0
2022-03-08,52.0504,52.3398,50.743,50.8177,673759.0
2022-03-09,51.6208,52.2184,51.0792,51.7796,493518.0
2022-03-10,51.0792,51.9943,51.0325,51.8169,430447.0
2022-03-11,51.9943,52.648,51.7329,51.9663,627481.0
2022-03-12,51.9943,52.648,51.7329,51.9663,627481.0
2022-03-13,51.9943,52.648,51.7329,51.9663,627481.0
2022-03-14,52.2278,53.805,52.1531,53.367,778112.0
2022-03-15,53.5164,53.946,53.1709,53.7966,510895.0
2022-03-16,54.03,54.665,53.3203,54.0674,612986.0
2022-03-17,53.7499,54.7864,53.5211,54.553,536887.0
2022-03-18,54.3662,55.3093,54.0394,55.0572,2529001.0
2022-03-19,54.3662,55.3093,54.0394,55.0572,2529001.0
2022-03-20,54.3662,55.3093,54.0394,55.0572,2529001.0
2022-03-21,55.1413,55.328,53.8713,54.4409,431346.0
2022-03-22,56.5887,58.6244,56.0751,57.6158,1568847.0
2022-03-23,57.3544,57.4104,56.1684,56.4486,882626.0
2022-03-24,56.6774,56.8875,55.907,56.5326,586650.0
2022-03-25,56.682,57.8306,56.4299,57.8119,495082.0
2022-03-26,56.682,57.8306,56.4299,57.8119,495082.0
2022-03-27,56.682,57.8306,56.4299,57.8119,495082.0
2022-03-28,57.924,57.924,56.8968,57.289,363658.0
2022-03-29,57.4571,58.4096,57.4571,58.2602,523481.0
2022-03-30,58.4469,58.7364,58.0828,58.5683,607471.0
2022-03-31,58.6057,59.0726,58.3816,58.4189,599414.0
2022-04-01,58.8298,59.5488,58.2695,59.4835,920991.0
2022-04-02,58.8298,59.5488,58.2695,59.4835,920991.0
2022-04-03,58.8298,59.5488,58.2695,59.4835,920991.0
2022-04-04,59.1193,59.1193,57.896,58.4283,516175.0
2022-04-05,58.3162,58.8205,57.8306,58.2228,425389.0
2022-04-06,58.0828,59.0166,57.6906,58.7831,460689.0
2022-04-07,58.7831,58.9699,57.9614,58.7364,372194.0
2022-04-08,59.0072,59.3527,58.6617,58.8485,505134.0
2022-04-09,59.0072,59.3527,58.6617,58.8485,505134.0
2022-04-10,59.0072,59.3527,58.6617,58.8485,505134.0
2022-04-11,58.9979,59.6609,58.9932,59.194,440631.0
2022-04-12,59.1846,59.6469,58.5963,58.9979,438940.0
2022-04-13,58.7177,59.4181,58.671,59.3807,314451.0
2022-04-14,59.3621,59.9597,59.1006,59.3621,311873.0
2022-04-15,59.3621,59.9597,59.1006,59.3621,311873.0
2022-04-16,59.3621,59.9597,59.1006,59.3621,311873.0
2022-04-17,59.3621,59.9597,59.1006,59.3621,311873.0
2022-04-18,59.4274,59.9597,58.7317,58.9419,406066.0
2022-04-19,59.194,60.6414,59.194,60.3145,448355.0
2022-04-20,60.6881,61.6732,60.5106,61.5472,510352.0
2022-04-21,62.1822,62.621,61.0009,62.3876,850211.0
2022-04-22,61.3697,61.4491,58.7084,58.8205,899707.0
2022-04-23,61.3697,61.4491,58.7084,58.8205,899707.0
2022-04-24,61.3697,61.4491,58.7084,58.8205,899707.0
2022-04-25,58.6524,58.7131,56.9622,58.0361,860016.0
2022-04-26,58.0547,58.1575,56.2805,56.2898,619083.0
2022-04-27,56.626,57.6719,56.1311,57.2143,760294.0
2022-04-28,57.4758,58.1014,56.5046,57.9987,605120.0
2022-04-29,57.9894,58.503,57.5972,57.8119,2200214.0
2022-04-30,57.9894,58.503,57.5972,57.8119,2200214.0
2022-05-01,57.9894,58.503,57.5972,57.8119,2200214.0
2022-05-02,58.1201,58.3162,55.8976,56.4206,704118.0
2022-05-03,56.57,58.008,56.57,57.3357,515163.0
2022-05-04,57.7933,58.7364,57.0509,58.7177,491722.0
2022-05-05,58.1294,58.4936,56.696,57.1396,590330.0
2022-05-06,56.7661,57.4664,56.2525,56.8875,575856.0
2022-05-07,56.7661,57.4664,56.2525,56.8875,575856.0
2022-05-08,56.7661,57.4664,56.2525,56.8875,575856.0
2022-05-09,56.3509,57.2687,55.626,56.0214,691613.0
2022-05-10,56.4074,56.6615,54.3316,54.8541,580195.0
2022-05-11,54.9482,56.012,54.2798,54.3175,757583.0
2022-05-12,54.1951,54.807,53.8751,54.7882,529634.0
2022-05-13,54.92,55.2024,54.261,54.5717,775526.0
2022-05-14,54.92,55.2024,54.261,54.5717,775526.0
2022-05-15,54.92,55.2024,54.261,54.5717,775526.0
2022-05-16,54.4681,54.9765,54.0727,54.7223,469489.0
2022-05-17,55.7955,56.0496,55.2118,55.8237,366215.0
2022-05-18,55.3907,55.6825,54.0351,54.0822,446334.0
2022-05-19,53.7244,54.5152,52.9996,53.6491,472071.0
2022-05-20,54.2045,54.3457,52.0205,53.0184,568885.0
2022-05-21,54.2045,54.3457,52.0205,53.0184,568885.0
2022-05-22,54.2045,54.3457,52.0205,53.0184,568885.0
2022-05-23,53.7903,54.2328,53.0184,53.8845,482034.0
2022-05-24,53.6397,54.2893,52.7642,54.0727,541439.0
2022-05-25,53.4703,54.294,53.4703,53.9221,601064.0
2022-05-26,54.2422,54.7788,54.2422,54.4964,349655.0
2022-05-27,54.9294,55.6731,54.9294,55.6731,327210.0
2022-05-28,54.9294,55.6731,54.9294,55.6731,327210.0
2022-05-29,54.9294,55.6731,54.9294,55.6731,327210.0
