,MMM US Equity,MMM US Equity,MMM US Equity,MMM US Equity,MMM US Equity
2020-04-23,101.424,103.528,100.933,101.248,2585335.0
2020-04-24,101.838,103.36,101.234,103.121,2247654.0
2020-04-25,101.838,103.36,101.234,103.121,2247654.0
2020-04-26,101.838,103.36,101.234,103.121,2247654.0
2020-04-27,103.823,108.376,103.746,107.786,4644944.0
2020-04-28,112.262,114.402,108.874,110.564,8294104.0
2020-04-29,111.217,112.395,108.853,109.617,3987124.0
2020-04-30,108.249,108.691,106.453,106.573,3667848.0
2020-05-01,104.735,105.254,103.633,104.244,2926714.0
2020-05-02,104.735,105.254,103.633,104.244,2926714.0
2020-05-03,104.735,105.254,103.633,104.244,2926714.0
2020-05-04,104.202,104.212,102.462,104.103,2229849.0
2020-05-05,105.149,105.226,103.191,103.423,2269160.0
2020-05-06,103.675,103.942,102.411,102.56,2168564.0
2020-05-07,103.612,103.718,101.648,102.237,2801164.0
2020-05-08,103.177,104.647,102.686,104.181,2170027.0
2020-05-09,103.177,104.647,102.686,104.181,2170027.0
2020-05-10,103.177,104.647,102.686,104.181,2170027.0
2020-05-11,103.697,103.795,102.132,102.23,3034572.0
2020-05-12,102.806,103.276,99.228,99.277,3029968.0
2020-05-13,98.709,98.723,94.703,95.489,4806049.0
2020-05-14,94.703,95.51,91.981,95.398,5897704.0
2020-05-15,94.374,97.418,94.142,97.292,10113654.0
2020-05-16,94.374,97.418,94.142,97.292,10113654.0
2020-05-17,94.374,97.418,94.142,97.292,10113654.0
2020-05-18,100.428,105.029,99.975,104.714,6018514.0
2020-05-19,104.174,106.383,103.381,104.089,4059864.0
2020-05-20,105.135,106.229,104.405,105.001,3428789.0
2020-05-21,104.668,105.306,102.968,103.301,2789110.0
2020-05-22,103.251,103.889,102.444,103.747,2661662.0
2020-05-23,103.251,103.889,102.444,103.747,2661662.0
2020-05-24,103.251,103.889,102.444,103.747,2661662.0
2020-05-25,103.251,103.889,102.444,103.747,2661662.0
2020-05-26,106.574,108.381,105.703,107.743,4616331.0
2020-05-27,109.096,112.051,108.636,112.043,6056347.0
2020-05-28,112.44,113.262,109.195,111.101,6731222.0
2020-05-29,110.166,111.137,108.43,110.832,8632670.0
2020-05-30,110.166,111.137,108.43,110.832,8632670.0
2020-05-31,110.166,111.137,108.43,110.832,8632670.0
2020-06-01,110.485,111.618,109.734,110.223,2084341.0
2020-06-02,111.052,112.362,110.967,111.682,2333820.0
2020-06-03,112.894,114.53,112.306,114.211,3674275.0
2020-06-04,113.184,115.182,112.773,115.161,2880967.0
2020-06-05,116.896,119.27,116.896,118.604,4527587.0
2020-06-06,116.896,119.27,116.896,118.604,4527587.0
2020-06-07,116.896,119.27,116.896,118.604,4527587.0
2020-06-08,118.384,120.113,117.088,118.221,2987595.0
2020-06-09,117.237,118.993,116.245,118.101,3161966.0
2020-06-10,118.243,118.554,116.053,116.117,2551336.0
2020-06-11,113.397,113.531,107.906,107.956,5016599.0
2020-06-12,110.719,111.523,107.495,109.72,2998771.0
2020-06-13,110.719,111.523,107.495,109.72,2998771.0
2020-06-14,110.719,111.523,107.495,109.72,2998771.0
2020-06-15,106.893,113.085,106.617,111.746,4094160.0
2020-06-16,115.373,115.749,111.151,113.12,3388296.0
2020-06-17,113.496,113.97,112.623,112.802,1714979.0
2020-06-18,111.987,113.234,111.647,112.794,1806269.0
2020-06-19,114.311,114.835,110.853,112.043,6402272.0
2020-06-20,114.311,114.835,110.853,112.043,6402272.0
2020-06-21,114.311,114.835,110.853,112.043,6402272.0
2020-06-22,111.229,111.526,110.152,111.009,2020861.0
2020-06-23,111.909,112.412,110.69,111.824,2302208.0
2020-06-24,110.726,111.037,107.481,107.842,3042844.0
2020-06-25,107.722,109.847,106.34,109.578,2060691.0
2020-06-26,109.528,109.656,107.353,108.055,2826495.0
2020-06-27,109.528,109.656,107.353,108.055,2826495.0
2020-06-28,109.528,109.656,107.353,108.055,2826495.0
2020-06-29,109.033,110.885,108.735,110.216,2145146.0
2020-06-30,109.748,111.023,109.139,110.513,2941732.0
2020-07-01,110.761,111.796,110.031,110.116,1625728.0
2020-07-02,111.668,112.561,110.844,111.257,1982976.0
2020-07-03,111.668,112.561,110.844,111.257,1982976.0
2020-07-04,111.668,112.561,110.844,111.257,1982976.0
2020-07-05,111.668,112.561,110.844,111.257,1982976.0
2020-07-06,112.554,113.326,111.264,112.008,2099527.0
2020-07-07,110.577,111.3,109.592,109.684,1571706.0
2020-07-08,109.861,110.237,109.01,109.514,1662062.0
2020-07-09,109.047,109.613,107.006,107.297,2189954.0
2020-07-10,107.467,108.572,106.971,108.289,1954541.0
2020-07-11,107.467,108.572,106.971,108.289,1954541.0
2020-07-12,107.467,108.572,106.971,108.289,1954541.0
2020-07-13,109.351,111.179,109.217,109.67,2217754.0
2020-07-14,109.67,112.809,109.047,112.32,3198942.0
2020-07-15,113.34,114.328,112.823,112.879,3472254.0
2020-07-16,112.823,113.998,111.966,113.708,1801502.0
2020-07-17,113.963,114.459,113.007,113.234,2551772.0
2020-07-18,113.963,114.459,113.007,113.234,2551772.0
2020-07-19,113.963,114.459,113.007,113.234,2551772.0
2020-07-20,112.539,112.554,110.782,110.782,1790097.0
2020-07-21,111.229,113.088,111.222,111.796,2757249.0
2020-07-22,111.533,113.305,111.243,112.44,1899582.0
2020-07-23,112.646,113.106,112.192,112.851,2695122.0
2020-07-24,113.39,114.488,112.451,113.241,2524854.0
2020-07-25,113.39,114.488,112.451,113.241,2524854.0
2020-07-26,113.39,114.488,112.451,113.241,2524854.0
2020-07-27,113.021,115.749,112.879,115.65,3198457.0
2020-07-28,110.145,111.569,108.962,110.046,7738796.0
2020-07-29,110.875,111.604,109.755,110.697,3322894.0
2020-07-30,109.323,109.613,107.234,107.771,3112986.0
2020-07-31,107.46,107.509,105.419,106.602,3266644.0
2020-08-01,107.46,107.509,105.419,106.602,3266644.0
2020-08-02,107.46,107.509,105.419,106.602,3266644.0
2020-08-03,107.042,107.272,105.781,106.56,2265040.0
2020-08-04,106.199,107.148,106.029,107.127,1848626.0
2020-08-05,107.8,110.095,107.757,110.06,2723360.0
2020-08-06,110.471,110.867,109.585,110.52,2885798.0
2020-08-07,110.513,112.235,109.861,112.171,2184531.0
2020-08-08,110.513,112.235,109.861,112.171,2184531.0
2020-08-09,110.513,112.235,109.861,112.171,2184531.0
2020-08-10,112.327,114.488,112.327,114.374,2272795.0
2020-08-11,116.28,118.058,115.508,115.749,3764883.0
2020-08-12,116.896,117.569,115.727,116.372,2079670.0
2020-08-13,117.265,118.661,116.719,117.506,2884061.0
2020-08-14,116.62,117.817,116.556,117.676,1607354.0
2020-08-15,116.62,117.817,116.556,117.676,1607354.0
2020-08-16,116.62,117.817,116.556,117.676,1607354.0
2020-08-17,117.017,117.867,115.94,116.691,2068072.0
2020-08-18,116.493,117.208,116.018,116.457,1519440.0
2020-08-19,116.854,117.385,116.032,116.167,2012818.0
2020-08-20,115.494,115.95,115.04,115.458,1990620.0
2020-08-21,115.051,116.309,114.915,115.608,2005583.0
2020-08-22,115.051,116.309,114.915,115.608,2005583.0
2020-08-23,115.051,116.309,114.915,115.608,2005583.0
2020-08-24,115.494,117.21,115.208,116.91,2604618.0
2020-08-25,117.86,118.139,116.116,116.602,1938629.0
2020-08-26,116.438,117.796,115.594,117.174,2503413.0
2020-08-27,117.603,118.218,116.659,117.303,2325937.0
2020-08-28,117.703,118.797,117.188,118.432,3046525.0
2020-08-29,117.703,118.797,117.188,118.432,3046525.0
2020-08-30,117.703,118.797,117.188,118.432,3046525.0
2020-08-31,118.075,118.497,115.88,116.545,2881511.0
2020-09-01,115.937,118.354,115.558,117.817,2901444.0
2020-09-02,118.075,121.535,118.061,121.185,3943678.0
2020-09-03,121.535,121.835,117.953,118.897,3481289.0
2020-09-04,120.234,120.899,117.174,118.511,3266995.0
2020-09-05,120.234,120.899,117.174,118.511,3266995.0
2020-09-06,120.234,120.899,117.174,118.511,3266995.0
2020-09-07,120.234,120.899,117.174,118.511,3266995.0
2020-09-08,118.375,118.411,115.73,116.652,2863890.0
2020-09-09,117.246,119.633,117.246,118.461,2721750.0
2020-09-10,118.847,119.154,116.352,116.638,2054331.0
2020-09-11,116.845,119.173,116.574,118.797,1698664.0
2020-09-12,116.845,119.173,116.574,118.797,1698664.0
2020-09-13,116.845,119.173,116.574,118.797,1698664.0
2020-09-14,119.862,121.124,118.979,120.434,2264354.0
2020-09-15,121.442,121.485,118.797,119.083,2056474.0
2020-09-16,120.012,122.321,119.755,121.185,2932828.0
2020-09-17,120.105,123.823,119.523,123.236,2756078.0
2020-09-18,123.008,123.522,121.156,121.213,4084722.0
2020-09-19,123.008,123.522,121.156,121.213,4084722.0
2020-09-20,123.008,123.522,121.156,121.213,4084722.0
2020-09-21,118.661,119.154,114.129,115.358,3911678.0
2020-09-22,115.144,117.01,114.686,116.059,2103752.0
2020-09-23,116.187,117.417,113.757,114.036,2248196.0
2020-09-24,113.957,115.784,113.006,114.686,1569695.0
2020-09-25,113.893,115.087,113.571,114.579,1949057.0
2020-09-26,113.893,115.087,113.571,114.579,1949057.0
2020-09-27,113.893,115.087,113.571,114.579,1949057.0
2020-09-28,115.816,117.346,115.337,115.573,2098520.0
2020-09-29,115.58,115.78,113.514,114.25,2026047.0
2020-09-30,115.051,116.604,113.392,114.515,3056908.0
2020-10-01,114.865,115.744,112.756,113.521,1989312.0
2020-10-02,111.862,115.773,111.705,114.643,1769035.0
2020-10-03,111.862,115.773,111.705,114.643,1769035.0
2020-10-04,111.862,115.773,111.705,114.643,1769035.0
2020-10-05,115.994,116.888,115.644,116.352,1457201.0
2020-10-06,116.845,118.461,115.694,115.98,2022103.0
2020-10-07,118.032,119.926,117.539,119.026,2155563.0
2020-10-08,119.605,120.212,118.765,119.898,1902821.0
2020-10-09,120.734,121.878,120.069,121.035,2015611.0
2020-10-10,120.734,121.878,120.069,121.035,2015611.0
2020-10-11,120.734,121.878,120.069,121.035,2015611.0
2020-10-12,121.156,121.971,120.191,120.57,1533855.0
2020-10-13,120.32,121.142,118.675,119.126,1575448.0
2020-10-14,119.397,121.206,119.24,120.391,1435365.0
2020-10-15,118.711,121.306,118.532,120.877,1638271.0
2020-10-16,121.492,123.015,120.974,122.228,2478787.0
2020-10-17,121.492,123.015,120.974,122.228,2478787.0
2020-10-18,121.492,123.015,120.974,122.228,2478787.0
2020-10-19,122.264,123.215,120.727,121.213,1910123.0
2020-10-20,121.892,123.816,121.528,122.214,1813211.0
2020-10-21,121.778,123.043,120.87,120.942,1511112.0
2020-10-22,121.278,122.243,120.384,122.043,1663268.0
2020-10-23,122.908,123.09,120.834,121.392,2137484.0
2020-10-24,122.908,123.09,120.834,121.392,2137484.0
2020-10-25,122.908,123.09,120.834,121.392,2137484.0
2020-10-26,119.876,120.17,117.524,118.79,3338767.0
2020-10-27,117.603,117.946,114.851,115.122,3894419.0
2020-10-28,114.25,116.423,113.042,113.335,3065174.0
2020-10-29,113.035,114.515,111.619,113.299,2680871.0
2020-10-30,113.192,114.357,112.238,114.357,2234526.0
2020-10-31,113.192,114.357,112.238,114.357,2234526.0
2020-11-01,113.192,114.357,112.238,114.357,2234526.0
2020-11-02,115.952,116.831,115.051,116.488,2116638.0
2020-11-03,117.86,119.269,117.056,118.325,1896938.0
2020-11-04,116.352,118.175,114.314,114.5,3140859.0
2020-11-05,115.93,117.539,115.83,116.674,2178474.0
2020-11-06,117.002,117.46,115.508,116.545,1685324.0
2020-11-07,117.002,117.46,115.508,116.545,1685324.0
2020-11-08,117.002,117.46,115.508,116.545,1685324.0
2020-11-09,124.488,125.417,116.638,116.838,4418106.0
2020-11-10,118.096,121.015,117.145,120.92,3500448.0
2020-11-11,122.057,122.064,119.819,120.97,2884393.0
2020-11-12,120.212,120.956,118.375,119.426,2217850.0
2020-11-13,120.048,121.721,119.59,121.385,1813755.0
2020-11-14,120.048,121.721,119.59,121.385,1813755.0
2020-11-15,120.048,121.721,119.59,121.385,1813755.0
2020-11-16,123.408,124.316,121.664,124.295,2434259.0
2020-11-17,123.708,124.752,122.15,124.137,2589981.0
2020-11-18,124.752,124.895,122.486,122.536,2615812.0
2020-11-19,122.997,123.942,122.082,123.747,2986012.0
2020-11-20,123.668,124.714,123.279,124.67,2657064.0
2020-11-21,123.668,124.714,123.279,124.67,2657064.0
2020-11-22,123.668,124.714,123.279,124.67,2657064.0
2020-11-23,125.298,126.087,125.074,125.572,2065084.0
2020-11-24,126.192,127.793,126.12,127.692,3086052.0
2020-11-25,127.519,127.879,126.516,127.721,2052393.0
2020-11-26,127.519,127.879,126.516,127.721,2052393.0
2020-11-27,128.225,129.527,126.603,127.555,1267131.0
2020-11-28,128.225,129.527,126.603,127.555,1267131.0
2020-11-29,128.225,129.527,126.603,127.555,1267131.0
2020-11-30,126.747,126.913,124.533,124.555,6141333.0
2020-12-01,125.629,126.689,122.594,122.961,3859872.0
2020-12-02,122.774,124.447,122.745,123.92,2421915.0
2020-12-03,123.336,125.031,123.336,123.906,2377756.0
2020-12-04,124.122,124.865,123.697,124.36,2663697.0
2020-12-05,124.122,124.865,123.697,124.36,2663697.0
2020-12-06,124.122,124.865,123.697,124.36,2663697.0
2020-12-07,123.827,124.389,121.995,122.694,2526799.0
2020-12-08,122.399,124.627,122.37,124.36,1731078.0
2020-12-09,124.512,126.653,123.974,126.401,2790944.0
2020-12-10,126.098,126.48,124.526,125.103,2228955.0
2020-12-11,124.245,125.939,124.152,125.485,1875764.0
2020-12-12,124.245,125.939,124.152,125.485,1875764.0
2020-12-13,124.245,125.939,124.152,125.485,1875764.0
2020-12-14,126.675,127.057,124.742,124.807,3700396.0
2020-12-15,125.752,126.231,124.425,125.961,2270590.0
2020-12-16,125.911,126.805,125.723,126.487,1949884.0
2020-12-17,126.913,127.966,126.473,127.382,2327857.0
2020-12-18,127.461,127.966,126.271,127.216,4682043.0
2020-12-19,127.461,127.966,126.271,127.216,4682043.0
2020-12-20,127.461,127.966,126.271,127.216,4682043.0
2020-12-21,125.189,127.003,124.774,126.668,1704598.0
2020-12-22,126.228,126.859,125.6,126.033,1381319.0
2020-12-23,126.408,126.777,125.438,125.463,1762603.0
2020-12-24,125.774,126.042,125.052,125.846,656184.0
2020-12-25,125.774,126.042,125.052,125.846,656184.0
2020-12-26,125.774,126.042,125.052,125.846,656184.0
2020-12-27,125.774,126.042,125.052,125.846,656184.0
2020-12-28,126.415,127.201,125.752,125.983,1403291.0
2020-12-29,126.588,126.653,124.858,125.363,1219160.0
2020-12-30,125.384,126.134,125.024,125.55,1419086.0
2020-12-31,125.557,126.098,124.879,126.04,1841338.0
2021-01-01,125.557,126.098,124.879,126.04,1841338.0
2021-01-02,125.557,126.098,124.879,126.04,1841338.0
2021-01-03,125.557,126.098,124.879,126.04,1841338.0
2021-01-04,126.192,127.057,122.983,123.935,2996278.0
2021-01-05,124.036,124.93,123.055,123.726,2295297.0
2021-01-06,124.548,126.603,124.057,125.608,3346410.0
2021-01-07,123.711,125.081,119.817,122.384,5863373.0
2021-01-08,121.988,122.255,118.7,120.149,4808130.0
2021-01-09,121.988,122.255,118.7,120.149,4808130.0
2021-01-10,121.988,122.255,118.7,120.149,4808130.0
2021-01-11,119.774,120.524,118.981,119.125,2737062.0
2021-01-12,119.63,120.549,118.317,120.07,2949382.0
2021-01-13,120.618,120.957,119.738,119.904,2098001.0
2021-01-14,120.618,120.683,119.147,119.998,2895434.0
2021-01-15,119.435,119.889,117.813,119.377,3550695.0
2021-01-16,119.435,119.889,117.813,119.377,3550695.0
2021-01-17,119.435,119.889,117.813,119.377,3550695.0
2021-01-18,119.435,119.889,117.813,119.377,3550695.0
2021-01-19,120.611,122.262,120.279,121.952,3903171.0
2021-01-20,121.894,123.005,121.454,122.745,2672491.0
2021-01-21,122.745,123.66,122.146,123.069,2688484.0
2021-01-22,122.731,122.731,120.596,121.894,2349343.0
2021-01-23,122.731,122.731,120.596,121.894,2349343.0
2021-01-24,122.731,122.731,120.596,121.894,2349343.0
2021-01-25,121.779,124.382,121.306,122.868,3353099.0
2021-01-26,125.312,127.519,124.086,126.877,5148862.0
2021-01-27,127.858,135.04,127.749,134.593,8096996.0
2021-01-28,133.403,134.542,131.658,132.263,4153707.0
2021-01-29,131.449,131.946,126.098,126.668,4217186.0
2021-01-30,131.449,131.946,126.098,126.668,4217186.0
2021-01-31,131.449,131.946,126.098,126.668,4217186.0
2021-02-01,126.891,127.713,125.449,125.975,2569687.0
2021-02-02,127.093,128.016,126.084,126.206,2844438.0
2021-02-03,126.466,127.953,125.146,126.538,2874467.0
2021-02-04,126.761,127.843,126.56,127.706,1833193.0
2021-02-05,128.067,129.242,127.418,129.083,1822437.0
2021-02-06,128.067,129.242,127.418,129.083,1822437.0
2021-02-07,128.067,129.242,127.418,129.083,1822437.0
2021-02-08,129.292,130.425,129.199,130.345,2355218.0
2021-02-09,130.677,131.167,129.927,130.475,1942829.0
2021-02-10,131.153,131.513,130.259,130.576,1929013.0
2021-02-11,130.394,130.776,127.842,128.838,2188357.0
2021-02-12,128.882,130.023,128.835,129.922,1081644.0
2021-02-13,128.882,130.023,128.835,129.922,1081644.0
2021-02-14,128.882,130.023,128.835,129.922,1081644.0
2021-02-15,128.882,130.023,128.835,129.922,1081644.0
2021-02-16,130.14,130.641,128.194,128.417,1834033.0
2021-02-17,127.995,128.904,127.333,128.431,1578242.0
2021-02-18,128.867,130.627,128.068,130.409,2088619.0
2021-02-19,130.554,131.427,128.104,128.351,2986839.0
2021-02-20,130.554,131.427,128.104,128.351,2986839.0
2021-02-21,130.554,131.427,128.104,128.351,2986839.0
2021-02-22,128.293,128.751,127.239,128.046,2271502.0
2021-02-23,129.078,129.078,127.021,128.082,2352428.0
2021-02-24,127.959,129.398,126.33,129.144,2742552.0
2021-02-25,129.064,131.412,128.998,129.965,2634298.0
2021-02-26,130.46,130.467,126.944,127.275,3363387.0
2021-02-27,130.46,130.467,126.944,127.275,3363387.0
2021-02-28,130.46,130.467,126.944,127.275,3363387.0
2021-03-01,127.741,129.049,127.741,128.257,1840081.0
2021-03-02,128.686,129.26,127.079,128.766,2272478.0
2021-03-03,128.998,130.881,128.54,129.456,2267840.0
2021-03-04,130.351,130.998,126.556,129.144,3535732.0
2021-03-05,129.74,132.001,128.649,131.448,2262764.0
2021-03-06,129.74,132.001,128.649,131.448,2262764.0
2021-03-07,129.74,132.001,128.649,131.448,2262764.0
2021-03-08,131.587,135.011,131.543,133.608,2574984.0
2021-03-09,133.411,133.884,131.608,131.725,2842101.0
2021-03-10,132.59,134.778,131.892,134.146,2370679.0
2021-03-11,133.142,134.553,132.391,134.189,2377493.0
2021-03-12,134.946,135.382,133.971,134.444,2691612.0
2021-03-13,134.946,135.382,133.971,134.444,2691612.0
2021-03-14,134.946,135.382,133.971,134.444,2691612.0
2021-03-15,135.251,137.868,135.018,137.759,3300362.0
2021-03-16,136.683,137.018,135.215,135.847,2264001.0
2021-03-17,136.196,138.13,135.992,136.901,2585123.0
2021-03-18,137.119,139.657,137.119,138.864,3050490.0
2021-03-19,138.573,138.864,137.185,137.199,6678852.0
2021-03-20,138.573,138.864,137.185,137.199,6678852.0
2021-03-21,138.573,138.864,137.185,137.199,6678852.0
2021-03-22,136.872,137.963,135.963,137.752,2605333.0
2021-03-23,137.243,139.38,136.61,136.923,2768726.0
2021-03-24,136.996,140.129,136.743,138.639,2829189.0
2021-03-25,139.33,140.58,138.261,140.391,2221235.0
2021-03-26,140.326,141.736,139.744,141.685,2677843.0
2021-03-27,140.326,141.736,139.744,141.685,2677843.0
2021-03-28,140.326,141.736,139.744,141.685,2677843.0
2021-03-29,140.769,143.023,140.689,142.31,2601919.0
2021-03-30,141.758,142.957,140.958,141.511,1876659.0
2021-03-31,141.002,141.354,139.628,140.086,2426854.0
2021-04-01,140.5,140.987,138.748,140.1,1902344.0
2021-04-02,140.5,140.987,138.748,140.1,1902344.0
2021-04-03,140.5,140.987,138.748,140.1,1902344.0
2021-04-04,140.5,140.987,138.748,140.1,1902344.0
2021-04-05,140.965,142.463,140.835,141.751,1963131.0
2021-04-06,141.772,142.215,141.038,141.656,1472732.0
2021-04-07,141.162,142.027,140.987,141.736,1501599.0
2021-04-08,141.351,142.983,141.067,142.296,2391893.0
2021-04-09,142.543,144.651,142.543,143.954,2159859.0
2021-04-10,142.543,144.651,142.543,143.954,2159859.0
2021-04-11,142.543,144.651,142.543,143.954,2159859.0
2021-04-12,144.099,144.891,143.27,143.83,1682186.0
2021-04-13,142.507,143.466,142.041,142.841,2259885.0
2021-04-14,142.172,143.51,141.783,143.045,1575034.0
2021-04-15,143.43,143.815,142.434,143.575,1461700.0
2021-04-16,144.477,145.168,143.939,144.375,2769567.0
2021-04-17,144.477,145.168,143.939,144.375,2769567.0
2021-04-18,144.477,145.168,143.939,144.375,2769567.0
2021-04-19,144.033,144.455,142.987,144.382,2200525.0
2021-04-20,144.637,144.935,143.546,144.172,1653197.0
2021-04-21,144.172,146.498,144.041,146.047,2649021.0
2021-04-22,145.895,146.985,145.538,146.062,2215918.0
2021-04-23,146.135,147.701,146.127,147.007,1864611.0
2021-04-24,146.135,147.701,146.127,147.007,1864611.0
2021-04-25,146.135,147.701,146.127,147.007,1864611.0
2021-04-26,147.574,147.581,145.102,145.139,2578886.0
2021-04-27,139.235,142.398,137.141,141.373,5224962.0
2021-04-28,141.772,143.452,141.634,142.449,2516938.0
2021-04-29,143.088,144.979,142.696,144.717,1887105.0
2021-04-30,143.706,144.673,142.594,143.328,2507080.0
2021-05-01,143.706,144.673,142.594,143.328,2507080.0
2021-05-02,143.706,144.673,142.594,143.328,2507080.0
2021-05-03,143.946,145.022,142.979,144.397,1779899.0
2021-05-04,144.31,145.088,143.621,144.957,1878969.0
2021-05-05,145.408,146.658,143.866,146.455,2018536.0
2021-05-06,146.338,147.232,145.742,147.16,1840761.0
2021-05-07,147.087,148.221,146.309,147.64,1843826.0
2021-05-08,147.087,148.221,146.309,147.64,1843826.0
2021-05-09,147.087,148.221,146.309,147.64,1843826.0
2021-05-10,149.043,151.915,148.359,150.737,3212744.0
2021-05-11,150.206,150.431,147.152,148.112,2552787.0
2021-05-12,148.018,148.098,144.513,144.586,2230600.0
2021-05-13,144.419,148.341,144.237,147.887,1684637.0
2021-05-14,148.316,149.131,147.596,148.592,1475527.0
2021-05-15,148.316,149.131,147.596,148.592,1475527.0
2021-05-16,148.316,149.131,147.596,148.592,1475527.0
2021-05-17,148.752,149.297,148.09,149.123,1532694.0
2021-05-18,149.036,149.174,147.447,147.611,1771914.0
2021-05-19,146.796,147.371,144.92,147.298,2220212.0
2021-05-20,147.276,148.082,146.844,147.686,1412555.0
2021-05-21,147.73,149.23,147.268,147.84,1537228.0
2021-05-22,147.73,149.23,147.268,147.84,1537228.0
2021-05-23,147.73,149.23,147.268,147.84,1537228.0
2021-05-24,148.528,149.052,147.884,148.389,1529434.0
2021-05-25,148.565,148.675,147.481,147.73,1519390.0
2021-05-26,147.356,147.789,146.697,147.635,1847300.0
2021-05-27,148.675,149.393,148.396,148.851,2457573.0
2021-05-28,149.319,149.694,148.528,148.704,1741191.0
2021-05-29,149.319,149.694,148.528,148.704,1741191.0
2021-05-30,149.319,149.694,148.528,148.704,1741191.0
2021-05-31,149.319,149.694,148.528,148.704,1741191.0
2021-06-01,150.125,150.204,148.347,148.821,1567288.0
2021-06-02,149.209,149.385,148.206,148.887,1877461.0
2021-06-03,148.309,149.898,147.803,149.165,1902070.0
2021-06-04,149.488,150.96,149.239,150.909,1868562.0
2021-06-05,149.488,150.96,149.239,150.909,1868562.0
2021-06-06,149.488,150.96,149.239,150.909,1868562.0
2021-06-07,151.128,151.462,148.902,149.209,1531166.0
2021-06-08,147.942,149.436,147.313,149.107,1701413.0
2021-06-09,149.085,149.092,147.898,148.484,1707580.0
2021-06-10,149.517,150.118,148.514,148.77,1953085.0
2021-06-11,149.231,150.066,147.591,148.536,1696294.0
2021-06-12,149.231,150.066,147.591,148.536,1696294.0
2021-06-13,149.231,150.066,147.591,148.536,1696294.0
2021-06-14,148.155,149.107,146.785,147.474,1745910.0
2021-06-15,147.796,147.84,146.133,146.924,1709935.0
2021-06-16,146.895,147.203,144.141,144.215,2219699.0
2021-06-17,144.134,144.647,141.351,142.918,2584863.0
2021-06-18,141.38,141.768,140.274,140.326,5054614.0
2021-06-19,141.38,141.768,140.274,140.326,5054614.0
2021-06-20,141.38,141.768,140.274,140.326,5054614.0
2021-06-21,141.783,144.006,141.783,142.969,2528476.0
2021-06-22,142.633,143.585,142.157,142.918,1772643.0
2021-06-23,142.669,143.125,140.824,140.882,2976477.0
2021-06-24,141.571,141.893,140.351,141.541,2191952.0
2021-06-25,141.659,143.057,141.571,142.633,6175572.0
2021-06-26,141.659,143.057,141.571,142.633,6175572.0
2021-06-27,141.659,143.057,141.571,142.633,6175572.0
2021-06-28,143.372,144.222,142.369,143.914,2100532.0
2021-06-29,143.695,144.888,143.339,143.57,1858052.0
2021-06-30,143.475,145.731,143.211,145.474,2592085.0
2021-07-01,146.075,146.236,144.83,145.811,1857920.0
2021-07-02,145.547,146.692,144.969,146.397,1612960.0
2021-07-03,145.547,146.692,144.969,146.397,1612960.0
2021-07-04,145.547,146.692,144.969,146.397,1612960.0
2021-07-05,145.547,146.692,144.969,146.397,1612960.0
2021-07-06,143.848,144.852,142.64,144.2,2546509.0
2021-07-07,143.643,146.522,143.643,146.375,1695276.0
2021-07-08,145.379,146.148,144.515,145.211,2167219.0
2021-07-09,146.258,147.869,145.928,147.21,2446141.0
2021-07-10,146.258,147.869,145.928,147.21,2446141.0
2021-07-11,146.258,147.869,145.928,147.21,2446141.0
2021-07-12,145.086,147.547,144.94,146.463,2163956.0
2021-07-13,146.544,147.305,145.855,146.185,1688293.0
2021-07-14,146.902,148.807,146.485,148.55,2457764.0
2021-07-15,147.525,148.506,146.866,148.375,2138698.0
2021-07-16,148.763,148.829,145.679,146.016,2474180.0
2021-07-17,148.763,148.829,145.679,146.016,2474180.0
2021-07-18,148.763,148.829,145.679,146.016,2474180.0
2021-07-19,144.859,145.408,142.896,144.691,3146307.0
2021-07-20,145.262,148.104,145.064,147.078,2783406.0
2021-07-21,147.305,148.587,146.448,147.042,1999082.0
2021-07-22,147.584,147.686,145.509,145.796,1700693.0
2021-07-23,146.851,147.238,145.701,146.836,1570761.0
2021-07-24,146.851,147.238,145.701,146.836,1570761.0
2021-07-25,146.851,147.238,145.701,146.836,1570761.0
2021-07-26,146.807,148.484,146.426,147.701,2409242.0
2021-07-27,144.434,147.254,142.75,146.822,3000044.0
2021-07-28,145.98,146.749,145.086,145.218,2139174.0
2021-07-29,146.478,146.478,144.969,145.137,2120292.0
2021-07-30,145.013,145.921,144.427,144.969,1910332.0
2021-07-31,145.013,145.921,144.427,144.969,1910332.0
2021-08-01,145.013,145.921,144.427,144.969,1910332.0
2021-08-02,145.796,146.99,144.599,144.661,1332499.0
2021-08-03,145.408,148.096,144.573,147.232,2208429.0
2021-08-04,146.771,147.071,144.427,144.669,2057158.0
2021-08-05,145.416,145.833,144.489,144.866,1575275.0
2021-08-06,145.145,145.928,144.683,145.108,1116232.0
2021-08-07,145.145,145.928,144.683,145.108,1116232.0
2021-08-08,145.145,145.928,144.683,145.108,1116232.0
2021-08-09,144.757,145.122,144.119,144.595,1193358.0
2021-08-10,145.189,146.104,144.793,145.928,1598458.0
2021-08-11,146.478,147.774,145.972,147.627,2217422.0
2021-08-12,147.562,148.215,146.741,147.525,1232128.0
2021-08-13,147.378,147.73,146.69,146.902,1910756.0
2021-08-14,147.378,147.73,146.69,146.902,1910756.0
2021-08-15,147.378,147.73,146.69,146.902,1910756.0
2021-08-16,147.276,148.506,146.756,148.177,1607100.0
