,KO US Equity,KO US Equity,KO US Equity,KO US Equity,KO US Equity
2020-03-01,47.1323,47.1848,45.1622,46.8346,40891823.0
2020-03-02,47.2198,48.9972,47.0184,48.9622,25698629.0
2020-03-03,49.6977,50.3369,48.7171,49.0848,27099173.0
2020-03-04,49.3913,51.659,49.3913,51.589,20526142.0
2020-03-05,50.6083,50.9323,49.1986,49.6802,17948494.0
2020-03-06,48.1042,48.9535,47.2636,48.3843,22353925.0
2020-03-07,48.1042,48.9535,47.2636,48.3843,22353925.0
2020-03-08,48.1042,48.9535,47.2636,48.3843,22353925.0
2020-03-09,45.5737,46.9134,45.0703,45.4074,27898258.0
2020-03-10,46.5982,47.1016,44.8032,46.9834,27457400.0
2020-03-11,45.8364,46.0991,44.777,45.7138,22660708.0
2020-03-12,42.5005,43.7175,40.8807,41.2922,31913103.0
2020-03-13,43.73,43.7741,41.1641,42.8114,33697153.0
2020-03-14,43.73,43.7741,41.1641,42.8114,33697153.0
2020-03-15,43.73,43.7741,41.1641,42.8114,33697153.0
2020-03-16,37.3087,42.2903,36.3636,39.9761,28682285.0
2020-03-17,40.5238,41.9546,40.0733,41.672,32106680.0
2020-03-18,39.5168,39.879,36.7346,39.614,35408291.0
2020-03-19,39.1812,39.4462,36.2488,36.9466,41956853.0
2020-03-20,37.0526,37.1585,33.1309,33.8287,51513503.0
2020-03-21,37.0526,37.1585,33.1309,33.8287,51513503.0
2020-03-22,37.0526,37.1585,33.1309,33.8287,51513503.0
2020-03-23,34.2306,34.3464,32.0357,33.1751,44978496.0
2020-03-24,36.4078,36.5668,34.2968,34.8444,49096206.0
2020-03-25,35.8867,38.3774,35.2507,36.7523,42511651.0
2020-03-26,37.8387,39.985,37.4942,39.1194,37828294.0
2020-03-27,38.5629,38.8897,37.45,37.8122,23297904.0
2020-03-28,38.5629,38.8897,37.45,37.8122,23297904.0
2020-03-29,38.5629,38.8897,37.45,37.8122,23297904.0
2020-03-30,38.0153,40.2411,38.0153,39.7465,23445966.0
2020-03-31,39.8083,40.1969,38.9162,39.084,25373932.0
2020-04-01,37.5207,38.5541,36.9201,37.2027,21936414.0
2020-04-02,37.291,39.0311,36.9751,38.8191,17621881.0
2020-04-03,38.4923,39.1591,38.2538,38.7131,14207106.0
2020-04-04,38.4923,39.1591,38.2538,38.7131,14207106.0
2020-04-05,38.4923,39.1591,38.2538,38.7131,14207106.0
2020-04-06,40.091,41.5218,39.4727,41.2215,22849977.0
2020-04-07,42.8379,42.9262,41.0537,41.0802,21279572.0
2020-04-08,41.195,42.4757,40.9212,42.2373,18937133.0
2020-04-09,42.7849,43.9243,42.7054,43.2795,19167279.0
2020-04-10,42.7849,43.9243,42.7054,43.2795,19167279.0
2020-04-11,42.7849,43.9243,42.7054,43.2795,19167279.0
2020-04-12,42.7849,43.9243,42.7054,43.2795,19167279.0
2020-04-13,42.7054,42.9615,41.0714,41.4512,19586015.0
2020-04-14,42.3433,43.5003,41.4512,43.2088,21801877.0
2020-04-15,42.1401,42.7496,41.8751,42.0518,12893170.0
2020-04-16,41.8663,42.2638,41.301,41.6013,17606777.0
2020-04-17,42.6612,42.6612,41.8398,42.4492,19844640.0
2020-04-18,42.6612,42.6612,41.8398,42.4492,19844640.0
2020-04-19,42.6612,42.6612,41.8398,42.4492,19844640.0
2020-04-20,42.2108,42.3963,40.9036,41.0979,18957924.0
2020-04-21,40.5238,41.4259,39.0929,40.0821,26863724.0
2020-04-22,40.6739,40.7578,40.1881,40.3471,15815150.0
2020-04-23,40.5856,40.7181,39.72,39.8083,17668165.0
2020-04-24,40.1881,40.4089,39.8526,40.1263,15177581.0
2020-04-25,40.1881,40.4089,39.8526,40.1263,15177581.0
2020-04-26,40.1881,40.4089,39.8526,40.1263,15177581.0
2020-04-27,40.6297,41.4909,40.3736,41.3187,19175538.0
2020-04-28,42.3079,42.3963,41.1332,41.2834,17246696.0
2020-04-29,41.7515,42.2726,41.407,41.619,15780000.0
2020-04-30,41.513,41.513,40.3648,40.5326,20801092.0
2020-05-01,40.2941,40.9742,39.932,40.2764,14290418.0
2020-05-02,40.2941,40.9742,39.932,40.2764,14290418.0
2020-05-03,40.2941,40.9742,39.932,40.2764,14290418.0
2020-05-04,40.0291,40.1705,39.3932,39.8701,22544162.0
2020-05-05,40.0645,40.7181,39.879,40.0998,13370526.0
2020-05-06,40.0998,40.3029,39.4992,39.5257,11892890.0
2020-05-07,39.879,39.9585,39.3049,39.3932,16474652.0
2020-05-08,39.8171,40.8241,39.6405,40.7269,13987843.0
2020-05-09,39.8171,40.8241,39.6405,40.7269,13987843.0
2020-05-10,39.8171,40.8241,39.6405,40.7269,13987843.0
2020-05-11,40.3559,40.7269,40.2058,40.2234,10874595.0
2020-05-12,40.2764,40.4973,39.5698,39.5875,13424424.0
2020-05-13,39.4903,39.5522,38.4408,38.8102,15854778.0
2020-05-14,38.3156,38.9162,38.1831,38.5983,18000815.0
2020-05-15,38.8279,39.4727,38.1566,38.2096,31579431.0
2020-05-16,38.8279,39.4727,38.1566,38.2096,31579431.0
2020-05-17,38.8279,39.4727,38.1566,38.2096,31579431.0
2020-05-18,39.5875,40.091,38.9781,39.72,26122327.0
2020-05-19,39.7553,40.038,39.084,39.3402,17839922.0
2020-05-20,39.9231,40.7799,39.7642,40.5326,22295929.0
2020-05-21,40.7004,40.7092,39.773,39.8966,13193528.0
2020-05-22,39.9408,40.0159,39.4373,39.773,13008410.0
2020-05-23,39.9408,40.0159,39.4373,39.773,13008410.0
2020-05-24,39.9408,40.0159,39.4373,39.773,13008410.0
2020-05-25,39.9408,40.0159,39.4373,39.773,13008410.0
2020-05-26,41.4423,41.4512,40.5679,40.7092,22223098.0
2020-05-27,41.513,41.5925,40.7755,41.2745,18447622.0
2020-05-28,41.778,41.9193,41.354,41.5925,16234424.0
2020-05-29,41.2304,41.6808,40.7534,41.2304,51129923.0
2020-05-30,41.2304,41.6808,40.7534,41.2304,51129923.0
2020-05-31,41.2304,41.6808,40.7534,41.2304,51129923.0
2020-06-01,41.2127,41.7161,41.1509,41.5042,17013041.0
2020-06-02,41.6543,41.7603,41.1244,41.4247,15255146.0
2020-06-03,41.7515,42.4978,41.619,42.3079,15508291.0
2020-06-04,42.3433,42.6303,41.8486,42.3256,13604668.0
2020-06-05,42.8732,43.7123,42.8026,43.359,20504798.0
2020-06-06,42.8732,43.7123,42.8026,43.359,20504798.0
2020-06-07,42.8732,43.7123,42.8026,43.359,20504798.0
2020-06-08,43.7565,44.1363,43.6946,44.0303,19896657.0
2020-06-09,43.8006,43.8006,42.9969,43.2795,16713660.0
2020-06-10,43.4208,43.5136,42.8997,42.9439,15716570.0
2020-06-11,42.2284,42.3256,40.1528,40.2234,26070384.0
2020-06-12,41.186,41.2217,40.1165,40.6423,21822737.0
2020-06-13,41.186,41.2217,40.1165,40.6423,21822737.0
2020-06-14,41.186,41.2217,40.1165,40.6423,21822737.0
2020-06-15,39.7243,41.3999,39.6352,41.2662,15627065.0
2020-06-16,42.3893,42.5007,41.1682,41.6851,18808008.0
2020-06-17,41.6941,41.9436,41.391,41.5158,12602791.0
2020-06-18,41.2662,41.9258,41.0612,41.8812,9380779.0
2020-06-19,42.5764,42.5942,41.0167,41.0167,30432088.0
2020-06-20,42.5764,42.5942,41.0167,41.0167,30432088.0
2020-06-21,42.5764,42.5942,41.0167,41.0167,30432088.0
2020-06-22,41.0256,41.1325,40.4463,40.7671,20876167.0
2020-06-23,40.9989,41.2573,40.6245,40.678,14675296.0
2020-06-24,40.4373,40.4997,39.6619,39.7956,17631817.0
2020-06-25,39.6352,40.0898,39.243,40.0452,13829653.0
2020-06-26,40.0363,40.1165,38.7796,38.833,21955057.0
2020-06-27,40.0363,40.1165,38.7796,38.833,21955057.0
2020-06-28,40.0363,40.1165,38.7796,38.833,21955057.0
2020-06-29,39.2163,39.7243,38.8152,39.5372,17603890.0
2020-06-30,39.4391,39.9561,39.2519,39.8224,23679840.0
2020-07-01,40.0452,40.58,39.8491,39.9471,14316519.0
2020-07-02,40.366,40.4908,39.9293,40.0006,15111894.0
2020-07-03,40.366,40.4908,39.9293,40.0006,15111894.0
2020-07-04,40.366,40.4908,39.9293,40.0006,15111894.0
2020-07-05,40.366,40.4908,39.9293,40.0006,15111894.0
2020-07-06,40.2324,40.3482,39.7555,40.3126,15146037.0
2020-07-07,40.1076,40.5488,39.9293,40.2947,13043564.0
2020-07-08,40.2324,40.268,39.6352,40.17,13851199.0
2020-07-09,40.1521,40.1521,39.0603,39.1361,16087065.0
2020-07-10,39.1093,40.3304,39.0915,40.2413,15627763.0
2020-07-11,39.1093,40.3304,39.0915,40.2413,15627763.0
2020-07-12,39.1093,40.3304,39.0915,40.2413,15627763.0
2020-07-13,40.58,40.7092,40.0719,40.3304,16705349.0
2020-07-14,40.0274,40.9454,39.8144,40.883,17080128.0
2020-07-15,41.2662,42.0595,41.1771,41.3554,23738000.0
2020-07-16,41.2306,41.6138,40.9454,41.1325,13306109.0
2020-07-17,41.4178,41.8099,41.1103,41.7297,13906056.0
2020-07-18,41.4178,41.8099,41.1103,41.7297,13906056.0
2020-07-19,41.4178,41.8099,41.1103,41.7297,13906056.0
2020-07-20,41.6406,41.7386,40.8652,41.1058,16633176.0
2020-07-21,42.3536,42.7725,41.8286,42.0684,25686341.0
2020-07-22,42.719,43.2404,41.9169,43.2092,29831184.0
2020-07-23,43.2003,43.2878,42.8082,43.031,15934950.0
2020-07-24,43.1379,43.4944,42.8438,43.2181,16196843.0
2020-07-25,43.1379,43.4944,42.8438,43.2181,16196843.0
2020-07-26,43.1379,43.4944,42.8438,43.2181,16196843.0
2020-07-27,42.9418,43.236,42.9418,43.2092,17346533.0
2020-07-28,43.0844,43.9223,42.8705,42.9418,13872700.0
2020-07-29,42.9062,43.2271,42.621,42.7992,13758066.0
2020-07-30,42.4873,42.9864,42.0684,42.5051,17276478.0
2020-07-31,42.2823,42.5764,41.6495,42.104,14850566.0
2020-08-01,42.2823,42.5764,41.6495,42.104,14850566.0
2020-08-02,42.2823,42.5764,41.6495,42.104,14850566.0
2020-08-03,42.0149,42.211,41.2039,41.2662,14141813.0
2020-08-04,41.2573,41.7654,41.1949,41.6138,11707035.0
2020-08-05,41.801,42.1263,41.7208,42.0862,10561639.0
2020-08-06,41.5871,42.3625,41.5336,42.3179,10745032.0
2020-08-07,42.309,42.8527,42.0773,42.6032,11669705.0
2020-08-08,42.309,42.8527,42.0773,42.6032,11669705.0
2020-08-09,42.309,42.8527,42.0773,42.6032,11669705.0
2020-08-10,42.8349,43.0265,42.4784,42.5319,11887957.0
2020-08-11,43.1914,43.3632,42.514,42.719,16531563.0
2020-08-12,43.0488,43.3964,42.8884,43.1647,9564025.0
2020-08-13,43.0131,43.432,42.8349,43.1201,9882909.0
2020-08-14,43.0844,43.3964,42.8082,43.1825,10075809.0
2020-08-15,43.0844,43.3964,42.8082,43.1825,10075809.0
2020-08-16,43.0844,43.3964,42.8082,43.1825,10075809.0
2020-08-17,43.0666,43.4499,42.9597,42.9686,9102364.0
2020-08-18,42.9597,43.2271,42.7458,43.1558,9828985.0
2020-08-19,42.8884,43.1201,42.0862,42.2199,17371036.0
2020-08-20,42.1308,42.4249,41.9724,42.2021,11308737.0
2020-08-21,42.1932,42.3313,41.8634,42.1397,14734120.0
2020-08-22,42.1932,42.3313,41.8634,42.1397,14734120.0
2020-08-23,42.1932,42.3313,41.8634,42.1397,14734120.0
2020-08-24,42.2734,42.7636,42.0461,42.7547,9257725.0
2020-08-25,42.7814,42.826,42.4695,42.7012,7827833.0
2020-08-26,42.5675,42.9418,42.309,42.924,10124150.0
2020-08-27,43.0042,43.5123,42.9597,42.9864,10931635.0
2020-08-28,43.4499,44.4303,43.2538,44.4125,16420259.0
2020-08-29,43.4499,44.4303,43.2538,44.4125,16420259.0
2020-08-30,43.4499,44.4303,43.2538,44.4125,16420259.0
2020-08-31,44.3857,44.6264,43.9846,44.1451,18510779.0
2020-09-01,43.949,43.9846,43.5212,43.7796,12590434.0
2020-09-02,43.9936,45.7761,43.9936,45.6246,26332630.0
2020-09-03,45.8118,46.4694,44.6531,44.9918,22289383.0
2020-09-04,45.4018,45.8697,44.8135,45.4909,21019545.0
2020-09-05,45.4018,45.8697,44.8135,45.4909,21019545.0
2020-09-06,45.4018,45.8697,44.8135,45.4909,21019545.0
2020-09-07,45.4018,45.8697,44.8135,45.4909,21019545.0
2020-09-08,45.3929,45.4909,43.9936,44.3946,17776745.0
2020-09-09,44.2075,45.2369,44.1629,44.7333,15252275.0
2020-09-10,44.8759,45.1656,44.5194,44.564,15439505.0
2020-09-11,44.9205,45.6335,44.6531,45.5087,18272338.0
2020-09-12,44.9205,45.6335,44.6531,45.5087,18272338.0
2020-09-13,44.9205,45.6335,44.6531,45.5087,18272338.0
2020-09-14,45.7963,46.0299,45.4369,45.5627,10911657.0
2020-09-15,45.8232,46.1646,45.6795,45.8681,12838392.0
2020-09-16,45.7783,46.2241,45.5896,45.6345,15354678.0
2020-09-17,45.1224,45.4908,44.8708,45.4189,13287136.0
2020-09-18,45.5986,45.9625,45.1134,45.329,23816602.0
2020-09-19,45.5986,45.9625,45.1134,45.329,23816602.0
2020-09-20,45.5986,45.9625,45.1134,45.329,23816602.0
2020-09-21,44.7001,44.9427,43.6713,44.1071,17514771.0
2020-09-22,44.1251,44.9562,44.0891,44.6192,13034616.0
2020-09-23,44.6821,44.8528,43.2805,43.3164,17121210.0
2020-09-24,43.3164,44.1161,42.7324,43.7567,16788103.0
2020-09-25,43.3074,43.8106,43.1098,43.7746,12603379.0
2020-09-26,43.3074,43.8106,43.1098,43.7746,12603379.0
2020-09-27,43.3074,43.8106,43.1098,43.7746,12603379.0
2020-09-28,44.3048,44.6642,44.152,44.2778,11215708.0
2020-09-29,44.3766,44.5249,43.9454,43.9543,12427767.0
2020-09-30,44.2688,44.5833,43.9288,44.3587,15755901.0
2020-10-01,44.4216,44.6172,43.6578,44.188,17577263.0
2020-10-02,43.8106,44.5474,43.6219,44.3497,13610071.0
2020-10-03,43.8106,44.5474,43.6219,44.3497,13610071.0
2020-10-04,43.8106,44.5474,43.6219,44.3497,13610071.0
2020-10-05,44.4126,44.5204,44.134,44.3677,10628736.0
2020-10-06,44.5204,44.6776,43.8735,43.9723,10077431.0
2020-10-07,44.0442,44.7091,43.9813,44.5294,10135646.0
2020-10-08,44.6642,45.4099,44.5069,45.338,12143920.0
2020-10-09,45.5267,46.0299,45.4638,45.6525,11407809.0
2020-10-10,45.5267,46.0299,45.4638,45.6525,11407809.0
2020-10-11,45.5267,46.0299,45.4638,45.6525,11407809.0
2020-10-12,45.6795,46.2949,45.6705,45.9041,11386512.0
2020-10-13,45.8142,45.8142,44.8349,45.1224,14365292.0
2020-10-14,44.9696,45.365,44.6102,45.0325,10582935.0
2020-10-15,44.3856,45.0415,44.2958,44.9157,9963190.0
2020-10-16,44.9157,45.2392,44.8079,44.9517,13570887.0
2020-10-17,44.9157,45.2392,44.8079,44.9517,13570887.0
2020-10-18,44.9157,45.2392,44.8079,44.9517,13570887.0
2020-10-19,44.9517,45.356,44.4395,44.5833,9930443.0
2020-10-20,44.8259,45.4818,44.736,45.1493,10972732.0
2020-10-21,44.8888,45.3111,44.7181,44.9157,12517411.0
2020-10-22,45.976,46.0029,45.2661,45.5357,20189227.0
2020-10-23,45.8232,45.9849,45.3425,45.3919,13491265.0
2020-10-24,45.8232,45.9849,45.3425,45.3919,13491265.0
2020-10-25,45.8232,45.9849,45.3425,45.3919,13491265.0
2020-10-26,45.2302,45.383,44.2059,44.745,14696396.0
2020-10-27,44.754,45.1808,44.5234,44.8349,13892109.0
2020-10-28,44.0262,44.161,42.9301,43.0918,19886155.0
2020-10-29,42.8851,43.5545,42.4988,43.1457,15369877.0
2020-10-30,42.957,43.237,42.5572,43.1816,15805004.0
2020-10-31,42.957,43.237,42.5572,43.1816,15805004.0
2020-11-01,42.957,43.237,42.5572,43.1816,15805004.0
2020-11-02,43.8016,43.9813,43.3434,43.6848,15156149.0
2020-11-03,44.2239,44.8888,44.0262,44.3407,15285086.0
2020-11-04,44.4126,45.1134,44.0981,44.179,12930818.0
2020-11-05,44.7091,45.1134,44.3317,44.4216,12452432.0
2020-11-06,44.6102,44.9157,44.2508,44.4305,9294903.0
2020-11-07,44.6102,44.9157,44.2508,44.4305,9294903.0
2020-11-08,44.6102,44.9157,44.2508,44.4305,9294903.0
2020-11-09,47.171,47.8538,46.7846,47.2338,33441952.0
2020-11-10,47.2338,48.7703,47.126,48.5007,29706666.0
2020-11-11,48.4558,48.7882,47.9167,48.1413,17399922.0
2020-11-12,47.6651,47.8089,47.2653,47.6292,15026961.0
2020-11-13,47.8448,48.0694,47.5215,48.0245,12449444.0
2020-11-14,47.8448,48.0694,47.5215,48.0245,12449444.0
2020-11-15,47.8448,48.0694,47.5215,48.0245,12449444.0
2020-11-16,48.9679,49.0758,47.8718,48.3839,14908181.0
2020-11-17,48.2132,48.2941,47.6427,48.2312,14248362.0
2020-11-18,48.2941,48.5367,47.2249,47.2698,15278206.0
2020-11-19,47.162,47.8269,46.6768,47.737,17189549.0
2020-11-20,47.7909,47.8448,47.2518,47.3237,15647921.0
2020-11-21,47.7909,47.8448,47.2518,47.3237,15647921.0
2020-11-22,47.7909,47.8448,47.2518,47.3237,15647921.0
2020-11-23,47.5753,47.7729,46.9014,47.3327,13194015.0
2020-11-24,47.746,48.1503,47.6382,47.8179,13836367.0
2020-11-25,47.6831,47.8718,47.4315,47.5573,10194758.0
2020-11-26,47.6831,47.8718,47.4315,47.5573,10194758.0
2020-11-27,47.719,47.7909,47.2698,47.3507,8499289.0
2020-11-28,47.719,47.7909,47.2698,47.3507,8499289.0
2020-11-29,47.719,47.7909,47.2698,47.3507,8499289.0
2020-11-30,47.1696,47.2601,46.255,46.7258,43203587.0
2020-12-01,47.2148,47.3869,46.8934,47.1243,18969341.0
2020-12-02,46.9975,47.2058,46.7575,47.1877,14913072.0
2020-12-03,46.9975,47.9393,46.9975,47.7944,17318877.0
2020-12-04,47.7944,48.7814,47.7763,48.7633,18122399.0
2020-12-05,47.7944,48.7814,47.7763,48.7633,18122399.0
2020-12-06,47.7944,48.7814,47.7763,48.7633,18122399.0
2020-12-07,48.6818,48.6999,47.7219,47.9845,16210855.0
2020-12-08,47.9393,48.4283,47.7989,48.1566,12485802.0
2020-12-09,48.3286,48.5369,47.9936,48.2924,11508587.0
2020-12-10,48.3558,48.4554,47.9755,48.0389,12097340.0
2020-12-11,47.8125,48.4826,47.7944,48.3105,10638103.0
2020-12-12,47.8125,48.4826,47.7944,48.3105,10638103.0
2020-12-13,47.8125,48.4826,47.7944,48.3105,10638103.0
2020-12-14,48.5822,48.7542,48.1566,48.2381,22292031.0
2020-12-15,48.709,49.0984,48.5324,48.7542,16194487.0
2020-12-16,48.5369,48.718,47.9393,48.0479,15679648.0
2020-12-17,48.2653,48.6365,48.1294,48.2381,12677329.0
2020-12-18,48.066,48.7542,47.6495,48.6637,35480123.0
2020-12-19,48.066,48.7542,47.6495,48.6637,35480123.0
2020-12-20,48.066,48.7542,47.6495,48.6637,35480123.0
2020-12-21,47.7038,47.9936,47.0699,47.8215,14926602.0
2020-12-22,47.8215,48.1566,47.4412,47.7763,9691586.0
2020-12-23,47.9483,48.3432,47.9393,48.066,7040628.0
2020-12-24,48.0117,48.4916,48.0117,48.392,3265532.0
2020-12-25,48.0117,48.4916,48.0117,48.392,3265532.0
2020-12-26,48.0117,48.4916,48.0117,48.392,3265532.0
2020-12-27,48.0117,48.4916,48.0117,48.392,3265532.0
2020-12-28,48.7633,49.293,48.6546,49.044,9020482.0
2020-12-29,49.3066,49.3428,48.9172,49.0169,8320600.0
2020-12-30,48.9444,49.4696,48.9263,49.2976,8142749.0
2020-12-31,49.3066,49.7413,49.1436,49.6598,8494972.0
2021-01-01,49.3066,49.7413,49.1436,49.6598,8494972.0
2021-01-02,49.3066,49.7413,49.1436,49.6598,8494972.0
2021-01-03,49.3066,49.7413,49.1436,49.6598,8494972.0
2021-01-04,49.1436,49.4696,47.1152,47.7763,25611104.0
2021-01-05,47.3869,47.6495,47.1152,47.2511,20323822.0
2021-01-06,47.0609,47.1062,45.4471,45.7479,38724516.0
2021-01-07,45.3585,45.5079,44.8423,45.2408,53225700.0
2021-01-08,45.3041,46.2957,45.1321,46.255,29673952.0
2021-01-09,45.3041,46.2957,45.1321,46.255,29673952.0
2021-01-10,45.3041,46.2957,45.1321,46.255,29673952.0
2021-01-11,45.8384,46.0557,45.2317,45.4581,19310581.0
2021-01-12,45.3132,45.6106,45.0596,45.3766,18538664.0
2021-01-13,45.2589,45.603,45.2347,45.4219,18864148.0
2021-01-14,45.4219,45.44,44.5707,44.5797,34303579.0
2021-01-15,44.5118,44.5343,43.9458,44.0998,24366789.0
2021-01-16,44.5118,44.5343,43.9458,44.0998,24366789.0
2021-01-17,44.5118,44.5343,43.9458,44.0998,24366789.0
2021-01-18,44.5118,44.5343,43.9458,44.0998,24366789.0
2021-01-19,44.136,44.4077,43.6832,43.9277,29114466.0
2021-01-20,43.9549,44.2084,43.7466,44.0817,23115796.0
2021-01-21,44.1722,44.4529,43.8824,44.3262,19707198.0
2021-01-22,44.1994,44.3171,43.9096,43.9096,15400347.0
2021-01-23,44.1994,44.3171,43.9096,43.9096,15400347.0
2021-01-24,44.1994,44.3171,43.9096,43.9096,15400347.0
2021-01-25,43.8462,44.2265,43.6832,44.1722,16604213.0
2021-01-26,44.2899,44.7337,44.0183,44.634,12922626.0
2021-01-27,44.2718,44.6612,43.6742,43.9458,21242412.0
2021-01-28,44.0907,44.8242,44.0183,44.5073,17498867.0
2021-01-29,44.3986,44.4801,43.5655,43.6017,18670257.0
2021-01-30,44.3986,44.4801,43.5655,43.6017,18670257.0
2021-01-31,44.3986,44.4801,43.5655,43.6017,18670257.0
2021-02-01,43.7104,44.0907,43.6289,43.9006,12183609.0
2021-02-02,44.1903,44.6884,44.0364,44.3352,13319750.0
2021-02-03,44.3262,44.4514,44.0726,44.1632,12274115.0
2021-02-04,44.3352,44.4348,44.0545,44.3805,20597413.0
2021-02-05,44.8242,45.0778,44.6159,44.96,12742032.0
2021-02-06,44.8242,45.0778,44.6159,44.96,12742032.0
2021-02-07,44.8242,45.0778,44.6159,44.96,12742032.0
2021-02-08,45.2408,45.4309,44.8151,45.2045,17833222.0
2021-02-09,45.1411,45.2951,44.9419,45.0053,14592923.0
2021-02-10,45.6482,45.8022,44.8514,44.9148,22965432.0
2021-02-11,45.1049,45.8112,45.0959,45.5486,21928581.0
2021-02-12,45.7931,46.045,45.6301,45.9018,13137059.0
2021-02-13,45.7931,46.045,45.6301,45.9018,13137059.0
2021-02-14,45.7931,46.045,45.6301,45.9018,13137059.0
2021-02-15,45.7931,46.045,45.6301,45.9018,13137059.0
2021-02-16,45.8384,45.929,45.4219,45.5215,15093406.0
2021-02-17,45.277,45.7162,45.1728,45.3947,12810509.0
2021-02-18,45.4219,46.0422,45.3056,45.9742,12749841.0
2021-02-19,45.9924,46.024,45.2498,45.3766,15968769.0
2021-02-20,45.9924,46.024,45.2498,45.3766,15968769.0
2021-02-21,45.9924,46.024,45.2498,45.3766,15968769.0
2021-02-22,45.1411,46.0738,44.9781,45.8475,14370879.0
2021-02-23,46.1825,46.6443,45.6573,45.766,16222250.0
2021-02-24,45.6301,46.092,45.3947,45.9199,14441998.0
2021-02-25,45.7026,45.9516,45.2589,45.4309,14211089.0
2021-02-26,45.4581,45.4671,44.3443,44.3624,23638352.0
2021-02-27,45.4581,45.4671,44.3443,44.3624,23638352.0
2021-02-28,45.4581,45.4671,44.3443,44.3624,23638352.0
2021-03-01,44.7699,45.6754,44.7337,45.1864,13904859.0
2021-03-02,45.1321,45.7841,45.0053,45.3675,11755132.0
2021-03-03,45.0234,45.7841,45.0144,45.2589,15410665.0
2021-03-04,45.5577,46.264,44.9329,45.2226,22036421.0
2021-03-05,45.3223,46.1372,45.1864,45.9924,21310758.0
2021-03-06,45.3223,46.1372,45.1864,45.9924,21310758.0
2021-03-07,45.3223,46.1372,45.1864,45.9924,21310758.0
2021-03-08,46.6081,47.5318,46.3274,46.7621,25084870.0
2021-03-09,46.8345,46.9794,46.0195,46.0557,23082680.0
2021-03-10,46.3455,46.753,45.9244,46.581,21331589.0
2021-03-11,46.5538,46.5719,46.0105,46.0738,17417652.0
2021-03-12,46.1926,46.2738,45.8365,45.9826,17598594.0
2021-03-13,46.1926,46.2738,45.8365,45.9826,17598594.0
2021-03-14,46.1926,46.2738,45.8365,45.9826,17598594.0
2021-03-15,46.1104,46.6765,46.083,46.5943,13414078.0
2021-03-16,46.7495,47.0417,46.6034,46.7678,14214187.0
2021-03-17,46.7952,47.133,46.7039,46.7861,17502653.0
2021-03-18,46.6217,46.7404,46.0967,46.1743,18007306.0
2021-03-19,46.0739,46.64,45.8091,46.3934,67845715.0
2021-03-20,46.0739,46.64,45.8091,46.3934,67845715.0
2021-03-21,46.0739,46.64,45.8091,46.3934,67845715.0
2021-03-22,45.946,46.64,45.946,46.5669,17911391.0
2021-03-23,46.5578,47.1604,46.4071,46.923,16936692.0
2021-03-24,46.7221,47.3796,46.7039,47.0417,14997373.0
2021-03-25,47.2061,47.5348,46.7221,47.4983,17091938.0
2021-03-26,47.6078,48.4935,47.2609,48.4296,17126693.0
2021-03-27,47.6078,48.4935,47.2609,48.4296,17126693.0
2021-03-28,47.6078,48.4935,47.2609,48.4296,17126693.0
2021-03-29,48.1465,49.2514,48.1283,49.1692,17514066.0
2021-03-30,49.0779,49.1144,48.3246,48.53,14871754.0
2021-03-31,48.4205,48.5483,47.9365,48.1283,15826474.0
2021-04-01,48.3566,48.53,47.8955,47.9457,15834732.0
2021-04-02,48.3566,48.53,47.8955,47.9457,15834732.0
2021-04-03,48.3566,48.53,47.8955,47.9457,15834732.0
2021-04-04,48.3566,48.53,47.8955,47.9457,15834732.0
2021-04-05,47.7996,48.5894,47.7448,48.2196,16368724.0
2021-04-06,48.4296,48.9866,48.3018,48.5666,15614268.0
2021-04-07,48.6487,48.8496,48.5026,48.6487,10062687.0
2021-04-08,48.5483,48.74,48.3657,48.5026,9695561.0
2021-04-09,48.5483,48.6487,48.2196,48.5574,10828169.0
2021-04-10,48.5483,48.6487,48.2196,48.5574,10828169.0
2021-04-11,48.5483,48.6487,48.2196,48.5574,10828169.0
2021-04-12,48.6944,48.8953,48.4798,48.7127,8565279.0
2021-04-13,48.4296,48.6533,48.2196,48.4753,11071689.0
2021-04-14,48.3748,48.5666,48.0689,48.4661,9787597.0
2021-04-15,48.5118,48.9957,48.5026,48.6944,13078104.0
2021-04-16,49.0688,49.1235,48.7355,49.014,17974107.0
2021-04-17,49.0688,49.1235,48.7355,49.014,17974107.0
2021-04-18,49.0688,49.1235,48.7355,49.014,17974107.0
2021-04-19,49.3062,49.6332,48.667,49.3062,19352942.0
2021-04-20,49.1601,49.8449,49.1327,49.4614,14419247.0
2021-04-21,49.5253,49.9818,49.5253,49.8631,13866500.0
2021-04-22,49.7353,50.096,49.5938,49.7079,12558856.0
2021-04-23,49.6714,49.8449,49.4614,49.7353,9023480.0
2021-04-24,49.6714,49.8449,49.4614,49.7353,9023480.0
2021-04-25,49.6714,49.8449,49.4614,49.7353,9023480.0
2021-04-26,49.7353,49.7718,48.9227,48.9957,11684627.0
2021-04-27,48.9044,49.0322,48.6853,48.9227,9852430.0
2021-04-28,49.2879,49.3491,48.7903,48.9318,10868141.0
2021-04-29,48.8861,49.6349,48.7857,49.5436,15390993.0
2021-04-30,49.5344,49.5527,49.0231,49.2879,14912570.0
2021-05-01,49.5344,49.5527,49.0231,49.2879,14912570.0
2021-05-02,49.5344,49.5527,49.0231,49.2879,14912570.0
