,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity
2020-03-12,26.9198,28.6034,24.7356,26.665,2954060.0
2020-03-13,29.3314,29.3314,26.7742,29.0038,1751211.0
2020-03-14,29.3314,29.3314,26.7742,29.0038,1751211.0
2020-03-15,29.3314,29.3314,26.7742,29.0038,1751211.0
2020-03-16,24.5809,25.4819,22.4604,22.5424,2427256.0
2020-03-17,23.052,23.8483,21.3957,23.4524,2315634.0
2020-03-18,21.9417,24.1259,19.3298,20.1671,2038812.0
2020-03-19,20.0033,26.2645,19.0204,24.9358,2469255.0
2020-03-20,25.3818,26.0461,23.1521,23.9621,2177835.0
2020-03-21,25.3818,26.0461,23.1521,23.9621,2177835.0
2020-03-22,25.3818,26.0461,23.1521,23.9621,2177835.0
2020-03-23,23.3432,24.0167,21.8416,23.4706,1676104.0
2020-03-24,25.1815,26.3009,24.4808,25.9187,1292485.0
2020-03-25,26.7105,27.2929,24.9267,26.3282,1538337.0
2020-03-26,26.5739,29.8229,26.1917,29.6045,2057434.0
2020-03-27,27.9845,29.0675,27.6933,27.9481,1517609.0
2020-03-28,27.9845,29.0675,27.6933,27.9481,1517609.0
2020-03-29,27.9845,29.0675,27.6933,27.9481,1517609.0
2020-03-30,27.6023,28.3304,26.0916,27.8298,1389693.0
2020-03-31,27.5659,28.7763,27.1072,27.8571,1492169.0
2020-04-01,26.3828,26.8015,25.8368,26.4374,857833.0
2020-04-02,26.2736,27.4203,25.9734,27.029,988028.0
2020-04-03,26.6012,27.211,25.7822,26.2645,1055658.0
2020-04-04,26.6012,27.211,25.7822,26.2645,1055658.0
2020-04-05,26.6012,27.211,25.7822,26.2645,1055658.0
2020-04-06,27.8116,28.0483,26.3146,27.2656,1511646.0
2020-04-07,29.1949,30.2961,27.6933,29.1494,2301514.0
2020-04-08,29.5681,30.2142,29.0857,29.9048,1097092.0
2020-04-09,31.2244,32.6077,30.8331,31.9251,1254108.0
2020-04-10,31.2244,32.6077,30.8331,31.9251,1254108.0
2020-04-11,31.2244,32.6077,30.8331,31.9251,1254108.0
2020-04-12,31.2244,32.6077,30.8331,31.9251,1254108.0
2020-04-13,31.7977,31.7977,28.9765,29.4498,982786.0
2020-04-14,30.1141,30.651,28.5943,28.6944,1399378.0
2020-04-15,26.8834,27.766,26.6377,26.9926,1117026.0
2020-04-16,26.8652,27.2929,25.1643,25.3727,1490278.0
2020-04-17,27.0927,29.0129,26.6923,28.203,2184165.0
2020-04-18,27.0927,29.0129,26.6923,28.203,2184165.0
2020-04-19,27.0927,29.0129,26.6923,28.203,2184165.0
2020-04-20,27.5568,29.9867,27.0927,29.0948,1538559.0
2020-04-21,27.757,29.113,27.757,28.112,1060564.0
2020-04-22,28.1393,28.8582,26.3464,26.4829,1192602.0
2020-04-23,27.0927,28.0847,26.8652,27.5386,1017075.0
2020-04-24,27.939,28.2805,26.9653,27.575,1486540.0
2020-04-25,27.939,28.2805,26.9653,27.575,1486540.0
2020-04-26,27.939,28.2805,26.9653,27.575,1486540.0
2020-04-27,28.0665,31.0788,27.8662,30.8058,1689523.0
2020-04-28,32.1163,32.8261,31.3063,32.0161,1071389.0
2020-04-29,33.4085,34.4824,32.9626,33.7635,886579.0
2020-04-30,32.6532,32.8352,31.3973,32.6532,662158.0
2020-05-01,31.8614,32.1891,30.4417,30.5964,760492.0
2020-05-02,31.8614,32.1891,30.4417,30.5964,760492.0
2020-05-03,31.8614,32.1891,30.4417,30.5964,760492.0
2020-05-04,30.1869,30.9059,29.6318,30.4963,850197.0
2020-05-05,31.2153,31.8432,29.468,29.5772,651898.0
2020-05-06,29.9958,30.146,28.8946,29.2313,660232.0
2020-05-07,29.559,30.8058,29.4771,29.8047,623813.0
2020-05-08,30.6328,31.6066,30.5873,31.2972,639006.0
2020-05-09,30.6328,31.6066,30.5873,31.2972,639006.0
2020-05-10,30.6328,31.6066,30.5873,31.2972,639006.0
2020-05-11,30.824,30.824,29.3314,29.8593,757758.0
2020-05-12,29.923,30.2142,27.4385,27.5022,842800.0
2020-05-13,27.3475,27.4476,25.309,26.0643,1243691.0
2020-05-14,25.3574,27.0375,24.5587,26.8171,1044445.0
2020-05-15,26.3214,27.2349,25.9633,26.8722,693076.0
2020-05-16,26.3214,27.2349,25.9633,26.8722,693076.0
2020-05-17,26.3214,27.2349,25.9633,26.8722,693076.0
2020-05-18,28.6441,30.9577,28.6074,30.7741,1396790.0
2020-05-19,30.3426,30.6823,28.6441,28.6533,843612.0
2020-05-20,29.4887,30.7603,29.3878,30.3058,766122.0
2020-05-21,29.9753,30.7006,29.8698,30.4803,849520.0
2020-05-22,30.7557,31.1,29.7183,30.0304,571877.0
2020-05-23,30.7557,31.1,29.7183,30.0304,571877.0
2020-05-24,30.7557,31.1,29.7183,30.0304,571877.0
2020-05-25,30.7557,31.1,29.7183,30.0304,571877.0
2020-05-26,31.7839,33.8221,31.7839,33.5099,1263164.0
2020-05-27,35.9888,37.4485,34.0883,37.3292,1775411.0
2020-05-28,37.8892,38.0544,35.8235,35.9337,1341074.0
2020-05-29,35.1533,35.7776,34.4097,35.0248,979324.0
2020-05-30,35.1533,35.7776,34.4097,35.0248,979324.0
2020-05-31,35.1533,35.7776,34.4097,35.0248,979324.0
2020-06-01,35.3186,35.8694,34.8366,35.0523,456372.0
2020-06-02,35.0523,35.7776,34.4464,34.6759,962945.0
2020-06-03,36.1357,37.421,35.8694,37.1088,1170497.0
2020-06-04,36.9986,39.4316,36.5304,39.404,1563335.0
2020-06-05,43.3426,43.3426,41.0153,41.3595,1094004.0
2020-06-06,43.3426,43.3426,41.0153,41.3595,1094004.0
2020-06-07,43.3426,43.3426,41.0153,41.3595,1094004.0
2020-06-08,42.9111,43.5951,41.6533,42.8285,968577.0
2020-06-09,40.7903,41.9838,39.9567,40.8546,1091342.0
2020-06-10,40.2119,40.2487,37.9443,38.0544,1180432.0
2020-06-11,34.8962,35.9212,33.7716,33.8129,896861.0
2020-06-12,36.0438,36.2917,33.8405,35.6399,966021.0
2020-06-13,36.0438,36.2917,33.8405,35.6399,966021.0
2020-06-14,36.0438,36.2917,33.8405,35.6399,966021.0
2020-06-15,33.6477,36.0347,33.4916,35.6307,1095569.0
2020-06-16,38.0636,38.4951,36.6176,37.88,617865.0
2020-06-17,37.4577,37.8433,35.9704,36.1265,517749.0
2020-06-18,35.4746,37.0537,35.3599,36.1907,481308.0
2020-06-19,37.219,37.219,34.9926,35.6032,1059185.0
2020-06-20,37.219,37.219,34.9926,35.6032,1059185.0
2020-06-21,37.219,37.219,34.9926,35.6032,1059185.0
2020-06-22,35.291,36.1724,34.9331,35.7684,635821.0
2020-06-23,36.4937,36.8793,35.4113,35.4746,560750.0
2020-06-24,34.8503,34.9421,33.2483,33.308,730744.0
2020-06-25,33.0601,35.0799,32.7296,35.0064,849618.0
2020-06-26,34.07,34.07,32.4725,33.0142,1294263.0
2020-06-27,34.07,34.07,32.4725,33.0142,1294263.0
2020-06-28,34.07,34.07,32.4725,33.0142,1294263.0
2020-06-29,33.5558,34.4464,33.0325,33.6201,757819.0
2020-06-30,33.5467,35.034,33.5145,34.7677,588280.0
2020-07-01,35.0156,35.089,32.7296,32.803,778625.0
2020-07-02,33.6568,34.2169,32.3256,32.4358,488589.0
2020-07-03,33.6568,34.2169,32.3256,32.4358,488589.0
2020-07-04,33.6568,34.2169,32.3256,32.4358,488589.0
2020-07-05,33.6568,34.2169,32.3256,32.4358,488589.0
2020-07-06,33.6109,34.1067,32.4174,33.1519,897644.0
2020-07-07,32.5276,32.8122,31.9079,31.9859,604461.0
2020-07-08,32.1512,32.7938,31.3616,32.2705,833109.0
2020-07-09,31.9492,32.119,30.6547,30.7649,999901.0
2020-07-10,30.6731,32.1695,30.6731,32.041,997840.0
2020-07-11,30.6731,32.1695,30.6731,32.041,997840.0
2020-07-12,30.6731,32.1695,30.6731,32.041,997840.0
2020-07-13,32.6837,33.0784,31.4443,32.2705,1054739.0
2020-07-14,31.9308,32.2063,30.8934,31.4259,530820.0
2020-07-15,32.5276,34.1618,32.1236,33.9965,1133810.0
2020-07-16,33.5099,34.7494,33.1519,33.5834,813694.0
2020-07-17,33.969,35.5664,33.2712,33.2896,1289140.0
2020-07-18,33.969,35.5664,33.2712,33.2896,1289140.0
2020-07-19,33.969,35.5664,33.2712,33.2896,1289140.0
2020-07-20,33.3447,33.464,32.6837,32.9958,676809.0
2020-07-21,33.3998,34.8228,33.3998,34.63,521407.0
2020-07-22,34.0516,34.63,33.7119,34.0608,550657.0
2020-07-23,34.0424,35.6674,34.0149,35.2176,512075.0
2020-07-24,35.3002,35.5664,34.7126,34.9605,497660.0
2020-07-25,35.3002,35.5664,34.7126,34.9605,497660.0
2020-07-26,35.3002,35.5664,34.7126,34.9605,497660.0
2020-07-27,34.5106,34.6621,33.409,33.5283,622061.0
2020-07-28,33.1152,33.8679,33.106,33.1427,359580.0
2020-07-29,32.9958,34.0608,32.7388,33.9782,459339.0
2020-07-30,32.9499,33.6017,32.3348,33.4273,411753.0
2020-07-31,33.2712,33.2896,32.4587,33.005,478483.0
2020-08-01,33.2712,33.2896,32.4587,33.005,478483.0
2020-08-02,33.2712,33.2896,32.4587,33.005,478483.0
2020-08-03,33.0509,33.5099,32.7571,32.7938,552026.0
2020-08-04,32.7663,32.8856,32.0961,32.4266,577209.0
2020-08-05,32.6837,33.363,32.4541,33.3263,563090.0
2020-08-06,33.1152,33.6017,32.6378,32.8581,351942.0
2020-08-07,32.5092,34.3546,32.0502,34.2903,568109.0
2020-08-08,32.5092,34.3546,32.0502,34.2903,568109.0
2020-08-09,32.5092,34.3546,32.0502,34.2903,568109.0
2020-08-10,34.6116,36.053,34.529,35.6766,903464.0
2020-08-11,36.6957,37.6872,36.3468,36.4937,687304.0
2020-08-12,37.476,37.476,35.3828,36.0071,399573.0
2020-08-13,35.4989,35.8408,35.1016,35.2679,431719.0
2020-08-14,34.9538,36.081,34.7644,35.5636,260877.0
2020-08-15,34.9538,36.081,34.7644,35.5636,260877.0
2020-08-16,34.9538,36.081,34.7644,35.5636,260877.0
2020-08-17,35.2772,35.5266,34.7413,35.0185,498677.0
2020-08-18,35.1109,35.2679,33.5863,33.6417,503532.0
2020-08-19,33.6879,34.3902,33.3415,33.651,415024.0
2020-08-20,33.0504,33.3461,32.6069,32.6716,329238.0
2020-08-21,32.5607,33.1336,32.3667,32.6808,1013771.0
2020-08-22,32.5607,33.1336,32.3667,32.6808,1013771.0
2020-08-23,32.5607,33.1336,32.3667,32.6808,1013771.0
2020-08-24,33.0134,34.4733,32.6254,34.3809,485344.0
2020-08-25,34.6766,35.1016,33.651,34.1776,475800.0
2020-08-26,34.1592,34.1592,32.9672,32.9857,498102.0
2020-08-27,32.8102,34.3902,32.8102,34.0206,532732.0
2020-08-28,34.2793,34.538,33.4385,33.5586,425796.0
2020-08-29,34.2793,34.538,33.4385,33.5586,425796.0
2020-08-30,34.2793,34.538,33.4385,33.5586,425796.0
2020-08-31,33.3923,33.4015,32.6069,32.6161,355902.0
2020-09-01,32.6346,33.4015,32.1911,33.0227,640241.0
2020-09-02,33.1705,33.5955,32.8194,33.5124,457429.0
2020-09-03,33.882,35.0924,33.383,33.4754,575318.0
2020-09-04,34.4364,34.8799,33.7341,34.4733,539098.0
2020-09-05,34.4364,34.8799,33.7341,34.4733,539098.0
2020-09-06,34.4364,34.8799,33.7341,34.4733,539098.0
2020-09-07,34.4364,34.8799,33.7341,34.4733,539098.0
2020-09-08,33.9097,34.1315,32.4406,32.4775,503658.0
2020-09-09,32.6901,32.764,31.6829,31.9971,454633.0
2020-09-10,32.2928,32.6531,31.4427,31.4704,471013.0
2020-09-11,31.6922,31.7938,31.2117,31.7661,549755.0
2020-09-12,31.6922,31.7938,31.2117,31.7661,549755.0
2020-09-13,31.6922,31.7938,31.2117,31.7661,549755.0
2020-09-14,31.8585,32.7178,31.7753,32.2928,324544.0
2020-09-15,32.3574,32.3574,31.3041,31.4519,373359.0
2020-09-16,31.3411,32.3482,30.8791,31.8677,594814.0
2020-09-17,31.2487,31.9971,31.0269,31.8123,459775.0
2020-09-18,31.9047,31.9047,31.1101,31.2949,1188057.0
2020-09-19,31.9047,31.9047,31.1101,31.2949,1188057.0
2020-09-20,31.9047,31.9047,31.1101,31.2949,1188057.0
2020-09-21,30.5649,31.0593,29.5116,29.8812,744778.0
2020-09-22,29.9181,30.4383,28.9295,29.1697,765212.0
2020-09-23,29.336,30.2369,28.6523,28.6985,488134.0
2020-09-24,28.8279,29.3083,28.2827,28.4768,466368.0
2020-09-25,28.0332,29.1097,28.0332,28.9757,428831.0
2020-09-26,28.0332,29.1097,28.0332,28.9757,428831.0
2020-09-27,28.0332,29.1097,28.0332,28.9757,428831.0
2020-09-28,29.6964,30.2924,29.4746,30.0752,329140.0
2020-09-29,29.9366,29.9366,28.9618,29.3638,633562.0
2020-09-30,29.6317,30.0567,29.0404,29.2159,1068138.0
2020-10-01,29.3545,29.5578,28.8556,29.4931,844198.0
2020-10-02,28.911,30.6573,28.8229,30.5372,651232.0
2020-10-03,28.911,30.6573,28.8229,30.5372,651232.0
2020-10-04,28.911,30.6573,28.8229,30.5372,651232.0
2020-10-05,31.0269,31.9509,30.833,31.8492,692104.0
2020-10-06,32.2373,33.4847,32.1911,32.2373,916649.0
2020-10-07,32.6716,34.0575,32.6716,33.9189,1332204.0
2020-10-08,34.1961,34.7598,34.0113,34.4179,641851.0
2020-10-09,34.7782,35.2587,34.1823,34.6951,1189751.0
2020-10-10,34.7782,35.2587,34.1823,34.6951,1189751.0
2020-10-11,34.7782,35.2587,34.1823,34.6951,1189751.0
2020-10-12,34.6304,35.0,34.4641,34.8059,520490.0
2020-10-13,34.4918,34.8521,34.307,34.5103,1111073.0
2020-10-14,34.501,35.0462,34.0945,34.2423,1258518.0
2020-10-15,33.7988,34.6443,33.7619,34.575,475599.0
2020-10-16,34.7228,35.3326,33.9097,34.6581,611742.0
2020-10-17,34.7228,35.3326,33.9097,34.6581,611742.0
2020-10-18,34.7228,35.3326,33.9097,34.6581,611742.0
2020-10-19,35.0,35.4158,34.1315,34.2054,378589.0
2020-10-20,34.732,36.0256,34.7228,35.3603,513314.0
2020-10-21,35.4435,36.0903,35.1755,35.8316,686055.0
2020-10-22,35.7946,37.4855,35.7484,37.3746,1216608.0
2020-10-23,37.6518,39.5274,37.2914,38.9453,1592059.0
2020-10-24,37.6518,39.5274,37.2914,38.9453,1592059.0
2020-10-25,37.6518,39.5274,37.2914,38.9453,1592059.0
2020-10-26,38.4372,38.682,37.8273,38.4372,1092521.0
2020-10-27,38.1784,38.1784,36.3305,36.3582,869107.0
2020-10-28,35.5913,36.7186,35.3603,35.7299,513919.0
2020-10-29,35.693,37.5039,35.1755,37.3376,430929.0
2020-10-30,37.0327,38.3632,36.9588,38.0676,796761.0
2020-10-31,37.0327,38.3632,36.9588,38.0676,796761.0
2020-11-01,37.0327,38.3632,36.9588,38.0676,796761.0
2020-11-02,38.6035,39.6476,37.9012,39.435,833896.0
2020-11-03,39.7399,40.3867,39.4812,40.1557,802418.0
2020-11-04,38.8991,39.0655,36.7001,37.3469,1524426.0
2020-11-05,37.5779,39.9432,37.5779,39.5829,453312.0
2020-11-06,40.0079,40.2851,38.6589,38.7051,348181.0
2020-11-07,40.0079,40.2851,38.6589,38.7051,348181.0
2020-11-08,40.0079,40.2851,38.6589,38.7051,348181.0
2020-11-09,43.1771,48.9334,42.3363,47.8524,1990958.0
2020-11-10,48.222,49.2661,47.3766,48.647,1188785.0
2020-11-11,48.647,48.7907,46.1015,47.5937,683491.0
2020-11-12,46.5259,47.5844,45.9503,47.1109,561765.0
2020-11-13,47.5008,48.7218,47.2687,48.355,509808.0
2020-11-14,47.5008,48.7218,47.2687,48.355,509808.0
2020-11-15,47.5008,48.7218,47.2687,48.355,509808.0
2020-11-16,50.342,51.4515,49.9938,50.8526,1042171.0
2020-11-17,49.5899,50.3977,48.8193,50.3698,1114962.0
2020-11-18,50.7505,51.0569,49.4599,49.7199,774451.0
2020-11-19,49.0978,50.1656,48.2823,50.1006,668909.0
2020-11-20,49.4785,50.056,49.1535,49.5899,987767.0
2020-11-21,49.4785,50.056,49.1535,49.5899,987767.0
2020-11-22,49.4785,50.056,49.1535,49.5899,987767.0
2020-11-23,50.4905,50.4905,48.9957,49.0328,1300123.0
2020-11-24,50.1098,52.2546,49.5063,52.0968,970779.0
2020-11-25,51.0755,51.5954,50.5834,51.2333,469299.0
2020-11-26,51.0755,51.5954,50.5834,51.2333,469299.0
2020-11-27,50.8341,51.3354,49.7849,50.6391,233892.0
2020-11-28,50.8341,51.3354,49.7849,50.6391,233892.0
2020-11-29,50.8341,51.3354,49.7849,50.6391,233892.0
2020-11-30,49.9241,50.3048,47.473,47.603,1136124.0
2020-12-01,49.2185,49.2928,47.6169,48.6057,831172.0
2020-12-02,48.485,50.1098,48.16,49.8777,614405.0
2020-12-03,50.342,51.0553,49.6085,50.6855,718600.0
2020-12-04,51.0476,51.7997,50.3884,51.7718,586499.0
2020-12-05,51.0476,51.7997,50.3884,51.7718,586499.0
2020-12-06,51.0476,51.7997,50.3884,51.7718,586499.0
2020-12-07,51.6975,52.7931,51.159,51.8647,808033.0
2020-12-08,50.8712,52.1803,50.7134,51.4747,534675.0
2020-12-09,52.2732,52.9324,51.8229,52.5146,686212.0
2020-12-10,51.7068,54.2323,51.651,54.1859,876948.0
2020-12-11,53.4152,55.1283,53.4152,53.9723,921665.0
2020-12-12,53.4152,55.1283,53.4152,53.9723,921665.0
2020-12-13,53.4152,55.1283,53.4152,53.9723,921665.0
2020-12-14,54.9936,55.4671,54.093,54.2973,587419.0
2020-12-15,55.0679,55.69,54.3298,55.3836,762178.0
2020-12-16,55.5136,55.5971,54.5851,55.3836,755575.0
2020-12-17,55.2629,55.3975,54.2787,54.8079,861092.0
2020-12-18,54.613,54.7615,53.8516,54.353,1513470.0
2020-12-19,54.613,54.7615,53.8516,54.353,1513470.0
2020-12-20,54.613,54.7615,53.8516,54.353,1513470.0
2020-12-21,54.8915,55.0215,53.8609,54.9565,835700.0
2020-12-22,54.9008,55.235,54.4922,54.7801,858886.0
2020-12-23,55.3093,56.8506,55.249,56.2006,571734.0
2020-12-24,56.2099,56.2378,54.9658,55.6343,319929.0
2020-12-25,56.2099,56.2378,54.9658,55.6343,319929.0
2020-12-26,56.2099,56.2378,54.9658,55.6343,319929.0
2020-12-27,56.2099,56.2378,54.9658,55.6343,319929.0
2020-12-28,56.1635,56.5832,55.2072,56.0799,467960.0
2020-12-29,55.9964,56.0103,54.8869,55.2815,539215.0
2020-12-30,55.6528,56.3585,55.4114,55.7364,471181.0
2020-12-31,56.0707,56.1078,55.2443,55.6621,392160.0
2021-01-01,56.0707,56.1078,55.2443,55.6621,392160.0
2021-01-02,56.0707,56.1078,55.2443,55.6621,392160.0
2021-01-03,56.0707,56.1078,55.2443,55.6621,392160.0
2021-01-04,56.3585,56.3585,53.833,54.8172,851514.0
2021-01-05,54.9751,56.1821,54.613,55.5136,569387.0
2021-01-06,56.572,61.6322,56.5256,61.2144,1565761.0
2021-01-07,61.8643,63.4985,61.5765,62.5978,1282024.0
2021-01-08,63.5449,63.5449,60.973,61.7251,745571.0
2021-01-09,63.5449,63.5449,60.973,61.7251,745571.0
2021-01-10,63.5449,63.5449,60.973,61.7251,745571.0
2021-01-11,61.0566,63.8466,60.5887,63.7584,544499.0
2021-01-12,64.1577,67.1102,64.0648,64.9933,986636.0
2021-01-13,64.5012,65.0119,63.3499,64.789,473187.0
2021-01-14,65.4668,67.2959,64.7612,67.2495,580793.0
2021-01-15,65.699,67.0824,65.1976,65.2904,660473.0
2021-01-16,65.699,67.0824,65.1976,65.2904,660473.0
2021-01-17,65.699,67.0824,65.1976,65.2904,660473.0
2021-01-18,65.699,67.0824,65.1976,65.2904,660473.0
2021-01-19,65.9032,66.2375,64.8169,65.6061,584279.0
2021-01-20,65.5411,66.4742,64.8448,66.2096,637977.0
2021-01-21,66.0982,66.0982,63.4892,64.4177,1009429.0
2021-01-22,65.8011,68.3265,64.5291,66.0982,1284504.0
2021-01-23,65.8011,68.3265,64.5291,66.0982,1284504.0
2021-01-24,65.8011,68.3265,64.5291,66.0982,1284504.0
2021-01-25,65.439,65.9311,63.3546,65.8568,1067325.0
2021-01-26,66.2839,66.4603,64.3712,64.5662,747361.0
2021-01-27,63.0064,64.3341,62.5143,63.8234,843377.0
2021-01-28,65.1326,65.5968,64.0091,64.2412,621430.0
2021-01-29,64.3991,65.7639,62.7557,63.3035,567201.0
2021-01-30,64.3991,65.7639,62.7557,63.3035,567201.0
2021-01-31,64.3991,65.7639,62.7557,63.3035,567201.0
2021-02-01,63.8141,65.4111,63.0528,65.3461,492051.0
2021-02-02,66.1075,67.8623,65.8522,67.1938,590861.0
2021-02-03,66.9245,67.7323,65.634,67.1195,392538.0
2021-02-04,67.4723,69.71,67.3331,68.1501,617867.0
2021-02-05,68.6794,69.5521,67.593,68.5865,495443.0
2021-02-06,68.6794,69.5521,67.593,68.5865,495443.0
2021-02-07,68.6794,69.5521,67.593,68.5865,495443.0
2021-02-08,68.8186,70.4713,68.6051,70.462,519282.0
2021-02-09,69.9235,71.2837,69.6914,70.9727,612114.0
2021-02-10,71.3441,72.7739,69.9792,71.3812,794241.0
2021-02-11,71.3812,72.3468,70.7499,71.7062,851402.0
2021-02-12,71.7248,74.1759,71.4137,72.6068,763334.0
2021-02-13,71.7248,74.1759,71.4137,72.6068,763334.0
2021-02-14,71.7248,74.1759,71.4137,72.6068,763334.0
2021-02-15,71.7248,74.1759,71.4137,72.6068,763334.0
2021-02-16,73.7024,75.1973,73.1082,74.7702,698483.0
2021-02-17,76.265,77.2028,75.0487,76.9892,1323487.0
2021-02-18,76.2814,77.7063,75.8065,77.0637,882974.0
2021-02-19,77.8274,82.0554,77.6784,82.0182,1090005.0
2021-02-20,77.8274,82.0554,77.6784,82.0182,1090005.0
2021-02-21,77.8274,82.0554,77.6784,82.0182,1090005.0
2021-02-22,82.0368,87.103,81.4966,85.8457,1284409.0
2021-02-23,86.2462,87.9039,83.8248,87.1309,1516423.0
2021-02-24,87.7362,91.0469,87.5144,90.9026,1305731.0
2021-02-25,92.1133,92.5561,87.6804,87.7083,1072936.0
2021-02-26,86.8329,87.4848,83.471,85.2218,701425.0
2021-02-27,86.8329,87.4848,83.471,85.2218,701425.0
2021-02-28,86.8329,87.4848,83.471,85.2218,701425.0
2021-03-01,87.5686,89.7478,86.2555,89.0866,995622.0
2021-03-02,87.8014,88.4626,85.5663,86.7863,1022647.0
2021-03-03,87.6431,89.7664,86.6094,86.8422,903750.0
2021-03-04,86.1158,88.3027,84.1135,86.8608,1074566.0
2021-03-05,88.7886,89.8223,85.1473,89.5802,1202957.0
2021-03-06,88.7886,89.8223,85.1473,89.5802,1202957.0
2021-03-07,88.7886,89.8223,85.1473,89.5802,1202957.0
2021-03-08,90.5673,93.1284,90.0086,90.26,1053984.0
2021-03-09,88.7048,89.4032,85.7992,87.8759,819622.0
2021-03-10,87.6059,90.2302,87.6059,88.8817,842876.0
2021-03-11,88.9655,90.6791,87.9877,90.26,556247.0
2021-03-12,91.7408,92.2902,90.6977,91.8991,605559.0
2021-03-13,91.7408,92.2902,90.6977,91.8991,605559.0
2021-03-14,91.7408,92.2902,90.6977,91.8991,605559.0
2021-03-15,92.1878,92.6907,88.9469,92.0481,622192.0
2021-03-16,91.2472,92.104,89.4219,90.3531,545608.0
2021-03-17,91.2658,92.3927,89.7793,91.2658,464684.0
2021-03-18,92.8397,96.2389,91.1727,91.9177,618274.0
2021-03-19,89.3008,94.041,87.5127,92.8024,2033303.0
2021-03-20,89.3008,94.041,87.5127,92.8024,2033303.0
2021-03-21,89.3008,94.041,87.5127,92.8024,2033303.0
2021-03-22,92.1785,92.253,88.9376,89.6267,644358.0
2021-03-23,88.3043,89.217,85.2311,85.8644,730422.0
2021-03-24,87.252,89.3287,85.2031,85.2125,794503.0
2021-03-25,84.5978,88.6303,84.0949,88.1926,547260.0
2021-03-26,89.7292,91.1354,87.9318,89.4964,494114.0
2021-03-27,89.7292,91.1354,87.9318,89.4964,494114.0
2021-03-28,89.7292,91.1354,87.9318,89.4964,494114.0
2021-03-29,88.0342,88.919,84.4954,87.1402,1041622.0
2021-03-30,88.3602,90.4928,88.1833,90.1203,554818.0
2021-03-31,90.0272,91.0889,87.9318,87.9504,974353.0
2021-04-01,87.9784,88.3788,86.6653,87.8852,965944.0
2021-04-02,87.9784,88.3788,86.6653,87.8852,965944.0
2021-04-03,87.9784,88.3788,86.6653,87.8852,965944.0
2021-04-04,87.9784,88.3788,86.6653,87.8852,965944.0
2021-04-05,88.9376,89.7199,86.0879,86.6932,720673.0
2021-04-06,86.777,87.7269,85.5105,86.1344,659248.0
2021-04-07,86.4697,86.7956,85.2776,85.7433,462563.0
2021-04-08,84.8958,86.1484,83.7224,85.706,463715.0
2021-04-09,86.8888,86.8888,85.4453,86.7025,427270.0
2021-04-10,86.8888,86.8888,85.4453,86.7025,427270.0
2021-04-11,86.8888,86.8888,85.4453,86.7025,427270.0
2021-04-12,87.2985,88.2438,86.2462,86.9446,395580.0
2021-04-13,85.734,86.777,84.4022,86.0879,913055.0
2021-04-14,86.0879,89.0493,86.032,87.5779,505474.0
2021-04-15,87.5779,87.7269,84.8213,86.5535,619600.0
2021-04-16,86.1437,94.218,85.8364,93.3705,1733579.0
2021-04-17,86.1437,94.218,85.8364,93.3705,1733579.0
2021-04-18,86.1437,94.218,85.8364,93.3705,1733579.0
2021-04-19,94.9257,97.6451,94.5253,95.1213,1237410.0
2021-04-20,94.3577,94.8047,89.096,90.26,960666.0
2021-04-21,90.409,94.1435,90.0738,94.1342,729121.0
2021-04-22,94.0317,94.9816,92.3927,93.4916,677587.0
2021-04-23,93.7523,100.5228,93.1936,99.3959,768865.0
2021-04-24,93.7523,100.5228,93.1936,99.3959,768865.0
2021-04-25,93.7523,100.5228,93.1936,99.3959,768865.0
2021-04-26,100.3831,102.2922,99.5589,100.1316,575478.0
2021-04-27,100.3644,100.8673,99.3959,100.5973,467408.0
2021-04-28,100.4296,100.9884,98.7161,98.9023,644885.0
2021-04-29,100.2713,100.8487,98.1014,99.3587,650176.0
2021-04-30,98.5298,99.9733,97.3378,97.85,774951.0
2021-05-01,98.5298,99.9733,97.3378,97.85,774951.0
2021-05-02,98.5298,99.9733,97.3378,97.85,774951.0
2021-05-03,99.34,100.4294,97.5333,98.5205,589477.0
2021-05-04,97.7755,100.1782,96.5089,99.7964,516558.0
2021-05-05,100.3086,101.3982,98.7068,100.4203,330825.0
2021-05-06,100.8115,101.0425,96.3785,98.5019,807130.0
2021-05-07,96.1644,99.6939,94.8978,99.368,650308.0
2021-05-08,96.1644,99.6939,94.8978,99.368,650308.0
2021-05-09,96.1644,99.6939,94.8978,99.368,650308.0
2021-05-10,100.1596,101.4261,97.7103,97.7662,452778.0
2021-05-11,96.5276,98.7533,95.9222,96.3413,578136.0
2021-05-12,98.12,98.4087,92.7931,93.2587,548611.0
2021-05-13,92.9413,96.5637,92.9413,96.1062,986868.0
2021-05-14,96.1622,97.74,94.7245,97.5347,581514.0
2021-05-15,96.1622,97.74,94.7245,97.5347,581514.0
2021-05-16,96.1622,97.74,94.7245,97.5347,581514.0
2021-05-17,97.0959,97.8054,95.6021,97.0772,495968.0
2021-05-18,97.2266,97.3806,94.127,94.2297,1915003.0
2021-05-19,92.4371,92.4371,89.6456,90.9994,908331.0
2021-05-20,90.5045,92.0637,88.8427,91.7929,574880.0
2021-05-21,92.7732,93.9589,91.1581,92.1197,764250.0
2021-05-22,92.7732,93.9589,91.1581,92.1197,764250.0
