,ARCH US Equity,ARCH US Equity,ARCH US Equity,ARCH US Equity,ARCH US Equity
2020-03-14,26.5764,28.3564,24.3222,28.0611,731863.0
2020-03-15,26.5764,28.3564,24.3222,28.0611,731863.0
2020-03-16,25.6514,27.9756,23.3272,27.2371,605286.0
2020-03-17,27.5169,33.3934,27.1812,31.7999,1126322.0
2020-03-18,30.1054,31.9243,24.1045,25.3171,663145.0
2020-03-19,25.0606,28.6907,24.19,26.3587,381515.0
2020-03-20,26.6697,28.1854,24.773,25.8613,707938.0
2020-03-21,26.6697,28.1854,24.773,25.8613,707938.0
2020-03-22,26.6697,28.1854,24.773,25.8613,707938.0
2020-03-23,26.0634,27.0661,23.3972,24.0346,371589.0
2020-03-24,25.8379,25.8379,22.4566,24.3688,419199.0
2020-03-25,24.2755,26.7552,22.2157,25.8379,484660.0
2020-03-26,26.1255,26.6541,23.2106,24.0268,640480.0
2020-03-27,23.1018,23.4594,21.1507,21.2362,754253.0
2020-03-28,23.1018,23.4594,21.1507,21.2362,754253.0
2020-03-29,23.1018,23.4594,21.1507,21.2362,754253.0
2020-03-30,21.4383,21.7337,19.7205,21.2829,966024.0
2020-03-31,21.757,23.9024,20.7465,22.4644,404162.0
2020-04-01,21.7726,24.2134,21.3839,23.7159,390900.0
2020-04-02,24.1201,25.4026,22.4178,24.1823,323418.0
2020-04-03,24.9207,25.2083,22.6199,24.0346,257010.0
2020-04-04,24.9207,25.2083,22.6199,24.0346,257010.0
2020-04-05,24.9207,25.2083,22.6199,24.0346,257010.0
2020-04-06,25.3405,25.9118,24.5087,25.5659,306180.0
2020-04-07,25.9701,27.3071,23.5604,23.7781,629608.0
2020-04-08,23.9335,25.4026,23.7081,24.773,304433.0
2020-04-09,25.356,28.0999,25.0917,27.0272,631128.0
2020-04-10,25.356,28.0999,25.0917,27.0272,631128.0
2020-04-11,25.356,28.0999,25.0917,27.0272,631128.0
2020-04-12,25.356,28.0999,25.0917,27.0272,631128.0
2020-04-13,26.7707,27.1982,25.698,26.8329,390594.0
2020-04-14,27.5791,28.9861,26.6308,27.377,621742.0
2020-04-15,26.2888,26.3898,23.4443,24.5554,490213.0
2020-04-16,24.4854,24.4854,22.0757,22.4022,474280.0
2020-04-17,22.5421,23.5815,21.7648,21.8114,325590.0
2020-04-18,22.5421,23.5815,21.7648,21.8114,325590.0
2020-04-19,22.5421,23.5815,21.7648,21.8114,325590.0
2020-04-20,21.3217,23.1212,20.1324,22.4255,333118.0
2020-04-21,22.1612,22.1612,20.9875,21.8348,754551.0
2020-04-22,23.0396,24.4077,22.4799,22.9619,715236.0
2020-04-23,21.6327,22.4722,18.6828,20.1946,1716556.0
2020-04-24,20.2335,20.6532,17.9016,18.3213,1566040.0
2020-04-25,20.2335,20.6532,17.9016,18.3213,1566040.0
2020-04-26,20.2335,20.6532,17.9016,18.3213,1566040.0
2020-04-27,18.2669,18.3913,16.9455,17.7383,1025734.0
2020-04-28,17.9171,20.1247,17.2331,19.907,695630.0
2020-04-29,20.2257,22.8686,20.2102,22.1068,791254.0
2020-04-30,22.2157,22.7675,20.2568,22.6898,523405.0
2020-05-01,21.656,22.1535,20.2102,20.8476,917842.0
2020-05-02,21.656,22.1535,20.2102,20.8476,917842.0
2020-05-03,21.656,22.1535,20.2102,20.8476,917842.0
2020-05-04,20.2257,23.164,20.2102,23.1251,581578.0
2020-05-05,23.2339,23.8325,21.1585,21.3917,435182.0
2020-05-06,21.6249,22.7131,20.6222,20.7698,469677.0
2020-05-07,21.2906,22.6199,20.7854,20.9098,407537.0
2020-05-08,21.4228,25.729,21.4228,25.3249,656363.0
2020-05-09,21.4228,25.729,21.4228,25.3249,656363.0
2020-05-10,21.4228,25.729,21.4228,25.3249,656363.0
2020-05-11,24.7575,25.1694,22.7442,24.5631,622694.0
2020-05-12,24.7419,25.2433,23.3428,23.3505,319476.0
2020-05-13,23.4982,23.4982,21.3217,22.1146,346160.0
2020-05-14,21.4772,22.3924,20.8476,21.8348,266953.0
2020-05-15,22.1846,22.9852,21.8425,22.5732,459301.0
2020-05-16,22.1846,22.9852,21.8425,22.5732,459301.0
2020-05-17,22.1846,22.9852,21.8425,22.5732,459301.0
2020-05-18,24.0268,25.2627,22.7753,23.9335,312577.0
2020-05-19,23.8091,25.1384,23.059,24.3844,383783.0
2020-05-20,24.9285,26.6075,24.9285,26.1955,383886.0
2020-05-21,26.2732,26.7901,25.2316,25.4571,326136.0
2020-05-22,25.5192,25.5192,23.6032,24.7031,237576.0
2020-05-23,25.5192,25.5192,23.6032,24.7031,237576.0
2020-05-24,25.5192,25.5192,23.6032,24.7031,237576.0
2020-05-25,25.5192,25.5192,23.6032,24.7031,237576.0
2020-05-26,25.6669,26.8174,25.2472,26.0478,1052013.0
2020-05-27,26.8795,27.0855,24.9363,26.8562,536757.0
2020-05-28,27.0972,27.3071,25.8535,26.7707,305855.0
2020-05-29,26.2499,26.2966,24.7108,25.6203,1136994.0
2020-05-30,26.2499,26.2966,24.7108,25.6203,1136994.0
2020-05-31,26.2499,26.2966,24.7108,25.6203,1136994.0
2020-06-01,25.4337,26.1333,25.014,25.0684,425315.0
2020-06-02,25.4415,25.4687,23.9957,24.2911,462226.0
2020-06-03,24.8274,25.6833,24.8274,25.1772,370518.0
2020-06-04,24.9129,26.2888,24.1745,26.2499,237915.0
2020-06-05,28.0377,30.1676,27.6024,29.297,531227.0
2020-06-06,28.0377,30.1676,27.6024,29.297,531227.0
2020-06-07,28.0377,30.1676,27.6024,29.297,531227.0
2020-06-08,30.976,31.9321,29.297,31.7844,514107.0
2020-06-09,30.9138,31.2247,29.398,30.3541,694138.0
2020-06-10,30.0199,30.8788,28.7684,29.1415,560520.0
2020-06-11,27.206,27.4314,25.5037,25.5192,472249.0
2020-06-12,26.8251,27.1905,24.7813,25.6592,270530.0
2020-06-13,26.8251,27.1905,24.7813,25.6592,270530.0
2020-06-14,26.8251,27.1905,24.7813,25.6592,270530.0
2020-06-15,24.8741,26.5531,24.2211,26.11,432559.0
2020-06-16,27.4936,28.03,26.2888,26.9029,241185.0
2020-06-17,26.6852,26.8141,25.1967,25.2472,255215.0
2020-06-18,24.8741,25.7447,24.2911,24.431,348780.0
2020-06-19,24.5942,25.1228,23.7081,23.9491,668860.0
2020-06-20,24.5942,25.1228,23.7081,23.9491,668860.0
2020-06-21,24.5942,25.1228,23.7081,23.9491,668860.0
2020-06-22,23.8169,24.2289,23.5332,23.6925,271139.0
2020-06-23,24.0812,24.2289,23.3972,23.7547,677152.0
2020-06-24,23.3117,23.7236,23.0318,23.3117,353210.0
2020-06-25,23.1173,23.8402,22.6898,23.4516,520426.0
2020-06-26,23.3972,23.3972,21.8892,22.7054,538938.0
2020-06-27,23.3972,23.3972,21.8892,22.7054,538938.0
2020-06-28,23.3972,23.3972,21.8892,22.7054,538938.0
2020-06-29,23.0396,23.5526,22.6354,23.3583,347586.0
2020-06-30,22.9541,23.2262,21.6482,22.0835,866113.0
2020-07-01,22.0524,23.164,21.7104,22.1535,515701.0
2020-07-02,22.5421,23.848,22.4877,22.8997,498742.0
2020-07-03,22.5421,23.848,22.4877,22.8997,498742.0
2020-07-04,22.5421,23.848,22.4877,22.8997,498742.0
2020-07-05,22.5421,23.848,22.4877,22.8997,498742.0
2020-07-06,23.3739,24.2989,22.6432,23.3039,380890.0
2020-07-07,22.9308,23.4283,22.4583,22.8064,237641.0
2020-07-08,22.581,22.923,21.7881,22.3867,309866.0
2020-07-09,22.2234,22.2467,20.9642,21.2984,355512.0
2020-07-10,21.1974,22.2079,20.9875,22.0602,197075.0
2020-07-11,21.1974,22.2079,20.9875,22.0602,197075.0
2020-07-12,21.1974,22.2079,20.9875,22.0602,197075.0
2020-07-13,21.9047,22.4333,21.3295,21.5627,254073.0
2020-07-14,21.586,22.5344,21.1119,21.8814,254776.0
2020-07-15,22.4955,23.2107,22.169,22.9308,296508.0
2020-07-16,22.923,23.4127,22.4488,22.8686,156973.0
2020-07-17,22.8841,23.5526,22.2312,22.2623,177628.0
2020-07-18,22.8841,23.5526,22.2312,22.2623,177628.0
2020-07-19,22.8841,23.5526,22.2312,22.2623,177628.0
2020-07-20,22.1068,22.3719,21.7493,21.8503,128197.0
2020-07-21,22.3867,23.1329,22.169,22.5344,254484.0
2020-07-22,22.1923,22.6276,21.8425,22.0291,142841.0
2020-07-23,21.6638,23.3505,21.5044,22.8608,262053.0
2020-07-24,22.8997,23.8947,22.8919,23.7547,232723.0
2020-07-25,22.8997,23.8947,22.8919,23.7547,232723.0
2020-07-26,22.8997,23.8947,22.8919,23.7547,232723.0
2020-07-27,23.848,23.918,23.1717,23.335,373913.0
2020-07-28,22.7054,23.7487,22.6276,23.2339,349018.0
2020-07-29,23.6537,24.8896,23.5837,24.8119,379240.0
2020-07-30,24.2056,24.3299,23.3194,24.0579,326301.0
2020-07-31,23.6148,24.1512,23.0241,24.1123,343480.0
2020-08-01,23.6148,24.1512,23.0241,24.1123,343480.0
2020-08-02,23.6148,24.1512,23.0241,24.1123,343480.0
2020-08-03,24.2367,25.1228,23.9724,24.4776,274467.0
2020-08-04,24.6098,24.8119,23.6381,24.4232,393476.0
2020-08-05,24.9829,25.3482,24.0112,24.2289,319358.0
2020-08-06,24.4543,24.979,23.918,24.5554,119750.0
2020-08-07,24.1667,24.9285,23.8947,24.6564,227930.0
2020-08-08,24.1667,24.9285,23.8947,24.6564,227930.0
2020-08-09,24.1667,24.9285,23.8947,24.6564,227930.0
2020-08-10,24.7108,26.2421,24.7108,26.1644,234770.0
2020-08-11,26.8329,27.4275,25.9934,26.11,251614.0
2020-08-12,26.6153,26.7396,25.0528,25.6669,216622.0
2020-08-13,25.3638,25.7758,24.9673,25.527,178486.0
2020-08-14,25.1539,26.8407,25.1539,26.522,173909.0
2020-08-15,25.1539,26.8407,25.1539,26.522,173909.0
2020-08-16,25.1539,26.8407,25.1539,26.522,173909.0
2020-08-17,26.4287,26.4287,25.3949,26.0789,286828.0
2020-08-18,25.9312,26.1255,25.6514,26.0556,132021.0
2020-08-19,26.1255,26.6978,25.4493,25.597,165314.0
2020-08-20,25.2316,25.8924,24.7419,25.4881,178379.0
2020-08-21,25.115,25.5192,24.6486,24.9207,303845.0
2020-08-22,25.115,25.5192,24.6486,24.9207,303845.0
2020-08-23,25.115,25.5192,24.6486,24.9207,303845.0
2020-08-24,25.0839,26.4054,24.8741,26.2421,235094.0
2020-08-25,26.4676,27.3032,26.1489,27.1671,279533.0
2020-08-26,27.0505,27.206,26.6697,27.035,195680.0
2020-08-27,27.1905,28.2165,26.7785,27.3926,203719.0
2020-08-28,27.6879,29.7401,27.3615,29.6701,371952.0
2020-08-29,27.6879,29.7401,27.3615,29.6701,371952.0
2020-08-30,27.6879,29.7401,27.3615,29.6701,371952.0
2020-08-31,29.639,29.9111,28.7218,29.2814,437518.0
2020-09-01,29.1648,29.9499,28.3176,29.9033,523733.0
2020-09-02,29.9655,30.8944,29.3359,29.8178,384594.0
2020-09-03,29.6235,30.7506,29.6001,29.8644,213097.0
2020-09-04,30.5407,31.7844,30.0432,31.5745,266693.0
2020-09-05,30.5407,31.7844,30.0432,31.5745,266693.0
2020-09-06,30.5407,31.7844,30.0432,31.5745,266693.0
2020-09-07,30.5407,31.7844,30.0432,31.5745,266693.0
2020-09-08,31.1081,31.6134,30.2558,30.463,418067.0
2020-09-09,30.8283,31.6367,30.4863,30.976,165750.0
2020-09-10,31.0459,31.4657,30.222,30.6573,206885.0
2020-09-11,30.8361,32.0875,30.8361,31.6523,345671.0
2020-09-12,30.8361,32.0875,30.8361,31.6523,345671.0
2020-09-13,30.8361,32.0875,30.8361,31.6523,345671.0
2020-09-14,31.9632,34.8081,31.9593,34.4273,358943.0
2020-09-15,34.4273,35.4455,33.4245,34.3806,418231.0
2020-09-16,34.5672,36.6893,34.4933,35.9897,458508.0
2020-09-17,35.3989,38.6364,34.9558,38.0029,366102.0
2020-09-18,38.4926,41.6252,37.9485,41.1199,718698.0
2020-09-19,38.4926,41.6252,37.9485,41.1199,718698.0
2020-09-20,38.4926,41.6252,37.9485,41.1199,718698.0
2020-09-21,40.0628,40.3543,37.863,38.9279,404388.0
2020-09-22,39.1145,40.0861,38.547,39.4798,372094.0
2020-09-23,39.2699,39.3632,36.2462,36.3395,305801.0
2020-09-24,36.4794,37.0935,35.3367,35.4689,701520.0
2020-09-25,35.0258,36.526,35.0258,36.1762,558098.0
2020-09-26,35.0258,36.526,35.0258,36.1762,558098.0
2020-09-27,35.0258,36.526,35.0258,36.1762,558098.0
2020-09-28,36.6193,37.0313,36.0285,36.2617,351475.0
2020-09-29,36.2384,36.4055,33.1913,33.5178,708945.0
2020-09-30,33.1758,34.2718,32.9659,33.0203,257365.0
2020-10-01,32.9892,33.3779,31.901,33.0825,248455.0
2020-10-02,32.1186,34.9714,32.1186,34.8159,456436.0
2020-10-03,32.1186,34.9714,32.1186,34.8159,456436.0
2020-10-04,32.1186,34.9714,32.1186,34.8159,456436.0
2020-10-05,35.4689,36.938,35.4689,35.9353,300393.0
2020-10-06,36.9302,36.9458,34.2951,34.4039,220268.0
2020-10-07,34.6916,34.6916,32.3285,32.6472,540047.0
2020-10-08,32.8493,33.6655,32.0642,32.5617,219700.0
2020-10-09,32.8105,32.8105,30.393,31.3025,368448.0
2020-10-10,32.8105,32.8105,30.393,31.3025,368448.0
2020-10-11,32.8105,32.8105,30.393,31.3025,368448.0
2020-10-12,31.217,31.2869,30.3619,30.564,212299.0
2020-10-13,30.323,30.3386,29.227,29.5224,311237.0
2020-10-14,29.5535,30.2609,29.3981,29.538,295243.0
2020-10-15,28.8228,29.6157,27.9833,29.1027,324799.0
2020-10-16,29.0949,29.1415,28.4209,28.7762,212717.0
2020-10-17,29.0949,29.1415,28.4209,28.7762,212717.0
2020-10-18,29.0949,29.1415,28.4209,28.7762,212717.0
2020-10-19,28.9317,29.227,28.3564,28.372,211929.0
2020-10-20,28.613,29.6312,28.578,29.4602,244556.0
2020-10-21,29.4602,29.7712,28.8617,28.9317,234442.0
2020-10-22,28.3409,29.2115,27.2332,28.9317,461357.0
2020-10-23,28.8306,29.1882,28.0688,29.0249,347152.0
2020-10-24,28.8306,29.1882,28.0688,29.0249,347152.0
2020-10-25,28.8306,29.1882,28.0688,29.0249,347152.0
2020-10-26,28.5508,28.7762,28.0922,28.7451,570502.0
2020-10-27,28.955,29.1415,28.1155,28.5663,368266.0
2020-10-28,27.8201,28.201,27.3149,27.8667,821498.0
2020-10-29,25.4337,25.4337,21.9514,23.2106,2801853.0
2020-10-30,23.2339,24.3882,23.0318,23.747,3034681.0
2020-10-31,23.2339,24.3882,23.0318,23.747,3034681.0
2020-11-01,23.2339,24.3882,23.0318,23.747,3034681.0
2020-11-02,24.089,25.2005,23.7314,25.1539,682170.0
2020-11-03,25.4959,25.4959,23.0552,23.7392,451519.0
2020-11-04,23.747,24.0968,22.169,22.4566,536866.0
2020-11-05,22.4644,23.2883,22.1612,22.4022,358375.0
2020-11-06,22.3089,23.3194,21.9514,23.0318,267161.0
2020-11-07,22.3089,23.3194,21.9514,23.0318,267161.0
2020-11-08,22.3089,23.3194,21.9514,23.0318,267161.0
2020-11-09,25.0218,25.3949,23.2028,23.9335,444357.0
2020-11-10,24.4388,24.4388,22.3089,22.5033,442515.0
2020-11-11,22.6665,23.4516,22.3089,23.0862,463136.0
2020-11-12,22.923,23.3039,21.656,21.8037,321407.0
2020-11-13,21.8659,23.0668,21.7804,22.7831,238872.0
2020-11-14,21.8659,23.0668,21.7804,22.7831,238872.0
2020-11-15,21.8659,23.0668,21.7804,22.7831,238872.0
2020-11-16,23.3661,23.9335,23.0513,23.8325,473452.0
2020-11-17,23.6381,24.6409,22.5654,24.4388,278519.0
2020-11-18,24.6253,24.8041,23.1795,23.2495,298250.0
2020-11-19,23.0862,23.6304,22.5033,23.6226,316233.0
2020-11-20,23.6615,23.9969,22.9541,23.1795,155937.0
2020-11-21,23.6615,23.9969,22.9541,23.1795,155937.0
2020-11-22,23.6615,23.9969,22.9541,23.1795,155937.0
2020-11-23,23.5293,25.8457,23.436,25.8224,650551.0
2020-11-24,26.4287,27.9678,26.3432,26.8096,739694.0
2020-11-25,26.6075,27.5325,26.3587,26.9106,355596.0
2020-11-26,26.6075,27.5325,26.3587,26.9106,355596.0
2020-11-27,26.7474,27.9445,26.5297,27.4548,180608.0
2020-11-28,26.7474,27.9445,26.5297,27.4548,180608.0
2020-11-29,26.7474,27.9445,26.5297,27.4548,180608.0
2020-11-30,27.2993,27.3071,25.8302,25.9934,528456.0
2020-12-01,26.3665,27.5791,26.1333,26.1566,317880.0
2020-12-02,25.9312,28.9938,25.9312,28.302,598068.0
2020-12-03,28.5663,29.9538,28.5313,29.2814,520459.0
2020-12-04,29.6157,29.6934,28.4186,29.1959,453544.0
2020-12-05,29.6157,29.6934,28.4186,29.1959,453544.0
2020-12-06,29.6157,29.6934,28.4186,29.1959,453544.0
2020-12-07,29.1493,30.805,28.5274,29.7323,577179.0
2020-12-08,29.6468,31.147,29.0172,31.1004,462729.0
2020-12-09,31.5667,33.409,31.217,32.3285,520576.0
2020-12-10,32.1886,36.9613,31.9671,36.1451,1202044.0
2020-12-11,35.5932,35.5932,33.8987,35.3834,654602.0
2020-12-12,35.5932,35.5932,33.8987,35.3834,654602.0
2020-12-13,35.5932,35.5932,33.8987,35.3834,654602.0
2020-12-14,35.8575,37.9951,35.4028,36.7048,651888.0
2020-12-15,36.8369,38.0651,35.5,36.3706,470366.0
2020-12-16,36.4405,36.9846,34.9792,35.2046,448925.0
2020-12-17,35.4766,35.8575,34.5983,34.8004,441462.0
2020-12-18,34.6993,35.1346,32.8493,32.927,653218.0
2020-12-19,34.6993,35.1346,32.8493,32.927,653218.0
2020-12-20,34.6993,35.1346,32.8493,32.927,653218.0
2020-12-21,32.6472,33.6655,31.7688,33.5567,500365.0
2020-12-22,33.5256,33.5489,31.7455,32.585,325872.0
2020-12-23,32.826,33.8598,32.1886,32.8415,293027.0
2020-12-24,32.8882,32.8998,31.3646,31.5201,207510.0
2020-12-25,32.8882,32.8998,31.3646,31.5201,207510.0
2020-12-26,32.8882,32.8998,31.3646,31.5201,207510.0
2020-12-27,32.8882,32.8998,31.3646,31.5201,207510.0
2020-12-28,31.4812,32.9426,31.4424,32.1808,207281.0
2020-12-29,32.4529,32.6783,30.8905,32.2896,247677.0
2020-12-30,32.3363,34.3418,32.3363,34.1397,400012.0
2020-12-31,34.093,34.6682,33.51,34.0231,156679.0
2021-01-01,34.093,34.6682,33.51,34.0231,156679.0
2021-01-02,34.093,34.6682,33.51,34.0231,156679.0
2021-01-03,34.093,34.6682,33.51,34.0231,156679.0
2021-01-04,34.3651,35.395,33.7355,34.6916,238641.0
2021-01-05,34.9792,37.8241,34.9792,36.767,560673.0
2021-01-06,36.868,38.9512,36.2817,37.1712,706094.0
2021-01-07,37.7309,38.7958,36.9147,36.9535,366451.0
2021-01-08,37.3033,37.3422,35.842,36.9069,286994.0
2021-01-09,37.3033,37.3422,35.842,36.9069,286994.0
2021-01-10,37.3033,37.3422,35.842,36.9069,286994.0
2021-01-11,36.0441,38.5937,35.7642,37.863,440236.0
2021-01-12,38.104,39.7985,37.8086,38.9823,548855.0
2021-01-13,38.9435,39.1611,37.4044,38.4926,361038.0
2021-01-14,39.0834,40.055,37.9951,39.4954,424281.0
2021-01-15,39.3243,40.1949,38.2283,39.1456,373155.0
2021-01-16,39.3243,40.1949,38.2283,39.1456,373155.0
2021-01-17,39.3243,40.1949,38.2283,39.1456,373155.0
2021-01-18,39.3243,40.1949,38.2283,39.1456,373155.0
2021-01-19,40.2105,40.9645,39.0367,40.4126,707967.0
2021-01-20,41.1977,42.2237,39.5109,39.7907,415198.0
2021-01-21,39.8685,39.8685,37.7075,39.2466,426360.0
2021-01-22,38.4149,39.9851,38.2905,39.7363,228393.0
2021-01-23,38.4149,39.9851,38.2905,39.7363,228393.0
2021-01-24,38.4149,39.9851,38.2905,39.7363,228393.0
2021-01-25,39.4021,39.6353,36.7981,37.3966,371170.0
2021-01-26,37.8474,37.9441,35.5544,36.5571,324950.0
2021-01-27,35.6399,38.6611,33.6577,37.3189,468662.0
2021-01-28,37.3577,39.884,37.3111,38.8891,359417.0
2021-01-29,38.8657,40.8246,37.1479,37.2489,590714.0
2021-01-30,38.8657,40.8246,37.1479,37.2489,590714.0
2021-01-31,38.8657,40.8246,37.1479,37.2489,590714.0
2021-02-01,37.7075,38.446,36.2384,37.9407,313130.0
2021-02-02,38.9046,40.0084,38.3061,38.8657,211969.0
2021-02-03,39.4332,40.4044,38.5548,38.8269,286873.0
2021-02-04,38.8657,38.8774,37.1012,37.9718,330437.0
2021-02-05,38.5237,39.6741,37.9174,38.4071,276300.0
2021-02-06,38.5237,39.6741,37.9174,38.4071,276300.0
2021-02-07,38.5237,39.6741,37.9174,38.4071,276300.0
2021-02-08,39.2855,41.1355,38.1565,40.5836,428701.0
2021-02-09,39.7363,40.0783,36.1607,36.5727,597901.0
2021-02-10,37.6376,38.0496,35.259,36.3006,438967.0
2021-02-11,36.1451,36.6504,35.0336,36.0441,389313.0
2021-02-12,35.7021,38.4615,35.3717,37.3966,544206.0
2021-02-13,35.7021,38.4615,35.3717,37.3966,544206.0
2021-02-14,35.7021,38.4615,35.3717,37.3966,544206.0
2021-02-15,35.7021,38.4615,35.3717,37.3966,544206.0
2021-02-16,38.4227,38.9823,36.8408,37.7619,281714.0
2021-02-17,37.7464,38.8502,37.2101,37.9174,312343.0
2021-02-18,37.7309,38.6325,36.9458,38.1817,308182.0
2021-02-19,38.446,39.4099,38.104,38.5548,213184.0
2021-02-20,38.446,39.4099,38.104,38.5548,213184.0
2021-02-21,38.446,39.4099,38.104,38.5548,213184.0
2021-02-22,38.4071,40.2804,38.4071,39.8141,496037.0
2021-02-23,39.8607,44.2758,38.3682,43.926,1077027.0
2021-02-24,44.0426,45.7683,43.8017,44.1592,505709.0
2021-02-25,44.7578,44.7578,38.4693,38.8891,732633.0
2021-02-26,38.8891,39.0367,37.144,37.2489,352635.0
2021-02-27,38.8891,39.0367,37.144,37.2489,352635.0
2021-02-28,38.8891,39.0367,37.144,37.2489,352635.0
2021-03-01,38.0729,38.6869,35.9508,36.6659,383294.0
2021-03-02,36.697,38.2827,36.1957,36.9769,274721.0
2021-03-03,37.0701,39.2544,36.5727,38.1273,225612.0
2021-03-04,37.6842,38.5393,35.9625,36.9224,265073.0
2021-03-05,37.3344,38.7802,36.114,38.3294,270026.0
2021-03-06,37.3344,38.7802,36.114,38.3294,270026.0
2021-03-07,37.3344,38.7802,36.114,38.3294,270026.0
2021-03-08,38.7414,39.2448,37.2334,38.2361,230125.0
2021-03-09,38.7258,38.9979,37.5598,38.6481,216203.0
2021-03-10,38.8502,39.8296,38.1895,39.371,237280.0
2021-03-11,39.4954,39.9812,38.6559,39.3865,296178.0
2021-03-12,39.13,39.7985,38.1195,38.6636,264092.0
2021-03-13,39.13,39.7985,38.1195,38.6636,264092.0
2021-03-14,39.13,39.7985,38.1195,38.6636,264092.0
2021-03-15,38.7802,38.8594,37.5676,38.0262,276117.0
2021-03-16,37.4821,38.3294,34.7771,36.8136,623305.0
2021-03-17,36.4327,38.3682,36.2462,37.793,357007.0
2021-03-18,37.6998,38.205,36.5649,36.8991,364809.0
2021-03-19,36.9302,37.4277,35.189,36.1762,674780.0
2021-03-20,36.9302,37.4277,35.189,36.1762,674780.0
2021-03-21,36.9302,37.4277,35.189,36.1762,674780.0
2021-03-22,35.7642,36.3239,33.7355,34.4584,463423.0
2021-03-23,33.6966,34.5905,32.2469,32.3752,639152.0
2021-03-24,32.9348,32.9892,31.0382,31.1625,409608.0
2021-03-25,30.5096,31.7339,30.3293,30.7039,597980.0
2021-03-26,31.2247,33.3079,31.077,33.1291,360021.0
2021-03-27,31.2247,33.3079,31.077,33.1291,360021.0
2021-03-28,31.2247,33.3079,31.077,33.1291,360021.0
2021-03-29,32.5695,33.5877,31.5978,32.585,290029.0
2021-03-30,32.1964,33.0203,30.6184,31.217,239680.0
2021-03-31,31.1859,32.6939,31.1703,32.3363,466291.0
2021-04-01,33.0281,33.1797,31.6134,32.9115,170314.0
2021-04-02,33.0281,33.1797,31.6134,32.9115,170314.0
2021-04-03,33.0281,33.1797,31.6134,32.9115,170314.0
2021-04-04,33.0281,33.1797,31.6134,32.9115,170314.0
2021-04-05,33.409,34.2407,32.7623,34.0075,353914.0
2021-04-06,34.0464,35.0958,33.4245,34.4972,320143.0
2021-04-07,34.5983,35.5621,33.9617,35.1579,323299.0
2021-04-08,35.1268,35.3484,33.4556,34.5672,221772.0
2021-04-09,34.8004,35.3134,33.1447,33.3235,233250.0
2021-04-10,34.8004,35.3134,33.1447,33.3235,233250.0
2021-04-11,34.8004,35.3134,33.1447,33.3235,233250.0
2021-04-12,33.3079,34.2561,32.826,33.2457,393915.0
2021-04-13,33.2069,34.0153,32.2041,33.8443,295920.0
2021-04-14,34.3884,37.1945,34.3884,36.7981,348958.0
2021-04-15,36.6659,37.9796,35.7642,37.7464,313302.0
2021-04-16,38.3372,38.6986,37.2178,37.9563,252286.0
2021-04-17,38.3372,38.6986,37.2178,37.9563,252286.0
2021-04-18,38.3372,38.6986,37.2178,37.9563,252286.0
2021-04-19,38.0262,38.8424,37.1401,37.6298,292696.0
2021-04-20,37.3966,38.0418,35.9119,36.7203,305489.0
2021-04-21,36.697,37.8474,36.697,37.3111,203827.0
2021-04-22,38.4227,38.4304,36.3939,37.4666,258365.0
2021-04-23,37.8785,37.8785,35.636,36.4794,448024.0
2021-04-24,37.8785,37.8785,35.636,36.4794,448024.0
2021-04-25,37.8785,37.8785,35.636,36.4794,448024.0
2021-04-26,37.0157,39.4099,37.0157,37.7853,513145.0
2021-04-27,37.9019,38.1467,36.7514,37.2489,197697.0
2021-04-28,37.28,38.1506,36.5338,37.5754,237734.0
2021-04-29,37.5365,37.8319,34.7537,35.7565,399940.0
2021-04-30,34.7848,35.9897,34.3573,34.5205,440140.0
2021-05-01,34.7848,35.9897,34.3573,34.5205,440140.0
2021-05-02,34.7848,35.9897,34.3573,34.5205,440140.0
2021-05-03,34.847,37.9174,34.847,37.179,396159.0
2021-05-04,37.2956,38.9279,37.0002,37.8086,307164.0
2021-05-05,38.1195,39.2777,37.6065,39.0134,308988.0
2021-05-06,39.3865,39.6024,37.863,39.5031,174627.0
2021-05-07,39.472,40.3426,39.0834,39.6275,160558.0
2021-05-08,39.472,40.3426,39.0834,39.6275,160558.0
2021-05-09,39.472,40.3426,39.0834,39.6275,160558.0
2021-05-10,40.1561,42.3248,39.954,40.9489,299220.0
2021-05-11,39.7596,42.7445,39.7596,41.7029,199413.0
2021-05-12,41.6097,43.7317,41.0655,41.4542,228616.0
2021-05-13,40.9567,42.0449,39.029,39.8762,240397.0
2021-05-14,40.3659,40.8479,39.3554,39.8296,247478.0
2021-05-15,40.3659,40.8479,39.3554,39.8296,247478.0
2021-05-16,40.3659,40.8479,39.3554,39.8296,247478.0
2021-05-17,39.6508,42.6979,39.6508,42.2548,453637.0
2021-05-18,42.5113,43.4208,40.9878,41.2132,291160.0
2021-05-19,40.1716,43.2031,39.9326,42.3636,425074.0
2021-05-20,42.3092,42.5269,40.5525,41.8817,438521.0
2021-05-21,42.2937,42.8611,40.7935,41.1044,308346.0
2021-05-22,42.2937,42.8611,40.7935,41.1044,308346.0
2021-05-23,42.2937,42.8611,40.7935,41.1044,308346.0
2021-05-24,40.8712,43.1021,40.1084,42.7445,264963.0
2021-05-25,42.4336,43.1487,41.2754,42.1305,236171.0
2021-05-26,41.9905,43.0788,41.8195,42.3559,217293.0
2021-05-27,42.7445,45.8616,42.4091,45.0842,474000.0
