,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity
2021-05-11,93.9617,94.1198,91.1623,92.1574,954107.0
2021-05-12,91.2832,91.8412,90.2415,90.3531,1083462.0
2021-05-13,90.6321,92.7154,90.4926,92.269,668989.0
2021-05-14,92.4085,93.2642,91.9807,92.7991,679846.0
2021-05-15,92.4085,93.2642,91.9807,92.7991,679846.0
2021-05-16,92.4085,93.2642,91.9807,92.7991,679846.0
2021-05-17,92.5759,92.9944,91.7203,92.1016,679579.0
2021-05-18,92.1295,92.5387,90.5949,90.6694,660877.0
2021-05-19,90.2415,90.6507,88.7442,90.567,1011773.0
2021-05-20,90.5391,91.1598,89.6556,89.7579,946207.0
2021-05-21,89.6277,91.0786,89.5998,89.823,2444940.0
2021-05-22,89.6277,91.0786,89.5998,89.823,2444940.0
2021-05-23,89.6277,91.0786,89.5998,89.823,2444940.0
2021-05-24,90.7903,91.0414,89.544,90.8833,821847.0
2021-05-25,90.874,91.0135,89.0604,89.4138,1015635.0
2021-05-26,89.2836,90.5391,89.2557,90.5298,857266.0
2021-05-27,90.9019,91.4878,90.1578,90.3345,1519145.0
2021-05-28,90.4368,91.6738,90.0183,90.2322,936339.0
2021-05-29,90.4368,91.6738,90.0183,90.2322,936339.0
2021-05-30,90.4368,91.6738,90.0183,90.2322,936339.0
2021-05-31,90.4368,91.6738,90.0183,90.2322,936339.0
2021-06-01,90.8089,90.9065,89.4045,89.6742,792149.0
2021-06-02,89.9625,89.9625,88.6233,88.8837,760246.0
2021-06-03,88.8836,90.0992,88.2198,89.9122,1332760.0
2021-06-04,89.5943,90.2675,89.3699,90.0805,971681.0
2021-06-05,89.5943,90.2675,89.3699,90.0805,971681.0
2021-06-06,89.5943,90.2675,89.3699,90.0805,971681.0
2021-06-07,92.1749,92.3245,90.5947,92.1469,1071434.0
2021-06-08,91.7542,92.6612,91.3708,92.2591,1035465.0
2021-06-09,92.6705,92.8669,91.8804,92.5676,1165211.0
2021-06-10,92.9043,93.1193,92.0066,92.7266,1106024.0
2021-06-11,92.8482,93.5681,92.7266,93.5027,760448.0
2021-06-12,92.8482,93.5681,92.7266,93.5027,760448.0
2021-06-13,92.8482,93.5681,92.7266,93.5027,760448.0
2021-06-14,93.6429,93.7084,92.016,92.2965,897146.0
2021-06-15,92.2684,92.9136,91.5111,92.736,742831.0
2021-06-16,92.9136,92.9136,90.0992,90.202,985981.0
2021-06-17,90.1366,90.4031,88.3755,88.8462,990019.0
2021-06-18,87.8458,88.2572,86.0505,86.8546,1977451.0
2021-06-19,87.8458,88.2572,86.0505,86.8546,1977451.0
2021-06-20,87.8458,88.2572,86.0505,86.8546,1977451.0
2021-06-21,87.4531,88.9023,87.2707,88.2198,781142.0
2021-06-22,88.0234,89.3231,87.6681,89.1642,867949.0
2021-06-23,89.3325,89.5195,88.2011,88.2198,629599.0
2021-06-24,88.8649,88.8649,87.9112,88.2198,509671.0
2021-06-25,88.0047,89.6878,87.6681,89.5662,1018766.0
2021-06-26,88.0047,89.6878,87.6681,89.5662,1018766.0
2021-06-27,88.0047,89.6878,87.6681,89.5662,1018766.0
2021-06-28,89.7532,89.7532,87.9954,88.145,711133.0
2021-06-29,88.1637,88.8087,87.4437,88.3974,704603.0
2021-06-30,88.0889,88.2618,87.0977,87.584,2089207.0
2021-07-01,88.0234,88.1824,86.3637,88.0889,1300529.0
2021-07-02,88.1263,88.5003,87.4624,87.6868,758440.0
2021-07-03,88.1263,88.5003,87.4624,87.6868,758440.0
2021-07-04,88.1263,88.5003,87.4624,87.6868,758440.0
2021-07-05,88.1263,88.5003,87.4624,87.6868,758440.0
2021-07-06,87.5279,87.5279,85.957,86.7892,948523.0
2021-07-07,86.7424,87.7055,86.3591,87.2754,847443.0
2021-07-08,86.5087,86.677,85.4708,85.7981,781977.0
2021-07-09,86.6396,87.3034,86.3591,87.1164,829511.0
2021-07-10,86.6396,87.3034,86.3591,87.1164,829511.0
2021-07-11,86.6396,87.3034,86.3591,87.1164,829511.0
2021-07-12,87.1164,87.4905,86.4011,86.7144,686736.0
2021-07-13,86.0412,86.9481,86.0412,86.6022,1005874.0
2021-07-14,87.0416,89.1642,86.7985,88.5003,1332407.0
2021-07-15,88.0889,89.3886,87.7242,87.8364,905344.0
2021-07-16,87.9954,88.0889,87.2006,87.238,1374836.0
2021-07-17,87.9954,88.0889,87.2006,87.238,1374836.0
2021-07-18,87.9954,88.0889,87.2006,87.238,1374836.0
2021-07-19,86.5928,87.3736,86.2188,87.079,1135505.0
2021-07-20,87.3034,88.2852,86.8266,87.0603,1068821.0
2021-07-21,87.0042,87.9299,86.7518,87.0884,740181.0
2021-07-22,87.0603,87.1445,85.7139,85.8074,1043031.0
2021-07-23,86.2375,86.9107,85.3118,86.8453,707587.0
2021-07-24,86.2375,86.9107,85.3118,86.8453,707587.0
2021-07-25,86.2375,86.9107,85.3118,86.8453,707587.0
2021-07-26,86.5928,87.7242,86.3591,86.49,865610.0
2021-07-27,85.9196,86.2936,85.2183,85.3866,2237475.0
2021-07-28,80.9359,84.1524,79.1687,82.7592,2734282.0
2021-07-29,83.3576,84.115,83.0491,83.4324,1174114.0
2021-07-30,83.2174,83.8532,82.7031,83.3763,1566054.0
2021-07-31,83.2174,83.8532,82.7031,83.3763,1566054.0
2021-08-01,83.2174,83.8532,82.7031,83.3763,1566054.0
2021-08-02,83.4792,84.4157,83.1426,83.8251,1040929.0
2021-08-03,84.0122,85.9383,83.6101,85.4708,1256738.0
2021-08-04,85.0687,85.3586,84.2366,84.489,798035.0
2021-08-05,84.9191,85.2838,83.3389,83.9093,934419.0
2021-08-06,84.5732,85.4147,84.2833,85.0874,1045648.0
2021-08-07,84.5732,85.4147,84.2833,85.0874,1045648.0
2021-08-08,84.5732,85.4147,84.2833,85.0874,1045648.0
2021-08-09,84.8163,84.8256,83.7129,83.7877,546260.0
2021-08-10,84.0309,84.2553,83.5446,83.5914,604408.0
2021-08-11,84.0963,85.3072,83.6755,84.9191,692071.0
2021-08-12,85.0687,85.7186,84.5498,85.3025,634806.0
2021-08-13,85.3305,86.4339,85.1903,85.929,656283.0
2021-08-14,85.3305,86.4339,85.1903,85.929,656283.0
2021-08-15,85.3305,86.4339,85.1903,85.929,656283.0
2021-08-16,85.7326,86.9248,85.5736,86.3217,727731.0
2021-08-17,85.8074,85.8729,84.5919,85.5175,680534.0
2021-08-18,85.1903,85.6578,82.9369,83.0023,1078841.0
2021-08-19,82.5442,82.9836,81.4595,82.0673,830627.0
2021-08-20,81.7821,83.1239,81.7821,82.9275,758057.0
2021-08-21,81.7821,83.1239,81.7821,82.9275,758057.0
2021-08-22,81.7821,83.1239,81.7821,82.9275,758057.0
2021-08-23,83.3015,84.3628,83.1706,83.7129,726578.0
2021-08-24,83.7877,84.3746,83.4418,83.741,580637.0
2021-08-25,83.741,84.8817,83.5072,84.4423,764226.0
2021-08-26,84.2272,84.5171,83.769,84.1431,518159.0
2021-08-27,84.3301,85.1622,83.9841,84.8443,770152.0
2021-08-28,84.3301,85.1622,83.9841,84.8443,770152.0
2021-08-29,84.3301,85.1622,83.9841,84.8443,770152.0
2021-08-30,84.9846,85.6344,84.5919,84.863,693051.0
2021-08-31,84.8817,85.1342,83.7972,84.2085,1727248.0
2021-09-01,84.2179,84.2179,81.8709,83.367,1512008.0
2021-09-02,83.9218,85.3983,83.5363,85.3512,1198122.0
2021-09-03,85.1632,85.7086,84.6109,84.7212,759669.0
2021-09-04,85.1632,85.7086,84.6109,84.7212,759669.0
2021-09-05,85.1632,85.7086,84.6109,84.7212,759669.0
2021-09-06,85.1632,85.7086,84.6109,84.7212,759669.0
2021-09-07,84.9187,84.9187,83.1413,83.2165,900877.0
2021-09-08,83.0755,84.0629,82.6335,83.7996,882359.0
2021-09-09,83.5363,83.9406,81.6366,82.0786,1152848.0
2021-09-10,82.7463,83.8268,82.6335,83.1319,1157974.0
2021-09-11,82.7463,83.8268,82.6335,83.1319,1157974.0
2021-09-12,82.7463,83.8268,82.6335,83.1319,1157974.0
2021-09-13,84.3356,85.3794,83.6406,83.8184,1536502.0
2021-09-14,84.251,85.0409,83.809,84.7118,1132924.0
2021-09-15,84.9751,85.9061,84.5425,85.2666,1119396.0
2021-09-16,85.3324,86.2916,84.8622,84.8904,1043075.0
2021-09-17,84.4484,84.4484,81.6931,82.2291,4927193.0
2021-09-18,84.4484,84.4484,81.6931,82.2291,4927193.0
2021-09-19,84.4484,84.4484,81.6931,82.2291,4927193.0
2021-09-20,81.6837,82.2855,80.9407,81.646,1230138.0
2021-09-21,82.1162,82.5112,81.2276,82.2385,856960.0
2021-09-22,82.5018,82.8309,82.0316,82.2949,805960.0
2021-09-23,82.5958,83.3952,82.5206,83.1883,752590.0
2021-09-24,82.9156,83.95,82.6429,83.2353,858970.0
2021-09-25,82.9156,83.95,82.6429,83.2353,858970.0
2021-09-26,82.9156,83.95,82.6429,83.2353,858970.0
2021-09-27,83.461,84.8716,82.8874,84.3638,772026.0
2021-09-28,84.7212,84.7212,83.2353,83.414,698041.0
2021-09-29,83.5363,83.6397,82.4548,83.1695,699216.0
2021-09-30,83.3012,83.6961,81.2605,81.8153,1008406.0
2021-10-01,82.6711,82.6711,80.6868,81.204,914240.0
2021-10-02,82.6711,82.6711,80.6868,81.204,914240.0
2021-10-03,82.6711,82.6711,80.6868,81.204,914240.0
2021-10-04,81.5238,82.0034,80.9689,81.3075,1037959.0
2021-10-05,81.5332,82.6429,80.9125,82.1539,678087.0
2021-10-06,81.3639,83.5457,81.3404,83.4328,739208.0
2021-10-07,83.8372,84.834,83.7525,84.298,704208.0
2021-10-08,84.3168,85.4077,84.1381,85.2572,740182.0
2021-10-09,84.3168,85.4077,84.1381,85.2572,740182.0
2021-10-10,84.3168,85.4077,84.1381,85.2572,740182.0
2021-10-11,86.9029,86.9687,85.4923,85.8214,772116.0
2021-10-12,85.7274,86.4797,85.1067,85.4359,712145.0
2021-10-13,85.37,86.6678,84.4673,86.0377,718028.0
2021-10-14,86.4421,88.3699,86.4421,88.3417,886688.0
2021-10-15,89.3292,90.6504,88.9342,88.9906,1126013.0
2021-10-16,89.3292,90.6504,88.9342,88.9906,1126013.0
2021-10-17,89.3292,90.6504,88.9342,88.9906,1126013.0
2021-10-18,89.9592,94.6519,89.5643,91.2476,2401369.0
2021-10-19,91.9435,91.9717,90.721,91.746,711499.0
2021-10-20,91.9059,92.5265,91.5955,92.4889,594489.0
2021-10-21,92.9215,93.3071,92.1504,92.9121,600558.0
2021-10-22,93.1002,94.0077,92.9215,93.7585,639221.0
2021-10-23,93.1002,94.0077,92.9215,93.7585,639221.0
2021-10-24,93.1002,94.0077,92.9215,93.7585,639221.0
2021-10-25,93.7585,93.8995,92.0281,92.3385,1181388.0
2021-10-26,92.9215,93.6174,91.3792,92.6394,1758273.0
2021-10-27,92.6206,92.6206,88.5157,91.8212,2630306.0
2021-10-28,92.235,93.3259,91.7131,92.2914,1211888.0
2021-10-29,91.4357,92.6112,90.5987,91.21,1257328.0
2021-10-30,91.4357,92.6112,90.5987,91.21,1257328.0
2021-10-31,91.4357,92.6112,90.5987,91.21,1257328.0
2021-11-01,91.6802,92.0939,90.1003,90.279,1210610.0
2021-11-02,90.2978,90.5235,88.4546,88.9342,1676508.0
2021-11-03,88.7555,89.2069,85.8967,88.8495,2267812.0
2021-11-04,89.4044,91.0971,89.1129,90.326,966801.0
2021-11-05,90.9184,91.1723,87.9279,88.2289,944024.0
2021-11-06,90.9184,91.1723,87.9279,88.2289,944024.0
2021-11-07,90.9184,91.1723,87.9279,88.2289,944024.0
2021-11-08,88.5862,89.395,88.2289,88.8307,854508.0
2021-11-09,88.7743,89.4326,88.4029,88.5674,563615.0
2021-11-10,88.3982,88.8213,86.7995,87.3261,815835.0
2021-11-11,87.5236,87.9279,86.9311,87.3167,595540.0
2021-11-12,87.1004,89.1129,86.9781,88.859,658279.0
2021-11-13,87.1004,89.1129,86.9781,88.859,658279.0
2021-11-14,87.1004,89.1129,86.9781,88.859,658279.0
2021-11-15,89.1881,89.9874,88.5016,89.9216,905822.0
2021-11-16,89.9028,91.9623,89.6959,90.7398,1377194.0
2021-11-17,90.3918,90.4294,88.7743,88.8213,685594.0
2021-11-18,88.8401,89.3386,86.8183,88.3135,849149.0
2021-11-19,88.5204,90.688,87.975,90.5329,1189423.0
2021-11-20,88.5204,90.688,87.975,90.5329,1189423.0
2021-11-21,88.5204,90.688,87.975,90.5329,1189423.0
2021-11-22,91.1818,92.3573,90.5047,91.0125,932207.0
2021-11-23,90.7962,91.9811,90.1379,91.9435,763408.0
2021-11-24,91.6708,92.5736,91.5579,92.4043,731977.0
2021-11-25,91.6708,92.5736,91.5579,92.4043,731977.0
2021-11-26,91.1159,92.3102,89.8464,90.5423,614754.0
2021-11-27,91.1159,92.3102,89.8464,90.5423,614754.0
2021-11-28,91.1159,92.3102,89.8464,90.5423,614754.0
2021-11-29,90.815,91.0595,89.7429,89.9216,837060.0
2021-11-30,89.2633,90.0251,88.5956,89.4232,2205508.0
2021-12-01,90.3636,90.8432,88.2289,88.2759,971839.0
2021-12-02,88.3323,89.4138,87.5988,88.605,1306319.0
2021-12-03,89.1693,91.2664,89.1693,91.2194,1573944.0
2021-12-04,89.1693,91.2664,89.1693,91.2194,1573944.0
2021-12-05,89.1693,91.2664,89.1693,91.2194,1573944.0
2021-12-06,91.8024,92.7052,91.4169,92.0657,1100740.0
2021-12-07,92.4795,94.5108,92.235,92.4325,966619.0
2021-12-08,92.9121,93.9983,92.7522,93.6456,1036739.0
2021-12-09,93.702,95.1973,93.072,94.633,1160772.0
2021-12-10,95.9214,98.5639,95.5546,98.4605,2128814.0
2021-12-11,95.9214,98.5639,95.5546,98.4605,2128814.0
2021-12-12,95.9214,98.5639,95.5546,98.4605,2128814.0
2021-12-13,98.9683,99.9651,96.4574,98.7332,1620822.0
2021-12-14,98.6104,99.9244,97.6745,97.9675,1289819.0
2021-12-15,98.7191,99.7448,97.8352,98.2795,1153395.0
2021-12-16,98.7616,99.896,98.4496,98.686,977406.0
2021-12-17,98.5914,98.9223,95.5947,95.831,2358994.0
2021-12-18,98.5914,98.9223,95.5947,95.831,2358994.0
2021-12-19,98.5914,98.9223,95.5947,95.831,2358994.0
2021-12-20,95.5096,96.1524,94.3988,95.2449,1149407.0
2021-12-21,95.3867,96.6913,94.9282,96.1619,1179240.0
2021-12-22,96.5117,97.0552,95.3583,95.7554,656288.0
2021-12-23,95.9066,97.5231,95.9066,96.852,513351.0
2021-12-24,95.9066,97.5231,95.9066,96.852,513351.0
2021-12-25,95.9066,97.5231,95.9066,96.852,513351.0
2021-12-26,95.9066,97.5231,95.9066,96.852,513351.0
2021-12-27,97.2301,98.894,96.8993,98.7711,458719.0
2021-12-28,98.9223,100.4444,98.6954,100.3309,776360.0
2021-12-29,100.5862,102.1555,100.1135,101.5504,930458.0
2021-12-30,101.7017,102.0231,100.7752,101.2385,483432.0
2021-12-31,101.2385,102.0231,100.8494,101.7489,589906.0
2022-01-01,101.2385,102.0231,100.8494,101.7489,589906.0
2022-01-02,101.2385,102.0231,100.8494,101.7489,589906.0
2022-01-03,103.1575,104.4621,101.4323,102.0042,1383178.0
2022-01-04,101.8529,104.8686,101.3046,104.3487,1409418.0
2022-01-05,104.5094,105.8707,103.5168,103.668,1600736.0
2022-01-06,105.0955,106.022,102.9117,104.8875,1062337.0
2022-01-07,104.689,104.689,102.0798,102.5052,1321380.0
2022-01-08,104.689,104.689,102.0798,102.5052,1321380.0
2022-01-09,104.689,104.689,102.0798,102.5052,1321380.0
2022-01-10,102.2027,102.7274,100.5483,101.9475,1340730.0
2022-01-11,102.2594,102.7038,100.7091,102.0798,964453.0
2022-01-12,102.5998,103.1812,100.7185,101.4842,994802.0
2022-01-13,101.7679,102.9968,101.437,102.5241,1165583.0
2022-01-14,101.6639,102.5147,100.2931,102.3729,1101341.0
2022-01-15,101.6639,102.5147,100.2931,102.3729,1101341.0
2022-01-16,101.6639,102.5147,100.2931,102.3729,1101341.0
2022-01-17,101.6639,102.5147,100.2931,102.3729,1101341.0
2022-01-18,101.3235,103.3182,100.8556,103.1386,881218.0
2022-01-19,102.6943,103.9705,101.5693,101.6355,1019932.0
2022-01-20,103.4979,103.6397,99.1445,99.3005,1243516.0
2022-01-21,99.5935,101.5504,98.979,99.2437,1047277.0
2022-01-22,99.5935,101.5504,98.979,99.2437,1047277.0
2022-01-23,99.5935,101.5504,98.979,99.2437,1047277.0
2022-01-24,99.0169,101.938,98.4496,101.7017,1226786.0
2022-01-25,100.5956,101.626,98.7711,99.395,1056504.0
2022-01-26,98.3173,99.2532,96.2753,97.0411,1322158.0
2022-01-27,98.062,99.5935,97.0032,97.2018,1245402.0
2022-01-28,97.3719,98.4402,96.3273,98.4118,841075.0
2022-01-29,97.3719,98.4402,96.3273,98.4118,841075.0
2022-01-30,97.3719,98.4402,96.3273,98.4118,841075.0
2022-01-31,98.0337,99.0452,97.1072,98.9318,1488895.0
2022-02-01,99.2532,101.3235,97.8257,98.8561,1479979.0
2022-02-02,88.1547,91.6714,87.2596,87.4835,3569620.0
2022-02-03,87.2093,88.1452,84.5198,84.6663,2275156.0
2022-02-04,84.0518,85.1295,81.8397,83.8817,2028805.0
2022-02-05,84.0518,85.1295,81.8397,83.8817,2028805.0
2022-02-06,84.0518,85.1295,81.8397,83.8817,2028805.0
2022-02-07,83.3617,85.1012,82.6149,84.4394,1470428.0
2022-02-08,84.7703,85.0917,83.097,83.3901,1273801.0
2022-02-09,83.5508,84.7798,82.7945,84.4867,2039340.0
2022-02-10,83.8911,86.7319,83.3617,85.3942,1493260.0
2022-02-11,85.7062,85.9898,84.3402,84.6096,1541188.0
2022-02-12,85.7062,85.9898,84.3402,84.6096,1541188.0
2022-02-13,85.7062,85.9898,84.3402,84.6096,1541188.0
2022-02-14,84.6474,84.7987,83.4846,84.3354,855948.0
2022-02-15,84.6096,85.4604,84.2031,84.9499,1102232.0
2022-02-16,84.8932,85.8858,84.014,85.4699,1094834.0
2022-02-17,84.7987,86.1033,84.2031,85.8858,1097864.0
2022-02-18,86.3491,87.682,85.848,86.9541,1506563.0
2022-02-19,86.3491,87.682,85.848,86.9541,1506563.0
2022-02-20,86.3491,87.682,85.848,86.9541,1506563.0
2022-02-21,86.3491,87.682,85.848,86.9541,1506563.0
2022-02-22,86.8974,88.1452,86.7839,87.3228,1595501.0
2022-02-23,87.3417,88.3154,86.7745,87.37,1377320.0
2022-02-24,86.1789,91.2838,86.0182,90.9435,2255818.0
2022-02-25,90.8206,91.9456,89.932,91.5013,1743582.0
2022-02-26,90.8206,91.9456,89.932,91.5013,1743582.0
2022-02-27,90.8206,91.9456,89.932,91.5013,1743582.0
2022-02-28,90.9435,91.5013,89.6531,91.3973,1638428.0
2022-03-01,93.9497,99.896,93.9497,99.0925,3192170.0
2022-03-02,98.5631,98.5631,96.0201,97.3152,1649305.0
2022-03-03,97.9615,99.6723,97.0776,97.4863,1963767.0
2022-03-04,97.5148,102.21,97.5148,101.2025,2033459.0
2022-03-05,97.5148,102.21,97.5148,101.2025,2033459.0
2022-03-06,97.5148,102.21,97.5148,101.2025,2033459.0
2022-03-07,100.5277,102.248,99.449,99.9194,1410150.0
2022-03-08,98.9975,100.4659,96.4503,96.5264,1266088.0
2022-03-09,97.4578,97.6099,94.6445,96.5549,1694079.0
2022-03-10,95.9751,98.0661,95.6234,97.2392,1026937.0
2022-03-11,97.0966,97.9995,96.2935,97.1727,1603830.0
2022-03-12,97.0966,97.9995,96.2935,97.1727,1603830.0
2022-03-13,97.0966,97.9995,96.2935,97.1727,1603830.0
2022-03-14,96.4693,97.1917,92.6011,93.9317,1531311.0
2022-03-15,94.7205,94.9867,92.5013,93.656,1519106.0
2022-03-16,94.0077,96.9921,93.7939,96.9731,1294213.0
2022-03-17,95.9941,99.064,95.42,98.8644,945003.0
2022-03-18,98.7599,99.8149,97.3342,99.7103,2957658.0
2022-03-19,98.7599,99.8149,97.3342,99.7103,2957658.0
2022-03-20,98.7599,99.8149,97.3342,99.7103,2957658.0
2022-03-21,100.119,101.9819,99.7056,100.0905,1098878.0
2022-03-22,100.3186,100.8794,98.6268,100.8223,819843.0
2022-03-23,101.1835,101.9153,99.3492,99.4822,881617.0
2022-03-24,99.7769,101.3831,99.6058,101.098,744817.0
2022-03-25,101.2215,104.1299,101.0362,104.0823,1159404.0
2022-03-26,101.2215,104.1299,101.0362,104.0823,1159404.0
2022-03-27,101.2215,104.1299,101.0362,104.0823,1159404.0
2022-03-28,103.6451,105.028,102.7859,104.6716,977851.0
2022-03-29,104.6716,105.6696,103.9778,105.1373,1329825.0
2022-03-30,105.3844,105.8882,102.9038,104.3199,1065559.0
2022-03-31,104.1584,105.1468,102.0912,102.3715,1355418.0
2022-04-01,102.2385,102.4381,95.8325,98.0185,2040710.0
2022-04-02,102.2385,102.4381,95.8325,98.0185,2040710.0
2022-04-03,102.2385,102.4381,95.8325,98.0185,2040710.0
2022-04-04,96.6214,98.1896,95.6995,97.6289,1661915.0
2022-04-05,97.3437,98.1991,95.5949,96.4788,1825740.0
2022-04-06,96.1082,96.8875,94.6255,94.7871,1820534.0
2022-04-07,95.4809,96.0702,93.6846,95.8706,1458225.0
2022-04-08,99.1686,99.5297,95.823,96.9826,1668774.0
2022-04-09,99.1686,99.5297,95.823,96.9826,1668774.0
2022-04-10,99.1686,99.5297,95.823,96.9826,1668774.0
2022-04-11,96.6119,98.5793,96.5074,97.5338,1404674.0
2022-04-12,97.4863,98.8834,96.1985,96.3838,1102702.0
2022-04-13,96.7069,96.7164,94.749,96.6214,1344002.0
2022-04-14,96.1272,98.5128,96.1272,98.1611,826470.0
2022-04-15,96.1272,98.5128,96.1272,98.1611,826470.0
2022-04-16,96.1272,98.5128,96.1272,98.1611,826470.0
2022-04-17,96.1272,98.5128,96.1272,98.1611,826470.0
2022-04-18,97.5813,98.7884,96.9446,97.6574,810322.0
2022-04-19,97.914,98.9167,97.1251,98.2657,1030649.0
2022-04-20,98.8454,99.639,97.9615,98.0851,1124240.0
2022-04-21,98.5318,99.4252,97.6669,98.1231,907912.0
2022-04-22,97.6194,98.7836,96.897,97.0776,797767.0
2022-04-23,97.6194,98.7836,96.897,97.0776,797767.0
2022-04-24,97.6194,98.7836,96.897,97.0776,797767.0
2022-04-25,96.6879,98.1041,95.728,98.0566,1150666.0
2022-04-26,98.1326,99.4727,96.2412,96.3363,1382353.0
2022-04-27,96.5074,98.2657,96.2792,97.7334,1880338.0
2022-04-28,101.4496,104.9757,101.0029,104.8712,2142754.0
2022-04-29,104.8712,106.5915,100.6798,100.8889,1584092.0
2022-04-30,104.8712,106.5915,100.6798,100.8889,1584092.0
2022-05-01,104.8712,106.5915,100.6798,100.8889,1584092.0
2022-05-02,100.157,104.5195,100.157,102.9323,1179862.0
2022-05-03,103.5881,104.8569,102.6472,103.2269,1379309.0
2022-05-04,103.6927,105.4224,103.3552,105.0708,1142274.0
2022-05-05,104.5861,105.9262,100.1808,101.098,1465706.0
2022-05-06,101.231,104.2534,100.4517,101.6682,1327893.0
2022-05-07,101.231,104.2534,100.4517,101.6682,1327893.0
2022-05-08,101.231,104.2534,100.4517,101.6682,1327893.0
2022-05-09,101.1122,103.379,100.5523,102.5997,973445.0
2022-05-10,103.5406,105.0993,102.1625,104.8237,1522786.0
2022-05-11,104.8047,105.1848,101.8678,102.9038,1185975.0
2022-05-12,102.9323,102.9513,99.9004,102.3715,1285830.0
2022-05-13,102.7327,103.3838,100.2046,100.5467,1172061.0
2022-05-14,102.7327,103.3838,100.2046,100.5467,1172061.0
2022-05-15,102.7327,103.3838,100.2046,100.5467,1172061.0
2022-05-16,100.9554,102.8278,100.4327,101.5637,1056612.0
2022-05-17,101.8868,104.5956,101.4686,104.2629,744697.0
2022-05-18,103.9017,104.3104,97.838,98.0566,1715476.0
2022-05-19,97.2297,97.6099,94.597,96.1747,1348012.0
2022-05-20,97.3152,99.5868,95.7375,96.8685,1533104.0
2022-05-21,97.3152,99.5868,95.7375,96.8685,1533104.0
2022-05-22,97.3152,99.5868,95.7375,96.8685,1533104.0
2022-05-23,97.3342,99.639,96.8875,99.2636,746314.0
2022-05-24,98.8169,100.0904,97.7334,99.5963,1420275.0
2022-05-25,99.4727,101.6017,99.1923,100.9174,1004382.0
2022-05-26,101.3356,102.5997,101.2833,102.2765,975019.0
2022-05-27,102.9608,103.5406,101.2215,102.1244,1349741.0
2022-05-28,102.9608,103.5406,101.2215,102.1244,1349741.0
2022-05-29,102.9608,103.5406,101.2215,102.1244,1349741.0
2022-05-30,102.9608,103.5406,101.2215,102.1244,1349741.0
2022-05-31,101.4021,103.6451,100.005,103.1319,2447899.0
2022-06-01,103.4741,104.5195,103.1129,103.5406,990117.0
2022-06-02,104.3621,104.601,101.8785,102.7573,1152045.0
2022-06-03,102.5376,104.3239,102.2988,103.1872,782189.0
2022-06-04,102.5376,104.3239,102.2988,103.1872,782189.0
2022-06-05,102.5376,104.3239,102.2988,103.1872,782189.0
2022-06-06,103.3782,105.2123,102.7,104.4481,775191.0
2022-06-07,103.8941,103.8941,102.1008,102.2988,807796.0
2022-06-08,101.3913,101.7256,98.5828,99.0891,917683.0
2022-06-09,98.5446,100.1303,97.5129,97.5511,826452.0
2022-06-10,96.7392,98.0765,96.1326,97.1786,856141.0
2022-06-11,96.7392,98.0765,96.1326,97.1786,856141.0
2022-06-12,96.7392,98.0765,96.1326,97.1786,856141.0
2022-06-13,95.6024,97.3887,94.7618,95.8317,1709232.0
2022-06-14,99.6718,110.8006,99.3996,101.5919,4031158.0
2022-06-15,101.1811,102.4134,97.4986,98.5255,1765451.0
2022-06-16,97.6849,98.4109,96.0418,96.5672,1242421.0
2022-06-17,96.3571,96.6389,93.9212,94.5707,2513783.0
2022-06-18,96.3571,96.6389,93.9212,94.5707,2513783.0
2022-06-19,96.3571,96.6389,93.9212,94.5707,2513783.0
2022-06-20,96.3571,96.6389,93.9212,94.5707,2513783.0
2022-06-21,96.0132,96.7487,95.1391,96.7201,825265.0
2022-06-22,95.526,96.08,94.5134,95.4305,771945.0
2022-06-23,96.4192,96.4192,94.4657,95.803,619177.0
2022-06-24,96.5195,99.7673,96.5195,99.2133,1215534.0
2022-06-25,96.5195,99.7673,96.5195,99.2133,1215534.0
2022-06-26,96.5195,99.7673,96.5195,99.2133,1215534.0
2022-06-27,99.8533,101.0357,99.5763,100.436,573007.0
2022-06-28,99.6145,100.4551,96.2902,96.5481,1053263.0
2022-06-29,96.7774,97.5798,95.8317,96.9111,585132.0
2022-06-30,96.6819,97.6371,95.8393,96.8347,1482828.0
2022-07-01,96.9111,97.9762,95.7839,97.4938,955853.0
2022-07-02,96.9111,97.9762,95.7839,97.4938,955853.0
2022-07-03,96.9111,97.9762,95.7839,97.4938,955853.0
2022-07-04,96.9111,97.9762,95.7839,97.4938,955853.0
2022-07-05,97.6849,97.8043,93.6346,95.0101,1174803.0
2022-07-06,95.526,96.892,93.4292,96.5195,1628295.0
2022-07-07,97.4174,98.2198,94.991,95.7744,1481798.0
2022-07-08,96.6819,97.5416,95.0197,95.7744,1177182.0
2022-07-09,96.6819,97.5416,95.0197,95.7744,1177182.0
2022-07-10,96.6819,97.5416,95.0197,95.7744,1177182.0
2022-07-11,95.7744,96.3618,93.0423,93.5199,820526.0
2022-07-12,92.6793,94.1122,90.3676,92.5742,1229322.0
2022-07-13,92.4883,92.7892,89.7562,90.9121,1095705.0
2022-07-14,90.2434,91.447,89.6416,91.2942,805918.0
2022-07-15,92.0011,94.5134,91.8769,94.074,1424731.0
2022-07-16,92.0011,94.5134,91.8769,94.074,1424731.0
2022-07-17,92.0011,94.5134,91.8769,94.074,1424731.0
