,HOG US Equity,HOG US Equity,HOG US Equity,HOG US Equity,HOG US Equity
2020-03-04,27.767,28.485,27.3418,28.4283,1741244.0
2020-03-05,27.5308,27.5969,26.1987,26.2648,2874213.0
2020-03-06,25.32,25.5846,24.3327,24.7437,4340208.0
2020-03-07,25.32,25.5846,24.3327,24.7437,4340208.0
2020-03-08,25.32,25.5846,24.3327,24.7437,4340208.0
2020-03-09,22.8825,22.8825,21.5882,22.2306,3567545.0
2020-03-10,22.9014,23.9029,21.2859,23.884,2309787.0
2020-03-11,23.0053,23.0998,21.6448,21.796,2407587.0
2020-03-12,19.8781,20.2277,18.1681,19.2357,3254645.0
2020-03-13,20.7379,22.5802,19.1317,22.4101,4233431.0
2020-03-14,20.7379,22.5802,19.1317,22.4101,4233431.0
2020-03-15,20.7379,22.5802,19.1317,22.4101,4233431.0
2020-03-16,19.2546,21.1536,18.4232,19.4813,3577601.0
2020-03-17,19.8687,21.5834,18.6877,21.5315,3390791.0
2020-03-18,19.9537,21.1158,17.1288,19.0467,3389526.0
2020-03-19,18.0736,18.6168,16.2502,17.6579,4062103.0
2020-03-20,18.2625,18.4232,15.1542,15.3243,4260764.0
2020-03-21,18.2625,18.4232,15.1542,15.3243,4260764.0
2020-03-22,18.2625,18.4232,15.1542,15.3243,4260764.0
2020-03-23,15.1164,15.3054,13.5198,14.4929,4135019.0
2020-03-24,15.7967,18.4043,15.5984,18.4043,3939993.0
2020-03-25,19.1317,22.0284,17.0721,19.4246,6378837.0
2020-03-26,19.4624,21.4464,18.6688,19.6041,4512120.0
2020-03-27,18.5365,18.8766,16.6092,16.817,3991683.0
2020-03-28,18.5365,18.8766,16.6092,16.817,3991683.0
2020-03-29,18.5365,18.8766,16.6092,16.817,3991683.0
2020-03-30,17.0154,17.3367,16.014,16.9304,3806861.0
2020-03-31,16.8832,18.7537,16.732,17.8846,5359709.0
2020-04-01,16.7792,16.9304,16.0896,16.3352,3498430.0
2020-04-02,16.0612,16.7981,14.8519,15.2109,2872215.0
2020-04-03,15.1542,15.7872,13.8363,14.2094,4714829.0
2020-04-04,15.1542,15.7872,13.8363,14.2094,4714829.0
2020-04-05,15.1542,15.7872,13.8363,14.2094,4714829.0
2020-04-06,14.8236,15.9006,14.4267,15.8061,4734983.0
2020-04-07,17.3839,18.5176,16.4391,16.9304,4845456.0
2020-04-08,17.0438,18.0944,16.7414,17.809,2370118.0
2020-04-09,18.5932,20.6434,18.3003,19.9631,5212652.0
2020-04-10,18.5932,20.6434,18.3003,19.9631,5212652.0
2020-04-11,18.5932,20.6434,18.3003,19.9631,5212652.0
2020-04-12,18.5932,20.6434,18.3003,19.9631,5212652.0
2020-04-13,20.0198,20.1143,17.9697,18.1681,2829210.0
2020-04-14,18.7538,19.1216,17.9602,18.2814,2832574.0
2020-04-15,17.4028,17.4973,16.7414,17.4122,3102626.0
2020-04-16,17.6012,17.8374,17.091,17.3367,3296622.0
2020-04-17,18.3948,18.7916,17.4689,18.2814,3104231.0
2020-04-18,18.3948,18.7916,17.4689,18.2814,3104231.0
2020-04-19,18.3948,18.7916,17.4689,18.2814,3104231.0
2020-04-20,17.6295,18.2153,17.228,17.5067,3253588.0
2020-04-21,16.9493,17.2611,16.3824,16.7603,3215781.0
2020-04-22,17.2233,17.4595,16.7792,17.2705,2664571.0
2020-04-23,17.3744,18.2153,17.1194,17.5162,2529830.0
2020-04-24,17.5067,17.8468,17.2705,17.639,4166769.0
2020-04-25,17.5067,17.8468,17.2705,17.639,4166769.0
2020-04-26,17.5067,17.8468,17.2705,17.639,4166769.0
2020-04-27,17.1949,18.6027,16.647,17.8941,6524734.0
2020-04-28,19.5002,21.1913,19.2073,20.615,12025461.0
2020-04-29,21.2008,23.2368,20.7945,23.0148,7288558.0
2020-04-30,22.7124,22.7313,20.5703,20.6245,4846062.0
2020-05-01,19.8498,20.1237,18.9097,19.264,3535612.0
2020-05-02,19.8498,20.1237,18.9097,19.264,3535612.0
2020-05-03,19.8498,20.1237,18.9097,19.264,3535612.0
2020-05-04,18.8955,19.5285,18.272,19.1884,3502664.0
2020-05-05,20.0198,20.5205,19.1979,19.3963,4881111.0
2020-05-06,19.7931,19.8214,18.3665,18.4798,3471364.0
2020-05-07,18.8766,20.0954,18.8766,19.3112,3911300.0
2020-05-08,19.9159,20.5678,19.8437,20.2655,3343317.0
2020-05-09,19.9159,20.5678,19.8437,20.2655,3343317.0
2020-05-10,19.9159,20.5678,19.8437,20.2655,3343317.0
2020-05-11,19.7553,19.8124,18.905,18.99,4031862.0
2020-05-12,19.2829,19.5002,18.5129,18.7916,4357953.0
2020-05-13,18.4326,18.7727,17.6579,18.0736,4113185.0
2020-05-14,17.3178,18.5176,16.8123,18.4704,3781837.0
2020-05-15,18.1114,18.905,17.8468,18.5743,3115049.0
2020-05-16,18.1114,18.905,17.8468,18.5743,3115049.0
2020-05-17,18.1114,18.905,17.8468,18.5743,3115049.0
2020-05-18,19.7269,21.4417,19.708,21.2764,4868024.0
2020-05-19,21.0874,21.4275,20.3222,20.6339,2831989.0
2020-05-20,21.0969,22.344,20.9882,21.4937,6260875.0
2020-05-21,21.3802,22.7513,21.2951,22.2974,4469897.0
2020-05-22,22.6757,23.8719,21.8152,23.0539,9817025.0
2020-05-23,22.6757,23.8719,21.8152,23.0539,9817025.0
2020-05-24,22.6757,23.8719,21.8152,23.0539,9817025.0
2020-05-25,22.6757,23.8719,21.8152,23.0539,9817025.0
2020-05-26,25.087,25.6023,23.2998,23.4133,7331372.0
2020-05-27,23.9617,24.2076,22.5906,23.4795,5386426.0
2020-05-28,23.3092,23.5078,21.957,22.1745,5926353.0
2020-05-29,21.7301,21.7301,19.8672,20.1793,17197314.0
2020-05-30,21.7301,21.7301,19.8672,20.1793,17197314.0
2020-05-31,21.7301,21.7301,19.8672,20.1793,17197314.0
2020-06-01,20.4062,21.8908,20.2483,21.4937,4040107.0
2020-06-02,21.9287,22.5433,21.6686,22.2974,3790687.0
2020-06-03,23.0634,23.5315,22.7608,22.9783,4407107.0
2020-06-04,22.6757,23.7064,21.8814,23.6213,4315444.0
2020-06-05,25.1815,25.4651,23.8388,24.0374,3571922.0
2020-06-06,25.1815,25.4651,23.8388,24.0374,3571922.0
2020-06-07,25.1815,25.4651,23.8388,24.0374,3571922.0
2020-06-08,25.0113,26.477,24.8411,26.165,8622272.0
2020-06-09,25.2477,25.9948,24.6142,25.6922,3929429.0
2020-06-10,25.6733,25.6733,24.0326,24.3116,7105960.0
2020-06-11,22.1367,23.5835,21.9476,22.4676,3474879.0
2020-06-12,23.6213,24.0279,22.7239,23.7159,3650026.0
2020-06-13,23.6213,24.0279,22.7239,23.7159,3650026.0
2020-06-14,23.6213,24.0279,22.7239,23.7159,3650026.0
2020-06-15,22.5622,23.9428,22.3164,23.6591,5992078.0
2020-06-16,25.087,25.2856,23.6814,24.0374,2937161.0
2020-06-17,24.1508,24.4534,23.5267,23.5929,3562945.0
2020-06-18,23.2241,23.8104,22.8648,23.5173,2528308.0
2020-06-19,24.1508,24.1792,22.9877,23.47,30719996.0
2020-06-20,24.1508,24.1792,22.9877,23.47,30719996.0
2020-06-21,24.1508,24.1792,22.9877,23.47,30719996.0
2020-06-22,23.3282,23.7915,22.9783,23.2147,5630274.0
2020-06-23,23.6402,24.0752,23.243,23.3754,6055928.0
2020-06-24,23.0539,23.252,21.4984,22.1178,3181927.0
2020-06-25,21.8908,23.0823,21.6733,23.0823,4071179.0
2020-06-26,22.8175,22.8837,21.3802,21.4937,3463684.0
2020-06-27,22.8175,22.8837,21.3802,21.4937,3463684.0
2020-06-28,22.8175,22.8837,21.3802,21.4937,3463684.0
2020-06-29,21.8246,22.7126,21.7112,22.5433,3142940.0
2020-06-30,22.3447,22.6473,22.1745,22.4771,2614589.0
2020-07-01,22.3258,22.931,21.8246,21.8908,2270877.0
2020-07-02,22.6946,22.9215,22.0894,22.1651,1830502.0
2020-07-03,22.6946,22.9215,22.0894,22.1651,1830502.0
2020-07-04,22.6946,22.9215,22.0894,22.1651,1830502.0
2020-07-05,22.6946,22.9215,22.0894,22.1651,1830502.0
2020-07-06,23.1107,23.9806,23.0823,23.801,5809811.0
2020-07-07,23.3849,23.7537,23.1687,23.262,2321040.0
2020-07-08,23.47,24.2359,23.3471,24.1981,3134562.0
2020-07-09,24.9357,25.0208,23.7348,24.3494,4181447.0
2020-07-10,24.5102,25.087,24.1603,24.9641,3334320.0
2020-07-11,24.5102,25.087,24.1603,24.9641,3334320.0
2020-07-12,24.5102,25.087,24.1603,24.9641,3334320.0
2020-07-13,24.9924,25.3234,24.4061,24.5102,2515606.0
2020-07-14,25.0775,25.9948,24.86,25.8718,5647643.0
2020-07-15,26.8647,27.659,26.4014,27.2997,8868338.0
2020-07-16,27.3092,28.094,26.9971,28.0656,4030228.0
2020-07-17,28.1224,28.2831,27.0633,27.0728,3145410.0
2020-07-18,28.1224,28.2831,27.0633,27.0728,3145410.0
2020-07-19,28.1224,28.2831,27.0633,27.0728,3145410.0
2020-07-20,26.704,27.052,26.2406,26.477,2448293.0
2020-07-21,26.5621,27.0775,26.3352,26.6567,3819663.0
2020-07-22,26.2312,27.1862,26.1555,27.0728,2278242.0
2020-07-23,26.8931,27.8198,26.8553,27.4888,2346064.0
2020-07-24,27.2335,27.678,26.9687,27.4888,2235253.0
2020-07-25,27.2335,27.678,26.9687,27.4888,2235253.0
2020-07-26,27.2335,27.678,26.9687,27.4888,2235253.0
2020-07-27,27.2335,27.7853,27.0866,27.6874,2321922.0
2020-07-28,25.8718,27.8198,24.5669,27.4794,13757208.0
2020-07-29,27.0444,27.7252,26.5905,26.704,4326424.0
2020-07-30,26.0893,26.2974,25.0492,25.1721,3173780.0
2020-07-31,25.0775,25.1154,24.2359,24.6142,3212952.0
2020-08-01,25.0775,25.1154,24.2359,24.6142,3212952.0
2020-08-02,25.0775,25.1154,24.2359,24.6142,3212952.0
2020-08-03,24.756,25.1437,24.3872,24.8506,2253099.0
2020-08-04,24.7938,24.8895,24.1319,24.4913,2784031.0
2020-08-05,24.8317,25.3518,24.6425,25.1815,1917483.0
2020-08-06,25.0302,25.2666,24.5291,24.548,3605856.0
2020-08-07,24.5574,24.8269,24.3116,24.7844,1415801.0
2020-08-08,24.5574,24.8269,24.3116,24.7844,1415801.0
2020-08-09,24.5574,24.8269,24.3116,24.7844,1415801.0
2020-08-10,24.9641,25.8671,24.9641,25.7584,1610017.0
2020-08-11,26.4014,27.0255,26.3446,26.3636,1601715.0
2020-08-12,26.7985,26.8789,25.3612,25.7016,2213751.0
2020-08-13,25.5031,26.9971,25.3612,26.6756,2595417.0
2020-08-14,26.477,26.8174,25.9286,26.4392,1712626.0
2020-08-15,26.477,26.8174,25.9286,26.4392,1712626.0
2020-08-16,26.477,26.8174,25.9286,26.4392,1712626.0
2020-08-17,26.5149,27.1011,26.3446,26.6851,1506107.0
2020-08-18,26.8269,26.9215,26.3919,26.4676,1468704.0
2020-08-19,26.5432,26.8742,26.2501,26.6567,1704058.0
2020-08-20,26.2974,26.6094,25.986,26.3352,1439597.0
2020-08-21,26.2879,26.4959,25.9428,26.1082,1108212.0
2020-08-22,26.2879,26.4959,25.9428,26.1082,1108212.0
2020-08-23,26.2879,26.4959,25.9428,26.1082,1108212.0
2020-08-24,26.7229,27.4415,26.4297,27.2808,1740216.0
2020-08-25,27.4415,27.6685,26.6094,26.7229,1636729.0
2020-08-26,26.8553,26.9404,26.2974,26.5432,1014396.0
2020-08-27,26.7134,27.1484,26.5905,26.6189,1405400.0
2020-08-28,26.6661,26.9498,26.477,26.9026,1794034.0
2020-08-29,26.6661,26.9498,26.477,26.9026,1794034.0
2020-08-30,26.6661,26.9498,26.477,26.9026,1794034.0
2020-08-31,26.704,26.7513,25.9191,26.2028,2404265.0
2020-09-01,25.8435,26.8174,25.2194,26.5243,3189203.0
2020-09-02,26.6472,27.7394,26.2777,27.6496,2446949.0
2020-09-03,27.6118,28.0278,26.6567,26.808,2542965.0
2020-09-04,26.8742,27.1579,25.7867,26.1461,2097615.0
2020-09-05,26.8742,27.1579,25.7867,26.1461,2097615.0
2020-09-06,26.8742,27.1579,25.7867,26.1461,2097615.0
2020-09-07,26.8742,27.1579,25.7867,26.1461,2097615.0
2020-09-08,25.7205,26.912,25.4841,26.5338,2171440.0
2020-09-09,26.8934,27.3618,26.7183,27.2908,1977728.0
2020-09-10,27.5463,27.5558,26.6946,26.723,2032328.0
2020-09-11,26.9407,26.9407,25.9234,26.2688,2557516.0
2020-09-12,26.9407,26.9407,25.9234,26.2688,2557516.0
2020-09-13,26.9407,26.9407,25.9234,26.2688,2557516.0
2020-09-14,26.4959,26.5338,26.0322,26.5148,2189945.0
2020-09-15,26.7609,26.9974,25.7957,25.8146,2104549.0
2020-09-16,25.8335,25.8714,24.9393,25.0197,2666552.0
2020-09-17,24.5277,24.6554,24.2059,24.3857,3775377.0
2020-09-18,24.4425,25.1002,23.7612,23.8842,6132291.0
2020-09-19,24.4425,25.1002,23.7612,23.8842,6132291.0
2020-09-20,24.4425,25.1002,23.7612,23.8842,6132291.0
2020-09-21,23.0609,23.1082,22.3228,22.9757,3211545.0
2020-09-22,22.9947,23.2312,22.5783,22.6729,2544967.0
2020-09-23,22.654,22.9757,22.02,22.0295,2678658.0
2020-09-24,21.9538,22.1809,21.4522,21.8591,3950196.0
2020-09-25,21.6604,22.0105,21.3434,21.5563,4149273.0
2020-09-26,21.6604,22.0105,21.3434,21.5563,4149273.0
2020-09-27,21.6604,22.0105,21.3434,21.5563,4149273.0
2020-09-28,22.3417,22.7676,22.1619,22.6256,2130057.0
2020-09-29,22.5121,22.6824,22.0626,22.3417,1579459.0
2020-09-30,22.5026,23.3069,22.4553,23.2218,3423878.0
2020-10-01,23.3826,23.8085,23.0231,23.8085,2022930.0
2020-10-02,22.9568,24.4993,22.9095,24.4236,2491521.0
2020-10-03,22.9568,24.4993,22.9095,24.4236,2491521.0
2020-10-04,22.9568,24.4993,22.9095,24.4236,2491521.0
2020-10-05,24.8683,25.7105,24.7831,25.5307,3789891.0
2020-10-06,25.9755,26.3445,25.2279,25.332,2183670.0
2020-10-07,25.7957,26.4628,25.4172,26.0796,1731527.0
2020-10-08,26.7609,27.8302,26.6473,27.4233,2910086.0
2020-10-09,27.6031,27.7829,26.4628,26.5148,1851387.0
2020-10-10,27.6031,27.7829,26.4628,26.5148,1851387.0
2020-10-11,27.6031,27.7829,26.4628,26.5148,1851387.0
2020-10-12,26.7325,27.4137,26.6095,27.1205,1642112.0
2020-10-13,27.234,27.234,26.477,26.6757,1557920.0
2020-10-14,26.9123,27.0164,26.4108,26.4202,1521523.0
2020-10-15,25.6632,26.8923,25.578,26.865,1373089.0
2020-10-16,26.9691,27.2246,26.7041,27.0353,1256560.0
2020-10-17,26.9691,27.2246,26.7041,27.0353,1256560.0
2020-10-18,26.9691,27.2246,26.7041,27.0353,1256560.0
2020-10-19,27.1489,27.4044,26.6473,26.6852,1645809.0
2020-10-20,27.1678,27.9721,26.865,27.4044,2369279.0
2020-10-21,27.499,27.9343,27.2435,27.6125,1787137.0
2020-10-22,27.499,28.1992,27.4422,27.9153,2468223.0
2020-10-23,28.0667,28.8595,28.0478,28.4547,3988500.0
2020-10-24,28.0667,28.8595,28.0478,28.4547,3988500.0
2020-10-25,28.0667,28.8595,28.0478,28.4547,3988500.0
2020-10-26,27.9153,28.1235,27.1015,27.4422,2779148.0
2020-10-27,30.3568,35.2017,30.3,33.4984,41540579.0
2020-10-28,33.0063,33.2997,31.6058,32.0411,7265878.0
2020-10-29,32.2493,32.5994,31.691,32.0506,2998631.0
2020-10-30,31.7478,32.1358,30.4514,31.1138,2959743.0
2020-10-31,31.7478,32.1358,30.4514,31.1138,2959743.0
2020-11-01,31.7478,32.1358,30.4514,31.1138,2959743.0
2020-11-02,30.934,32.0317,30.7778,31.2652,1958530.0
2020-11-03,31.8803,32.079,31.3409,31.5396,1568565.0
2020-11-04,31.3504,31.4166,30.5839,31.0475,1894061.0
2020-11-05,31.5775,32.2635,31.1232,31.9938,2580661.0
2020-11-06,32.0317,32.5237,31.4834,31.7951,1287907.0
2020-11-07,32.0317,32.5237,31.4834,31.7951,1287907.0
2020-11-08,32.0317,32.5237,31.4834,31.7951,1287907.0
2020-11-09,33.593,34.615,31.2746,31.3598,2681028.0
2020-11-10,31.3598,34.0283,31.2652,32.836,4194111.0
2020-11-11,32.7792,33.082,31.568,32.467,2491249.0
2020-11-12,32.0979,32.2209,31.239,31.7667,2245652.0
2020-11-13,32.3818,33.4321,32.1831,33.2145,1864417.0
2020-11-14,32.3818,33.4321,32.1831,33.2145,1864417.0
2020-11-15,32.3818,33.4321,32.1831,33.2145,1864417.0
2020-11-16,33.7634,34.0662,33.2145,34.0473,1720177.0
2020-11-17,33.8296,34.246,33.1578,34.2176,1026709.0
2020-11-18,34.3217,34.7286,33.9905,34.0662,1380463.0
2020-11-19,34.0756,35.0314,33.8898,34.9273,1538043.0
2020-11-20,34.8516,35.1733,34.5772,35.1733,1996228.0
2020-11-21,34.8516,35.1733,34.5772,35.1733,1996228.0
2020-11-22,34.8516,35.1733,34.5772,35.1733,1996228.0
2020-11-23,35.6654,38.0588,35.5992,37.6431,3180075.0
2020-11-24,37.9081,39.5735,37.1511,39.2045,3763540.0
2020-11-25,38.6367,39.2613,37.6147,38.7881,1353472.0
2020-11-26,38.6367,39.2613,37.6147,38.7881,1353472.0
2020-11-27,38.7976,39.0152,38.4191,38.6935,710731.0
2020-11-28,38.7976,39.0152,38.4191,38.6935,710731.0
2020-11-29,38.7976,39.0152,38.4191,38.6935,710731.0
2020-11-30,38.6557,38.9206,37.7567,38.1257,1889748.0
2020-12-01,38.7976,38.9253,37.9176,38.3434,2140786.0
2020-12-02,37.8513,38.2298,37.2268,37.5674,1290156.0
2020-12-03,37.8325,38.2491,37.3118,37.397,1285876.0
2020-12-04,37.7095,38.339,37.2077,37.4917,1943328.0
2020-12-05,37.7095,38.339,37.2077,37.4917,1943328.0
2020-12-06,37.7095,38.339,37.2077,37.4917,1943328.0
2020-12-07,37.1793,37.4917,36.526,37.2266,1095023.0
2020-12-08,36.829,37.5296,36.6207,37.2645,1083472.0
2020-12-09,37.3023,38.3816,37.2171,37.6526,1668479.0
2020-12-10,37.1793,37.9337,36.4976,37.0373,1785200.0
2020-12-11,36.7343,36.9899,35.7781,36.0337,1925920.0
2020-12-12,36.7343,36.9899,35.7781,36.0337,1925920.0
2020-12-13,36.7343,36.9899,35.7781,36.0337,1925920.0
2020-12-14,36.2704,36.2704,34.2632,34.3295,2020969.0
2020-12-15,35.0112,35.1059,34.055,34.9828,1834965.0
2020-12-16,35.3047,35.352,34.2538,34.6988,1933524.0
2020-12-17,34.7366,34.765,33.7567,34.4526,3100943.0
2020-12-18,34.5283,34.9354,33.0703,33.8183,6160485.0
2020-12-19,34.5283,34.9354,33.0703,33.8183,6160485.0
2020-12-20,34.5283,34.9354,33.0703,33.8183,6160485.0
2020-12-21,33.0893,33.9697,32.9094,33.6952,1487271.0
2020-12-22,33.9603,34.5662,33.4301,34.3958,3843684.0
2020-12-23,34.7461,36.0716,34.7461,35.5508,1645188.0
2020-12-24,35.4562,35.9106,34.8597,35.1343,408614.0
2020-12-25,35.4562,35.9106,34.8597,35.1343,408614.0
2020-12-26,35.4562,35.9106,34.8597,35.1343,408614.0
2020-12-27,35.4562,35.9106,34.8597,35.1343,408614.0
2020-12-28,35.6076,35.797,35.1153,35.1248,825215.0
2020-12-29,35.4372,35.5698,34.2543,34.5189,1091140.0
2020-12-30,34.7272,35.513,34.6514,35.0396,716473.0
2020-12-31,35.1343,35.2195,34.4621,34.7461,998961.0
2021-01-01,35.1343,35.2195,34.4621,34.7461,998961.0
2021-01-02,35.1343,35.2195,34.4621,34.7461,998961.0
2021-01-03,35.1343,35.2195,34.4621,34.7461,998961.0
2021-01-04,35.0207,35.0207,33.4206,34.2254,1562767.0
2021-01-05,34.1875,34.8313,34.1308,34.4905,1136332.0
2021-01-06,35.068,36.2541,35.0301,36.1946,1569719.0
2021-01-07,36.8952,37.1414,36.3177,36.4503,1520935.0
2021-01-08,37.0278,37.0278,35.939,36.6112,959699.0
2021-01-09,37.0278,37.0278,35.939,36.6112,959699.0
2021-01-10,37.0278,37.0278,35.939,36.6112,959699.0
2021-01-11,35.5508,36.8006,35.5508,36.7627,870864.0
2021-01-12,36.9236,37.5835,36.6803,37.5106,768208.0
2021-01-13,37.3023,38.0598,37.1698,37.5674,1466913.0
2021-01-14,38.0692,39.3757,37.9177,38.6278,2442316.0
2021-01-15,38.1734,38.7414,37.255,38.4574,1358728.0
2021-01-16,38.1734,38.7414,37.255,38.4574,1358728.0
2021-01-17,38.1734,38.7414,37.255,38.4574,1358728.0
2021-01-18,38.1734,38.7414,37.255,38.4574,1358728.0
2021-01-19,39.3568,39.8586,38.3911,39.8018,1322337.0
2021-01-20,40.4077,41.1557,39.9533,40.3036,1655937.0
2021-01-21,40.1142,40.6255,39.2905,39.7071,1131275.0
2021-01-22,39.4515,39.8207,38.8929,39.1485,993593.0
2021-01-23,39.4515,39.8207,38.8929,39.1485,993593.0
2021-01-24,39.4515,39.8207,38.8929,39.1485,993593.0
2021-01-25,39.1769,39.5367,37.6053,37.8136,1512660.0
2021-01-26,38.0976,39.1769,38.0124,39.0823,1831628.0
2021-01-27,38.3817,40.2184,38.1544,39.4231,2885139.0
2021-01-28,39.8586,40.9284,38.6657,38.8834,1628949.0
2021-01-29,38.429,38.7225,37.4444,37.9556,2415564.0
2021-01-30,38.429,38.7225,37.4444,37.9556,2415564.0
2021-01-31,38.429,38.7225,37.4444,37.9556,2415564.0
2021-02-01,38.3627,38.7604,37.2077,38.0124,2183235.0
2021-02-02,32.275,33.8893,29.5389,31.4892,14431255.0
2021-02-03,31.8017,32.3697,30.6088,31.2525,6430748.0
2021-02-04,31.1579,31.2431,30.1638,30.3531,5356817.0
2021-02-05,30.7318,32.9662,30.0786,31.8963,7829868.0
2021-02-06,30.7318,32.9662,30.0786,31.8963,7829868.0
2021-02-07,30.7318,32.9662,30.0786,31.8963,7829868.0
2021-02-08,32.6632,33.7047,32.4171,33.5532,3705494.0
2021-02-09,33.5532,34.9638,32.9662,34.4526,3033010.0
2021-02-10,34.3674,34.8786,33.61,33.6952,2336251.0
2021-02-11,33.7899,34.2348,33.2123,33.7141,3525320.0
2021-02-12,33.4301,34.7661,33.4301,34.4242,1430190.0
2021-02-13,33.4301,34.7661,33.4301,34.4242,1430190.0
2021-02-14,33.4301,34.7661,33.4301,34.4242,1430190.0
2021-02-15,33.4301,34.7661,33.4301,34.4242,1430190.0
2021-02-16,34.8881,35.0633,33.8845,34.0928,1862010.0
2021-02-17,33.6573,33.8845,32.9508,33.1271,1515724.0
2021-02-18,33.1366,33.9319,32.9946,33.2123,1677029.0
2021-02-19,33.6857,34.3011,33.4822,34.055,1165530.0
2021-02-20,33.6857,34.3011,33.4822,34.055,1165530.0
2021-02-21,33.6857,34.3011,33.4822,34.055,1165530.0
2021-02-22,33.9413,34.6223,33.5816,33.6194,1825639.0
2021-02-23,33.2218,34.0928,32.2372,34.0928,1911370.0
2021-02-24,34.3769,35.636,33.9035,35.4467,1878430.0
2021-02-25,35.2384,35.6739,33.4206,33.61,1629425.0
2021-02-26,33.4301,34.197,32.739,33.7709,1121045.0
2021-02-27,33.4301,34.197,32.739,33.7709,1121045.0
2021-02-28,33.4301,34.197,32.739,33.7709,1121045.0
2021-03-01,34.2653,35.064,34.0181,34.3509,1172745.0
2021-03-02,34.4745,34.8358,33.8755,34.2653,1266831.0
2021-03-03,34.5315,35.6344,34.3176,34.7312,1514160.0
2021-03-04,34.465,34.8738,32.7156,33.3906,1944890.0
2021-03-05,33.9991,34.3699,31.993,33.248,2538628.0
2021-03-06,33.9991,34.3699,31.993,33.248,2538628.0
2021-03-07,33.9991,34.3699,31.993,33.248,2538628.0
2021-03-08,33.4762,35.3302,33.4762,35.0259,2162822.0
2021-03-09,35.14,35.2825,33.9516,34.3604,1437437.0
2021-03-10,34.6932,35.0164,34.2243,34.4079,1584081.0
2021-03-11,34.5791,35.5156,34.2368,35.083,1240902.0
2021-03-12,34.9879,36.9084,34.9879,36.8038,1945704.0
2021-03-13,34.9879,36.9084,34.9879,36.8038,1945704.0
2021-03-14,34.9879,36.9084,34.9879,36.8038,1945704.0
2021-03-15,37.032,37.1366,35.6154,35.9672,2388792.0
2021-03-16,35.8911,36.2049,34.8928,34.9118,1150866.0
2021-03-17,34.8928,35.2256,34.1702,35.083,1318833.0
2021-03-18,34.8643,35.4918,34.194,34.3224,1056437.0
2021-03-19,34.2083,34.3604,33.1815,33.5142,2621042.0
2021-03-20,34.2083,34.3604,33.1815,33.5142,2621042.0
2021-03-21,34.2083,34.3604,33.1815,33.5142,2621042.0
2021-03-22,33.5142,34.0276,33.1624,33.5332,1477159.0
2021-03-23,33.2765,33.5237,31.993,32.2877,1659415.0
2021-03-24,32.7821,33.191,31.6983,31.8124,2435539.0
2021-03-25,31.3465,33.885,31.2514,33.6568,2410530.0
2021-03-26,33.6758,34.6646,33.5998,34.6076,1390970.0
2021-03-27,33.6758,34.6646,33.5998,34.6076,1390970.0
2021-03-28,33.6758,34.6646,33.5998,34.6076,1390970.0
2021-03-29,34.3604,35.2351,34.3225,34.7407,1569189.0
2021-03-30,34.7597,35.796,34.7407,35.6819,1370460.0
2021-03-31,38.4011,38.7909,37.7451,38.1254,3685275.0
2021-04-01,38.23,38.3916,37.1746,37.9923,1541777.0
2021-04-02,38.23,38.3916,37.1746,37.9923,1541777.0
2021-04-03,38.23,38.3916,37.1746,37.9923,1541777.0
2021-04-04,38.23,38.3916,37.1746,37.9923,1541777.0
2021-04-05,38.1634,38.867,37.9543,38.7434,1866160.0
2021-04-06,38.5247,39.561,38.3346,38.9335,1401878.0
2021-04-07,38.6198,39.0191,38.3631,38.5342,938123.0
2021-04-08,38.5532,38.7339,37.8307,38.5913,888318.0
2021-04-09,39.8748,40.8636,39.561,39.9794,2218255.0
2021-04-10,39.8748,40.8636,39.561,39.9794,2218255.0
2021-04-11,39.8748,40.8636,39.561,39.9794,2218255.0
2021-04-12,39.9508,40.0269,39.2615,39.8843,1274391.0
2021-04-13,39.6276,39.9508,38.7719,38.9811,1741595.0
2021-04-14,40.1315,41.0632,38.5057,38.7149,4550862.0
2021-04-15,38.7434,39.0476,37.7261,38.4487,2513892.0
2021-04-16,38.7434,39.2188,38.2395,38.3916,2183437.0
2021-04-17,38.7434,39.2188,38.2395,38.3916,2183437.0
2021-04-18,38.7434,39.2188,38.2395,38.3916,2183437.0
2021-04-19,42.7556,44.1532,41.4626,42.1091,17435311.0
2021-04-20,42.5844,45.1848,42.4038,43.9155,6849201.0
2021-04-21,43.9726,45.2276,43.4591,45.142,2535476.0
2021-04-22,45.142,45.817,44.4955,45.7029,2663503.0
2021-04-23,44.562,45.7219,44.3814,45.6459,3020440.0
2021-04-24,44.562,45.7219,44.3814,45.6459,3020440.0
2021-04-25,44.562,45.7219,44.3814,45.6459,3020440.0
2021-04-26,46.1118,46.435,45.7315,45.8455,2147472.0
2021-04-27,45.9026,46.8914,45.7029,46.7868,1676827.0
2021-04-28,46.5301,47.6758,46.0832,47.4618,3172758.0
2021-04-29,47.7851,48.1749,46.6062,46.6537,2306406.0
2021-04-30,46.1118,46.6014,45.798,45.9882,1545144.0
2021-05-01,46.1118,46.6014,45.798,45.9882,1545144.0
2021-05-02,46.1118,46.6014,45.798,45.9882,1545144.0
2021-05-03,46.3875,46.7012,45.9549,46.2829,1217618.0
2021-05-04,46.1118,46.6157,45.0564,45.5318,1822928.0
2021-05-05,45.9501,47.4618,45.6982,46.8629,3097977.0
