,CBSH US Equity,CBSH US Equity,CBSH US Equity,CBSH US Equity,CBSH US Equity
2021-03-13,65.4539,66.6108,64.8467,66.2334,467675.0
2021-03-14,65.4539,66.6108,64.8467,66.2334,467675.0
2021-03-15,66.5123,66.5123,64.8959,65.659,331012.0
2021-03-16,65.2897,65.4251,64.1,65.2651,308897.0
2021-03-17,65.0764,66.0775,65.0764,65.8805,390764.0
2021-03-18,66.2252,68.1534,65.2651,65.5769,467624.0
2021-03-19,64.9862,66.0282,64.3297,65.1174,1606060.0
2021-03-20,64.9862,66.0282,64.3297,65.1174,1606060.0
2021-03-21,64.9862,66.0282,64.3297,65.1174,1606060.0
2021-03-22,64.7072,64.9123,62.8692,63.0743,365667.0
2021-03-23,62.4589,62.9266,61.5317,61.6384,543148.0
2021-03-24,62.1881,63.1526,61.1707,61.2117,501830.0
2021-03-25,61.0148,62.8035,60.5635,62.6148,327574.0
2021-03-26,63.4189,64.2805,62.902,64.2723,478142.0
2021-03-27,63.4189,64.2805,62.902,64.2723,478142.0
2021-03-28,63.4189,64.2805,62.902,64.2723,478142.0
2021-03-29,63.5256,64.1651,61.8845,62.8692,511625.0
2021-03-30,63.3287,64.3051,63.3287,63.7554,552378.0
2021-03-31,63.2877,63.9605,62.8446,62.861,419843.0
2021-04-01,62.4015,63.3328,62.1594,63.2302,311607.0
2021-04-02,62.4015,63.3328,62.1594,63.2302,311607.0
2021-04-03,62.4015,63.3328,62.1594,63.2302,311607.0
2021-04-04,62.4015,63.3328,62.1594,63.2302,311607.0
2021-04-05,63.903,64.2313,63.2959,63.8128,483990.0
2021-04-06,63.9277,64.2395,63.2302,63.7882,324544.0
2021-04-07,64.1164,64.3215,63.1892,63.6405,363509.0
2021-04-08,63.2959,63.5092,62.5081,63.1646,322803.0
2021-04-09,63.7225,63.7718,63.1153,63.7307,288752.0
2021-04-10,63.7225,63.7718,63.1153,63.7307,288752.0
2021-04-11,63.7225,63.7718,63.1153,63.7307,288752.0
2021-04-12,63.9113,64.4528,63.7554,64.0425,306672.0
2021-04-13,63.8046,63.8738,62.3604,62.5984,379856.0
2021-04-14,62.2538,63.6159,62.1307,63.2466,356714.0
2021-04-15,62.4589,63.0251,61.7286,62.9676,578339.0
2021-04-16,62.7707,63.542,62.6723,63.2959,580148.0
2021-04-17,62.7707,63.542,62.6723,63.2959,580148.0
2021-04-18,62.7707,63.542,62.6723,63.2959,580148.0
2021-04-19,63.583,63.6405,62.3604,62.8856,458612.0
2021-04-20,62.6558,62.6558,60.9409,61.1132,476565.0
2021-04-21,61.3594,62.7544,61.3594,62.4835,405068.0
2021-04-22,62.2784,62.3851,61.2938,61.4415,390733.0
2021-04-23,61.7861,63.8784,61.2527,63.3697,450386.0
2021-04-24,61.7861,63.8784,61.2527,63.3697,450386.0
2021-04-25,61.7861,63.8784,61.2527,63.3697,450386.0
2021-04-26,63.903,64.2149,63.5584,63.7143,379862.0
2021-04-27,64.1738,64.3625,63.5584,63.9646,721530.0
2021-04-28,64.1082,64.2395,63.1359,63.6815,1554928.0
2021-04-29,63.9441,65.4457,63.9441,65.1256,439926.0
2021-04-30,64.5677,65.1995,63.7184,63.8456,1057775.0
2021-05-01,64.5677,65.1995,63.7184,63.8456,1057775.0
2021-05-02,64.5677,65.1995,63.7184,63.8456,1057775.0
2021-05-03,64.6415,64.7482,63.1153,64.2641,454469.0
2021-05-04,64.0836,65.3472,63.6487,65.3472,340944.0
2021-05-05,65.3882,65.6344,64.5677,65.5277,318960.0
2021-05-06,65.5113,66.2826,64.2887,66.258,367397.0
2021-05-07,65.2241,65.8641,64.822,65.6344,321365.0
2021-05-08,65.2241,65.8641,64.822,65.6344,321365.0
2021-05-09,65.2241,65.8641,64.822,65.6344,321365.0
2021-05-10,66.1103,66.619,65.3472,65.3718,333682.0
2021-05-11,65.019,65.979,64.5759,64.7974,469822.0
2021-05-12,65.5687,65.6344,62.9841,63.0661,402168.0
2021-05-13,62.8199,65.5605,62.8199,65.019,422921.0
2021-05-14,65.5687,65.9051,64.8795,65.741,296208.0
2021-05-15,65.5687,65.9051,64.8795,65.741,296208.0
2021-05-16,65.5687,65.9051,64.8795,65.741,296208.0
2021-05-17,65.4457,65.741,65.0518,65.4785,216599.0
2021-05-18,65.2733,65.6508,64.0672,64.1082,324430.0
2021-05-19,63.4436,64.0836,62.7625,64.0836,342760.0
2021-05-20,63.583,64.1246,63.3615,63.8948,268843.0
2021-05-21,64.3461,65.3144,64.1738,64.7318,216489.0
2021-05-22,64.3461,65.3144,64.1738,64.7318,216489.0
2021-05-23,64.3461,65.3144,64.1738,64.7318,216489.0
2021-05-24,64.7892,64.7892,63.6897,64.1164,308502.0
2021-05-25,64.059,64.4036,62.8856,63.0743,666059.0
2021-05-26,62.943,63.7636,62.4753,63.3943,1459420.0
2021-05-27,64.1738,64.4938,63.6159,63.7554,405308.0
2021-05-28,63.7554,64.0097,63.1153,63.903,519240.0
2021-05-29,63.7554,64.0097,63.1153,63.903,519240.0
2021-05-30,63.7554,64.0097,63.1153,63.903,519240.0
2021-05-31,63.7554,64.0097,63.1153,63.903,519240.0
2021-06-01,64.3297,64.5513,63.6446,64.1,428857.0
2021-06-02,64.4774,64.4774,63.5912,63.6569,338126.0
2021-06-03,63.7413,64.3506,63.3543,63.4367,330525.0
2021-06-04,63.1979,63.3708,62.8192,63.2308,339279.0
2021-06-05,63.1979,63.3708,62.8192,63.2308,339279.0
2021-06-06,63.1979,63.3708,62.8192,63.2308,339279.0
2021-06-07,63.5437,63.8319,62.7945,62.9262,275560.0
2021-06-08,62.7616,62.9592,62.0617,62.7369,383086.0
2021-06-09,62.3581,63.025,61.79,62.7369,389371.0
2021-06-10,63.4778,64.2024,61.5677,61.6418,565538.0
2021-06-11,61.8559,62.424,61.7242,61.93,300820.0
2021-06-12,61.8559,62.424,61.7242,61.93,300820.0
2021-06-13,61.8559,62.424,61.7242,61.93,300820.0
2021-06-14,61.9547,62.1194,60.835,61.2467,348917.0
2021-06-15,61.4772,63.0909,61.2302,62.2017,379472.0
2021-06-16,61.8971,62.8521,60.9997,62.4487,396377.0
2021-06-17,62.8357,62.8357,60.0528,60.1187,367177.0
2021-06-18,59.2213,59.7811,58.2004,58.2251,1006027.0
2021-06-19,59.2213,59.7811,58.2004,58.2251,1006027.0
2021-06-20,59.2213,59.7811,58.2004,58.2251,1006027.0
2021-06-21,59.1143,60.4892,58.6779,60.4233,481023.0
2021-06-22,60.6621,61.1396,59.8305,60.7527,649341.0
2021-06-23,60.7527,61.1973,60.481,60.6209,1533814.0
2021-06-24,60.5551,61.189,60.0737,61.1396,294435.0
2021-06-25,61.2631,62.918,61.1973,62.424,781882.0
2021-06-26,61.2631,62.918,61.1973,62.424,781882.0
2021-06-27,61.2631,62.918,61.1973,62.424,781882.0
2021-06-28,62.0041,62.1852,60.8515,61.189,395636.0
2021-06-29,61.5019,62.4405,61.1067,61.3207,282230.0
2021-06-30,61.0655,61.8271,60.9997,61.3866,488005.0
2021-07-01,61.6995,62.3087,61.2137,61.8394,405580.0
2021-07-02,61.8394,61.9218,61.3372,61.7983,384121.0
2021-07-03,61.8394,61.9218,61.3372,61.7983,384121.0
2021-07-04,61.8394,61.9218,61.3372,61.7983,384121.0
2021-07-05,61.8394,61.9218,61.3372,61.7983,384121.0
2021-07-06,61.543,61.5513,59.8758,60.0858,387958.0
2021-07-07,59.5341,60.5386,59.4436,59.6494,447253.0
2021-07-08,58.7355,59.5341,58.2909,58.6532,395227.0
2021-07-09,59.6659,60.8844,59.4765,60.8103,442491.0
2021-07-10,59.6659,60.8844,59.4765,60.8103,442491.0
2021-07-11,59.6659,60.8844,59.4765,60.8103,442491.0
2021-07-12,60.1599,60.8432,59.8717,60.728,282986.0
2021-07-13,60.5139,60.5464,59.4592,59.7894,288421.0
2021-07-14,59.6906,60.4563,59.1637,59.6906,334624.0
2021-07-15,59.2542,61.0244,59.139,60.8103,451081.0
2021-07-16,61.3043,61.4607,59.8223,59.8552,354599.0
2021-07-17,61.3043,61.4607,59.8223,59.8552,354599.0
2021-07-18,61.3043,61.4607,59.8223,59.8552,354599.0
2021-07-19,58.8014,60.0199,58.1757,58.4474,580804.0
2021-07-20,58.4474,60.7856,58.4474,59.5588,566454.0
2021-07-21,59.9787,61.5101,58.8261,59.9293,423966.0
2021-07-22,60.4069,60.4069,57.7064,58.2004,623981.0
2021-07-23,58.3239,59.2748,58.3239,59.139,289352.0
2021-07-24,58.3239,59.2748,58.3239,59.139,289352.0
2021-07-25,58.3239,59.2748,58.3239,59.139,289352.0
2021-07-26,59.1966,60.0775,59.1966,59.4683,348106.0
2021-07-27,58.8426,59.9293,58.2333,59.6576,322231.0
2021-07-28,59.8223,60.2834,59.0237,59.4107,744356.0
2021-07-29,59.7647,60.1516,58.3897,59.1225,1119917.0
2021-07-30,58.892,59.8429,58.1757,58.2333,949696.0
2021-07-31,58.892,59.8429,58.1757,58.2333,949696.0
2021-08-01,58.892,59.8429,58.1757,58.2333,949696.0
2021-08-02,58.4885,59.5753,57.4347,57.4512,462108.0
2021-08-03,57.6734,57.8216,55.9527,56.3973,1935990.0
2021-08-04,55.821,56.4261,55.5575,56.2738,799798.0
2021-08-05,56.5537,57.1712,56.2738,56.7678,472555.0
2021-08-06,57.3935,58.5215,57.3935,58.3074,508861.0
2021-08-07,57.3935,58.5215,57.3935,58.3074,508861.0
2021-08-08,57.3935,58.5215,57.3935,58.3074,508861.0
2021-08-09,58.2415,58.9414,57.6734,58.4227,635058.0
2021-08-10,58.258,58.8755,58.1368,58.6285,305120.0
2021-08-11,58.6697,59.2295,58.4227,59.1801,254621.0
2021-08-12,59.6247,59.6247,58.4556,58.5544,255810.0
2021-08-13,58.4144,58.752,57.7146,57.8628,222724.0
2021-08-14,58.4144,58.752,57.7146,57.8628,222724.0
2021-08-15,58.4144,58.752,57.7146,57.8628,222724.0
2021-08-16,57.5747,58.0563,57.0724,57.8957,361757.0
2021-08-17,57.5088,57.8793,56.9777,57.3524,291547.0
2021-08-18,57.0148,57.7105,56.6937,56.7596,244980.0
2021-08-19,56.3397,57.1259,56.1668,56.5784,383256.0
2021-08-20,56.6855,57.8669,56.4549,57.5582,634059.0
2021-08-21,56.6855,57.8669,56.4549,57.5582,634059.0
2021-08-22,56.6855,57.8669,56.4549,57.5582,634059.0
2021-08-23,57.5253,58.2004,57.5253,57.8628,295186.0
2021-08-24,58.0522,58.2909,57.6817,58.011,361887.0
2021-08-25,58.011,58.9908,57.9698,58.398,385700.0
2021-08-26,58.3568,58.5997,57.2536,57.303,265998.0
2021-08-27,57.4018,58.398,57.3194,58.3897,457864.0
2021-08-28,57.4018,58.398,57.3194,58.3897,457864.0
2021-08-29,57.4018,58.398,57.3194,58.3897,457864.0
2021-08-30,58.3403,58.4062,57.5664,57.7805,281551.0
2021-08-31,58.0769,58.5292,57.7805,58.2251,367211.0
2021-09-01,58.398,58.5215,57.6323,57.7805,275311.0
2021-09-02,57.7558,58.5009,57.6734,58.3815,444537.0
2021-09-03,58.5819,58.8711,58.2844,58.2844,267725.0
2021-09-04,58.5819,58.8711,58.2844,58.2844,267725.0
2021-09-05,58.5819,58.8711,58.2844,58.2844,267725.0
2021-09-06,58.5819,58.8711,58.2844,58.2844,267725.0
2021-09-07,58.4249,58.8711,57.3175,57.4167,385456.0
2021-09-08,57.1853,57.4415,56.8135,56.9787,231718.0
2021-09-09,56.7556,57.5655,56.6151,56.8796,243048.0
2021-09-10,57.0448,57.0862,56.078,56.1441,340539.0
2021-09-11,57.0448,57.0862,56.078,56.1441,340539.0
2021-09-12,57.0448,57.0862,56.078,56.1441,340539.0
2021-09-13,56.4416,57.0201,55.9292,56.0862,342142.0
2021-09-14,56.1606,56.3755,54.6814,54.8797,599963.0
2021-09-15,55.0367,55.8011,55.0367,55.2599,580710.0
2021-09-16,55.516,55.6235,54.3426,54.8549,470345.0
2021-09-17,54.9706,55.4086,54.6814,55.0367,1162347.0
2021-09-18,54.9706,55.4086,54.6814,55.0367,1162347.0
2021-09-19,54.9706,55.4086,54.6814,55.0367,1162347.0
2021-09-20,53.8798,54.7475,53.6319,54.6731,439387.0
2021-09-21,54.9211,55.1855,54.3715,54.5657,383727.0
2021-09-22,54.9789,55.4251,54.4418,54.9872,429238.0
2021-09-23,55.4417,56.6317,55.1607,56.268,417039.0
2021-09-24,56.0945,56.9539,55.8383,56.7887,543474.0
2021-09-25,56.0945,56.9539,55.8383,56.7887,543474.0
2021-09-26,56.0945,56.9539,55.8383,56.7887,543474.0
2021-09-27,57.3506,58.648,57.3506,58.3175,423455.0
2021-09-28,57.2184,58.9951,57.1192,58.2431,430679.0
2021-09-29,58.2348,58.9703,57.8464,58.7389,235763.0
2021-09-30,59.0282,59.0282,57.5737,57.582,368033.0
2021-10-01,57.8464,59.0199,57.1399,58.6067,360407.0
2021-10-02,57.8464,59.0199,57.1399,58.6067,360407.0
2021-10-03,57.8464,59.0199,57.1399,58.6067,360407.0
2021-10-04,58.7224,59.0529,57.8966,58.5984,415710.0
2021-10-05,58.7802,59.2513,58.2431,58.4249,318053.0
2021-10-06,58.2018,58.6315,57.1688,58.2844,248032.0
2021-10-07,58.9703,59.21,58.7141,59.0282,196451.0
2021-10-08,59.0695,59.2182,58.7224,58.9868,345894.0
2021-10-09,59.0695,59.2182,58.7224,58.9868,345894.0
2021-10-10,59.0695,59.2182,58.7224,58.9868,345894.0
2021-10-11,59.1521,59.2595,57.8878,57.9125,240075.0
2021-10-12,57.6977,58.0572,57.3671,57.5489,237211.0
2021-10-13,57.7142,57.8208,56.268,57.2266,273171.0
2021-10-14,57.7307,58.5406,57.4002,58.5241,196706.0
2021-10-15,59.0695,59.3628,58.7844,58.8711,335666.0
2021-10-16,59.0695,59.3628,58.7844,58.8711,335666.0
2021-10-17,59.0695,59.3628,58.7844,58.8711,335666.0
2021-10-18,58.5323,59.4992,58.5323,59.1686,355279.0
2021-10-19,58.9455,59.5901,58.5241,58.9868,361644.0
2021-10-20,59.1852,59.8876,58.7389,59.8876,262113.0
2021-10-21,59.8132,59.8132,58.7802,59.0116,284632.0
2021-10-22,59.0034,59.8297,58.9951,59.6314,326235.0
2021-10-23,59.0034,59.8297,58.9951,59.6314,326235.0
2021-10-24,59.0034,59.8297,58.9951,59.6314,326235.0
2021-10-25,60.057,60.1272,59.5818,59.8215,245267.0
2021-10-26,59.9289,59.9289,59.243,59.4083,236506.0
2021-10-27,58.9951,58.9951,57.2432,57.2928,460471.0
2021-10-28,57.4498,58.3051,57.4002,58.1605,269331.0
2021-10-29,58.21,58.7183,58.2019,58.2679,465856.0
2021-10-30,58.21,58.7183,58.2019,58.2679,465856.0
2021-10-31,58.21,58.7183,58.2019,58.2679,465856.0
2021-11-01,58.458,60.0198,57.8588,59.9372,308159.0
2021-11-02,59.995,60.4247,58.1191,60.0281,337640.0
2021-11-03,59.7471,62.0444,59.3918,61.78,388799.0
2021-11-04,61.5982,61.5982,60.2966,60.6231,313019.0
2021-11-05,61.0445,61.8172,60.904,61.1437,278632.0
2021-11-06,61.0445,61.8172,60.904,61.1437,278632.0
2021-11-07,61.0445,61.8172,60.904,61.1437,278632.0
2021-11-08,60.6644,61.5569,60.6479,60.8627,254974.0
2021-11-09,60.433,60.8544,59.9124,60.4826,311905.0
2021-11-10,60.5652,61.2346,60.5652,61.1437,274667.0
2021-11-11,61.2346,61.5941,60.4413,61.0858,257267.0
2021-11-12,61.185,61.4908,60.5239,60.8131,220205.0
2021-11-13,61.185,61.4908,60.5239,60.8131,220205.0
2021-11-14,61.185,61.4908,60.5239,60.8131,220205.0
2021-11-15,61.2346,61.6147,61.0528,61.1354,287078.0
2021-11-16,61.1189,61.3172,60.6892,60.9536,331229.0
2021-11-17,61.3999,61.3999,59.8958,60.5652,248107.0
2021-11-18,60.4495,60.7513,60.1603,60.3751,247674.0
2021-11-19,59.8049,60.1066,59.2595,59.7554,277853.0
2021-11-20,59.8049,60.1066,59.2595,59.7554,277853.0
2021-11-21,59.8049,60.1066,59.2595,59.7554,277853.0
2021-11-22,60.1438,61.4618,60.1438,60.9619,237487.0
2021-11-23,60.9619,61.5486,60.9619,61.4577,249659.0
2021-11-24,61.2346,61.7469,60.7801,61.2015,218450.0
2021-11-25,61.2346,61.7469,60.7801,61.2015,218450.0
2021-11-26,59.3587,60.9453,58.0448,58.3092,327904.0
2021-11-27,59.3587,60.9453,58.0448,58.3092,327904.0
2021-11-28,59.3587,60.9453,58.0448,58.3092,327904.0
2021-11-29,59.1769,59.2719,58.3257,58.7472,300421.0
2021-11-30,58.0448,58.5406,57.5324,57.6812,652047.0
2021-12-01,57.6671,59.2883,56.7961,56.8309,499043.0
2021-12-02,57.519,59.3742,56.7874,58.2767,451078.0
2021-12-03,58.2767,58.5032,57.1706,57.6409,409933.0
2021-12-04,58.2767,58.5032,57.1706,57.6409,409933.0
2021-12-05,58.2767,58.5032,57.1706,57.6409,409933.0
2021-12-06,58.7122,60.7024,58.7122,59.9316,473021.0
2021-12-07,60.5239,60.6196,59.3219,59.7661,312155.0
2021-12-08,59.618,59.949,59.2522,59.5919,222091.0
2021-12-09,59.2522,59.6268,58.8211,59.3045,389775.0
2021-12-10,59.4526,59.6529,58.5468,59.5048,264376.0
2021-12-11,59.4526,59.6529,58.5468,59.5048,264376.0
2021-12-12,59.4526,59.6529,58.5468,59.5048,264376.0
2021-12-13,59.2697,59.4787,58.7163,58.9822,432051.0
2021-12-14,59.0606,60.5587,59.0606,59.2435,327064.0
2021-12-15,59.4003,59.8576,58.9286,59.4787,369844.0
2021-12-16,59.9664,60.6719,59.5571,59.9577,512433.0
2021-12-17,59.8271,60.3235,58.8951,59.2348,1563935.0
2021-12-18,59.8271,60.3235,58.8951,59.2348,1563935.0
2021-12-19,59.8271,60.3235,58.8951,59.2348,1563935.0
2021-12-20,58.4248,59.0606,57.1009,57.7629,1652932.0
2021-12-21,58.3551,59.0519,58.2942,58.5293,532684.0
2021-12-22,58.4684,58.9735,58.2034,58.93,281800.0
2021-12-23,59.3306,59.9229,58.8777,59.3219,190669.0
2021-12-24,59.3306,59.9229,58.8777,59.3219,190669.0
2021-12-25,59.3306,59.9229,58.8777,59.3219,190669.0
2021-12-26,59.3306,59.9229,58.8777,59.3219,190669.0
2021-12-27,59.2174,59.5135,58.6338,59.5135,255908.0
2021-12-28,59.6616,60.2539,59.274,59.949,242479.0
2021-12-29,60.1406,60.5064,59.4395,60.219,258931.0
2021-12-30,60.1929,60.7851,59.9316,60.0274,211007.0
2021-12-31,60.0622,60.3148,59.8097,59.8706,238315.0
2022-01-01,60.0622,60.3148,59.8097,59.8706,238315.0
2022-01-02,60.0622,60.3148,59.8097,59.8706,238315.0
2022-01-03,60.2887,60.9681,59.7487,60.489,403014.0
2022-01-04,60.5326,62.4226,60.5326,61.9523,399367.0
2022-01-05,62.0481,62.4313,61.1945,61.2468,342261.0
2022-01-06,61.8913,62.8885,61.7432,62.7361,307884.0
2022-01-07,63.0584,63.999,62.5794,63.9032,416534.0
2022-01-08,63.0584,63.999,62.5794,63.9032,416534.0
2022-01-09,63.0584,63.999,62.5794,63.9032,416534.0
2022-01-10,64.3387,64.4258,63.5388,63.9381,465869.0
2022-01-11,64.2255,64.2255,62.9317,63.8771,601730.0
2022-01-12,63.7465,64.1819,63.1106,63.5548,520856.0
2022-01-13,63.6506,64.228,63.4155,63.5113,263101.0
2022-01-14,63.1368,65.0181,62.6055,64.8874,532909.0
2022-01-15,63.1368,65.0181,62.6055,64.8874,532909.0
2022-01-16,63.1368,65.0181,62.6055,64.8874,532909.0
2022-01-17,63.1368,65.0181,62.6055,64.8874,532909.0
2022-01-18,64.8787,65.079,63.5113,63.7203,396681.0
2022-01-19,64.0426,64.0426,61.3948,61.4297,413324.0
2022-01-20,61.6126,62.3311,59.9839,60.0187,532203.0
2022-01-21,59.9055,60.8461,59.0998,59.2261,484637.0
2022-01-22,59.9055,60.8461,59.0998,59.2261,484637.0
2022-01-23,59.9055,60.8461,59.0998,59.2261,484637.0
2022-01-24,58.2767,60.8897,58.2158,60.7155,544806.0
2022-01-25,60.4106,60.9114,58.8777,60.158,568541.0
2022-01-26,60.3061,61.2032,58.538,59.4264,406714.0
2022-01-27,59.6355,60.6371,58.0133,58.3377,313619.0
2022-01-28,58.3464,59.2087,57.728,59.1913,348404.0
2022-01-29,58.3464,59.2087,57.728,59.1913,348404.0
2022-01-30,58.3464,59.2087,57.728,59.1913,348404.0
2022-01-31,58.7035,60.2277,58.2767,60.0187,849153.0
2022-02-01,59.949,61.286,59.4787,61.1597,464068.0
2022-02-02,61.0552,61.151,60.2016,60.5935,396014.0
2022-02-03,60.7068,61.1335,59.9751,60.219,1468963.0
2022-02-04,60.5674,61.5081,60.4193,61.0377,309955.0
2022-02-05,60.5674,61.5081,60.4193,61.0377,309955.0
2022-02-06,60.5674,61.5081,60.4193,61.0377,309955.0
2022-02-07,61.0552,61.7258,60.7677,61.36,294225.0
2022-02-08,62.0132,63.2674,62.0132,63.0061,450259.0
2022-02-09,62.7187,63.3284,62.3616,62.6316,295983.0
2022-02-10,62.5794,63.0584,61.9697,62.1961,370449.0
2022-02-11,61.9871,63.4677,61.8477,62.4139,561303.0
2022-02-12,61.9871,63.4677,61.8477,62.4139,561303.0
2022-02-13,61.9871,63.4677,61.8477,62.4139,561303.0
2022-02-14,62.7013,63.2935,61.63,61.7693,701183.0
2022-02-15,62.2571,63.0497,61.9441,62.5271,376142.0
2022-02-16,61.8652,63.1404,61.8652,62.7971,394828.0
2022-02-17,62.379,62.3964,61.5037,61.7519,478649.0
2022-02-18,61.7955,62.7971,61.6779,62.0045,366480.0
2022-02-19,61.7955,62.7971,61.6779,62.0045,366480.0
2022-02-20,61.7955,62.7971,61.6779,62.0045,366480.0
2022-02-21,61.7955,62.7971,61.6779,62.0045,366480.0
2022-02-22,61.6648,62.231,61.1422,61.4471,463311.0
2022-02-23,61.7781,62.3442,60.4803,60.7851,431097.0
2022-02-24,59.0171,59.9142,57.9197,59.6442,696454.0
2022-02-25,60.2887,62.5184,60.2887,62.3529,416895.0
2022-02-26,60.2887,62.5184,60.2887,62.3529,416895.0
2022-02-27,60.2887,62.5184,60.2887,62.3529,416895.0
2022-02-28,60.9942,62.7361,60.2495,62.5184,551923.0
2022-03-01,62.0132,62.0829,59.1129,59.8184,565655.0
2022-03-02,60.28,62.7884,60.2669,62.0481,382037.0
2022-03-03,62.1787,62.6403,61.7606,62.2745,381722.0
2022-03-04,61.1161,61.4471,59.5919,60.4368,631366.0
2022-03-05,61.1161,61.4471,59.5919,60.4368,631366.0
2022-03-06,61.1161,61.4471,59.5919,60.4368,631366.0
2022-03-07,60.1002,61.7001,60.0302,60.4324,809912.0
2022-03-08,61.0619,61.9362,60.24,60.3012,875589.0
2022-03-09,61.9275,62.5307,61.5515,62.0936,380009.0
2022-03-10,61.3854,62.3471,61.193,61.6827,311307.0
2022-03-11,62.216,63.134,61.7176,62.0149,355876.0
2022-03-12,62.216,63.134,61.7176,62.0149,355876.0
2022-03-13,62.216,63.134,61.7176,62.0149,355876.0
2022-03-14,62.452,63.7198,61.8969,62.1898,318227.0
2022-03-15,62.4958,62.9154,61.8488,62.5657,410886.0
2022-03-16,62.8805,64.0695,62.4695,63.5362,385205.0
2022-03-17,62.8193,63.3089,62.1215,63.0466,421675.0
2022-03-18,62.8455,62.8455,61.4029,62.1898,774188.0
2022-03-19,62.8455,62.8455,61.4029,62.1898,774188.0
2022-03-20,62.8455,62.8455,61.4029,62.1898,774188.0
2022-03-21,63.746,63.8247,62.299,63.0728,407714.0
2022-03-22,63.2914,64.1744,63.0291,63.475,403298.0
2022-03-23,63.1253,63.1952,61.8881,61.9362,345640.0
2022-03-24,62.2859,62.7318,61.7701,62.5482,329416.0
2022-03-25,62.7318,63.7373,62.6094,63.7023,265399.0
2022-03-26,62.7318,63.7373,62.6094,63.7023,265399.0
2022-03-27,62.7318,63.7373,62.6094,63.7023,265399.0
2022-03-28,63.3438,63.5012,62.557,63.4575,317268.0
2022-03-29,63.7373,64.6203,63.5449,64.1832,340613.0
2022-03-30,64.1832,64.393,62.7056,63.2477,460827.0
2022-03-31,63.0641,63.7548,62.5919,62.5919,474194.0
2022-04-01,63.1602,63.4619,62.3471,62.6182,567662.0
2022-04-02,63.1602,63.4619,62.3471,62.6182,567662.0
2022-04-03,63.1602,63.4619,62.3471,62.6182,567662.0
2022-04-04,62.3996,62.3996,60.9745,62.0499,282975.0
2022-04-05,60.5854,62.6182,60.5854,61.569,479524.0
2022-04-06,61.4378,62.6182,61.2848,62.0848,551620.0
2022-04-07,62.2684,62.2684,60.7297,61.0794,410366.0
2022-04-08,61.1581,61.4116,60.6335,60.7122,551760.0
2022-04-09,61.1581,61.4116,60.6335,60.7122,551760.0
2022-04-10,61.1581,61.4116,60.6335,60.7122,551760.0
2022-04-11,60.8433,61.84,60.7646,61.1581,339722.0
2022-04-12,61.0706,61.6302,60.0389,60.3712,308792.0
2022-04-13,60.2838,61.7395,59.7679,61.6914,396778.0
2022-04-14,61.6652,62.4258,61.0444,61.499,413526.0
2022-04-15,61.6652,62.4258,61.0444,61.499,413526.0
2022-04-16,61.6652,62.4258,61.0444,61.499,413526.0
2022-04-17,61.6652,62.4258,61.0444,61.499,413526.0
2022-04-18,61.9712,62.4171,61.298,61.6127,460533.0
2022-04-19,62.3296,63.7111,61.2717,63.4925,611512.0
2022-04-20,63.7373,64.7733,63.5362,63.8684,433945.0
2022-04-21,64.5766,64.9832,63.4881,63.8072,566770.0
2022-04-22,63.9733,63.9733,62.3821,62.5132,534726.0
2022-04-23,63.9733,63.9733,62.3821,62.5132,534726.0
2022-04-24,63.9733,63.9733,62.3821,62.5132,534726.0
2022-04-25,62.2072,62.8542,61.2193,62.828,499782.0
2022-04-26,61.9537,62.6706,60.8083,60.8083,882483.0
2022-04-27,60.7909,61.3373,60.3974,60.5548,410376.0
2022-04-28,60.7734,61.298,60.2444,61.1056,388608.0
2022-04-29,60.9657,61.2805,59.628,59.7767,798173.0
2022-04-30,60.9657,61.2805,59.628,59.7767,798173.0
2022-05-01,60.9657,61.2805,59.628,59.7767,798173.0
2022-05-02,60.1264,61.21,59.2827,60.4236,443969.0
2022-05-03,60.4324,61.2848,59.3657,61.0619,330419.0
2022-05-04,61.0881,62.6969,60.546,62.522,281163.0
2022-05-05,61.8837,62.0674,60.6422,61.3242,370202.0
2022-05-06,61.3242,61.7876,60.5111,61.0094,502465.0
2022-05-07,61.3242,61.7876,60.5111,61.0094,502465.0
2022-05-08,61.3242,61.7876,60.5111,61.0094,502465.0
2022-05-09,60.4236,60.8844,60.0215,60.2313,389529.0
2022-05-10,60.4236,60.8083,58.5351,59.2346,406210.0
2022-05-11,59.1209,60.0477,57.8532,58.063,606281.0
2022-05-12,57.9406,58.8324,57.5209,58.6226,561468.0
2022-05-13,58.8936,59.4269,57.9406,58.5264,331639.0
2022-05-14,58.8936,59.4269,57.9406,58.5264,331639.0
2022-05-15,58.8936,59.4269,57.9406,58.5264,331639.0
2022-05-16,58.5002,59.0335,57.8881,58.5002,407974.0
2022-05-17,59.1122,60.0389,58.7056,59.969,404532.0
2022-05-18,59.4881,60.1614,58.4739,58.7362,349375.0
2022-05-19,58.1767,58.71,57.3111,57.5472,432742.0
2022-05-20,57.8444,58.1854,56.1745,57.2936,568240.0
2022-05-21,57.8444,58.1854,56.1745,57.2936,568240.0
2022-05-22,57.8444,58.1854,56.1745,57.2936,568240.0
2022-05-23,58.1854,58.8892,57.7045,58.4477,567872.0
2022-05-24,58.133,58.5002,56.9876,57.9493,730356.0
2022-05-25,57.9581,59.0247,57.5646,58.3603,603355.0
2022-05-26,58.6138,60.1526,58.5701,59.6018,343531.0
