,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity
2023-01-23,57.8,58.98,57.3015,58.93,77795.0
2023-01-24,58.82,59.19,58.155,58.95,48290.0
2023-01-25,58.42,58.95,57.6301,58.66,60470.0
2023-01-26,58.6,59.245,56.61,56.85,117634.0
2023-01-27,56.65,57.14,56.38,56.51,72895.0
2023-01-28,56.65,57.14,56.38,56.51,72895.0
2023-01-29,56.65,57.14,56.38,56.51,72895.0
2023-01-30,56.34,58.45,56.34,57.22,104567.0
2023-01-31,57.67,60.59,57.67,60.59,119634.0
2023-02-01,60.52,63.0,60.1,62.69,125748.0
2023-02-02,62.9,65.45,62.5,65.17,169558.0
2023-02-03,62.86,64.96,62.8,63.77,142390.0
2023-02-04,62.86,64.96,62.8,63.77,142390.0
2023-02-05,62.86,64.96,62.8,63.77,142390.0
2023-02-06,63.4,64.1344,62.33,62.49,173477.0
2023-02-07,63.03,64.03,62.36,63.38,237059.0
2023-02-08,63.35,64.43,62.22,63.81,287112.0
2023-02-09,64.39,65.0,60.55,61.04,208048.0
2023-02-10,60.67,60.98,59.281,60.43,129579.0
2023-02-11,60.67,60.98,59.281,60.43,129579.0
2023-02-12,60.67,60.98,59.281,60.43,129579.0
2023-02-13,60.37,62.375,60.089,61.75,119877.0
2023-02-14,61.21,61.89,60.4,61.53,71887.0
2023-02-15,60.91,62.83,60.0967,62.69,73333.0
2023-02-16,61.76,63.1599,61.67,61.69,71689.0
2023-02-17,61.74,62.375,61.23,62.26,84316.0
2023-02-18,61.74,62.375,61.23,62.26,84316.0
2023-02-19,61.74,62.375,61.23,62.26,84316.0
2023-02-20,61.74,62.375,61.23,62.26,84316.0
2023-02-21,61.33,61.48,59.25,60.54,153832.0
2023-02-22,60.52,61.82,60.24,61.43,99467.0
2023-02-23,61.73,62.28,60.08,60.95,199247.0
2023-02-24,60.2,60.8,59.59,60.61,115392.0
2023-02-25,60.2,60.8,59.59,60.61,115392.0
2023-02-26,60.2,60.8,59.59,60.61,115392.0
2023-02-27,61.01,61.39,59.83,59.92,77696.0
2023-02-28,59.78,60.43,59.13,59.76,206324.0
2023-03-01,59.65,60.75,58.78,59.22,147425.0
2023-03-02,58.64,60.225,58.5998,60.0,93349.0
2023-03-03,60.6,60.8715,59.8787,60.27,107369.0
2023-03-04,60.6,60.8715,59.8787,60.27,107369.0
2023-03-05,60.6,60.8715,59.8787,60.27,107369.0
2023-03-06,60.29,60.58,59.47,59.8,97318.0
2023-03-07,59.57,61.1,59.57,60.4,190808.0
2023-03-08,60.77,61.69,60.265,60.38,96920.0
2023-03-09,60.34,60.81,58.53,58.53,85708.0
2023-03-10,58.8,58.87,56.5,57.29,78885.0
2023-03-11,58.8,58.87,56.5,57.29,78885.0
2023-03-12,58.8,58.87,56.5,57.29,78885.0
2023-03-13,56.2,56.59,55.23,56.1,102723.0
2023-03-14,57.09,57.636,56.16,56.55,95458.0
2023-03-15,55.32,56.0699,54.61,55.38,99917.0
2023-03-16,54.57,56.07,54.28,55.71,94499.0
2023-03-17,55.46,55.82,53.63,53.74,169075.0
2023-03-18,55.46,55.82,53.63,53.74,169075.0
2023-03-19,55.46,55.82,53.63,53.74,169075.0
2023-03-20,54.2,55.025,53.5,53.77,124290.0
2023-03-21,54.91,56.16,54.88,55.97,70346.0
2023-03-22,55.87,56.37,54.41,54.43,71659.0
2023-03-23,54.86,55.59,53.71,54.25,104121.0
2023-03-24,53.73,54.3,52.54,54.1,124937.0
2023-03-25,53.73,54.3,52.54,54.1,124937.0
2023-03-26,53.73,54.3,52.54,54.1,124937.0
2023-03-27,54.4,55.185,53.84,54.33,64453.0
2023-03-28,54.15,55.21,54.095,54.45,99839.0
2023-03-29,55.0,55.0,54.27,54.35,96700.0
2023-03-30,54.76,55.405,54.06,54.15,78196.0
2023-03-31,54.41,56.63,54.41,56.45,184615.0
2023-04-01,54.41,56.63,54.41,56.45,184615.0
2023-04-02,54.41,56.63,54.41,56.45,184615.0
2023-04-03,56.41,57.35,56.0,56.66,134282.0
2023-04-04,56.94,56.94,54.03,54.49,84360.0
2023-04-05,54.25,54.25,52.35,53.07,144217.0
2023-04-06,53.31,53.31,51.88,51.92,83692.0
2023-04-07,53.31,53.31,51.88,51.92,83692.0
2023-04-08,53.31,53.31,51.88,51.92,83692.0
2023-04-09,53.31,53.31,51.88,51.92,83692.0
2023-04-10,51.86,53.49,51.75,53.01,120985.0
2023-04-11,53.16,54.97,53.16,54.76,139925.0
2023-04-12,55.25,55.38,53.87,54.55,166022.0
2023-04-13,54.88,55.23,54.2,55.2,78492.0
2023-04-14,55.3,56.29,55.04,55.7,162403.0
2023-04-15,55.3,56.29,55.04,55.7,162403.0
2023-04-16,55.3,56.29,55.04,55.7,162403.0
2023-04-17,55.73,56.17,54.73,56.05,100916.0
2023-04-18,56.03,56.825,55.825,56.65,113363.0
2023-04-19,56.82,56.9,55.94,56.76,129644.0
2023-04-20,56.04,56.855,55.43,56.42,214000.0
2023-04-21,56.31,57.54,55.85,57.04,188753.0
2023-04-22,56.31,57.54,55.85,57.04,188753.0
2023-04-23,56.31,57.54,55.85,57.04,188753.0
2023-04-24,56.88,57.58,56.11,56.36,84680.0
2023-04-25,55.74,55.92,54.8,55.25,117563.0
2023-04-26,54.8,55.58,54.42,54.62,85062.0
2023-04-27,54.36,55.47,53.87,55.41,123666.0
2023-04-28,55.33,56.81,54.97,56.75,157139.0
2023-04-29,55.33,56.81,54.97,56.75,157139.0
2023-04-30,55.33,56.81,54.97,56.75,157139.0
2023-05-01,56.28,57.2765,55.98,56.71,109190.0
2023-05-02,56.23,56.79,55.575,56.6,175450.0
2023-05-03,59.11,60.12,56.94,57.24,274443.0
2023-05-04,56.54,56.84,54.84,55.75,144338.0
2023-05-05,57.0,57.8,56.49,57.5,211014.0
2023-05-06,57.0,57.8,56.49,57.5,211014.0
2023-05-07,57.0,57.8,56.49,57.5,211014.0
2023-05-08,57.84,58.97,57.33,58.26,117648.0
2023-05-09,58.0,58.0,56.15,56.19,100189.0
2023-05-10,57.0,57.93,54.085,54.45,166349.0
2023-05-11,54.37,55.3,53.92,55.12,106223.0
2023-05-12,55.35,55.73,54.7,55.15,144349.0
2023-05-13,55.35,55.73,54.7,55.15,144349.0
2023-05-14,55.35,55.73,54.7,55.15,144349.0
2023-05-15,55.34,55.34,54.35,54.96,196465.0
2023-05-16,54.42,54.88,53.24,53.33,121967.0
2023-05-17,53.45,55.02,53.2,54.75,105747.0
2023-05-18,54.81,56.34,54.49,56.23,97123.0
2023-05-19,56.85,56.85,53.2,53.62,152037.0
2023-05-20,56.85,56.85,53.2,53.62,152037.0
2023-05-21,56.85,56.85,53.2,53.62,152037.0
2023-05-22,53.7,54.49,53.51,54.04,97375.0
2023-05-23,53.89,54.975,53.65,53.92,128209.0
2023-05-24,53.82,54.39,52.7,52.86,124041.0
2023-05-25,52.87,53.7,52.57,53.41,98159.0
2023-05-26,53.41,53.96,53.235,53.81,65946.0
2023-05-27,53.41,53.96,53.235,53.81,65946.0
2023-05-28,53.41,53.96,53.235,53.81,65946.0
2023-05-29,53.41,53.96,53.235,53.81,65946.0
2023-05-30,54.18,54.86,52.98,53.56,120397.0
2023-05-31,53.22,53.3,51.55,52.45,190728.0
2023-06-01,52.45,52.7,51.93,52.14,120084.0
2023-06-02,53.0,54.59,52.43,54.3,364216.0
2023-06-03,53.0,54.59,52.43,54.3,364216.0
2023-06-04,53.0,54.59,52.43,54.3,364216.0
2023-06-05,54.35,54.58,53.1901,53.74,147360.0
2023-06-06,53.83,58.24,53.83,57.53,195928.0
2023-06-07,58.05,60.82,58.05,60.58,176285.0
2023-06-08,60.41,60.41,59.0,59.59,107985.0
2023-06-09,59.5,60.51,57.2,59.93,167232.0
2023-06-10,59.5,60.51,57.2,59.93,167232.0
2023-06-11,59.5,60.51,57.2,59.93,167232.0
2023-06-12,59.03,60.35,59.03,59.7,177828.0
2023-06-13,59.91,62.11,59.91,61.67,127650.0
2023-06-14,61.82,62.36,60.735,61.24,164357.0
2023-06-15,60.79,61.87,60.577,61.46,126059.0
2023-06-16,61.01,61.24,57.57,57.82,333705.0
2023-06-17,61.01,61.24,57.57,57.82,333705.0
2023-06-18,61.01,61.24,57.57,57.82,333705.0
2023-06-19,61.01,61.24,57.57,57.82,333705.0
2023-06-20,57.58,58.6448,57.14,57.9,101482.0
2023-06-21,57.7,58.82,57.41,58.19,86505.0
2023-06-22,58.01,58.22,57.0,57.52,79050.0
2023-06-23,56.54,57.63,56.02,56.25,361946.0
2023-06-24,56.54,57.63,56.02,56.25,361946.0
2023-06-25,56.54,57.63,56.02,56.25,361946.0
2023-06-26,56.24,57.69,56.24,56.87,75907.0
2023-06-27,56.97,58.39,56.97,58.15,112873.0
2023-06-28,58.11,58.66,57.61,57.91,105890.0
2023-06-29,57.99,58.8799,57.99,58.75,104004.0
2023-06-30,59.15,59.49,58.5,58.66,149910.0
2023-07-01,59.15,59.49,58.5,58.66,149910.0
2023-07-02,59.15,59.49,58.5,58.66,149910.0
2023-07-03,58.77,59.42,58.77,59.41,47488.0
2023-07-04,58.77,59.42,58.77,59.41,47488.0
2023-07-05,59.28,59.28,57.19,57.68,126299.0
2023-07-06,57.0,57.385,56.0,56.34,144657.0
2023-07-07,56.58,57.11,55.82,55.95,125951.0
2023-07-08,56.58,57.11,55.82,55.95,125951.0
2023-07-09,56.58,57.11,55.82,55.95,125951.0
2023-07-10,55.85,56.73,55.385,55.76,185429.0
2023-07-11,56.07,57.11,55.85,56.99,125067.0
2023-07-12,57.98,58.31,57.51,58.04,130353.0
2023-07-13,58.1,58.125,57.15,57.83,101683.0
2023-07-14,57.89,57.89,54.0,55.68,186675.0
2023-07-15,57.89,57.89,54.0,55.68,186675.0
2023-07-16,57.89,57.89,54.0,55.68,186675.0
2023-07-17,55.11,56.16,54.7933,55.66,143624.0
2023-07-18,55.69,56.975,55.69,56.9,186277.0
2023-07-19,57.07,58.47,57.0,57.98,145449.0
2023-07-20,57.98,57.98,57.0,57.19,84032.0
2023-07-21,57.79,58.2803,57.24,57.64,118176.0
2023-07-22,57.79,58.2803,57.24,57.64,118176.0
2023-07-23,57.79,58.2803,57.24,57.64,118176.0
2023-07-24,57.73,58.583,57.6,58.18,102967.0
2023-07-25,57.98,59.1,57.98,58.75,75679.0
2023-07-26,58.51,59.54,58.02,59.33,99039.0
2023-07-27,59.56,60.715,58.42,58.43,164859.0
2023-07-28,58.95,59.1,57.98,58.52,104496.0
2023-07-29,58.95,59.1,57.98,58.52,104496.0
2023-07-30,58.95,59.1,57.98,58.52,104496.0
2023-07-31,58.76,59.95,58.56,59.95,118921.0
2023-08-01,59.72,60.375,59.09,60.31,121762.0
2023-08-02,59.5,60.39,59.365,59.83,88204.0
2023-08-03,59.44,59.57,54.64,55.73,263602.0
2023-08-04,55.97,57.06,55.345,56.82,125148.0
2023-08-05,55.97,57.06,55.345,56.82,125148.0
2023-08-06,55.97,57.06,55.345,56.82,125148.0
2023-08-07,56.88,58.7,56.79,57.68,87496.0
2023-08-08,57.28,57.28,55.95,57.1,79486.0
2023-08-09,56.89,57.58,56.38,56.67,97250.0
2023-08-10,56.71,57.29,55.93,56.65,95052.0
2023-08-11,56.33,56.83,56.23,56.34,78704.0
2023-08-12,56.33,56.83,56.23,56.34,78704.0
2023-08-13,56.33,56.83,56.23,56.34,78704.0
2023-08-14,56.23,56.4,55.78,56.39,70758.0
2023-08-15,56.17,56.31,54.89,54.89,84440.0
2023-08-16,54.89,55.55,54.1,54.1,84280.0
2023-08-17,54.19,54.71,53.94,54.1,67524.0
2023-08-18,53.73,54.9481,53.73,54.69,73850.0
2023-08-19,53.73,54.9481,53.73,54.69,73850.0
2023-08-20,53.73,54.9481,53.73,54.69,73850.0
2023-08-21,54.77,55.14,53.7801,54.18,55832.0
2023-08-22,54.14,54.66,53.16,53.42,95797.0
2023-08-23,53.65,54.14,53.105,53.99,67128.0
2023-08-24,53.83,53.85,53.17,53.31,96527.0
2023-08-25,53.7,54.615,53.0994,53.88,80249.0
2023-08-26,53.7,54.615,53.0994,53.88,80249.0
2023-08-27,53.7,54.615,53.0994,53.88,80249.0
2023-08-28,54.02,54.66,53.05,53.42,125630.0
2023-08-29,52.9,54.05,51.8,52.55,242984.0
2023-08-30,51.26,51.85,48.98,50.33,346195.0
2023-08-31,50.07,50.545,48.49,48.56,298998.0
2023-09-01,49.04,50.78,48.85,50.12,224502.0
2023-09-02,49.04,50.78,48.85,50.12,224502.0
2023-09-03,49.04,50.78,48.85,50.12,224502.0
2023-09-04,49.04,50.78,48.85,50.12,224502.0
2023-09-05,49.95,49.95,48.39,48.6,187627.0
2023-09-06,48.66,48.8999,47.7,48.56,178420.0
2023-09-07,48.24,48.62,47.69,48.1,152065.0
2023-09-08,48.1,48.55,47.82,48.19,256775.0
2023-09-09,48.1,48.55,47.82,48.19,256775.0
2023-09-10,48.1,48.55,47.82,48.19,256775.0
2023-09-11,48.39,48.81,47.36,47.85,203781.0
2023-09-12,48.48,48.84,47.14,47.33,214560.0
2023-09-13,47.53,48.5,46.8429,48.15,192837.0
2023-09-14,48.52,50.17,48.34,49.76,232453.0
2023-09-15,49.51,49.6,47.66,48.03,450016.0
2023-09-16,49.51,49.6,47.66,48.03,450016.0
2023-09-17,49.51,49.6,47.66,48.03,450016.0
2023-09-18,48.22,48.76,47.615,48.36,160676.0
2023-09-19,48.42,49.446,48.42,48.9,174832.0
2023-09-20,49.01,49.49,48.39,48.47,135103.0
2023-09-21,48.02,48.95,47.79,47.83,143305.0
2023-09-22,47.88,48.24,46.57,47.35,320416.0
2023-09-23,47.88,48.24,46.57,47.35,320416.0
2023-09-24,47.88,48.24,46.57,47.35,320416.0
2023-09-25,47.19,48.16,47.15,47.62,179291.0
2023-09-26,47.3,47.685,47.12,47.12,168822.0
2023-09-27,47.57,47.9,47.09,47.88,193788.0
2023-09-28,47.84,49.06,47.84,48.84,175019.0
2023-09-29,49.4,49.72,48.89,49.02,153909.0
2023-09-30,49.4,49.72,48.89,49.02,153909.0
2023-10-01,49.4,49.72,48.89,49.02,153909.0
2023-10-02,49.02,49.42,48.87,49.41,119476.0
2023-10-03,49.15,49.37,48.245,48.67,106971.0
2023-10-04,48.56,49.18,47.97,49.02,113266.0
2023-10-05,49.2,49.2842,48.545,48.99,190143.0
2023-10-06,48.79,49.39,48.22,48.65,145635.0
2023-10-07,48.79,49.39,48.22,48.65,145635.0
2023-10-08,48.79,49.39,48.22,48.65,145635.0
2023-10-09,48.22,48.56,47.26,48.46,215621.0
2023-10-10,48.56,49.74,48.15,49.42,106146.0
2023-10-11,49.36,50.09,49.125,49.76,92047.0
2023-10-12,49.0,49.255,47.99,48.53,117637.0
2023-10-13,48.78,49.02,48.56,48.91,86366.0
2023-10-14,48.78,49.02,48.56,48.91,86366.0
2023-10-15,48.78,49.02,48.56,48.91,86366.0
2023-10-16,49.36,50.495,49.02,50.27,135623.0
2023-10-17,50.0,51.32,49.95,51.14,144122.0
2023-10-18,50.69,51.38,50.0,50.62,158738.0
2023-10-19,50.81,50.86,50.1039,50.18,104203.0
2023-10-20,50.56,51.05,49.87,50.0,119651.0
2023-10-21,50.56,51.05,49.87,50.0,119651.0
2023-10-22,50.56,51.05,49.87,50.0,119651.0
2023-10-23,49.86,49.8699,48.59,48.61,119225.0
2023-10-24,49.02,49.215,47.89,47.91,124606.0
2023-10-25,47.69,47.69,46.7,47.31,101410.0
2023-10-26,47.26,47.58,45.25,45.34,183643.0
2023-10-27,45.28,45.93,44.73,44.98,161411.0
2023-10-28,45.28,45.93,44.73,44.98,161411.0
2023-10-29,45.28,45.93,44.73,44.98,161411.0
2023-10-30,45.3,45.34,43.84,45.12,191025.0
2023-10-31,44.02,45.58,43.1,43.62,372064.0
2023-11-01,43.12,44.915,42.91,44.82,345216.0
2023-11-02,45.57,45.795,43.4,44.1,333377.0
2023-11-03,45.04,46.7704,44.96,46.65,265590.0
2023-11-04,45.04,46.7704,44.96,46.65,265590.0
2023-11-05,45.04,46.7704,44.96,46.65,265590.0
2023-11-06,46.45,46.45,44.8,44.87,154884.0
2023-11-07,44.68,44.71,43.495,43.55,232933.0
2023-11-08,43.55,43.895,42.58,43.4,214637.0
2023-11-09,43.76,43.8,42.53,42.6,169566.0
2023-11-10,42.56,43.4,42.2,43.21,151937.0
2023-11-11,42.56,43.4,42.2,43.21,151937.0
2023-11-12,42.56,43.4,42.2,43.21,151937.0
2023-11-13,42.91,43.0799,42.065,42.65,146538.0
2023-11-14,44.16,45.92,44.16,45.91,178930.0
2023-11-15,46.18,47.78,46.18,47.03,150008.0
2023-11-16,46.85,47.05,45.08,45.43,163186.0
2023-11-17,46.05,46.57,45.59,46.31,142329.0
2023-11-18,46.05,46.57,45.59,46.31,142329.0
2023-11-19,46.05,46.57,45.59,46.31,142329.0
2023-11-20,46.31,46.82,46.21,46.75,130400.0
2023-11-21,46.45,46.67,46.275,46.38,126586.0
2023-11-22,46.35,47.035,45.69,45.72,115985.0
2023-11-23,46.35,47.035,45.69,45.72,115985.0
2023-11-24,45.75,46.06,45.355,45.76,69618.0
2023-11-25,45.75,46.06,45.355,45.76,69618.0
2023-11-26,45.75,46.06,45.355,45.76,69618.0
2023-11-27,45.43,45.542,44.8,44.85,147949.0
2023-11-28,44.69,45.57,44.59,45.21,117258.0
2023-11-29,45.7,46.33,44.76,44.88,146695.0
2023-11-30,45.0,45.075,44.05,44.24,205869.0
2023-12-01,44.37,47.18,43.94,47.09,185373.0
2023-12-02,44.37,47.18,43.94,47.09,185373.0
2023-12-03,44.37,47.18,43.94,47.09,185373.0
2023-12-04,46.84,47.9328,46.745,47.16,164738.0
2023-12-05,46.74,46.74,45.6,45.75,106570.0
2023-12-06,46.12,47.17,45.955,46.0,138718.0
2023-12-07,45.88,47.42,45.51,47.015,149245.0
2023-12-08,46.82,47.64,45.98,46.99,153707.0
2023-12-09,46.82,47.64,45.98,46.99,153707.0
2023-12-10,46.82,47.64,45.98,46.99,153707.0
2023-12-11,46.83,46.94,45.93,46.89,237641.0
2023-12-12,46.93,47.0,45.83,45.83,128546.0
2023-12-13,46.03,48.06,44.71,48.03,234904.0
2023-12-14,49.03,51.205,49.03,51.03,316199.0
2023-12-15,51.29,51.93,50.845,51.54,469117.0
2023-12-16,51.29,51.93,50.845,51.54,469117.0
2023-12-17,51.29,51.93,50.845,51.54,469117.0
2023-12-18,52.0,52.4,50.79,51.96,282091.0
2023-12-19,52.06,53.4,51.7891,53.31,300990.0
2023-12-20,53.3,54.65,52.71,52.76,231428.0
2023-12-21,53.38,54.81,53.165,54.69,146617.0
2023-12-22,54.72,55.495,54.07,54.58,134822.0
2023-12-23,54.72,55.495,54.07,54.58,134822.0
2023-12-24,54.72,55.495,54.07,54.58,134822.0
2023-12-25,54.72,55.495,54.07,54.58,134822.0
2023-12-26,54.37,55.64,54.26,55.39,83102.0
2023-12-27,55.23,56.03,54.82,55.76,145050.0
2023-12-28,55.42,55.64,54.44,55.25,105998.0
2023-12-29,55.28,55.7,54.22,54.82,136590.0
2023-12-30,55.28,55.7,54.22,54.82,136590.0
2023-12-31,55.28,55.7,54.22,54.82,136590.0
2024-01-01,55.28,55.7,54.22,54.82,136590.0
2024-01-02,54.15,55.07,53.4532,53.91,151349.0
2024-01-03,53.58,53.58,51.59,51.64,212565.0
2024-01-04,51.75,52.42,50.76,52.23,175219.0
2024-01-05,51.64,53.06,51.5,52.33,141783.0
2024-01-06,51.64,53.06,51.5,52.33,141783.0
2024-01-07,51.64,53.06,51.5,52.33,141783.0
2024-01-08,52.49,53.5,52.02,53.24,128446.0
2024-01-09,52.7,53.42,52.09,52.57,76958.0
2024-01-10,52.42,53.35,51.92,52.21,80296.0
2024-01-11,51.95,52.865,51.37,52.01,238461.0
2024-01-12,52.77,53.28,50.85,51.17,149614.0
2024-01-13,52.77,53.28,50.85,51.17,149614.0
2024-01-14,52.77,53.28,50.85,51.17,149614.0
2024-01-15,52.77,53.28,50.85,51.17,149614.0
2024-01-16,50.2,50.7,49.6,49.98,141374.0
2024-01-17,49.47,50.7,49.47,50.1,229427.0
2024-01-18,50.38,51.44,50.19,51.03,164916.0
2024-01-19,51.38,52.24,50.6,52.21,144025.0
2024-01-20,51.38,52.24,50.6,52.21,144025.0
2024-01-21,51.38,52.24,50.6,52.21,144025.0
2024-01-22,52.48,53.87,52.48,53.35,107364.0
2024-01-23,53.98,54.31,53.0,53.0,111710.0
2024-01-24,53.88,54.22,51.77,52.13,89210.0
2024-01-25,51.46,52.18,50.12,50.58,198711.0
2024-01-26,51.23,51.95,49.785,50.0,236558.0
2024-01-27,51.23,51.95,49.785,50.0,236558.0
2024-01-28,51.23,51.95,49.785,50.0,236558.0
2024-01-29,50.13,51.209,49.9227,51.03,291238.0
2024-01-30,43.0,43.75,40.4,41.56,2109561.0
2024-01-31,41.51,43.18,40.29,41.75,600635.0
2024-02-01,41.75,44.94,41.49,44.89,400822.0
2024-02-02,44.51,46.835,43.94,46.31,277460.0
2024-02-03,44.51,46.835,43.94,46.31,277460.0
2024-02-04,44.51,46.835,43.94,46.31,277460.0
2024-02-05,45.55,45.685,44.45,45.01,239019.0
2024-02-06,44.65,45.3,44.42,45.03,147292.0
2024-02-07,45.1,45.125,43.98,44.98,121593.0
2024-02-08,45.21,46.68,44.8246,46.61,152836.0
2024-02-09,46.87,49.03,46.195,48.96,359788.0
2024-02-10,46.87,49.03,46.195,48.96,359788.0
2024-02-11,46.87,49.03,46.195,48.96,359788.0
2024-02-12,48.95,50.3875,48.32,49.76,312193.0
2024-02-13,47.76,48.3499,46.47,47.19,261810.0
2024-02-14,47.75,48.0,46.37,47.39,211609.0
2024-02-15,47.98,48.915,47.8905,48.69,134603.0
2024-02-16,47.93,48.375,47.26,47.48,154936.0
2024-02-17,47.93,48.375,47.26,47.48,154936.0
2024-02-18,47.93,48.375,47.26,47.48,154936.0
2024-02-19,47.93,48.375,47.26,47.48,154936.0
2024-02-20,46.17,46.33,41.69,43.15,869027.0
2024-02-21,43.0,43.81,42.61,42.78,342448.0
2024-02-22,42.8,42.9525,41.97,42.59,372280.0
2024-02-23,42.87,43.3,42.1,42.19,207627.0
2024-02-24,42.87,43.3,42.1,42.19,207627.0
2024-02-25,42.87,43.3,42.1,42.19,207627.0
2024-02-26,43.55,44.05,42.82,43.62,273289.0
2024-02-27,43.82,45.05,43.68,43.94,217808.0
2024-02-28,43.24,43.85,43.16,43.21,127915.0
2024-02-29,43.94,44.32,43.14,43.64,191473.0
2024-03-01,43.42,43.85,42.6,43.77,198381.0
2024-03-02,43.42,43.85,42.6,43.77,198381.0
2024-03-03,43.42,43.85,42.6,43.77,198381.0
2024-03-04,43.77,44.04,42.72,42.81,143345.0
2024-03-05,42.5,43.52,42.5,42.53,138724.0
2024-03-06,42.7,43.205,41.45,41.64,149960.0
2024-03-07,41.8,42.71,41.67,41.76,190250.0
2024-03-08,42.37,42.95,41.605,41.7,223184.0
2024-03-09,42.37,42.95,41.605,41.7,223184.0
2024-03-10,42.37,42.95,41.605,41.7,223184.0
2024-03-11,41.7,41.95,40.26,40.51,124070.0
2024-03-12,40.6,41.045,40.24,40.44,126554.0
2024-03-13,40.23,40.98,40.2,40.36,99088.0
2024-03-14,40.14,40.89,37.7,38.24,412043.0
2024-03-15,38.27,39.845,38.23,39.34,421624.0
2024-03-16,38.27,39.845,38.23,39.34,421624.0
2024-03-17,38.27,39.845,38.23,39.34,421624.0
2024-03-18,39.17,39.715,38.74,39.21,199896.0
2024-03-19,38.93,40.15,38.93,39.56,217575.0
2024-03-20,39.5,41.19,39.45,40.69,326202.0
2024-03-21,41.08,41.47,40.5,41.31,216866.0
2024-03-22,41.31,41.47,40.67,40.67,178194.0
2024-03-23,41.31,41.47,40.67,40.67,178194.0
2024-03-24,41.31,41.47,40.67,40.67,178194.0
2024-03-25,40.85,41.4,40.58,40.64,106657.0
2024-03-26,41.11,41.22,40.26,40.37,131441.0
2024-03-27,40.56,42.12,40.56,42.05,150984.0
2024-03-28,42.14,43.47,42.14,43.28,219803.0
2024-03-29,42.14,43.47,42.14,43.28,219803.0
2024-03-30,42.14,43.47,42.14,43.28,219803.0
2024-03-31,42.14,43.47,42.14,43.28,219803.0
2024-04-01,43.39,43.955,42.59,43.66,169462.0
2024-04-02,42.86,43.0,42.12,42.68,225926.0
2024-04-03,42.18,43.0,42.1083,42.92,162878.0
2024-04-04,43.34,43.71,41.97,42.14,196451.0
2024-04-05,42.19,43.05,42.065,43.01,244127.0
2024-04-06,42.19,43.05,42.065,43.01,244127.0
2024-04-07,42.19,43.05,42.065,43.01,244127.0
2024-04-08,43.23,43.53,42.81,42.89,115152.0
2024-04-09,42.85,43.45,42.85,43.23,157367.0
2024-04-10,41.87,42.52,41.23,41.77,174309.0
2024-04-11,42.15,42.285,41.39,41.82,244615.0
2024-04-12,41.13,41.21,38.44,38.48,374416.0
2024-04-13,41.13,41.21,38.44,38.48,374416.0
2024-04-14,41.13,41.21,38.44,38.48,374416.0
2024-04-15,36.79,37.97,35.055,36.14,930462.0
2024-04-16,35.91,35.93,34.72,34.89,345457.0
2024-04-17,34.95,35.1,33.89,33.96,309679.0
2024-04-18,34.11,34.66,33.785,34.16,451277.0
2024-04-19,34.02,35.245,33.85,34.48,538603.0
2024-04-20,34.02,35.245,33.85,34.48,538603.0
2024-04-21,34.02,35.245,33.85,34.48,538603.0
2024-04-22,34.8,34.8,33.77,34.07,420100.0
2024-04-23,34.05,34.61,33.91,34.01,554551.0
2024-04-24,34.19,35.07,33.78,34.74,371246.0
2024-04-25,34.1,34.12,32.9,33.82,382259.0
2024-04-26,33.91,34.575,33.81,34.15,172366.0
2024-04-27,33.91,34.575,33.81,34.15,172366.0
2024-04-28,33.91,34.575,33.81,34.15,172366.0
2024-04-29,34.5,34.925,34.41,34.79,253215.0
2024-04-30,34.54,34.68,33.58,34.02,363749.0
2024-05-01,33.78,34.42,33.04,33.06,530800.0
