,AGCO US Equity,AGCO US Equity,AGCO US Equity,AGCO US Equity,AGCO US Equity
2021-03-13,119.8183,121.9031,119.6335,121.7975,407177.0
2021-03-14,119.8183,121.9031,119.6335,121.7975,407177.0
2021-03-15,123.1522,125.8087,121.7887,125.6328,739953.0
2021-03-16,126.0638,127.1546,124.5332,125.0082,693143.0
2021-03-17,125.3865,126.8995,124.4717,126.75,428929.0
2021-03-18,126.6092,130.5941,126.6092,129.688,1732642.0
2021-03-19,128.7996,130.1454,126.099,126.5916,993813.0
2021-03-20,128.7996,130.1454,126.099,126.5916,993813.0
2021-03-21,128.7996,130.1454,126.099,126.5916,993813.0
2021-03-22,127.3305,127.3305,124.2078,125.7999,428886.0
2021-03-23,123.7151,125.0967,117.7599,118.921,904716.0
2021-03-24,120.8651,123.68,119.871,119.9414,517808.0
2021-03-25,119.0969,124.5068,117.8918,123.9087,488241.0
2021-03-26,124.8675,126.9875,123.6536,125.3865,509027.0
2021-03-27,124.8675,126.9875,123.6536,125.3865,509027.0
2021-03-28,124.8675,126.9875,123.6536,125.3865,509027.0
2021-03-29,125.3249,126.165,123.46,123.7943,500215.0
2021-03-30,124.7268,127.2602,124.5596,126.2662,379205.0
2021-03-31,126.5564,128.5005,123.2137,126.3629,709503.0
2021-04-01,126.5125,127.7487,125.6856,127.0403,449331.0
2021-04-02,126.5125,127.7487,125.6856,127.0403,449331.0
2021-04-03,126.5125,127.7487,125.6856,127.0403,449331.0
2021-04-04,126.5125,127.7487,125.6856,127.0403,449331.0
2021-04-05,128.7732,129.345,126.9699,128.2718,300176.0
2021-04-06,127.7,130.1806,127.4449,127.7968,542200.0
2021-04-07,127.7528,128.307,125.8879,126.6708,319051.0
2021-04-08,126.3453,127.9727,124.9203,127.9023,475560.0
2021-04-09,128.5709,129.7848,127.404,129.4417,425593.0
2021-04-10,128.5709,129.7848,127.404,129.4417,425593.0
2021-04-11,128.5709,129.7848,127.404,129.4417,425593.0
2021-04-12,130.0487,131.2186,128.8202,130.8668,393873.0
2021-04-13,132.4677,132.868,129.6089,130.6293,470746.0
2021-04-14,130.3478,133.4354,130.3478,132.5205,493954.0
2021-04-15,132.8812,133.7696,130.8404,132.8372,417532.0
2021-04-16,134.8252,135.309,133.1539,133.6025,413497.0
2021-04-17,134.8252,135.309,133.1539,133.6025,413497.0
2021-04-18,134.8252,135.309,133.1539,133.6025,413497.0
2021-04-19,133.7345,134.4822,132.0835,133.4618,388026.0
2021-04-20,132.5293,132.6965,126.0023,127.6648,674483.0
2021-04-21,128.0167,130.8316,126.9963,130.2774,543732.0
2021-04-22,130.6557,132.6701,130.2158,130.251,476355.0
2021-04-23,132.1423,137.1827,131.7288,135.2211,747471.0
2021-04-24,132.1423,137.1827,131.7288,135.2211,747471.0
2021-04-25,132.1423,137.1827,131.7288,135.2211,747471.0
2021-04-26,135.4762,138.2031,135.4762,137.2267,1231698.0
2021-04-27,137.3674,138.2119,135.6257,137.7545,459958.0
2021-04-28,138.3439,139.527,136.3998,137.3674,701255.0
2021-04-29,135.5817,136.8353,128.3334,130.1367,1163391.0
2021-04-30,129.3186,130.251,127.6032,128.3597,1032569.0
2021-05-01,129.3186,130.251,127.6032,128.3597,1032569.0
2021-05-02,129.3186,130.251,127.6032,128.3597,1032569.0
2021-05-03,131.5001,133.3386,130.7925,132.415,782028.0
2021-05-04,131.0867,134.5613,129.1426,134.1919,786753.0
2021-05-05,135.3002,135.3002,131.1043,133.8136,660486.0
2021-05-06,133.4002,137.7721,133.2506,137.6841,588111.0
2021-05-07,136.6099,139.1556,134.3079,138.8396,536450.0
2021-05-08,136.6099,139.1556,134.3079,138.8396,536450.0
2021-05-09,136.6099,139.1556,134.3079,138.8396,536450.0
2021-05-10,140.0583,140.7083,136.321,136.4294,502923.0
2021-05-11,133.8927,135.0211,130.9498,133.1254,736110.0
2021-05-12,133.1615,134.6239,129.194,129.5776,587025.0
2021-05-13,129.6499,131.5935,128.2487,131.0692,792244.0
2021-05-14,132.9495,133.7179,131.3585,131.8918,771277.0
2021-05-15,132.9495,133.7179,131.3585,131.8918,771277.0
2021-05-16,132.9495,133.7179,131.3585,131.8918,771277.0
2021-05-17,131.6749,135.788,129.9708,135.2004,730474.0
2021-05-18,135.9417,136.2129,128.5923,128.6646,550641.0
2021-05-19,125.7989,125.9481,119.3806,122.1468,1724805.0
2021-05-20,122.3999,122.5581,117.8258,119.5524,1424779.0
2021-05-21,121.4146,123.8554,120.0541,120.149,896183.0
2021-05-22,121.4146,123.8554,120.0541,120.149,896183.0
2021-05-23,121.4146,123.8554,120.0541,120.149,896183.0
2021-05-24,120.7728,121.5231,119.914,120.6281,743451.0
2021-05-25,121.5683,125.0305,120.9445,122.418,826530.0
2021-05-26,121.9299,123.1502,120.488,123.0146,868342.0
2021-05-27,125.9526,126.2328,124.0859,125.4012,778379.0
2021-05-28,125.9978,126.1605,123.4395,125.0848,346755.0
2021-05-29,125.9978,126.1605,123.4395,125.0848,346755.0
2021-05-30,125.9978,126.1605,123.4395,125.0848,346755.0
2021-05-31,125.9978,126.1605,123.4395,125.0848,346755.0
2021-06-01,127.0555,128.6646,126.0792,126.9832,427695.0
2021-06-02,127.0284,127.1188,123.8644,124.0723,585705.0
2021-06-03,123.2678,124.4158,122.4994,122.9423,417939.0
2021-06-04,123.4847,124.4339,122.5175,123.1412,452052.0
2021-06-05,123.4847,124.4339,122.5175,123.1412,452052.0
2021-06-06,123.4847,124.4339,122.5175,123.1412,452052.0
2021-06-07,123.2497,123.7559,121.4959,123.4666,583148.0
2021-06-08,123.5028,124.6961,121.957,123.4305,571764.0
2021-06-09,122.9333,124.235,120.1083,120.4835,750618.0
2021-06-10,121.4779,122.9423,117.2653,117.7354,643195.0
2021-06-11,119.5705,120.4383,117.419,118.2506,554437.0
2021-06-12,119.5705,120.4383,117.419,118.2506,554437.0
2021-06-13,119.5705,120.4383,117.419,118.2506,554437.0
2021-06-14,117.5636,117.9885,113.4505,114.2279,657134.0
2021-06-15,114.5804,114.9149,113.0889,114.5352,621633.0
2021-06-16,114.3092,114.3816,112.9442,113.5499,455331.0
2021-06-17,113.3962,114.0109,106.8694,110.0605,921545.0
2021-06-18,109.8707,111.9318,108.4695,110.6029,1218727.0
2021-06-19,109.8707,111.9318,108.4695,110.6029,1218727.0
2021-06-20,109.8707,111.9318,108.4695,110.6029,1218727.0
2021-06-21,111.9679,113.9657,111.7148,112.7273,533000.0
2021-06-22,112.7182,113.8347,111.5159,113.2697,561632.0
2021-06-23,113.1973,115.2042,112.6766,114.5895,526954.0
2021-06-24,115.6471,116.1624,113.9025,115.15,515053.0
2021-06-25,116.2347,119.01,115.4664,118.9015,1576132.0
2021-06-26,116.2347,119.01,115.4664,118.9015,1576132.0
2021-06-27,116.2347,119.01,115.4664,118.9015,1576132.0
2021-06-28,119.0371,119.0371,115.9545,117.1658,1063260.0
2021-06-29,117.871,118.9286,114.942,115.2584,712060.0
2021-06-30,114.716,118.1602,114.4539,117.8619,677812.0
2021-07-01,121.5411,122.0022,117.9794,119.4529,1097867.0
2021-07-02,119.7151,119.8359,118.4585,119.4981,444135.0
2021-07-03,119.7151,119.8359,118.4585,119.4981,444135.0
2021-07-04,119.7151,119.8359,118.4585,119.4981,444135.0
2021-07-05,119.7151,119.8359,118.4585,119.4981,444135.0
2021-07-06,119.5614,119.5614,114.6528,116.4788,650545.0
2021-07-07,116.1986,117.437,115.4844,116.9399,409594.0
2021-07-08,114.0832,114.716,110.8967,113.4414,712115.0
2021-07-09,116.2528,117.6721,115.5839,117.5726,462280.0
2021-07-10,116.2528,117.6721,115.5839,117.5726,462280.0
2021-07-11,116.2528,117.6721,115.5839,117.5726,462280.0
2021-07-12,115.9907,119.1908,115.8189,118.7478,363517.0
2021-07-13,120.384,120.384,116.2528,116.3703,484597.0
2021-07-14,116.7681,117.6088,113.8663,114.1827,539249.0
2021-07-15,112.9985,114.2595,111.9688,113.4595,599424.0
2021-07-16,113.4595,113.8301,111.2357,111.6877,561554.0
2021-07-17,113.4595,113.8301,111.2357,111.6877,561554.0
2021-07-18,113.4595,113.8301,111.2357,111.6877,561554.0
2021-07-19,108.4424,109.3644,106.5449,108.2887,685373.0
2021-07-20,108.7136,112.8945,108.1169,111.769,722944.0
2021-07-21,113.7036,114.4448,112.438,113.8392,575946.0
2021-07-22,113.8844,114.0381,111.4436,111.9408,366490.0
2021-07-23,113.0346,113.7081,112.4832,113.3962,545807.0
2021-07-24,113.0346,113.7081,112.4832,113.3962,545807.0
2021-07-25,113.0346,113.7081,112.4832,113.3962,545807.0
2021-07-26,113.4233,114.49,113.0301,114.029,416931.0
2021-07-27,113.0346,114.481,111.6786,113.125,475737.0
2021-07-28,113.3239,115.1048,111.76,113.6945,744064.0
2021-07-29,117.9523,120.2304,114.8336,114.933,1079792.0
2021-07-30,115.1771,119.7061,114.924,119.4258,758025.0
2021-07-31,115.1771,119.7061,114.924,119.4258,758025.0
2021-08-01,115.1771,119.7061,114.924,119.4258,758025.0
2021-08-02,120.0315,122.0383,116.7862,117.1206,690899.0
2021-08-03,117.8619,121.6677,116.6144,121.3604,508531.0
2021-08-04,120.2304,121.3875,119.0733,119.1637,458938.0
2021-08-05,120.0405,121.1072,119.3354,120.7547,380303.0
2021-08-06,122.2282,123.105,122.0199,122.3547,469106.0
2021-08-07,122.2282,123.105,122.0199,122.3547,469106.0
2021-08-08,122.2282,123.105,122.0199,122.3547,469106.0
2021-08-09,121.6767,123.3582,120.8089,122.8339,399741.0
2021-08-10,123.2858,126.1876,122.5355,125.7357,423978.0
2021-08-11,126.0792,129.2296,125.6543,129.216,600532.0
2021-08-12,129.668,130.8793,128.5561,129.7042,686983.0
2021-08-13,129.3511,129.7313,127.0685,127.5044,285558.0
2021-08-14,129.3511,129.7313,127.0685,127.5044,285558.0
2021-08-15,129.3511,129.7313,127.0685,127.5044,285558.0
2021-08-16,126.4724,127.2645,124.9697,126.6897,410178.0
2021-08-17,125.5853,125.5853,120.4344,121.5298,690931.0
2021-08-18,120.8327,122.8922,120.2534,121.394,492922.0
2021-08-19,119.0494,119.674,115.6456,116.8858,505795.0
2021-08-20,117.3475,118.9679,114.9214,117.085,430992.0
2021-08-21,117.3475,118.9679,114.9214,117.085,430992.0
2021-08-22,117.3475,118.9679,114.9214,117.085,430992.0
2021-08-23,117.6462,120.2986,117.5195,119.4296,614665.0
2021-08-24,122.0095,123.9287,121.5931,122.7066,408503.0
2021-08-25,123.1773,125.9202,122.6477,125.7663,587320.0
2021-08-26,125.4404,127.3958,125.2368,126.3547,599683.0
2021-08-27,126.8074,127.6493,126.056,126.7531,614756.0
2021-08-28,126.8074,127.6493,126.056,126.7531,614756.0
2021-08-29,126.8074,127.6493,126.056,126.7531,614756.0
2021-08-30,127.1242,128.0657,125.3862,126.6263,366651.0
2021-08-31,126.5539,126.8074,124.0826,124.5805,404056.0
2021-09-01,124.4175,124.8158,121.7199,122.9148,390434.0
2021-09-02,123.7748,126.6625,123.3222,125.2956,512600.0
2021-09-03,125.2775,126.5448,124.499,124.9516,314112.0
2021-09-04,125.2775,126.5448,124.499,124.9516,314112.0
2021-09-05,125.2775,126.5448,124.499,124.9516,314112.0
2021-09-06,125.2775,126.5448,124.499,124.9516,314112.0
2021-09-07,124.1188,124.7072,121.2763,121.5117,309071.0
2021-09-08,120.6698,120.9957,117.7006,119.321,527249.0
2021-09-09,118.642,119.8007,116.2522,116.8858,551904.0
2021-09-10,117.6372,118.0536,115.537,115.881,601804.0
2021-09-11,117.6372,118.0536,115.537,115.881,601804.0
2021-09-12,117.6372,118.0536,115.537,115.881,601804.0
2021-09-13,116.9401,117.0669,113.6994,116.6505,686281.0
2021-09-14,117.6915,118.5877,115.365,115.709,419366.0
2021-09-15,115.2202,118.5786,114.7313,118.2709,471870.0
2021-09-16,118.3342,118.9951,116.9583,117.0578,362758.0
2021-09-17,116.5962,117.5195,113.4821,114.2516,853866.0
2021-09-18,116.5962,117.5195,113.4821,114.2516,853866.0
2021-09-19,116.5962,117.5195,113.4821,114.2516,853866.0
2021-09-20,110.5038,111.056,108.7205,110.9655,562436.0
2021-09-21,112.1966,112.1966,109.3542,111.047,494022.0
2021-09-22,112.4773,114.1428,112.4773,113.0114,386750.0
2021-09-23,114.4054,116.5962,114.0615,115.6185,340639.0
2021-09-24,114.5141,115.1478,111.9522,112.0337,505786.0
2021-09-25,114.5141,115.1478,111.9522,112.0337,505786.0
2021-09-26,114.5141,115.1478,111.9522,112.0337,505786.0
2021-09-27,111.9522,116.0983,111.9522,115.3469,463281.0
2021-09-28,114.7132,116.2657,114.0886,115.1478,426038.0
2021-09-29,116.2431,116.5599,114.2742,115.9444,545894.0
2021-09-30,116.4242,116.483,110.8659,110.9202,606269.0
2021-10-01,111.6535,114.9939,110.0965,113.6541,507880.0
2021-10-02,111.6535,114.9939,110.0965,113.6541,507880.0
2021-10-03,111.6535,114.9939,110.0965,113.6541,507880.0
2021-10-04,113.2105,115.1659,113.0114,114.5956,477325.0
2021-10-05,114.1067,115.7724,112.8032,115.1749,455591.0
2021-10-06,113.0838,114.9667,111.907,113.7175,557382.0
2021-10-07,114.4598,116.1526,114.0968,115.7905,491923.0
2021-10-08,116.1073,117.0578,115.2383,115.3741,301305.0
2021-10-09,116.1073,117.0578,115.2383,115.3741,301305.0
2021-10-10,116.1073,117.0578,115.2383,115.3741,301305.0
2021-10-11,115.9172,115.9172,112.6855,112.7036,354204.0
2021-10-12,112.6674,112.8484,109.938,112.3053,566024.0
2021-10-13,113.9076,113.9076,111.6988,113.4097,377522.0
2021-10-14,114.0615,116.1254,113.2015,115.2292,413871.0
2021-10-15,116.2974,118.5877,115.7898,116.1616,391495.0
2021-10-16,116.2974,118.5877,115.7898,116.1616,391495.0
2021-10-17,116.2974,118.5877,115.7898,116.1616,391495.0
2021-10-18,115.4827,115.4827,113.7899,114.0977,535124.0
2021-10-19,115.012,118.1396,114.8581,117.3113,428126.0
2021-10-20,117.257,119.5246,116.9809,118.6963,293835.0
2021-10-21,118.5877,119.7826,118.4021,119.3028,327134.0
2021-10-22,119.9003,120.4616,117.8092,118.2528,563395.0
2021-10-23,119.9003,120.4616,117.8092,118.2528,563395.0
2021-10-24,119.9003,120.4616,117.8092,118.2528,563395.0
2021-10-25,118.1532,121.7199,118.0174,120.6879,444983.0
2021-10-26,121.5931,121.5931,116.1073,116.1888,536685.0
2021-10-27,115.6275,117.3294,113.98,114.5231,783865.0
2021-10-28,110.4405,116.3065,107.1998,112.423,1111252.0
2021-10-29,111.1647,112.3596,109.0645,110.6306,844031.0
2021-10-30,111.1647,112.3596,109.0645,110.6306,844031.0
2021-10-31,111.1647,112.3596,109.0645,110.6306,844031.0
2021-11-01,109.0554,115.3379,109.0283,112.1876,700305.0
2021-11-02,112.4139,113.2558,109.6348,112.9118,645546.0
2021-11-03,112.7579,112.9208,108.2181,110.359,724613.0
2021-11-04,111.1828,112.251,110.4902,110.6577,517993.0
2021-11-05,111.8526,113.7718,111.5449,113.0295,504784.0
2021-11-06,111.8526,113.7718,111.5449,113.0295,504784.0
2021-11-07,111.8526,113.7718,111.5449,113.0295,504784.0
2021-11-08,113.8351,114.6906,112.6176,114.0886,609638.0
2021-11-09,113.5817,114.6046,110.4405,110.5672,833549.0
2021-11-10,110.1508,112.2174,109.7651,111.1828,516808.0
2021-11-11,111.7169,113.0204,110.9564,112.2147,626574.0
2021-11-12,113.1939,116.449,112.5411,116.1317,595182.0
2021-11-13,113.1939,116.449,112.5411,116.1317,595182.0
2021-11-14,113.1939,116.449,112.5411,116.1317,595182.0
2021-11-15,116.9659,117.1744,114.9394,115.5605,493020.0
2021-11-16,115.1252,116.1317,113.7198,113.8558,448928.0
2021-11-17,113.5113,113.5113,108.5969,110.5463,971176.0
2021-11-18,110.4919,111.5256,109.1047,109.3858,764926.0
2021-11-19,108.3521,109.4764,107.3321,107.6539,809569.0
2021-11-20,108.3521,109.4764,107.3321,107.6539,809569.0
2021-11-21,108.3521,109.4764,107.3321,107.6539,809569.0
2021-11-22,108.3702,111.3397,107.7718,109.7212,365179.0
2021-11-23,109.957,110.9997,108.6494,109.9933,457022.0
2021-11-24,109.8028,114.146,109.8028,112.5139,668759.0
2021-11-25,109.8028,114.146,109.8028,112.5139,668759.0
2021-11-26,108.4881,109.0321,105.5957,106.3392,366008.0
2021-11-27,108.4881,109.0321,105.5957,106.3392,366008.0
2021-11-28,108.4881,109.0321,105.5957,106.3392,366008.0
2021-11-29,107.935,107.935,103.1838,103.4559,535960.0
2021-11-30,101.9598,103.1204,98.4327,99.9287,689435.0
2021-12-01,102.7486,103.7279,98.9495,99.022,664073.0
2021-12-02,99.9378,103.2201,99.6567,102.8846,588753.0
2021-12-03,103.5556,103.8593,101.5064,102.7214,669281.0
2021-12-04,103.5556,103.8593,101.5064,102.7214,669281.0
2021-12-05,103.5556,103.8593,101.5064,102.7214,669281.0
2021-12-06,103.9818,106.6112,102.6852,105.9312,739623.0
2021-12-07,107.5633,110.0567,106.5024,108.1073,697662.0
2021-12-08,107.935,108.5606,107.1462,107.9985,422574.0
2021-12-09,107.5451,111.58,107.119,108.9324,800130.0
2021-12-10,106.5205,108.4428,104.4895,106.2757,814080.0
2021-12-11,106.5205,108.4428,104.4895,106.2757,814080.0
2021-12-12,106.5205,108.4428,104.4895,106.2757,814080.0
2021-12-13,105.6954,106.4117,102.8484,104.3082,734798.0
2021-12-14,103.5919,107.3094,103.5919,105.2693,769169.0
2021-12-15,105.5594,105.5594,102.7396,104.4714,419017.0
2021-12-16,105.913,106.2939,103.7097,104.3898,387027.0
2021-12-17,103.1476,103.8956,100.908,101.9054,1277869.0
2021-12-18,103.1476,103.8956,100.908,101.9054,1277869.0
2021-12-19,103.1476,103.8956,100.908,101.9054,1277869.0
2021-12-20,100.2461,100.9987,98.5505,98.9132,616901.0
2021-12-21,100.3458,103.7913,99.9378,103.4921,635005.0
2021-12-22,102.0414,103.8185,101.6424,103.6916,858476.0
2021-12-23,104.7615,105.8088,104.562,104.8159,264328.0
2021-12-24,104.7615,105.8088,104.562,104.8159,264328.0
2021-12-25,104.7615,105.8088,104.562,104.8159,264328.0
2021-12-26,104.7615,105.8088,104.562,104.8159,264328.0
2021-12-27,104.9157,106.7291,104.6437,106.1488,367653.0
2021-12-28,105.6954,106.7654,105.0879,105.4053,268858.0
2021-12-29,105.1786,106.3936,104.5802,105.0789,323366.0
2021-12-30,104.8975,106.3211,104.0362,104.0362,332925.0
2021-12-31,104.0452,106.04,103.9365,105.1967,327020.0
2022-01-01,104.0452,106.04,103.9365,105.1967,327020.0
2022-01-02,104.0452,106.04,103.9365,105.1967,327020.0
2022-01-03,106.3392,108.2524,105.904,106.3029,385637.0
2022-01-04,108.1345,111.6616,107.5995,111.2264,472284.0
2022-01-05,111.9608,114.4271,110.4466,110.4919,790538.0
2022-01-06,111.5709,112.523,109.3223,109.6487,378509.0
2022-01-07,109.5036,111.5301,109.3586,110.1565,570740.0
2022-01-08,109.5036,111.5301,109.3586,110.1565,570740.0
2022-01-09,109.5036,111.5301,109.3586,110.1565,570740.0
2022-01-10,110.1837,110.6733,107.5633,109.0593,705016.0
2022-01-11,110.0205,112.2782,109.0503,112.2056,512043.0
2022-01-12,112.9945,113.7289,110.977,112.2056,582102.0
2022-01-13,113.2393,115.769,112.2056,115.2159,665622.0
2022-01-14,114.1732,115.1978,112.8766,114.3001,351907.0
2022-01-15,114.1732,115.1978,112.8766,114.3001,351907.0
2022-01-16,114.1732,115.1978,112.8766,114.3001,351907.0
2022-01-17,114.1732,115.1978,112.8766,114.3001,351907.0
2022-01-18,113.6745,115.1615,112.5411,114.826,569811.0
2022-01-19,115.7871,115.7871,109.8391,110.0749,579194.0
2022-01-20,109.6578,112.1059,107.2368,107.5905,593246.0
2022-01-21,107.3638,109.3223,105.6184,106.5205,433220.0
2022-01-22,107.3638,109.3223,105.6184,106.5205,433220.0
2022-01-23,107.3638,109.3223,105.6184,106.5205,433220.0
2022-01-24,104.1631,108.0892,101.6878,107.8171,593895.0
2022-01-25,106.1851,106.8198,102.4494,105.7408,532047.0
2022-01-26,107.4273,109.3132,104.2266,105.5141,538253.0
2022-01-27,106.1307,107.6449,101.7558,102.7758,1253181.0
2022-01-28,102.3406,104.7162,100.7357,104.553,607003.0
2022-01-29,102.3406,104.7162,100.7357,104.553,607003.0
2022-01-30,102.3406,104.7162,100.7357,104.553,607003.0
2022-01-31,104.7615,106.2939,103.3108,106.2667,807067.0
2022-02-01,105.9674,107.4817,104.4895,107.1552,385403.0
2022-02-02,106.6656,107.264,102.4857,105.4506,756551.0
2022-02-03,105.233,106.584,103.7913,104.689,731593.0
2022-02-04,104.154,105.3881,102.1774,103.8276,651718.0
2022-02-05,104.154,105.3881,102.1774,103.8276,651718.0
2022-02-06,104.154,105.3881,102.1774,103.8276,651718.0
2022-02-07,104.4079,105.5223,102.531,104.961,1334292.0
2022-02-08,115.8778,118.7884,111.58,114.3545,1849041.0
2022-02-09,116.585,119.8673,115.8143,118.7158,933767.0
2022-02-10,118.4075,122.7598,117.3014,118.2081,801614.0
2022-02-11,118.7793,120.7378,114.7626,116.168,903942.0
2022-02-12,118.7793,120.7378,114.7626,116.168,903942.0
2022-02-13,118.7793,120.7378,114.7626,116.168,903942.0
2022-02-14,116.3133,118.5291,115.5232,116.9217,669732.0
2022-02-15,117.9751,121.9164,117.7659,121.0265,760328.0
2022-02-16,120.0638,120.7813,118.4746,119.8096,934052.0
2022-02-17,118.1568,118.5836,115.4415,116.1316,840921.0
2022-02-18,116.4222,118.3202,115.4778,116.2497,546053.0
2022-02-19,116.4222,118.3202,115.4778,116.2497,546053.0
2022-02-20,116.4222,118.3202,115.4778,116.2497,546053.0
2022-02-21,116.4222,118.3202,115.4778,116.2497,546053.0
2022-02-22,115.8319,116.9898,110.7283,111.1006,660923.0
2022-02-23,111.8543,111.8543,106.115,106.5055,548032.0
2022-02-24,103.3633,107.6588,102.2191,107.3046,911803.0
2022-02-25,107.4136,109.0028,106.1876,107.5135,756466.0
2022-02-26,107.4136,109.0028,106.1876,107.5135,756466.0
2022-02-27,107.4136,109.0028,106.1876,107.5135,756466.0
2022-02-28,105.897,109.7021,105.897,109.1209,611498.0
2022-03-01,109.3207,112.154,107.0912,109.475,970124.0
2022-03-02,110.7918,118.6926,110.4467,116.731,1049445.0
2022-03-03,117.3394,119.3282,116.4246,119.1466,768892.0
2022-03-04,117.7209,119.8459,116.0136,117.9116,1006016.0
2022-03-05,117.7209,119.8459,116.0136,117.9116,1006016.0
2022-03-06,117.7209,119.8459,116.0136,117.9116,1006016.0
2022-03-07,118.9196,119.192,106.9141,106.9868,1253702.0
2022-03-08,108.8666,114.8148,107.6406,112.3447,913946.0
2022-03-09,114.6968,117.3939,113.6706,116.168,808247.0
2022-03-10,114.3154,118.2884,113.5253,117.8026,866434.0
2022-03-11,120.8993,120.8993,117.3485,118.8106,918233.0
2022-03-12,120.8993,120.8993,117.3485,118.8106,918233.0
2022-03-13,120.8993,120.8993,117.3485,118.8106,918233.0
2022-03-14,119.192,120.4089,116.0,116.9217,533718.0
2022-03-15,116.6402,116.6402,112.6353,115.278,1143372.0
2022-03-16,116.4858,120.5905,116.3768,118.3747,654135.0
2022-03-17,116.1952,119.528,115.5686,119.4645,586310.0
2022-03-18,118.9378,121.3987,117.8208,120.2909,977208.0
2022-03-19,118.9378,121.3987,117.8208,120.2909,977208.0
2022-03-20,118.9378,121.3987,117.8208,120.2909,977208.0
2022-03-21,121.0083,126.2028,120.4907,124.3139,1009764.0
2022-03-22,124.9496,129.1815,124.8678,125.2493,937232.0
2022-03-23,124.8951,129.3994,124.8951,128.1462,923428.0
2022-03-24,127.7284,131.0885,126.3299,129.8626,1060211.0
2022-03-25,131.3973,134.5031,130.4528,134.3941,1587818.0
2022-03-26,131.3973,134.5031,130.4528,134.3941,1587818.0
2022-03-27,131.3973,134.5031,130.4528,134.3941,1587818.0
2022-03-28,134.4032,136.4737,131.8424,134.9935,1415170.0
2022-03-29,133.4951,134.5667,128.0645,129.245,1767263.0
2022-03-30,130.362,133.486,129.8716,131.806,977031.0
2022-03-31,130.8161,136.1286,130.8161,132.6142,1310607.0
2022-04-01,133.4315,134.2761,130.0124,131.4245,745655.0
2022-04-02,133.4315,134.2761,130.0124,131.4245,745655.0
2022-04-03,133.4315,134.2761,130.0124,131.4245,745655.0
2022-04-04,131.6788,132.1692,127.7012,129.9534,878187.0
2022-04-05,130.4165,131.3065,126.675,127.1291,815785.0
2022-04-06,126.1846,126.5025,121.7802,123.5965,1018708.0
2022-04-07,123.4875,123.9702,119.4735,123.0062,832630.0
2022-04-08,123.3785,125.5762,122.8609,123.4784,880377.0
2022-04-09,123.3785,125.5762,122.8609,123.4784,880377.0
2022-04-10,123.3785,125.5762,122.8609,123.4784,880377.0
2022-04-11,123.5056,125.9576,122.8245,124.6681,575406.0
2022-04-12,125.0313,127.7739,124.1686,125.2493,517442.0
2022-04-13,125.894,126.675,124.55,125.6852,535217.0
2022-04-14,126.23,129.69,125.6852,128.5094,550790.0
2022-04-15,126.23,129.69,125.6852,128.5094,550790.0
2022-04-16,126.23,129.69,125.6852,128.5094,550790.0
2022-04-17,126.23,129.69,125.6852,128.5094,550790.0
2022-04-18,127.1382,130.7434,126.9384,128.7183,521491.0
2022-04-19,128.7274,130.7162,128.3732,130.1259,530030.0
2022-04-20,131.6788,133.4951,130.135,131.4609,709496.0
2022-04-21,132.9956,133.2317,127.8737,128.6547,618702.0
2022-04-22,127.7194,127.7194,121.8029,122.4522,710481.0
2022-04-23,127.7194,127.7194,121.8029,122.4522,710481.0
2022-04-24,127.7194,127.7194,121.8029,122.4522,710481.0
2022-04-25,118.411,119.637,115.0419,116.5766,1392953.0
2022-04-26,116.7855,116.9126,111.2731,111.3004,842473.0
2022-04-27,111.4366,115.8092,109.7747,115.0419,795720.0
2022-04-28,115.8864,117.1124,111.423,115.614,1183529.0
2022-04-29,115.6776,118.7561,115.5141,115.6957,575851.0
2022-04-30,115.6776,118.7561,115.5141,115.6957,575851.0
2022-05-01,115.6776,118.7561,115.5141,115.6957,575851.0
2022-05-02,114.9692,118.1749,114.1882,116.9944,774428.0
2022-05-03,119.192,122.4159,116.7855,118.3656,1299591.0
2022-05-04,118.2657,124.1013,116.7764,123.5056,1084827.0
2022-05-05,123.324,123.324,117.7664,118.8106,886531.0
2022-05-06,118.4201,118.4201,111.1188,111.9724,965751.0
2022-05-07,118.4201,118.4201,111.1188,111.9724,965751.0
2022-05-08,118.4201,118.4201,111.1188,111.9724,965751.0
2022-05-09,109.7566,112.5173,109.4024,110.919,933381.0
2022-05-10,111.4003,112.2721,108.0584,109.5477,1049313.0
2022-05-11,110.4921,111.6309,107.3319,107.6497,789974.0
2022-05-12,107.1593,108.5124,105.2341,107.5316,808765.0
2022-05-13,109.1969,111.5264,108.4689,111.117,692511.0
2022-05-14,109.1969,111.5264,108.4689,111.117,692511.0
2022-05-15,109.1969,111.5264,108.4689,111.117,692511.0
2022-05-16,111.2899,113.6467,109.7429,112.4728,863441.0
2022-05-17,115.8488,116.2856,113.6467,115.9944,604153.0
2022-05-18,115.4393,116.7588,112.0633,112.8004,546255.0
2022-05-19,111.8845,115.3593,110.7608,113.112,560325.0
2022-05-20,111.4029,112.1205,102.9519,105.879,1348831.0
2022-05-21,111.4029,112.1205,102.9519,105.879,1348831.0
2022-05-22,111.4029,112.1205,102.9519,105.879,1348831.0
2022-05-23,108.2869,113.8438,107.3804,113.4614,788805.0
2022-05-24,112.4794,113.8674,110.1754,113.6974,517200.0
2022-05-25,113.2536,116.1147,112.536,115.7465,642588.0
2022-05-26,117.6539,118.3432,115.8598,117.0684,366830.0
