,IPG US Equity,IPG US Equity,IPG US Equity,IPG US Equity,IPG US Equity
2020-03-01,17.8799,18.3761,17.5804,18.2734,7259416.0
2020-03-02,18.2734,18.6498,17.5505,18.6413,7042794.0
2020-03-03,18.4359,18.8466,17.8884,18.1451,6074817.0
2020-03-04,18.4359,18.6669,17.9911,18.4445,5174840.0
2020-03-05,17.9483,18.051,17.435,17.7173,7205181.0
2020-03-06,17.0671,17.5719,16.7421,17.1441,5566531.0
2020-03-07,17.0671,17.5719,16.7421,17.1441,5566531.0
2020-03-08,17.0671,17.5719,16.7421,17.1441,5566531.0
2020-03-09,15.9293,16.1689,15.4289,15.5957,5032985.0
2020-03-10,16.0833,16.1347,14.9114,16.1175,9424989.0
2020-03-11,15.5786,15.7026,15.1081,15.4075,8992864.0
2020-03-12,14.4237,14.4237,13.0378,13.0549,6013413.0
2020-03-13,13.8933,14.6546,12.9907,14.6375,7965792.0
2020-03-14,13.8933,14.6546,12.9907,14.6375,7965792.0
2020-03-15,13.8933,14.6546,12.9907,14.6375,7965792.0
2020-03-16,12.7041,14.0045,12.5501,12.9779,7035975.0
2020-03-17,13.2345,13.4142,12.2849,13.2345,6901557.0
2020-03-18,12.4218,12.764,11.6433,12.5758,8432678.0
2020-03-19,12.4132,12.9052,12.0026,12.0625,7161619.0
2020-03-20,12.1908,12.2165,10.4371,10.7108,12728006.0
2020-03-21,12.1908,12.2165,10.4371,10.7108,12728006.0
2020-03-22,12.1908,12.2165,10.4371,10.7108,12728006.0
2020-03-23,10.6081,11.3182,9.9494,11.0188,9438494.0
2020-03-24,11.6861,12.7897,11.5107,12.6357,8422764.0
2020-03-25,12.6956,13.7649,11.8084,12.8752,8090481.0
2020-03-26,13.0891,14.3381,12.9265,14.2355,5860226.0
2020-03-27,13.5853,13.936,12.7041,13.0121,6300721.0
2020-03-28,13.5853,13.936,12.7041,13.0121,6300721.0
2020-03-29,13.5853,13.936,12.7041,13.0121,6300721.0
2020-03-30,12.8752,14.1585,12.7127,13.859,6907118.0
2020-03-31,13.8933,14.2611,13.628,13.8505,7281772.0
2020-04-01,13.0463,13.3115,12.1309,12.4389,6307785.0
2020-04-02,12.2507,12.7811,11.8837,12.2935,4603498.0
2020-04-03,12.1823,12.4346,11.4465,11.6176,5810694.0
2020-04-04,12.1823,12.4346,11.4465,11.6176,5810694.0
2020-04-05,12.1823,12.4346,11.4465,11.6176,5810694.0
2020-04-06,12.2507,12.9522,12.1652,12.8495,5812626.0
2020-04-07,13.8676,14.244,13.0891,13.1661,7803444.0
2020-04-08,13.303,13.7307,13.1447,13.6024,4876889.0
2020-04-09,13.9189,14.2611,13.6794,13.9275,5048149.0
2020-04-10,13.9189,14.2611,13.6794,13.9275,5048149.0
2020-04-11,13.9189,14.2611,13.6794,13.9275,5048149.0
2020-04-12,13.9189,14.2611,13.6794,13.9275,5048149.0
2020-04-13,13.6708,13.8761,12.8838,13.7222,5396038.0
2020-04-14,14.0729,14.2012,13.5896,13.7307,6602874.0
2020-04-15,13.1148,13.3543,12.4603,12.5758,7904190.0
2020-04-16,12.61,12.7169,12.0368,12.4304,7997867.0
2020-04-17,12.9094,13.1832,12.6699,12.8838,4886280.0
2020-04-18,12.9094,13.1832,12.6699,12.8838,4886280.0
2020-04-19,12.9094,13.1832,12.6699,12.8838,4886280.0
2020-04-20,12.5758,12.9779,12.2935,12.5929,5301785.0
2020-04-21,12.1566,12.379,11.8999,12.0026,8455114.0
2020-04-22,12.3363,12.7212,11.9598,12.0112,7053674.0
2020-04-23,12.1309,13.0805,11.9855,12.5758,7058799.0
2020-04-24,12.6442,12.7469,12.4304,12.61,5158368.0
2020-04-25,12.6442,12.7469,12.4304,12.61,5158368.0
2020-04-26,12.6442,12.7469,12.4304,12.61,5158368.0
2020-04-27,12.687,13.6067,12.6357,13.457,4787463.0
2020-04-28,13.8933,14.2953,13.6623,14.1585,6053051.0
2020-04-29,14.6889,15.8267,14.6204,15.4075,7633343.0
2020-04-30,14.9797,15.2107,14.4921,14.5263,6433896.0
2020-05-01,14.2098,14.2355,13.7393,14.0558,4167095.0
2020-05-02,14.2098,14.2355,13.7393,14.0558,4167095.0
2020-05-03,14.2098,14.2355,13.7393,14.0558,4167095.0
2020-05-04,13.7564,13.8933,13.1661,13.5767,3973433.0
2020-05-05,13.7564,14.0216,13.4954,13.5083,3852283.0
2020-05-06,13.5682,13.9061,13.3586,13.8761,6052981.0
2020-05-07,14.0644,14.5306,13.8633,13.9189,5666630.0
2020-05-08,14.2269,14.8856,14.1328,14.8172,4653165.0
2020-05-09,14.2269,14.8856,14.1328,14.8172,4653165.0
2020-05-10,14.2269,14.8856,14.1328,14.8172,4653165.0
2020-05-11,14.629,14.629,13.9617,14.2782,3256867.0
2020-05-12,14.3723,14.4322,13.7906,13.7991,2316500.0
2020-05-13,13.6195,13.6965,12.6613,12.9437,5284701.0
2020-05-14,12.7726,13.3524,12.2721,13.1404,7564098.0
2020-05-15,12.9864,13.3842,12.8239,13.149,6780950.0
2020-05-16,12.9864,13.3842,12.8239,13.149,6780950.0
2020-05-17,12.9864,13.3842,12.8239,13.149,6780950.0
2020-05-18,13.8334,14.3638,13.7692,14.2183,4841682.0
2020-05-19,14.1499,14.2183,13.6537,13.7307,4261219.0
2020-05-20,13.9702,14.3338,13.936,14.2611,4158190.0
2020-05-21,14.2183,14.4023,13.936,13.9702,3735363.0
2020-05-22,13.9788,14.1499,13.812,14.0986,2842688.0
2020-05-23,13.9788,14.1499,13.812,14.0986,2842688.0
2020-05-24,13.9788,14.1499,13.812,14.0986,2842688.0
2020-05-25,13.9788,14.1499,13.812,14.0986,2842688.0
2020-05-26,14.7145,15.2535,14.5092,14.9968,5092248.0
2020-05-27,15.3989,15.9807,15.2963,15.5615,6269328.0
2020-05-28,15.6299,15.7411,14.8814,14.9198,6436723.0
2020-05-29,14.7853,14.9285,14.412,14.8547,7658024.0
2020-05-30,14.7853,14.9285,14.412,14.8547,7658024.0
2020-05-31,14.7853,14.9285,14.412,14.8547,7658024.0
2020-06-01,14.8721,15.2802,14.8026,15.1673,2921837.0
2020-06-02,15.3062,15.3757,15.0371,15.2367,5771673.0
2020-06-03,15.5493,15.9443,15.4364,15.8879,4658798.0
2020-06-04,15.8184,16.157,15.6187,16.157,5847093.0
2020-06-05,16.8516,17.3985,16.6823,16.7995,5334856.0
2020-06-06,16.8516,17.3985,16.6823,16.7995,5334856.0
2020-06-07,16.8516,17.3985,16.6823,16.7995,5334856.0
2020-06-08,16.9644,17.5982,16.8863,17.5635,5442870.0
2020-06-09,17.2075,17.277,16.6606,16.704,4147414.0
2020-06-10,16.6606,16.6866,15.8705,16.2004,4473855.0
2020-06-11,15.2975,15.4364,14.7289,14.8113,6430839.0
2020-06-12,15.5059,15.5059,14.5639,15.0023,5736976.0
2020-06-13,15.5059,15.5059,14.5639,15.0023,5736976.0
2020-06-14,15.5059,15.5059,14.5639,15.0023,5736976.0
2020-06-15,14.4033,15.5623,14.3165,15.3583,4813424.0
2020-06-16,15.9573,16.0442,15.1977,15.4885,4433695.0
2020-06-17,15.5406,15.6187,15.0457,15.1586,4287857.0
2020-06-18,14.9589,15.2888,14.833,15.2367,3862421.0
2020-06-19,15.5927,15.5927,14.6203,14.8113,10739697.0
2020-06-20,15.5927,15.5927,14.6203,14.8113,10739697.0
2020-06-21,15.5927,15.5927,14.6203,14.8113,10739697.0
2020-06-22,14.7071,14.7419,14.3772,14.5422,3529972.0
2020-06-23,14.82,15.1109,14.5726,14.9676,3566217.0
2020-06-24,14.7679,14.82,14.1081,14.2731,3605761.0
2020-06-25,14.056,14.3555,13.9084,14.2904,4337315.0
2020-06-26,14.2036,14.2904,13.8216,14.0821,5197321.0
2020-06-27,14.2036,14.2904,13.8216,14.0821,5197321.0
2020-06-28,14.2036,14.2904,13.8216,14.0821,5197321.0
2020-06-29,14.2296,14.9763,14.2036,14.7332,5201876.0
2020-06-30,14.6898,15.1847,14.6011,14.8982,5588033.0
2020-07-01,14.9329,15.2975,14.7549,14.8113,3559030.0
2020-07-02,15.1412,15.1933,14.6507,14.8113,2553328.0
2020-07-03,15.1412,15.1933,14.6507,14.8113,2553328.0
2020-07-04,15.1412,15.1933,14.6507,14.8113,2553328.0
2020-07-05,15.1412,15.1933,14.6507,14.8113,2553328.0
2020-07-06,15.1586,15.393,14.9416,15.0718,5024321.0
2020-07-07,14.8634,15.0805,14.7549,14.9242,3596069.0
2020-07-08,14.8374,14.8374,14.4641,14.7592,3977635.0
2020-07-09,14.6724,14.7332,13.9952,14.2296,3294314.0
2020-07-10,14.2383,14.8634,14.221,14.7332,3420958.0
2020-07-11,14.2383,14.8634,14.221,14.7332,3420958.0
2020-07-12,14.2383,14.8634,14.221,14.7332,3420958.0
2020-07-13,14.9329,15.0718,14.7028,14.7419,2694843.0
2020-07-14,14.6985,15.0978,14.5335,15.0631,2381625.0
2020-07-15,15.3583,15.749,15.2064,15.6708,2737156.0
2020-07-16,15.584,16.0051,15.4972,15.8011,3894669.0
2020-07-17,15.8358,15.94,15.5406,15.6274,2987403.0
2020-07-18,15.8358,15.94,15.5406,15.6274,2987403.0
2020-07-19,15.8358,15.94,15.5406,15.6274,2987403.0
2020-07-20,15.4972,15.5363,14.8895,15.1499,4100255.0
2020-07-21,15.202,15.6448,15.202,15.3496,2090189.0
2020-07-22,15.3062,15.6882,15.2628,15.6274,2354407.0
2020-07-23,16.2786,16.4175,15.9183,16.0268,6352154.0
2020-07-24,16.2091,16.4131,15.9139,16.1049,4616154.0
2020-07-25,16.2091,16.4131,15.9139,16.1049,4616154.0
2020-07-26,16.2091,16.4131,15.9139,16.1049,4616154.0
2020-07-27,15.8792,16.1961,15.8792,16.1136,5844128.0
2020-07-28,15.4364,16.1397,15.4364,15.9834,5257303.0
2020-07-29,16.0528,16.8429,15.8184,16.4175,8548784.0
2020-07-30,16.2352,16.2352,15.9183,15.9834,3526240.0
2020-07-31,15.9053,15.9053,15.4408,15.6708,5247048.0
2020-08-01,15.9053,15.9053,15.4408,15.6708,5247048.0
2020-08-02,15.9053,15.9053,15.4408,15.6708,5247048.0
2020-08-03,15.7229,16.1223,15.5406,15.9921,3365897.0
2020-08-04,15.9487,16.2959,15.8792,16.0702,2575575.0
2020-08-05,16.2438,16.4045,15.9964,16.2265,4977528.0
2020-08-06,16.1049,16.4001,16.0702,16.0876,3875066.0
2020-08-07,15.9487,16.0528,15.7186,15.9834,5508756.0
2020-08-08,15.9487,16.0528,15.7186,15.9834,5508756.0
2020-08-09,15.9487,16.0528,15.7186,15.9834,5508756.0
2020-08-10,16.0615,16.73,16.0615,16.5998,4494746.0
2020-08-11,16.8603,17.3074,16.73,16.7561,4162955.0
2020-08-12,16.8776,17.0079,16.4609,16.4956,3526966.0
2020-08-13,16.322,16.4956,16.2079,16.3133,3356101.0
2020-08-14,16.2699,16.6041,16.1918,16.3741,2444160.0
2020-08-15,16.2699,16.6041,16.1918,16.3741,2444160.0
2020-08-16,16.2699,16.6041,16.1918,16.3741,2444160.0
2020-08-17,16.4001,16.4348,16.0355,16.131,2994613.0
2020-08-18,16.0963,16.2959,15.9356,16.0094,2954752.0
2020-08-19,16.0702,16.2221,15.8532,15.9226,2763049.0
2020-08-20,15.749,15.8358,15.4451,15.4538,3243754.0
2020-08-21,15.3409,15.3843,15.1195,15.176,3932056.0
2020-08-22,15.3409,15.3843,15.1195,15.176,3932056.0
2020-08-23,15.3409,15.3843,15.1195,15.176,3932056.0
2020-08-24,15.2541,15.9139,15.1933,15.9139,3349739.0
2020-08-25,16.0268,16.0268,15.5927,15.7403,1980795.0
2020-08-26,15.6622,15.8141,15.4885,15.5493,2196656.0
2020-08-27,15.6708,16.144,15.6708,15.9747,3737909.0
2020-08-28,15.9921,16.1136,15.7663,16.0963,2000166.0
2020-08-29,15.9921,16.1136,15.7663,16.0963,2000166.0
2020-08-30,15.9921,16.1136,15.7663,16.0963,2000166.0
2020-08-31,16.1271,16.2239,15.6077,15.6341,3704178.0
2020-09-01,15.5549,15.819,15.37,15.6165,2859476.0
2020-09-02,15.6429,16.0126,15.6165,15.8014,5136996.0
2020-09-03,16.0302,16.3207,15.5505,15.7221,6127515.0
2020-09-04,16.0214,16.0566,15.5989,15.7045,2937128.0
2020-09-05,16.0214,16.0566,15.5989,15.7045,2937128.0
2020-09-06,16.0214,16.0566,15.5989,15.7045,2937128.0
2020-09-07,16.0214,16.0566,15.5989,15.7045,2937128.0
2020-09-08,15.5901,15.6957,15.304,15.3788,3297942.0
2020-09-09,15.5021,15.5241,15.1235,15.1411,5059818.0
2020-09-10,15.1851,15.3788,14.8814,14.9123,3525488.0
2020-09-11,14.9651,15.282,14.8506,15.2292,3517696.0
2020-09-12,14.9651,15.282,14.8506,15.2292,3517696.0
2020-09-13,14.9651,15.282,14.8506,15.2292,3517696.0
2020-09-14,15.3876,16.0786,15.3524,15.9862,4152563.0
2020-09-15,15.9598,16.1007,15.6253,15.8894,2731797.0
2020-09-16,16.0302,16.5672,15.8718,16.3031,3901632.0
2020-09-17,15.9686,16.3912,15.8366,16.1007,3216698.0
2020-09-18,16.0214,16.1007,15.6517,15.6957,4544133.0
2020-09-19,16.0214,16.1007,15.6517,15.6957,4544133.0
2020-09-20,16.0214,16.1007,15.6517,15.6957,4544133.0
2020-09-21,15.2732,15.4228,14.7186,14.9034,3833575.0
2020-09-22,14.9387,15.0962,14.6174,14.6834,3819258.0
2020-09-23,14.6306,14.8946,14.2432,14.2608,3510269.0
2020-09-24,14.2432,14.5381,14.0143,14.3313,3252444.0
2020-09-25,14.2432,14.8814,14.1464,14.8506,5977774.0
2020-09-26,14.2432,14.8814,14.1464,14.8506,5977774.0
2020-09-27,14.2432,14.8814,14.1464,14.8506,5977774.0
2020-09-28,15.1675,15.1851,14.855,15.0091,3219233.0
2020-09-29,15.0003,15.0531,14.5601,14.6306,2755600.0
2020-09-30,14.745,14.9563,14.4985,14.6746,4702702.0
2020-10-01,14.789,14.9475,14.6129,14.7626,3597238.0
2020-10-02,14.5777,15.4096,14.5777,15.326,3828471.0
2020-10-03,14.5777,15.4096,14.5777,15.326,3828471.0
2020-10-04,14.5777,15.4096,14.5777,15.326,3828471.0
2020-10-05,15.5197,15.7661,15.4052,15.5109,2675415.0
2020-10-06,15.6781,15.8762,15.348,15.3876,2740953.0
2020-10-07,15.5373,15.9642,15.5373,15.8718,2491878.0
2020-10-08,15.9686,16.2151,15.819,16.1447,2813062.0
2020-10-09,16.3207,16.4352,16.0346,16.1623,5194959.0
2020-10-10,16.3207,16.4352,16.0346,16.1623,5194959.0
2020-10-11,16.3207,16.4352,16.0346,16.1623,5194959.0
2020-10-12,16.2239,16.4132,16.1887,16.3295,3792070.0
2020-10-13,16.2415,16.3295,15.7793,15.7837,3142137.0
2020-10-14,15.9422,16.1447,15.8278,15.907,6248450.0
2020-10-15,15.6253,15.841,15.3449,15.8102,2921258.0
2020-10-16,15.8542,16.2327,15.7177,16.0742,4448609.0
2020-10-17,15.8542,16.2327,15.7177,16.0742,4448609.0
2020-10-18,15.8542,16.2327,15.7177,16.0742,4448609.0
2020-10-19,16.1623,16.2503,15.5813,15.6165,3462120.0
2020-10-20,15.8718,15.9158,15.6649,15.8454,4568295.0
2020-10-21,15.9774,16.5496,15.5989,16.4616,6488511.0
2020-10-22,17.0074,17.1658,16.5848,16.8577,6172665.0
2020-10-23,17.0514,17.0778,16.6993,17.025,3748250.0
2020-10-24,17.0514,17.0778,16.6993,17.025,3748250.0
2020-10-25,17.0514,17.0778,16.6993,17.025,3748250.0
2020-10-26,16.8665,16.9281,16.5584,16.7257,5945266.0
2020-10-27,16.7873,16.8577,16.4836,16.5936,5578164.0
2020-10-28,16.2503,16.2943,15.6165,15.6957,6317655.0
2020-10-29,15.6165,16.3207,15.4668,16.1183,5293057.0
2020-10-30,16.1271,16.4352,15.8278,15.9246,5684201.0
2020-10-31,16.1271,16.4352,15.8278,15.9246,5684201.0
2020-11-01,16.1271,16.4352,15.8278,15.9246,5684201.0
2020-11-02,16.1095,16.6728,16.0038,16.6552,3856480.0
2020-11-03,16.8577,17.157,16.7081,17.0338,4324484.0
2020-11-04,17.0162,17.025,16.532,16.6376,5021089.0
2020-11-05,16.8401,17.2538,16.8049,17.1922,3305609.0
2020-11-06,17.1482,17.2626,16.6993,16.7169,3854578.0
2020-11-07,17.1482,17.2626,16.6993,16.7169,3854578.0
2020-11-08,17.1482,17.2626,16.6993,16.7169,3854578.0
2020-11-09,18.187,19.1377,18.187,18.5655,7772508.0
2020-11-10,18.7151,18.9176,18.5303,18.856,5745912.0
2020-11-11,18.8648,18.8648,17.9317,18.2838,6204192.0
2020-11-12,18.1077,18.2926,17.7952,18.0285,3461190.0
2020-11-13,18.2398,18.7327,18.1782,18.6271,3846616.0
2020-11-14,18.2398,18.7327,18.1782,18.6271,3846616.0
2020-11-15,18.2398,18.7327,18.1782,18.6271,3846616.0
2020-11-16,19.1729,19.4196,18.9308,19.0497,4310819.0
2020-11-17,18.8296,19.349,18.7019,19.2785,3202353.0
2020-11-18,19.2785,19.4458,18.812,18.8384,2882147.0
2020-11-19,18.5831,19.0409,18.5391,19.0056,2657337.0
2020-11-20,18.8472,19.0981,18.7504,19.0585,3127388.0
2020-11-21,18.8472,19.0981,18.7504,19.0585,3127388.0
2020-11-22,18.8472,19.0981,18.7504,19.0585,3127388.0
2020-11-23,19.3225,19.5778,19.1201,19.4458,2520392.0
2020-11-24,19.8507,20.4933,19.6659,20.4493,5714955.0
2020-11-25,20.2205,20.4361,19.9476,20.3437,4226248.0
2020-11-26,20.2205,20.4361,19.9476,20.3437,4226248.0
2020-11-27,20.2557,20.3789,20.0268,20.0708,1307760.0
2020-11-28,20.2557,20.3789,20.0268,20.0708,1307760.0
2020-11-29,20.2557,20.3789,20.0268,20.0708,1307760.0
2020-11-30,19.9773,20.2043,19.7681,19.8349,4915555.0
2020-12-01,20.1376,20.4492,20.004,20.2889,4689517.0
2020-12-02,20.2978,20.6539,20.0752,20.6539,4049832.0
2020-12-03,20.6628,21.2237,20.6094,21.0901,4354613.0
2020-12-04,21.1703,21.4262,21.0545,21.3305,3496377.0
2020-12-05,21.1703,21.4262,21.0545,21.3305,3496377.0
2020-12-06,21.1703,21.4262,21.0545,21.3305,3496377.0
2020-12-07,21.2771,21.335,21.01,21.2237,3228504.0
2020-12-08,21.0634,21.3127,20.9616,21.0634,3597837.0
2020-12-09,21.2148,21.4997,20.9366,21.099,3894309.0
2020-12-10,20.8231,21.1436,20.6806,21.0456,2503576.0
2020-12-11,21.1436,21.562,21.0189,21.2949,3674463.0
2020-12-12,21.1436,21.562,21.0189,21.2949,3674463.0
2020-12-13,21.1436,21.562,21.0189,21.2949,3674463.0
2020-12-14,21.5353,21.7044,21.0901,21.099,5147809.0
2020-12-15,21.3127,21.6141,21.1346,21.5353,3213097.0
2020-12-16,21.562,21.6688,21.286,21.4551,2099554.0
2020-12-17,21.6599,21.6599,20.9299,21.1881,3029100.0
2020-12-18,21.1346,21.3928,21.0011,21.3127,8365503.0
2020-12-19,21.1346,21.3928,21.0011,21.3127,8365503.0
2020-12-20,21.1346,21.3928,21.0011,21.3127,8365503.0
2020-12-21,20.9566,20.9922,20.5026,20.8498,3773217.0
2020-12-22,20.9655,21.099,20.467,20.5293,4116985.0
2020-12-23,20.5916,21.099,20.5916,20.9388,2926969.0
2020-12-24,21.0189,21.0189,20.7162,20.9388,850627.0
2020-12-25,21.0189,21.0189,20.7162,20.9388,850627.0
2020-12-26,21.0189,21.0189,20.7162,20.9388,850627.0
2020-12-27,21.0189,21.0189,20.7162,20.9388,850627.0
2020-12-28,21.0634,21.4515,20.9792,21.1792,2303108.0
2020-12-29,21.2237,21.3038,20.961,21.0812,1783527.0
2020-12-30,21.1168,21.2771,20.8498,20.8854,1841205.0
2020-12-31,20.9566,21.01,20.7518,20.9388,2043879.0
2021-01-01,20.9566,21.01,20.7518,20.9388,2043879.0
2021-01-02,20.9566,21.01,20.7518,20.9388,2043879.0
2021-01-03,20.9566,21.01,20.7518,20.9388,2043879.0
2021-01-04,20.8943,21.0287,20.5159,20.6005,3177545.0
2021-01-05,20.6094,20.9477,20.5159,20.7073,3005481.0
2021-01-06,21.3661,22.4255,21.3661,22.3009,5492560.0
2021-01-07,22.2475,22.4611,21.7267,21.7756,4610758.0
2021-01-08,21.7667,21.967,21.4997,21.6688,3758476.0
2021-01-09,21.7667,21.967,21.4997,21.6688,3758476.0
2021-01-10,21.7667,21.967,21.4997,21.6688,3758476.0
2021-01-11,21.4551,21.7934,21.3483,21.74,2970295.0
2021-01-12,21.7934,21.9893,21.5887,21.8558,3077454.0
2021-01-13,21.7578,22.0961,21.5976,21.7578,2889360.0
2021-01-14,21.8558,22.3766,21.7578,22.1941,3784124.0
2021-01-15,22.1139,22.2564,21.7044,22.203,3249020.0
2021-01-16,22.1139,22.2564,21.7044,22.203,3249020.0
2021-01-17,22.1139,22.2564,21.7044,22.203,3249020.0
2021-01-18,22.1139,22.2564,21.7044,22.203,3249020.0
2021-01-19,22.3009,22.381,21.9626,22.1941,3931706.0
2021-01-20,22.3187,22.3187,21.6911,21.9715,2981044.0
2021-01-21,21.927,22.3587,21.8469,21.9715,3353796.0
2021-01-22,21.8914,21.9359,21.5264,21.8825,2844486.0
2021-01-23,21.8914,21.9359,21.5264,21.8825,2844486.0
2021-01-24,21.8914,21.9359,21.5264,21.8825,2844486.0
2021-01-25,21.6154,22.1228,21.5976,21.9537,2748274.0
2021-01-26,22.1406,22.5323,22.0294,22.4433,2783305.0
2021-01-27,22.1762,22.7638,21.7979,21.9715,4412257.0
2021-01-28,22.1941,22.3766,21.8647,21.9181,5496312.0
2021-01-29,21.8558,21.9982,21.2682,21.4284,6393682.0
2021-01-30,21.8558,21.9982,21.2682,21.4284,6393682.0
2021-01-31,21.8558,21.9982,21.2682,21.4284,6393682.0
2021-02-01,21.651,22.1451,21.3572,22.0961,3071870.0
2021-02-02,22.3899,22.5769,22.0961,22.3899,3909282.0
2021-02-03,22.3098,22.8974,22.2697,22.6748,3154716.0
2021-02-04,22.7104,23.1021,22.6659,22.9775,3656421.0
2021-02-05,23.111,23.663,23.0309,23.1288,4989609.0
2021-02-06,23.111,23.663,23.0309,23.1288,4989609.0
2021-02-07,23.111,23.663,23.0309,23.1288,4989609.0
2021-02-08,23.3336,23.7253,23.1199,23.6897,4722996.0
2021-02-09,23.5561,23.6229,23.1511,23.4048,5538095.0
2021-02-10,22.7015,22.7015,21.3323,21.8558,9039050.0
2021-02-11,21.7934,21.838,21.4997,21.7934,4099388.0
2021-02-12,21.7222,21.9626,21.6866,21.927,2062714.0
2021-02-13,21.7222,21.9626,21.6866,21.927,2062714.0
2021-02-14,21.7222,21.9626,21.6866,21.927,2062714.0
2021-02-15,21.7222,21.9626,21.6866,21.927,2062714.0
2021-02-16,22.0427,22.1807,21.651,22.1406,2572797.0
2021-02-17,22.016,22.5145,21.8112,22.3988,2508149.0
2021-02-18,22.4255,22.4255,21.9359,22.0872,3963260.0
2021-02-19,22.2831,22.8172,22.2297,22.7549,3961134.0
2021-02-20,22.2831,22.8172,22.2297,22.7549,3961134.0
2021-02-21,22.2831,22.8172,22.2297,22.7549,3961134.0
2021-02-22,22.7193,23.752,22.7193,23.5829,4405999.0
2021-02-23,23.7075,23.8099,23.1644,23.663,3721049.0
2021-02-24,23.6274,24.0992,23.3647,24.0369,4582983.0
2021-02-25,24.0369,24.0814,23.1199,23.2178,3192207.0
2021-02-26,23.3618,23.8071,22.984,23.4967,5222063.0
2021-02-27,23.3618,23.8071,22.984,23.4967,5222063.0
2021-02-28,23.3618,23.8071,22.984,23.4967,5222063.0
2021-03-01,23.8565,24.5402,23.8026,24.0994,4111405.0
2021-03-02,23.9555,24.3153,23.9015,24.2524,3842143.0
2021-03-03,24.3873,24.7921,24.2883,24.5402,5379912.0
2021-03-04,24.5402,25.008,23.8565,24.2434,5648575.0
2021-03-05,24.5672,25.2374,24.0455,25.08,4016133.0
2021-03-06,24.5672,25.2374,24.0455,25.08,4016133.0
2021-03-07,24.5672,25.2374,24.0455,25.08,4016133.0
2021-03-08,25.4488,25.9166,25.2869,25.6737,3518965.0
2021-03-09,25.6827,25.8896,25.3768,25.6377,3902022.0
2021-03-10,25.7816,26.4788,25.6287,26.2494,4042262.0
2021-03-11,26.1684,26.6722,26.0695,26.3483,2502702.0
2021-03-12,26.4743,26.8071,26.4383,26.6362,2848757.0
2021-03-13,26.4743,26.8071,26.4383,26.6362,2848757.0
2021-03-14,26.4743,26.8071,26.4383,26.6362,2848757.0
2021-03-15,26.6362,26.7532,26.0875,26.3214,4319271.0
2021-03-16,26.3214,26.3843,25.8356,26.3394,3741350.0
2021-03-17,26.4653,26.9735,26.101,26.9241,5813802.0
2021-03-18,26.8611,27.3694,26.6632,26.6902,4261449.0
2021-03-19,26.5283,27.05,26.2314,26.6182,11894122.0
2021-03-20,26.5283,27.05,26.2314,26.6182,11894122.0
2021-03-21,26.5283,27.05,26.2314,26.6182,11894122.0
2021-03-22,26.6542,26.6632,26.1325,26.3304,3639797.0
2021-03-23,25.9256,26.0515,25.2284,25.4038,3664314.0
2021-03-24,25.5927,25.8086,25.035,25.035,3592425.0
2021-03-25,24.963,25.8176,24.7921,25.6647,4379836.0
2021-03-26,25.8536,25.9795,25.3318,25.5837,6189945.0
2021-03-27,25.8536,25.9795,25.3318,25.5837,6189945.0
2021-03-28,25.8536,25.9795,25.3318,25.5837,6189945.0
2021-03-29,25.5207,26.0515,25.0845,25.5118,4392080.0
2021-03-30,25.7097,26.5373,25.5567,26.3663,5909347.0
2021-03-31,26.2764,26.6002,25.9165,26.2674,5269101.0
2021-04-01,26.2224,26.4023,25.939,26.4023,2980925.0
2021-04-02,26.2224,26.4023,25.939,26.4023,2980925.0
2021-04-03,26.2224,26.4023,25.939,26.4023,2980925.0
2021-04-04,26.2224,26.4023,25.939,26.4023,2980925.0
2021-04-05,26.6182,26.6811,26.2764,26.5193,2475165.0
2021-04-06,26.5193,26.7532,26.3663,26.6182,3354158.0
2021-04-07,26.7891,26.8701,26.2899,26.5552,2752042.0
2021-04-08,26.4923,26.6092,26.1774,26.4923,3354930.0
2021-04-09,26.4923,26.6632,26.2494,26.4473,2484756.0
2021-04-10,26.4923,26.6632,26.2494,26.4473,2484756.0
2021-04-11,26.4923,26.6632,26.2494,26.4473,2484756.0
2021-04-12,26.5373,27.0905,26.4293,26.978,4810946.0
2021-04-13,26.8521,27.0095,26.4923,26.5732,4509126.0
2021-04-14,26.6452,27.2479,26.4923,26.9151,5222491.0
2021-04-15,26.987,27.7292,26.9151,27.3739,5313164.0
2021-04-16,27.5718,27.6527,27.2344,27.5268,3282761.0
2021-04-17,27.5718,27.6527,27.2344,27.5268,3282761.0
2021-04-18,27.5718,27.6527,27.2344,27.5268,3282761.0
2021-04-19,27.3019,27.5088,27.122,27.3829,3540887.0
2021-04-20,27.3469,27.4998,26.8296,26.996,4639246.0
2021-04-21,26.8521,27.6257,26.7487,27.6077,3575789.0
2021-04-22,27.122,27.3199,26.5418,26.6542,4889932.0
2021-04-23,26.8071,26.9691,26.6317,26.7352,3951131.0
2021-04-24,26.8071,26.9691,26.6317,26.7352,3951131.0
2021-04-25,26.8071,26.9691,26.6317,26.7352,3951131.0
2021-04-26,26.8071,27.032,26.5777,26.7352,3064740.0
2021-04-27,26.6632,27.005,26.4293,26.8431,4385550.0
2021-04-28,27.5088,28.3004,27.2749,28.0036,6345387.0
2021-04-29,28.3544,28.8312,28.1925,28.8222,4612055.0
2021-04-30,28.7232,28.7232,28.3814,28.5613,4987382.0
2021-05-01,28.7232,28.7232,28.3814,28.5613,4987382.0
