,BSIG US Equity,BSIG US Equity,BSIG US Equity,BSIG US Equity,BSIG US Equity
2020-03-13,6.2179,6.9517,6.2179,6.9517,901305.0
2020-03-14,6.2179,6.9517,6.2179,6.9517,901305.0
2020-03-15,6.2179,6.9517,6.2179,6.9517,901305.0
2020-03-16,5.6725,5.8163,5.008,5.008,1083020.0
2020-03-17,5.1469,5.2262,4.6857,4.8593,1477988.0
2020-03-18,4.5518,4.8295,3.58,3.699,790443.0
2020-03-19,3.6692,4.6857,3.5899,4.3932,970012.0
2020-03-20,4.3733,4.7601,4.2345,4.4824,1177446.0
2020-03-21,4.3733,4.7601,4.2345,4.4824,1177446.0
2020-03-22,4.3733,4.7601,4.2345,4.4824,1177446.0
2020-03-23,4.5023,4.8791,4.2643,4.6411,814704.0
2020-03-24,4.9188,5.2659,4.8989,5.0973,709201.0
2020-03-25,5.2064,6.0592,5.0973,5.603,674964.0
2020-03-26,5.3849,6.5154,5.2064,6.3964,957411.0
2020-03-27,6.0691,6.6146,6.0394,6.0394,781761.0
2020-03-28,6.0691,6.6146,6.0394,6.0394,781761.0
2020-03-29,6.0691,6.6146,6.0394,6.0394,781761.0
2020-03-30,6.0592,6.5848,5.8708,6.3171,616662.0
2020-03-31,6.2576,6.4757,6.0295,6.3369,709488.0
2020-04-01,5.96,6.2576,5.8609,5.9402,533543.0
2020-04-02,5.7815,6.3369,5.7815,6.1187,442329.0
2020-04-03,5.9799,6.1286,5.732,5.9402,430188.0
2020-04-04,5.9799,6.1286,5.732,5.9402,430188.0
2020-04-05,5.9799,6.1286,5.732,5.9402,430188.0
2020-04-06,5.365,6.5699,5.365,6.4361,631662.0
2020-04-07,6.6641,6.8823,6.2576,6.2972,539153.0
2020-04-08,5.8807,6.1386,5.4941,5.7617,781987.0
2020-04-09,6.0096,6.6741,5.9749,6.1386,572085.0
2020-04-10,6.0096,6.6741,5.9749,6.1386,572085.0
2020-04-11,6.0096,6.6741,5.9749,6.1386,572085.0
2020-04-12,6.0096,6.6741,5.9749,6.1386,572085.0
2020-04-13,6.1286,6.4956,5.8708,6.2873,349342.0
2020-04-14,6.4063,6.4658,6.0295,6.0691,473622.0
2020-04-15,5.7915,5.8212,5.4146,5.4345,388437.0
2020-04-16,5.4146,5.7072,5.1518,5.2064,431634.0
2020-04-17,5.3551,5.722,5.1369,5.375,730482.0
2020-04-18,5.3551,5.722,5.1369,5.375,730482.0
2020-04-19,5.3551,5.722,5.1369,5.375,730482.0
2020-04-20,5.246,5.3452,5.008,5.1865,520015.0
2020-04-21,4.9386,5.4642,4.889,5.3452,632880.0
2020-04-22,5.5138,6.1584,5.3849,6.0989,695084.0
2020-04-23,6.1286,6.5055,6.0493,6.3964,645257.0
2020-04-24,6.4261,6.8922,6.3369,6.8426,937047.0
2020-04-25,6.4261,6.8922,6.3369,6.8426,937047.0
2020-04-26,6.4261,6.8922,6.3369,6.8426,937047.0
2020-04-27,6.8922,7.2492,6.6939,7.0906,784844.0
2020-04-28,7.2988,7.5666,7.1699,7.3881,655707.0
2020-04-29,7.6162,8.0624,7.5071,7.8145,869452.0
2020-04-30,7.6062,7.6955,7.3385,7.3484,808597.0
2020-05-01,7.2691,7.4377,7.0311,7.4178,612048.0
2020-05-02,7.2691,7.4377,7.0311,7.4178,612048.0
2020-05-03,7.2691,7.4377,7.0311,7.4178,612048.0
2020-05-04,7.2294,7.5418,7.1402,7.4674,518860.0
2020-05-05,7.6856,7.8343,7.1699,7.1798,480820.0
2020-05-06,7.2096,7.3087,7.0311,7.1699,526733.0
2020-05-07,7.6856,8.4294,7.5567,8.112,772763.0
2020-05-08,8.4591,8.4988,7.879,8.3401,929549.0
2020-05-09,8.4591,8.4988,7.879,8.3401,929549.0
2020-05-10,8.4591,8.4988,7.879,8.3401,929549.0
2020-05-11,8.2905,8.2905,7.9385,7.9633,391443.0
2020-05-12,8.3897,8.3996,7.5368,7.5765,539638.0
2020-05-13,7.4972,7.7005,7.3286,7.4872,733537.0
2020-05-14,7.4178,7.755,7.4079,7.7451,400230.0
2020-05-15,7.6856,7.8443,7.5864,7.7352,385195.0
2020-05-16,7.6856,7.8443,7.5864,7.7352,385195.0
2020-05-17,7.6856,7.8443,7.5864,7.7352,385195.0
2020-05-18,8.1318,8.4294,8.117,8.3897,325163.0
2020-05-19,8.3599,8.4789,8.1616,8.1715,746177.0
2020-05-20,8.3897,8.4789,8.2409,8.3302,261867.0
2020-05-21,8.2508,8.4343,8.2409,8.2905,170808.0
2020-05-22,8.3599,8.3599,8.1071,8.2707,171223.0
2020-05-23,8.3599,8.3599,8.1071,8.2707,171223.0
2020-05-24,8.3599,8.3599,8.1071,8.2707,171223.0
2020-05-25,8.3599,8.3599,8.1071,8.2707,171223.0
2020-05-26,8.6376,8.8905,8.4938,8.707,524795.0
2020-05-27,8.8756,8.9748,8.6277,8.7368,668930.0
2020-05-28,8.8657,8.8657,8.4095,8.4294,405839.0
2020-05-29,8.2707,8.4095,8.1616,8.2806,381343.0
2020-05-30,8.2707,8.4095,8.1616,8.2806,381343.0
2020-05-31,8.2707,8.4095,8.1616,8.2806,381343.0
2020-06-01,8.3599,8.5484,8.1814,8.4789,695208.0
2020-06-02,8.6079,8.7269,8.5186,8.6079,229322.0
2020-06-03,8.8657,9.3615,8.8657,9.2723,252598.0
2020-06-04,9.1235,9.3417,9.0541,9.2326,262267.0
2020-06-05,9.6789,9.8177,9.431,9.659,435016.0
2020-06-06,9.6789,9.8177,9.431,9.659,435016.0
2020-06-07,9.6789,9.8177,9.431,9.659,435016.0
2020-06-08,9.8375,9.9476,9.6095,9.8078,388363.0
2020-06-09,9.5202,9.6789,9.4012,9.6194,365361.0
2020-06-10,9.6491,9.9764,9.5698,9.6789,383823.0
2020-06-11,9.1726,9.6094,9.0336,9.0535,520372.0
2020-06-12,9.4903,9.4903,8.8152,9.0535,500170.0
2020-06-13,9.4903,9.4903,8.8152,9.0535,500170.0
2020-06-14,9.4903,9.4903,8.8152,9.0535,500170.0
2020-06-15,9.9072,10.6914,9.6789,10.5227,4094070.0
2020-06-16,10.8503,10.9744,10.4532,10.8106,2020447.0
2020-06-17,10.9595,10.9694,10.3341,10.3837,1102149.0
2020-06-18,10.2844,10.5525,10.205,10.3142,1186412.0
2020-06-19,10.1653,10.4433,9.9271,9.9965,12096947.0
2020-06-20,10.1653,10.4433,9.9271,9.9965,12096947.0
2020-06-21,10.1653,10.4433,9.9271,9.9965,12096947.0
2020-06-22,9.937,10.2149,9.7881,10.2149,1068024.0
2020-06-23,10.4234,10.4929,10.1057,10.1951,1086524.0
2020-06-24,9.9866,10.076,9.6491,9.7186,2049515.0
2020-06-25,9.659,9.9965,9.53,9.9965,898759.0
2020-06-26,9.8576,12.8456,9.5796,11.7933,8466278.0
2020-06-27,9.8576,12.8456,9.5796,11.7933,8466278.0
2020-06-28,9.8576,12.8456,9.5796,11.7933,8466278.0
2020-06-29,12.0217,12.9052,11.709,12.5081,2120742.0
2020-06-30,12.5081,12.5279,12.2152,12.3691,1366532.0
2020-07-01,12.4188,12.5081,11.9621,12.2202,1300871.0
2020-07-02,12.6371,12.9449,12.3691,12.657,1564603.0
2020-07-03,12.6371,12.9449,12.3691,12.657,1564603.0
2020-07-04,12.6371,12.9449,12.3691,12.657,1564603.0
2020-07-05,12.6371,12.9449,12.3691,12.657,1564603.0
2020-07-06,12.9449,12.9449,12.5677,12.7166,793105.0
2020-07-07,12.5875,12.6769,12.2004,12.6471,1637612.0
2020-07-08,12.5974,12.6471,12.2401,12.518,754321.0
2020-07-09,12.5776,12.5974,12.1408,12.1904,991085.0
2020-07-10,12.2798,12.7066,12.1428,12.6471,600277.0
2020-07-11,12.2798,12.7066,12.1428,12.6471,600277.0
2020-07-12,12.2798,12.7066,12.1428,12.6471,600277.0
2020-07-13,12.7761,12.7761,11.9423,12.0316,808066.0
2020-07-14,12.1606,12.2996,11.843,12.0217,779746.0
2020-07-15,12.3096,12.5677,12.0912,12.379,716210.0
2020-07-16,12.2897,12.3989,12.1408,12.2301,583788.0
2020-07-17,12.2897,12.384,12.1011,12.2599,444550.0
2020-07-18,12.2897,12.384,12.1011,12.2599,444550.0
2020-07-19,12.2897,12.384,12.1011,12.2599,444550.0
2020-07-20,12.2401,12.4982,12.1507,12.4287,441738.0
2020-07-21,12.5677,12.7265,12.389,12.6074,723192.0
2020-07-22,12.6272,12.8456,12.4237,12.518,743359.0
2020-07-23,12.3989,12.5478,12.1507,12.25,528586.0
2020-07-24,12.25,12.2698,11.8827,11.8926,422513.0
2020-07-25,12.25,12.2698,11.8827,11.8926,422513.0
2020-07-26,12.25,12.2698,11.8827,11.8926,422513.0
2020-07-27,12.4585,13.888,12.4485,13.8185,3000280.0
2020-07-28,13.9674,14.3645,13.4313,13.7589,1171033.0
2020-07-29,14.3545,14.5034,13.5901,13.9376,770764.0
2020-07-30,13.4115,13.6795,13.1236,13.6596,688709.0
2020-07-31,13.5901,13.5901,12.2654,13.342,1358565.0
2020-08-01,13.5901,13.5901,12.2654,13.342,1358565.0
2020-08-02,13.5901,13.5901,12.2654,13.342,1358565.0
2020-08-03,13.342,13.3646,12.9945,13.0739,650209.0
2020-08-04,12.9945,13.1633,12.8704,13.1236,546356.0
2020-08-05,13.1931,13.8383,13.1732,13.7192,944736.0
2020-08-06,13.6497,13.6795,13.2328,13.5901,583742.0
2020-08-07,13.6795,13.888,13.3023,13.4909,722953.0
2020-08-08,13.6795,13.888,13.3023,13.4909,722953.0
2020-08-09,13.6795,13.888,13.3023,13.4909,722953.0
2020-08-10,13.4214,13.6795,13.3618,13.4313,561336.0
2020-08-11,13.6696,13.8135,13.4214,13.4809,499589.0
2020-08-12,13.6795,13.878,13.5554,13.7887,704680.0
2020-08-13,13.7589,13.8979,13.5554,13.6199,483830.0
2020-08-14,13.5405,13.5604,13.2328,13.3618,453059.0
2020-08-15,13.5405,13.5604,13.2328,13.3618,453059.0
2020-08-16,13.5405,13.5604,13.2328,13.3618,453059.0
2020-08-17,13.342,13.4909,13.2328,13.3916,388288.0
2020-08-18,13.4015,13.4909,13.1534,13.1831,469148.0
2020-08-19,13.203,13.5008,13.1931,13.2526,420131.0
2020-08-20,13.0839,13.342,12.9548,13.2923,479270.0
2020-08-21,13.2824,13.4115,13.1831,13.2824,263357.0
2020-08-22,13.2824,13.4115,13.1831,13.2824,263357.0
2020-08-23,13.2824,13.4115,13.1831,13.2824,263357.0
2020-08-24,13.5008,13.7986,13.4015,13.6696,613336.0
2020-08-25,13.7788,13.8179,13.3717,13.6199,870388.0
2020-08-26,13.6993,14.0468,13.3767,13.9078,968250.0
2020-08-27,13.9674,14.4141,13.9078,13.9177,442737.0
2020-08-28,13.9475,14.0269,13.7788,13.9475,352305.0
2020-08-29,13.9475,14.0269,13.7788,13.9475,352305.0
2020-08-30,13.9475,14.0269,13.7788,13.9475,352305.0
2020-08-31,13.9674,13.9674,13.5504,13.7589,985340.0
2020-09-01,13.7291,13.9177,13.6199,13.8383,688514.0
2020-09-02,13.888,14.156,13.6398,14.0865,353116.0
2020-09-03,14.1361,14.1659,13.471,13.5703,493314.0
2020-09-04,13.7291,13.8185,13.1037,13.4313,381178.0
2020-09-05,13.7291,13.8185,13.1037,13.4313,381178.0
2020-09-06,13.7291,13.8185,13.1037,13.4313,381178.0
2020-09-07,13.7291,13.8185,13.1037,13.4313,381178.0
2020-09-08,13.2228,13.2228,12.7364,12.7861,755903.0
2020-09-09,12.9647,13.0739,12.8307,13.0044,270557.0
2020-09-10,13.1336,13.2131,12.8008,12.8356,551737.0
2020-09-11,12.8554,13.1137,12.8356,13.0342,450810.0
2020-09-12,12.8554,13.1137,12.8356,13.0342,450810.0
2020-09-13,12.8554,13.1137,12.8356,13.0342,450810.0
2020-09-14,13.1137,13.3025,13.0641,13.223,393136.0
2020-09-15,13.3919,13.3919,13.0541,13.1137,546843.0
2020-09-16,13.2329,13.5906,13.0839,13.382,680688.0
2020-09-17,13.2627,13.2826,13.0044,13.2031,614734.0
2020-09-18,13.3323,13.382,13.1237,13.3025,1408623.0
2020-09-19,13.3323,13.382,13.1237,13.3025,1408623.0
2020-09-20,13.3323,13.382,13.1237,13.3025,1408623.0
2020-09-21,13.0044,13.2031,12.5474,12.8256,485977.0
2020-09-22,12.9846,13.1137,12.6369,12.9448,373976.0
2020-09-23,12.9051,13.0641,12.468,12.468,406143.0
2020-09-24,12.5176,12.6965,12.2693,12.4183,398239.0
2020-09-25,12.309,12.7263,12.2891,12.6766,297419.0
2020-09-26,12.309,12.7263,12.2891,12.6766,297419.0
2020-09-27,12.309,12.7263,12.2891,12.6766,297419.0
2020-09-28,12.9051,13.2925,12.8852,12.925,611291.0
2020-09-29,12.915,13.0839,12.6269,12.8057,375475.0
2020-09-30,12.7561,13.0193,12.7561,12.8157,492060.0
2020-10-01,12.8256,13.0342,12.6071,12.7163,373425.0
2020-10-02,12.4978,13.2429,12.4978,13.1535,524135.0
2020-10-03,12.4978,13.2429,12.4978,13.1535,524135.0
2020-10-04,12.4978,13.2429,12.4978,13.1535,524135.0
2020-10-05,13.2429,13.5409,13.1336,13.4912,408196.0
2020-10-06,13.5608,14.0078,13.4565,13.531,521922.0
2020-10-07,13.7197,14.0973,13.6999,13.9482,694339.0
2020-10-08,14.0973,14.8225,14.0973,14.5542,730377.0
2020-10-09,14.6536,15.041,14.3655,14.8026,603084.0
2020-10-10,14.6536,15.041,14.3655,14.8026,603084.0
2020-10-11,14.6536,15.041,14.3655,14.8026,603084.0
2020-10-12,15.0013,15.1801,14.7827,15.1603,560128.0
2020-10-13,14.9914,15.657,14.9914,15.4682,529255.0
2020-10-14,15.508,15.7762,15.3193,15.6669,290133.0
2020-10-15,15.3888,15.7861,15.2795,15.7166,340453.0
2020-10-16,15.8159,15.8358,15.5477,15.6967,243558.0
2020-10-17,15.8159,15.8358,15.5477,15.6967,243558.0
2020-10-18,15.8159,15.8358,15.5477,15.6967,243558.0
2020-10-19,15.7563,15.8656,15.3093,15.3888,364937.0
2020-10-20,15.5179,15.5473,15.2,15.2894,331703.0
2020-10-21,15.4186,15.5378,14.9814,15.0212,695736.0
2020-10-22,15.0808,15.2,14.7331,15.041,408317.0
2020-10-23,15.1205,15.3291,14.9516,15.0907,318998.0
2020-10-24,15.1205,15.3291,14.9516,15.0907,318998.0
2020-10-25,15.1205,15.3291,14.9516,15.0907,318998.0
2020-10-26,14.8523,15.0857,14.3456,14.3953,392587.0
2020-10-27,14.3257,14.4003,13.9681,13.9681,414791.0
2020-10-28,13.5906,13.9184,13.4316,13.5111,560598.0
2020-10-29,13.3124,13.7098,12.7809,13.4614,790443.0
2020-10-30,13.3422,13.8191,13.2329,13.7098,831505.0
2020-10-31,13.3422,13.8191,13.2329,13.7098,831505.0
2020-11-01,13.3422,13.8191,13.2329,13.7098,831505.0
2020-11-02,13.7197,13.9184,13.3124,13.7197,752242.0
2020-11-03,13.978,14.3257,13.9184,14.0178,601248.0
2020-11-04,13.7297,14.4847,13.5906,14.3854,713909.0
2020-11-05,14.5244,15.3043,14.445,15.0708,849284.0
2020-11-06,15.1007,15.1305,14.7033,14.7927,624926.0
2020-11-07,15.1007,15.1305,14.7033,14.7927,624926.0
2020-11-08,15.1007,15.1305,14.7033,14.7927,624926.0
2020-11-09,15.8259,16.3325,15.806,15.955,699826.0
2020-11-10,16.1537,16.3027,15.8855,16.1239,392904.0
2020-11-11,16.7498,17.8525,16.725,17.2565,1645986.0
2020-11-12,17.1174,17.2962,16.7995,17.1472,631184.0
2020-11-13,17.3856,17.8625,17.3161,17.5545,431361.0
2020-11-14,17.3856,17.8625,17.3161,17.5545,431361.0
2020-11-15,17.3856,17.8625,17.3161,17.5545,431361.0
2020-11-16,18.0016,18.1605,17.8029,18.0314,429270.0
2020-11-17,17.8426,18.5778,17.7035,18.5579,948675.0
2020-11-18,18.6076,18.9354,18.1208,18.1407,457554.0
2020-11-19,18.0314,18.2301,17.9817,18.1208,349763.0
2020-11-20,17.942,18.2003,17.8923,18.1009,315544.0
2020-11-21,17.942,18.2003,17.8923,18.1009,315544.0
2020-11-22,17.942,18.2003,17.8923,18.1009,315544.0
2020-11-23,18.3393,18.5132,18.1903,18.24,404781.0
2020-11-24,18.5579,18.6324,18.1307,18.3592,589886.0
2020-11-25,18.1605,18.2003,17.932,17.9718,447468.0
2020-11-26,18.1605,18.2003,17.932,17.9718,447468.0
2020-11-27,18.0016,18.2003,17.8327,18.1307,164983.0
2020-11-28,18.0016,18.2003,17.8327,18.1307,164983.0
2020-11-29,18.0016,18.2003,17.8327,18.1307,164983.0
2020-11-30,18.0612,18.1903,17.5346,17.5843,882378.0
2020-12-01,17.8029,17.9022,17.475,17.624,449571.0
2020-12-02,17.6141,17.8029,17.3359,17.7234,285131.0
2020-12-03,17.7631,19.2235,17.7476,19.0646,1299141.0
2020-12-04,19.0546,19.3725,18.8559,19.2732,297714.0
2020-12-05,19.0546,19.3725,18.8559,19.2732,297714.0
2020-12-06,19.0546,19.3725,18.8559,19.2732,297714.0
2020-12-07,19.2335,19.5712,18.9454,19.2235,367885.0
2020-12-08,19.1838,19.5414,18.9056,19.3924,444880.0
2020-12-09,19.462,19.6507,18.8559,19.3229,817533.0
2020-12-10,19.1141,19.4322,18.5873,19.3726,373869.0
2020-12-11,19.2036,19.2419,18.9253,19.134,514498.0
2020-12-12,19.2036,19.2419,18.9253,19.134,514498.0
2020-12-13,19.2036,19.2419,18.9253,19.134,514498.0
2020-12-14,19.2831,19.2831,18.314,18.3587,673172.0
2020-12-15,18.4581,18.6668,18.2941,18.5674,559147.0
2020-12-16,18.6867,18.7464,18.2891,18.5575,274352.0
2020-12-17,18.7165,18.8358,18.3687,18.6271,811447.0
2020-12-18,18.6569,18.7315,18.0307,18.6967,2098068.0
2020-12-19,18.6569,18.7315,18.0307,18.6967,2098068.0
2020-12-20,18.6569,18.7315,18.0307,18.6967,2098068.0
2020-12-21,18.3786,18.7265,18.3388,18.637,628638.0
2020-12-22,18.6967,18.8159,18.4233,18.7762,525661.0
2020-12-23,18.8557,19.1042,18.6867,18.7066,487903.0
2020-12-24,18.8855,18.965,18.4979,18.8855,121415.0
2020-12-25,18.8855,18.965,18.4979,18.8855,121415.0
2020-12-26,18.8855,18.965,18.4979,18.8855,121415.0
2020-12-27,18.8855,18.965,18.4979,18.8855,121415.0
2020-12-28,19.0843,19.2135,18.8656,18.8656,241344.0
2020-12-29,18.965,19.0446,18.7364,18.8656,366495.0
2020-12-30,18.8259,19.2135,18.8259,19.0346,543783.0
2020-12-31,19.134,19.6509,18.9153,19.1638,768953.0
2021-01-01,19.134,19.6509,18.9153,19.1638,768953.0
2021-01-02,19.134,19.6509,18.9153,19.1638,768953.0
2021-01-03,19.134,19.6509,18.9153,19.1638,768953.0
2021-01-04,19.3726,19.5515,18.4681,18.6867,468862.0
2021-01-05,18.6072,18.7812,18.4979,18.5277,517131.0
2021-01-06,18.8159,19.6658,18.6849,19.4024,661631.0
2021-01-07,19.4819,19.8596,19.2434,19.5217,391267.0
2021-01-08,19.7801,20.0485,19.2135,19.8199,718607.0
2021-01-09,19.7801,20.0485,19.2135,19.8199,718607.0
2021-01-10,19.7801,20.0485,19.2135,19.8199,718607.0
2021-01-11,19.7105,21.0822,19.5068,20.5653,1137059.0
2021-01-12,20.7741,20.953,20.3964,20.8735,293033.0
2021-01-13,20.7343,21.122,20.4858,20.953,264402.0
2021-01-14,21.1021,21.4599,20.9629,21.0921,275493.0
2021-01-15,20.6349,21.1866,20.1677,20.9927,285416.0
2021-01-16,20.6349,21.1866,20.1677,20.9927,285416.0
2021-01-17,20.6349,21.1866,20.1677,20.9927,285416.0
2021-01-18,20.6349,21.1866,20.1677,20.9927,285416.0
2021-01-19,21.2015,21.3009,20.8337,21.112,252452.0
2021-01-20,21.1518,21.4897,21.0424,21.2611,360909.0
2021-01-21,21.2611,21.5593,20.6051,20.615,369575.0
2021-01-22,20.4361,20.7443,20.0584,20.6747,256586.0
2021-01-23,20.4361,20.7443,20.0584,20.6747,256586.0
2021-01-24,20.4361,20.7443,20.0584,20.6747,256586.0
2021-01-25,20.5653,20.8039,20.1781,20.5355,199495.0
2021-01-26,20.7045,20.8238,20.2771,20.3566,194666.0
2021-01-27,19.8397,19.969,18.0705,18.3985,753384.0
2021-01-28,18.4879,19.2235,18.3289,19.0843,623998.0
2021-01-29,18.9352,19.0644,18.2196,18.2196,509371.0
2021-01-30,18.9352,19.0644,18.2196,18.2196,509371.0
2021-01-31,18.9352,19.0644,18.2196,18.2196,509371.0
2021-02-01,18.2593,19.0545,18.1599,18.975,358500.0
2021-02-02,19.2632,19.8298,19.1241,19.7602,399182.0
2021-02-03,19.6012,19.9988,19.5813,19.9292,416703.0
2021-02-04,19.9789,20.4461,19.6111,20.0783,438338.0
2021-02-05,20.0286,20.3168,19.8,20.2373,294844.0
2021-02-06,20.0286,20.3168,19.8,20.2373,294844.0
2021-02-07,20.0286,20.3168,19.8,20.2373,294844.0
2021-02-08,20.3467,20.3467,19.462,19.5813,574314.0
2021-02-09,19.472,19.5714,19.0644,19.4421,262695.0
2021-02-10,19.5415,19.6211,18.975,19.2334,303810.0
2021-02-11,19.472,20.0087,19.2235,19.6807,473635.0
2021-02-12,19.472,19.8696,19.1837,19.7205,330683.0
2021-02-13,19.472,19.8696,19.1837,19.7205,330683.0
2021-02-14,19.472,19.8696,19.1837,19.7205,330683.0
2021-02-15,19.472,19.8696,19.1837,19.7205,330683.0
2021-02-16,19.9491,20.5554,19.5117,20.3467,367610.0
2021-02-17,20.1976,20.3665,19.7801,20.0485,249843.0
2021-02-18,19.7702,19.8894,19.1539,19.2434,365098.0
2021-02-19,19.3328,19.7105,18.9601,19.0644,327599.0
2021-02-20,19.3328,19.7105,18.9601,19.0644,327599.0
2021-02-21,19.3328,19.7105,18.9601,19.0644,327599.0
2021-02-22,18.8855,19.0943,18.6967,18.9253,338306.0
2021-02-23,18.8358,18.965,18.2792,18.7563,447275.0
2021-02-24,18.7364,19.4024,18.5674,19.1837,475436.0
2021-02-25,19.134,19.3427,18.3687,18.3687,352505.0
2021-02-26,18.3786,18.4382,17.7524,17.9909,668939.0
2021-02-27,18.3786,18.4382,17.7524,17.9909,668939.0
2021-02-28,18.3786,18.4382,17.7524,17.9909,668939.0
2021-03-01,18.3587,19.1539,18.0506,19.0843,446454.0
2021-03-02,19.1738,19.472,18.8656,18.8955,678183.0
2021-03-03,18.8955,19.3229,18.7861,18.7861,910065.0
2021-03-04,18.6768,19.2135,18.2842,18.5376,503923.0
2021-03-05,18.9949,19.2135,18.1301,19.1738,390566.0
2021-03-06,18.9949,19.2135,18.1301,19.1738,390566.0
2021-03-07,18.9949,19.2135,18.1301,19.1738,390566.0
2021-03-08,19.2931,19.6509,18.9352,19.0843,356633.0
2021-03-09,19.3229,19.5316,18.9452,19.3229,372516.0
2021-03-10,19.3825,20.456,19.2235,20.128,517149.0
2021-03-11,20.2672,20.2772,19.7899,20.2672,227985.0
2021-03-12,20.2274,20.5109,19.9192,20.0584,362936.0
2021-03-13,20.2274,20.5109,19.9192,20.0584,362936.0
2021-03-14,20.2274,20.5109,19.9192,20.0584,362936.0
2021-03-15,19.9092,20.0285,19.4368,19.9788,367756.0
2021-03-16,19.9788,20.1777,19.591,19.6109,257656.0
2021-03-17,19.5313,20.0882,19.2476,19.9589,357620.0
2021-03-18,20.0385,20.7645,19.1733,19.3324,577474.0
2021-03-19,19.4319,19.9589,18.9048,19.7402,1071581.0
2021-03-20,19.4319,19.9589,18.9048,19.7402,1071581.0
2021-03-21,19.4319,19.9589,18.9048,19.7402,1071581.0
2021-03-22,19.9689,19.9689,19.2429,19.6904,469917.0
2021-03-23,19.4319,19.4866,18.7258,18.7656,394051.0
2021-03-24,18.9048,19.2728,18.5766,18.6661,460015.0
2021-03-25,18.5567,19.3026,18.2882,19.233,402972.0
2021-03-26,19.5413,19.6109,19.1335,19.4816,361488.0
2021-03-27,19.5413,19.6109,19.1335,19.4816,361488.0
2021-03-28,19.5413,19.6109,19.1335,19.4816,361488.0
2021-03-29,19.1435,19.7899,18.8352,18.8551,318031.0
2021-03-30,18.8352,19.2429,18.8252,19.054,328820.0
2021-03-31,20.8639,20.8838,19.5114,20.2672,1115394.0
2021-04-01,20.4263,20.8042,19.9589,20.6749,528474.0
2021-04-02,20.4263,20.8042,19.9589,20.6749,528474.0
2021-04-03,20.4263,20.8042,19.9589,20.6749,528474.0
2021-04-04,20.4263,20.8042,19.9589,20.6749,528474.0
2021-04-05,20.9534,21.1622,20.5656,20.7446,461983.0
2021-04-06,20.7247,20.8142,20.2871,20.3269,584638.0
2021-04-07,20.3368,20.5258,20.2175,20.2573,498944.0
2021-04-08,21.4009,22.6241,21.1523,22.4252,2028711.0
2021-04-09,22.8628,23.2705,22.107,22.8031,1195961.0
2021-04-10,22.8628,23.2705,22.107,22.8031,1195961.0
2021-04-11,22.8628,23.2705,22.107,22.8031,1195961.0
2021-04-12,22.7136,23.4097,22.5048,23.2506,724834.0
2021-04-13,23.3003,23.3799,22.6639,23.0716,1003125.0
2021-04-14,23.1213,23.7677,23.1213,23.3003,556626.0
2021-04-15,23.539,23.8572,23.3501,23.7081,434614.0
2021-04-16,23.8771,23.8771,22.9125,23.0119,649886.0
2021-04-17,23.8771,23.8771,22.9125,23.0119,649886.0
2021-04-18,23.8771,23.8771,22.9125,23.0119,649886.0
2021-04-19,23.0119,23.2158,22.7235,23.1412,478114.0
2021-04-20,23.0418,23.0418,22.4749,22.6738,537169.0
2021-04-21,22.5445,23.1909,22.5445,22.9921,418087.0
2021-04-22,22.9523,23.1014,22.6738,22.8429,571588.0
2021-04-23,23.0418,23.4197,22.8926,23.2108,480812.0
2021-04-24,23.0418,23.4197,22.8926,23.2108,480812.0
2021-04-25,23.0418,23.4197,22.8926,23.2108,480812.0
2021-04-26,23.1909,23.3401,22.9622,23.2506,613739.0
2021-04-27,23.3003,23.5092,23.1611,23.2904,427030.0
2021-04-28,23.3202,23.3202,22.9423,23.0418,368479.0
2021-04-29,22.9026,23.2108,22.5247,23.0517,553951.0
2021-04-30,22.644,23.0119,22.3059,22.3854,730705.0
2021-05-01,22.644,23.0119,22.3059,22.3854,730705.0
2021-05-02,22.644,23.0119,22.3059,22.3854,730705.0
2021-05-03,22.6042,22.8528,22.4948,22.6937,471079.0
2021-05-04,22.455,22.5843,22.1368,22.5147,508448.0
2021-05-05,22.6142,22.7484,22.3158,22.4948,573561.0
2021-05-06,22.4749,22.9722,22.4252,22.9622,259715.0
2021-05-07,22.9622,23.3103,22.7037,22.8031,338579.0
2021-05-08,22.9622,23.3103,22.7037,22.8031,338579.0
2021-05-09,22.9622,23.3103,22.7037,22.8031,338579.0
2021-05-10,22.9026,23.4171,22.5843,22.6241,726240.0
2021-05-11,22.1269,22.6838,21.8286,22.4849,406152.0
2021-05-12,22.2661,22.5843,21.7987,21.8783,342253.0
2021-05-13,22.0175,22.5048,21.9777,22.3556,354782.0
2021-05-14,22.5843,22.9523,22.4352,22.9523,163918.0
2021-05-15,22.5843,22.9523,22.4352,22.9523,163918.0
2021-05-16,22.5843,22.9523,22.4352,22.9523,163918.0
2021-05-17,22.7235,22.8727,22.4451,22.7932,275280.0
2021-05-18,22.8727,23.1909,22.7633,22.7733,334811.0
2021-05-19,22.3556,22.4849,21.9876,22.4352,329405.0
2021-05-20,22.3655,22.7136,22.1865,22.5644,276456.0
2021-05-21,22.8528,23.0269,22.3655,22.4153,481206.0
2021-05-22,22.8528,23.0269,22.3655,22.4153,481206.0
2021-05-23,22.8528,23.0269,22.3655,22.4153,481206.0
2021-05-24,22.4849,22.7733,21.7937,22.5644,381618.0
2021-05-25,22.5644,22.7633,22.0672,22.0871,413751.0
