,HES US Equity,HES US Equity,HES US Equity,HES US Equity,HES US Equity
2021-03-02,63.3471,64.115,62.0223,62.1375,2509483.0
2021-03-03,62.8671,66.8125,62.7519,64.931,2212921.0
2021-03-04,65.1902,69.4235,64.931,67.9548,3410804.0
2021-03-05,70.6523,72.6682,68.6556,72.0346,3788544.0
2021-03-06,70.6523,72.6682,68.6556,72.0346,3788544.0
2021-03-07,70.6523,72.6682,68.6556,72.0346,3788544.0
2021-03-08,72.0346,73.1865,70.2203,70.8251,2207303.0
2021-03-09,69.6539,71.3146,67.5612,67.6764,2866335.0
2021-03-10,67.4364,69.1547,66.7645,68.0508,3196671.0
2021-03-11,68.6364,71.017,68.166,70.2587,2748643.0
2021-03-12,70.4795,70.5563,69.3563,69.5867,1720169.0
2021-03-13,70.4795,70.5563,69.3563,69.5867,1720169.0
2021-03-14,70.4795,70.5563,69.3563,69.5867,1720169.0
2021-03-15,69.0875,69.1739,67.8012,68.6172,1645686.0
2021-03-16,67.4708,67.6153,66.0355,66.4786,1959430.0
2021-03-17,66.4882,68.6123,66.2763,68.2511,2331896.0
2021-03-18,67.3745,67.6924,64.6001,64.8506,2412666.0
2021-03-19,65.3033,67.4804,64.2581,66.0932,4721438.0
2021-03-20,65.3033,67.4804,64.2581,66.0932,4721438.0
2021-03-21,65.3033,67.4804,64.2581,66.0932,4721438.0
2021-03-22,66.2088,66.8735,65.496,65.9873,2251625.0
2021-03-23,64.2148,65.9969,63.579,64.5038,2728218.0
2021-03-24,65.8428,67.2589,65.5345,66.546,1955622.0
2021-03-25,64.9854,66.6134,63.7716,66.4208,2153154.0
2021-03-26,68.1258,69.7442,67.4226,69.6672,1708303.0
2021-03-27,68.1258,69.7442,67.4226,69.6672,1708303.0
2021-03-28,68.1258,69.7442,67.4226,69.6672,1708303.0
2021-03-29,69.1181,69.8406,67.9139,68.9832,1751240.0
2021-03-30,68.3667,69.224,67.4371,68.4341,1285742.0
2021-03-31,69.1759,69.6768,68.1066,68.1644,1981846.0
2021-04-01,69.1084,71.8154,68.7279,71.7479,1916411.0
2021-04-02,69.1084,71.8154,68.7279,71.7479,1916411.0
2021-04-03,69.1084,71.8154,68.7279,71.7479,1916411.0
2021-04-04,69.1084,71.8154,68.7279,71.7479,1916411.0
2021-04-05,71.0158,71.0543,68.1355,68.1644,1637684.0
2021-04-06,68.5882,71.1314,68.5882,68.858,1390923.0
2021-04-07,68.7038,70.4667,68.5979,70.3318,1973836.0
2021-04-08,69.436,70.958,68.935,70.7364,2600107.0
2021-04-09,70.9098,71.931,70.3704,71.0929,2433625.0
2021-04-10,70.9098,71.931,70.3704,71.0929,2433625.0
2021-04-11,70.9098,71.931,70.3704,71.0929,2433625.0
2021-04-12,71.8443,72.2296,70.2548,70.274,2436004.0
2021-04-13,70.0332,70.0332,67.8272,67.9428,2040639.0
2021-04-14,68.6846,71.3819,68.4245,69.6575,3151917.0
2021-04-15,69.5227,69.5516,67.702,67.9813,2123532.0
2021-04-16,68.3667,68.3667,66.6134,66.7965,2275542.0
2021-04-17,68.3667,68.3667,66.6134,66.7965,2275542.0
2021-04-18,68.3667,68.3667,66.6134,66.7965,2275542.0
2021-04-19,67.0662,68.0969,66.0065,66.8543,1522988.0
2021-04-20,66.8446,66.8446,63.9258,65.2455,3025826.0
2021-04-21,64.2051,65.8428,64.0317,65.5249,2890262.0
2021-04-22,65.7176,66.0817,64.0028,64.5616,1618173.0
2021-04-23,64.8217,65.2937,64.2533,64.8217,1771806.0
2021-04-24,64.8217,65.2937,64.2533,64.8217,1771806.0
2021-04-25,64.8217,65.2937,64.2533,64.8217,1771806.0
2021-04-26,64.9276,65.8909,64.5953,65.6501,1825422.0
2021-04-27,66.0547,68.2318,66.0403,67.8658,1984393.0
2021-04-28,67.5671,74.1273,67.4323,73.1544,4062613.0
2021-04-29,74.1755,75.3796,73.0195,73.925,2071373.0
2021-04-30,72.7305,74.5415,71.6612,71.7768,2152322.0
2021-05-01,72.7305,74.5415,71.6612,71.7768,2152322.0
2021-05-02,72.7305,74.5415,71.6612,71.7768,2152322.0
2021-05-03,72.9328,74.3007,72.5764,74.1273,2009303.0
2021-05-04,74.5319,75.4952,73.347,74.3296,2086641.0
2021-05-05,75.476,78.5778,74.5993,77.9806,3227998.0
2021-05-06,78.0191,78.4141,74.609,78.3081,3225230.0
2021-05-07,77.0462,79.7049,76.4007,79.5026,1838941.0
2021-05-08,77.0462,79.7049,76.4007,79.5026,1838941.0
2021-05-09,77.0462,79.7049,76.4007,79.5026,1838941.0
2021-05-10,80.4371,81.1788,79.0884,79.5315,2153801.0
2021-05-11,77.9132,79.2329,76.815,78.1733,1692221.0
2021-05-12,78.7416,81.2125,77.9132,78.1636,1830606.0
2021-05-13,77.0654,79.021,75.9287,76.5452,2120850.0
2021-05-14,77.7783,81.4004,77.7783,81.2366,1957963.0
2021-05-15,77.7783,81.4004,77.7783,81.2366,1957963.0
2021-05-16,77.7783,81.4004,77.7783,81.2366,1957963.0
2021-05-17,80.6297,83.327,80.4949,83.2499,1976688.0
2021-05-18,83.1536,83.7509,81.4582,81.6797,1462302.0
2021-05-19,79.8398,80.7935,78.1058,79.6953,2097967.0
2021-05-20,79.6375,79.6568,77.6723,78.9535,1983091.0
2021-05-21,79.9458,80.726,78.8668,78.9343,1842803.0
2021-05-22,79.9458,80.726,78.8668,78.9343,1842803.0
2021-05-23,79.9458,80.726,78.8668,78.9343,1842803.0
2021-05-24,79.8013,81.227,78.6838,81.1017,1574949.0
2021-05-25,80.7646,81.2751,79.1366,79.4063,1515373.0
2021-05-26,79.4545,81.1981,78.7416,80.9187,1323553.0
2021-05-27,81.2462,82.4504,80.6971,82.0651,2534768.0
2021-05-28,82.3637,82.5226,80.6104,80.7453,1451286.0
2021-05-29,82.3637,82.5226,80.6104,80.7453,1451286.0
2021-05-30,82.3637,82.5226,80.6104,80.7453,1451286.0
2021-05-31,82.3637,82.5226,80.6104,80.7453,1451286.0
2021-06-01,83.51,84.9743,82.9898,84.5504,2428089.0
2021-06-02,85.0417,85.7738,83.9053,85.1573,1754254.0
2021-06-03,84.772,85.3307,84.0784,84.2903,2062802.0
2021-06-04,85.3596,85.7353,83.7732,85.6582,1276789.0
2021-06-05,85.3596,85.7353,83.7732,85.6582,1276789.0
2021-06-06,85.3596,85.7353,83.7732,85.6582,1276789.0
2021-06-07,85.3789,86.2748,85.0802,85.7835,1132483.0
2021-06-08,84.9261,87.0454,83.6738,86.872,2195587.0
2021-06-09,86.0821,86.7275,85.2633,85.6197,1858686.0
2021-06-10,87.0165,87.6321,84.6468,85.7642,1102679.0
2021-06-11,86.3133,86.7949,85.8124,86.3904,1167019.0
2021-06-12,86.3133,86.7949,85.8124,86.3904,1167019.0
2021-06-13,86.3133,86.7949,85.8124,86.3904,1167019.0
2021-06-14,86.7768,87.5882,84.6226,85.6562,1439031.0
2021-06-15,86.1585,87.6848,85.9943,87.5786,1164023.0
2021-06-16,86.8927,87.4627,84.8931,85.5113,2509428.0
2021-06-17,85.3857,85.8398,81.1932,82.7195,2287425.0
2021-06-18,81.0097,82.3621,80.1113,81.483,4348832.0
2021-06-19,81.0097,82.3621,80.1113,81.483,4348832.0
2021-06-20,81.0097,82.3621,80.1113,81.483,4348832.0
2021-06-21,82.507,87.5303,81.9081,87.3274,2424627.0
2021-06-22,86.8251,87.0956,85.0766,85.6079,2336086.0
2021-06-23,86.7864,87.994,85.2118,85.2891,1438122.0
2021-06-24,85.2988,85.8204,84.4401,85.492,2081993.0
2021-06-25,86.1682,86.429,84.6805,86.2841,2562617.0
2021-06-26,86.1682,86.429,84.6805,86.2841,2562617.0
2021-06-27,86.1682,86.429,84.6805,86.2841,2562617.0
2021-06-28,85.7142,85.7142,82.4877,83.2508,2018569.0
2021-06-29,84.4873,85.6176,83.2025,83.2605,1294617.0
2021-06-30,84.043,85.7915,83.8691,84.3521,1378240.0
2021-07-01,86.6898,87.2501,85.2215,85.8687,1447260.0
2021-07-02,85.1249,85.6272,84.6709,85.1732,941363.0
2021-07-03,85.1249,85.6272,84.6709,85.1732,941363.0
2021-07-04,85.1249,85.6272,84.6709,85.1732,941363.0
2021-07-05,85.1249,85.6272,84.6709,85.1732,941363.0
2021-07-06,84.9703,84.9703,82.1882,82.2848,2033358.0
2021-07-07,82.1013,82.8065,79.58,80.5074,1755446.0
2021-07-08,79.0294,80.8745,78.614,79.7925,1951221.0
2021-07-09,81.541,81.57,79.126,81.1546,2307248.0
2021-07-10,81.541,81.57,79.126,81.1546,2307248.0
2021-07-11,81.541,81.57,79.126,81.1546,2307248.0
2021-07-12,80.0244,82.2752,79.5317,81.7245,1210332.0
2021-07-13,81.2319,81.9467,80.3528,81.058,1035058.0
2021-07-14,81.7052,82.792,77.3099,77.6576,2166377.0
2021-07-15,76.5081,77.648,75.3296,75.716,2286585.0
2021-07-16,76.5564,76.8945,73.4941,73.7743,2064480.0
2021-07-17,76.5564,76.8945,73.4941,73.7743,2064480.0
2021-07-18,76.5564,76.8945,73.4941,73.7743,2064480.0
2021-07-19,71.2723,72.3349,69.9682,71.1467,2775357.0
2021-07-20,71.0598,72.8034,70.3609,71.7167,2650492.0
2021-07-21,73.7356,74.5567,72.8662,73.7067,1844037.0
2021-07-22,73.9385,73.953,72.2093,72.4412,1099394.0
2021-07-23,72.4991,72.6006,71.0598,71.8423,1349204.0
2021-07-24,72.4991,72.6006,71.0598,71.8423,1349204.0
2021-07-25,72.4991,72.6006,71.0598,71.8423,1349204.0
2021-07-26,72.0355,73.3203,71.6587,73.272,1666879.0
2021-07-27,72.3736,72.5668,71.0405,71.5428,2139883.0
2021-07-28,71.8567,75.6194,71.3399,74.8562,2467097.0
2021-07-29,76.0154,76.4694,74.6244,75.0204,1874083.0
2021-07-30,74.7016,74.9818,72.8276,73.8419,1606650.0
2021-07-31,74.7016,74.9818,72.8276,73.8419,1606650.0
2021-08-01,74.7016,74.9818,72.8276,73.8419,1606650.0
2021-08-02,74.18,75.27,71.2047,71.2723,2016361.0
2021-08-03,71.0115,72.5426,70.0841,72.4315,2303123.0
2021-08-04,70.8956,71.7746,69.1374,69.4272,1914824.0
2021-08-05,70.1807,71.765,69.6784,70.712,1564629.0
2021-08-06,71.6491,71.9389,70.229,70.6541,1567134.0
2021-08-07,71.6491,71.9389,70.229,70.6541,1567134.0
2021-08-08,71.6491,71.9389,70.229,70.6541,1567134.0
2021-08-09,69.3403,70.1807,68.9539,69.205,1780298.0
2021-08-10,69.8136,70.1807,69.2823,70.1421,2314214.0
2021-08-11,69.4562,70.4705,68.6544,70.3063,1878371.0
2021-08-12,70.4222,70.9825,68.9925,69.5431,1408646.0
2021-08-13,69.5238,69.5238,67.5242,67.5628,1689582.0
2021-08-14,69.5238,69.5238,67.5242,67.5628,1689582.0
2021-08-15,69.5238,69.5238,67.5242,67.5628,1689582.0
2021-08-16,66.365,66.4712,65.0802,65.1671,2145885.0
2021-08-17,64.7228,65.4617,63.7567,64.1431,1837944.0
2021-08-18,64.2204,64.5972,62.4816,62.5396,1693564.0
2021-08-19,61.0036,61.9117,59.8251,61.4287,2886792.0
2021-08-20,60.9263,62.8922,60.6462,62.1338,2624117.0
2021-08-21,60.9263,62.8922,60.6462,62.1338,2624117.0
2021-08-22,60.9263,62.8922,60.6462,62.1338,2624117.0
2021-08-23,63.9499,65.37,63.9403,64.4812,2463035.0
2021-08-24,65.3313,65.9399,64.0369,65.8723,2958783.0
2021-08-25,66.0172,67.2827,65.2058,66.9832,1928041.0
2021-08-26,66.5195,66.9929,65.0995,65.1092,1502301.0
2021-08-27,65.9979,68.1714,65.9979,67.4759,1244095.0
2021-08-28,65.9979,68.1714,65.9979,67.4759,1244095.0
2021-08-29,65.9979,68.1714,65.9979,67.4759,1244095.0
2021-08-30,67.7174,67.9879,66.6838,66.7321,1209083.0
2021-08-31,66.3843,67.1957,65.8337,66.4133,1961804.0
2021-09-01,66.336,66.7321,65.5728,66.4712,2159794.0
2021-09-02,67.814,69.9344,67.5049,68.8476,2604694.0
2021-09-03,68.239,69.2533,67.2054,67.5338,1389114.0
2021-09-04,68.239,69.2533,67.2054,67.5338,1389114.0
2021-09-05,68.239,69.2533,67.2054,67.5338,1389114.0
2021-09-06,68.239,69.2533,67.2054,67.5338,1389114.0
2021-09-07,67.0991,68.3067,66.6355,67.727,1369977.0
2021-09-08,68.3356,68.5578,66.307,66.3457,1440369.0
2021-09-09,65.9109,68.0072,65.341,66.249,2099890.0
2021-09-10,67.4952,67.6208,65.4086,65.4666,1347463.0
2021-09-11,67.4952,67.6208,65.4086,65.4666,1347463.0
2021-09-12,67.4952,67.6208,65.4086,65.4666,1347463.0
2021-09-13,66.6451,69.0795,66.3746,68.9635,2757857.0
2021-09-14,69.8166,69.8651,66.54,66.8018,1766640.0
2021-09-15,68.1783,70.6018,68.1783,70.4274,3074176.0
2021-09-16,69.9911,70.6406,68.9635,69.9523,2555498.0
2021-09-17,70.2529,71.0832,68.6533,69.1574,3927700.0
2021-09-18,70.2529,71.0832,68.6533,69.1574,3927700.0
2021-09-19,70.2529,71.0832,68.6533,69.1574,3927700.0
2021-09-20,66.7727,67.0732,64.1747,65.5319,3218402.0
2021-09-21,66.6757,67.0441,64.1941,65.2507,2092869.0
2021-09-22,66.5594,69.0314,66.5594,68.6533,2862526.0
2021-09-23,69.0896,72.8024,68.8278,72.4146,2839211.0
2021-09-24,71.7554,73.6361,71.4646,73.0351,2033450.0
2021-09-25,71.7554,73.6361,71.4646,73.0351,2033450.0
2021-09-26,71.7554,73.6361,71.4646,73.0351,2033450.0
2021-09-27,75.1774,77.0096,74.8672,76.6994,2724194.0
2021-09-28,77.9015,78.3668,75.4004,76.2535,2280964.0
2021-09-29,75.8657,76.4183,74.9157,75.9627,2290280.0
2021-09-30,75.9724,76.4474,74.4989,75.7203,2453310.0
2021-10-01,76.2244,78.9773,76.1275,78.6576,2003055.0
2021-10-02,76.2244,78.9773,76.1275,78.6576,2003055.0
2021-10-03,76.2244,78.9773,76.1275,78.6576,2003055.0
2021-10-04,80.0632,81.4689,79.1714,80.2474,2811107.0
2021-10-05,81.1684,82.3801,80.1893,81.5367,2776362.0
2021-10-06,79.8888,81.2071,78.6479,80.3444,3051375.0
2021-10-07,80.8291,81.4398,79.7967,81.052,3088628.0
2021-10-08,82.0311,86.6164,81.5561,86.4226,2501503.0
2021-10-09,82.0311,86.6164,81.5561,86.4226,2501503.0
2021-10-10,82.0311,86.6164,81.5561,86.4226,2501503.0
2021-10-11,88.0608,89.5828,85.9185,87.1011,2956813.0
2021-10-12,86.8976,89.9512,86.8006,87.295,2504376.0
2021-10-13,85.5889,87.4307,84.8133,86.5098,1775189.0
2021-10-14,87.3823,88.119,86.0784,87.1884,1486261.0
2021-10-15,88.342,89.0399,87.2078,87.392,2339605.0
2021-10-16,88.342,89.0399,87.2078,87.392,2339605.0
2021-10-17,88.342,89.0399,87.2078,87.392,2339605.0
2021-10-18,88.2838,89.2047,85.0508,86.4226,1977485.0
2021-10-19,86.8297,87.7603,85.9088,87.3435,1996015.0
2021-10-20,86.2771,87.0624,85.647,86.82,2582851.0
2021-10-21,86.3741,87.043,84.2925,84.8327,2080849.0
2021-10-22,85.6664,86.6843,84.2802,85.9282,1944527.0
2021-10-23,85.6664,86.6843,84.2802,85.9282,1944527.0
2021-10-24,85.6664,86.6843,84.2802,85.9282,1944527.0
2021-10-25,87.0042,88.2256,85.6858,85.7924,1910485.0
2021-10-26,86.0154,87.4017,85.521,86.4419,1593131.0
2021-10-27,83.3398,86.9022,80.8531,82.0893,2687889.0
2021-10-28,81.5658,82.8261,79.9469,81.0811,2245315.0
2021-10-29,81.1296,81.7791,79.1326,80.0439,1990577.0
2021-10-30,81.1296,81.7791,79.1326,80.0439,1990577.0
2021-10-31,81.1296,81.7791,79.1326,80.0439,1990577.0
2021-11-01,81.3138,82.5837,80.8388,82.0021,1496786.0
2021-11-02,81.2847,81.8053,79.5689,79.7821,1581293.0
2021-11-03,78.5413,79.9469,77.9112,79.1229,2242144.0
2021-11-04,80.8,81.2411,78.6964,79.6173,1549355.0
2021-11-05,80.9745,81.0423,79.436,80.0245,1775788.0
2021-11-06,80.9745,81.0423,79.436,80.0245,1775788.0
2021-11-07,80.9745,81.0423,79.436,80.0245,1775788.0
2021-11-08,81.1393,84.1735,80.6352,83.7664,2016134.0
2021-11-09,83.3883,84.2414,82.0505,83.6597,1152492.0
2021-11-10,82.8261,83.1944,78.8127,79.2974,1593626.0
2021-11-11,79.4428,80.325,78.7933,78.8321,931363.0
2021-11-12,78.3862,79.7627,78.0857,79.6658,1552761.0
2021-11-13,78.3862,79.7627,78.0857,79.6658,1552761.0
2021-11-14,78.3862,79.7627,78.0857,79.6658,1552761.0
2021-11-15,79.4525,80.7903,78.3959,79.7821,1299388.0
2021-11-16,79.9857,80.4607,77.9112,78.8418,1196742.0
2021-11-17,77.9015,79.7143,77.0678,77.4459,1704041.0
2021-11-18,77.1744,79.3071,76.4958,78.2698,1541134.0
2021-11-19,76.1953,76.5346,73.0641,73.7427,2533323.0
2021-11-20,76.1953,76.5346,73.0641,73.7427,2533323.0
2021-11-21,76.1953,76.5346,73.0641,73.7427,2533323.0
2021-11-22,73.8009,76.9708,73.5101,75.2356,1631747.0
2021-11-23,76.806,79.6937,76.5928,79.0841,1878510.0
2021-11-24,78.1729,80.4413,78.1729,79.152,1077157.0
2021-11-25,78.1729,80.4413,78.1729,79.152,1077157.0
2021-11-26,74.3728,75.3132,72.1238,73.7136,2566011.0
2021-11-27,74.3728,75.3132,72.1238,73.7136,2566011.0
2021-11-28,74.3728,75.3132,72.1238,73.7136,2566011.0
2021-11-29,76.0402,76.6412,73.5004,73.7427,1982675.0
2021-11-30,71.8039,74.5425,71.5422,72.2401,3962566.0
2021-12-01,74.5086,75.8722,70.4952,70.6309,2839529.0
2021-12-02,70.5049,75.3422,68.886,74.78,2201312.0
2021-12-03,76.1953,76.3795,72.8993,73.5585,1848569.0
2021-12-04,76.1953,76.3795,72.8993,73.5585,1848569.0
2021-12-05,76.1953,76.3795,72.8993,73.5585,1848569.0
2021-12-06,75.5264,76.0111,73.8687,74.7994,2298272.0
2021-12-07,76.5152,79.753,76.394,77.5234,2131089.0
2021-12-08,78.0663,79.0841,77.7271,78.0954,1665139.0
2021-12-09,76.9708,77.6494,75.8269,76.3407,1830680.0
2021-12-10,77.3198,77.4895,75.1677,76.7382,1481400.0
2021-12-11,77.3198,77.4895,75.1677,76.7382,1481400.0
2021-12-12,77.3198,77.4895,75.1677,76.7382,1481400.0
2021-12-13,75.2647,75.6137,73.6506,74.7024,1652624.0
2021-12-14,74.0508,74.9358,73.0685,74.0897,2152953.0
2021-12-15,73.8368,74.0313,71.065,73.3214,2004629.0
2021-12-16,74.2064,76.4141,73.4721,73.5548,1789755.0
2021-12-17,73.2144,73.3117,69.3825,69.6548,5260353.0
2021-12-18,73.2144,73.3117,69.3825,69.6548,5260353.0
2021-12-19,73.2144,73.3117,69.3825,69.6548,5260353.0
2021-12-20,67.8167,69.3436,66.4454,69.2269,2281471.0
2021-12-21,70.3551,72.7767,70.073,72.4558,2432282.0
2021-12-22,72.0765,73.0004,71.1039,72.0765,1504232.0
2021-12-23,72.4461,73.1582,71.4541,71.4735,1216468.0
2021-12-24,72.4461,73.1582,71.4541,71.4735,1216468.0
2021-12-25,72.4461,73.1582,71.4541,71.4735,1216468.0
2021-12-26,72.4461,73.1582,71.4541,71.4735,1216468.0
2021-12-27,71.279,73.584,70.394,73.5353,1395377.0
2021-12-28,73.8952,74.4252,72.8448,73.2144,827018.0
2021-12-29,72.8935,73.8368,72.3044,72.6211,784231.0
2021-12-30,72.8935,73.7104,71.6875,71.9306,1018057.0
2021-12-31,71.5805,72.5142,71.3957,71.9987,952267.0
2022-01-01,71.5805,72.5142,71.3957,71.9987,952267.0
2022-01-02,71.5805,72.5142,71.3957,71.9987,952267.0
2022-01-03,71.8723,74.7705,71.6097,74.683,1384057.0
2022-01-04,76.171,79.7111,76.064,78.9331,2953206.0
2022-01-05,80.0418,81.1602,78.2912,78.6121,2988627.0
2022-01-06,81.8896,83.8542,80.8393,82.9108,3098815.0
2022-01-07,83.6305,84.9629,82.6881,84.2432,2594654.0
2022-01-08,83.6305,84.9629,82.6881,84.2432,2594654.0
2022-01-09,83.6305,84.9629,82.6881,84.2432,2594654.0
2022-01-10,83.932,84.2238,80.8295,82.8136,2718846.0
2022-01-11,84.1557,88.1627,82.7649,87.5694,2844235.0
2022-01-12,88.4836,89.5048,87.5402,89.0671,2475246.0
2022-01-13,89.038,90.808,87.8903,88.1238,2991696.0
2022-01-14,87.7736,89.7431,87.5475,89.2617,2305732.0
2022-01-15,87.7736,89.7431,87.5475,89.2617,2305732.0
2022-01-16,87.7736,89.7431,87.5475,89.2617,2305732.0
2022-01-17,87.7736,89.7431,87.5475,89.2617,2305732.0
2022-01-18,91.7028,91.9167,87.7542,89.6507,2625406.0
2022-01-19,90.4482,90.966,87.8223,88.7267,2577016.0
2022-01-20,87.8223,90.4967,86.1592,86.5288,4499299.0
2022-01-21,86.0522,86.4607,83.0972,85.2839,3753914.0
2022-01-22,86.0522,86.4607,83.0972,85.2839,3753914.0
2022-01-23,86.0522,86.4607,83.0972,85.2839,3753914.0
2022-01-24,82.551,86.9956,81.2672,86.3051,4328601.0
2022-01-25,86.4704,89.5534,83.154,88.9893,4561514.0
2022-01-26,91.907,91.9921,84.2919,85.3325,5172880.0
2022-01-27,86.5579,88.2696,84.0487,87.2193,4969258.0
2022-01-28,87.443,89.9035,86.2662,88.5031,5748831.0
2022-01-29,87.443,89.9035,86.2662,88.5031,5748831.0
2022-01-30,87.443,89.9035,86.2662,88.5031,5748831.0
2022-01-31,88.2794,90.5746,86.4218,89.7577,3090638.0
2022-02-01,88.6781,92.4906,87.8028,90.9345,3757675.0
2022-02-02,90.9928,91.2651,88.9893,90.5454,2450019.0
2022-02-03,89.0671,90.419,87.7348,89.4756,2870509.0
2022-02-04,90.3412,94.105,90.3412,93.006,4035766.0
2022-02-05,90.3412,94.105,90.3412,93.006,4035766.0
2022-02-06,90.3412,94.105,90.3412,93.006,4035766.0
2022-02-07,92.9671,93.857,91.129,92.617,3133200.0
2022-02-08,92.4322,92.9963,89.8452,90.7497,2252447.0
2022-02-09,90.6719,92.6364,90.2235,90.7497,2267549.0
2022-02-10,89.7188,92.296,89.0477,89.8646,2166592.0
2022-02-11,91.0025,93.9883,90.4482,93.5604,2809702.0
2022-02-12,91.0025,93.9883,90.4482,93.5604,2809702.0
2022-02-13,91.0025,93.9883,90.4482,93.5604,2809702.0
2022-02-14,93.6722,93.7063,91.0998,92.1307,2824068.0
2022-02-15,87.725,91.0998,86.6456,90.633,3331353.0
2022-02-16,91.5666,93.4145,90.7497,91.6736,2442700.0
2022-02-17,91.0803,92.121,89.6312,91.6153,2303930.0
2022-02-18,90.4482,92.0432,89.9035,91.2943,2487693.0
2022-02-19,90.4482,92.0432,89.9035,91.2943,2487693.0
2022-02-20,90.4482,92.0432,89.9035,91.2943,2487693.0
2022-02-21,90.4482,92.0432,89.9035,91.2943,2487693.0
2022-02-22,94.105,94.7177,89.5048,91.2943,3957454.0
2022-02-23,92.228,93.4972,90.5746,91.3624,2293167.0
2022-02-24,94.1634,94.3384,89.641,92.6462,5321943.0
2022-02-25,92.831,94.922,91.8098,94.8442,2287306.0
2022-02-26,92.831,94.922,91.8098,94.8442,2287306.0
2022-02-27,92.831,94.922,91.8098,94.8442,2287306.0
2022-02-28,94.6885,98.8608,93.9105,98.287,4175706.0
2022-03-01,99.0923,100.1641,97.1637,98.6177,4237028.0
2022-03-02,98.2384,99.5514,95.1067,98.9873,4122610.0
2022-03-03,97.8785,99.6,97.1248,98.1898,2192149.0
2022-03-04,97.9661,98.7782,95.8945,98.394,3453350.0
2022-03-05,97.9661,98.7782,95.8945,98.394,3453350.0
2022-03-06,97.9661,98.7782,95.8945,98.394,3453350.0
2022-03-07,96.7698,98.9386,92.0432,94.4551,5209656.0
2022-03-08,97.2561,98.7928,91.0025,93.9688,4115243.0
2022-03-09,92.4419,94.7663,90.8858,94.0467,3744142.0
2022-03-10,95.1456,96.2009,93.4631,95.4277,2776349.0
2022-03-11,94.3684,95.3447,92.2694,92.367,2668734.0
2022-03-12,94.3684,95.3447,92.2694,92.367,2668734.0
2022-03-13,94.3684,95.3447,92.2694,92.367,2668734.0
2022-03-14,91.3322,92.8356,88.8719,91.9765,2939857.0
2022-03-15,88.0811,91.4884,87.6711,90.8733,2659835.0
2022-03-16,90.9514,93.9096,90.7952,92.5037,2850913.0
2022-03-17,94.3099,95.5595,93.1578,94.837,3256602.0
2022-03-18,95.5107,96.0037,93.8998,95.1006,4203673.0
2022-03-19,95.5107,96.0037,93.8998,95.1006,4203673.0
2022-03-20,95.5107,96.0037,93.8998,95.1006,4203673.0
2022-03-21,97.3852,101.4758,97.0337,101.388,3204523.0
2022-03-22,99.9431,100.9486,97.2583,99.1816,2388682.0
2022-03-23,100.7339,104.6488,100.7339,103.7018,3193573.0
2022-03-24,104.4633,106.2206,103.0477,103.9849,2867344.0
2022-03-25,103.2917,106.6404,102.8817,106.494,1999474.0
2022-03-26,103.2917,106.6404,102.8817,106.494,1999474.0
2022-03-27,103.2917,106.6404,102.8817,106.494,1999474.0
2022-03-28,104.395,105.2248,103.487,104.8733,2341414.0
2022-03-29,102.4912,105.215,101.1732,105.1369,2520487.0
2022-03-30,106.5623,107.275,105.1076,105.9863,1955917.0
2022-03-31,104.9319,108.0951,104.4643,104.5023,2351322.0
2022-04-01,104.8245,106.7478,104.4438,106.4061,1778187.0
2022-04-02,104.8245,106.7478,104.4438,106.4061,1778187.0
2022-04-03,104.8245,106.7478,104.4438,106.4061,1778187.0
2022-04-04,107.7143,109.0128,106.041,107.109,1980786.0
2022-04-05,107.6558,108.964,104.9417,105.0784,2775032.0
2022-04-06,106.289,107.7924,103.3796,104.3168,2401128.0
2022-04-07,106.0839,107.1481,102.8768,105.6153,1954022.0
2022-04-08,105.8008,111.0826,105.8008,110.2137,2683877.0
2022-04-09,105.8008,111.0826,105.8008,110.2137,2683877.0
2022-04-10,105.8008,111.0826,105.8008,110.2137,2683877.0
2022-04-11,109.4131,109.8036,107.4238,109.1104,2680776.0
2022-04-12,111.0337,112.9277,109.7646,109.9305,1896788.0
2022-04-13,111.0435,112.669,110.2234,111.9124,1659065.0
2022-04-14,111.2876,113.5721,111.0728,112.0003,1310802.0
2022-04-15,111.2876,113.5721,111.0728,112.0003,1310802.0
2022-04-16,111.2876,113.5721,111.0728,112.0003,1310802.0
2022-04-17,111.2876,113.5721,111.0728,112.0003,1310802.0
2022-04-18,113.2499,114.2848,112.2321,112.9668,1089982.0
2022-04-19,112.0784,113.3573,110.9849,111.6683,1699831.0
2022-04-20,112.9961,113.7381,111.1411,112.1565,1478771.0
2022-04-21,112.8106,113.7381,107.0358,107.5581,1597212.0
2022-04-22,106.6404,108.0756,103.7897,103.9263,1607953.0
2022-04-23,106.6404,108.0756,103.7897,103.9263,1607953.0
2022-04-24,106.6404,108.0756,103.7897,103.9263,1607953.0
2022-04-25,100.6362,101.4173,96.6432,100.1871,2348408.0
2022-04-26,100.5386,101.6418,98.5411,99.0742,2036662.0
2022-04-27,99.4061,102.6572,96.4284,100.314,3658756.0
2022-04-28,100.646,104.063,97.1411,102.6572,2265949.0
2022-04-29,102.4033,104.6,99.9235,100.6265,2005351.0
2022-04-30,102.4033,104.6,99.9235,100.6265,2005351.0
2022-05-01,102.4033,104.6,99.9235,100.6265,2005351.0
2022-05-02,99.2694,101.017,97.6488,99.9528,1719702.0
2022-05-03,100.5093,104.7855,100.0797,104.3266,1903816.0
