,TJX US Equity,TJX US Equity,TJX US Equity,TJX US Equity,TJX US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-02-24,66.2558,67.5619,65.6744,66.6086,13387400.0
2021-02-25,64.9114,65.9316,63.0998,64.53,13410467.0
2021-02-26,65.1307,65.1307,62.3561,62.9187,9964449.0
2021-02-27,65.1307,65.1307,62.3561,62.9187,9964449.0
2021-02-28,65.1307,65.1307,62.3561,62.9187,9964449.0
2021-03-01,63.5575,64.6921,63.5575,64.12,7006780.0
2021-03-02,64.2345,64.5205,62.6994,63.1284,8988370.0
2021-03-03,62.6422,62.9473,60.5922,60.6971,10689417.0
2021-03-04,60.9546,61.4504,58.3039,59.6388,11092440.0
2021-03-05,60.0964,60.2681,58.4994,59.8009,9185055.0
2021-03-06,60.0964,60.2681,58.4994,59.8009,9185055.0
2021-03-07,60.0964,60.2681,58.4994,59.8009,9185055.0
2021-03-08,60.7162,62.7852,60.3253,62.1464,13576782.0
2021-03-09,62.9187,63.9198,61.908,63.0045,8975538.0
2021-03-10,63.157,63.2715,61.479,62.5468,7127847.0
2021-03-11,62.7232,63.6004,62.6708,63.0045,5645756.0
2021-03-12,63.1856,64.1629,63.0808,63.7291,5480839.0
2021-03-13,63.1856,64.1629,63.0808,63.7291,5480839.0
2021-03-14,63.1856,64.1629,63.0808,63.7291,5480839.0
2021-03-15,63.8817,64.8828,63.3001,64.8542,5258883.0
2021-03-16,64.654,64.654,63.3287,63.6147,5425489.0
2021-03-17,63.7101,64.6826,63.5766,64.2058,5138484.0
2021-03-18,64.0152,64.673,63.2143,63.424,4726768.0
2021-03-19,62.6994,64.0152,62.1273,63.5098,21044298.0
2021-03-20,62.6994,64.0152,62.1273,63.5098,21044298.0
2021-03-21,62.6994,64.0152,62.1273,63.5098,21044298.0
2021-03-22,63.8245,64.1582,62.8138,63.4049,5303898.0
2021-03-23,63.2047,63.281,61.2501,61.5266,6030100.0
2021-03-24,61.498,62.4324,61.3359,61.3359,4936671.0
2021-03-25,61.0213,62.2465,60.4588,62.051,5505272.0
2021-03-26,62.6612,63.2524,62.0939,62.9664,6022143.0
2021-03-27,62.6612,63.2524,62.0939,62.9664,6022143.0
2021-03-28,62.6612,63.2524,62.0939,62.9664,6022143.0
2021-03-29,62.9091,63.5861,62.032,62.4801,5319696.0
2021-03-30,62.2322,63.6242,62.0129,63.424,6649671.0
2021-03-31,63.6242,64.3679,63.0236,63.0712,5762960.0
2021-04-01,63.8245,64.0342,62.5182,62.9091,5031973.0
2021-04-02,63.8245,64.0342,62.5182,62.9091,5031973.0
2021-04-03,63.8245,64.0342,62.5182,62.9091,5031973.0
2021-04-04,63.8245,64.0342,62.5182,62.9091,5031973.0
2021-04-05,63.1856,64.7684,63.1856,64.6063,5534703.0
2021-04-06,64.5777,65.1498,64.3203,64.4919,4331308.0
2021-04-07,64.4347,65.1402,64.4061,64.6254,4800841.0
2021-04-08,64.8542,65.9125,64.5586,65.8172,5324333.0
2021-04-09,65.9221,66.2653,65.1116,66.2176,5124602.0
2021-04-10,65.9221,66.2653,65.1116,66.2176,5124602.0
2021-04-11,65.9221,66.2653,65.1116,66.2176,5124602.0
2021-04-12,66.1223,66.4369,65.3405,66.2844,4771302.0
2021-04-13,65.636,66.0556,64.7493,65.2737,5035937.0
2021-04-14,65.4263,66.046,65.2547,65.4167,3561738.0
2021-04-15,66.0079,66.6753,65.8935,66.0174,3799635.0
2021-04-16,66.4941,66.8182,66.0842,66.7325,5702940.0
2021-04-17,66.4941,66.8182,66.0842,66.7325,5702940.0
2021-04-18,66.4941,66.8182,66.0842,66.7325,5702940.0
2021-04-19,66.6848,66.6848,65.7505,65.7886,3556247.0
2021-04-20,65.3309,65.5026,63.9198,64.5968,4180086.0
2021-04-21,64.673,65.7,64.4156,65.2928,4644098.0
2021-04-22,65.5407,66.5657,65.2451,65.9507,4319243.0
2021-04-23,66.0842,67.3952,65.7218,67.1139,5302460.0
2021-04-24,66.0842,67.3952,65.7218,67.1139,5302460.0
2021-04-25,66.0842,67.3952,65.7218,67.1139,5302460.0
2021-04-26,67.2474,67.6478,65.8458,66.0556,3679785.0
2021-04-27,66.2462,66.9327,65.9125,66.5514,3551360.0
2021-04-28,66.4846,67.0662,66.189,66.6944,3067598.0
2021-04-29,67.2188,68.1627,66.8851,68.096,4121271.0
2021-04-30,67.8767,68.525,67.2664,67.6955,5017784.0
2021-05-01,67.8767,68.525,67.2664,67.6955,5017784.0
2021-05-02,67.8767,68.525,67.2664,67.6955,5017784.0
2021-05-03,68.1627,69.1066,67.8481,68.7252,6706962.0
2021-05-04,68.2962,68.2962,67.0662,67.5239,5773780.0
2021-05-05,68.0101,68.0721,67.2474,67.7241,5769626.0
2021-05-06,68.1532,68.7538,67.9339,68.4201,5838691.0
2021-05-07,68.2962,70.5749,68.0626,70.3461,6347443.0
2021-05-08,68.2962,70.5749,68.0626,70.3461,6347443.0
2021-05-09,68.2962,70.5749,68.0626,70.3461,6347443.0
2021-05-10,70.7275,71.1756,69.569,69.5929,5207570.0
2021-05-11,68.8492,68.9922,67.4476,68.6585,5567705.0
2021-05-12,68.2279,68.5054,66.515,66.5342,5811484.0
2021-05-13,66.8212,68.4289,66.728,67.8451,5671912.0
2021-05-14,68.2471,69.7016,68.2088,69.3092,6542361.0
2021-05-15,68.2471,69.7016,68.2088,69.3092,6542361.0
2021-05-16,68.2471,69.7016,68.2088,69.3092,6542361.0
2021-05-17,68.8308,69.2805,68.2614,68.9073,6668993.0
2021-05-18,69.0891,69.6729,67.8978,68.0748,7720266.0
2021-05-19,67.0988,67.0988,63.5677,64.4768,16703135.0
2021-05-20,65.0701,65.7878,63.9888,64.4672,11980788.0
2021-05-21,65.0988,65.3954,63.9027,64.1515,6933869.0
2021-05-22,65.0988,65.3954,63.9027,64.1515,6933869.0
2021-05-23,65.0988,65.3954,63.9027,64.1515,6933869.0
2021-05-24,64.362,64.6299,63.4625,63.5008,8965462.0
2021-05-25,64.0366,64.6682,63.6587,64.3716,6173624.0
2021-05-26,64.8596,64.9696,64.2759,64.9361,6769725.0
2021-05-27,65.0701,65.1275,64.228,64.3428,8649105.0
2021-05-28,64.85,65.2902,64.295,64.6299,7523334.0
2021-05-29,64.85,65.2902,64.295,64.6299,7523334.0
2021-05-30,64.85,65.2902,64.295,64.6299,7523334.0
2021-05-31,64.85,65.2902,64.295,64.6299,7523334.0
2021-06-01,65.3189,65.539,63.7352,64.295,5844088.0
2021-06-02,64.1515,64.295,63.0654,63.1371,9170195.0
2021-06-03,63.1276,63.3237,61.9697,63.0032,7450635.0
2021-06-04,63.2998,63.2998,62.2281,62.8118,5671866.0
2021-06-05,63.2998,63.2998,62.2281,62.8118,5671866.0
2021-06-06,63.2998,63.2998,62.2281,62.8118,5671866.0
2021-06-07,62.8118,63.0797,62.2568,62.5056,6071195.0
2021-06-08,62.7544,63.2998,62.5056,62.917,7058487.0
2021-06-09,62.8979,63.1563,62.1898,62.2281,5491093.0
2021-06-10,62.075,62.5726,61.8166,61.9793,6684213.0
2021-06-11,62.0367,63.0223,62.0367,62.9266,7654038.0
2021-06-12,62.0367,63.0223,62.0367,62.9266,7654038.0
2021-06-13,62.0367,63.0223,62.0367,62.9266,7654038.0
2021-06-14,62.7831,63.2615,62.1515,62.3238,5101889.0
2021-06-15,62.3716,62.6587,61.9793,62.5821,7296388.0
2021-06-16,63.1371,63.3094,62.0367,62.3907,7932797.0
2021-06-17,62.3716,62.3812,61.0511,61.9123,7570596.0
2021-06-18,61.3764,61.5965,60.5248,60.6396,11745727.0
2021-06-19,61.3764,61.5965,60.5248,60.6396,11745727.0
2021-06-20,61.3764,61.5965,60.5248,60.6396,11745727.0
2021-06-21,61.118,62.1898,60.8788,62.1132,8811056.0
2021-06-22,61.9601,63.2041,61.8644,63.0702,5880620.0
2021-06-23,62.917,63.5103,62.7735,63.0223,5415355.0
2021-06-24,63.6443,64.1802,63.2041,64.0845,6526299.0
2021-06-25,64.295,64.8883,64.161,64.6203,13165264.0
2021-06-26,64.295,64.8883,64.161,64.6203,13165264.0
2021-06-27,64.295,64.8883,64.161,64.6203,13165264.0
2021-06-28,64.3716,64.5821,63.1945,63.6252,6361846.0
2021-06-29,63.9792,64.3046,63.7209,63.8261,3272032.0
2021-06-30,63.7017,64.6873,63.6252,64.5151,5013733.0
2021-07-01,64.6491,65.1849,64.5247,64.9553,4418202.0
2021-07-02,65.051,65.4146,64.8787,65.3093,3058689.0
2021-07-03,65.051,65.4146,64.8787,65.3093,3058689.0
2021-07-04,65.051,65.4146,64.8787,65.3093,3058689.0
2021-07-05,65.051,65.4146,64.8787,65.3093,3058689.0
2021-07-06,65.5677,65.6605,64.3046,65.1945,4133164.0
2021-07-07,65.405,65.6251,64.5151,64.7352,4981415.0
2021-07-08,63.5582,64.295,62.8405,63.9888,5685994.0
2021-07-09,64.6012,65.5103,64.5342,65.4146,4407446.0
2021-07-10,64.6012,65.5103,64.5342,65.4146,4407446.0
2021-07-11,64.6012,65.5103,64.5342,65.4146,4407446.0
2021-07-12,64.7543,65.3954,64.5438,65.2806,6072941.0
2021-07-13,65.0701,65.3811,64.5629,64.7256,3775336.0
2021-07-14,65.0988,66.2375,65.0223,65.6825,8748823.0
2021-07-15,65.4337,65.5198,64.8326,65.1371,4905822.0
2021-07-16,65.472,65.6442,64.2854,64.5055,7819917.0
2021-07-17,65.472,65.6442,64.2854,64.5055,7819917.0
2021-07-18,65.472,65.6442,64.2854,64.5055,7819917.0
2021-07-19,63.3189,63.7591,61.8453,62.2281,8044001.0
2021-07-20,62.008,63.984,61.6539,63.6347,5311993.0
2021-07-21,64.1802,64.984,63.9218,64.5725,3499508.0
2021-07-22,64.7065,64.8117,63.9027,64.3716,2884495.0
2021-07-23,64.8309,65.472,64.4098,65.2423,4816956.0
2021-07-24,64.8309,65.472,64.4098,65.2423,4816956.0
2021-07-25,64.8309,65.472,64.4098,65.2423,4816956.0
2021-07-26,65.0223,65.9505,64.8979,65.7591,4861238.0
2021-07-27,65.472,66.0079,65.0988,65.5007,3789351.0
2021-07-28,65.5007,65.7878,64.7735,64.9553,3123783.0
2021-07-29,65.4337,66.2806,65.2232,65.8739,4318742.0
2021-07-30,65.3285,66.7686,65.3285,65.8452,3668578.0
2021-07-31,65.3285,66.7686,65.3285,65.8452,3668578.0
2021-08-01,65.3285,66.7686,65.3285,65.8452,3668578.0
2021-08-02,66.2088,66.2088,64.8309,65.0223,5747834.0
2021-08-03,65.472,66.027,64.4481,66.0079,3832066.0
2021-08-04,65.3954,65.893,64.3333,64.3524,6909089.0
2021-08-05,64.4864,65.6873,64.3524,65.6251,4340433.0
2021-08-06,66.1036,66.6012,65.8165,66.3237,3456856.0
2021-08-07,66.1036,66.6012,65.8165,66.3237,3456856.0
2021-08-08,66.1036,66.6012,65.8165,66.3237,3456856.0
2021-08-09,66.0366,66.3332,65.4146,65.96,3190120.0
2021-08-10,66.1418,68.7446,66.1418,68.3523,7078243.0
2021-08-11,68.6789,68.9478,68.0738,68.8709,4264953.0
2021-08-12,68.9574,69.0918,67.997,68.7173,4273532.0
2021-08-13,68.4484,68.6693,67.5024,67.6992,5389338.0
2021-08-14,68.4484,68.6693,67.5024,67.6992,5389338.0
2021-08-15,68.4484,68.6693,67.5024,67.6992,5389338.0
2021-08-16,67.536,67.6224,66.566,67.5648,4055749.0
2021-08-17,67.2671,67.2671,65.7688,66.4123,8008253.0
2021-08-18,65.9705,70.7533,65.2118,70.1099,14316308.0
2021-08-19,68.506,70.9454,68.4772,70.6765,11723223.0
2021-08-20,70.2155,71.464,69.7497,71.1087,7835948.0
2021-08-21,70.2155,71.464,69.7497,71.1087,7835948.0
2021-08-22,70.2155,71.464,69.7497,71.1087,7835948.0
2021-08-23,71.3776,73.0967,71.3776,72.1555,9979416.0
2021-08-24,72.29,73.1448,72.1267,72.3284,7444784.0
2021-08-25,71.925,73.0583,71.781,72.8086,5365290.0
2021-08-26,72.2228,72.2228,70.4749,70.9166,6277300.0
2021-08-27,71.1759,71.3968,70.494,70.7245,5087164.0
2021-08-28,71.1759,71.3968,70.494,70.7245,5087164.0
2021-08-29,71.1759,71.3968,70.494,70.7245,5087164.0
2021-08-30,70.7629,70.907,69.8217,69.9178,4496603.0
2021-08-31,69.6873,70.0234,69.1975,69.841,5829830.0
2021-09-01,70.2635,70.4835,69.1014,69.2263,4103198.0
2021-09-02,69.111,69.7161,68.8325,69.0246,3813420.0
2021-09-03,68.5924,68.9958,68.1506,68.2563,5398657.0
2021-09-04,68.5924,68.9958,68.1506,68.2563,5398657.0
2021-09-05,68.5924,68.9958,68.1506,68.2563,5398657.0
2021-09-06,68.5924,68.9958,68.1506,68.2563,5398657.0
2021-09-07,67.7569,68.189,66.8157,67.0846,7085188.0
2021-09-08,67.3343,67.3535,66.3211,67.0558,7124946.0
2021-09-09,67.0846,67.6896,66.662,66.7004,7613135.0
2021-09-10,67.1806,67.3727,66.0954,66.1434,6709421.0
2021-09-11,67.1806,67.3727,66.0954,66.1434,6709421.0
2021-09-12,67.1806,67.3727,66.0954,66.1434,6709421.0
2021-09-13,66.566,66.7196,65.5575,65.9801,5820377.0
2021-09-14,66.6332,66.9597,65.9513,66.7292,7322901.0
2021-09-15,66.4603,67.1518,66.153,66.7292,5031859.0
2021-09-16,66.8829,67.9585,66.8253,67.6896,5629753.0
2021-09-17,67.2286,68.3032,67.0077,67.6224,9208850.0
2021-09-18,67.2286,68.3032,67.0077,67.6224,9208850.0
2021-09-19,67.2286,68.3032,67.0077,67.6224,9208850.0
2021-09-20,66.7196,67.3151,65.7784,66.3739,5759793.0
2021-09-21,67.0654,67.6224,66.4987,66.5467,6901346.0
2021-09-22,67.0366,67.4111,66.6428,66.7772,8418606.0
2021-09-23,67.1998,69.0918,67.1902,67.9009,6595417.0
2021-09-24,67.6032,68.5348,67.4207,68.2851,4802078.0
2021-09-25,67.6032,68.5348,67.4207,68.2851,4802078.0
2021-09-26,67.6032,68.5348,67.4207,68.2851,4802078.0
2021-09-27,68.6693,69.7353,68.2707,68.3235,5228438.0
2021-09-28,67.7377,68.2467,66.7388,67.3055,5431544.0
2021-09-29,67.6992,68.1794,67.0558,67.1326,3671265.0
2021-09-30,66.4507,66.6044,63.1853,63.3678,10900965.0
2021-10-01,63.6751,64.405,62.9164,63.9729,6787267.0
2021-10-02,63.6751,64.405,62.9164,63.9729,6787267.0
2021-10-03,63.6751,64.405,62.9164,63.9729,6787267.0
2021-10-04,63.7135,64.3474,63.0413,63.2525,6503532.0
2021-10-05,63.3006,63.6799,62.2441,62.5322,9136624.0
2021-10-06,61.9464,62.4746,61.0052,61.7831,10030242.0
2021-10-07,62.2345,63.6655,62.2057,62.4074,6213891.0
2021-10-08,62.3594,62.7243,62.0904,62.1769,5352126.0
2021-10-09,62.3594,62.7243,62.0904,62.1769,5352126.0
2021-10-10,62.3594,62.7243,62.0904,62.1769,5352126.0
2021-10-11,62.0136,62.1961,60.4578,60.525,8466231.0
2021-10-12,60.8899,61.0724,60.3521,60.477,5157498.0
2021-10-13,61.0148,61.6439,60.8515,60.986,7218330.0
2021-10-14,60.4289,62.004,60.2369,61.6006,7946789.0
2021-10-15,62.0904,62.3978,61.7159,61.8023,5633932.0
2021-10-16,62.0904,62.3978,61.7159,61.8023,5633932.0
2021-10-17,62.0904,62.3978,61.7159,61.8023,5633932.0
2021-10-18,61.447,62.2229,61.1685,62.0808,4244637.0
2021-10-19,62.1097,62.2729,60.9524,61.3701,6146031.0
2021-10-20,61.5718,62.4554,61.1637,61.3317,5953870.0
2021-10-21,61.3701,62.1577,61.3701,62.1193,3970877.0
2021-10-22,62.052,62.1961,61.034,61.6198,4272532.0
2021-10-23,62.052,62.1961,61.034,61.6198,4272532.0
2021-10-24,62.052,62.1961,61.034,61.6198,4272532.0
2021-10-25,61.7927,63.0509,61.7927,62.6763,5969389.0
2021-10-26,63.0701,63.5215,62.6763,62.7435,6075867.0
2021-10-27,62.8972,62.8972,61.6871,62.004,4573128.0
2021-10-28,62.2537,62.8108,62.1961,62.6187,3829663.0
2021-10-29,62.4266,63.3774,62.1769,62.8972,8269302.0
2021-10-30,62.4266,63.3774,62.1769,62.8972,8269302.0
2021-10-31,62.4266,63.3774,62.1769,62.8972,8269302.0
2021-11-01,62.9356,64.3762,62.8588,64.0113,7424415.0
2021-11-02,64.2226,65.1926,63.6463,64.6547,7510370.0
2021-11-03,64.2994,65.9897,64.2994,65.7208,6308731.0
2021-11-04,65.9129,67.1854,65.7016,66.9789,8238738.0
2021-11-05,68.141,69.0342,68.045,68.3811,8726138.0
2021-11-06,68.141,69.0342,68.045,68.3811,8726138.0
2021-11-07,68.141,69.0342,68.045,68.3811,8726138.0
2021-11-08,68.093,68.4291,66.8061,67.123,6713980.0
2021-11-09,67.2965,67.7303,66.7759,67.1712,4298761.0
2021-11-10,67.2676,67.9687,66.4193,66.4771,5950565.0
2021-11-11,66.5928,67.0169,65.6577,65.7638,6047633.0
2021-11-12,66.2265,66.5446,65.7252,66.3229,8504726.0
2021-11-13,66.2265,66.5446,65.7252,66.3229,8504726.0
2021-11-14,66.2265,66.5446,65.7252,66.3229,8504726.0
2021-11-15,66.8145,67.9424,66.6699,66.8241,6333212.0
2021-11-16,66.8723,67.8074,65.8794,66.9977,9819337.0
2021-11-17,74.0348,74.1698,70.5644,70.9018,21456644.0
2021-11-18,70.95,71.1236,69.2052,70.468,9466473.0
2021-11-19,70.1692,70.1981,67.6628,68.4629,8163043.0
2021-11-20,70.1692,70.1981,67.6628,68.4629,8163043.0
2021-11-21,70.1692,70.1981,67.6628,68.4629,8163043.0
2021-11-22,69.0703,69.3829,66.747,67.364,7021981.0
2021-11-23,66.8916,68.7039,66.5157,68.3955,7110216.0
2021-11-24,67.1808,68.9739,67.1037,68.9064,4960394.0
2021-11-25,67.1808,68.9739,67.1037,68.9064,4960394.0
2021-11-26,67.4025,67.9231,66.5542,66.8627,4737169.0
2021-11-27,67.4025,67.9231,66.5542,66.8627,4737169.0
2021-11-28,67.4025,67.9231,66.5542,66.8627,4737169.0
2021-11-29,69.2245,69.6969,67.7207,68.1255,5813740.0
2021-11-30,67.7592,68.0388,65.971,66.9013,9925257.0
2021-12-01,68.328,69.0992,65.5228,65.5613,8014472.0
2021-12-02,65.571,67.9424,65.5324,67.7207,6050500.0
2021-12-03,67.9809,68.3665,67.2772,68.1448,7970312.0
2021-12-04,67.9809,68.3665,67.2772,68.1448,7970312.0
2021-12-05,67.9809,68.3665,67.2772,68.1448,7970312.0
2021-12-06,68.9257,70.8536,68.6557,70.0246,7782772.0
2021-12-07,70.2656,71.943,69.7818,71.4513,7976003.0
2021-12-08,71.5477,72.0972,71.191,71.6634,8159002.0
2021-12-09,71.4031,72.0008,71.2392,71.3549,4901368.0
2021-12-10,71.5381,72.1261,71.2874,72.0394,5123822.0
2021-12-11,71.5381,72.1261,71.2874,72.0394,5123822.0
2021-12-12,71.5381,72.1261,71.2874,72.0394,5123822.0
2021-12-13,71.6634,72.1261,70.2367,70.497,6883868.0
2021-12-14,70.0632,71.0368,69.9764,70.3138,6972707.0
2021-12-15,70.1981,70.5644,68.7666,70.4295,5940763.0
2021-12-16,71.5284,72.0297,70.8054,70.8247,9558142.0
2021-12-17,70.8247,71.8851,69.7402,71.3549,11379921.0
2021-12-18,70.8247,71.8851,69.7402,71.3549,11379921.0
2021-12-19,70.8247,71.8851,69.7402,71.3549,11379921.0
2021-12-20,70.3234,70.5644,68.7618,69.8704,7263393.0
2021-12-21,70.4391,71.7457,70.1596,71.4513,6644291.0
2021-12-22,71.3549,71.7502,70.8151,71.3356,4852479.0
2021-12-23,71.4224,71.7116,70.8536,71.0946,4625854.0
2021-12-24,71.4224,71.7116,70.8536,71.0946,4625854.0
2021-12-25,71.4224,71.7116,70.8536,71.0946,4625854.0
2021-12-26,71.4224,71.7116,70.8536,71.0946,4625854.0
2021-12-27,71.085,71.8466,71.0754,71.6152,3165561.0
2021-12-28,71.4995,72.584,71.4995,72.0779,2982489.0
2021-12-29,72.049,73.1865,72.0104,72.7431,2884253.0
2021-12-30,72.637,73.389,72.637,72.8106,2799084.0
2021-12-31,72.9262,73.5769,72.666,73.1865,3193264.0
2022-01-01,72.9262,73.5769,72.666,73.1865,3193264.0
2022-01-02,72.9262,73.5769,72.666,73.1865,3193264.0
2022-01-03,73.0998,73.8324,72.772,72.8298,4814893.0
2022-01-04,72.9841,74.565,72.9841,73.9577,5905773.0
2022-01-05,74.1987,74.5457,72.3864,72.4346,5102076.0
2022-01-06,72.8395,73.254,72.049,72.7527,4060049.0
2022-01-07,72.2322,72.7045,71.5236,71.702,5497764.0
2022-01-08,72.2322,72.7045,71.5236,71.702,5497764.0
2022-01-09,72.2322,72.7045,71.5236,71.702,5497764.0
2022-01-10,70.979,71.2007,67.5953,69.88,7964579.0
2022-01-11,69.88,71.9526,69.4848,71.5381,5682252.0
2022-01-12,71.7309,72.7089,70.5837,70.7669,5654077.0
2022-01-13,71.3838,71.4706,69.7595,69.9957,6149361.0
2022-01-14,69.2438,69.3787,67.7496,68.6172,6631069.0
2022-01-15,69.2438,69.3787,67.7496,68.6172,6631069.0
2022-01-16,69.2438,69.3787,67.7496,68.6172,6631069.0
2022-01-17,69.2438,69.3787,67.7496,68.6172,6631069.0
2022-01-18,67.711,68.1255,66.2843,66.4289,9602311.0
2022-01-19,66.8482,67.8074,65.971,66.0433,6621269.0
2022-01-20,66.2072,67.0651,64.8383,64.9058,6669057.0
2022-01-21,64.6552,66.2457,64.1924,65.0311,8652850.0
2022-01-22,64.6552,66.2457,64.1924,65.0311,8652850.0
2022-01-23,64.6552,66.2457,64.1924,65.0311,8652850.0
2022-01-24,64.0671,66.6506,63.4791,66.5735,10903814.0
2022-01-25,65.5517,66.7856,64.472,66.2072,8265684.0
2022-01-26,66.7181,68.4051,65.9083,66.6121,7358221.0
2022-01-27,67.8942,68.7136,66.7567,67.1133,6184710.0
2022-01-28,67.0169,68.8293,66.1686,68.81,7180824.0
2022-01-29,67.0169,68.8293,66.1686,68.81,7180824.0
2022-01-30,67.0169,68.8293,66.1686,68.81,7180824.0
2022-01-31,68.5208,69.5041,68.2509,69.3787,4542984.0
2022-02-01,69.5908,70.3138,69.1956,70.1788,4461704.0
2022-02-02,70.0921,70.5066,68.8003,69.4366,5400653.0
2022-02-03,68.9257,69.2438,67.1519,67.2965,5802341.0
2022-02-04,66.7663,67.2676,65.7156,66.6892,4991233.0
2022-02-05,66.7663,67.2676,65.7156,66.6892,4991233.0
2022-02-06,66.7663,67.2676,65.7156,66.6892,4991233.0
2022-02-07,67.0844,67.5857,66.1204,66.8531,4750750.0
2022-02-08,66.8145,68.1737,66.4964,67.9038,4464511.0
2022-02-09,68.6972,69.7712,68.5666,69.152,4041761.0
2022-02-10,67.8554,69.3939,67.7684,68.3489,3856045.0
2022-02-11,68.1651,68.4021,66.2686,66.4718,4807594.0
2022-02-12,68.1651,68.4021,66.2686,66.4718,4807594.0
2022-02-13,68.1651,68.4021,66.2686,66.4718,4807594.0
2022-02-14,66.5589,66.7718,65.4075,65.7848,6472172.0
2022-02-15,66.2396,66.8685,66.0364,66.6557,6474245.0
2022-02-16,66.1815,66.6073,64.1013,64.9237,5802019.0
2022-02-17,64.111,64.6818,62.7573,63.0563,6591005.0
2022-02-18,63.0079,64.3528,62.8531,64.0045,6051010.0
2022-02-19,63.0079,64.3528,62.8531,64.0045,6051010.0
2022-02-20,63.0079,64.3528,62.8531,64.0045,6051010.0
2022-02-21,63.0079,64.3528,62.8531,64.0045,6051010.0
2022-02-22,63.9174,64.7399,62.8628,63.1337,8055345.0
2022-02-23,58.9441,63.7046,57.9089,60.4729,25852517.0
2022-02-24,59.515,62.6935,59.0119,62.5919,9786537.0
2022-02-25,62.5435,64.6818,62.2242,64.6141,6400798.0
2022-02-26,62.5435,64.6818,62.2242,64.6141,6400798.0
2022-02-27,62.5435,64.6818,62.2242,64.6141,6400798.0
2022-02-28,63.2788,64.2077,62.9015,63.9561,7647767.0
2022-03-01,64.0142,64.1884,61.4598,61.8275,6279580.0
2022-03-02,62.35,65.3881,62.321,63.9755,8125254.0
2022-03-03,63.8884,63.9755,62.8918,63.5788,5186278.0
2022-03-04,62.8144,63.0757,60.173,60.5116,8971626.0
2022-03-05,62.8144,63.0757,60.173,60.5116,8971626.0
2022-03-06,62.8144,63.0757,60.173,60.5116,8971626.0
2022-03-07,60.4148,60.9664,56.1817,56.4382,11448920.0
2022-03-08,56.2833,59.1086,56.0414,58.054,11952511.0
2022-03-09,59.6989,60.618,59.1667,59.2054,5773778.0
2022-03-10,57.8798,60.0665,57.6379,60.0375,5809131.0
2022-03-11,60.2794,60.4826,59.2731,59.4376,5300611.0
2022-03-12,60.2794,60.4826,59.2731,59.4376,5300611.0
2022-03-13,60.2794,60.4826,59.2731,59.4376,5300611.0
2022-03-14,59.544,60.0762,58.9732,59.2634,4889342.0
2022-03-15,59.7569,60.7922,59.3796,59.7182,6422225.0
2022-03-16,60.4003,61.5832,59.5569,60.5116,8278014.0
2022-03-17,59.8633,60.6954,59.457,60.231,8139277.0
2022-03-18,59.9891,60.5842,59.2538,60.4148,11728340.0
2022-03-19,59.9891,60.5842,59.2538,60.4148,11728340.0
2022-03-20,59.9891,60.5842,59.2538,60.4148,11728340.0
2022-03-21,60.7922,60.7922,58.5136,59.0119,7342894.0
2022-03-22,59.4376,60.2794,59.0022,59.1473,13372607.0
2022-03-23,58.6732,58.7603,57.4928,57.5509,8240831.0
2022-03-24,57.7927,58.3733,57.0622,58.1217,8633210.0
2022-03-25,58.77,59.4424,58.0927,59.3021,10111376.0
2022-03-26,58.77,59.4424,58.0927,59.3021,10111376.0
2022-03-27,58.77,59.4424,58.0927,59.3021,10111376.0
2022-03-28,58.441,59.9988,58.4023,59.9891,10417032.0
2022-03-29,60.6084,62.3935,60.5987,62.2242,9812471.0
2022-03-30,61.3244,61.692,59.8246,59.9891,7937052.0
2022-03-31,59.6021,60.1929,58.5281,58.6152,10282341.0
2022-04-01,58.7506,59.0603,58.083,58.9151,5762023.0
2022-04-02,58.7506,59.0603,58.083,58.9151,5762023.0
2022-04-03,58.7506,59.0603,58.083,58.9151,5762023.0
2022-04-04,58.8377,60.2746,58.4797,60.0568,5855040.0
2022-04-05,58.4313,60.0665,58.2185,59.7085,6130352.0
2022-04-06,58.9345,59.1086,57.8411,58.5668,8641563.0
2022-04-07,58.0153,59.7376,57.5412,59.3409,7628284.0
2022-04-08,59.2731,60.2891,58.9054,59.5634,7604472.0
2022-04-09,59.2731,60.2891,58.9054,59.5634,7604472.0
2022-04-10,59.2731,60.2891,58.9054,59.5634,7604472.0
2022-04-11,59.9698,61.305,59.7666,59.8537,6230102.0
2022-04-12,60.3761,61.963,60.3181,60.7922,5873867.0
2022-04-13,61.0244,61.9291,60.7245,61.634,6107634.0
2022-04-14,61.7888,62.3015,60.5406,60.6761,6511176.0
2022-04-15,61.7888,62.3015,60.5406,60.6761,6511176.0
2022-04-16,61.7888,62.3015,60.5406,60.6761,6511176.0
2022-04-17,61.7888,62.3015,60.5406,60.6761,6511176.0
2022-04-18,60.3955,61.0631,60.0859,60.4148,4521839.0
2022-04-19,60.5406,63.5014,60.4052,63.3079,9021125.0
2022-04-20,64.1013,65.243,64.0335,64.6141,7942932.0
2022-04-21,65.4075,66.0751,63.6078,63.8013,7815248.0
2022-04-22,62.2436,63.2498,60.5987,60.6761,5424632.0
2022-04-23,62.2436,63.2498,60.5987,60.6761,5424632.0
2022-04-24,62.2436,63.2498,60.5987,60.6761,5424632.0
2022-04-25,60.2697,61.3824,59.2828,61.334,6331703.0
2022-04-26,60.618,61.1986,59.4279,59.4279,5744242.0
