,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity
2021-03-12,12.6831,12.8408,12.6084,12.7246,557046.0
2021-03-13,12.6831,12.8408,12.6084,12.7246,557046.0
2021-03-14,12.6831,12.8408,12.6084,12.7246,557046.0
2021-03-15,12.7246,12.7246,12.4548,12.5752,950406.0
2021-03-16,12.4756,12.5171,12.2639,12.488,811960.0
2021-03-17,12.5254,12.6582,12.3801,12.488,633869.0
2021-03-18,12.5503,12.8283,12.4092,12.4756,640266.0
2021-03-19,12.2763,12.4507,12.0854,12.376,3536314.0
2021-03-20,12.2763,12.4507,12.0854,12.376,3536314.0
2021-03-21,12.2763,12.4507,12.0854,12.376,3536314.0
2021-03-22,12.3427,12.3427,12.0439,12.156,550280.0
2021-03-23,12.0688,12.185,11.9028,11.9609,533642.0
2021-03-24,12.0854,12.3926,11.936,11.9443,594681.0
2021-03-25,11.9443,12.1767,11.8032,12.1103,404816.0
2021-03-26,12.268,12.3344,12.1767,12.3012,462268.0
2021-03-27,12.268,12.3344,12.1767,12.3012,462268.0
2021-03-28,12.268,12.3344,12.1767,12.3012,462268.0
2021-03-29,12.185,12.268,11.936,12.0356,1093322.0
2021-03-30,12.1352,12.2929,12.1145,12.1767,561489.0
2021-03-31,12.1518,12.2016,11.9443,11.9941,755716.0
2021-04-01,11.9609,12.0854,11.8696,12.0605,379058.0
2021-04-02,11.9609,12.0854,11.8696,12.0605,379058.0
2021-04-03,11.9609,12.0854,11.8696,12.0605,379058.0
2021-04-04,11.9609,12.0854,11.8696,12.0605,379058.0
2021-04-05,12.2016,12.2514,11.9526,12.0771,502688.0
2021-04-06,12.0854,12.1394,11.9485,12.019,354714.0
2021-04-07,12.0854,12.102,11.8945,11.9692,431324.0
2021-04-08,11.9609,11.9941,11.7617,11.9609,376726.0
2021-04-09,12.0522,12.1269,11.9526,12.0771,429652.0
2021-04-10,12.0522,12.1269,11.9526,12.0771,429652.0
2021-04-11,12.0522,12.1269,11.9526,12.0771,429652.0
2021-04-12,12.1269,12.1601,12.0481,12.0771,359359.0
2021-04-13,12.0024,12.0024,11.687,11.7534,688272.0
2021-04-14,11.7202,11.9194,11.6981,11.8904,739373.0
2021-04-15,11.687,11.911,11.6538,11.8198,434218.0
2021-04-16,11.8945,11.9858,11.7618,11.8447,293169.0
2021-04-17,11.8945,11.9858,11.7618,11.8447,293169.0
2021-04-18,11.8945,11.9858,11.7618,11.8447,293169.0
2021-04-19,11.8613,11.9319,11.7202,11.8945,511630.0
2021-04-20,11.7949,11.7949,11.521,11.5708,586338.0
2021-04-21,11.5542,11.7285,11.521,11.7119,367130.0
2021-04-22,11.7202,11.7534,11.5376,11.5376,401034.0
2021-04-23,11.4961,11.8198,11.4961,11.7368,543523.0
2021-04-24,11.4961,11.8198,11.4961,11.7368,543523.0
2021-04-25,11.4961,11.8198,11.4961,11.7368,543523.0
2021-04-26,11.8696,12.019,11.7617,11.77,438440.0
2021-04-27,11.7617,11.8613,11.6455,11.7783,447251.0
2021-04-28,11.8281,11.8779,11.7036,11.7534,374578.0
2021-04-29,11.7783,11.9526,11.77,11.8198,374558.0
2021-04-30,11.7866,11.8115,11.6455,11.6538,619057.0
2021-05-01,11.7866,11.8115,11.6455,11.6538,619057.0
2021-05-02,11.7866,11.8115,11.6455,11.6538,619057.0
2021-05-03,11.7202,11.8779,11.7202,11.8032,1055701.0
2021-05-04,11.7451,11.8364,11.6206,11.8198,682497.0
2021-05-05,11.803,11.8661,11.6683,11.8282,579085.0
2021-05-06,11.8535,11.8956,11.6978,11.8872,546925.0
2021-05-07,11.7609,11.904,11.702,11.8535,430913.0
2021-05-08,11.7609,11.904,11.702,11.8535,430913.0
2021-05-09,11.7609,11.904,11.702,11.8535,430913.0
2021-05-10,11.8535,11.9629,11.6935,11.702,687747.0
2021-05-11,11.6178,11.7272,11.5631,11.6262,431848.0
2021-05-12,11.8703,11.8703,11.4115,11.4241,398542.0
2021-05-13,11.4073,11.9714,11.3736,11.904,849326.0
2021-05-14,11.9966,11.9966,11.8324,11.9714,514295.0
2021-05-15,11.9966,11.9966,11.8324,11.9714,514295.0
2021-05-16,11.9966,11.9966,11.8324,11.9714,514295.0
2021-05-17,11.9966,12.1566,11.8619,12.1482,821046.0
2021-05-18,12.1397,12.1902,11.9377,11.9377,450165.0
2021-05-19,11.8367,11.9966,11.6514,11.9966,622986.0
2021-05-20,11.9714,11.9966,11.803,11.9377,479988.0
2021-05-21,11.9966,12.0976,11.9038,12.0471,1399200.0
2021-05-22,11.9966,12.0976,11.9038,12.0471,1399200.0
2021-05-23,11.9966,12.0976,11.9038,12.0471,1399200.0
2021-05-24,12.1229,12.1397,11.8114,11.8703,393072.0
2021-05-25,11.8619,11.9629,11.5167,11.5167,592115.0
2021-05-26,11.5167,11.6935,11.4999,11.6851,469386.0
2021-05-27,11.8282,11.9629,11.803,11.8703,397155.0
2021-05-28,11.8788,11.9293,11.7609,11.9208,325045.0
2021-05-29,11.8788,11.9293,11.7609,11.9208,325045.0
2021-05-30,11.8788,11.9293,11.7609,11.9208,325045.0
2021-05-31,11.8788,11.9293,11.7609,11.9208,325045.0
2021-06-01,11.9966,12.1061,11.904,12.0808,802363.0
2021-06-02,12.2365,12.2365,11.8072,11.8535,720380.0
2021-06-03,11.8956,11.9714,11.7861,11.9377,471423.0
2021-06-04,11.9293,12.0471,11.8914,12.0135,395092.0
2021-06-05,11.9293,12.0471,11.8914,12.0135,395092.0
2021-06-06,11.9293,12.0471,11.8914,12.0135,395092.0
2021-06-07,12.0808,12.1229,11.9882,12.0219,594617.0
2021-06-08,11.9966,12.1734,11.9293,12.1313,373242.0
2021-06-09,12.0387,12.064,11.9124,11.9208,377474.0
2021-06-10,11.9882,12.0303,11.8451,11.8535,282570.0
2021-06-11,11.8788,11.9419,11.8619,11.904,221113.0
2021-06-12,11.8788,11.9419,11.8619,11.904,221113.0
2021-06-13,11.8788,11.9419,11.8619,11.904,221113.0
2021-06-14,11.9293,12.0135,11.8788,11.9798,640632.0
2021-06-15,11.9798,12.1355,11.9377,12.0555,428153.0
2021-06-16,12.005,12.2239,11.9461,12.1397,432049.0
2021-06-17,12.2071,12.2408,11.7525,11.7777,718019.0
2021-06-18,11.6009,11.702,11.34,11.3484,1501695.0
2021-06-19,11.6009,11.702,11.34,11.3484,1501695.0
2021-06-20,11.6009,11.702,11.34,11.3484,1501695.0
2021-06-21,11.441,11.7188,11.441,11.6178,406647.0
2021-06-22,11.6346,11.6851,11.4747,11.6178,336729.0
2021-06-23,11.6599,11.6935,11.4747,11.4999,709923.0
2021-06-24,11.5757,11.7104,11.4662,11.6767,303316.0
2021-06-25,11.6599,11.7609,11.4662,11.4999,1218490.0
2021-06-26,11.6599,11.7609,11.4662,11.4999,1218490.0
2021-06-27,11.6599,11.7609,11.4662,11.4999,1218490.0
2021-06-28,11.5083,11.542,11.3231,11.3821,740279.0
2021-06-29,11.7188,11.7188,11.4494,11.4747,557020.0
2021-06-30,11.3989,11.5504,11.3778,11.4831,478789.0
2021-07-01,11.5504,11.6851,11.5167,11.5925,405619.0
2021-07-02,11.5925,11.6009,11.4536,11.5167,535644.0
2021-07-03,11.5925,11.6009,11.4536,11.5167,535644.0
2021-07-04,11.5925,11.6009,11.4536,11.5167,535644.0
2021-07-05,11.5925,11.6009,11.4536,11.5167,535644.0
2021-07-06,11.441,11.4578,11.2,11.3905,792380.0
2021-07-07,11.3231,11.4822,11.2979,11.3821,673880.0
2021-07-08,11.2305,11.361,11.1295,11.2389,799482.0
2021-07-09,11.4157,11.4916,11.3484,11.4073,543787.0
2021-07-10,11.4157,11.4916,11.3484,11.4073,543787.0
2021-07-11,11.4157,11.4916,11.3484,11.4073,543787.0
2021-07-12,11.3231,11.6262,11.2389,11.5841,709433.0
2021-07-13,11.5313,11.542,11.3189,11.3484,494305.0
2021-07-14,11.3484,11.4494,11.3185,11.3989,435486.0
2021-07-15,11.3231,11.5504,11.2894,11.5167,339424.0
2021-07-16,11.5925,11.5925,11.3568,11.3989,444677.0
2021-07-17,11.5925,11.5925,11.3568,11.3989,444677.0
2021-07-18,11.5925,11.5925,11.3568,11.3989,444677.0
2021-07-19,11.2305,11.3736,11.1042,11.18,859478.0
2021-07-20,11.1968,11.6009,11.1884,11.3484,738642.0
2021-07-21,11.4157,11.542,11.3568,11.3821,346432.0
2021-07-22,11.3484,11.3652,11.201,11.2726,558960.0
2021-07-23,11.3315,11.4241,11.2979,11.3315,507289.0
2021-07-24,11.3315,11.4241,11.2979,11.3315,507289.0
2021-07-25,11.3315,11.4241,11.2979,11.3315,507289.0
2021-07-26,11.2979,11.4915,11.2979,11.3736,615268.0
2021-07-27,10.7759,11.0285,10.6875,10.9443,1101148.0
2021-07-28,11.0116,11.2347,10.8222,11.1463,788672.0
2021-07-29,11.2389,11.3105,11.1758,11.2305,562805.0
2021-07-30,11.2389,11.3652,11.1884,11.2053,573167.0
2021-07-31,11.2389,11.3652,11.1884,11.2053,573167.0
2021-08-01,11.2389,11.3652,11.1884,11.2053,573167.0
2021-08-02,11.2389,11.34,11.0285,11.0621,740665.0
2021-08-03,11.079,11.159,10.9527,11.1547,910970.0
2021-08-04,11.0949,11.1206,10.9581,11.0009,586815.0
2021-08-05,11.018,11.1035,10.9752,11.0864,442162.0
2021-08-06,11.1975,11.3513,11.1633,11.2659,494084.0
2021-08-07,11.1975,11.3513,11.1633,11.2659,494084.0
2021-08-08,11.1975,11.3513,11.1633,11.2659,494084.0
2021-08-09,11.2744,11.3086,11.1718,11.1975,297156.0
2021-08-10,11.206,11.3214,11.1206,11.3001,330503.0
2021-08-11,11.2915,11.4283,11.2146,11.4283,502287.0
2021-08-12,11.4454,11.4924,11.3727,11.4026,573969.0
2021-08-13,11.4454,11.4454,11.3513,11.3855,527731.0
2021-08-14,11.4454,11.4454,11.3513,11.3855,527731.0
2021-08-15,11.4454,11.4454,11.3513,11.3855,527731.0
2021-08-16,11.3684,11.4411,11.2744,11.3941,576308.0
2021-08-17,11.3171,11.3684,11.2231,11.3001,440885.0
2021-08-18,11.283,11.3599,11.1727,11.1889,378110.0
2021-08-19,11.1206,11.2018,11.0094,11.0864,491873.0
2021-08-20,11.0436,11.2317,11.0009,11.1975,1165480.0
2021-08-21,11.0436,11.2317,11.0009,11.1975,1165480.0
2021-08-22,11.0436,11.2317,11.0009,11.1975,1165480.0
2021-08-23,11.2231,11.283,11.1804,11.2573,322100.0
2021-08-24,11.2573,11.2872,11.1676,11.1804,408313.0
2021-08-25,11.1889,11.3001,11.1462,11.1547,427953.0
2021-08-26,11.206,11.2402,11.0607,11.0693,412636.0
2021-08-27,11.112,11.3001,11.0949,11.2488,573636.0
2021-08-28,11.112,11.3001,11.0949,11.2488,573636.0
2021-08-29,11.112,11.3001,11.0949,11.2488,573636.0
2021-08-30,11.283,11.3001,11.0351,11.0522,323312.0
2021-08-31,11.0778,11.1761,11.0308,11.1291,365787.0
2021-09-01,11.1376,11.1462,11.0094,11.0693,311663.0
2021-09-02,11.0607,11.1547,11.0094,11.018,392984.0
2021-09-03,11.0265,11.0351,10.8727,10.8898,490733.0
2021-09-04,11.0265,11.0351,10.8727,10.8898,490733.0
2021-09-05,11.0265,11.0351,10.8727,10.8898,490733.0
2021-09-06,11.0265,11.0351,10.8727,10.8898,490733.0
2021-09-07,10.8983,11.0094,10.8385,10.847,418631.0
2021-09-08,10.8214,10.8812,10.706,10.7615,424089.0
2021-09-09,10.7188,10.924,10.7188,10.8043,654685.0
2021-09-10,10.8043,10.8898,10.753,10.7957,717683.0
2021-09-11,10.8043,10.8898,10.753,10.7957,717683.0
2021-09-12,10.8043,10.8898,10.753,10.7957,717683.0
2021-09-13,10.8983,10.9795,10.847,10.924,647409.0
2021-09-14,10.9667,10.9752,10.8043,10.8556,602863.0
2021-09-15,10.8898,10.9667,10.8128,10.847,507839.0
2021-09-16,10.978,10.978,10.7188,10.753,555237.0
2021-09-17,10.753,10.9581,10.7316,10.9411,2407385.0
2021-09-18,10.753,10.9581,10.7316,10.9411,2407385.0
2021-09-19,10.753,10.9581,10.7316,10.9411,2407385.0
2021-09-20,10.7445,10.7445,10.5735,10.6846,1020195.0
2021-09-21,10.6846,10.7786,10.6162,10.6248,636183.0
2021-09-22,10.6932,10.8641,10.6932,10.7445,613850.0
2021-09-23,10.7957,11.0692,10.7615,10.9496,455591.0
2021-09-24,10.9581,11.1462,10.9496,11.0607,491628.0
2021-09-25,10.9581,11.1462,10.9496,11.0607,491628.0
2021-09-26,10.9581,11.1462,10.9496,11.0607,491628.0
2021-09-27,11.1291,11.471,11.112,11.3599,803876.0
2021-09-28,11.4197,11.4881,11.283,11.3171,714785.0
2021-09-29,11.3257,11.5052,11.2573,11.4539,624796.0
2021-09-30,11.4967,11.5351,11.3171,11.3513,818961.0
2021-10-01,11.4026,11.612,11.3428,11.5223,810739.0
2021-10-02,11.4026,11.612,11.3428,11.5223,810739.0
2021-10-03,11.4026,11.612,11.3428,11.5223,810739.0
2021-10-04,11.5479,11.6505,11.5052,11.5907,634685.0
2021-10-05,11.6163,11.6591,11.5137,11.5907,718174.0
2021-10-06,11.5736,11.6163,11.4283,11.6078,545693.0
2021-10-07,11.6932,11.7787,11.6334,11.7531,445018.0
2021-10-08,11.7787,11.9155,11.7531,11.8813,388695.0
2021-10-09,11.7787,11.9155,11.7531,11.8813,388695.0
2021-10-10,11.7787,11.9155,11.7531,11.8813,388695.0
2021-10-11,11.9497,12.0352,11.8642,11.8727,379148.0
2021-10-12,11.8386,11.9326,11.7702,11.9069,420011.0
2021-10-13,11.8984,11.8984,11.7103,11.83,447194.0
2021-10-14,11.924,11.9497,11.8557,11.9497,334701.0
2021-10-15,12.095,12.1206,11.8727,11.8898,661930.0
2021-10-16,12.095,12.1206,11.8727,11.8898,661930.0
2021-10-17,12.095,12.1206,11.8727,11.8898,661930.0
2021-10-18,11.8928,11.9681,11.783,11.8044,388706.0
2021-10-19,11.8129,11.8898,11.736,11.7958,358881.0
2021-10-20,11.7873,11.9839,11.7787,11.9839,443164.0
2021-10-21,11.9924,11.9924,11.8343,11.9497,642244.0
2021-10-22,11.9411,12.0523,11.8813,12.0437,370332.0
2021-10-23,11.9411,12.0523,11.8813,12.0437,370332.0
2021-10-24,11.9411,12.0523,11.8813,12.0437,370332.0
2021-10-25,12.1292,12.2318,12.0266,12.2318,826352.0
2021-10-26,12.3087,12.3255,12.0864,12.189,642710.0
2021-10-27,12.1463,12.1463,11.9582,11.9839,773352.0
2021-10-28,12.0095,12.1299,11.8215,11.8727,548458.0
2021-10-29,11.8727,11.9497,11.7608,11.7958,467906.0
2021-10-30,11.8727,11.9497,11.7608,11.7958,467906.0
2021-10-31,11.8727,11.9497,11.7608,11.7958,467906.0
2021-11-01,11.8813,12.1548,11.8471,12.1548,459118.0
2021-11-02,12.1805,12.2061,12.0181,12.0181,371869.0
2021-11-03,12.001,12.3087,11.9497,12.2403,553723.0
2021-11-04,12.2403,12.3357,11.9239,12.0409,654202.0
2021-11-05,12.1363,12.3703,12.1276,12.3183,478095.0
2021-11-06,12.1363,12.3703,12.1276,12.3183,478095.0
2021-11-07,12.1363,12.3703,12.1276,12.3183,478095.0
2021-11-08,12.1233,12.405,12.1233,12.327,376045.0
2021-11-09,12.301,12.353,12.1787,12.2836,445867.0
2021-11-10,12.301,12.379,12.275,12.3617,345566.0
2021-11-11,12.3617,12.5264,12.3183,12.5004,504073.0
2021-11-12,12.509,12.535,12.301,12.3357,370753.0
2021-11-13,12.509,12.535,12.301,12.3357,370753.0
2021-11-14,12.509,12.535,12.301,12.3357,370753.0
2021-11-15,12.5654,12.5697,12.3617,12.431,570029.0
2021-11-16,12.4397,12.4886,12.275,12.301,491146.0
2021-11-17,12.2663,12.2792,12.0149,12.1189,468579.0
2021-11-18,12.0843,12.2013,12.0496,12.0843,462107.0
2021-11-19,12.0062,12.0496,11.9022,12.0149,401673.0
2021-11-20,12.0062,12.0496,11.9022,12.0149,401673.0
2021-11-21,12.0062,12.0496,11.9022,12.0149,401673.0
2021-11-22,12.0843,12.3357,12.0843,12.197,371587.0
2021-11-23,12.2663,12.3183,12.2143,12.275,333327.0
2021-11-24,12.223,12.2923,12.197,12.2316,206451.0
2021-11-25,12.223,12.2923,12.197,12.2316,206451.0
2021-11-26,11.8849,11.9716,11.5078,11.6595,516255.0
2021-11-27,11.8849,11.9716,11.5078,11.6595,516255.0
2021-11-28,11.8849,11.9716,11.5078,11.6595,516255.0
2021-11-29,11.8502,11.8502,11.5251,11.5468,597200.0
2021-11-30,11.4688,11.6248,11.3647,11.5121,680244.0
2021-12-01,11.7288,11.9282,11.4341,11.4428,633504.0
2021-12-02,11.5555,11.9802,11.4948,11.9542,970762.0
2021-12-03,12.223,12.3096,12.0279,12.0756,1150563.0
2021-12-04,12.223,12.3096,12.0279,12.0756,1150563.0
2021-12-05,12.223,12.3096,12.0279,12.0756,1150563.0
2021-12-06,12.249,12.4397,12.1449,12.2663,701870.0
2021-12-07,12.327,12.327,11.9802,12.0149,615129.0
2021-12-08,12.0409,12.1016,11.9282,11.9976,459754.0
2021-12-09,11.9542,11.9716,11.8155,11.8242,428606.0
2021-12-10,11.9213,11.9213,11.7852,11.8849,378730.0
2021-12-11,11.9213,11.9213,11.7852,11.8849,378730.0
2021-12-12,11.9213,11.9213,11.7852,11.8849,378730.0
2021-12-13,11.8935,11.9499,11.7548,11.8762,572329.0
2021-12-14,11.9109,12.1189,11.8805,11.9369,802091.0
2021-12-15,11.9716,12.0149,11.7028,11.7288,1635736.0
2021-12-16,11.8329,12.1059,11.8155,11.9629,694708.0
2021-12-17,12.0886,12.0886,11.6595,11.9369,3601422.0
2021-12-18,12.0886,12.0886,11.6595,11.9369,3601422.0
2021-12-19,12.0886,12.0886,11.6595,11.9369,3601422.0
2021-12-20,11.8069,11.9109,11.5295,11.7375,827041.0
2021-12-21,11.7808,12.0669,11.7808,11.9022,470885.0
2021-12-22,11.8935,12.0192,11.8502,12.0149,403654.0
2021-12-23,12.0929,12.21,12.0756,12.1363,284370.0
2021-12-24,12.0929,12.21,12.0756,12.1363,284370.0
2021-12-25,12.0929,12.21,12.0756,12.1363,284370.0
2021-12-26,12.0929,12.21,12.0756,12.1363,284370.0
2021-12-27,12.1276,12.2576,12.0409,12.249,415471.0
2021-12-28,12.2403,12.353,12.197,12.2576,406012.0
2021-12-29,12.2663,12.2923,12.1796,12.275,310483.0
2021-12-30,12.2663,12.353,12.1926,12.2663,494271.0
2021-12-31,12.2836,12.3183,12.1883,12.275,368829.0
2022-01-01,12.2836,12.3183,12.1883,12.275,368829.0
2022-01-02,12.2836,12.3183,12.1883,12.275,368829.0
2022-01-03,12.2836,12.4917,12.275,12.353,633632.0
2022-01-04,12.4973,12.6217,12.431,12.483,716380.0
2022-01-05,12.6091,12.6737,12.4223,12.4397,670694.0
2022-01-06,12.5697,12.7431,12.5264,12.7257,949163.0
2022-01-07,12.7691,12.8124,12.6304,12.7604,909555.0
2022-01-08,12.7691,12.8124,12.6304,12.7604,909555.0
2022-01-09,12.7691,12.8124,12.6304,12.7604,909555.0
2022-01-10,12.8124,12.8384,12.6867,12.7604,1246134.0
2022-01-11,12.7864,12.8124,12.5784,12.7864,713382.0
2022-01-12,12.8428,12.8818,12.6824,12.8384,560385.0
2022-01-13,12.8731,12.959,12.8298,12.8644,782899.0
2022-01-14,12.7864,13.0378,12.7084,13.0118,837910.0
2022-01-15,12.7864,13.0378,12.7084,13.0118,837910.0
2022-01-16,12.7864,13.0378,12.7084,13.0118,837910.0
2022-01-17,12.7864,13.0378,12.7084,13.0118,837910.0
2022-01-18,13.0725,13.1288,12.9274,12.9511,589800.0
2022-01-19,12.9858,13.0031,12.6824,12.6997,512191.0
2022-01-20,12.6737,12.7778,12.457,12.4657,574602.0
2022-01-21,12.3617,12.6434,12.3443,12.379,866700.0
2022-01-22,12.3617,12.6434,12.3443,12.379,866700.0
2022-01-23,12.3617,12.6434,12.3443,12.379,866700.0
2022-01-24,12.0858,12.5394,12.0858,12.4917,1250720.0
2022-01-25,12.4917,12.6997,12.249,12.6477,1111089.0
2022-01-26,12.7084,12.7691,12.249,12.4137,1057529.0
2022-01-27,12.4483,12.6304,12.0409,12.1536,1015098.0
2022-01-28,12.1536,12.2143,11.8502,12.1536,935051.0
2022-01-29,12.1536,12.2143,11.8502,12.1536,935051.0
2022-01-30,12.1536,12.2143,11.8502,12.1536,935051.0
2022-01-31,12.1363,12.288,11.9629,12.2316,2573696.0
2022-02-01,12.2056,12.249,12.0279,12.2143,1172485.0
2022-02-02,12.2055,12.2407,12.056,12.1351,996719.0
2022-02-03,12.1615,12.2539,12.1088,12.1703,710607.0
2022-02-04,12.267,12.2934,12.1088,12.2495,678702.0
2022-02-05,12.267,12.2934,12.1088,12.2495,678702.0
2022-02-06,12.267,12.2934,12.1088,12.2495,678702.0
2022-02-07,12.267,12.2934,12.1703,12.2758,645720.0
2022-02-08,12.3198,12.5309,12.3198,12.5133,656437.0
2022-02-09,12.5396,12.5396,12.2319,12.2582,607448.0
2022-02-10,12.2846,12.4077,12.2054,12.3022,899950.0
2022-02-11,12.3022,12.5572,12.267,12.4693,1008609.0
2022-02-12,12.3022,12.5572,12.267,12.4693,1008609.0
2022-02-13,12.3022,12.5572,12.267,12.4693,1008609.0
2022-02-14,12.5836,12.6187,12.3189,12.3638,1132845.0
2022-02-15,12.5572,12.5748,12.4253,12.4957,599375.0
2022-02-16,12.4368,12.566,12.4368,12.5396,549399.0
2022-02-17,12.4517,12.4781,12.2714,12.2846,839356.0
2022-02-18,12.267,12.5572,12.267,12.5396,1001636.0
2022-02-19,12.267,12.5572,12.267,12.5396,1001636.0
2022-02-20,12.267,12.5572,12.267,12.5396,1001636.0
2022-02-21,12.267,12.5572,12.267,12.5396,1001636.0
2022-02-22,12.4957,12.544,12.3946,12.4429,846190.0
2022-02-23,12.4957,12.5616,12.267,12.2934,756704.0
2022-02-24,12.0032,12.1044,11.7658,12.0736,845005.0
2022-02-25,12.0912,12.4253,12.0912,12.3374,1379568.0
2022-02-26,12.0912,12.4253,12.0912,12.3374,1379568.0
2022-02-27,12.0912,12.4253,12.0912,12.3374,1379568.0
2022-02-28,12.2407,12.3902,12.1791,12.3814,2355194.0
2022-03-01,12.3814,12.4297,11.8625,11.9593,1326334.0
2022-03-02,12.0032,12.3066,11.9769,12.2495,689219.0
2022-03-03,12.2934,12.4385,12.2143,12.4253,756450.0
2022-03-04,12.3198,12.3198,12.0956,12.1879,908247.0
2022-03-05,12.3198,12.3198,12.0956,12.1879,908247.0
2022-03-06,12.3198,12.3198,12.0956,12.1879,908247.0
2022-03-07,12.1088,12.2143,12.0296,12.056,745707.0
2022-03-08,12.1615,12.2846,12.0428,12.0472,796160.0
2022-03-09,12.267,12.3374,12.1176,12.1351,594998.0
2022-03-10,12.0384,12.1967,12.0296,12.1791,468944.0
2022-03-11,12.2758,12.4297,12.2231,12.3198,717374.0
2022-03-12,12.2758,12.4297,12.2231,12.3198,717374.0
2022-03-13,12.2758,12.4297,12.2231,12.3198,717374.0
2022-03-14,12.4869,12.7155,12.4341,12.5133,1100719.0
2022-03-15,12.5309,12.6452,12.2846,12.3902,769517.0
2022-03-16,12.4517,12.6144,12.4253,12.5748,1048389.0
2022-03-17,12.4429,12.5133,12.3022,12.3022,999516.0
2022-03-18,12.2934,12.3638,12.012,12.1351,7275410.0
2022-03-19,12.2934,12.3638,12.012,12.1351,7275410.0
2022-03-20,12.2934,12.3638,12.012,12.1351,7275410.0
2022-03-21,12.1615,12.311,12.0384,12.1351,1101925.0
2022-03-22,12.267,12.355,12.1,12.1791,731715.0
2022-03-23,12.1176,12.1703,11.7218,11.7218,1204742.0
2022-03-24,11.8889,11.9241,11.6779,11.9153,821177.0
2022-03-25,11.8977,12.1879,11.8713,12.1351,692805.0
2022-03-26,11.8977,12.1879,11.8713,12.1351,692805.0
2022-03-27,11.8977,12.1879,11.8713,12.1351,692805.0
2022-03-28,12.1703,12.1703,11.9856,12.1615,759494.0
2022-03-29,12.2143,12.355,12.1615,12.355,888322.0
2022-03-30,12.3462,12.3902,11.9549,12.0208,765971.0
2022-03-31,12.0208,12.1439,11.8274,11.8801,671129.0
2022-04-01,11.9769,12.0076,11.7966,11.8801,854758.0
2022-04-02,11.9769,12.0076,11.7966,11.8801,854758.0
2022-04-03,11.9769,12.0076,11.7966,11.8801,854758.0
2022-04-04,11.845,11.8493,11.6603,11.8274,686606.0
2022-04-05,11.801,11.9417,11.6427,11.6955,1087703.0
2022-04-06,11.6955,11.757,11.5987,11.6075,909115.0
2022-04-07,11.7394,11.7394,11.4448,11.5372,984460.0
2022-04-08,11.6075,11.6779,11.4317,11.4668,794182.0
2022-04-09,11.6075,11.6779,11.4317,11.4668,794182.0
2022-04-10,11.6075,11.6779,11.4317,11.4668,794182.0
2022-04-11,11.6955,11.7702,11.4668,11.4756,1226258.0
2022-04-12,11.458,11.5811,11.3876,11.4229,812496.0
2022-04-13,11.3349,11.6251,11.2558,11.5987,792730.0
2022-04-14,11.5899,11.6735,11.4756,11.5196,696302.0
2022-04-15,11.5899,11.6735,11.4756,11.5196,696302.0
2022-04-16,11.5899,11.6735,11.4756,11.5196,696302.0
2022-04-17,11.5899,11.6735,11.4756,11.5196,696302.0
2022-04-18,11.5196,11.5636,11.4492,11.4844,766875.0
2022-04-19,11.5811,11.7922,11.5548,11.7482,914450.0
2022-04-20,11.7746,11.9285,11.7746,11.8362,644150.0
2022-04-21,11.8625,11.9241,11.7922,11.845,677464.0
2022-04-22,11.8274,11.845,11.6427,11.6603,846167.0
2022-04-23,11.8274,11.845,11.6427,11.6603,846167.0
2022-04-24,11.8274,11.845,11.6427,11.6603,846167.0
2022-04-25,11.546,11.6515,11.2997,11.4756,1011962.0
2022-04-26,11.3789,11.5196,11.2206,11.2997,998202.0
2022-04-27,11.2734,11.3613,11.1942,11.2118,907780.0
2022-04-28,11.2997,11.3437,11.1678,11.291,544516.0
2022-04-29,11.247,11.2997,11.1151,11.1503,1275573.0
2022-04-30,11.247,11.2997,11.1151,11.1503,1275573.0
2022-05-01,11.247,11.2997,11.1151,11.1503,1275573.0
2022-05-02,11.247,11.3085,10.9172,11.0447,1195012.0
2022-05-03,11.0623,11.158,10.992,11.0799,941315.0
2022-05-04,11.1246,11.3658,11.0179,11.348,976264.0
2022-05-05,11.3033,11.3301,11.138,11.3033,855490.0
2022-05-06,10.9191,11.1157,10.794,11.0352,1702730.0
2022-05-07,10.9191,11.1157,10.794,11.0352,1702730.0
2022-05-08,10.9191,11.1157,10.794,11.0352,1702730.0
2022-05-09,10.9548,11.1514,10.9235,11.0531,974709.0
2022-05-10,11.062,11.1603,10.7984,10.9012,1085929.0
2022-05-11,10.9369,11.1335,10.9191,10.9548,836390.0
2022-05-12,10.9459,11.0084,10.7582,10.9995,906740.0
2022-05-13,10.9816,11.062,10.8923,10.9459,658610.0
2022-05-14,10.9816,11.062,10.8923,10.9459,658610.0
2022-05-15,10.9816,11.062,10.8923,10.9459,658610.0
2022-05-16,11.0263,11.0531,10.8297,10.9369,954903.0
2022-05-17,11.0888,11.2586,11.0888,11.2497,781183.0
2022-05-18,11.1871,11.272,11.1157,11.2139,1032079.0
2022-05-19,11.1157,11.2542,11.0174,11.1157,1621840.0
2022-05-20,11.1603,11.1961,10.8967,11.0531,858233.0
2022-05-21,11.1603,11.1961,10.8967,11.0531,858233.0
2022-05-22,11.1603,11.1961,10.8967,11.0531,858233.0
2022-05-23,11.1782,11.3435,11.1246,11.2407,660973.0
2022-05-24,11.2676,11.3301,11.0799,11.2944,636610.0
2022-05-25,11.3033,11.4999,11.2318,11.3212,759849.0
