,YORW US Equity,YORW US Equity,YORW US Equity,YORW US Equity,YORW US Equity
2021-03-14,44.3965,45.2844,44.0848,45.2466,33300.0
2021-03-15,45.1522,46.843,45.1522,46.0212,63891.0
2021-03-16,46.3329,46.503,45.1522,46.3613,43809.0
2021-03-17,46.2952,46.9469,45.4229,46.4746,46119.0
2021-03-18,46.0401,47.2303,45.9834,46.1251,49901.0
2021-03-19,45.8512,48.5055,45.8512,48.4394,429454.0
2021-03-20,45.8512,48.5055,45.8512,48.4394,429454.0
2021-03-21,45.8512,48.5055,45.8512,48.4394,429454.0
2021-03-22,47.901,49.0251,45.3506,45.5206,61671.0
2021-03-23,45.4261,46.2668,44.9916,45.19,38640.0
2021-03-24,45.19,46.3424,45.1711,45.4922,40178.0
2021-03-25,45.53,46.1346,45.0483,45.2561,26208.0
2021-03-26,45.5678,45.7473,45.0105,45.4922,28198.0
2021-03-27,45.5678,45.7473,45.0105,45.4922,28198.0
2021-03-28,45.5678,45.7473,45.0105,45.4922,28198.0
2021-03-29,45.5111,46.351,45.2278,46.0401,21700.0
2021-03-30,45.9268,46.4652,45.131,45.3411,34555.0
2021-03-31,45.2278,46.2574,45.1286,46.2574,38747.0
2021-04-01,46.2574,46.5502,45.8701,46.2007,22830.0
2021-04-02,46.2574,46.5502,45.8701,46.2007,22830.0
2021-04-03,46.2574,46.5502,45.8701,46.2007,22830.0
2021-04-04,46.2574,46.5502,45.8701,46.2007,22830.0
2021-04-05,46.3991,47.202,46.2857,47.1831,27508.0
2021-04-06,47.2964,47.2964,46.4652,46.6447,38948.0
2021-04-07,46.7675,46.7675,45.6717,45.8984,27506.0
2021-04-08,45.6245,46.3271,45.3411,45.9457,29654.0
2021-04-09,46.1251,46.1251,45.5111,45.8795,26768.0
2021-04-10,46.1251,46.1251,45.5111,45.8795,26768.0
2021-04-11,46.1251,46.1251,45.5111,45.8795,26768.0
2021-04-12,46.0685,47.3248,46.0685,47.2209,36118.0
2021-04-13,47.2303,47.6837,46.928,47.3342,23763.0
2021-04-14,47.4665,47.9671,46.9092,47.901,22122.0
2021-04-15,48.1466,48.6472,47.7976,48.6283,23180.0
2021-04-16,48.8361,49.2518,48.228,49.0912,69079.0
2021-04-17,48.8361,49.2518,48.228,49.0912,69079.0
2021-04-18,48.8361,49.2518,48.228,49.0912,69079.0
2021-04-19,49.0156,49.044,47.6837,48.0994,30584.0
2021-04-20,48.0994,48.6094,47.9577,48.4489,23567.0
2021-04-21,48.241,48.9596,48.1049,48.4866,24835.0
2021-04-22,48.4016,48.8361,47.5609,48.5528,29101.0
2021-04-23,48.8078,49.5918,48.4111,48.7228,27383.0
2021-04-24,48.8078,49.5918,48.4111,48.7228,27383.0
2021-04-25,48.8078,49.5918,48.4111,48.7228,27383.0
2021-04-26,48.7228,48.8645,47.6648,47.7687,23065.0
2021-04-27,47.8632,47.8632,46.6919,47.032,22428.0
2021-04-28,47.032,47.5041,46.6163,47.0131,17235.0
2021-04-29,47.1925,48.1088,47.1925,48.0238,27883.0
2021-04-30,47.8727,48.9542,47.8727,48.7795,45048.0
2021-05-01,47.8727,48.9542,47.8727,48.7795,45048.0
2021-05-02,47.8727,48.9542,47.8727,48.7795,45048.0
2021-05-03,48.6567,48.9212,48.2222,48.5528,29537.0
2021-05-04,48.5528,48.5528,47.0036,47.0508,19800.0
2021-05-05,47.0603,47.0603,45.8984,46.1535,16832.0
2021-05-06,46.1629,46.4746,45.6339,46.0968,23148.0
2021-05-07,46.1062,46.4605,45.9645,46.2952,22635.0
2021-05-08,46.1062,46.4605,45.9645,46.2952,22635.0
2021-05-09,46.1062,46.4605,45.9645,46.2952,22635.0
2021-05-10,46.2952,46.725,45.6812,45.8606,20677.0
2021-05-11,46.1913,46.2621,45.3317,45.8512,31983.0
2021-05-12,45.4828,45.4828,44.1509,44.1509,25284.0
2021-05-13,44.2643,45.922,44.2643,45.7945,23619.0
2021-05-14,45.8417,46.2196,45.4261,45.8984,26874.0
2021-05-15,45.8417,46.2196,45.4261,45.8984,26874.0
2021-05-16,45.8417,46.2196,45.4261,45.8984,26874.0
2021-05-17,45.8984,45.9173,45.3033,45.4072,16578.0
2021-05-18,45.3883,45.7851,45.0577,45.4356,14514.0
2021-05-19,45.412,45.6812,44.8121,45.3789,26287.0
2021-05-20,45.6623,45.9834,45.5111,45.8417,24870.0
2021-05-21,46.2007,46.503,45.6528,46.4652,25065.0
2021-05-22,46.2007,46.503,45.6528,46.4652,25065.0
2021-05-23,46.2007,46.503,45.6528,46.4652,25065.0
2021-05-24,46.5124,46.9044,46.1629,46.7864,22260.0
2021-05-25,46.7486,46.9845,46.0307,46.7013,33895.0
2021-05-26,46.8714,47.9718,46.4557,47.816,28625.0
2021-05-27,47.9766,47.9766,47.4665,47.4665,36566.0
2021-05-28,47.7026,47.7026,47.1028,47.542,19726.0
2021-05-29,47.7026,47.7026,47.1028,47.542,19726.0
2021-05-30,47.7026,47.7026,47.1028,47.542,19726.0
2021-05-31,47.7026,47.7026,47.1028,47.542,19726.0
2021-06-01,47.7687,47.7876,46.9375,47.3815,27631.0
2021-06-02,47.117,47.6743,47.117,47.457,26523.0
2021-06-03,47.287,47.901,46.8452,47.901,22950.0
2021-06-04,47.6271,48.0238,47.4098,47.9388,23467.0
2021-06-05,47.6271,48.0238,47.4098,47.9388,23467.0
2021-06-06,47.6271,48.0238,47.4098,47.9388,23467.0
2021-06-07,48.0805,48.7606,48.0805,48.7606,26439.0
2021-06-08,48.9212,49.299,48.5976,48.9967,27472.0
2021-06-09,49.0156,49.7524,48.9212,49.6863,34545.0
2021-06-10,49.913,50.0325,48.6945,48.8834,25682.0
2021-06-11,48.8834,49.6107,48.8645,49.5635,22412.0
2021-06-12,48.8834,49.6107,48.8645,49.5635,22412.0
2021-06-13,48.8834,49.6107,48.8645,49.5635,22412.0
2021-06-14,49.4313,49.6391,48.7322,49.3746,27727.0
2021-06-15,49.5068,49.8185,49.044,49.4313,23913.0
2021-06-16,49.5163,49.5446,48.5244,48.5622,23820.0
2021-06-17,48.5055,48.5622,47.2303,47.8538,63613.0
2021-06-18,47.4476,47.4476,44.4248,44.6232,103809.0
2021-06-19,47.4476,47.4476,44.4248,44.6232,103809.0
2021-06-20,47.4476,47.4476,44.4248,44.6232,103809.0
2021-06-21,45.4734,46.4416,44.8877,45.5395,57667.0
2021-06-22,45.6245,45.6245,44.1226,44.2454,56006.0
2021-06-23,44.4626,44.4626,43.6219,43.9242,69277.0
2021-06-24,43.9242,43.9242,43.2252,43.688,76979.0
2021-06-25,43.7636,44.5286,43.4519,43.8203,627192.0
2021-06-26,43.7636,44.5286,43.4519,43.8203,627192.0
2021-06-27,43.7636,44.5286,43.4519,43.8203,627192.0
2021-06-28,44.0753,44.7082,43.8014,43.9809,36464.0
2021-06-29,44.0353,44.0733,43.324,43.3999,31616.0
2021-06-30,43.5232,43.9784,42.9162,42.9636,39292.0
2021-07-01,43.2197,43.599,43.1628,43.4663,23952.0
2021-07-02,43.637,43.637,43.1723,43.2766,19466.0
2021-07-03,43.637,43.637,43.1723,43.2766,19466.0
2021-07-04,43.637,43.637,43.1723,43.2766,19466.0
2021-07-05,43.637,43.637,43.1723,43.2766,19466.0
2021-07-06,43.4568,43.4568,42.5747,43.0584,28981.0
2021-07-07,43.0584,43.3335,42.8118,43.2481,25029.0
2021-07-08,43.1248,43.1248,42.0341,42.4989,22342.0
2021-07-09,42.717,42.8593,42.3566,42.3661,20596.0
2021-07-10,42.717,42.8593,42.3566,42.3661,20596.0
2021-07-11,42.717,42.8593,42.3566,42.3661,20596.0
2021-07-12,42.3282,42.679,42.2524,42.5084,16461.0
2021-07-13,42.5463,43.1153,42.4325,42.6222,22210.0
2021-07-14,42.717,43.3904,42.6127,42.9257,35994.0
2021-07-15,43.0727,43.6275,42.5368,43.6275,23872.0
2021-07-16,43.9405,45.4674,43.9405,45.1165,39365.0
2021-07-17,43.9405,45.4674,43.9405,45.1165,39365.0
2021-07-18,43.9405,45.4674,43.9405,45.1165,39365.0
2021-07-19,44.8699,45.2303,44.0069,44.4431,29134.0
2021-07-20,44.6044,46.2546,44.6044,45.2967,51336.0
2021-07-21,45.6666,46.1882,44.8035,44.9648,33261.0
2021-07-22,45.0027,45.9606,44.5285,44.8225,20574.0
2021-07-23,45.0027,45.4105,44.3293,45.2303,17109.0
2021-07-24,45.0027,45.4105,44.3293,45.2303,17109.0
2021-07-25,45.0027,45.4105,44.3293,45.2303,17109.0
2021-07-26,45.2303,45.5718,44.615,45.107,21054.0
2021-07-27,45.4058,45.733,44.7561,45.2778,20163.0
2021-07-28,45.2872,45.5528,44.9553,45.5243,13143.0
2021-07-29,45.6097,45.9606,45.3062,45.8658,16147.0
2021-07-30,45.8563,46.211,45.6382,45.7709,19037.0
2021-07-31,45.8563,46.211,45.6382,45.7709,19037.0
2021-08-01,45.8563,46.211,45.6382,45.7709,19037.0
2021-08-02,46.008,46.1408,45.8184,45.9322,12440.0
2021-08-03,46.1693,46.5581,45.9416,46.1882,15610.0
2021-08-04,46.2357,46.6624,45.9511,46.6624,23310.0
2021-08-05,46.8142,47.4212,46.1981,47.3548,13466.0
2021-08-06,47.535,48.2937,47.2979,47.2979,23607.0
2021-08-07,47.535,48.2937,47.2979,47.2979,23607.0
2021-08-08,47.535,48.2937,47.2979,47.2979,23607.0
2021-08-09,47.8432,47.8432,46.2404,46.6624,19489.0
2021-08-10,46.6624,47.1936,46.2131,46.7668,16622.0
2021-08-11,46.7004,46.9375,46.1029,46.7288,22952.0
2021-08-12,47.2125,47.2125,46.4728,46.6814,24437.0
2021-08-13,46.8332,47.0892,46.0743,46.7952,21354.0
2021-08-14,46.8332,47.0892,46.0743,46.7952,21354.0
2021-08-15,46.8332,47.0892,46.0743,46.7952,21354.0
2021-08-16,46.8616,47.8575,46.8616,47.5919,19366.0
2021-08-17,47.6678,47.6678,47.0466,47.2031,14293.0
2021-08-18,47.2694,47.753,46.6252,47.2694,17936.0
2021-08-19,46.8616,47.8859,46.8616,47.6962,28079.0
2021-08-20,47.3738,49.0145,47.3738,48.8533,25347.0
2021-08-21,47.3738,49.0145,47.3738,48.8533,25347.0
2021-08-22,47.3738,49.0145,47.3738,48.8533,25347.0
2021-08-23,48.8249,49.2965,48.142,49.0809,17331.0
2021-08-24,49.2706,49.2706,47.9554,48.7964,18404.0
2021-08-25,48.8533,49.3086,48.0946,48.5308,10438.0
2021-08-26,48.5498,48.6162,47.4496,47.4971,21875.0
2021-08-27,47.5729,48.5783,47.5729,47.9997,25188.0
2021-08-28,47.5729,48.5783,47.5729,47.9997,25188.0
2021-08-29,47.5729,48.5783,47.5729,47.9997,25188.0
2021-08-30,47.9997,48.768,47.9144,48.3601,13345.0
2021-08-31,48.5403,49.2279,48.3601,48.9102,14378.0
2021-09-01,49.1663,50.7407,49.1284,50.3518,35812.0
2021-09-02,50.5889,50.9967,49.9819,50.6363,40341.0
2021-09-03,50.7122,50.7122,49.7789,50.2096,14532.0
2021-09-04,50.7122,50.7122,49.7789,50.2096,14532.0
2021-09-05,50.7122,50.7122,49.7789,50.2096,14532.0
2021-09-06,50.7122,50.7122,49.7789,50.2096,14532.0
2021-09-07,50.2665,50.3471,49.2137,49.963,17506.0
2021-09-08,49.7543,50.366,49.5931,49.9914,13790.0
2021-09-09,50.219,50.219,48.8818,48.8912,17458.0
2021-09-10,49.1094,49.1094,47.3548,48.0092,20348.0
2021-09-11,49.1094,49.1094,47.3548,48.0092,20348.0
2021-09-12,49.1094,49.1094,47.3548,48.0092,20348.0
2021-09-13,48.0946,48.1325,42.7312,42.8877,184003.0
2021-09-14,43.599,44.7182,43.3904,44.3483,63721.0
2021-09-15,44.5759,44.5759,41.0383,41.9488,141269.0
2021-09-16,41.8634,42.7265,41.1142,42.6411,109458.0
2021-09-17,42.8688,43.0679,41.2375,42.1764,585284.0
2021-09-18,42.8688,43.0679,41.2375,42.1764,585284.0
2021-09-19,42.8688,43.0679,41.2375,42.1764,585284.0
2021-09-20,41.8729,42.1574,41.4935,41.8919,35088.0
2021-09-21,42.0436,42.3661,40.8012,40.9529,38315.0
2021-09-22,41.1426,42.2049,41.0245,41.8919,45826.0
2021-09-23,42.091,42.8118,41.8065,42.404,36595.0
2021-09-24,42.3376,42.7644,41.9678,42.1574,23007.0
2021-09-25,42.3376,42.7644,41.9678,42.1574,23007.0
2021-09-26,42.3376,42.7644,41.9678,42.1574,23007.0
2021-09-27,42.1574,43.0916,42.1195,42.2238,40082.0
2021-09-28,42.2523,42.5463,41.7872,41.9772,35477.0
2021-09-29,42.0986,42.3843,41.7167,42.2224,30458.0
2021-09-30,42.3367,42.6891,41.6033,41.6033,35558.0
2021-10-01,41.7462,42.5177,41.5271,41.8128,33906.0
2021-10-02,41.7462,42.5177,41.5271,41.8128,33906.0
2021-10-03,41.7462,42.5177,41.5271,41.8128,33906.0
2021-10-04,41.889,42.5081,41.4414,42.4415,37259.0
2021-10-05,42.7081,42.7081,41.9081,42.451,32469.0
2021-10-06,42.3653,43.0701,41.9367,43.0701,23263.0
2021-10-07,43.0987,44.0178,43.0987,43.4701,41046.0
2021-10-08,43.6035,43.8987,42.9082,43.6892,28349.0
2021-10-09,43.6035,43.8987,42.9082,43.6892,28349.0
2021-10-10,43.6035,43.8987,42.9082,43.6892,28349.0
2021-10-11,43.7559,44.6131,43.3368,44.5178,51493.0
2021-10-12,44.4892,44.4892,43.4511,43.7749,20565.0
2021-10-13,44.0416,44.3273,43.213,43.8797,28551.0
2021-10-14,44.194,44.4511,43.7953,44.3559,33869.0
2021-10-15,44.6416,45.011,43.5749,43.9463,49994.0
2021-10-16,44.6416,45.011,43.5749,43.9463,49994.0
2021-10-17,44.6416,45.011,43.5749,43.9463,49994.0
2021-10-18,43.8892,44.7035,43.2123,44.3845,25540.0
2021-10-19,44.7083,45.329,44.4797,44.8036,23850.0
2021-10-20,44.9083,45.9275,44.6893,45.4131,23861.0
2021-10-21,45.4226,45.7179,45.156,45.4703,25222.0
2021-10-22,45.556,45.956,45.1845,45.737,17834.0
2021-10-23,45.556,45.956,45.1845,45.737,17834.0
2021-10-24,45.556,45.956,45.1845,45.737,17834.0
2021-10-25,45.8036,46.518,45.6846,46.5084,23771.0
2021-10-26,46.6037,47.0704,46.0227,46.2703,42298.0
2021-10-27,46.2703,46.559,45.2512,45.3369,26485.0
2021-10-28,45.5465,46.0798,45.5369,45.7084,14155.0
2021-10-29,45.5941,46.3275,45.4417,45.6417,22661.0
2021-10-30,45.5941,46.3275,45.4417,45.6417,22661.0
2021-10-31,45.5941,46.3275,45.4417,45.6417,22661.0
2021-11-01,45.756,45.8465,45.2703,45.3846,30347.0
2021-11-02,45.3846,45.7655,45.1083,45.2036,22459.0
2021-11-03,45.356,45.9846,44.8702,45.756,23610.0
2021-11-04,45.8894,46.3942,44.8036,45.9179,52732.0
2021-11-05,46.1941,47.299,45.1655,47.1085,40692.0
2021-11-06,46.1941,47.299,45.1655,47.1085,40692.0
2021-11-07,46.1941,47.299,45.1655,47.1085,40692.0
2021-11-08,47.3942,47.3942,45.937,46.5751,26581.0
2021-11-09,46.5751,46.8228,46.0989,46.4037,14142.0
2021-11-10,46.4894,46.9561,46.2513,46.9466,23957.0
2021-11-11,47.1371,47.1942,46.1084,46.8228,22283.0
2021-11-12,46.899,46.899,46.3846,46.6037,15572.0
2021-11-13,46.899,46.899,46.3846,46.6037,15572.0
2021-11-14,46.899,46.899,46.3846,46.6037,15572.0
2021-11-15,46.8132,46.9371,46.2418,46.6989,27053.0
2021-11-16,46.5656,47.2236,46.1179,46.1846,23571.0
2021-11-17,46.1275,46.4535,45.5941,45.8608,19210.0
2021-11-18,45.8894,46.1846,45.3369,45.8132,28932.0
2021-11-19,45.5941,45.956,45.5179,45.6131,17723.0
2021-11-20,45.5941,45.956,45.5179,45.6131,17723.0
2021-11-21,45.5941,45.956,45.5179,45.6131,17723.0
2021-11-22,45.8417,46.4406,45.737,46.0608,21117.0
2021-11-23,45.937,46.3074,45.5798,46.0703,23650.0
2021-11-24,45.937,46.1833,45.4036,45.6512,16730.0
2021-11-25,45.937,46.1833,45.4036,45.6512,16730.0
2021-11-26,45.156,45.3655,43.3082,44.2226,27921.0
2021-11-27,45.156,45.3655,43.3082,44.2226,27921.0
2021-11-28,45.156,45.3655,43.3082,44.2226,27921.0
2021-11-29,44.594,44.7655,43.432,44.6416,42593.0
2021-11-30,44.413,44.775,44.2416,44.6321,54609.0
2021-12-01,44.994,45.5655,43.813,44.1178,46894.0
2021-12-02,44.0416,45.4798,44.0416,45.3465,33358.0
2021-12-03,45.575,45.6608,44.1368,44.4511,21942.0
2021-12-04,45.575,45.6608,44.1368,44.4511,21942.0
2021-12-05,45.575,45.6608,44.1368,44.4511,21942.0
2021-12-06,44.7274,45.737,44.7274,45.6512,24546.0
2021-12-07,45.8894,46.2132,45.0417,45.9275,24933.0
2021-12-08,45.9655,46.537,45.6703,45.9846,18821.0
2021-12-09,46.0132,46.0989,44.6632,45.4131,22780.0
2021-12-10,45.6798,45.6798,44.7083,44.8036,17803.0
2021-12-11,45.6798,45.6798,44.7083,44.8036,17803.0
2021-12-12,45.6798,45.6798,44.7083,44.8036,17803.0
2021-12-13,45.0321,46.1941,44.6893,45.8608,22819.0
2021-12-14,45.937,45.956,44.4892,44.7464,61991.0
2021-12-15,44.9274,46.1656,44.9274,45.8132,33875.0
2021-12-16,45.7465,47.3609,45.0798,46.0703,50715.0
2021-12-17,46.2608,47.4609,45.7846,47.2037,105059.0
2021-12-18,46.2608,47.4609,45.7846,47.2037,105059.0
2021-12-19,46.2608,47.4609,45.7846,47.2037,105059.0
2021-12-20,46.7847,46.7847,45.4671,46.1465,24983.0
2021-12-21,46.4418,46.7561,46.0894,46.1179,21933.0
2021-12-22,46.2989,46.7518,45.8053,46.5942,23678.0
2021-12-23,46.8323,46.8894,46.0227,46.2132,20012.0
2021-12-24,46.8323,46.8894,46.0227,46.2132,20012.0
2021-12-25,46.8323,46.8894,46.0227,46.2132,20012.0
2021-12-26,46.8323,46.8894,46.0227,46.2132,20012.0
2021-12-27,46.337,46.4132,45.8417,46.3465,8832.0
2021-12-28,46.337,46.7466,46.337,46.4418,9482.0
2021-12-29,46.5084,47.1466,46.3846,47.1371,13174.0
2021-12-30,47.0653,47.3999,46.8931,47.3808,13931.0
2021-12-31,47.4191,47.7059,46.8836,47.6007,14419.0
2022-01-01,47.4191,47.7059,46.8836,47.6007,14419.0
2022-01-02,47.4191,47.7059,46.8836,47.6007,14419.0
2022-01-03,47.3617,47.5912,46.6254,47.1035,19293.0
2022-01-04,47.3139,47.572,45.8222,46.0038,25829.0
2022-01-05,46.1855,46.1855,45.1911,45.3536,27259.0
2022-01-06,45.4779,45.6118,44.9329,45.2962,20153.0
2022-01-07,45.1815,45.5018,44.3783,44.407,20161.0
2022-01-08,45.1815,45.5018,44.3783,44.407,20161.0
2022-01-09,45.1815,45.5018,44.3783,44.407,20161.0
2022-01-10,44.2157,44.8086,43.8523,44.0627,18356.0
2022-01-11,44.2826,44.2826,43.03,44.034,30703.0
2022-01-12,44.1392,44.1392,43.336,43.6037,28351.0
2022-01-13,43.5272,44.1679,43.5272,43.9002,20563.0
2022-01-14,44.1105,44.2671,43.2977,43.6802,20739.0
2022-01-15,44.1105,44.2671,43.2977,43.6802,20739.0
2022-01-16,44.1105,44.2671,43.2977,43.6802,20739.0
2022-01-17,44.1105,44.2671,43.2977,43.6802,20739.0
2022-01-18,43.5559,43.5559,42.6093,42.724,28199.0
2022-01-19,43.1734,43.1734,42.6093,42.6571,20020.0
2022-01-20,43.4173,43.7065,42.3606,42.5519,29078.0
2022-01-21,42.4084,43.336,42.4084,42.6762,39312.0
2022-01-22,42.4084,43.336,42.4084,42.6762,39312.0
2022-01-23,42.4084,43.336,42.4084,42.6762,39312.0
2022-01-24,42.6666,43.9193,42.5519,43.5846,36339.0
2022-01-25,43.3264,43.8906,42.8603,43.4029,19806.0
2022-01-26,43.6324,44.2253,42.5614,43.4985,41844.0
2022-01-27,43.575,43.9671,42.5136,42.5136,23652.0
2022-01-28,42.5232,43.0682,41.9361,43.0682,16721.0
2022-01-29,42.5232,43.0682,41.9361,43.0682,16721.0
2022-01-30,42.5232,43.0682,41.9361,43.0682,16721.0
2022-01-31,42.9057,43.6037,42.2937,43.4316,29548.0
2022-02-01,43.2308,43.2595,41.9399,42.0929,34700.0
2022-02-02,42.3798,42.3798,41.7008,42.0068,26306.0
2022-02-03,41.5957,42.1216,41.2767,41.3375,22145.0
2022-02-04,41.1845,41.6052,40.2856,41.2514,28407.0
2022-02-05,41.1845,41.6052,40.2856,41.2514,28407.0
2022-02-06,41.1845,41.6052,40.2856,41.2514,28407.0
2022-02-07,41.0219,41.5096,40.649,41.3375,23622.0
2022-02-08,41.1367,41.9973,41.1367,41.806,24561.0
2022-02-09,41.9495,42.0451,41.2514,41.6435,30895.0
2022-02-10,41.2419,41.6626,40.2856,40.3621,30555.0
2022-02-11,40.2856,41.1558,40.2569,40.9072,21215.0
2022-02-12,40.2856,41.1558,40.2569,40.9072,21215.0
2022-02-13,40.2856,41.1558,40.2569,40.9072,21215.0
2022-02-14,40.9072,41.0219,40.2569,40.7255,34492.0
2022-02-15,40.9741,41.7295,40.9741,41.1462,30575.0
2022-02-16,41.1462,41.5287,40.8211,41.4427,20510.0
2022-02-17,41.1175,41.3949,41.0554,41.2705,16314.0
2022-02-18,41.1367,41.8156,41.1367,41.414,18810.0
2022-02-19,41.1367,41.8156,41.1367,41.414,18810.0
2022-02-20,41.1367,41.8156,41.1367,41.414,18810.0
2022-02-21,41.1367,41.8156,41.1367,41.414,18810.0
2022-02-22,41.2227,41.7917,40.8738,41.2419,19517.0
2022-02-23,41.3088,41.8156,40.7829,41.2419,36416.0
2022-02-24,40.6968,41.3566,40.4674,41.1175,32556.0
2022-02-25,41.2664,42.2269,41.0238,42.1309,42056.0
2022-02-26,41.2664,42.2269,41.0238,42.1309,42056.0
2022-02-27,41.2664,42.2269,41.0238,42.1309,42056.0
2022-02-28,41.9484,43.1395,41.9484,43.1011,70522.0
2022-03-01,42.7264,43.3412,41.6602,41.9099,34520.0
2022-03-02,42.1501,42.9474,42.1501,42.8417,17705.0
2022-03-03,42.7264,44.4363,42.7264,44.052,41825.0
2022-03-04,44.2057,44.955,43.0915,44.8397,42057.0
2022-03-05,44.2057,44.955,43.0915,44.8397,42057.0
2022-03-06,44.2057,44.955,43.0915,44.8397,42057.0
2022-03-07,44.7052,46.0596,43.2067,45.8003,29186.0
2022-03-08,46.05,46.05,43.7014,44.369,37340.0
2022-03-09,44.6668,45.6082,42.7264,42.9282,22967.0
2022-03-10,42.5055,42.5343,41.6698,42.4191,18269.0
2022-03-11,42.2942,42.5343,41.7226,42.0156,24789.0
2022-03-12,42.2942,42.5343,41.7226,42.0156,24789.0
2022-03-13,42.2942,42.5343,41.7226,42.0156,24789.0
2022-03-14,41.958,42.5295,41.3432,41.9099,35514.0
2022-03-15,42.2654,42.426,41.7947,42.3134,40612.0
2022-03-16,42.5055,43.2259,41.593,42.2077,44461.0
2022-03-17,42.1309,42.7456,41.7274,42.054,30688.0
2022-03-18,42.2077,42.5151,41.2087,41.3912,319048.0
2022-03-19,42.2077,42.5151,41.2087,41.3912,319048.0
2022-03-20,42.2077,42.5151,41.2087,41.3912,319048.0
2022-03-21,41.7947,42.4964,41.7178,42.2654,79783.0
2022-03-22,42.4575,42.8417,41.8907,42.2173,90109.0
2022-03-23,41.8811,42.9378,41.8811,42.5631,80575.0
2022-03-24,42.8801,43.0819,42.006,42.3326,50449.0
2022-03-25,42.6688,43.5333,42.5343,42.9378,29182.0
2022-03-26,42.6688,43.5333,42.5343,42.9378,29182.0
2022-03-27,42.6688,43.5333,42.5343,42.9378,29182.0
2022-03-28,42.9858,43.1875,42.6208,42.8705,24608.0
2022-03-29,43.1875,43.8887,43.0924,43.7062,20974.0
2022-03-30,43.8599,43.9656,43.4949,43.6582,23305.0
2022-03-31,43.7927,43.956,43.0819,43.1971,29566.0
2022-04-01,40.8245,42.2461,40.7284,41.9484,358070.0
2022-04-02,40.8245,42.2461,40.7284,41.9484,358070.0
2022-04-03,40.8245,42.2461,40.7284,41.9484,358070.0
2022-04-04,41.9003,41.9964,40.6324,41.1991,82306.0
2022-04-05,41.0454,41.9772,41.0454,41.4297,67010.0
2022-04-06,41.3432,42.2654,41.1895,42.1309,61077.0
2022-04-07,42.1021,42.6399,41.7851,41.7947,68597.0
2022-04-08,41.9868,42.5343,41.4873,41.593,45621.0
2022-04-09,41.9868,42.5343,41.4873,41.593,45621.0
2022-04-10,41.9868,42.5343,41.4873,41.593,45621.0
2022-04-11,41.593,41.593,41.0839,41.1127,34435.0
2022-04-12,41.1991,41.7947,41.0839,41.5449,44984.0
2022-04-13,41.7851,41.7851,40.5363,40.8149,53349.0
2022-04-14,40.9494,41.1895,39.7679,39.8831,48919.0
2022-04-15,40.9494,41.1895,39.7679,39.8831,48919.0
2022-04-16,40.9494,41.1895,39.7679,39.8831,48919.0
2022-04-17,40.9494,41.1895,39.7679,39.8831,48919.0
2022-04-18,39.7871,39.9408,38.8649,39.4413,50984.0
2022-04-19,39.5277,40.4691,39.3836,40.2097,47193.0
2022-04-20,40.3346,41.2664,40.3346,40.7861,34713.0
2022-04-21,40.6996,40.6996,39.9504,39.9984,37589.0
2022-04-22,39.9504,40.1713,39.5085,39.5854,55988.0
2022-04-23,39.9504,40.1713,39.5085,39.5854,55988.0
2022-04-24,39.9504,40.1713,39.5085,39.5854,55988.0
2022-04-25,39.5085,39.5085,37.8659,38.2117,42103.0
2022-04-26,38.1637,38.4134,37.8035,37.9524,42027.0
2022-04-27,37.8755,38.1829,37.3376,37.8179,61486.0
2022-04-28,38.2309,38.7304,37.9716,38.1637,46874.0
2022-04-29,38.1445,38.1445,37.059,37.1551,50909.0
2022-04-30,38.1445,38.1445,37.059,37.1551,50909.0
2022-05-01,38.1445,38.1445,37.059,37.1551,50909.0
2022-05-02,37.1263,38.2117,37.0686,37.3376,96394.0
2022-05-03,37.2127,37.9236,36.6172,37.1839,73723.0
2022-05-04,37.5009,38.5479,37.28,38.4519,40740.0
2022-05-05,38.4519,38.6248,36.8957,37.1551,48685.0
2022-05-06,37.1167,37.4433,36.598,37.4433,35983.0
2022-05-07,37.1167,37.4433,36.598,37.4433,35983.0
2022-05-08,37.1167,37.4433,36.598,37.4433,35983.0
2022-05-09,37.3376,38.3654,37.0206,38.0484,56829.0
2022-05-10,38.3174,38.6728,37.5681,37.741,46815.0
2022-05-11,37.7122,38.7977,37.7122,38.3846,51179.0
2022-05-12,38.375,38.6824,37.8083,38.3174,43861.0
2022-05-13,38.3558,38.6824,37.7699,38.1157,28289.0
2022-05-14,38.3558,38.6824,37.7699,38.1157,28289.0
2022-05-15,38.3558,38.6824,37.7699,38.1157,28289.0
2022-05-16,37.9043,38.5095,37.9043,37.9908,28267.0
2022-05-17,38.0484,38.3078,37.7122,38.1061,56333.0
2022-05-18,38.3942,39.6334,38.058,38.5287,70978.0
2022-05-19,38.4231,38.7304,37.8179,38.5479,47197.0
2022-05-20,38.5671,38.6728,37.8659,38.4711,33812.0
2022-05-21,38.5671,38.6728,37.8659,38.4711,33812.0
2022-05-22,38.5671,38.6728,37.8659,38.4711,33812.0
2022-05-23,38.4423,38.8457,38.2982,38.5671,24841.0
2022-05-24,38.375,39.0859,37.8659,38.961,25401.0
2022-05-25,38.961,39.3596,38.8169,38.9514,30927.0
2022-05-26,39.0474,39.0474,38.4327,38.5575,24604.0
2022-05-27,38.6632,39.3452,38.4711,38.7977,30934.0
2022-05-28,38.6632,39.3452,38.4711,38.7977,30934.0
