,YORW US Equity,YORW US Equity,YORW US Equity,YORW US Equity,YORW US Equity
2020-02-13,45.1513,45.2254,44.4571,45.1513,53223.0
2020-02-14,45.2439,45.5309,44.8227,44.9014,39680.0
2020-02-15,45.2439,45.5309,44.8227,44.9014,39680.0
2020-02-16,45.2439,45.5309,44.8227,44.9014,39680.0
2020-02-17,45.2439,45.5309,44.8227,44.9014,39680.0
2020-02-18,44.9014,45.4337,44.7241,45.068,38957.0
2020-02-19,45.0773,45.5587,44.9106,44.994,37915.0
2020-02-20,44.9199,45.1699,44.3829,45.0865,24255.0
2020-02-21,45.1699,45.4939,44.7532,45.105,42114.0
2020-02-22,45.1699,45.4939,44.7532,45.105,42114.0
2020-02-23,45.1699,45.4939,44.7532,45.105,42114.0
2020-02-24,44.9199,44.9199,43.4849,43.559,22501.0
2020-02-25,43.633,43.7902,41.9832,42.7905,34040.0
2020-02-26,42.8554,43.8274,42.6651,43.6793,43718.0
2020-02-27,43.2241,43.4564,40.0504,40.1294,52002.0
2020-02-28,39.042,39.6182,37.5541,39.3022,93063.0
2020-02-29,39.042,39.6182,37.5541,39.3022,93063.0
2020-03-01,39.042,39.6182,37.5541,39.3022,93063.0
2020-03-02,39.4695,42.4527,39.4695,42.4527,48292.0
2020-03-03,42.4527,42.9267,40.9844,41.3003,46806.0
2020-03-04,41.9137,43.8003,41.2725,43.4843,47144.0
2020-03-05,42.8431,43.6516,42.4063,43.4936,41957.0
2020-03-06,43.3356,45.5661,42.4713,45.3337,70137.0
2020-03-07,43.3356,45.5661,42.4713,45.3337,70137.0
2020-03-08,43.3356,45.5661,42.4713,45.3337,70137.0
2020-03-09,44.3672,44.5902,41.9974,42.6758,55416.0
2020-03-10,43.9955,43.9955,40.1851,42.3319,53375.0
2020-03-11,41.9137,41.9137,37.3785,37.7502,61970.0
2020-03-12,35.8543,36.096,32.8525,33.6332,121143.0
2020-03-13,33.6332,37.5551,33.1128,37.5551,96009.0
2020-03-14,33.6332,37.5551,33.1128,37.5551,96009.0
2020-03-15,33.6332,37.5551,33.1128,37.5551,96009.0
2020-03-16,34.2466,34.4975,32.1184,33.0849,70005.0
2020-03-17,33.8841,41.3189,33.5031,41.0122,99107.0
2020-03-18,38.5959,39.6001,36.7558,37.3599,95415.0
2020-03-19,36.0402,38.7741,34.8692,36.5699,74407.0
2020-03-20,36.2447,38.7353,33.5403,34.3209,106497.0
2020-03-21,36.2447,38.7353,33.5403,34.3209,106497.0
2020-03-22,36.2447,38.7353,33.5403,34.3209,106497.0
2020-03-23,34.1165,35.7242,32.3972,34.386,87198.0
2020-03-24,36.0774,36.9231,32.7038,36.858,73406.0
2020-03-25,36.8673,39.0717,34.2187,34.6648,55920.0
2020-03-26,35.4547,39.7762,35.2967,39.5253,72124.0
2020-03-27,37.9547,41.2818,37.9547,39.6182,42247.0
2020-03-28,37.9547,41.2818,37.9547,39.6182,42247.0
2020-03-29,37.9547,41.2818,37.9547,39.6182,42247.0
2020-03-30,40.371,43.6702,39.984,43.4657,60054.0
2020-03-31,42.8245,42.9546,39.0699,40.3896,85227.0
2020-04-01,38.7818,39.2802,35.8729,36.1517,76086.0
2020-04-02,35.7057,38.4194,35.241,38.4008,51521.0
2020-04-03,38.1034,38.4844,36.2726,37.2577,36787.0
2020-04-04,38.1034,38.4844,36.2726,37.2577,36787.0
2020-04-05,38.1034,38.4844,36.2726,37.2577,36787.0
2020-04-06,38.8469,41.0308,38.8004,40.6498,62774.0
2020-04-07,41.3561,41.9245,37.0904,37.332,57241.0
2020-04-08,37.4064,38.2614,36.937,37.6945,78329.0
2020-04-09,38.8654,40.2316,38.345,40.0178,57865.0
2020-04-10,38.8654,40.2316,38.345,40.0178,57865.0
2020-04-11,38.8654,40.2316,38.345,40.0178,57865.0
2020-04-12,38.8654,40.2316,38.345,40.0178,57865.0
2020-04-13,39.9528,40.1294,39.0048,39.3952,35100.0
2020-04-14,40.752,40.8264,39.4231,40.2502,37699.0
2020-04-15,39.8506,39.8506,38.0941,38.6982,46160.0
2020-04-16,39.2093,40.0271,37.5516,38.977,62556.0
2020-04-17,39.8227,41.0866,37.5737,40.8914,48917.0
2020-04-18,39.8227,41.0866,37.5737,40.8914,48917.0
2020-04-19,39.8227,41.0866,37.5737,40.8914,48917.0
2020-04-20,40.2502,40.2502,38.5681,39.1442,34434.0
2020-04-21,38.2707,38.9863,38.0941,38.4751,21716.0
2020-04-22,39.5718,39.6554,38.6186,39.042,31801.0
2020-04-23,39.2929,39.6559,38.5681,38.8933,36434.0
2020-04-24,38.9677,39.3952,38.5123,38.8747,37301.0
2020-04-25,38.9677,39.3952,38.5123,38.8747,37301.0
2020-04-26,38.9677,39.3952,38.5123,38.8747,37301.0
2020-04-27,39.3301,39.6275,38.661,39.3487,33829.0
2020-04-28,40.0922,40.0922,39.0048,39.3673,33750.0
2020-04-29,40.0736,40.7334,39.3656,39.9249,84390.0
2020-04-30,39.3115,39.3115,37.4157,37.4714,57071.0
2020-05-01,37.0253,37.7874,36.7094,37.7038,42511.0
2020-05-02,37.0253,37.7874,36.7094,37.7038,42511.0
2020-05-03,37.0253,37.7874,36.7094,37.7038,42511.0
2020-05-04,37.5365,37.7595,36.8673,37.6759,34062.0
2020-05-05,37.9733,38.9398,37.8617,38.3171,42186.0
2020-05-06,38.3543,38.9584,37.5272,38.1591,63723.0
2020-05-07,38.726,38.726,37.5829,38.2892,46143.0
2020-05-08,38.6982,40.3896,38.5216,39.8691,43650.0
2020-05-09,38.6982,40.3896,38.5216,39.8691,43650.0
2020-05-10,38.6982,40.3896,38.5216,39.8691,43650.0
2020-05-11,39.6554,40.2409,38.9677,39.5253,45845.0
2020-05-12,39.739,39.739,38.3729,38.6238,45367.0
2020-05-13,38.28,38.9723,37.2112,38.5959,39101.0
2020-05-14,37.9547,38.3636,36.8023,38.0848,55656.0
2020-05-15,38.0104,38.884,37.6294,38.1034,166093.0
2020-05-16,38.0104,38.884,37.6294,38.1034,166093.0
2020-05-17,38.0104,38.884,37.6294,38.1034,166093.0
2020-05-18,38.8562,40.4639,38.3915,39.9156,69403.0
2020-05-19,39.516,39.9156,38.0197,38.2335,38955.0
2020-05-20,38.8376,39.7112,38.4101,39.4509,32313.0
2020-05-21,39.4045,39.9528,39.3115,39.4509,25191.0
2020-05-22,39.3673,40.1944,39.3673,39.9807,22872.0
2020-05-23,39.3673,40.1944,39.3673,39.9807,22872.0
2020-05-24,39.3673,40.1944,39.3673,39.9807,22872.0
2020-05-25,39.3673,40.1944,39.3673,39.9807,22872.0
2020-05-26,41.0866,41.4179,40.4268,40.6405,36810.0
2020-05-27,41.2818,41.4119,40.0085,41.0401,44455.0
2020-05-28,41.291,42.5364,41.0494,41.4305,39204.0
2020-05-29,41.068,41.4397,40.1758,41.2632,42612.0
2020-05-30,41.068,41.4397,40.1758,41.2632,42612.0
2020-05-31,41.068,41.4397,40.1758,41.2632,42612.0
2020-06-01,41.1609,41.4212,40.4732,40.4732,50846.0
2020-06-02,40.7427,41.4212,40.7241,41.3561,26450.0
2020-06-03,41.6535,43.3821,41.4769,42.8709,41916.0
2020-06-04,42.7037,42.936,39.9993,41.923,31633.0
2020-06-05,42.713,44.5717,42.713,43.5401,41563.0
2020-06-06,42.713,44.5717,42.713,43.5401,41563.0
2020-06-07,42.713,44.5717,42.713,43.5401,41563.0
2020-06-08,43.6981,43.7817,43.0754,43.5587,33200.0
2020-06-09,43.1962,43.4007,42.1925,42.7223,36909.0
2020-06-10,42.8895,43.1776,42.3133,42.4063,24639.0
2020-06-11,41.6163,41.6163,39.8413,40.0457,42047.0
2020-06-12,41.0215,41.0308,39.4416,40.6498,42007.0
2020-06-13,41.0215,41.0308,39.4416,40.6498,42007.0
2020-06-14,41.0215,41.0308,39.4416,40.6498,42007.0
2020-06-15,39.9714,44.2092,39.0978,43.4936,76335.0
2020-06-16,44.6088,44.6088,42.0996,42.3877,47659.0
2020-06-17,42.7223,42.7687,41.765,41.9881,39237.0
2020-06-18,41.8765,42.5828,41.6442,42.1646,63472.0
2020-06-19,42.4713,43.5029,41.8487,43.1033,220849.0
2020-06-20,42.4713,43.5029,41.8487,43.1033,220849.0
2020-06-21,42.4713,43.5029,41.8487,43.1033,220849.0
2020-06-22,42.7873,43.4193,42.4156,42.6851,45325.0
2020-06-23,43.1312,43.9118,42.6479,43.5958,54029.0
2020-06-24,43.3263,43.6051,42.7501,43.0196,56361.0
2020-06-25,42.9732,43.9583,42.6572,43.9583,57172.0
2020-06-26,43.6423,44.7389,43.1405,44.172,342557.0
2020-06-27,43.6423,44.7389,43.1405,44.172,342557.0
2020-06-28,43.6423,44.7389,43.1405,44.172,342557.0
2020-06-29,44.648,45.2105,43.6125,43.8644,61409.0
2020-06-30,43.855,45.0585,43.855,44.7413,63990.0
2020-07-01,44.676,45.2544,44.6387,44.8159,47740.0
2020-07-02,45.3383,45.9354,44.8252,45.5902,41054.0
2020-07-03,45.3383,45.9354,44.8252,45.5902,41054.0
2020-07-04,45.3383,45.9354,44.8252,45.5902,41054.0
2020-07-05,45.3383,45.9354,44.8252,45.5902,41054.0
2020-07-06,45.926,45.9354,44.3401,44.5174,41091.0
2020-07-07,44.0976,44.3028,43.0621,43.1367,29128.0
2020-07-08,43.2393,43.6031,42.7262,43.3419,28859.0
2020-07-09,43.258,43.258,41.6301,42.2318,36912.0
2020-07-10,42.2225,43.3046,42.2225,43.23,53065.0
2020-07-11,42.2225,43.3046,42.2225,43.23,53065.0
2020-07-12,42.2225,43.3046,42.2225,43.23,53065.0
2020-07-13,43.4539,43.8457,42.8382,42.8382,32810.0
2020-07-14,42.9128,43.9763,42.9128,43.5845,28581.0
2020-07-15,44.3215,45.2357,43.8084,44.1442,57555.0
2020-07-16,44.2935,45.1144,43.9297,44.5174,52172.0
2020-07-17,44.7506,46.6444,44.7506,46.5791,41311.0
2020-07-18,44.7506,46.6444,44.7506,46.5791,41311.0
2020-07-19,44.7506,46.6444,44.7506,46.5791,41311.0
2020-07-20,46.9522,47.1481,45.7208,46.5231,45050.0
2020-07-21,46.7656,47.5772,46.3925,47.2507,29529.0
2020-07-22,47.344,47.8291,45.8141,45.9447,80360.0
2020-07-23,46.2152,46.3161,44.8439,45.1984,70816.0
2020-07-24,45.1704,45.4877,44.7879,45.2077,39668.0
2020-07-25,45.1704,45.4877,44.7879,45.2077,39668.0
2020-07-26,45.1704,45.4877,44.7879,45.2077,39668.0
2020-07-27,45.3383,45.553,44.7879,45.1797,35256.0
2020-07-28,45.1704,45.9634,44.8439,44.8999,33951.0
2020-07-29,45.0678,45.8234,45.0211,45.1891,41325.0
2020-07-30,45.0025,45.4316,43.9763,44.0416,45865.0
2020-07-31,43.9763,44.8625,42.2691,43.202,64173.0
2020-08-01,43.9763,44.8625,42.2691,43.202,64173.0
2020-08-02,43.9763,44.8625,42.2691,43.202,64173.0
2020-08-03,43.174,43.1927,42.1478,42.577,51884.0
2020-08-04,42.7822,42.7822,41.6161,42.0172,47941.0
2020-08-05,42.4277,42.4277,41.5881,41.9893,34300.0
2020-08-06,42.2131,43.5099,42.1582,42.8942,29662.0
2020-08-07,42.6516,44.9652,42.6516,44.8719,29438.0
2020-08-08,42.6516,44.9652,42.6516,44.8719,29438.0
2020-08-09,42.6516,44.9652,42.6516,44.8719,29438.0
2020-08-10,44.8719,45.7115,44.5267,44.536,30418.0
2020-08-11,44.7413,44.7879,43.5099,43.9297,34133.0
2020-08-12,44.2842,45.4223,44.2842,44.9185,29847.0
2020-08-13,44.5454,45.5107,43.7991,44.1536,31046.0
2020-08-14,43.911,43.939,43.3046,43.8923,27743.0
2020-08-15,43.911,43.939,43.3046,43.8923,27743.0
2020-08-16,43.911,43.939,43.3046,43.8923,27743.0
2020-08-17,44.0416,44.2002,43.6685,43.8644,25615.0
2020-08-18,43.883,43.883,42.8382,43.174,24742.0
2020-08-19,43.174,43.3513,42.6236,42.7636,22016.0
2020-08-20,42.5956,43.1087,42.4464,42.7262,19120.0
2020-08-21,42.8009,43.0014,42.1105,42.5863,37763.0
2020-08-22,42.8009,43.0014,42.1105,42.5863,37763.0
2020-08-23,42.8009,43.0014,42.1105,42.5863,37763.0
2020-08-24,42.9408,43.0714,42.4091,42.8289,23172.0
2020-08-25,42.8942,42.9315,42.201,42.7636,18240.0
2020-08-26,42.6423,42.8848,42.0079,42.0919,29113.0
2020-08-27,42.2971,42.7076,42.2318,42.3438,34982.0
2020-08-28,42.4464,42.4464,40.9537,41.8587,56758.0
2020-08-29,42.4464,42.4464,40.9537,41.8587,56758.0
2020-08-30,42.4464,42.4464,40.9537,41.8587,56758.0
2020-08-31,41.9706,42.8382,41.6908,42.549,57413.0
2020-09-01,42.2971,42.549,41.5228,41.812,24928.0
2020-09-02,41.812,42.8475,41.7311,42.7822,23745.0
2020-09-03,42.5956,42.754,41.9799,42.1478,26076.0
2020-09-04,42.5676,42.6096,41.2709,41.6534,22781.0
2020-09-05,42.5676,42.6096,41.2709,41.6534,22781.0
2020-09-06,42.5676,42.6096,41.2709,41.6534,22781.0
2020-09-07,42.5676,42.6096,41.2709,41.6534,22781.0
2020-09-08,41.5228,41.5228,40.4686,40.8045,26689.0
2020-09-09,41.1217,42.0359,41.075,41.6721,38024.0
2020-09-10,41.1123,41.5601,40.5713,40.5806,23386.0
2020-09-11,40.8605,40.8605,40.1142,40.3101,29130.0
2020-09-12,40.8605,40.8605,40.1142,40.3101,29130.0
2020-09-13,40.8605,40.8605,40.1142,40.3101,29130.0
2020-09-14,40.2821,40.9444,40.2821,40.5899,26606.0
2020-09-15,40.9444,41.4295,40.45,40.5433,20103.0
2020-09-16,40.5433,41.0097,40.1421,40.2354,24504.0
2020-09-17,39.8996,40.2541,39.6757,39.9929,21189.0
2020-09-18,40.366,41.2243,39.629,41.1123,245781.0
2020-09-19,40.366,41.2243,39.629,41.1123,245781.0
2020-09-20,40.366,41.2243,39.629,41.1123,245781.0
2020-09-21,40.6366,40.6832,38.9854,39.4798,58232.0
2020-09-22,39.9369,40.1981,38.7195,39.06,21354.0
2020-09-23,39.0133,39.0133,37.8566,37.9405,34694.0
2020-09-24,37.9778,38.9387,37.8472,38.379,30575.0
2020-09-25,38.5003,39.1533,38.5003,39.0507,33666.0
2020-09-26,38.5003,39.1533,38.5003,39.0507,33666.0
2020-09-27,38.5003,39.1533,38.5003,39.0507,33666.0
2020-09-28,39.3025,40.7765,39.3025,40.478,39073.0
2020-09-29,40.5063,40.5672,39.7287,40.2346,27401.0
2020-09-30,40.3189,40.3189,39.3728,39.5976,27275.0
2020-10-01,39.8131,40.1784,39.3728,39.9067,34950.0
2020-10-02,39.4571,40.5718,39.4209,39.9817,19290.0
2020-10-03,39.4571,40.5718,39.4209,39.9817,19290.0
2020-10-04,39.4571,40.5718,39.4209,39.9817,19290.0
2020-10-05,40.0941,40.3751,39.8037,40.2252,22115.0
2020-10-06,40.2159,41.1105,39.5976,39.8505,19741.0
2020-10-07,40.5531,40.8529,39.9629,40.4782,31216.0
2020-10-08,40.806,41.2838,40.511,40.8997,20367.0
2020-10-09,40.8763,41.2651,40.5156,40.8248,15364.0
2020-10-10,40.8763,41.2651,40.5156,40.8248,15364.0
2020-10-11,40.8763,41.2651,40.5156,40.8248,15364.0
2020-10-12,41.0028,42.6983,40.9934,42.4641,34820.0
2020-10-13,42.2112,42.422,41.7334,42.1737,22474.0
2020-10-14,42.2861,42.3049,41.2838,41.6679,20858.0
2020-10-15,41.8833,42.4411,41.2932,42.0801,23624.0
2020-10-16,41.7897,42.5765,41.7897,42.3705,41309.0
2020-10-17,41.7897,42.5765,41.7897,42.3705,41309.0
2020-10-18,41.7897,42.5765,41.7897,42.3705,41309.0
2020-10-19,42.614,42.8856,42.1644,42.258,23785.0
2020-10-20,42.5391,42.6515,42.2018,42.5016,17039.0
2020-10-21,42.5578,42.8061,42.3142,42.6046,16324.0
2020-10-22,42.7733,42.97,42.5765,42.8482,21330.0
2020-10-23,42.8482,43.4196,42.6796,43.3447,21798.0
2020-10-24,42.8482,43.4196,42.6796,43.3447,21798.0
2020-10-25,42.8482,43.4196,42.6796,43.3447,21798.0
2020-10-26,43.2323,43.2323,42.4829,42.8014,26460.0
2020-10-27,42.9606,43.2229,42.2768,42.333,16102.0
2020-10-28,41.8271,42.2018,40.8529,41.0309,19317.0
2020-10-29,40.9372,40.9372,40.0285,40.1597,34417.0
2020-10-30,40.0472,40.5625,39.1011,39.5789,23153.0
2020-10-31,40.0472,40.5625,39.1011,39.5789,23153.0
2020-11-01,40.0472,40.5625,39.1011,39.5789,23153.0
2020-11-02,40.0098,41.0777,39.7662,41.0215,27025.0
2020-11-03,41.3681,42.2768,41.3681,42.1082,25881.0
2020-11-04,41.4899,42.1082,40.2908,40.7498,12425.0
2020-11-05,40.6936,41.6866,40.6936,41.34,23528.0
2020-11-06,41.9489,41.9489,41.1245,41.1245,15160.0
2020-11-07,41.9489,41.9489,41.1245,41.1245,15160.0
2020-11-08,41.9489,41.9489,41.1245,41.1245,15160.0
2020-11-09,42.4829,44.3986,41.237,41.4056,54176.0
2020-11-10,42.1831,45.6117,42.1831,45.5368,39756.0
2020-11-11,45.6023,45.6023,44.1035,45.1808,21548.0
2020-11-12,44.6,44.6,42.792,43.6819,30601.0
2020-11-13,43.7475,43.7475,42.6234,43.2604,19968.0
2020-11-14,43.7475,43.7475,42.6234,43.2604,19968.0
2020-11-15,43.7475,43.7475,42.6234,43.2604,19968.0
2020-11-16,44.1597,44.6094,43.5602,44.4876,39934.0
2020-11-17,44.422,45.1527,43.5695,44.1503,24303.0
2020-11-18,44.6515,45.0543,42.4548,42.4548,23886.0
2020-11-19,42.6515,43.073,42.0426,42.8107,16123.0
2020-11-20,42.6234,43.681,42.6234,43.1855,14031.0
2020-11-21,42.6234,43.681,42.6234,43.1855,14031.0
2020-11-22,42.6234,43.681,42.6234,43.1855,14031.0
2020-11-23,43.5883,43.6304,42.6609,43.1292,29147.0
2020-11-24,43.1855,44.6328,42.9353,44.0567,29846.0
2020-11-25,43.9817,44.5625,43.4946,43.5883,15224.0
2020-11-26,43.9817,44.5625,43.4946,43.5883,15224.0
2020-11-27,43.2838,44.1919,43.1199,43.1199,9483.0
2020-11-28,43.2838,44.1919,43.1199,43.1199,9483.0
2020-11-29,43.2838,44.1919,43.1199,43.1199,9483.0
2020-11-30,43.0449,43.5883,42.1082,42.1925,21162.0
2020-12-01,42.7358,43.2229,42.2018,43.1292,27018.0
2020-12-02,43.1386,43.6492,42.2768,43.2417,22832.0
2020-12-03,43.0637,43.8225,42.0801,43.0449,12025.0
2020-12-04,43.2698,43.7663,42.6609,43.5976,20606.0
2020-12-05,43.2698,43.7663,42.6609,43.5976,20606.0
2020-12-06,43.2698,43.7663,42.6609,43.5976,20606.0
2020-12-07,43.785,44.1316,43.1077,43.6257,18972.0
2020-12-08,43.5695,44.2721,43.0543,44.2346,23460.0
2020-12-09,44.7124,45.8646,44.2908,45.7991,35886.0
2020-12-10,45.7148,46.2674,45.0871,46.0426,23015.0
2020-12-11,45.7897,46.6047,45.4525,46.2112,29090.0
2020-12-12,45.7897,46.6047,45.4525,46.2112,29090.0
2020-12-13,45.7897,46.6047,45.4525,46.2112,29090.0
2020-12-14,46.3705,46.3705,44.7686,44.8154,32926.0
2020-12-15,45.2183,45.5274,44.0286,44.778,49172.0
2020-12-16,45.059,45.34,44.3845,44.6,35165.0
2020-12-17,44.8529,45.1574,44.4126,44.6749,34476.0
2020-12-18,45.0215,45.1227,43.4571,44.2721,173349.0
2020-12-19,45.0215,45.1227,43.4571,44.2721,173349.0
2020-12-20,45.0215,45.1227,43.4571,44.2721,173349.0
2020-12-21,43.8318,43.8318,42.2018,43.1105,24245.0
2020-12-22,43.0824,43.5133,42.7394,43.3541,17126.0
2020-12-23,43.6445,44.422,43.5944,43.9068,21718.0
2020-12-24,44.8061,44.8061,43.5789,44.2346,12637.0
2020-12-25,44.8061,44.8061,43.5789,44.2346,12637.0
2020-12-26,44.8061,44.8061,43.5789,44.2346,12637.0
2020-12-27,44.8061,44.8061,43.5789,44.2346,12637.0
2020-12-28,44.1784,44.8529,44.1129,44.1784,15129.0
2020-12-29,44.4969,44.4969,43.3915,44.1222,21135.0
2020-12-30,43.9129,44.2091,43.4708,43.8753,22005.0
2020-12-31,43.9787,43.9787,43.3581,43.8282,19369.0
2021-01-01,43.9787,43.9787,43.3581,43.8282,19369.0
2021-01-02,43.9787,43.9787,43.3581,43.8282,19369.0
2021-01-03,43.9787,43.9787,43.3581,43.8282,19369.0
2021-01-04,43.3862,43.9693,42.3705,43.0382,30886.0
2021-01-05,43.3909,43.3909,42.7184,43.1887,23078.0
2021-01-06,43.1793,46.0855,43.1793,45.3331,42032.0
2021-01-07,45.5306,45.5306,44.0074,44.6841,22292.0
2021-01-08,45.0133,45.1356,43.9787,44.9945,15345.0
2021-01-09,45.0133,45.1356,43.9787,44.9945,15345.0
2021-01-10,45.0133,45.1356,43.9787,44.9945,15345.0
2021-01-11,44.8816,44.8816,43.2639,43.847,32534.0
2021-01-12,43.9975,43.9975,43.057,43.7342,21299.0
2021-01-13,43.8,44.1574,43.3956,43.9317,24030.0
2021-01-14,43.8847,44.0728,43.358,43.6872,25647.0
2021-01-15,43.4991,44.0869,42.9865,43.3768,22728.0
2021-01-16,43.4991,44.0869,42.9865,43.3768,22728.0
2021-01-17,43.4991,44.0869,42.9865,43.3768,22728.0
2021-01-18,43.4991,44.0869,42.9865,43.3768,22728.0
2021-01-19,43.5649,43.6825,42.4833,43.2639,37343.0
2021-01-20,43.0194,43.5038,42.4552,43.104,27104.0
2021-01-21,43.104,43.405,41.9284,42.2482,35201.0
2021-01-22,42.0695,43.1134,41.8061,42.9912,30847.0
2021-01-23,42.0695,43.1134,41.8061,42.9912,30847.0
2021-01-24,42.0695,43.1134,41.8061,42.9912,30847.0
2021-01-25,42.8783,43.1605,42.3422,43.0758,23074.0
2021-01-26,43.2639,43.2639,42.5962,42.8125,27864.0
2021-01-27,42.5115,42.5115,40.6399,41.0349,45080.0
2021-01-28,41.2794,42.1964,41.0725,41.2418,31638.0
2021-01-29,41.2606,41.7121,40.6775,40.8562,44140.0
2021-01-30,41.2606,41.7121,40.6775,40.8562,44140.0
2021-01-31,41.2606,41.7121,40.6775,40.8562,44140.0
2021-02-01,41.0819,41.6556,40.922,41.1948,20680.0
2021-02-02,41.3264,42.1823,41.1007,42.0789,24045.0
2021-02-03,41.8437,42.8313,41.0631,42.5585,43722.0
2021-02-04,42.6056,42.6056,41.9693,42.2952,22958.0
2021-02-05,43.0429,43.0429,41.6274,42.1635,24688.0
2021-02-06,43.0429,43.0429,41.6274,42.1635,24688.0
2021-02-07,43.0429,43.0429,41.6274,42.1635,24688.0
2021-02-08,42.3234,42.7936,42.0695,42.4833,26277.0
2021-02-09,42.6526,42.8971,41.9943,42.6338,19474.0
2021-02-10,42.7843,43.2262,42.1024,42.6338,27885.0
2021-02-11,42.7466,42.9159,41.8437,42.2764,25874.0
2021-02-12,42.1541,42.1541,41.3453,42.0601,22076.0
2021-02-13,42.1541,42.1541,41.3453,42.0601,22076.0
2021-02-14,42.1541,42.1541,41.3453,42.0601,22076.0
2021-02-15,42.1541,42.1541,41.3453,42.0601,22076.0
2021-02-16,41.8155,41.8155,40.9126,41.1854,33461.0
2021-02-17,41.8296,41.8296,40.8938,40.8938,27761.0
2021-02-18,40.8656,41.5616,40.7339,40.7339,26813.0
2021-02-19,40.7809,41.2794,40.3201,40.3859,34314.0
2021-02-20,40.7809,41.2794,40.3201,40.3859,34314.0
2021-02-21,40.7809,41.2794,40.3201,40.3859,34314.0
2021-02-22,40.4235,40.7809,39.8122,40.5928,46932.0
2021-02-23,40.5928,41.8437,40.4706,40.5834,26126.0
2021-02-24,40.9032,41.3829,40.1414,40.7433,25667.0
2021-02-25,41.2179,41.4399,39.8152,39.8246,32792.0
2021-02-26,40.0985,40.2024,39.3051,39.3051,37001.0
2021-02-27,40.0985,40.2024,39.3051,39.3051,37001.0
2021-02-28,40.0985,40.2024,39.3051,39.3051,37001.0
2021-03-01,39.9285,40.0135,39.324,39.3995,25222.0
2021-03-02,40.0466,40.0466,38.7478,38.7478,26603.0
2021-03-03,39.0973,39.7207,38.4455,39.3051,39934.0
2021-03-04,39.4657,40.3914,38.7525,39.2484,37220.0
2021-03-05,39.5885,41.0148,39.2106,40.4008,53908.0
2021-03-06,39.5885,41.0148,39.2106,40.4008,53908.0
2021-03-07,39.5885,41.0148,39.2106,40.4008,53908.0
2021-03-08,40.6086,41.7044,40.6086,41.3738,46678.0
2021-03-09,41.3927,43.8203,41.3738,43.1307,65671.0
2021-03-10,43.0457,45.0672,42.3357,44.7366,53005.0
2021-03-11,44.576,44.8216,43.4519,44.0942,41736.0
2021-03-12,44.3965,45.2844,44.0848,45.2466,33300.0
2021-03-13,44.3965,45.2844,44.0848,45.2466,33300.0
