,CE US Equity,CE US Equity,CE US Equity,CE US Equity,CE US Equity
2020-03-08,83.3025,86.4879,82.5835,83.9578,1365560.0
2020-03-09,78.1331,82.8201,71.3709,72.281,1155722.0
2020-03-10,75.8123,78.5654,72.9773,78.5062,1297196.0
2020-03-11,76.0762,76.2764,71.289,73.4187,1792613.0
2020-03-12,68.4768,70.6883,63.9535,66.6839,1970988.0
2020-03-13,71.0797,72.3629,65.8465,71.3618,1574848.0
2020-03-14,71.0797,72.3629,65.8465,71.3618,1574848.0
2020-03-15,71.0797,72.3629,65.8465,71.3618,1574848.0
2020-03-16,64.1173,67.5394,60.1766,60.1857,1129527.0
2020-03-17,62.015,64.3085,58.6476,64.0991,1788062.0
2020-03-18,59.0025,59.5395,47.9629,53.8058,1365599.0
2020-03-19,52.9685,65.7919,51.3849,58.0924,1863532.0
2020-03-20,59.1936,63.1526,56.4451,58.9115,1807288.0
2020-03-21,59.1936,63.1526,56.4451,58.9115,1807288.0
2020-03-22,59.1936,63.1526,56.4451,58.9115,1807288.0
2020-03-23,58.5293,59.4485,54.907,56.6089,1517979.0
2020-03-24,61.114,63.0707,59.2755,60.8955,1476146.0
2020-03-25,61.3051,68.8499,59.6942,66.3198,1440372.0
2020-03-26,66.4381,69.0592,63.7078,68.7407,1575013.0
2020-03-27,65.6736,66.2379,64.0081,64.8636,826337.0
2020-03-28,65.6736,66.2379,64.0081,64.8636,826337.0
2020-03-29,65.6736,66.2379,64.0081,64.8636,826337.0
2020-03-30,66.0832,68.1946,63.4075,67.4392,852979.0
2020-03-31,67.3937,68.4586,65.5834,66.7931,1006352.0
2020-04-01,63.6259,64.8363,61.4416,61.9331,1117094.0
2020-04-02,62.0241,65.7191,60.5452,62.4336,1593668.0
2020-04-03,62.197,65.0092,60.9593,61.0685,1110218.0
2020-04-04,62.197,65.0092,60.9593,61.0685,1110218.0
2020-04-05,62.197,65.0092,60.9593,61.0685,1110218.0
2020-04-06,64.4268,66.8841,64.2175,65.9558,1177383.0
2020-04-07,69.2322,70.9887,67.7896,69.0228,1174853.0
2020-04-08,69.9056,75.066,69.2973,74.6109,1116875.0
2020-04-09,74.4926,79.0887,73.8555,76.3674,1096724.0
2020-04-10,74.4926,79.0887,73.8555,76.3674,1096724.0
2020-04-11,74.4926,79.0887,73.8555,76.3674,1096724.0
2020-04-12,74.4926,79.0887,73.8555,76.3674,1096724.0
2020-04-13,75.6029,76.2855,73.1526,74.7201,815547.0
2020-04-14,76.2491,76.4766,73.182,74.0011,1099818.0
2020-04-15,70.388,70.6064,67.8306,68.4222,907947.0
2020-04-16,68.7043,71.1798,65.0001,65.7646,1575719.0
2020-04-17,68.2128,71.8897,67.8397,71.1343,1106173.0
2020-04-18,68.2128,71.8897,67.8397,71.1343,1106173.0
2020-04-19,68.2128,71.8897,67.8397,71.1343,1106173.0
2020-04-20,69.9421,71.2026,68.0763,69.1867,742626.0
2020-04-21,67.1571,68.3494,66.3289,66.8568,509510.0
2020-04-22,68.8499,69.8146,66.9842,68.7134,572491.0
2020-04-23,69.1867,72.19,69.1867,71.0069,570928.0
2020-04-24,72.2913,72.8325,70.7867,72.2821,1363732.0
2020-04-25,72.2913,72.8325,70.7867,72.2821,1363732.0
2020-04-26,72.2913,72.8325,70.7867,72.2821,1363732.0
2020-04-27,72.0252,76.5205,71.9885,75.7866,1147022.0
2020-04-28,77.4746,79.7314,72.9793,75.1719,1766749.0
2020-04-29,74.3921,79.8598,74.3921,79.2085,910326.0
2020-04-30,77.337,77.8737,75.4838,76.2086,878613.0
2020-05-01,74.5756,74.5756,72.4105,72.7591,898934.0
2020-05-02,74.5756,74.5756,72.4105,72.7591,898934.0
2020-05-03,74.5756,74.5756,72.4105,72.7591,898934.0
2020-05-04,71.7959,71.8326,70.0069,71.4106,853623.0
2020-05-05,72.6857,74.6857,71.4014,71.5665,677904.0
2020-05-06,72.594,72.9334,70.8876,71.172,542152.0
2020-05-07,71.9977,74.2729,71.9977,73.7132,862575.0
2020-05-08,75.227,76.493,74.8967,75.8875,591614.0
2020-05-09,75.227,76.493,74.8967,75.8875,591614.0
2020-05-10,75.227,76.493,74.8967,75.8875,591614.0
2020-05-11,74.0435,74.2912,72.7087,73.4013,653021.0
2020-05-12,73.8142,75.1903,71.3693,71.4197,605779.0
2020-05-13,70.7776,70.8464,67.1171,67.7685,674802.0
2020-05-14,66.2639,69.8785,63.9337,69.8418,1130802.0
2020-05-15,69.4565,71.9335,69.3464,70.3372,2724971.0
2020-05-16,69.4565,71.9335,69.3464,70.3372,2724971.0
2020-05-17,69.4565,71.9335,69.3464,70.3372,2724971.0
2020-05-18,73.2545,78.1259,73.2545,77.3462,1003493.0
2020-05-19,76.6306,77.7315,75.227,76.9517,885532.0
2020-05-20,78.3186,79.6167,78.2085,78.9883,1154046.0
2020-05-21,78.5296,79.603,77.1718,79.0066,947784.0
2020-05-22,78.8874,79.1076,77.2773,78.4195,847152.0
2020-05-23,78.8874,79.1076,77.2773,78.4195,847152.0
2020-05-24,78.8874,79.1076,77.2773,78.4195,847152.0
2020-05-25,78.8874,79.1076,77.2773,78.4195,847152.0
2020-05-26,81.2451,83.9331,81.1258,83.823,902796.0
2020-05-27,85.8138,88.0889,85.1441,86.3275,1462662.0
2020-05-28,87.5018,87.5018,84.1257,84.7129,852196.0
2020-05-29,83.3918,83.3918,80.8139,82.4836,2508895.0
2020-05-30,83.3918,83.3918,80.8139,82.4836,2508895.0
2020-05-31,83.3918,83.3918,80.8139,82.4836,2508895.0
2020-06-01,82.9056,83.3184,81.5662,81.9607,1037865.0
2020-06-02,81.9974,85.0523,81.9974,84.9789,1010570.0
2020-06-03,86.4468,88.7556,86.1932,87.9146,609492.0
2020-06-04,87.1073,88.4375,85.7404,88.4284,692173.0
2020-06-05,92.6668,93.6763,89.2632,89.6485,1088188.0
2020-06-06,92.6668,93.6763,89.2632,89.6485,1088188.0
2020-06-07,92.6668,93.6763,89.2632,89.6485,1088188.0
2020-06-08,89.5476,90.8778,89.1898,90.5751,750707.0
2020-06-09,89.3549,89.676,87.4146,88.988,678942.0
2020-06-10,89.0705,89.754,86.6303,86.7587,831001.0
2020-06-11,82.3919,83.3918,78.0021,78.4929,994137.0
2020-06-12,82.19,83.0249,78.7314,81.2084,750967.0
2020-06-13,82.19,83.0249,78.7314,81.2084,750967.0
2020-06-14,82.19,83.0249,78.7314,81.2084,750967.0
2020-06-15,78.1076,82.3781,77.1994,81.6396,1013085.0
2020-06-16,85.3734,86.6578,81.8689,82.4744,1077192.0
2020-06-17,83.1441,83.1946,81.1625,81.7038,810779.0
2020-06-18,81.2084,81.7222,80.1809,80.8598,665692.0
2020-06-19,82.6396,82.979,78.3094,79.5571,1863509.0
2020-06-20,82.6396,82.979,78.3094,79.5571,1863509.0
2020-06-21,82.6396,82.979,78.3094,79.5571,1863509.0
2020-06-22,79.5846,80.3274,77.8507,79.236,1182865.0
2020-06-23,80.6213,80.6213,78.2911,78.7773,866001.0
2020-06-24,77.6581,77.6581,75.4471,76.1077,1064495.0
2020-06-25,75.6581,78.1718,74.8831,78.0709,770977.0
2020-06-26,77.8232,77.8232,75.7315,75.9425,922654.0
2020-06-27,77.8232,77.8232,75.7315,75.9425,922654.0
2020-06-28,77.8232,77.8232,75.7315,75.9425,922654.0
2020-06-29,76.8508,78.8415,76.3095,78.3369,614065.0
2020-06-30,77.6764,79.7314,77.2911,79.2085,833885.0
2020-07-01,79.8507,80.3277,77.9516,78.6489,956251.0
2020-07-02,80.0984,82.3643,80.0984,81.1625,885239.0
2020-07-03,80.0984,82.3643,80.0984,81.1625,885239.0
2020-07-04,80.0984,82.3643,80.0984,81.1625,885239.0
2020-07-05,80.0984,82.3643,80.0984,81.1625,885239.0
2020-07-06,82.5478,82.9423,80.9057,82.4377,826059.0
2020-07-07,81.4286,81.6488,80.1075,80.7222,701027.0
2020-07-08,80.4011,80.7589,77.8599,78.6672,664853.0
2020-07-09,78.5571,78.8323,76.2269,77.126,611752.0
2020-07-10,77.5572,79.6901,77.0526,79.3094,566159.0
2020-07-11,77.5572,79.6901,77.0526,79.3094,566159.0
2020-07-12,77.5572,79.6901,77.0526,79.3094,566159.0
2020-07-13,80.4194,81.2635,79.7589,79.8965,752589.0
2020-07-14,79.9332,81.6488,79.6075,81.502,720236.0
2020-07-15,83.1717,84.9239,82.823,84.3092,641406.0
2020-07-16,83.8781,84.7129,82.5845,83.1074,1197096.0
2020-07-17,83.4744,84.3505,82.0799,82.135,657729.0
2020-07-18,83.4744,84.3505,82.0799,82.135,657729.0
2020-07-19,83.4744,84.3505,82.0799,82.135,657729.0
2020-07-20,84.0615,87.5811,83.6028,84.2083,1226396.0
2020-07-21,84.9606,86.6027,84.7129,85.8963,878470.0
2020-07-22,85.5385,86.0339,84.8413,85.933,724698.0
2020-07-23,85.7037,86.9972,84.9837,86.3734,794644.0
2020-07-24,86.3457,86.6227,85.062,85.3575,846246.0
2020-07-25,86.3457,86.6227,85.062,85.3575,846246.0
2020-07-26,86.3457,86.6227,85.062,85.3575,846246.0
2020-07-27,85.7731,87.9248,85.2559,87.9156,981784.0
2020-07-28,87.2507,88.2203,85.3668,86.0963,1260603.0
2020-07-29,87.1029,90.3259,86.2164,89.7256,1760433.0
2020-07-30,90.2243,90.4182,88.3589,90.1227,1212400.0
2020-07-31,90.4736,91.2032,87.9156,89.7625,1061989.0
2020-08-01,90.4736,91.2032,87.9156,89.7625,1061989.0
2020-08-02,90.4736,91.2032,87.9156,89.7625,1061989.0
2020-08-03,89.7071,90.0581,87.8694,89.0976,1120175.0
2020-08-04,88.8021,90.7045,87.6662,90.0304,1145399.0
2020-08-05,90.8615,92.8932,90.8523,91.6465,1016229.0
2020-08-06,90.7968,91.9697,90.2705,91.3971,908275.0
2020-08-07,90.5013,93.3549,90.5013,93.2533,818540.0
2020-08-08,90.5013,93.3549,90.5013,93.2533,818540.0
2020-08-09,90.5013,93.3549,90.5013,93.2533,818540.0
2020-08-10,93.318,95.2757,93.1148,95.2573,629290.0
2020-08-11,96.6056,98.8404,95.1095,95.1187,1050586.0
2020-08-12,96.2085,96.4392,93.9644,94.1953,1022438.0
2020-08-13,93.3918,94.4631,92.9763,93.3087,531099.0
2020-08-14,92.4684,94.4261,92.3945,93.7151,444462.0
2020-08-15,92.4684,94.4261,92.3945,93.7151,444462.0
2020-08-16,92.4684,94.4261,92.3945,93.7151,444462.0
2020-08-17,94.3246,94.9341,91.591,93.0501,459640.0
2020-08-18,93.1517,93.6227,92.5607,92.6438,510701.0
2020-08-19,92.6623,93.7428,92.0435,92.5884,379512.0
2020-08-20,91.4987,92.7362,91.0647,92.3114,549763.0
2020-08-21,91.9327,92.6161,91.2678,92.1728,574803.0
2020-08-22,91.9327,92.6161,91.2678,92.1728,574803.0
2020-08-23,91.9327,92.6161,91.2678,92.1728,574803.0
2020-08-24,92.9763,95.2942,92.6438,95.1742,592455.0
2020-08-25,95.3681,96.4578,93.7982,94.3523,682677.0
2020-08-26,94.2137,95.6082,93.4943,94.9248,543258.0
2020-08-27,95.442,95.6636,94.066,95.091,473947.0
2020-08-28,95.3311,96.1623,94.3061,95.9868,357014.0
2020-08-29,95.3311,96.1623,94.3061,95.9868,357014.0
2020-08-30,95.3311,96.1623,94.3061,95.9868,357014.0
2020-08-31,95.7929,95.7929,93.3364,93.4103,927164.0
2020-09-01,92.9578,97.1412,92.3705,97.1227,917084.0
2020-09-02,97.2428,98.2955,96.5779,98.0462,1314890.0
2020-09-03,98.905,98.905,94.7032,95.8021,1041720.0
2020-09-04,96.9472,98.1662,96.033,98.0554,1403808.0
2020-09-05,96.9472,98.1662,96.033,98.0554,1403808.0
2020-09-06,96.9472,98.1662,96.033,98.0554,1403808.0
2020-09-07,96.9472,98.1662,96.033,98.0554,1403808.0
2020-09-08,96.4393,96.9195,94.8602,96.19,1118915.0
2020-09-09,96.7071,98.9143,96.7071,98.2955,693510.0
2020-09-10,98.4248,98.9327,97.0119,97.0581,612213.0
2020-09-11,97.8153,99.1174,97.1135,98.4248,551329.0
2020-09-12,97.8153,99.1174,97.1135,98.4248,551329.0
2020-09-13,97.8153,99.1174,97.1135,98.4248,551329.0
2020-09-14,99.2005,101.4631,98.9608,101.0383,663901.0
2020-09-15,101.3338,102.4881,101.029,101.8879,514301.0
2020-09-16,102.5066,105.5726,102.1465,104.7599,1097071.0
2020-09-17,103.6702,106.2282,102.7005,105.4802,1082864.0
2020-09-18,104.6399,105.9143,104.1227,105.1108,1289995.0
2020-09-19,104.6399,105.9143,104.1227,105.1108,1289995.0
2020-09-20,104.6399,105.9143,104.1227,105.1108,1289995.0
2020-09-21,102.4327,102.9499,100.0686,101.1583,908585.0
2020-09-22,101.7032,102.3866,99.8655,100.8074,603360.0
2020-09-23,100.5396,101.1676,97.7968,97.9354,845815.0
2020-09-24,97.8892,99.0251,96.1535,97.3905,599254.0
2020-09-25,96.4578,98.3417,96.1321,98.0185,478595.0
2020-09-26,96.4578,98.3417,96.1321,98.0185,478595.0
2020-09-27,96.4578,98.3417,96.1321,98.0185,478595.0
2020-09-28,99.7731,101.5277,99.3483,100.2903,718915.0
2020-09-29,100.1887,100.8628,98.3325,98.7019,476335.0
2020-09-30,99.376,100.9565,98.9512,99.2282,727599.0
2020-10-01,99.9116,101.1537,97.5106,97.9261,733726.0
2020-10-02,96.3285,100.9459,95.3958,99.967,775245.0
2020-10-03,96.3285,100.9459,95.3958,99.967,775245.0
2020-10-04,96.3285,100.9459,95.3958,99.967,775245.0
2020-10-05,100.8443,103.2639,100.7612,102.2296,859647.0
2020-10-06,103.153,106.0713,102.5897,102.6636,874592.0
2020-10-07,105.9881,108.1676,105.2263,107.5488,778609.0
2020-10-08,108.2414,109.0818,107.1517,108.9248,516848.0
2020-10-09,110.0699,110.818,108.2137,108.8232,791337.0
2020-10-10,110.0699,110.818,108.2137,108.8232,791337.0
2020-10-11,110.0699,110.818,108.2137,108.8232,791337.0
2020-10-12,109.4789,109.4789,107.8536,108.3153,704040.0
2020-10-13,107.5396,108.1306,106.1451,107.4657,637969.0
2020-10-14,107.7428,109.8945,107.7428,109.4327,505866.0
2020-10-15,107.9552,110.3655,106.3575,110.3562,538686.0
2020-10-16,110.8272,111.4367,110.1715,110.9103,723501.0
2020-10-17,110.8272,111.4367,110.1715,110.9103,723501.0
2020-10-18,110.8272,111.4367,110.1715,110.9103,723501.0
2020-10-19,111.0211,112.4433,108.3338,108.6939,726850.0
2020-10-20,109.599,110.4393,108.38,108.38,451337.0
2020-10-21,107.8259,109.3681,107.0409,107.3087,594371.0
2020-10-22,107.9644,109.3819,107.3826,109.0356,472272.0
2020-10-23,110.1161,111.0858,109.5943,110.9842,1085171.0
2020-10-24,110.1161,111.0858,109.5943,110.9842,1085171.0
2020-10-25,110.1161,111.0858,109.5943,110.9842,1085171.0
2020-10-26,108.6078,109.0441,105.6281,107.2154,974013.0
2020-10-27,106.3336,107.3732,103.9293,104.0686,740989.0
2020-10-28,101.3951,104.8762,101.3116,103.5116,872269.0
2020-10-29,102.769,106.6399,102.5648,105.6281,741673.0
2020-10-30,104.8483,105.7116,103.3816,105.3681,752864.0
2020-10-31,104.8483,105.7116,103.3816,105.3681,752864.0
2020-11-01,104.8483,105.7116,103.3816,105.3681,752864.0
2020-11-02,107.1783,109.7774,106.677,109.072,1161117.0
2020-11-03,110.9378,110.9378,109.2019,110.1116,631543.0
2020-11-04,109.2205,109.8981,106.8255,106.9091,668365.0
2020-11-05,108.4036,112.6087,108.0694,111.0863,780091.0
2020-11-06,111.8661,112.6365,110.6036,111.1049,619810.0
2020-11-07,111.8661,112.6365,110.6036,111.1049,619810.0
2020-11-08,111.8661,112.6365,110.6036,111.1049,619810.0
2020-11-09,117.9834,124.342,115.6256,117.1943,1012202.0
2020-11-10,117.4357,120.5547,117.3753,118.7074,987665.0
2020-11-11,118.8095,119.6357,117.4357,119.0045,1089781.0
2020-11-12,118.1319,118.8188,114.4281,115.4956,819517.0
2020-11-13,116.3867,119.3015,116.0711,119.1994,855962.0
2020-11-14,116.3867,119.3015,116.0711,119.1994,855962.0
2020-11-15,116.3867,119.3015,116.0711,119.1994,855962.0
2020-11-16,121.0745,123.423,120.8378,123.2838,885194.0
2020-11-17,121.7336,123.0239,120.4041,122.9125,933355.0
2020-11-18,123.3766,126.0036,122.4669,123.6551,1227990.0
2020-11-19,122.4669,124.7226,119.7471,123.9707,1074545.0
2020-11-20,123.5437,124.7969,122.0956,122.4484,1117014.0
2020-11-21,123.5437,124.7969,122.0956,122.4484,1117014.0
2020-11-22,123.5437,124.7969,122.0956,122.4484,1117014.0
2020-11-23,123.7015,125.6323,123.7015,124.7505,688876.0
2020-11-24,126.672,128.3893,126.115,127.5817,976037.0
2020-11-25,126.6906,126.6906,123.3766,123.4695,938331.0
2020-11-26,126.6906,126.6906,123.3766,123.4695,938331.0
2020-11-27,124.2399,124.5555,123.3116,124.0914,429644.0
2020-11-28,124.2399,124.5555,123.3116,124.0914,429644.0
2020-11-29,124.2399,124.5555,123.3116,124.0914,429644.0
2020-11-30,122.4391,123.3488,119.8306,120.0534,1864354.0
2020-12-01,122.337,123.6273,120.6429,120.9724,993803.0
2020-12-02,120.6846,121.9192,119.6171,121.2787,1153129.0
2020-12-03,121.7243,122.0585,119.9977,120.3969,847785.0
2020-12-04,121.3251,123.9661,121.1534,123.126,1634145.0
2020-12-05,121.3251,123.9661,121.1534,123.126,1634145.0
2020-12-06,121.3251,123.9661,121.1534,123.126,1634145.0
2020-12-07,122.7083,123.0517,120.2576,120.4711,710156.0
2020-12-08,119.9327,121.3344,119.7378,121.1859,525590.0
2020-12-09,122.2441,123.1167,119.9606,121.1859,1038878.0
2020-12-10,120.9353,122.0399,120.2948,121.5758,1190137.0
2020-12-11,120.6197,121.8171,119.3154,121.6036,846198.0
2020-12-12,120.6197,121.8171,119.3154,121.6036,846198.0
2020-12-13,120.6197,121.8171,119.3154,121.6036,846198.0
2020-12-14,122.8382,123.6365,119.645,119.7378,797958.0
2020-12-15,121.1488,121.9192,119.7239,121.6129,703105.0
2020-12-16,122.1792,122.7454,120.4804,120.6939,664833.0
2020-12-17,121.7429,122.1884,120.2391,121.5665,757545.0
2020-12-18,121.3716,122.764,120.2948,122.3091,1946739.0
2020-12-19,121.3716,122.764,120.2948,122.3091,1946739.0
2020-12-20,121.3716,122.764,120.2948,122.3091,1946739.0
2020-12-21,120.2948,121.5479,119.5336,121.3808,524585.0
2020-12-22,121.8171,121.8171,120.6661,120.8703,557791.0
2020-12-23,121.5851,122.634,120.0813,120.1091,574067.0
2020-12-24,119.5707,121.0467,119.2737,120.5361,195740.0
2020-12-25,119.5707,121.0467,119.2737,120.5361,195740.0
2020-12-26,119.5707,121.0467,119.2737,120.5361,195740.0
2020-12-27,119.5707,121.0467,119.2737,120.5361,195740.0
2020-12-28,121.2787,121.5108,118.5682,118.6053,518718.0
2020-12-29,119.2458,119.8121,117.1572,118.364,435853.0
2020-12-30,118.3918,120.7821,118.3918,120.304,690703.0
2020-12-31,120.5083,121.5386,119.3015,120.6197,424659.0
2021-01-01,120.5083,121.5386,119.3015,120.6197,424659.0
2021-01-02,120.5083,121.5386,119.3015,120.6197,424659.0
2021-01-03,120.5083,121.5386,119.3015,120.6197,424659.0
2021-01-04,121.4737,121.4737,116.8323,116.8973,753796.0
2021-01-05,118.169,122.3927,118.0112,122.1606,1815165.0
2021-01-06,124.0821,130.0416,123.8129,126.7555,1407669.0
2021-01-07,128.0737,129.856,127.1361,129.4197,809752.0
2021-01-08,129.4197,129.6332,125.6323,127.0062,582748.0
2021-01-09,129.4197,129.6332,125.6323,127.0062,582748.0
2021-01-10,129.4197,129.6332,125.6323,127.0062,582748.0
2021-01-11,125.3353,127.8447,124.6484,127.164,837487.0
2021-01-12,127.164,129.0576,126.1614,128.7977,834371.0
2021-01-13,128.7142,129.6982,126.4214,126.9876,732179.0
2021-01-14,127.591,129.1598,127.0062,127.7024,567208.0
2021-01-15,126.4863,126.8809,123.7851,124.4627,758974.0
2021-01-16,126.4863,126.8809,123.7851,124.4627,758974.0
2021-01-17,126.4863,126.8809,123.7851,124.4627,758974.0
2021-01-18,126.4863,126.8809,123.7851,124.4627,758974.0
2021-01-19,125.3353,126.2691,122.9496,123.0332,694663.0
2021-01-20,124.0078,124.0078,121.5015,122.8754,633100.0
2021-01-21,123.3116,124.5091,121.8311,122.8382,847538.0
2021-01-22,121.7429,122.5319,120.6754,121.9749,623268.0
2021-01-23,121.7429,122.5319,120.6754,121.9749,623268.0
2021-01-24,121.7429,122.5319,120.6754,121.9749,623268.0
2021-01-25,121.223,121.8728,117.807,119.1716,902303.0
2021-01-26,120.564,121.3948,116.3775,116.6374,777076.0
2021-01-27,114.4838,114.9108,110.5201,110.8078,1515283.0
2021-01-28,112.0517,115.05,111.2534,112.9521,1373821.0
2021-01-29,108.6078,114.753,107.1411,113.3884,1912519.0
2021-01-30,108.6078,114.753,107.1411,113.3884,1912519.0
2021-01-31,108.6078,114.753,107.1411,113.3884,1912519.0
2021-02-01,114.7715,115.7277,112.2559,113.8711,1330036.0
2021-02-02,115.3749,116.7209,113.277,116.0526,1281329.0
2021-02-03,115.5977,118.0483,115.5049,117.1943,1224346.0
2021-02-04,117.3521,118.5867,116.396,117.018,981291.0
2021-02-05,118.234,119.5846,117.25,118.1876,682935.0
2021-02-06,118.234,119.5846,117.25,118.1876,682935.0
2021-02-07,118.234,119.5846,117.25,118.1876,682935.0
2021-02-08,119.1582,121.5847,118.9902,121.3607,680707.0
2021-02-09,121.0527,121.8226,120.4461,120.7447,631251.0
2021-02-10,121.6033,121.9393,119.7928,120.5301,783425.0
2021-02-11,121.0714,122.4992,119.9141,121.762,850665.0
2021-02-12,121.8366,123.8805,121.8366,123.8711,696779.0
2021-02-13,121.8366,123.8805,121.8366,123.8711,696779.0
2021-02-14,121.8366,123.8805,121.8366,123.8711,696779.0
2021-02-15,121.8366,123.8805,121.8366,123.8711,696779.0
2021-02-16,124.6364,125.6816,122.2566,122.3686,690572.0
2021-02-17,121.8646,123.6378,120.6327,123.5818,797945.0
2021-02-18,122.5459,123.2552,121.5473,122.6299,648235.0
2021-02-19,123.3858,126.8576,123.3858,126.1949,695342.0
2021-02-20,123.3858,126.8576,123.3858,126.1949,695342.0
2021-02-21,123.3858,126.8576,123.3858,126.1949,695342.0
2021-02-22,125.579,129.7506,125.3363,128.3414,848993.0
2021-02-23,128.3414,128.5281,125.9803,127.8188,795189.0
2021-02-24,128.5561,133.1756,128.0615,131.7851,913096.0
2021-02-25,131.5892,132.9424,128.8454,129.5453,677233.0
2021-02-26,129.7786,131.1319,126.7129,129.6387,1143151.0
2021-02-27,129.7786,131.1319,126.7129,129.6387,1143151.0
2021-02-28,129.7786,131.1319,126.7129,129.6387,1143151.0
2021-03-01,132.1025,134.7529,131.6265,132.9984,729007.0
2021-03-02,132.8957,135.1915,132.8957,133.1944,775000.0
2021-03-03,133.5957,135.4155,132.9331,133.997,693321.0
2021-03-04,133.773,135.5182,130.1146,132.3264,859890.0
2021-03-05,133.9876,138.839,133.7077,137.9913,811839.0
2021-03-06,133.9876,138.839,133.7077,137.9913,811839.0
2021-03-07,133.9876,138.839,133.7077,137.9913,811839.0
2021-03-08,137.5433,142.4149,137.5433,140.0818,955902.0
2021-03-09,140.0818,140.5484,135.3315,135.6582,1091734.0
2021-03-10,135.8075,138.6726,135.6208,137.7113,756462.0
2021-03-11,138.9339,139.5125,136.8667,137.1887,955360.0
2021-03-12,137.7767,138.8592,137.4407,138.122,764146.0
2021-03-13,137.7767,138.8592,137.4407,138.122,764146.0
2021-03-14,137.7767,138.8592,137.4407,138.122,764146.0
2021-03-15,137.59,138.3179,134.1649,136.1715,665426.0
2021-03-16,135.9941,136.4056,132.9051,134.109,836103.0
2021-03-17,135.1729,136.7781,134.067,136.7687,752945.0
2021-03-18,137.674,141.0151,137.4127,138.7472,689865.0
2021-03-19,137.674,139.1952,134.4263,137.786,1855902.0
2021-03-20,137.674,139.1952,134.4263,137.786,1855902.0
2021-03-21,137.674,139.1952,134.4263,137.786,1855902.0
2021-03-22,137.954,138.3926,135.7702,137.1327,691700.0
2021-03-23,135.9101,137.422,131.1785,132.0278,998211.0
2021-03-24,132.9144,136.1248,132.8211,133.381,638483.0
2021-03-25,133.3717,139.9231,132.6811,139.6245,1012384.0
2021-03-26,143.1242,145.2334,140.8097,142.4989,762376.0
2021-03-27,143.1242,145.2334,140.8097,142.4989,762376.0
2021-03-28,143.1242,145.2334,140.8097,142.4989,762376.0
2021-03-29,141.5377,143.5722,140.8284,142.0603,788493.0
2021-03-30,142.7322,143.6375,141.0757,141.379,715026.0
2021-03-31,141.1924,142.3683,139.5125,139.8112,945321.0
2021-04-01,140.1005,141.8083,138.2993,141.7523,670378.0
2021-04-02,140.1005,141.8083,138.2993,141.7523,670378.0
2021-04-03,140.1005,141.8083,138.2993,141.7523,670378.0
2021-04-04,140.1005,141.8083,138.2993,141.7523,670378.0
2021-04-05,143.1429,143.9548,141.5937,143.4602,534378.0
2021-04-06,142.4989,144.5568,142.2983,143.2735,658363.0
2021-04-07,143.0682,143.0682,140.8377,140.9217,689102.0
2021-04-08,140.9217,141.3837,138.8032,140.0818,927630.0
2021-04-09,141.3417,142.2283,139.8485,142.163,666272.0
2021-04-10,141.3417,142.2283,139.8485,142.163,666272.0
2021-04-11,141.3417,142.2283,139.8485,142.163,666272.0
2021-04-12,143.4042,144.5988,142.9189,144.2255,1207244.0
2021-04-13,143.1149,143.3389,140.9404,141.7897,769404.0
2021-04-14,141.603,144.3888,141.4257,143.2362,414818.0
2021-04-15,143.8522,146.1386,142.6389,145.0934,722539.0
2021-04-16,147.1745,148.6771,146.7079,147.3799,753454.0
2021-04-17,147.1745,148.6771,146.7079,147.3799,753454.0
2021-04-18,147.1745,148.6771,146.7079,147.3799,753454.0
2021-04-19,147.8278,148.3598,146.8386,147.7065,725286.0
2021-04-20,147.3425,147.6505,143.5162,145.1587,665279.0
2021-04-21,145.168,148.6818,145.1307,148.0705,592686.0
2021-04-22,148.0518,148.1405,143.5068,143.7868,733500.0
2021-04-23,141.8933,148.9238,139.203,147.4521,1264612.0
2021-04-24,141.8933,148.9238,139.203,147.4521,1264612.0
2021-04-25,141.8933,148.9238,139.203,147.4521,1264612.0
2021-04-26,148.277,150.7142,147.1709,147.8833,783629.0
2021-04-27,147.4615,147.4615,145.9148,146.7303,869519.0
2021-04-28,146.9647,147.5927,146.046,146.4116,592338.0
2021-04-29,147.977,148.2958,145.7648,147.9114,578526.0
2021-04-30,147.2834,148.3801,145.6898,146.8428,773548.0
2021-05-01,147.2834,148.3801,145.6898,146.8428,773548.0
2021-05-02,147.2834,148.3801,145.6898,146.8428,773548.0
2021-05-03,148.577,151.1642,148.5081,149.7956,569672.0
2021-05-04,148.8301,155.5184,148.5395,154.8106,1167940.0
2021-05-05,155.6262,157.9697,154.2482,157.0041,910669.0
2021-05-06,157.1635,158.0353,153.6108,157.8478,667553.0
2021-05-07,156.123,158.2321,155.5141,158.0728,520232.0
2021-05-08,156.123,158.2321,155.5141,158.0728,520232.0
2021-05-09,156.123,158.2321,155.5141,158.0728,520232.0
2021-05-10,159.357,160.296,156.6386,156.7323,615143.0
2021-05-11,155.6074,158.1009,154.3654,157.6697,469682.0
2021-05-12,157.0885,157.5385,152.4578,152.7952,527334.0
2021-05-13,153.3483,156.5917,152.7296,156.2167,603436.0
2021-05-14,156.3198,157.4822,155.8418,156.7229,545878.0
2021-05-15,156.3198,157.4822,155.8418,156.7229,545878.0
2021-05-16,156.3198,157.4822,155.8418,156.7229,545878.0
2021-05-17,156.2167,158.6821,155.3543,158.4477,500129.0
