,NI US Equity,NI US Equity,NI US Equity,NI US Equity,NI US Equity
2021-03-02,19.7942,19.8031,19.4571,19.5694,3950206.0
2021-03-03,19.4795,19.5245,18.9761,19.3896,5396003.0
2021-03-04,19.4526,19.7312,19.1919,19.3267,5467114.0
2021-03-05,19.4166,19.7582,19.3357,19.6503,4956836.0
2021-03-06,19.4166,19.7582,19.3357,19.6503,4956836.0
2021-03-07,19.4166,19.7582,19.3357,19.6503,4956836.0
2021-03-08,19.7582,19.92,19.5874,19.8121,6788245.0
2021-03-09,19.8211,19.8751,19.6503,19.8031,5633382.0
2021-03-10,19.8031,20.0458,19.7222,19.893,5152792.0
2021-03-11,19.8211,20.2067,19.7852,19.956,3592239.0
2021-03-12,20.0728,20.4414,20.0279,20.2706,3924151.0
2021-03-13,20.0728,20.4414,20.0279,20.2706,3924151.0
2021-03-14,20.0728,20.4414,20.0279,20.2706,3924151.0
2021-03-15,20.3695,20.9358,20.2975,20.7021,4065112.0
2021-03-16,20.6571,21.1156,20.6301,21.0796,5562309.0
2021-03-17,21.0796,21.4122,20.9358,21.0796,8248581.0
2021-03-18,21.0616,21.4032,20.9178,21.1875,6476564.0
2021-03-19,21.2055,21.574,21.0706,21.2953,10310959.0
2021-03-20,21.2055,21.574,21.0706,21.2953,10310959.0
2021-03-21,21.2055,21.574,21.0706,21.2953,10310959.0
2021-03-22,21.61,21.61,20.8009,21.0526,4649750.0
2021-03-23,21.0347,21.3133,20.8369,21.1425,5810708.0
2021-03-24,21.0616,21.6459,21.0077,21.4661,6746626.0
2021-03-25,21.574,21.9875,21.4482,21.8976,3945067.0
2021-03-26,21.9066,21.9066,21.1695,21.3942,4625538.0
2021-03-27,21.9066,21.9066,21.1695,21.3942,4625538.0
2021-03-28,21.9066,21.9066,21.1695,21.3942,4625538.0
2021-03-29,21.4302,21.8257,21.3178,21.7088,3437820.0
2021-03-30,21.6549,21.6549,21.3313,21.565,2282577.0
2021-03-31,21.5021,21.7358,21.4302,21.6729,2941568.0
2021-04-01,21.6279,21.6729,21.4077,21.6369,2022365.0
2021-04-02,21.6279,21.6729,21.4077,21.6369,2022365.0
2021-04-03,21.6279,21.6729,21.4077,21.6369,2022365.0
2021-04-04,21.6279,21.6729,21.4077,21.6369,2022365.0
2021-04-05,21.6729,22.0414,21.6729,21.9605,2421873.0
2021-04-06,21.8347,22.0594,21.7718,22.0414,2042981.0
2021-04-07,22.0594,22.1853,22.001,22.1403,2015820.0
2021-04-08,22.2033,22.2752,22.028,22.1583,3381271.0
2021-04-09,22.2212,22.419,22.0729,22.2122,2135240.0
2021-04-10,22.2212,22.419,22.0729,22.2122,2135240.0
2021-04-11,22.2212,22.419,22.0729,22.2122,2135240.0
2021-04-12,22.2752,22.3561,22.1493,22.2482,1922640.0
2021-04-13,21.3133,22.3201,21.1066,22.0325,16849902.0
2021-04-14,22.1134,22.8294,22.0684,22.7066,14761340.0
2021-04-15,22.7516,23.1112,22.5628,22.9943,4182031.0
2021-04-16,23.0572,23.2864,23.0123,23.0303,3938005.0
2021-04-17,23.0572,23.2864,23.0123,23.0303,3938005.0
2021-04-18,23.0572,23.2864,23.0123,23.0303,3938005.0
2021-04-19,23.1022,23.2325,22.9314,23.1381,3587389.0
2021-04-20,23.219,23.6235,23.1381,23.5336,4203770.0
2021-04-21,23.5786,23.6415,23.1315,23.3988,5606681.0
2021-04-22,23.4527,23.5876,23.273,23.282,3253359.0
2021-04-23,23.0572,23.4572,23.0123,23.1201,3216837.0
2021-04-24,23.0572,23.4572,23.0123,23.1201,3216837.0
2021-04-25,23.0572,23.4572,23.0123,23.1201,3216837.0
2021-04-26,23.228,23.228,22.9943,23.0752,2779060.0
2021-04-27,23.0303,23.0842,22.8325,22.9763,3974296.0
2021-04-28,23.0303,23.1696,22.8325,23.0213,4469716.0
2021-04-29,23.0938,23.5063,23.0938,23.3567,6294645.0
2021-04-30,23.4746,23.5925,23.3114,23.5925,5759951.0
2021-05-01,23.4746,23.5925,23.3114,23.5925,5759951.0
2021-05-02,23.4746,23.5925,23.3114,23.5925,5759951.0
2021-05-03,23.5562,23.7466,23.3749,23.4837,3916834.0
2021-05-04,23.5834,23.6741,23.2434,23.5199,5108652.0
2021-05-05,23.792,23.792,23.1663,23.3749,4453939.0
2021-05-06,23.5109,23.5743,23.3069,23.3567,3907477.0
2021-05-07,23.2751,23.7013,23.2298,23.5562,3537264.0
2021-05-08,23.2751,23.7013,23.2298,23.5562,3537264.0
2021-05-09,23.2751,23.7013,23.2298,23.5562,3537264.0
2021-05-10,23.6469,24.1184,23.5743,24.0005,4859216.0
2021-05-11,23.9461,24.0005,23.2389,23.4021,4929400.0
2021-05-12,23.4655,23.4746,22.9941,23.0303,2221703.0
2021-05-13,23.0122,23.4837,22.8762,23.3567,2647037.0
2021-05-14,23.3749,23.5666,23.3341,23.3477,2205329.0
2021-05-15,23.3749,23.5666,23.3341,23.3477,2205329.0
2021-05-16,23.3749,23.5666,23.3341,23.3477,2205329.0
2021-05-17,23.3114,23.4111,23.0575,23.0757,3678658.0
2021-05-18,23.0303,23.0621,22.8399,22.8943,2527667.0
2021-05-19,22.9487,22.9487,22.5244,22.8308,3579741.0
2021-05-20,22.8218,23.0666,22.7991,22.9578,3108368.0
2021-05-21,22.9941,23.0802,22.7991,23.0485,2522503.0
2021-05-22,22.9941,23.0802,22.7991,23.0485,2522503.0
2021-05-23,22.9941,23.0802,22.7991,23.0485,2522503.0
2021-05-24,23.1029,23.2842,23.0485,23.1754,3622736.0
2021-05-25,23.1391,23.1663,22.8535,22.9669,3121222.0
2021-05-26,23.0031,23.1482,22.9578,23.0847,3109003.0
2021-05-27,23.2298,23.3567,23.0575,23.1301,4494732.0
2021-05-28,23.2751,23.3386,23.0757,23.121,3960172.0
2021-05-29,23.2751,23.3386,23.0757,23.121,3960172.0
2021-05-30,23.2751,23.3386,23.0757,23.121,3960172.0
2021-05-31,23.2751,23.3386,23.0757,23.121,3960172.0
2021-06-01,23.1663,23.2479,22.9759,23.0575,2582246.0
2021-06-02,23.1391,23.2842,22.985,23.1663,4964439.0
2021-06-03,23.0575,23.1935,22.9578,23.1029,4438221.0
2021-06-04,23.1119,23.2389,23.0303,23.1119,2943953.0
2021-06-05,23.1119,23.2389,23.0303,23.1119,2943953.0
2021-06-06,23.1119,23.2389,23.0303,23.1119,2943953.0
2021-06-07,23.1391,23.1709,23.0485,23.1301,2379109.0
2021-06-08,23.1845,23.2343,22.849,23.0485,2929177.0
2021-06-09,23.1391,23.3023,23.0349,23.2298,2430421.0
2021-06-10,23.2389,23.4565,23.1754,23.3477,2961289.0
2021-06-11,23.3567,23.597,23.2978,23.5834,7275171.0
2021-06-12,23.3567,23.597,23.2978,23.5834,7275171.0
2021-06-13,23.3567,23.597,23.2978,23.5834,7275171.0
2021-06-14,23.5743,23.7149,23.4157,23.6015,3274948.0
2021-06-15,23.665,23.9144,23.6378,23.7194,6423226.0
2021-06-16,23.792,23.8736,23.3749,23.4021,2485500.0
2021-06-17,23.4021,23.5743,23.2978,23.4655,2640354.0
2021-06-18,23.2298,23.3205,22.6314,22.6858,5017293.0
2021-06-19,23.2298,23.3205,22.6314,22.6858,5017293.0
2021-06-20,23.2298,23.3205,22.6314,22.6858,5017293.0
2021-06-21,22.722,23.0666,22.586,23.0213,4547969.0
2021-06-22,23.0213,23.1029,22.7764,22.8036,2903227.0
2021-06-23,22.8127,22.849,22.5316,22.5407,2848081.0
2021-06-24,22.5407,22.6223,22.3594,22.5226,2687596.0
2021-06-25,22.5135,22.7764,22.4863,22.7583,4057598.0
2021-06-26,22.5135,22.7764,22.4863,22.7583,4057598.0
2021-06-27,22.5135,22.7764,22.4863,22.7583,4057598.0
2021-06-28,22.8308,22.9306,22.713,22.8127,1890543.0
2021-06-29,22.8218,22.8716,22.237,22.3412,2556751.0
2021-06-30,22.3594,22.4138,22.0692,22.2143,3683444.0
2021-07-01,22.2506,22.645,22.1599,22.4863,3129863.0
2021-07-02,22.5226,22.5407,22.2868,22.5135,2097071.0
2021-07-03,22.5226,22.5407,22.2868,22.5135,2097071.0
2021-07-04,22.5226,22.5407,22.2868,22.5135,2097071.0
2021-07-05,22.5226,22.5407,22.2868,22.5135,2097071.0
2021-07-06,22.4682,22.5951,22.1327,22.5498,2583008.0
2021-07-07,22.4682,22.7356,22.3594,22.6948,2359066.0
2021-07-08,22.5951,22.7311,22.5135,22.6223,3150177.0
2021-07-09,22.7674,22.8218,22.509,22.7946,2711591.0
2021-07-10,22.7674,22.8218,22.509,22.7946,2711591.0
2021-07-11,22.7674,22.8218,22.509,22.7946,2711591.0
2021-07-12,22.6495,22.9306,22.5951,22.8852,1945630.0
2021-07-13,22.8399,22.8943,22.6223,22.6404,2391360.0
2021-07-14,22.6314,22.8989,22.4319,22.8308,1979091.0
2021-07-15,22.7492,23.2117,22.6948,23.1754,3191488.0
2021-07-16,23.2479,23.5109,23.1483,23.3477,3135594.0
2021-07-17,23.2479,23.5109,23.1483,23.3477,3135594.0
2021-07-18,23.2479,23.5109,23.1483,23.3477,3135594.0
2021-07-19,23.1935,23.3658,22.3231,22.6314,3461653.0
2021-07-20,22.6767,23.0711,22.6586,22.8218,4098941.0
2021-07-21,22.8399,22.9306,22.4682,22.4772,2303285.0
2021-07-22,22.4319,22.6404,22.4319,22.5588,2649609.0
2021-07-23,22.6314,22.9215,22.577,22.858,2402641.0
2021-07-24,22.6314,22.9215,22.577,22.858,2402641.0
2021-07-25,22.6314,22.9215,22.577,22.858,2402641.0
2021-07-26,22.8036,22.9487,22.7402,22.8852,2560909.0
2021-07-27,22.858,23.2842,22.7583,23.2117,2528559.0
2021-07-28,23.2207,23.2661,22.9034,23.121,2098276.0
2021-07-29,23.2216,23.2765,22.9884,23.0478,2123667.0
2021-07-30,23.0478,23.2033,22.5173,22.6545,10273862.0
2021-07-31,23.0478,23.2033,22.5173,22.6545,10273862.0
2021-08-01,23.0478,23.2033,22.5173,22.6545,10273862.0
2021-08-02,22.7003,23.1027,22.6728,22.9838,3218202.0
2021-08-03,23.1027,23.3039,22.9015,23.1484,2861254.0
2021-08-04,23.0524,23.1484,22.714,23.0935,2709117.0
2021-08-05,23.0112,23.2993,22.9792,23.2673,1979840.0
2021-08-06,23.3222,23.5143,23.2216,23.2307,1570046.0
2021-08-07,23.3222,23.5143,23.2216,23.2307,1570046.0
2021-08-08,23.3222,23.5143,23.2216,23.2307,1570046.0
2021-08-09,23.2765,23.3405,22.9381,23.0844,1870495.0
2021-08-10,23.057,23.0844,22.8832,22.9289,2406789.0
2021-08-11,22.9289,23.249,22.9198,23.1942,2277926.0
2021-08-12,23.2307,23.2948,23.057,23.1301,1719604.0
2021-08-13,23.1393,23.3679,23.1027,23.2948,1301189.0
2021-08-14,23.1393,23.3679,23.1027,23.2948,1301189.0
2021-08-15,23.1393,23.3679,23.1027,23.2948,1301189.0
2021-08-16,23.3313,23.56,23.2124,23.4502,2319970.0
2021-08-17,23.3588,23.5646,23.3313,23.496,3190192.0
2021-08-18,23.5508,23.5508,23.2353,23.2948,2999474.0
2021-08-19,23.2856,23.6423,23.249,23.3222,4638539.0
2021-08-20,23.3039,23.5554,23.1667,23.5143,2212888.0
2021-08-21,23.3039,23.5554,23.1667,23.5143,2212888.0
2021-08-22,23.3039,23.5554,23.1667,23.5143,2212888.0
2021-08-23,23.5143,23.5371,23.1759,23.1759,2526632.0
2021-08-24,23.121,23.1301,22.7734,23.0295,3779073.0
2021-08-25,22.9564,23.0021,22.7551,22.8923,2960244.0
2021-08-26,22.8466,22.9564,22.5631,22.6545,4043437.0
2021-08-27,22.7003,22.7963,22.6362,22.7003,2510522.0
2021-08-28,22.7003,22.7963,22.6362,22.7003,2510522.0
2021-08-29,22.7003,22.7963,22.6362,22.7003,2510522.0
2021-08-30,22.6911,22.7597,22.5448,22.6454,2734193.0
2021-08-31,22.5997,22.7551,22.4442,22.5448,4701223.0
2021-09-01,22.6545,23.057,22.5649,23.057,3221264.0
2021-09-02,23.1027,23.2399,23.0798,23.2124,2320430.0
2021-09-03,23.1484,23.153,22.9152,22.9198,2177718.0
2021-09-04,23.1484,23.153,22.9152,22.9198,2177718.0
2021-09-05,23.1484,23.153,22.9152,22.9198,2177718.0
2021-09-06,23.1484,23.153,22.9152,22.9198,2177718.0
2021-09-07,22.8283,22.8832,22.5539,22.6088,3552337.0
2021-09-08,22.5173,23.0707,22.4991,22.9564,2686655.0
2021-09-09,22.9746,23.0204,22.8832,22.9015,3525337.0
2021-09-10,22.9015,22.9746,22.4899,22.5082,3289073.0
2021-09-11,22.9015,22.9746,22.4899,22.5082,3289073.0
2021-09-12,22.9015,22.9746,22.4899,22.5082,3289073.0
2021-09-13,22.6271,22.9335,22.4945,22.5997,3986130.0
2021-09-14,22.6728,22.7506,22.1286,22.2338,3594013.0
2021-09-15,22.2338,22.4259,22.1058,22.1241,4414977.0
2021-09-16,22.2155,22.3802,21.9686,21.996,3151619.0
2021-09-17,22.0509,22.1241,21.9229,21.9777,6367530.0
2021-09-18,22.0509,22.1241,21.9229,21.9777,6367530.0
2021-09-19,22.0509,22.1241,21.9229,21.9777,6367530.0
2021-09-20,21.8771,22.1469,21.6439,21.8863,3180559.0
2021-09-21,21.9594,22.1469,21.8634,21.9503,3588633.0
2021-09-22,22.0418,22.2247,21.8909,22.0692,3760264.0
2021-09-23,22.1058,22.2155,21.8405,21.868,3088392.0
2021-09-24,21.8954,22.0692,21.7811,21.9594,3415832.0
2021-09-25,21.8954,22.0692,21.7811,21.9594,3415832.0
2021-09-26,21.8954,22.0692,21.7811,21.9594,3415832.0
2021-09-27,22.0601,22.3299,21.7811,21.8405,4850866.0
2021-09-28,21.8497,21.9869,21.6302,21.804,4064603.0
2021-09-29,21.8405,22.2521,21.7399,22.1607,3378391.0
2021-09-30,22.2338,22.2978,22.0143,22.1607,4207319.0
2021-10-01,22.3344,22.3893,22.1104,22.2247,4756959.0
2021-10-02,22.3344,22.3893,22.1104,22.2247,4756959.0
2021-10-03,22.3344,22.3893,22.1104,22.2247,4756959.0
2021-10-04,22.2613,22.618,22.1972,22.4899,5050738.0
2021-10-05,22.4716,22.5265,22.1881,22.307,4760494.0
2021-10-06,22.1881,22.5859,21.9686,22.5448,3324986.0
2021-10-07,22.5631,22.7094,22.4076,22.4625,3426587.0
2021-10-08,22.4167,22.5265,22.3253,22.3436,2681689.0
2021-10-09,22.4167,22.5265,22.3253,22.3436,2681689.0
2021-10-10,22.4167,22.5265,22.3253,22.3436,2681689.0
2021-10-11,22.3436,22.435,22.1927,22.2613,2184107.0
2021-10-12,22.2247,22.4167,22.1698,22.2796,3914797.0
2021-10-13,22.4991,22.6865,22.4076,22.5814,4792254.0
2021-10-14,22.6454,22.9198,22.6088,22.7734,4533320.0
2021-10-15,22.7734,22.8695,22.6362,22.7551,2991598.0
2021-10-16,22.7734,22.8695,22.6362,22.7551,2991598.0
2021-10-17,22.7734,22.8695,22.6362,22.7551,2991598.0
2021-10-18,22.6454,22.6683,22.3527,22.4167,3059519.0
2021-10-19,22.5082,22.5539,22.3802,22.5356,2061287.0
2021-10-20,22.618,22.9015,22.5814,22.7826,2975960.0
2021-10-21,22.7734,22.8695,22.7003,22.7734,3952726.0
2021-10-22,22.7826,22.9929,22.746,22.9106,3150033.0
2021-10-23,22.7826,22.9929,22.746,22.9106,3150033.0
2021-10-24,22.7826,22.9929,22.746,22.9106,3150033.0
2021-10-25,22.8649,22.9472,22.7094,22.8375,2233648.0
2021-10-26,22.8649,22.9884,22.7734,22.8283,3200316.0
2021-10-27,22.8649,22.9015,22.6545,22.7186,2930970.0
2021-10-28,22.7647,22.7924,22.654,22.7739,3112252.0
2021-10-29,22.6909,22.8847,22.6401,22.7647,3494350.0
2021-10-30,22.6909,22.8847,22.6401,22.7647,3494350.0
2021-10-31,22.6909,22.8847,22.6401,22.7647,3494350.0
2021-11-01,22.7463,22.9769,22.7001,22.9123,3017515.0
2021-11-02,23.0046,23.0092,22.7186,22.8293,4268628.0
2021-11-03,22.9862,23.6321,22.9123,23.3368,6673184.0
2021-11-04,23.4014,23.4106,22.857,23.1338,5797300.0
2021-11-05,23.2815,23.4937,23.18,23.3553,4811804.0
2021-11-06,23.2815,23.4937,23.18,23.3553,4811804.0
2021-11-07,23.2815,23.4937,23.18,23.3553,4811804.0
2021-11-08,23.4014,23.4199,22.9354,23.1338,3434466.0
2021-11-09,23.18,23.263,23.0508,23.0969,6084506.0
2021-11-10,23.1984,23.4291,23.1615,23.3553,3497460.0
2021-11-11,23.3461,23.3461,23.0139,23.1523,2748964.0
2021-11-12,23.1154,23.263,23.0508,23.143,4483708.0
2021-11-13,23.1154,23.263,23.0508,23.143,4483708.0
2021-11-14,23.1154,23.263,23.0508,23.143,4483708.0
2021-11-15,23.3184,23.5952,23.2307,23.5675,3636093.0
2021-11-16,23.669,23.6921,23.3091,23.3276,2327259.0
2021-11-17,23.2076,23.3691,23.1707,23.3368,4132688.0
2021-11-18,23.3553,23.4429,23.1154,23.18,2403974.0
2021-11-19,23.143,23.2907,23.0231,23.2722,10134405.0
2021-11-20,23.143,23.2907,23.0231,23.2722,10134405.0
2021-11-21,23.143,23.2907,23.0231,23.2722,10134405.0
2021-11-22,23.2999,23.609,23.1523,23.5029,5689657.0
2021-11-23,23.5952,23.8628,23.4476,23.5675,2697158.0
2021-11-24,23.6044,23.6413,23.4476,23.5029,2289114.0
2021-11-25,23.6044,23.6413,23.4476,23.5029,2289114.0
2021-11-26,23.2815,23.383,23.0139,23.06,1713158.0
2021-11-27,23.2815,23.383,23.0139,23.06,1713158.0
2021-11-28,23.2815,23.383,23.0139,23.06,1713158.0
2021-11-29,23.1846,23.3737,22.8893,23.2999,4959502.0
2021-11-30,23.1338,23.1661,22.5986,22.6171,6013779.0
2021-12-01,22.8478,23.1984,22.4971,22.5156,5812573.0
2021-12-02,22.5986,23.1061,22.5432,22.9031,5562633.0
2021-12-03,23.0415,23.2122,22.8616,23.1615,4730044.0
2021-12-04,23.0415,23.2122,22.8616,23.1615,4730044.0
2021-12-05,23.0415,23.2122,22.8616,23.1615,4730044.0
2021-12-06,23.3553,23.8259,23.2999,23.6967,3604521.0
2021-12-07,23.6598,23.9874,23.5491,23.8351,4674261.0
2021-12-08,23.8905,24.0012,23.7798,23.8167,5971837.0
2021-12-09,23.8628,23.992,23.7059,23.8536,4060283.0
2021-12-10,23.9828,24.0381,23.8074,23.9274,3904219.0
2021-12-11,23.9828,24.0381,23.8074,23.9274,3904219.0
2021-12-12,23.9828,24.0381,23.8074,23.9274,3904219.0
2021-12-13,23.9643,24.3426,23.9089,24.2411,3354812.0
2021-12-14,24.2688,24.4257,24.1212,24.1858,4437984.0
2021-12-15,24.278,24.5641,24.1535,24.5457,3728247.0
2021-12-16,24.5641,25.0209,24.5457,24.8317,5271697.0
2021-12-17,24.7025,24.9655,24.6748,24.804,7150572.0
2021-12-18,24.7025,24.9655,24.6748,24.804,7150572.0
2021-12-19,24.7025,24.9655,24.6748,24.804,7150572.0
2021-12-20,24.5826,24.9794,24.4672,24.9424,4300424.0
2021-12-21,25.0993,25.1916,24.6979,24.7487,3642850.0
2021-12-22,24.7025,24.8963,24.6472,24.8409,1871419.0
2021-12-23,24.9055,24.9978,24.7625,24.7948,2113195.0
2021-12-24,24.9055,24.9978,24.7625,24.7948,2113195.0
2021-12-25,24.9055,24.9978,24.7625,24.7948,2113195.0
2021-12-26,24.9055,24.9978,24.7625,24.7948,2113195.0
2021-12-27,24.7856,25.0116,24.7302,24.9794,3176567.0
2021-12-28,24.9886,25.247,24.9886,25.247,1666646.0
2021-12-29,25.3208,25.5607,25.1824,25.5607,3222044.0
2021-12-30,25.6437,25.6991,25.3023,25.4223,2503755.0
2021-12-31,25.4131,25.6068,25.3485,25.4776,2686688.0
2022-01-01,25.4131,25.6068,25.3485,25.4776,2686688.0
2022-01-02,25.4131,25.6068,25.3485,25.4776,2686688.0
2022-01-03,25.4684,25.4915,25.0993,25.3946,2972268.0
2022-01-04,25.45,25.7268,25.3854,25.4869,3840368.0
2022-01-05,25.6068,25.8052,25.4869,25.6253,3742699.0
2022-01-06,25.7083,25.736,25.4776,25.5146,2562224.0
2022-01-07,25.5146,25.8098,25.3023,25.7176,3838122.0
2022-01-08,25.5146,25.8098,25.3023,25.7176,3838122.0
2022-01-09,25.5146,25.8098,25.3023,25.7176,3838122.0
2022-01-10,25.7176,25.8514,25.5053,25.6253,6248820.0
2022-01-11,25.6161,25.6991,25.2423,25.6622,5969616.0
2022-01-12,25.5607,25.856,25.4823,25.7914,4115099.0
2022-01-13,25.8006,26.2435,25.7499,26.142,5476445.0
2022-01-14,26.0959,26.2066,25.9575,26.142,5641939.0
2022-01-15,26.0959,26.2066,25.9575,26.142,5641939.0
2022-01-16,26.0959,26.2066,25.9575,26.142,5641939.0
2022-01-17,26.0959,26.2066,25.9575,26.142,5641939.0
2022-01-18,26.0313,26.1144,25.6714,25.9852,4624373.0
2022-01-19,25.9852,26.0682,25.6253,25.7822,5016098.0
2022-01-20,25.8098,26.0313,25.6391,25.6899,4786441.0
2022-01-21,25.8283,25.8975,25.33,25.4038,5027012.0
2022-01-22,25.8283,25.8975,25.33,25.4038,5027012.0
2022-01-23,25.8283,25.8975,25.33,25.4038,5027012.0
2022-01-24,25.1916,25.4038,24.3703,24.9517,9006650.0
2022-01-25,24.924,25.187,24.6887,25.0439,8125069.0
2022-01-26,25.0532,25.5053,24.9517,25.2193,5749844.0
2022-01-27,25.533,25.9575,25.4315,25.8098,7021207.0
2022-01-28,26.0682,27.0094,26.0682,27.0094,16433666.0
2022-01-29,26.0682,27.0094,26.0682,27.0094,16433666.0
2022-01-30,26.0682,27.0094,26.0682,27.0094,16433666.0
2022-01-31,26.7788,26.9633,26.4789,26.9264,13156324.0
2022-02-01,26.9079,27.0833,26.3635,26.6034,7493782.0
2022-02-02,26.6588,27.3647,26.6588,27.314,8064468.0
2022-02-03,27.2817,27.8584,27.1525,27.4431,9597344.0
2022-02-04,27.1848,27.4155,26.7234,27.0833,7231090.0
2022-02-05,27.1848,27.4155,26.7234,27.0833,7231090.0
2022-02-06,27.1848,27.4155,26.7234,27.0833,7231090.0
2022-02-07,26.9298,27.2088,26.6693,26.7809,5789295.0
2022-02-08,26.9391,27.2088,26.7763,26.8833,4470677.0
2022-02-09,27.0507,27.1065,26.7344,26.9949,4381540.0
2022-02-10,26.7205,26.9716,26.3717,26.5112,4793377.0
2022-02-11,26.5577,26.9065,26.3903,26.753,5717886.0
2022-02-12,26.5577,26.9065,26.3903,26.753,5717886.0
2022-02-13,26.5577,26.9065,26.3903,26.753,5717886.0
2022-02-14,26.8368,26.8926,26.1344,26.4275,4439305.0
2022-02-15,26.181,26.7437,26.1717,26.2879,4413508.0
2022-02-16,26.2972,26.567,26.0833,26.4182,4802322.0
2022-02-17,26.3251,26.6089,26.1251,26.5763,3773310.0
2022-02-18,26.4461,26.7856,26.2693,26.4647,5024728.0
2022-02-19,26.4461,26.7856,26.2693,26.4647,5024728.0
2022-02-20,26.4461,26.7856,26.2693,26.4647,5024728.0
2022-02-21,26.4461,26.7856,26.2693,26.4647,5024728.0
2022-02-22,26.5391,26.6228,26.1577,26.381,5228190.0
2022-02-23,26.3344,27.1716,25.9531,26.2414,7648698.0
2022-02-24,26.0833,26.4368,25.9438,26.353,9223155.0
2022-02-25,26.6786,27.0414,26.4647,26.9577,5719945.0
2022-02-26,26.6786,27.0414,26.4647,26.9577,5719945.0
2022-02-27,26.6786,27.0414,26.4647,26.9577,5719945.0
2022-02-28,26.66,27.0228,26.66,26.9112,5890551.0
2022-03-01,26.967,27.153,26.4135,26.6507,6395036.0
2022-03-02,26.5856,27.2135,26.5763,27.153,5793620.0
2022-03-03,27.2461,27.7391,27.2088,27.5995,6779926.0
2022-03-04,27.5158,28.3716,27.4228,28.353,4230643.0
2022-03-05,27.5158,28.3716,27.4228,28.353,4230643.0
2022-03-06,27.5158,28.3716,27.4228,28.353,4230643.0
2022-03-07,28.3716,28.4088,27.8879,28.0088,3602366.0
2022-03-08,28.1205,28.1763,27.4879,27.5437,5677870.0
2022-03-09,27.8786,28.0367,27.5809,27.5809,4063092.0
2022-03-10,27.3949,27.9344,27.3484,27.8321,4482655.0
2022-03-11,27.8042,28.1391,27.6926,27.7112,3941710.0
2022-03-12,27.8042,28.1391,27.6926,27.7112,3941710.0
2022-03-13,27.8042,28.1391,27.6926,27.7112,3941710.0
2022-03-14,27.9902,28.046,27.3623,27.5437,3270059.0
2022-03-15,27.8414,27.86,27.46,27.767,3237185.0
2022-03-16,27.7577,28.046,27.5437,27.9902,3921941.0
2022-03-17,27.9716,28.2832,27.9437,28.0367,3782316.0
2022-03-18,28.046,28.1856,27.7902,27.9902,8149359.0
2022-03-19,28.046,28.1856,27.7902,27.9902,8149359.0
2022-03-20,28.046,28.1856,27.7902,27.9902,8149359.0
2022-03-21,28.0553,28.5065,27.9902,28.2414,3384762.0
2022-03-22,28.3809,28.4274,28.0414,28.1112,4033878.0
2022-03-23,28.1856,28.2972,27.7902,28.1391,4059144.0
2022-03-24,28.1391,28.4832,28.0553,28.4088,2892045.0
2022-03-25,28.5112,29.0042,28.4693,28.967,3925960.0
2022-03-26,28.5112,29.0042,28.4693,28.967,3925960.0
2022-03-27,28.5112,29.0042,28.4693,28.967,3925960.0
2022-03-28,28.9298,29.0693,28.7484,28.8832,4595582.0
2022-03-29,28.846,29.2646,28.7353,29.2367,2836043.0
2022-03-30,29.2739,29.4135,29.0879,29.4042,2541826.0
2022-03-31,29.3111,29.7576,29.3018,29.5809,3599775.0
2022-04-01,29.5065,29.8507,29.246,29.8414,3716546.0
2022-04-02,29.5065,29.8507,29.246,29.8414,3716546.0
2022-04-03,29.5065,29.8507,29.246,29.8414,3716546.0
2022-04-04,29.6646,29.6972,29.1437,29.5065,4721159.0
2022-04-05,29.5716,29.953,29.4972,29.6367,3551611.0
2022-04-06,29.7297,30.3111,29.7018,30.1948,4529556.0
2022-04-07,30.1669,30.1669,29.5716,29.8693,4588730.0
2022-04-08,30.0367,30.0832,29.7297,29.8135,3057233.0
2022-04-09,30.0367,30.0832,29.7297,29.8135,3057233.0
2022-04-10,30.0367,30.0832,29.7297,29.8135,3057233.0
2022-04-11,29.8693,30.0088,29.5809,29.6646,2962926.0
2022-04-12,29.5809,29.9809,29.4135,29.8693,4134113.0
2022-04-13,29.8228,29.8693,29.4367,29.4693,3207016.0
2022-04-14,29.553,29.7205,29.4088,29.5344,3756546.0
2022-04-15,29.553,29.7205,29.4088,29.5344,3756546.0
2022-04-16,29.553,29.7205,29.4088,29.5344,3756546.0
2022-04-17,29.553,29.7205,29.4088,29.5344,3756546.0
2022-04-18,29.6181,29.8042,29.3483,29.5251,4006115.0
2022-04-19,29.6553,29.7762,29.4135,29.553,3379475.0
2022-04-20,29.8321,30.0432,29.6693,29.86,4920363.0
2022-04-21,29.8088,30.046,29.153,29.1995,7613251.0
2022-04-22,29.1623,29.2088,28.6879,28.7158,4329532.0
2022-04-23,29.1623,29.2088,28.6879,28.7158,4329532.0
2022-04-24,29.1623,29.2088,28.6879,28.7158,4329532.0
2022-04-25,28.66,28.6879,27.9716,28.446,6174278.0
2022-04-26,28.3158,28.7623,28.0833,28.0926,4320498.0
2022-04-27,28.1763,28.3437,27.7298,28.0088,5370111.0
2022-04-28,28.126,28.3698,27.9385,28.1823,5422859.0
2022-04-29,27.9948,28.0417,27.2541,27.301,6169950.0
2022-04-30,27.9948,28.0417,27.2541,27.301,6169950.0
2022-05-01,27.9948,28.0417,27.2541,27.301,6169950.0
2022-05-02,27.3948,27.4698,26.5979,26.9354,6427325.0
2022-05-03,27.0666,27.526,27.0104,27.151,7759624.0
