,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity
2021-03-14,68.3597,69.1076,67.9195,68.3124,288352.0
2021-03-15,68.1136,68.6343,67.148,68.5207,207033.0
2021-03-16,68.5775,69.3064,68.4253,69.1739,138368.0
2021-03-17,68.8425,69.1834,68.2177,68.3881,169526.0
2021-03-18,68.3029,69.3159,68.2745,69.1171,175491.0
2021-03-19,69.013,69.7608,68.3881,69.7608,901149.0
2021-03-20,69.013,69.7608,68.3881,69.7608,901149.0
2021-03-21,69.013,69.7608,68.3881,69.7608,901149.0
2021-03-22,69.7608,70.0543,68.3692,69.4484,201292.0
2021-03-23,69.3727,71.4081,69.1171,70.433,175381.0
2021-03-24,70.2815,71.2376,69.6946,70.2815,340523.0
2021-03-25,70.291,70.6602,69.5904,70.3194,167775.0
2021-03-26,70.2626,71.569,70.0922,71.4081,283556.0
2021-03-27,70.2626,71.569,70.0922,71.4081,283556.0
2021-03-28,70.2626,71.569,70.0922,71.4081,283556.0
2021-03-29,71.3513,72.5346,71.1474,71.8625,219075.0
2021-03-30,71.7962,72.1275,70.8684,71.2187,140094.0
2021-03-31,71.1998,71.9855,70.9249,71.5879,227551.0
2021-04-01,71.5879,72.1938,71.3229,71.8435,122973.0
2021-04-02,71.5879,72.1938,71.3229,71.8435,122973.0
2021-04-03,71.5879,72.1938,71.3229,71.8435,122973.0
2021-04-04,71.5879,72.1938,71.3229,71.8435,122973.0
2021-04-05,71.8909,72.5535,71.6921,72.1843,226615.0
2021-04-06,72.2317,73.4907,72.0329,73.131,253310.0
2021-04-07,73.2825,73.6233,72.35,72.7523,121805.0
2021-04-08,73.0553,73.2825,72.4115,72.9417,145163.0
2021-04-09,73.1878,73.2635,72.5535,72.989,112423.0
2021-04-10,73.1878,73.2635,72.5535,72.989,112423.0
2021-04-11,73.1878,73.2635,72.5535,72.989,112423.0
2021-04-12,73.1405,74.3806,73.0837,74.0114,144970.0
2021-04-13,73.7464,74.8161,73.6327,74.4848,160173.0
2021-04-14,74.428,75.28,74.3778,75.0528,86919.0
2021-04-15,75.261,76.3308,75.261,76.2929,115648.0
2021-04-16,76.6811,77.3153,76.3545,76.4065,275191.0
2021-04-17,76.6811,77.3153,76.3545,76.4065,275191.0
2021-04-18,76.6811,77.3153,76.3545,76.4065,275191.0
2021-04-19,76.2267,76.6337,74.977,75.8385,166862.0
2021-04-20,75.7344,77.0454,75.7344,76.7568,133727.0
2021-04-21,77.0692,77.5946,76.6148,77.4573,187758.0
2021-04-22,77.6183,78.2525,77.0124,77.268,150489.0
2021-04-23,77.3816,78.8679,77.0692,77.9875,195360.0
2021-04-24,77.3816,78.8679,77.0692,77.9875,195360.0
2021-04-25,77.3816,78.8679,77.0692,77.9875,195360.0
2021-04-26,77.9875,77.9875,75.6776,76.132,170183.0
2021-04-27,76.2645,76.6527,74.2055,74.5416,151160.0
2021-04-28,74.5321,74.7404,74.1364,74.2954,145823.0
2021-04-29,74.5605,75.6113,74.3096,74.7214,145807.0
2021-04-30,74.6173,75.2421,73.9641,74.9676,723981.0
2021-05-01,74.6173,75.2421,73.9641,74.9676,723981.0
2021-05-02,74.6173,75.2421,73.9641,74.9676,723981.0
2021-05-03,74.9676,75.8764,74.3854,75.0528,318943.0
2021-05-04,75.0528,76.1367,74.7546,75.706,189231.0
2021-05-05,75.99,75.99,73.273,74.7593,146711.0
2021-05-06,75.3368,75.9899,75.0244,75.6397,202775.0
2021-05-07,75.6776,76.5391,75.1948,75.261,176557.0
2021-05-08,75.6776,76.5391,75.1948,75.261,176557.0
2021-05-09,75.6776,76.5391,75.1948,75.261,176557.0
2021-05-10,75.261,75.7722,74.6173,74.7214,246631.0
2021-05-11,74.409,75.2421,73.557,74.4564,194210.0
2021-05-12,74.1156,74.1156,72.6955,72.8659,162126.0
2021-05-13,72.8186,74.8066,72.8186,74.6078,215278.0
2021-05-14,74.9168,75.3534,74.3464,74.6031,135465.0
2021-05-15,74.9168,75.3534,74.3464,74.6031,135465.0
2021-05-16,74.9168,75.3534,74.3464,74.6031,135465.0
2021-05-17,74.4985,75.164,73.5668,73.6619,138443.0
2021-05-18,73.0344,73.3577,72.7587,72.8823,323502.0
2021-05-19,72.445,73.3101,72.3594,73.12,157995.0
2021-05-20,73.2055,74.8408,73.196,74.451,304466.0
2021-05-21,74.451,75.088,73.6904,74.7647,275832.0
2021-05-22,74.451,75.088,73.6904,74.7647,275832.0
2021-05-23,74.451,75.088,73.6904,74.7647,275832.0
2021-05-24,74.8978,76.0767,74.6411,75.2686,166371.0
2021-05-25,75.5823,75.5823,74.5651,75.0975,242358.0
2021-05-26,75.3161,76.7707,74.8598,76.4095,231997.0
2021-05-27,76.6376,76.6376,75.3542,75.3922,185126.0
2021-05-28,75.7249,76.4665,75.3542,75.4587,120527.0
2021-05-29,75.7249,76.4665,75.3542,75.4587,120527.0
2021-05-30,75.7249,76.4665,75.3542,75.4587,120527.0
2021-05-31,75.7249,76.4665,75.3542,75.4587,120527.0
2021-06-01,75.6109,75.9103,75.0024,75.2211,160346.0
2021-06-02,75.3542,75.4873,74.5983,74.9644,189875.0
2021-06-03,74.8693,75.6584,74.5936,75.5348,150339.0
2021-06-04,75.7059,75.9911,74.9454,75.0214,190208.0
2021-06-05,75.7059,75.9911,74.9454,75.0214,190208.0
2021-06-06,75.7059,75.9911,74.9454,75.0214,190208.0
2021-06-07,75.107,75.9816,75.107,75.8771,121927.0
2021-06-08,76.0862,76.0862,75.3447,75.8295,134641.0
2021-06-09,75.9911,76.7422,75.9911,76.5616,100433.0
2021-06-10,76.5806,77.2936,76.2193,77.1415,96988.0
2021-06-11,77.3127,78.4155,76.9262,78.387,129035.0
2021-06-12,77.3127,78.4155,76.9262,78.387,129035.0
2021-06-13,77.3127,78.4155,76.9262,78.387,129035.0
2021-06-14,78.4345,78.6151,77.3887,78.1778,144974.0
2021-06-15,78.406,79.1761,77.9686,78.9954,173345.0
2021-06-16,79.3187,79.6229,77.9544,78.368,148210.0
2021-06-17,78.3489,79.5468,77.9211,78.7577,169134.0
2021-06-18,78.3965,78.5391,76.2478,76.2574,278508.0
2021-06-19,78.3965,78.5391,76.2478,76.2574,278508.0
2021-06-20,78.3965,78.5391,76.2478,76.2574,278508.0
2021-06-21,76.3239,77.769,75.801,77.6454,125768.0
2021-06-22,77.9306,77.9306,76.8088,77.5218,175998.0
2021-06-23,77.2651,77.2651,75.6204,75.6204,293035.0
2021-06-24,76.0767,76.2098,75.107,76.1338,155921.0
2021-06-25,75.9341,77.2746,75.744,77.1795,954542.0
2021-06-26,75.9341,77.2746,75.744,77.1795,954542.0
2021-06-27,75.9341,77.2746,75.744,77.1795,954542.0
2021-06-28,77.3127,78.2919,76.8563,77.0179,149782.0
2021-06-29,76.8183,77.4077,75.6299,75.763,101399.0
2021-06-30,75.744,76.2859,75.6299,75.6394,144367.0
2021-07-01,75.7535,76.6567,75.6489,76.3239,134898.0
2021-07-02,76.438,77.2176,76.0862,76.8658,128700.0
2021-07-03,76.438,77.2176,76.0862,76.8658,128700.0
2021-07-04,76.438,77.2176,76.0862,76.8658,128700.0
2021-07-05,76.438,77.2176,76.0862,76.8658,128700.0
2021-07-06,76.9609,77.4743,75.7059,77.3792,163217.0
2021-07-07,77.1035,78.7387,77.0254,78.6722,197307.0
2021-07-08,78.5676,79.1095,77.8546,78.1113,148067.0
2021-07-09,78.4155,78.8148,77.7215,78.444,96770.0
2021-07-10,78.4155,78.8148,77.7215,78.444,96770.0
2021-07-11,78.4155,78.8148,77.7215,78.444,96770.0
2021-07-12,78.5676,78.8908,78.1683,78.6912,99937.0
2021-07-13,78.3394,79.0715,78.2729,78.3299,105015.0
2021-07-14,78.4915,78.8813,77.8736,78.4345,89868.0
2021-07-15,77.8546,79.4898,77.8546,79.4803,96770.0
2021-07-16,79.9937,82.1423,79.9557,81.5909,249669.0
2021-07-17,79.9937,82.1423,79.9557,81.5909,249669.0
2021-07-18,79.9937,82.1423,79.9557,81.5909,249669.0
2021-07-19,81.1916,81.888,79.9842,81.049,199992.0
2021-07-20,80.9919,83.074,80.9444,81.9902,304089.0
2021-07-21,82.0472,82.7223,80.9073,81.0965,114930.0
2021-07-22,80.9444,81.5243,80.8588,80.9254,93124.0
2021-07-23,80.8493,82.4085,80.8493,82.2754,89193.0
2021-07-24,80.8493,82.4085,80.8493,82.2754,89193.0
2021-07-25,80.8493,82.4085,80.8493,82.2754,89193.0
2021-07-26,82.4465,82.5987,81.6574,82.1423,143291.0
2021-07-27,81.762,82.9694,81.2344,82.9219,209580.0
2021-07-28,83.1976,83.3878,82.1899,83.2547,168483.0
2021-07-29,83.73,84.1388,83.093,83.9011,148405.0
2021-07-30,84.1198,85.2892,83.9487,83.9677,422463.0
2021-07-31,84.1198,85.2892,83.9487,83.9677,422463.0
2021-08-01,84.1198,85.2892,83.9487,83.9677,422463.0
2021-08-02,84.2624,84.7901,83.3783,84.31,171503.0
2021-08-03,84.4716,85.351,84.1674,84.7378,185856.0
2021-08-04,84.5667,85.9357,84.0343,85.8026,209771.0
2021-08-05,86.278,87.0385,85.5649,86.972,125625.0
2021-08-06,87.0195,87.5329,86.1924,86.2399,147542.0
2021-08-07,87.0195,87.5329,86.1924,86.2399,147542.0
2021-08-08,87.0195,87.5329,86.1924,86.2399,147542.0
2021-08-09,86.2399,86.7913,84.7093,85.3653,115889.0
2021-08-10,85.641,85.641,84.3385,84.7853,148414.0
2021-08-11,85.1086,85.4223,83.5779,83.9202,84309.0
2021-08-12,84.2434,84.676,83.8441,84.3575,111695.0
2021-08-13,84.6392,85.527,84.5866,85.4315,134194.0
2021-08-14,84.6392,85.527,84.5866,85.4315,134194.0
2021-08-15,84.6392,85.527,84.5866,85.4315,134194.0
2021-08-16,85.6415,86.4768,85.5174,86.4053,187817.0
2021-08-17,86.0043,86.453,85.1165,86.1189,190909.0
2021-08-18,86.4816,86.663,85.0019,85.2119,109762.0
2021-08-19,85.0878,86.2239,85.0878,86.0043,145217.0
2021-08-20,86.0711,87.4458,85.9184,87.2549,201002.0
2021-08-21,86.0711,87.4458,85.9184,87.2549,201002.0
2021-08-22,86.0711,87.4458,85.9184,87.2549,201002.0
2021-08-23,87.0258,87.1594,86.1666,86.4816,167173.0
2021-08-24,86.2048,86.8014,84.8683,85.2692,143111.0
2021-08-25,85.1642,85.8896,84.6057,85.0496,161247.0
2021-08-26,85.0878,86.0234,84.496,85.737,120100.0
2021-08-27,86.2048,87.1785,85.866,86.3384,182749.0
2021-08-28,86.2048,87.1785,85.866,86.3384,182749.0
2021-08-29,86.2048,87.1785,85.866,86.3384,182749.0
2021-08-30,86.7585,87.9422,86.7585,87.9231,123291.0
2021-08-31,88.2573,88.5628,87.4935,88.0282,187666.0
2021-09-01,88.3145,90.1475,88.1666,89.5938,131644.0
2021-09-02,89.8038,90.0902,89.212,89.9184,130341.0
2021-09-03,89.6701,89.9852,88.811,89.0974,129092.0
2021-09-04,89.6701,89.9852,88.811,89.0974,129092.0
2021-09-05,89.6701,89.9852,88.811,89.0974,129092.0
2021-09-06,89.6701,89.9852,88.811,89.0974,129092.0
2021-09-07,88.9446,89.4697,87.8468,88.2955,174236.0
2021-09-08,87.9422,90.6534,87.9422,90.3957,216008.0
2021-09-09,90.0616,90.2048,88.811,88.8205,149315.0
2021-09-10,88.8492,88.8492,86.243,86.4053,176751.0
2021-09-11,88.8492,88.8492,86.243,86.4053,176751.0
2021-09-12,88.8492,88.8492,86.243,86.4053,176751.0
2021-09-13,86.8444,87.3122,84.0568,84.4578,196865.0
2021-09-14,84.7155,85.317,84.2382,84.6582,144437.0
2021-09-15,84.4769,85.021,83.5843,84.1714,201922.0
2021-09-16,84.5628,84.6304,82.6057,83.1308,172337.0
2021-09-17,83.6081,84.1809,82.0998,82.7394,742866.0
2021-09-18,83.6081,84.1809,82.0998,82.7394,742866.0
2021-09-19,83.6081,84.1809,82.0998,82.7394,742866.0
2021-09-20,82.5771,84.2955,82.1189,84.1236,195638.0
2021-09-21,84.2,84.9255,83.4554,83.5127,132412.0
2021-09-22,83.4363,84.4482,82.7394,83.5509,152800.0
2021-09-23,83.8086,84.6105,83.1308,83.2454,120925.0
2021-09-24,83.4649,84.2287,83.1833,83.7895,136124.0
2021-09-25,83.4649,84.2287,83.1833,83.7895,136124.0
2021-09-26,83.4649,84.2287,83.1833,83.7895,136124.0
2021-09-27,83.6081,84.4196,82.6344,82.7776,119574.0
2021-09-28,82.9303,83.0449,82.1284,82.2812,145641.0
2021-09-29,82.3384,83.5413,82.3003,82.959,137723.0
2021-09-30,83.4172,83.4363,81.6034,81.6416,137543.0
2021-10-01,81.8707,82.5389,81.0783,81.6988,159393.0
2021-10-02,81.8707,82.5389,81.0783,81.6988,159393.0
2021-10-03,81.8707,82.5389,81.0783,81.6988,159393.0
2021-10-04,81.6129,83.7991,81.6129,83.5413,147907.0
2021-10-05,83.5318,84.1332,82.8826,83.9136,220240.0
2021-10-06,83.9327,84.9637,83.0162,84.8396,134379.0
2021-10-07,85.0306,85.7465,84.706,84.9065,147077.0
2021-10-08,85.0401,85.2788,83.6654,84.2955,128417.0
2021-10-09,85.0401,85.2788,83.6654,84.2955,128417.0
2021-10-10,85.0401,85.2788,83.6654,84.2955,128417.0
2021-10-11,84.2668,84.6296,83.6368,84.5246,117208.0
2021-10-12,84.6678,85.3933,84.2573,85.0974,168146.0
2021-10-13,85.0974,85.5365,84.6201,85.2406,168949.0
2021-10-14,85.3551,86.5007,85.3551,86.4625,108135.0
2021-10-15,86.8826,87.0735,85.737,85.7465,188104.0
2021-10-16,86.8826,87.0735,85.737,85.7465,188104.0
2021-10-17,86.8826,87.0735,85.737,85.7465,188104.0
2021-10-18,85.2692,85.9948,84.2287,84.9637,116535.0
2021-10-19,85.3647,85.8706,84.8158,85.2024,138974.0
2021-10-20,85.3074,86.873,85.3074,86.0329,127130.0
2021-10-21,86.1475,86.1475,85.1928,85.4124,102241.0
2021-10-22,85.7943,86.3098,85.336,85.3742,153745.0
2021-10-23,85.7943,86.3098,85.336,85.3742,153745.0
2021-10-24,85.7943,86.3098,85.336,85.3742,153745.0
2021-10-25,85.6224,86.7585,84.9733,86.4625,145293.0
2021-10-26,86.4625,87.589,86.4625,86.8921,139358.0
2021-10-27,87.1499,87.2312,85.6988,85.8325,88617.0
2021-10-28,85.842,87.274,85.7322,87.0067,104565.0
2021-10-29,87.2262,87.7418,86.3575,86.7203,250332.0
2021-10-30,87.2262,87.7418,86.3575,86.7203,250332.0
2021-10-31,87.2262,87.7418,86.3575,86.7203,250332.0
2021-11-01,85.4888,85.6129,83.7322,85.4792,220658.0
2021-11-02,85.9184,87.5174,84.6051,86.6248,255033.0
2021-11-03,86.5198,87.0258,85.3265,86.453,156675.0
2021-11-04,86.6153,88.095,86.453,88.0568,214384.0
2021-11-05,88.5628,90.2429,88.5628,89.9947,184871.0
2021-11-06,88.5628,90.2429,88.5628,89.9947,184871.0
2021-11-07,88.5628,90.2429,88.5628,89.9947,184871.0
2021-11-08,90.5866,90.6248,87.9613,89.0878,154495.0
2021-11-09,89.2596,89.6797,88.7632,88.8205,107572.0
2021-11-10,88.9446,89.8611,88.3241,89.3933,105550.0
2021-11-11,89.546,89.5842,88.3241,88.8682,64915.0
2021-11-12,89.2085,89.3043,88.3555,88.7484,87289.0
2021-11-13,89.2085,89.3043,88.3555,88.7484,87289.0
2021-11-14,89.2085,89.3043,88.3555,88.7484,87289.0
2021-11-15,89.1701,89.3714,88.5759,89.2947,115625.0
2021-11-16,88.8635,89.151,88.183,88.4034,116612.0
2021-11-17,88.4034,90.1765,87.9146,90.1477,200478.0
2021-11-18,90.1477,90.7611,89.4864,90.4544,165077.0
2021-11-19,90.6844,92.2466,90.603,92.0358,211555.0
2021-11-20,90.6844,92.2466,90.603,92.0358,211555.0
2021-11-21,90.6844,92.2466,90.603,92.0358,211555.0
2021-11-22,91.9304,93.32,91.4799,92.0166,145351.0
2021-11-23,91.6716,92.3616,91.1732,91.9495,137352.0
2021-11-24,91.9783,91.9783,90.3394,90.7419,155400.0
2021-11-25,91.9783,91.9783,90.3394,90.7419,155400.0
2021-11-26,90.1956,91.1157,87.6175,88.6047,170982.0
2021-11-27,90.1956,91.1157,87.6175,88.6047,170982.0
2021-11-28,90.1956,91.1157,87.6175,88.6047,170982.0
2021-11-29,89.1893,91.0103,88.9737,90.972,143118.0
2021-11-30,90.972,91.8345,90.0806,90.2627,206841.0
2021-12-01,90.7324,92.86,90.119,90.1861,165899.0
2021-12-02,90.7899,92.3904,90.6269,91.8537,141526.0
2021-12-03,92.4383,92.4383,90.9815,91.8345,169857.0
2021-12-04,92.4383,92.4383,90.9815,91.8345,169857.0
2021-12-05,92.4383,92.4383,90.9815,91.8345,169857.0
2021-12-06,93.0804,94.2018,92.745,94.0293,163273.0
2021-12-07,94.0389,94.8631,93.7322,94.5851,126950.0
2021-12-08,92.9654,94.4222,92.63,93.6172,149732.0
2021-12-09,93.8472,93.8472,92.6108,92.975,127889.0
2021-12-10,93.253,94.3302,93.253,93.713,146321.0
2021-12-11,93.253,94.3302,93.253,93.713,146321.0
2021-12-12,93.253,94.3302,93.253,93.713,146321.0
2021-12-13,93.3296,95.764,93.0229,95.1889,217110.0
2021-12-14,95.0164,95.2848,93.6747,94.0101,192255.0
2021-12-15,94.1155,96.454,94.0197,96.3199,199401.0
2021-12-16,96.339,98.2654,95.4442,97.1633,226528.0
2021-12-17,97.1249,97.93,96.6745,96.8662,479001.0
2021-12-18,97.1249,97.93,96.6745,96.8662,479001.0
2021-12-19,97.1249,97.93,96.6745,96.8662,479001.0
2021-12-20,96.5786,98.5625,96.0084,98.0737,243074.0
2021-12-21,98.4571,98.5338,95.764,96.3103,185958.0
2021-12-22,96.2624,97.2831,95.7562,97.1058,135950.0
2021-12-23,97.6233,97.6856,96.0419,96.1761,62763.0
2021-12-24,97.6233,97.6856,96.0419,96.1761,62763.0
2021-12-25,97.6233,97.6856,96.0419,96.1761,62763.0
2021-12-26,97.6233,97.6856,96.0419,96.1761,62763.0
2021-12-27,96.1761,96.8278,95.879,96.7607,68606.0
2021-12-28,96.8182,97.0195,96.1282,96.9907,105145.0
2021-12-29,97.2303,98.39,96.8134,98.3325,118864.0
2021-12-30,98.4859,98.9459,97.7958,98.7446,69334.0
2021-12-31,98.9555,99.4539,97.8821,99.1376,84438.0
2022-01-01,98.9555,99.4539,97.8821,99.1376,84438.0
2022-01-02,98.9555,99.4539,97.8821,99.1376,84438.0
2022-01-03,99.1376,99.1376,96.6505,98.5242,155813.0
2022-01-04,98.1696,98.6128,96.0898,96.3007,131501.0
2022-01-05,95.8502,96.8809,95.1985,95.9461,139934.0
2022-01-06,96.2049,97.0387,95.3615,95.8023,127230.0
2022-01-07,95.3615,95.6681,93.7034,94.3264,127999.0
2022-01-08,95.3615,95.6681,93.7034,94.3264,127999.0
2022-01-09,95.3615,95.6681,93.7034,94.3264,127999.0
2022-01-10,93.8376,94.082,92.1652,92.7067,128444.0
2022-01-11,92.9559,93.2338,90.1861,91.9016,183631.0
2022-01-12,91.432,92.6683,91.317,91.9591,198270.0
2022-01-13,92.0741,92.4671,91.3649,91.5757,80759.0
2022-01-14,91.317,91.3457,89.2852,90.0615,163924.0
2022-01-15,91.317,91.3457,89.2852,90.0615,163924.0
2022-01-16,91.317,91.3457,89.2852,90.0615,163924.0
2022-01-17,91.317,91.3457,89.2852,90.0615,163924.0
2022-01-18,89.0743,89.2468,87.7325,87.9913,224616.0
2022-01-19,88.0488,89.1222,87.4738,88.0488,153450.0
2022-01-20,88.2501,89.5172,87.3013,87.5025,127942.0
2022-01-21,87.5025,88.5855,86.8029,87.9913,212582.0
2022-01-22,87.5025,88.5855,86.8029,87.9913,212582.0
2022-01-23,87.5025,88.5855,86.8029,87.9913,212582.0
2022-01-24,87.7613,88.1734,85.6145,87.5121,209051.0
2022-01-25,86.5824,88.4178,86.2758,87.6463,235146.0
2022-01-26,88.3076,89.5535,86.4674,87.3779,378334.0
2022-01-27,87.5984,88.7964,85.7966,86.0266,151592.0
2022-01-28,86.2087,86.9562,84.6944,86.7741,180266.0
2022-01-29,86.2087,86.9562,84.6944,86.7741,180266.0
2022-01-30,86.2087,86.9562,84.6944,86.7741,180266.0
2022-01-31,86.5249,88.4993,86.132,88.3938,541523.0
2022-02-01,88.7293,89.266,85.7007,86.2183,158636.0
2022-02-02,86.2853,87.2533,86.1512,86.9754,196297.0
2022-02-03,86.5537,86.9562,85.7678,85.9595,125497.0
2022-02-04,85.7295,85.8828,83.7647,85.0873,115120.0
2022-02-05,85.7295,85.8828,83.7647,85.0873,115120.0
2022-02-06,85.7295,85.8828,83.7647,85.0873,115120.0
2022-02-07,84.7711,85.6624,84.2727,85.1832,162483.0
2022-02-08,85.2982,86.7262,85.1465,85.7966,121085.0
2022-02-09,85.9211,86.1703,83.9372,84.5506,167959.0
2022-02-10,83.458,84.1193,82.3175,82.3942,167848.0
2022-02-11,83.0172,83.343,81.7521,82.5955,126225.0
2022-02-12,83.0172,83.343,81.7521,82.5955,126225.0
2022-02-13,83.0172,83.343,81.7521,82.5955,126225.0
2022-02-14,83.0141,83.3318,81.3105,82.35,147177.0
2022-02-15,82.8216,83.2163,81.2335,81.4838,134153.0
2022-02-16,82.119,82.402,80.5263,81.8014,161321.0
2022-02-17,81.4934,82.7928,81.1373,82.35,247365.0
2022-02-18,78.9717,83.2307,78.2113,82.8024,254943.0
2022-02-19,78.9717,83.2307,78.2113,82.8024,254943.0
2022-02-20,78.9717,83.2307,78.2113,82.8024,254943.0
2022-02-21,78.9717,83.2307,78.2113,82.8024,254943.0
2022-02-22,82.6869,83.274,81.4453,82.2634,270948.0
2022-02-23,82.2923,83.1585,80.3384,80.5502,207864.0
2022-02-24,78.9236,80.4153,78.7407,80.0112,218710.0
2022-02-25,80.1556,81.2335,79.3663,80.0689,184839.0
2022-02-26,80.1556,81.2335,79.3663,80.0689,184839.0
2022-02-27,80.1556,81.2335,79.3663,80.0689,184839.0
2022-02-28,80.1363,81.3683,79.3952,81.0025,249331.0
2022-03-01,81.349,82.0613,79.7321,80.3769,177392.0
2022-03-02,80.4058,81.9265,80.1556,81.7725,146557.0
2022-03-03,81.2528,82.6773,80.9929,81.5415,196641.0
2022-03-04,81.3202,84.8428,81.041,84.814,215383.0
2022-03-05,81.3202,84.8428,81.041,84.814,215383.0
2022-03-06,81.3202,84.8428,81.041,84.814,215383.0
2022-03-07,85.2375,86.8641,83.9381,86.6042,293656.0
2022-03-08,86.2577,86.5561,83.4809,84.0247,206935.0
2022-03-09,84.6504,84.6504,82.4751,82.6676,231906.0
2022-03-10,82.1383,82.8264,80.5694,81.5512,119281.0
2022-03-11,81.7148,81.9747,80.2172,80.7427,113303.0
2022-03-12,81.7148,81.9747,80.2172,80.7427,113303.0
2022-03-13,81.7148,81.9747,80.2172,80.7427,113303.0
2022-03-14,81.3009,81.7533,80.2422,80.8582,140576.0
2022-03-15,81.6474,82.9901,81.2913,82.7446,215944.0
2022-03-16,82.9564,83.0238,81.3779,82.4463,137047.0
2022-03-17,82.3404,83.4472,82.1671,82.7446,113565.0
2022-03-18,83.1489,84.2365,82.6195,84.1595,366732.0
2022-03-19,83.1489,84.2365,82.6195,84.1595,366732.0
2022-03-20,83.1489,84.2365,82.6195,84.1595,366732.0
2022-03-21,84.1499,84.7466,83.4087,83.9381,107979.0
2022-03-22,84.3424,84.5417,82.4992,82.8216,205257.0
2022-03-23,83.0141,83.659,81.8977,82.1864,189649.0
2022-03-24,82.5136,83.9911,82.3981,83.4376,176988.0
2022-03-25,83.7264,84.5541,83.1393,83.7071,144691.0
2022-03-26,83.7264,84.5541,83.1393,83.7071,144691.0
2022-03-27,83.7264,84.5541,83.1393,83.7071,144691.0
2022-03-28,83.967,84.4194,83.7649,84.0536,142922.0
2022-03-29,84.6889,86.4598,84.6889,86.2481,217213.0
2022-03-30,86.6042,86.6042,85.5455,86.2481,102951.0
2022-03-31,86.3443,87.0951,85.353,85.6802,296180.0
2022-04-01,85.8342,89.3184,85.3433,89.2799,308276.0
2022-04-02,85.8342,89.3184,85.3433,89.2799,308276.0
2022-04-03,85.8342,89.3184,85.3433,89.2799,308276.0
2022-04-04,89.0585,89.0585,85.0546,85.969,182469.0
2022-04-05,86.0845,87.0758,85.6706,86.0171,194136.0
2022-04-06,85.9208,87.0806,85.9112,86.7004,173726.0
2022-04-07,87.1336,87.4127,86.5464,86.8159,163760.0
2022-04-08,86.8448,87.3646,86.0171,86.1326,165463.0
2022-04-09,86.8448,87.3646,86.0171,86.1326,165463.0
2022-04-10,86.8448,87.3646,86.0171,86.1326,165463.0
2022-04-11,86.2577,86.2577,84.9535,85.4396,187212.0
2022-04-12,85.6128,86.4502,85.1123,85.3722,162210.0
2022-04-13,85.5262,85.6513,83.9092,84.1499,205243.0
2022-04-14,84.506,84.7947,82.0131,82.1479,95131.0
2022-04-15,84.506,84.7947,82.0131,82.1479,95131.0
2022-04-16,84.506,84.7947,82.0131,82.1479,95131.0
2022-04-17,84.506,84.7947,82.0131,82.1479,95131.0
2022-04-18,81.9554,82.6869,79.4866,80.0497,183590.0
2022-04-19,80.3769,81.6377,80.2614,80.7908,177656.0
2022-04-20,81.5512,84.044,81.519,83.0045,177594.0
2022-04-21,83.0045,83.6686,81.8014,81.8592,147017.0
2022-04-22,82.2153,82.5906,80.8582,81.2528,211066.0
2022-04-23,82.2153,82.5906,80.8582,81.2528,211066.0
2022-04-24,82.2153,82.5906,80.8582,81.2528,211066.0
2022-04-25,81.7725,81.7725,78.7407,80.0593,227723.0
2022-04-26,79.5203,80.5502,79.068,79.3278,206764.0
2022-04-27,79.0006,79.4626,76.9409,77.0564,295256.0
2022-04-28,77.3547,78.5028,77.066,78.3076,157780.0
2022-04-29,77.7301,77.8071,75.4105,75.7089,659335.0
2022-04-30,77.7301,77.8071,75.4105,75.7089,659335.0
2022-05-01,77.7301,77.8071,75.4105,75.7089,659335.0
2022-05-02,76.1228,76.8157,74.1208,74.9197,252043.0
2022-05-03,74.0823,74.9533,72.1188,73.5337,293074.0
2022-05-04,73.4759,75.1555,72.4846,74.6309,287308.0
2022-05-05,74.4865,74.525,72.244,72.9754,209725.0
2022-05-06,72.5231,73.1487,71.9648,73.0428,235973.0
2022-05-07,72.5231,73.1487,71.9648,73.0428,235973.0
2022-05-08,72.5231,73.1487,71.9648,73.0428,235973.0
2022-05-09,72.8311,73.9475,72.2921,73.4182,230179.0
2022-05-10,73.909,74.91,72.0996,73.0139,158295.0
2022-05-11,72.4172,74.0053,72.3402,72.9466,139645.0
2022-05-12,72.9947,74.424,72.5712,74.3325,178328.0
2022-05-13,74.9756,75.7299,74.144,75.4205,219869.0
2022-05-14,74.9756,75.7299,74.144,75.4205,219869.0
2022-05-15,74.9756,75.7299,74.144,75.4205,219869.0
2022-05-16,75.4301,76.2328,74.9555,75.082,153737.0
2022-05-17,75.6139,75.6139,73.8635,75.0917,157645.0
2022-05-18,75.6429,78.0218,75.1013,75.9137,298898.0
2022-05-19,76.0297,76.9291,74.9176,76.697,200789.0
2022-05-20,76.9968,76.9968,74.4147,76.2134,163123.0
2022-05-21,76.9968,76.9968,74.4147,76.2134,163123.0
2022-05-22,76.9968,76.9968,74.4147,76.2134,163123.0
2022-05-23,76.842,77.1321,76.0877,76.4359,122650.0
2022-05-24,76.7937,77.5383,75.2657,77.3546,127582.0
2022-05-25,77.6447,77.9396,76.9001,76.9871,193282.0
2022-05-26,77.8284,77.8284,75.9814,76.0007,117161.0
2022-05-27,75.962,77.4223,75.962,77.0645,121243.0
2022-05-28,75.962,77.4223,75.962,77.0645,121243.0
2022-05-29,75.962,77.4223,75.962,77.0645,121243.0
