,AIN US Equity,AIN US Equity,AIN US Equity,AIN US Equity,AIN US Equity
2021-03-15,82.7614,83.1483,81.3105,82.6067,120732.0
2021-03-16,82.0553,82.7711,80.1111,81.4169,160442.0
2021-03-17,81.6684,84.5703,81.4654,84.4929,181083.0
2021-03-18,84.8322,87.0621,82.9805,83.9888,243856.0
2021-03-19,84.0179,84.0179,82.0207,82.6218,316132.0
2021-03-20,84.0179,84.0179,82.0207,82.6218,316132.0
2021-03-21,84.0179,84.0179,82.0207,82.6218,316132.0
2021-03-22,82.263,82.263,80.3919,81.0608,72184.0
2021-03-23,79.5872,80.8863,77.6288,78.0844,138354.0
2021-03-24,79.0152,81.2547,77.8324,77.8615,97687.0
2021-03-25,77.5124,80.9542,76.6108,80.5761,113880.0
2021-03-26,81.3517,81.7783,79.18,80.7409,132058.0
2021-03-27,81.3517,81.7783,79.18,80.7409,132058.0
2021-03-28,81.3517,81.7783,79.18,80.7409,132058.0
2021-03-29,80.2852,81.9189,78.8407,78.9473,106571.0
2021-03-30,79.1897,80.0719,78.5789,79.4805,91280.0
2021-03-31,79.626,81.914,79.1751,80.9251,166726.0
2021-04-01,81.0027,82.2533,79.5387,81.7686,66088.0
2021-04-02,81.0027,82.2533,79.5387,81.7686,66088.0
2021-04-03,81.0027,82.2533,79.5387,81.7686,66088.0
2021-04-04,81.0027,82.2533,79.5387,81.7686,66088.0
2021-04-05,82.4085,83.727,82.0207,83.6107,119564.0
2021-04-06,83.8143,85.1619,83.6688,83.9015,106526.0
2021-04-07,84.1051,84.3693,81.5214,82.1758,65428.0
2021-04-08,82.4279,83.5428,81.342,83.1162,71955.0
2021-04-09,82.9999,84.5608,82.1612,84.0179,103333.0
2021-04-10,82.9999,84.5608,82.1612,84.0179,103333.0
2021-04-11,82.9999,84.5608,82.1612,84.0179,103333.0
2021-04-12,84.3475,84.7741,82.6896,84.1245,66913.0
2021-04-13,84.1148,84.1148,81.7686,82.7284,92178.0
2021-04-14,82.9611,85.8114,82.9611,84.0082,88384.0
2021-04-15,84.745,84.745,82.2049,84.2311,51144.0
2021-04-16,85.1425,85.6272,83.6397,85.2976,93788.0
2021-04-17,85.1425,85.6272,83.6397,85.2976,93788.0
2021-04-18,85.1425,85.6272,83.6397,85.2976,93788.0
2021-04-19,84.9874,85.8696,84.0566,85.0552,81878.0
2021-04-20,84.3669,84.9486,81.3905,82.5733,76835.0
2021-04-21,82.4085,85.0455,79.8448,84.1148,95527.0
2021-04-22,84.8419,84.9486,83.2616,83.3392,89803.0
2021-04-23,84.7547,85.8696,83.7561,85.2297,139572.0
2021-04-24,84.7547,85.8696,83.7561,85.2297,139572.0
2021-04-25,84.7547,85.8696,83.7561,85.2297,139572.0
2021-04-26,84.7547,86.6646,83.63,86.2962,93402.0
2021-04-27,87.1106,89.6022,85.8211,87.13,95487.0
2021-04-28,87.7796,87.7796,86.3738,87.5857,93155.0
2021-04-29,88.3322,88.6327,86.684,87.6632,89945.0
2021-04-30,86.6452,87.29,85.8018,86.5192,162932.0
2021-05-01,86.6452,87.29,85.8018,86.5192,162932.0
2021-05-02,86.6452,87.29,85.8018,86.5192,162932.0
2021-05-03,87.576,88.7878,86.4998,88.5358,201590.0
2021-05-04,87.9638,89.166,86.4125,87.5663,68446.0
2021-05-05,87.7796,88.3273,86.7131,87.3239,111814.0
2021-05-06,87.605,87.828,86.2865,87.6632,101338.0
2021-05-07,87.1591,88.0025,87.0233,87.1785,108859.0
2021-05-08,87.1591,88.0025,87.0233,87.1785,108859.0
2021-05-09,87.1591,88.0025,87.0233,87.1785,108859.0
2021-05-10,87.6535,87.6535,85.2104,85.2104,108814.0
2021-05-11,84.2796,84.8177,82.0885,82.2049,131851.0
2021-05-12,83.3877,83.824,78.9958,79.306,151258.0
2021-05-13,79.3157,82.6746,79.3157,81.9334,96498.0
2021-05-14,82.583,83.8724,82.0691,83.6688,89473.0
2021-05-15,82.583,83.8724,82.0691,83.6688,89473.0
2021-05-16,82.583,83.8724,82.0691,83.6688,89473.0
2021-05-17,75.428,83.95,75.428,83.3295,99978.0
2021-05-18,82.6993,83.3295,80.7409,80.8185,79239.0
2021-05-19,79.4224,80.9154,78.1717,80.2271,105167.0
2021-05-20,79.9459,80.2755,78.7243,79.975,154284.0
2021-05-21,81.1772,81.2257,80.0526,80.8476,88778.0
2021-05-22,81.1772,81.2257,80.0526,80.8476,88778.0
2021-05-23,81.1772,81.2257,80.0526,80.8476,88778.0
2021-05-24,81.5747,81.6183,80.6343,81.342,67284.0
2021-05-25,81.3614,82.2049,79.9944,80.198,91915.0
2021-05-26,80.9736,83.4168,80.2755,83.0386,124190.0
2021-05-27,84.3475,85.8793,83.3295,85.3073,88059.0
2021-05-28,85.8114,86.7907,84.396,86.6258,113204.0
2021-05-29,85.8114,86.7907,84.396,86.6258,113204.0
2021-05-30,85.8114,86.7907,84.396,86.6258,113204.0
2021-05-31,85.8114,86.7907,84.396,86.6258,113204.0
2021-06-01,87.4499,88.1092,86.1314,86.4998,122955.0
2021-06-02,86.5774,86.5774,84.5026,85.0455,97970.0
2021-06-03,84.5996,85.443,83.6397,85.3946,66624.0
2021-06-04,85.7638,85.7638,84.6464,85.3071,62385.0
2021-06-05,85.7638,85.7638,84.6464,85.3071,62385.0
2021-06-06,85.7638,85.7638,84.6464,85.3071,62385.0
2021-06-07,85.4043,85.5889,84.5006,85.3654,104924.0
2021-06-08,85.1711,86.3857,84.7192,86.3469,83117.0
2021-06-09,86.4829,86.5801,84.9573,85.0934,76118.0
2021-06-10,86.0262,86.0262,84.7435,85.414,90462.0
2021-06-11,85.8707,86.4926,85.8707,86.24,59956.0
2021-06-12,85.8707,86.4926,85.8707,86.24,59956.0
2021-06-13,85.8707,86.4926,85.8707,86.24,59956.0
2021-06-14,86.3177,86.3177,85.3266,85.7638,95566.0
2021-06-15,85.929,86.9396,85.0156,86.7939,83450.0
2021-06-16,86.5704,87.2311,85.8513,87.0368,79259.0
2021-06-17,87.0174,87.0174,84.0925,85.3752,108798.0
2021-06-18,83.9176,85.1905,83.6455,85.1808,227967.0
2021-06-19,83.9176,85.1905,83.6455,85.1808,227967.0
2021-06-20,83.9176,85.1905,83.6455,85.1808,227967.0
2021-06-21,86.2594,87.6684,86.1039,87.6101,92543.0
2021-06-22,87.1728,87.853,86.0262,87.5518,58566.0
2021-06-23,87.6878,88.3389,86.7744,87.202,87375.0
2021-06-24,87.9891,89.9762,87.0076,89.6507,85907.0
2021-06-25,89.8353,90.7876,88.4263,89.641,855051.0
2021-06-26,89.8353,90.7876,88.4263,89.641,855051.0
2021-06-27,89.8353,90.7876,88.4263,89.641,855051.0
2021-06-28,89.0968,89.3883,86.6578,87.2992,94996.0
2021-06-29,87.4352,87.7559,86.376,86.376,61755.0
2021-06-30,86.5898,88.3486,86.5898,86.7356,130552.0
2021-07-01,87.581,87.581,86.2303,86.3663,77189.0
2021-07-02,86.6675,87.2214,85.7381,86.2886,99405.0
2021-07-03,86.6675,87.2214,85.7381,86.2886,99405.0
2021-07-04,86.6675,87.2214,85.7381,86.2886,99405.0
2021-07-05,86.6675,87.2214,85.7381,86.2886,99405.0
2021-07-06,86.3469,86.3566,82.8098,84.6464,91834.0
2021-07-07,84.1022,85.8999,83.6103,85.6084,82917.0
2021-07-08,83.6066,85.5501,83.2082,84.1994,70502.0
2021-07-09,85.5112,86.5509,83.8301,86.0554,53786.0
2021-07-10,85.5112,86.5509,83.8301,86.0554,53786.0
2021-07-11,85.5112,86.5509,83.8301,86.0554,53786.0
2021-07-12,84.8116,85.5501,84.3451,85.4043,63620.0
2021-07-13,84.8213,85.9873,83.0333,83.0916,139854.0
2021-07-14,83.7718,84.0536,81.4397,81.7409,95001.0
2021-07-15,81.4688,82.2268,80.3708,80.8469,93290.0
2021-07-16,81.8089,81.8089,79.6469,79.6906,87739.0
2021-07-17,81.8089,81.8089,79.6469,79.6906,87739.0
2021-07-18,81.8089,81.8089,79.6469,79.6906,87739.0
2021-07-19,77.8541,78.2816,76.0272,76.7171,150985.0
2021-07-20,77.1058,80.9247,76.2566,79.4768,154481.0
2021-07-21,80.4583,81.8673,80.3902,80.9636,86866.0
2021-07-22,80.4777,80.7221,78.5051,78.8744,53983.0
2021-07-23,79.2047,80.3611,78.0873,79.3408,45963.0
2021-07-24,79.2047,80.3611,78.0873,79.3408,45963.0
2021-07-25,79.2047,80.3611,78.0873,79.3408,45963.0
2021-07-26,80.3805,80.6915,78.8938,79.3894,88471.0
2021-07-27,83.5678,85.8999,82.1296,83.2568,167356.0
2021-07-28,83.2665,83.49,81.2065,81.7798,80640.0
2021-07-29,83.043,84.3743,82.4746,83.2082,76275.0
2021-07-30,84.52,85.3752,82.8001,83.9079,90730.0
2021-07-31,84.52,85.3752,82.8001,83.9079,90730.0
2021-08-01,84.52,85.3752,82.8001,83.9079,90730.0
2021-08-02,84.5395,85.3557,82.2559,82.6641,73023.0
2021-08-03,83.0625,83.8884,81.4105,83.2082,133981.0
2021-08-04,81.9547,82.8098,80.1084,80.1279,53655.0
2021-08-05,80.4291,81.7798,79.0578,80.8955,65896.0
2021-08-06,74.1032,77.1447,73.8894,74.9389,557072.0
2021-08-07,74.1032,77.1447,73.8894,74.9389,557072.0
2021-08-08,74.1032,77.1447,73.8894,74.9389,557072.0
2021-08-09,74.9389,75.5511,73.8214,74.0352,159908.0
2021-08-10,74.3656,75.5511,73.4036,75.5025,165954.0
2021-08-11,74.9486,76.0369,74.4142,75.8912,115931.0
2021-08-12,75.5997,76.2021,75.1041,75.3762,191479.0
2021-08-13,75.7163,75.7843,74.8126,74.9778,76034.0
2021-08-14,75.7163,75.7843,74.8126,74.9778,76034.0
2021-08-15,75.7163,75.7843,74.8126,74.9778,76034.0
2021-08-16,74.2878,75.3231,73.8506,74.3559,112444.0
2021-08-17,73.4425,74.6377,72.0723,73.0052,175791.0
2021-08-18,72.6845,73.6465,72.1209,73.2287,206097.0
2021-08-19,72.2084,73.3258,72.0919,73.1218,210425.0
2021-08-20,73.3842,74.696,73.0441,74.628,104110.0
2021-08-21,73.3842,74.696,73.0441,74.628,104110.0
2021-08-22,73.3842,74.696,73.0441,74.628,104110.0
2021-08-23,75.1721,75.5608,74.8855,75.1624,185829.0
2021-08-24,75.4053,75.7551,74.8903,75.347,122341.0
2021-08-25,75.1138,76.9018,75.1138,76.3868,131319.0
2021-08-26,76.0855,76.7949,75.1527,75.1624,124210.0
2021-08-27,75.2304,77.6403,75.2304,77.3488,138032.0
2021-08-28,75.2304,77.6403,75.2304,77.3488,138032.0
2021-08-29,75.2304,77.6403,75.2304,77.3488,138032.0
2021-08-30,77.4459,77.5431,75.7551,75.9592,102813.0
2021-08-31,76.0272,76.9989,75.4491,76.1147,86504.0
2021-09-01,76.0952,76.0952,74.9,75.4733,65249.0
2021-09-02,75.726,76.5938,74.832,76.0078,77923.0
2021-09-03,75.8324,75.9201,74.9654,75.4233,103065.0
2021-09-04,75.8324,75.9201,74.9654,75.4233,103065.0
2021-09-05,75.8324,75.9201,74.9654,75.4233,103065.0
2021-09-06,75.8324,75.9201,74.9654,75.4233,103065.0
2021-09-07,75.3161,77.7711,75.2674,77.1281,153692.0
2021-09-08,76.8846,77.1233,75.8422,76.3001,86340.0
2021-09-09,76.0565,77.0112,75.4915,76.2416,143470.0
2021-09-10,77.021,77.021,75.0141,75.0726,120676.0
2021-09-11,77.021,77.021,75.0141,75.0726,120676.0
2021-09-12,77.021,77.021,75.0141,75.0726,120676.0
2021-09-13,75.9299,76.9041,75.0044,76.8943,86300.0
2021-09-14,77.547,77.7321,75.3843,75.8714,112744.0
2021-09-15,75.7058,76.641,75.1213,76.4852,136863.0
2021-09-16,77.0599,77.0599,74.4685,74.5757,116393.0
2021-09-17,74.9654,76.2584,74.264,75.6668,352575.0
2021-09-18,74.9654,76.2584,74.264,75.6668,352575.0
2021-09-19,74.9654,76.2584,74.264,75.6668,352575.0
2021-09-20,74.1665,75.6961,73.7184,75.1115,105496.0
2021-09-21,75.9493,75.9493,72.8367,73.2216,145383.0
2021-09-22,74.0204,75.774,73.1144,74.6147,111022.0
2021-09-23,75.1505,76.9723,74.5952,76.5339,103911.0
2021-09-24,76.2611,77.3279,75.7155,76.3293,114864.0
2021-09-25,76.2611,77.3279,75.7155,76.3293,114864.0
2021-09-26,76.2611,77.3279,75.7155,76.3293,114864.0
2021-09-27,76.5534,78.2874,76.5534,77.5665,103890.0
2021-09-28,77.7516,77.7516,75.0628,75.3746,121080.0
2021-09-29,76.1247,76.8554,75.3453,76.6313,85286.0
2021-09-30,77.3717,77.3717,74.7998,74.8875,62604.0
2021-10-01,75.472,77.9562,75.0531,77.2645,120187.0
2021-10-02,75.472,77.9562,75.0531,77.2645,120187.0
2021-10-03,75.472,77.9562,75.0531,77.2645,120187.0
2021-10-04,77.586,78.1705,76.6897,77.664,102732.0
2021-10-05,78.1608,79.135,76.6605,78.3556,79287.0
2021-10-06,77.5081,78.5451,75.6961,77.625,81600.0
2021-10-07,78.3946,79.8754,78.3459,79.4078,84332.0
2021-10-08,79.2811,79.6124,78.5651,79.096,38573.0
2021-10-09,79.2811,79.6124,78.5651,79.096,38573.0
2021-10-10,79.2811,79.6124,78.5651,79.096,38573.0
2021-10-11,79.174,79.6026,77.7224,77.8198,53224.0
2021-10-12,78.0536,79.1058,77.7906,78.6674,49955.0
2021-10-13,78.492,78.6576,77.4594,78.4238,58276.0
2021-10-14,79.3688,80.1092,79.2617,79.6513,75601.0
2021-10-15,80.723,80.723,78.1705,78.2095,99090.0
2021-10-16,80.723,80.723,78.1705,78.2095,99090.0
2021-10-17,80.723,80.723,78.1705,78.2095,99090.0
2021-10-18,77.7614,79.0766,77.4594,78.3264,82436.0
2021-10-19,78.8233,78.8233,77.5886,78.4531,52606.0
2021-10-20,78.4531,79.515,77.547,79.3786,44989.0
2021-10-21,79.4468,79.8072,78.9402,79.6319,100600.0
2021-10-22,79.7585,80.5671,78.6576,79.0376,72875.0
2021-10-23,79.7585,80.5671,78.6576,79.0376,72875.0
2021-10-24,79.7585,80.5671,78.6576,79.0376,72875.0
2021-10-25,78.8427,79.4468,78.4238,79.174,83444.0
2021-10-26,80.4502,83.8794,80.2456,80.4697,192381.0
2021-10-27,80.2164,80.9081,77.2938,77.3132,99139.0
2021-10-28,78.0829,78.8525,77.8101,78.0147,80411.0
2021-10-29,78.2095,78.8038,77.8296,78.57,116189.0
2021-10-30,78.2095,78.8038,77.8296,78.57,116189.0
2021-10-31,78.2095,78.8038,77.8296,78.57,116189.0
2021-11-01,78.8233,82.3402,78.8233,80.8594,152961.0
2021-11-02,80.684,80.8253,78.8525,79.3688,81438.0
2021-11-03,78.8233,80.8399,78.4433,80.343,110969.0
2021-11-04,80.6158,81.7069,80.5379,81.7069,104597.0
2021-11-05,82.837,86.3149,82.837,85.9934,133985.0
2021-11-06,82.837,86.3149,82.837,85.9934,133985.0
2021-11-07,82.837,86.3149,82.837,85.9934,133985.0
2021-11-08,86.9092,86.9242,85.6232,86.2662,90468.0
2021-11-09,86.3149,86.3149,84.7757,85.4966,99531.0
2021-11-10,85.4479,86.3442,84.9705,85.9642,78762.0
2021-11-11,85.8571,86.5293,85.3212,85.7596,95494.0
2021-11-12,86.4318,86.4416,85.2725,85.7596,75812.0
2021-11-13,86.4318,86.4416,85.2725,85.7596,75812.0
2021-11-14,86.4318,86.4416,85.2725,85.7596,75812.0
2021-11-15,86.5195,86.7046,85.5745,85.8083,129925.0
2021-11-16,85.5161,86.7436,85.1751,85.4284,106212.0
2021-11-17,85.3407,86.1152,84.3275,84.7854,131887.0
2021-11-18,84.6588,85.4869,83.5748,85.3018,109346.0
2021-11-19,84.6198,85.2823,83.5092,84.6003,96858.0
2021-11-20,84.6198,85.2823,83.5092,84.6003,96858.0
2021-11-21,84.6198,85.2823,83.5092,84.6003,96858.0
2021-11-22,84.8146,86.1201,83.6846,84.9608,148466.0
2021-11-23,85.331,86.3539,85.253,85.4089,105015.0
2021-11-24,85.0777,85.9691,84.3763,85.4869,70796.0
2021-11-25,85.0777,85.9691,84.3763,85.4869,70796.0
2021-11-26,82.7883,83.2023,79.7585,80.5476,77567.0
2021-11-27,82.7883,83.2023,79.7585,80.5476,77567.0
2021-11-28,82.7883,83.2023,79.7585,80.5476,77567.0
2021-11-29,81.5803,81.5803,79.739,80.0897,116865.0
2021-11-30,79.2324,80.1384,78.5797,78.8427,147469.0
2021-12-01,80.9763,80.9763,77.3717,77.3814,93628.0
2021-12-02,78.1218,81.6826,77.9172,81.3952,154693.0
2021-12-03,81.8336,81.8336,79.6806,80.6645,124115.0
2021-12-04,81.8336,81.8336,79.6806,80.6645,124115.0
2021-12-05,81.8336,81.8336,79.6806,80.6645,124115.0
2021-12-06,81.9894,84.0158,81.9894,82.2622,132536.0
2021-12-07,83.1195,84.4542,83.1195,84.2886,140272.0
2021-12-08,84.2691,85.1946,83.9379,84.4347,78095.0
2021-12-09,83.4897,84.5906,83.3144,84.1814,204336.0
2021-12-10,84.8244,85.4345,84.123,84.9316,68454.0
2021-12-11,84.8244,85.4345,84.123,84.9316,68454.0
2021-12-12,84.8244,85.4345,84.123,84.9316,68454.0
2021-12-13,84.2496,85.0095,82.5935,83.2657,104722.0
2021-12-14,82.9442,84.4932,82.2427,82.6129,150274.0
2021-12-15,82.2427,84.1912,81.0612,83.9768,190655.0
2021-12-16,84.4737,84.8536,81.1711,81.2101,130975.0
2021-12-17,80.6061,82.5204,79.9728,81.0055,359014.0
2021-12-18,80.6061,82.5204,79.9728,81.0055,359014.0
2021-12-19,80.6061,82.5204,79.9728,81.0055,359014.0
2021-12-20,80.119,81.8336,78.9109,81.3952,296729.0
2021-12-21,82.1648,85.9252,82.1648,85.7596,359109.0
2021-12-22,85.5745,88.1026,85.4089,86.1493,369731.0
2021-12-23,86.3636,86.9287,85.633,86.2467,135151.0
2021-12-24,86.3636,86.9287,85.633,86.2467,135151.0
2021-12-25,86.3636,86.9287,85.633,86.2467,135151.0
2021-12-26,86.3636,86.9287,85.633,86.2467,135151.0
2021-12-27,86.0221,87.5846,85.7487,87.3111,136009.0
2021-12-28,86.9303,88.5709,86.9303,87.8092,250920.0
2021-12-29,87.9752,88.1412,86.4909,87.0475,96342.0
2021-12-30,87.1256,88.0875,85.5534,85.6413,85675.0
2021-12-31,85.4167,86.9205,85.4167,86.3737,67749.0
2022-01-01,85.4167,86.9205,85.4167,86.3737,67749.0
2022-01-02,85.4167,86.9205,85.4167,86.3737,67749.0
2022-01-03,87.2916,88.1412,86.5983,87.3893,89138.0
2022-01-04,87.8873,88.3609,87.067,87.2818,116107.0
2022-01-05,87.7994,87.8971,85.2995,85.5241,134771.0
2022-01-06,86.1003,86.9987,85.5046,86.4127,103462.0
2022-01-07,87.4186,89.3765,87.0475,87.2818,186940.0
2022-01-08,87.4186,89.3765,87.0475,87.2818,186940.0
2022-01-09,87.4186,89.3765,87.0475,87.2818,186940.0
2022-01-10,86.901,87.1842,85.5744,87.0865,123244.0
2022-01-11,87.1744,87.1744,85.4264,85.6022,128396.0
2022-01-12,86.3151,86.8131,84.8698,85.28,111833.0
2022-01-13,85.1628,87.5016,85.1628,86.3444,65937.0
2022-01-14,85.6901,86.8473,84.821,86.8131,155971.0
2022-01-15,85.6901,86.8473,84.821,86.8131,155971.0
2022-01-16,85.6901,86.8473,84.821,86.8131,155971.0
2022-01-17,85.6901,86.8473,84.821,86.8131,155971.0
2022-01-18,86.0221,86.735,84.3376,84.7526,101396.0
2022-01-19,84.6452,85.3093,83.0926,83.3562,91163.0
2022-01-20,83.4441,85.2214,81.9305,82.2332,194376.0
2022-01-21,82.2527,83.8835,80.993,81.4227,226104.0
2022-01-22,82.2527,83.8835,80.993,81.4227,226104.0
2022-01-23,82.2527,83.8835,80.993,81.4227,226104.0
2022-01-24,80.1337,83.1121,79.0009,82.4773,223497.0
2022-01-25,81.5008,82.116,79.0107,81.4129,145372.0
2022-01-26,82.5652,84.2937,79.2695,80.1825,166621.0
2022-01-27,80.6805,81.5519,78.5908,78.9423,96179.0
2022-01-28,78.8935,79.8603,76.8526,79.7528,212225.0
2022-01-29,78.8935,79.8603,76.8526,79.7528,212225.0
2022-01-30,78.8935,79.8603,76.8526,79.7528,212225.0
2022-01-31,78.913,81.7449,78.581,81.7449,124769.0
2022-02-01,81.286,83.0144,80.9637,82.9754,185671.0
2022-02-02,82.5555,83.6492,81.5203,83.0633,227187.0
2022-02-03,82.3602,83.6834,82.2039,82.4383,181317.0
2022-02-04,81.8231,83.3464,80.5731,82.868,135618.0
2022-02-05,81.8231,83.3464,80.5731,82.868,135618.0
2022-02-06,81.8231,83.3464,80.5731,82.868,135618.0
2022-02-07,82.4969,84.2107,81.9256,83.6296,164384.0
2022-02-08,84.0398,85.5729,84.03,85.4655,153411.0
2022-02-09,85.9342,86.6471,85.9245,86.4127,103959.0
2022-02-10,84.8698,86.8912,84.8698,85.8659,185715.0
2022-02-11,86.1393,86.4909,84.7819,85.8073,124014.0
2022-02-12,86.1393,86.4909,84.7819,85.8073,124014.0
2022-02-13,86.1393,86.4909,84.7819,85.8073,124014.0
2022-02-14,85.8952,86.8912,85.319,86.5787,170315.0
2022-02-15,86.7936,89.1079,86.7936,89.1079,242949.0
2022-02-16,84.4597,88.2291,82.868,87.0768,330657.0
2022-02-17,85.9538,87.0377,85.1052,86.4225,128516.0
2022-02-18,85.8952,87.4186,85.7487,86.5104,136746.0
2022-02-19,85.8952,87.4186,85.7487,86.5104,136746.0
2022-02-20,85.8952,87.4186,85.7487,86.5104,136746.0
2022-02-21,85.8952,87.4186,85.7487,86.5104,136746.0
2022-02-22,84.3523,84.9577,82.9265,83.5222,186260.0
2022-02-23,84.362,84.362,82.4188,82.7019,114266.0
2022-02-24,80.9833,83.3074,80.6019,82.9949,161478.0
2022-02-25,83.4441,84.6111,82.4548,83.9812,200691.0
2022-02-26,83.4441,84.6111,82.4548,83.9812,200691.0
2022-02-27,83.4441,84.6111,82.4548,83.9812,200691.0
2022-02-28,83.5125,85.8757,82.7801,85.7585,207906.0
2022-03-01,85.5436,85.6413,79.9188,81.3934,215156.0
2022-03-02,82.3406,85.1433,82.3406,84.7429,170204.0
2022-03-03,84.7819,84.8698,83.2683,84.2839,104778.0
2022-03-04,83.0437,83.8835,82.2576,83.4246,169446.0
2022-03-05,83.0437,83.8835,82.2576,83.4246,169446.0
2022-03-06,83.0437,83.8835,82.2576,83.4246,169446.0
2022-03-07,83.5613,84.2058,81.0212,81.4227,245205.0
2022-03-08,81.9695,83.3172,80.7684,80.8563,164061.0
2022-03-09,82.6043,82.9528,81.5106,82.0086,214973.0
2022-03-10,80.6317,81.6571,79.9872,81.3055,90845.0
2022-03-11,81.7352,82.6824,81.6766,82.116,117217.0
2022-03-12,81.7352,82.6824,81.6766,82.116,117217.0
2022-03-13,81.7352,82.6824,81.6766,82.116,117217.0
2022-03-14,82.5359,83.4636,81.6082,83.0437,145111.0
2022-03-15,83.698,83.991,82.0916,83.3464,108864.0
2022-03-16,84.3034,85.3679,83.2293,84.8308,100193.0
2022-03-17,83.9714,85.4557,83.9714,84.9284,82020.0
2022-03-18,84.6935,85.2515,83.4405,85.1536,240507.0
2022-03-19,84.6935,85.2515,83.4405,85.1536,240507.0
2022-03-20,84.6935,85.2515,83.4405,85.1536,240507.0
2022-03-21,84.6152,85.7507,84.0768,84.8501,141065.0
2022-03-22,85.6235,86.3478,84.4292,84.9187,155891.0
2022-03-23,84.0768,84.5858,83.0098,83.2154,178362.0
2022-03-24,83.8908,84.5858,82.6085,84.5858,190532.0
2022-03-25,84.2237,85.9465,84.2237,85.6235,142352.0
2022-03-26,84.2237,85.9465,84.2237,85.6235,142352.0
2022-03-27,84.2237,85.9465,84.2237,85.6235,142352.0
2022-03-28,85.1144,85.1144,82.9168,83.5189,134059.0
2022-03-29,84.5271,86.0542,83.9642,84.1845,223642.0
2022-03-30,84.1258,84.8404,83.2957,83.4503,133765.0
2022-03-31,83.1175,84.096,81.8547,82.54,167006.0
2022-04-01,83.1958,84.0083,82.0554,83.9985,201192.0
2022-04-02,83.1958,84.0083,82.0554,83.9985,201192.0
2022-04-03,83.1958,84.0083,82.0554,83.9985,201192.0
2022-04-04,84.0768,84.0964,82.0505,83.9985,165326.0
2022-04-05,83.8419,84.0377,80.9346,81.0325,176320.0
2022-04-06,80.3179,81.1891,79.8578,80.4549,195164.0
2022-04-07,80.729,80.822,79.897,80.3668,189543.0
2022-04-08,80.3766,80.8661,78.8495,78.9964,216969.0
2022-04-09,80.3766,80.8661,78.8495,78.9964,216969.0
2022-04-10,80.3766,80.8661,78.8495,78.9964,216969.0
2022-04-11,79.1922,80.9542,78.8691,79.0257,159623.0
2022-04-12,79.4565,80.9835,79.4565,79.6522,162462.0
2022-04-13,79.7991,80.6703,79.7991,80.2494,152258.0
2022-04-14,80.6116,81.1402,79.8382,80.0242,147989.0
2022-04-15,80.6116,81.1402,79.8382,80.0242,147989.0
2022-04-16,80.6116,81.1402,79.8382,80.0242,147989.0
2022-04-17,80.6116,81.1402,79.8382,80.0242,147989.0
2022-04-18,79.6522,81.3922,79.525,80.778,221757.0
2022-04-19,81.1597,83.1616,81.1597,82.8043,164979.0
2022-04-20,83.607,84.253,82.3736,82.7455,216931.0
2022-04-21,83.6951,84.2139,82.8238,82.9903,219578.0
2022-04-22,82.2757,82.6085,81.0031,81.3555,181939.0
2022-04-23,82.2757,82.6085,81.0031,81.3555,181939.0
2022-04-24,82.2757,82.6085,81.0031,81.3555,181939.0
2022-04-25,81.5121,81.7666,79.6131,81.5709,234413.0
2022-04-26,78.3112,79.7648,75.0123,75.071,416331.0
2022-04-27,74.425,75.8374,73.8768,74.8067,253207.0
2022-04-28,75.7563,78.6929,75.2277,78.6538,194181.0
2022-04-29,78.2328,79.2215,76.2653,76.5687,166578.0
2022-04-30,78.2328,79.2215,76.2653,76.5687,166578.0
2022-05-01,78.2328,79.2215,76.2653,76.5687,166578.0
2022-05-02,76.1772,77.7238,75.071,76.7351,152020.0
2022-05-03,76.3827,78.4874,76.3827,77.8021,132770.0
2022-05-04,77.9783,80.778,77.949,80.6507,177090.0
2022-05-05,79.7012,79.9894,76.7254,77.763,139193.0
2022-05-06,77.6064,78.1056,76.2946,77.3518,122664.0
2022-05-07,77.6064,78.1056,76.2946,77.3518,122664.0
2022-05-08,77.6064,78.1056,76.2946,77.3518,122664.0
2022-05-09,76.7156,77.8707,76.0744,76.9309,219021.0
2022-05-10,77.7826,78.0175,75.5605,77.0582,164678.0
2022-05-11,77.4204,79.5248,76.3142,77.1561,190983.0
2022-05-12,77.1952,77.8204,75.7269,77.5672,163361.0
2022-05-13,78.0762,80.5137,78.0762,80.034,223066.0
2022-05-14,78.0762,80.5137,78.0762,80.034,223066.0
2022-05-15,78.0762,80.5137,78.0762,80.034,223066.0
2022-05-16,79.3488,81.6492,78.7125,80.2983,143371.0
2022-05-17,81.61,82.9217,81.0886,82.8532,114034.0
2022-05-18,81.7079,83.2448,81.517,82.2952,210718.0
2022-05-19,81.6785,82.7749,80.5724,81.0716,198117.0
2022-05-20,81.6981,81.6981,78.3993,80.0438,138192.0
2022-05-21,81.6981,81.6981,78.3993,80.0438,138192.0
2022-05-22,81.6981,81.6981,78.3993,80.0438,138192.0
2022-05-23,81.1499,82.0545,80.5332,81.2283,192928.0
2022-05-24,80.7192,80.7192,78.83,79.9165,163222.0
2022-05-25,80.0732,80.9248,79.5054,80.4158,116525.0
2022-05-26,81.3359,82.6672,81.2185,82.1386,148578.0
2022-05-27,82.677,84.4782,82.677,84.3411,98172.0
2022-05-28,82.677,84.4782,82.677,84.3411,98172.0
2022-05-29,82.677,84.4782,82.677,84.3411,98172.0
