,AEE US Equity,AEE US Equity,AEE US Equity,AEE US Equity,AEE US Equity
2021-03-03,65.2404,65.3407,64.1698,64.8122,1562910.0
2021-03-04,64.9853,66.2063,64.6026,64.8577,1403644.0
2021-03-05,65.1038,66.7985,64.9762,66.3885,1557843.0
2021-03-06,65.1038,66.7985,64.9762,66.3885,1557843.0
2021-03-07,65.1038,66.7985,64.9762,66.3885,1557843.0
2021-03-08,66.6345,68.2929,66.4067,67.6004,1387917.0
2021-03-09,67.5728,68.9131,67.5728,68.5918,2840903.0
2021-03-10,68.8764,70.033,68.6928,69.9412,3511690.0
2021-03-11,69.8494,70.3818,69.6337,69.8311,3332494.0
2021-03-12,70.0973,71.6028,69.7622,70.9602,1597819.0
2021-03-13,70.0973,71.6028,69.7622,70.9602,1597819.0
2021-03-14,70.0973,71.6028,69.7622,70.9602,1597819.0
2021-03-15,71.1897,72.3922,70.9785,72.3555,1596772.0
2021-03-16,71.9975,72.686,71.8506,72.0526,1439493.0
2021-03-17,72.3831,72.5575,71.6211,71.7037,1335067.0
2021-03-18,71.8139,72.3922,71.1898,72.0985,1360891.0
2021-03-19,72.1811,72.7319,71.5752,72.3372,3001517.0
2021-03-20,72.1811,72.7319,71.5752,72.3372,3001517.0
2021-03-21,72.1811,72.7319,71.5752,72.3372,3001517.0
2021-03-22,72.1077,72.3739,71.3136,71.5752,1727630.0
2021-03-23,71.6762,73.6223,71.309,73.4204,999263.0
2021-03-24,72.8788,74.6505,72.6768,74.3475,1568037.0
2021-03-25,74.7239,75.6786,74.1364,74.8983,913151.0
2021-03-26,74.7515,75.1462,73.7417,74.779,1625685.0
2021-03-27,74.7515,75.1462,73.7417,74.779,1625685.0
2021-03-28,74.7515,75.1462,73.7417,74.779,1625685.0
2021-03-29,74.8065,76.3579,74.6414,75.8898,915698.0
2021-03-30,75.2472,75.697,74.1731,74.6597,1064565.0
2021-03-31,74.4761,74.9167,74.1823,74.6872,1387989.0
2021-04-01,73.962,74.7515,73.7233,74.3843,1111872.0
2021-04-02,73.962,74.7515,73.7233,74.3843,1111872.0
2021-04-03,73.962,74.7515,73.7233,74.3843,1111872.0
2021-04-04,73.962,74.7515,73.7233,74.3843,1111872.0
2021-04-05,74.32,75.6327,74.32,74.8065,1385599.0
2021-04-06,74.6229,75.0636,74.1272,74.8157,1011018.0
2021-04-07,74.8892,75.1829,74.2007,74.6321,1239137.0
2021-04-08,74.8249,75.1003,74.2925,74.4577,1395226.0
2021-04-09,74.4485,74.7974,73.6866,73.9253,1371838.0
2021-04-10,74.4485,74.7974,73.6866,73.9253,1371838.0
2021-04-11,74.4485,74.7974,73.6866,73.9253,1371838.0
2021-04-12,74.2282,74.8708,73.7968,74.0997,1664071.0
2021-04-13,74.7423,75.6878,74.2098,75.5317,1432113.0
2021-04-14,75.0636,75.8898,75.0544,75.8439,1279378.0
2021-04-15,76.0091,76.8766,76.0091,76.7251,1289567.0
2021-04-16,77.0648,77.712,76.8353,77.331,1306970.0
2021-04-17,77.0648,77.712,76.8353,77.331,1306970.0
2021-04-18,77.0648,77.712,76.8353,77.331,1306970.0
2021-04-19,77.5054,77.5605,76.771,76.9179,1319843.0
2021-04-20,77.1749,79.1027,76.5323,78.8457,1364496.0
2021-04-21,79.0935,79.4607,78.0562,78.1021,1034748.0
2021-04-22,77.946,78.2765,77.1841,77.8542,1308246.0
2021-04-23,77.8267,78.2031,77.4044,77.8267,962261.0
2021-04-24,77.8267,78.2031,77.4044,77.8267,962261.0
2021-04-25,77.8267,78.2031,77.4044,77.8267,962261.0
2021-04-26,77.9736,78.0287,77.2484,77.2943,808287.0
2021-04-27,77.129,77.2484,76.5874,76.6058,735860.0
2021-04-28,76.8904,77.0281,76.4681,76.7894,630738.0
2021-04-29,76.8261,77.5788,76.8261,77.2392,1007812.0
2021-04-30,77.5146,77.9828,76.9363,77.8818,1347860.0
2021-05-01,77.5146,77.9828,76.9363,77.8818,1347860.0
2021-05-02,77.5146,77.9828,76.9363,77.8818,1347860.0
2021-05-03,77.9736,78.7447,77.6798,78.1755,1179816.0
2021-05-04,78.2949,78.5427,77.6982,78.2031,1082396.0
2021-05-05,78.1388,78.1388,76.6241,77.432,907968.0
2021-05-06,77.7257,78.2582,77.3585,78.1664,970575.0
2021-05-07,78.0378,78.9466,77.8542,78.0103,1198900.0
2021-05-08,78.0378,78.9466,77.8542,78.0103,1198900.0
2021-05-09,78.0378,78.9466,77.8542,78.0103,1198900.0
2021-05-10,78.2306,79.6627,78.1756,78.7998,983634.0
2021-05-11,78.7998,79.0109,75.7429,76.5507,1895031.0
2021-05-12,76.7618,77.0097,75.5593,75.6694,1244228.0
2021-05-13,75.4675,76.9546,75.3665,76.6609,959448.0
2021-05-14,76.8536,77.7808,76.771,76.8353,759755.0
2021-05-15,76.8536,77.7808,76.771,76.8353,759755.0
2021-05-16,76.8536,77.7808,76.771,76.8353,759755.0
2021-05-17,76.9363,77.487,76.4635,76.5599,954593.0
2021-05-18,76.3946,77.3585,76.2753,77.0464,1784069.0
2021-05-19,76.9913,77.3952,76.3579,77.3035,1251838.0
2021-05-20,77.4503,78.2031,77.3861,77.5697,1392236.0
2021-05-21,77.6156,78.1755,77.3585,78.1296,3299144.0
2021-05-22,77.6156,78.1755,77.3585,78.1296,3299144.0
2021-05-23,77.6156,78.1755,77.3585,78.1296,3299144.0
2021-05-24,78.3408,78.7539,77.6615,77.7165,1977930.0
2021-05-25,77.7165,77.7349,76.4038,76.8536,1278021.0
2021-05-26,76.8995,77.3952,76.5966,77.0556,1200647.0
2021-05-27,77.1566,77.2667,76.6425,76.8077,2156056.0
2021-05-28,77.1107,77.5146,76.9638,77.2943,1437807.0
2021-05-29,77.1107,77.5146,76.9638,77.2943,1437807.0
2021-05-30,77.1107,77.5146,76.9638,77.2943,1437807.0
2021-05-31,77.1107,77.5146,76.9638,77.2943,1437807.0
2021-06-01,77.6156,77.6706,76.7435,77.2759,1791171.0
2021-06-02,77.3677,78.6162,76.9913,78.2306,1320421.0
2021-06-03,77.891,78.8044,77.7165,78.5427,1117416.0
2021-06-04,78.9742,79.1394,78.5978,79.066,1752680.0
2021-06-05,78.9742,79.1394,78.5978,79.066,1752680.0
2021-06-06,78.9742,79.1394,78.5978,79.066,1752680.0
2021-06-07,79.2496,79.3689,78.9007,79.066,1437757.0
2021-06-08,78.9921,79.3062,77.9666,78.2992,1398369.0
2021-06-09,78.4747,79.0383,78.253,78.8627,1195100.0
2021-06-10,78.7888,79.6942,78.7057,79.3155,1483381.0
2021-06-11,79.1861,79.297,78.7519,79.26,1440759.0
2021-06-12,79.1861,79.297,78.7519,79.26,1440759.0
2021-06-13,79.1861,79.297,78.7519,79.26,1440759.0
2021-06-14,79.1861,79.491,78.6318,79.3062,1227251.0
2021-06-15,79.3524,80.1747,78.8997,79.5834,2035836.0
2021-06-16,78.9644,79.7404,77.3753,77.5231,2084811.0
2021-06-17,77.4862,78.5486,77.1813,78.059,1510964.0
2021-06-18,77.2737,77.5878,75.6938,75.8601,2955208.0
2021-06-19,77.2737,77.5878,75.6938,75.8601,2955208.0
2021-06-20,77.2737,77.5878,75.6938,75.8601,2955208.0
2021-06-21,76.0819,77.3014,75.9479,77.0427,1173258.0
2021-06-22,76.7471,77.2182,76.2297,76.2389,1486379.0
2021-06-23,76.2112,76.3221,75.3428,75.4721,1769777.0
2021-06-24,75.5368,75.6199,74.696,75.0656,1649012.0
2021-06-25,74.9547,75.5552,74.8346,75.5183,1747950.0
2021-06-26,74.9547,75.5552,74.8346,75.5183,1747950.0
2021-06-27,74.9547,75.5552,74.8346,75.5183,1747950.0
2021-06-28,75.6938,76.3128,75.4351,75.6846,1250843.0
2021-06-29,75.4259,75.5876,73.4349,73.8276,1829769.0
2021-06-30,73.883,74.2526,73.3102,73.9477,1370016.0
2021-07-01,73.9569,74.9778,73.7721,74.5574,1020324.0
2021-07-02,74.5574,74.636,74.0955,74.5574,833907.0
2021-07-03,74.5574,74.636,74.0955,74.5574,833907.0
2021-07-04,74.5574,74.636,74.0955,74.5574,833907.0
2021-07-05,74.5574,74.636,74.0955,74.5574,833907.0
2021-07-06,74.4373,75.2596,73.8923,75.2042,960385.0
2021-07-07,75.0563,76.2389,74.6868,76.0541,1018063.0
2021-07-08,75.8416,76.396,75.5506,75.8139,1069263.0
2021-07-09,76.1188,76.2759,75.2688,75.6846,1294695.0
2021-07-10,76.1188,76.2759,75.2688,75.6846,1294695.0
2021-07-11,76.1188,76.2759,75.2688,75.6846,1294695.0
2021-07-12,75.4998,76.821,75.3335,76.5715,1022936.0
2021-07-13,76.5161,77.0612,75.9987,76.3405,868198.0
2021-07-14,76.202,77.2737,75.7862,76.8856,711228.0
2021-07-15,76.7009,77.8557,76.6085,77.6709,1462415.0
2021-07-16,77.8003,78.9551,77.5139,78.5856,808595.0
2021-07-17,77.8003,78.9551,77.5139,78.5856,808595.0
2021-07-18,77.8003,78.9551,77.5139,78.5856,808595.0
2021-07-19,78.3454,79.029,76.6547,77.5878,1471060.0
2021-07-20,77.6894,78.6318,77.3568,77.5878,949077.0
2021-07-21,77.5508,77.5878,76.0079,76.0357,1210383.0
2021-07-22,76.0264,76.4607,75.6569,76.2112,735170.0
2021-07-23,76.1742,77.0704,75.9802,77.0427,552040.0
2021-07-24,76.1742,77.0704,75.9802,77.0427,552040.0
2021-07-25,76.1742,77.0704,75.9802,77.0427,552040.0
2021-07-26,76.784,77.1443,76.3221,76.9134,651193.0
2021-07-27,76.978,78.7242,76.5068,78.5209,742852.0
2021-07-28,78.5209,78.6225,77.2644,77.7818,737039.0
2021-07-29,77.9111,78.2437,77.4215,77.8557,717648.0
2021-07-30,77.8465,78.5024,77.4307,77.5324,939680.0
2021-07-31,77.8465,78.5024,77.4307,77.5324,939680.0
2021-08-01,77.8465,78.5024,77.4307,77.5324,939680.0
2021-08-02,77.7264,78.5579,77.5139,78.3546,746125.0
2021-08-03,78.5486,79.4263,77.828,79.0937,795620.0
2021-08-04,78.8535,78.8535,77.6802,78.7611,897407.0
2021-08-05,78.8905,79.6019,78.3916,79.5741,859269.0
2021-08-06,79.6758,81.2464,79.2323,80.2486,1396077.0
2021-08-07,79.6758,81.2464,79.2323,80.2486,1396077.0
2021-08-08,79.6758,81.2464,79.2323,80.2486,1396077.0
2021-08-09,80.2486,81.1263,80.2486,81.0339,1165117.0
2021-08-10,81.1263,81.3018,80.6181,81.0062,811199.0
2021-08-11,81.1725,81.7268,80.9969,81.4496,837710.0
2021-08-12,81.6436,81.6436,81.1355,81.2279,910378.0
2021-08-13,81.4589,82.1887,81.154,82.0779,726087.0
2021-08-14,81.4589,82.1887,81.154,82.0779,726087.0
2021-08-15,81.4589,82.1887,81.154,82.0779,726087.0
2021-08-16,82.2442,83.0341,82.0779,82.7893,705193.0
2021-08-17,82.7061,83.1958,82.3366,83.1311,708123.0
2021-08-18,83.0757,83.2604,82.1795,82.4844,624642.0
2021-08-19,82.6322,83.861,82.5075,82.7523,960045.0
2021-08-20,82.5952,83.242,82.0871,82.7708,1589586.0
2021-08-21,82.5952,83.242,82.0871,82.7708,1589586.0
2021-08-22,82.5952,83.242,82.0871,82.7708,1589586.0
2021-08-23,82.6692,82.6692,80.8214,80.8861,1486361.0
2021-08-24,80.923,81.0062,80.0084,80.5073,1166843.0
2021-08-25,80.3317,81.0431,79.879,80.692,788855.0
2021-08-26,80.6089,81.0939,80.1239,80.9507,908800.0
2021-08-27,81.2094,81.579,80.8768,81.3203,911927.0
2021-08-28,81.2094,81.579,80.8768,81.3203,911927.0
2021-08-29,81.2094,81.579,80.8768,81.3203,911927.0
2021-08-30,81.385,82.004,81.1263,81.7545,741332.0
2021-08-31,81.7822,82.0594,80.6227,81.0431,1640218.0
2021-09-01,81.2464,82.3366,80.9601,82.004,1402279.0
2021-09-02,82.2442,82.4196,81.6898,82.2072,1167064.0
2021-09-03,82.0871,82.3181,81.3665,81.4034,787992.0
2021-09-04,82.0871,82.3181,81.3665,81.4034,787992.0
2021-09-05,82.0871,82.3181,81.3665,81.4034,787992.0
2021-09-06,82.0871,82.3181,81.3665,81.4034,787992.0
2021-09-07,80.92,81.0966,79.7765,80.0833,1251509.0
2021-09-08,80.1855,82.4633,79.8694,82.2122,1198864.0
2021-09-09,82.2587,82.3517,81.5429,81.7009,946782.0
2021-09-10,81.6079,81.8125,80.8549,80.8921,1288386.0
2021-09-11,81.6079,81.8125,80.8549,80.8921,1288386.0
2021-09-12,81.6079,81.8125,80.8549,80.8921,1288386.0
2021-09-13,81.5057,81.7335,79.8415,80.0368,1167566.0
2021-09-14,80.3994,80.7991,79.7207,79.888,781857.0
2021-09-15,79.5719,80.074,79.0699,79.3395,893439.0
2021-09-16,79.5812,80.1297,78.9351,79.0699,1228861.0
2021-09-17,78.6794,79.3953,77.6103,77.7219,1774143.0
2021-09-18,78.6794,79.3953,77.6103,77.7219,1774143.0
2021-09-19,78.6794,79.3953,77.6103,77.7219,1774143.0
2021-09-20,77.5359,78.354,76.9037,77.5731,1091970.0
2021-09-21,77.7776,78.3169,77.0246,77.0897,991599.0
2021-09-22,77.5359,77.9729,76.8294,77.694,1057542.0
2021-09-23,77.5545,78.2983,77.3546,77.4522,1214164.0
2021-09-24,77.4615,77.9822,77.3035,77.694,823828.0
2021-09-25,77.4615,77.9822,77.3035,77.694,823828.0
2021-09-26,77.4615,77.9822,77.3035,77.694,823828.0
2021-09-27,77.7683,78.3354,76.318,76.4203,1068498.0
2021-09-28,76.0856,76.4761,75.2396,75.6951,1084268.0
2021-09-29,75.6765,77.0571,75.6394,76.5504,955134.0
2021-09-30,76.4761,76.5412,75.1373,75.3047,1509973.0
2021-10-01,75.7695,75.7788,74.8026,74.9421,917568.0
2021-10-02,75.7695,75.7788,74.8026,74.9421,917568.0
2021-10-03,75.7695,75.7788,74.8026,74.9421,917568.0
2021-10-04,74.6911,76.4947,74.6234,76.1042,1109094.0
2021-10-05,76.0019,76.5923,75.7974,75.8718,1032960.0
2021-10-06,75.8067,77.2756,75.3419,77.1362,939865.0
2021-10-07,77.3779,78.0101,76.755,76.9037,787498.0
2021-10-08,76.7829,76.9781,76.2437,76.3645,604155.0
2021-10-09,76.7829,76.9781,76.2437,76.3645,604155.0
2021-10-10,76.7829,76.9781,76.2437,76.3645,604155.0
2021-10-11,76.4203,76.4854,75.4162,75.5557,718427.0
2021-10-12,75.5743,76.2065,75.3056,75.8718,844050.0
2021-10-13,75.9462,76.8944,75.5464,76.7922,745545.0
2021-10-14,77.1083,78.0287,76.7922,78.0008,1747653.0
2021-10-15,78.2239,78.3587,77.257,77.3314,1007615.0
2021-10-16,78.2239,78.3587,77.257,77.3314,1007615.0
2021-10-17,78.2239,78.3587,77.257,77.3314,1007615.0
2021-10-18,76.7922,77.3825,76.3366,76.8665,1253867.0
2021-10-19,77.2012,77.7962,77.0246,77.6382,666399.0
2021-10-20,77.945,78.8096,77.9263,78.4191,575026.0
2021-10-21,78.5493,78.8096,78.2657,78.5493,581124.0
2021-10-22,78.6887,79.4697,78.6432,79.2837,412933.0
2021-10-23,78.6887,79.4697,78.6432,79.2837,412933.0
2021-10-24,78.6887,79.4697,78.6432,79.2837,412933.0
2021-10-25,79.1815,79.3395,78.5679,78.7724,515187.0
2021-10-26,78.8375,79.7765,78.6144,79.3395,585744.0
2021-10-27,79.5905,79.6603,78.3726,78.5214,649752.0
2021-10-28,78.2239,78.9676,78.1728,78.8468,528146.0
2021-10-29,78.7538,79.293,77.9078,78.3633,814225.0
2021-10-30,78.7538,79.293,77.9078,78.3633,814225.0
2021-10-31,78.7538,79.293,77.9078,78.3633,814225.0
2021-11-01,78.5028,78.6329,77.6568,78.354,911013.0
2021-11-02,78.6329,78.8933,77.6661,78.4005,919775.0
2021-11-03,78.4098,79.0699,77.601,78.2704,966045.0
2021-11-04,78.1216,79.0327,77.2245,78.4377,1364869.0
2021-11-05,78.7724,79.8229,78.5865,79.4883,730037.0
2021-11-06,78.7724,79.8229,78.5865,79.4883,730037.0
2021-11-07,78.7724,79.8229,78.5865,79.4883,730037.0
2021-11-08,79.544,79.544,76.3738,77.1454,1432507.0
2021-11-09,77.2849,78.0379,77.1176,77.2012,1433679.0
2021-11-10,77.5824,78.5586,77.5359,78.4842,1058142.0
2021-11-11,78.2053,78.4098,77.4987,78.1867,657005.0
2021-11-12,78.3633,78.7538,77.8055,78.6051,751202.0
2021-11-13,78.3633,78.7538,77.8055,78.6051,751202.0
2021-11-14,78.3633,78.7538,77.8055,78.6051,751202.0
2021-11-15,79.0513,79.7951,78.7445,79.7579,794531.0
2021-11-16,79.8601,80.139,79.1071,79.1536,691118.0
2021-11-17,78.9119,79.7114,78.5121,79.479,577999.0
2021-11-18,79.386,79.6835,78.3354,78.4842,870144.0
2021-11-19,78.8747,79.4976,78.6237,79.3767,993592.0
2021-11-20,78.8747,79.4976,78.6237,79.3767,993592.0
2021-11-21,78.8747,79.4976,78.6237,79.3767,993592.0
2021-11-22,79.2465,80.6569,79.0699,80.2134,896637.0
2021-11-23,80.5016,80.5016,79.5626,79.8601,731424.0
2021-11-24,79.9531,80.1762,79.4046,79.73,635658.0
2021-11-25,79.9531,80.1762,79.4046,79.73,635658.0
2021-11-26,79.1257,79.8322,78.447,78.5679,644833.0
2021-11-27,79.1257,79.8322,78.447,78.5679,644833.0
2021-11-28,79.1257,79.8322,78.447,78.5679,644833.0
2021-11-29,78.9119,79.3767,78.196,79.1071,1067989.0
2021-11-30,78.6701,78.9583,75.7137,75.8532,3378168.0
2021-12-01,76.2251,78.3169,76.0856,76.4389,1372469.0
2021-12-02,76.504,78.0472,76.504,77.3779,1263484.0
2021-12-03,77.8055,79.0606,77.0618,79.0513,1273462.0
2021-12-04,77.8055,79.0606,77.0618,79.0513,1273462.0
2021-12-05,77.8055,79.0606,77.0618,79.0513,1273462.0
2021-12-06,79.8601,81.2454,79.73,79.8973,1244573.0
2021-12-07,79.8973,81.3663,79.5886,80.964,1202522.0
2021-12-08,81.1699,81.8716,80.7956,81.2073,1052625.0
2021-12-09,81.226,81.6283,80.6833,81.1231,1164192.0
2021-12-10,81.4506,82.1336,81.1277,81.6283,756549.0
2021-12-11,81.4506,82.1336,81.1277,81.6283,756549.0
2021-12-12,81.4506,82.1336,81.1277,81.6283,756549.0
2021-12-13,81.6751,82.7558,81.5675,82.302,940408.0
2021-12-14,82.4798,82.6576,81.5067,81.5816,1521265.0
2021-12-15,82.0026,82.7605,81.8248,82.7418,1283047.0
2021-12-16,82.5921,83.6494,82.419,82.957,1442827.0
2021-12-17,82.7137,82.9944,80.543,80.8517,2589469.0
2021-12-18,82.7137,82.9944,80.543,80.8517,2589469.0
2021-12-19,82.7137,82.9944,80.543,80.8517,2589469.0
2021-12-20,80.309,81.0389,79.4108,80.8424,1503332.0
2021-12-21,81.2354,82.1055,80.6833,81.5722,2172268.0
2021-12-22,81.3757,81.7874,80.9359,81.4599,1054787.0
2021-12-23,81.4599,82.1523,81.2541,81.4225,922186.0
2021-12-24,81.4599,82.1523,81.2541,81.4225,922186.0
2021-12-25,81.4599,82.1523,81.2541,81.4225,922186.0
2021-12-26,81.4599,82.1523,81.2541,81.4225,922186.0
2021-12-27,81.5909,81.9371,81.2541,81.9184,909259.0
2021-12-28,81.8155,82.7511,81.8155,82.7324,780456.0
2021-12-29,82.3862,83.3593,82.3862,83.1909,1112804.0
2021-12-30,83.3219,83.6915,82.9009,83.3313,921152.0
2021-12-31,83.2283,83.7055,82.7511,83.2845,726065.0
2022-01-01,83.2283,83.7055,82.7511,83.2845,726065.0
2022-01-02,83.2283,83.7055,82.7511,83.2845,726065.0
2022-01-03,83.509,83.509,81.7687,82.8821,1134820.0
2022-01-04,82.8634,83.6962,82.3394,82.4424,996904.0
2022-01-05,82.4424,83.3593,82.143,82.6482,1135786.0
2022-01-06,82.5266,83.1348,82.0307,82.2459,865466.0
2022-01-07,81.9932,83.0038,81.6564,82.564,822756.0
2022-01-08,81.9932,83.0038,81.6564,82.564,822756.0
2022-01-09,81.9932,83.0038,81.6564,82.564,822756.0
2022-01-10,82.6202,82.8026,81.3008,81.881,1321076.0
2022-01-11,81.8716,82.3207,80.7956,81.3757,1591687.0
2022-01-12,81.2541,82.3114,80.8143,82.0681,1057113.0
2022-01-13,82.143,83.743,81.8342,83.1441,1739471.0
2022-01-14,82.8915,83.2751,82.1804,82.4237,1952283.0
2022-01-15,82.8915,83.2751,82.1804,82.4237,1952283.0
2022-01-16,82.8915,83.2751,82.1804,82.4237,1952283.0
2022-01-17,82.8915,83.2751,82.1804,82.4237,1952283.0
2022-01-18,82.04,82.3207,80.8892,81.9839,1202748.0
2022-01-19,82.1897,82.6482,81.619,82.0026,929912.0
2022-01-20,82.2085,83.3303,82.0307,82.2272,956179.0
2022-01-21,82.8915,83.2377,81.8295,82.0775,1157923.0
2022-01-22,82.8915,83.2377,81.8295,82.0775,1157923.0
2022-01-23,82.8915,83.2377,81.8295,82.0775,1157923.0
2022-01-24,81.8342,82.4611,78.8634,80.8424,1937888.0
2022-01-25,80.1313,81.3663,79.8318,80.4494,1211008.0
2022-01-26,80.5523,81.3757,79.3266,80.0751,1481535.0
2022-01-27,80.7394,81.5769,80.2529,80.7675,1865267.0
2022-01-28,80.6178,82.012,79.9254,82.012,2766522.0
2022-01-29,80.6178,82.012,79.9254,82.012,2766522.0
2022-01-30,80.6178,82.012,79.9254,82.012,2766522.0
2022-01-31,81.4973,83.1161,81.2166,83.0318,2207773.0
2022-02-01,82.9196,83.3734,81.3617,81.9558,2278275.0
2022-02-02,81.9184,83.0786,81.8342,82.8634,1292746.0
2022-02-03,83.0693,83.4529,82.2365,82.3488,917241.0
2022-02-04,81.6751,82.274,80.7301,81.2915,807116.0
2022-02-05,81.6751,82.274,80.7301,81.2915,807116.0
2022-02-06,81.6751,82.274,80.7301,81.2915,807116.0
2022-02-07,81.095,81.9932,80.8424,81.7406,1277232.0
2022-02-08,82.0587,82.2459,81.5535,81.7687,855253.0
2022-02-09,82.2646,82.564,81.7406,82.0681,975753.0
2022-02-10,81.3757,81.7968,79.8786,80.0564,1109967.0
2022-02-11,80.2716,80.7582,79.7944,80.2061,1349778.0
2022-02-12,80.2716,80.7582,79.7944,80.2061,1349778.0
2022-02-13,80.2716,80.7582,79.7944,80.2061,1349778.0
2022-02-14,80.6646,80.8985,78.7277,79.6541,1324595.0
2022-02-15,80.1313,80.5149,78.5593,78.9523,958449.0
2022-02-16,78.9804,79.4201,78.1663,79.0365,803283.0
2022-02-17,78.9242,79.5699,78.1757,79.0739,1055220.0
2022-02-18,78.1663,79.9348,78.1289,79.2237,1379460.0
2022-02-19,78.1663,79.9348,78.1289,79.2237,1379460.0
2022-02-20,78.1663,79.9348,78.1289,79.2237,1379460.0
2022-02-21,78.1663,79.9348,78.1289,79.2237,1379460.0
2022-02-22,79.8038,80.2903,78.578,79.4576,970446.0
2022-02-23,79.4482,79.7289,78.2693,78.3722,875972.0
2022-02-24,77.9324,78.2973,76.5102,77.895,1259747.0
2022-02-25,78.6903,80.5242,78.5874,80.4962,1333960.0
2022-02-26,78.6903,80.5242,78.5874,80.4962,1333960.0
2022-02-27,78.6903,80.5242,78.5874,80.4962,1333960.0
2022-02-28,79.8318,80.6365,79.5511,80.4213,1519210.0
2022-03-01,80.3745,80.8237,78.6061,79.3359,1213795.0
2022-03-02,79.3921,80.702,79.2798,80.4587,1296961.0
2022-03-03,80.5991,82.012,80.5991,81.6845,908665.0
2022-03-04,81.4318,83.8365,81.2354,83.7617,1158271.0
2022-03-05,81.4318,83.8365,81.2354,83.7617,1158271.0
2022-03-06,81.4318,83.8365,81.2354,83.7617,1158271.0
2022-03-07,83.8178,84.0704,82.695,83.8085,1787761.0
2022-03-08,84.27,84.4113,82.6311,82.6499,1616500.0
2022-03-09,83.4317,83.4317,81.5856,81.6986,1930852.0
2022-03-10,81.3972,82.6123,81.2183,82.4616,982959.0
2022-03-11,82.292,83.3846,82.1884,82.4051,933131.0
2022-03-12,82.292,83.3846,82.1884,82.4051,933131.0
2022-03-13,82.292,83.3846,82.1884,82.4051,933131.0
2022-03-14,83.0267,83.4505,81.8964,82.3015,791681.0
2022-03-15,83.1209,83.3564,82.4522,83.3187,1262057.0
2022-03-16,83.2339,83.4976,81.8211,82.8195,1189425.0
2022-03-17,83.0455,83.9592,82.7724,83.46,1319666.0
2022-03-18,83.4223,83.8461,82.5558,82.7441,2223283.0
2022-03-19,83.4223,83.8461,82.5558,82.7441,2223283.0
2022-03-20,83.4223,83.8461,82.5558,82.7441,2223283.0
2022-03-21,82.9513,84.4301,82.9513,84.2606,1362340.0
2022-03-22,84.6091,84.6091,83.2622,83.4317,1149493.0
2022-03-23,83.6201,84.383,83.1209,83.9497,1530003.0
2022-03-24,83.865,84.788,83.6766,84.3453,893066.0
2022-03-25,84.7598,85.8806,84.3547,85.5038,1675456.0
2022-03-26,84.7598,85.8806,84.3547,85.5038,1675456.0
2022-03-27,84.7598,85.8806,84.3547,85.5038,1675456.0
2022-03-28,85.5133,86.6529,84.7503,86.4646,1838003.0
2022-03-29,86.6718,87.0862,86.1066,87.0297,1533708.0
2022-03-30,87.1898,88.4143,86.8131,88.3672,1752898.0
2022-03-31,88.2259,89.2243,88.2259,88.3106,1512846.0
2022-04-01,88.273,89.3373,87.6984,89.2808,1246286.0
2022-04-02,88.273,89.3373,87.6984,89.2808,1246286.0
2022-04-03,88.273,89.3373,87.6984,89.2808,1246286.0
2022-04-04,88.7439,89.309,87.7926,88.904,1019428.0
2022-04-05,89.0641,90.2509,88.9605,89.4221,1409159.0
2022-04-06,89.6858,91.8333,89.5539,91.4848,1735794.0
2022-04-07,91.3623,91.4754,90.3545,91.174,1314134.0
2022-04-08,91.5884,91.8521,90.8066,91.4283,1352322.0
2022-04-09,91.5884,91.8521,90.8066,91.4283,1352322.0
2022-04-10,91.5884,91.8521,90.8066,91.4283,1352322.0
2022-04-11,91.5507,91.9369,90.6371,90.8726,1097100.0
2022-04-12,90.6559,91.5695,90.2321,91.1269,847709.0
2022-04-13,91.1269,91.3906,90.2227,90.6559,1132264.0
2022-04-14,90.9856,91.2917,90.5712,90.6559,795271.0
2022-04-15,90.9856,91.2917,90.5712,90.6559,795271.0
2022-04-16,90.9856,91.2917,90.5712,90.6559,795271.0
2022-04-17,90.9856,91.2917,90.5712,90.6559,795271.0
2022-04-18,90.9479,91.3623,90.0625,90.4958,758580.0
2022-04-19,90.9291,91.1928,90.6182,91.0044,1111265.0
2022-04-20,91.8521,92.8976,91.546,92.7846,1253292.0
2022-04-21,92.7657,93.4345,91.984,92.1253,1182924.0
2022-04-22,92.0122,92.2948,91.0609,91.2493,1111276.0
2022-04-23,92.0122,92.2948,91.0609,91.2493,1111276.0
2022-04-24,92.0122,92.2948,91.0609,91.2493,1111276.0
2022-04-25,91.4754,91.7956,89.3279,90.3451,1398035.0
2022-04-26,90.185,91.0798,89.3844,89.4032,884329.0
2022-04-27,89.4221,90.1285,88.3201,88.8475,1038376.0
2022-04-28,89.1395,90.0814,88.5461,89.9024,1155441.0
2022-04-29,89.4221,89.4786,87.3876,87.5006,1537523.0
2022-04-30,89.4221,89.4786,87.3876,87.5006,1537523.0
2022-05-01,89.4221,89.4786,87.3876,87.5006,1537523.0
2022-05-02,87.9904,88.5555,85.6263,86.6529,1254463.0
2022-05-03,87.2369,88.3649,86.554,87.0485,1174012.0
2022-05-04,87.3123,88.5838,87.105,88.4048,1136269.0
2022-05-05,88.0092,88.5084,87.171,87.8303,1272300.0
2022-05-06,87.2275,87.9716,86.3892,87.2652,1800577.0
2022-05-07,87.2275,87.9716,86.3892,87.2652,1800577.0
2022-05-08,87.2275,87.9716,86.3892,87.2652,1800577.0
