,CXT US Equity,CXT US Equity,CXT US Equity,CXT US Equity,CXT US Equity
2020-03-14,17.3953,17.935,16.3386,17.935,516880.0
2020-03-15,17.3953,17.935,16.3386,17.935,516880.0
2020-03-16,15.6956,16.8524,15.1365,15.1365,711412.0
2020-03-17,15.4467,16.0219,14.7681,15.9476,642348.0
2020-03-18,14.7907,15.2625,13.162,13.608,591614.0
2020-03-19,13.204,14.0345,12.7129,13.9053,433431.0
2020-03-20,14.0152,14.6227,12.7225,12.9488,818884.0
2020-03-21,14.0152,14.6227,12.7225,12.9488,818884.0
2020-03-22,14.0152,14.6227,12.7225,12.9488,818884.0
2020-03-23,12.7839,12.9347,11.8823,12.4996,561340.0
2020-03-24,13.3818,14.1121,13.0017,14.0475,748520.0
2020-03-25,13.8697,15.5178,13.7308,14.8683,775169.0
2020-03-26,15.1979,16.3095,14.9982,16.1674,535328.0
2020-03-27,15.4597,16.009,15.1003,15.9056,589194.0
2020-03-28,15.4597,16.009,15.1003,15.9056,589194.0
2020-03-29,15.4597,16.009,15.1003,15.9056,589194.0
2020-03-30,15.841,16.1124,14.9532,16.0284,633067.0
2020-03-31,15.841,16.1043,15.4241,15.8927,637166.0
2020-04-01,14.9878,15.3659,14.8683,15.1397,554633.0
2020-04-02,14.9814,15.7473,14.5774,15.0783,485985.0
2020-04-03,15.0008,15.1785,14.3577,14.7132,494857.0
2020-04-04,15.0008,15.1785,14.3577,14.7132,494857.0
2020-04-05,15.0008,15.1785,14.3577,14.7132,494857.0
2020-04-06,15.5114,15.9702,15.4241,15.7666,727380.0
2020-04-07,16.5196,17.111,16.1997,16.4873,447804.0
2020-04-08,16.6779,17.6151,16.3968,17.4212,430207.0
2020-04-09,17.8736,18.2988,17.2208,17.4632,469355.0
2020-04-10,17.8736,18.2988,17.2208,17.4632,469355.0
2020-04-11,17.8736,18.2988,17.2208,17.4632,469355.0
2020-04-12,17.8736,18.2988,17.2208,17.4632,469355.0
2020-04-13,17.3081,17.3081,16.6779,16.9268,312474.0
2020-04-14,17.363,17.628,16.9995,17.3663,361833.0
2020-04-15,16.6909,16.7135,16.0607,16.2999,357218.0
2020-04-16,16.3516,16.4514,15.6762,16.1253,387691.0
2020-04-17,16.7426,17.3242,16.7426,17.1497,347956.0
2020-04-18,16.7426,17.3242,16.7426,17.1497,347956.0
2020-04-19,16.7426,17.3242,16.7426,17.1497,347956.0
2020-04-20,16.6876,16.8541,16.3192,16.4937,350219.0
2020-04-21,15.9961,16.0639,15.7456,15.8248,371205.0
2020-04-22,16.2255,16.3661,15.9767,16.1738,249655.0
2020-04-23,16.3128,16.9009,16.2417,16.6198,244642.0
2020-04-24,16.8266,16.8266,16.1447,16.4808,321136.0
2020-04-25,16.8266,16.8266,16.1447,16.4808,321136.0
2020-04-26,16.8266,16.8266,16.1447,16.4808,321136.0
2020-04-27,16.7232,17.5052,16.5551,17.4115,437411.0
2020-04-28,17.4988,18.0806,16.3952,17.6215,789539.0
2020-04-29,18.0481,18.5135,17.8154,18.4585,512269.0
2020-04-30,18.0223,18.0223,17.5343,17.5957,483506.0
2020-05-01,17.2467,17.2467,16.4905,16.623,602694.0
2020-05-02,17.2467,17.2467,16.4905,16.623,602694.0
2020-05-03,17.2467,17.2467,16.4905,16.623,602694.0
2020-05-04,16.2966,16.497,16.0252,16.2708,676028.0
2020-05-05,16.4194,16.9817,16.4194,16.5293,518844.0
2020-05-06,16.6618,16.7393,16.0058,16.009,357101.0
2020-05-07,16.3742,16.7264,16.2288,16.5616,448932.0
2020-05-08,17.0173,17.405,16.9736,17.3953,484374.0
2020-05-09,17.0173,17.405,16.9736,17.3953,484374.0
2020-05-10,17.0173,17.405,16.9736,17.3953,484374.0
2020-05-11,17.1271,17.1304,16.3192,16.6036,472527.0
2020-05-12,16.846,16.8751,15.6212,15.6245,561025.0
2020-05-13,15.45,15.4823,14.9006,15.0622,433379.0
2020-05-14,14.7358,15.4144,14.2931,15.3433,369855.0
2020-05-15,15.1624,15.7666,15.0816,15.311,401136.0
2020-05-16,15.1624,15.7666,15.0816,15.311,401136.0
2020-05-17,15.1624,15.7666,15.0816,15.311,401136.0
2020-05-18,16.2126,17.1643,16.1609,16.9623,644284.0
2020-05-19,16.8363,16.8848,16.3095,16.3225,282655.0
2020-05-20,16.6424,16.9494,16.6424,16.8718,399598.0
2020-05-21,16.8169,17.1433,16.8024,16.8104,403596.0
2020-05-22,16.93,16.93,16.5261,16.7555,149068.0
2020-05-23,16.93,16.93,16.5261,16.7555,149068.0
2020-05-24,16.93,16.93,16.5261,16.7555,149068.0
2020-05-25,16.93,16.93,16.5261,16.7555,149068.0
2020-05-26,17.6409,18.2614,17.5181,18.0029,273403.0
2020-05-27,18.633,19.3569,18.5393,19.2018,487944.0
2020-05-28,19.4915,19.4915,18.5833,18.6386,411557.0
2020-05-29,18.3424,18.3522,17.75,18.1374,417693.0
2020-05-30,18.3424,18.3522,17.75,18.1374,417693.0
2020-05-31,18.3424,18.3522,17.75,18.1374,417693.0
2020-06-01,18.2187,18.8274,18.0495,18.4531,387446.0
2020-06-02,18.7135,18.9381,18.567,18.6484,481518.0
2020-06-03,19.1725,19.8105,19.1448,19.6152,382235.0
2020-06-04,19.4361,20.4517,19.4296,20.4224,609629.0
2020-06-05,21.4348,22.1476,21.0507,21.4413,608261.0
2020-06-06,21.4348,22.1476,21.0507,21.4413,608261.0
2020-06-07,21.4348,22.1476,21.0507,21.4413,608261.0
2020-06-08,21.8384,22.05,21.5389,21.718,397133.0
2020-06-09,21.0474,21.0962,20.621,20.8,462886.0
2020-06-10,20.5657,20.5657,19.3971,19.4296,446577.0
2020-06-11,18.0723,18.4661,17.3561,17.3594,475393.0
2020-06-12,18.1243,18.6657,17.3626,17.9095,409106.0
2020-06-13,18.1243,18.6657,17.3626,17.9095,409106.0
2020-06-14,18.1243,18.6657,17.3626,17.9095,409106.0
2020-06-15,17.1283,18.1439,16.959,17.9225,320054.0
2020-06-16,19.205,19.3202,18.4629,18.8372,587000.0
2020-06-17,18.8795,18.8795,18.2513,18.2838,376211.0
2020-06-18,18.0657,18.5508,17.9909,18.1081,388522.0
2020-06-19,18.3652,18.4401,17.6882,17.8997,727213.0
2020-06-20,18.3652,18.4401,17.6882,17.8997,727213.0
2020-06-21,18.3652,18.4401,17.6882,17.8997,727213.0
2020-06-22,17.8021,18.1374,17.3789,18.0625,478525.0
2020-06-23,18.2969,18.3502,17.8668,18.0527,440439.0
2020-06-24,17.75,17.9388,17.5059,17.6556,484689.0
2020-06-25,17.5156,18.1927,17.4278,18.1829,474674.0
2020-06-26,17.9746,18.3685,17.8965,18.3424,937070.0
2020-06-27,17.9746,18.3685,17.8965,18.3424,937070.0
2020-06-28,17.9746,18.3685,17.8965,18.3424,937070.0
2020-06-29,18.6745,19.1822,18.4531,19.1432,662431.0
2020-06-30,18.9707,19.511,18.9707,19.3548,531384.0
2020-07-01,19.3971,19.5647,18.4954,18.5247,542266.0
2020-07-02,18.9316,19.2832,18.72,18.8502,355541.0
2020-07-03,18.9316,19.2832,18.72,18.8502,355541.0
2020-07-04,18.9316,19.2832,18.72,18.8502,355541.0
2020-07-05,18.9316,19.2832,18.72,18.8502,355541.0
2020-07-06,19.4003,19.4068,18.8632,19.0976,289054.0
2020-07-07,18.8567,18.9739,18.3424,18.362,282401.0
2020-07-08,18.375,18.5801,18.0202,18.2545,268224.0
2020-07-09,18.0918,18.1634,17.4522,17.4636,357895.0
2020-07-10,17.4212,17.916,17.4212,17.8184,339173.0
2020-07-11,17.4212,17.916,17.4212,17.8184,339173.0
2020-07-12,17.4212,17.916,17.4212,17.8184,339173.0
2020-07-13,18.056,18.7168,17.8574,18.3555,513958.0
2020-07-14,18.4206,18.9349,18.1601,18.9153,261164.0
2020-07-15,19.4524,19.7975,19.2734,19.677,224375.0
2020-07-16,19.5663,19.9407,19.4492,19.5436,164904.0
2020-07-17,19.6022,19.8951,19.5501,19.6087,316623.0
2020-07-18,19.6022,19.8951,19.5501,19.6087,316623.0
2020-07-19,19.6022,19.8951,19.5501,19.6087,316623.0
2020-07-20,19.4264,19.5859,18.9544,19.166,252425.0
2020-07-21,19.3938,19.817,19.3938,19.5403,191507.0
2020-07-22,19.3483,19.843,19.3483,19.7812,340445.0
2020-07-23,19.7063,20.0709,19.5468,19.8626,171511.0
2020-07-24,19.9602,20.123,19.6738,19.7193,138800.0
2020-07-25,19.9602,20.123,19.6738,19.7193,138800.0
2020-07-26,19.9602,20.123,19.6738,19.7193,138800.0
2020-07-27,19.6282,20.0188,19.3568,19.9895,322368.0
2020-07-28,19.6022,19.7649,18.5377,18.554,561829.0
2020-07-29,18.3457,18.6321,18.2692,18.6224,428503.0
2020-07-30,18.3424,18.4977,18.0592,18.4043,340703.0
2020-07-31,18.2513,18.4368,17.9844,18.414,336429.0
2020-08-01,18.2513,18.4368,17.9844,18.414,336429.0
2020-08-02,18.2513,18.4368,17.9844,18.414,336429.0
2020-08-03,18.5475,18.8502,18.3871,18.7298,247157.0
2020-08-04,18.6745,18.7623,18.4434,18.7168,211800.0
2020-08-05,18.8405,19.1724,18.7949,19.1334,186156.0
2020-08-06,19.0065,19.2079,18.9934,19.1171,217572.0
2020-08-07,19.0553,19.638,19.0097,19.6184,240732.0
2020-08-08,19.0553,19.638,19.0097,19.6184,240732.0
2020-08-09,19.0553,19.638,19.0097,19.6184,240732.0
2020-08-10,19.7486,20.359,19.7486,20.3215,233065.0
2020-08-11,20.7545,21.0333,20.3036,20.3638,295686.0
2020-08-12,20.6731,20.6731,20.0188,20.1653,148919.0
2020-08-13,19.9342,20.0286,19.7389,19.8593,147790.0
2020-08-14,19.6542,20.0058,19.638,19.83,155767.0
2020-08-15,19.6542,20.0058,19.638,19.83,155767.0
2020-08-16,19.6542,20.0058,19.638,19.83,155767.0
2020-08-17,19.9049,19.9049,19.4264,19.4654,285589.0
2020-08-18,19.4557,19.4882,18.8209,18.8405,275072.0
2020-08-19,18.9153,19.1237,18.7282,19.0032,248037.0
2020-08-20,18.7168,18.8763,18.6224,18.7754,198056.0
2020-08-21,18.7233,18.8177,18.3587,18.4531,206095.0
2020-08-22,18.7233,18.8177,18.3587,18.4531,206095.0
2020-08-23,18.7233,18.8177,18.3587,18.4531,206095.0
2020-08-24,18.5866,19.1016,18.4531,19.0065,167501.0
2020-08-25,19.2181,19.2278,18.7721,18.7851,179814.0
2020-08-26,18.7591,18.9153,18.6549,18.7981,205742.0
2020-08-27,18.8567,19.1302,18.681,18.8405,211709.0
2020-08-28,18.906,19.0963,18.7536,19.0831,134133.0
2020-08-29,18.906,19.0963,18.7536,19.0831,134133.0
2020-08-30,18.906,19.0963,18.7536,19.0831,134133.0
2020-08-31,18.9552,18.9585,18.5125,18.542,197380.0
2020-09-01,18.4305,18.9487,18.3026,18.9323,190292.0
2020-09-02,18.9388,19.3422,18.9356,19.2668,241218.0
2020-09-03,19.3717,19.4144,18.4781,18.6273,276008.0
2020-09-04,18.9946,19.0799,18.5453,18.706,230947.0
2020-09-05,18.9946,19.0799,18.5453,18.706,230947.0
2020-09-06,18.9946,19.0799,18.5453,18.706,230947.0
2020-09-07,18.9946,19.0799,18.5453,18.706,230947.0
2020-09-08,18.6142,18.6142,18.1354,18.1551,293734.0
2020-09-09,18.3321,18.4469,17.973,18.3617,241175.0
2020-09-10,18.3781,18.4404,17.673,17.6894,337009.0
2020-09-11,17.7779,17.9353,17.6271,17.8533,239879.0
2020-09-12,17.7779,17.9353,17.6271,17.8533,239879.0
2020-09-13,17.7779,17.9353,17.6271,17.8533,239879.0
2020-09-14,18.0796,18.2239,17.9189,18.0009,246571.0
2020-09-15,18.0239,18.1026,17.4336,17.532,289165.0
2020-09-16,17.6402,17.7254,17.3811,17.4303,731685.0
2020-09-17,17.1811,17.9517,16.9453,17.9124,370912.0
2020-09-18,17.9058,17.9616,17.3286,17.3745,632257.0
2020-09-19,17.9058,17.9616,17.3286,17.3745,632257.0
2020-09-20,17.9058,17.9616,17.3286,17.3745,632257.0
2020-09-21,16.9154,17.0171,16.3563,16.535,339685.0
2020-09-22,16.5416,16.7842,16.4383,16.6531,456250.0
2020-09-23,16.6203,16.9974,16.2792,16.2956,300687.0
2020-09-24,16.2235,16.5219,15.9709,16.2464,195804.0
2020-09-25,16.0037,16.4268,16.0037,16.2726,239122.0
2020-09-26,16.0037,16.4268,16.0037,16.2726,239122.0
2020-09-27,16.0037,16.4268,16.0037,16.2726,239122.0
2020-09-28,16.5317,16.922,16.5317,16.7514,242477.0
2020-09-29,16.8006,16.8039,16.2497,16.4629,175339.0
2020-09-30,16.4989,16.8053,16.2169,16.4399,425268.0
2020-10-01,16.5153,16.7187,16.1447,16.2038,243440.0
2020-10-02,15.8168,16.6121,15.8037,16.312,301346.0
2020-10-03,15.8168,16.6121,15.8037,16.312,301346.0
2020-10-04,15.8168,16.6121,15.8037,16.312,301346.0
2020-10-05,16.6137,16.6557,16.3907,16.4497,341156.0
2020-10-06,16.5711,17.0007,16.4661,16.558,405826.0
2020-10-07,16.9056,17.145,16.7416,16.8531,639794.0
2020-10-08,17.0696,17.0991,16.7129,16.9548,457931.0
2020-10-09,17.1712,17.1712,16.9187,16.9843,571612.0
2020-10-10,17.1712,17.1712,16.9187,16.9843,571612.0
2020-10-11,17.1712,17.1712,16.9187,16.9843,571612.0
2020-10-12,17.0564,17.6008,16.9318,17.4959,475366.0
2020-10-13,17.2598,17.509,17.1745,17.204,315747.0
2020-10-14,17.1614,17.5312,17.1614,17.2073,124154.0
2020-10-15,16.9581,17.7172,16.8662,17.6467,359451.0
2020-10-16,17.6828,17.9812,17.4795,17.8566,242317.0
2020-10-17,17.6828,17.9812,17.4795,17.8566,242317.0
2020-10-18,17.6828,17.9812,17.4795,17.8566,242317.0
2020-10-19,17.8665,17.9878,17.5648,17.6959,556741.0
2020-10-20,17.9025,18.2436,17.8271,18.1551,572717.0
2020-10-21,18.1551,18.483,17.7025,17.7779,334635.0
2020-10-22,17.7779,18.2895,17.7779,18.2567,211830.0
2020-10-23,18.4535,18.6237,17.9681,18.0829,224533.0
2020-10-24,18.4535,18.6237,17.9681,18.0829,224533.0
2020-10-25,18.4535,18.6237,17.9681,18.0829,224533.0
2020-10-26,17.8271,17.8681,17.409,17.6926,389954.0
2020-10-27,18.2469,18.5683,17.1122,17.227,635328.0
2020-10-28,16.8203,17.063,16.4317,16.4596,334585.0
2020-10-29,16.4038,16.676,16.0857,16.5514,730988.0
2020-10-30,16.4825,16.7154,16.2726,16.6432,657362.0
2020-10-31,16.4825,16.7154,16.2726,16.6432,657362.0
2020-11-01,16.4825,16.7154,16.2726,16.6432,657362.0
2020-11-02,16.9744,17.2893,16.7023,17.227,349331.0
2020-11-03,17.6139,17.8517,17.4303,17.5156,403805.0
2020-11-04,17.1679,17.6402,16.8039,17.1155,296069.0
2020-11-05,17.3155,18.0698,17.3155,17.9091,254736.0
2020-11-06,17.8763,17.9452,17.2762,17.3254,276240.0
2020-11-07,17.8763,17.9452,17.2762,17.3254,276240.0
2020-11-08,17.8763,17.9452,17.2762,17.3254,276240.0
2020-11-09,19.3488,20.0473,19.1815,19.7751,506803.0
2020-11-10,19.8964,20.677,19.8964,20.5786,564510.0
2020-11-11,20.6409,20.6425,19.8063,20.0014,494890.0
2020-11-12,19.7882,19.8374,19.2856,19.5324,467810.0
2020-11-13,19.6866,20.2605,19.6751,20.1457,237070.0
2020-11-14,19.6866,20.2605,19.6751,20.1457,237070.0
2020-11-15,19.6866,20.2605,19.6751,20.1457,237070.0
2020-11-16,20.8344,21.487,20.3359,21.4739,559010.0
2020-11-17,21.1098,21.464,20.7393,21.3952,443652.0
2020-11-18,21.4837,21.6542,21.2377,21.2443,364042.0
2020-11-19,21.1361,21.4411,20.9885,21.3722,239365.0
2020-11-20,21.2345,21.6641,21.2345,21.6247,399319.0
2020-11-21,21.2345,21.6641,21.2345,21.6247,399319.0
2020-11-22,21.2345,21.6641,21.2345,21.6247,399319.0
2020-11-23,21.9363,22.4938,21.851,22.4839,370535.0
2020-11-24,22.9529,23.8383,22.8676,23.776,656989.0
2020-11-25,23.6121,23.758,23.2284,23.5957,480142.0
2020-11-26,23.6121,23.758,23.2284,23.5957,480142.0
2020-11-27,23.7144,23.7144,23.1871,23.4241,230355.0
2020-11-28,23.7144,23.7144,23.1871,23.4241,230355.0
2020-11-29,23.7144,23.7144,23.1871,23.4241,230355.0
2020-11-30,23.2492,23.4043,22.9292,22.9391,736868.0
2020-12-01,23.3944,23.5033,22.8368,23.1998,569162.0
2020-12-02,23.0645,23.2954,22.8896,23.2327,351583.0
2020-12-03,23.2657,23.5824,23.1041,23.4175,356998.0
2020-12-04,23.533,24.3512,23.533,24.3182,309231.0
2020-12-05,23.533,24.3512,23.533,24.3182,309231.0
2020-12-06,23.533,24.3512,23.533,24.3182,309231.0
2020-12-07,24.1532,24.3479,23.9751,24.0641,525670.0
2020-12-08,23.7837,24.3346,23.7837,24.1994,281177.0
2020-12-09,24.4138,24.7438,24.2225,24.5689,470957.0
2020-12-10,24.2984,25.2122,24.2522,25.1232,479653.0
2020-12-11,24.7603,25.3409,24.7438,25.1265,429237.0
2020-12-12,24.7603,25.3409,24.7438,25.1265,429237.0
2020-12-13,24.7603,25.3409,24.7438,25.1265,429237.0
2020-12-14,25.4795,25.5174,24.8708,24.9087,469967.0
2020-12-15,25.2353,25.8556,24.9549,25.849,338210.0
2020-12-16,25.8787,25.8787,25.4531,25.562,439718.0
2020-12-17,25.5686,25.6675,25.2716,25.5521,412248.0
2020-12-18,25.6576,25.948,25.3987,25.5158,604438.0
2020-12-19,25.6576,25.948,25.3987,25.5158,604438.0
2020-12-20,25.6576,25.948,25.3987,25.5158,604438.0
2020-12-21,25.0506,25.4465,24.9087,25.0539,296855.0
2020-12-22,25.0275,25.2947,24.8988,25.0044,218787.0
2020-12-23,25.1397,25.3046,24.9978,25.2353,237134.0
2020-12-24,25.3343,25.4267,25.044,25.3673,75233.0
2020-12-25,25.3343,25.4267,25.044,25.3673,75233.0
2020-12-26,25.3343,25.4267,25.044,25.3673,75233.0
2020-12-27,25.3343,25.4267,25.044,25.3673,75233.0
2020-12-28,25.6345,25.7269,25.2353,25.265,164166.0
2020-12-29,25.3475,25.3475,24.5392,24.8955,362209.0
2020-12-30,24.912,25.4036,24.912,25.3145,241107.0
2020-12-31,25.2419,25.7566,25.1001,25.6213,221021.0
2021-01-01,25.2419,25.7566,25.1001,25.6213,221021.0
2021-01-02,25.2419,25.7566,25.1001,25.6213,221021.0
2021-01-03,25.2419,25.7566,25.1001,25.6213,221021.0
2021-01-04,25.6972,25.7071,24.978,25.1232,318574.0
2021-01-05,25.2122,26.169,25.2122,25.9645,334073.0
2021-01-06,26.4032,27.9803,26.4032,27.5217,417894.0
2021-01-07,27.8087,27.8087,27.2781,27.3699,417777.0
2021-01-08,27.5217,27.5646,26.3736,26.753,381243.0
2021-01-09,27.5217,27.5646,26.3736,26.753,381243.0
2021-01-10,27.5217,27.5646,26.3736,26.753,381243.0
2021-01-11,26.334,26.9509,26.3076,26.7926,224799.0
2021-01-12,26.908,27.0796,26.7068,26.9707,300921.0
2021-01-13,26.9575,27.1192,26.4461,26.621,246362.0
2021-01-14,26.8816,27.3831,26.6606,27.0631,465198.0
2021-01-15,26.7563,26.7994,26.2119,26.6342,219010.0
2021-01-16,26.7563,26.7994,26.2119,26.6342,219010.0
2021-01-17,26.7563,26.7994,26.2119,26.6342,219010.0
2021-01-18,26.7563,26.7994,26.2119,26.6342,219010.0
2021-01-19,26.8321,27.2082,26.621,26.9773,298453.0
2021-01-20,27.1489,27.4029,26.9278,27.1456,269505.0
2021-01-21,27.0499,27.233,26.7497,26.7958,223985.0
2021-01-22,26.4923,26.6408,26.2383,26.6111,261870.0
2021-01-23,26.4923,26.6408,26.2383,26.6111,261870.0
2021-01-24,26.4923,26.6408,26.2383,26.6111,261870.0
2021-01-25,26.3505,26.4725,25.6411,25.9282,318621.0
2021-01-26,25.6048,25.7335,23.9091,25.5092,779766.0
2021-01-27,25.143,25.5554,24.8757,24.9945,498856.0
2021-01-28,25.3673,25.6939,25.1199,25.1232,338628.0
2021-01-29,24.9285,25.2452,24.6052,24.9681,475808.0
2021-01-30,24.9285,25.2452,24.6052,24.9681,475808.0
2021-01-31,24.9285,25.2452,24.6052,24.9681,475808.0
2021-02-01,25.3475,26.0139,25.1067,25.9183,392007.0
2021-02-02,26.3142,26.8189,26.0865,26.4956,437583.0
2021-02-03,26.4197,26.7563,25.7698,26.4395,277110.0
2021-02-04,26.456,27.1142,26.4164,26.8222,305590.0
2021-02-05,27.2148,27.3369,26.7629,26.9509,210940.0
2021-02-06,27.2148,27.3369,26.7629,26.9509,210940.0
2021-02-07,27.2148,27.3369,26.7629,26.9509,210940.0
2021-02-08,27.0961,27.525,26.9806,27.4524,135174.0
2021-02-09,27.5019,27.5019,26.9575,27.1357,201809.0
2021-02-10,27.228,27.6322,26.9423,27.2511,248731.0
2021-02-11,27.3138,27.5283,26.9146,27.4458,351799.0
2021-02-12,27.4524,27.781,27.2841,27.492,245152.0
2021-02-13,27.4524,27.781,27.2841,27.492,245152.0
2021-02-14,27.4524,27.781,27.2841,27.492,245152.0
2021-02-15,27.4524,27.781,27.2841,27.492,245152.0
2021-02-16,27.7064,28.0264,27.5418,27.6239,201455.0
2021-02-17,27.4623,27.6454,27.2115,27.5349,194765.0
2021-02-18,27.4326,27.4986,27.0895,27.2115,203269.0
2021-02-19,27.4425,27.9572,27.4408,27.9506,158841.0
2021-02-20,27.4425,27.9572,27.4408,27.9506,158841.0
2021-02-21,27.4425,27.9572,27.4408,27.9506,158841.0
2021-02-22,27.7361,28.8149,27.7361,28.2904,309540.0
2021-02-23,28.1419,28.4619,27.9967,28.33,174295.0
2021-02-24,28.4058,28.9469,28.3432,28.9007,289505.0
2021-02-25,28.8444,29.0068,28.1746,28.357,212222.0
2021-02-26,28.347,28.347,27.4817,27.8033,295172.0
2021-02-27,28.347,28.347,27.4817,27.8033,295172.0
2021-02-28,28.347,28.347,27.4817,27.8033,295172.0
2021-03-01,28.2675,29.156,28.2675,28.6952,260987.0
2021-03-02,28.6819,29.1958,28.5791,29.0665,363773.0
2021-03-03,29.1593,29.6434,29.0333,29.4445,272975.0
2021-03-04,29.5075,29.7006,28.1846,28.7615,420600.0
2021-03-05,29.0665,29.7727,28.5791,29.6765,345798.0
2021-03-06,29.0665,29.7727,28.5791,29.6765,345798.0
2021-03-07,29.0665,29.7727,28.5791,29.6765,345798.0
2021-03-08,30.0015,30.3794,29.7279,30.0545,236293.0
2021-03-09,30.2136,30.2551,29.5207,29.6401,330090.0
2021-03-10,29.7926,30.3993,29.5804,30.2103,207294.0
2021-03-11,30.3993,30.7043,30.0512,30.4291,185627.0
2021-03-12,30.6082,31.0525,30.2402,31.0027,224648.0
2021-03-13,30.6082,31.0525,30.2402,31.0027,224648.0
2021-03-14,30.6082,31.0525,30.2402,31.0027,224648.0
2021-03-15,30.8966,31.573,30.5767,31.5199,227649.0
2021-03-16,31.4337,31.4337,30.7375,30.7905,264455.0
2021-03-17,30.827,31.3044,30.6645,31.2746,168447.0
2021-03-18,31.2315,31.7951,31.1022,31.3011,269894.0
2021-03-19,31.3243,31.5531,30.8629,31.1088,504198.0
2021-03-20,31.3243,31.5531,30.8629,31.1088,504198.0
2021-03-21,31.3243,31.5531,30.8629,31.1088,504198.0
2021-03-22,30.9397,31.0806,30.333,30.7043,206884.0
2021-03-23,30.2833,30.6413,29.5489,29.7163,368145.0
2021-03-24,30.028,30.6579,30.028,30.0877,311505.0
2021-03-25,29.965,30.9663,29.7147,30.8204,284674.0
2021-03-26,31.1188,31.5332,30.9021,31.4934,252940.0
2021-03-27,31.1188,31.5332,30.9021,31.4934,252940.0
2021-03-28,31.1188,31.5332,30.9021,31.4934,252940.0
2021-03-29,31.4172,31.7702,30.8237,30.9231,347680.0
2021-03-30,30.9928,31.4669,30.8999,31.3376,160936.0
2021-03-31,31.4039,31.5896,31.079,31.1353,295347.0
2021-04-01,31.2348,31.533,31.1254,31.5034,225604.0
2021-04-02,31.2348,31.533,31.1254,31.5034,225604.0
2021-04-03,31.2348,31.533,31.1254,31.5034,225604.0
2021-04-04,31.2348,31.533,31.1254,31.5034,225604.0
2021-04-05,31.752,31.9443,31.1751,31.3542,323894.0
2021-04-06,31.4503,31.762,31.3144,31.3442,358293.0
2021-04-07,31.3309,31.4055,30.9331,31.0259,183012.0
2021-04-08,30.9762,31.1387,30.6049,31.1154,167447.0
2021-04-09,31.1022,31.5995,31.069,31.5829,214653.0
2021-04-10,31.1022,31.5995,31.069,31.5829,214653.0
2021-04-11,31.1022,31.5995,31.069,31.5829,214653.0
2021-04-12,31.6592,31.7354,31.3542,31.5929,164424.0
2021-04-13,31.4669,31.4702,31.0458,31.268,148912.0
2021-04-14,31.3575,31.752,31.2613,31.3575,208308.0
2021-04-15,31.5697,31.6128,31.1619,31.3044,175553.0
2021-04-16,31.5465,31.6923,31.1983,31.3144,161050.0
2021-04-17,31.5465,31.6923,31.1983,31.3144,161050.0
2021-04-18,31.5465,31.6923,31.1983,31.3144,161050.0
2021-04-19,31.3144,31.3243,30.8734,30.9795,220267.0
2021-04-20,30.9762,30.9795,30.3429,30.6911,174809.0
2021-04-21,30.6181,31.4536,30.6181,31.3807,126884.0
2021-04-22,31.4868,31.626,30.9994,31.1519,266138.0
2021-04-23,31.3011,31.8017,31.1585,31.6061,169187.0
2021-04-24,31.3011,31.8017,31.1585,31.6061,169187.0
2021-04-25,31.3011,31.8017,31.1585,31.6061,169187.0
2021-04-26,31.7189,32.0438,31.5995,31.6128,169178.0
2021-04-27,31.7586,31.8216,31.3692,31.5829,161781.0
2021-04-28,31.636,32.0902,31.6114,31.9675,127361.0
2021-04-29,32.1598,32.2626,31.5564,31.6691,183914.0
2021-04-30,31.4337,31.5813,31.1154,31.1851,212284.0
2021-05-01,31.4337,31.5813,31.1154,31.1851,212284.0
2021-05-02,31.4337,31.5813,31.1154,31.1851,212284.0
2021-05-03,31.6426,31.7255,31.0292,31.4105,235460.0
2021-05-04,32.5411,32.9293,31.8283,32.3256,503807.0
2021-05-05,32.5212,32.5212,31.8614,32.0769,341155.0
2021-05-06,32.1366,32.7268,31.8548,32.7168,299171.0
2021-05-07,32.4914,33.0522,32.4184,32.8892,281232.0
2021-05-08,32.4914,33.0522,32.4184,32.8892,281232.0
2021-05-09,32.4914,33.0522,32.4184,32.8892,281232.0
2021-05-10,32.9887,33.1312,32.6472,32.687,300265.0
2021-05-11,32.2659,32.5974,31.7719,32.0172,264685.0
2021-05-12,31.994,32.2891,31.0292,31.0491,323365.0
2021-05-13,31.0226,32.0786,30.9464,31.878,397337.0
2021-05-14,32.067,32.7897,31.8846,32.6704,561850.0
2021-05-15,32.067,32.7897,31.8846,32.6704,561850.0
2021-05-16,32.067,32.7897,31.8846,32.6704,561850.0
2021-05-17,32.5179,32.5179,32.0239,32.2891,293193.0
2021-05-18,32.2659,32.3687,31.5962,31.6327,231754.0
2021-05-19,31.1022,31.2315,30.5021,31.0558,207798.0
2021-05-20,31.1121,31.2912,30.7441,31.079,174984.0
2021-05-21,31.3508,31.5862,30.9364,31.268,170122.0
2021-05-22,31.3508,31.5862,30.9364,31.268,170122.0
2021-05-23,31.3508,31.5862,30.9364,31.268,170122.0
2021-05-24,31.8714,31.9592,31.3243,31.8879,334489.0
2021-05-25,31.941,32.2791,31.442,31.563,222720.0
2021-05-26,31.6094,31.9145,31.4868,31.8349,267829.0
2021-05-27,32.1613,32.4677,31.9431,32.1446,268717.0
2021-05-28,32.2245,32.2245,31.4186,31.8016,178684.0
2021-05-29,32.2245,32.2245,31.4186,31.8016,178684.0
