,SNDR US Equity,SNDR US Equity,SNDR US Equity,SNDR US Equity,SNDR US Equity
2021-03-12,23.9936,24.3588,23.8303,24.2915,491549.0
2021-03-13,23.9936,24.3588,23.8303,24.2915,491549.0
2021-03-14,23.9936,24.3588,23.8303,24.2915,491549.0
2021-03-15,24.2435,24.2771,23.8207,24.205,324868.0
2021-03-16,24.1858,24.1858,23.6765,24.0128,367791.0
2021-03-17,24.1474,24.1618,23.6957,24.1089,427050.0
2021-03-18,24.0801,24.7239,24.0801,24.3876,586555.0
2021-03-19,24.3107,24.5125,24.0224,24.1954,656643.0
2021-03-20,24.3107,24.5125,24.0224,24.1954,656643.0
2021-03-21,24.3107,24.5125,24.0224,24.1954,656643.0
2021-03-22,24.1858,24.2723,23.542,23.6861,565698.0
2021-03-23,23.4747,23.7678,23.0712,23.1865,527521.0
2021-03-24,23.3402,23.6957,23.2778,23.3402,464513.0
2021-03-25,23.3402,23.5804,22.9462,23.4555,306320.0
2021-03-26,23.9168,24.426,23.6177,24.3107,374056.0
2021-03-27,23.9168,24.426,23.6177,24.3107,374056.0
2021-03-28,23.9168,24.426,23.6177,24.3107,374056.0
2021-03-29,24.205,24.6374,24.0801,24.1185,438437.0
2021-03-30,24.0609,24.5606,24.0321,24.3395,542118.0
2021-03-31,24.205,24.3588,23.6765,23.9936,648605.0
2021-04-01,23.936,24.2627,23.7726,24.157,605105.0
2021-04-02,23.936,24.2627,23.7726,24.157,605105.0
2021-04-03,23.936,24.2627,23.7726,24.157,605105.0
2021-04-04,23.936,24.2627,23.7726,24.157,605105.0
2021-04-05,24.3876,24.772,24.1858,24.4933,499612.0
2021-04-06,24.2723,24.5125,24.157,24.2627,535875.0
2021-04-07,24.4452,24.5317,24.1858,24.4645,626173.0
2021-04-08,24.378,24.4741,24.0609,24.3107,440464.0
2021-04-09,24.1954,24.4933,24.1474,24.4068,317482.0
2021-04-10,24.1954,24.4933,24.1474,24.4068,317482.0
2021-04-11,24.1954,24.4933,24.1474,24.4068,317482.0
2021-04-12,24.4452,24.7623,24.3684,24.6855,439989.0
2021-04-13,24.7623,24.7623,24.3201,24.5798,267396.0
2021-04-14,24.599,24.6711,24.1858,24.2627,478204.0
2021-04-15,24.3299,24.6903,24.3011,24.6566,564882.0
2021-04-16,24.7816,24.868,24.2819,24.5606,538847.0
2021-04-17,24.7816,24.868,24.2819,24.5606,538847.0
2021-04-18,24.7816,24.868,24.2819,24.5606,538847.0
2021-04-19,24.5029,24.5606,24.0705,24.3299,326173.0
2021-04-20,24.4741,24.599,24.0321,24.1666,290998.0
2021-04-21,24.3203,24.3203,23.4555,23.4651,486470.0
2021-04-22,23.3018,23.6237,23.3018,23.4075,456054.0
2021-04-23,23.4555,23.6861,23.2826,23.3979,330520.0
2021-04-24,23.4555,23.6861,23.2826,23.3979,330520.0
2021-04-25,23.4555,23.6861,23.2826,23.3979,330520.0
2021-04-26,23.4267,23.4459,22.6868,22.8021,506349.0
2021-04-27,22.8309,23.0904,22.7541,22.8694,466060.0
2021-04-28,22.8694,22.9607,22.5523,22.8021,510394.0
2021-04-29,22.7829,23.5324,22.5811,23.1769,446786.0
2021-04-30,23.8014,23.9552,23.1673,23.2826,558982.0
2021-05-01,23.8014,23.9552,23.1673,23.2826,558982.0
2021-05-02,23.8014,23.9552,23.1673,23.2826,558982.0
2021-05-03,23.4267,24.1954,23.4267,23.984,463921.0
2021-05-04,23.8591,24.3684,23.7822,24.3395,465758.0
2021-05-05,24.4837,24.4837,24.1378,24.3299,354623.0
2021-05-06,24.4164,24.9737,24.2338,24.9161,552852.0
2021-05-07,24.9737,25.3485,24.7816,25.262,455120.0
2021-05-08,24.9737,25.3485,24.7816,25.262,455120.0
2021-05-09,24.9737,25.3485,24.7816,25.262,455120.0
2021-05-10,25.4158,26.0884,25.3773,25.3965,412767.0
2021-05-11,25.3197,25.3197,24.4731,24.647,388698.0
2021-05-12,24.6663,24.7047,24.1858,24.2146,361911.0
2021-05-13,24.1858,24.6759,24.1858,24.5509,420287.0
2021-05-14,24.7431,24.9065,24.5846,24.7239,221087.0
2021-05-15,24.7431,24.9065,24.5846,24.7239,221087.0
2021-05-16,24.7431,24.9065,24.5846,24.7239,221087.0
2021-05-17,24.5413,24.7526,24.4164,24.6278,217857.0
2021-05-18,24.6374,24.7623,24.3876,24.426,212563.0
2021-05-19,24.2146,24.3203,23.7534,24.2146,353385.0
2021-05-20,24.2531,24.2531,23.9106,23.9264,239343.0
2021-05-21,23.9456,24.1858,23.7342,24.0128,201993.0
2021-05-22,23.9456,24.1858,23.7342,24.0128,201993.0
2021-05-23,23.9456,24.1858,23.7342,24.0128,201993.0
2021-05-24,24.0801,24.0897,23.8351,23.8879,289822.0
2021-05-25,23.8783,24.0224,23.3114,23.321,307137.0
2021-05-26,23.3979,23.5708,23.2441,23.5036,240634.0
2021-05-27,23.6093,23.7726,23.494,23.5997,431205.0
2021-05-28,23.6477,23.7325,23.321,23.5324,188595.0
2021-05-29,23.6477,23.7325,23.321,23.5324,188595.0
2021-05-30,23.6477,23.7325,23.321,23.5324,188595.0
2021-05-31,23.6477,23.7325,23.321,23.5324,188595.0
2021-06-01,23.5612,23.8783,23.4651,23.6189,559180.0
2021-06-02,23.7054,23.7054,23.0712,23.1192,352185.0
2021-06-03,23.1192,23.2153,22.8117,23.0904,360545.0
2021-06-04,23.1096,23.1892,22.5186,22.7445,334907.0
2021-06-05,23.1096,23.1892,22.5186,22.7445,334907.0
2021-06-06,23.1096,23.1892,22.5186,22.7445,334907.0
2021-06-07,22.7541,22.7733,22.2064,22.4081,496434.0
2021-06-08,22.4178,22.5811,22.1775,22.5619,329132.0
2021-06-09,22.4946,22.5715,22.3024,22.4466,380894.0
2021-06-10,22.5044,22.5912,21.8394,21.8683,636669.0
2021-06-11,22.0225,22.1575,21.9551,22.0322,646319.0
2021-06-12,22.0225,22.1575,21.9551,22.0322,646319.0
2021-06-13,22.0225,22.1575,21.9551,22.0322,646319.0
2021-06-14,22.0418,22.0948,21.6274,21.7141,490462.0
2021-06-15,21.7237,22.0032,21.5985,21.878,730113.0
2021-06-16,21.8105,21.878,21.4828,21.637,783162.0
2021-06-17,21.7237,21.7237,20.6249,20.6347,942346.0
2021-06-18,20.4708,20.625,20.1913,20.519,1233461.0
2021-06-19,20.4708,20.625,20.1913,20.519,1233461.0
2021-06-20,20.4708,20.625,20.1913,20.519,1233461.0
2021-06-21,20.6154,20.9334,20.5383,20.6925,886630.0
2021-06-22,21.1358,21.2226,20.8371,21.0876,924140.0
2021-06-23,21.078,21.1503,20.6829,20.9913,838295.0
2021-06-24,21.0684,21.0684,20.813,20.9527,641594.0
2021-06-25,20.9816,21.2322,20.8371,21.0684,2161882.0
2021-06-26,20.9816,21.2322,20.8371,21.0684,2161882.0
2021-06-27,20.9816,21.2322,20.8371,21.0684,2161882.0
2021-06-28,21.1358,21.1358,20.7118,20.9238,1045847.0
2021-06-29,20.9238,21.2708,20.7551,21.0973,733165.0
2021-06-30,21.0684,21.2804,20.9624,20.9816,634569.0
2021-07-01,21.0973,21.3768,20.9913,21.3382,641780.0
2021-07-02,21.3671,21.4828,21.078,21.1358,428779.0
2021-07-03,21.3671,21.4828,21.078,21.1358,428779.0
2021-07-04,21.3671,21.4828,21.078,21.1358,428779.0
2021-07-05,21.3671,21.4828,21.078,21.1358,428779.0
2021-07-06,21.0395,21.2997,20.413,20.731,837048.0
2021-07-07,20.6347,21.0828,20.5865,20.8949,531276.0
2021-07-08,20.7792,20.8371,20.3166,20.6154,557070.0
2021-07-09,20.8274,20.9624,20.6684,20.8756,509899.0
2021-07-10,20.8274,20.9624,20.6684,20.8756,509899.0
2021-07-11,20.8274,20.9624,20.6684,20.8756,509899.0
2021-07-12,20.866,20.9142,20.6732,20.7985,428237.0
2021-07-13,20.625,20.7744,20.519,20.6347,495317.0
2021-07-14,20.6347,21.1069,20.6347,21.0491,579642.0
2021-07-15,20.9624,21.3382,20.8563,21.0298,735995.0
2021-07-16,21.0395,21.1455,20.4419,20.4708,610802.0
2021-07-17,21.0395,21.1455,20.4419,20.4708,610802.0
2021-07-18,21.0395,21.1455,20.4419,20.4708,610802.0
2021-07-19,20.2781,20.2973,19.7383,19.8926,534056.0
2021-07-20,19.8926,20.4997,19.8926,20.3263,480077.0
2021-07-21,20.4515,20.5671,20.2106,20.307,403011.0
2021-07-22,20.2877,20.5335,20.1239,20.2395,968735.0
2021-07-23,20.3263,20.7021,20.1624,20.5961,467828.0
2021-07-24,20.3263,20.7021,20.1624,20.5961,467828.0
2021-07-25,20.3263,20.7021,20.1624,20.5961,467828.0
2021-07-26,20.5961,20.8274,20.4226,20.5576,467235.0
2021-07-27,20.4805,20.7021,20.307,20.4901,301626.0
2021-07-28,20.4997,20.5672,20.2106,20.3841,574538.0
2021-07-29,20.8178,21.6081,20.4997,21.4732,833670.0
2021-07-30,21.6563,21.9069,21.4346,21.6274,666770.0
2021-07-31,21.6563,21.9069,21.4346,21.6274,666770.0
2021-08-01,21.6563,21.9069,21.4346,21.6274,666770.0
2021-08-02,21.6948,21.8105,21.0491,21.0973,550672.0
2021-08-03,21.0491,21.3768,20.8756,21.1551,431269.0
2021-08-04,20.9045,21.0105,20.4515,20.6443,630187.0
2021-08-05,20.8081,20.8756,20.5287,20.6925,376259.0
2021-08-06,20.731,20.866,20.6443,20.7118,366674.0
2021-08-07,20.731,20.866,20.6443,20.7118,366674.0
2021-08-08,20.731,20.866,20.6443,20.7118,366674.0
2021-08-09,20.6443,20.6443,20.4034,20.4612,534577.0
2021-08-10,20.3841,20.827,20.3167,20.7021,590351.0
2021-08-11,20.7407,21.2224,20.6973,21.1744,371422.0
2021-08-12,21.29,21.4346,21.1455,21.3671,713411.0
2021-08-13,21.3671,21.6563,21.2997,21.5792,771056.0
2021-08-14,21.3671,21.6563,21.2997,21.5792,771056.0
2021-08-15,21.3671,21.6563,21.2997,21.5792,771056.0
2021-08-16,21.5792,21.6274,21.3286,21.3671,729982.0
2021-08-17,21.2515,21.3093,21.0684,21.2611,396117.0
2021-08-18,21.2033,21.4732,21.0009,21.0009,405832.0
2021-08-19,20.8949,21.1599,20.731,20.9816,533568.0
2021-08-20,20.9431,21.4539,20.9431,21.4057,324648.0
2021-08-21,20.9431,21.4539,20.9431,21.4057,324648.0
2021-08-22,20.9431,21.4539,20.9431,21.4057,324648.0
2021-08-23,21.5021,21.6852,21.4153,21.4924,375168.0
2021-08-24,21.5695,21.7816,21.3527,21.3768,305021.0
2021-08-25,21.29,21.5117,21.2033,21.4057,195499.0
2021-08-26,21.3961,21.531,21.237,21.3382,386767.0
2021-08-27,21.3671,22.1285,21.3479,21.9647,406242.0
2021-08-28,21.3671,22.1285,21.3479,21.9647,406242.0
2021-08-29,21.3671,22.1285,21.3479,21.9647,406242.0
2021-08-30,21.9454,22.3502,21.8394,22.3117,698345.0
2021-08-31,22.2249,22.3782,21.7237,21.7237,605566.0
2021-09-01,21.8008,22.249,21.5406,22.0803,384755.0
2021-09-02,22.2153,22.4273,22.1671,22.2249,280805.0
2021-09-03,22.2249,22.3598,22.0803,22.1093,240454.0
2021-09-04,22.2249,22.3598,22.0803,22.1093,240454.0
2021-09-05,22.2249,22.3598,22.0803,22.1093,240454.0
2021-09-06,22.2249,22.3598,22.0803,22.1093,240454.0
2021-09-07,22.0418,22.408,22.0225,22.1382,919979.0
2021-09-08,22.0996,22.1719,21.8105,21.9551,305332.0
2021-09-09,21.9067,22.0082,21.3653,21.5297,360457.0
2021-09-10,21.52,21.8487,21.5007,21.5587,406116.0
2021-09-11,21.52,21.8487,21.5007,21.5587,406116.0
2021-09-12,21.52,21.8487,21.5007,21.5587,406116.0
2021-09-13,21.723,21.7424,21.288,21.636,430072.0
2021-09-14,21.7037,21.7037,21.1913,21.2493,499757.0
2021-09-15,22.3128,22.4771,21.636,22.0421,636827.0
2021-09-16,22.0517,22.2161,21.6844,21.6844,325403.0
2021-09-17,21.607,21.7134,21.375,21.636,878822.0
2021-09-18,21.607,21.7134,21.375,21.636,878822.0
2021-09-19,21.607,21.7134,21.375,21.636,878822.0
2021-09-20,21.23,21.607,20.9593,21.5587,356636.0
2021-09-21,21.6264,22.1967,21.5394,22.0904,436473.0
2021-09-22,22.2161,22.3514,21.9261,21.9744,400701.0
2021-09-23,22.0807,22.2838,21.9454,22.0807,316389.0
2021-09-24,22.1001,22.4964,21.9551,22.3804,341545.0
2021-09-25,22.1001,22.4964,21.9551,22.3804,341545.0
2021-09-26,22.1001,22.4964,21.9551,22.3804,341545.0
2021-09-27,22.4481,22.9893,22.3901,22.6898,710949.0
2021-09-28,22.7478,22.9798,22.5254,22.6318,308019.0
2021-09-29,22.7768,22.7768,22.2741,22.4094,299666.0
2021-09-30,22.3804,22.6125,21.9647,21.9841,301854.0
2021-10-01,22.0904,22.0904,21.5394,21.8294,467895.0
2021-10-02,22.0904,22.0904,21.5394,21.8294,467895.0
2021-10-03,22.0904,22.0904,21.5394,21.8294,467895.0
2021-10-04,21.9261,22.3418,21.9261,22.0421,896996.0
2021-10-05,22.2741,22.7961,22.1097,22.7575,605596.0
2021-10-06,22.6801,22.9702,22.4094,22.9121,462838.0
2021-10-07,23.0668,23.2517,22.5835,22.7091,648502.0
2021-10-08,22.8155,23.0088,21.9744,22.0904,995932.0
2021-10-09,22.8155,23.0088,21.9744,22.0904,995932.0
2021-10-10,22.8155,23.0088,21.9744,22.0904,995932.0
2021-10-11,22.0421,22.1581,21.7134,21.839,933695.0
2021-10-12,21.7037,22.2354,21.462,21.8681,1129844.0
2021-10-13,21.9067,22.0807,21.7424,21.8197,421599.0
2021-10-14,21.9841,22.6511,21.9067,22.4868,790862.0
2021-10-15,22.8155,23.3182,22.6318,22.9412,869081.0
2021-10-16,22.8155,23.3182,22.6318,22.9412,869081.0
2021-10-17,22.8155,23.3182,22.6318,22.9412,869081.0
2021-10-18,22.9121,23.4439,22.9121,23.1925,543043.0
2021-10-19,23.3279,23.4632,23.0185,23.2698,452384.0
2021-10-20,23.4535,23.7484,23.2989,23.6759,491700.0
2021-10-21,23.7532,23.9466,23.4535,23.7339,626846.0
2021-10-22,23.7436,24.2269,23.7436,23.9466,354176.0
2021-10-23,23.7436,24.2269,23.7436,23.9466,354176.0
2021-10-24,23.7436,24.2269,23.7436,23.9466,354176.0
2021-10-25,24.0336,24.604,23.8692,24.43,676664.0
2021-10-26,24.5266,24.691,24.1786,24.1883,842877.0
2021-10-27,24.0819,24.0819,23.4922,23.8306,1191911.0
2021-10-28,24.5846,25.0765,23.7339,23.9852,1028952.0
2021-10-29,24.1689,24.372,23.8499,24.1109,893692.0
2021-10-30,24.1689,24.372,23.8499,24.1109,893692.0
2021-10-31,24.1689,24.372,23.8499,24.1109,893692.0
2021-11-01,24.2076,25.039,24.1593,24.923,1112349.0
2021-11-02,24.9713,24.9713,24.4106,24.517,835411.0
2021-11-03,24.372,25.358,24.372,25.0874,853664.0
2021-11-04,25.1067,25.3387,24.6523,25.097,588410.0
2021-11-05,25.2324,25.416,24.3429,24.4203,806844.0
2021-11-06,25.2324,25.416,24.3429,24.4203,806844.0
2021-11-07,25.2324,25.416,24.3429,24.4203,806844.0
2021-11-08,24.488,24.6136,24.2366,24.546,544673.0
2021-11-09,24.4686,24.7973,24.4396,24.778,578677.0
2021-11-10,24.6426,24.8167,24.459,24.662,394070.0
2021-11-11,24.662,25.1164,24.459,25.1164,412173.0
2021-11-12,25.1357,25.7157,25.0777,25.2904,612981.0
2021-11-13,25.1357,25.7157,25.0777,25.2904,612981.0
2021-11-14,25.1357,25.7157,25.0777,25.2904,612981.0
2021-11-15,25.2517,25.387,25.0874,25.3194,467546.0
2021-11-16,25.329,25.5707,25.2034,25.213,537281.0
2021-11-17,25.2904,25.3097,24.6716,24.8167,549439.0
2021-11-18,24.7877,24.7877,24.2463,24.6716,636386.0
2021-11-19,24.6716,24.9568,24.5846,24.9037,474594.0
2021-11-20,24.6716,24.9568,24.5846,24.9037,474594.0
2021-11-21,24.6716,24.9568,24.5846,24.9037,474594.0
2021-11-22,24.9037,25.2904,24.8457,24.9327,501680.0
2021-11-23,24.8263,25.1357,24.8263,25.097,412972.0
2021-11-24,25.039,25.1067,24.8457,24.981,322889.0
2021-11-25,25.039,25.1067,24.8457,24.981,322889.0
2021-11-26,24.4686,24.7297,24.2463,24.5556,232603.0
2021-11-27,24.4686,24.7297,24.2463,24.5556,232603.0
2021-11-28,24.4686,24.7297,24.2463,24.5556,232603.0
2021-11-29,24.72,24.7877,24.3043,24.3526,437983.0
2021-11-30,24.1883,24.3961,23.7049,23.7822,773680.0
2021-12-01,24.1013,24.3445,23.1345,23.1732,722677.0
2021-12-02,23.2022,23.6591,23.0282,23.5115,576608.0
2021-12-03,23.5792,23.9852,23.5792,23.8499,543391.0
2021-12-04,23.5792,23.9852,23.5792,23.8499,543391.0
2021-12-05,23.5792,23.9852,23.5792,23.8499,543391.0
2021-12-06,23.9852,24.517,23.9852,24.3236,385477.0
2021-12-07,24.517,24.836,24.488,24.517,537579.0
2021-12-08,24.575,24.662,24.1206,24.3526,548519.0
2021-12-09,24.3623,25.0215,24.1878,24.7404,691602.0
2021-12-10,24.7695,25.3608,24.5853,24.721,616701.0
2021-12-11,24.7695,25.3608,24.5853,24.721,616701.0
2021-12-12,24.7695,25.3608,24.5853,24.721,616701.0
2021-12-13,24.7598,25.516,24.4302,25.3802,948152.0
2021-12-14,25.3608,25.9328,25.2057,25.3221,1541851.0
2021-12-15,25.4093,25.6129,25.1282,25.196,498998.0
2021-12-16,25.2736,25.4481,24.6919,24.8277,896920.0
2021-12-17,25.0118,25.0409,24.372,24.8083,1310215.0
2021-12-18,25.0118,25.0409,24.372,24.8083,1310215.0
2021-12-19,25.0118,25.0409,24.372,24.8083,1310215.0
2021-12-20,24.4786,24.5465,23.9018,24.5271,581297.0
2021-12-21,24.5756,25.1476,24.4404,25.0118,751029.0
2021-12-22,25.07,25.2057,24.8373,24.9731,667117.0
2021-12-23,25.0506,25.515,24.9343,25.3705,443346.0
2021-12-24,25.0506,25.515,24.9343,25.3705,443346.0
2021-12-25,25.0506,25.515,24.9343,25.3705,443346.0
2021-12-26,25.0506,25.515,24.9343,25.3705,443346.0
2021-12-27,25.4675,25.9328,25.4675,25.9134,260579.0
2021-12-28,25.894,26.1073,25.894,25.9619,563355.0
2021-12-29,26.0298,26.3691,26.0298,26.2721,427141.0
2021-12-30,26.4176,26.4854,26.0055,26.0492,221262.0
2021-12-31,25.9037,26.2624,25.8747,26.0879,233373.0
2022-01-01,25.9037,26.2624,25.8747,26.0879,233373.0
2022-01-02,25.9037,26.2624,25.8747,26.0879,233373.0
2022-01-03,26.2624,26.4079,25.4772,25.7195,551360.0
2022-01-04,25.9037,26.5629,25.6905,26.4466,436901.0
2022-01-05,26.6405,26.6599,25.9231,26.1461,829407.0
2022-01-06,26.0685,26.2237,25.4578,25.4966,689421.0
2022-01-07,25.5741,25.7002,25.0424,25.3512,494351.0
2022-01-08,25.5741,25.7002,25.0424,25.3512,494351.0
2022-01-09,25.5741,25.7002,25.0424,25.3512,494351.0
2022-01-10,25.3705,25.482,24.9731,25.3802,574669.0
2022-01-11,25.5644,25.579,24.847,25.3705,657459.0
2022-01-12,25.516,25.6905,25.293,25.4384,353074.0
2022-01-13,25.1573,25.7099,25.1573,25.5741,426641.0
2022-01-14,25.516,25.8068,25.1185,25.7583,633132.0
2022-01-15,25.516,25.8068,25.1185,25.7583,633132.0
2022-01-16,25.516,25.8068,25.1185,25.7583,633132.0
2022-01-17,25.516,25.8068,25.1185,25.7583,633132.0
2022-01-18,25.6032,26.34,25.3512,26.2721,610149.0
2022-01-19,26.3691,26.4079,25.6033,25.8359,748705.0
2022-01-20,25.894,26.1364,25.3608,25.4287,500350.0
2022-01-21,25.2348,25.7099,24.9828,25.0118,558144.0
2022-01-22,25.2348,25.7099,24.9828,25.0118,558144.0
2022-01-23,25.2348,25.7099,24.9828,25.0118,558144.0
2022-01-24,24.7501,25.6323,24.5853,25.6129,702284.0
2022-01-25,25.4142,25.545,24.469,24.7016,455786.0
2022-01-26,25.1476,25.2591,24.2363,24.5174,837295.0
2022-01-27,24.6241,25.1573,24.1006,24.1781,584856.0
2022-01-28,24.1393,24.4786,23.9261,24.469,525984.0
2022-01-29,24.1393,24.4786,23.9261,24.469,525984.0
2022-01-30,24.1393,24.4786,23.9261,24.469,525984.0
2022-01-31,24.4786,24.8664,24.1685,24.818,583656.0
2022-02-01,24.9634,25.2057,24.4786,24.9828,537051.0
2022-02-02,25.0022,25.4675,24.7695,25.4384,985826.0
2022-02-03,26.1752,26.2219,25.1573,25.3318,1034391.0
2022-02-04,25.5063,25.5063,24.0812,24.6435,878579.0
2022-02-05,25.5063,25.5063,24.0812,24.6435,878579.0
2022-02-06,25.5063,25.5063,24.0812,24.6435,878579.0
2022-02-07,24.6822,24.6822,23.9551,24.4593,726088.0
2022-02-08,24.5562,25.1185,24.5271,24.9537,599071.0
2022-02-09,25.1282,25.6808,25.0991,25.5547,459508.0
2022-02-10,25.3415,25.6905,25.1476,25.3124,455225.0
2022-02-11,25.1767,25.4384,24.9634,25.2251,638332.0
2022-02-12,25.1767,25.4384,24.9634,25.2251,638332.0
2022-02-13,25.1767,25.4384,24.9634,25.2251,638332.0
2022-02-14,25.1573,25.4578,25.0264,25.3512,1003686.0
2022-02-15,25.5257,25.9716,25.0215,25.1185,1002671.0
2022-02-16,25.0022,25.2348,24.4786,25.0603,870974.0
2022-02-17,25.0022,25.167,24.7113,24.944,558145.0
2022-02-18,25.0894,25.3124,24.9052,25.2833,564021.0
2022-02-19,25.0894,25.3124,24.9052,25.2833,564021.0
2022-02-20,25.0894,25.3124,24.9052,25.2833,564021.0
2022-02-21,25.0894,25.3124,24.9052,25.2833,564021.0
2022-02-22,25.1863,25.3124,24.3284,24.372,718102.0
2022-02-23,24.3429,24.5659,24.2799,24.3235,508684.0
2022-02-24,23.9067,24.7113,23.6934,24.5368,707249.0
2022-02-25,24.498,25.3996,24.4302,25.0797,759742.0
2022-02-26,24.498,25.3996,24.4302,25.0797,759742.0
2022-02-27,24.498,25.3996,24.4302,25.0797,759742.0
2022-02-28,24.7986,25.3221,24.7986,25.3221,861790.0
2022-03-01,25.3221,25.6711,25.0312,25.4772,888200.0
2022-03-02,25.6614,26.2867,25.6614,25.8747,586732.0
2022-03-03,25.8747,26.3691,25.8262,25.9716,507591.0
2022-03-04,26.2721,26.3594,25.7971,26.1558,763330.0
2022-03-05,26.2721,26.3594,25.7971,26.1558,763330.0
2022-03-06,26.2721,26.3594,25.7971,26.1558,763330.0
2022-03-07,26.0298,26.0492,25.0603,25.1282,742666.0
2022-03-08,25.0022,25.0215,23.8873,24.2363,722583.0
2022-03-09,24.6144,24.9343,24.5368,24.8955,658029.0
2022-03-10,24.7107,25.1289,24.4773,25.0219,771192.0
2022-03-11,25.1095,25.3234,24.526,24.5454,585875.0
2022-03-12,25.1095,25.3234,24.526,24.5454,585875.0
2022-03-13,25.1095,25.3234,24.526,24.5454,585875.0
2022-03-14,24.6913,24.701,24.0592,24.5551,810235.0
2022-03-15,24.6913,25.0706,24.5551,24.9441,705914.0
2022-03-16,25.0122,25.6638,25.0025,25.6151,792101.0
2022-03-17,25.4887,25.5952,25.1192,25.4693,413563.0
2022-03-18,25.2261,25.9166,24.9441,25.8972,1497193.0
2022-03-19,25.2261,25.9166,24.9441,25.8972,1497193.0
2022-03-20,25.2261,25.9166,24.9441,25.8972,1497193.0
2022-03-21,25.7513,26.1275,25.586,25.761,488905.0
2022-03-22,25.8972,26.0139,25.6929,25.8388,1002270.0
2022-03-23,25.7902,25.7902,25.3234,25.3817,668064.0
2022-03-24,25.4887,25.7221,25.3428,25.4401,795831.0
2022-03-25,25.4887,25.7221,24.8566,25.3817,1072316.0
2022-03-26,25.4887,25.7221,24.8566,25.3817,1072316.0
2022-03-27,25.4887,25.7221,24.8566,25.3817,1072316.0
2022-03-28,25.372,25.5665,25.2553,25.5665,516152.0
2022-03-29,25.7027,25.8485,25.4352,25.7124,640030.0
2022-03-30,25.6249,25.7707,25.2456,25.6249,740527.0
2022-03-31,25.586,25.586,24.5357,24.7983,1063145.0
2022-04-01,24.8858,24.8858,22.5616,22.6588,2733175.0
2022-04-02,24.8858,24.8858,22.5616,22.6588,2733175.0
2022-04-03,24.8858,24.8858,22.5616,22.6588,2733175.0
2022-04-04,22.7366,22.9311,22.0267,22.1239,1737571.0
2022-04-05,21.9489,22.2017,21.3314,21.7155,2165906.0
2022-04-06,21.5793,21.7058,20.85,21.1515,1496517.0
2022-04-07,21.1515,21.5599,20.8305,21.4335,1380815.0
2022-04-08,20.7041,21.5113,20.1206,20.9472,2290523.0
2022-04-09,20.7041,21.5113,20.1206,20.9472,2290523.0
2022-04-10,20.7041,21.5113,20.1206,20.9472,2290523.0
2022-04-11,20.8986,21.2584,20.6555,20.8597,1371809.0
2022-04-12,20.957,21.3557,20.461,20.6263,932790.0
2022-04-13,20.7527,21.3362,20.7431,21.2001,1102550.0
2022-04-14,20.9667,21.1612,20.7527,21.025,857708.0
2022-04-15,20.9667,21.1612,20.7527,21.025,857708.0
2022-04-16,20.9667,21.1612,20.7527,21.025,857708.0
2022-04-17,20.9667,21.1612,20.7527,21.025,857708.0
2022-04-18,20.957,21.2876,20.743,21.132,597850.0
2022-04-19,21.2195,21.696,21.0445,21.6571,665040.0
2022-04-20,21.8225,22.3184,21.8225,22.192,833037.0
2022-04-21,22.3184,22.4157,21.9975,22.1434,932210.0
2022-04-22,21.9781,22.406,21.9003,22.1142,850513.0
2022-04-23,21.9781,22.406,21.9003,22.1142,850513.0
2022-04-24,21.9781,22.406,21.9003,22.1142,850513.0
2022-04-25,22.1726,22.8679,22.0267,22.7755,1006460.0
2022-04-26,22.5907,22.97,22.1823,22.3282,1079389.0
2022-04-27,22.3768,22.547,22.0461,22.2212,791653.0
2022-04-28,22.6102,23.3979,22.4546,22.7269,1240403.0
2022-04-29,22.8144,23.3882,22.6588,22.9797,1080984.0
2022-04-30,22.8144,23.3882,22.6588,22.9797,1080984.0
2022-05-01,22.8144,23.3882,22.6588,22.9797,1080984.0
2022-05-02,23.1159,23.748,23.1159,23.6507,1157095.0
2022-05-03,23.5632,23.9415,23.3687,23.7577,1174072.0
2022-05-04,23.534,24.4773,23.4958,23.8161,2448934.0
2022-05-05,23.6507,24.1272,23.4368,23.8355,1284217.0
2022-05-06,23.7577,23.9036,23.2326,23.748,950961.0
2022-05-07,23.7577,23.9036,23.2326,23.748,950961.0
2022-05-08,23.7577,23.9036,23.2326,23.748,950961.0
2022-05-09,23.4854,23.9133,23.3979,23.6021,984113.0
2022-05-10,23.7188,23.923,22.8727,23.4562,1116877.0
2022-05-11,23.4271,23.4854,22.4643,22.7658,1181622.0
2022-05-12,22.8241,23.0478,22.0948,22.9894,1225229.0
2022-05-13,23.0186,23.7674,22.8144,23.1256,1294089.0
2022-05-14,23.0186,23.7674,22.8144,23.1256,1294089.0
2022-05-15,23.0186,23.7674,22.8144,23.1256,1294089.0
2022-05-16,23.0964,23.2715,22.5601,22.8533,733265.0
2022-05-17,23.145,23.8112,23.145,23.7674,716962.0
2022-05-18,23.5827,23.5827,21.3946,21.4724,785547.0
2022-05-19,21.2001,21.9197,20.9278,21.521,848566.0
2022-05-20,21.6863,22.0267,21.3557,22.0267,659205.0
2022-05-21,21.6863,22.0267,21.3557,22.0267,659205.0
2022-05-22,21.6863,22.0267,21.3557,22.0267,659205.0
2022-05-23,22.0948,22.5324,22.0559,22.2795,505056.0
2022-05-24,22.0267,22.2406,21.7155,22.2406,784287.0
2022-05-25,22.2115,23.5827,22.1434,23.1937,1212197.0
