,AMP US Equity,AMP US Equity,AMP US Equity,AMP US Equity,AMP US Equity
2021-09-12,260.541,260.541,255.21,255.287,370914.0
2021-09-13,258.426,258.914,255.517,258.024,372550.0
2021-09-14,258.359,259.69,254.435,255.143,432874.0
2021-09-15,255.584,261.355,254.588,259.632,540178.0
2021-09-16,260.599,261.915,257.192,259.613,390280.0
2021-09-17,258.876,261.968,256.216,257.986,1194201.0
2021-09-18,258.876,261.968,256.216,257.986,1194201.0
2021-09-19,258.876,261.968,256.216,257.986,1194201.0
2021-09-20,251.267,251.267,240.701,245.314,810054.0
2021-09-21,247.592,247.64,241.38,242.625,519241.0
2021-09-22,246.166,249.564,244.893,248.013,442913.0
2021-09-23,250.712,258.637,250.674,256.263,425538.0
2021-09-24,255.833,260.503,255.785,259.757,385431.0
2021-09-25,255.833,260.503,255.785,259.757,385431.0
2021-09-26,255.833,260.503,255.785,259.757,385431.0
2021-09-27,260.503,266.514,260.503,265.691,493884.0
2021-09-28,265.059,267.031,259.173,259.517,508990.0
2021-09-29,260.465,261.451,257.996,259.096,331409.0
2021-09-30,260.848,261.537,252.655,252.789,581304.0
2021-10-01,254.129,258.828,251.612,257.01,484196.0
2021-10-02,254.129,258.828,251.612,257.01,484196.0
2021-10-03,254.129,258.828,251.612,257.01,484196.0
2021-10-04,255.373,260.139,252.148,253.526,444566.0
2021-10-05,255.421,262.264,254.627,261.221,494785.0
2021-10-06,257.335,262.092,255.574,261.47,477042.0
2021-10-07,263.901,268.84,263.901,264.494,512123.0
2021-10-08,264.734,269.586,263.729,267.126,380887.0
2021-10-09,264.734,269.586,263.729,267.126,380887.0
2021-10-10,264.734,269.586,263.729,267.126,380887.0
2021-10-11,266.868,271.902,265.289,265.337,400262.0
2021-10-12,266.054,268.744,262.8,267.5,397687.0
2021-10-13,267.366,267.734,261.268,266.408,356375.0
2021-10-14,270.045,273.673,268.128,273.568,456429.0
2021-10-15,277.013,279.76,275.147,277.434,466007.0
2021-10-16,277.013,279.76,275.147,277.434,466007.0
2021-10-17,277.013,279.76,275.147,277.434,466007.0
2021-10-18,276.831,278.133,274.592,276.611,343197.0
2021-10-19,278.372,281.148,277.075,280.602,304312.0
2021-10-20,279.578,284.622,278.908,284.0,322517.0
2021-10-21,283.493,285.215,282.124,283.407,346245.0
2021-10-22,283.895,286.115,282.65,285.407,606980.0
2021-10-23,283.895,286.115,282.65,285.407,606980.0
2021-10-24,283.895,286.115,282.65,285.407,606980.0
2021-10-25,286.46,287.685,284.364,285.215,451131.0
2021-10-26,286.9,288.087,284.555,284.555,480327.0
2021-10-27,291.915,294.356,282.823,283.608,595943.0
2021-10-28,285.101,290.585,285.101,290.508,559509.0
2021-10-29,289.656,293.121,287.761,289.168,533254.0
2021-10-30,289.656,293.121,287.761,289.168,533254.0
2021-10-31,289.656,293.121,287.761,289.168,533254.0
2021-11-01,290.46,292.844,288.651,292.652,381711.0
2021-11-02,292.872,296.691,292.643,294.662,572014.0
2021-11-03,292.719,297.83,292.719,296.93,386798.0
2021-11-04,296.414,296.677,290.681,293.533,439624.0
2021-11-05,296.165,298.048,292.879,293.225,402836.0
2021-11-06,296.165,298.048,292.879,293.225,402836.0
2021-11-07,296.165,298.048,292.879,293.225,402836.0
2021-11-08,295.06,296.928,293.696,294.849,395228.0
2021-11-09,293.11,294.81,290.641,293.187,496670.0
2021-11-10,291.544,296.117,290.3,292.831,395691.0
2021-11-11,292.37,295.992,291.592,294.061,346027.0
2021-11-12,293.936,296.895,292.226,296.386,328136.0
2021-11-13,293.936,296.895,292.226,296.386,328136.0
2021-11-14,293.936,296.895,292.226,296.386,328136.0
2021-11-15,296.693,298.321,294.753,295.569,376865.0
2021-11-16,295.953,299.858,293.566,296.53,456459.0
2021-11-17,295.876,296.405,289.709,290.507,565331.0
2021-11-18,292.13,293.436,288.408,291.237,414806.0
2021-11-19,288.239,290.045,283.475,287.759,781031.0
2021-11-20,288.239,290.045,283.475,287.759,781031.0
2021-11-21,288.239,290.045,283.475,287.759,781031.0
2021-11-22,291.285,294.349,287.298,289.45,579995.0
2021-11-23,289.488,292.634,287.922,292.005,513617.0
2021-11-24,289.661,291.813,287.404,290.555,435133.0
2021-11-25,289.661,291.813,287.404,290.555,435133.0
2021-11-26,280.266,283.359,274.272,280.257,499178.0
2021-11-27,280.266,283.359,274.272,280.257,499178.0
2021-11-28,280.266,283.359,274.272,280.257,499178.0
2021-11-29,285.934,285.934,277.058,282.149,573998.0
2021-11-30,277.644,280.174,274.07,278.201,2654052.0
2021-12-01,284.781,287.572,273.513,273.724,827132.0
2021-12-02,276.376,285.578,274.935,284.137,548966.0
2021-12-03,285.502,285.857,275.112,278.777,655981.0
2021-12-04,285.502,285.857,275.112,278.777,655981.0
2021-12-05,285.502,285.857,275.112,278.777,655981.0
2021-12-06,282.274,284.637,279.469,282.082,591888.0
2021-12-07,286.808,291.234,286.212,289.709,468150.0
2021-12-08,289.2,292.399,287.0,288.749,548279.0
2021-12-09,287.058,288.408,284.82,285.646,445631.0
2021-12-10,287.701,288.134,281.822,286.088,637440.0
2021-12-11,287.701,288.134,281.822,286.088,637440.0
2021-12-12,287.701,288.134,281.822,286.088,637440.0
2021-12-13,285.665,285.665,279.819,281.313,589720.0
2021-12-14,280.516,284.474,279.738,280.737,840370.0
2021-12-15,281.928,286.558,278.719,286.501,545619.0
2021-12-16,290.42,293.475,286.981,288.412,609510.0
2021-12-17,287.106,287.913,280.698,283.033,1524509.0
2021-12-18,287.106,287.913,280.698,283.033,1524509.0
2021-12-19,287.106,287.913,280.698,283.033,1524509.0
2021-12-20,279.017,279.017,267.715,272.648,613678.0
2021-12-21,276.481,283.993,276.385,282.908,541817.0
2021-12-22,283.196,287.865,282.418,286.933,371939.0
2021-12-23,288.038,292.159,288.038,290.382,345927.0
2021-12-24,288.038,292.159,288.038,290.382,345927.0
2021-12-25,288.038,292.159,288.038,290.382,345927.0
2021-12-26,288.038,292.159,288.038,290.382,345927.0
2021-12-27,292.466,295.627,290.824,295.29,332483.0
2021-12-28,293.369,297.798,293.36,293.638,547576.0
2021-12-29,293.657,296.395,292.351,293.388,333844.0
2021-12-30,294.243,295.502,289.748,290.084,251365.0
2021-12-31,289.229,291.851,289.229,289.786,282576.0
2022-01-01,289.229,291.851,289.229,289.786,282576.0
2022-01-02,289.229,291.851,289.229,289.786,282576.0
2022-01-03,291.727,294.282,290.511,292.284,390476.0
2022-01-04,296.395,306.895,294.176,305.56,819530.0
2022-01-05,310.478,310.622,302.13,302.543,736148.0
2022-01-06,305.195,307.481,301.698,306.636,512810.0
2022-01-07,306.895,307.596,303.821,306.761,587315.0
2022-01-08,306.895,307.596,303.821,306.761,587315.0
2022-01-09,306.895,307.596,303.821,306.761,587315.0
2022-01-10,308.365,308.365,299.844,306.107,651098.0
2022-01-11,307.298,313.61,304.224,313.197,488379.0
2022-01-12,313.985,317.414,311.938,315.281,453314.0
2022-01-13,315.944,319.287,313.437,314.436,500321.0
2022-01-14,307.952,315.781,307.347,315.646,589107.0
2022-01-15,307.952,315.781,307.347,315.646,589107.0
2022-01-16,307.952,315.781,307.347,315.646,589107.0
2022-01-17,307.952,315.781,307.347,315.646,589107.0
2022-01-18,311.573,311.78,303.283,306.636,515336.0
2022-01-19,308.855,308.855,298.566,299.556,611781.0
2022-01-20,301.083,306.021,296.799,297.221,403636.0
2022-01-21,295.78,295.78,286.808,287.596,879747.0
2022-01-22,295.78,295.78,286.808,287.596,879747.0
2022-01-23,295.78,295.78,286.808,287.596,879747.0
2022-01-24,279.43,289.738,272.639,289.114,839665.0
2022-01-25,283.11,290.108,277.759,286.779,620266.0
2022-01-26,292.581,295.684,282.817,287.029,929405.0
2022-01-27,288.201,304.935,287.101,291.755,1051334.0
2022-01-28,288.95,289.142,276.03,286.357,922619.0
2022-01-29,288.95,289.142,276.03,286.357,922619.0
2022-01-30,288.95,289.142,276.03,286.357,922619.0
2022-01-31,284.954,293.292,283.686,292.332,1083873.0
2022-02-01,294.099,296.731,288.739,295.973,1098100.0
2022-02-02,296.722,301.419,295.079,300.881,664882.0
2022-02-03,297.01,299.22,291.832,292.274,645019.0
2022-02-04,292.428,298.648,291.246,295.973,796072.0
2022-02-05,292.428,298.648,291.246,295.973,796072.0
2022-02-06,292.428,298.648,291.246,295.973,796072.0
2022-02-07,295.828,302.101,294.849,299.633,821071.0
2022-02-08,301.592,303.48,300.43,302.908,702793.0
2022-02-09,306.626,309.979,305.079,306.597,656086.0
2022-02-10,303.454,312.323,302.317,304.544,840317.0
2022-02-11,303.869,306.722,291.394,293.071,756164.0
2022-02-12,303.869,306.722,291.394,293.071,756164.0
2022-02-13,303.869,306.722,291.394,293.071,756164.0
2022-02-14,293.37,296.222,285.455,290.131,794371.0
2022-02-15,293.659,299.304,291.972,297.4,745585.0
2022-02-16,294.874,302.47,294.874,300.89,584746.0
2022-02-17,296.127,298.137,288.0,288.637,470421.0
2022-02-18,287.625,293.602,287.625,289.755,640302.0
2022-02-19,287.625,293.602,287.625,289.755,640302.0
2022-02-20,287.625,293.602,287.625,289.755,640302.0
2022-02-21,287.625,293.602,287.625,289.755,640302.0
2022-02-22,288.704,291.172,283.614,286.709,556112.0
2022-02-23,289.668,291.278,280.812,281.079,706322.0
2022-02-24,272.026,279.729,268.883,278.958,911282.0
2022-02-25,280.635,292.56,280.491,291.886,744962.0
2022-02-26,280.635,292.56,280.491,291.886,744962.0
2022-02-27,280.635,292.56,280.491,291.886,744962.0
2022-02-28,282.901,292.244,281.811,289.013,776301.0
2022-03-01,283.865,285.552,267.457,269.038,1009197.0
2022-03-02,271.708,282.881,271.708,279.478,651150.0
2022-03-03,279.623,281.956,275.67,279.96,512951.0
2022-03-04,272.691,274.745,266.652,271.371,660507.0
2022-03-05,272.691,274.745,266.652,271.371,660507.0
2022-03-06,272.691,274.745,266.652,271.371,660507.0
2022-03-07,268.421,269.124,255.175,255.396,808848.0
2022-03-08,257.43,261.402,248.889,251.993,1056114.0
2022-03-09,263.494,269.177,262.723,264.651,625829.0
2022-03-10,259.069,264.025,258.288,262.742,520837.0
2022-03-11,266.762,267.919,261.904,262.096,451387.0
2022-03-12,266.762,267.919,261.904,262.096,451387.0
2022-03-13,266.762,267.919,261.904,262.096,451387.0
2022-03-14,266.772,269.433,262.328,263.764,492299.0
2022-03-15,266.55,269.79,264.42,269.539,578258.0
2022-03-16,273.887,285.658,273.887,283.884,838042.0
2022-03-17,280.134,289.119,279.314,289.119,616590.0
2022-03-18,288.993,290.676,282.858,290.006,1157300.0
2022-03-19,288.993,290.676,282.858,290.006,1157300.0
2022-03-20,288.993,290.676,282.858,290.006,1157300.0
2022-03-21,291.481,293.351,285.648,288.107,536831.0
2022-03-22,291.895,297.125,290.647,296.426,603656.0
2022-03-23,294.132,298.075,291.49,292.262,494455.0
2022-03-24,293.592,300.572,291.249,300.514,663601.0
2022-03-25,301.131,304.814,299.675,303.319,706678.0
2022-03-26,301.131,304.814,299.675,303.319,706678.0
2022-03-27,301.131,304.814,299.675,303.319,706678.0
2022-03-28,303.464,303.647,296.879,299.916,671977.0
2022-03-29,305.874,307.04,299.232,300.996,551556.0
2022-03-30,300.996,301.189,297.969,299.434,431413.0
2022-03-31,298.133,300.331,289.562,289.562,751030.0
2022-04-01,292.599,294.397,284.8,286.718,609387.0
2022-04-02,292.599,294.397,284.8,286.718,609387.0
2022-04-03,292.599,294.397,284.8,286.718,609387.0
2022-04-04,287.866,292.618,283.932,286.834,571002.0
2022-04-05,285.677,289.986,285.002,287.808,618060.0
2022-04-06,281.522,284.761,280.452,281.753,732353.0
2022-04-07,280.626,283.026,274.735,278.9,626801.0
2022-04-08,278.919,284.559,277.087,282.505,461277.0
2022-04-09,278.919,284.559,277.087,282.505,461277.0
2022-04-10,278.919,284.559,277.087,282.505,461277.0
2022-04-11,283.2,287.191,280.066,280.307,417658.0
2022-04-12,279.825,284.568,276.586,277.589,595025.0
2022-04-13,275.468,282.554,275.468,282.216,395334.0
2022-04-14,282.409,285.426,280.095,280.278,424802.0
2022-04-15,282.409,285.426,280.095,280.278,424802.0
2022-04-16,282.409,285.426,280.095,280.278,424802.0
2022-04-17,282.409,285.426,280.095,280.278,424802.0
2022-04-18,278.321,280.944,276.037,279.96,534285.0
2022-04-19,282.149,287.875,281.146,286.93,540542.0
2022-04-20,289.466,293.038,288.83,290.025,553861.0
2022-04-21,294.035,294.633,280.177,281.223,571403.0
2022-04-22,279.449,280.722,269.78,270.011,723767.0
2022-04-23,279.449,280.722,269.78,270.011,723767.0
2022-04-24,279.449,280.722,269.78,270.011,723767.0
2022-04-25,266.666,272.06,262.251,270.86,823902.0
2022-04-26,260.294,269.819,254.085,255.04,1268668.0
2022-04-27,254.519,260.135,253.806,256.64,684397.0
2022-04-28,259.002,264.629,255.705,263.099,596879.0
2022-04-29,261.479,265.249,255.059,255.946,771220.0
2022-04-30,261.479,265.249,255.059,255.946,771220.0
2022-05-01,261.479,265.249,255.059,255.946,771220.0
2022-05-02,257.7,259.763,253.719,259.146,727179.0
2022-05-03,260.824,265.022,259.127,262.309,518842.0
2022-05-04,262.029,274.051,259.995,273.328,737175.0
2022-05-05,269.192,270.768,258.197,260.969,602156.0
2022-05-06,259.923,262.111,253.918,258.208,665776.0
2022-05-07,259.923,262.111,253.918,258.208,665776.0
2022-05-08,259.923,262.111,253.918,258.208,665776.0
2022-05-09,253.802,256.756,249.288,251.467,782251.0
2022-05-10,254.857,257.802,245.903,251.225,900986.0
2022-05-11,250.809,257.986,247.613,248.339,717360.0
2022-05-12,245.211,249.167,238.286,243.07,888833.0
2022-05-13,246.973,254.421,246.925,253.375,719163.0
2022-05-14,246.973,254.421,246.925,253.375,719163.0
2022-05-15,246.973,254.421,246.925,253.375,719163.0
2022-05-16,252.116,255.487,248.697,252.358,537363.0
2022-05-17,258.634,261.133,256.097,260.581,566450.0
2022-05-18,256.659,258.286,250.935,251.739,622822.0
2022-05-19,247.003,252.794,245.23,245.927,730043.0
2022-05-20,249.133,251.051,240.953,247.952,717282.0
2022-05-21,249.133,251.051,240.953,247.952,717282.0
2022-05-22,249.133,251.051,240.953,247.952,717282.0
2022-05-23,254.044,256.78,251.332,254.76,519101.0
2022-05-24,252.533,253.433,245.201,252.426,574718.0
2022-05-25,251.041,258.402,251.041,256.901,581271.0
2022-05-26,260.019,266.673,260.019,265.695,591988.0
2022-05-27,266.567,271.322,266.237,269.724,660307.0
2022-05-28,266.567,271.322,266.237,269.724,660307.0
2022-05-29,266.567,271.322,266.237,269.724,660307.0
2022-05-30,266.567,271.322,266.237,269.724,660307.0
2022-05-31,266.867,270.354,264.387,267.574,1919616.0
2022-06-01,267.351,268.717,258.828,261.927,515463.0
2022-06-02,262.499,267.09,259.729,266.935,412808.0
2022-06-03,263.496,265.937,262.504,262.809,400935.0
2022-06-04,263.496,265.937,262.504,262.809,400935.0
2022-06-05,263.496,265.937,262.504,262.809,400935.0
2022-06-06,265.385,268.572,263.613,265.647,359396.0
2022-06-07,263.012,268.542,261.327,268.339,446175.0
2022-06-08,265.443,267.729,263.095,263.593,369825.0
2022-06-09,263.429,263.903,257.201,257.337,469732.0
2022-06-10,251.119,251.806,243.632,243.661,471501.0
2022-06-11,251.119,251.806,243.632,243.661,471501.0
2022-06-12,251.119,251.806,243.632,243.661,471501.0
2022-06-13,235.38,237.584,231.099,232.833,580589.0
2022-06-14,234.402,237.501,233.162,235.419,631438.0
2022-06-15,238.431,242.654,234.019,238.722,534569.0
2022-06-16,230.199,231.254,226.231,228.184,635148.0
2022-06-17,230.199,231.739,225.821,227.7,1066624.0
2022-06-18,230.199,231.739,225.821,227.7,1066624.0
2022-06-19,230.199,231.739,225.821,227.7,1066624.0
2022-06-20,230.199,231.739,225.821,227.7,1066624.0
2022-06-21,234.799,235.661,231.7,234.964,579716.0
2022-06-22,230.993,234.991,230.368,233.521,541229.0
2022-06-23,234.102,234.896,227.671,232.019,478975.0
2022-06-24,230.295,241.511,230.295,241.443,954671.0
2022-06-25,230.295,241.511,230.295,241.443,954671.0
2022-06-26,230.295,241.511,230.295,241.443,954671.0
2022-06-27,243.099,243.729,238.266,239.448,637709.0
2022-06-28,242.77,244.818,235.971,236.087,628660.0
2022-06-29,236.446,236.528,231.826,232.446,1000115.0
2022-06-30,227.603,233.623,224.252,230.199,859674.0
2022-07-01,228.93,233.559,226.625,230.479,563078.0
2022-07-02,228.93,233.559,226.625,230.479,563078.0
2022-07-03,228.93,233.559,226.625,230.479,563078.0
2022-07-04,228.93,233.559,226.625,230.479,563078.0
2022-07-05,224.339,228.0,221.625,227.903,779162.0
2022-07-06,226.828,229.753,222.925,226.218,780241.0
2022-07-07,229.433,231.341,226.46,230.77,483786.0
2022-07-08,231.458,231.671,226.615,229.085,494734.0
2022-07-09,231.458,231.671,226.615,229.085,494734.0
2022-07-10,231.458,231.671,226.615,229.085,494734.0
2022-07-11,226.944,227.806,223.671,224.116,584280.0
2022-07-12,221.908,227.787,221.908,224.358,580179.0
2022-07-13,221.153,222.596,216.455,220.852,557740.0
2022-07-14,215.458,216.93,213.065,216.097,718855.0
2022-07-15,220.436,224.165,215.429,223.08,586001.0
2022-07-16,220.436,224.165,215.429,223.08,586001.0
2022-07-17,220.436,224.165,215.429,223.08,586001.0
2022-07-18,227.002,228.697,221.68,222.935,464041.0
2022-07-19,226.47,231.453,226.47,230.586,642062.0
2022-07-20,229.85,234.634,228.32,234.412,506115.0
2022-07-21,233.772,237.821,231.264,237.618,601220.0
2022-07-22,239.08,240.852,234.925,237.346,559207.0
2022-07-23,239.08,240.852,234.925,237.346,559207.0
2022-07-24,239.08,240.852,234.925,237.346,559207.0
2022-07-25,239.332,240.233,237.075,238.295,635834.0
2022-07-26,236.349,237.332,231.816,233.976,778462.0
2022-07-27,238.973,249.521,238.044,248.446,1007578.0
2022-07-28,249.414,255.651,245.012,254.325,921881.0
2022-07-29,254.499,263.157,254.499,261.424,842694.0
2022-07-30,254.499,263.157,254.499,261.424,842694.0
2022-07-31,254.499,263.157,254.499,261.424,842694.0
2022-08-01,258.344,261.69,256.872,258.17,549845.0
2022-08-02,255.806,261.298,255.584,255.797,747776.0
2022-08-03,258.528,263.429,257.095,261.559,590115.0
2022-08-04,260.823,263.918,260.533,261.966,498892.0
2022-08-05,260.039,266.617,260.039,261.801,604216.0
2022-08-06,260.039,266.617,260.039,261.801,604216.0
2022-08-07,260.039,266.617,260.039,261.801,604216.0
2022-08-08,264.0,265.78,262.453,262.881,477523.0
2022-08-09,262.423,265.391,261.81,264.048,409052.0
2022-08-10,270.217,273.506,269.41,273.321,627174.0
2022-08-11,277.311,278.713,274.664,275.676,645719.0
2022-08-12,276.853,281.436,274.878,281.368,674932.0
2022-08-13,276.853,281.436,274.878,281.368,674932.0
2022-08-14,276.853,281.436,274.878,281.368,674932.0
2022-08-15,278.498,280.346,277.155,278.614,355302.0
2022-08-16,278.342,282.409,277.598,281.261,440182.0
2022-08-17,277.009,281.679,277.009,280.376,422977.0
2022-08-18,280.843,285.08,279.855,283.956,404081.0
2022-08-19,280.492,282.254,276.075,277.058,446118.0
2022-08-20,280.492,282.254,276.075,277.058,446118.0
2022-08-21,280.492,282.254,276.075,277.058,446118.0
2022-08-22,271.589,272.611,268.952,269.517,413196.0
2022-08-23,269.332,273.365,269.332,269.857,486516.0
2022-08-24,269.517,271.21,268.184,270.246,321040.0
2022-08-25,271.55,276.143,271.346,275.997,351459.0
2022-08-26,276.454,277.992,267.25,267.425,531283.0
2022-08-27,276.454,277.992,267.25,267.425,531283.0
2022-08-28,276.454,277.992,267.25,267.425,531283.0
2022-08-29,265.304,266.578,262.803,263.825,462813.0
2022-08-30,265.625,265.977,260.001,261.178,402886.0
2022-08-31,262.287,264.102,260.507,260.779,682644.0
2022-09-01,259.465,262.239,255.087,261.917,472817.0
2022-09-02,265.537,268.563,259.388,261.178,435426.0
2022-09-03,265.537,268.563,259.388,261.178,435426.0
2022-09-04,265.537,268.563,259.388,261.178,435426.0
2022-09-05,265.537,268.563,259.388,261.178,435426.0
2022-09-06,263.688,263.708,257.539,261.246,462801.0
2022-09-07,262.715,269.721,260.974,269.39,575390.0
2022-09-08,267.318,275.335,266.783,274.722,458155.0
2022-09-09,276.104,279.729,276.104,278.877,536592.0
2022-09-10,276.104,279.729,276.104,278.877,536592.0
2022-09-11,276.104,279.729,276.104,278.877,536592.0
2022-09-12,280.035,283.285,279.772,281.436,419192.0
2022-09-13,274.703,277.525,269.517,270.227,498806.0
2022-09-14,271.044,272.445,266.753,270.461,550108.0
2022-09-15,270.782,273.744,268.086,269.867,498516.0
2022-09-16,266.267,266.593,261.684,264.914,1019020.0
2022-09-17,266.267,266.593,261.684,264.914,1019020.0
2022-09-18,266.267,266.593,261.684,264.914,1019020.0
2022-09-19,262.034,271.025,261.961,270.636,407131.0
2022-09-20,267.736,269.108,264.885,267.717,380908.0
2022-09-21,270.616,271.516,262.54,262.589,397870.0
2022-09-22,263.221,263.421,256.809,257.344,453428.0
2022-09-23,253.929,254.746,246.291,250.416,455700.0
2022-09-24,253.929,254.746,246.291,250.416,455700.0
2022-09-25,253.929,254.746,246.291,250.416,455700.0
2022-09-26,249.161,251.642,245.863,246.33,680777.0
2022-09-27,250.173,250.825,242.622,245.707,581085.0
2022-09-28,246.826,253.987,244.131,252.43,476434.0
2022-09-29,248.947,249.657,243.021,247.079,573330.0
2022-09-30,246.31,251.506,244.111,245.152,679109.0
2022-10-01,246.31,251.506,244.111,245.152,679109.0
2022-10-02,246.31,251.506,244.111,245.152,679109.0
2022-10-03,248.869,255.53,244.812,255.33,637812.0
2022-10-04,261.947,270.675,260.915,270.198,544820.0
2022-10-05,265.527,270.577,264.846,268.826,407440.0
2022-10-06,268.3,271.55,266.447,267.61,437495.0
2022-10-07,265.197,265.197,259.825,264.525,679213.0
2022-10-08,265.197,265.197,259.825,264.525,679213.0
2022-10-09,265.197,265.197,259.825,264.525,679213.0
2022-10-10,267.143,267.707,262.158,265.537,486936.0
2022-10-11,263.776,266.325,258.332,259.105,452867.0
2022-10-12,258.94,261.129,255.87,256.293,649261.0
2022-10-13,249.064,267.833,246.855,267.288,715106.0
2022-10-14,269.789,272.761,250.533,250.913,890714.0
2022-10-15,269.789,272.761,250.533,250.913,890714.0
2022-10-16,269.789,272.761,250.533,250.913,890714.0
2022-10-17,257.626,263.007,257.412,259.845,717288.0
2022-10-18,266.86,268.875,259.859,261.266,555677.0
2022-10-19,258.648,262.506,255.622,257.169,454261.0
2022-10-20,256.196,260.044,250.416,250.883,530318.0
2022-10-21,251.341,260.312,250.163,259.806,549638.0
2022-10-22,251.341,260.312,250.163,259.806,549638.0
2022-10-23,251.341,260.312,250.163,259.806,549638.0
2022-10-24,262.258,265.848,261.105,264.321,444973.0
2022-10-25,262.657,271.521,261.961,270.752,830540.0
2022-10-26,279.558,290.417,278.921,284.608,860067.0
2022-10-27,287.372,293.424,287.026,291.935,709478.0
2022-10-28,294.134,303.884,292.402,303.748,638900.0
2022-10-29,294.134,303.884,292.402,303.748,638900.0
2022-10-30,294.134,303.884,292.402,303.748,638900.0
2022-10-31,301.393,304.779,299.561,300.78,774460.0
2022-11-01,303.212,306.676,302.989,305.645,577848.0
2022-11-02,303.952,310.52,300.065,300.439,562554.0
2022-11-03,296.333,304.399,293.044,299.612,652751.0
2022-11-04,304.36,312.02,301.972,306.646,634537.0
2022-11-05,304.36,312.02,301.972,306.646,634537.0
2022-11-06,304.36,312.02,301.972,306.646,634537.0
2022-11-07,308.688,311.629,305.972,310.642,352386.0
2022-11-08,311.736,315.576,309.079,312.88,509370.0
2022-11-09,309.011,313.857,306.773,307.76,426741.0
2022-11-10,321.985,326.069,317.242,323.929,899714.0
2022-11-11,326.587,331.599,322.962,323.538,1073718.0
2022-11-12,326.587,331.599,322.962,323.538,1073718.0
2022-11-13,326.587,331.599,322.962,323.538,1073718.0
2022-11-14,321.135,322.073,313.075,313.173,955694.0
2022-11-15,317.95,321.262,313.036,315.977,682564.0
2022-11-16,314.111,315.81,310.291,313.339,676489.0
2022-11-17,309.343,314.394,307.985,314.169,756473.0
2022-11-18,319.953,321.213,314.833,321.135,729458.0
2022-11-19,319.953,321.213,314.833,321.135,729458.0
2022-11-20,319.953,321.213,314.833,321.135,729458.0
2022-11-21,320.324,320.627,316.377,318.185,546732.0
2022-11-22,320.441,324.535,320.09,322.815,428498.0
2022-11-23,321.907,326.176,321.907,324.945,397625.0
2022-11-24,321.907,326.176,321.907,324.945,397625.0
2022-11-25,323.665,326.313,322.864,324.76,164041.0
2022-11-26,323.665,326.313,322.864,324.76,164041.0
2022-11-27,323.665,326.313,322.864,324.76,164041.0
2022-11-28,321.116,323.9,317.481,318.253,546671.0
2022-11-29,316.094,320.063,315.205,317.012,452863.0
2022-11-30,317.657,325.59,314.12,324.31,1304807.0
2022-12-01,324.232,325.131,320.246,323.314,448032.0
2022-12-02,318.908,323.626,318.908,322.581,387643.0
2022-12-03,318.908,323.626,318.908,322.581,387643.0
2022-12-04,318.908,323.626,318.908,322.581,387643.0
2022-12-05,319.396,319.645,312.225,313.778,402863.0
2022-12-06,313.573,316.348,310.916,314.394,405019.0
2022-12-07,313.456,318.38,312.02,314.589,521474.0
2022-12-08,317.559,319.054,314.492,315.654,481410.0
2022-12-09,314.325,316.836,311.639,313.651,424237.0
2022-12-10,314.325,316.836,311.639,313.651,424237.0
2022-12-11,314.325,316.836,311.639,313.651,424237.0
2022-12-12,313.935,319.513,312.616,318.468,582347.0
2022-12-13,325.825,325.825,312.411,317.315,570521.0
2022-12-14,316.475,321.135,312.645,314.521,538025.0
2022-12-15,309.753,310.486,305.254,307.272,552947.0
2022-12-16,302.455,305.66,300.765,304.995,1249481.0
2022-12-17,302.455,305.66,300.765,304.995,1249481.0
2022-12-18,302.455,305.66,300.765,304.995,1249481.0
2022-12-19,304.106,304.8,298.161,299.514,642432.0
2022-12-20,300.911,302.392,298.327,300.951,501206.0
2022-12-21,304.546,307.506,302.738,305.826,623311.0
2022-12-22,302.484,303.149,297.551,300.833,470674.0
2022-12-23,300.667,303.774,299.309,301.175,464183.0
2022-12-24,300.667,303.774,299.309,301.175,464183.0
2022-12-25,300.667,303.774,299.309,301.175,464183.0
2022-12-26,300.667,303.774,299.309,301.175,464183.0
2022-12-27,301.703,303.608,299.529,301.302,291723.0
2022-12-28,301.234,302.621,297.375,297.541,275814.0
2022-12-29,299.71,305.571,299.68,305.122,324533.0
2022-12-30,301.82,305.249,301.297,304.204,377547.0
2022-12-31,301.82,305.249,301.297,304.204,377547.0
2023-01-01,301.82,305.249,301.297,304.204,377547.0
2023-01-02,301.82,305.249,301.297,304.204,377547.0
2023-01-03,306.285,308.825,301.146,303.51,376160.0
2023-01-04,305.572,308.952,303.412,305.679,462274.0
2023-01-05,304.712,306.431,299.602,301.644,497844.0
2023-01-06,305.406,315.693,305.406,313.886,568204.0
2023-01-07,305.406,315.693,305.406,313.886,568204.0
2023-01-08,305.406,315.693,305.406,313.886,568204.0
2023-01-09,316.856,318.605,313.182,313.827,401240.0
2023-01-10,313.612,313.612,310.584,312.411,383350.0
2023-01-11,315.244,322.395,312.985,322.395,669361.0
2023-01-12,323.499,326.059,320.949,323.548,743409.0
2023-01-13,321.076,326.196,319.777,325.512,367273.0
2023-01-14,321.076,326.196,319.777,325.512,367273.0
2023-01-15,321.076,326.196,319.777,325.512,367273.0
2023-01-16,321.076,326.196,319.777,325.512,367273.0
2023-01-17,325.756,329.049,325.219,328.541,572523.0
2023-01-18,328.56,329.801,320.195,320.647,459482.0
2023-01-19,316.133,317.252,312.674,315.732,574339.0
2023-01-20,317.696,326.235,316.612,325.58,621036.0
2023-01-21,317.696,326.235,316.612,325.58,621036.0
