,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity
2022-09-07,42.74,43.67,42.74,43.63,755545.0
2022-09-08,43.34,44.13,43.34,44.13,488820.0
2022-09-09,44.24,44.85,44.23,44.74,379203.0
2022-09-10,44.24,44.85,44.23,44.74,379203.0
2022-09-11,44.24,44.85,44.23,44.74,379203.0
2022-09-12,45.17,45.395,44.96,45.11,723698.0
2022-09-13,44.33,44.48,44.02,44.02,824715.0
2022-09-14,43.71,43.9,43.48,43.7,348367.0
2022-09-15,42.99,43.05,42.47,42.9,363861.0
2022-09-16,42.5,42.61,42.04,42.49,1352156.0
2022-09-17,42.5,42.61,42.04,42.49,1352156.0
2022-09-18,42.5,42.61,42.04,42.49,1352156.0
2022-09-19,42.13,42.71,42.13,42.6,233688.0
2022-09-20,41.79,41.92,41.31,41.59,1143165.0
2022-09-21,41.35,41.84,41.25,41.29,701992.0
2022-09-22,41.25,41.265,40.38,40.59,677149.0
2022-09-23,39.92,40.21,39.12,39.58,719284.0
2022-09-24,39.92,40.21,39.12,39.58,719284.0
2022-09-25,39.92,40.21,39.12,39.58,719284.0
2022-09-26,38.98,39.06,38.54,38.75,1892690.0
2022-09-27,38.27,38.44,37.41,37.65,1447058.0
2022-09-28,37.07,37.69,36.96,37.52,1606358.0
2022-09-29,37.58,38.38,37.34,38.05,1996942.0
2022-09-30,38.3,38.65,38.16,38.29,1664439.0
2022-10-01,38.3,38.65,38.16,38.29,1664439.0
2022-10-02,38.3,38.65,38.16,38.29,1664439.0
2022-10-03,38.36,38.89,38.355,38.74,1545840.0
2022-10-04,39.31,41.0,39.31,40.98,3809324.0
2022-10-05,40.34,40.66,39.73,40.39,2994497.0
2022-10-06,40.11,40.13,38.99,39.21,4374418.0
2022-10-07,39.12,39.12,38.4,38.63,2138672.0
2022-10-08,39.12,39.12,38.4,38.63,2138672.0
2022-10-09,39.12,39.12,38.4,38.63,2138672.0
2022-10-10,38.34,38.45,37.76,38.06,1326013.0
2022-10-11,38.83,39.41,37.75,37.87,25883318.0
2022-10-12,38.83,39.41,37.75,37.87,25883318.0
2022-10-13,38.83,39.41,37.75,37.87,25883318.0
2022-10-14,38.83,39.41,37.75,37.87,25883318.0
2022-10-15,38.83,39.41,37.75,37.87,25883318.0
2022-10-16,38.83,39.41,37.75,37.87,25883318.0
2022-10-17,38.83,39.41,37.75,37.87,25883318.0
2022-10-18,38.83,39.41,37.75,37.87,25883318.0
2022-10-19,38.83,39.41,37.75,37.87,25883318.0
2022-10-20,38.83,39.41,37.75,37.87,25883318.0
2022-10-21,38.83,39.41,37.75,37.87,25883318.0
2022-10-22,38.83,39.41,37.75,37.87,25883318.0
2022-10-23,38.83,39.41,37.75,37.87,25883318.0
2022-10-24,38.83,39.41,37.75,37.87,25883318.0
2022-10-25,38.83,39.41,37.75,37.87,25883318.0
2022-10-26,38.83,39.41,37.75,37.87,25883318.0
2022-10-27,38.83,39.41,37.75,37.87,25883318.0
2022-10-28,38.83,39.41,37.75,37.87,25883318.0
2022-10-29,38.83,39.41,37.75,37.87,25883318.0
2022-10-30,38.83,39.41,37.75,37.87,25883318.0
2022-10-31,38.83,39.41,37.75,37.87,25883318.0
2022-11-01,38.83,39.41,37.75,37.87,25883318.0
2022-11-02,38.83,39.41,37.75,37.87,25883318.0
2022-11-03,38.83,39.41,37.75,37.87,25883318.0
2022-11-04,38.83,39.41,37.75,37.87,25883318.0
2022-11-05,38.83,39.41,37.75,37.87,25883318.0
2022-11-06,38.83,39.41,37.75,37.87,25883318.0
2022-11-07,38.83,39.41,37.75,37.87,25883318.0
2022-11-08,38.83,39.41,37.75,37.87,25883318.0
2022-11-09,38.83,39.41,37.75,37.87,25883318.0
2022-11-10,38.83,39.41,37.75,37.87,25883318.0
2022-11-11,38.83,39.41,37.75,37.87,25883318.0
2022-11-12,38.83,39.41,37.75,37.87,25883318.0
2022-11-13,38.83,39.41,37.75,37.87,25883318.0
2022-11-14,38.83,39.41,37.75,37.87,25883318.0
2022-11-15,38.83,39.41,37.75,37.87,25883318.0
2022-11-16,38.83,39.41,37.75,37.87,25883318.0
2022-11-17,38.83,39.41,37.75,37.87,25883318.0
2022-11-18,38.83,39.41,37.75,37.87,25883318.0
2022-11-19,38.83,39.41,37.75,37.87,25883318.0
2022-11-20,38.83,39.41,37.75,37.87,25883318.0
2022-11-21,38.83,39.41,37.75,37.87,25883318.0
2022-11-22,38.83,39.41,37.75,37.87,25883318.0
2022-11-23,38.83,39.41,37.75,37.87,25883318.0
2022-11-24,38.83,39.41,37.75,37.87,25883318.0
2022-11-25,38.83,39.41,37.75,37.87,25883318.0
2022-11-26,38.83,39.41,37.75,37.87,25883318.0
2022-11-27,38.83,39.41,37.75,37.87,25883318.0
2022-11-28,38.83,39.41,37.75,37.87,25883318.0
2022-11-29,38.83,39.41,37.75,37.87,25883318.0
2022-11-30,38.83,39.41,37.75,37.87,25883318.0
2022-12-01,38.83,39.41,37.75,37.87,25883318.0
2022-12-02,38.83,39.41,37.75,37.87,25883318.0
2022-12-03,38.83,39.41,37.75,37.87,25883318.0
2022-12-04,38.83,39.41,37.75,37.87,25883318.0
2022-12-05,38.83,39.41,37.75,37.87,25883318.0
2022-12-06,38.83,39.41,37.75,37.87,25883318.0
2022-12-07,38.83,39.41,37.75,37.87,25883318.0
2022-12-08,38.83,39.41,37.75,37.87,25883318.0
2022-12-09,38.83,39.41,37.75,37.87,25883318.0
2022-12-10,38.83,39.41,37.75,37.87,25883318.0
2022-12-11,38.83,39.41,37.75,37.87,25883318.0
2022-12-12,38.83,39.41,37.75,37.87,25883318.0
2022-12-13,38.83,39.41,37.75,37.87,25883318.0
2022-12-14,38.83,39.41,37.75,37.87,25883318.0
2022-12-15,38.83,39.41,37.75,37.87,25883318.0
2022-12-16,38.83,39.41,37.75,37.87,25883318.0
2022-12-17,38.83,39.41,37.75,37.87,25883318.0
2022-12-18,38.83,39.41,37.75,37.87,25883318.0
2022-12-19,38.83,39.41,37.75,37.87,25883318.0
2022-12-20,38.83,39.41,37.75,37.87,25883318.0
2022-12-21,38.83,39.41,37.75,37.87,25883318.0
2022-12-22,38.83,39.41,37.75,37.87,25883318.0
2022-12-23,38.83,39.41,37.75,37.87,25883318.0
2022-12-24,38.83,39.41,37.75,37.87,25883318.0
2022-12-25,38.83,39.41,37.75,37.87,25883318.0
2022-12-26,38.83,39.41,37.75,37.87,25883318.0
2022-12-27,38.83,39.41,37.75,37.87,25883318.0
2022-12-28,38.83,39.41,37.75,37.87,25883318.0
2022-12-29,38.83,39.41,37.75,37.87,25883318.0
2022-12-30,38.83,39.41,37.75,37.87,25883318.0
2022-12-31,38.83,39.41,37.75,37.87,25883318.0
2023-01-01,38.83,39.41,37.75,37.87,25883318.0
2023-01-02,38.83,39.41,37.75,37.87,25883318.0
2023-01-03,38.83,39.41,37.75,37.87,25883318.0
2023-01-04,38.83,39.41,37.75,37.87,25883318.0
2023-01-05,38.83,39.41,37.75,37.87,25883318.0
2023-01-06,38.83,39.41,37.75,37.87,25883318.0
2023-01-07,38.83,39.41,37.75,37.87,25883318.0
2023-01-08,38.83,39.41,37.75,37.87,25883318.0
2023-01-09,38.83,39.41,37.75,37.87,25883318.0
2023-01-10,38.83,39.41,37.75,37.87,25883318.0
2023-01-11,38.83,39.41,37.75,37.87,25883318.0
2023-01-12,38.83,39.41,37.75,37.87,25883318.0
2023-01-13,38.83,39.41,37.75,37.87,25883318.0
2023-01-14,38.83,39.41,37.75,37.87,25883318.0
2023-01-15,38.83,39.41,37.75,37.87,25883318.0
2023-01-16,38.83,39.41,37.75,37.87,25883318.0
2023-01-17,38.83,39.41,37.75,37.87,25883318.0
2023-01-18,38.83,39.41,37.75,37.87,25883318.0
2023-01-19,38.83,39.41,37.75,37.87,25883318.0
2023-01-20,38.83,39.41,37.75,37.87,25883318.0
2023-01-21,38.83,39.41,37.75,37.87,25883318.0
2023-01-22,38.83,39.41,37.75,37.87,25883318.0
2023-01-23,38.83,39.41,37.75,37.87,25883318.0
2023-01-24,38.83,39.41,37.75,37.87,25883318.0
2023-01-25,38.83,39.41,37.75,37.87,25883318.0
2023-01-26,38.83,39.41,37.75,37.87,25883318.0
2023-01-27,38.83,39.41,37.75,37.87,25883318.0
2023-01-28,38.83,39.41,37.75,37.87,25883318.0
2023-01-29,38.83,39.41,37.75,37.87,25883318.0
2023-01-30,38.83,39.41,37.75,37.87,25883318.0
2023-01-31,38.83,39.41,37.75,37.87,25883318.0
2023-02-01,38.83,39.41,37.75,37.87,25883318.0
2023-02-02,38.83,39.41,37.75,37.87,25883318.0
2023-02-03,38.83,39.41,37.75,37.87,25883318.0
2023-02-04,38.83,39.41,37.75,37.87,25883318.0
2023-02-05,38.83,39.41,37.75,37.87,25883318.0
2023-02-06,38.83,39.41,37.75,37.87,25883318.0
2023-02-07,38.83,39.41,37.75,37.87,25883318.0
2023-02-08,38.83,39.41,37.75,37.87,25883318.0
2023-02-09,38.83,39.41,37.75,37.87,25883318.0
2023-02-10,38.83,39.41,37.75,37.87,25883318.0
2023-02-11,38.83,39.41,37.75,37.87,25883318.0
2023-02-12,38.83,39.41,37.75,37.87,25883318.0
2023-02-13,38.83,39.41,37.75,37.87,25883318.0
2023-02-14,38.83,39.41,37.75,37.87,25883318.0
2023-02-15,38.83,39.41,37.75,37.87,25883318.0
2023-02-16,38.83,39.41,37.75,37.87,25883318.0
2023-02-17,38.83,39.41,37.75,37.87,25883318.0
2023-02-18,38.83,39.41,37.75,37.87,25883318.0
2023-02-19,38.83,39.41,37.75,37.87,25883318.0
2023-02-20,38.83,39.41,37.75,37.87,25883318.0
2023-02-21,38.83,39.41,37.75,37.87,25883318.0
2023-02-22,38.83,39.41,37.75,37.87,25883318.0
2023-02-23,38.83,39.41,37.75,37.87,25883318.0
2023-02-24,38.83,39.41,37.75,37.87,25883318.0
2023-02-25,38.83,39.41,37.75,37.87,25883318.0
2023-02-26,38.83,39.41,37.75,37.87,25883318.0
2023-02-27,38.83,39.41,37.75,37.87,25883318.0
2023-02-28,38.83,39.41,37.75,37.87,25883318.0
2023-03-01,38.83,39.41,37.75,37.87,25883318.0
2023-03-02,38.83,39.41,37.75,37.87,25883318.0
2023-03-03,38.83,39.41,37.75,37.87,25883318.0
2023-03-04,38.83,39.41,37.75,37.87,25883318.0
2023-03-05,38.83,39.41,37.75,37.87,25883318.0
2023-03-06,38.83,39.41,37.75,37.87,25883318.0
2023-03-07,38.83,39.41,37.75,37.87,25883318.0
2023-03-08,38.83,39.41,37.75,37.87,25883318.0
2023-03-09,38.83,39.41,37.75,37.87,25883318.0
2023-03-10,38.83,39.41,37.75,37.87,25883318.0
2023-03-11,38.83,39.41,37.75,37.87,25883318.0
2023-03-12,38.83,39.41,37.75,37.87,25883318.0
2023-03-13,38.83,39.41,37.75,37.87,25883318.0
2023-03-14,38.83,39.41,37.75,37.87,25883318.0
2023-03-15,38.83,39.41,37.75,37.87,25883318.0
2023-03-16,38.83,39.41,37.75,37.87,25883318.0
2023-03-17,38.83,39.41,37.75,37.87,25883318.0
2023-03-18,38.83,39.41,37.75,37.87,25883318.0
2023-03-19,38.83,39.41,37.75,37.87,25883318.0
2023-03-20,38.83,39.41,37.75,37.87,25883318.0
2023-03-21,38.83,39.41,37.75,37.87,25883318.0
2023-03-22,38.83,39.41,37.75,37.87,25883318.0
2023-03-23,38.83,39.41,37.75,37.87,25883318.0
2023-03-24,38.83,39.41,37.75,37.87,25883318.0
2023-03-25,38.83,39.41,37.75,37.87,25883318.0
2023-03-26,38.83,39.41,37.75,37.87,25883318.0
2023-03-27,38.83,39.41,37.75,37.87,25883318.0
2023-03-28,38.83,39.41,37.75,37.87,25883318.0
2023-03-29,38.83,39.41,37.75,37.87,25883318.0
2023-03-30,38.83,39.41,37.75,37.87,25883318.0
2023-03-31,38.83,39.41,37.75,37.87,25883318.0
2023-04-01,38.83,39.41,37.75,37.87,25883318.0
2023-04-02,38.83,39.41,37.75,37.87,25883318.0
2023-04-03,38.83,39.41,37.75,37.87,25883318.0
2023-04-04,38.83,39.41,37.75,37.87,25883318.0
2023-04-05,38.83,39.41,37.75,37.87,25883318.0
2023-04-06,38.83,39.41,37.75,37.87,25883318.0
2023-04-07,38.83,39.41,37.75,37.87,25883318.0
2023-04-08,38.83,39.41,37.75,37.87,25883318.0
2023-04-09,38.83,39.41,37.75,37.87,25883318.0
2023-04-10,38.83,39.41,37.75,37.87,25883318.0
2023-04-11,38.83,39.41,37.75,37.87,25883318.0
2023-04-12,38.83,39.41,37.75,37.87,25883318.0
2023-04-13,38.83,39.41,37.75,37.87,25883318.0
2023-04-14,38.83,39.41,37.75,37.87,25883318.0
2023-04-15,38.83,39.41,37.75,37.87,25883318.0
2023-04-16,38.83,39.41,37.75,37.87,25883318.0
2023-04-17,38.83,39.41,37.75,37.87,25883318.0
2023-04-18,38.83,39.41,37.75,37.87,25883318.0
2023-04-19,38.83,39.41,37.75,37.87,25883318.0
2023-04-20,38.83,39.41,37.75,37.87,25883318.0
2023-04-21,38.83,39.41,37.75,37.87,25883318.0
2023-04-22,38.83,39.41,37.75,37.87,25883318.0
2023-04-23,38.83,39.41,37.75,37.87,25883318.0
2023-04-24,38.83,39.41,37.75,37.87,25883318.0
2023-04-25,38.83,39.41,37.75,37.87,25883318.0
2023-04-26,38.83,39.41,37.75,37.87,25883318.0
2023-04-27,38.83,39.41,37.75,37.87,25883318.0
2023-04-28,38.83,39.41,37.75,37.87,25883318.0
2023-04-29,38.83,39.41,37.75,37.87,25883318.0
2023-04-30,38.83,39.41,37.75,37.87,25883318.0
2023-05-01,38.83,39.41,37.75,37.87,25883318.0
2023-05-02,38.83,39.41,37.75,37.87,25883318.0
2023-05-03,38.83,39.41,37.75,37.87,25883318.0
2023-05-04,38.83,39.41,37.75,37.87,25883318.0
2023-05-05,38.83,39.41,37.75,37.87,25883318.0
2023-05-06,38.83,39.41,37.75,37.87,25883318.0
2023-05-07,38.83,39.41,37.75,37.87,25883318.0
2023-05-08,38.83,39.41,37.75,37.87,25883318.0
2023-05-09,38.83,39.41,37.75,37.87,25883318.0
2023-05-10,38.83,39.41,37.75,37.87,25883318.0
2023-05-11,38.83,39.41,37.75,37.87,25883318.0
2023-05-12,38.83,39.41,37.75,37.87,25883318.0
2023-05-13,38.83,39.41,37.75,37.87,25883318.0
2023-05-14,38.83,39.41,37.75,37.87,25883318.0
2023-05-15,38.83,39.41,37.75,37.87,25883318.0
2023-05-16,38.83,39.41,37.75,37.87,25883318.0
2023-05-17,38.83,39.41,37.75,37.87,25883318.0
2023-05-18,38.83,39.41,37.75,37.87,25883318.0
2023-05-19,38.83,39.41,37.75,37.87,25883318.0
2023-05-20,38.83,39.41,37.75,37.87,25883318.0
2023-05-21,38.83,39.41,37.75,37.87,25883318.0
2023-05-22,38.83,39.41,37.75,37.87,25883318.0
2023-05-23,38.83,39.41,37.75,37.87,25883318.0
2023-05-24,38.83,39.41,37.75,37.87,25883318.0
2023-05-25,38.83,39.41,37.75,37.87,25883318.0
2023-05-26,38.83,39.41,37.75,37.87,25883318.0
2023-05-27,38.83,39.41,37.75,37.87,25883318.0
2023-05-28,38.83,39.41,37.75,37.87,25883318.0
2023-05-29,38.83,39.41,37.75,37.87,25883318.0
2023-05-30,38.83,39.41,37.75,37.87,25883318.0
2023-05-31,38.83,39.41,37.75,37.87,25883318.0
2023-06-01,38.83,39.41,37.75,37.87,25883318.0
2023-06-02,38.83,39.41,37.75,37.87,25883318.0
2023-06-03,38.83,39.41,37.75,37.87,25883318.0
2023-06-04,38.83,39.41,37.75,37.87,25883318.0
2023-06-05,38.83,39.41,37.75,37.87,25883318.0
2023-06-06,38.83,39.41,37.75,37.87,25883318.0
2023-06-07,38.83,39.41,37.75,37.87,25883318.0
2023-06-08,38.83,39.41,37.75,37.87,25883318.0
2023-06-09,38.83,39.41,37.75,37.87,25883318.0
2023-06-10,38.83,39.41,37.75,37.87,25883318.0
2023-06-11,38.83,39.41,37.75,37.87,25883318.0
2023-06-12,38.83,39.41,37.75,37.87,25883318.0
2023-06-13,38.83,39.41,37.75,37.87,25883318.0
2023-06-14,38.83,39.41,37.75,37.87,25883318.0
2023-06-15,38.83,39.41,37.75,37.87,25883318.0
2023-06-16,38.83,39.41,37.75,37.87,25883318.0
2023-06-17,38.83,39.41,37.75,37.87,25883318.0
2023-06-18,38.83,39.41,37.75,37.87,25883318.0
2023-06-19,38.83,39.41,37.75,37.87,25883318.0
2023-06-20,38.83,39.41,37.75,37.87,25883318.0
2023-06-21,38.83,39.41,37.75,37.87,25883318.0
2023-06-22,38.83,39.41,37.75,37.87,25883318.0
2023-06-23,38.83,39.41,37.75,37.87,25883318.0
2023-06-24,38.83,39.41,37.75,37.87,25883318.0
2023-06-25,38.83,39.41,37.75,37.87,25883318.0
2023-06-26,38.83,39.41,37.75,37.87,25883318.0
2023-06-27,38.83,39.41,37.75,37.87,25883318.0
2023-06-28,38.83,39.41,37.75,37.87,25883318.0
2023-06-29,38.83,39.41,37.75,37.87,25883318.0
2023-06-30,38.83,39.41,37.75,37.87,25883318.0
2023-07-01,38.83,39.41,37.75,37.87,25883318.0
2023-07-02,38.83,39.41,37.75,37.87,25883318.0
2023-07-03,38.83,39.41,37.75,37.87,25883318.0
2023-07-04,38.83,39.41,37.75,37.87,25883318.0
2023-07-05,38.83,39.41,37.75,37.87,25883318.0
2023-07-06,38.83,39.41,37.75,37.87,25883318.0
2023-07-07,38.83,39.41,37.75,37.87,25883318.0
2023-07-08,38.83,39.41,37.75,37.87,25883318.0
2023-07-09,38.83,39.41,37.75,37.87,25883318.0
2023-07-10,38.83,39.41,37.75,37.87,25883318.0
2023-07-11,38.83,39.41,37.75,37.87,25883318.0
2023-07-12,38.83,39.41,37.75,37.87,25883318.0
2023-07-13,38.83,39.41,37.75,37.87,25883318.0
2023-07-14,38.83,39.41,37.75,37.87,25883318.0
2023-07-15,38.83,39.41,37.75,37.87,25883318.0
2023-07-16,38.83,39.41,37.75,37.87,25883318.0
2023-07-17,38.83,39.41,37.75,37.87,25883318.0
2023-07-18,38.83,39.41,37.75,37.87,25883318.0
2023-07-19,38.83,39.41,37.75,37.87,25883318.0
2023-07-20,38.83,39.41,37.75,37.87,25883318.0
2023-07-21,38.83,39.41,37.75,37.87,25883318.0
2023-07-22,38.83,39.41,37.75,37.87,25883318.0
2023-07-23,38.83,39.41,37.75,37.87,25883318.0
2023-07-24,38.83,39.41,37.75,37.87,25883318.0
2023-07-25,38.83,39.41,37.75,37.87,25883318.0
2023-07-26,38.83,39.41,37.75,37.87,25883318.0
2023-07-27,38.83,39.41,37.75,37.87,25883318.0
2023-07-28,38.83,39.41,37.75,37.87,25883318.0
2023-07-29,38.83,39.41,37.75,37.87,25883318.0
2023-07-30,38.83,39.41,37.75,37.87,25883318.0
2023-07-31,38.83,39.41,37.75,37.87,25883318.0
2023-08-01,38.83,39.41,37.75,37.87,25883318.0
2023-08-02,38.83,39.41,37.75,37.87,25883318.0
2023-08-03,38.83,39.41,37.75,37.87,25883318.0
2023-08-04,38.83,39.41,37.75,37.87,25883318.0
2023-08-05,38.83,39.41,37.75,37.87,25883318.0
2023-08-06,38.83,39.41,37.75,37.87,25883318.0
2023-08-07,38.83,39.41,37.75,37.87,25883318.0
2023-08-08,38.83,39.41,37.75,37.87,25883318.0
2023-08-09,38.83,39.41,37.75,37.87,25883318.0
2023-08-10,38.83,39.41,37.75,37.87,25883318.0
2023-08-11,38.83,39.41,37.75,37.87,25883318.0
2023-08-12,38.83,39.41,37.75,37.87,25883318.0
2023-08-13,38.83,39.41,37.75,37.87,25883318.0
2023-08-14,38.83,39.41,37.75,37.87,25883318.0
2023-08-15,38.83,39.41,37.75,37.87,25883318.0
2023-08-16,38.83,39.41,37.75,37.87,25883318.0
2023-08-17,38.83,39.41,37.75,37.87,25883318.0
2023-08-18,38.83,39.41,37.75,37.87,25883318.0
2023-08-19,38.83,39.41,37.75,37.87,25883318.0
2023-08-20,38.83,39.41,37.75,37.87,25883318.0
2023-08-21,38.83,39.41,37.75,37.87,25883318.0
2023-08-22,38.83,39.41,37.75,37.87,25883318.0
2023-08-23,38.83,39.41,37.75,37.87,25883318.0
2023-08-24,38.83,39.41,37.75,37.87,25883318.0
2023-08-25,38.83,39.41,37.75,37.87,25883318.0
2023-08-26,38.83,39.41,37.75,37.87,25883318.0
2023-08-27,38.83,39.41,37.75,37.87,25883318.0
2023-08-28,38.83,39.41,37.75,37.87,25883318.0
2023-08-29,38.83,39.41,37.75,37.87,25883318.0
2023-08-30,38.83,39.41,37.75,37.87,25883318.0
2023-08-31,38.83,39.41,37.75,37.87,25883318.0
2023-09-01,38.83,39.41,37.75,37.87,25883318.0
2023-09-02,38.83,39.41,37.75,37.87,25883318.0
2023-09-03,38.83,39.41,37.75,37.87,25883318.0
2023-09-04,38.83,39.41,37.75,37.87,25883318.0
2023-09-05,38.83,39.41,37.75,37.87,25883318.0
2023-09-06,38.83,39.41,37.75,37.87,25883318.0
2023-09-07,38.83,39.41,37.75,37.87,25883318.0
2023-09-08,38.83,39.41,37.75,37.87,25883318.0
2023-09-09,38.83,39.41,37.75,37.87,25883318.0
2023-09-10,38.83,39.41,37.75,37.87,25883318.0
2023-09-11,38.83,39.41,37.75,37.87,25883318.0
2023-09-12,38.83,39.41,37.75,37.87,25883318.0
2023-09-13,38.83,39.41,37.75,37.87,25883318.0
2023-09-14,38.83,39.41,37.75,37.87,25883318.0
2023-09-15,38.83,39.41,37.75,37.87,25883318.0
2023-09-16,38.83,39.41,37.75,37.87,25883318.0
2023-09-17,38.83,39.41,37.75,37.87,25883318.0
2023-09-18,38.83,39.41,37.75,37.87,25883318.0
2023-09-19,38.83,39.41,37.75,37.87,25883318.0
2023-09-20,38.83,39.41,37.75,37.87,25883318.0
2023-09-21,38.83,39.41,37.75,37.87,25883318.0
2023-09-22,38.83,39.41,37.75,37.87,25883318.0
2023-09-23,38.83,39.41,37.75,37.87,25883318.0
2023-09-24,38.83,39.41,37.75,37.87,25883318.0
2023-09-25,38.83,39.41,37.75,37.87,25883318.0
2023-09-26,38.83,39.41,37.75,37.87,25883318.0
2023-09-27,38.83,39.41,37.75,37.87,25883318.0
2023-09-28,38.83,39.41,37.75,37.87,25883318.0
2023-09-29,38.83,39.41,37.75,37.87,25883318.0
2023-09-30,38.83,39.41,37.75,37.87,25883318.0
2023-10-01,38.83,39.41,37.75,37.87,25883318.0
2023-10-02,38.83,39.41,37.75,37.87,25883318.0
2023-10-03,38.83,39.41,37.75,37.87,25883318.0
2023-10-04,38.83,39.41,37.75,37.87,25883318.0
2023-10-05,38.83,39.41,37.75,37.87,25883318.0
2023-10-06,38.83,39.41,37.75,37.87,25883318.0
2023-10-07,38.83,39.41,37.75,37.87,25883318.0
2023-10-08,38.83,39.41,37.75,37.87,25883318.0
2023-10-09,38.83,39.41,37.75,37.87,25883318.0
2023-10-10,38.83,39.41,37.75,37.87,25883318.0
2023-10-11,38.83,39.41,37.75,37.87,25883318.0
2023-10-12,38.83,39.41,37.75,37.87,25883318.0
2023-10-13,38.83,39.41,37.75,37.87,25883318.0
2023-10-14,38.83,39.41,37.75,37.87,25883318.0
2023-10-15,38.83,39.41,37.75,37.87,25883318.0
2023-10-16,38.83,39.41,37.75,37.87,25883318.0
2023-10-17,38.83,39.41,37.75,37.87,25883318.0
2023-10-18,38.83,39.41,37.75,37.87,25883318.0
2023-10-19,38.83,39.41,37.75,37.87,25883318.0
2023-10-20,38.83,39.41,37.75,37.87,25883318.0
2023-10-21,38.83,39.41,37.75,37.87,25883318.0
2023-10-22,38.83,39.41,37.75,37.87,25883318.0
2023-10-23,38.83,39.41,37.75,37.87,25883318.0
2023-10-24,38.83,39.41,37.75,37.87,25883318.0
2023-10-25,38.83,39.41,37.75,37.87,25883318.0
2023-10-26,38.83,39.41,37.75,37.87,25883318.0
2023-10-27,38.83,39.41,37.75,37.87,25883318.0
2023-10-28,38.83,39.41,37.75,37.87,25883318.0
2023-10-29,38.83,39.41,37.75,37.87,25883318.0
2023-10-30,38.83,39.41,37.75,37.87,25883318.0
2023-10-31,38.83,39.41,37.75,37.87,25883318.0
2023-11-01,38.83,39.41,37.75,37.87,25883318.0
2023-11-02,38.83,39.41,37.75,37.87,25883318.0
2023-11-03,38.83,39.41,37.75,37.87,25883318.0
2023-11-04,38.83,39.41,37.75,37.87,25883318.0
2023-11-05,38.83,39.41,37.75,37.87,25883318.0
2023-11-06,38.83,39.41,37.75,37.87,25883318.0
2023-11-07,38.83,39.41,37.75,37.87,25883318.0
2023-11-08,38.83,39.41,37.75,37.87,25883318.0
2023-11-09,38.83,39.41,37.75,37.87,25883318.0
2023-11-10,38.83,39.41,37.75,37.87,25883318.0
2023-11-11,38.83,39.41,37.75,37.87,25883318.0
2023-11-12,38.83,39.41,37.75,37.87,25883318.0
2023-11-13,38.83,39.41,37.75,37.87,25883318.0
2023-11-14,38.83,39.41,37.75,37.87,25883318.0
2023-11-15,38.83,39.41,37.75,37.87,25883318.0
2023-11-16,38.83,39.41,37.75,37.87,25883318.0
2023-11-17,38.83,39.41,37.75,37.87,25883318.0
2023-11-18,38.83,39.41,37.75,37.87,25883318.0
2023-11-19,38.83,39.41,37.75,37.87,25883318.0
2023-11-20,38.83,39.41,37.75,37.87,25883318.0
2023-11-21,38.83,39.41,37.75,37.87,25883318.0
2023-11-22,38.83,39.41,37.75,37.87,25883318.0
2023-11-23,38.83,39.41,37.75,37.87,25883318.0
2023-11-24,38.83,39.41,37.75,37.87,25883318.0
2023-11-25,38.83,39.41,37.75,37.87,25883318.0
2023-11-26,38.83,39.41,37.75,37.87,25883318.0
2023-11-27,38.83,39.41,37.75,37.87,25883318.0
2023-11-28,38.83,39.41,37.75,37.87,25883318.0
2023-11-29,38.83,39.41,37.75,37.87,25883318.0
2023-11-30,38.83,39.41,37.75,37.87,25883318.0
2023-12-01,38.83,39.41,37.75,37.87,25883318.0
2023-12-02,38.83,39.41,37.75,37.87,25883318.0
2023-12-03,38.83,39.41,37.75,37.87,25883318.0
2023-12-04,38.83,39.41,37.75,37.87,25883318.0
2023-12-05,38.83,39.41,37.75,37.87,25883318.0
2023-12-06,38.83,39.41,37.75,37.87,25883318.0
2023-12-07,38.83,39.41,37.75,37.87,25883318.0
2023-12-08,38.83,39.41,37.75,37.87,25883318.0
2023-12-09,38.83,39.41,37.75,37.87,25883318.0
2023-12-10,38.83,39.41,37.75,37.87,25883318.0
2023-12-11,38.83,39.41,37.75,37.87,25883318.0
2023-12-12,38.83,39.41,37.75,37.87,25883318.0
2023-12-13,38.83,39.41,37.75,37.87,25883318.0
2023-12-14,38.83,39.41,37.75,37.87,25883318.0
2023-12-15,38.83,39.41,37.75,37.87,25883318.0
2023-12-16,38.83,39.41,37.75,37.87,25883318.0
2023-12-17,38.83,39.41,37.75,37.87,25883318.0
2023-12-18,38.83,39.41,37.75,37.87,25883318.0
2023-12-19,38.83,39.41,37.75,37.87,25883318.0
2023-12-20,38.83,39.41,37.75,37.87,25883318.0
2023-12-21,38.83,39.41,37.75,37.87,25883318.0
2023-12-22,38.83,39.41,37.75,37.87,25883318.0
2023-12-23,38.83,39.41,37.75,37.87,25883318.0
2023-12-24,38.83,39.41,37.75,37.87,25883318.0
2023-12-25,38.83,39.41,37.75,37.87,25883318.0
2023-12-26,38.83,39.41,37.75,37.87,25883318.0
2023-12-27,38.83,39.41,37.75,37.87,25883318.0
2023-12-28,38.83,39.41,37.75,37.87,25883318.0
2023-12-29,38.83,39.41,37.75,37.87,25883318.0
2023-12-30,38.83,39.41,37.75,37.87,25883318.0
2023-12-31,38.83,39.41,37.75,37.87,25883318.0
