,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity
2021-09-18,116.978,119.595,116.18,118.943,503052.0
2021-09-19,116.978,119.595,116.18,118.943,503052.0
2021-09-20,116.97,119.69,116.712,119.201,436516.0
2021-09-21,113.237,117.407,113.237,115.983,624904.0
2021-09-22,115.983,120.968,115.983,119.458,399980.0
2021-09-23,120.625,125.195,120.625,124.487,467718.0
2021-09-24,124.873,127.001,122.573,124.375,403213.0
2021-09-25,124.873,127.001,122.573,124.375,403213.0
2021-09-26,124.873,127.001,122.573,124.375,403213.0
2021-09-27,125.053,128.61,124.89,127.095,322044.0
2021-09-28,126.4,127.481,122.53,122.916,294548.0
2021-09-29,123.268,125.328,121.775,122.024,188175.0
2021-09-30,122.423,122.423,119.381,119.999,260843.0
2021-10-01,121.226,124.409,120.561,124.04,278094.0
2021-10-02,121.226,124.409,120.561,124.04,278094.0
2021-10-03,121.226,124.409,120.561,124.04,278094.0
2021-10-04,123.826,125.469,121.681,122.436,274567.0
2021-10-05,122.779,124.89,121.938,122.607,216664.0
2021-10-06,121.089,123.448,120.145,122.933,196977.0
2021-10-07,124.289,124.933,121.689,122.213,190721.0
2021-10-08,122.093,123.26,120.273,120.333,172184.0
2021-10-09,122.093,123.26,120.273,120.333,172184.0
2021-10-10,122.093,123.26,120.273,120.333,172184.0
2021-10-11,120.539,122.496,120.29,120.316,145983.0
2021-10-12,120.565,121.483,117.991,118.282,221143.0
2021-10-13,118.034,118.9,115.305,116.172,302678.0
2021-10-14,116.807,119.019,116.309,118.111,182431.0
2021-10-15,119.733,120.565,115.099,115.579,307529.0
2021-10-16,119.733,120.565,115.099,115.579,307529.0
2021-10-17,119.733,120.565,115.099,115.579,307529.0
2021-10-18,115.554,117.562,114.833,116.944,226390.0
2021-10-19,117.287,118.042,116.034,116.455,226134.0
2021-10-20,114.653,116.609,113.451,114.756,424660.0
2021-10-21,114.6,116.012,112.966,113.56,375885.0
2021-10-22,113.516,114.639,112.477,112.858,314894.0
2021-10-23,113.516,114.639,112.477,112.858,314894.0
2021-10-24,113.516,114.639,112.477,112.858,314894.0
2021-10-25,112.78,112.797,111.116,111.463,275336.0
2021-10-26,111.844,113.664,111.25,112.13,247359.0
2021-10-27,112.373,113.421,111.151,111.645,229402.0
2021-10-28,111.913,114.587,111.35,114.054,287015.0
2021-10-29,113.438,116.558,113.438,115.397,421359.0
2021-10-30,113.438,116.558,113.438,115.397,421359.0
2021-10-31,113.438,116.558,113.438,115.397,421359.0
2021-11-01,115.544,119.452,115.544,118.785,418206.0
2021-11-02,118.716,118.716,113.534,115.657,310704.0
2021-11-03,115.163,120.596,115.163,119.158,325847.0
2021-11-04,119.452,123.759,119.418,123.3,384162.0
2021-11-05,125.648,127.988,123.334,126.506,426969.0
2021-11-06,125.648,127.988,123.334,126.506,426969.0
2021-11-07,125.648,127.988,123.334,126.506,426969.0
2021-11-08,127.06,129.036,125.414,128.785,380708.0
2021-11-09,129.114,129.426,125.752,127.06,303784.0
2021-11-10,126.714,128.161,125.821,127.19,214277.0
2021-11-11,127.104,128.534,126.321,126.497,205325.0
2021-11-12,125.518,127.684,125.119,125.483,221235.0
2021-11-13,125.518,127.684,125.119,125.483,221235.0
2021-11-14,125.518,127.684,125.119,125.483,221235.0
2021-11-15,126.515,127.988,124.262,124.738,228342.0
2021-11-16,124.885,124.989,122.173,122.312,388213.0
2021-11-17,122.113,124.496,121.324,123.95,244094.0
2021-11-18,124.01,124.283,121.541,123.542,344313.0
2021-11-19,122.615,123.412,121.36,123.005,315504.0
2021-11-20,122.615,123.412,121.36,123.005,315504.0
2021-11-21,122.615,123.412,121.36,123.005,315504.0
2021-11-22,123.334,125.639,123.048,123.88,424407.0
2021-11-23,121.315,122.069,112.979,113.04,818116.0
2021-11-24,112.65,116.185,111.22,114.574,394931.0
2021-11-25,112.65,116.185,111.22,114.574,394931.0
2021-11-26,111.229,112.628,108.413,111.151,351701.0
2021-11-27,111.229,112.628,108.413,111.151,351701.0
2021-11-28,111.229,112.628,108.413,111.151,351701.0
2021-11-29,112.607,113.092,106.983,107.832,556972.0
2021-11-30,106.879,108.114,104.721,105.735,413244.0
2021-12-01,108.213,109.98,103.456,103.465,496191.0
2021-12-02,103.569,107.017,103.569,106.272,490453.0
2021-12-03,105.943,107.659,104.756,105.111,374224.0
2021-12-04,105.943,107.659,104.756,105.111,374224.0
2021-12-05,105.943,107.659,104.756,105.111,374224.0
2021-12-06,106.48,111.662,106.151,110.25,402227.0
2021-12-07,111.809,112.901,109.998,110.423,271389.0
2021-12-08,111.749,114.574,110.674,112.182,278880.0
2021-12-09,110.917,112.078,109.569,109.678,203167.0
2021-12-10,110.397,111.047,108.742,110.839,219478.0
2021-12-11,110.397,111.047,108.742,110.839,219478.0
2021-12-12,110.397,111.047,108.742,110.839,219478.0
2021-12-13,110.276,110.943,105.978,106.905,341149.0
2021-12-14,106.74,107.927,105.908,106.246,498031.0
2021-12-15,105.874,107.52,103.898,107.381,358024.0
2021-12-16,108.213,108.907,104.375,104.643,322859.0
2021-12-17,104.634,106.177,102.442,104.851,458391.0
2021-12-18,104.634,106.177,102.442,104.851,458391.0
2021-12-19,104.634,106.177,102.442,104.851,458391.0
2021-12-20,104.019,104.851,101.472,104.522,385542.0
2021-12-21,105.466,109.062,105.12,107.962,348736.0
2021-12-22,107.953,108.517,106.726,107.659,259558.0
2021-12-23,108.707,111.142,107.2,110.995,281180.0
2021-12-24,108.707,111.142,107.2,110.995,281180.0
2021-12-25,108.707,111.142,107.2,110.995,281180.0
2021-12-26,108.707,111.142,107.2,110.995,281180.0
2021-12-27,110.154,112.195,109.53,111.801,246729.0
2021-12-28,111.428,113.646,111.07,111.853,191111.0
2021-12-29,111.783,113.46,111.532,112.494,185069.0
2021-12-30,112.485,113.811,111.714,112.035,239105.0
2021-12-31,112.0,113.993,111.419,111.471,145511.0
2022-01-01,112.0,113.993,111.419,111.471,145511.0
2022-01-02,112.0,113.993,111.419,111.471,145511.0
2022-01-03,111.974,115.007,111.974,114.054,283776.0
2022-01-04,114.756,117.663,114.756,117.295,338748.0
2022-01-05,117.702,120.804,117.615,118.69,370042.0
2022-01-06,119.062,121.229,117.147,117.338,336547.0
2022-01-07,116.983,119.92,116.679,118.213,298331.0
2022-01-08,116.983,119.92,116.679,118.213,298331.0
2022-01-09,116.983,119.92,116.679,118.213,298331.0
2022-01-10,117.685,118.126,114.738,117.355,302852.0
2022-01-11,117.182,117.39,114.605,115.588,337787.0
2022-01-12,114.799,115.274,111.497,111.558,379376.0
2022-01-13,111.654,115.944,111.217,114.316,248194.0
2022-01-14,113.974,114.368,111.401,113.055,248844.0
2022-01-15,113.974,114.368,111.401,113.055,248844.0
2022-01-16,113.974,114.368,111.401,113.055,248844.0
2022-01-17,113.974,114.368,111.401,113.055,248844.0
2022-01-18,111.891,112.285,109.072,109.265,249059.0
2022-01-19,109.422,110.324,107.33,108.608,221110.0
2022-01-20,108.932,109.886,104.783,105.028,375679.0
2022-01-21,104.608,104.949,100.975,101.071,564182.0
2022-01-22,104.608,104.949,100.975,101.071,564182.0
2022-01-23,104.608,104.949,100.975,101.071,564182.0
2022-01-24,99.39,105.395,97.858,105.247,614710.0
2022-01-25,103.794,105.842,100.485,104.31,394441.0
2022-01-26,105.098,105.794,101.089,101.876,388200.0
2022-01-27,102.253,103.281,99.382,100.502,355016.0
2022-01-28,100.555,101.999,97.876,101.999,274536.0
2022-01-29,100.555,101.999,97.876,101.999,274536.0
2022-01-30,100.555,101.999,97.876,101.999,274536.0
2022-01-31,100.695,104.292,100.311,104.292,318711.0
2022-02-01,104.643,106.332,103.19,105.956,297014.0
2022-02-02,106.7,107.733,105.107,105.711,365740.0
2022-02-03,105.308,106.954,104.529,104.897,191115.0
2022-02-04,104.363,105.772,102.638,105.255,203883.0
2022-02-05,104.363,105.772,102.638,105.255,203883.0
2022-02-06,104.363,105.772,102.638,105.255,203883.0
2022-02-07,105.562,107.059,104.91,105.894,182806.0
2022-02-08,106.919,109.641,105.894,109.273,258575.0
2022-02-09,110.201,111.751,110.082,111.567,349248.0
2022-02-10,110.096,113.361,109.645,110.149,248654.0
2022-02-11,109.807,111.619,108.249,109.413,296129.0
2022-02-12,109.807,111.619,108.249,109.413,296129.0
2022-02-13,109.807,111.619,108.249,109.413,296129.0
2022-02-14,110.017,112.206,110.009,110.665,267187.0
2022-02-15,112.136,115.156,111.672,115.025,304146.0
2022-02-16,114.307,117.48,114.097,116.644,331113.0
2022-02-17,115.839,116.5,113.6,114.176,336515.0
2022-02-18,114.149,117.598,114.149,115.988,374007.0
2022-02-19,114.149,117.598,114.149,115.988,374007.0
2022-02-20,114.149,117.598,114.149,115.988,374007.0
2022-02-21,114.149,117.598,114.149,115.988,374007.0
2022-02-22,117.099,117.187,112.267,115.629,539868.0
2022-02-23,117.309,118.045,111.921,112.39,381879.0
2022-02-24,109.483,115.716,108.617,115.427,315229.0
2022-02-25,115.261,118.57,114.539,118.491,313836.0
2022-02-26,115.261,118.57,114.539,118.491,313836.0
2022-02-27,115.261,118.57,114.539,118.491,313836.0
2022-02-28,116.451,119.047,116.276,117.537,319611.0
2022-03-01,116.924,117.082,108.459,109.081,548028.0
2022-03-02,109.632,112.827,109.326,111.523,283623.0
2022-03-03,112.092,112.679,107.225,109.387,545292.0
2022-03-04,108.109,109.195,105.544,106.945,381143.0
2022-03-05,108.109,109.195,105.544,106.945,381143.0
2022-03-06,108.109,109.195,105.544,106.945,381143.0
2022-03-07,106.936,107.094,95.994,96.887,797448.0
2022-03-08,97.701,102.944,95.858,97.613,554718.0
2022-03-09,99.587,103.172,99.587,101.22,525203.0
2022-03-10,99.513,103.452,98.673,103.119,367328.0
2022-03-11,104.459,104.827,102.34,102.769,303682.0
2022-03-12,104.459,104.827,102.34,102.769,303682.0
2022-03-13,104.459,104.827,102.34,102.769,303682.0
2022-03-14,103.312,104.949,101.255,102.454,313230.0
2022-03-15,102.577,105.606,101.448,101.92,415144.0
2022-03-16,103.723,107.155,103.723,107.155,367104.0
2022-03-17,105.264,106.84,104.94,106.77,299771.0
2022-03-18,106.437,108.547,105.01,108.258,625367.0
2022-03-19,106.437,108.547,105.01,108.258,625367.0
2022-03-20,106.437,108.547,105.01,108.258,625367.0
2022-03-21,108.442,108.844,104.888,105.194,378556.0
2022-03-22,105.439,107.993,104.914,105.203,244278.0
2022-03-23,105.063,105.684,102.55,102.691,378405.0
2022-03-24,103.146,104.914,101.981,104.914,241698.0
2022-03-25,104.538,105.418,102.2,103.137,294049.0
2022-03-26,104.538,105.418,102.2,103.137,294049.0
2022-03-27,104.538,105.418,102.2,103.137,294049.0
2022-03-28,102.892,103.767,100.257,102.043,496967.0
2022-03-29,103.408,107.172,103.295,106.341,481771.0
2022-03-30,105.282,106.507,103.54,103.723,255395.0
2022-03-31,104.398,105.037,102.511,103.934,405280.0
2022-04-01,104.17,105.066,100.152,101.229,475148.0
2022-04-02,104.17,105.066,100.152,101.229,475148.0
2022-04-03,104.17,105.066,100.152,101.229,475148.0
2022-04-04,101.325,101.325,98.112,100.415,528549.0
2022-04-05,100.283,101.106,97.521,98.147,418083.0
2022-04-06,97.605,98.261,95.197,96.974,459466.0
2022-04-07,96.44,97.491,93.875,97.044,531827.0
2022-04-08,97.298,98.515,95.653,97.587,343877.0
2022-04-09,97.298,98.515,95.653,97.587,343877.0
2022-04-10,97.298,98.515,95.653,97.587,343877.0
2022-04-11,97.911,99.881,97.193,99.469,391166.0
2022-04-12,98.646,101.404,98.646,100.064,383009.0
2022-04-13,101.089,104.091,100.502,103.741,446424.0
2022-04-14,103.741,105.201,103.01,104.874,461155.0
2022-04-15,103.741,105.201,103.01,104.874,461155.0
2022-04-16,103.741,105.201,103.01,104.874,461155.0
2022-04-17,103.741,105.201,103.01,104.874,461155.0
2022-04-18,103.883,105.998,103.644,105.272,413972.0
2022-04-19,105.325,109.503,105.024,109.069,364387.0
2022-04-20,109.264,110.494,108.25,108.361,258378.0
2022-04-21,110.636,111.087,108.872,109.636,313964.0
2022-04-22,108.83,109.6,106.83,107.556,289647.0
2022-04-23,108.83,109.6,106.83,107.556,289647.0
2022-04-24,108.83,109.6,106.83,107.556,289647.0
2022-04-25,107.573,111.804,107.025,111.503,390207.0
2022-04-26,110.255,110.981,105.046,105.281,323464.0
2022-04-27,104.954,107.414,102.475,102.803,427473.0
2022-04-28,103.75,104.307,101.953,102.723,399785.0
2022-04-29,102.714,103.682,97.82,98.236,462944.0
2022-04-30,102.714,103.682,97.82,98.236,462944.0
2022-05-01,102.714,103.682,97.82,98.236,462944.0
2022-05-02,98.457,103.537,97.988,103.405,421312.0
2022-05-03,103.378,103.413,98.607,100.174,364119.0
2022-05-04,99.006,100.979,96.554,100.475,488632.0
2022-05-05,99.289,99.625,96.103,97.315,350045.0
2022-05-06,97.82,99.696,95.625,99.05,408205.0
2022-05-07,97.82,99.696,95.625,99.05,408205.0
2022-05-08,97.82,99.696,95.625,99.05,408205.0
2022-05-09,98.059,98.944,94.262,94.687,381297.0
2022-05-10,96.598,96.873,93.686,95.687,340569.0
2022-05-11,95.917,95.917,91.54,92.067,408236.0
2022-05-12,91.686,97.359,90.743,96.156,519079.0
2022-05-13,97.439,98.829,95.802,96.342,284097.0
2022-05-14,97.439,98.829,95.802,96.342,284097.0
2022-05-15,97.439,98.829,95.802,96.342,284097.0
2022-05-16,95.651,95.886,90.943,91.783,388771.0
2022-05-17,93.403,94.421,91.102,92.819,276546.0
2022-05-18,91.633,92.332,86.159,87.402,456124.0
2022-05-19,86.65,88.146,85.066,85.181,419447.0
2022-05-20,86.429,86.429,83.287,85.004,361822.0
2022-05-21,86.429,86.429,83.287,85.004,361822.0
2022-05-22,86.429,86.429,83.287,85.004,361822.0
2022-05-23,85.898,86.057,81.525,83.366,375492.0
2022-05-24,82.959,83.402,79.923,82.995,531256.0
2022-05-25,82.658,88.801,82.658,88.048,607717.0
2022-05-26,88.509,92.292,88.34,91.013,451709.0
2022-05-27,91.713,93.399,91.713,93.155,269390.0
2022-05-28,91.713,93.399,91.713,93.155,269390.0
2022-05-29,91.713,93.399,91.713,93.155,269390.0
2022-05-30,91.713,93.399,91.713,93.155,269390.0
2022-05-31,92.43,92.565,89.889,90.288,376479.0
2022-06-01,90.199,91.022,86.783,89.633,585016.0
2022-06-02,89.712,90.752,89.482,90.385,267582.0
2022-06-03,88.739,89.252,87.385,88.199,474866.0
2022-06-04,88.739,89.252,87.385,88.199,474866.0
2022-06-05,88.739,89.252,87.385,88.199,474866.0
2022-06-06,89.199,90.836,87.969,90.181,607356.0
2022-06-07,87.216,88.509,83.809,84.977,1212604.0
2022-06-08,84.083,85.632,83.269,84.375,708853.0
2022-06-09,83.862,85.393,83.145,83.357,411996.0
2022-06-10,82.623,84.189,82.092,82.871,445670.0
2022-06-11,82.623,84.189,82.092,82.871,445670.0
2022-06-12,82.623,84.189,82.092,82.871,445670.0
2022-06-13,80.569,80.941,77.968,78.18,624984.0
2022-06-14,78.197,79.189,76.294,76.914,497394.0
2022-06-15,77.392,79.835,77.392,78.959,469642.0
2022-06-16,77.002,77.011,73.931,74.524,519803.0
2022-06-17,75.232,75.993,74.126,75.427,740351.0
2022-06-18,75.232,75.993,74.126,75.427,740351.0
2022-06-19,75.232,75.993,74.126,75.427,740351.0
2022-06-20,75.232,75.993,74.126,75.427,740351.0
2022-06-21,77.047,77.047,73.71,73.754,689177.0
2022-06-22,73.259,75.657,72.836,74.976,584455.0
2022-06-23,74.976,76.179,73.197,76.117,480785.0
2022-06-24,76.038,79.436,75.675,79.392,661569.0
2022-06-25,76.038,79.436,75.675,79.392,661569.0
2022-06-26,76.038,79.436,75.675,79.392,661569.0
2022-06-27,78.286,79.109,77.171,77.657,627609.0
2022-06-28,78.268,79.49,75.755,75.799,443843.0
2022-06-29,75.648,75.648,73.082,74.807,703329.0
2022-06-30,73.63,74.887,72.462,73.896,436103.0
2022-07-01,73.878,75.223,73.498,75.073,336619.0
2022-07-02,73.878,75.223,73.498,75.073,336619.0
2022-07-03,73.878,75.223,73.498,75.073,336619.0
2022-07-04,73.878,75.223,73.498,75.073,336619.0
2022-07-05,74.037,78.109,72.922,78.082,650335.0
2022-07-06,78.091,79.375,75.144,76.33,483491.0
2022-07-07,77.852,78.19,76.259,77.843,367972.0
2022-07-08,77.711,78.64,76.525,78.011,484583.0
2022-07-09,77.711,78.64,76.525,78.011,484583.0
2022-07-10,77.711,78.64,76.525,78.011,484583.0
2022-07-11,77.171,78.72,76.896,78.171,551392.0
2022-07-12,78.073,80.432,77.861,78.162,458045.0
2022-07-13,76.958,79.649,76.294,79.012,488587.0
2022-07-14,77.853,79.95,77.853,79.38,407409.0
2022-07-15,80.601,82.514,79.73,81.544,526697.0
2022-07-16,80.601,82.514,79.73,81.544,526697.0
2022-07-17,80.601,82.514,79.73,81.544,526697.0
2022-07-18,81.733,82.254,80.251,80.467,428849.0
2022-07-19,81.239,84.122,81.239,83.619,396508.0
2022-07-20,83.691,85.721,83.458,84.517,362155.0
2022-07-21,83.826,84.293,82.901,83.96,311975.0
2022-07-22,84.553,85.433,82.667,83.161,378486.0
2022-07-23,84.553,85.433,82.667,83.161,378486.0
2022-07-24,84.553,85.433,82.667,83.161,378486.0
2022-07-25,83.161,83.161,81.065,82.155,303061.0
2022-07-26,81.006,81.922,79.975,80.556,402062.0
2022-07-27,81.293,83.628,81.104,83.449,352324.0
2022-07-28,83.619,86.817,83.008,86.736,429121.0
2022-07-29,86.736,87.365,84.463,85.389,389981.0
2022-07-30,86.736,87.365,84.463,85.389,389981.0
2022-07-31,86.736,87.365,84.463,85.389,389981.0
2022-08-01,85.142,87.382,84.149,86.421,435129.0
2022-08-02,84.589,86.947,84.503,85.981,330972.0
2022-08-03,87.05,89.601,86.484,88.811,395979.0
2022-08-04,88.451,89.062,87.104,87.284,358315.0
2022-08-05,87.095,87.98,86.646,86.745,370325.0
2022-08-06,87.095,87.98,86.646,86.745,370325.0
2022-08-07,87.095,87.98,86.646,86.745,370325.0
2022-08-08,87.391,91.047,87.391,90.032,416050.0
2022-08-09,90.068,90.068,88.523,89.367,339929.0
2022-08-10,91.442,94.375,91.272,93.526,554507.0
2022-08-11,94.244,95.565,93.846,94.658,359408.0
2022-08-12,95.062,97.568,95.017,96.885,410449.0
2022-08-13,95.062,97.568,95.017,96.885,410449.0
2022-08-14,95.062,97.568,95.017,96.885,410449.0
2022-08-15,96.149,98.825,96.045,97.181,635685.0
2022-08-16,96.67,98.897,95.852,98.169,451075.0
2022-08-17,97.074,97.882,95.475,96.966,447844.0
2022-08-18,97.244,99.104,96.225,99.041,312794.0
2022-08-19,97.496,98.645,97.137,98.125,394396.0
2022-08-20,97.496,98.645,97.137,98.125,394396.0
2022-08-21,97.496,98.645,97.137,98.125,394396.0
2022-08-22,96.391,96.391,94.774,95.753,516741.0
2022-08-23,96.382,98.879,96.252,97.828,439826.0
2022-08-24,97.199,101.124,96.759,100.711,428588.0
2022-08-25,101.277,103.091,100.846,102.301,353821.0
2022-08-26,102.301,102.508,99.063,99.193,305876.0
2022-08-27,102.301,102.508,99.063,99.193,305876.0
2022-08-28,102.301,102.508,99.063,99.193,305876.0
2022-08-29,98.574,101.798,98.017,101.313,452188.0
2022-08-30,101.16,101.978,96.858,97.837,533292.0
2022-08-31,98.717,98.762,96.723,96.948,414480.0
2022-09-01,96.696,97.936,95.282,97.891,401109.0
2022-09-02,98.376,98.933,96.149,96.58,316221.0
2022-09-03,98.376,98.933,96.149,96.58,316221.0
2022-09-04,98.376,98.933,96.149,96.58,316221.0
2022-09-05,98.376,98.933,96.149,96.58,316221.0
2022-09-06,96.58,97.002,92.093,92.754,529014.0
2022-09-07,93.283,96.759,93.194,96.436,456378.0
2022-09-08,95.834,98.951,95.304,98.852,306158.0
2022-09-09,99.292,100.981,99.153,100.541,296143.0
2022-09-10,99.292,100.981,99.153,100.541,296143.0
2022-09-11,99.292,100.981,99.153,100.541,296143.0
2022-09-12,100.702,101.753,99.571,100.406,453936.0
2022-09-13,98.089,98.852,95.026,95.349,412232.0
2022-09-14,95.304,96.984,93.382,96.463,505977.0
2022-09-15,96.328,99.966,96.113,98.25,373162.0
2022-09-16,97.541,98.331,96.472,98.035,616344.0
2022-09-17,97.541,98.331,96.472,98.035,616344.0
2022-09-18,97.541,98.331,96.472,98.035,616344.0
2022-09-19,97.092,99.384,96.984,98.134,344289.0
2022-09-20,97.379,97.963,96.301,97.379,309383.0
2022-09-21,97.963,98.825,96.017,96.032,280209.0
2022-09-22,95.223,95.973,92.004,92.745,489906.0
2022-09-23,91.676,92.664,87.418,88.218,762591.0
2022-09-24,91.676,92.664,87.418,88.218,762591.0
2022-09-25,91.676,92.664,87.418,88.218,762591.0
2022-09-26,88.227,91.649,87.535,87.832,854291.0
2022-09-27,92.08,93.423,86.426,87.329,1318272.0
2022-09-28,87.616,88.079,82.092,86.583,1080462.0
2022-09-29,87.149,87.149,83.377,85.128,760235.0
2022-09-30,85.263,85.898,83.062,83.152,508779.0
2022-10-01,85.263,85.898,83.062,83.152,508779.0
2022-10-02,85.263,85.898,83.062,83.152,508779.0
2022-10-03,84.454,84.454,80.88,82.101,685369.0
2022-10-04,83.395,87.257,82.99,87.257,600643.0
2022-10-05,85.775,87.005,84.428,86.628,469684.0
2022-10-06,86.098,87.76,85.335,85.335,354947.0
2022-10-07,84.526,84.764,81.122,82.137,445647.0
2022-10-08,84.526,84.764,81.122,82.137,445647.0
2022-10-09,84.526,84.764,81.122,82.137,445647.0
2022-10-10,82.928,83.08,81.176,81.535,320011.0
2022-10-11,81.131,83.754,79.685,83.233,572016.0
2022-10-12,82.595,86.026,81.823,85.002,468437.0
2022-10-13,83.853,88.218,82.712,87.436,540923.0
2022-10-14,88.559,88.918,85.972,87.158,469014.0
2022-10-15,88.559,88.918,85.972,87.158,469014.0
2022-10-16,88.559,88.918,85.972,87.158,469014.0
2022-10-17,88.406,88.82,87.418,88.119,426399.0
2022-10-18,89.691,90.827,89.682,90.239,446568.0
2022-10-19,89.637,90.939,88.519,89.556,491970.0
2022-10-20,89.793,91.258,89.356,90.102,411690.0
2022-10-21,90.111,92.386,89.448,91.959,495485.0
2022-10-22,90.111,92.386,89.448,91.959,495485.0
2022-10-23,90.111,92.386,89.448,91.959,495485.0
2022-10-24,92.25,93.806,91.322,93.16,405705.0
2022-10-25,92.441,96.891,92.441,96.764,417809.0
2022-10-26,96.759,100.108,96.759,97.464,395486.0
2022-10-27,99.712,103.116,99.221,101.414,500731.0
2022-10-28,101.659,104.963,100.467,104.535,462081.0
2022-10-29,101.659,104.963,100.467,104.535,462081.0
2022-10-30,101.659,104.963,100.467,104.535,462081.0
2022-10-31,103.88,105.413,103.125,103.944,406794.0
2022-11-01,104.845,104.845,101.477,101.832,275805.0
2022-11-02,101.168,102.56,98.629,98.747,450202.0
2022-11-03,97.91,101.905,96.973,100.395,328103.0
2022-11-04,101.468,102.656,99.603,101.386,332738.0
2022-11-05,101.468,102.656,99.603,101.386,332738.0
2022-11-06,101.468,102.656,99.603,101.386,332738.0
2022-11-07,101.35,103.207,98.729,103.152,330172.0
2022-11-08,103.452,104.08,100.822,102.296,299731.0
2022-11-09,101.177,102.242,99.858,100.294,213185.0
2022-11-10,103.279,107.056,102.77,106.656,505385.0
2022-11-11,106.874,107.72,104.653,106.929,380992.0
2022-11-12,106.874,107.72,104.653,106.929,380992.0
2022-11-13,106.874,107.72,104.653,106.929,380992.0
2022-11-14,106.292,108.453,105.564,107.72,433090.0
2022-11-15,109.204,109.977,105.482,106.574,425963.0
2022-11-16,105.982,106.2,104.763,105.463,301066.0
2022-11-17,104.626,105.564,103.753,105.263,266347.0
2022-11-18,106.874,107.384,105.008,105.918,267431.0
2022-11-19,106.874,107.384,105.008,105.918,267431.0
2022-11-20,106.874,107.384,105.008,105.918,267431.0
2022-11-21,105.782,106.364,105.181,106.037,287457.0
2022-11-22,106.164,108.112,105.172,108.075,243281.0
2022-11-23,107.338,108.258,105.409,105.736,293063.0
2022-11-24,107.338,108.258,105.409,105.736,293063.0
2022-11-25,105.8,107.079,105.131,106.774,132808.0
2022-11-26,105.8,107.079,105.131,106.774,132808.0
2022-11-27,105.8,107.079,105.131,106.774,132808.0
2022-11-28,106.373,107.056,103.53,103.707,418588.0
2022-11-29,104.69,104.781,102.979,103.37,442140.0
2022-11-30,103.134,105.045,101.514,104.471,472301.0
2022-12-01,104.699,105.295,102.638,103.343,558706.0
2022-12-02,94.616,96.254,89.292,89.975,1879950.0
2022-12-03,94.616,96.254,89.292,89.975,1879950.0
2022-12-04,94.616,96.254,89.292,89.975,1879950.0
2022-12-05,89.374,89.643,85.17,87.791,1130048.0
2022-12-06,87.436,89.383,86.598,87.345,695902.0
2022-12-07,86.844,87.727,85.688,87.063,487691.0
2022-12-08,87.982,92.477,87.172,92.059,637137.0
2022-12-09,91.303,92.803,90.594,90.93,435036.0
2022-12-10,91.303,92.803,90.594,90.93,435036.0
2022-12-11,91.303,92.803,90.594,90.93,435036.0
2022-12-12,90.766,90.766,88.591,90.357,485954.0
2022-12-13,92.737,92.741,88.965,90.202,399897.0
2022-12-14,91.13,91.895,88.728,90.202,344712.0
2022-12-15,89.629,89.966,88.2,89.656,295152.0
2022-12-16,88.328,89.42,86.935,88.573,738031.0
2022-12-17,88.328,89.42,86.935,88.573,738031.0
2022-12-18,88.328,89.42,86.935,88.573,738031.0
2022-12-19,88.628,88.628,85.707,86.535,450993.0
2022-12-20,87.427,87.598,85.943,86.862,393406.0
2022-12-21,87.499,88.573,86.448,87.026,353192.0
2022-12-22,87.008,88.282,85.764,88.073,340298.0
2022-12-23,87.945,89.015,87.022,88.4,342496.0
2022-12-24,87.945,89.015,87.022,88.4,342496.0
2022-12-25,87.945,89.015,87.022,88.4,342496.0
2022-12-26,87.945,89.015,87.022,88.4,342496.0
2022-12-27,88.4,89.055,87.008,87.427,319669.0
2022-12-28,88.073,88.61,85.998,86.699,297149.0
2022-12-29,87.381,88.264,86.526,87.6,247468.0
2022-12-30,87.363,87.404,85.711,86.216,351743.0
2022-12-31,87.363,87.404,85.711,86.216,351743.0
2023-01-01,87.363,87.404,85.711,86.216,351743.0
2023-01-02,87.363,87.404,85.711,86.216,351743.0
2023-01-03,87.126,87.358,84.66,85.916,574508.0
2023-01-04,87.135,88.928,86.216,88.409,428112.0
2023-01-05,88.009,88.173,86.184,87.818,316592.0
2023-01-06,88.437,89.656,87.427,89.602,376011.0
2023-01-07,88.437,89.656,87.427,89.602,376011.0
2023-01-08,88.437,89.656,87.427,89.602,376011.0
2023-01-09,90.721,90.721,87.64,89.966,641453.0
2023-01-10,90.202,95.653,89.52,95.353,613105.0
2023-01-11,96.099,97.555,94.616,95.426,412781.0
2023-01-12,96.089,96.628,94.338,94.891,433041.0
2023-01-13,94.126,96.665,93.767,96.513,305431.0
2023-01-14,94.126,96.665,93.767,96.513,305431.0
2023-01-15,94.126,96.665,93.767,96.513,305431.0
2023-01-16,94.126,96.665,93.767,96.513,305431.0
2023-01-17,96.753,98.568,96.093,98.513,400569.0
2023-01-18,98.596,99.959,97.692,98.19,387080.0
2023-01-19,97.748,99.116,97.573,97.6,358156.0
2023-01-20,98.402,101.341,97.499,101.295,317266.0
2023-01-21,98.402,101.341,97.499,101.295,317266.0
2023-01-22,98.402,101.341,97.499,101.295,317266.0
2023-01-23,101.36,103.092,100.918,101.931,271018.0
2023-01-24,101.728,101.728,96.089,96.642,586264.0
2023-01-25,95.527,99.655,94.698,99.508,348667.0
2023-01-26,100.042,100.572,99.061,100.448,237554.0
2023-01-27,100.761,101.498,100.263,101.139,215526.0
2023-01-28,100.761,101.498,100.263,101.139,215526.0
