,SO US Equity,SO US Equity,SO US Equity,SO US Equity,SO US Equity
2021-03-01,50.788,51.9498,50.788,51.2403,3210688.0
2021-03-02,51.2669,51.7236,50.6462,51.2847,3574314.0
2021-03-03,50.992,51.2403,50.6018,51.0718,3859497.0
2021-03-04,51.2669,52.0437,50.5663,50.9122,4843419.0
2021-03-05,51.0541,52.003,50.6018,51.7458,4435186.0
2021-03-06,51.0541,52.003,50.6018,51.7458,4435186.0
2021-03-07,51.0541,52.003,50.6018,51.7458,4435186.0
2021-03-08,52.4553,53.0938,51.9764,52.8632,7440076.0
2021-03-09,52.943,53.1736,52.5351,52.6858,4703201.0
2021-03-10,52.6858,53.3864,52.5794,53.014,4075740.0
2021-03-11,52.8277,53.3376,52.5439,52.5705,3350984.0
2021-03-12,52.8366,53.4042,52.6124,53.0672,4062485.0
2021-03-13,52.8366,53.4042,52.6124,53.0672,4062485.0
2021-03-14,52.8366,53.4042,52.6124,53.0672,4062485.0
2021-03-15,53.2091,54.2112,53.0805,54.0781,3472489.0
2021-03-16,53.9008,54.4949,53.7589,54.3176,4410463.0
2021-03-17,54.3176,54.3442,53.8032,53.8298,3850348.0
2021-03-18,53.8387,54.0161,53.0494,53.5638,4042901.0
2021-03-19,53.0317,53.4574,51.9054,52.943,8891382.0
2021-03-20,53.0317,53.4574,51.9054,52.943,8891382.0
2021-03-21,53.0317,53.4574,51.9054,52.943,8891382.0
2021-03-22,52.7656,53.1115,52.5705,52.9341,3026976.0
2021-03-23,52.9962,54.0693,52.7823,53.7678,3601548.0
2021-03-24,53.4574,54.3531,53.3776,53.821,3485593.0
2021-03-25,54.0959,54.8142,53.8476,54.4329,4303724.0
2021-03-26,54.3974,54.7521,53.9806,54.6812,2929154.0
2021-03-27,54.3974,54.7521,53.9806,54.6812,2929154.0
2021-03-28,54.3974,54.7521,53.9806,54.6812,2929154.0
2021-03-29,54.6812,55.5148,54.6102,55.2665,4505552.0
2021-03-30,55.0004,55.0093,54.2316,54.5748,3008359.0
2021-03-31,54.6546,55.231,54.5393,55.1246,4346915.0
2021-04-01,55.2044,55.2753,54.6102,55.2753,3396368.0
2021-04-02,55.2044,55.2753,54.6102,55.2753,3396368.0
2021-04-03,55.2044,55.2753,54.6102,55.2753,3396368.0
2021-04-04,55.2044,55.2753,54.6102,55.2753,3396368.0
2021-04-05,55.1601,55.8429,55.1601,55.568,3103971.0
2021-04-06,55.3818,55.9981,55.2133,55.9671,2879886.0
2021-04-07,55.9937,56.1858,55.5103,55.6921,2311450.0
2021-04-08,55.8163,56.1622,55.5857,55.7454,3717514.0
2021-04-09,55.8429,55.9937,55.5857,55.6301,2641825.0
2021-04-10,55.8429,55.9937,55.5857,55.6301,2641825.0
2021-04-11,55.8429,55.9937,55.5857,55.6301,2641825.0
2021-04-12,55.7099,56.0646,55.5414,55.772,3240887.0
2021-04-13,55.4261,56.6322,55.4261,56.3661,4413546.0
2021-04-14,56.2065,56.6898,56.1001,56.6588,3454971.0
2021-04-15,56.6854,57.2973,56.4725,57.1909,4773911.0
2021-04-16,57.6431,57.8737,57.2618,57.652,5308053.0
2021-04-17,57.6431,57.8737,57.2618,57.652,5308053.0
2021-04-18,57.6431,57.8737,57.2618,57.652,5308053.0
2021-04-19,57.6609,57.7673,57.1111,57.5722,3554982.0
2021-04-20,57.5633,58.8803,57.4835,58.6098,4870856.0
2021-04-21,58.6896,58.8847,57.989,58.2905,3331699.0
2021-04-22,58.2018,58.4768,57.6875,57.7318,3975491.0
2021-04-23,57.8028,58.2107,57.6875,57.9358,3885796.0
2021-04-24,57.8028,58.2107,57.6875,57.9358,3885796.0
2021-04-25,57.8028,58.2107,57.6875,57.9358,3885796.0
2021-04-26,58.0511,58.0511,57.2212,57.3416,3924718.0
2021-04-27,57.2707,57.3328,56.916,57.049,2967907.0
2021-04-28,57.1022,57.3106,56.8361,57.0578,3610213.0
2021-04-29,56.9248,57.9447,56.845,57.785,5034900.0
2021-04-30,57.9713,58.7339,57.652,58.6807,5414009.0
2021-05-01,57.9713,58.7339,57.652,58.6807,5414009.0
2021-05-02,57.9713,58.7339,57.652,58.6807,5414009.0
2021-05-03,58.6896,59.1507,58.3748,58.5743,3764597.0
2021-05-04,58.7251,59.1596,58.3969,58.9024,3815286.0
2021-05-05,58.7162,58.796,57.5279,58.0422,4259369.0
2021-05-06,58.1664,58.6807,57.8509,58.5743,3333578.0
2021-05-07,58.459,58.9778,58.3526,58.7605,3608889.0
2021-05-08,58.459,58.9778,58.3526,58.7605,3608889.0
2021-05-09,58.459,58.9778,58.3526,58.7605,3608889.0
2021-05-10,58.929,59.3547,58.7871,58.8049,3753443.0
2021-05-11,58.796,58.9379,58.02,58.3526,4057734.0
2021-05-12,58.2196,58.2905,57.0312,57.0756,3781493.0
2021-05-13,57.2086,58.6674,57.1111,58.2905,3533899.0
2021-05-14,58.3711,58.7295,58.2726,58.3263,3859639.0
2021-05-15,58.3711,58.7295,58.2726,58.3263,3859639.0
2021-05-16,58.3711,58.7295,58.2726,58.3263,3859639.0
2021-05-17,58.3263,58.828,57.6903,57.7262,4450050.0
2021-05-18,57.7351,58.0269,57.4216,57.4753,4955846.0
2021-05-19,57.0812,57.332,56.4541,57.3141,4758930.0
2021-05-20,57.332,57.8381,57.1439,57.3857,3519995.0
2021-05-21,57.5649,57.8605,57.1976,57.6724,6245488.0
2021-05-22,57.5649,57.8605,57.1976,57.6724,6245488.0
2021-05-23,57.5649,57.8605,57.1976,57.6724,6245488.0
2021-05-24,57.8964,58.0307,57.5291,57.7082,2566248.0
2021-05-25,57.6903,57.7127,57.0856,57.4037,3634738.0
2021-05-26,57.323,57.3857,56.9737,57.0812,2895566.0
2021-05-27,57.2782,57.3051,56.911,57.0274,5674972.0
2021-05-28,57.332,57.4529,57.0856,57.2603,3754724.0
2021-05-29,57.332,57.4529,57.0856,57.2603,3754724.0
2021-05-30,57.332,57.4529,57.0856,57.2603,3754724.0
2021-05-31,57.332,57.4529,57.0856,57.2603,3754724.0
2021-06-01,57.4485,57.4932,56.7139,56.8214,4008949.0
2021-06-02,57.0364,57.6724,56.7139,57.2424,3012637.0
2021-06-03,57.2872,57.9412,56.9468,57.7441,3245133.0
2021-06-04,57.8874,58.0218,57.6097,57.6455,2950215.0
2021-06-05,57.8874,58.0218,57.6097,57.6455,2950215.0
2021-06-06,57.8874,58.0218,57.6097,57.6455,2950215.0
2021-06-07,57.7799,58.1606,57.5918,57.9322,5518892.0
2021-06-08,58.0486,58.0486,56.7945,56.8303,4757418.0
2021-06-09,56.8124,57.0812,56.4989,57.0005,4454780.0
2021-06-10,57.0991,57.2782,56.8662,57.2245,3162620.0
2021-06-11,57.117,57.3006,56.8707,57.1976,3123426.0
2021-06-12,57.117,57.3006,56.8707,57.1976,3123426.0
2021-06-13,57.117,57.3006,56.8707,57.1976,3123426.0
2021-06-14,57.126,57.4529,56.9199,57.1439,3300876.0
2021-06-15,57.2424,57.9367,57.1708,57.6187,3155774.0
2021-06-16,57.6634,57.8516,56.4004,56.4183,4200231.0
2021-06-17,56.4451,57.005,56.1943,56.7497,4425802.0
2021-06-18,56.472,56.5168,54.985,55.0477,6549315.0
2021-06-19,56.472,56.5168,54.985,55.0477,6549315.0
2021-06-20,56.472,56.5168,54.985,55.0477,6549315.0
2021-06-21,55.2895,56.3628,55.1238,55.9883,4302964.0
2021-06-22,55.8629,56.2033,55.5717,55.612,3626204.0
2021-06-23,55.5493,55.5896,54.8506,55.0656,4500854.0
2021-06-24,55.1283,55.1597,54.5774,54.6266,4963928.0
2021-06-25,54.6177,55.182,54.2773,55.1193,4703889.0
2021-06-26,54.6177,55.182,54.2773,55.1193,4703889.0
2021-06-27,54.6177,55.182,54.2773,55.1193,4703889.0
2021-06-28,55.3164,55.4687,54.9447,55.0835,2363349.0
2021-06-29,54.8416,55.2448,53.9951,54.1608,4097432.0
2021-06-30,54.1519,54.3669,53.8518,54.2056,4155241.0
2021-07-01,54.4654,55.2268,54.2862,55.0746,3635669.0
2021-07-02,55.1014,55.191,54.8685,55.1193,2940616.0
2021-07-03,55.1014,55.191,54.8685,55.1193,2940616.0
2021-07-04,55.1014,55.191,54.8685,55.1193,2940616.0
2021-07-05,55.1014,55.191,54.8685,55.1193,2940616.0
2021-07-06,55.1104,55.2403,54.4296,55.2179,3030744.0
2021-07-07,55.0925,55.3343,54.8148,55.2627,3001360.0
2021-07-08,55.0029,55.397,54.9043,55.1373,3480107.0
2021-07-09,55.2358,55.3433,54.6938,55.0656,3688634.0
2021-07-10,55.2358,55.3433,54.6938,55.0656,3688634.0
2021-07-11,55.2358,55.3433,54.6938,55.0656,3688634.0
2021-07-12,54.9491,55.4418,54.7789,55.3612,3121421.0
2021-07-13,55.2895,55.397,54.7521,54.9491,2426216.0
2021-07-14,54.9312,55.6658,54.6938,55.4418,2969618.0
2021-07-15,55.1462,56.1854,55.1462,56.1406,3600733.0
2021-07-16,56.2033,56.8303,56.051,56.5347,3651533.0
2021-07-17,56.2033,56.8303,56.051,56.5347,3651533.0
2021-07-18,56.2033,56.8303,56.051,56.5347,3651533.0
2021-07-19,56.3735,56.9961,55.3702,56.2481,6866802.0
2021-07-20,56.4362,57.2872,56.257,56.3914,4566514.0
2021-07-21,56.472,56.9782,56.2122,56.2749,3966171.0
2021-07-22,56.3376,56.79,56.2749,56.4183,4387519.0
2021-07-23,56.4989,57.3096,56.4362,57.2066,2823732.0
2021-07-24,56.4989,57.3096,56.4362,57.2066,2823732.0
2021-07-25,56.4989,57.3096,56.4362,57.2066,2823732.0
2021-07-26,57.2424,57.4485,56.8796,57.0901,3960918.0
2021-07-27,56.9558,58.0755,56.6512,57.8157,5830077.0
2021-07-28,57.968,57.968,56.9289,57.323,5104839.0
2021-07-29,57.1439,57.9501,57.0453,57.7441,4512598.0
2021-07-30,57.5022,58.1114,57.0722,57.2155,5192063.0
2021-07-31,57.5022,58.1114,57.0722,57.2155,5192063.0
2021-08-01,57.5022,58.1114,57.0722,57.2155,5192063.0
2021-08-02,57.323,57.7038,57.1036,57.4037,3616992.0
2021-08-03,57.4216,57.8247,57.0543,57.4485,4137516.0
2021-08-04,57.332,57.4753,56.5616,57.3589,4537653.0
2021-08-05,57.4574,58.0576,57.2962,58.0307,3792312.0
2021-08-06,58.0755,58.3158,57.7889,57.9591,3326962.0
2021-08-07,58.0755,58.3158,57.7889,57.9591,3326962.0
2021-08-08,58.0755,58.3158,57.7889,57.9591,3326962.0
2021-08-09,58.0845,58.1472,57.6903,58.0934,2906793.0
2021-08-10,58.1561,58.613,57.865,58.4159,3484685.0
2021-08-11,58.4518,59.1191,58.4159,58.7922,3452915.0
2021-08-12,58.8101,59.0967,58.6971,58.8728,5412788.0
2021-08-13,58.9543,59.3931,58.7914,59.2981,3635171.0
2021-08-14,58.9543,59.3931,58.7914,59.2981,3635171.0
2021-08-15,58.9543,59.3931,58.7914,59.2981,3635171.0
2021-08-16,59.3886,60.5016,59.3253,60.0673,5504549.0
2021-08-17,60.0492,60.2754,59.6194,60.1306,5004453.0
2021-08-18,60.1216,60.194,59.5198,59.7325,3545778.0
2021-08-19,59.7777,60.3659,59.7053,60.0673,4006046.0
2021-08-20,60.0582,61.0446,59.6872,60.9179,4319124.0
2021-08-21,60.0582,61.0446,59.6872,60.9179,4319124.0
2021-08-22,60.0582,61.0446,59.6872,60.9179,4319124.0
2021-08-23,60.755,60.9211,60.2754,60.3297,4798232.0
2021-08-24,60.2754,60.2754,59.2212,59.4791,5062685.0
2021-08-25,59.3796,59.8682,59.1805,59.6058,3037095.0
2021-08-26,59.6148,59.9677,59.4248,59.8501,3378554.0
2021-08-27,59.9677,60.1035,59.5696,59.7144,3579644.0
2021-08-28,59.9677,60.1035,59.5696,59.7144,3579644.0
2021-08-29,59.9677,60.1035,59.5696,59.7144,3579644.0
2021-08-30,59.5967,59.7144,59.4067,59.4972,3221098.0
2021-08-31,59.4067,59.6872,59.1669,59.4791,4581525.0
2021-09-01,59.6963,60.4111,59.5877,60.1578,3575165.0
2021-09-02,60.2664,60.6102,60.203,60.4926,3544229.0
2021-09-03,60.4383,60.4383,59.8954,59.9677,2891294.0
2021-09-04,60.4383,60.4383,59.8954,59.9677,2891294.0
2021-09-05,60.4383,60.4383,59.8954,59.9677,2891294.0
2021-09-06,60.4383,60.4383,59.8954,59.9677,2891294.0
2021-09-07,60.5016,60.7233,59.7822,59.8954,6416872.0
2021-09-08,59.9225,61.0446,59.7325,60.9088,4759567.0
2021-09-09,60.8636,61.117,60.7098,60.7912,4789810.0
2021-09-10,60.6645,60.7279,59.823,59.9135,3818852.0
2021-09-11,60.6645,60.7279,59.823,59.9135,3818852.0
2021-09-12,60.6645,60.7279,59.823,59.9135,3818852.0
2021-09-13,60.3026,60.5107,59.7506,60.022,3243696.0
2021-09-14,60.0854,60.3026,59.5153,59.6963,3252679.0
2021-09-15,59.5062,60.0289,59.1986,59.7325,3036998.0
2021-09-16,59.8411,60.0311,59.0086,59.1624,4049400.0
2021-09-17,58.8276,59.1624,57.986,58.0403,9457663.0
2021-09-18,58.8276,59.1624,57.986,58.0403,9457663.0
2021-09-19,58.8276,59.1624,57.986,58.0403,9457663.0
2021-09-20,57.9589,58.3661,57.2711,57.8774,4444098.0
2021-09-21,58.0494,58.529,57.7326,57.7417,3381595.0
2021-09-22,57.9227,58.0629,57.4431,57.5607,3500389.0
2021-09-23,57.5698,57.986,57.2938,57.3707,2802802.0
2021-09-24,57.2983,57.6783,57.0132,57.1535,3449632.0
2021-09-25,57.2983,57.6783,57.0132,57.1535,3449632.0
2021-09-26,57.2983,57.6783,57.0132,57.1535,3449632.0
2021-09-27,57.1445,57.6512,56.4658,56.502,3375379.0
2021-09-28,56.5291,56.6649,55.7057,56.0495,5101040.0
2021-09-29,56.0767,57.1218,55.9319,56.683,3889774.0
2021-09-30,56.8368,56.9272,56.036,56.0767,4988643.0
2021-10-01,56.4205,56.4477,55.7328,55.8776,4654911.0
2021-10-02,56.4205,56.4477,55.7328,55.8776,4654911.0
2021-10-03,56.4205,56.4477,55.7328,55.8776,4654911.0
2021-10-04,55.7057,56.6739,55.6468,56.4929,6268915.0
2021-10-05,56.7011,56.8686,56.0314,56.1581,4266597.0
2021-10-06,55.9409,56.8096,55.6152,56.7644,3387204.0
2021-10-07,57.0087,57.4431,56.5563,56.7101,2863392.0
2021-10-08,56.692,56.9725,56.4477,56.6106,2624020.0
2021-10-09,56.692,56.9725,56.4477,56.6106,2624020.0
2021-10-10,56.692,56.9725,56.4477,56.6106,2624020.0
2021-10-11,56.4477,56.5382,55.8776,56.0314,3238401.0
2021-10-12,56.0586,56.4839,55.8866,56.1943,2600899.0
2021-10-13,56.1491,56.6106,55.6604,56.5653,3200093.0
2021-10-14,56.7915,57.3119,56.5834,57.244,2853880.0
2021-10-15,57.2349,57.6422,57.0178,57.1264,2896069.0
2021-10-16,57.2349,57.6422,57.0178,57.1264,2896069.0
2021-10-17,57.2349,57.6422,57.0178,57.1264,2896069.0
2021-10-18,56.683,56.7825,56.1129,56.511,4180341.0
2021-10-19,56.6739,57.1445,56.5879,56.9816,2661442.0
2021-10-20,57.1988,57.8865,57.1988,57.6512,2688183.0
2021-10-21,57.7779,58.0765,57.6964,58.0584,2895039.0
2021-10-22,58.0675,58.1398,56.9182,56.9635,5067240.0
2021-10-23,58.0675,58.1398,56.9182,56.9635,5067240.0
2021-10-24,58.0675,58.1398,56.9182,56.9635,5067240.0
2021-10-25,56.8277,57.1988,56.6649,56.8368,2632344.0
2021-10-26,56.9454,57.7824,56.873,57.2621,3685994.0
2021-10-27,57.2169,57.4069,56.6287,56.683,2854447.0
2021-10-28,56.5744,56.8639,56.3391,56.7734,2714804.0
2021-10-29,56.7463,57.0902,56.1565,56.3934,3718716.0
2021-10-30,56.7463,57.0902,56.1565,56.3934,3718716.0
2021-10-31,56.7463,57.0902,56.1565,56.3934,3718716.0
2021-11-01,56.4658,56.7825,56.2667,56.5382,3469611.0
2021-11-02,56.7192,56.7915,56.1762,56.5472,3806275.0
2021-11-03,56.3753,56.7373,56.026,56.6015,4064110.0
2021-11-04,56.6558,56.7734,55.8957,56.5563,3797384.0
2021-11-05,56.7644,57.3345,56.6106,57.0992,3611915.0
2021-11-06,56.7644,57.3345,56.6106,57.0992,3611915.0
2021-11-07,56.7644,57.3345,56.6106,57.0992,3611915.0
2021-11-08,57.3164,57.3345,56.321,56.6649,4727148.0
2021-11-09,56.7011,57.5245,56.5653,57.3254,5442709.0
2021-11-10,57.0992,57.8684,56.9816,57.7869,3753328.0
2021-11-11,57.5879,57.7417,56.7562,57.054,3772621.0
2021-11-12,56.8711,57.0906,56.359,56.5967,4157781.0
2021-11-13,56.8711,57.0906,56.359,56.5967,4157781.0
2021-11-14,56.8711,57.0906,56.359,56.5967,4157781.0
2021-11-15,56.7979,57.054,56.487,56.8802,3473730.0
2021-11-16,57.0174,57.2872,56.6699,56.6973,4492472.0
2021-11-17,56.6973,56.9625,56.2584,56.8528,3726995.0
2021-11-18,56.6882,56.7339,56.2218,56.359,3160408.0
2021-11-19,56.4779,57.3649,56.2492,57.31,5364011.0
2021-11-20,56.4779,57.3649,56.2492,57.31,5364011.0
2021-11-21,56.4779,57.3649,56.2492,57.31,5364011.0
2021-11-22,57.2369,57.8176,56.9534,57.7215,3623017.0
2021-11-23,57.8404,58.1422,57.4289,57.6209,3391777.0
2021-11-24,57.7124,57.8313,57.3603,57.7033,2793820.0
2021-11-25,57.7124,57.8313,57.3603,57.7033,2793820.0
2021-11-26,57.374,57.6991,56.6516,56.7339,2353939.0
2021-11-27,57.374,57.6991,56.6516,56.7339,2353939.0
2021-11-28,57.374,57.6991,56.6516,56.7339,2353939.0
2021-11-29,56.9625,57.6118,56.6973,57.4472,6722382.0
2021-11-30,57.3146,57.3146,55.7737,55.8743,6875771.0
2021-12-01,56.1944,57.2808,55.8743,55.9109,5750299.0
2021-12-02,56.1029,57.374,56.0663,56.7065,5742015.0
2021-12-03,57.1271,57.4838,56.5419,57.4563,5959467.0
2021-12-04,57.1271,57.4838,56.5419,57.4563,5959467.0
2021-12-05,57.1271,57.4838,56.5419,57.4563,5959467.0
2021-12-06,58.4623,60.2683,58.2062,59.1298,8959629.0
2021-12-07,58.8921,59.3219,58.4531,58.9561,4280509.0
2021-12-08,59.0018,59.3584,58.764,59.2121,4511065.0
2021-12-09,59.2304,59.3584,58.5903,59.0475,4872978.0
2021-12-10,59.3402,59.8431,59.0475,59.5139,4207526.0
2021-12-11,59.3402,59.8431,59.0475,59.5139,4207526.0
2021-12-12,59.3402,59.8431,59.0475,59.5139,4207526.0
2021-12-13,59.4865,60.8673,59.4408,60.5198,8051440.0
2021-12-14,60.5107,60.7759,60.0534,60.3278,4289692.0
2021-12-15,60.0169,61.288,60.0169,61.0411,5217767.0
2021-12-16,61.0228,61.8732,60.8673,61.7727,4740379.0
2021-12-17,61.7269,62.3762,61.0411,61.1234,10778822.0
2021-12-18,61.7269,62.3762,61.0411,61.1234,10778822.0
2021-12-19,61.7269,62.3762,61.0411,61.1234,10778822.0
2021-12-20,60.4832,61.4983,60.1083,61.3794,4457338.0
2021-12-21,61.5898,61.7269,60.5976,60.7119,6802799.0
2021-12-22,60.593,61.0319,60.593,60.9496,2349670.0
2021-12-23,61.0868,61.3154,60.8307,60.849,2126523.0
2021-12-24,61.0868,61.3154,60.8307,60.849,2126523.0
2021-12-25,61.0868,61.3154,60.8307,60.849,2126523.0
2021-12-26,61.0868,61.3154,60.8307,60.849,2126523.0
2021-12-27,60.9954,61.2514,60.6936,61.2331,1888771.0
2021-12-28,61.4069,61.9464,61.2697,61.9373,2152822.0
2021-12-29,61.9556,62.2939,61.8732,62.2482,2321277.0
2021-12-30,62.3854,62.5774,61.9738,62.5134,3203786.0
2021-12-31,62.4219,62.9843,62.3305,62.7146,3609723.0
2022-01-01,62.4219,62.9843,62.3305,62.7146,3609723.0
2022-01-02,62.4219,62.9843,62.3305,62.7146,3609723.0
2022-01-03,62.6414,62.678,61.5989,62.3396,3616619.0
2022-01-04,62.2025,63.2084,62.1202,62.3396,5259875.0
2022-01-05,61.8641,63.0758,61.8641,62.4128,4542876.0
2022-01-06,62.4859,62.8243,62.0104,62.3396,4015336.0
2022-01-07,62.0744,63.2267,61.7038,62.7694,4380389.0
2022-01-08,62.0744,63.2267,61.7038,62.7694,4380389.0
2022-01-09,62.0744,63.2267,61.7038,62.7694,4380389.0
2022-01-10,62.7237,63.309,62.5225,62.6688,5599425.0
2022-01-11,62.6688,62.806,61.4755,61.8641,4071862.0
2022-01-12,61.5532,62.1293,61.4343,61.983,3043606.0
2022-01-13,62.0653,62.6688,61.7635,62.5042,3618043.0
2022-01-14,62.55,62.8609,62.111,62.7877,5700557.0
2022-01-15,62.55,62.8609,62.111,62.7877,5700557.0
2022-01-16,62.55,62.8609,62.111,62.7877,5700557.0
2022-01-17,62.55,62.8609,62.111,62.7877,5700557.0
2022-01-18,62.4494,62.6323,61.5623,62.1933,4240316.0
2022-01-19,62.2939,63.0301,61.9598,62.4859,3728005.0
2022-01-20,62.5774,63.0438,61.9921,62.0744,4225121.0
2022-01-21,62.6688,62.8334,61.8687,62.0104,5958971.0
2022-01-22,62.6688,62.8334,61.8687,62.0104,5958971.0
2022-01-23,62.6688,62.8334,61.8687,62.0104,5958971.0
2022-01-24,61.9738,62.2756,59.8065,61.6081,8840423.0
2022-01-25,61.2148,62.0013,60.9999,61.4983,8001155.0
2022-01-26,61.4434,62.2207,60.7576,61.288,6076209.0
2022-01-27,61.7269,62.8152,61.7096,62.2116,6318632.0
2022-01-28,62.1842,63.1261,61.855,63.0986,6140301.0
2022-01-29,62.1842,63.1261,61.855,63.0986,6140301.0
2022-01-30,62.1842,63.1261,61.855,63.0986,6140301.0
2022-01-31,62.5774,63.7982,62.4494,63.5467,14481949.0
2022-02-01,63.309,63.3547,61.6721,62.175,6632634.0
2022-02-02,62.2299,63.0438,61.8092,62.9249,6443611.0
2022-02-03,63.0986,63.4553,62.5591,63.3273,5654068.0
2022-02-04,62.7786,63.3547,62.3122,62.8152,6455951.0
2022-02-05,62.7786,63.3547,62.3122,62.8152,6455951.0
2022-02-06,62.7786,63.3547,62.3122,62.8152,6455951.0
2022-02-07,62.0927,62.2848,61.4617,61.8641,7758746.0
2022-02-08,62.3488,62.4311,61.8589,62.0836,4136893.0
2022-02-09,62.4859,62.5408,61.9144,62.2573,4001205.0
2022-02-10,62.0013,62.0013,60.186,60.3095,7823138.0
2022-02-11,60.5656,61.416,60.5028,61.0777,8139075.0
2022-02-12,60.5656,61.416,60.5028,61.0777,8139075.0
2022-02-13,60.5656,61.416,60.5028,61.0777,8139075.0
2022-02-14,61.1782,61.3246,59.6054,60.2181,7365497.0
2022-02-15,60.6067,60.785,59.1298,59.459,6118312.0
2022-02-16,59.5048,59.8706,58.8052,59.3219,7320440.0
2022-02-17,58.4165,59.5231,58.0233,59.2487,7046648.0
2022-02-18,58.9438,59.415,58.5835,58.9161,9113135.0
2022-02-19,58.9438,59.415,58.5835,58.9161,9113135.0
2022-02-20,58.9438,59.415,58.5835,58.9161,9113135.0
2022-02-21,58.9438,59.415,58.5835,58.9161,9113135.0
2022-02-22,59.0178,59.6309,58.3618,59.3965,7425766.0
2022-02-23,59.4058,59.6737,57.9553,58.0569,5992541.0
2022-02-24,57.7428,58.177,57.0684,58.0939,8625572.0
2022-02-25,58.6852,60.131,58.4911,60.0895,8768785.0
2022-02-26,58.6852,60.131,58.4911,60.0895,8768785.0
2022-02-27,58.6852,60.131,58.4911,60.0895,8768785.0
2022-02-28,59.683,60.0296,59.221,59.84,8132911.0
2022-03-01,59.8031,60.1079,58.177,59.221,7192390.0
2022-03-02,59.258,59.9139,59.1009,59.6552,4959223.0
2022-03-03,59.9232,61.6601,59.9047,61.3459,6799692.0
2022-03-04,60.9117,62.4638,60.6646,62.4361,6514741.0
2022-03-05,60.9117,62.4638,60.6646,62.4361,6514741.0
2022-03-06,60.9117,62.4638,60.6646,62.4361,6514741.0
2022-03-07,62.6394,64.3393,61.8079,63.9605,9994934.0
2022-03-08,63.6741,64.2007,62.5747,62.6579,7528888.0
2022-03-09,63.0736,63.2399,61.9649,62.0111,5795816.0
2022-03-10,61.9095,63.5125,61.7636,63.3877,5693473.0
2022-03-11,63.129,63.8866,63.129,63.4616,4415512.0
2022-03-12,63.129,63.8866,63.129,63.4616,4415512.0
2022-03-13,63.129,63.8866,63.129,63.4616,4415512.0
2022-03-14,63.6926,64.1638,63.0782,63.4339,4530221.0
2022-03-15,64.1084,64.21,63.1383,63.4339,4836675.0
2022-03-16,63.2307,63.4524,62.3397,63.3046,5351466.0
2022-03-17,63.36,63.8312,63.0413,63.203,5035924.0
2022-03-18,63.3415,63.5817,62.4638,62.8519,8192140.0
2022-03-19,63.3415,63.5817,62.4638,62.8519,8192140.0
2022-03-20,63.3415,63.5817,62.4638,62.8519,8192140.0
2022-03-21,63.0551,63.9605,62.972,63.6464,4730571.0
2022-03-22,63.7111,63.7758,63.0274,63.5817,3441077.0
2022-03-23,63.5633,63.9698,63.1752,63.554,3724037.0
2022-03-24,63.5263,64.2839,63.4986,64.0252,3889010.0
2022-03-25,64.21,65.5311,64.0991,65.5311,5845640.0
2022-03-26,64.21,65.5311,64.0991,65.5311,5845640.0
2022-03-27,64.21,65.5311,64.0991,65.5311,5845640.0
2022-03-28,65.5866,65.7529,64.9491,65.5958,3276761.0
2022-03-29,65.5958,66.5844,65.3371,66.5751,5422295.0
2022-03-30,66.5197,66.9816,66.309,66.9816,3956960.0
2022-03-31,66.9724,67.6099,66.8709,66.9909,5688311.0
2022-04-01,66.8246,68.543,66.4874,68.4783,6034543.0
2022-04-02,66.8246,68.543,66.4874,68.4783,6034543.0
2022-04-03,66.8246,68.543,66.4874,68.4783,6034543.0
2022-04-04,67.8593,68.0164,66.9632,67.5544,4660932.0
2022-04-05,67.8316,69.4207,67.7392,68.6908,6729880.0
2022-04-06,68.9957,70.7049,68.7463,70.6864,6877627.0
2022-04-07,70.2614,70.4554,69.3283,69.9935,6436348.0
2022-04-08,70.206,70.8481,69.8826,70.6679,3731231.0
2022-04-09,70.206,70.8481,69.8826,70.6679,3731231.0
2022-04-10,70.206,70.8481,69.8826,70.6679,3731231.0
2022-04-11,70.6679,71.019,68.7001,68.8109,8172509.0
2022-04-12,68.7925,70.1459,68.3582,69.7902,6069598.0
2022-04-13,69.7995,69.8826,68.8802,69.624,4667186.0
2022-04-14,69.6701,70.4739,69.2729,70.206,5925814.0
2022-04-15,69.6701,70.4739,69.2729,70.206,5925814.0
2022-04-16,69.6701,70.4739,69.2729,70.206,5925814.0
2022-04-17,69.6701,70.4739,69.2729,70.206,5925814.0
2022-04-18,70.2152,70.7419,69.7163,70.0582,3716773.0
2022-04-19,70.4185,70.6264,69.6886,70.4647,3759178.0
2022-04-20,71.056,71.213,70.5802,70.6772,4583069.0
2022-04-21,70.4739,71.3562,70.3073,70.6402,4898872.0
2022-04-22,70.6772,70.9451,70.0489,70.1321,4861687.0
2022-04-23,70.6772,70.9451,70.0489,70.1321,4861687.0
2022-04-24,70.6772,70.9451,70.0489,70.1321,4861687.0
2022-04-25,70.3446,70.5109,68.312,69.2636,7424066.0
2022-04-26,69.0604,69.6802,68.1088,68.1273,6880511.0
2022-04-27,68.2751,68.8479,67.305,67.887,6407613.0
2022-04-28,68.9588,70.3446,68.2751,69.8272,5702552.0
2022-04-29,69.5593,69.6332,67.693,67.8039,8189648.0
2022-04-30,69.5593,69.6332,67.693,67.8039,8189648.0
2022-05-01,69.5593,69.6332,67.693,67.8039,8189648.0
2022-05-02,68.4044,68.6169,66.6398,67.6376,6371927.0
2022-05-03,67.6099,68.8571,67.3103,67.5544,4747640.0
