,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity
2021-04-30,55.46,57.19,54.64,55.52,1009642.0
2021-05-01,55.46,57.19,54.64,55.52,1009642.0
2021-05-02,55.46,57.19,54.64,55.52,1009642.0
2021-05-03,55.07,55.45,51.03,52.55,2080711.0
2021-05-04,58.42,60.66,56.3,59.2,2448823.0
2021-05-05,59.05,59.87,56.14,57.47,1353249.0
2021-05-06,57.01,59.49,55.91,59.41,902303.0
2021-05-07,58.94,60.65,57.71,60.54,757615.0
2021-05-08,58.94,60.65,57.71,60.54,757615.0
2021-05-09,58.94,60.65,57.71,60.54,757615.0
2021-05-10,60.69,61.22,56.37,56.5,885112.0
2021-05-11,53.72,56.42,53.0,55.79,740086.0
2021-05-12,54.4004,56.27,54.225,55.75,834699.0
2021-05-13,55.35,58.11,55.22,57.92,1307671.0
2021-05-14,58.7,63.21,58.46,63.17,956102.0
2021-05-15,58.7,63.21,58.46,63.17,956102.0
2021-05-16,58.7,63.21,58.46,63.17,956102.0
2021-05-17,60.5311,63.21,60.5311,63.07,631255.0
2021-05-18,62.66,66.62,62.3,65.89,1250201.0
2021-05-19,63.61,66.25,63.1191,65.16,1012896.0
2021-05-20,65.1,65.13,56.0,57.46,2830683.0
2021-05-21,58.75,61.38,57.52,57.65,1547802.0
2021-05-22,58.75,61.38,57.52,57.65,1547802.0
2021-05-23,58.75,61.38,57.52,57.65,1547802.0
2021-05-24,58.22,62.07,58.12,60.56,928959.0
2021-05-25,60.81,61.65,58.16,58.24,793156.0
2021-05-26,58.78,60.51,58.66,60.37,582165.0
2021-05-27,60.81,61.81,59.64,61.27,597849.0
2021-05-28,60.88,62.21,60.03,61.07,573334.0
2021-05-29,60.88,62.21,60.03,61.07,573334.0
2021-05-30,60.88,62.21,60.03,61.07,573334.0
2021-05-31,60.88,62.21,60.03,61.07,573334.0
2021-06-01,62.52,64.405,61.04,63.99,746581.0
2021-06-02,64.34,69.31,63.82,68.21,1305652.0
2021-06-03,67.2,71.56,65.88,70.46,1255862.0
2021-06-04,70.28,71.1092,66.32,66.79,754317.0
2021-06-05,70.28,71.1092,66.32,66.79,754317.0
2021-06-06,70.28,71.1092,66.32,66.79,754317.0
2021-06-07,67.14,69.13,66.68,68.86,616928.0
2021-06-08,68.39,69.59,66.94,68.54,776994.0
2021-06-09,70.0,73.64,69.3,71.13,1227309.0
2021-06-10,71.65,71.873,67.46,69.35,663969.0
2021-06-11,67.52,68.5,63.76,66.81,1022477.0
2021-06-12,67.52,68.5,63.76,66.81,1022477.0
2021-06-13,67.52,68.5,63.76,66.81,1022477.0
2021-06-14,67.74,70.79,67.2869,68.9,1032885.0
2021-06-15,69.6,70.345,66.71,68.07,1072319.0
2021-06-16,67.5,69.03,65.71,68.2,1299289.0
2021-06-17,67.91,69.49,65.38,67.64,1267744.0
2021-06-18,66.38,66.7,61.86,63.02,3094263.0
2021-06-19,66.38,66.7,61.86,63.02,3094263.0
2021-06-20,66.38,66.7,61.86,63.02,3094263.0
2021-06-21,63.68,65.84,63.05,64.29,1476060.0
2021-06-22,64.23,64.74,63.21,64.22,903572.0
2021-06-23,64.11,64.37,61.62,63.75,893139.0
2021-06-24,64.37,64.63,63.065,64.36,777252.0
2021-06-25,65.0,65.3999,59.421,62.01,2113584.0
2021-06-26,65.0,65.3999,59.421,62.01,2113584.0
2021-06-27,65.0,65.3999,59.421,62.01,2113584.0
2021-06-28,61.83,63.12,61.27,63.02,793487.0
2021-06-29,64.16,64.89,62.21,62.29,558023.0
2021-06-30,62.16,62.46,60.684,62.34,467882.0
2021-07-01,63.82,64.48,62.6,63.16,551652.0
2021-07-02,63.26,63.26,61.0,61.8,831692.0
2021-07-03,63.26,63.26,61.0,61.8,831692.0
2021-07-04,63.26,63.26,61.0,61.8,831692.0
2021-07-05,63.26,63.26,61.0,61.8,831692.0
2021-07-06,61.73,61.8,59.6,61.46,793089.0
2021-07-07,61.89,62.0,58.24,60.63,880188.0
2021-07-08,58.71,62.0,58.0,61.38,796476.0
2021-07-09,63.07,64.92,62.0,64.85,698424.0
2021-07-10,63.07,64.92,62.0,64.85,698424.0
2021-07-11,63.07,64.92,62.0,64.85,698424.0
2021-07-12,64.04,65.09,63.22,64.35,420778.0
2021-07-13,64.0,64.3,61.51,62.54,452338.0
2021-07-14,62.97,63.93,60.19,61.95,1064955.0
2021-07-15,60.81,64.0871,60.5,63.42,1023375.0
2021-07-16,64.75,64.98,62.3729,64.45,1111979.0
2021-07-17,64.75,64.98,62.3729,64.45,1111979.0
2021-07-18,64.75,64.98,62.3729,64.45,1111979.0
2021-07-19,61.36,63.455,59.74,61.13,1129652.0
2021-07-20,60.95,64.18,60.25,63.54,686289.0
2021-07-21,63.93,67.8,63.74,67.02,718769.0
2021-07-22,67.06,67.45,63.8,63.89,464095.0
2021-07-23,64.5,64.5,61.04,62.16,679129.0
2021-07-24,64.5,64.5,61.04,62.16,679129.0
2021-07-25,64.5,64.5,61.04,62.16,679129.0
2021-07-26,61.66,63.6,60.81,61.89,637123.0
2021-07-27,61.53,61.725,58.6,59.32,618839.0
2021-07-28,59.78,62.645,59.66,61.87,526506.0
2021-07-29,62.64,63.03,61.47,61.6,350108.0
2021-07-30,61.43,62.6399,60.7,61.25,394007.0
2021-07-31,61.43,62.6399,60.7,61.25,394007.0
2021-08-01,61.43,62.6399,60.7,61.25,394007.0
2021-08-02,61.39,62.74,58.75,58.76,589900.0
2021-08-03,58.68,60.0,57.01,59.32,665672.0
2021-08-04,58.725,59.275,56.96,57.47,1212434.0
2021-08-05,58.08,62.33,57.21,61.5,1284541.0
2021-08-06,61.46,62.03,59.3,60.06,610319.0
2021-08-07,61.46,62.03,59.3,60.06,610319.0
2021-08-08,61.46,62.03,59.3,60.06,610319.0
2021-08-09,60.11,60.37,58.27,58.44,547598.0
2021-08-10,58.38,59.34,57.57,58.2,769174.0
2021-08-11,57.96,57.96,55.5,56.3,810050.0
2021-08-12,56.07,56.48,54.35,55.91,998873.0
2021-08-13,56.06,56.06,54.09,54.12,645533.0
2021-08-14,56.06,56.06,54.09,54.12,645533.0
2021-08-15,56.06,56.06,54.09,54.12,645533.0
2021-08-16,53.61,54.1,52.66,52.9,650475.0
2021-08-17,52.42,53.52,50.9,52.08,623518.0
2021-08-18,51.93,52.395,49.95,50.01,947924.0
2021-08-19,49.12,49.94,48.035,48.87,999340.0
2021-08-20,47.86,48.69,46.0358,46.99,1181203.0
2021-08-21,47.86,48.69,46.0358,46.99,1181203.0
2021-08-22,47.86,48.69,46.0358,46.99,1181203.0
2021-08-23,48.09,50.05,47.48,49.82,1054287.0
2021-08-24,50.48,51.0,49.46,50.89,1059878.0
2021-08-25,50.67,52.57,50.0,51.19,765484.0
2021-08-26,50.72,51.23,49.51,49.97,693462.0
2021-08-27,50.16,51.99,49.7,51.84,839907.0
2021-08-28,50.16,51.99,49.7,51.84,839907.0
2021-08-29,50.16,51.99,49.7,51.84,839907.0
2021-08-30,52.39,52.685,49.2,49.25,706529.0
2021-08-31,50.2874,50.2874,48.25,48.42,875859.0
2021-09-01,48.11,48.26,46.78,47.29,829770.0
2021-09-02,47.76,48.5,46.97,47.31,1041008.0
2021-09-03,47.5,47.605,46.37,46.71,907030.0
2021-09-04,47.5,47.605,46.37,46.71,907030.0
2021-09-05,47.5,47.605,46.37,46.71,907030.0
2021-09-06,47.5,47.605,46.37,46.71,907030.0
2021-09-07,46.8,48.79,46.63,46.89,904193.0
2021-09-08,47.0,47.71,45.54,45.72,705049.0
2021-09-09,45.6,47.36,45.46,45.88,618843.0
2021-09-10,46.43,46.43,45.06,45.17,531485.0
2021-09-11,46.43,46.43,45.06,45.17,531485.0
2021-09-12,46.43,46.43,45.06,45.17,531485.0
2021-09-13,45.86,49.19,45.69,48.89,1175651.0
2021-09-14,49.44,49.81,47.42,47.87,705420.0
2021-09-15,48.43,50.5,48.28,49.12,1013160.0
2021-09-16,48.505,49.4093,48.26,48.56,559063.0
2021-09-17,48.54,48.99,47.2,48.23,2027228.0
2021-09-18,48.54,48.99,47.2,48.23,2027228.0
2021-09-19,48.54,48.99,47.2,48.23,2027228.0
2021-09-20,46.62,47.88,46.04,47.64,914221.0
2021-09-21,48.42,49.71,47.75,48.85,759717.0
2021-09-22,49.03,49.65,46.61,46.95,1567331.0
2021-09-23,47.65,49.19,47.33,48.97,1036257.0
2021-09-24,48.79,48.81,47.0,47.23,712653.0
2021-09-25,48.79,48.81,47.0,47.23,712653.0
2021-09-26,48.79,48.81,47.0,47.23,712653.0
2021-09-27,48.13,50.49,48.13,49.78,760370.0
2021-09-28,50.19,51.15,49.255,49.8,1075944.0
2021-09-29,49.71,50.21,48.31,48.99,827792.0
2021-09-30,48.75,50.26,48.32,50.2,806773.0
2021-10-01,50.58,51.44,49.87,50.99,785164.0
2021-10-02,50.58,51.44,49.87,50.99,785164.0
2021-10-03,50.58,51.44,49.87,50.99,785164.0
2021-10-04,50.98,51.96,50.33,51.55,1057518.0
2021-10-05,51.74,53.35,50.6477,53.1,996837.0
2021-10-06,52.12,53.24,50.03,51.3,1035246.0
2021-10-07,51.96,54.2,51.5341,53.52,926204.0
2021-10-08,53.79,55.89,53.62,53.65,683036.0
2021-10-09,53.79,55.89,53.62,53.65,683036.0
2021-10-10,53.79,55.89,53.62,53.65,683036.0
2021-10-11,55.45,56.7,54.43,54.46,934511.0
2021-10-12,54.39,55.53,52.56,53.3,621778.0
2021-10-13,53.01,53.86,51.32,53.78,665359.0
2021-10-14,55.06,55.06,53.0,54.27,559909.0
2021-10-15,55.34,55.75,52.94,53.0,1300237.0
2021-10-16,55.34,55.75,52.94,53.0,1300237.0
2021-10-17,55.34,55.75,52.94,53.0,1300237.0
2021-10-18,53.07,53.38,52.11,53.33,586028.0
2021-10-19,53.81,55.26,53.155,54.78,733840.0
2021-10-20,54.4,55.3,54.05,55.16,554477.0
2021-10-21,55.0,56.24,53.6949,54.53,433312.0
2021-10-22,54.71,57.68,54.67,57.59,878825.0
2021-10-23,54.71,57.68,54.67,57.59,878825.0
2021-10-24,54.71,57.68,54.67,57.59,878825.0
2021-10-25,58.59,59.3499,57.15,59.18,809572.0
2021-10-26,59.26,59.26,57.27,58.64,598216.0
2021-10-27,58.0,58.77,56.01,56.31,815959.0
2021-10-28,56.95,61.66,56.95,61.53,1136999.0
2021-10-29,61.43,64.22,60.93,64.0,972448.0
2021-10-30,61.43,64.22,60.93,64.0,972448.0
2021-10-31,61.43,64.22,60.93,64.0,972448.0
2021-11-01,64.35,66.97,64.2,66.75,952181.0
2021-11-02,66.0,67.13,64.4,64.59,1029627.0
2021-11-03,63.74,66.44,62.01,66.06,964315.0
2021-11-04,61.7665,63.15,56.82,59.24,1504949.0
2021-11-05,59.48,61.73,57.935,59.22,713771.0
2021-11-06,59.48,61.73,57.935,59.22,713771.0
2021-11-07,59.48,61.73,57.935,59.22,713771.0
2021-11-08,59.23,61.12,58.99,59.64,606486.0
2021-11-09,59.85,61.69,57.03,57.29,884279.0
2021-11-10,56.86,57.5,55.1,55.39,739007.0
2021-11-11,55.21,56.85,54.81,55.84,433777.0
2021-11-12,55.46,55.5,52.25,52.42,795824.0
2021-11-13,55.46,55.5,52.25,52.42,795824.0
2021-11-14,55.46,55.5,52.25,52.42,795824.0
2021-11-15,52.88,53.35,51.25,51.97,635664.0
2021-11-16,51.81,52.32,50.61,51.97,751892.0
2021-11-17,51.15,51.89,49.23,49.77,551358.0
2021-11-18,49.94,51.3,49.25,49.45,570614.0
2021-11-19,48.65,49.91,48.3,48.67,609279.0
2021-11-20,48.65,49.91,48.3,48.67,609279.0
2021-11-21,48.65,49.91,48.3,48.67,609279.0
2021-11-22,49.49,52.05,49.08,50.5,707468.0
2021-11-23,50.86,51.63,49.7,50.2,541010.0
2021-11-24,49.93,50.5,48.95,49.2,321983.0
2021-11-25,49.93,50.5,48.95,49.2,321983.0
2021-11-26,47.01,48.18,46.13,47.87,459016.0
2021-11-27,47.01,48.18,46.13,47.87,459016.0
2021-11-28,47.01,48.18,46.13,47.87,459016.0
2021-11-29,49.28,49.3662,47.9,48.64,528362.0
2021-11-30,47.7,48.805,46.54,47.78,628427.0
2021-12-01,49.65,51.58,46.09,46.22,854558.0
2021-12-02,46.2,47.57,45.64,47.24,951576.0
2021-12-03,47.68,48.18,45.34,46.03,967550.0
2021-12-04,47.68,48.18,45.34,46.03,967550.0
2021-12-05,47.68,48.18,45.34,46.03,967550.0
2021-12-06,46.53,47.26,45.275,46.03,653698.0
2021-12-07,46.8,48.665,45.89,46.09,867739.0
2021-12-08,46.32,47.08,45.79,46.47,701094.0
2021-12-09,45.98,46.06,44.23,44.75,603237.0
2021-12-10,45.53,45.77,44.03,45.23,596754.0
2021-12-11,45.53,45.77,44.03,45.23,596754.0
2021-12-12,45.53,45.77,44.03,45.23,596754.0
2021-12-13,44.77,45.34,43.86,44.35,542679.0
2021-12-14,43.82,44.5,43.06,43.51,540553.0
2021-12-15,43.41,44.15,41.82,43.96,517491.0
2021-12-16,44.2,45.16,42.66,42.69,522192.0
2021-12-17,42.48,44.54,41.88,44.26,3009514.0
2021-12-18,42.48,44.54,41.88,44.26,3009514.0
2021-12-19,42.48,44.54,41.88,44.26,3009514.0
2021-12-20,41.83,42.27,40.268,41.7,877378.0
2021-12-21,42.12,43.5,41.92,43.34,661391.0
2021-12-22,43.38,43.56,42.1,42.43,445406.0
2021-12-23,43.42,43.46,41.55,41.75,419088.0
2021-12-24,43.42,43.46,41.55,41.75,419088.0
2021-12-25,43.42,43.46,41.55,41.75,419088.0
2021-12-26,43.42,43.46,41.55,41.75,419088.0
2021-12-27,41.88,42.52,40.65,42.42,394988.0
2021-12-28,42.5,42.91,41.2691,42.34,517579.0
2021-12-29,42.4,42.96,41.12,42.21,462632.0
2021-12-30,42.19,43.55,42.19,42.78,733855.0
2021-12-31,42.92,43.32,42.0601,42.44,391101.0
2022-01-01,42.92,43.32,42.0601,42.44,391101.0
2022-01-02,42.92,43.32,42.0601,42.44,391101.0
2022-01-03,42.99,45.215,42.885,44.85,572306.0
2022-01-04,44.99,45.39,43.56,44.72,518658.0
2022-01-05,44.89,47.56,44.41,44.97,1050305.0
2022-01-06,45.73,47.11,45.25,46.32,646132.0
2022-01-07,46.36,47.05,44.49,45.8,722862.0
2022-01-08,46.36,47.05,44.49,45.8,722862.0
2022-01-09,46.36,47.05,44.49,45.8,722862.0
2022-01-10,45.67,46.0,43.66,44.72,643345.0
2022-01-11,45.24,46.765,44.55,46.46,793637.0
2022-01-12,46.71,47.52,44.88,46.13,649976.0
2022-01-13,46.4,47.16,44.66,44.81,416778.0
2022-01-14,44.42,45.49,43.92,45.27,454708.0
2022-01-15,44.42,45.49,43.92,45.27,454708.0
2022-01-16,44.42,45.49,43.92,45.27,454708.0
2022-01-17,44.42,45.49,43.92,45.27,454708.0
2022-01-18,45.17,46.48,44.935,45.31,410187.0
2022-01-19,45.12,46.02,44.0,44.13,509533.0
2022-01-20,43.89,45.11,41.8,41.96,472732.0
2022-01-21,41.13,41.53,39.54,39.63,906753.0
2022-01-22,41.13,41.53,39.54,39.63,906753.0
2022-01-23,41.13,41.53,39.54,39.63,906753.0
2022-01-24,38.37,41.38,37.63,41.23,685155.0
2022-01-25,40.72,41.075,39.42,40.43,748854.0
2022-01-26,41.83,41.9,38.428,39.1,854851.0
2022-01-27,39.96,40.51,38.25,38.9,730146.0
2022-01-28,39.03,39.38,37.86,39.37,617263.0
2022-01-29,39.03,39.38,37.86,39.37,617263.0
2022-01-30,39.03,39.38,37.86,39.37,617263.0
2022-01-31,39.54,40.53,39.2,40.26,1508234.0
2022-02-01,40.45,41.29,39.71,40.94,1399713.0
2022-02-02,41.19,41.19,38.16,38.36,725944.0
2022-02-03,38.1,38.7199,37.525,37.68,614176.0
2022-02-04,38.2,38.67,37.39,38.08,674076.0
2022-02-05,38.2,38.67,37.39,38.08,674076.0
2022-02-06,38.2,38.67,37.39,38.08,674076.0
2022-02-07,37.9,38.29,36.87,36.93,812238.0
2022-02-08,36.94,37.075,35.39,36.58,1069414.0
2022-02-09,37.07,37.96,37.07,37.65,880369.0
2022-02-10,37.14,39.2733,37.14,37.48,1042027.0
2022-02-11,37.64,38.39,37.04,37.5,598574.0
2022-02-12,37.64,38.39,37.04,37.5,598574.0
2022-02-13,37.64,38.39,37.04,37.5,598574.0
2022-02-14,37.17,37.3,35.45,35.55,677645.0
2022-02-15,35.32,36.8821,34.69,36.35,690040.0
2022-02-16,36.34,36.74,35.415,35.57,359622.0
2022-02-17,35.43,35.8,34.28,34.52,377394.0
2022-02-18,34.15,34.71,33.195,33.4,475613.0
2022-02-19,34.15,34.71,33.195,33.4,475613.0
2022-02-20,34.15,34.71,33.195,33.4,475613.0
2022-02-21,34.15,34.71,33.195,33.4,475613.0
2022-02-22,33.96,34.1,32.54,32.62,659013.0
2022-02-23,40.11,41.65,38.25,41.11,3357432.0
2022-02-24,39.8,43.77,39.22,43.06,2102935.0
2022-02-25,42.47,43.95,42.44,43.81,1638994.0
2022-02-26,42.47,43.95,42.44,43.81,1638994.0
2022-02-27,42.47,43.95,42.44,43.81,1638994.0
2022-02-28,60.94,61.6098,60.25,61.5,12805420.0
2022-03-01,61.38,61.38,60.73,60.75,4885962.0
2022-03-02,60.76,61.13,60.57,60.86,5055722.0
2022-03-03,60.81,61.3,60.76,61.26,5447364.0
2022-03-04,61.02,61.23,60.73,61.04,4291641.0
2022-03-05,61.02,61.23,60.73,61.04,4291641.0
2022-03-06,61.02,61.23,60.73,61.04,4291641.0
2022-03-07,61.0,61.13,60.76,60.83,4144391.0
2022-03-08,60.83,61.12,60.75,61.0,5638004.0
2022-03-09,60.94,61.04,60.77,60.97,5311337.0
2022-03-10,60.86,60.94,60.6,60.75,4292293.0
2022-03-11,60.76,60.93,60.66,60.89,3737449.0
2022-03-12,60.76,60.93,60.66,60.89,3737449.0
2022-03-13,60.76,60.93,60.66,60.89,3737449.0
2022-03-14,60.8,61.18,60.54,61.16,3721600.0
2022-03-15,61.11,61.11,60.71,60.74,2713554.0
2022-03-16,60.8,61.2328,60.61,61.12,3624295.0
2022-03-17,61.1,61.19,60.84,60.87,2131644.0
2022-03-18,60.85,61.22,60.31,60.66,4487885.0
2022-03-19,60.85,61.22,60.31,60.66,4487885.0
2022-03-20,60.85,61.22,60.31,60.66,4487885.0
2022-03-21,60.9,61.12,60.66,60.76,2767251.0
2022-03-22,60.79,60.905,60.7,60.73,1969030.0
2022-03-23,60.75,60.88,60.69,60.75,2406837.0
2022-03-24,60.75,60.88,60.65,60.79,3138581.0
2022-03-25,60.83,60.84,60.66,60.74,2723683.0
2022-03-26,60.83,60.84,60.66,60.74,2723683.0
2022-03-27,60.83,60.84,60.66,60.74,2723683.0
2022-03-28,60.72,60.905,60.69,60.84,2325684.0
2022-03-29,60.8,60.97,60.705,60.89,2767689.0
2022-03-30,60.79,60.93,60.7,60.75,3409070.0
2022-03-31,60.76,60.92,60.65,60.65,3657778.0
2022-04-01,60.75,60.83,60.645,60.67,1860248.0
2022-04-02,60.75,60.83,60.645,60.67,1860248.0
2022-04-03,60.75,60.83,60.645,60.67,1860248.0
2022-04-04,60.74,60.85,60.7,60.73,1581145.0
2022-04-05,60.73,60.84,60.61,60.64,2181875.0
2022-04-06,60.64,60.75,60.63,60.67,1954002.0
2022-04-07,60.68,60.72,60.62,60.68,2013790.0
2022-04-08,60.7,60.71,60.62,60.66,1636302.0
2022-04-09,60.7,60.71,60.62,60.66,1636302.0
2022-04-10,60.7,60.71,60.62,60.66,1636302.0
2022-04-11,60.63,60.88,60.63,60.71,1874303.0
2022-04-12,60.71,60.83,60.63,60.64,1535182.0
2022-04-13,60.66,60.8,60.66,60.7,1222482.0
2022-04-14,60.75,60.99,60.69,60.88,1540216.0
2022-04-15,60.75,60.99,60.69,60.88,1540216.0
2022-04-16,60.75,60.99,60.69,60.88,1540216.0
2022-04-17,60.75,60.99,60.69,60.88,1540216.0
2022-04-18,60.88,61.23,60.88,61.22,2782619.0
2022-04-19,61.17,61.28,61.15,61.25,1384431.0
2022-04-20,61.26,61.33,61.15,61.2,1692871.0
2022-04-21,61.21,61.27,61.14,61.27,1577196.0
2022-04-22,61.2,61.22,61.11,61.13,2488540.0
2022-04-23,61.2,61.22,61.11,61.13,2488540.0
2022-04-24,61.2,61.22,61.11,61.13,2488540.0
2022-04-25,61.02,61.295,61.02,61.28,2774252.0
2022-04-26,61.19,61.28,61.055,61.1,2438108.0
2022-04-27,61.1,61.22,61.09,61.12,2024598.0
2022-04-28,61.11,61.17,61.01,61.14,1858458.0
2022-04-29,61.05,61.18,61.02,61.06,1742705.0
2022-04-30,61.05,61.18,61.02,61.06,1742705.0
2022-05-01,61.05,61.18,61.02,61.06,1742705.0
2022-05-02,61.0,61.19,61.0,61.14,1822958.0
2022-05-03,61.05,61.19,61.05,61.08,1420811.0
2022-05-04,61.15,61.15,61.02,61.07,1510348.0
2022-05-05,61.11,61.14,61.05,61.07,1129708.0
2022-05-06,61.07,61.1,60.96,61.04,1858919.0
2022-05-07,61.07,61.1,60.96,61.04,1858919.0
2022-05-08,61.07,61.1,60.96,61.04,1858919.0
2022-05-09,60.98,61.08,60.85,60.98,2198531.0
2022-05-10,61.0,61.12,60.9,60.93,1920294.0
2022-05-11,61.0,61.19,61.0,61.1,2676495.0
2022-05-12,61.02,61.15,61.02,61.15,2230857.0
2022-05-13,61.15,61.2,61.04,61.15,1526650.0
2022-05-14,61.15,61.2,61.04,61.15,1526650.0
2022-05-15,61.15,61.2,61.04,61.15,1526650.0
2022-05-16,61.16,61.25,61.08,61.14,1228363.0
2022-05-17,61.2,61.2,61.08,61.11,1443555.0
2022-05-18,61.16,61.28,61.09,61.24,1628030.0
2022-05-19,61.14,61.28,61.13,61.14,1288836.0
2022-05-20,61.16,61.47,61.14,61.44,1341388.0
2022-05-21,61.16,61.47,61.14,61.44,1341388.0
2022-05-22,61.16,61.47,61.14,61.44,1341388.0
2022-05-23,61.31,61.4,61.23,61.38,1201620.0
2022-05-24,61.38,61.38,61.24,61.28,1091485.0
2022-05-25,61.26,61.37,61.26,61.3,728047.0
2022-05-26,61.34,61.39,61.27,61.37,683432.0
2022-05-27,61.31,61.38,61.27,61.33,656249.0
2022-05-28,61.31,61.38,61.27,61.33,656249.0
2022-05-29,61.31,61.38,61.27,61.33,656249.0
2022-05-30,61.31,61.38,61.27,61.33,656249.0
2022-05-31,61.34,61.38,61.3,61.31,1073712.0
2022-06-01,61.35,61.39,61.33,61.36,1231313.0
2022-06-02,61.35,61.4,61.34,61.35,1091638.0
2022-06-03,61.35,61.48,61.35,61.4,1057196.0
2022-06-04,61.35,61.48,61.35,61.4,1057196.0
2022-06-05,61.35,61.48,61.35,61.4,1057196.0
2022-06-06,61.4,61.42,61.35,61.39,713958.0
2022-06-07,61.34,61.42,61.34,61.37,899054.0
2022-06-08,61.45,61.49,61.43,61.47,1104757.0
2022-06-09,61.45,61.47,61.45,61.45,911548.0
2022-06-10,61.46,61.505,61.44,61.5,2345177.0
2022-06-11,61.46,61.505,61.44,61.5,2345177.0
2022-06-12,61.46,61.505,61.44,61.5,2345177.0
2022-06-13,61.46,61.505,61.44,61.5,2345177.0
2022-06-14,61.46,61.505,61.44,61.5,2345177.0
2022-06-15,61.46,61.505,61.44,61.5,2345177.0
2022-06-16,61.46,61.505,61.44,61.5,2345177.0
2022-06-17,61.46,61.505,61.44,61.5,2345177.0
2022-06-18,61.46,61.505,61.44,61.5,2345177.0
2022-06-19,61.46,61.505,61.44,61.5,2345177.0
2022-06-20,61.46,61.505,61.44,61.5,2345177.0
2022-06-21,61.46,61.505,61.44,61.5,2345177.0
2022-06-22,61.46,61.505,61.44,61.5,2345177.0
2022-06-23,61.46,61.505,61.44,61.5,2345177.0
2022-06-24,61.46,61.505,61.44,61.5,2345177.0
2022-06-25,61.46,61.505,61.44,61.5,2345177.0
2022-06-26,61.46,61.505,61.44,61.5,2345177.0
2022-06-27,61.46,61.505,61.44,61.5,2345177.0
2022-06-28,61.46,61.505,61.44,61.5,2345177.0
2022-06-29,61.46,61.505,61.44,61.5,2345177.0
2022-06-30,61.46,61.505,61.44,61.5,2345177.0
2022-07-01,61.46,61.505,61.44,61.5,2345177.0
2022-07-02,61.46,61.505,61.44,61.5,2345177.0
2022-07-03,61.46,61.505,61.44,61.5,2345177.0
2022-07-04,61.46,61.505,61.44,61.5,2345177.0
2022-07-05,61.46,61.505,61.44,61.5,2345177.0
2022-07-06,61.46,61.505,61.44,61.5,2345177.0
2022-07-07,61.46,61.505,61.44,61.5,2345177.0
2022-07-08,61.46,61.505,61.44,61.5,2345177.0
2022-07-09,61.46,61.505,61.44,61.5,2345177.0
2022-07-10,61.46,61.505,61.44,61.5,2345177.0
2022-07-11,61.46,61.505,61.44,61.5,2345177.0
2022-07-12,61.46,61.505,61.44,61.5,2345177.0
2022-07-13,61.46,61.505,61.44,61.5,2345177.0
2022-07-14,61.46,61.505,61.44,61.5,2345177.0
2022-07-15,61.46,61.505,61.44,61.5,2345177.0
2022-07-16,61.46,61.505,61.44,61.5,2345177.0
2022-07-17,61.46,61.505,61.44,61.5,2345177.0
2022-07-18,61.46,61.505,61.44,61.5,2345177.0
2022-07-19,61.46,61.505,61.44,61.5,2345177.0
2022-07-20,61.46,61.505,61.44,61.5,2345177.0
2022-07-21,61.46,61.505,61.44,61.5,2345177.0
2022-07-22,61.46,61.505,61.44,61.5,2345177.0
2022-07-23,61.46,61.505,61.44,61.5,2345177.0
2022-07-24,61.46,61.505,61.44,61.5,2345177.0
2022-07-25,61.46,61.505,61.44,61.5,2345177.0
2022-07-26,61.46,61.505,61.44,61.5,2345177.0
2022-07-27,61.46,61.505,61.44,61.5,2345177.0
2022-07-28,61.46,61.505,61.44,61.5,2345177.0
2022-07-29,61.46,61.505,61.44,61.5,2345177.0
2022-07-30,61.46,61.505,61.44,61.5,2345177.0
2022-07-31,61.46,61.505,61.44,61.5,2345177.0
2022-08-01,61.46,61.505,61.44,61.5,2345177.0
2022-08-02,61.46,61.505,61.44,61.5,2345177.0
2022-08-03,61.46,61.505,61.44,61.5,2345177.0
2022-08-04,61.46,61.505,61.44,61.5,2345177.0
2022-08-05,61.46,61.505,61.44,61.5,2345177.0
2022-08-06,61.46,61.505,61.44,61.5,2345177.0
2022-08-07,61.46,61.505,61.44,61.5,2345177.0
2022-08-08,61.46,61.505,61.44,61.5,2345177.0
2022-08-09,61.46,61.505,61.44,61.5,2345177.0
2022-08-10,61.46,61.505,61.44,61.5,2345177.0
2022-08-11,61.46,61.505,61.44,61.5,2345177.0
2022-08-12,61.46,61.505,61.44,61.5,2345177.0
2022-08-13,61.46,61.505,61.44,61.5,2345177.0
2022-08-14,61.46,61.505,61.44,61.5,2345177.0
2022-08-15,61.46,61.505,61.44,61.5,2345177.0
2022-08-16,61.46,61.505,61.44,61.5,2345177.0
2022-08-17,61.46,61.505,61.44,61.5,2345177.0
2022-08-18,61.46,61.505,61.44,61.5,2345177.0
2022-08-19,61.46,61.505,61.44,61.5,2345177.0
2022-08-20,61.46,61.505,61.44,61.5,2345177.0
2022-08-21,61.46,61.505,61.44,61.5,2345177.0
2022-08-22,61.46,61.505,61.44,61.5,2345177.0
2022-08-23,61.46,61.505,61.44,61.5,2345177.0
2022-08-24,61.46,61.505,61.44,61.5,2345177.0
2022-08-25,61.46,61.505,61.44,61.5,2345177.0
2022-08-26,61.46,61.505,61.44,61.5,2345177.0
2022-08-27,61.46,61.505,61.44,61.5,2345177.0
2022-08-28,61.46,61.505,61.44,61.5,2345177.0
2022-08-29,61.46,61.505,61.44,61.5,2345177.0
2022-08-30,61.46,61.505,61.44,61.5,2345177.0
