,HA US Equity,HA US Equity,HA US Equity,HA US Equity,HA US Equity
2020-03-16,12.5,13.57,11.25,13.16,2534421.0
2020-03-17,13.4,13.48,11.25,12.19,1852059.0
2020-03-18,11.06,11.4678,7.55,8.96,2026197.0
2020-03-19,8.96,10.19,7.82,8.63,2235203.0
2020-03-20,9.12,9.9613,8.51,8.65,2473486.0
2020-03-21,9.12,9.9613,8.51,8.65,2473486.0
2020-03-22,9.12,9.9613,8.51,8.65,2473486.0
2020-03-23,8.8003,9.0,8.02,8.77,1933241.0
2020-03-24,10.1,11.1,9.44,10.21,3037736.0
2020-03-25,14.24,14.7375,10.6201,12.72,4055125.0
2020-03-26,13.28,13.61,12.0438,12.6,3020398.0
2020-03-27,12.0,12.2636,11.0,11.07,2390658.0
2020-03-28,12.0,12.2636,11.0,11.07,2390658.0
2020-03-29,12.0,12.2636,11.0,11.07,2390658.0
2020-03-30,10.75,11.09,10.01,10.6,1409114.0
2020-03-31,10.71,11.28,10.1,10.44,1714413.0
2020-04-01,10.16,10.31,9.6101,9.84,1664766.0
2020-04-02,9.8,9.98,9.193,9.55,1309684.0
2020-04-03,9.68,10.21,9.13,9.54,1362915.0
2020-04-04,9.68,10.21,9.13,9.54,1362915.0
2020-04-05,9.68,10.21,9.13,9.54,1362915.0
2020-04-06,9.95,10.1199,9.1,9.75,2046084.0
2020-04-07,11.15,11.88,10.41,10.62,2173154.0
2020-04-08,11.11,11.45,10.71,11.21,1367573.0
2020-04-09,12.1,13.07,11.41,11.82,1817576.0
2020-04-10,12.1,13.07,11.41,11.82,1817576.0
2020-04-11,12.1,13.07,11.41,11.82,1817576.0
2020-04-12,12.1,13.07,11.41,11.82,1817576.0
2020-04-13,12.31,12.34,10.61,11.41,2972662.0
2020-04-14,11.82,12.3,11.45,11.47,1575889.0
2020-04-15,11.91,12.14,11.05,11.69,2013836.0
2020-04-16,11.43,11.55,10.58,10.76,1552150.0
2020-04-17,11.48,11.632,11.16,11.51,1132571.0
2020-04-18,11.48,11.632,11.16,11.51,1132571.0
2020-04-19,11.48,11.632,11.16,11.51,1132571.0
2020-04-20,11.11,11.74,10.88,11.54,1042450.0
2020-04-21,11.2,11.6,10.85,11.43,876865.0
2020-04-22,11.55,11.75,10.99,11.41,1128121.0
2020-04-23,11.5,12.03,11.24,11.27,1141799.0
2020-04-24,11.56,11.69,11.15,11.44,992351.0
2020-04-25,11.56,11.69,11.15,11.44,992351.0
2020-04-26,11.56,11.69,11.15,11.44,992351.0
2020-04-27,11.61,12.045,11.3103,11.52,1363706.0
2020-04-28,11.83,13.63,11.8,13.595,1782979.0
2020-04-29,14.42,16.03,14.3694,15.65,2543912.0
2020-04-30,15.15,15.57,14.07,14.4,2068789.0
2020-05-01,13.65,14.0,12.57,12.97,1935075.0
2020-05-02,13.65,14.0,12.57,12.97,1935075.0
2020-05-03,13.65,14.0,12.57,12.97,1935075.0
2020-05-04,11.68,13.23,11.25,12.98,1777028.0
2020-05-05,13.4,13.62,12.44,12.56,1509792.0
2020-05-06,12.42,12.55,11.44,11.69,2383286.0
2020-05-07,11.71,12.47,11.61,11.8,1584632.0
2020-05-08,12.1,12.955,12.02,12.91,1513926.0
2020-05-09,12.1,12.955,12.02,12.91,1513926.0
2020-05-10,12.1,12.955,12.02,12.91,1513926.0
2020-05-11,12.51,12.62,11.83,12.22,1193979.0
2020-05-12,12.28,12.5712,11.59,11.6,1121099.0
2020-05-13,11.511,11.66,10.7201,11.5,1733269.0
2020-05-14,11.06,11.76,10.31,11.47,1967954.0
2020-05-15,11.17,11.43,11.05,11.16,1048997.0
2020-05-16,11.17,11.43,11.05,11.16,1048997.0
2020-05-17,11.17,11.43,11.05,11.16,1048997.0
2020-05-18,12.14,13.39,11.77,13.31,3385998.0
2020-05-19,13.63,13.86,12.29,12.43,2985827.0
2020-05-20,12.79,13.35,12.5897,13.11,1216250.0
2020-05-21,13.03,13.97,13.03,13.43,1003595.0
2020-05-22,13.66,13.76,12.97,13.38,724041.0
2020-05-23,13.66,13.76,12.97,13.38,724041.0
2020-05-24,13.66,13.76,12.97,13.38,724041.0
2020-05-25,13.66,13.76,12.97,13.38,724041.0
2020-05-26,14.23,15.33,14.23,15.15,1398406.0
2020-05-27,16.44,16.8978,14.83,16.44,2277788.0
2020-05-28,16.45,16.69,14.61,14.85,1825741.0
2020-05-29,14.11,14.9001,14.092,14.43,1220600.0
2020-05-30,14.11,14.9001,14.092,14.43,1220600.0
2020-05-31,14.11,14.9001,14.092,14.43,1220600.0
2020-06-01,14.56,15.87,14.52,14.99,1578682.0
2020-06-02,15.47,16.21,15.19,15.88,1923101.0
2020-06-03,16.3,17.37,16.3,16.95,1342786.0
2020-06-04,17.79,20.29,17.07,19.46,3087706.0
2020-06-05,22.35,22.35,18.71,19.36,3837920.0
2020-06-06,22.35,22.35,18.71,19.36,3837920.0
2020-06-07,22.35,22.35,18.71,19.36,3837920.0
2020-06-08,20.22,21.2,19.8601,21.2,1960429.0
2020-06-09,19.76,20.24,18.73,19.55,1798719.0
2020-06-10,18.64,18.85,16.77,17.84,1926780.0
2020-06-11,15.5,16.76,14.78,14.96,1851361.0
2020-06-12,16.72,16.8799,15.385,16.2,2200963.0
2020-06-13,16.72,16.8799,15.385,16.2,2200963.0
2020-06-14,16.72,16.8799,15.385,16.2,2200963.0
2020-06-15,15.04,17.0,14.77,16.585,1204597.0
2020-06-16,17.91,17.91,16.4452,16.95,1182229.0
2020-06-17,16.69,16.78,15.84,16.37,798926.0
2020-06-18,15.76,16.43,15.635,16.25,845719.0
2020-06-19,16.5,16.73,15.18,15.66,1488561.0
2020-06-20,16.5,16.73,15.18,15.66,1488561.0
2020-06-21,16.5,16.73,15.18,15.66,1488561.0
2020-06-22,15.1,15.49,14.4,14.54,1881358.0
2020-06-23,14.59,14.78,14.09,14.72,1647820.0
2020-06-24,14.38,14.53,13.64,13.69,1169529.0
2020-06-25,13.2,14.11,13.01,14.07,1353956.0
2020-06-26,14.05,14.07,13.14,13.52,1273293.0
2020-06-27,14.05,14.07,13.14,13.52,1273293.0
2020-06-28,14.05,14.07,13.14,13.52,1273293.0
2020-06-29,13.76,14.55,13.42,14.27,1388672.0
2020-06-30,14.15,14.26,13.7001,14.04,802654.0
2020-07-01,14.54,14.88,13.5754,13.77,913456.0
2020-07-02,14.5,14.58,13.71,13.77,1180392.0
2020-07-03,14.5,14.58,13.71,13.77,1180392.0
2020-07-04,14.5,14.58,13.71,13.77,1180392.0
2020-07-05,14.5,14.58,13.71,13.77,1180392.0
2020-07-06,14.2,14.42,13.69,14.25,991609.0
2020-07-07,14.0,14.09,13.56,13.58,805773.0
2020-07-08,13.29,13.9,13.04,13.8,1138892.0
2020-07-09,13.67,13.7,12.74,12.82,1106071.0
2020-07-10,12.84,13.74,12.751,13.6,1327220.0
2020-07-11,12.84,13.74,12.751,13.6,1327220.0
2020-07-12,12.84,13.74,12.751,13.6,1327220.0
2020-07-13,13.76,13.815,13.025,13.06,1489161.0
2020-07-14,12.9,13.57,12.77,13.26,1506444.0
2020-07-15,13.96,14.9,13.85,14.7,1302689.0
2020-07-16,14.2604,14.31,13.64,13.86,752823.0
2020-07-17,13.91,14.1381,13.5413,13.62,592574.0
2020-07-18,13.91,14.1381,13.5413,13.62,592574.0
2020-07-19,13.91,14.1381,13.5413,13.62,592574.0
2020-07-20,13.5,13.644,12.98,13.23,626713.0
2020-07-21,13.26,13.77,13.23,13.6,756279.0
2020-07-22,13.41,13.79,13.3219,13.35,498452.0
2020-07-23,13.28,13.93,12.835,13.52,1203010.0
2020-07-24,13.45,13.49,12.92,13.14,658092.0
2020-07-25,13.45,13.49,12.92,13.14,658092.0
2020-07-26,13.45,13.49,12.92,13.14,658092.0
2020-07-27,13.05,13.46,12.88,13.06,869503.0
2020-07-28,12.98,13.44,12.81,13.17,843983.0
2020-07-29,12.86,13.12,11.66,12.14,3192070.0
2020-07-30,11.95,11.95,11.5,11.62,1415902.0
2020-07-31,11.75,12.075,11.53,11.89,1412097.0
2020-08-01,11.75,12.075,11.53,11.89,1412097.0
2020-08-02,11.75,12.075,11.53,11.89,1412097.0
2020-08-03,11.84,11.96,11.51,11.62,916923.0
2020-08-04,11.7,12.3551,11.7,12.25,1181411.0
2020-08-05,12.5,12.98,12.27,12.79,1155541.0
2020-08-06,12.87,13.3,12.5199,13.08,1118099.0
2020-08-07,12.94,13.16,12.6,13.16,768885.0
2020-08-08,12.94,13.16,12.6,13.16,768885.0
2020-08-09,12.94,13.16,12.6,13.16,768885.0
2020-08-10,13.38,14.08,13.18,13.77,1094658.0
2020-08-11,14.5,14.52,13.77,13.89,1147214.0
2020-08-12,14.15,14.36,13.46,13.77,753981.0
2020-08-13,13.53,13.87,13.25,13.33,823888.0
2020-08-14,13.12,13.545,13.03,13.52,509943.0
2020-08-15,13.12,13.545,13.03,13.52,509943.0
2020-08-16,13.12,13.545,13.03,13.52,509943.0
2020-08-17,13.53,13.58,12.84,13.11,854997.0
2020-08-18,13.0,13.21,12.8329,13.05,723346.0
2020-08-19,13.14,13.88,12.925,13.01,782800.0
2020-08-20,12.83,12.98,12.5,12.77,798991.0
2020-08-21,12.77,12.94,12.43,12.52,537312.0
2020-08-22,12.77,12.94,12.43,12.52,537312.0
2020-08-23,12.77,12.94,12.43,12.52,537312.0
2020-08-24,12.66,13.39,12.5601,13.35,898065.0
2020-08-25,13.6,13.75,12.93,13.31,650342.0
2020-08-26,13.18,13.27,12.881,12.94,519873.0
2020-08-27,13.24,13.94,13.2,13.45,972482.0
2020-08-28,13.62,14.165,13.34,13.97,816059.0
2020-08-29,13.62,14.165,13.34,13.97,816059.0
2020-08-30,13.62,14.165,13.34,13.97,816059.0
2020-08-31,13.93,14.09,13.44,13.44,668349.0
2020-09-01,13.25,13.75,13.0,13.34,790726.0
2020-09-02,13.3,13.916,13.17,13.84,807377.0
2020-09-03,13.9,14.65,13.455,13.57,1236608.0
2020-09-04,13.75,14.13,13.37,13.84,851921.0
2020-09-05,13.75,14.13,13.37,13.84,851921.0
2020-09-06,13.75,14.13,13.37,13.84,851921.0
2020-09-07,13.75,14.13,13.37,13.84,851921.0
2020-09-08,13.58,14.33,13.57,13.97,720754.0
2020-09-09,13.98,13.98,13.11,13.54,790567.0
2020-09-10,13.67,14.05,13.575,13.77,782980.0
2020-09-11,13.86,14.25,13.8,14.02,2194204.0
2020-09-12,13.86,14.25,13.8,14.02,2194204.0
2020-09-13,13.86,14.25,13.8,14.02,2194204.0
2020-09-14,14.15,14.39,13.61,14.315,1200194.0
2020-09-15,14.37,14.819,14.3,14.33,788156.0
2020-09-16,14.39,15.06,13.94,14.89,977396.0
2020-09-17,14.75,15.05,14.46,14.72,1007705.0
2020-09-18,14.73,14.73,13.83,14.17,1621524.0
2020-09-19,14.73,14.73,13.83,14.17,1621524.0
2020-09-20,14.73,14.73,13.83,14.17,1621524.0
2020-09-21,13.69,13.69,12.58,13.11,1835800.0
2020-09-22,13.25,13.4,12.975,13.22,849089.0
2020-09-23,13.39,13.67,12.81,12.81,720886.0
2020-09-24,12.73,12.85,12.15,12.4,879697.0
2020-09-25,12.45,12.82,12.33,12.8,923389.0
2020-09-26,12.45,12.82,12.33,12.8,923389.0
2020-09-27,12.45,12.82,12.33,12.8,923389.0
2020-09-28,13.37,13.7806,13.13,13.38,1076783.0
2020-09-29,13.24,13.25,12.85,12.86,953115.0
2020-09-30,13.01,13.54,12.86,12.89,917171.0
2020-10-01,12.91,13.1,12.65,13.075,1029474.0
2020-10-02,12.7,13.53,12.633,13.43,1032102.0
2020-10-03,12.7,13.53,12.633,13.43,1032102.0
2020-10-04,12.7,13.53,12.633,13.43,1032102.0
2020-10-05,13.64,13.65,13.17,13.33,590745.0
2020-10-06,13.58,13.7,12.91,12.93,769689.0
2020-10-07,13.27,13.39,12.99,13.25,1126149.0
2020-10-08,13.5,14.06,13.375,13.66,776854.0
2020-10-09,13.69,13.87,13.38,13.71,817777.0
2020-10-10,13.69,13.87,13.38,13.71,817777.0
2020-10-11,13.69,13.87,13.38,13.71,817777.0
2020-10-12,13.64,13.83,13.14,13.17,1030035.0
2020-10-13,13.18,13.42,12.95,12.97,813283.0
2020-10-14,13.02,13.3654,12.99,13.01,664929.0
2020-10-15,12.94,12.97,12.51,12.79,883039.0
2020-10-16,12.9,13.35,12.65,13.33,1291472.0
2020-10-17,12.9,13.35,12.65,13.33,1291472.0
2020-10-18,12.9,13.35,12.65,13.33,1291472.0
2020-10-19,13.57,14.28,13.41,13.89,1511887.0
2020-10-20,14.06,14.38,13.925,14.23,846710.0
2020-10-21,14.11,14.25,13.75,13.95,783868.0
2020-10-22,14.07,16.51,14.0,16.4,3018170.0
2020-10-23,16.1469,16.239,15.405,15.47,1339710.0
2020-10-24,16.1469,16.239,15.405,15.47,1339710.0
2020-10-25,16.1469,16.239,15.405,15.47,1339710.0
2020-10-26,15.21,15.21,14.425,14.58,1296769.0
2020-10-27,14.5,14.81,14.26,14.67,932615.0
2020-10-28,14.0,14.1505,13.035,13.17,2099171.0
2020-10-29,13.1,14.1061,13.1,13.97,1057973.0
2020-10-30,13.74,14.05,13.44,13.85,832203.0
2020-10-31,13.74,14.05,13.44,13.85,832203.0
2020-11-01,13.74,14.05,13.44,13.85,832203.0
2020-11-02,13.91,13.925,13.38,13.66,769441.0
2020-11-03,13.9,14.27,13.73,14.04,496901.0
2020-11-04,13.8076,14.07,13.4,13.49,855751.0
2020-11-05,13.6,14.4,13.58,14.3,675008.0
2020-11-06,14.12,14.2099,13.7,13.85,832877.0
2020-11-07,14.12,14.2099,13.7,13.85,832877.0
2020-11-08,14.12,14.2099,13.7,13.85,832877.0
2020-11-09,17.47,22.44,17.12,20.89,8203465.0
2020-11-10,19.3,19.957,18.64,19.38,3161837.0
2020-11-11,19.01,19.01,17.595,17.89,1784906.0
2020-11-12,17.2,18.33,16.9,17.09,1463491.0
2020-11-13,17.2,18.6,17.185,18.57,1052033.0
2020-11-14,17.2,18.6,17.185,18.57,1052033.0
2020-11-15,17.2,18.6,17.185,18.57,1052033.0
2020-11-16,19.7,20.07,18.6899,19.18,1652402.0
2020-11-17,18.58,19.7,18.2,19.33,1126764.0
2020-11-18,19.85,20.24,19.37,19.39,1149544.0
2020-11-19,19.25,19.7,19.11,19.52,617707.0
2020-11-20,19.43,19.4884,18.49,18.58,1713009.0
2020-11-21,19.43,19.4884,18.49,18.58,1713009.0
2020-11-22,19.43,19.4884,18.49,18.58,1713009.0
2020-11-23,19.04,20.32,18.81,20.23,1957094.0
2020-11-24,20.75,21.67,20.32,20.8,2102825.0
2020-11-25,20.65,21.25,20.3,20.82,1151008.0
2020-11-26,20.65,21.25,20.3,20.82,1151008.0
2020-11-27,21.14,21.6,20.92,20.99,792489.0
2020-11-28,21.14,21.6,20.92,20.99,792489.0
2020-11-29,21.14,21.6,20.92,20.99,792489.0
2020-11-30,21.02,21.04,19.53,20.26,1063638.0
2020-12-01,20.78,21.4,20.4006,20.71,1012082.0
2020-12-02,20.51,20.589,19.76,20.51,1301509.0
2020-12-03,20.79,21.96,20.54,20.9,2217696.0
2020-12-04,20.98,21.26,19.9,20.58,3012286.0
2020-12-05,20.98,21.26,19.9,20.58,3012286.0
2020-12-06,20.98,21.26,19.9,20.58,3012286.0
2020-12-07,20.42,20.95,19.79,19.82,1679719.0
2020-12-08,19.68,20.07,19.4,19.98,1619950.0
2020-12-09,20.39,20.47,19.24,19.51,1216972.0
2020-12-10,19.06,20.33,19.05,20.27,1457981.0
2020-12-11,19.83,20.24,18.89,19.24,6669106.0
2020-12-12,19.83,20.24,18.89,19.24,6669106.0
2020-12-13,19.83,20.24,18.89,19.24,6669106.0
2020-12-14,19.81,19.81,18.8,18.88,1079311.0
2020-12-15,19.06,19.08,18.36,18.83,1602301.0
2020-12-16,18.95,19.1,18.0842,18.91,1465225.0
2020-12-17,19.17,19.17,18.46,18.92,1001275.0
2020-12-18,18.76,18.93,18.16,18.25,1604414.0
2020-12-19,18.76,18.93,18.16,18.25,1604414.0
2020-12-20,18.76,18.93,18.16,18.25,1604414.0
2020-12-21,17.74,18.175,17.25,18.02,1378715.0
2020-12-22,18.11,18.2559,17.22,17.23,969232.0
2020-12-23,17.48,18.41,17.44,18.06,1216119.0
2020-12-24,18.19,18.4,17.56,17.78,817059.0
2020-12-25,18.19,18.4,17.56,17.78,817059.0
2020-12-26,18.19,18.4,17.56,17.78,817059.0
2020-12-27,18.19,18.4,17.56,17.78,817059.0
2020-12-28,18.4,18.8,18.1,18.15,915144.0
2020-12-29,18.37,18.5519,17.895,18.01,683928.0
2020-12-30,18.0,18.48,18.0,18.21,526066.0
2020-12-31,18.05,18.2,17.66,17.7,988363.0
2021-01-01,18.05,18.2,17.66,17.7,988363.0
2021-01-02,18.05,18.2,17.66,17.7,988363.0
2021-01-03,18.05,18.2,17.66,17.7,988363.0
2021-01-04,17.71,17.9,16.84,17.02,1034507.0
2021-01-05,16.95,18.37,16.9,18.02,1468052.0
2021-01-06,18.22,19.65,18.15,19.63,2509988.0
2021-01-07,19.56,19.82,19.21,19.23,728375.0
2021-01-08,19.54,19.67,19.08,19.64,776568.0
2021-01-09,19.54,19.67,19.08,19.64,776568.0
2021-01-10,19.54,19.67,19.08,19.64,776568.0
2021-01-11,18.785,19.49,18.76,19.12,927530.0
2021-01-12,19.48,19.63,19.1566,19.49,857955.0
2021-01-13,19.31,20.27,19.05,20.24,1057736.0
2021-01-14,20.64,21.24,20.5,20.89,1382282.0
2021-01-15,20.525,20.76,19.42,19.5,975192.0
2021-01-16,20.525,20.76,19.42,19.5,975192.0
2021-01-17,20.525,20.76,19.42,19.5,975192.0
2021-01-18,20.525,20.76,19.42,19.5,975192.0
2021-01-19,20.2,20.57,19.83,20.33,854305.0
2021-01-20,20.47,21.16,20.06,21.13,712003.0
2021-01-21,20.83,20.97,20.23,20.44,697150.0
2021-01-22,20.08,20.76,19.8609,20.74,477036.0
2021-01-23,20.08,20.76,19.8609,20.74,477036.0
2021-01-24,20.08,20.76,19.8609,20.74,477036.0
2021-01-25,20.56,20.56,19.69,20.22,635012.0
2021-01-26,20.3,20.65,20.16,20.24,855403.0
2021-01-27,19.99,21.2,19.605,19.67,1779768.0
2021-01-28,20.9455,21.72,20.26,20.63,1198011.0
2021-01-29,20.55,20.65,19.2624,19.57,896629.0
2021-01-30,20.55,20.65,19.2624,19.57,896629.0
2021-01-31,20.55,20.65,19.2624,19.57,896629.0
2021-02-01,19.73,19.92,19.35,19.79,646796.0
2021-02-02,19.8348,20.235,19.31,20.1,710740.0
2021-02-03,20.35,21.3,20.15,20.93,1053959.0
2021-02-04,21.23,22.27,20.95,22.05,1103796.0
2021-02-05,22.54,23.02,21.74,22.24,1115073.0
2021-02-06,22.54,23.02,21.74,22.24,1115073.0
2021-02-07,22.54,23.02,21.74,22.24,1115073.0
2021-02-08,22.4796,23.43,21.8,22.985,1139959.0
2021-02-09,22.86,23.06,22.28,22.7,534992.0
2021-02-10,22.97,23.2,22.45,23.0,868128.0
2021-02-11,22.8,23.0,21.99,22.69,551112.0
2021-02-12,22.3,22.9758,22.2,22.66,560947.0
2021-02-13,22.3,22.9758,22.2,22.66,560947.0
2021-02-14,22.3,22.9758,22.2,22.66,560947.0
2021-02-15,22.3,22.9758,22.2,22.66,560947.0
2021-02-16,22.66,23.41,22.52,23.17,983766.0
2021-02-17,23.0868,23.92,22.67,23.61,1420768.0
2021-02-18,23.01,23.86,22.51,23.53,1144690.0
2021-02-19,23.98,24.79,23.55,24.51,1306599.0
2021-02-20,23.98,24.79,23.55,24.51,1306599.0
2021-02-21,23.98,24.79,23.55,24.51,1306599.0
2021-02-22,25.91,27.09,25.0,26.4,2543062.0
2021-02-23,26.63,27.01,25.14,26.64,1431230.0
2021-02-24,27.03,28.52,26.94,27.68,1732057.0
2021-02-25,27.98,27.99,26.1,26.56,1128461.0
2021-02-26,26.56,27.31,26.01,26.82,963752.0
2021-02-27,26.56,27.31,26.01,26.82,963752.0
2021-02-28,26.56,27.31,26.01,26.82,963752.0
2021-03-01,27.89,27.905,25.91,26.5,1089558.0
2021-03-02,26.39,26.5,25.96,26.09,840495.0
2021-03-03,26.5,27.65,26.15,27.06,912953.0
2021-03-04,27.06,27.36,24.72,26.13,1138322.0
2021-03-05,26.39,26.6909,24.15,26.61,992002.0
2021-03-06,26.39,26.6909,24.15,26.61,992002.0
2021-03-07,26.39,26.6909,24.15,26.61,992002.0
2021-03-08,26.99,28.2,26.81,27.91,996344.0
2021-03-09,27.92,27.92,26.66,27.3,722027.0
2021-03-10,27.22,27.85,26.8065,27.27,724360.0
2021-03-11,27.4726,27.67,26.42,26.71,937898.0
2021-03-12,26.76,28.3,26.55,27.85,1037096.0
2021-03-13,26.76,28.3,26.55,27.85,1037096.0
2021-03-14,26.76,28.3,26.55,27.85,1037096.0
2021-03-15,28.645,29.5295,28.38,29.06,1174752.0
2021-03-16,29.4,29.48,27.46,27.83,901776.0
2021-03-17,27.6,28.54,27.44,28.51,607456.0
2021-03-18,28.59,29.86,28.1401,28.37,1628909.0
2021-03-19,28.33,28.38,27.282,28.04,1608529.0
2021-03-20,28.33,28.38,27.282,28.04,1608529.0
2021-03-21,28.33,28.38,27.282,28.04,1608529.0
2021-03-22,27.46,27.47,26.542,26.89,1327697.0
2021-03-23,26.0,27.03,25.42,25.72,825553.0
2021-03-24,26.31,26.74,25.01,25.02,748163.0
2021-03-25,24.615,26.18,24.21,26.055,861160.0
2021-03-26,26.58,26.79,25.95,26.76,580998.0
2021-03-27,26.58,26.79,25.95,26.76,580998.0
2021-03-28,26.58,26.79,25.95,26.76,580998.0
2021-03-29,26.7,27.0392,25.89,26.33,737319.0
2021-03-30,26.33,27.4,26.13,27.07,586719.0
2021-03-31,27.03,27.33,26.61,26.67,642938.0
2021-04-01,26.82,27.1526,26.6,26.81,357210.0
2021-04-02,26.82,27.1526,26.6,26.81,357210.0
2021-04-03,26.82,27.1526,26.6,26.81,357210.0
2021-04-04,26.82,27.1526,26.6,26.81,357210.0
2021-04-05,27.34,28.1,26.93,26.97,629082.0
2021-04-06,27.2,27.67,26.88,27.04,673367.0
2021-04-07,27.47,27.47,26.22,26.33,924852.0
2021-04-08,26.2,26.3,25.56,26.25,558058.0
2021-04-09,26.03,26.13,25.67,26.08,485635.0
2021-04-10,26.03,26.13,25.67,26.08,485635.0
2021-04-11,26.03,26.13,25.67,26.08,485635.0
2021-04-12,25.76,25.87,25.17,25.49,628345.0
2021-04-13,25.15,25.54,24.3152,25.48,767579.0
2021-04-14,25.75,26.1525,25.16,25.43,737845.0
2021-04-15,25.67,25.825,24.7301,25.25,718712.0
2021-04-16,25.42,25.65,24.87,25.02,405879.0
2021-04-17,25.42,25.65,24.87,25.02,405879.0
2021-04-18,25.42,25.65,24.87,25.02,405879.0
2021-04-19,25.03,25.05,24.4,24.69,775192.0
2021-04-20,24.43,24.44,23.13,23.97,872903.0
2021-04-21,23.66,24.81,23.255,24.78,1218824.0
2021-04-22,25.09,25.16,24.19,24.2,663793.0
2021-04-23,24.29,25.31,23.99,25.07,593114.0
2021-04-24,24.29,25.31,23.99,25.07,593114.0
2021-04-25,24.29,25.31,23.99,25.07,593114.0
2021-04-26,25.36,25.87,25.28,25.36,541698.0
2021-04-27,25.32,25.4199,24.85,25.14,688651.0
2021-04-28,25.03,25.19,24.3,24.73,845688.0
2021-04-29,24.97,25.25,24.54,24.81,606679.0
2021-04-30,24.63,25.14,24.591,25.11,817209.0
2021-05-01,24.63,25.14,24.591,25.11,817209.0
2021-05-02,24.63,25.14,24.591,25.11,817209.0
2021-05-03,25.18,25.44,24.9,25.36,723179.0
2021-05-04,25.29,25.42,23.97,24.62,934610.0
2021-05-05,24.56,25.55,24.5332,25.17,633837.0
2021-05-06,25.2,25.35,24.61,24.975,504007.0
2021-05-07,24.84,25.2517,24.55,25.0,657370.0
2021-05-08,24.84,25.2517,24.55,25.0,657370.0
2021-05-09,24.84,25.2517,24.55,25.0,657370.0
2021-05-10,25.06,25.41,24.03,24.03,658476.0
2021-05-11,23.44,24.08,23.01,24.05,706611.0
2021-05-12,23.67,23.99,22.81,22.89,710446.0
2021-05-13,23.07,23.92,22.98,23.66,880649.0
2021-05-14,23.89,24.82,23.84,24.63,615853.0
2021-05-15,23.89,24.82,23.84,24.63,615853.0
2021-05-16,23.89,24.82,23.84,24.63,615853.0
2021-05-17,24.45,24.95,24.11,24.915,549679.0
2021-05-18,25.08,25.87,25.0,25.0,647222.0
2021-05-19,24.29,25.73,24.194,25.17,845934.0
2021-05-20,25.26,25.26,24.27,24.8,585765.0
2021-05-21,24.79,25.16,24.7,24.71,317235.0
2021-05-22,24.79,25.16,24.7,24.71,317235.0
2021-05-23,24.79,25.16,24.7,24.71,317235.0
2021-05-24,24.97,25.41,24.57,25.34,628319.0
2021-05-25,25.6,27.24,25.59,26.25,1675058.0
2021-05-26,26.51,26.8199,25.97,26.56,832341.0
2021-05-27,26.97,27.0776,26.5,27.0,675565.0
2021-05-28,27.05,27.05,25.08,25.8,1753900.0
2021-05-29,27.05,27.05,25.08,25.8,1753900.0
2021-05-30,27.05,27.05,25.08,25.8,1753900.0
2021-05-31,27.05,27.05,25.08,25.8,1753900.0
2021-06-01,26.18,26.48,25.92,26.3,730577.0
2021-06-02,26.53,26.57,25.66,25.77,931287.0
2021-06-03,25.51,26.19,24.9389,25.92,1287065.0
2021-06-04,26.16,26.69,25.94,26.04,993843.0
2021-06-05,26.16,26.69,25.94,26.04,993843.0
2021-06-06,26.16,26.69,25.94,26.04,993843.0
2021-06-07,26.21,26.35,25.74,26.0,514048.0
2021-06-08,26.25,29.05,26.25,28.83,2744885.0
2021-06-09,28.6,31.38,28.57,29.92,3057828.0
2021-06-10,29.79,29.97,26.11,26.2,2402349.0
2021-06-11,26.865,28.83,26.42,28.83,6595595.0
2021-06-12,26.865,28.83,26.42,28.83,6595595.0
2021-06-13,26.865,28.83,26.42,28.83,6595595.0
2021-06-14,28.35,28.65,26.755,27.37,2063632.0
2021-06-15,27.37,27.58,26.8,27.39,1368047.0
2021-06-16,27.4,27.74,26.97,27.55,880901.0
2021-06-17,27.6,28.2,26.72,27.05,931506.0
2021-06-18,26.7,27.15,26.45,26.79,1277596.0
2021-06-19,26.7,27.15,26.45,26.79,1277596.0
2021-06-20,26.7,27.15,26.45,26.79,1277596.0
2021-06-21,27.03,27.66,26.7043,27.61,733707.0
2021-06-22,27.41,27.598,26.65,27.38,552579.0
2021-06-23,27.51,28.06,27.3819,27.65,662189.0
2021-06-24,27.69,27.7814,27.14,27.64,522698.0
2021-06-25,27.7,27.91,26.75,26.75,1042749.0
2021-06-26,27.7,27.91,26.75,26.75,1042749.0
2021-06-27,27.7,27.91,26.75,26.75,1042749.0
2021-06-28,26.67,26.675,25.1174,25.41,1553638.0
2021-06-29,25.25,25.46,24.41,24.43,1179622.0
2021-06-30,24.43,24.8,24.27,24.37,793765.0
2021-07-01,24.71,25.0999,24.61,24.89,745819.0
2021-07-02,24.77,24.86,24.02,24.29,720236.0
2021-07-03,24.77,24.86,24.02,24.29,720236.0
2021-07-04,24.77,24.86,24.02,24.29,720236.0
2021-07-05,24.77,24.86,24.02,24.29,720236.0
2021-07-06,24.4846,24.5,23.6365,23.75,594760.0
2021-07-07,23.29,23.42,21.91,22.25,1919967.0
2021-07-08,21.67,22.13,21.12,21.91,1506055.0
2021-07-09,22.5,23.005,22.19,22.81,836531.0
2021-07-10,22.5,23.005,22.19,22.81,836531.0
2021-07-11,22.5,23.005,22.19,22.81,836531.0
2021-07-12,22.78,22.98,22.08,22.89,607021.0
2021-07-13,22.52,22.68,22.12,22.21,849769.0
2021-07-14,22.68,23.05,21.0601,21.21,2106402.0
