,SCHW US Equity,SCHW US Equity,SCHW US Equity,SCHW US Equity,SCHW US Equity
2021-03-01,60.187,62.4372,60.1678,61.639,5863697.0
2021-03-02,61.264,62.2929,60.9948,61.3506,6079650.0
2021-03-03,61.7929,63.6873,61.4563,62.466,8831092.0
2021-03-04,62.3314,62.668,60.6101,62.2833,11204326.0
2021-03-05,63.5622,64.0527,60.6197,62.5237,10203951.0
2021-03-06,63.5622,64.0527,60.6197,62.5237,10203951.0
2021-03-07,63.5622,64.0527,60.6197,62.5237,10203951.0
2021-03-08,62.8122,63.1055,61.8731,61.9852,8663244.0
2021-03-09,61.5717,62.5429,59.937,61.3025,9761810.0
2021-03-10,61.6967,62.5718,61.4179,62.5333,8930603.0
2021-03-11,62.3122,64.2931,62.0718,63.8603,9233694.0
2021-03-12,64.4277,65.5912,64.1969,65.0527,5643295.0
2021-03-13,64.4277,65.5912,64.1969,65.0527,5643295.0
2021-03-14,64.4277,65.5912,64.1969,65.0527,5643295.0
2021-03-15,64.8027,65.0527,62.9468,63.793,6856439.0
2021-03-16,63.5622,63.5622,62.5237,62.9564,5632388.0
2021-03-17,64.1104,64.1104,62.6391,63.1776,6881500.0
2021-03-18,64.3412,65.2931,63.4565,63.5334,7417383.0
2021-03-19,62.8699,64.0334,62.3122,63.5142,10670281.0
2021-03-20,62.8699,64.0334,62.3122,63.5142,10670281.0
2021-03-21,62.8699,64.0334,62.3122,63.5142,10670281.0
2021-03-22,62.8314,63.2065,62.2448,62.2833,5138851.0
2021-03-23,61.9083,62.4372,60.8505,60.9274,6259631.0
2021-03-24,61.6198,63.2449,61.5621,61.6583,5796717.0
2021-03-25,61.4082,62.942,60.6486,62.6295,6220587.0
2021-03-26,63.3795,63.5324,62.4468,63.1872,6082163.0
2021-03-27,63.3795,63.5324,62.4468,63.1872,6082163.0
2021-03-28,63.3795,63.5324,62.4468,63.1872,6082163.0
2021-03-29,62.1775,62.918,61.1582,61.6487,8113689.0
2021-03-30,61.8121,62.5704,61.5236,62.2737,6300170.0
2021-03-31,62.5814,63.1247,61.8698,62.6776,7536130.0
2021-04-01,62.6391,63.9373,62.5381,63.8892,5796977.0
2021-04-02,62.6391,63.9373,62.5381,63.8892,5796977.0
2021-04-03,62.6391,63.9373,62.5381,63.8892,5796977.0
2021-04-04,62.6391,63.9373,62.5381,63.8892,5796977.0
2021-04-05,65.5912,66.2451,65.1681,65.5335,8211814.0
2021-04-06,65.2739,65.9951,64.5335,64.7162,7360399.0
2021-04-07,64.5816,65.0047,63.8507,64.4758,7281456.0
2021-04-08,63.9854,64.37,63.543,64.2738,6361153.0
2021-04-09,65.697,66.1826,64.6104,64.9758,6311051.0
2021-04-10,65.697,66.1826,64.6104,64.9758,6311051.0
2021-04-11,65.697,66.1826,64.6104,64.9758,6311051.0
2021-04-12,64.7354,65.3124,64.7354,65.1104,5620637.0
2021-04-13,65.072,65.072,63.6536,64.0431,4886618.0
2021-04-14,64.4181,65.7932,64.1392,64.8508,6702218.0
2021-04-15,64.2835,64.8989,62.1102,62.9853,10163608.0
2021-04-16,63.2161,63.3026,61.8698,62.2545,10289601.0
2021-04-17,63.2161,63.3026,61.8698,62.2545,10289601.0
2021-04-18,63.2161,63.3026,61.8698,62.2545,10289601.0
2021-04-19,62.5333,64.0623,62.43,63.3507,8750936.0
2021-04-20,62.8603,63.2065,61.1678,61.2448,7532757.0
2021-04-21,61.4082,62.9468,61.0236,62.8891,6442991.0
2021-04-22,62.7449,63.5334,61.865,62.3122,8590798.0
2021-04-23,62.6968,64.6008,62.3891,64.5623,7270540.0
2021-04-24,62.6968,64.6008,62.3891,64.5623,7270540.0
2021-04-25,62.6968,64.6008,62.3891,64.5623,7270540.0
2021-04-26,64.9373,66.2067,64.7643,65.1681,7387071.0
2021-04-27,65.9374,67.0817,65.2595,66.9663,8745525.0
2021-04-28,66.9375,67.3414,66.5528,67.1779,6338912.0
2021-04-29,67.5625,69.3896,67.3606,68.9569,9816613.0
2021-04-30,68.6876,68.9857,67.5145,67.6972,8105243.0
2021-05-01,68.6876,68.9857,67.5145,67.6972,8105243.0
2021-05-02,68.6876,68.9857,67.5145,67.6972,8105243.0
2021-05-03,68.1107,68.3222,67.0625,68.2164,5394295.0
2021-05-04,67.6875,68.8751,66.0336,67.3991,11044075.0
2021-05-05,68.0818,68.9088,66.899,68.2549,8739528.0
2021-05-06,68.5434,68.8992,67.3894,68.7742,4802922.0
2021-05-07,67.7452,69.1203,67.3125,68.9953,6233083.0
2021-05-08,67.7452,69.1203,67.3125,68.9953,6233083.0
2021-05-09,67.7452,69.1203,67.3125,68.9953,6233083.0
2021-05-10,69.3896,69.755,68.3511,68.3703,5721158.0
2021-05-11,67.476,69.1973,67.2212,67.9183,5380126.0
2021-05-12,68.2934,68.7261,66.024,66.4663,8500535.0
2021-05-13,66.3506,68.4601,66.2831,67.9028,6317393.0
2021-05-14,68.1246,70.7373,68.0812,70.6216,8843475.0
2021-05-15,68.1246,70.7373,68.0812,70.6216,8843475.0
2021-05-16,68.1246,70.7373,68.0812,70.6216,8843475.0
2021-05-17,70.3806,70.612,69.4358,70.3806,5207488.0
2021-05-18,70.7373,70.9494,68.3174,68.356,5829575.0
2021-05-19,67.2762,68.7898,66.717,68.6548,6552355.0
2021-05-20,68.9344,69.0549,67.8546,68.2017,4606584.0
2021-05-21,68.6356,69.9468,68.462,69.5804,5414960.0
2021-05-22,68.6356,69.9468,68.462,69.5804,5414960.0
2021-05-23,68.6356,69.9468,68.462,69.5804,5414960.0
2021-05-24,69.7347,70.4192,69.4261,70.0046,4538327.0
2021-05-25,70.3324,70.8627,68.9634,69.0598,5920262.0
2021-05-26,69.6961,69.6961,68.1631,68.9634,7370405.0
2021-05-27,69.6768,71.4797,69.2622,71.2001,14693988.0
2021-05-28,71.2869,71.6436,70.5638,71.2001,6205797.0
2021-05-29,71.2869,71.6436,70.5638,71.2001,6205797.0
2021-05-30,71.2869,71.6436,70.5638,71.2001,6205797.0
2021-05-31,71.2869,71.6436,70.5638,71.2001,6205797.0
2021-06-01,72.251,72.7764,71.499,71.9618,6175769.0
2021-06-02,72.1546,72.5836,71.6243,72.2414,6881888.0
2021-06-03,71.875,73.6008,71.7786,73.2826,7623768.0
2021-06-04,73.1862,73.6297,71.8364,73.003,5587531.0
2021-06-05,73.1862,73.6297,71.8364,73.003,5587531.0
2021-06-06,73.1862,73.6297,71.8364,73.003,5587531.0
2021-06-07,73.2151,73.2248,71.6822,72.0485,5661986.0
2021-06-08,71.4893,72.4727,70.9302,72.4245,7317083.0
2021-06-09,72.1546,72.2076,69.6575,70.236,9634573.0
2021-06-10,71.0555,71.5568,69.8503,70.0142,8741342.0
2021-06-11,70.2746,71.3254,70.236,71.2676,6912707.0
2021-06-12,70.2746,71.3254,70.236,71.2676,6912707.0
2021-06-13,70.2746,71.3254,70.236,71.2676,6912707.0
2021-06-14,70.8434,71.0843,68.6066,69.4261,7764139.0
2021-06-15,69.8986,70.6795,69.4454,69.9371,7934543.0
2021-06-16,69.484,71.8605,68.5777,71.1037,8819210.0
2021-06-17,71.4797,71.6629,68.3174,69.5515,8699965.0
2021-06-18,68.5295,69.2237,66.7941,67.3244,17257901.0
2021-06-19,68.5295,69.2237,66.7941,67.3244,17257901.0
2021-06-20,68.5295,69.2237,66.7941,67.3244,17257901.0
2021-06-21,68.1053,70.342,67.6714,70.1299,9488239.0
2021-06-22,70.0432,70.1396,68.9537,69.8986,6856911.0
2021-06-23,70.1396,70.6361,69.8696,70.2746,7116667.0
2021-06-24,70.4481,70.9976,69.5708,70.7566,5895502.0
2021-06-25,70.9012,71.605,70.5349,71.1326,12715274.0
2021-06-26,70.9012,71.605,70.5349,71.1326,12715274.0
2021-06-27,70.9012,71.605,70.5349,71.1326,12715274.0
2021-06-28,70.9591,71.1519,69.9757,70.6506,5006403.0
2021-06-29,71.4026,71.9232,70.5349,70.5927,5316109.0
2021-06-30,70.2456,70.477,69.6961,70.1974,6429743.0
2021-07-01,70.8241,70.9976,70.3228,70.9302,4413441.0
2021-07-02,70.5059,70.6988,69.0425,70.1878,6108825.0
2021-07-03,70.5059,70.6988,69.0425,70.1878,6108825.0
2021-07-04,70.5059,70.6988,69.0425,70.1878,6108825.0
2021-07-05,70.5059,70.6988,69.0425,70.1878,6108825.0
2021-07-06,70.0046,70.0046,68.1342,68.2306,7684029.0
2021-07-07,67.9318,68.1053,66.394,67.5557,9833674.0
2021-07-08,64.9141,66.4084,64.9141,65.5022,10897017.0
2021-07-09,66.9194,68.0571,66.0614,68.0185,10327445.0
2021-07-10,66.9194,68.0571,66.0614,68.0185,10327445.0
2021-07-11,66.9194,68.0571,66.0614,68.0185,10327445.0
2021-07-12,67.4208,69.4261,67.2376,69.1369,6192589.0
2021-07-13,69.0116,69.5129,68.4138,69.243,7489158.0
2021-07-14,68.7898,69.5225,67.4497,67.6811,7577237.0
2021-07-15,67.2376,68.9923,66.8716,68.0185,5719799.0
2021-07-16,67.9992,68.1149,65.8493,66.4181,10465622.0
2021-07-17,67.9992,68.1149,65.8493,66.4181,10465622.0
2021-07-18,67.9992,68.1149,65.8493,66.4181,10465622.0
2021-07-19,64.943,65.6709,63.8246,64.2874,8937250.0
2021-07-20,64.2103,65.8107,63.3715,65.5022,5857995.0
2021-07-21,66.1963,67.4979,65.965,67.064,5767092.0
2021-07-22,66.823,67.1701,64.7309,64.8369,8206607.0
2021-07-23,65.0972,65.9553,64.8321,65.4733,6059873.0
2021-07-24,65.0972,65.9553,64.8321,65.4733,6059873.0
2021-07-25,65.0972,65.9553,64.8321,65.4733,6059873.0
2021-07-26,65.5022,66.1674,65.2226,65.5986,5838313.0
2021-07-27,65.1262,65.3874,64.2103,64.9526,3879363.0
2021-07-28,65.2226,65.883,64.7208,65.4154,5205978.0
2021-07-29,65.9457,66.7941,65.319,66.1096,4475934.0
2021-07-30,65.7914,66.6398,65.3286,65.5118,4084177.0
2021-07-31,65.7914,66.6398,65.3286,65.5118,4084177.0
2021-08-01,65.7914,66.6398,65.3286,65.5118,4084177.0
2021-08-02,65.7528,67.2087,65.1937,65.3094,4941443.0
2021-08-03,65.7239,65.7914,63.786,64.9912,4858226.0
2021-08-04,64.4416,65.8589,64.1138,65.2419,4619264.0
2021-08-05,65.6179,67.199,65.5697,66.8134,4814406.0
2021-08-06,67.6232,69.8503,67.5461,69.349,9361695.0
2021-08-07,67.6232,69.8503,67.5461,69.349,9361695.0
2021-08-08,67.6232,69.8503,67.5461,69.349,9361695.0
2021-08-09,69.0694,71.4411,68.838,70.7855,6079900.0
2021-08-10,70.7181,72.2992,70.3035,71.8557,5784830.0
2021-08-11,72.1546,72.6849,71.4219,72.1257,6280657.0
2021-08-12,72.058,72.9665,71.8647,72.8891,3425863.0
2021-08-13,72.7732,72.8891,70.9853,71.5265,3552122.0
2021-08-14,72.7732,72.8891,70.9853,71.5265,3552122.0
2021-08-15,72.7732,72.8891,70.9853,71.5265,3552122.0
2021-08-16,70.8693,71.3042,69.6999,70.8016,3796547.0
2021-08-17,70.2411,70.5407,69.1973,70.0671,5487165.0
2021-08-18,69.8255,70.9949,69.5066,69.5839,5828587.0
2021-08-19,68.5885,69.4244,67.7877,68.6755,3303583.0
2021-08-20,68.6851,69.6854,68.3372,69.5549,3259275.0
2021-08-21,68.6851,69.6854,68.3372,69.5549,3259275.0
2021-08-22,68.6851,69.6854,68.3372,69.5549,3259275.0
2021-08-23,69.8738,70.2991,69.6322,69.8738,3989737.0
2021-08-24,70.0865,71.8454,69.8738,71.6618,5296280.0
2021-08-25,71.9227,72.8698,71.5265,72.0773,4754861.0
2021-08-26,72.4542,72.6765,71.1592,71.1785,3237416.0
2021-08-27,71.2752,73.353,71.2607,73.2951,4691090.0
2021-08-28,71.2752,73.353,71.2607,73.2951,4691090.0
2021-08-29,71.2752,73.353,71.2607,73.2951,4691090.0
2021-08-30,73.3047,73.4497,70.8693,70.9756,9734790.0
2021-08-31,70.7726,71.1302,69.5453,70.4054,7450416.0
2021-09-01,70.3957,71.0964,69.3568,70.7436,4606247.0
2021-09-02,71.0529,71.2462,70.1445,70.4634,3213800.0
2021-09-03,70.502,71.0819,69.6322,69.6709,3349226.0
2021-09-04,70.502,71.0819,69.6322,69.6709,3349226.0
2021-09-05,70.502,71.0819,69.6322,69.6709,3349226.0
2021-09-06,70.502,71.0819,69.6322,69.6709,3349226.0
2021-09-07,69.1007,69.9947,68.6378,69.6612,4128976.0
2021-09-08,69.6612,69.9222,68.9158,69.1587,2955000.0
2021-09-09,69.1877,71.2945,68.9074,69.9028,4549185.0
2021-09-10,70.531,70.531,68.9847,69.0427,4099882.0
2021-09-11,70.531,70.531,68.9847,69.0427,4099882.0
2021-09-12,70.531,70.531,68.9847,69.0427,4099882.0
2021-09-13,69.5839,69.8255,68.4628,69.4776,3180201.0
2021-09-14,69.3713,69.7675,66.8102,67.3901,5572802.0
2021-09-15,67.5737,68.9944,67.1002,68.7624,4248903.0
2021-09-16,68.9751,69.5453,68.0086,68.4049,3054727.0
2021-09-17,67.9216,68.5497,67.4771,68.0666,10256759.0
2021-09-18,67.9216,68.5497,67.4771,68.0666,10256759.0
2021-09-19,67.9216,68.5497,67.4771,68.0666,10256759.0
2021-09-20,66.3367,66.6556,65.0514,66.4913,5848645.0
2021-09-21,66.9069,67.0905,65.8389,66.1434,4243054.0
2021-09-22,67.1291,68.7238,66.7619,68.0376,4956987.0
2021-09-23,68.8204,71.9179,68.6561,71.8067,5861023.0
2021-09-24,71.5458,73.3917,71.4588,73.0534,6437441.0
2021-09-25,71.5458,73.3917,71.4588,73.0534,6437441.0
2021-09-26,71.5458,73.3917,71.4588,73.0534,6437441.0
2021-09-27,73.4497,75.0733,73.3917,74.7834,6584069.0
2021-09-28,74.8994,75.3487,72.9085,73.6236,8754748.0
2021-09-29,73.9232,73.9329,72.2223,72.8505,6075725.0
2021-09-30,73.4207,73.4207,70.3281,70.3957,7077404.0
2021-10-01,70.5214,72.4253,69.6322,71.9227,4814828.0
2021-10-02,70.5214,72.4253,69.6322,71.9227,4814828.0
2021-10-03,70.5214,72.4253,69.6322,71.9227,4814828.0
2021-10-04,71.6811,72.5992,70.473,70.7726,5938698.0
2021-10-05,71.1882,73.9909,71.1882,73.353,7570195.0
2021-10-06,72.5026,73.556,71.4878,73.1694,5731648.0
2021-10-07,73.9329,75.141,73.6768,73.8266,4560903.0
2021-10-08,73.7686,75.2473,73.6333,74.7447,3485149.0
2021-10-09,73.7686,75.2473,73.6333,74.7447,3485149.0
2021-10-10,73.7686,75.2473,73.6333,74.7447,3485149.0
2021-10-11,75.1796,76.2959,73.9812,74.0392,4229306.0
2021-10-12,74.5031,75.3053,73.7879,74.6771,6138170.0
2021-10-13,74.9283,75.112,72.4059,73.7106,6066244.0
2021-10-14,74.6287,75.7498,74.0682,75.4889,4802594.0
2021-10-15,76.7549,78.2819,75.7306,78.1853,9004395.0
2021-10-16,76.7549,78.2819,75.7306,78.1853,9004395.0
2021-10-17,76.7549,78.2819,75.7306,78.1853,9004395.0
2021-10-18,78.0403,78.5138,77.0352,77.847,6323314.0
2021-10-19,77.8857,78.8908,77.5377,78.8038,5346739.0
2021-10-20,78.4172,79.0647,77.876,78.8521,6157223.0
2021-10-21,78.7651,79.7992,78.0306,79.4803,5937967.0
2021-10-22,79.6059,80.93,79.4996,80.7463,5740150.0
2021-10-23,79.6059,80.93,79.4996,80.7463,5740150.0
2021-10-24,79.6059,80.93,79.4996,80.7463,5740150.0
2021-10-25,80.8816,81.1909,80.0698,80.1085,4213551.0
2021-10-26,80.6883,81.6548,80.2341,80.2728,6362435.0
2021-10-27,79.891,80.9203,78.3689,78.4269,6539212.0
2021-10-28,78.7748,79.6349,78.6105,79.2387,3579590.0
2021-10-29,79.2483,79.9345,78.9971,79.2773,4421878.0
2021-10-30,79.2483,79.9345,78.9971,79.2773,4421878.0
2021-10-31,79.2483,79.9345,78.9971,79.2773,4421878.0
2021-11-01,79.7799,80.0022,78.6781,79.1227,4095707.0
2021-11-02,79.1324,79.7509,78.6492,79.0261,3682614.0
2021-11-03,78.9681,81.0363,78.7748,80.5337,7051698.0
2021-11-04,80.1665,80.3356,77.6151,78.7168,5782866.0
2021-11-05,79.345,80.1761,78.1079,78.4269,4107598.0
2021-11-06,79.345,80.1761,78.1079,78.4269,4107598.0
2021-11-07,79.345,80.1761,78.1079,78.4269,4107598.0
2021-11-08,78.9777,79.8862,78.6492,78.9391,3420199.0
2021-11-09,78.1853,78.6298,77.2478,78.0693,4193831.0
2021-11-10,77.8077,78.5245,77.3138,78.2146,4738971.0
2021-11-11,78.6601,79.5028,78.0402,78.8441,2794867.0
2021-11-12,78.786,79.7314,78.0789,79.5319,4681442.0
2021-11-13,78.786,79.7314,78.0789,79.5319,4681442.0
2021-11-14,78.786,79.7314,78.0789,79.5319,4681442.0
2021-11-15,79.8999,79.958,79.0572,79.3478,3302415.0
2021-11-16,79.1735,79.5851,78.5051,79.2413,4383187.0
2021-11-17,78.9701,79.1832,77.6334,78.8635,5613459.0
2021-11-18,79.1347,79.5028,78.6698,79.1541,3297671.0
2021-11-19,78.2242,78.447,76.3694,77.6528,6394974.0
2021-11-20,78.2242,78.447,76.3694,77.6528,6394974.0
2021-11-21,78.2242,78.447,76.3694,77.6528,6394974.0
2021-11-22,78.6698,80.6651,78.4567,79.3478,5896172.0
2021-11-23,79.7449,80.5198,79.0863,80.3358,4321794.0
2021-11-24,79.8031,80.8363,79.8031,80.5295,4725414.0
2021-11-25,79.8031,80.8363,79.8031,80.5295,4725414.0
2021-11-26,77.2169,77.3138,75.4928,76.6648,5773768.0
2021-11-27,77.2169,77.3138,75.4928,76.6648,5773768.0
2021-11-28,77.2169,77.3138,75.4928,76.6648,5773768.0
2021-11-29,77.9046,78.3405,76.4517,77.585,6017570.0
2021-11-30,76.3161,76.6164,74.7954,74.9601,9711569.0
2021-12-01,77.1007,77.769,74.0593,74.1271,6029776.0
2021-12-02,74.8535,77.9724,74.4661,77.6043,8382031.0
2021-12-03,77.9724,78.4567,75.2216,76.0061,7343962.0
2021-12-04,77.9724,78.4567,75.2216,76.0061,7343962.0
2021-12-05,77.9724,78.4567,75.2216,76.0061,7343962.0
2021-12-06,77.1878,78.4373,76.1805,77.8465,4488829.0
2021-12-07,78.7424,79.6384,78.355,78.757,4333055.0
2021-12-08,78.7376,79.3188,77.9821,78.6504,4138323.0
2021-12-09,78.1855,79.251,77.7922,78.1274,3652815.0
2021-12-10,78.6311,78.6311,77.12,78.2727,3864939.0
2021-12-11,78.6311,78.6311,77.12,78.2727,3864939.0
2021-12-12,78.6311,78.6311,77.12,78.2727,3864939.0
2021-12-13,77.953,78.1468,76.3064,76.8876,5057350.0
2021-12-14,76.7713,78.7182,76.5486,78.2533,6068851.0
2021-12-15,78.3598,79.3091,77.0522,79.0379,5307287.0
2021-12-16,80.8782,83.0576,80.3842,81.256,9824999.0
2021-12-17,80.8976,81.5465,79.0572,80.3455,13417275.0
2021-12-18,80.8976,81.5465,79.0572,80.3455,13417275.0
2021-12-19,80.8976,81.5465,79.0572,80.3455,13417275.0
2021-12-20,79.0572,79.0572,76.4808,78.1468,6446464.0
2021-12-21,79.1541,80.6457,79.1541,80.5779,4353457.0
2021-12-22,80.3842,81.8468,80.0162,81.7306,3945238.0
2021-12-23,82.3892,83.2997,82.3699,82.457,3570377.0
2021-12-24,82.3892,83.2997,82.3699,82.457,3570377.0
2021-12-25,82.3892,83.2997,82.3699,82.457,3570377.0
2021-12-26,82.3892,83.2997,82.3699,82.457,3570377.0
2021-12-27,82.6701,83.1254,82.3505,83.1254,2815040.0
2021-12-28,82.9316,83.7162,82.5829,82.8154,2719053.0
2021-12-29,82.8542,83.4547,82.0405,82.2924,4196865.0
2021-12-30,82.4861,83.4835,81.7403,81.8274,3079209.0
2021-12-31,81.7693,82.1277,81.0913,81.4594,3223234.0
2022-01-01,81.7693,82.1277,81.0913,81.4594,3223234.0
2022-01-02,81.7693,82.1277,81.0913,81.4594,3223234.0
2022-01-03,81.9146,83.1641,81.4981,83.0672,6740846.0
2022-01-04,84.2974,87.9974,84.0794,87.1354,12870687.0
2022-01-05,87.1741,87.8134,86.4961,86.5058,9568928.0
2022-01-06,88.0555,88.627,86.6414,87.8909,7941273.0
2022-01-07,87.7068,89.4213,87.271,88.8595,7344303.0
2022-01-08,87.7068,89.4213,87.271,88.8595,7344303.0
2022-01-09,87.7068,89.4213,87.271,88.8595,7344303.0
2022-01-10,88.6028,89.2469,86.1765,88.7723,6821800.0
2022-01-11,89.46,91.1445,88.8498,90.9613,8977729.0
2022-01-12,91.3875,92.0607,90.4383,91.8428,8669066.0
2022-01-13,90.4674,91.775,89.9443,90.448,9123028.0
2022-01-14,90.0799,92.6177,89.6828,92.5305,10057078.0
2022-01-15,90.0799,92.6177,89.6828,92.5305,10057078.0
2022-01-16,90.0799,92.6177,89.6828,92.5305,10057078.0
2022-01-17,90.0799,92.6177,89.6828,92.5305,10057078.0
2022-01-18,91.9299,92.0262,86.8254,89.2663,15344859.0
2022-01-19,90.0799,90.3899,88.1137,88.6367,9110685.0
2022-01-20,89.6247,90.3899,88.5495,88.5592,8791075.0
2022-01-21,88.2105,88.2105,85.5566,86.3992,9773155.0
2022-01-22,88.2105,88.2105,85.5566,86.3992,9773155.0
2022-01-23,88.2105,88.2105,85.5566,86.3992,9773155.0
2022-01-24,83.7356,86.2636,82.5055,85.9246,13314753.0
2022-01-25,84.5298,86.8738,83.0479,85.7503,9155132.0
2022-01-26,87.1644,88.4139,86.2055,87.1838,8703887.0
2022-01-27,88.1476,89.9831,86.2539,86.8835,10986544.0
2022-01-28,86.1668,87.5915,83.4741,86.1183,13898139.0
2022-01-29,86.1668,87.5915,83.4741,86.1183,13898139.0
2022-01-30,86.1668,87.5915,83.4741,86.1183,13898139.0
2022-01-31,85.111,85.4984,82.2536,84.9463,12540953.0
2022-02-01,85.8374,87.5677,84.8301,87.2322,9309094.0
2022-02-02,87.1257,87.8521,85.5275,87.5228,6511675.0
2022-02-03,87.5034,88.7239,85.9634,86.099,7044450.0
2022-02-04,86.1571,90.1477,86.1571,89.0145,8962405.0
2022-02-05,86.1571,90.1477,86.1571,89.0145,8962405.0
2022-02-06,86.1571,90.1477,86.1571,89.0145,8962405.0
2022-02-07,89.6537,90.8935,89.0048,90.2155,5368316.0
2022-02-08,90.8257,92.2835,90.7483,91.9784,8092662.0
2022-02-09,92.637,93.2182,91.2713,91.5522,5545113.0
2022-02-10,90.9067,92.717,89.7953,90.1253,9336373.0
2022-02-11,89.5235,89.9215,85.9127,86.4951,12520333.0
2022-02-12,89.5235,89.9215,85.9127,86.4951,12520333.0
2022-02-13,89.5235,89.9215,85.9127,86.4951,12520333.0
2022-02-14,86.6019,86.7475,83.6996,85.1653,9735814.0
2022-02-15,86.5339,87.7666,86.2912,87.0095,6049649.0
2022-02-16,85.9612,87.2037,85.6506,86.7086,4936635.0
2022-02-17,85.4177,85.7477,83.3915,83.4958,7858223.0
2022-02-18,83.2143,84.3014,82.8357,83.0978,5605858.0
2022-02-19,83.2143,84.3014,82.8357,83.0978,5605858.0
2022-02-20,83.2143,84.3014,82.8357,83.0978,5605858.0
2022-02-21,83.2143,84.3014,82.8357,83.0978,5605858.0
2022-02-22,82.7678,83.7675,81.6515,82.0883,7000746.0
2022-02-23,82.8648,83.9811,79.7684,80.1276,7808669.0
2022-02-24,76.8468,80.1664,75.2452,79.8558,10687544.0
2022-02-25,80.0014,83.9326,79.9577,83.2337,9128136.0
2022-02-26,80.0014,83.9326,79.9577,83.2337,9128136.0
2022-02-27,80.0014,83.9326,79.9577,83.2337,9128136.0
2022-02-28,80.5741,82.9813,80.2149,81.9815,9401633.0
2022-03-01,80.7197,81.1613,74.2648,75.5752,14470726.0
2022-03-02,76.6818,80.1179,76.5022,79.4093,10446946.0
2022-03-03,79.5937,79.8752,77.6912,78.3416,6544672.0
2022-03-04,76.1964,77.2642,75.3811,76.905,6681359.0
2022-03-05,76.1964,77.2642,75.3811,76.905,6681359.0
2022-03-06,76.1964,77.2642,75.3811,76.905,6681359.0
2022-03-07,76.0897,76.9535,73.993,74.1192,7950520.0
2022-03-08,74.886,75.4199,72.44,73.4689,7100697.0
2022-03-09,76.8565,77.8077,75.8664,77.0603,5883873.0
2022-03-10,75.8373,77.4874,75.4296,77.3127,5030951.0
2022-03-11,78.9143,79.254,77.8077,77.8854,6321025.0
2022-03-12,78.9143,79.254,77.8077,77.8854,6321025.0
2022-03-13,78.9143,79.254,77.8077,77.8854,6321025.0
2022-03-14,79.8849,82.3261,79.4287,80.8168,9527055.0
2022-03-15,81.6418,81.9039,79.8849,80.7294,5805358.0
2022-03-16,82.4572,86.3786,82.0883,86.3301,10413458.0
2022-03-17,85.1459,87.1842,84.214,87.1454,6689556.0
2022-03-18,87.3493,88.1064,86.8057,87.359,13003241.0
2022-03-19,87.3493,88.1064,86.8057,87.359,13003241.0
2022-03-20,87.3493,88.1064,86.8057,87.359,13003241.0
2022-03-21,87.4075,87.6793,85.6506,86.398,5782227.0
2022-03-22,87.6113,90.2709,87.6113,89.4944,8382691.0
2022-03-23,88.5529,89.3317,87.1163,87.1163,6159257.0
2022-03-24,87.9511,88.8247,87.2522,88.2617,6164608.0
2022-03-25,87.3493,88.7858,86.6116,88.6791,6895269.0
2022-03-26,87.3493,88.7858,86.6116,88.6791,6895269.0
2022-03-27,87.3493,88.7858,86.6116,88.6791,6895269.0
2022-03-28,88.7664,89.1547,87.985,89.1061,4193961.0
2022-03-29,90.3389,90.4262,88.3587,88.5432,6072606.0
2022-03-30,88.7373,88.8441,85.7865,86.1554,7478276.0
2022-03-31,85.8545,86.1942,81.7195,81.8359,12792343.0
2022-04-01,82.8648,83.0201,80.2926,81.0885,10638933.0
2022-04-02,82.8648,83.0201,80.2926,81.0885,10638933.0
2022-04-03,82.8648,83.0201,80.2926,81.0885,10638933.0
2022-04-04,80.642,81.5447,79.6811,79.8849,9851618.0
2022-04-05,79.8655,81.9233,79.2637,79.4578,8913816.0
2022-04-06,78.8172,80.0693,78.2639,78.4969,7083081.0
2022-04-07,78.0698,78.3222,76.2935,77.6815,8144135.0
2022-04-08,78.3319,79.8655,77.7786,79.2928,6617668.0
2022-04-09,78.3319,79.8655,77.7786,79.2928,6617668.0
2022-04-10,78.3319,79.8655,77.7786,79.2928,6617668.0
2022-04-11,79.2249,81.0206,78.7493,79.1861,5632341.0
2022-04-12,79.2928,80.3314,77.2447,77.7204,7596875.0
2022-04-13,77.7301,81.5787,77.3515,81.37,9598104.0
2022-04-14,81.535,83.0784,80.0402,80.3217,11563040.0
2022-04-15,81.535,83.0784,80.0402,80.3217,11563040.0
2022-04-16,81.535,83.0784,80.0402,80.3217,11563040.0
2022-04-17,81.535,83.0784,80.0402,80.3217,11563040.0
2022-04-18,74.061,74.7404,70.7604,72.7409,24023479.0
2022-04-19,72.838,75.4005,72.7894,74.6434,15361164.0
2022-04-20,75.284,75.8373,74.1095,74.2066,8671310.0
2022-04-21,75.3325,75.9441,68.703,71.1199,18283350.0
2022-04-22,71.149,71.3626,68.1885,68.2565,11945477.0
2022-04-23,71.149,71.3626,68.1885,68.2565,11945477.0
2022-04-24,71.149,71.3626,68.1885,68.2565,11945477.0
2022-04-25,67.5673,68.6544,66.5384,68.2468,9841830.0
2022-04-26,67.7129,68.5283,66.4996,66.5287,8661160.0
2022-04-27,66.9752,68.2727,66.5287,66.5675,6988274.0
2022-04-28,67.1014,67.577,65.5678,67.0917,6481503.0
2022-04-29,66.9752,67.5673,64.2088,64.3836,7744632.0
2022-04-30,66.9752,67.5673,64.2088,64.3836,7744632.0
2022-05-01,66.9752,67.5673,64.2088,64.3836,7744632.0
