,EBAY US Equity,EBAY US Equity,EBAY US Equity,EBAY US Equity,EBAY US Equity
2019-02-19,33.4877,34.0191,33.4052,33.9458,12312123.0
2019-02-20,33.9183,34.1291,33.6114,33.6618,11698695.0
2019-02-21,33.561,34.0145,33.4419,33.8817,8151634.0
2019-02-22,33.8908,34.3581,33.8725,34.3489,6820615.0
2019-02-23,33.8908,34.3581,33.8725,34.3489,6820615.0
2019-02-24,33.8908,34.3581,33.8725,34.3489,6820615.0
2019-02-25,34.5872,34.7154,34.184,34.2115,10147800.0
2019-02-26,34.2115,34.4039,33.955,34.2482,12788049.0
2019-02-27,34.3123,34.8345,34.1565,34.4314,10571082.0
2019-02-28,34.4866,34.4866,34.1187,34.1647,7462772.0
2019-03-01,35.2775,35.9948,34.1923,34.3486,17271812.0
2019-03-02,35.2775,35.9948,34.1923,34.3486,17271812.0
2019-03-03,35.2775,35.9948,34.1923,34.3486,17271812.0
2019-03-04,34.4682,34.5601,33.7509,34.2567,11303952.0
2019-03-05,34.2107,34.4774,34.1279,34.1371,12174375.0
2019-03-06,34.1555,34.5234,33.8428,33.852,10885498.0
2019-03-07,33.7784,33.8198,33.1807,33.3002,14928005.0
2019-03-08,33.1255,33.1255,32.6565,33.0059,16417026.0
2019-03-09,33.1255,33.1255,32.6565,33.0059,16417026.0
2019-03-10,33.1255,33.1255,32.6565,33.0059,16417026.0
2019-03-11,33.0427,33.4198,32.9416,33.337,15306371.0
2019-03-12,33.5117,33.5623,33.2083,33.3646,10660879.0
2019-03-13,33.383,33.7876,33.2542,33.5301,13247760.0
2019-03-14,33.4566,33.6773,33.2634,33.429,10561015.0
2019-03-15,33.429,33.6405,33.1255,33.383,24452525.0
2019-03-16,33.429,33.6405,33.1255,33.383,24452525.0
2019-03-17,33.429,33.6405,33.1255,33.383,24452525.0
2019-03-18,33.3922,33.6405,33.2726,33.3554,9328101.0
2019-03-19,33.5301,34.2107,33.475,33.9072,14686923.0
2019-03-20,33.806,33.944,33.6313,33.7509,11905421.0
2019-03-21,33.7876,34.3854,33.6359,34.2107,10661050.0
2019-03-22,34.0819,34.4314,33.5577,33.7049,8449254.0
2019-03-23,34.0819,34.4314,33.5577,33.7049,8449254.0
2019-03-24,34.0819,34.4314,33.5577,33.7049,8449254.0
2019-03-25,33.6497,33.8474,33.3646,33.7692,5482255.0
2019-03-26,33.9532,34.1095,33.6957,33.9348,7926711.0
2019-03-27,33.9808,34.1125,33.6405,33.8704,8223030.0
2019-03-28,33.9532,34.4222,33.6773,33.8244,9806831.0
2019-03-29,33.9808,34.1831,33.9072,34.1555,8636432.0
2019-03-30,33.9808,34.1831,33.9072,34.1555,8636432.0
2019-03-31,33.9808,34.1831,33.9072,34.1555,8636432.0
2019-04-01,34.4038,34.7349,34.3578,34.6521,6664123.0
2019-04-02,34.7625,35.1119,34.5969,34.8728,7396528.0
2019-04-03,35.1119,35.1671,34.8176,34.9372,10033512.0
2019-04-04,34.836,35.1119,34.7855,34.9924,6372561.0
2019-04-05,35.0476,35.2499,34.7073,34.7992,7907443.0
2019-04-06,35.0476,35.2499,34.7073,34.7992,7907443.0
2019-04-07,35.0476,35.2499,34.7073,34.7992,7907443.0
2019-04-08,34.7533,34.9372,34.6659,34.7717,6982766.0
2019-04-09,34.6153,34.8176,34.4617,34.7165,7140801.0
2019-04-10,34.8176,34.8176,34.4498,34.6889,7057609.0
2019-04-11,34.6061,34.6061,33.0059,33.4014,19483275.0
2019-04-12,33.6497,33.7692,33.0979,33.2634,14267358.0
2019-04-13,33.6497,33.7692,33.0979,33.2634,14267358.0
2019-04-14,33.6497,33.7692,33.0979,33.2634,14267358.0
2019-04-15,33.337,33.5393,33.1255,33.3186,9688267.0
2019-04-16,33.4198,33.6313,33.3646,33.4658,7046383.0
2019-04-17,33.5301,33.7968,32.8496,33.0795,12860194.0
2019-04-18,33.1899,33.268,32.5921,33.0887,12334982.0
2019-04-19,33.1899,33.268,32.5921,33.0887,12334982.0
2019-04-20,33.1899,33.268,32.5921,33.0887,12334982.0
2019-04-21,33.1899,33.268,32.5921,33.0887,12334982.0
2019-04-22,33.0335,33.3186,32.7484,33.2451,7244033.0
2019-04-23,33.1715,33.8336,33.1439,33.7233,14144336.0
2019-04-24,34.9464,35.6315,34.5417,35.4246,21206362.0
2019-04-25,35.2775,35.4154,34.7073,35.0476,7937325.0
2019-04-26,35.1763,35.397,34.9648,35.2775,9212020.0
2019-04-27,35.1763,35.397,34.9648,35.2775,9212020.0
2019-04-28,35.1763,35.397,34.9648,35.2775,9212020.0
2019-04-29,35.2683,35.2959,34.836,35.1763,8028090.0
2019-04-30,35.1947,35.6821,34.9096,35.6361,8321444.0
2019-05-01,35.6637,35.8109,34.7349,34.7625,9686451.0
2019-05-02,34.7533,35.1119,34.5142,34.5693,10378425.0
2019-05-03,34.9004,35.2223,34.8176,35.2039,8774970.0
2019-05-04,34.9004,35.2223,34.8176,35.2039,8774970.0
2019-05-05,34.9004,35.2223,34.8176,35.2039,8774970.0
2019-05-06,34.6153,35.0016,34.5693,34.836,6504651.0
2019-05-07,34.5877,34.8084,34.3615,34.6521,7808465.0
2019-05-08,34.6521,34.7073,34.2934,34.5234,5943712.0
2019-05-09,34.2567,34.8084,33.99,34.5969,6454660.0
2019-05-10,34.4682,34.5601,33.7601,34.3762,8920146.0
2019-05-11,34.4682,34.5601,33.7601,34.3762,8920146.0
2019-05-12,34.4682,34.5601,33.7601,34.3762,8920146.0
2019-05-13,33.6129,33.7876,32.8588,32.9876,12425770.0
2019-05-14,33.0611,34.2613,32.9876,33.8428,11137758.0
2019-05-15,33.6865,34.1923,33.5853,34.0635,7461392.0
2019-05-16,34.1555,34.6153,34.0635,34.2751,8123298.0
2019-05-17,33.9256,34.2751,33.6589,33.9348,9273574.0
2019-05-18,33.9256,34.2751,33.6589,33.9348,9273574.0
2019-05-19,33.9256,34.2751,33.6589,33.9348,9273574.0
2019-05-20,33.5669,33.9808,33.4842,33.6221,7379334.0
2019-05-21,33.7601,33.9072,33.5117,33.6405,6438583.0
2019-05-22,33.5393,33.6497,33.2221,33.3922,7066420.0
2019-05-23,33.1623,33.3738,32.7301,33.0611,8753715.0
2019-05-24,33.2359,33.4566,32.9364,33.2267,5298801.0
2019-05-25,33.2359,33.4566,32.9364,33.2267,5298801.0
2019-05-26,33.2359,33.4566,32.9364,33.2267,5298801.0
2019-05-27,33.2359,33.4566,32.9364,33.2267,5298801.0
2019-05-28,33.3186,33.7325,33.2359,33.3094,7201460.0
2019-05-29,33.0703,33.3186,32.9094,33.1991,7874254.0
2019-05-30,33.3191,33.8823,33.2129,33.5868,6489999.0
2019-05-31,33.2637,33.3652,32.996,33.1714,7261440.0
2019-06-01,33.2637,33.3652,32.996,33.1714,7261440.0
2019-06-02,33.2637,33.3652,32.996,33.1714,7261440.0
2019-06-03,33.0975,33.3145,32.7282,32.8852,9491601.0
2019-06-04,33.116,33.9838,33.0975,33.7345,10785043.0
2019-06-05,34.03,34.0348,33.2729,33.753,11404132.0
2019-06-06,33.7438,33.993,33.6468,33.9838,5982333.0
2019-06-07,34.0946,35.0824,34.0761,34.6301,11904964.0
2019-06-08,34.0946,35.0824,34.0761,34.6301,11904964.0
2019-06-09,34.0946,35.0824,34.0761,34.6301,11904964.0
2019-06-10,34.7685,35.4471,34.667,35.1932,8884296.0
2019-06-11,35.461,35.6271,34.944,35.2948,7350496.0
2019-06-12,35.1748,36.0564,35.1101,36.0241,9266594.0
2019-06-13,36.1164,36.4119,35.9364,36.0057,9103250.0
2019-06-14,36.1349,36.3011,35.8764,35.9226,7550088.0
2019-06-15,36.1349,36.3011,35.8764,35.9226,7550088.0
2019-06-16,36.1349,36.3011,35.8764,35.9226,7550088.0
2019-06-17,35.9503,36.3011,35.7472,36.0149,11564729.0
2019-06-18,36.375,36.8643,36.2226,36.6242,9352761.0
2019-06-19,36.7258,37.132,36.5596,37.0489,6520006.0
2019-06-20,37.4274,37.4367,36.8135,36.855,11852507.0
2019-06-21,36.855,37.1228,36.5873,36.975,20769630.0
2019-06-22,36.855,37.1228,36.5873,36.975,20769630.0
2019-06-23,36.855,37.1228,36.5873,36.975,20769630.0
2019-06-24,36.9473,37.0951,36.5965,36.6612,7365644.0
2019-06-25,36.7258,36.7258,35.9272,36.0241,7833964.0
2019-06-26,36.1257,36.3473,36.0518,36.1903,4739356.0
2019-06-27,36.3288,36.5411,36.2457,36.2734,8254170.0
2019-06-28,36.3103,36.5227,36.1072,36.4673,14763704.0
2019-06-29,36.3103,36.5227,36.1072,36.4673,14763704.0
2019-06-30,36.3103,36.5227,36.1072,36.4673,14763704.0
2019-07-01,36.9012,36.9197,36.5411,36.8273,4899965.0
2019-07-02,36.8458,37.1043,36.6612,37.0027,6368225.0
2019-07-03,37.0489,37.1412,36.7904,36.8366,3419538.0
2019-07-04,37.0489,37.1412,36.7904,36.8366,3419538.0
2019-07-05,36.7073,36.9289,36.4257,36.7442,3862422.0
2019-07-06,36.7073,36.9289,36.4257,36.7442,3862422.0
2019-07-07,36.7073,36.9289,36.4257,36.7442,3862422.0
2019-07-08,36.6612,36.7442,36.375,36.5042,5477034.0
2019-07-09,36.5411,36.9104,36.4811,36.8735,5962887.0
2019-07-10,37.1043,37.2797,36.615,36.9381,5443745.0
2019-07-11,36.7996,36.8735,36.2642,36.5596,5831175.0
2019-07-12,36.6519,37.0212,36.5596,36.9843,5286824.0
2019-07-13,36.6519,37.0212,36.5596,36.9843,5286824.0
2019-07-14,36.6519,37.0212,36.5596,36.9843,5286824.0
2019-07-15,37.012,37.2243,36.6888,37.1782,5660356.0
2019-07-16,37.0304,37.0858,36.5873,36.855,7612411.0
2019-07-17,36.9197,37.9537,35.941,36.0334,15260644.0
2019-07-18,37.949,38.7753,36.0241,36.7165,27081621.0
2019-07-19,36.7904,37.2335,36.4396,37.1228,13045768.0
2019-07-20,36.7904,37.2335,36.4396,37.1228,13045768.0
2019-07-21,36.7904,37.2335,36.4396,37.1228,13045768.0
2019-07-22,37.1689,37.9121,37.0951,37.5474,9627440.0
2019-07-23,37.7413,37.9998,37.5568,37.8798,8740457.0
2019-07-24,37.7321,38.0183,37.6536,37.8798,6391613.0
2019-07-25,37.889,37.9906,37.6088,37.6767,5249386.0
2019-07-26,37.7875,38.2075,37.6859,38.0644,8385628.0
2019-07-27,37.7875,38.2075,37.6859,38.0644,8385628.0
2019-07-28,37.7875,38.2075,37.6859,38.0644,8385628.0
2019-07-29,38.1106,38.4522,37.9629,38.3783,7852000.0
2019-07-30,38.1291,38.3137,37.9167,38.2029,6328012.0
2019-07-31,38.2029,38.3506,37.5105,38.0275,8815028.0
2019-08-01,38.1845,38.7661,37.649,37.9444,10690214.0
2019-08-02,37.7598,37.8152,37.1643,37.4644,6246396.0
2019-08-03,37.7598,37.8152,37.1643,37.4644,6246396.0
2019-08-04,37.7598,37.8152,37.1643,37.4644,6246396.0
2019-08-05,36.9289,37.0766,35.581,35.8303,7702842.0
2019-08-06,36.1995,36.6796,35.8903,36.6427,8461717.0
2019-08-07,36.2088,36.7535,35.8672,36.6704,5576542.0
2019-08-08,36.9289,38.0921,36.892,38.0829,6915770.0
2019-08-09,37.8521,37.9213,37.1043,37.2151,6291080.0
2019-08-10,37.8521,37.9213,37.1043,37.2151,6291080.0
2019-08-11,37.8521,37.9213,37.1043,37.2151,6291080.0
2019-08-12,36.9012,36.975,36.3934,36.6888,4205152.0
2019-08-13,36.8458,37.8752,36.7719,37.8336,5647647.0
2019-08-14,37.012,37.2751,36.5134,36.5965,7416406.0
2019-08-15,36.8366,36.892,36.0472,36.4119,6706491.0
2019-08-16,36.7535,36.9935,36.5873,36.9473,4209567.0
2019-08-17,36.7535,36.9935,36.5873,36.9473,4209567.0
2019-08-18,36.7535,36.9935,36.5873,36.9473,4209567.0
2019-08-19,37.4459,37.6582,37.2243,37.2889,6552088.0
2019-08-20,37.1505,37.252,36.9104,36.9566,5346847.0
2019-08-21,37.3628,37.4182,37.1412,37.2797,5555363.0
2019-08-22,37.4459,37.4551,36.7442,36.9289,4950325.0
2019-08-23,36.7258,36.735,35.5902,35.7287,7527036.0
2019-08-24,36.7258,36.735,35.5902,35.7287,7527036.0
2019-08-25,36.7258,36.735,35.5902,35.7287,7527036.0
2019-08-26,36.1349,36.3934,35.9133,36.375,6570428.0
2019-08-27,36.4765,36.7027,35.7379,36.0057,9124907.0
2019-08-28,35.8856,37.1689,35.8026,37.012,10721240.0
2019-08-29,37.3997,37.6767,37.1874,37.4182,7188226.0
2019-08-30,37.7332,37.7424,37.2236,37.3255,4472721.0
2019-08-31,37.7332,37.7424,37.2236,37.3255,4472721.0
2019-09-01,37.7332,37.7424,37.2236,37.3255,4472721.0
2019-09-02,37.7332,37.7424,37.2236,37.3255,4472721.0
2019-09-03,37.1032,37.4089,36.6909,36.816,5513770.0
2019-09-04,36.7512,36.9411,36.1536,36.7234,7488684.0
2019-09-05,37.0754,37.8536,37.0013,37.798,7084035.0
2019-09-06,37.9277,38.0574,37.3719,37.3997,5724017.0
2019-09-07,37.9277,38.0574,37.3719,37.3997,5724017.0
2019-09-08,37.9277,38.0574,37.3719,37.3997,5724017.0
2019-09-09,37.5479,38.3631,37.4274,38.3539,9029084.0
2019-09-10,38.0296,38.1593,37.0847,37.307,6707584.0
2019-09-11,37.2236,37.2977,36.7558,36.9642,6195900.0
2019-09-12,37.2051,37.5571,37.0106,37.3255,4927009.0
2019-09-13,37.4367,37.798,37.2514,37.3997,5438070.0
2019-09-14,37.4367,37.798,37.2514,37.3997,5438070.0
2019-09-15,37.4367,37.798,37.2514,37.3997,5438070.0
2019-09-16,36.8253,37.4182,36.7512,37.3348,5754402.0
2019-09-17,37.2236,37.6683,36.9036,37.5479,6383044.0
2019-09-18,37.5479,37.6313,36.8531,37.3904,4327600.0
2019-09-19,37.4274,37.798,37.3626,37.4274,4012018.0
2019-09-20,37.5664,37.8629,37.1866,37.3904,12835199.0
2019-09-21,37.5664,37.8629,37.1866,37.3904,12835199.0
2019-09-22,37.5664,37.8629,37.1866,37.3904,12835199.0
2019-09-23,37.3997,37.5016,37.0754,37.2792,5663563.0
2019-09-24,37.4089,37.6822,36.5566,36.6446,7451831.0
2019-09-25,36.0563,36.5937,35.5283,36.3528,12297111.0
2019-09-26,36.2138,36.5751,35.9961,36.061,7378772.0
2019-09-27,35.8618,36.0286,35.2967,35.5468,10701092.0
2019-09-28,35.8618,36.0286,35.2967,35.5468,10701092.0
2019-09-29,35.8618,36.0286,35.2967,35.5468,10701092.0
2019-09-30,35.7321,36.1768,35.5839,36.1119,6208030.0
2019-10-01,36.1212,36.5659,35.6395,35.7043,6826745.0
2019-10-02,35.5283,35.7321,35.1948,35.3615,6425347.0
2019-10-03,35.2504,35.2504,34.6945,35.1577,7239521.0
2019-10-04,35.2874,35.5561,35.167,35.4912,4621488.0
2019-10-05,35.2874,35.5561,35.167,35.4912,4621488.0
2019-10-06,35.2874,35.5561,35.167,35.4912,4621488.0
2019-10-07,35.2411,35.38,34.9817,35.0373,6107767.0
2019-10-08,34.713,34.9493,34.4907,34.5741,7170395.0
2019-10-09,34.852,35.204,34.7594,35.0651,6812376.0
2019-10-10,34.991,35.4449,34.9817,35.1392,7762988.0
2019-10-11,35.6024,36.1212,35.6024,35.7136,5067569.0
2019-10-12,35.6024,36.1212,35.6024,35.7136,5067569.0
2019-10-13,35.6024,36.1212,35.6024,35.7136,5067569.0
2019-10-14,35.7043,35.7877,35.519,35.5375,6924194.0
2019-10-15,35.5468,36.1675,35.5283,36.0193,4813847.0
2019-10-16,35.7969,36.3065,35.7506,36.0563,5319495.0
2019-10-17,36.2787,36.4825,36.1212,36.2138,5693739.0
2019-10-18,36.325,36.4547,35.8896,35.9637,6274307.0
2019-10-19,36.325,36.4547,35.8896,35.9637,6274307.0
2019-10-20,36.325,36.4547,35.8896,35.9637,6274307.0
2019-10-21,36.0934,36.4038,36.0517,36.3713,5136999.0
2019-10-22,36.3435,36.464,36.0193,36.0749,5328739.0
2019-10-23,35.8247,36.4362,35.5375,36.3157,7052283.0
2019-10-24,33.1381,33.9534,32.6008,32.9992,19671708.0
2019-10-25,32.9343,33.3512,32.7954,33.203,14034397.0
2019-10-26,32.9343,33.3512,32.7954,33.203,14034397.0
2019-10-27,32.9343,33.3512,32.7954,33.203,14034397.0
2019-10-28,33.1844,33.5828,33.1844,33.2956,7941681.0
2019-10-29,33.2585,33.5967,33.0918,33.4531,8275441.0
2019-10-30,33.4902,33.5272,33.064,33.2215,5435336.0
2019-10-31,33.064,33.2215,32.5452,32.6564,6921493.0
2019-11-01,32.888,32.9714,32.5081,32.6564,8236505.0
2019-11-02,32.888,32.9714,32.5081,32.6564,8236505.0
2019-11-03,32.888,32.9714,32.5081,32.6564,8236505.0
2019-11-04,32.6564,32.902,32.6193,32.8046,7120136.0
2019-11-05,32.888,33.1242,32.712,32.8695,6434748.0
2019-11-06,33.0084,33.0455,32.6749,32.888,9225831.0
2019-11-07,32.8972,32.9992,32.2163,32.3229,10966158.0
2019-11-08,32.1839,32.6656,32.1283,32.5545,10562742.0
2019-11-09,32.1839,32.6656,32.1283,32.5545,10562742.0
2019-11-10,32.1839,32.6656,32.1283,32.5545,10562742.0
2019-11-11,32.4433,32.7073,32.3599,32.6564,3930645.0
2019-11-12,32.6934,32.7665,32.397,32.4896,6182621.0
2019-11-13,32.2858,32.3599,31.9995,32.0913,6247251.0
2019-11-14,32.0171,32.5128,31.9801,32.3877,6029214.0
2019-11-15,32.7768,32.9575,32.5962,32.6749,6301985.0
2019-11-16,32.7768,32.9575,32.5962,32.6749,6301985.0
2019-11-17,32.7768,32.9575,32.5962,32.6749,6301985.0
2019-11-18,32.5545,32.7953,32.4248,32.5174,7639316.0
2019-11-19,32.6286,32.8046,32.4062,32.4804,5307077.0
2019-11-20,32.4433,32.6564,32.1839,32.2951,9520393.0
2019-11-21,32.3507,32.5637,32.2858,32.3692,5660379.0
2019-11-22,32.3877,32.6378,32.2117,32.5359,6165853.0
2019-11-23,32.3877,32.6378,32.2117,32.5359,6165853.0
2019-11-24,32.3877,32.6378,32.2117,32.5359,6165853.0
2019-11-25,33.8051,33.8422,32.7398,33.2122,14172563.0
2019-11-26,33.0501,33.2585,32.8139,33.1196,8246489.0
2019-11-27,33.1659,33.3697,33.064,33.2122,7535829.0
2019-11-28,33.1659,33.3697,33.064,33.2122,7535829.0
2019-11-29,33.1936,33.3471,32.9751,33.0355,3128855.0
2019-11-30,33.1936,33.3471,32.9751,33.0355,3128855.0
2019-12-01,33.1936,33.3471,32.9751,33.0355,3128855.0
2019-12-02,32.9704,33.1285,32.3752,32.4589,10174590.0
2019-12-03,32.1799,32.4681,32.0498,32.3194,7318011.0
2019-12-04,32.3752,32.7704,32.3752,32.524,7518066.0
2019-12-05,32.4961,32.6356,32.338,32.3566,8119382.0
2019-12-06,32.6728,32.7565,32.3938,32.4217,6547894.0
2019-12-07,32.6728,32.7565,32.3938,32.4217,6547894.0
2019-12-08,32.6728,32.7565,32.3938,32.4217,6547894.0
2019-12-09,32.4124,32.4775,32.1427,32.152,7837303.0
2019-12-10,32.245,32.5519,32.2357,32.2915,6291143.0
2019-12-11,32.2729,32.5426,32.2543,32.4775,7420758.0
2019-12-12,32.4217,32.9797,32.4217,32.8402,5800325.0
2019-12-13,32.8867,33.268,32.789,32.9983,6952181.0
2019-12-14,32.8867,33.268,32.789,32.9983,6952181.0
2019-12-15,32.8867,33.268,32.789,32.9983,6952181.0
2019-12-16,33.082,33.2634,32.9146,32.9239,7241116.0
2019-12-17,32.9611,33.4354,32.803,33.3889,13049151.0
2019-12-18,33.3331,33.4075,32.8588,33.1425,12129157.0
2019-12-19,33.0355,33.5935,33.0355,33.5191,7660208.0
2019-12-20,33.5005,33.7982,33.4075,33.6586,17421648.0
2019-12-21,33.5005,33.7982,33.4075,33.6586,17421648.0
2019-12-22,33.5005,33.7982,33.4075,33.6586,17421648.0
2019-12-23,33.6866,33.9354,33.64,33.6772,5397941.0
2019-12-24,33.6772,33.747,33.5703,33.6772,2129229.0
2019-12-25,33.6772,33.747,33.5703,33.6772,2129229.0
2019-12-26,33.8075,33.9656,33.654,33.7145,4082735.0
2019-12-27,33.8447,33.8577,33.4773,33.547,6606893.0
2019-12-28,33.8447,33.8577,33.4773,33.547,6606893.0
2019-12-29,33.8447,33.8577,33.4773,33.547,6606893.0
2019-12-30,33.64,33.6772,33.2076,33.2913,6535824.0
2019-12-31,33.3052,33.5935,33.0541,33.5842,7437718.0
2020-01-01,33.3052,33.5935,33.0541,33.5842,7437718.0
2020-01-02,33.8633,33.947,33.6121,33.761,4979348.0
2020-01-03,33.4075,33.5749,33.2773,33.4447,3960887.0
2020-01-04,33.4075,33.5749,33.2773,33.4447,3960887.0
2020-01-05,33.4075,33.5749,33.2773,33.4447,3960887.0
2020-01-06,33.2773,33.3145,32.9797,33.2773,5866016.0
2020-01-07,33.175,33.2029,32.8774,33.1285,6868280.0
2020-01-08,33.2122,33.5563,33.082,33.1053,6072582.0
2020-01-09,32.6821,32.9704,32.524,32.7193,10787739.0
2020-01-10,32.7472,32.7658,32.3566,32.4496,5664374.0
2020-01-11,32.7472,32.7658,32.3566,32.4496,5664374.0
2020-01-12,32.7472,32.7658,32.3566,32.4496,5664374.0
2020-01-13,32.4124,32.4496,32.1427,32.3008,7988734.0
2020-01-14,32.245,32.896,32.0962,32.8774,7227472.0
2020-01-15,32.9518,33.2215,32.5937,32.8588,10966043.0
2020-01-16,32.9146,33.4773,32.803,33.4075,6955922.0
2020-01-17,32.8495,33.3889,32.8123,33.3145,12082467.0
2020-01-18,32.8495,33.3889,32.8123,33.3145,12082467.0
2020-01-19,32.8495,33.3889,32.8123,33.3145,12082467.0
2020-01-20,32.8495,33.3889,32.8123,33.3145,12082467.0
2020-01-21,33.1099,33.3517,32.989,33.2215,6925480.0
2020-01-22,33.3052,33.547,33.1332,33.3796,8023517.0
2020-01-23,33.3145,33.4633,33.0588,33.1192,7980240.0
2020-01-24,33.2866,33.2866,32.6449,32.8867,9243579.0
2020-01-25,33.2866,33.2866,32.6449,32.8867,9243579.0
2020-01-26,33.2866,33.2866,32.6449,32.8867,9243579.0
2020-01-27,32.3566,33.2401,32.3194,32.9983,10529174.0
2020-01-28,33.1192,33.9005,33.003,33.6772,15161775.0
2020-01-29,32.603,33.0448,31.9427,32.1613,21463618.0
2020-01-30,31.9566,32.6821,31.8543,32.6077,12420060.0
2020-01-31,32.4217,32.5798,31.1847,31.2126,18541265.0
2020-02-01,32.4217,32.5798,31.1847,31.2126,18541265.0
2020-02-02,32.4217,32.5798,31.1847,31.2126,18541265.0
2020-02-03,31.3893,32.1148,31.3521,31.9846,14939947.0
2020-02-04,32.6449,36.5046,31.9287,34.7933,46298187.0
2020-02-05,34.2818,34.8305,34.0495,34.5282,25896732.0
2020-02-06,35.0909,36.3093,34.9049,35.342,24981566.0
2020-02-07,33.3238,34.2911,33.2959,33.6679,18990660.0
2020-02-08,33.3238,34.2911,33.2959,33.6679,18990660.0
2020-02-09,33.3238,34.2911,33.2959,33.6679,18990660.0
2020-02-10,33.6493,33.6959,33.0076,33.5005,11638086.0
2020-02-11,33.6679,34.1097,33.5377,33.8865,9380297.0
2020-02-12,34.0772,34.877,34.0493,34.5515,11499278.0
2020-02-13,34.4585,34.6631,34.133,34.5887,7317878.0
2020-02-14,34.9421,35.5513,34.7003,35.4723,10998700.0
2020-02-15,34.9421,35.5513,34.7003,35.4723,10998700.0
2020-02-16,34.9421,35.5513,34.7003,35.4723,10998700.0
2020-02-17,34.9421,35.5513,34.7003,35.4723,10998700.0
2020-02-18,35.6025,35.928,35.1188,35.2211,15224169.0
2020-02-19,35.3699,35.3885,34.8956,34.9049,7598473.0
2020-02-20,34.7282,35.2211,34.612,35.0537,8940335.0
2020-02-21,34.7282,36.2163,34.5515,35.5281,14697287.0
2020-02-22,34.7282,36.2163,34.5515,35.5281,14697287.0
2020-02-23,34.7282,36.2163,34.5515,35.5281,14697287.0
2020-02-24,34.9979,35.2211,34.3841,34.6538,18961746.0
2020-02-25,34.7003,34.9933,33.8447,33.9098,15856600.0
2020-02-26,34.2353,34.5794,33.8727,34.1237,11918253.0
2020-02-27,33.6214,33.9005,32.5612,32.5891,16142639.0
2020-02-28,31.851,32.4863,31.4959,32.3648,16824887.0
