,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity
2021-03-01,61.8599,63.753,61.7129,63.2942,1360068.0
2021-03-02,62.9289,64.1988,62.8399,63.8198,1237326.0
2021-03-03,64.2028,65.833,63.9979,65.1739,1753098.0
2021-03-04,65.1115,65.8776,63.3387,64.1761,2047623.0
2021-03-05,64.8264,66.6348,64.2117,66.3765,1633384.0
2021-03-06,64.8264,66.6348,64.2117,66.3765,1633384.0
2021-03-07,64.8264,66.6348,64.2117,66.3765,1633384.0
2021-03-08,67.2317,69.294,66.8932,68.8352,1975972.0
2021-03-09,68.4396,68.9161,67.3519,67.8373,2172118.0
2021-03-10,68.4576,69.5364,67.8823,68.8352,1840793.0
2021-03-11,68.5655,69.3476,68.1648,68.6284,1761174.0
2021-03-12,69.2847,70.0668,69.024,69.923,1348530.0
2021-03-13,69.2847,70.0668,69.024,69.923,1348530.0
2021-03-14,69.2847,70.0668,69.024,69.923,1348530.0
2021-03-15,69.6263,70.0039,68.4127,68.9161,1747370.0
2021-03-16,68.5116,69.1678,68.0576,69.033,1682113.0
2021-03-17,69.3926,69.7432,68.125,69.1678,1647579.0
2021-03-18,69.2847,70.0129,68.9071,69.4465,1705095.0
2021-03-19,69.015,69.5589,68.3408,68.7093,6519720.0
2021-03-20,69.015,69.5589,68.3408,68.7093,6519720.0
2021-03-21,69.015,69.5589,68.3408,68.7093,6519720.0
2021-03-22,68.8891,69.7791,68.107,69.3566,1599891.0
2021-03-23,68.5655,68.8712,67.6485,67.8463,1679665.0
2021-03-24,68.4846,68.9431,67.1811,67.3249,1789294.0
2021-03-25,67.1091,69.024,66.817,68.5835,1772493.0
2021-03-26,68.7543,69.1588,67.1721,67.8913,2997608.0
2021-03-27,68.7543,69.1588,67.1721,67.8913,2997608.0
2021-03-28,68.7543,69.1588,67.1721,67.8913,2997608.0
2021-03-29,67.7924,68.2778,66.0978,67.4058,1828567.0
2021-03-30,67.6395,68.2419,67.1541,67.8283,1620592.0
2021-03-31,67.8553,68.2149,66.6057,66.6597,1902220.0
2021-04-01,66.9293,68.2419,66.5787,68.2419,1961539.0
2021-04-02,66.9293,68.2419,66.5787,68.2419,1961539.0
2021-04-03,66.9293,68.2419,66.5787,68.2419,1961539.0
2021-04-04,66.9293,68.2419,66.5787,68.2419,1961539.0
2021-04-05,68.8442,69.2577,68.2239,68.4396,1560237.0
2021-04-06,68.4127,69.7611,68.2958,69.7432,2397669.0
2021-04-07,69.7611,70.0039,69.006,69.7971,1324116.0
2021-04-08,69.3386,69.9409,68.9071,69.4465,1684580.0
2021-04-09,69.6892,70.2556,69.3206,69.8151,1470549.0
2021-04-10,69.6892,70.2556,69.3206,69.8151,1470549.0
2021-04-11,69.6892,70.2556,69.3206,69.8151,1470549.0
2021-04-12,70.2196,71.3793,69.9409,71.2714,1826448.0
2021-04-13,70.777,71.4288,70.0533,70.6511,2462842.0
2021-04-14,70.9208,71.8108,70.1567,70.6781,1906753.0
2021-04-15,71.1366,72.6469,71.1186,71.4153,2253968.0
2021-04-16,72.0266,72.0536,71.2085,71.6041,1642729.0
2021-04-17,72.0266,72.0536,71.2085,71.6041,1642729.0
2021-04-18,72.0266,72.0536,71.2085,71.6041,1642729.0
2021-04-19,71.6041,71.9277,71.2625,71.2984,2848539.0
2021-04-20,71.9187,72.8087,70.3725,70.8939,2991975.0
2021-04-21,70.4534,72.5929,70.3545,72.4491,2451297.0
2021-04-22,72.1974,72.8537,71.4872,72.4941,3069952.0
2021-04-23,72.8537,73.3031,72.3412,73.0245,2215189.0
2021-04-24,72.8537,73.3031,72.3412,73.0245,2215189.0
2021-04-25,72.8537,73.3031,72.3412,73.0245,2215189.0
2021-04-26,73.3571,73.5818,72.3053,72.584,1608211.0
2021-04-27,72.1255,73.1503,71.7299,73.0424,1880449.0
2021-04-28,73.447,74.0313,72.9885,73.1323,1469511.0
2021-04-29,73.7706,74.8314,73.5189,74.5078,1468642.0
2021-04-30,74.2111,74.274,73.5908,73.9504,1751263.0
2021-05-01,74.2111,74.274,73.5908,73.9504,1751263.0
2021-05-02,74.2111,74.274,73.5908,73.9504,1751263.0
2021-05-03,74.7685,75.6225,74.328,75.0921,1860326.0
2021-05-04,75.1281,75.7214,74.6336,75.1101,1360448.0
2021-05-05,75.0202,75.3618,74.0763,74.7685,1925232.0
2021-05-06,75.236,76.063,74.7235,75.7843,1521230.0
2021-05-07,75.4877,76.7642,75.1551,76.3777,1593524.0
2021-05-08,75.4877,76.7642,75.1551,76.3777,1593524.0
2021-05-09,75.4877,76.7642,75.1551,76.3777,1593524.0
2021-05-10,76.5035,77.6542,76.1619,76.2338,1406097.0
2021-05-11,75.9911,76.5934,74.8134,75.2809,1684352.0
2021-05-12,75.3348,75.7214,73.5009,73.8425,1339536.0
2021-05-13,73.8425,75.4697,73.7526,75.0022,2441248.0
2021-05-14,75.3259,75.5146,74.5078,75.191,2164848.0
2021-05-15,75.3259,75.5146,74.5078,75.191,2164848.0
2021-05-16,75.3259,75.5146,74.5078,75.191,2164848.0
2021-05-17,75.4158,75.7574,74.5797,74.7145,1358699.0
2021-05-18,74.9842,75.227,74.4269,74.4628,1820383.0
2021-05-19,73.8066,74.0583,72.5929,73.8605,2158028.0
2021-05-20,74.1032,74.6336,73.7706,74.274,1683527.0
2021-05-21,74.337,75.191,73.8695,74.5168,1535942.0
2021-05-22,74.337,75.191,73.8695,74.5168,1535942.0
2021-05-23,74.337,75.191,73.8695,74.5168,1535942.0
2021-05-24,74.9393,75.191,74.2836,74.7955,1635041.0
2021-05-25,75.0921,75.4152,73.5009,73.7077,2135906.0
2021-05-26,73.8335,74.2651,73.3481,73.5998,1941360.0
2021-05-27,74.2471,74.6157,73.7526,74.274,3344468.0
2021-05-28,74.319,74.5977,73.3211,73.9324,2540837.0
2021-05-29,74.319,74.5977,73.3211,73.9324,2540837.0
2021-05-30,74.319,74.5977,73.3211,73.9324,2540837.0
2021-05-31,74.319,74.5977,73.3211,73.9324,2540837.0
2021-06-01,74.9033,75.236,73.9324,74.6336,2278815.0
2021-06-02,74.6426,75.0741,73.8695,74.301,1734058.0
2021-06-03,73.8695,74.0853,73.3211,73.8335,2504900.0
2021-06-04,74.0313,74.5617,73.5908,74.4359,1294775.0
2021-06-05,74.0313,74.5617,73.5908,74.4359,1294775.0
2021-06-06,74.0313,74.5617,73.5908,74.4359,1294775.0
2021-06-07,74.9123,74.9753,74.1931,74.4179,1878279.0
2021-06-08,74.2561,75.4247,73.7347,75.227,1168435.0
2021-06-09,75.164,75.6675,74.9932,75.0921,1496348.0
2021-06-10,75.5907,76.1891,75.1374,75.2009,1080430.0
2021-06-11,75.5545,75.9987,75.4003,75.9806,1297417.0
2021-06-12,75.5545,75.9987,75.4003,75.9806,1297417.0
2021-06-13,75.5545,75.9987,75.4003,75.9806,1297417.0
2021-06-14,75.8899,76.2616,74.1946,74.8564,1303995.0
2021-06-15,75.0196,75.8854,75.0196,75.4094,1249896.0
2021-06-16,75.4819,75.772,74.6207,74.9289,1046773.0
2021-06-17,74.9561,75.1737,72.6534,73.2699,1179935.0
2021-06-18,72.4086,72.5355,70.2782,70.3779,2647468.0
2021-06-19,72.4086,72.5355,70.2782,70.3779,2647468.0
2021-06-20,72.4086,72.5355,70.2782,70.3779,2647468.0
2021-06-21,70.8674,72.4812,70.8674,72.3542,1405306.0
2021-06-22,72.4993,72.5083,71.357,71.7287,1225396.0
2021-06-23,71.8193,72.1004,71.4386,71.6652,1012597.0
2021-06-24,71.9463,72.2998,71.5474,72.1638,1020677.0
2021-06-25,72.1457,72.8166,71.9825,72.7441,1233297.0
2021-06-26,72.1457,72.8166,71.9825,72.7441,1233297.0
2021-06-27,72.1457,72.8166,71.9825,72.7441,1233297.0
2021-06-28,72.6715,72.8075,71.0034,71.2029,1383950.0
2021-06-29,71.5292,72.1548,71.1575,71.5474,957346.0
2021-06-30,71.3117,72.6625,71.2391,72.5174,1001314.0
2021-07-01,73.0976,73.8409,72.8438,73.4331,891886.0
2021-07-02,73.6053,73.9861,73.0432,73.3333,870827.0
2021-07-03,73.6053,73.9861,73.0432,73.3333,870827.0
2021-07-04,73.6053,73.9861,73.0432,73.3333,870827.0
2021-07-05,73.6053,73.9861,73.0432,73.3333,870827.0
2021-07-06,72.9888,73.2789,70.9672,71.5111,1436238.0
2021-07-07,70.9672,72.2182,70.9218,71.9281,1003809.0
2021-07-08,70.9128,71.4839,70.3371,70.9944,1330550.0
2021-07-09,71.8919,72.6081,71.6335,72.5718,1520844.0
2021-07-10,71.8919,72.6081,71.6335,72.5718,1520844.0
2021-07-11,71.8919,72.6081,71.6335,72.5718,1520844.0
2021-07-12,71.8375,72.4358,71.2754,72.191,1306986.0
2021-07-13,72.1367,72.318,70.5411,70.6136,1061545.0
2021-07-14,70.9762,71.8919,70.8312,71.4658,1477482.0
2021-07-15,70.7496,71.8828,70.7043,71.1938,1375198.0
2021-07-16,71.502,71.6108,70.1286,70.2147,1354493.0
2021-07-17,71.502,71.6108,70.1286,70.2147,1354493.0
2021-07-18,71.502,71.6108,70.1286,70.2147,1354493.0
2021-07-19,68.8004,69.7614,68.5466,69.2265,3054532.0
2021-07-20,70.3054,70.3054,65.6546,66.2439,4855648.0
2021-07-21,66.4615,68.193,66.3747,66.815,3571346.0
2021-07-22,67.1958,67.223,64.6075,65.2738,2713661.0
2021-07-23,65.5186,65.854,64.5667,65.5458,1657862.0
2021-07-24,65.5186,65.854,64.5667,65.5458,1657862.0
2021-07-25,65.5186,65.854,64.5667,65.5458,1657862.0
2021-07-26,65.6365,66.6065,65.6002,66.4252,2510960.0
2021-07-27,65.8359,66.679,65.2829,66.6065,1106224.0
2021-07-28,66.6881,66.8694,65.369,66.0172,1004366.0
2021-07-29,66.6609,67.3091,66.3527,66.3889,1191842.0
2021-07-30,66.3255,67.1142,65.8087,66.0172,1915099.0
2021-07-31,66.3255,67.1142,65.8087,66.0172,1915099.0
2021-08-01,66.3255,67.1142,65.8087,66.0172,1915099.0
2021-08-02,66.3799,67.6219,66.0716,66.1985,1004449.0
2021-08-03,66.4071,66.4071,64.9837,66.0626,2304074.0
2021-08-04,65.6183,66.2167,64.7299,64.8387,1427558.0
2021-08-05,65.2557,66.7878,65.2557,66.7062,2052841.0
2021-08-06,67.2683,67.7579,66.6881,67.1595,1316811.0
2021-08-07,67.2683,67.7579,66.6881,67.1595,1316811.0
2021-08-08,67.2683,67.7579,66.6881,67.1595,1316811.0
2021-08-09,66.8694,67.077,66.0082,66.4796,1124563.0
2021-08-10,66.6246,68.2927,66.6156,67.8667,899524.0
2021-08-11,67.7941,69.3353,67.5312,69.1268,1200148.0
2021-08-12,69.4169,69.4169,67.912,69.018,1157901.0
2021-08-13,68.9999,69.3534,68.2746,68.4015,720497.0
2021-08-14,68.9999,69.3534,68.2746,68.4015,720497.0
2021-08-15,68.9999,69.3534,68.2746,68.4015,720497.0
2021-08-16,68.0298,68.9546,67.4587,68.6916,1148387.0
2021-08-17,68.2293,68.737,67.1686,67.7125,1271638.0
2021-08-18,67.5131,67.5312,66.117,66.1442,1534413.0
2021-08-19,65.5277,65.7271,64.3038,64.476,1745890.0
2021-08-20,64.3673,64.9837,63.7689,64.9475,2275046.0
2021-08-21,64.3673,64.9837,63.7689,64.9475,2275046.0
2021-08-22,64.3673,64.9837,63.7689,64.9475,2275046.0
2021-08-23,65.428,66.049,65.1469,65.8268,1039804.0
2021-08-24,66.0807,66.4433,65.6365,65.8087,954861.0
2021-08-25,65.6818,66.2023,64.7571,65.7815,1095343.0
2021-08-26,65.7815,65.7815,64.8296,65.0563,962607.0
2021-08-27,65.165,66.4524,65.0835,66.3527,1305226.0
2021-08-28,65.165,66.4524,65.0835,66.3527,1305226.0
2021-08-29,65.165,66.4524,65.0835,66.3527,1305226.0
2021-08-30,66.6881,66.6972,65.3554,65.3917,1189202.0
2021-08-31,65.292,66.4615,65.292,66.3799,1788412.0
2021-09-01,66.7244,66.8241,65.9674,66.534,1022770.0
2021-09-02,66.8966,67.4496,66.5158,67.3952,1177368.0
2021-09-03,67.3952,67.4723,66.398,66.8513,1063672.0
2021-09-04,67.3952,67.4723,66.398,66.8513,1063672.0
2021-09-05,67.3952,67.4723,66.398,66.8513,1063672.0
2021-09-06,67.3952,67.4723,66.398,66.8513,1063672.0
2021-09-07,66.8332,67.3227,66.1351,66.2529,1009572.0
2021-09-08,66.262,66.8694,65.8994,65.9538,985738.0
2021-09-09,65.7181,66.2983,65.156,65.3826,1237392.0
2021-09-10,65.7181,65.7453,64.9293,64.9747,1089911.0
2021-09-11,65.7181,65.7453,64.9293,64.9747,1089911.0
2021-09-12,65.7181,65.7453,64.9293,64.9747,1089911.0
2021-09-13,65.5911,66.0626,65.2195,65.7362,1155546.0
2021-09-14,65.9084,66.1895,65.156,65.6909,1378910.0
2021-09-15,65.6365,67.1505,65.4823,67.0145,1519123.0
2021-09-16,67.1867,67.5122,66.2983,66.4524,1095939.0
2021-09-17,66.3436,67.0417,65.9356,66.262,2135696.0
2021-09-18,66.3436,67.0417,65.9356,66.262,2135696.0
2021-09-19,66.3436,67.0417,65.9356,66.262,2135696.0
2021-09-20,65.548,66.2528,64.9027,65.429,1698390.0
2021-09-21,66.1979,66.6281,64.8066,64.8524,2051945.0
2021-09-22,65.3924,66.8295,65.159,66.3078,2571632.0
2021-09-23,66.9943,67.9645,66.9668,67.8822,2041096.0
2021-09-24,67.9096,68.8158,67.7174,68.4039,1375592.0
2021-09-25,67.9096,68.8158,67.7174,68.4039,1375592.0
2021-09-26,67.9096,68.8158,67.7174,68.4039,1375592.0
2021-09-27,68.8341,69.7403,68.8341,69.3742,1214292.0
2021-09-28,69.4749,69.9875,67.4428,67.6533,1796989.0
2021-09-29,67.7906,68.1476,67.1407,67.3238,1305212.0
2021-09-30,67.5526,67.5526,66.2483,66.3261,1453758.0
2021-10-01,66.5915,68.6419,66.4359,67.8547,1209278.0
2021-10-02,66.5915,68.6419,66.4359,67.8547,1209278.0
2021-10-03,66.5915,68.6419,66.4359,67.8547,1209278.0
2021-10-04,67.5435,68.6144,67.516,67.6442,1465464.0
2021-10-05,68.3856,69.4016,67.6376,69.1545,1392993.0
2021-10-06,68.349,68.9989,67.9279,68.8707,1707114.0
2021-10-07,69.246,69.6671,68.8524,69.0721,2085548.0
2021-10-08,69.4108,69.9051,68.7426,68.8524,836652.0
2021-10-09,69.4108,69.9051,68.7426,68.8524,836652.0
2021-10-10,69.4108,69.9051,68.7426,68.8524,836652.0
2021-10-11,69.0172,69.2781,68.4314,68.8982,1133704.0
2021-10-12,68.8433,69.0446,67.2414,67.5252,1560339.0
2021-10-13,67.3604,68.2117,66.9668,68.0012,1291233.0
2021-10-14,68.706,70.0698,68.6053,70.0058,1658265.0
2021-10-15,70.4543,71.0666,69.9325,70.0881,1502250.0
2021-10-16,70.4543,71.0666,69.9325,70.0881,1502250.0
2021-10-17,70.4543,71.0666,69.9325,70.0881,1502250.0
2021-10-18,69.5939,70.8387,69.2643,69.9417,2101902.0
2021-10-19,70.2438,70.4909,69.4932,69.9966,1929480.0
2021-10-20,67.278,68.5412,65.2093,68.4039,4816514.0
2021-10-21,68.5412,68.5412,65.5938,66.262,2483573.0
2021-10-22,66.3627,66.6647,64.4404,64.953,2539503.0
2021-10-23,66.3627,66.6647,64.4404,64.953,2539503.0
2021-10-24,66.3627,66.6647,64.4404,64.953,2539503.0
2021-10-25,64.8066,65.0171,63.6807,64.2391,2066131.0
2021-10-26,64.4404,65.3695,64.2025,65.0263,1691384.0
2021-10-27,65.0537,65.0629,63.159,63.1773,1300763.0
2021-10-28,63.2505,63.6258,62.7104,63.1773,1584321.0
2021-10-29,63.2734,63.3054,62.0514,62.3168,1714373.0
2021-10-30,63.2734,63.3054,62.0514,62.3168,1714373.0
2021-10-31,63.2734,63.3054,62.0514,62.3168,1714373.0
2021-11-01,62.8569,63.5388,62.7699,63.1223,1249571.0
2021-11-02,62.8844,63.04,61.3374,62.1246,2175994.0
2021-11-03,61.9141,62.7379,60.8065,62.2436,3424124.0
2021-11-04,62.3168,62.5823,61.3145,61.9049,1254995.0
2021-11-05,62.7745,63.1956,62.4633,62.9759,1367661.0
2021-11-06,62.7745,63.1956,62.4633,62.9759,1367661.0
2021-11-07,62.7745,63.1956,62.4633,62.9759,1367661.0
2021-11-08,63.342,63.4793,62.4633,63.1773,1526021.0
2021-11-09,63.0125,63.3375,62.3901,63.1498,1143575.0
2021-11-10,63.1773,64.7883,63.1315,63.3329,887744.0
2021-11-11,63.1864,64.0194,62.7287,63.7082,1550788.0
2021-11-12,63.8821,63.9095,62.5365,63.0949,1202779.0
2021-11-13,63.8821,63.9095,62.5365,63.0949,1202779.0
2021-11-14,63.8821,63.9095,62.5365,63.0949,1202779.0
2021-11-15,63.159,63.9828,62.9393,63.1864,1140332.0
2021-11-16,63.1864,63.1956,62.2528,62.2985,1178966.0
2021-11-17,62.3077,63.5892,62.3077,63.2871,1738223.0
2021-11-18,63.2047,63.4061,61.3878,61.9782,1680014.0
2021-11-19,61.5571,61.8775,60.8019,61.4381,1558771.0
2021-11-20,61.5571,61.8775,60.8019,61.4381,1558771.0
2021-11-21,61.5571,61.8775,60.8019,61.4381,1558771.0
2021-11-22,61.6303,62.4908,61.3374,62.3352,1451704.0
2021-11-23,62.0514,63.6166,62.0514,63.2597,1571738.0
2021-11-24,63.159,63.6166,62.5091,63.104,1770054.0
2021-11-25,63.159,63.6166,62.5091,63.104,1770054.0
2021-11-26,61.1727,62.0422,60.1932,62.0148,1539760.0
2021-11-27,61.1727,62.0422,60.1932,62.0148,1539760.0
2021-11-28,61.1727,62.0422,60.1932,62.0148,1539760.0
2021-11-29,62.3901,62.5228,61.3191,61.7585,2081731.0
2021-11-30,61.2367,62.0056,60.5045,61.612,5212961.0
2021-12-01,62.7471,63.2322,60.9255,60.9347,2497258.0
2021-12-02,61.2642,63.8821,61.1727,63.2413,2632962.0
2021-12-03,63.4519,64.5411,62.9393,63.1956,2654090.0
2021-12-04,63.4519,64.5411,62.9393,63.1956,2654090.0
2021-12-05,63.4519,64.5411,62.9393,63.1956,2654090.0
2021-12-06,64.3489,65.0812,63.7082,63.7448,2152014.0
2021-12-07,64.2116,64.4404,63.8363,63.9645,2032985.0
2021-12-08,64.0926,65.1361,64.0468,64.056,2135783.0
2021-12-09,63.5343,64.77,63.3878,63.8821,1557553.0
2021-12-10,64.3123,65.1453,64.1933,64.9073,2308757.0
2021-12-11,64.3123,65.1453,64.1933,64.9073,2308757.0
2021-12-12,64.3123,65.1453,64.1933,64.9073,2308757.0
2021-12-13,64.6693,65.6579,64.0285,65.2185,2338084.0
2021-12-14,64.9714,66.2528,64.7151,66.0057,3684445.0
2021-12-15,66.1796,66.5686,65.3833,66.4176,2831882.0
2021-12-16,67.095,68.0012,66.8295,67.4519,2657193.0
2021-12-17,67.4611,67.6167,66.4084,66.8478,4007701.0
2021-12-18,67.4611,67.6167,66.4084,66.8478,4007701.0
2021-12-19,67.4611,67.6167,66.4084,66.8478,4007701.0
2021-12-20,65.9144,66.2286,64.7591,65.1195,2033526.0
2021-12-21,65.5724,66.931,65.3598,66.7646,1811284.0
2021-12-22,66.7277,67.0049,65.9698,66.1454,2349076.0
2021-12-23,66.4966,67.0049,66.0114,66.7184,1324198.0
2021-12-24,66.4966,67.0049,66.0114,66.7184,1324198.0
2021-12-25,66.4966,67.0049,66.0114,66.7184,1324198.0
2021-12-26,66.4966,67.0049,66.0114,66.7184,1324198.0
2021-12-27,66.6075,67.4208,66.2979,67.4208,958956.0
2021-12-28,67.1713,68.114,67.0419,67.9569,944191.0
2021-12-29,68.0862,68.4005,67.6703,67.9661,1195318.0
2021-12-30,68.2896,68.8256,68.1093,68.1694,865259.0
2021-12-31,68.0215,68.4005,67.541,67.7166,1141423.0
2022-01-01,68.0215,68.4005,67.541,67.7166,1141423.0
2022-01-02,68.0215,68.4005,67.541,67.7166,1141423.0
2022-01-03,68.0585,68.6408,67.772,68.2896,1531503.0
2022-01-04,68.8718,70.503,68.7748,69.796,1735081.0
2022-01-05,70.2859,71.0899,69.8099,70.0271,2860956.0
2022-01-06,70.5077,71.9587,70.4291,71.8847,2720182.0
2022-01-07,72.0881,73.2341,72.0418,72.4485,2094494.0
2022-01-08,72.0881,73.2341,72.0418,72.4485,2094494.0
2022-01-09,72.0881,73.2341,72.0418,72.4485,2094494.0
2022-01-10,72.564,73.0123,71.3857,71.8662,1941427.0
2022-01-11,72.0141,72.6657,70.9328,71.6444,2249442.0
2022-01-12,71.6075,71.9771,70.5169,71.1638,2483391.0
2022-01-13,71.2655,73.3265,70.942,72.9106,1861089.0
2022-01-14,72.393,73.6315,71.7322,73.5668,1685878.0
2022-01-15,72.393,73.6315,71.7322,73.5668,1685878.0
2022-01-16,72.393,73.6315,71.7322,73.5668,1685878.0
2022-01-17,72.393,73.6315,71.7322,73.5668,1685878.0
2022-01-18,73.2895,73.7701,72.4947,72.9106,2049871.0
2022-01-19,72.8551,72.9291,71.1084,71.1361,1619517.0
2022-01-20,71.1084,71.8662,69.6944,69.8145,1424816.0
2022-01-21,69.5835,70.8589,68.955,69.87,1652193.0
2022-01-22,69.5835,70.8589,68.955,69.87,1652193.0
2022-01-23,69.5835,70.8589,68.955,69.87,1652193.0
2022-01-24,68.8256,70.0918,68.2618,69.8792,1666121.0
2022-01-25,69.0104,70.2027,67.7731,69.7591,1617443.0
2022-01-26,70.2304,70.6093,69.1398,69.8792,1599311.0
2022-01-27,70.369,70.9051,67.3746,67.735,1977688.0
2022-01-28,67.504,68.992,66.9633,68.9735,1212348.0
2022-01-29,67.504,68.992,66.9633,68.9735,1212348.0
2022-01-30,67.504,68.992,66.9633,68.9735,1212348.0
2022-01-31,68.3912,69.8792,68.3912,69.6481,2155908.0
2022-02-01,69.8053,70.8126,69.5095,70.6093,1336164.0
2022-02-02,70.3505,71.7184,70.2674,71.3117,1342878.0
2022-02-03,71.6444,72.2452,70.8404,71.7923,2093387.0
2022-02-04,71.6722,71.9679,70.8034,70.9236,1773251.0
2022-02-05,71.6722,71.9679,70.8034,70.9236,1773251.0
2022-02-06,71.6722,71.9679,70.8034,70.9236,1773251.0
2022-02-07,71.1361,71.9125,70.7664,71.5428,2075867.0
2022-02-08,72.1065,73.3912,71.8524,72.9383,2904666.0
2022-02-09,82.5316,83.6221,79.8791,83.2894,5883368.0
2022-02-10,83.8255,84.6665,79.4909,79.8052,3863626.0
2022-02-11,79.5556,80.0917,77.8551,78.3727,2130282.0
2022-02-12,79.5556,80.0917,77.8551,78.3727,2130282.0
2022-02-13,79.5556,80.0917,77.8551,78.3727,2130282.0
2022-02-14,78.5852,78.7701,77.2174,78.3172,1829040.0
2022-02-15,79.2044,80.3135,79.0381,79.8699,1617971.0
2022-02-16,79.0011,80.4706,78.6915,79.7959,1682835.0
2022-02-17,78.8994,79.1397,77.6148,78.0584,1491368.0
2022-02-18,78.0122,79.2969,77.5316,77.7442,1594450.0
2022-02-19,78.0122,79.2969,77.5316,77.7442,1594450.0
2022-02-20,78.0122,79.2969,77.5316,77.7442,1594450.0
2022-02-21,78.0122,79.2969,77.5316,77.7442,1594450.0
2022-02-22,77.4392,78.5298,77.2359,77.7257,1513456.0
2022-02-23,78.0122,78.1693,76.3764,76.5242,1699766.0
2022-02-24,74.9069,76.1361,74.3061,75.905,2037872.0
2022-02-25,75.942,78.4466,75.942,77.8736,1739490.0
2022-02-26,75.942,78.4466,75.942,77.8736,1739490.0
2022-02-27,75.942,78.4466,75.942,77.8736,1739490.0
2022-02-28,76.478,78.3588,76.1638,77.5316,2138929.0
2022-03-01,76.9679,77.2082,75.1287,75.4429,1518389.0
2022-03-02,76.1915,77.8366,76.1915,77.3838,1514731.0
2022-03-03,77.2544,77.6656,76.0159,76.9032,1728603.0
2022-03-04,75.5446,76.0298,73.3681,73.6869,3482369.0
2022-03-05,75.5446,76.0298,73.3681,73.6869,3482369.0
2022-03-06,75.5446,76.0298,73.3681,73.6869,3482369.0
2022-03-07,73.3172,73.65,69.3154,69.4079,2778489.0
2022-03-08,69.8884,70.979,67.6519,69.2138,2681093.0
2022-03-09,71.3408,72.3204,70.3706,71.7327,1922066.0
2022-03-10,70.6318,72.3484,70.5488,71.7793,2523239.0
2022-03-11,72.6469,72.6469,71.0516,71.1356,1780046.0
2022-03-12,72.6469,72.6469,71.0516,71.1356,1780046.0
2022-03-13,72.6469,72.6469,71.0516,71.1356,1780046.0
2022-03-14,70.9583,74.3635,70.7251,74.2143,3129522.0
2022-03-15,74.3449,75.483,73.9064,75.3151,2154399.0
2022-03-16,75.6976,78.4404,75.567,78.4217,3049521.0
2022-03-17,77.3955,79.7465,77.3955,79.0561,2060757.0
2022-03-18,79.489,79.6812,76.985,78.571,7036483.0
2022-03-19,79.489,79.6812,76.985,78.571,7036483.0
2022-03-20,79.489,79.6812,76.985,78.571,7036483.0
2022-03-21,78.515,79.5133,77.5635,78.1699,1517534.0
2022-03-22,78.7016,79.4946,77.9833,78.4871,1245054.0
2022-03-23,78.0206,78.3285,76.9384,77.013,1151989.0
2022-03-24,77.3396,78.5337,76.9488,78.3564,1252171.0
2022-03-25,78.3098,79.9984,78.2538,79.9331,1377099.0
2022-03-26,78.3098,79.9984,78.2538,79.9331,1377099.0
2022-03-27,78.3098,79.9984,78.2538,79.9331,1377099.0
2022-03-28,79.6346,79.6346,77.9833,79.1214,1266838.0
2022-03-29,79.6252,81.4538,79.4386,80.9593,1464219.0
2022-03-30,80.8567,81.6403,80.4649,80.5488,1223324.0
2022-03-31,80.1197,80.9033,79.1214,79.1867,2060329.0
2022-04-01,80.073,80.157,76.7052,77.153,1944863.0
2022-04-02,80.073,80.157,76.7052,77.153,1944863.0
2022-04-03,80.073,80.157,76.7052,77.153,1944863.0
2022-04-04,76.5746,76.7518,75.1658,76.5372,1651922.0
2022-04-05,76.5746,77.097,75.6603,75.8655,1846220.0
2022-04-06,75.4737,75.6136,74.2586,74.5781,1505363.0
2022-04-07,74.5781,74.5781,72.4883,73.5985,1946586.0
2022-04-08,73.3839,75.1658,72.507,72.6843,2213644.0
2022-04-09,73.3839,75.1658,72.507,72.6843,2213644.0
2022-04-10,73.3839,75.1658,72.507,72.6843,2213644.0
2022-04-11,72.4697,74.1629,72.1805,72.9268,1305571.0
2022-04-12,72.9548,73.8597,72.3484,72.6936,992298.0
2022-04-13,72.5536,73.1694,72.395,72.8708,1709396.0
2022-04-14,73.1227,74.0836,73.0294,73.4119,1710787.0
2022-04-15,73.1227,74.0836,73.0294,73.4119,1710787.0
2022-04-16,73.1227,74.0836,73.0294,73.4119,1710787.0
2022-04-17,73.1227,74.0836,73.0294,73.4119,1710787.0
2022-04-18,73.1787,74.065,72.9641,73.328,1624557.0
2022-04-19,73.7478,75.6696,73.4866,75.3991,2639527.0
2022-04-20,80.2316,81.631,78.5524,78.7576,4109923.0
2022-04-21,79.1028,79.3267,75.5483,75.9588,2277870.0
2022-04-22,75.7349,75.8749,73.6452,73.7105,1577777.0
2022-04-23,75.7349,75.8749,73.6452,73.7105,1577777.0
2022-04-24,75.7349,75.8749,73.6452,73.7105,1577777.0
2022-04-25,73.5239,73.8411,72.5117,73.7944,1527185.0
2022-04-26,73.1974,74.802,73.0014,73.2347,1670689.0
2022-04-27,73.3653,74.1396,72.3671,73.2627,1477035.0
2022-04-28,74.0277,74.3915,72.507,73.3933,1277643.0
2022-04-29,73.244,73.4306,70.8837,71.0236,1387119.0
2022-04-30,73.244,73.4306,70.8837,71.0236,1387119.0
2022-05-01,73.244,73.4306,70.8837,71.0236,1387119.0
2022-05-02,71.658,72.2644,70.3426,71.6394,1153780.0
2022-05-03,71.8539,73.4772,71.4061,72.9641,1426531.0
