,TSCO US Equity,TSCO US Equity,TSCO US Equity,TSCO US Equity,TSCO US Equity
2020-03-05,88.9005,90.1365,86.9078,88.0263,1179214.0
2020-03-06,86.3814,87.2932,84.1443,85.9866,1761030.0
2020-03-07,86.3814,87.2932,84.1443,85.9866,1761030.0
2020-03-08,86.3814,87.2932,84.1443,85.9866,1761030.0
2020-03-09,81.3151,81.4373,72.8461,75.9856,4000585.0
2020-03-10,78.326,81.9167,75.525,81.7287,2606926.0
2020-03-11,78.42,79.9992,77.0759,78.2978,2439960.0
2020-03-12,72.442,76.9631,67.479,71.9156,2929180.0
2020-03-13,75.1584,76.3052,66.8211,71.6336,2399665.0
2020-03-14,75.1584,76.3052,66.8211,71.6336,2399665.0
2020-03-15,75.1584,76.3052,66.8211,71.6336,2399665.0
2020-03-16,66.4357,70.2143,62.8545,63.315,2245344.0
2020-03-17,64.537,66.7929,60.0535,66.3417,3537906.0
2020-03-18,62.9109,68.5788,60.3354,68.1558,2190045.0
2020-03-19,67.4978,75.4592,67.2064,71.8028,2291049.0
2020-03-20,71.267,74.7166,70.0639,71.3516,2447285.0
2020-03-21,71.267,74.7166,70.0639,71.3516,2447285.0
2020-03-22,71.267,74.7166,70.0639,71.3516,2447285.0
2020-03-23,71.784,75.102,70.3177,73.3725,2057736.0
2020-03-24,75.807,79.5574,73.9459,75.2148,2011952.0
2020-03-25,75.2712,77.7621,71.2839,72.3104,1648605.0
2020-03-26,73.0341,78.843,73.0341,78.467,1529610.0
2020-03-27,78.0159,80.5819,77.4566,78.1099,1578406.0
2020-03-28,78.0159,80.5819,77.4566,78.1099,1578406.0
2020-03-29,78.0159,80.5819,77.4566,78.1099,1578406.0
2020-03-30,79.0404,81.3057,77.2169,80.4127,1234836.0
2020-03-31,79.689,81.5783,79.0404,79.4728,1663893.0
2020-04-01,77.7339,82.0107,76.1454,78.9558,1752651.0
2020-04-02,78.0253,81.5031,77.2968,79.0968,1536959.0
2020-04-03,78.7866,79.8206,74.4676,74.726,1471731.0
2020-04-04,78.7866,79.8206,74.4676,74.726,1471731.0
2020-04-05,78.7866,79.8206,74.4676,74.726,1471731.0
2020-04-06,77.6305,83.0634,77.1135,82.678,2515769.0
2020-04-07,84.6143,85.3005,80.5631,81.2963,2934927.0
2020-04-08,81.8791,85.7329,80.1026,85.2535,2432245.0
2020-04-09,86.748,86.748,82.5558,82.9318,1986881.0
2020-04-10,86.748,86.748,82.5558,82.9318,1986881.0
2020-04-11,86.748,86.748,82.5558,82.9318,1986881.0
2020-04-12,86.748,86.748,82.5558,82.9318,1986881.0
2020-04-13,82.866,84.4921,81.2399,84.2853,1417516.0
2020-04-14,84.2007,87.9417,84.0691,87.3778,1361112.0
2020-04-15,83.4676,86.4284,82.9976,85.2911,1341057.0
2020-04-16,86.4378,86.5938,84.2759,85.7235,1355447.0
2020-04-17,87.5282,88.3459,84.9809,87.1522,1311245.0
2020-04-18,87.5282,88.3459,84.9809,87.1522,1311245.0
2020-04-19,87.5282,88.3459,84.9809,87.1522,1311245.0
2020-04-20,85.9302,88.6937,85.0091,87.8195,1581756.0
2020-04-21,85.949,88.7689,85.9302,87.5376,1511891.0
2020-04-22,88.4587,90.6112,87.0676,89.6994,2055459.0
2020-04-23,89.6712,91.4196,87.5188,89.3705,2375032.0
2020-04-24,91.1752,95.8843,90.2916,95.8561,3173429.0
2020-04-25,91.1752,95.8843,90.2916,95.8561,3173429.0
2020-04-26,91.1752,95.8843,90.2916,95.8561,3173429.0
2020-04-27,96.9841,98.6948,95.3109,96.8995,2162034.0
2020-04-28,98.4692,98.6948,96.5705,96.7585,1775276.0
2020-04-29,96.8055,97.8273,94.888,95.0478,1766566.0
2020-04-30,93.995,95.8749,93.0927,95.3391,1393170.0
2020-05-01,93.6566,96.3167,93.5626,95.9595,1055887.0
2020-05-02,93.6566,96.3167,93.5626,95.9595,1055887.0
2020-05-03,93.6566,96.3167,93.5626,95.9595,1055887.0
2020-05-04,96.0065,97.2754,95.4989,96.2885,889894.0
2020-05-05,97.4728,99.1083,97.1506,98.7888,1956262.0
2020-05-06,99.7381,99.8509,98.5162,98.7418,996600.0
2020-05-07,99.6911,101.007,98.676,98.8546,1145000.0
2020-05-08,100.1423,101.3454,99.1459,100.7721,933149.0
2020-05-09,100.1423,101.3454,99.1459,100.7721,933149.0
2020-05-10,100.1423,101.3454,99.1459,100.7721,933149.0
2020-05-11,100.7533,103.1971,99.9261,102.5298,1259648.0
2020-05-12,103.2253,103.4885,101.2232,101.2608,992558.0
2020-05-13,100.9412,101.9094,98.6478,100.1047,1563238.0
2020-05-14,99.4091,100.5653,98.6008,100.4149,1156053.0
2020-05-15,100.6781,105.2556,100.3491,105.0112,3365943.0
2020-05-16,100.6781,105.2556,100.3491,105.0112,3365943.0
2020-05-17,100.6781,105.2556,100.3491,105.0112,3365943.0
2020-05-18,106.1674,107.0509,102.7272,103.1689,1746251.0
2020-05-19,102.6426,104.8702,100.8473,102.511,1552082.0
2020-05-20,103.1031,104.0149,100.5841,101.3172,1556383.0
2020-05-21,101.8154,102.8399,101.1398,102.4076,1120135.0
2020-05-22,103.3976,105.6514,102.7376,105.4722,1383690.0
2020-05-23,103.3976,105.6514,102.7376,105.4722,1383690.0
2020-05-24,103.3976,105.6514,102.7376,105.4722,1383690.0
2020-05-25,103.3976,105.6514,102.7376,105.4722,1383690.0
2020-05-26,106.7075,106.8961,104.5764,104.8687,1477168.0
2020-05-27,109.197,113.4781,106.2554,112.9312,4115957.0
2020-05-28,113.7704,114.8077,111.5073,112.1956,2259776.0
2020-05-29,112.1202,115.5338,111.582,115.0623,2553837.0
2020-05-30,112.1202,115.5338,111.582,115.0623,2553837.0
2020-05-31,112.1202,115.5338,111.582,115.0623,2553837.0
2020-06-01,115.0906,117.3349,115.0906,115.6658,1563909.0
2020-06-02,114.3739,116.854,114.1853,116.7031,1291123.0
2020-06-03,116.9294,116.9388,114.2891,115.8638,1426307.0
2020-06-04,115.7507,117.0614,113.9119,115.4018,1601166.0
2020-06-05,116.92,117.118,113.9543,115.166,1556143.0
2020-06-06,116.92,117.118,113.9543,115.166,1556143.0
2020-06-07,116.92,117.118,113.9543,115.166,1556143.0
2020-06-08,113.4309,115.2698,112.6766,115.2698,1417596.0
2020-06-09,115.0434,116.0185,114.3456,115.4583,987555.0
2020-06-10,116.3542,117.0331,113.7233,114.3739,792047.0
2020-06-11,113.4027,116.2882,111.8467,112.4125,1482247.0
2020-06-12,113.3932,114.8831,110.4606,111.6959,937038.0
2020-06-13,113.3932,114.8831,110.4606,111.6959,937038.0
2020-06-14,113.3932,114.8831,110.4606,111.6959,937038.0
2020-06-15,110.0174,115.0812,109.5082,114.5437,1266560.0
2020-06-16,115.8921,116.9105,114.0627,116.7785,1211665.0
2020-06-17,117.5518,118.7681,116.9294,117.6838,1201277.0
2020-06-18,117.8724,118.9002,117.1463,118.4759,1146070.0
2020-06-19,120.2958,121.0596,116.7785,120.3901,2536013.0
2020-06-20,120.2958,121.0596,116.7785,120.3901,2536013.0
2020-06-21,120.2958,121.0596,116.7785,120.3901,2536013.0
2020-06-22,119.5132,123.3322,119.0322,122.6816,1233743.0
2020-06-23,122.7853,124.3695,121.6632,121.8848,1795091.0
2020-06-24,119.4754,124.1903,119.4754,123.8509,1704654.0
2020-06-25,123.9452,123.9452,121.2774,123.3605,831250.0
2020-06-26,123.5208,124.8033,121.6632,122.5684,1646783.0
2020-06-27,123.5208,124.8033,121.6632,122.5684,1646783.0
2020-06-28,123.5208,124.8033,121.6632,122.5684,1646783.0
2020-06-29,122.5873,125.1286,122.0686,124.1055,1071988.0
2020-06-30,124.8787,125.222,122.9739,124.2752,978966.0
2020-07-01,124.6241,125.85,123.2379,125.1145,905059.0
2020-07-02,126.6421,127.2079,124.3696,124.8976,721218.0
2020-07-03,126.6421,127.2079,124.3696,124.8976,721218.0
2020-07-04,126.6421,127.2079,124.3696,124.8976,721218.0
2020-07-05,126.6421,127.2079,124.3696,124.8976,721218.0
2020-07-06,126.6044,126.8307,125.3408,126.1329,588527.0
2020-07-07,125.5859,127.7029,125.3219,126.5761,823557.0
2020-07-08,126.5006,127.9623,125.3738,127.8774,734555.0
2020-07-09,128.7166,130.1877,127.453,129.8482,976631.0
2020-07-10,129.8482,130.744,128.2451,130.5272,651532.0
2020-07-11,129.8482,130.744,128.2451,130.5272,651532.0
2020-07-12,129.8482,130.744,128.2451,130.5272,651532.0
2020-07-13,131.3475,132.96,127.4908,127.8491,858054.0
2020-07-14,127.8491,131.7672,126.8967,131.6964,921139.0
2020-07-15,133.4221,133.7616,130.4706,131.2627,1411893.0
2020-07-16,131.159,134.4499,131.159,134.0445,1538295.0
2020-07-17,135.3646,135.4967,132.2245,132.7432,1325592.0
2020-07-18,135.3646,135.4967,132.2245,132.7432,1325592.0
2020-07-19,135.3646,135.4967,132.2245,132.7432,1325592.0
2020-07-20,133.903,137.3638,133.0921,136.4396,1374478.0
2020-07-21,135.9021,136.6942,132.0653,135.8078,1769034.0
2020-07-22,136.2133,138.0427,135.8078,137.6278,1683607.0
2020-07-23,143.9363,145.6714,136.0294,137.6749,3307572.0
2020-07-24,135.1855,138.3727,133.8186,138.1747,1662795.0
2020-07-25,135.1855,138.3727,133.8186,138.1747,1662795.0
2020-07-26,135.1855,138.3727,133.8186,138.1747,1662795.0
2020-07-27,139.4194,139.4949,134.3745,134.846,1618474.0
2020-07-28,134.6103,136.2888,133.7144,134.912,1320087.0
2020-07-29,135.723,138.1464,135.5202,137.1657,1496169.0
2020-07-30,135.7984,136.7885,134.6574,135.242,875656.0
2020-07-31,136.4491,136.4491,132.7903,134.6008,1466315.0
2020-08-01,136.4491,136.4491,132.7903,134.6008,1466315.0
2020-08-02,136.4491,136.4491,132.7903,134.6008,1466315.0
2020-08-03,135.5532,139.7589,135.2279,139.014,1911383.0
2020-08-04,138.4105,140.2021,137.6782,139.7778,1094339.0
2020-08-05,139.9569,140.3341,137.2129,138.8348,1024105.0
2020-08-06,139.3063,140.2776,137.8635,139.6929,1036411.0
2020-08-07,139.41,141.3337,139.2214,139.6552,992328.0
2020-08-08,139.41,141.3337,139.2214,139.6552,992328.0
2020-08-09,139.41,141.3337,139.2214,139.6552,992328.0
2020-08-10,139.8626,139.9098,137.873,138.7594,735406.0
2020-08-11,139.5703,139.8438,135.6004,136.8357,1175731.0
2020-08-12,137.6749,140.683,136.5245,140.5793,1548137.0
2020-08-13,140.1173,141.5223,139.3251,140.2304,980265.0
2020-08-14,139.7589,141.6166,139.2356,140.1267,759952.0
2020-08-15,139.7589,141.6166,139.2356,140.1267,759952.0
2020-08-16,139.7589,141.6166,139.2356,140.1267,759952.0
2020-08-17,140.4473,144.9076,140.2827,144.8227,1050154.0
2020-08-18,145.5677,146.3975,142.5784,144.2946,891378.0
2020-08-19,144.2852,145.4922,143.7289,145.1433,982764.0
2020-08-20,144.1626,145.6714,143.2291,143.644,1124510.0
2020-08-21,144.3153,146.712,143.7102,144.9204,1438489.0
2020-08-22,144.3153,146.712,143.7102,144.9204,1438489.0
2020-08-23,144.3153,146.712,143.7102,144.9204,1438489.0
2020-08-24,146.244,146.2629,143.6156,145.1473,970425.0
2020-08-25,145.3931,145.5917,143.748,144.9109,1579239.0
2020-08-26,144.8164,146.4331,143.7669,146.1968,1111345.0
2020-08-27,146.244,147.0751,141.3465,142.7836,1355088.0
2020-08-28,142.5284,142.9869,138.5385,138.8978,1441804.0
2020-08-29,142.5284,142.9869,138.5385,138.8978,1441804.0
2020-08-30,142.5284,142.9869,138.5385,138.8978,1441804.0
2020-08-31,138.9829,141.044,137.3945,140.7131,2248312.0
2020-09-01,140.4956,143.4975,140.2025,140.8927,1408570.0
2020-09-02,141.2425,142.4527,139.0491,141.4411,1176066.0
2020-09-03,139.5691,140.3443,135.7967,137.6403,1537932.0
2020-09-04,137.6592,138.5102,133.0454,134.3312,1365130.0
2020-09-05,137.6592,138.5102,133.0454,134.3312,1365130.0
2020-09-06,137.6592,138.5102,133.0454,134.3312,1365130.0
2020-09-07,137.6592,138.5102,133.0454,134.3312,1365130.0
2020-09-08,132.2417,133.7923,128.5923,129.3014,1594099.0
2020-09-09,131.0032,134.3548,130.7479,133.8585,1077237.0
2020-09-10,133.8585,134.9836,129.9726,130.2846,1129193.0
2020-09-11,130.9086,132.4592,129.6417,130.1428,849893.0
2020-09-12,130.9086,132.4592,129.6417,130.1428,849893.0
2020-09-13,130.9086,132.4592,129.6417,130.1428,849893.0
2020-09-14,131.3341,132.5821,130.5966,130.6061,950147.0
2020-09-15,131.2868,133.7356,131.1261,133.1967,1050603.0
2020-09-16,133.6316,133.8301,130.4548,130.7101,918470.0
2020-09-17,129.0839,131.6094,128.5907,130.6155,840746.0
2020-09-18,130.9275,132.7807,129.1217,130.5777,1535107.0
2020-09-19,130.9275,132.7807,129.1217,130.5777,1535107.0
2020-09-20,130.9275,132.7807,129.1217,130.5777,1535107.0
2020-09-21,130.001,131.8446,129.1217,130.053,1079789.0
2020-09-22,130.3981,134.0192,129.3864,133.8868,1063803.0
2020-09-23,133.953,135.721,131.6839,132.2985,1105043.0
2020-09-24,131.4286,132.9225,130.4832,130.7195,828227.0
2020-09-25,130.8235,131.9581,129.2635,131.6177,1702808.0
2020-09-26,130.8235,131.9581,129.2635,131.6177,1702808.0
2020-09-27,130.8235,131.9581,129.2635,131.6177,1702808.0
2020-09-28,132.9319,134.2839,131.8257,134.2745,964870.0
2020-09-29,134.161,135.1207,133.1399,133.2912,950637.0
2020-09-30,133.9058,136.9312,133.3857,135.5225,1551665.0
2020-10-01,135.8723,136.9123,133.8018,134.3028,1385854.0
2020-10-02,132.9603,134.5723,132.4781,132.9508,925209.0
2020-10-03,132.9603,134.5723,132.4781,132.9508,925209.0
2020-10-04,132.9603,134.5723,132.4781,132.9508,925209.0
2020-10-05,133.7828,136.6381,133.4803,136.5247,973542.0
2020-10-06,136.4396,137.0636,133.4141,134.0381,991187.0
2020-10-07,134.4636,139.3563,134.4636,137.8389,1294459.0
2020-10-08,138.1603,141.5355,137.2811,141.0818,1024873.0
2020-10-09,141.9044,143.8898,140.5541,141.7531,900460.0
2020-10-10,141.9044,143.8898,140.5541,141.7531,900460.0
2020-10-11,141.9044,143.8898,140.5541,141.7531,900460.0
2020-10-12,143.2375,144.5611,142.0273,142.708,1406469.0
2020-10-13,142.1975,145.0149,142.1975,144.58,1131325.0
2020-10-14,144.7691,148.5037,142.5662,143.6062,1471608.0
2020-10-15,142.6702,145.4403,142.2447,143.8047,1150429.0
2020-10-16,144.0978,145.8091,143.3131,144.7407,2280532.0
2020-10-17,144.0978,145.8091,143.3131,144.7407,2280532.0
2020-10-18,144.0978,145.8091,143.3131,144.7407,2280532.0
2020-10-19,145.8375,146.5466,142.4149,142.7458,1222492.0
2020-10-20,143.3604,144.1735,140.6942,141.5356,1159683.0
2020-10-21,141.9895,142.9822,140.4294,140.9873,1243017.0
2020-10-22,134.3407,134.5581,128.6798,129.5472,4413914.0
2020-10-23,130.1712,132.6294,128.8381,132.1945,1948454.0
2020-10-24,130.1712,132.6294,128.8381,132.1945,1948454.0
2020-10-25,130.1712,132.6294,128.8381,132.1945,1948454.0
2020-10-26,131.3341,132.1283,126.8242,128.441,1638492.0
2020-10-27,129.1595,130.1312,126.7959,126.8432,1345639.0
2020-10-28,125.1791,128.4693,124.073,125.3304,1281046.0
2020-10-29,125.3304,126.8242,123.7893,125.7653,1265593.0
2020-10-30,125.4155,126.3232,123.8555,125.945,1393758.0
2020-10-31,125.4155,126.3232,123.8555,125.945,1393758.0
2020-11-01,125.4155,126.3232,123.8555,125.945,1393758.0
2020-11-02,127.2592,128.4079,124.3692,126.1246,1321130.0
2020-11-03,127.6373,129.8686,127.2043,128.5733,1250460.0
2020-11-04,130.0483,130.8992,127.9777,128.4221,1508530.0
2020-11-05,129.4526,132.6388,128.8759,131.4003,1270125.0
2020-11-06,131.3246,133.1777,129.689,132.7901,847982.0
2020-11-07,131.3246,133.1777,129.689,132.7901,847982.0
2020-11-08,131.3246,133.1777,129.689,132.7901,847982.0
2020-11-09,128.0628,129.5188,122.5129,122.5318,2225985.0
2020-11-10,121.2177,123.2419,120.8112,122.7493,1971988.0
2020-11-11,124.5173,126.5312,124.2526,125.7842,954274.0
2020-11-12,125.6613,126.3042,121.9835,123.6759,1141396.0
2020-11-13,124.3282,125.8126,123.0897,124.782,1002636.0
2020-11-14,124.3282,125.8126,123.0897,124.782,1002636.0
2020-11-15,124.3282,125.8126,123.0897,124.782,1002636.0
2020-11-16,124.7726,125.8788,123.8366,125.5762,1918239.0
2020-11-17,124.8766,126.8892,123.969,124.4984,1459434.0
2020-11-18,124.801,125.3304,121.1137,121.4162,1486081.0
2020-11-19,121.454,124.5977,121.0191,124.0919,1248223.0
2020-11-20,123.3332,124.6135,121.7874,123.0013,1324526.0
2020-11-21,123.3332,124.6135,121.7874,123.0013,1324526.0
2020-11-22,123.3332,124.6135,121.7874,123.0013,1324526.0
2020-11-23,123.5229,127.9517,123.5039,126.9654,1913374.0
2020-11-24,128.1509,128.7388,126.224,127.0982,1695392.0
2020-11-25,126.9749,127.6293,125.3342,126.9844,1231081.0
2020-11-26,126.9749,127.6293,125.3342,126.9844,1231081.0
2020-11-27,128.0181,132.3615,127.4017,132.1719,1116622.0
2020-11-28,128.0181,132.3615,127.4017,132.1719,1116622.0
2020-11-29,128.0181,132.3615,127.4017,132.1719,1116622.0
2020-11-30,131.6787,134.0686,130.4269,133.5375,2894785.0
2020-12-01,133.5754,136.2119,131.508,132.4564,1349328.0
2020-12-02,132.4564,132.7219,129.6018,129.7062,1006031.0
2020-12-03,129.213,130.0997,126.7094,127.8379,1052646.0
2020-12-04,128.625,129.0613,126.7757,127.4396,1053258.0
2020-12-05,128.625,129.0613,126.7757,127.4396,1053258.0
2020-12-06,128.625,129.0613,126.7757,127.4396,1053258.0
2020-12-07,127.7051,130.645,127.2025,130.1329,1424055.0
2020-12-08,129.9148,130.5028,128.075,129.507,983608.0
2020-12-09,128.9759,130.2846,127.1978,128.5776,881028.0
2020-12-10,128.3879,129.6587,126.6999,128.9285,750171.0
2020-12-11,128.3216,131.8494,128.1983,131.4985,1158511.0
2020-12-12,128.3216,131.8494,128.1983,131.4985,1158511.0
2020-12-13,128.3216,131.8494,128.1983,131.4985,1158511.0
2020-12-14,132.2477,134.3009,131.7072,133.272,1332278.0
2020-12-15,133.7746,135.529,132.9306,133.841,1035072.0
2020-12-16,133.8599,137.3404,133.8599,136.7809,1111651.0
2020-12-17,137.2835,138.6301,136.3778,137.9948,1861516.0
2020-12-18,139.0854,140.0622,137.8146,139.4837,2318105.0
2020-12-19,139.0854,140.0622,137.8146,139.4837,2318105.0
2020-12-20,139.0854,140.0622,137.8146,139.4837,2318105.0
2020-12-21,137.7482,141.6222,136.3351,140.9915,1166871.0
2020-12-22,140.8208,142.9072,140.3372,142.0347,1299021.0
2020-12-23,142.0632,142.5658,138.4215,139.313,835908.0
2020-12-24,139.4268,140.3562,138.6586,139.294,369145.0
2020-12-25,139.4268,140.3562,138.6586,139.294,369145.0
2020-12-26,139.4268,140.3562,138.6586,139.294,369145.0
2020-12-27,139.4268,140.3562,138.6586,139.294,369145.0
2020-12-28,140.2898,140.4557,135.8799,135.8894,764125.0
2020-12-29,136.5438,137.2456,133.841,135.6144,828800.0
2020-12-30,136.0032,137.2361,134.4195,135.3868,629393.0
2020-12-31,135.823,135.823,133.1961,133.3194,713750.0
2021-01-01,135.823,135.823,133.1961,133.3194,713750.0
2021-01-02,135.823,135.823,133.1961,133.3194,713750.0
2021-01-03,135.823,135.823,133.1961,133.3194,713750.0
2021-01-04,133.6228,134.3341,131.0054,132.4943,1398356.0
2021-01-05,132.0296,133.528,131.0718,133.4237,856777.0
2021-01-06,132.1529,138.412,131.5697,138.3362,1102877.0
2021-01-07,138.1512,139.9247,137.587,139.5216,919172.0
2021-01-08,139.5595,141.7407,138.2224,141.5985,1069901.0
2021-01-09,139.5595,141.7407,138.2224,141.5985,1069901.0
2021-01-10,139.5595,141.7407,138.2224,141.5985,1069901.0
2021-01-11,141.1528,143.7513,139.4268,141.7787,1307647.0
2021-01-12,141.4752,144.2444,141.2761,143.9125,1127263.0
2021-01-13,144.6143,146.1696,142.9641,145.2686,1630238.0
2021-01-14,145.629,148.9672,145.4725,148.3602,1534092.0
2021-01-15,148.3982,152.5235,148.2085,149.3465,1850319.0
2021-01-16,148.3982,152.5235,148.2085,149.3465,1850319.0
2021-01-17,148.3982,152.5235,148.2085,149.3465,1850319.0
2021-01-18,148.3982,152.5235,148.2085,149.3465,1850319.0
2021-01-19,150.3233,151.1105,148.6116,149.3181,1207645.0
2021-01-20,149.4319,149.4319,146.1411,147.3265,948466.0
2021-01-21,147.3692,149.8297,146.9093,147.1653,750760.0
2021-01-22,147.6679,149.2138,146.2265,147.5826,1239601.0
2021-01-23,147.6679,149.2138,146.2265,147.5826,1239601.0
2021-01-24,147.6679,149.2138,146.2265,147.5826,1239601.0
2021-01-25,148.1326,150.3518,147.4688,148.0757,1154927.0
2021-01-26,148.1801,148.8913,143.2866,144.0452,1058557.0
2021-01-27,143.9077,147.4119,138.9432,145.7807,2174739.0
2021-01-28,142.471,147.4119,137.9758,141.7218,2115557.0
2021-01-29,142.5279,143.1348,134.2677,134.4195,2122197.0
2021-01-30,142.5279,143.1348,134.2677,134.4195,2122197.0
2021-01-31,142.5279,143.1348,134.2677,134.4195,2122197.0
2021-02-01,134.7988,138.1655,131.9253,132.5038,1430940.0
2021-02-02,132.7978,137.0925,132.6745,135.7851,1570965.0
2021-02-03,135.9463,139.0285,135.6239,137.4542,1052750.0
2021-02-04,138.0137,139.1328,136.961,138.6871,1107477.0
2021-02-05,138.6681,144.4056,138.6681,143.6754,1471489.0
2021-02-06,138.6681,144.4056,138.6681,143.6754,1471489.0
2021-02-07,138.6681,144.4056,138.6681,143.6754,1471489.0
2021-02-08,145.8471,149.4509,145.4867,149.1284,1599987.0
2021-02-09,148.8155,152.2174,148.3413,150.3139,1646599.0
2021-02-10,151.5657,151.6036,146.3881,148.3697,1242274.0
2021-02-11,148.9387,152.6373,148.6448,149.2043,1535653.0
2021-02-12,149.4698,152.0304,149.4698,151.67,945451.0
2021-02-13,149.4698,152.0304,149.4698,151.67,945451.0
2021-02-14,149.4698,152.0304,149.4698,151.67,945451.0
2021-02-15,149.4698,152.0304,149.4698,151.67,945451.0
2021-02-16,152.0683,154.9608,151.3665,153.5762,1410957.0
2021-02-17,154.4771,163.2494,154.4771,161.457,2015377.0
2021-02-18,160.2716,164.4111,159.124,163.0123,1559632.0
2021-02-19,163.973,165.2857,161.4047,162.9837,1277738.0
2021-02-20,163.973,165.2857,161.4047,162.9837,1277738.0
2021-02-21,163.973,165.2857,161.4047,162.9837,1277738.0
2021-02-22,160.7198,161.7091,156.6105,156.8958,1415889.0
2021-02-23,155.45,157.985,150.4465,157.1432,1328087.0
2021-02-24,157.6949,158.7891,152.9102,153.2241,1471045.0
2021-02-25,154.2419,156.3251,152.4393,153.3192,1241744.0
2021-02-26,153.947,154.4512,150.4132,151.2075,1578422.0
2021-02-27,153.947,154.4512,150.4132,151.2075,1578422.0
2021-02-28,153.947,154.4512,150.4132,151.2075,1578422.0
2021-03-01,152.4917,155.878,152.1397,154.6129,1182366.0
2021-03-02,155.2027,155.6783,150.5702,151.1599,980728.0
2021-03-03,151.6641,153.6997,147.4406,147.5167,1405949.0
2021-03-04,147.1648,147.5738,141.191,144.3111,1422987.0
2021-03-05,145.4716,148.3538,141.5287,148.2206,849971.0
2021-03-06,145.4716,148.3538,141.5287,148.2206,849971.0
2021-03-07,145.4716,148.3538,141.5287,148.2206,849971.0
2021-03-08,149.267,154.7936,148.4251,153.148,1365582.0
2021-03-09,156.4202,156.9339,152.6296,152.7675,1244749.0
2021-03-10,154.7033,160.5771,154.1354,159.3215,1580855.0
2021-03-11,160.4059,165.1811,160.1015,161.9279,1314200.0
2021-03-12,163.4118,165.6852,160.9957,162.6603,1884899.0
2021-03-13,163.4118,165.6852,160.9957,162.6603,1884899.0
2021-03-14,163.4118,165.6852,160.9957,162.6603,1884899.0
2021-03-15,162.7935,163.3927,161.4831,162.6603,848057.0
2021-03-16,162.1181,162.6508,160.5961,161.9183,907968.0
2021-03-17,161.4713,161.4713,157.048,160.1776,1119713.0
2021-03-18,158.4749,162.8458,158.4749,161.0337,835328.0
2021-03-19,161.5188,165.5901,160.3964,164.5437,2068756.0
2021-03-20,161.5188,165.5901,160.3964,164.5437,2068756.0
2021-03-21,161.5188,165.5901,160.3964,164.5437,2068756.0
2021-03-22,165.3142,166.0461,161.3571,165.0764,853889.0
2021-03-23,165.0955,168.1965,163.212,164.2203,1609936.0
2021-03-24,166.0225,166.0225,160.8149,160.8149,1104651.0
2021-03-25,161.1859,164.9052,159.4737,164.0301,900428.0
2021-03-26,164.3487,169.8706,163.4308,169.7755,957849.0
2021-03-27,164.3487,169.8706,163.4308,169.7755,957849.0
2021-03-28,164.3487,169.8706,163.4308,169.7755,957849.0
2021-03-29,169.2333,169.8516,166.4842,167.1216,757859.0
2021-03-30,167.3974,170.5079,167.3974,168.4152,927513.0
2021-03-31,169.4521,170.2368,166.8267,168.4438,1114013.0
2021-04-01,168.7957,169.357,166.5128,167.8921,1039287.0
2021-04-02,168.7957,169.357,166.5128,167.8921,1039287.0
2021-04-03,168.7957,169.357,166.5128,167.8921,1039287.0
2021-04-04,168.7957,169.357,166.5128,167.8921,1039287.0
2021-04-05,169.2333,172.0252,168.1108,171.5543,903568.0
2021-04-06,171.0597,171.9253,168.6959,170.7553,897839.0
2021-04-07,170.9741,171.4305,167.3689,168.4248,871643.0
2021-04-08,168.9099,169.2951,166.8172,168.0348,929845.0
2021-04-09,168.1299,169.2237,166.9028,169.024,819249.0
2021-04-10,168.1299,169.2237,166.9028,169.024,819249.0
2021-04-11,168.1299,169.2237,166.9028,169.024,819249.0
2021-04-12,167.0835,169.804,165.7803,169.4521,994173.0
2021-04-13,170.0133,170.8694,168.3487,170.2131,988978.0
2021-04-14,169.4521,171.6875,168.8623,169.1857,869678.0
2021-04-15,169.5187,170.137,167.9967,168.3106,905640.0
2021-04-16,169.2809,173.8848,168.6531,172.2487,3197483.0
2021-04-17,169.2809,173.8848,168.6531,172.2487,3197483.0
2021-04-18,169.2809,173.8848,168.6531,172.2487,3197483.0
2021-04-19,175.3782,175.4924,171.3355,174.1512,1311256.0
2021-04-20,174.6173,176.8241,170.305,172.2202,1188654.0
2021-04-21,172.3153,173.8563,170.565,171.3736,1441035.0
2021-04-22,176.8527,182.1986,175.4734,178.9358,2499933.0
2021-04-23,177.899,181.0095,176.358,180.1439,993791.0
2021-04-24,177.899,181.0095,176.358,180.1439,993791.0
2021-04-25,177.899,181.0095,176.358,180.1439,993791.0
2021-04-26,180.1154,182.1795,177.899,181.6373,944787.0
2021-04-27,182.3317,183.4352,179.6112,181.2093,971789.0
2021-04-28,181.3329,182.8643,178.9454,179.4019,695891.0
2021-04-29,180.555,181.5993,178.27,181.2093,660719.0
2021-04-30,179.6778,181.6849,177.4044,179.4019,883255.0
2021-05-01,179.6778,181.6849,177.4044,179.4019,883255.0
2021-05-02,179.6778,181.6849,177.4044,179.4019,883255.0
2021-05-03,181.6559,184.063,179.8776,183.4352,817408.0
2021-05-04,181.2759,185.1093,179.7254,184.9001,1291898.0
2021-05-05,184.7574,186.0225,182.6552,185.1188,918126.0
2021-05-06,185.4898,186.5362,183.9774,185.3852,877667.0
2021-05-07,186.0606,186.5552,184.3959,185.9274,638189.0
2021-05-08,186.0606,186.5552,184.3959,185.9274,638189.0
2021-05-09,186.0606,186.5552,184.3959,185.9274,638189.0
