,TSCO US Equity,TSCO US Equity,TSCO US Equity,TSCO US Equity,TSCO US Equity
2019-02-10,83.333,85.5965,83.1021,85.2917,1880338.0
2019-02-11,85.9199,87.5921,85.6427,87.0193,1835522.0
2019-02-12,87.3334,88.4513,87.0747,88.285,1639271.0
2019-02-13,88.3035,88.8578,87.2964,88.5344,1643639.0
2019-02-14,87.9986,88.9687,87.3057,88.4882,1470649.0
2019-02-15,88.867,90.2066,88.3312,90.1512,1457612.0
2019-02-16,88.867,90.2066,88.3312,90.1512,1457612.0
2019-02-17,88.867,90.2066,88.3312,90.1512,1457612.0
2019-02-18,88.867,90.2066,88.3312,90.1512,1457612.0
2019-02-19,89.2458,89.948,88.091,89.68,1247161.0
2019-02-20,89.3936,90.5669,89.3936,90.1235,1204685.0
2019-02-21,90.0403,90.5669,89.3012,89.6246,871814.0
2019-02-22,89.9489,90.1807,88.5494,89.0128,1315030.0
2019-02-23,89.9489,90.1807,88.5494,89.0128,1315030.0
2019-02-24,89.9489,90.1807,88.5494,89.0128,1315030.0
2019-02-25,89.467,89.6459,87.6411,87.8636,948708.0
2019-02-26,87.5485,88.2575,87.3909,87.8636,1045677.0
2019-02-27,87.7894,88.8877,87.4372,88.3826,1165004.0
2019-02-28,88.0304,88.8089,87.4094,88.3733,1357589.0
2019-03-01,88.8553,89.3094,86.668,88.0119,1289604.0
2019-03-02,88.8553,89.3094,86.668,88.0119,1289604.0
2019-03-03,88.8553,89.3094,86.668,88.0119,1289604.0
2019-03-04,88.2806,88.8706,86.0563,87.0109,1581280.0
2019-03-05,87.1314,87.9841,86.617,86.668,748273.0
2019-03-06,86.946,87.8636,85.2406,85.4445,922097.0
2019-03-07,85.3333,85.806,84.8977,85.4816,866269.0
2019-03-08,85.0182,85.5928,83.285,83.7762,1175258.0
2019-03-09,85.0182,85.5928,83.285,83.7762,1175258.0
2019-03-10,85.0182,85.5928,83.285,83.7762,1175258.0
2019-03-11,84.2397,84.2582,82.2099,82.9699,1450278.0
2019-03-12,82.8309,84.768,82.8309,83.9431,1181773.0
2019-03-13,84.2304,85.1665,84.0172,84.8236,1147776.0
2019-03-14,84.7309,84.7309,83.6558,83.7855,950731.0
2019-03-15,83.7855,84.2026,82.6733,82.9143,2004385.0
2019-03-16,83.7855,84.2026,82.6733,82.9143,2004385.0
2019-03-17,83.7855,84.2026,82.6733,82.9143,2004385.0
2019-03-18,82.8865,83.4611,82.5065,83.2665,1619989.0
2019-03-19,83.7206,85.4237,83.4333,84.4899,1049088.0
2019-03-20,84.5177,85.6392,84.0728,84.4158,1408926.0
2019-03-21,85.1294,87.6319,84.5826,87.4465,1204106.0
2019-03-22,87.0387,87.4928,85.7041,85.8987,895952.0
2019-03-23,87.0387,87.4928,85.7041,85.8987,895952.0
2019-03-24,87.0387,87.4928,85.7041,85.8987,895952.0
2019-03-25,85.6484,88.0489,85.6484,87.1684,977818.0
2019-03-26,87.6689,88.6792,87.6226,87.9933,1042877.0
2019-03-27,87.9841,88.7941,87.1036,87.8728,1234609.0
2019-03-28,87.9192,88.8367,87.9192,88.2714,1111670.0
2019-03-29,88.8646,91.367,88.4148,90.607,1958559.0
2019-03-30,88.8646,91.367,88.4148,90.607,1958559.0
2019-03-31,88.8646,91.367,88.4148,90.607,1958559.0
2019-04-01,90.9777,91.9787,89.5411,90.3567,1979024.0
2019-04-02,90.3753,90.5699,89.606,90.0509,1084625.0
2019-04-03,90.4216,91.886,89.9397,90.9036,1362412.0
2019-04-04,90.9221,92.3124,90.7089,92.3031,1123853.0
2019-04-05,92.405,94.0455,92.3506,93.7304,1756011.0
2019-04-06,92.405,94.0455,92.3506,93.7304,1756011.0
2019-04-07,92.405,94.0455,92.3506,93.7304,1756011.0
2019-04-08,93.3319,94.4522,92.8221,94.2309,1244825.0
2019-04-09,93.9621,94.4904,93.3689,93.545,935189.0
2019-04-10,93.7953,93.9343,92.7109,93.7675,975752.0
2019-04-11,94.4904,95.4729,93.9807,95.4172,1158258.0
2019-04-12,95.7046,97.0763,95.5655,96.6221,1286075.0
2019-04-13,95.7046,97.0763,95.5655,96.6221,1286075.0
2019-04-14,95.7046,97.0763,95.5655,96.6221,1286075.0
2019-04-15,96.3626,97.2431,95.8251,96.8446,1542205.0
2019-04-16,96.6314,98.0773,96.6314,97.4841,1623641.0
2019-04-17,97.8826,98.3182,96.2505,96.2977,1247793.0
2019-04-18,96.1587,96.8029,94.9353,95.547,1407358.0
2019-04-19,96.1587,96.8029,94.9353,95.547,1407358.0
2019-04-20,96.1587,96.8029,94.9353,95.547,1407358.0
2019-04-21,96.1587,96.8029,94.9353,95.547,1407358.0
2019-04-22,95.5007,95.649,93.8694,94.1938,915788.0
2019-04-23,94.7407,95.9826,94.3421,95.6211,1183567.0
2019-04-24,95.8251,97.4007,95.6989,96.446,1498525.0
2019-04-25,97.1319,100.0792,96.3255,97.3729,3831732.0
2019-04-26,97.4099,97.9382,95.0187,97.4377,1860113.0
2019-04-27,97.4099,97.9382,95.0187,97.4377,1860113.0
2019-04-28,97.4099,97.9382,95.0187,97.4377,1860113.0
2019-04-29,97.5582,98.1051,96.3255,97.0299,1192974.0
2019-04-30,96.5758,96.9558,95.0558,95.927,1383929.0
2019-05-01,96.0197,96.2051,93.2485,93.5821,910287.0
2019-05-02,93.5636,95.5007,93.3133,95.4914,1469645.0
2019-05-03,95.6675,97.0948,95.4451,96.2699,1573199.0
2019-05-04,95.6675,97.0948,95.4451,96.2699,1573199.0
2019-05-05,95.6675,97.0948,95.4451,96.2699,1573199.0
2019-05-06,94.7129,95.8992,94.3699,95.547,892674.0
2019-05-07,94.4997,94.7963,92.6298,93.2855,1107026.0
2019-05-08,93.026,94.8519,92.2382,94.0641,1325852.0
2019-05-09,93.4987,95.3616,92.6924,94.9816,1165127.0
2019-05-10,94.6294,95.5192,93.647,95.2041,1507744.0
2019-05-11,94.6294,95.5192,93.647,95.2041,1507744.0
2019-05-12,94.6294,95.5192,93.647,95.2041,1507744.0
2019-05-13,93.5729,94.1753,91.3902,92.0158,1440002.0
2019-05-14,92.3309,93.5636,91.4504,93.2948,1204134.0
2019-05-15,92.4977,92.6831,90.9221,91.9972,1449952.0
2019-05-16,92.7016,94.268,92.1641,93.647,1085156.0
2019-05-17,93.1836,94.3514,92.9102,93.3133,1070065.0
2019-05-18,93.1836,94.3514,92.9102,93.3133,1070065.0
2019-05-19,93.1836,94.3514,92.9102,93.3133,1070065.0
2019-05-20,92.6368,93.9853,92.2753,93.8602,1439048.0
2019-05-21,94.1938,96.5202,94.1104,95.9548,1100077.0
2019-05-22,95.3153,96.0382,94.8519,95.3709,1055994.0
2019-05-23,94.4719,95.547,93.6655,94.5646,1193715.0
2019-05-24,94.89,95.355,93.4485,94.0623,1205470.0
2019-05-25,94.89,95.355,93.4485,94.0623,1205470.0
2019-05-26,94.89,95.355,93.4485,94.0623,1205470.0
2019-05-27,94.89,95.355,93.4485,94.0623,1205470.0
2019-05-28,94.2483,95.6527,93.1416,93.1881,1469303.0
2019-05-29,92.6301,93.1323,91.3374,92.3232,1196591.0
2019-05-30,92.6487,93.8252,92.6487,93.7182,607755.0
2019-05-31,92.6859,93.9972,91.6536,93.7275,1228304.0
2019-06-01,92.6859,93.9972,91.6536,93.7275,1228304.0
2019-06-02,92.6859,93.9972,91.6536,93.7275,1228304.0
2019-06-03,93.6624,94.8621,93.0951,94.146,1036702.0
2019-06-04,95.1039,96.8896,95.1039,96.8524,1118759.0
2019-06-05,97.6429,98.1451,96.3316,97.3546,1008647.0
2019-06-06,97.6243,100.3307,97.2895,99.7633,1419684.0
2019-06-07,100.1075,101.9954,99.8889,100.9724,1091106.0
2019-06-08,100.1075,101.9954,99.8889,100.9724,1091106.0
2019-06-09,100.1075,101.9954,99.8889,100.9724,1091106.0
2019-06-10,101.8559,101.9954,99.5215,99.6424,1061159.0
2019-06-11,100.1447,100.5167,99.0007,99.8191,1052738.0
2019-06-12,99.9679,100.7678,99.2239,99.7726,715773.0
2019-06-13,100.4516,101.3258,99.9865,100.5911,745450.0
2019-06-14,100.6748,101.0282,98.559,98.7124,1686044.0
2019-06-15,100.6748,101.0282,98.559,98.7124,1686044.0
2019-06-16,100.6748,101.0282,98.559,98.7124,1686044.0
2019-06-17,98.3218,98.4892,95.7922,96.8338,1321256.0
2019-06-18,97.4476,98.3218,96.6664,97.7173,918988.0
2019-06-19,96.8059,99.3123,96.8059,98.8054,1201552.0
2019-06-20,99.0937,99.7819,97.8708,99.2983,1031529.0
2019-06-21,99.4657,99.661,98.3683,99.289,1061101.0
2019-06-22,99.4657,99.661,98.3683,99.289,1061101.0
2019-06-23,99.4657,99.661,98.3683,99.289,1061101.0
2019-06-24,100.1447,100.4144,99.1402,99.382,839695.0
2019-06-25,99.4843,99.94,98.5543,99.1681,857953.0
2019-06-26,99.3634,100.34,98.9914,99.2332,815136.0
2019-06-27,99.3169,101.1351,98.5822,100.6283,1172915.0
2019-06-28,100.898,101.5211,100.1168,101.1863,1132814.0
2019-06-29,100.898,101.5211,100.1168,101.1863,1132814.0
2019-06-30,100.898,101.5211,100.1168,101.1863,1132814.0
2019-07-01,102.2372,104.5158,101.7443,102.8696,975729.0
2019-07-02,102.9998,103.595,102.2651,102.7859,1054768.0
2019-07-03,101.7536,102.3302,100.8236,102.3023,970873.0
2019-07-04,101.7536,102.3302,100.8236,102.3023,970873.0
2019-07-05,101.8094,103.0277,101.3909,102.7394,812596.0
2019-07-06,101.8094,103.0277,101.3909,102.7394,812596.0
2019-07-07,101.8094,103.0277,101.3909,102.7394,812596.0
2019-07-08,102.3302,103.0928,102.3116,102.6464,666607.0
2019-07-09,102.5906,103.2788,101.6885,102.3953,813472.0
2019-07-10,102.572,102.5813,100.7027,101.6699,761685.0
2019-07-11,102.8789,103.4648,101.9303,102.7859,1167168.0
2019-07-12,103.3625,105.5946,103.1626,105.0645,895495.0
2019-07-13,103.3625,105.5946,103.1626,105.0645,895495.0
2019-07-14,103.3625,105.5946,103.1626,105.0645,895495.0
2019-07-15,105.018,105.2226,102.9719,103.6601,833468.0
2019-07-16,105.0924,105.2923,104.3197,104.4506,976197.0
2019-07-17,104.3111,104.3297,103.1951,103.3346,868887.0
2019-07-18,103.2602,104.7715,102.3023,104.3762,1386010.0
2019-07-19,105.0087,106.2549,103.9205,104.5995,1273793.0
2019-07-20,105.0087,106.2549,103.9205,104.5995,1273793.0
2019-07-21,105.0087,106.2549,103.9205,104.5995,1273793.0
2019-07-22,104.7669,106.1991,104.1809,104.8599,1150121.0
2019-07-23,105.0738,105.2598,102.1442,103.5578,1454392.0
2019-07-24,103.3997,105.111,103.1486,104.6181,1401033.0
2019-07-25,97.6522,104.0042,97.6522,103.6694,2819378.0
2019-07-26,104.1902,104.4413,101.7722,102.2558,1455930.0
2019-07-27,104.1902,104.4413,101.7722,102.2558,1455930.0
2019-07-28,104.1902,104.4413,101.7722,102.2558,1455930.0
2019-07-29,102.1907,103.1858,101.5676,102.7208,1097390.0
2019-07-30,102.2093,102.9068,101.3353,101.6048,815529.0
2019-07-31,101.4467,102.6883,100.3958,101.1956,1287174.0
2019-08-01,101.4095,102.186,99.1216,100.4051,1354234.0
2019-08-02,100.154,100.5353,99.1123,99.568,1066947.0
2019-08-03,100.154,100.5353,99.1123,99.568,1066947.0
2019-08-04,100.154,100.5353,99.1123,99.568,1066947.0
2019-08-05,98.2009,98.3311,94.8156,95.5596,1520508.0
2019-08-06,95.9503,98.5171,95.5038,98.3125,1140319.0
2019-08-07,97.2058,98.6287,96.4525,98.2846,926385.0
2019-08-08,98.5171,101.8559,98.2939,101.4467,1092828.0
2019-08-09,100.9259,102.6929,99.9121,100.0516,932394.0
2019-08-10,100.9259,102.6929,99.9121,100.0516,932394.0
2019-08-11,100.9259,102.6929,99.9121,100.0516,932394.0
2019-08-12,99.382,99.382,94.9644,95.3457,1492220.0
2019-08-13,95.6434,98.6287,94.2204,96.9454,1243172.0
2019-08-14,95.0574,95.6899,92.7789,92.8533,1251538.0
2019-08-15,92.9928,93.7275,91.7001,92.4069,1374905.0
2019-08-16,93.123,94.1646,92.7231,93.5136,1079025.0
2019-08-17,93.123,94.1646,92.7231,93.5136,1079025.0
2019-08-18,93.123,94.1646,92.7231,93.5136,1079025.0
2019-08-19,94.6296,94.9737,92.6952,94.1274,1375106.0
2019-08-20,93.8577,95.2062,93.495,93.8112,865896.0
2019-08-21,94.8435,95.5317,94.1088,94.2297,915047.0
2019-08-22,94.332,95.169,93.5694,94.3506,841965.0
2019-08-23,93.4081,93.4174,89.5258,90.3937,2027882.0
2019-08-24,93.4081,93.4174,89.5258,90.3937,2027882.0
2019-08-25,93.4081,93.4174,89.5258,90.3937,2027882.0
2019-08-26,91.0843,92.2975,90.5523,92.2602,1123611.0
2019-08-27,92.6521,93.2214,92.3442,92.7641,1270871.0
2019-08-28,92.3722,95.6385,92.2228,95.4052,1397347.0
2019-08-29,96.6651,97.5236,95.9651,97.169,1000082.0
2019-08-30,98.4102,98.4569,94.6399,95.0786,960422.0
2019-08-31,98.4102,98.4569,94.6399,95.0786,960422.0
2019-09-01,98.4102,98.4569,94.6399,95.0786,960422.0
2019-09-02,98.4102,98.4569,94.6399,95.0786,960422.0
2019-09-03,93.9773,95.1905,92.6148,93.5014,1287943.0
2019-09-04,93.884,94.2666,92.5495,93.604,1124501.0
2019-09-05,94.6773,96.5064,93.9307,96.1051,1466086.0
2019-09-06,96.7957,97.9809,96.4318,96.6277,2036348.0
2019-09-07,96.7957,97.9809,96.4318,96.6277,2036348.0
2019-09-08,96.7957,97.9809,96.4318,96.6277,2036348.0
2019-09-09,96.889,97.3837,95.0879,95.7318,1756033.0
2019-09-10,95.6012,99.3061,94.9666,99.2875,1262676.0
2019-09-11,99.0075,99.0215,96.6651,96.917,982244.0
2019-09-12,97.421,97.519,92.1743,92.7081,2116058.0
2019-09-13,93.3614,93.5014,90.4497,90.6177,2245721.0
2019-09-14,93.3614,93.5014,90.4497,90.6177,2245721.0
2019-09-15,93.3614,93.5014,90.4497,90.6177,2245721.0
2019-09-16,90.3657,91.3736,88.9845,89.2738,1609331.0
2019-09-17,89.2271,90.7763,88.3312,89.7591,1256352.0
2019-09-18,89.6004,90.2397,86.3528,87.3047,2237591.0
2019-09-19,87.4353,87.5846,85.6715,85.9328,1746450.0
2019-09-20,85.2515,86.3341,84.225,84.3556,2208998.0
2019-09-21,85.2515,86.3341,84.225,84.3556,2208998.0
2019-09-22,85.2515,86.3341,84.225,84.3556,2208998.0
2019-09-23,84.085,87.2207,84.0756,86.0075,1473456.0
2019-09-24,85.7088,86.7074,84.8409,85.2795,931644.0
2019-09-25,85.2702,85.5782,83.8423,84.5609,1166973.0
2019-09-26,83.8517,84.4256,82.5078,83.0211,1798959.0
2019-09-27,83.6464,83.9917,82.7551,83.0677,1375719.0
2019-09-28,83.6464,83.9917,82.7551,83.0677,1375719.0
2019-09-29,83.6464,83.9917,82.7551,83.0677,1375719.0
2019-09-30,83.3664,84.9249,83.3664,84.4023,1772155.0
2019-10-01,85.6808,85.8768,83.2077,83.805,1457852.0
2019-10-02,84.1316,84.9809,83.1237,84.5236,3013437.0
2019-10-03,84.6543,87.0807,84.253,86.9407,2811405.0
2019-10-04,86.8007,88.0419,86.3248,86.8894,1353625.0
2019-10-05,86.8007,88.0419,86.3248,86.8894,1353625.0
2019-10-06,86.8007,88.0419,86.3248,86.8894,1353625.0
2019-10-07,86.8567,87.692,85.7321,85.9048,1828361.0
2019-10-08,86.1101,87.3047,84.5983,85.9235,2319136.0
2019-10-09,86.2128,87.678,86.2128,86.782,1246516.0
2019-10-10,86.3714,87.2673,86.2874,86.9034,1086785.0
2019-10-11,87.9766,88.9565,87.2594,88.0139,1747033.0
2019-10-12,87.9766,88.9565,87.2594,88.0139,1747033.0
2019-10-13,87.9766,88.9565,87.2594,88.0139,1747033.0
2019-10-14,87.7806,88.2286,86.6514,87.4913,754245.0
2019-10-15,87.0807,87.8086,86.4741,87.5286,1103613.0
2019-10-16,87.4726,88.4105,87.1553,87.2113,1245088.0
2019-10-17,87.8366,87.9953,86.5114,86.6981,1548579.0
2019-10-18,86.2314,87.622,85.9421,87.09,2214301.0
2019-10-19,86.2314,87.622,85.9421,87.09,2214301.0
2019-10-20,86.2314,87.622,85.9421,87.09,2214301.0
2019-10-21,87.7153,87.7153,86.0541,86.2688,1478648.0
2019-10-22,86.2968,88.3312,85.8488,87.8553,1185234.0
2019-10-23,87.7339,88.9378,86.9314,88.7698,2776589.0
2019-10-24,91.4202,92.2508,88.5925,91.4576,3823259.0
2019-10-25,90.571,91.1683,89.2178,90.0204,1910870.0
2019-10-26,90.571,91.1683,89.2178,90.0204,1910870.0
2019-10-27,90.571,91.1683,89.2178,90.0204,1910870.0
2019-10-28,90.487,91.1309,89.1431,89.3205,995529.0
2019-10-29,88.8725,89.1431,87.6556,89.0871,1433295.0
2019-10-30,88.9285,90.6457,88.9005,90.5337,1112910.0
2019-10-31,90.2257,90.3097,88.1547,88.6765,1167964.0
2019-11-01,89.3205,89.4884,88.7792,89.3858,825806.0
2019-11-02,89.3205,89.4884,88.7792,89.3858,825806.0
2019-11-03,89.3205,89.4884,88.7792,89.3858,825806.0
2019-11-04,89.7871,90.9331,89.4604,90.151,1178754.0
2019-11-05,90.487,91.6442,90.067,91.0563,968002.0
2019-11-06,90.851,91.047,88.7418,89.5258,994558.0
2019-11-07,89.6191,90.5523,88.4339,88.5645,1082587.0
2019-11-08,88.4339,88.8352,87.7526,88.4899,796612.0
2019-11-09,88.4339,88.8352,87.7526,88.4899,796612.0
2019-11-10,88.4339,88.8352,87.7526,88.4899,796612.0
2019-11-11,88.3965,90.0764,88.0046,90.0111,857046.0
2019-11-12,89.7124,90.2164,88.7605,90.179,887445.0
2019-11-13,89.7591,91.5416,88.8072,90.459,1032851.0
2019-11-14,90.543,91.7198,88.8445,91.047,856548.0
2019-11-15,90.991,92.1295,90.991,91.9149,1342578.0
2019-11-16,90.991,92.1295,90.991,91.9149,1342578.0
2019-11-17,90.991,92.1295,90.991,91.9149,1342578.0
2019-11-18,91.7469,92.3722,90.1977,91.2709,1055290.0
2019-11-19,91.1496,91.2149,89.9364,90.095,1275189.0
2019-11-20,90.067,90.4963,89.0312,90.3937,911315.0
2019-11-21,90.3097,91.4529,90.1557,90.3377,1202615.0
2019-11-22,90.5344,91.1807,90.0661,91.0496,910937.0
2019-11-23,90.5344,91.1807,90.0661,91.0496,910937.0
2019-11-24,90.5344,91.1807,90.0661,91.0496,910937.0
2019-11-25,91.6958,91.9862,89.3917,89.6446,2001341.0
2019-11-26,89.4479,91.1338,89.27,89.8226,1700116.0
2019-11-27,89.9162,90.1972,89.0367,89.4386,571180.0
2019-11-28,89.9162,90.1972,89.0367,89.4386,571180.0
2019-11-29,89.27,89.3917,88.2397,88.4551,779697.0
2019-11-30,89.27,89.3917,88.2397,88.4551,779697.0
2019-12-01,89.27,89.3917,88.2397,88.4551,779697.0
2019-12-02,88.8859,90.0942,88.5394,89.7102,1241014.0
2019-12-03,88.6424,89.757,87.6309,88.6471,1146847.0
2019-12-04,88.8859,90.422,88.8859,89.654,841329.0
2019-12-05,90.4126,92.314,90.1706,90.3284,1206029.0
2019-12-06,91.368,92.0763,90.0942,91.3212,943609.0
2019-12-07,91.368,92.0763,90.0942,91.3212,943609.0
2019-12-08,91.368,92.0763,90.0942,91.3212,943609.0
2019-12-09,90.9184,93.0727,90.9184,91.3493,1312189.0
2019-12-10,91.8551,91.9955,90.9278,91.0402,848587.0
2019-12-11,90.9934,91.7708,90.4969,90.881,660440.0
2019-12-12,90.8716,92.3702,90.4314,92.0424,956094.0
2019-12-13,91.9955,92.2391,88.9047,88.914,1095110.0
2019-12-14,91.9955,92.2391,88.9047,88.914,1095110.0
2019-12-15,91.9955,92.2391,88.9047,88.914,1095110.0
2019-12-16,89.2138,89.5463,87.6964,87.7807,1386118.0
2019-12-17,87.5185,88.4457,87.1625,87.5278,2015865.0
2019-12-18,87.9774,88.1273,86.1791,87.2094,1341767.0
2019-12-19,86.6568,87.0783,85.8419,85.9918,1299783.0
2019-12-20,86.6568,87.4108,85.8325,86.329,2534941.0
2019-12-21,86.6568,87.4108,85.8325,86.329,2534941.0
2019-12-22,86.6568,87.4108,85.8325,86.329,2534941.0
2019-12-23,86.5069,87.1719,86.0292,86.3009,854123.0
2019-12-24,86.5069,87.9961,86.4132,87.6309,410764.0
2019-12-25,86.5069,87.9961,86.4132,87.6309,410764.0
2019-12-26,87.7152,88.0957,86.329,86.6193,1123103.0
2019-12-27,87.1906,87.6871,86.329,86.4507,1146189.0
2019-12-28,87.1906,87.6871,86.329,86.4507,1146189.0
2019-12-29,87.1906,87.6871,86.329,86.4507,1146189.0
2019-12-30,86.4694,87.5372,86.0433,87.0127,1214585.0
2019-12-31,86.8347,87.8182,86.6568,87.5185,894176.0
2020-01-01,86.8347,87.8182,86.6568,87.5185,894176.0
2020-01-02,87.7526,88.1273,86.6099,87.2094,1068851.0
2020-01-03,86.7504,86.9846,85.9403,86.1323,1527258.0
2020-01-04,86.7504,86.9846,85.9403,86.1323,1527258.0
2020-01-05,86.7504,86.9846,85.9403,86.1323,1527258.0
2020-01-06,85.3549,85.8419,84.4463,85.8419,1393359.0
2020-01-07,85.0177,85.8325,82.6855,84.3058,2721727.0
2020-01-08,84.3152,86.3477,84.3152,85.8981,1449593.0
2020-01-09,85.7014,86.1323,84.7648,85.0551,1117228.0
2020-01-10,85.2331,85.9168,84.7741,85.486,1345042.0
2020-01-11,85.2331,85.9168,84.7741,85.486,1345042.0
2020-01-12,85.2331,85.9168,84.7741,85.486,1345042.0
2020-01-13,85.3361,85.3455,84.4744,84.6618,970328.0
2020-01-14,84.6056,85.5937,84.1747,84.4651,1312460.0
2020-01-15,84.2215,85.2696,84.156,84.6618,1324850.0
2020-01-16,85.1769,86.2259,84.8022,85.3174,1176788.0
2020-01-17,85.3642,87.0221,84.8584,86.9097,1370674.0
2020-01-18,85.3642,87.0221,84.8584,86.9097,1370674.0
2020-01-19,85.3642,87.0221,84.8584,86.9097,1370674.0
2020-01-20,85.3642,87.0221,84.8584,86.9097,1370674.0
2020-01-21,87.6309,88.9702,87.467,87.7058,2176405.0
2020-01-22,87.8744,88.0242,86.8628,86.9846,997765.0
2020-01-23,86.4975,87.7526,85.6639,87.7245,1082810.0
2020-01-24,87.6121,88.2303,86.9612,87.6402,1935606.0
2020-01-25,87.6121,88.2303,86.9612,87.6402,1935606.0
2020-01-26,87.6121,88.2303,86.9612,87.6402,1935606.0
2020-01-27,86.4507,88.3333,86.2821,88.0336,1461962.0
2020-01-28,87.9774,90.1972,87.8127,88.9702,2644722.0
2020-01-29,89.0264,90.1317,88.7923,88.9983,2129970.0
2020-01-30,83.1725,90.216,82.4419,87.8838,4613874.0
2020-01-31,88.8859,89.9162,84.8022,87.0595,2800857.0
2020-02-01,88.8859,89.9162,84.8022,87.0595,2800857.0
2020-02-02,88.8859,89.9162,84.8022,87.0595,2800857.0
2020-02-03,88.0242,89.9069,88.0242,88.427,2263623.0
2020-02-04,89.27,90.3003,85.1956,85.3268,2623753.0
2020-02-05,86.1791,88.0242,85.8138,88.0149,2094603.0
2020-02-06,88.8391,90.6468,88.1366,90.4688,1665642.0
2020-02-07,89.8319,90.4782,89.3543,90.4314,1010891.0
2020-02-08,89.8319,90.4782,89.3543,90.4314,1010891.0
2020-02-09,89.8319,90.4782,89.3543,90.4314,1010891.0
2020-02-10,90.0755,92.8385,90.0755,91.3493,2112904.0
2020-02-11,91.6209,91.6209,90.0661,91.3867,1224785.0
2020-02-12,91.4429,92.8479,91.2556,92.2859,907805.0
2020-02-13,92.1173,92.417,91.1619,92.033,950733.0
2020-02-14,91.8457,92.3515,91.3961,91.9487,675730.0
2020-02-15,91.8457,92.3515,91.3961,91.9487,675730.0
2020-02-16,91.8457,92.3515,91.3961,91.9487,675730.0
2020-02-17,91.8457,92.3515,91.3961,91.9487,675730.0
2020-02-18,92.3046,92.7261,90.881,91.6303,768894.0
2020-02-19,92.1829,93.2881,91.7801,92.3889,881726.0
2020-02-20,92.0892,92.9134,90.7405,92.7261,979171.0
2020-02-21,92.3689,94.1407,92.2749,93.7882,1349608.0
2020-02-22,92.3689,94.1407,92.2749,93.7882,1349608.0
2020-02-23,92.3689,94.1407,92.2749,93.7882,1349608.0
2020-02-24,91.9553,93.0363,90.5454,90.6676,1563618.0
2020-02-25,91.1376,91.8766,87.3214,87.5564,1335619.0
2020-02-26,88.1203,89.7464,85.949,85.996,1377561.0
2020-02-27,84.9621,88.6843,83.43,84.9997,1941445.0
2020-02-28,82.9694,84.8399,81.4185,83.195,3318568.0
2020-02-29,82.9694,84.8399,81.4185,83.195,3318568.0
2020-03-01,82.9694,84.8399,81.4185,83.195,3318568.0
2020-03-02,83.1856,86.0336,82.4148,85.9866,1659751.0
2020-03-03,85.6107,89.1073,85.3475,87.547,2324796.0
2020-03-04,88.8535,90.5924,87.453,90.5642,1611217.0
