,CB US Equity,CB US Equity,CB US Equity,CB US Equity,CB US Equity
2021-08-20,176.884,178.557,176.085,178.041,1792719.0
2021-08-21,176.884,178.557,176.085,178.041,1792719.0
2021-08-22,176.884,178.557,176.085,178.041,1792719.0
2021-08-23,178.729,179.657,177.228,177.352,1687383.0
2021-08-24,177.649,178.509,177.037,177.209,1708924.0
2021-08-25,177.744,179.427,177.037,178.49,2028138.0
2021-08-26,178.853,179.217,176.205,176.224,1672494.0
2021-08-27,176.559,178.289,176.1,178.146,1561531.0
2021-08-28,176.559,178.289,176.1,178.146,1561531.0
2021-08-29,176.559,178.289,176.1,178.146,1561531.0
2021-08-30,178.394,178.394,175.746,175.784,837394.0
2021-08-31,175.507,177.123,175.239,175.851,2077469.0
2021-09-01,175.775,176.195,174.015,174.991,2154654.0
2021-09-02,175.249,175.249,173.824,174.991,1644901.0
2021-09-03,174.493,176.023,173.356,175.411,1755433.0
2021-09-04,174.493,176.023,173.356,175.411,1755433.0
2021-09-05,174.493,176.023,173.356,175.411,1755433.0
2021-09-06,174.493,176.023,173.356,175.411,1755433.0
2021-09-07,174.943,175.01,172.237,173.795,1673771.0
2021-09-08,173.155,174.78,172.705,174.427,1449997.0
2021-09-09,174.427,175.994,172.964,173.136,1572463.0
2021-09-10,174.302,174.871,172.046,172.333,1121234.0
2021-09-11,174.302,174.871,172.046,172.333,1121234.0
2021-09-12,174.302,174.871,172.046,172.333,1121234.0
2021-09-13,173.968,175.354,173.193,175.297,1386855.0
2021-09-14,175.66,176.731,172.906,173.327,1614198.0
2021-09-15,173.27,175.727,173.031,174.742,1450053.0
2021-09-16,175.155,175.784,172.86,173.955,1340560.0
2021-09-17,176.461,177.239,172.855,173.388,5419126.0
2021-09-18,176.461,177.239,172.855,173.388,5419126.0
2021-09-19,176.461,177.239,172.855,173.388,5419126.0
2021-09-20,170.709,171.486,168.346,170.833,2129830.0
2021-09-21,171.947,172.38,168.327,168.826,1503985.0
2021-09-22,170.613,171.218,169.306,169.912,1576104.0
2021-09-23,170.699,172.495,170.276,170.449,1107574.0
2021-09-24,170.238,171.131,169.527,169.739,1089707.0
2021-09-25,170.238,171.131,169.527,169.739,1089707.0
2021-09-26,170.238,171.131,169.527,169.739,1089707.0
2021-09-27,170.795,172.447,169.835,171.352,1018277.0
2021-09-28,170.776,172.149,167.885,168.509,1666403.0
2021-09-29,168.596,170.257,168.048,169.393,964666.0
2021-09-30,170.344,170.661,166.589,166.598,1478249.0
2021-10-01,167.146,169.537,166.128,168.452,1038527.0
2021-10-02,167.146,169.537,166.128,168.452,1038527.0
2021-10-03,167.146,169.537,166.128,168.452,1038527.0
2021-10-04,167.943,170.094,166.349,166.723,1648093.0
2021-10-05,167.751,168.99,165.893,168.202,1960353.0
2021-10-06,166.848,169.988,165.139,169.71,1399216.0
2021-10-07,170.843,173.138,170.459,171.246,1189307.0
2021-10-08,173.455,175.798,172.898,175.529,2123091.0
2021-10-09,173.455,175.798,172.898,175.529,2123091.0
2021-10-10,173.455,175.798,172.898,175.529,2123091.0
2021-10-11,175.827,178.265,175.28,175.51,1293954.0
2021-10-12,176.173,176.561,174.156,174.425,1031023.0
2021-10-13,173.839,175.126,171.011,175.011,1289891.0
2021-10-14,176.432,177.479,175.587,176.663,1376995.0
2021-10-15,178.305,178.727,174.012,174.118,1599984.0
2021-10-16,178.305,178.727,174.012,174.118,1599984.0
2021-10-17,178.305,178.727,174.012,174.118,1599984.0
2021-10-18,173.09,173.542,169.854,170.651,1295659.0
2021-10-19,172.543,175.16,172.303,174.963,1685262.0
2021-10-20,174.963,178.795,174.725,178.122,1522699.0
2021-10-21,177.565,179.236,177.378,178.833,1142078.0
2021-10-22,179.726,181.109,178.449,180.648,1387609.0
2021-10-23,179.726,181.109,178.449,180.648,1387609.0
2021-10-24,179.726,181.109,178.449,180.648,1387609.0
2021-10-25,180.773,180.975,178.305,180.61,1533891.0
2021-10-26,181.147,181.147,179.371,179.803,1326326.0
2021-10-27,186.53,188.504,182.089,182.722,2155407.0
2021-10-28,183.663,189.07,183.663,188.311,2509338.0
2021-10-29,188.225,189.416,187.274,187.63,2636809.0
2021-10-30,188.225,189.416,187.274,187.63,2636809.0
2021-10-31,188.225,189.416,187.274,187.63,2636809.0
2021-11-01,189.089,190.069,183.203,184.681,1763061.0
2021-11-02,185.104,185.142,182.338,182.972,2220942.0
2021-11-03,182.453,186.228,181.973,184.576,1701125.0
2021-11-04,183.932,185.21,182.281,182.463,1753546.0
2021-11-05,184.009,186.021,182.665,185.527,1970802.0
2021-11-06,184.009,186.021,182.665,185.527,1970802.0
2021-11-07,184.009,186.021,182.665,185.527,1970802.0
2021-11-08,186.17,186.881,183.515,184.288,1600069.0
2021-11-09,183.827,185.882,183.606,185.843,1392491.0
2021-11-10,185.939,187.975,185.368,185.392,1633591.0
2021-11-11,185.066,185.901,184.048,185.44,1005883.0
2021-11-12,185.315,185.838,183.98,185.19,1313131.0
2021-11-13,185.315,185.838,183.98,185.19,1313131.0
2021-11-14,185.315,185.838,183.98,185.19,1313131.0
2021-11-15,185.68,186.448,184.571,185.498,1065388.0
2021-11-16,185.843,186.785,185.066,185.488,1160928.0
2021-11-17,184.739,185.478,183.668,184.172,1325665.0
2021-11-18,184.326,186.026,183.846,184.316,1745765.0
2021-11-19,184.336,184.461,180.763,180.782,2076346.0
2021-11-20,184.336,184.461,180.763,180.782,2076346.0
2021-11-21,184.336,184.461,180.763,180.782,2076346.0
2021-11-22,181.541,185.099,180.158,183.193,2074383.0
2021-11-23,184.427,187.063,184.384,185.296,2254869.0
2021-11-24,184.701,184.701,182.53,182.866,1474557.0
2021-11-25,184.701,184.701,182.53,182.866,1474557.0
2021-11-26,178.353,179.611,176.298,177.229,2271439.0
2021-11-27,178.353,179.611,176.298,177.229,2271439.0
2021-11-28,178.353,179.611,176.298,177.229,2271439.0
2021-11-29,178.852,179.275,176.797,177.7,2364774.0
2021-11-30,175.789,176.586,172.072,172.351,3638679.0
2021-12-01,175.213,175.942,168.183,168.193,3138358.0
2021-12-02,170.008,175.693,170.008,175.126,2531861.0
2021-12-03,174.569,175.712,172.389,174.262,2476543.0
2021-12-04,174.569,175.712,172.389,174.262,2476543.0
2021-12-05,174.569,175.712,172.389,174.262,2476543.0
2021-12-06,176.845,181.829,176.211,180.091,1691256.0
2021-12-07,180.475,181.8,179.889,180.581,1895246.0
2021-12-08,180.686,182.348,180.278,181.656,1231029.0
2021-12-09,180.754,183.02,179.774,182.655,1565271.0
2021-12-10,183.808,184.326,182.742,183.875,1697164.0
2021-12-11,183.808,184.326,182.742,183.875,1697164.0
2021-12-12,183.808,184.326,182.742,183.875,1697164.0
2021-12-13,183.308,183.591,181.023,182.684,1583342.0
2021-12-14,183.395,186.717,183.356,184.902,1952015.0
2021-12-15,184.825,186.957,182.871,186.266,1575103.0
2021-12-16,188.04,190.625,187.182,188.87,1951114.0
2021-12-17,187.423,187.423,182.621,182.997,4057291.0
2021-12-18,187.423,187.423,182.621,182.997,4057291.0
2021-12-19,187.423,187.423,182.621,182.997,4057291.0
2021-12-20,181.252,181.869,177.626,179.14,1726167.0
2021-12-21,181.049,182.467,179.564,180.557,1086503.0
2021-12-22,180.017,182.264,178.98,181.657,1164135.0
2021-12-23,182.37,184.839,182.37,183.836,969390.0
2021-12-24,182.37,184.839,182.37,183.836,969390.0
2021-12-25,182.37,184.839,182.37,183.836,969390.0
2021-12-26,182.37,184.839,182.37,183.836,969390.0
2021-12-27,183.662,187.018,183.296,186.575,623980.0
2021-12-28,186.334,188.416,185.934,186.526,603090.0
2021-12-29,187.25,188.426,186.623,187.423,558640.0
2021-12-30,188.426,188.947,186.064,186.218,627067.0
2021-12-31,186.199,187.529,186.199,186.411,672348.0
2022-01-01,186.199,187.529,186.199,186.411,672348.0
2022-01-02,186.199,187.529,186.199,186.411,672348.0
2022-01-03,186.584,187.259,184.014,184.607,1971943.0
2022-01-04,186.777,188.913,185.244,188.629,1847862.0
2022-01-05,189.12,190.036,186.999,187.095,1660927.0
2022-01-06,190.345,191.319,187.626,190.924,1994225.0
2022-01-07,190.605,194.135,189.13,194.009,1892553.0
2022-01-08,190.605,194.135,189.13,194.009,1892553.0
2022-01-09,190.605,194.135,189.13,194.009,1892553.0
2022-01-10,193.527,194.125,189.487,191.724,2033296.0
2022-01-11,192.38,193.248,188.185,192.36,1418606.0
2022-01-12,192.36,193.209,189.998,190.76,1487247.0
2022-01-13,191.657,192.693,189.805,190.48,1279742.0
2022-01-14,189.506,190.442,186.835,189.255,1662962.0
2022-01-15,189.506,190.442,186.835,189.255,1662962.0
2022-01-16,189.506,190.442,186.835,189.255,1662962.0
2022-01-17,189.506,190.442,186.835,189.255,1662962.0
2022-01-18,188.956,189.149,185.665,188.021,1324863.0
2022-01-19,189.005,189.005,184.8,185.032,1451687.0
2022-01-20,186.256,191.714,186.025,186.218,1976463.0
2022-01-21,187.558,191.3,184.926,185.157,3169025.0
2022-01-22,187.558,191.3,184.926,185.157,3169025.0
2022-01-23,187.558,191.3,184.926,185.157,3169025.0
2022-01-24,184.222,189.294,181.107,188.908,2171292.0
2022-01-25,187.356,188.793,182.573,186.748,2242027.0
2022-01-26,186.835,189.863,185.012,187.172,1878886.0
2022-01-27,188.889,192.52,184.569,185.89,2485151.0
2022-01-28,186.006,189.882,184.627,189.863,2096943.0
2022-01-29,186.006,189.882,184.627,189.863,2096943.0
2022-01-30,186.006,189.882,184.627,189.863,2096943.0
2022-01-31,188.031,190.384,186.064,190.239,2090398.0
2022-02-01,189.381,193.412,188.976,192.737,2274472.0
2022-02-02,197.683,201.083,195.118,200.123,4158138.0
2022-02-03,199.217,200.962,197.664,199.95,2691094.0
2022-02-04,199.39,201.961,197.693,199.217,2218500.0
2022-02-05,199.39,201.961,197.693,199.217,2218500.0
2022-02-06,199.39,201.961,197.693,199.217,2218500.0
2022-02-07,200.316,200.952,196.71,197.683,2175343.0
2022-02-08,198.85,201.396,197.317,200.48,2247074.0
2022-02-09,201.695,203.067,200.798,201.502,1783711.0
2022-02-10,200.605,204.221,200.007,201.155,2613782.0
2022-02-11,200.451,201.227,196.141,196.777,2842146.0
2022-02-12,200.451,201.227,196.141,196.777,2842146.0
2022-02-13,200.451,201.227,196.141,196.777,2842146.0
2022-02-14,197.201,198.195,192.418,194.858,3062305.0
2022-02-15,196.565,199.154,195.273,196.382,1933107.0
2022-02-16,195.466,198.58,195.167,197.597,1695104.0
2022-02-17,196.054,198.007,193.894,196.362,1863186.0
2022-02-18,195.658,198.223,195.417,197.404,1883894.0
2022-02-19,195.658,198.223,195.417,197.404,1883894.0
2022-02-20,195.658,198.223,195.417,197.404,1883894.0
2022-02-21,195.658,198.223,195.417,197.404,1883894.0
2022-02-22,197.201,199.41,194.887,195.842,2820662.0
2022-02-23,197.095,197.944,194.116,194.222,2225787.0
2022-02-24,189.709,192.741,186.372,191.927,2431573.0
2022-02-25,193.035,200.085,192.409,199.631,2083525.0
2022-02-26,193.035,200.085,192.409,199.631,2083525.0
2022-02-27,193.035,200.085,192.409,199.631,2083525.0
2022-02-28,193.248,196.681,193.011,196.372,3069297.0
2022-03-01,194.829,196.131,190.499,192.418,3018617.0
2022-03-02,193.817,198.32,193.566,197.008,2084924.0
2022-03-03,197.221,199.506,195.408,198.648,2200944.0
2022-03-04,194.819,198.879,193.749,198.185,1962660.0
2022-03-05,194.819,198.879,193.749,198.185,1962660.0
2022-03-06,194.819,198.879,193.749,198.185,1962660.0
2022-03-07,195.842,196.208,191.685,191.82,2093379.0
2022-03-08,193.045,196.247,189.198,190.596,2071280.0
2022-03-09,195.572,198.137,195.215,196.661,1479109.0
2022-03-10,194.347,196.609,193.469,194.231,1902030.0
2022-03-11,194.974,197.568,194.53,194.704,1424044.0
2022-03-12,194.974,197.568,194.53,194.704,1424044.0
2022-03-13,194.974,197.568,194.53,194.704,1424044.0
2022-03-14,197.683,200.297,196.15,197.645,1317311.0
2022-03-15,200.114,201.724,197.51,200.046,2467979.0
2022-03-16,201.184,203.633,199.795,203.44,2064721.0
2022-03-17,202.337,204.341,201.63,204.341,1645317.0
2022-03-18,204.495,205.381,201.417,204.737,2354855.0
2022-03-19,204.495,205.381,201.417,204.737,2354855.0
2022-03-20,204.495,205.381,201.417,204.737,2354855.0
2022-03-21,206.006,207.351,204.515,206.151,2251253.0
2022-03-22,208.116,209.79,206.625,206.799,2482913.0
2022-03-23,206.519,206.896,203.702,203.895,1856918.0
2022-03-24,204.06,206.49,203.324,206.364,1287075.0
2022-03-25,206.48,211.107,206.16,210.807,1312241.0
2022-03-26,206.48,211.107,206.16,210.807,1312241.0
2022-03-27,206.48,211.107,206.16,210.807,1312241.0
2022-03-28,210.613,210.826,207.816,210.207,1328815.0
2022-03-29,211.688,211.973,207.496,208.929,1871198.0
2022-03-30,209.49,210.613,208.745,210.536,1063788.0
2022-03-31,209.81,211.649,206.954,207.051,1625362.0
2022-04-01,209.093,210.269,207.583,209.616,1278859.0
2022-04-02,209.093,210.269,207.583,209.616,1278859.0
2022-04-03,209.093,210.269,207.583,209.616,1278859.0
2022-04-04,208.803,208.929,205.251,206.732,1491663.0
2022-04-05,207.099,209.897,205.299,205.58,1851741.0
2022-04-06,205.367,207.99,204.157,205.676,1389098.0
2022-04-07,206.48,206.577,203.198,205.773,1513185.0
2022-04-08,207.312,209.96,206.344,209.229,1449983.0
2022-04-09,207.312,209.96,206.344,209.229,1449983.0
2022-04-10,207.312,209.96,206.344,209.229,1449983.0
2022-04-11,210.487,211.47,208.0,208.367,1139996.0
2022-04-12,210.449,210.623,206.915,207.554,1084191.0
2022-04-13,207.138,209.011,204.273,206.025,1216304.0
2022-04-14,205.638,206.48,203.595,203.779,1517007.0
2022-04-15,205.638,206.48,203.595,203.779,1517007.0
2022-04-16,205.638,206.48,203.595,203.779,1517007.0
2022-04-17,205.638,206.48,203.595,203.779,1517007.0
2022-04-18,202.879,205.367,202.714,205.125,878125.0
2022-04-19,204.312,205.986,202.376,203.198,1499879.0
2022-04-20,205.357,205.851,203.018,205.773,1719186.0
2022-04-21,207.864,209.829,204.495,204.757,1116498.0
2022-04-22,203.973,205.163,199.375,199.501,1579056.0
2022-04-23,203.973,205.163,199.375,199.501,1579056.0
2022-04-24,203.973,205.163,199.375,199.501,1579056.0
2022-04-25,199.172,201.291,195.866,200.682,1521820.0
2022-04-26,199.162,202.395,196.887,196.887,1620631.0
2022-04-27,202.763,206.925,201.34,203.876,2903510.0
2022-04-28,205.676,206.548,202.017,204.408,1986706.0
2022-04-29,203.092,204.525,199.278,199.84,2360049.0
2022-04-30,203.092,204.525,199.278,199.84,2360049.0
2022-05-01,203.092,204.525,199.278,199.84,2360049.0
2022-05-02,201.408,201.582,195.145,198.6,1743486.0
2022-05-03,200.159,203.353,199.423,200.933,1691427.0
2022-05-04,200.933,207.225,200.933,207.109,1711346.0
2022-05-05,205.328,206.383,199.936,201.34,1771949.0
2022-05-06,201.185,203.198,199.665,202.463,1454308.0
2022-05-07,201.185,203.198,199.665,202.463,1454308.0
2022-05-08,201.185,203.198,199.665,202.463,1454308.0
2022-05-09,201.195,201.969,197.845,198.542,2496853.0
2022-05-10,199.694,202.506,196.427,198.31,1843432.0
2022-05-11,198.717,201.727,197.933,198.078,1793943.0
2022-05-12,198.707,199.094,195.668,198.862,1782089.0
2022-05-13,199.578,200.788,198.155,199.927,1378472.0
2022-05-14,199.578,200.788,198.155,199.927,1378472.0
2022-05-15,199.578,200.788,198.155,199.927,1378472.0
2022-05-16,199.927,203.344,198.903,201.34,1449015.0
2022-05-17,203.653,205.705,201.282,205.609,1905374.0
2022-05-18,204.263,204.868,200.023,200.672,2036205.0
2022-05-19,198.833,199.762,192.972,197.352,2535202.0
2022-05-20,197.739,199.849,193.248,197.468,1939042.0
2022-05-21,197.739,199.849,193.248,197.468,1939042.0
2022-05-22,197.739,199.849,193.248,197.468,1939042.0
2022-05-23,199.84,201.95,198.281,200.672,1901818.0
2022-05-24,200.014,202.008,196.393,201.485,1219423.0
2022-05-25,200.914,203.237,200.672,201.321,1591677.0
2022-05-26,202.86,203.276,200.42,201.049,2216267.0
2022-05-27,201.601,204.147,200.536,204.137,1704896.0
2022-05-28,201.601,204.147,200.536,204.137,1704896.0
2022-05-29,201.601,204.147,200.536,204.137,1704896.0
2022-05-30,201.601,204.147,200.536,204.137,1704896.0
2022-05-31,203.963,205.977,200.614,204.525,2721954.0
2022-06-01,204.699,204.849,199.051,201.959,1453329.0
2022-06-02,202.182,203.256,198.252,203.189,1533450.0
2022-06-03,201.475,204.157,201.186,201.853,1339844.0
2022-06-04,201.475,204.157,201.186,201.853,1339844.0
2022-06-05,201.475,204.157,201.186,201.853,1339844.0
2022-06-06,203.295,206.412,202.076,205.338,1556520.0
2022-06-07,203.77,206.944,203.082,206.78,1687806.0
2022-06-08,204.863,205.87,202.453,203.595,1258994.0
2022-06-09,203.595,204.215,199.501,199.646,1524083.0
2022-06-10,195.542,197.71,193.833,195.203,1719141.0
2022-06-11,195.542,197.71,193.833,195.203,1719141.0
2022-06-12,195.542,197.71,193.833,195.203,1719141.0
2022-06-13,192.338,195.009,190.14,191.283,1811450.0
2022-06-14,192.28,194.012,190.198,191.602,2202484.0
2022-06-15,194.196,196.442,190.44,192.899,2428807.0
2022-06-16,189.079,189.176,183.675,183.898,3189112.0
2022-06-17,184.685,185.419,182.119,184.044,5500725.0
2022-06-18,184.685,185.419,182.119,184.044,5500725.0
2022-06-19,184.685,185.419,182.119,184.044,5500725.0
2022-06-20,184.685,185.419,182.119,184.044,5500725.0
2022-06-21,188.01,188.01,182.275,184.17,2863651.0
2022-06-22,182.178,185.896,181.769,184.229,2519299.0
2022-06-23,184.559,185.677,179.923,181.74,1312434.0
2022-06-24,182.78,189.196,181.808,189.089,2370894.0
2022-06-25,182.78,189.196,181.808,189.089,2370894.0
2022-06-26,182.78,189.196,181.808,189.089,2370894.0
2022-06-27,188.661,190.469,187.938,189.303,1292277.0
2022-06-28,191.052,192.355,188.807,188.972,940367.0
2022-06-29,190.284,190.654,188.039,188.35,963238.0
2022-06-30,186.639,191.49,185.939,191.081,1471014.0
2022-07-01,191.295,193.657,188.821,192.384,1470734.0
2022-07-02,191.295,193.657,188.821,192.384,1470734.0
2022-07-03,191.295,193.657,188.821,192.384,1470734.0
2022-07-04,191.295,193.657,188.821,192.384,1470734.0
2022-07-05,190.333,190.343,184.336,187.738,1392844.0
2022-07-06,187.971,190.557,186.207,188.301,2024139.0
2022-07-07,190.129,191.927,188.729,189.176,1302762.0
2022-07-08,189.759,190.45,187.67,187.67,1148000.0
2022-07-09,189.759,190.45,187.67,187.67,1148000.0
2022-07-10,189.759,190.45,187.67,187.67,1148000.0
2022-07-11,187.611,189.186,187.116,188.146,1342179.0
2022-07-12,186.853,189.847,186.221,186.532,1457664.0
2022-07-13,185.346,186.858,184.569,184.724,1650990.0
2022-07-14,180.204,181.556,177.211,178.192,2024588.0
2022-07-15,180.36,181.269,178.289,179.038,2722221.0
2022-07-16,180.36,181.269,178.289,179.038,2722221.0
2022-07-17,180.36,181.269,178.289,179.038,2722221.0
2022-07-18,180.282,181.254,175.451,176.112,2430328.0
2022-07-19,178.144,181.231,177.541,180.525,2341410.0
2022-07-20,180.681,181.07,179.164,179.534,1970490.0
2022-07-21,178.241,179.067,176.083,178.863,2187287.0
2022-07-22,179.135,180.747,177.745,178.98,1451457.0
2022-07-23,179.135,180.747,177.745,178.98,1451457.0
2022-07-24,179.135,180.747,177.745,178.98,1451457.0
2022-07-25,179.835,183.227,178.95,181.973,1791054.0
2022-07-26,181.76,183.451,181.76,183.014,1790648.0
2022-07-27,184.841,187.796,179.884,181.769,2804060.0
2022-07-28,182.119,182.45,177.22,180.195,2458765.0
2022-07-29,180.739,183.918,180.739,183.363,2379518.0
2022-07-30,180.739,183.918,180.739,183.363,2379518.0
2022-07-31,180.739,183.918,180.739,183.363,2379518.0
2022-08-01,181.176,182.659,178.353,179.806,2266791.0
2022-08-02,180.214,182.824,178.873,179.184,2267485.0
2022-08-03,179.796,181.06,177.381,180.506,1671656.0
2022-08-04,179.981,182.105,179.407,179.913,1387039.0
2022-08-05,180.185,181.74,179.67,180.136,1282618.0
2022-08-06,180.185,181.74,179.67,180.136,1282618.0
2022-08-07,180.185,181.74,179.67,180.136,1282618.0
2022-08-08,180.914,182.421,180.35,181.342,1439570.0
2022-08-09,182.391,185.006,182.338,184.404,1556768.0
2022-08-10,185.696,186.63,184.841,186.241,1176495.0
2022-08-11,187.213,188.885,187.081,188.389,1427202.0
2022-08-12,189.089,192.063,188.778,192.024,941980.0
2022-08-13,189.089,192.063,188.778,192.024,941980.0
2022-08-14,189.089,192.063,188.778,192.024,941980.0
2022-08-15,190.032,192.442,189.983,191.208,1397662.0
2022-08-16,191.276,194.561,191.276,193.482,1193232.0
2022-08-17,192.16,195.533,191.742,195.319,951402.0
2022-08-18,195.339,196.758,195.096,196.748,1064192.0
2022-08-19,196.865,197.059,194.799,194.97,2015987.0
2022-08-20,196.865,197.059,194.799,194.97,2015987.0
2022-08-21,196.865,197.059,194.799,194.97,2015987.0
2022-08-22,192.462,192.86,191.004,191.509,1150986.0
2022-08-23,191.49,192.437,190.77,191.227,1048005.0
2022-08-24,190.129,191.227,188.914,190.916,776506.0
2022-08-25,191.412,192.361,190.207,191.985,708014.0
2022-08-26,192.705,192.705,187.942,188.097,1130242.0
2022-08-27,192.705,192.705,187.942,188.097,1130242.0
2022-08-28,192.705,192.705,187.942,188.097,1130242.0
2022-08-29,186.707,188.228,184.87,186.785,995923.0
2022-08-30,186.911,187.135,184.345,184.676,1119783.0
2022-08-31,184.86,186.736,183.752,183.762,1759726.0
2022-09-01,183.84,186.873,183.237,186.766,1205513.0
2022-09-02,188.34,190.382,184.685,185.541,1039484.0
2022-09-03,188.34,190.382,184.685,185.541,1039484.0
2022-09-04,188.34,190.382,184.685,185.541,1039484.0
2022-09-05,188.34,190.382,184.685,185.541,1039484.0
2022-09-06,186.386,186.945,184.588,185.103,1098699.0
2022-09-07,185.317,188.739,185.031,188.263,1135507.0
2022-09-08,187.66,189.91,186.946,189.653,1560387.0
2022-09-09,190.08,190.781,189.001,189.546,1380700.0
2022-09-10,190.08,190.781,189.001,189.546,1380700.0
2022-09-11,190.08,190.781,189.001,189.546,1380700.0
2022-09-12,190.294,192.481,189.682,191.47,1133041.0
2022-09-13,189.264,190.469,187.563,187.796,1394800.0
2022-09-14,188.457,189.39,185.998,187.854,1667491.0
2022-09-15,187.591,189.182,186.048,187.591,1476655.0
2022-09-16,185.58,186.751,184.115,184.75,3844914.0
2022-09-17,185.58,186.751,184.115,184.75,3844914.0
2022-09-18,185.58,186.751,184.115,184.75,3844914.0
2022-09-19,183.539,187.376,182.641,187.317,1205770.0
2022-09-20,185.912,185.912,181.196,183.12,1802903.0
2022-09-21,183.979,184.389,178.063,178.131,1325869.0
2022-09-22,178.307,178.951,176.478,177.174,1775846.0
2022-09-23,175.954,177.389,173.875,176.003,1880027.0
2022-09-24,175.954,177.389,173.875,176.003,1880027.0
2022-09-25,175.954,177.389,173.875,176.003,1880027.0
2022-09-26,174.949,175.329,169.648,170.585,1880796.0
2022-09-27,171.454,174.675,170.37,173.904,2213809.0
2022-09-28,174.587,177.628,173.26,176.032,1743513.0
2022-09-29,175.144,180.24,173.763,179.41,2247687.0
2022-09-30,179.869,182.041,177.321,177.555,1915950.0
2022-10-01,179.869,182.041,177.321,177.555,1915950.0
2022-10-02,179.869,182.041,177.321,177.555,1915950.0
2022-10-03,179.059,183.281,176.921,182.651,1359030.0
2022-10-04,183.657,188.372,183.578,188.176,1592804.0
2022-10-05,186.575,187.845,185.736,186.097,987082.0
2022-10-06,185.58,185.687,183.569,184.33,1006421.0
2022-10-07,183.461,183.764,179.674,180.289,1271495.0
2022-10-08,183.461,183.764,179.674,180.289,1271495.0
2022-10-09,183.461,183.764,179.674,180.289,1271495.0
2022-10-10,181.812,183.042,180.054,180.523,1292045.0
2022-10-11,180.523,183.881,180.084,181.284,1175275.0
2022-10-12,181.206,183.852,179.903,180.601,1405999.0
2022-10-13,178.209,189.846,177.008,189.123,1557622.0
2022-10-14,189.963,191.032,183.588,184.281,2065646.0
2022-10-15,189.963,191.032,183.588,184.281,2065646.0
2022-10-16,189.963,191.032,183.588,184.281,2065646.0
2022-10-17,185.482,188.733,185.482,188.108,1610132.0
2022-10-18,192.394,192.628,188.001,190.022,1148375.0
2022-10-19,189.387,193.121,189.25,191.32,1415795.0
2022-10-20,189.407,191.427,187.015,187.64,1670209.0
2022-10-21,188.206,193.263,187.029,193.087,1529012.0
2022-10-22,188.206,193.263,187.029,193.087,1529012.0
2022-10-23,188.206,193.263,187.029,193.087,1529012.0
2022-10-24,194.639,200.13,194.639,198.544,2022963.0
2022-10-25,195.703,196.836,193.936,196.64,1968004.0
2022-10-26,208.619,208.931,198.319,199.296,2151519.0
2022-10-27,201.336,205.207,200.721,202.595,2061334.0
2022-10-28,204.274,209.78,203.855,209.4,1850329.0
2022-10-29,204.274,209.78,203.855,209.4,1850329.0
2022-10-30,204.274,209.78,203.855,209.4,1850329.0
2022-10-31,207.535,210.376,206.9,209.78,2559633.0
2022-11-01,210.327,210.864,208.238,208.404,2298279.0
2022-11-02,207.34,210.054,205.172,205.534,2227197.0
2022-11-03,204.099,206.666,202.927,204.655,1561840.0
2022-11-04,205.983,207.137,202.107,204.186,1864177.0
2022-11-05,205.983,207.137,202.107,204.186,1864177.0
2022-11-06,205.983,207.137,202.107,204.186,1864177.0
2022-11-07,205.348,208.814,204.191,207.047,2389395.0
2022-11-08,206.002,208.492,204.05,207.359,1384380.0
2022-11-09,206.959,208.423,204.772,205.124,1544139.0
2022-11-10,209.927,209.946,204.86,206.871,2436597.0
2022-11-11,208.833,209.177,200.545,201.355,2620251.0
2022-11-12,208.833,209.177,200.545,201.355,2620251.0
2022-11-13,208.833,209.177,200.545,201.355,2620251.0
2022-11-14,201.912,204.298,200.164,200.223,1555637.0
2022-11-15,202.029,202.039,198.456,201.717,1439755.0
2022-11-16,201.844,202.849,200.369,202.351,1144062.0
2022-11-17,201.189,204.997,201.111,204.069,854244.0
2022-11-18,206.461,207.14,203.279,205.143,1444174.0
2022-11-19,206.461,207.14,203.279,205.143,1444174.0
2022-11-20,206.461,207.14,203.279,205.143,1444174.0
2022-11-21,205.514,206.422,204.411,205.377,963048.0
2022-11-22,206.373,208.306,205.842,207.955,1302892.0
2022-11-23,207.935,209.419,207.935,209.058,1396293.0
2022-11-24,207.935,209.419,207.935,209.058,1396293.0
2022-11-25,209.888,211.44,209.558,211.088,639352.0
2022-11-26,209.888,211.44,209.558,211.088,639352.0
2022-11-27,209.888,211.44,209.558,211.088,639352.0
2022-11-28,209.966,211.518,209.761,210.278,2027622.0
2022-11-29,210.473,211.977,209.629,211.528,1270765.0
2022-11-30,210.405,214.769,210.18,214.368,3612517.0
2022-12-01,216.721,216.721,211.752,213.129,1746102.0
2022-12-02,212.026,214.193,211.245,213.949,1109669.0
2022-12-03,212.026,214.193,211.245,213.949,1109669.0
2022-12-04,212.026,214.193,211.245,213.949,1109669.0
2022-12-05,212.377,213.871,209.155,210.307,2214621.0
2022-12-06,210.551,213.051,209.897,212.455,1496710.0
2022-12-07,211.645,214.891,211.059,212.426,1762391.0
2022-12-08,213.138,214.159,212.436,213.968,1651593.0
2022-12-09,214.027,214.495,212.055,212.162,1356915.0
2022-12-10,214.027,214.495,212.055,212.162,1356915.0
2022-12-11,214.027,214.495,212.055,212.162,1356915.0
2022-12-12,212.035,212.963,210.493,212.357,1327058.0
2022-12-13,214.769,214.788,209.985,211.879,2063509.0
2022-12-14,212.201,215.843,210.161,211.664,1656495.0
